GENE_ID	locusLine	bin_1_LP-1.jin.bam
NM_001085471	chr14(.):89617515-90090494	0.1412
NM_001080414	chr14(.):91732666-91889133	0.3783
NM_023112	chr14(.):94487723-94520276	0.2501
NM_178586	chr14(.):102271139-102399328	0.2164
NM_001161725	chr14(.):102223134-102399328	0.2309
NM_178587	chr14(.):102271139-102383962	0.2361
NM_001128920	chr14(.):103846700-103975166	0.1298
NM_001344	chr14(.):23028806-23063143	0.4925
NM_024558	chr14(.):50570349-50588297	0.2789
NM_001014830	chr14(.):50545368-50564361	0.3659
NM_207442	chr14(.):69256463-69268190	1.1128
NM_004926	chr14(.):69249374-69264785	0.8561
NM_024496	chr14(.):77485885-77500034	1.3108
NM_005065	chr14(.):81934238-82005205	0.5156
NR_036500	chr14(.):89878697-89891137	0.562
NR_024182	chr14(.):94458615-94478898	0.5239
NR_024183	chr14(.):94458641-94483041	0.5188
NR_024184	chr14(.):94458641-94480209	0.5333
NM_022898	chr14(.):99630624-99742822	0.1396
NR_002964	chr14(.):103799185-103809311	0.7511
NM_025268	chr14(.):105987952-106001539	0.1026
NM_015492	chr15(.):75489220-75509510	0.9099
NM_005503	chr15(.):29208839-29415516	0.1155
NM_001080534	chr15(.):54300100-54925806	0.1388
NM_002943	chr15(.):60775482-60924729	0.2965
NM_134262	chr15(.):60775482-60889707	0.3591
NM_134261	chr15(.):60775482-61526502	0.1467
NR_031680	chr15(.):69111302-69494862	0.1048
NM_002399	chr15(.):37178231-37398500	0.0969
NM_170674	chr15(.):37178231-37397704	0.097
NM_172315	chr15(.):37178231-37395503	0.0971
NM_172316	chr15(.):37178231-37396597	0.0972
NM_031226	chr15(.):51495253-51635795	0.2363
NM_019600	chr15(.):52868517-52975820	0.2754
NM_000259	chr15(.):52594479-52826247	0.2345
NM_000236	chr15(.):58719174-58866073	0.5711
NM_015042	chr15(.):64786618-64983266	0.1905
NM_025201	chr15(.):65129081-65165201	0.2239
NM_005902	chr15(.):67353194-67492533	0.3944
NM_006305	chr15(.):69065874-69118261	0.6195
NM_016166	chr15(.):68341571-68485404	0.2026
NM_020908	chr15(.):70335542-70395256	0.2712
NM_006465	chr15(.):74828547-74895472	0.3062
NM_001042572	chr15(.):93438550-93497463	0.201
NM_000693	chr15(.):101415008-101461830	0.2648
NM_024652	chr15(.):101454459-101615317	0.1806
NM_015995	chr15(.):31614082-31675102	0.6626
NM_182703	chr15(.):65199100-65256041	0.2342
NM_001145103	chr15(.):67425358-67492533	0.1869
NM_001145102	chr15(.):67413053-67492533	0.186
NM_017882	chr15(.):68494329-68527080	0.8503
NM_033429	chr15(.):68478042-68503448	1.0977
NM_015322	chr15(.):68565140-68588640	0.3169
NR_026808	chr15(.):69091159-69104440	0.269
NR_036197	chr15(.):69089188-69099264	0.349
NR_030714	chr15(.):70366710-70376807	0.1059
NM_001127190	chr15(.):75069424-75100539	0.7434
NM_000761	chr15(.):75036183-75053941	0.0899
NM_000499	chr15(.):75006882-75022877	0.0788
NM_021819	chr15(.):75100193-75123099	0.1018
NM_001030005	chr15(.):75113950-75129136	0.095
NM_021823	chr15(.):75310926-75348067	0.7521
NM_138967	chr15(.):75282875-75318836	0.1788
NM_015477	chr15(.):75656719-75748926	0.2262
NM_001145358	chr15(.):75656719-75749087	0.2262
NM_001145357	chr15(.):75656719-75753124	0.2213
NM_022767	chr15(.):89159526-89180512	0.4613
NR_029606	chr15(.):89150055-89160165	0.0765
NM_002201	chr15(.):89177038-89203879	0.3345
NR_031590	chr15(.):89146337-89156428	0.0745
NR_033769	chr15(.):93333713-93345338	0.1407
NR_036136	chr15(.):93442628-93452705	0.5661
NR_037600	chr15(.):93421072-93446977	0.5972
NR_037602	chr15(.):93421525-93446977	0.605
NR_034095	chr15(.):95817518-95875329	0.2058
NM_014918	chr15(.):101710927-101797137	0.3484
NM_000246	chr16(.):10966054-11023840	0.4158
NM_001079512	chr16(.):10855532-10917621	0.5127
NM_015914	chr16(.):11767942-11841648	0.513
NM_004862	chr16(.):11636577-11685229	0.6305
NM_001136472	chr16(.):11636577-11685806	0.6249
NR_024320	chr16(.):11636577-11686322	0.6191
NM_022166	chr16(.):17191180-17569738	0.1992
NM_000078	chr16(.):56990834-57022756	0.1702
NM_152727	chr16(.):57121454-57186878	0.1247
NM_006750	chr16(.):69216049-69347955	0.1842
NM_032821	chr16(.):70836288-71269569	0.222
NM_017558	chr16(.):71056012-71269592	0.2585
NM_001198542	chr16(.):71060313-71269625	0.2589
NM_175931	chr16(.):88936262-89012608	0.166
NM_005187	chr16(.):88936262-89048504	0.3063
NM_001130007	chr16(.):11956984-12015519	0.1686
NM_001130006	chr16(.):11956984-12014825	0.1686
NM_001192	chr16(.):12053963-12066925	1.1019
NM_032167	chr16(.):12065601-12152141	0.1296
NR_029854	chr16(.):14398141-14408228	1.5315
NR_030177	chr16(.):14392823-14402906	1.9103
NR_002593	chr16(.):29619423-29630038	0.5917
NM_014298	chr16(.):29685440-29714314	0.3444
NM_003123	chr16(.):29669579-29686823	0.4901
NM_001030288	chr16(.):29669299-29686823	0.4837
NM_002383	chr16(.):29812854-29827504	1.1734
NM_145239	chr16(.):29818408-29832202	1.037
NM_007317	chr16(.):29797057-29821706	0.7788
NM_024516	chr16(.):29822527-29838816	0.6958
NM_152338	chr16(.):29784560-29796840	0.15
NM_005115	chr16(.):29826714-29864360	0.326
NM_001126108	chr16(.):56894118-56954762	0.4701
NM_001010989	chr16(.):56960747-56982793	0.6737
NM_032206	chr16(.):57018409-57122436	0.3257
NM_006927	chr16(.):70408337-70477991	0.4294
NM_145059	chr16(.):70483497-70519177	0.219
NM_001031804	chr16(.):79622744-79639622	0.917
NM_020947	chr16(.):84504965-84543288	0.2544
NM_001134473	chr16(.):85640028-85714812	0.1991
NM_014615	chr16(.):85641923-85714812	0.2005
NM_001184854	chr16(.):87736417-87804598	0.1684
NM_003486	chr16(.):87858628-87908100	0.2746
NM_001142864	chr16(.):88776745-88856372	0.2806
NM_030928	chr16(.):88865185-88880666	0.8766
NM_000485	chr16(.):88870876-88883342	0.782
NR_024347	chr16(.):89220627-89235083	0.3355
NM_001127214	chr16(.):89155253-89225997	0.5446
NM_174917	chr16(.):89155253-89227169	0.5387
NR_023316	chr16(.):89155253-89225996	0.5446
NM_017575	chr17(.):1958132-2212069	0.217
NM_001170957	chr17(.):1958132-2211813	0.2171
NM_003342	chr17(.):4167511-4274969	0.1486
NM_001991	chr17(.):40847292-40902071	0.3515
NM_138962	chr17(.):55328930-55762299	0.1925
NM_170721	chr17(.):55329373-55715544	0.2034
NM_021947	chr17(.):2202247-2233553	0.1594
NM_024086	chr17(.):2314347-2420200	0.1942
NM_002558	chr17(.):3794884-3824960	0.2052
NM_005022	chr17(.):4843946-4856825	1.1074
NM_153357	chr17(.):6939948-6952242	0.1054
NM_144775	chr17(.):18213593-18236370	1.265
NM_000267	chr17(.):29416944-29709695	0.1165
NM_002544	chr17(.):29616667-29629380	0.0455
NM_000342	chr17(.):42320757-42350502	0.0889
NM_001193466	chr17(.):44102281-44275166	0.3138
NM_015443	chr17(.):44102281-44275272	0.3138
NM_001193465	chr17(.):44102281-44307740	0.2933
NM_030802	chr17(.):47782686-47846518	0.4378
NM_001433	chr17(.):62115389-62212502	0.3464
NM_181671	chr17(.):65368923-65694647	0.1975
NM_004252	chr17(.):72739762-72770499	0.6733
NM_052916	chr17(.):74133533-74241390	0.2504
NM_001113492	chr17(.):75278972-75501678	0.2734
NM_006640	chr17(.):75310596-75501678	0.3046
NM_001113491	chr17(.):75272491-75501678	0.2701
NM_001163075	chr17(.):76137433-76167364	0.6224
NM_025090	chr17(.):76787964-76841969	0.1732
NM_017456	chr17(.):76665129-76783376	0.4231
NM_174957	chr17(.):3822168-3872736	0.2027
NM_000080	chr17(.):4796063-4811369	0.1106
NM_001145536	chr17(.):4797947-4811227	0.1131
NM_001165417	chr17(.):4835425-4848462	0.4239
NM_000173	chr17(.):4830591-4843325	0.2344
NM_015528	chr17(.):4838629-4853517	0.9175
NM_006612	chr17(.):4896242-4936694	0.1902
NM_015099	chr17(.):4866286-4895960	0.3211
NM_001171168	chr17(.):4866286-4895665	0.3233
NM_053013	chr17(.):4849383-4865426	0.8108
NM_001167985	chr17(.):4886424-4905905	0.3717
NM_004890	chr17(.):4857520-4876132	0.3526
NM_001004333	chr17(.):6910797-6922851	1.2248
NM_001142799	chr17(.):6913072-6925839	1.4251
NM_201566	chr17(.):6934393-6948440	0.2756
NR_029712	chr17(.):6915933-6926020	1.6299
NM_181844	chr17(.):6921368-6937961	0.5548
NM_000697	chr17(.):6894383-6919055	0.3953
NR_030178	chr17(.):6916229-6926341	1.6082
NM_001005273	chr17(.):7787168-7821075	0.3213
NM_001080424	chr17(.):7738234-7763118	0.6191
NM_144607	chr17(.):7756063-7770600	0.3244
NM_032356	chr17(.):7755002-7766172	0.4013
NM_001005271	chr17(.):7783122-7821075	0.3001
NM_203411	chr17(.):7753383-7764417	0.4267
NM_012452	chr17(.):16837397-16880402	0.4453
NM_018019	chr17(.):17375299-17401534	0.7419
NM_016084	chr17(.):17392752-17404707	0.8608
NM_004176	chr17(.):17709662-17745325	0.6751
NR_030361	chr17(.):17712149-17722245	0.2827
NM_004618	chr17(.):18172234-18223321	0.3089
NM_004169	chr17(.):18226186-18271856	0.609
NM_001145127	chr17(.):18276078-18297960	0.0775
NM_006495	chr17(.):29625787-29646130	0.341
NM_014210	chr17(.):29638427-29653767	0.4874
NM_002981	chr17(.):32682398-32695252	0.2094
NM_005408	chr17(.):32678470-32690629	0.0766
NM_001130677	chr17(.):36822958-36836187	0.2071
NM_005937	chr17(.):36856872-36891056	0.3937
NM_007144	chr17(.):36885149-36909558	0.2002
NM_002795	chr17(.):36904001-36925478	0.1747
NM_001136498	chr17(.):36881509-36896858	0.1887
NM_005310	chr17(.):37889186-37908538	0.1078
NM_001030002	chr17(.):37889589-37908538	0.1077
NM_032339	chr17(.):37880408-37891788	0.2588
NM_001145301	chr17(.):38469472-38518895	0.3556
NM_152219	chr17(.):38511904-38525945	0.1405
NM_000964	chr17(.):38460422-38518895	0.3308
NM_001024809	chr17(.):38493270-38518895	0.1073
NM_001254	chr17(.):38439145-38464413	0.1547
NM_024927	chr17(.):40814932-40834048	1.0108
NM_016437	chr17(.):40806265-40824024	0.3599
NM_003632	chr17(.):40829631-40857011	0.5997
NM_016602	chr17(.):40826419-40838845	1.4064
NM_001015053	chr17(.):42149120-42206014	0.2428
NM_178542	chr17(.):42248351-42269082	0.4386
NM_001076674	chr17(.):42259353-42274099	0.3995
NM_177441	chr17(.):42259573-42274099	0.4047
NM_001076684	chr17(.):42277400-42301924	0.8172
NM_001098833	chr17(.):42264172-42280529	0.6713
NM_024032	chr17(.):42214273-42244844	0.205
NM_080863	chr17(.):42243073-42261451	0.6466
NM_001076683	chr17(.):42277400-42303250	0.7812
NM_014233	chr17(.):42277400-42300664	0.8561
NM_152343	chr17(.):43326759-43344479	0.1182
NM_005892	chr17(.):43294291-43329683	1.1366
NR_024434	chr17(.):43320302-43350997	0.1935
NR_024435	chr17(.):43334557-43350997	0.1067
NR_034172	chr17(.):44265938-44279089	0.9496
NM_005827	chr17(.):47773689-47790282	0.2584
NM_001199155	chr17(.):47860980-47911458	0.1473
NM_032595	chr17(.):48206100-48232877	0.5
NM_174920	chr17(.):48185034-48212167	0.1053
NM_000023	chr17(.):48238365-48258293	0.1312
NM_000088	chr17(.):48256456-48284000	0.0799
NR_024193	chr17(.):48243788-48254837	0.1135
NM_000250	chr17(.):56342216-56363296	0.0721
NM_004758	chr17(.):56373593-56411152	0.4686
NM_003168	chr17(.):56417538-56434563	0.8491
NR_029683	chr17(.):56403592-56413679	2.0031
NR_004380	chr17(.):62218437-62228517	0.8244
NR_002995	chr17(.):62218698-62228831	0.8476
NM_001163989	chr17(.):72727958-72748474	0.8882
NM_001006638	chr17(.):72728355-72748474	0.9014
NM_139018	chr17(.):72685451-72714108	0.1734
NR_037409	chr17(.):72739751-72749838	1.1037
NM_017728	chr17(.):72767621-72840922	0.1229
NM_015654	chr17(.):72761685-72777470	0.2953
NM_032134	chr17(.):74265129-74308761	0.2099
NM_182565	chr17(.):74256285-74272379	0.9516
NM_003016	chr17(.):74725198-74738493	0.8669
NR_030366	chr17(.):74727531-74737630	1.0588
NM_024311	chr17(.):74728782-74780338	0.4923
NM_001113495	chr17(.):75466324-75501678	0.1341
NM_001113493	chr17(.):75364271-75501678	0.315
NM_001113496	chr17(.):75441612-75501678	0.1571
NM_001113494	chr17(.):75367164-75501678	0.2975
NR_036200	chr17(.):75388065-75398136	0.1196
NM_152468	chr17(.):76121858-76144049	0.9164
NM_007267	chr17(.):76103998-76133488	0.6944
NM_001127198	chr17(.):76103998-76129861	0.75
NM_001010982	chr17(.):76178436-76208782	0.1941
NM_001012270	chr17(.):76205276-76226716	0.1998
NM_003258	chr17(.):76165159-76188285	0.5908
NM_004710	chr17(.):76159670-76174009	0.8915
NR_002219	chr17(.):76205320-76225783	0.199
NM_001145526	chr17(.):76178442-76208782	0.1941
NR_027083	chr17(.):76178397-76198641	0.2425
NM_003255	chr17(.):76844058-76926472	0.2851
NM_012418	chr17(.):79490416-79509156	0.0741
NM_025161	chr17(.):79501910-79524429	0.2241
NM_001614	chr17(.):79471998-79484827	1.2671
NM_005215	chr18(.):49861541-51067273	0.0901
NM_001142397	chr18(.):46060426-46394586	0.2505
NM_000633	chr18(.):60785578-60991613	0.3779
NM_001083625	chr18(.):9131757-9290206	0.1966
NM_022068	chr18(.):10665243-11153761	0.1042
NM_001130110	chr18(.):42255137-42462379	0.3298
NM_015559	chr18(.):42255862-42653475	0.2355
NM_003199	chr18(.):52884561-53260860	0.1314
NM_032649	chr18(.):72196691-72257261	0.3493
NM_014643	chr18(.):74064636-74212146	0.1318
NM_173207	chr18(.):3442607-3463406	0.7416
NM_173209	chr18(.):3444972-3463406	0.823
NM_173210	chr18(.):3446590-3463406	0.8785
NM_174886	chr18(.):3407071-3463406	0.3321
NM_003244	chr18(.):3445171-3463406	0.8294
NM_173208	chr18(.):3445030-3463406	0.8249
NM_173211	chr18(.):3448771-3463406	0.7468
NM_021074	chr18(.):9097627-9139343	0.7063
NM_005904	chr18(.):46441222-46482081	1.0255
NM_001190823	chr18(.):46441222-46474177	0.8552
NM_001190822	chr18(.):46441222-46480703	1.0558
NM_016626	chr18(.):48695919-48729051	0.3431
NM_001168499	chr18(.):72161822-72195689	0.4483
NM_018235	chr18(.):72158499-72195689	0.4202
NM_001044369	chr18(.):72097962-72129503	0.0937
NM_175907	chr18(.):72904277-72926281	0.509
NM_005786	chr18(.):72917730-73006901	0.1814
NR_015417	chr18(.):74235611-74276784	0.0714
NM_052847	chr19(.):2506217-2707746	0.1823
NM_052876	chr19(.):13224108-13256959	0.1857
NM_021235	chr19(.):16467407-16587762	0.2975
NM_006387	chr19(.):16623699-16658263	0.1389
NM_001492	chr19(.):18974360-19011953	0.0634
NR_004401	chr19(.):49136295-49190502	0.1974
NM_015953	chr19(.):50053967-50088803	0.3609
NM_002739	chr19(.):54380466-54415901	0.0836
NM_001136139	chr19(.):1604291-1655286	0.3493
NM_003200	chr19(.):1604291-1657326	0.3412
NM_006830	chr19(.):1592153-1610483	0.3526
NM_032737	chr19(.):2423163-2461958	0.331
NM_012458	chr19(.):2420621-2432875	0.4649
NM_182973	chr19(.):2384783-2431086	0.4048
NM_015675	chr19(.):2471122-2483257	0.5037
NM_213568	chr19(.):2729523-2745074	0.1497
NM_145173	chr19(.):2709564-2726390	0.0935
NM_001379	chr19(.):10239021-10310755	0.1705
NM_004230	chr19(.):10327108-10346948	0.6806
NR_036206	chr19(.):10336088-10346161	0.5036
NM_015956	chr19(.):10357639-10375721	0.2432
NM_000201	chr19(.):10376516-10402291	0.2134
NM_017722	chr19(.):13210713-13232463	0.2257
NM_001136035	chr19(.):13210713-13232563	0.2255
NM_005583	chr19(.):13204843-13218974	0.0698
NM_003765	chr19(.):13250223-13265987	0.5553
NM_004907	chr19(.):13256281-13270718	0.6459
NM_005370	chr19(.):16217489-16249445	0.141
NM_001145160	chr19(.):16173316-16218813	0.3752
NR_024335	chr19(.):16139522-16157918	0.0586
NR_024336	chr19(.):16140288-16157918	0.0583
NM_003290	chr19(.):16182134-16218813	0.4415
NM_016270	chr19(.):16430650-16443339	0.9311
NM_024881	chr19(.):16655647-16688193	0.1305
NM_004831	chr19(.):16680717-16744015	0.2716
NM_001145724	chr19(.):19035009-19054858	0.382
NM_001145722	chr19(.):19035009-19056113	0.4076
NM_001145721	chr19(.):19035009-19056161	0.4084
NR_027297	chr19(.):19035009-19055444	0.3945
NM_007263	chr19(.):19005322-19035199	0.1302
NM_004838	chr19(.):19035009-19057041	0.4267
NM_019070	chr19(.):19025483-19044442	0.174
NM_003407	chr19(.):39892486-39905045	1.4521
NM_003169	chr19(.):39931287-39972308	0.1886
NM_001130825	chr19(.):39931185-39972308	0.1893
NM_019088	chr19(.):39871269-39886679	0.2492
NM_017592	chr19(.):39876962-39896203	0.6638
NM_001020	chr19(.):39918846-39931618	0.3336
NM_022835	chr19(.):39898749-39924055	0.3397
NM_002446	chr19(.):40692650-40726482	0.1595
NM_001098506	chr19(.):42077530-42098197	0.0627
NM_001039213	chr19(.):45197420-45218986	0.1236
NM_012116	chr19(.):45276125-45308903	0.1041
NM_005178	chr19(.):45246977-45268301	0.5954
NM_005628	chr19(.):47273139-47296842	0.451
NM_001145144	chr19(.):47273139-47295545	0.4736
NM_013403	chr19(.):47217767-47254720	0.174
NM_001039885	chr19(.):47244302-47266832	0.195
NM_001145145	chr19(.):47273139-47293134	0.5175
NR_024258	chr19(.):47328841-47338961	0.0648
NM_017708	chr19(.):49098856-49121694	0.0872
NM_020126	chr19(.):49117547-49138662	0.3908
NM_001352	chr19(.):49128816-49145639	0.4031
NM_133498	chr19(.):49104999-49115971	0.0735
NM_000979	chr19(.):49113587-49127433	0.3027
NM_001217	chr19(.):49136271-49154451	0.4005
NM_145807	chr19(.):49159663-49181264	0.1129
NM_020650	chr19(.):50025874-50051890	0.2443
NM_020719	chr19(.):50089911-50134696	0.1699
NM_000951	chr19(.):50079586-50099265	0.3348
NM_001020818	chr19(.):54367780-54384689	0.3769
NM_001020820	chr19(.):54364610-54384689	0.3342
NM_001020819	chr19(.):54366136-54384689	0.3531
NM_001020821	chr19(.):54367659-54384689	0.3745
NM_144687	chr19(.):54291854-54332648	0.055
NM_031896	chr19(.):54410990-54451969	0.0459
NM_032836	chr19(.):56097736-56115893	0.2542
NM_007279	chr19(.):56160415-56191082	0.2824
NM_207115	chr19(.):56147391-56159836	0.7101
NM_153219	chr19(.):56106729-56119504	0.4991
NM_203374	chr19(.):56127106-56140941	0.1261
NM_016535	chr19(.):56149985-56161989	0.775
NM_013301	chr19(.):56153953-56169526	0.639
NM_001163423	chr19(.):56148462-56159836	0.763
NM_016202	chr19(.):56148417-56159836	0.7601
NM_001130072	chr19(.):56181560-56212133	0.1097
NM_001130071	chr19(.):56182990-56212133	0.1108
NM_001195605	chr19(.):56119958-56134907	0.0743
NM_153269	chr20(.):246523-276390	0.1633
NM_001042472	chr20(.):25275849-25376477	0.3066
NM_015600	chr20(.):25270378-25376477	0.3249
NM_001191	chr20(.):30247260-30315656	0.3541
NM_032819	chr20(.):32314807-32385075	0.3947
NM_177996	chr20(.):34695347-34825721	0.1473
NM_015568	chr20(.):37429347-37556667	0.3209
NM_032883	chr20(.):42539781-42703254	0.4074
NM_002466	chr20(.):42290708-42350122	0.6555
NM_001098798	chr20(.):42569535-42703254	0.4204
NM_001098797	chr20(.):42538491-42703254	0.4065
NM_000022	chr20(.):43243162-43285376	0.636
NM_006282	chr20(.):43590119-43713593	0.3476
NM_001161841	chr20(.):46281149-46420360	0.2511
NM_018837	chr20(.):46281149-46419808	0.2514
NM_001136021	chr20(.):50002764-50184168	0.2374
NM_012340	chr20(.):50002764-50164258	0.2426
NR_036162	chr20(.):50064441-50074514	0.1127
NM_183425	chr20(.):55961462-55989386	0.7629
NM_199170	chr20(.):56218451-56290625	0.4132
NM_020182	chr20(.):56218451-56290031	0.4156
NM_199171	chr20(.):56218451-56291541	0.4107
NR_002785	chr20(.):57388972-57430958	0.1318
NM_199359	chr20(.):62491589-62527890	0.3316
NM_025224	chr20(.):62370877-62441856	0.1722
NM_006943	chr20(.):301238-315867	0.6349
NM_024958	chr20(.):322369-340512	0.3217
NM_033089	chr20(.):273203-285963	0.4981
NM_012261	chr20(.):9490270-9516171	0.3282
NM_000214	chr20(.):10613331-10659694	0.4125
NM_002862	chr20(.):25223705-25283648	0.4457
NM_012112	chr20(.):30321903-30394603	0.1144
NM_182584	chr20(.):31214426-31244783	0.1672
NM_176812	chr20(.):32394109-32447173	0.2878
NR_027451	chr20(.):34628539-34643882	0.3544
NM_030919	chr20(.):37549954-37586703	0.1868
NM_001008901	chr20(.):42349800-42360642	0.3722
NR_034104	chr20(.):43280091-43305380	0.3702
NM_006809	chr20(.):43565770-43594114	0.2823
NM_006526	chr20(.):52178609-52204636	0.709
NM_080615	chr20(.):55061547-55105981	0.098
NM_001012971	chr20(.):55094784-55106208	0.0981
NM_001013646	chr20(.):55103301-55116576	0.1017
NM_001015885	chr20(.):55921617-55958519	0.1846
NM_003610	chr20(.):55921144-55958519	0.1835
NM_001190472	chr20(.):55928495-55939878	0.1032
NM_080426	chr20(.):57461425-57491250	0.7728
NR_003259	chr20(.):57459179-57491247	0.7297
NM_001077489	chr20(.):57461424-57491250	0.7727
NM_001077490	chr20(.):57423035-57491250	0.4261
NM_001077488	chr20(.):57461768-57491250	0.7778
NM_016592	chr20(.):57409794-57491250	0.3727
NM_173644	chr20(.):58625979-58653008	0.1952
NM_175573	chr20(.):60873026-60888918	0.5343
NM_005560	chr20(.):60879120-60947368	0.4059
NM_001024	chr20(.):60957120-60968576	0.6241
NR_024470	chr20(.):61289378-61302973	0.1292
NM_016354	chr20(.):61268796-61308647	0.4139
NM_001083113	chr20(.):62333793-62372494	1.0619
NM_181485	chr20(.):62334379-62372494	1.0757
NM_017806	chr20(.):62362977-62375460	1.5371
NM_003224	chr20(.):62324994-62344355	0.5485
NM_032945	chr20(.):62321287-62335035	0.216
NM_020062	chr20(.):62366210-62380403	1.2432
NM_003823	chr20(.):62323020-62335035	0.2245
NM_080622	chr20(.):62487565-62499341	0.6135
NM_025219	chr20(.):62521454-62572384	0.1645
NR_027790	chr21(.):17437841-17987094	0.0916
NR_027791	chr21(.):17561698-17987094	0.0997
NM_000874	chr21(.):34597230-34640062	0.4134
NM_207585	chr21(.):34597230-34641820	0.4027
NM_001100421	chr21(.):19156283-19196703	0.5644
NM_000628	chr21(.):34633671-34674520	0.1527
NM_170737	chr21(.):39639428-39678746	0.2717
NM_170736	chr21(.):39623869-39678746	0.246
NM_002243	chr21(.):39623663-39678746	0.2455
NM_005049	chr21(.):45522207-45556063	0.2698
NM_198155	chr21(.):45548493-45570605	0.6405
NM_004327	chr22(.):23517551-23665224	0.1472
NM_014433	chr22(.):23396592-23489241	0.2235
NM_024821	chr22(.):42191677-42227303	0.3112
NM_173050	chr22(.):43594229-43744355	0.1994
NM_001178126	chr22(.):23224959-23243013	1.3872
NM_004914	chr22(.):23482512-23511531	0.4062
NM_001024938	chr22(.):24194058-24232725	0.1703
NM_002415	chr22(.):24231564-24242409	0.5563
NM_001024939	chr22(.):24195040-24232725	0.1723
NM_001002862	chr22(.):24171689-24186199	0.4354
NM_173510	chr22(.):29163661-29190283	0.3338
NM_001079539	chr22(.):29185547-29201560	1.3456
NM_001184726	chr22(.):30998069-31028047	0.3977
NM_004861	chr22(.):30945623-30965876	0.0869
NM_001001479	chr22(.):31026792-31048862	0.2085
NM_014303	chr22(.):30967611-30992894	0.1665
NR_036550	chr22(.):30967614-31008000	0.3562
NM_005488	chr22(.):35690796-35748987	0.4438
NR_027780	chr22(.):35648444-35696800	0.223
NM_001135729	chr22(.):35690267-35748987	0.4408
NR_037471	chr22(.):35726632-35736751	0.1571
NM_031910	chr22(.):37571205-37589330	0.1025
NM_001051	chr22(.):37597244-37613353	0.947
NM_013385	chr22(.):37673494-37716389	0.1046
NM_002872	chr22(.):37616309-37645305	0.7806
NM_025045	chr22(.):38475895-38511676	0.1896
NM_001039584	chr22(.):38448261-38476708	0.5794
NM_013356	chr22(.):38469143-38484170	0.2004
NR_002821	chr22(.):38735669-38799931	0.4375
NM_004981	chr22(.):38817332-38845033	0.0962
NM_001006666	chr22(.):39431672-39445428	0.4612
NM_152426	chr22(.):39412117-39434256	0.6094
NM_014508	chr22(.):39405264-39419825	0.7716
NM_021822	chr22(.):39468009-39488748	0.592
NM_181773	chr22(.):39488228-39505072	0.3358
NM_006116	chr22(.):39790758-39832887	0.3253
NM_153497	chr22(.):39790758-39838132	0.3461
NM_002409	chr22(.):39848324-39893199	0.2037
NM_016272	chr22(.):41824491-41848027	0.5295
NM_032758	chr22(.):41850720-41869708	0.3133
NM_001098	chr22(.):41860128-41929993	0.1646
NM_004599	chr22(.):42224105-42307375	0.2398
NM_017436	chr22(.):43083126-43121876	0.2227
NM_001135101	chr22(.):50307282-50326186	0.2938
NM_024105	chr22(.):50291853-50317106	0.1921
NM_001001852	chr22(.):50349142-50362720	0.8001
