GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_004758	chr17(.):56373593-56411152	0.1281
NM_003168	chr17(.):56417538-56434563	0.1698
NR_029683	chr17(.):56403592-56413679	0.2098
NR_004380	chr17(.):62218437-62228517	0.152
NR_002995	chr17(.):62218698-62228831	0.1526
NR_033876	chr17(.):70589179-70641611	0.1268
NM_001163989	chr17(.):72727958-72748474	0.154
NM_001006638	chr17(.):72728355-72748474	0.1548
NM_139018	chr17(.):72685451-72714108	0.1068
NM_175738	chr17(.):72662255-72748474	0.1182
NR_037409	chr17(.):72739751-72749838	0.1526
NM_017728	chr17(.):72767621-72840922	0.1065
NM_015654	chr17(.):72761685-72777470	0.1295
NM_001008529	chr17(.):74670650-74712056	0.1047
NM_003016	chr17(.):74725198-74738493	0.1593
NM_015167	chr17(.):74709524-74727881	0.1568
NR_030366	chr17(.):74727531-74737630	0.1609
NM_001080510	chr17(.):74717949-74734962	0.1734
NM_024311	chr17(.):74728782-74780338	0.1136
NR_027058	chr17(.):75079724-75096068	0.1909
NR_003013	chr17(.):75080388-75090575	0.2226
NM_001143998	chr17(.):75132004-75218181	0.1525
NM_001144001	chr17(.):75176294-75218181	0.1523
NM_152468	chr17(.):76121858-76144049	0.1542
NM_007267	chr17(.):76103998-76133488	0.1358
NM_001127198	chr17(.):76103998-76129861	0.135
NM_001145529	chr17(.):76222390-76242068	0.0975
NM_001010982	chr17(.):76178436-76208782	0.0994
NM_001012270	chr17(.):76205276-76226716	0.0947
NM_003258	chr17(.):76165159-76188285	0.1371
NM_004710	chr17(.):76159670-76174009	0.1423
NR_002219	chr17(.):76205320-76225783	0.0961
NM_001145526	chr17(.):76178442-76208782	0.0994
NR_027083	chr17(.):76178397-76198641	0.1013
NM_001100407	chr17(.):80395462-80413707	0.1194
NM_001193655	chr17(.):80395462-80412602	0.1223
NM_001038618	chr17(.):80411059-80451143	0.1182
NM_001083608	chr17(.):80411539-80451143	0.1179
NM_173620	chr17(.):80371251-80405516	0.1169
NR_036519	chr17(.):80402590-80413707	0.1352
NM_000633	chr18(.):60785578-60991613	0.1303
NM_001083625	chr18(.):9131757-9290206	0.134
NM_021074	chr18(.):9097627-9139343	0.1632
NM_005904	chr18(.):46441222-46482081	0.1746
NM_001190823	chr18(.):46441222-46474177	0.1827
NM_001190822	chr18(.):46441222-46480703	0.1767
NM_030973	chr19(.):50316535-50345237	0.1093
NM_001039846	chr19(.):2091867-2104583	0.2189
NM_019112	chr19(.):1035101-1070570	0.1907
NM_001164605	chr19(.):35640844-35665788	0.1185
NM_018028	chr19(.):39828107-39880537	0.1132
NM_014164	chr19(.):35640624-35665788	0.1188
NR_028406	chr19(.):35640671-35665788	0.1181
NM_020695	chr19(.):1810244-1853452	0.1605
NM_052847	chr19(.):2506217-2707746	0.1656
NM_032855	chr19(.):16239837-16274377	0.1571
NM_021235	chr19(.):16467407-16587762	0.1252
NM_006387	chr19(.):16623699-16658263	0.0957
NM_001492	chr19(.):18974360-19011953	0.0986
NM_001398	chr19(.):39301061-39327497	0.1118
NM_006801	chr19(.):48880826-48899810	0.1565
NM_001161440	chr19(.):55687614-55725874	0.1123
NM_024100	chr19(.):979327-999569	0.1636
NM_004368	chr19(.):1021297-1044064	0.215
NM_033420	chr19(.):1004649-1026141	0.1606
NM_138690	chr19(.):995436-1014723	0.1452
NM_012292	chr19(.):1062173-1091627	0.178
NM_001280	chr19(.):1264266-1278171	0.1954
NM_017914	chr19(.):1270519-1284243	0.1851
NM_177401	chr19(.):1243551-1264142	0.1525
NM_001001975	chr19(.):1236748-1249824	0.1945
NM_001405	chr19(.):1281167-1304944	0.1296
NM_152769	chr19(.):1224946-1242990	0.1327
NR_027271	chr19(.):1262469-1275259	0.1739
NR_023313	chr19(.):1264266-1279809	0.1909
NM_138813	chr19(.):1777073-1817270	0.1552
NM_001178002	chr19(.):1777073-1817199	0.1551
NR_031730	chr19(.):1811157-1821237	0.1735
NR_034114	chr19(.):1817087-1829542	0.1304
NM_031918	chr19(.):1847397-1868564	0.1765
NM_138422	chr19(.):1900416-1918446	0.1734
NM_001130111	chr19(.):1871974-1890518	0.1659
NM_079834	chr19(.):1900372-1931012	0.1633
NM_017572	chr19(.):2032469-2056243	0.1723
NM_130807	chr19(.):2066034-2101269	0.2255
NM_004152	chr19(.):2264519-2278487	0.1791
NM_018049	chr19(.):2228154-2241328	0.2168
NM_000479	chr19(.):2244112-2257072	0.1485
NM_198532	chr19(.):2269630-2287181	0.1602
NR_031596	chr19(.):2229060-2239148	0.2186
NM_007165	chr19(.):2231815-2253678	0.1822
NM_144616	chr19(.):2247249-2261422	0.2016
NM_001101391	chr19(.):2284773-2313156	0.1404
NR_036207	chr19(.):2245637-2255717	0.1261
NM_032737	chr19(.):2423163-2461958	0.1547
NM_012458	chr19(.):2420621-2432875	0.1674
NM_015675	chr19(.):2471122-2483257	0.2365
NM_023072	chr19(.):13901273-13948044	0.107
NR_029613	chr19(.):13980512-13990622	0.1019
NR_036515	chr19(.):13940329-13952103	0.1199
NM_001098622	chr19(.):13982949-13996571	0.1154
NR_030179	chr19(.):13980688-13990825	0.1034
NR_029497	chr19(.):13942100-13952173	0.1252
NR_029495	chr19(.):13942400-13952473	0.1305
NR_029501	chr19(.):13942253-13952331	0.1279
NM_005370	chr19(.):16217489-16249445	0.1371
NM_001145160	chr19(.):16173316-16218813	0.1401
NR_024335	chr19(.):16139522-16157918	0.1051
NR_024336	chr19(.):16140288-16157918	0.1077
NM_003290	chr19(.):16182134-16218813	0.1327
NM_032493	chr19(.):16303664-16351156	0.1055
NM_054113	chr19(.):16267178-16289286	0.1231
NM_014077	chr19(.):16291234-16307857	0.1034
NM_032207	chr19(.):16602204-16637163	0.0948
NM_145046	chr19(.):16584874-16612003	0.11
NM_024881	chr19(.):16655647-16688193	0.1036
NM_004831	chr19(.):16680717-16744015	0.1434
NM_001145724	chr19(.):19035009-19054858	0.1168
NM_001145722	chr19(.):19035009-19056113	0.1185
NM_001145721	chr19(.):19035009-19056161	0.1183
NR_027297	chr19(.):19035009-19055444	0.117
NM_007263	chr19(.):19005322-19035199	0.1152
NM_004838	chr19(.):19035009-19057041	0.1228
NM_019070	chr19(.):19025483-19044442	0.134
NM_015925	chr19(.):35734558-35763867	0.1127
NM_152481	chr19(.):35710703-35724628	0.1105
NM_006149	chr19(.):39287310-39308740	0.0943
NM_012237	chr19(.):39364194-39395463	0.1149
NM_001005335	chr19(.):39322027-39347979	0.1448
NM_001001716	chr19(.):39385614-39404534	0.1219
NM_001533	chr19(.):39322027-39345617	0.1515
NM_001193286	chr19(.):39364194-39395502	0.1148
NR_034146	chr19(.):39364194-39389795	0.1006
NM_001195833	chr19(.):39353471-39373919	0.1037
NM_003407	chr19(.):39892486-39905045	0.1817
NM_003169	chr19(.):39931287-39972308	0.128
NM_001130825	chr19(.):39931185-39972308	0.1284
NM_019088	chr19(.):39871269-39886679	0.1176
NM_017592	chr19(.):39876962-39896203	0.1631
NM_001020	chr19(.):39918846-39931618	0.1523
NM_022835	chr19(.):39898749-39924055	0.1363
NM_001098506	chr19(.):42077530-42098197	0.1204
NM_144577	chr19(.):48794708-48828332	0.1396
NM_018273	chr19(.):48830615-48872186	0.1406
NM_012451	chr19(.):48862650-48884634	0.136
NM_001425	chr19(.):48823628-48838810	0.1982
NM_153608	chr19(.):48769653-48795863	0.105
NM_031485	chr19(.):48944029-48962164	0.116
NM_000836	chr19(.):48893131-48953188	0.1155
NM_001098632	chr19(.):50367296-50385644	0.1796
NM_032375	chr19(.):50367296-50385578	0.1791
NM_001098633	chr19(.):50367296-50385612	0.1797
NM_017432	chr19(.):50349415-50368999	0.1268
NM_001168222	chr19(.):50375681-50397007	0.1259
NM_007254	chr19(.):50359459-50375822	0.1448
NM_152899	chr19(.):50387913-50405147	0.0948
NM_012068	chr19(.):50426958-50442193	0.1341
NM_032430	chr19(.):55790533-55828903	0.1199
NM_173804	chr19(.):55733001-55745632	0.0994
NM_001130106	chr19(.):55768590-55796751	0.1341
NM_014931	chr19(.):55736146-55775038	0.1095
NM_032836	chr19(.):56097736-56115893	0.1215
NM_007279	chr19(.):56160415-56191082	0.1516
NM_207115	chr19(.):56147391-56159836	0.1565
NM_153219	chr19(.):56106729-56119504	0.1689
NM_203374	chr19(.):56127106-56140941	0.1087
NM_016535	chr19(.):56149985-56161989	0.1474
NM_013301	chr19(.):56153953-56169526	0.1651
NM_001163423	chr19(.):56148462-56159836	0.1544
NM_016202	chr19(.):56148417-56159836	0.1543
NM_001130072	chr19(.):56181560-56212133	0.111
NM_001130071	chr19(.):56182990-56212133	0.1086
NM_001195605	chr19(.):56119958-56134907	0.0933
NM_003818	chr20(.):5102481-5176989	0.1196
NM_001042472	chr20(.):25275849-25376477	0.1311
NM_015600	chr20(.):25270378-25376477	0.1318
NM_001191	chr20(.):30247260-30315656	0.1778
NM_015568	chr20(.):37429347-37556667	0.1307
NM_032883	chr20(.):42539781-42703254	0.1309
NM_001098798	chr20(.):42569535-42703254	0.1321
NM_001098797	chr20(.):42538491-42703254	0.131
NM_000022	chr20(.):43243162-43285376	0.1424
NM_183048	chr20(.):45833380-45990474	0.1173
NM_001161841	chr20(.):46281149-46420360	0.1166
NM_018837	chr20(.):46281149-46419808	0.1167
NM_183425	chr20(.):55961462-55989386	0.1455
NM_080618	chr20(.):56067223-56105154	0.1133
NM_002531	chr20(.):61335188-61399123	0.1016
NM_001009923	chr20(.):5075483-5098733	0.1299
NM_002592	chr20(.):5090598-5112268	0.1618
NM_182649	chr20(.):5090598-5105647	0.174
NR_028370	chr20(.):5095231-5105615	0.1746
NM_019593	chr20(.):5520079-5596672	0.1162
NM_013248	chr20(.):23326372-23340408	0.1526
NM_022482	chr20(.):23340020-23358683	0.1236
NM_002862	chr20(.):25223705-25283648	0.1312
NM_032609	chr20(.):30220690-30237800	0.1052
NM_012112	chr20(.):30321903-30394603	0.1073
NM_176812	chr20(.):32394109-32447173	0.168
NM_030919	chr20(.):37549954-37586703	0.1226
NR_034104	chr20(.):43280091-43305380	0.1149
NR_024594	chr20(.):45942245-45954498	0.1089
NM_006526	chr20(.):52178609-52204636	0.1381
NM_001015885	chr20(.):55921617-55958519	0.1227
NM_003610	chr20(.):55921144-55958519	0.1225
NM_001190472	chr20(.):55928495-55939878	0.1212
NR_024470	chr20(.):61289378-61302973	0.0964
NM_016354	chr20(.):61268796-61308647	0.1179
NM_001083113	chr20(.):62333793-62372494	0.1292
NM_181485	chr20(.):62334379-62372494	0.129
NM_017806	chr20(.):62362977-62375460	0.1014
NM_003224	chr20(.):62324994-62344355	0.1091
NM_032945	chr20(.):62321287-62335035	0.0896
NM_020062	chr20(.):62366210-62380403	0.0916
NM_003823	chr20(.):62323020-62335035	0.0919
NM_006198	chr21(.):41234346-41306322	0.1819
NM_003683	chr21(.):45204417-45228983	0.1639
NM_001100421	chr21(.):19156283-19196703	0.1328
NM_000629	chr21(.):34692213-34737128	0.1893
NM_000100	chr21(.):45188830-45201259	0.2121
NR_026961	chr21(.):45220638-45237448	0.1544
NM_005049	chr21(.):45522207-45556063	0.1637
NM_198155	chr21(.):45548493-45570605	0.2114
NM_002473	chr22(.):36672322-36789063	0.1342
NM_004327	chr22(.):23517551-23665224	0.1182
NM_014433	chr22(.):23396592-23489241	0.115
NM_001887	chr22(.):26990361-27018991	0.1445
NM_007194	chr22(.):29078730-29142822	0.1089
NM_001195071	chr22(.):38610297-38673670	0.1304
NM_001195072	chr22(.):38610297-38674040	0.1305
NM_001002880	chr22(.):39047657-39074855	0.1204
NM_001003406	chr22(.):39961757-40090740	0.1055
NM_138433	chr22(.):50981461-50994452	0.1027
NR_030755	chr22(.):23160269-23170365	0.0826
NM_001178126	chr22(.):23224959-23243013	0.1639
NM_004914	chr22(.):23482512-23511531	0.1515
NM_001024938	chr22(.):24194058-24232725	0.1111
NM_002415	chr22(.):24231564-24242409	0.1317
NM_001024939	chr22(.):24195040-24232725	0.1112
NM_001007468	chr22(.):24124149-24181705	0.1295
NM_001002862	chr22(.):24171689-24186199	0.1544
NM_000675	chr22(.):24818529-24843325	0.1351
NR_028484	chr22(.):24820177-24895783	0.1207
NM_001008566	chr22(.):26916713-26966370	0.1146
NM_003595	chr22(.):26916713-26991089	0.1261
NR_031615	chr22(.):26946177-26956289	0.1327
NR_003491	chr22(.):27048445-27077440	0.1468
NM_001886	chr22(.):27012927-27031636	0.1086
NM_172002	chr22(.):29133042-29158496	0.1322
NM_173510	chr22(.):29163661-29190283	0.1326
NM_001079539	chr22(.):29185547-29201560	0.1939
NM_031910	chr22(.):37571205-37589330	0.0921
NM_001051	chr22(.):37597244-37613353	0.1262
NM_013385	chr22(.):37673494-37716389	0.1152
NM_002872	chr22(.):37616309-37645305	0.1553
NM_152221	chr22(.):38681696-38718413	0.1283
NR_002821	chr22(.):38735669-38799931	0.125
NM_001894	chr22(.):38681696-38719089	0.1282
NM_004981	chr22(.):38817332-38845033	0.0966
NM_001013647	chr22(.):38969124-39057634	0.1105
NM_004286	chr22(.):39096806-39134592	0.1469
NM_005740	chr22(.):39169512-39195161	0.115
NM_020243	chr22(.):39072953-39085766	0.125
NM_014876	chr22(.):39076547-39101459	0.1378
NM_015374	chr22(.):39125734-39156947	0.1362
NM_001006666	chr22(.):39431672-39445428	0.1238
NM_152426	chr22(.):39412117-39434256	0.1288
NM_014508	chr22(.):39405264-39419825	0.1514
NM_021822	chr22(.):39468009-39488748	0.1354
NM_181773	chr22(.):39488228-39505072	0.1215
NM_006116	chr22(.):39790758-39832887	0.1381
NM_153497	chr22(.):39790758-39838132	0.1394
NM_194326	chr22(.):39920097-39933860	0.1674
NM_002409	chr22(.):39848324-39893199	0.1353
NM_019008	chr22(.):39893283-39919137	0.1518
NM_182810	chr22(.):39911568-39923691	0.1865
NM_001098270	chr22(.):39878228-39893199	0.1347
NM_001169111	chr22(.):50956996-50969033	0.1223
NM_024866	chr22(.):50915011-50929866	0.1022
NM_002972	chr22(.):50878430-50918464	0.105
NM_001185011	chr22(.):50941644-50968209	0.1139
NM_001113756	chr22(.):50959181-50973258	0.117
NM_001113755	chr22(.):50959181-50973514	0.1155
NM_001169109	chr22(.):50956996-50969868	0.1195
NM_001169110	chr22(.):50956996-50969574	0.1216
NM_001014440	chr22(.):50963837-50976008	0.1178
NM_005138	chr22(.):50956996-50969034	0.1223
NM_017584	chr22(.):50920212-50933750	0.0969
NM_033200	chr22(.):50936375-50951135	0.1175
NM_001145134	chr22(.):51002289-51022096	0.1239
NR_021492	chr22(.):51016454-51027355	0.1347
NM_004377	chr22(.):51002289-51021894	0.1224
NM_001123225	chr22(.):50984540-51006328	0.1084
NM_001145137	chr22(.):51002289-51021506	0.1212
NM_005198	chr22(.):51012386-51026428	0.1332
