REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_2228_lociStitched	chr1	154908487	154918540	3	7891	19758.1662	427	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	427	1
5_MACS_peak_16112_lociStitched	chr19	48824112	48837698	5	7672	20915.647	430	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	430	1
6_MACS_peak_14642_lociStitched	chr18	56627722	56643631	6	8124	17065.5843	431	1	ZNF532		LOC390858	431	1
3_MACS_peak_2763_lociStitched	chr1	182991008	182999695	3	8273	15507.1637	432	1	LAMC1		LAMC1	432	1
3_MACS_peak_5871_lociStitched	chr11	67167841	67178272	3	7893	18724.6881	433	1	TBC1D10C,PPP1CA	RAD9A,CARNS1,RPS6KB2,CABP4,POLD4,CLCF1,PTPRCAP,CORO1B,GPR152	TBC1D10C	433	1
5_MACS_peak_20824_lociStitched	chr22	31476597	31489827	5	7894	18436.005	434	1	SMTN	INPP5J,SELM,PLA2G3	SMTN	434	1
7_MACS_peak_30593_lociStitched	chr7	143889472	143899592	7	7813	18976.012	435	1	ARHGEF35	CTAGE4,OR2A1,OR2A9P,OR2A20P	ARHGEF35	435	1
2_MACS_peak_10767_lociStitched	chr15	65183155	65190848	2	7610	20581.8522	436	1		PLEKHO2,ANKDD1A	ANKDD1A	436	1
2_MACS_peak_28280_lociStitched	chr6	106665197	106673971	2	7829	18793.908	437	1	ATG5		ATG5	437	1
5_MACS_peak_21406_lociStitched	chr3	5014410	5029423	5	7775	19191.1179	439	1	BHLHE40		BHLHE40	439	1
7_MACS_peak_546_lociStitched	chr1	27106183	27115894	7	8209	15053.9922	440	1	ARID1A,PIGV	ZDHHC18	PIGV	440	1
2_MACS_peak_11199_lociStitched	chr15	89177425	89185481	2	7647	20140.8056	441	1	ISG20	MIR1179,MIR7-2,AEN	ISG20	441	1
1_MACS_peak_4839_lociStitched	chr10	112112825	112119533	1	6709	26041.7976	442	1		SMNDC1	SMNDC1	442	1
2_MACS_peak_24177_lociStitched	chr4	69434818	69442819	2	7670	19915.2891	443	1		UGT2B15,UGT2B17	UGT2B17	443	1
4_MACS_peak_21216_lociStitched	chr22	43659084	43669786	4	8181	15169.0148	444	1	SCUBE1		SCUBE1	444	1
1_MACS_peak_29667_lociStitched	chr7	55599063	55605185	1	6123	28754.4218	445	1	VOPP1		VOPP1	445	1
5_MACS_peak_26090_lociStitched	chr5	118603542	118614508	5	8171	15089.216	446	1	TNFAIP8		TNFAIP8	446	1
2_MACS_peak_4583_lociStitched	chr10	92956908	92965150	2	7300	22198.1786	448	1		PCGF5,NUDT9P1	PCGF5	448	1
5_MACS_peak_19169_lociStitched	chr2	241499205	241509295	5	7853	17948.092	449	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	449	1
5_MACS_peak_368_lociStitched	chr1	21615490	21624005	5	8066	15746.7895	450	1	ECE1	ECE1	ECE1	450	1
5_MACS_peak_17485_lociStitched	chr2	86260490	86268772	5	7568	20021.735	451	1	POLR1A	LOC90784	LOC90784	451	1
7_MACS_peak_15953_lociStitched	chr19	44267640	44276534	7	8050	15610.7488	452	1	KCNN4	IRGC,C19orf61,LYPD5	C19orf61	452	1
4_MACS_peak_93_lociStitched	chr1	2471841	2481770	4	7942	16643.9827	453	1	LOC115110	TNFRSF14,C1orf93,PANK4,HES5	LOC115110	453	1
1_MACS_peak_2703_lociStitched	chr1	178544330	178552168	1	7839	17546.1468	454	1		C1orf220	C1orf220	454	1
3_MACS_peak_7517_lociStitched	chr12	72079210	72088895	3	8139	14320.241	455	1	TMEM19	THAP2,ZFC3H1	TMEM19	455	1
7_MACS_peak_2709_lociStitched	chr1	179049148	179061673	7	8136	14258.46	457	1	TOR3A		TOR3A	457	1
3_MACS_peak_21639_lociStitched	chr3	25821542	25832861	3	8034	15277.2543	460	1	OXSM,NGLY1		NGLY1	460	1
4_MACS_peak_24774_lociStitched	chr4	141653717	141667375	4	6952	23715.7512	461	1	TBC1D9		TBC1D9	461	1
2_MACS_peak_4830_lociStitched	chr10	111967162	111974265	2	6031	28310.4271	463	1	MXI1	MXI1	MXI1	463	1
4_MACS_peak_22671_lociStitched	chr3	114856317	114867604	4	6962	23482.6035	465	1	ZBTB20		ZBTB20	465	1
1_MACS_peak_18273_lociStitched	chr2	158323346	158328501	1	5156	31511.9995	466	1		CYTIP	CYTIP	466	1
2_MACS_peak_8809_lociStitched	chr13	49549138	49555945	2	6748	24634.533	467	1	FNDC3A		FNDC3A	467	1
3_MACS_peak_28429_lociStitched	chr6	113948966	113958035	3	7636	18544.2912	468	1			MARCKS	468	1
5_MACS_peak_27244_lociStitched	chr6	25366154	25379200	5	8040	14518.8934	469	1	LRRC16A		LRRC16A	469	1
6_MACS_peak_28432_lociStitched	chr6	113963221	113973822	6	7828	16702.9356	470	1			MARCKS	470	1
4_MACS_peak_20776_lociStitched	chr22	29192852	29199328	4	5932	28336.3856	472	1	XBP1	CCDC117	XBP1	472	1
4_MACS_peak_10365_lociStitched	chr15	34619388	34630580	4	7841	16328.0088	473	1	SLC12A6	C15orf55,SLC12A6,NOP10,LPCAT4,MIR1233-1	SLC12A6	473	1
2_MACS_peak_23859_lociStitched	chr4	15002679	15010596	2	6658	24518.1573	475	1	CPEB2		CPEB2	475	1
2_MACS_peak_25072_lociStitched	chr4	185184571	185191964	2	7058	22088.8054	476	1		ENPP6	ENPP6	476	1
2_MACS_peak_16289_lociStitched	chr19	55763762	55771699	2	7782	16392.2861	477	1	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	477	1
1_MACS_peak_17586_lociStitched	chr2	89050648	89056775	1	6128	27134.6449	478	1		ANKRD36BP2	ANKRD36BP2	478	1
4_MACS_peak_7885_lociStitched	chr12	104849896	104858374	4	7151	21442.5576	479	1	CHST11		CHST11	479	1
4_MACS_peak_805_lociStitched	chr1	39972108	39981231	4	7649	17469.6327	481	1	BMP8A	PPIEL	BMP8A	481	1
2_MACS_peak_2893_lociStitched	chr1	197741595	197751658	2	7123	21522.7444	482	1	DENND1B		DENND1B	482	1
2_MACS_peak_23316_lociStitched	chr3	177073924	177080192	2	6256	26105.5932	484	1			TBL1XR1	484	1
3_MACS_peak_13133_lociStitched	chr17	38016014	38024792	3	7369	19308.9666	485	1	ZPBP2,IKZF3	GSDMB	IKZF3	485	1
3_MACS_peak_5909_lociStitched	chr11	68032092	68042191	3	7854	14906.124	486	1	C11orf24	LRP5	C11orf24	486	1
4_MACS_peak_17293_lociStitched	chr2	68991652	69003641	4	7777	15679.2142	487	1	ARHGAP25		ARHGAP25	487	1
5_MACS_peak_3224_lociStitched	chr1	216693383	216705702	5	7700	16270.9352	489	1	ESRRG		USH2A	489	1
5_MACS_peak_14687_lociStitched	chr18	60842214	60855684	5	7859	14501.802	492	1	BCL2		BCL2	492	1
5_MACS_peak_9005_lociStitched	chr13	99128425	99143021	5	7648	16600.0308	493	1	STK24		STK24	493	1
1_MACS_peak_24337_lociStitched	chr4	87855201	87862663	1	7463	18091.619	494	1	AFF1	C4orf36	AFF1	494	1
8_MACS_peak_30486_lociStitched	chr7	138779443	138795385	8	7708	15492.4356	495	1	ZC3HAV1	TTC26	ZC3HAV1	495	1
2_MACS_peak_6475_lociStitched	chr11	122932181	122942312	2	6754	22525.2654	502	1	HSPA8	LOC341056	HSPA8	502	1
6_MACS_peak_12132_lociStitched	chr16	56963895	56973217	6	7752	14469.6084	503	1	HERPUD1	CETP	HERPUD1	503	1
3_MACS_peak_33180_lociStitched	chr9	108004126	108013735	3	7704	14844.9441	504	1	SLC44A1		SLC44A1	504	1
5_MACS_peak_17900_lociStitched	chr2	112456258	112465475	5	7529	16433.911	505	1			ANAPC1	505	1
3_MACS_peak_19905_lociStitched	chr20	52205752	52213212	3	7073	20006.228	506	1		ZNF217	ZNF217	506	1
5_MACS_peak_7065_lociStitched	chr12	46776396	46787027	5	7472	16792.7276	507	1		SLC38A2	SLC38A2	507	1
2_MACS_peak_30837_lociStitched	chr8	12610406	12616935	2	6442	23433.2339	511	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	511	1
2_MACS_peak_19091_lociStitched	chr2	232570365	232576121	2	5688	27056.078	512	1	PTMA	MIR1244-1	PTMA	512	1
5_MACS_peak_5253_lociStitched	chr11	9587731	9600196	5	7586	14794.7085	513	1	WEE1		WEE1	513	1
3_MACS_peak_30103_lociStitched	chr7	102064511	102075031	3	7224	18063.892	514	1	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	514	1
1_MACS_peak_382_lociStitched	chr1	22105193	22110645	1	5453	27878.802	515	1	USP48	LDLRAD2	USP48	515	1
2_MACS_peak_757_lociStitched	chr1	36850242	36857380	2	6800	20944.3196	516	1	STK40	LSM10	STK40	516	1
5_MACS_peak_21998_lociStitched	chr3	46577743	46589153	5	7553	14586.544	518	1	LRRC2	RTP3,TDGF1	LRRC2	518	1
5_MACS_peak_18703_lociStitched	chr2	198069824	198082109	5	7520	14912.7615	519	1	ANKRD44		ANKRD44	519	1
3_MACS_peak_2378_lociStitched	chr1	157742047	157751803	3	7299	16941.294	521	1	FCRL2	FCRL1	FCRL2	521	1
1_MACS_peak_10315_lociStitched	chr15	31554032	31560883	1	6852	20301.5683	523	1			KLF13	523	1
5_MACS_peak_33411_lociStitched	chr9	126097627	126106932	5	6847	20324.9115	524	1		CRB2	CRB2	524	1
6_MACS_peak_32974_lociStitched	chr9	91924686	91935125	6	6679	21362.3696	526	1	CKS2,MIR3153,SECISBP2		MIR3153	526	1
2_MACS_peak_1995_lociStitched	chr1	145434452	145442543	2	7377	15918.2334	527	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	527	1
2_MACS_peak_4251_lociStitched	chr10	63745818	63753836	2	6926	19560.7128	529	1	ARID5B		ARID5B	529	1
6_MACS_peak_31575_lociStitched	chr8	95983204	95993374	6	6653	21110.886	531	1		C8orf38,TP53INP1	TP53INP1	531	1
5_MACS_peak_22852_lociStitched	chr3	129024192	129037687	5	7417	14806.714	532	1	C3orf47,H1FX	C3orf37	C3orf47	532	1
2_MACS_peak_20382_lociStitched	chr21	44592686	44600704	2	7296	15782.6312	533	1	CRYAA		CRYAA	533	1
3_MACS_peak_13791_lociStitched	chr17	66451256	66459073	3	7429	14438.7807	534	1	WIPI1	PRKAR1A,MIR635	WIPI1	534	1
4_MACS_peak_21613_lociStitched	chr3	23846909	23854670	4	6492	21768.0528	535	1	UBE2E1		UBE2E1	535	1
2_MACS_peak_26668_lociStitched	chr5	172191617	172200201	2	5508	26709.116	537	1	DUSP1		DUSP1	537	1
1_MACS_peak_7060_lociStitched	chr12	46120272	46127243	1	6972	18454.3283	538	1	ARID2,LOC400027		ARID2	538	1
1_MACS_peak_9111_lociStitched	chr13	114891243	114898669	1	7427	14372.2804	539	1	RASA3		RASA3	539	1
2_MACS_peak_5553_lociStitched	chr11	58340320	58347785	2	6911	18853.604	540	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	540	1
3_MACS_peak_5701_lociStitched	chr11	64625853	64634331	3	5918	24683.697	541	1	EHD1	MEN1,CDC42BPG,MIR192,MIR194-2	EHD1	541	1
3_MACS_peak_8346_lociStitched	chr12	124935558	124943328	3	7185	16445.982	542	1	NCOR2		NCOR2	542	1
3_MACS_peak_13881_lociStitched	chr17	73774499	73782777	3	6435	21864.6814	543	1	UNK,H3F3B	GALK1	UNK	543	1
2_MACS_peak_7562_lociStitched	chr12	76419458	76427334	2	5325	27215.518	546	1	PHLDA1		PHLDA1	546	1
2_MACS_peak_31128_lociStitched	chr8	38237629	38244571	2	6573	20886.3954	547	1	LETM2,WHSC1L1		WHSC1L1	547	1
2_MACS_peak_1092_lociStitched	chr1	53096973	53104701	2	6922	18434.3712	548	1	FAM159A	GPX7	FAM159A	548	1
5_MACS_peak_7809_lociStitched	chr12	96888701	96900991	5	7125	16769.705	550	1			CDK17	550	1
4_MACS_peak_9550_lociStitched	chr14	64329896	64337788	4	6782	19235.9608	552	1	SYNE2		SYNE2	552	1
7_MACS_peak_21090_lociStitched	chr22	40439417	40452712	7	6834	18765.8925	553	1	TNRC6B	FAM83F	TNRC6B	553	1
1_MACS_peak_13086_lociStitched	chr17	36856536	36862994	1	6459	21113.1394	555	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	555	1
2_MACS_peak_30201_lociStitched	chr7	113723113	113728622	2	5487	26088.4204	557	1	FOXP2		FOXP2	557	1
1_MACS_peak_27511_lociStitched	chr6	32935836	32941065	1	5230	27029.7468	558	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	558	1
3_MACS_peak_4931_lociStitched	chr10	121060613	121069527	3	6805	18404.7358	560	1	GRK5		GRK5	560	1
4_MACS_peak_15694_lociStitched	chr19	36230377	36239993	4	6676	18856.0144	563	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	563	1
3_MACS_peak_19665_lociStitched	chr20	36719279	36729417	3	6852	17512.3812	564	1	RPRD1B		RPRD1B	564	1
3_MACS_peak_19086_lociStitched	chr2	232526377	232538368	3	6890	17178.3066	565	1		PTMA,MIR1244-1	PTMA	565	1
3_MACS_peak_32202_lociStitched	chr8	144594888	144604265	3	7141	14908.4923	566	1	ZC3H3	GSDMD	ZC3H3	566	1
3_MACS_peak_17640_lociStitched	chr2	97192526	97204934	3	6284	21197.8272	569	1	ARID5A	NEURL3	ARID5A	569	1
4_MACS_peak_31660_lociStitched	chr8	101504708	101514615	4	6207	21609.1484	570	1			ANKRD46	570	1
3_MACS_peak_16189_lociStitched	chr19	50312052	50322764	3	6047	22435.2128	571	1	MED25,FUZ	AP2A1,PTOV1,TSKS,PNKP	FUZ	571	1
1_MACS_peak_15322_lociStitched	chr19	13260589	13267431	1	6843	16875.793	574	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	574	1
6_MACS_peak_5731_lociStitched	chr11	65148001	65158691	6	6681	18138.792	576	1	FRMD8,SLC25A45	DPF2,TIGD3,NEAT1	FRMD8	576	1
3_MACS_peak_27397_lociStitched	chr6	30577952	30586671	3	5959	22591.8009	580	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	580	1
1_MACS_peak_16628_lociStitched	chr2	25639857	25646176	1	6320	20338.3334	582	1	DTNB		DNMT3A	582	1
4_MACS_peak_7016_lociStitched	chr12	40617077	40625109	4	6770	16990.8928	584	1	LRRK2		LRRK2	584	1
3_MACS_peak_24261_lociStitched	chr4	78736712	78743531	3	6015	21873.3063	586	1	CNOT6L	MRPL1	CNOT6L	586	1
4_MACS_peak_3748_lociStitched	chr10	6791545	6801071	4	6395	19365.4054	587	1			LOC439949	587	1
1_MACS_peak_8537_lociStitched	chr13	31189365	31195279	1	5915	22219.4894	588	1	USPL1		USPL1	588	1
1_MACS_peak_26644_lociStitched	chr5	162929809	162936522	1	6714	16875.1394	590	1	MAT2B	HMMR,NUDCD2	MAT2B	590	1
3_MACS_peak_30664_lociStitched	chr7	150593047	150601951	3	6000	21640.2816	593	1		ABP1	ABP1	593	1
1_MACS_peak_22524_lociStitched	chr3	107937000	107943895	1	6896	15208.3015	594	1	IFT57		IFT57	594	1
1_MACS_peak_27191_lociStitched	chr6	16759262	16764574	1	5313	24835.1936	597	1	ATXN1		ATXN1	597	1
3_MACS_peak_25114_lociStitched	chr4	185451665	185460370	3	6625	17217.6195	598	1			IRF2	598	1
4_MACS_peak_15795_lociStitched	chr19	39921520	39937277	4	6955	14223.8439	600	1	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,PAF1	RPS16	600	1
1_MACS_peak_16700_lociStitched	chr2	30368433	30373669	1	5237	24942.2096	604	1	YPEL5		YPEL5	604	1
3_MACS_peak_31649_lociStitched	chr8	101318195	101327475	3	6644	16507.264	610	1	RNF19A	RNF19A	RNF19A	610	1
2_MACS_peak_16083_lociStitched	chr19	47728774	47735270	2	5884	21583.6096	611	1	MIR3190,BBC3,MIR3191	CCDC9,PRR24	MIR3191	611	1
4_MACS_peak_14752_lociStitched	chr18	77219446	77228990	4	6780	15299.9864	612	1	NFATC1		NFATC1	612	1
4_MACS_peak_7480_lociStitched	chr12	68751334	68760686	4	6756	15507.4864	613	1		MDM1	MDM1	613	1
1_MACS_peak_17841_lociStitched	chr2	111874791	111881058	1	6268	19195.1943	615	1	ACOXL,BCL2L11		BCL2L11	615	1
1_MACS_peak_14859_lociStitched	chr19	1646810	1653688	1	6879	14302.801	616	1	TCF3	UQCR11	TCF3	616	1
1_MACS_peak_16077_lociStitched	chr19	47612623	47617779	1	5157	25009.178	617	1	ZC3H4	SAE1	ZC3H4	617	1
3_MACS_peak_18713_lociStitched	chr2	198169163	198176535	3	6824	14711.5632	618	1	ANKRD44		ANKRD44	618	1
2_MACS_peak_29673_lociStitched	chr7	55635114	55641745	2	6156	19818.7328	619	1	VOPP1		VOPP1	619	1
1_MACS_peak_14452_lociStitched	chr18	42258528	42264261	1	5734	22131.6732	621	1	SETBP1		SETBP1	621	1
5_MACS_peak_15973_lociStitched	chr19	45250363	45260254	5	6772	14984.865	623	1	BCL3	CEACAM16,CBLC	BCL3	623	1
4_MACS_peak_11161_lociStitched	chr15	85944585	85958623	4	6833	14353.855	627	1	AKAP13		AKAP13	627	1
1_MACS_peak_25931_lociStitched	chr5	96266919	96273117	1	6199	19277.0196	631	1	LNPEP	LNPEP	LNPEP	631	1
4_MACS_peak_32721_lociStitched	chr9	37528061	37534893	4	5948	20812.3216	633	1	FBXO10	POLR1E	FBXO10	633	1
1_MACS_peak_3420_lociStitched	chr1	228673982	228679059	1	5078	24997.1172	635	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	635	1
3_MACS_peak_5613_lociStitched	chr11	62318838	62326107	3	6806	14295.9423	637	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	637	1
4_MACS_peak_16869_lociStitched	chr2	42324342	42333923	4	6349	18014.1962	640	1		PKDCC	PKDCC	640	1
3_MACS_peak_10135_lociStitched	chr14	105260531	105268273	3	6680	15310.5792	641	1	ZBTB42,AKT1	SIVA1,MGC23270,AKT1	AKT1	641	1
2_MACS_peak_19717_lociStitched	chr20	42308185	42313431	2	4987	25190.2428	643	1	MYBL2	GTSF1L	MYBL2	643	1
3_MACS_peak_27567_lociStitched	chr6	34618562	34630324	3	6284	18072.313	649	1	C6orf106		C6orf106	649	1
2_MACS_peak_29495_lociStitched	chr7	43685215	43692266	2	6477	16530.3644	650	1	C7orf44		STK17A	650	1
5_MACS_peak_23225_lociStitched	chr3	171753130	171764917	5	5421	22975.2204	651	1	FNDC3B		FNDC3B	651	1
4_MACS_peak_6414_lociStitched	chr11	118964422	118979026	4	6668	14763.1836	652	1	C2CD2L,H2AFX,DPAGT1	VPS11,HMBS,HINFP,ABCG4,HYOU1	DPAGT1	652	1
2_MACS_peak_2235_lociStitched	chr1	154940949	154949366	2	6588	15474.6545	653	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	653	1
3_MACS_peak_32428_lociStitched	chr9	5624662	5631511	3	6377	17167.7034	654	1	KIAA1432	KIAA1432	KIAA1432	654	1
5_MACS_peak_17298_lociStitched	chr2	69055887	69065402	5	6595	15389.561	655	1		BMP10	BMP10	655	1
1_MACS_peak_30546_lociStitched	chr7	139613735	139620053	1	6319	17516.0232	658	1	TBXAS1		TBXAS1	658	1
2_MACS_peak_27427_lociStitched	chr6	31164699	31172968	2	5360	23045.703	659	1	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	659	1
3_MACS_peak_3602_lociStitched	chr1	246315311	246324070	3	6440	16419.6214	661	1	SMYD3		SMYD3	661	1
2_MACS_peak_27121_lociStitched	chr6	12007837	12013788	2	5885	20139.9693	663	1	HIVEP1		HIVEP1	663	1
5_MACS_peak_18684_lociStitched	chr2	197023578	197037014	5	5965	19617.9036	664	1	STK17B		STK17B	664	1
2_MACS_peak_10318_lociStitched	chr15	31615642	31621498	2	5856	20121.216	668	1	KLF13		KLF13	668	1
4_MACS_peak_15878_lociStitched	chr19	42051755	42060232	4	6573	14918.6723	669	1		CEACAM21	CEACAM21	669	1
2_MACS_peak_6525_lociStitched	chr11	128417952	128424259	2	6254	17349.2956	670	1	ETS1	ETS1	ETS1	670	1
2_MACS_peak_10028_lociStitched	chr14	100530709	100539994	2	6614	14321.184	671	1	EVL		EVL	671	1
4_MACS_peak_27531_lociStitched	chr6	33377196	33387003	4	6215	17545.7037	672	1	KIFC1,PHF1,CUTA	SYNGAP1,ZBTB9,LYPLA2P1	PHF1	672	1
3_MACS_peak_6826_lociStitched	chr12	25204036	25211735	3	6458	15383.3719	676	1	LRMP		LRMP	676	1
4_MACS_peak_3144_lociStitched	chr1	208040611	208049545	4	6276	16808.4276	677	1		LOC148696,CD34	CD34	677	1
4_MACS_peak_31274_lociStitched	chr8	61820718	61829913	4	6489	14956.587	678	1			LOC100130298	678	1
3_MACS_peak_5988_lociStitched	chr11	72537002	72543803	3	6458	15191.3937	680	1	ATG16L2	STARD10	ATG16L2	680	1
3_MACS_peak_18131_lociStitched	chr2	136989871	136999186	3	5848	19582.9245	681	1			CXCR4	681	1
1_MACS_peak_9809_lociStitched	chr14	81421090	81427619	1	6530	14463.6937	682	1	TSHR	C14orf145	TSHR	682	1
6_MACS_peak_7553_lociStitched	chr12	76327635	76339772	6	6336	15935.881	686	1			PHLDA1	686	1
4_MACS_peak_5072_lociStitched	chr10	135201256	135208811	4	6519	14267.6175	687	1	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	687	1
3_MACS_peak_11602_lociStitched	chr16	11401946	11411111	3	5659	20216.157	692	1		C16orf75,TNP2,PRM3,PRM2,PRM1	PRM1	692	1
3_MACS_peak_21555_lociStitched	chr3	15835235	15842282	3	5188	22553.2188	694	1	ANKRD28	ANKRD28	ANKRD28	694	1
6_MACS_peak_8778_lociStitched	chr13	49074599	49084945	6	6269	15962.8434	696	1	RCBTB2		RCBTB2	696	1
2_MACS_peak_6399_lociStitched	chr11	118659016	118664256	2	5134	22703.872	699	1	DDX6		DDX6	699	1
2_MACS_peak_5723_lociStitched	chr11	64897243	64903582	2	6224	16081.4091	702	1	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	702	1
5_MACS_peak_19469_lociStitched	chr20	30278484	30288730	5	6367	14880.2658	703	1	BCL2L1	TPX2	BCL2L1	703	1
2_MACS_peak_25341_lociStitched	chr5	39071950	39077849	2	5782	18982.982	706	1	RICTOR		RICTOR	706	1
1_MACS_peak_18964_lociStitched	chr2	219260141	219266173	1	6033	17279.2672	707	1	SLC11A1,CTDSP1	C2orf62,MIR26B,VIL1	CTDSP1	707	1
1_MACS_peak_2110_lociStitched	chr1	150581340	150587134	1	5795	18832.8176	709	1		MCL1,ENSA	ENSA	709	1
3_MACS_peak_8505_lociStitched	chr13	28020164	28030281	3	5864	18068.962	711	1	MTIF3	GTF3A	MTIF3	711	1
3_MACS_peak_7078_lociStitched	chr12	47608627	47618276	3	6307	14377.01	718	1	FAM113B,LOC100233209		LOC100233209	718	1
4_MACS_peak_14821_lociStitched	chr19	1129911	1137286	4	5462	20187.5875	722	1	SBNO2	GPX4,POLR2E	SBNO2	722	1
3_MACS_peak_20681_lociStitched	chr22	23494118	23502090	3	6038	16203.8872	726	1	RAB36	BCR,RTDR1	RAB36	726	1
2_MACS_peak_32006_lociStitched	chr8	128746603	128754766	2	5677	18623.8845	729	1	MYC		MYC	729	1
3_MACS_peak_5880_lociStitched	chr11	67226180	67237235	3	6113	15407.3535	730	1	CABP4,TMEM134	CARNS1,RPS6KB2,AIP,PTPRCAP,CORO1B,GPR152,PITPNM1,CDK2AP2	TMEM134	730	1
2_MACS_peak_16951_lociStitched	chr2	47205185	47214305	2	6133	15050.736	735	1	TTC7A	MCFD2	MCFD2	735	1
1_MACS_peak_14648_lociStitched	chr18	56657480	56662636	1	5157	21228.7988	736	1		LOC390858	LOC390858	736	1
1_MACS_peak_28442_lociStitched	chr6	114175610	114180897	1	5288	20506.1582	741	1	MARCKS	FLJ34503	MARCKS	741	1
1_MACS_peak_20260_lociStitched	chr21	36398034	36403974	1	5941	16315.398	745	1	RUNX1	C21orf96	C21orf96	745	1
2_MACS_peak_11307_lociStitched	chr15	93346364	93354664	2	5712	17788.56	750	1		ASB9P1	ASB9P1	750	1
3_MACS_peak_1762_lociStitched	chr1	111210801	111218475	3	6149	14500.023	752	1	KCNA3		KCNA3	752	1
1_MACS_peak_29116_lociStitched	chr7	7958440	7964536	1	6097	14879.1168	754	1		GLCCI1	GLCCI1	754	1
3_MACS_peak_19633_lociStitched	chr20	35917420	35928827	3	5984	15754.2077	755	1	MANBAL	SRC,GHRH	MANBAL	755	1
2_MACS_peak_7421_lociStitched	chr12	58288400	58294500	2	5843	16696.31	757	1		XRCC6BP1,CTDSP2	XRCC6BP1	757	1
2_MACS_peak_8872_lociStitched	chr13	53022716	53030871	2	5907	16177.889	760	1	CKAP2,VPS36	TPTE2P3,THSD1	VPS36	760	1
3_MACS_peak_27512_lociStitched	chr6	33166817	33176854	3	5781	16737.7012	769	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	769	1
3_MACS_peak_2939_lociStitched	chr1	201704314	201710230	3	5820	16164.8784	775	1	NAV1		NAV1	775	1
4_MACS_peak_2951_lociStitched	chr1	202124156	202131407	4	5713	16875.9774	778	1	PTPN7	GPR37L1,PTPRVP,LGR6,ARL8A	PTPN7	778	1
1_MACS_peak_23519_lociStitched	chr3	186780438	186785943	1	5506	18190.1715	779	1	ST6GAL1		ST6GAL1	779	1
3_MACS_peak_16388_lociStitched	chr19	59065321	59071429	3	5532	18002.7192	780	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	CHMP2A	780	1
4_MACS_peak_31853_lociStitched	chr8	120927290	120933712	4	5469	18334.1678	781	1	DEPDC6		DEPDC6	781	1
3_MACS_peak_4992_lociStitched	chr10	125859024	125867880	3	5991	14488.416	784	1		CHST15	CHST15	784	1
4_MACS_peak_14710_lociStitched	chr18	60980183	60988779	4	5515	17862.488	786	1	BCL2	KDSR	BCL2	786	1
1_MACS_peak_57_lociStitched	chr1	1709065	1715053	1	5989	14342.4576	792	1	NADK	SLC35E2,NADK	NADK	792	1
2_MACS_peak_8300_lociStitched	chr12	123458583	123466738	2	5765	16093.8925	793	1	OGFOD2,ARL6IP4,ABCB9	ABCB9,MIR4304	ARL6IP4	793	1
5_MACS_peak_24206_lociStitched	chr4	74454081	74465742	5	5645	16487.4879	805	1	RASSF6		RASSF6	805	1
2_MACS_peak_31202_lociStitched	chr8	52809290	52815079	2	5484	17432.9946	808	1	PCMTD1		PCMTD1	808	1
2_MACS_peak_7736_lociStitched	chr12	94598109	94603997	2	5722	15753.9328	809	1	PLXNC1		PLXNC1	809	1
1_MACS_peak_27816_lociStitched	chr6	43593449	43598600	1	5152	19116.3912	814	1	MAD2L1BP,GTPBP2	POLH,MAD2L1BP,RSPH9,XPO5	GTPBP2	814	1
3_MACS_peak_23852_lociStitched	chr4	14312091	14318263	3	5819	14517.7784	818	1			LOC152742	818	1
