GENE_ID	locusLine	bin_1_EJM.jin.bam
NM_001404	chr11(.):62322072-62346460	1.2904
NM_001620	chr11(.):62278373-62319332	1.2733
NM_203422	chr11(.):62448875-62462371	0.1618
NM_015853	chr11(.):62438971-62451527	1.1153
NM_001130702	chr11(.):62452746-62482046	0.7217
NM_032667	chr11(.):62452746-62478787	0.6824
NM_173810	chr11(.):62490951-62511108	0.7761
NM_001122955	chr11(.):62452746-62480200	0.69
NM_012202	chr11(.):62470113-62481678	1.5587
NM_001079559	chr11(.):62477219-62499821	1.1808
NR_002565	chr11(.):62618036-62628103	1.7845
NM_003164	chr11(.):62569368-62604560	0.668
NM_018093	chr11(.):62595382-62612628	1.7602
NR_003098	chr11(.):62614459-62628360	1.3674
NR_002561	chr11(.):62616134-62626204	1.7975
NR_002560	chr11(.):62615797-62625865	1.7813
NR_002559	chr11(.):62616375-62626440	1.7912
NM_006473	chr11(.):62533874-62559813	0.762
NR_000008	chr11(.):62615381-62625507	1.7686
NM_002696	chr11(.):62524010-62539187	0.6776
NR_002564	chr11(.):62617763-62627838	1.7832
NR_002563	chr11(.):62617483-62627555	1.7985
NR_002562	chr11(.):62617092-62627167	1.7833
NM_001081491	chr11(.):62554597-62577964	0.8868
NM_001080501	chr11(.):62552786-62564486	1.1418
NM_080668	chr11(.):64839926-64856615	1.122
NM_006782	chr11(.):64846693-64860874	1.5432
NM_013265	chr11(.):64858682-64884180	0.5498
NR_037567	chr11(.):64884654-64899841	1.0702
NM_172230	chr11(.):64889750-64907003	1.4249
NM_001997	chr11(.):64883098-64894672	1.5118
NM_004927	chr11(.):64884715-64899841	1.0298
NM_014205	chr11(.):64878874-64890170	1.6269
NM_001008778	chr11(.):64932706-64945688	0.1779
NM_001198868	chr11(.):64943685-64984477	0.2132
NM_001198869	chr11(.):64944149-64984477	0.2157
NM_001198870	chr11(.):64944303-64984477	0.2162
NR_028272	chr11(.):65185268-65199003	5.7473
NR_030343	chr11(.):65206928-65217028	0.5726
NM_031904	chr11(.):65149040-65185995	1.1734
NM_032223	chr11(.):65378782-65409910	0.4806
NM_001098785	chr11(.):65334819-65346669	1.6542
NM_021070	chr11(.):65301029-65330699	0.7323
NM_033455	chr11(.):65355325-65368467	0.994
NM_001099409	chr11(.):65338508-65365116	1.2483
NM_002419	chr11(.):65360225-65386720	0.6392
NM_001048218	chr11(.):65287547-65311182	0.6455
NM_006396	chr11(.):65332942-65344239	1.5906
NM_153253	chr11(.):65402591-65423391	0.3814
NM_006747	chr11(.):65400577-65423391	0.3551
NM_198897	chr11(.):65646210-65661010	0.9467
NM_001335	chr11(.):65642283-65656212	0.4415
NM_025128	chr11(.):65622871-65638914	2.2376
NM_005507	chr11(.):65617284-65630804	2.5999
NM_152760	chr11(.):65596409-65626172	0.6149
NM_016938	chr11(.):65628911-65645340	0.3728
NM_006848	chr11(.):65652874-65664106	1.293
NM_005146	chr11(.):65724159-65752607	0.7076
NM_001143985	chr11(.):65764549-65776617	1.4632
NM_001323	chr11(.):65774461-65785976	0.289
NM_053054	chr11(.):65779222-65798988	0.3015
NM_032325	chr11(.):65759016-65774578	1.0878
NM_006842	chr11(.):65814815-65841382	0.7552
NM_033036	chr11(.):65803235-65821651	0.7162
NM_207354	chr11(.):67051761-67074955	0.6646
NM_017857	chr11(.):67065918-67085078	0.3298
NR_030767	chr11(.):67051815-67074955	0.6661
NM_001619	chr11(.):67028904-67059029	1.6734
NM_000852	chr11(.):67346065-67359124	1.1838
NM_007103	chr11(.):67369322-67385012	1.2016
NM_181843	chr11(.):67390408-67402401	0.7636
NR_033791	chr11(.):67375994-67388135	0.9865
NR_024249	chr11(.):67554237-67577807	0.6613
NM_001161473	chr11(.):67771047-67801743	1.2325
NM_006053	chr11(.):67805446-67823366	0.772
NM_006019	chr11(.):67801482-67823366	0.6847
NM_002496	chr11(.):67793083-67809114	1.3708
NM_000694	chr11(.):67772789-67801743	1.1316
NM_022338	chr11(.):68023802-68044469	1.1722
NM_138768	chr11(.):69056621-69069754	1.0795
NM_003355	chr11(.):73680715-73698889	1.3339
NM_003356	chr11(.):73706325-73725282	0.1877
NM_014752	chr11(.):74655291-74695076	0.6676
NR_033347	chr11(.):82747505-82757640	0.127
NM_001165	chr11(.):102183193-102213465	0.92
NM_002519	chr11(.):108023118-108098365	0.374
NM_006235	chr11(.):111217980-111255157	2.7632
NM_032966	chr11(.):118759100-118771971	0.2855
NM_001716	chr11(.):118749540-118771971	0.4046
NM_182557	chr11(.):118761850-118786613	0.2763
NM_005238	chr11(.):128323655-128397205	0.5873
NM_021978	chr11(.):130024681-130085257	0.6962
NM_014325	chr12(.):109033886-109130295	0.3739
NM_152641	chr12(.):46118619-46306819	0.1194
NM_006836	chr12(.):120560013-120637513	0.5828
NM_020375	chr12(.):4425358-4474190	0.0867
NR_036693	chr12(.):9817307-9857151	0.0736
NM_001197317	chr12(.):9817330-9857151	0.0736
NM_001004419	chr12(.):9817308-9857151	0.0736
NM_001987	chr12(.):11797787-12053325	0.317
NM_006143	chr12(.):12808994-12854121	0.2075
NM_005164	chr12(.):39940021-40018843	0.1709
NM_001031748	chr12(.):40014971-40120720	0.077
NM_000966	chr12(.):53599352-53631036	0.6713
NM_001042728	chr12(.):53599352-53619150	0.8944
NM_001982	chr12(.):56468891-56502128	0.6801
NM_001798	chr12(.):56355555-56371568	0.9719
NM_013449	chr12(.):56984379-57035163	0.882
NM_006400	chr12(.):57919093-57945978	0.2443
NM_005761	chr12(.):94537498-94704225	0.3542
NM_003299	chr12(.):104319188-104346703	0.7605
NM_014706	chr12(.):108910990-108960165	0.3736
NM_015335	chr12(.):116391380-116719991	0.2301
NM_014868	chr12(.):120967131-121020397	1.2644
NM_014708	chr12(.):123006808-123115947	0.2932
NM_001082959	chr12(.):125257173-125353519	0.1759
NR_028415	chr12(.):1604656-1618590	0.0899
NM_001759	chr12(.):4377901-4419522	0.7984
NR_036052	chr12(.):9387065-9397147	0.0419
NM_002258	chr12(.):9742869-9765497	0.0373
NR_002814	chr12(.):9795642-9816008	0.5413
NR_036052	chr12(.):12259885-12269967	0.0726
NM_004064	chr12(.):12865301-12880305	2.6061
NR_030344	chr12(.):12912582-12922677	0.0419
NM_001130415	chr12(.):12873850-12949399	0.3246
NM_030762	chr12(.):26267958-26283003	1.2823
NR_028408	chr12(.):46114502-46126704	1.1029
NM_001098532	chr12(.):48123452-48157181	0.3919
NM_017842	chr12(.):48161966-48181536	0.2188
NM_006105	chr12(.):48123452-48157244	0.3914
NM_001098531	chr12(.):48123452-48157889	0.3845
NM_001098416	chr12(.):48171506-48218763	0.7855
NM_001004304	chr12(.):53569534-53589654	0.6514
NM_000889	chr12(.):53580106-53606000	1.4901
NM_015989	chr12(.):53546446-53579430	0.4095
NM_001170790	chr12(.):53640369-53653190	0.4623
NM_032889	chr12(.):53640875-53653190	0.4787
NM_201554	chr12(.):56320811-56352807	1.1731
NM_006928	chr12(.):56342888-56364826	0.466
NM_032345	chr12(.):56290196-56326697	1.0627
NM_001345	chr12(.):56319945-56352807	1.2343
NM_001143853	chr12(.):56290196-56325909	1.0122
NM_002868	chr12(.):56362861-56393488	0.574
NM_032786	chr12(.):56507029-56521278	1.7085
NM_006191	chr12(.):56493102-56512694	1.5668
NM_079423	chr12(.):56547099-56560366	1.7719
NM_002475	chr12(.):56541334-56556771	2.189
NM_001035267	chr12(.):56505373-56516616	1.7033
NM_015292	chr12(.):56516985-56543460	0.8564
NR_003046	chr12(.):57032463-57042538	1.4503
NM_001686	chr12(.):57026958-57044852	1.6485
NM_005594	chr12(.):57101210-57124066	0.8994
NR_002737	chr12(.):57033810-57043885	1.4451
NM_001113203	chr12(.):57101210-57124326	0.8893
NM_006601	chr12(.):57052124-57087078	1.0873
NM_001080157	chr12(.):57861037-57878424	0.1651
NM_001195056	chr12(.):57905370-57919300	1.1375
NM_052897	chr12(.):57911658-57928931	0.9158
NM_001080156	chr12(.):57861037-57876728	0.1668
NM_032496	chr12(.):57861037-57878633	0.1637
NM_004990	chr12(.):57876850-57915433	0.4105
NM_004984	chr12(.):57938846-57983554	0.1719
NM_005730	chr12(.):58208709-58245747	0.7445
NM_033276	chr12(.):58330444-58356052	0.3075
NR_027249	chr12(.):104232526-104328989	0.3369
NR_037425	chr12(.):104319202-104329333	1.8607
NM_003211	chr12(.):104354592-104387656	0.1926
NM_001135570	chr12(.):104338980-104355993	0.2324
NM_014840	chr12(.):106452124-106538811	0.2867
NM_007076	chr12(.):108904050-108918380	0.2691
NM_213595	chr12(.):108951293-108968160	1.2486
NM_181724	chr12(.):108978621-108996894	0.1079
NM_003006	chr12(.):109010679-109032670	1.6144
NR_027345	chr12(.):116966226-116978326	1.3936
NM_001085481	chr12(.):116992185-117019425	1.1384
NR_027346	chr12(.):116966239-116979318	1.3137
NM_006861	chr12(.):120527898-120559643	0.8962
NM_001002	chr12(.):120629502-120644014	2.7732
NM_025157	chr12(.):120643249-120692957	0.4261
NM_003746	chr12(.):120928858-120941298	0.6849
NM_032314	chr12(.):120936081-120971964	0.5772
NM_198202	chr12(.):121011847-121024201	0.8291
NM_015918	chr12(.):121011847-121024197	0.8293
NM_001033677	chr12(.):121073421-121110127	0.211
NM_004276	chr12(.):121083370-121110127	0.2294
NM_001080533	chr12(.):121142830-121166443	0.5233
NM_014730	chr12(.):121119948-121144667	0.9408
NM_000017	chr12(.):121158570-121182811	0.3063
NR_033956	chr12(.):121565630-121629354	0.5338
NR_033953	chr12(.):121565621-121629354	0.5337
NM_019034	chr12(.):122210659-122236594	0.7173
NR_002809	chr12(.):122228172-122246390	2.9378
NM_015048	chr12(.):122237637-122275562	1.1442
NR_036436	chr12(.):122984189-123016560	1.226
NM_017612	chr12(.):122952434-122990518	0.7333
NM_016638	chr12(.):123459879-123472460	1.481
NM_024623	chr12(.):123454353-123469588	1.7945
NM_019624	chr12(.):123408538-123456056	0.7221
NM_024667	chr12(.):123344874-123385712	1.9013
NM_203444	chr12(.):123408538-123464752	0.9346
NM_021009	chr12(.):125391191-125404587	2.141
NM_000820	chr13(.):114518521-114572046	0.347
NM_052818	chr13(.):32969859-33007315	0.318
NM_014059	chr13(.):42026541-42050013	0.2757
NM_001143945	chr13(.):114518521-114544017	0.1243
NM_001143946	chr13(.):114518521-114541714	0.1306
NR_024609	chr13(.):114581609-114631485	0.099
NR_027004	chr14(.):94366075-94397718	0.1863
NM_183004	chr14(.):103796235-103816361	0.7418
NM_001969	chr14(.):103795492-103816361	0.7237
NM_014178	chr14(.):25276305-25524095	0.1783
NM_001012706	chr14(.):50443429-50479238	0.5378
NM_004296	chr14(.):72394785-73038238	0.0927
NM_001043318	chr14(.):74176824-74258896	0.419
NM_194278	chr14(.):74176824-74232001	0.3999
NM_000369	chr14(.):81416868-81617646	0.166
NM_001018036	chr14(.):81416868-81580294	0.1943
NM_152446	chr14(.):80957820-81410884	0.0465
NM_001080414	chr14(.):91732666-91889133	2.4255
NM_024952	chr14(.):91575356-91696703	0.5763
NM_001102367	chr14(.):91575978-91696703	0.5748
NM_001164780	chr14(.):92519895-92577965	0.4117
NM_023112	chr14(.):94487723-94520276	0.6339
NM_001128920	chr14(.):103846700-103975166	0.1297
NM_194431	chr14(.):21151931-21173758	0.322
NM_002937	chr14(.):21147371-21173758	0.9128
NM_001145	chr14(.):21147335-21167345	1.1822
NM_001001968	chr14(.):21103854-21114850	0.0758
NM_001123329	chr14(.):64966291-64996669	0.5385
NM_006977	chr14(.):64948554-64975554	0.5954
NM_004857	chr14(.):64927216-64946221	0.0917
NM_014950	chr14(.):64966291-65005408	0.429
NM_021979	chr14(.):65002185-65014954	0.2317
NM_172365	chr14(.):65011619-65061096	0.0489
NM_207442	chr14(.):69256463-69268190	1.3576
NM_004926	chr14(.):69249374-69264785	1.0705
NM_006029	chr14(.):74173485-74186128	0.3031
NM_024496	chr14(.):77485885-77500034	2.0538
NM_005065	chr14(.):81934238-82005205	0.8567
NR_003709	chr14(.):91587769-91597896	0.4969
NM_004545	chr14(.):92577467-92593153	2.1089
NM_017437	chr14(.):92583328-92635543	0.8059
NM_016150	chr14(.):94395512-94428767	0.7872
NR_024182	chr14(.):94458615-94478898	1.9458
NR_024183	chr14(.):94458641-94483041	1.6732
NR_024184	chr14(.):94458641-94480209	1.8649
NM_152592	chr14(.):95878830-95947173	0.3918
NR_003002	chr14(.):95994691-96004966	1.9075
NR_001459	chr14(.):95994248-96006209	1.6845
NM_016417	chr14(.):95996322-96016055	1.087
NR_002964	chr14(.):103799185-103809311	1.0861
NM_001311	chr14(.):105948256-105960124	1.7207
NM_001134877	chr14(.):105951519-105970585	0.8341
NM_001134876	chr14(.):105952585-105970585	0.8395
NM_001312	chr14(.):105936130-105951500	0.8045
NM_025268	chr14(.):105987952-106001539	0.1927
NM_001198983	chr14(.):105951191-105970585	0.8272
NM_001128602	chr15(.):38775301-38862007	0.3938
NM_014701	chr15(.):49275834-49343760	0.5419
NM_001080534	chr15(.):54300100-54925806	0.1586
NR_031680	chr15(.):69111302-69494862	0.0651
NM_007200	chr15(.):85918870-86297586	0.0908
NM_002420	chr15(.):31288550-31398924	0.4303
NM_001103184	chr15(.):33052746-33365085	0.174
NM_002399	chr15(.):37178231-37398500	0.1697
NM_170674	chr15(.):37178231-37397704	0.1701
NM_172315	chr15(.):37178231-37395503	0.1714
NM_172316	chr15(.):37178231-37396597	0.1708
NM_019600	chr15(.):52868517-52975820	0.3255
NM_000259	chr15(.):52594479-52826247	0.4299
NM_006537	chr15(.):63791809-63888663	0.3945
NM_025201	chr15(.):65129081-65165201	0.4802
NM_006305	chr15(.):69065874-69118261	0.4987
NM_172217	chr15(.):81512639-81610104	0.4136
NM_001172128	chr15(.):81484218-81610104	0.3275
NM_144767	chr15(.):86215267-86297586	0.1666
NR_029624	chr15(.):31352234-31362344	0.1791
NM_015995	chr15(.):31614082-31675102	0.9409
NM_207444	chr15(.):38983798-38997239	0.4356
NM_001142776	chr15(.):41240635-41253717	0.7055
NM_020857	chr15(.):41181627-41201173	0.7124
NM_019074	chr15(.):41216530-41236258	1.0068
NM_001160227	chr15(.):44849893-44960876	0.2099
NM_001145112	chr15(.):44952929-44974086	0.7508
NM_182985	chr15(.):45023559-45065025	0.2949
NM_004048	chr15(.):44998684-45015357	1.7092
NM_006628	chr15(.):52834431-52866213	0.6086
NM_182703	chr15(.):65199100-65256041	0.2914
NR_026808	chr15(.):69091159-69104440	0.1189
NR_036197	chr15(.):69089188-69099264	0.1633
NM_001127190	chr15(.):75069424-75100539	0.7132
NM_000761	chr15(.):75036183-75053941	0.06
NM_021819	chr15(.):75100193-75123099	0.0966
NM_001030005	chr15(.):75113950-75129136	0.0605
NM_021823	chr15(.):75310926-75348067	0.8842
NM_138967	chr15(.):75282875-75318836	0.4662
NM_015477	chr15(.):75656719-75748926	0.2114
NM_001145358	chr15(.):75656719-75749087	0.2112
NM_001145357	chr15(.):75656719-75753124	0.205
NM_004513	chr15(.):81584253-81610104	1.1117
NM_181900	chr15(.):81600006-81621524	0.4871
NM_022767	chr15(.):89159526-89180512	0.7164
NR_029606	chr15(.):89150055-89160165	0.0586
NM_002201	chr15(.):89177038-89203879	0.6729
NR_031590	chr15(.):89146337-89156428	0.0419
NM_001134477	chr16(.):14524557-14729120	0.293
NM_002582	chr16(.):14524557-14729124	0.293
NM_015246	chr16(.):4669825-4745975	0.3768
NM_001098514	chr16(.):5089122-5121111	0.1053
NM_003470	chr16(.):8980950-9062341	0.3252
NM_015914	chr16(.):11767942-11841648	1.5027
NM_005236	chr16(.):14009013-14051205	0.4581
NM_022166	chr16(.):17191180-17569738	0.2206
NR_027155	chr16(.):21453003-21518552	0.4813
NM_013302	chr16(.):22212591-22305066	0.3837
NM_000336	chr16(.):23308590-23397620	0.7476
NM_145253	chr16(.):4653883-4669927	2.0089
NM_201400	chr16(.):5129300-5152789	0.6292
NM_019109	chr16(.):5116809-5142380	0.3481
NM_003498	chr16(.):11757288-11778015	1.0588
NM_001130007	chr16(.):11956984-12015519	0.3535
NM_001130006	chr16(.):11956984-12014825	0.3552
NM_001192	chr16(.):12053963-12066925	2.0257
NM_032167	chr16(.):12065601-12152141	0.2532
NR_002594	chr16(.):21524229-21536765	2.6495
NR_002473	chr16(.):29533928-29582540	0.1443
NR_002593	chr16(.):29619423-29630038	1.7193
NM_003123	chr16(.):29669579-29686823	0.2614
NM_001030288	chr16(.):29669299-29686823	0.2592
NM_002383	chr16(.):29812854-29827504	1.8137
NM_145239	chr16(.):29818408-29832202	1.4754
NM_007317	chr16(.):29797057-29821706	1.4899
NM_024516	chr16(.):29822527-29838816	1.1954
NM_152338	chr16(.):29784560-29796840	0.204
NM_005115	chr16(.):29826714-29864360	0.5573
NM_002720	chr16(.):30082383-30101695	0.505
NR_027081	chr16(.):30120432-30130826	0.6264
NM_001127617	chr16(.):30070972-30086735	1.5686
NM_184041	chr16(.):30072043-30086735	1.6719
NM_184043	chr16(.):30070599-30086735	1.5334
NM_000034	chr16(.):30059490-30086735	1.1096
NM_001109659	chr16(.):30029654-30041023	0.1979
NM_004608	chr16(.):30092114-30108205	1.1639
NM_024307	chr16(.):30111130-30129878	0.4133
NM_031478	chr16(.):30030747-30047186	0.2161
NM_001145524	chr16(.):30098636-30112537	1.33
NM_031477	chr16(.):30098634-30112521	1.3312
NM_001193333	chr16(.):30189730-30205396	3.6046
NR_002473	chr16(.):30273913-30322244	0.1248
NM_138447	chr16(.):30609699-30626682	0.7364
NM_024031	chr16(.):30657240-30672734	1.742
NM_001105079	chr16(.):30670777-30687131	0.4644
NR_002966	chr16(.):30716857-30726986	0.111
NM_006662	chr16(.):30705461-30756450	0.4174
NM_003414	chr16(.):31880078-31933627	0.4088
NM_001142864	chr16(.):88776745-88856372	0.2238
NM_030928	chr16(.):88865185-88880666	0.5864
NM_000485	chr16(.):88870876-88883342	0.5494
NM_138962	chr17(.):55328930-55762299	0.2457
NM_170721	chr17(.):55329373-55715544	0.261
NM_022066	chr17(.):74380612-74454288	0.3208
NM_002558	chr17(.):3794884-3824960	0.6697
NM_153357	chr17(.):6939948-6952242	0.1511
NM_000267	chr17(.):29416944-29709695	0.1582
NM_002544	chr17(.):29616667-29629380	0.0532
NM_183232	chr17(.):37916198-38025441	0.661
NM_000342	chr17(.):42320757-42350502	0.1786
NR_027774	chr17(.):43508265-43573146	1.307
NM_003954	chr17(.):43335487-43399414	4.0705
NM_003647	chr17(.):54906459-54951036	0.9451
NM_001433	chr17(.):62115389-62212502	0.907
NM_181671	chr17(.):65368923-65694647	0.223
NM_017983	chr17(.):66412421-66458653	0.4321
NR_036488	chr17(.):70394462-70593943	0.2157
NR_036520	chr17(.):73262379-73274976	0.607
NM_001126122	chr17(.):73264060-73290530	0.632
NM_001003716	chr17(.):73639944-73668269	0.6989
NM_001080419	chr17(.):73775680-73826886	0.5017
NM_001003715	chr17(.):73641442-73668269	0.6902
NM_004259	chr17(.):73617949-73668265	0.4876
NM_001113491	chr17(.):75272491-75501678	0.2223
NM_001163075	chr17(.):76137433-76167364	0.763
NM_017456	chr17(.):76665129-76783376	0.8912
NM_172206	chr17(.):3758616-3799037	0.1261
NM_172207	chr17(.):3763450-3801337	0.124
NM_174957	chr17(.):3822168-3872736	0.2991
NM_001004333	chr17(.):6910797-6922851	1.3365
NM_001142799	chr17(.):6913072-6925839	1.401
NM_201566	chr17(.):6934393-6948440	0.2895
NR_029712	chr17(.):6915933-6926020	1.5491
NM_181844	chr17(.):6921368-6937961	0.3062
NM_000697	chr17(.):6894383-6919055	0.5799
NR_030178	chr17(.):6916229-6926341	1.4694
NM_012452	chr17(.):16837397-16880402	0.3328
NM_152914	chr17(.):21137183-21161578	0.2025
NM_145109	chr17(.):21182967-21223551	0.4626
NM_002756	chr17(.):21186347-21223551	0.4891
NR_000010	chr17(.):27044599-27054671	1.3687
NR_000009	chr17(.):27045698-27055772	1.5612
NM_031934	chr17(.):27036298-27049908	0.8877
NM_001142625	chr17(.):27036298-27050286	0.8729
NM_000984	chr17(.):27041999-27056374	1.333
NM_138463	chr17(.):27046365-27058230	1.5111
NR_000014	chr17(.):27045446-27055509	1.4757
NR_000013	chr17(.):27042567-27052634	1.0348
NM_004295	chr17(.):27066022-27082976	0.5527
NM_152465	chr17(.):27025533-27043872	0.2055
NR_024579	chr17(.):27036298-27050251	0.8731
NM_001160407	chr17(.):27046365-27058949	1.4332
NM_178170	chr17(.):27050831-27074784	0.8155
NM_006495	chr17(.):29625787-29646130	0.8883
NM_014210	chr17(.):29638427-29653767	1.4159
NM_002981	chr17(.):32682398-32695252	1.3282
NM_005408	chr17(.):32678470-32690629	0.6328
NM_005623	chr17(.):32641065-32653421	0.0842
NM_001017368	chr17(.):33331130-33395759	0.3816
NM_057178	chr17(.):33331130-33421294	0.5567
NM_017559	chr17(.):33443630-33462751	0.3536
NM_001142571	chr17(.):33421810-33451888	0.2515
NM_001130677	chr17(.):36822958-36836187	0.4253
NM_005937	chr17(.):36856872-36891056	1.1712
NM_007144	chr17(.):36885149-36909558	0.5352
NM_002795	chr17(.):36904001-36925478	0.432
NM_001136498	chr17(.):36881509-36896858	0.302
NM_005310	chr17(.):37889186-37908538	0.464
NM_001030002	chr17(.):37889589-37908538	0.4724
NM_032339	chr17(.):37880408-37891788	0.3852
NM_018530	chr17(.):38055847-38078793	0.1436
NM_139280	chr17(.):38072295-38088884	0.7543
NM_001042471	chr17(.):38055847-38079903	0.1452
NM_178171	chr17(.):38114225-38139019	0.4271
NM_001195545	chr17(.):38092726-38105986	0.2083
NM_024927	chr17(.):40814932-40834048	0.8359
NM_016437	chr17(.):40806265-40824024	0.2933
NM_003632	chr17(.):40829631-40857011	0.4736
NM_016602	chr17(.):40826419-40838845	1.2071
NM_178542	chr17(.):42248351-42269082	0.9707
NM_001076674	chr17(.):42259353-42274099	1.1995
NM_177441	chr17(.):42259573-42274099	1.2123
NM_001076684	chr17(.):42277400-42301924	1.7043
NM_001098833	chr17(.):42264172-42280529	1.5183
NM_080863	chr17(.):42243073-42261451	0.7578
NM_001076683	chr17(.):42277400-42303250	1.6233
NM_014233	chr17(.):42277400-42300664	1.7903
NM_152343	chr17(.):43326759-43344479	1.4814
NM_005892	chr17(.):43294291-43329683	0.9168
NR_024434	chr17(.):43320302-43350997	1.1827
NR_024435	chr17(.):43334557-43350997	1.9502
NM_174919	chr17(.):43501717-43515282	2.8258
NM_199282	chr17(.):43466267-43508012	1.2983
NM_001159330	chr17(.):43466267-43488449	1.3436
NR_036199	chr17(.):43547728-43557801	0.1973
NM_032595	chr17(.):48206100-48232877	0.5745
NM_174920	chr17(.):48185034-48212167	0.1184
NM_000023	chr17(.):48238365-48258293	0.242
NM_000088	chr17(.):48256456-48284000	0.1452
NR_024193	chr17(.):48243788-48254837	0.272
NM_001085430	chr17(.):54864273-54898250	0.1011
NR_027025	chr17(.):54956462-54967274	0.169
NM_000250	chr17(.):56342216-56363296	0.1694
NM_004758	chr17(.):56373593-56411152	0.8822
NM_003168	chr17(.):56417538-56434563	1.2962
NR_029683	chr17(.):56403592-56413679	3.3809
NM_001003786	chr17(.):61775191-61824330	0.4499
NM_030576	chr17(.):61768248-61782519	0.8396
NR_004380	chr17(.):62218437-62228517	0.9473
NR_002995	chr17(.):62218698-62228831	0.9331
NR_036199	chr17(.):62813147-62823220	0.1201
NR_030365	chr17(.):66415591-66425689	0.0696
NM_002734	chr17(.):66503542-66533910	0.4294
NM_212471	chr17(.):66503109-66533910	0.4254
NM_014001	chr17(.):73227693-73262707	0.4261
NM_015971	chr17(.):73252748-73267457	1.0383
NM_001172703	chr17(.):73227693-73263444	0.4208
NM_020679	chr17(.):73257309-73272303	1.0988
NM_001162995	chr17(.):73624513-73642486	0.478
NR_028439	chr17(.):73627674-73642486	0.5647
NM_001162997	chr17(.):73637645-73649057	0.7671
NM_000154	chr17(.):73749017-73766280	0.4297
NM_013260	chr17(.):73658398-73709139	0.4763
NM_005324	chr17(.):73767514-73780860	0.8504
NM_173547	chr17(.):73880040-73898054	0.4486
NM_033452	chr17(.):73865244-73879656	1.5673
NM_012478	chr17(.):73836779-73856501	0.6704
NM_199242	chr17(.):73818307-73845798	0.3216
NM_032478	chr17(.):73889723-73906181	0.8095
NM_024599	chr17(.):74461974-74502509	0.9028
NM_134268	chr17(.):74518439-74538782	0.1206
NM_001166579	chr17(.):74444432-74471199	0.2381
NM_001088	chr17(.):74458629-74471199	0.1959
NM_001005498	chr17(.):74461974-74488991	0.7624
NM_001077620	chr17(.):74531120-74546458	0.1378
NR_033357	chr17(.):74518667-74546458	0.1268
NM_003016	chr17(.):74725198-74738493	1.2816
NR_030366	chr17(.):74727531-74737630	1.6472
NM_024311	chr17(.):74728782-74780338	0.5831
NR_027058	chr17(.):75079724-75096068	1.397
NR_003013	chr17(.):75080388-75090575	1.9037
NM_001143998	chr17(.):75132004-75218181	1.0866
NM_001144001	chr17(.):75176294-75218181	1.1806
NM_152468	chr17(.):76121858-76144049	0.7714
NM_007267	chr17(.):76103998-76133488	0.5365
NM_001127198	chr17(.):76103998-76129861	0.5829
NM_001145529	chr17(.):76222390-76242068	0.1574
NM_001010982	chr17(.):76178436-76208782	0.2338
NM_001012270	chr17(.):76205276-76226716	0.2997
NM_003258	chr17(.):76165159-76188285	0.8175
NM_004710	chr17(.):76159670-76174009	1.1954
NR_002219	chr17(.):76205320-76225783	0.3012
NM_001145526	chr17(.):76178442-76208782	0.2338
NR_027083	chr17(.):76178397-76198641	0.2976
NM_012418	chr17(.):79490416-79509156	0.0771
NM_025161	chr17(.):79501910-79524429	0.2076
NM_001614	chr17(.):79471998-79484827	1.4499
NM_002359	chr17(.):79871145-79890588	0.8857
NM_016476	chr17(.):79844598-79863363	0.373
NR_033683	chr17(.):79855776-79874077	0.1463
NM_005782	chr17(.):79840710-79854462	0.4741
NM_001145113	chr17(.):79892520-79910109	0.3552
NM_016538	chr17(.):79864814-79881058	0.3228
NM_148896	chr17(.):79855071-79865781	0.1129
NM_006907	chr17(.):79885268-79899968	0.5148
NM_032711	chr17(.):79871145-79886408	1.041
NM_001002249	chr17(.):79844817-79863363	0.3774
NR_033682	chr17(.):79855776-79874340	0.147
NM_178493	chr17(.):79905382-79924057	0.1164
NR_015454	chr17(.):79880704-79893629	1.0927
NM_005215	chr18(.):49861541-51067273	0.0578
NM_000633	chr18(.):60785578-60991613	0.5518
NM_001083625	chr18(.):9131757-9290206	0.4017
NM_003199	chr18(.):52884561-53260860	0.2129
NM_032649	chr18(.):72196691-72257261	0.4248
NM_021074	chr18(.):9097627-9139343	1.8399
NM_001100619	chr18(.):20710726-20845434	0.2992
NR_023359	chr18(.):20709527-20845434	0.2978
NM_138375	chr18(.):20730788-20845434	0.2394
NM_016626	chr18(.):48695919-48729051	0.5894
NM_002035	chr18(.):60989970-61039506	0.2467
NM_000657	chr18(.):60980186-60991613	1.3867
NM_001168499	chr18(.):72161822-72195689	0.62
NM_018235	chr18(.):72158499-72195689	0.5727
NM_001044369	chr18(.):72097962-72129503	0.0349
NM_175907	chr18(.):72904277-72926281	0.6392
NM_005786	chr18(.):72917730-73006901	0.2192
NM_001039846	chr19(.):2091867-2104583	0.64
NM_001079881	chr19(.):47172572-47225384	0.3652
NM_001079882	chr19(.):47172572-47222577	0.3762
NM_001002836	chr19(.):56593731-56637649	0.408
NM_194460	chr19(.):642525-668233	0.7716
NM_052847	chr19(.):2506217-2707746	0.4168
NM_000064	chr19(.):6672845-6725662	0.1144
NM_005428	chr19(.):6767721-6862371	0.3394
NM_001145056	chr19(.):10708120-10760235	0.2572
NM_020428	chr19(.):10731170-10760235	0.2054
NM_014975	chr19(.):12944258-12990766	0.2458
NM_052876	chr19(.):13224108-13256959	0.3601
