REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_23987_lociStitched	chr9	33289110	33298674	2	6128	31422.522	2018.004	320	NFX1	SPINK4,CHMP5,BAG1	NFX1	NFX1	0.349	320	1
1_MACS_peak_24069_lociStitched	chr9	37527837	37532958	1	5122	30684.5199	1305.855	321	FBXO10	POLR1E	POLR1E	POLR1E	0.08479999999999999	321	1
2_MACS_peak_15385_lociStitched	chr22	23477811	23488610	2	9320	31461.8066	2093.9261	322	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3123	322	1
5_MACS_peak_11222_lociStitched	chr19	2254612	2274678	5	13195	33947.6588	4589.0942	323	OAZ1,JSRP1,C19orf35	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,LINGO3	OAZ1	MIR1227	2.0709	323	1
4_MACS_peak_7118_lociStitched	chr14	81930709	81955830	4	17223	31833.3312	2499.5395	324	SEL1L		SEL1L	SEL1L	0.48710000000000003	324	1
6_MACS_peak_24647_lociStitched	chr9	130532101	130566578	6	16273	34725.2344	5399.0982	325	CDK9,MIR2861,FPGS,SH2D3C	TOR2A,SH2D3C	CDK9	CDK9	0.5552999999999999	325	1
3_MACS_peak_8255_lociStitched	chr15	93346279	93364476	3	9399	32205.0506	2895.1427	326		ASB9P1	ASB9P1	NONE	NONE	326	1
2_MACS_peak_23535_lociStitched	chr8	118450402	118457440	2	6554	30737.0574	1480.0914	327			MED30	MED30	NONE	327	1
1_MACS_peak_13039_lociStitched	chr2	89049846	89056039	1	6194	30626.2429	1400.8566	328	RPIA	ANKRD36BP2	ANKRD36BP2	NONE	NONE	328	1
1_MACS_peak_14873_lociStitched	chr20	56192225	56197133	1	4909	30240.1512	1159.7604	329	ZBP1		ZBP1	ZBP1	1.6336	329	1
1_MACS_peak_15994_lociStitched	chr3	14161119	14168313	1	7195	30530.6166	1502.8266	330	TMEM43,CHCHD4		CHCHD4	CHCHD4	1.2891	330	1
1_MACS_peak_24811_lociStitched	chr9	139792200	139798083	1	5884	30251.5626	1264.2567	331	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	0.8467	331	1
1_MACS_peak_1696_lociStitched	chr1	169861673	169864394	1	2722	29670.0561	730.5885	332	SCYL3		SCYL3	SCYL3	0.5325	332	1
2_MACS_peak_1443_lociStitched	chr1	154755979	154765611	2	6751	31625.7088	2686.3648	333	KCNN3		KCNN3	KCNN3	0.29269999999999996	333	1
1_MACS_peak_18590_lociStitched	chr4	186345703	186347924	1	2222	29605.4858	677.1829	334	UFSP2	ANKRD37,C4orf47,LRP2BP,CCDC110	UFSP2	UFSP2	1.2026999999999999	334	1
1_MACS_peak_1750_lociStitched	chr1	178546404	178551858	1	5455	30647.1168	1762.1874	335		C1orf220	C1orf220	C1orf220	0.1	335	1
4_MACS_peak_18921_lociStitched	chr5	55437276	55453510	4	12685	31771.5614	2896.1456	336	ANKRD55		ANKRD55	ANKRD55	0.19390000000000002	336	1
2_MACS_peak_10516_lociStitched	chr17	75434588	75442814	2	6641	30139.2414	1270.917	337	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.3074	337	1
1_MACS_peak_2812_lociStitched	chr10	45913840	45918162	1	4323	29750.487	957.7552	338	ALOX5		ALOX5	ALOX5	0.4543999999999999	338	1
1_MACS_peak_24288_lociStitched	chr9	93795669	93799364	1	3696	29795.741	1004.301	339		LOC100129316	LOC100129316	NONE	NONE	339	1
1_MACS_peak_23679_lociStitched	chr8	134245209	134248661	1	3453	29651.6444	931.6948	340		WISP1	WISP1	WISP1	0.3414	340	1
4_MACS_peak_20210_lociStitched	chr6	26183523	26207228	4	13172	32938.0975	4219.49	341	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	1.4142	341	1
1_MACS_peak_9895_lociStitched	chr17	38016513	38025005	1	8493	30501.5656	1786.7168	342	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5686	342	1
4_MACS_peak_21162_lociStitched	chr6	135322961	135343927	4	9885	31822.1948	3226.6674	343	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.30319999999999997	343	1
4_MACS_peak_2528_lociStitched	chr10	7511883	7535425	4	10899	32353.7706	3766.72	344			SFMBT2	SFMBT2	NONE	344	1
3_MACS_peak_1452_lociStitched	chr1	154942382	154957750	3	9680	32889.0568	4321.4816	345	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PMVK	2.8097	345	1
3_MACS_peak_17172_lociStitched	chr3	169481470	169492522	3	6451	30627.3024	2082.1968	346	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	ARPM1	2.1896	346	1
2_MACS_peak_4096_lociStitched	chr11	62597895	62610407	2	7535	31033.5136	2513.6608	347	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.6374	347	1
1_MACS_peak_11035_lociStitched	chr18	56806262	56811812	1	5551	29657.535	1137.75	348	SEC11C		SEC11C	SEC11C	0.9614000000000001	348	1
1_MACS_peak_4345_lociStitched	chr11	72850800	72855864	1	5065	29370.1872	936.84	349	FCHSD2		FCHSD2	FCHSD2	0.07490000000000001	349	1
1_MACS_peak_18624_lociStitched	chr5	9874	12115	1	2242	33360.4224	4979.2779	350			PLEKHG4B	PLEKHG4B	NONE	350	1
1_MACS_peak_10556_lociStitched	chr17	76884656	76889332	1	4677	29613.5756	1251.7652	351	TIMP2	USP36	TIMP2	TIMP2	0.4183	351	1
1_MACS_peak_15159_lociStitched	chr21	41383128	41389805	1	6678	30350.3035	2050.5067	352	DSCAM		PCP4	PCP4	0.17930000000000001	352	1
2_MACS_peak_1527_lociStitched	chr1	156709547	156722889	2	11397	31907.393	3625.0214	353	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.9375	353	1
1_MACS_peak_13447_lociStitched	chr2	137138041	137141536	1	3496	29167.5225	945.048	354			CXCR4	CXCR4	NONE	354	1
2_MACS_peak_37_lociStitched	chr1	1668924	1678983	2	5435	29913.4542	1710.03	355	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	SLC35E2	1.1764000000000001	355	1
3_MACS_peak_20263_lociStitched	chr6	27791197	27807989	3	8700	30932.5432	2797.5472	356	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.1781	356	1
1_MACS_peak_1733_lociStitched	chr1	174967133	174970723	1	3591	29347.173	1221.318	357	CACYBP	MRPS14	CACYBP	CACYBP	1.2552	357	1
3_MACS_peak_4278_lociStitched	chr11	67760567	67778426	3	9845	31230.0333	3128.8968	358	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	NDUFS8	0.9693999999999999	358	1
2_MACS_peak_15183_lociStitched	chr21	43647289	43655876	2	6219	30422.0236	2419.8166	359	ABCG1		ABCG1	ABCG1	0.309	359	1
2_MACS_peak_9372_lociStitched	chr17	2294420	2306324	2	7777	29788.5696	1793.9328	360	MNT	LOC284009	MNT	MNT	1.0632000000000001	360	1
1_MACS_peak_19424_lociStitched	chr5	131435525	131441241	1	5717	29354.518	1376.9844	361		IL3,CSF2	CSF2	CSF2	0.0011000000000000038	361	1
1_MACS_peak_19816_lociStitched	chr5	172461048	172464725	1	3678	28832.8278	895.7172	362	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	C5orf41	0.019199999999999995	362	1
4_MACS_peak_13786_lociStitched	chr2	197024512	197048511	4	14720	32048.2646	4168.6263	363	STK17B		STK17B	STK17B	0.3478	363	1
1_MACS_peak_3005_lociStitched	chr10	74078338	74083080	1	4743	28490.4102	640.17	364		DDIT4,DNAJB12	DNAJB12	DNAJB12	0.45859999999999995	364	1
1_MACS_peak_241_lociStitched	chr1	21615704	21622605	1	6902	29376.1768	1592.0607	365	ECE1	ECE1	ECE1	ECE1	0.21600000000000003	365	1
2_MACS_peak_1590_lociStitched	chr1	161144536	161157147	2	9443	31096.2038	3362.0926	366	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	UFC1	1.3853	366	1
2_MACS_peak_693_lociStitched	chr1	46597298	46601333	2	3727	28500.819	767.457	367	PIK3R3	TSPAN1	PIK3R3	PIK3R3	0.3627	367	1
2_MACS_peak_3319_lociStitched	chr10	104153126	104160098	2	5880	29096.2476	1391.6112	368	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.5314	368	1
1_MACS_peak_13972_lociStitched	chr2	217080385	217088929	1	8545	29438.352	1903.6032	369			XRCC5	XRCC5	NONE	369	1
1_MACS_peak_19585_lociStitched	chr5	142774844	142785961	1	11118	29589.0072	2100.0013	370	NR3C1		NR3C1	NR3C1	0.17939999999999998	370	1
1_MACS_peak_8580_lociStitched	chr16	15067794	15070404	1	2611	28652.058	1184.679	371	PDXDC1	NPIP	PDXDC1	PDXDC1	0.41040000000000004	371	1
2_MACS_peak_9679_lociStitched	chr17	27046165	27056533	2	7907	29711.5776	2254.0032	372	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	SNORD4B	2.3116	372	1
6_MACS_peak_23605_lociStitched	chr8	126285472	126308289	6	12967	31113.2612	3668.9736	373	NSMCE2		TRIB1	TRIB1	NONE	373	1
3_MACS_peak_24282_lociStitched	chr9	93671093	93688228	3	7229	30241.5615	2804.9995	374			SYK	SYK	NONE	374	1
1_MACS_peak_12463_lociStitched	chr2	28612432	28617272	1	4841	28455.328	1050.764	375	FOSL2		FOSL2	FOSL2	0.8513000000000001	375	1
1_MACS_peak_14817_lociStitched	chr20	52194671	52213787	1	19117	30214.7496	2888.4276	376	ZNF217		ZNF217	ZNF217	0.4992	376	1
2_MACS_peak_10451_lociStitched	chr17	73774008	73782399	2	6147	29123.4828	1846.02	377	UNK,H3F3B	GALK1	H3F3B	H3F3B	0.506	377	1
2_MACS_peak_19431_lociStitched	chr5	131789742	131804200	2	11780	30468.7892	3199.5554	378	C5orf56	IRF1	IRF1	IRF1	0.524	378	1
3_MACS_peak_1802_lociStitched	chr1	183438762	183451036	3	7793	30454.2488	3187.5578	379	SMG7		SMG7	SMG7	0.2814	379	1
1_MACS_peak_13524_lociStitched	chr2	158295140	158302005	1	6866	28811.7185	1547.371	380	CYTIP		CYTIP	CYTIP	0.7001000000000001	380	1
2_MACS_peak_9129_lociStitched	chr16	71841226	71852870	2	6250	29070.4104	1812.9708	381	AP1G1	ATXN1L,SNORD71	AP1G1	ATXN1L	0.36999999999999994	381	1
1_MACS_peak_3569_lociStitched	chr11	267341	270699	1	3359	28049.374	798.8682	382		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	PSMD13	0.19069999999999998	382	1
4_MACS_peak_6044_lociStitched	chr12	122227649	122243728	4	9389	28582.0304	1358.6755	383	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0413	383	1
1_MACS_peak_23022_lociStitched	chr8	29410365	29416030	1	5666	28582.7575	1366.398	384			C8orf75	C8orf75	0.1599	384	1
1_MACS_peak_12798_lociStitched	chr2	65256368	65261178	1	4811	28245.763	1063.01	385		SLC1A4,CEP68	CEP68	SLC1A4	0.5986	385	1
2_MACS_peak_23106_lociStitched	chr8	38792840	38801950	2	5946	28686.479	1515.904	386	PLEKHA2	HTRA4	HTRA4	NONE	NONE	386	1
1_MACS_peak_21596_lociStitched	chr7	20255260	20261789	1	6530	28562.4163	1493.8352	387	MACC1		MACC1	MACC1	0.3256	387	1
2_MACS_peak_14749_lociStitched	chr20	46386397	46397382	2	7061	29125.629	2070.6725	388	SULF2		SULF2	SULF2	0.23320000000000002	388	1
1_MACS_peak_22738_lociStitched	chr7	154793530	154796558	1	3029	27695.602	648.2948	389	LOC202781,PAXIP1		LOC202781	LOC202781	2.1826999999999996	389	1
2_MACS_peak_24297_lociStitched	chr9	94181153	94192698	2	11341	29287.356	2247.8115	390	NFIL3		NFIL3	NFIL3	0.9359000000000001	390	1
4_MACS_peak_10529_lociStitched	chr17	76137636	76152380	4	8410	29337.6112	2372.3096	391	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.5131	391	1
2_MACS_peak_4736_lociStitched	chr11	122928929	122941505	2	8799	29319.6864	2361.7728	392	HSPA8	LOC341056	HSPA8	HSPA8	1.7503	392	1
1_MACS_peak_24294_lociStitched	chr9	93952979	93957274	1	4296	27980.6365	1047.121	393			LOC100129316	NONE	NONE	393	1
1_MACS_peak_8084_lociStitched	chr15	81585017	81595853	1	10837	29348.2224	2432.682	394	IL16	STARD5	IL16	STARD5	0.5268999999999999	394	1
3_MACS_peak_6066_lociStitched	chr12	123371180	123387178	3	13917	28177.2774	1361.4298	395	VPS37B		VPS37B	VPS37B	0.8751	395	1
3_MACS_peak_4448_lociStitched	chr11	82765130	82784480	3	9856	30364.02	3566.205	396	RAB30	SNORA70E	RAB30	RAB30	0.4568	396	1
1_MACS_peak_22826_lociStitched	chr8	10822032	10825786	1	3755	27739.0568	1009.826	397	XKR6		MIR598	MIR598	NONE	397	1
1_MACS_peak_11762_lociStitched	chr19	35738101	35740778	1	2678	27217.8621	580.1059	398	LSR	USF2,HAMP,MAG,FAM187B	LSR	LSR	1.086	398	1
3_MACS_peak_20922_lociStitched	chr6	106585558	106595552	3	8063	28646.8016	2056.7652	399		PRDM1	PRDM1	PRDM1	2.9905999999999997	399	1
2_MACS_peak_24257_lociStitched	chr9	91924674	91935102	2	6372	28456.9692	1910.4096	400	CKS2,MIR3153,SECISBP2		MIR3153	MIR3153	1.1198	400	1
1_MACS_peak_15648_lociStitched	chr22	38782291	38795756	1	13466	28719.4985	2190.7555	401	LOC400927	KCNJ4	LOC400927	LOC400927	0.47919999999999996	401	1
2_MACS_peak_2350_lociStitched	chr1	235242086	235247760	2	4332	28056.2278	1646.0274	402		SNORA14B,TOMM20	SNORA14B	SNORA14B	0.4515	402	1
1_MACS_peak_12298_lociStitched	chr2	10259806	10266265	1	6460	27745.2804	1353.8064	403	RRM2	C2orf48,CYS1	RRM2	RRM2	1.4656	403	1
1_MACS_peak_13644_lociStitched	chr2	174826471	174831448	1	4978	27074.88	758.4948	404	SP3		SP3	SP3	0.3678	404	1
1_MACS_peak_2414_lociStitched	chr1	245024702	245029047	1	4346	27551.645	1248.753	405	HNRNPU	FAM36A,NCRNA00201	HNRNPU	FAM36A	1.839	405	1
1_MACS_peak_22606_lociStitched	chr7	139042786	139046227	1	3442	27493.9341	1255.965	406	LUC7L2	C7orf55	LUC7L2	C7orf55	1.4357	406	1
3_MACS_peak_19163_lociStitched	chr5	88111436	88130810	3	18756	29735.2152	3508.6314	407	MEF2C		MEF2C	MEF2C	0.3146	407	1
1_MACS_peak_12091_lociStitched	chr19	50178200	50182754	1	4555	27172.8072	967.2696	408	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	BCL2L12	1.8653	408	1
3_MACS_peak_16317_lociStitched	chr3	49054547	49067614	3	9832	28620.6501	2439.6089	409	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	NDUFAF3	1.7029	409	1
3_MACS_peak_1587_lociStitched	chr1	161122830	161137496	3	7199	29997.8364	3842.492	410	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	1.1324999999999998	410	1
3_MACS_peak_17493_lociStitched	chr3	197450401	197464896	3	7284	29448.042	3317.9055	411	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.5205	411	1
3_MACS_peak_315_lociStitched	chr1	25869684	25879329	3	7790	27973.3935	1890.42	412	LDLRAP1		LDLRAP1	LDLRAP1	0.9273	412	1
1_MACS_peak_21161_lociStitched	chr6	135190653	135195894	1	5242	27234.8565	1205.43	413			ALDH8A1	ALDH8A1	NONE	413	1
1_MACS_peak_24465_lociStitched	chr9	112678608	112683053	1	4446	26929.1435	913.4475	414	PALM2,PALM2-AKAP2		AKAP2	AKAP2	0.24040000000000003	414	1
3_MACS_peak_16832_lociStitched	chr3	125548584	125560650	3	8742	28141.5318	2145.3348	415		MIR548I1	MIR548I1	NONE	NONE	415	1
3_MACS_peak_7979_lociStitched	chr15	74906293	74924376	3	11853	29404.7663	3412.2621	416	CLK3,EDC3		CLK3	CLK3	0.8270000000000001	416	1
3_MACS_peak_20715_lociStitched	chr6	74220373	74234358	3	9681	28873.431	2894.895	417	EEF1A1	MTO1	EEF1A1	EEF1A1	1.6929	417	1
2_MACS_peak_9988_lociStitched	chr17	41436849	41447184	2	5286	27817.686	1920.243	418		ARL4D,LOC100130581	LOC100130581	LOC100130581	0.3405	418	1
2_MACS_peak_11822_lociStitched	chr19	39338856	39349042	2	7515	27486.921	1606.3322	419	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.9898	419	1
2_MACS_peak_6109_lociStitched	chr12	125398257	125412791	2	9770	27517.2222	1648.1556	420	UBC	SCARB1	UBC	UBC	1.4925	420	1
1_MACS_peak_1767_lociStitched	chr1	179850376	179853697	1	3322	27044.5635	1182.276	421	TOR1AIP1	TOR1AIP2	TOR1AIP1	TOR1AIP1	0.5231	421	1
2_MACS_peak_19835_lociStitched	chr5	173696772	173709818	2	8346	27771.0202	1985.6012	422			HMP19	HMP19	NONE	422	1
1_MACS_peak_12503_lociStitched	chr2	33699929	33705212	1	5284	26955.9792	1183.9203	423	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.3115	423	1
3_MACS_peak_15070_lociStitched	chr21	34696024	34712399	3	8125	29686.2375	3931.6375	424	IFNAR1		IFNAR1	IFNAR1	0.6054999999999999	424	1
1_MACS_peak_812_lociStitched	chr1	62900901	62904403	1	3503	26618.3518	886.3562	425	USP1		USP1	USP1	0.9754999999999999	425	1
3_MACS_peak_20348_lociStitched	chr6	31619032	31634908	3	7781	28402.164	2675.106	426	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	SNORA38	0.8575000000000002	426	1
2_MACS_peak_22514_lociStitched	chr7	128572611	128582227	2	6805	28278.7328	2570.3568	427	IRF5	KCP	IRF5	IRF5	1.2559	427	1
5_MACS_peak_7087_lociStitched	chr14	77488062	77507709	5	12995	27317.1888	1622.8422	428	C14orf4		C14orf4	C14orf4	1.3339	428	1
4_MACS_peak_15216_lociStitched	chr21	45194872	45210727	4	10909	29147.832	3473.8305	429	RRP1,CSTB	LOC284837	CSTB	CSTB	0.8625	429	1
1_MACS_peak_14660_lociStitched	chr20	40720395	40724705	1	4311	26650.454	991.731	430	PTPRT		CHD6	CHD6	NONE	430	1
4_MACS_peak_23780_lociStitched	chr8	145732598	145754760	4	9821	28513.6292	2856.6818	431	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	GPT	1.0402	431	1
1_MACS_peak_14103_lociStitched	chr2	232570606	232577707	1	7102	26362.4625	821.5857	432	PTMA	MIR1244-1	PTMA	PTMA	1.7347	432	1
2_MACS_peak_14024_lociStitched	chr2	223517468	223521982	2	4415	26402.386	862.174	433	FARSB	MOGAT1	FARSB	FARSB	0.2776	433	1
1_MACS_peak_3400_lociStitched	chr10	112255943	112264880	1	8938	27284.661	1824.9354	434	DUSP5		DUSP5	DUSP5	1.112	434	1
7_MACS_peak_21208_lociStitched	chr6	138247042	138286568	7	15603	31344.118	5917.0422	435			TNFAIP3	TNFAIP3	NONE	435	1
1_MACS_peak_24286_lociStitched	chr9	93733162	93737441	1	4280	26214.4377	829.2702	436			LOC100129316	NONE	NONE	436	1
1_MACS_peak_15198_lociStitched	chr21	44581221	44587027	1	5807	26854.4918	1479.3688	437		CRYAA	CRYAA	CRYAA	1.6643000000000001	437	1
4_MACS_peak_12174_lociStitched	chr19	56145597	56167976	4	11136	29155.3612	3793.2405	438	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	1.0977	438	1
1_MACS_peak_17116_lociStitched	chr3	156876028	156879501	1	3474	26331.2441	970.3562	439	CCNL1	LOC339894	CCNL1	CCNL1	1.1287	439	1
2_MACS_peak_11163_lociStitched	chr19	1015176	1029446	2	11096	28293.129	2938.193	440	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	C19orf6	0.8175	440	1
1_MACS_peak_15233_lociStitched	chr21	45659392	45664952	1	5561	26881.488	1574.592	441	ICOSLG	AIRE,DNMT3L	ICOSLG	ICOSLG	1.0489	441	1
1_MACS_peak_23685_lociStitched	chr8	134579101	134586038	1	6938	26791.3877	1508.1038	442	ST3GAL1		ST3GAL1	ST3GAL1	0.4163	442	1
2_MACS_peak_8810_lociStitched	chr16	30661219	30673051	2	7647	27350.8512	2109.6456	443	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.6202	443	1
1_MACS_peak_4302_lociStitched	chr11	69060972	69066946	1	5975	26730.0656	1492.9026	444	MYEOV		MYEOV	MYEOV	1.9044999999999999	444	1
2_MACS_peak_5799_lociStitched	chr12	102871256	102879237	2	7800	26904.7491	1672.8176	445	IGF1		IGF1	IGF1	0.2523	445	1
3_MACS_peak_15441_lociStitched	chr22	26974889	26992126	3	11527	28177.3239	2968.2114	446	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	0.8704	446	1
2_MACS_peak_24605_lociStitched	chr9	127622634	127635769	2	8374	27230.1685	2080.584	447	ARPC5L,RPL35	WDR38	ARPC5L	ARPC5L	0.8914	447	1
1_MACS_peak_16760_lociStitched	chr3	119811656	119815640	1	3985	26192.0112	1079.664	448	GSK3B		GSK3B	GSK3B	0.05520000000000001	448	1
1_MACS_peak_1377_lociStitched	chr1	151042008	151044508	1	2501	25824.75	768	449	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	1.8639999999999999	449	1
5_MACS_peak_24733_lociStitched	chr9	134127217	134152225	5	12973	29076.8016	4086.3072	450	FAM78A	PPAPDC3	FAM78A	FAM78A	0.7581	450	1
2_MACS_peak_17552_lociStitched	chr4	4029917	4037296	2	5797	26294.3286	1440.3808	451			LOC348926	LOC348926	NONE	451	1
1_MACS_peak_23008_lociStitched	chr8	28346767	28353187	1	6421	26039.52	1192.836	452	FZD3,FBXO16	MIR4288	FZD3	FZD3	0.29190000000000005	452	1
3_MACS_peak_19801_lociStitched	chr5	171601117	171616132	3	11226	27492.465	2663.661	453	STK10	EFCAB9	STK10	STK10	0.1629	453	1
1_MACS_peak_1994_lociStitched	chr1	205252213	205258621	1	6409	26951.4072	2136.4272	454		NUAK2	NUAK2	NUAK2	0.14520000000000002	454	1
3_MACS_peak_4171_lociStitched	chr11	65236262	65246201	3	5779	26559.9897	1756.2213	455		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	8.9742	455	1
1_MACS_peak_21110_lociStitched	chr6	130004123	130010548	1	6426	26009.685	1377.52	456	ARHGAP18		ARHGAP18	ARHGAP18	0.1891	456	1
5_MACS_peak_20360_lociStitched	chr6	31783208	31805286	5	14463	28198.0216	3576.636	457	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	1.2559	457	1
1_MACS_peak_18351_lociStitched	chr4	144273200	144281964	1	8765	26174.5624	1565.2504	458	GAB1		GAB1	GAB1	0.226	458	1
1_MACS_peak_13339_lociStitched	chr2	122286991	122291431	1	4441	25397.244	809.856	459	RNU4ATAC,CLASP1		RNU4ATAC	RNU4ATAC	2.4216	459	1
1_MACS_peak_17376_lociStitched	chr3	186500061	186505364	1	5304	26064.7753	1536.8094	460	EIF4A2,SNORD2,SNORA81,MIR1248,SNORA63	SNORA4,RFC4	SNORD2	SNORD2	2.4307	460	1
2_MACS_peak_4641_lociStitched	chr11	115126238	115136432	2	5707	26049.7476	1562.7402	461	CADM1		CADM1	CADM1	0.2724	461	1
6_MACS_peak_20190_lociStitched	chr6	25366272	25389739	6	14072	28838.5963	4353.1285	462	LRRC16A		LRRC16A	LRRC16A	0.31070000000000003	462	1
1_MACS_peak_10965_lociStitched	chr18	48677628	48681712	1	4085	25282.002	798.422	463		MEX3C	MEX3C	MEX3C	0.33430000000000004	463	1
1_MACS_peak_1343_lociStitched	chr1	149855648	149861026	1	5379	26662.5106	2208.2068	464	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2BE	HIST2H2BE	1.9897999999999998	464	1
3_MACS_peak_10387_lociStitched	chr17	70582640	70601708	3	12653	28178.6904	3733.5144	465	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.13140000000000002	465	1
3_MACS_peak_21455_lociStitched	chr7	2593952	2607427	3	5826	26145.5425	1708.63	466	IQCE,C7orf27	LFNG	IQCE	IQCE	0.3587	466	1
1_MACS_peak_10688_lociStitched	chr18	3245588	3249375	1	3788	25338.817	903.9569	467	MYL12A	MYL12B,MYOM1	MYL12A	MYL12A	1.3256000000000001	467	1
1_MACS_peak_12797_lociStitched	chr2	65214799	65220811	1	6013	25440.3792	1022.04	468	SLC1A4		SLC1A4	SLC1A4	0.5986	468	1
1_MACS_peak_23684_lociStitched	chr8	134508252	134515306	1	7055	26063.8246	1648.5198	469	ST3GAL1		ST3GAL1	ST3GAL1	0.4163	469	1
1_MACS_peak_19523_lociStitched	chr5	139046982	139051928	1	4947	25361.1096	952.105	470	CXXC5		CXXC5	CXXC5	0.6139	470	1
2_MACS_peak_7976_lociStitched	chr15	74831595	74846091	2	9544	26806.0032	2449.824	471	ARID3B		ARID3B	ARID3B	0.39169999999999994	471	1
1_MACS_peak_24397_lociStitched	chr9	101982918	101986225	1	3308	25087.2327	731.8391	472	SEC61B,ALG2		SEC61B	SEC61B	1.3753	472	1
1_MACS_peak_19486_lociStitched	chr5	137088429	137091545	1	3117	24953.2396	602.946	473	HNRNPA0	NPY6R,KLHL3	HNRNPA0	HNRNPA0	1.8885	473	1
6_MACS_peak_4123_lociStitched	chr11	63992617	64019859	6	12849	28775.7246	4437.7218	474	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	C11orf20	1.2384	474	1
