#13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_ROSE/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam
#Using cutoff of 19648.3232 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isStretch
4_MACS_peak_20115_lociStitched	chr6	15244774	15257566	4	7711	9568.416	2192.5488	528	1
2_MACS_peak_20261_lociStitched	chr6	27774715	27784188	2	7705	14828.0869	1849.1296	529	1
1_MACS_peak_18627_lociStitched	chr5	217256	224958	1	7703	16473.0376	1196.1206	530	1
3_MACS_peak_9903_lociStitched	chr17	38251585	38261048	3	7702	12956.7396	1783.7755	531	1
3_MACS_peak_15698_lociStitched	chr22	39860723	39869892	3	7700	13810.3478	1488.1287	532	1
1_MACS_peak_17142_lociStitched	chr3	160116055	160123751	1	7697	35511.6528	2023.2784	533	1
4_MACS_peak_23477_lociStitched	chr8	103815942	103827268	4	7687	17525.8524	1068.0418	534	1
3_MACS_peak_12781_lociStitched	chr2	64862785	64873109	3	7684	20315.5672	1771.5984	535	1
1_MACS_peak_20388_lociStitched	chr6	32935066	32942746	1	7681	63032.064	1837.056	536	1
3_MACS_peak_699_lociStitched	chr1	46790065	46807194	3	7681	22050.1617	2555.6468	537	1
3_MACS_peak_4686_lociStitched	chr11	118888017	118901946	3	7679	21314.1558	2397.1809	538	1
2_MACS_peak_22699_lociStitched	chr7	150100828	150113628	2	7668	48021.76	3368.96	539	1
2_MACS_peak_11243_lociStitched	chr19	2618285	2628885	2	7665	60550.38	2812.18	540	1
4_MACS_peak_22504_lociStitched	chr7	128162898	128178150	4	7665	25260.3624	3065.652	541	1
2_MACS_peak_8810_lociStitched	chr16	30661219	30673051	2	7647	27350.8512	2109.6456	542	1
3_MACS_peak_14433_lociStitched	chr20	23329731	23344219	3	7647	26688.3448	2442.6768	543	1
1_MACS_peak_19874_lociStitched	chr5	176852235	176859876	1	7642	17631.6075	1664.2098	544	1
3_MACS_peak_23980_lociStitched	chr9	33152532	33168088	3	7640	12617.4716	2303.8436	545	1
1_MACS_peak_16067_lociStitched	chr3	23846992	23854627	1	7636	13395.6075	1176.5535	546	1
2_MACS_peak_6833_lociStitched	chr14	50465589	50476689	2	7632	35019.39	1074.48	547	1
1_MACS_peak_17052_lociStitched	chr3	150315542	150323172	1	7631	19160.456	1726.669	548	1
3_MACS_peak_23108_lociStitched	chr8	38812411	38823505	3	7621	17372.0946	1721.7888	549	1
3_MACS_peak_20074_lociStitched	chr6	11722272	11733320	3	7616	14784.4336	1869.3216	550	1
2_MACS_peak_13515_lociStitched	chr2	157188346	157200666	2	7614	34107.92	1641.024	551	1
2_MACS_peak_1455_lociStitched	chr1	154971066	154979376	2	7605	20027.1	1832.355	552	1
3_MACS_peak_2441_lociStitched	chr1	249112476	249121794	3	7601	22849.5996	2794.4682	553	1
3_MACS_peak_8458_lociStitched	chr16	4554556	4568776	3	7600	16891.938	2386.116	554	1
1_MACS_peak_22132_lociStitched	chr7	90337512	90345100	1	7589	9331.7224	1313.4828	555	1
4_MACS_peak_21756_lociStitched	chr7	37375295	37390281	4	7586	12672.1616	2468.1942	556	1
4_MACS_peak_7650_lociStitched	chr15	45016294	45029122	4	7580	14561.0628	1874.1708	557	1
1_MACS_peak_2731_lociStitched	chr10	30989283	30996853	1	7571	49013.479	1500.374	558	1
3_MACS_peak_12807_lociStitched	chr2	65609340	65622594	3	7567	12611.181	2057.0208	559	1
2_MACS_peak_22353_lociStitched	chr7	106504209	106513430	2	7563	19363.1779	2508.112	560	1
3_MACS_peak_4716_lociStitched	chr11	120368161	120382557	3	7551	20764.7904	1872.9196	561	1
4_MACS_peak_12442_lociStitched	chr2	27375077	27389077	4	7549	11530.4	2438.8	562	1
4_MACS_peak_12365_lociStitched	chr2	20615907	20630445	4	7549	16522.437	2231.583	563	1
4_MACS_peak_308_lociStitched	chr1	25557963	25574911	4	7543	18088.6004	2833.7056	564	1
2_MACS_peak_4096_lociStitched	chr11	62597895	62610407	2	7535	31033.5136	2513.6608	565	1
2_MACS_peak_10585_lociStitched	chr17	78873603	78886948	2	7533	43180.4165	1702.822	566	1
2_MACS_peak_5724_lociStitched	chr12	94541177	94552892	2	7532	13831.9005	1979.835	567	1
2_MACS_peak_11822_lociStitched	chr19	39338856	39349042	2	7515	27486.921	1606.3322	568	1
4_MACS_peak_24536_lociStitched	chr9	117660336	117672752	4	7513	5954.7136	2306.8928	569	1
4_MACS_peak_9619_lociStitched	chr17	19206097	19221367	4	7509	19203.552	2437.092	570	1
2_MACS_peak_12649_lociStitched	chr2	47526797	47539574	2	7505	43462.2432	2488.9596	571	1
2_MACS_peak_10135_lociStitched	chr17	48225301	48234026	2	7504	9918.58	1435.2625	572	1
4_MACS_peak_8307_lociStitched	chr15	101675453	101692294	4	7504	12415.1852	2861.2859	573	1
2_MACS_peak_19294_lociStitched	chr5	112256393	112266698	2	7501	22820.4225	1862.1135	574	1
4_MACS_peak_24508_lociStitched	chr9	116162809	116179327	4	7498	22297.6482	2674.2642	575	1
3_MACS_peak_18580_lociStitched	chr4	186225428	186233358	3	7485	15934.542	1605.032	576	1
2_MACS_peak_24521_lociStitched	chr9	117127956	117136859	2	7468	21032.4472	1695.1312	577	1
2_MACS_peak_3398_lociStitched	chr10	112216476	112225765	2	7468	47764.9669	1885.667	578	1
3_MACS_peak_8346_lociStitched	chr16	685244	700413	3	7468	19223.6737	1994.7235	579	1
1_MACS_peak_4346_lociStitched	chr11	72862098	72869561	1	7464	55150.0774	1973.2172	580	1
1_MACS_peak_7927_lociStitched	chr15	70386725	70394187	1	7463	17790.9004	1395.394	581	1
5_MACS_peak_4177_lociStitched	chr11	65306811	65326691	5	7457	10870.384	2886.576	582	1
2_MACS_peak_20624_lociStitched	chr6	52527972	52536626	2	7452	13234.5622	1783.5894	583	1
2_MACS_peak_25221_lociStitched	chrX	58149867	58159685	2	7437	17949.2676	852.2024	584	1
3_MACS_peak_17250_lociStitched	chr3	178230515	178240939	3	7429	23653.0984	2366.248	585	1
3_MACS_peak_18559_lociStitched	chr4	185369164	185381278	3	7428	18770.643	1978.2162	586	1
2_MACS_peak_15154_lociStitched	chr21	41296031	41309042	2	7426	40119.4185	3185.0928	587	1
4_MACS_peak_23776_lociStitched	chr8	145687010	145705111	4	7421	7439.511	2291.5866	588	1
4_MACS_peak_14505_lociStitched	chr20	31255092	31270109	4	7416	19673.7717	2335.1435	589	1
3_MACS_peak_15449_lociStitched	chr22	27053549	27071060	3	7409	18561.66	2906.826	590	1
2_MACS_peak_16883_lociStitched	chr3	128994587	129002891	2	7408	17322.144	1385.9376	591	1
4_MACS_peak_3658_lociStitched	chr11	6623649	6641142	4	7399	13067.271	2937.0747	592	1
2_MACS_peak_19412_lociStitched	chr5	130709252	130718712	2	7395	12886.412	1439.812	593	1
3_MACS_peak_25645_lociStitched	chrX	153596939	153608857	3	7394	10583.184	934.3712	594	1
2_MACS_peak_7382_lociStitched	chr15	23660125	23669370	2	7379	38798.4915	2413.8695	595	1
3_MACS_peak_4889_lociStitched	chr12	4251342	4263579	3	7371	13133.9721	1946.9067	596	1
3_MACS_peak_290_lociStitched	chr1	24710326	24720296	3	7354	10761.618	2050.829	597	1
1_MACS_peak_14635_lociStitched	chr20	37498387	37505730	1	7344	71382.7716	1982.61	598	1
4_MACS_peak_6692_lociStitched	chr14	23024185	23039552	4	7344	15792.6659	1343.0758	599	1
2_MACS_peak_17244_lociStitched	chr3	177068582	177079235	2	7337	24343.1703	2943.4239	600	1
4_MACS_peak_20057_lociStitched	chr6	10403677	10427396	4	7329	15725.697	2677.8751	601	1
2_MACS_peak_9968_lociStitched	chr17	40827069	40834818	2	7326	16059.0276	1400.2443	602	1
3_MACS_peak_12097_lociStitched	chr19	50369429	50382083	3	7316	36749.7468	2561.1696	603	1
2_MACS_peak_11269_lociStitched	chr19	3983343	3990769	2	7312	17107.2762	1875.065	604	1
4_MACS_peak_8313_lociStitched	chr15	101790190	101806677	4	7300	13611.6672	2370.8306	605	1
3_MACS_peak_17568_lociStitched	chr4	5705400	5715496	3	7299	16407.0096	1673.9168	606	1
1_MACS_peak_5462_lociStitched	chr12	57076408	57083701	1	7294	33465.3891	1319.3037	607	1
2_MACS_peak_7314_lociStitched	chr14	105947029	105958476	2	7286	17812.6767	1337.0096	608	1
3_MACS_peak_17493_lociStitched	chr3	197450401	197464896	3	7284	29448.042	3317.9055	609	1
1_MACS_peak_11659_lociStitched	chr19	19173451	19180733	1	7283	8966.3266	1152.7406	610	1
2_MACS_peak_4709_lociStitched	chr11	119592028	119600744	2	7279	9174.4616	1303.042	611	1
1_MACS_peak_16939_lociStitched	chr3	133290678	133297952	1	7275	23839.8076	1778.493	612	1
3_MACS_peak_18105_lociStitched	chr4	100766228	100783588	3	7264	12141.584	2732.464	613	1
1_MACS_peak_13811_lociStitched	chr2	198169137	198176385	1	7249	8782.4016	1434.3792	614	1
3_MACS_peak_1176_lociStitched	chr1	117101507	117114416	3	7249	7744.1091	1129.5375	615	1
3_MACS_peak_14144_lociStitched	chr2	235390994	235405965	3	7241	7760.9664	1360.8639	616	1
3_MACS_peak_24282_lociStitched	chr9	93671093	93688228	3	7229	30241.5615	2804.9995	617	1
3_MACS_peak_5393_lociStitched	chr12	53763941	53776470	3	7228	19482.595	2345.4288	618	1
1_MACS_peak_9862_lociStitched	chr17	36856326	36863551	1	7226	40017.1075	1349.63	619	1
3_MACS_peak_16877_lociStitched	chr3	128900645	128915505	3	7221	23924.6	2086.344	620	1
4_MACS_peak_14730_lociStitched	chr20	45172976	45191521	4	7221	18118.465	2889.311	621	1
3_MACS_peak_1419_lociStitched	chr1	153929516	153941295	3	7213	21953.7002	2903.5235	622	1
2_MACS_peak_15444_lociStitched	chr22	27005088	27014922	2	7211	23272.161	1647.195	623	1
3_MACS_peak_18129_lociStitched	chr4	103532892	103542681	3	7209	17268.7749	2031.2175	624	1
2_MACS_peak_17785_lociStitched	chr4	40622639	40634110	2	7208	14900.829	1825.0361	625	1
2_MACS_peak_1131_lociStitched	chr1	112134897	112147936	2	7208	10980.1419	1139.6086	626	1
2_MACS_peak_9322_lociStitched	chr17	977465	985341	2	7203	22977.4424	1244.408	627	1
4_MACS_peak_5291_lociStitched	chr12	48284814	48299183	4	7200	9765.1724	2474.3418	628	1
3_MACS_peak_1587_lociStitched	chr1	161122830	161137496	3	7199	29997.8364	3842.492	629	1
1_MACS_peak_20920_lociStitched	chr6	106439421	106446617	1	7197	23505.734	1309.672	630	1
4_MACS_peak_10092_lociStitched	chr17	46528211	46537563	4	7197	10620.1312	1914.3544	631	1
1_MACS_peak_15994_lociStitched	chr3	14161119	14168313	1	7195	30530.6166	1502.8266	632	1
3_MACS_peak_351_lociStitched	chr1	27061634	27072418	3	7187	10684.7872	1706.0288	633	1
3_MACS_peak_20974_lociStitched	chr6	109216488	109228247	3	7174	12539.7976	2138.9621	634	1
3_MACS_peak_8960_lociStitched	chr16	57569213	57579202	3	7171	9097.9812	1737.0871	635	1
2_MACS_peak_11963_lociStitched	chr19	45541558	45553786	2	7166	12404.0832	1890.4488	636	1
2_MACS_peak_22594_lociStitched	chr7	137664958	137673650	2	7160	10421.708	2307.726	637	1
2_MACS_peak_14182_lociStitched	chr2	239167550	239176338	2	7157	6991.7328	684.5852	638	1
1_MACS_peak_12636_lociStitched	chr2	47166693	47173848	1	7156	16778.475	1167.696	639	1
2_MACS_peak_22451_lociStitched	chr7	121944516	121951659	2	7144	20376.8361	1610.7465	640	1
4_MACS_peak_22712_lociStitched	chr7	150776454	150785638	4	7144	17442.2528	1703.632	641	1
2_MACS_peak_20571_lociStitched	chr6	44223195	44233713	2	7142	15432.0096	1822.7694	642	1
2_MACS_peak_2043_lociStitched	chr1	207995206	208006131	2	7136	18969.0775	2703.9375	643	1
1_MACS_peak_21902_lociStitched	chr7	55598839	55605960	1	7122	71808.164	1852.8842	644	1
1_MACS_peak_14103_lociStitched	chr2	232570606	232577707	1	7102	26362.4625	821.5857	645	1
2_MACS_peak_13509_lociStitched	chr2	153914743	153927583	2	7089	13399.824	2100.624	646	1
2_MACS_peak_2290_lociStitched	chr1	230238506	230247156	2	7081	22467.51	2291.385	647	1
3_MACS_peak_8003_lociStitched	chr15	75353188	75362922	3	7080	13990.6782	1815.391	648	1
2_MACS_peak_2217_lociStitched	chr1	226062609	226071485	2	7079	20038.4576	2504.8072	649	1
2_MACS_peak_138_lociStitched	chr1	11623281	11631860	2	7076	10110.3515	1408.6718	650	1
2_MACS_peak_18044_lociStitched	chr4	87855075	87862228	2	7075	13333.192	1330.458	651	1
3_MACS_peak_4086_lociStitched	chr11	62472543	62482499	3	7075	16102.8344	1763.2076	652	1
2_MACS_peak_14749_lociStitched	chr20	46386397	46397382	2	7061	29125.629	2070.6725	653	1
3_MACS_peak_4271_lociStitched	chr11	67647287	67659715	3	7061	32647.1132	1892.7844	654	1
1_MACS_peak_23684_lociStitched	chr8	134508252	134515306	1	7055	26063.8246	1648.5198	655	1
2_MACS_peak_210_lociStitched	chr1	17221404	17233111	2	7044	121244.7162	3981.5507	656	1
4_MACS_peak_10203_lociStitched	chr17	55553531	55565358	4	7036	8335.6696	1900.5989	657	1
3_MACS_peak_10511_lociStitched	chr17	75315033	75329651	3	7035	17246.3164	2499.678	658	1
1_MACS_peak_9886_lociStitched	chr17	37909411	37916443	1	7033	52254.0888	1732.6848	659	1
3_MACS_peak_11214_lociStitched	chr19	2049251	2062858	3	7033	19600.8835	2537.7055	660	1
2_MACS_peak_12721_lociStitched	chr2	60776258	60783434	2	7032	7418.5488	960.1488	661	1
2_MACS_peak_20322_lociStitched	chr6	30684026	30691213	2	7032	24068.5443	1743.5662	662	1
3_MACS_peak_12980_lociStitched	chr2	86080575	86090768	3	7027	9257.2826	1532.0079	663	1
2_MACS_peak_22777_lociStitched	chr8	1991089	2000453	2	7022	39499.2248	1889.6552	664	1
3_MACS_peak_15915_lociStitched	chr3	5018593	5029300	3	7018	16780.0104	1613.5449	665	1
4_MACS_peak_25512_lociStitched	chrX	129298910	129310973	4	7017	7339.1292	974.6904	666	1
2_MACS_peak_10429_lociStitched	chr17	73284044	73294839	2	7016	14246.1615	1818.9575	667	1
4_MACS_peak_22003_lociStitched	chr7	73256281	73270855	4	7008	12844.0662	2321.6382	668	1
2_MACS_peak_14056_lociStitched	chr2	227769673	227782228	2	7001	10573.821	1689.903	669	1
3_MACS_peak_5448_lociStitched	chr12	56726566	56734233	3	6995	21527.4026	1498.1318	670	1
2_MACS_peak_13637_lociStitched	chr2	173419628	173427801	2	6992	11483.8823	1299.507	671	1
2_MACS_peak_13767_lociStitched	chr2	192532467	192545440	2	6991	20624.4754	2176.8694	672	1
2_MACS_peak_13430_lociStitched	chr2	135162982	135170424	2	6982	13673.1866	1576.9598	673	1
2_MACS_peak_16273_lociStitched	chr3	46578350	46589450	2	6971	75804.12	1941.39	674	1
2_MACS_peak_12535_lociStitched	chr2	37872055	37884109	2	6966	10326.6618	1808.1	675	1
2_MACS_peak_9455_lociStitched	chr17	6914974	6926133	2	6964	47133.3842	1934.9706	676	1
4_MACS_peak_12277_lociStitched	chr2	8817784	8826379	4	6957	6105.888	1531.629	677	1
2_MACS_peak_15044_lociStitched	chr21	32924734	32932870	2	6953	15694.344	2003.0832	678	1
2_MACS_peak_19675_lociStitched	chr5	151128242	151138939	2	6951	14657.0294	1761.7959	679	1
1_MACS_peak_15655_lociStitched	chr22	39146259	39153207	1	6949	25447.7448	1331.9316	680	1
2_MACS_peak_25629_lociStitched	chrX	153189435	153200749	2	6948	21972.9194	1001.289	681	1
1_MACS_peak_23685_lociStitched	chr8	134579101	134586038	1	6938	26791.3877	1508.1038	682	1
1_MACS_peak_5626_lociStitched	chr12	77453578	77460511	1	6934	13474.9788	1417.1052	683	1
3_MACS_peak_4713_lociStitched	chr11	120203650	120216698	3	6927	12720.4952	2390.3936	684	1
2_MACS_peak_19917_lociStitched	chr5	180610623	180619947	2	6919	7900.2252	1660.6044	685	1
2_MACS_peak_1431_lociStitched	chr1	154296943	154308046	2	6916	34645.8012	2805.7281	686	1
1_MACS_peak_1229_lociStitched	chr1	143461745	143468659	1	6915	26279.4226	3672.0254	687	1
2_MACS_peak_5580_lociStitched	chr12	69200211	69207384	2	6909	23624.9928	1111.815	688	1
3_MACS_peak_13066_lociStitched	chr2	96899357	96912625	3	6909	10256.164	1942.4352	689	1
2_MACS_peak_21453_lociStitched	chr7	2438751	2447532	2	6907	23110.7139	1488.3795	690	1
3_MACS_peak_1269_lociStitched	chr1	145501509	145517511	3	6906	26537.7168	4147.7184	691	1
4_MACS_peak_16357_lociStitched	chr3	50382775	50403600	4	6906	13629.9625	3111.255	692	1
1_MACS_peak_241_lociStitched	chr1	21615704	21622605	1	6902	29376.1768	1592.0607	693	1
1_MACS_peak_21662_lociStitched	chr7	26002656	26009555	1	6900	47836.2862	1805.4683	694	1
3_MACS_peak_330_lociStitched	chr1	26436860	26453830	3	6886	12905.685	2224.767	695	1
4_MACS_peak_25310_lociStitched	chrX	75362704	75372074	4	6883	24061.223	973.543	696	1
1_MACS_peak_20925_lociStitched	chr6	106610212	106617092	1	6881	40554.16	1626.432	697	1
3_MACS_peak_3562_lociStitched	chr10	135201271	135215428	3	6881	19695.2184	2164.6053	698	1
2_MACS_peak_10363_lociStitched	chr17	66452315	66459327	2	6880	13408.3464	1276.8852	699	1
2_MACS_peak_20157_lociStitched	chr6	20400768	20411069	2	6877	17310.8305	1624.4677	700	1
2_MACS_peak_21660_lociStitched	chr7	25979879	25992173	2	6872	22831.1874	1948.599	701	1
1_MACS_peak_13524_lociStitched	chr2	158295140	158302005	1	6866	28811.7185	1547.371	702	1
3_MACS_peak_14521_lociStitched	chr20	32250629	32263165	3	6859	12284.0264	2281.552	703	1
2_MACS_peak_17753_lociStitched	chr4	38664343	38673190	2	6855	15016.8978	1323.5112	704	1
3_MACS_peak_24557_lociStitched	chr9	123653656	123667496	3	6855	16985.832	2341.728	705	1
1_MACS_peak_12792_lociStitched	chr2	65140089	65146934	1	6846	22466.659	1724.94	706	1
2_MACS_peak_8943_lociStitched	chr16	56943577	56952609	2	6841	58414.46	1814.5288	707	1
3_MACS_peak_14011_lociStitched	chr2	220109399	220120360	3	6831	12698.3185	2036.5538	708	1
2_MACS_peak_25648_lociStitched	chrX	153616219	153628591	2	6829	19472.2908	1217.4048	709	1
3_MACS_peak_5167_lociStitched	chr12	31243875	31254665	3	6817	15530.047	1478.23	710	1
3_MACS_peak_20793_lociStitched	chr6	86378912	86396061	3	6817	11616.7326	2632.3715	711	1
3_MACS_peak_11774_lociStitched	chr19	36230781	36240217	3	6816	13431.2024	1675.8336	712	1
1_MACS_peak_8016_lociStitched	chr15	75742303	75749117	1	6815	19383.1044	1426.8516	713	1
2_MACS_peak_9643_lociStitched	chr17	20937010	20947957	2	6815	20524.5303	1822.6755	714	1
3_MACS_peak_20017_lociStitched	chr6	6799135	6812447	3	6815	12084.6336	2281.6768	715	1
3_MACS_peak_17622_lociStitched	chr4	10095519	10107118	3	6812	20226.3362	2019.3859	716	1
4_MACS_peak_12483_lociStitched	chr2	31430922	31443231	4	6806	7272.1572	1640.7897	717	1
2_MACS_peak_22514_lociStitched	chr7	128572611	128582227	2	6805	28278.7328	2570.3568	718	1
1_MACS_peak_1572_lociStitched	chr1	160676713	160683515	1	6803	15233.079	2313.3602	719	1
1_MACS_peak_7036_lociStitched	chr14	72982884	72989685	1	6802	16502.6265	786.1956	720	1
2_MACS_peak_15653_lociStitched	chr22	39095581	39103813	2	6797	35484.036	1709.7864	721	1
3_MACS_peak_17001_lociStitched	chr3	141205483	141218943	3	6793	14454.694	2250.512	722	1
2_MACS_peak_14825_lociStitched	chr20	52345565	52358122	2	6780	10880.6405	1978.9832	723	1
