REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_23785_lociStitched	chr8	146010630	146030932	4	8807	14838.7318	2897.0954	357	ZNF517,ZNF34,RPL8	ZNF7,ZNF251,COMMD5	RPL8	357	1
1_MACS_peak_17238_lociStitched	chr3	176912079	176920879	1	8801	26589.2	2368.96	358	TBL1XR1		TBL1XR1	358	1
2_MACS_peak_4736_lociStitched	chr11	122928929	122941505	2	8799	29319.6864	2361.7728	359	HSPA8	LOC341056	HSPA8	359	1
1_MACS_peak_8208_lociStitched	chr15	90637765	90646555	1	8791	34096.41	1777.338	360	IDH2		IDH2	360	1
4_MACS_peak_13241_lociStitched	chr2	112231711	112242496	4	8789	12673.4535	1611.279	361	LOC541471		LOC541471	361	1
2_MACS_peak_9280_lociStitched	chr16	89033538	89046089	2	8780	30679.6644	1025.4167	362	CBFA2T3	CBFA2T3	CBFA2T3	362	1
1_MACS_peak_18351_lociStitched	chr4	144273200	144281964	1	8765	26174.5624	1565.2504	363	GAB1		GAB1	363	1
3_MACS_peak_13984_lociStitched	chr2	219148534	219160751	3	8760	18077.4949	2313.8998	364	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	364	1
3_MACS_peak_16832_lociStitched	chr3	125548584	125560650	3	8742	28141.5318	2145.3348	365		MIR548I1	MIR548I1	365	1
1_MACS_peak_19549_lociStitched	chr5	140886049	140894783	1	8735	10032.7458	1440.2366	366	PCDHGB3,PCDHGB1,PCDHGA2,PCDHGA3,PCDHGA1,PCDHGB4,PCDHGB2,PCDHGA7,PCDHGA5,PCDHGA4,PCDHGA6,PCDHGA8,PCDHGB5,PCDHGA11,PCDHGA12,PCDHGA9,PCDHGC5,PCDHGA10,PCDHGC3,PCDHGB6,PCDHGC4,PCDHGB7,DIAPH1	PCDHGC4,PCDHGC5	PCDHGC5	366	1
4_MACS_peak_14478_lociStitched	chr20	30146937	30162157	4	8734	15419.382	2899.41	367	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	367	1
2_MACS_peak_16249_lociStitched	chr3	46245943	46257076	2	8729	39174.8004	2185.4079	368	CCR1	CCR3	CCR1	368	1
3_MACS_peak_14821_lociStitched	chr20	52268005	52278606	3	8724	14880.6237	1543.5056	369			ZNF217	369	1
2_MACS_peak_6247_lociStitched	chr13	30943819	30957734	2	8709	13948.396	1474.99	370	LOC100188949		LOC100188949	370	1
2_MACS_peak_17908_lociStitched	chr4	71542207	71555201	2	8702	25238.2462	2195.986	371	UTP3	ENAM,RUFY3,IGJ	UTP3	371	1
3_MACS_peak_20263_lociStitched	chr6	27791197	27807989	3	8700	30932.5432	2797.5472	372	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	372	1
4_MACS_peak_8202_lociStitched	chr15	90573950	90591503	4	8697	17489.8092	2638.2159	373	ZNF710		ZNF710	373	1
3_MACS_peak_9685_lociStitched	chr17	27219464	27230932	3	8688	23168.8004	2159.4244	374	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	374	1
3_MACS_peak_8793_lociStitched	chr16	30379283	30394752	3	8682	18055.4168	2657.5742	375	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	375	1
5_MACS_peak_21688_lociStitched	chr7	29706412	29726090	5	8677	13552.2386	2573.8824	376	DPY19L2P3,LOC646762,LOC100271874		LOC646762	376	1
4_MACS_peak_14834_lociStitched	chr20	52546035	52566646	4	8677	13444.5553	3524.481	377	BCAS1		SUMO1P1	377	1
3_MACS_peak_11655_lociStitched	chr19	19050213	19061473	3	8676	21779.092	1890.554	378	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	378	1
1_MACS_peak_3891_lociStitched	chr11	35159853	35168519	1	8667	21937.1124	2147.4348	379	CD44		CD44	379	1
4_MACS_peak_6942_lociStitched	chr14	63937244	63951898	4	8666	9064.9644	1107.8424	380	PPP2R5E		PPP2R5E	380	1
4_MACS_peak_5497_lociStitched	chr12	58135053	58150785	4	8665	14951.6928	2663.4276	381	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	381	1
3_MACS_peak_7488_lociStitched	chr15	34619535	34635775	3	8647	15796.648	2505.832	382	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	382	1
2_MACS_peak_15583_lociStitched	chr22	36772555	36785162	2	8634	25364.0233	2117.976	383	MYH9		MYH9	383	1
4_MACS_peak_5041_lociStitched	chr12	13242439	13255796	4	8633	16451.8169	2346.8249	384	GSG1	KIAA1467	GSG1	384	1
2_MACS_peak_17473_lociStitched	chr3	196357891	196371241	2	8629	34835.49	3066.495	385	LRRC33		LRRC33	385	1
2_MACS_peak_20320_lociStitched	chr6	30649179	30659438	2	8618	19033.5227	1586.0414	386	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	386	1
2_MACS_peak_20225_lociStitched	chr6	26358037	26367294	2	8610	36205.9784	1788.4524	387	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	387	1
2_MACS_peak_3327_lociStitched	chr10	104401144	104413157	2	8610	24345.5458	1810.3591	388	TRIM8		TRIM8	388	1
2_MACS_peak_20078_lociStitched	chr6	11827924	11836630	2	8593	55808.9424	1907.4846	389		C6orf105	C6orf105	389	1
1_MACS_peak_1888_lociStitched	chr1	197740121	197748710	1	8590	26068.4739	2410.0734	390	DENND1B		DENND1B	390	1
2_MACS_peak_22272_lociStitched	chr7	101921669	101935854	2	8585	24435.081	2258.252	391	CUX1,SH2B2	MIR4285	SH2B2	391	1
1_MACS_peak_4038_lociStitched	chr11	60604752	60613311	1	8560	19443.4803	1742.6124	392	CCDC86	ZP1,GPR44	CCDC86	392	1
2_MACS_peak_24659_lociStitched	chr9	130731764	130744446	2	8551	25465.456	2058.2886	393	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	393	1
5_MACS_peak_1467_lociStitched	chr1	155210149	155233082	5	8548	16720.4503	5015.4471	394	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	394	1
4_MACS_peak_4418_lociStitched	chr11	78127282	78139741	4	8547	13603.9821	2019.6039	395	GAB2		GAB2	395	1
1_MACS_peak_13972_lociStitched	chr2	217080385	217088929	1	8545	29438.352	1903.6032	396			XRCC5	396	1
1_MACS_peak_17899_lociStitched	chr4	69434653	69443196	1	8544	22670.5591	1494.1707	397		UGT2B15,UGT2B17	UGT2B17	397	1
2_MACS_peak_23406_lociStitched	chr8	95953266	95962938	2	8532	10193.3208	849.2016	398	TP53INP1	CCNE2	TP53INP1	398	1
3_MACS_peak_15877_lociStitched	chr22	50906951	50921057	3	8525	16212.0258	1846.4754	399	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	399	1
3_MACS_peak_20398_lociStitched	chr6	33279593	33292534	3	8515	20048.1972	2211.6169	400	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	400	1
4_MACS_peak_24746_lociStitched	chr9	134595137	134615306	4	8515	18329.5872	2710.7136	401	RAPGEF1	RAPGEF1	RAPGEF1	401	1
3_MACS_peak_24318_lociStitched	chr9	95514494	95529051	3	8508	16928.3353	2559.1206	402	BICD2	ANKRD19	BICD2	402	1
2_MACS_peak_17818_lociStitched	chr4	48194822	48206514	2	8502	20921.6648	1917.488	403	TEC		TXK	403	1
5_MACS_peak_20331_lociStitched	chr6	31147843	31172912	5	8496	20140.4346	3462.0289	404	HCG27	TCF19,PSORS1C2,CCHCR1,POU5F1,PSORS1C3	HCG27	404	1
1_MACS_peak_9895_lociStitched	chr17	38016513	38025005	1	8493	30501.5656	1786.7168	405	ZPBP2,IKZF3	GSDMB	IKZF3	405	1
1_MACS_peak_21854_lociStitched	chr7	47514089	47522571	1	8483	19493.3324	1831.2638	406	TNS3		TNS3	406	1
1_MACS_peak_262_lociStitched	chr1	23850389	23858871	1	8483	43415.117	1893.1824	407	E2F2	ASAP3,ID3	E2F2	407	1
2_MACS_peak_15062_lociStitched	chr21	34600923	34612755	2	8483	19541.7312	2806.5504	408	IFNAR2	IL10RB	IFNAR2	408	1
2_MACS_peak_10005_lociStitched	chr17	42287130	42299704	2	8482	20901.7602	1801.8542	409	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	409	1
4_MACS_peak_4140_lociStitched	chr11	64611230	64634270	4	8482	21846.528	3303.936	410	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	410	1
6_MACS_peak_8334_lociStitched	chr16	430743	452846	6	8480	11369.7832	2440.1712	411	LOC100134368,NME4,DECR2,TMEM8A	RAB11FIP3,AXIN1,MRPL28	NME4	411	1
3_MACS_peak_6596_lociStitched	chr13	111350910	111369156	3	8474	16211.571	2663.916	412	ING1,CARS2		CARS2	412	1
2_MACS_peak_402_lociStitched	chr1	28903219	28914459	2	8471	16130.524	1705.108	413	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	413	1
2_MACS_peak_17385_lociStitched	chr3	186779923	186792356	2	8467	51010.1124	3753.5227	414	ST6GAL1		ST6GAL1	414	1
3_MACS_peak_7674_lociStitched	chr15	46994714	47008512	3	8446	20065.0516	2347.0398	415			SEMA6D	415	1
4_MACS_peak_522_lociStitched	chr1	38140979	38158825	4	8443	14076.9248	2878.5598	416	CDCA8,C1orf109	RSPO1	C1orf109	416	1
3_MACS_peak_500_lociStitched	chr1	36614008	36627403	3	8433	23165.313	2356.1805	417	MAP7D1,TRAPPC3	COL8A2	MAP7D1	417	1
3_MACS_peak_4975_lociStitched	chr12	9587662	9601923	3	8423	21328.7516	2645.4155	418	DDX12		DDX12	418	1
2_MACS_peak_18545_lociStitched	chr4	185201325	185210918	2	8413	52650.2212	1992.4661	419			ENPP6	419	1
4_MACS_peak_10529_lociStitched	chr17	76137636	76152380	4	8410	29337.6112	2372.3096	420	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	420	1
3_MACS_peak_9461_lociStitched	chr17	7136593	7147273	3	8405	20520.552	2187.264	421	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	421	1
5_MACS_peak_10641_lociStitched	chr17	80447723	80465500	5	8389	11898.1461	2577.665	422		NARF,FOXK2,C17orf62	FOXK2	422	1
2_MACS_peak_10128_lociStitched	chr17	47816237	47827472	2	8384	17240.1075	2248.1235	423	FAM117A	MYST2,SLC35B1	FAM117A	423	1
4_MACS_peak_9016_lociStitched	chr16	67191577	67209071	4	8383	17506.2458	2678.3314	424	FBXL8,HSF4,NOL3,TRADD	C16orf70,E2F4,ELMO3,B3GNT9,KIAA0895L,EXOC3L,MIR328	HSF4	424	1
2_MACS_peak_24605_lociStitched	chr9	127622634	127635769	2	8374	27230.1685	2080.584	425	ARPC5L,RPL35	WDR38	ARPC5L	425	1
5_MACS_peak_9117_lociStitched	chr16	70827155	70850346	5	8371	14545.3952	3903.0453	426	VAC14,HYDIN	LOC100130894	VAC14	426	1
1_MACS_peak_14739_lociStitched	chr20	45978901	45987268	1	8368	31720.9704	1613.9943	427	ZMYND8	LOC100131496	ZMYND8	427	1
1_MACS_peak_20962_lociStitched	chr6	108987700	108996057	1	8358	15652.661	1501.7529	428	FOXO3		NCRNA00222	428	1
4_MACS_peak_9031_lociStitched	chr16	67571127	67587406	4	8355	16306.6743	2505.3381	429	FAM65A	CTCF	FAM65A	429	1
2_MACS_peak_24555_lociStitched	chr9	123630372	123641243	2	8352	19399.2995	1995.9156	430	PHF19	LOC253039,PSMD5,TRAF1	PHF19	430	1
2_MACS_peak_19835_lociStitched	chr5	173696772	173709818	2	8346	27771.0202	1985.6012	431			HMP19	431	1
3_MACS_peak_16354_lociStitched	chr3	50357715	50376585	3	8338	39743.994	3187.143	432	HYAL2,TUSC2,RASSF1	C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	432	1
2_MACS_peak_16819_lociStitched	chr3	124502034	124511783	2	8332	35164.643	1727.5228	433	ITGB5		UMPS	433	1
3_MACS_peak_23990_lociStitched	chr9	33445301	33459252	3	8331	15767.4202	2537.6869	434	AQP3	AQP7,NOL6	AQP3	434	1
4_MACS_peak_19563_lociStitched	chr5	141386396	141396824	4	8313	14104.9128	1948.9932	435	GNPDA1	RNF14,PCDH12	GNPDA1	435	1
3_MACS_peak_15420_lociStitched	chr22	24819692	24831728	3	8294	24573.9012	1937.796	436	ADORA2A,C22orf45		ADORA2A	436	1
4_MACS_peak_3509_lociStitched	chr10	126407528	126424046	4	8289	15355.1328	2603.2368	437	FAM53B		FAM53B	437	1
3_MACS_peak_6063_lociStitched	chr12	123355303	123364639	3	8277	12340.3248	931.7328	438	VPS37B	HIP1R	VPS37B	438	1
4_MACS_peak_12987_lociStitched	chr2	86290550	86308573	4	8263	13603.7604	2934.1444	439	POLR1A	PTCD3,LOC90784	POLR1A	439	1
3_MACS_peak_20526_lociStitched	chr6	42737792	42752255	3	8261	38245.9572	2118.8295	440		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	440	1
4_MACS_peak_10607_lociStitched	chr17	79868191	79886673	4	8258	13482.619	2275.1342	441	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	441	1
3_MACS_peak_22744_lociStitched	chr7	155532718	155547261	3	8247	19701.4021	3250.3605	442	RBM33		SHH	442	1
1_MACS_peak_1116_lociStitched	chr1	111172893	111181137	1	8245	25315.6752	1056.0564	443		KCNA2,KCNA3	KCNA2	443	1
3_MACS_peak_2091_lociStitched	chr1	211744774	211756298	3	8230	17470.384	2791.1128	444	SLC30A1		SLC30A1	444	1
2_MACS_peak_6646_lociStitched	chr13	115039552	115048735	2	8222	43137.1425	1753.953	445	UPF3A	CDC16,ZNF828	UPF3A	445	1
3_MACS_peak_17176_lociStitched	chr3	169656802	169668077	3	8217	23433.96	2773.65	446	SAMD7,LOC100128164	SEC62	LOC100128164	446	1
4_MACS_peak_20403_lociStitched	chr6	33376759	33395935	4	8200	15195.0624	2966.5272	447	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	CUTA	447	1
4_MACS_peak_5504_lociStitched	chr12	58224912	58241137	4	8180	14729.055	2448.3525	448	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	448	1
2_MACS_peak_12857_lociStitched	chr2	70310168	70323291	2	8161	79314.0997	2372.6384	449	PCBP1,LOC400960	LOC100133985	PCBP1	449	1
4_MACS_peak_12920_lociStitched	chr2	74681616	74700760	4	8142	20612.3448	2967.32	450	INO80B,WBP1,MOGS,MRPL53,CCDC142	WDR54,TTC31,LOC151534,TLX2,C2orf81,RTKN,LBX2,PCGF1	MOGS	450	1
2_MACS_peak_11437_lociStitched	chr19	11199493	11208007	2	8141	20481.2784	1559.7648	451	LDLR		LDLR	451	1
2_MACS_peak_17745_lociStitched	chr4	38124315	38135930	2	8131	23911.8005	1857.2385	452	TBC1D1		PTTG2	452	1
3_MACS_peak_15070_lociStitched	chr21	34696024	34712399	3	8125	29686.2375	3931.6375	453	IFNAR1		IFNAR1	453	1
4_MACS_peak_9107_lociStitched	chr16	70461297	70474010	4	8123	11716.3008	2096.3737	454	ST3GAL2	FUK	ST3GAL2	454	1
2_MACS_peak_2058_lociStitched	chr1	209275666	209284400	2	8118	46705.9384	2511.8984	455			LOC642587	455	1
3_MACS_peak_14306_lociStitched	chr20	5092499	5109097	3	8105	23444.675	3092.2074	456	PCNA-AS1,CDS2,C20orf30,PCNA		PCNA	456	1
3_MACS_peak_22999_lociStitched	chr8	28195149	28207140	3	8100	18178.356	1960.5285	457	PNOC,ZNF395		PNOC	457	1
2_MACS_peak_10489_lociStitched	chr17	74721324	74734962	2	8099	32950.7718	2415.2898	458	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	458	1
3_MACS_peak_10638_lociStitched	chr17	80405898	80423974	3	8099	37540.2368	2879.5068	459	NARF,C17orf62	HEXDC,C17orf101	NARF	459	1
3_MACS_peak_5266_lociStitched	chr12	46776242	46785465	3	8098	16612.4676	1615.8696	460		SLC38A2	SLC38A2	460	1
1_MACS_peak_14347_lociStitched	chr20	9489974	9498069	1	8096	19846.5115	1430.3865	461	C20orf103		C20orf103	461	1
1_MACS_peak_21204_lociStitched	chr6	138186995	138195081	1	8087	21078.5848	1563.8324	462	TNFAIP3		TNFAIP3	462	1
2_MACS_peak_11520_lociStitched	chr19	13949172	13959283	2	8083	33058.9256	1363.9739	463		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	463	1
2_MACS_peak_18023_lociStitched	chr4	84132867	84144080	2	8083	17116.6445	2027.3104	464			COQ2	464	1
3_MACS_peak_13034_lociStitched	chr2	88899118	88916569	3	8079	10065.7368	2898.6111	465	EIF2AK3		EIF2AK3	465	1
3_MACS_peak_20922_lociStitched	chr6	106585558	106595552	3	8063	28646.8016	2056.7652	466		PRDM1	PRDM1	466	1
2_MACS_peak_23339_lociStitched	chr8	81073689	81084539	2	8053	11536.805	1908.515	467	TPD52		TPD52	467	1
2_MACS_peak_22397_lociStitched	chr7	114561744	114573695	2	8040	46414.0987	3021.2128	468	MDFIC		MDFIC	468	1
2_MACS_peak_17517_lociStitched	chr4	1712289	1725141	2	8032	36521.5284	1990.7748	469	TACC3,SLBP,TMEM129	FAM53A	TMEM129	469	1
3_MACS_peak_25458_lociStitched	chrX	118815375	118827827	3	8027	12950.08	1043.4776	470	SEPT6	MIR766	SEPT6	470	1
3_MACS_peak_9131_lociStitched	chr16	71876755	71888624	3	8026	16459.9292	2106.7475	471	ATXN1L	KIAA0174,AP1G1,ZNF821	ATXN1L	471	1
1_MACS_peak_4005_lociStitched	chr11	58340008	58348032	1	8025	56165.5928	1815.0288	472	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	472	1
5_MACS_peak_16261_lociStitched	chr3	46421756	46438671	5	8025	10806.9935	2615.059	473		CCR2,CCR5,CCRL2	CCRL2	473	1
3_MACS_peak_7172_lociStitched	chr14	91814910	91823525	3	8019	11846.4865	914.0515	474	CCDC88C		CCDC88C	474	1
1_MACS_peak_12814_lociStitched	chr2	66659930	66667943	1	8014	16377.7707	1238.8098	475	MEIS1		MEIS1	475	1
2_MACS_peak_14198_lociStitched	chr2	241499433	241509460	2	8014	18678.2956	866.3328	476	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	476	1
1_MACS_peak_16722_lociStitched	chr3	113460828	113468840	1	8013	19886.5852	1737.8028	477	ATP6V1A,NAA50	KIAA2018	NAA50	477	1
3_MACS_peak_14745_lociStitched	chr20	46114697	46132272	3	8008	14520.465	2483.3475	478	NCOA3		NCOA3	478	1
5_MACS_peak_6003_lociStitched	chr12	120966115	120978032	5	8004	9493.0822	1259.6269	479	RNF10,COQ5	DYNLL1,POP5	RNF10	479	1
4_MACS_peak_11896_lociStitched	chr19	42363194	42380155	4	7990	17398.5938	2749.3781	480	RPS19	DMRTC2,CD79A,ARHGEF1,LYPD4	RPS19	480	1
3_MACS_peak_18658_lociStitched	chr5	1511664	1525124	3	7965	16748.278	1573.474	481	LPCAT1		LPCAT1	481	1
2_MACS_peak_11235_lociStitched	chr19	2468806	2480315	2	7964	24942.3048	2970.4729	482	GADD45B	TIMM13,LMNB2	GADD45B	482	1
2_MACS_peak_25471_lociStitched	chrX	119435100	119444384	2	7952	12560.3236	925.6148	483	FAM70A		FAM70A	483	1
2_MACS_peak_22157_lociStitched	chr7	92437405	92445659	2	7950	12697.1282	1498.101	484	CDK6		CDK6	484	1
2_MACS_peak_3892_lociStitched	chr11	35183568	35196161	2	7948	12231.5809	2081.6229	485	CD44		CD44	485	1
2_MACS_peak_4244_lociStitched	chr11	67033958	67046609	2	7944	26009.1909	2158.2606	486	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	486	1
3_MACS_peak_12084_lociStitched	chr19	49989994	50004860	3	7942	15670.2506	2803.7276	487	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	487	1
2_MACS_peak_14536_lociStitched	chr20	32462000	32473666	2	7917	49590.9994	2218.8732	488			CHMP4B	488	1
4_MACS_peak_11386_lociStitched	chr19	9928807	9947041	4	7916	15839.8758	2370.42	489	UBL5,PIN1,FBXL12	ZNF846	UBL5	489	1
2_MACS_peak_9679_lociStitched	chr17	27046165	27056533	2	7907	29711.5776	2254.0032	490	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	490	1
1_MACS_peak_12985_lociStitched	chr2	86220361	86228260	1	7900	36007.5915	1503.9696	491		LOC90784	LOC90784	491	1
3_MACS_peak_15664_lociStitched	chr22	39409219	39421991	3	7899	17059.5604	2104.8256	492	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	492	1
2_MACS_peak_3395_lociStitched	chr10	112172822	112185039	2	7894	17186.8756	2123.3146	493			DUSP5	493	1
3_MACS_peak_24015_lociStitched	chr9	35066485	35080704	3	7892	22322.4081	2506.8097	494	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	494	1
2_MACS_peak_7746_lociStitched	chr15	52968269	52977019	2	7880	15154.125	1499.75	495	KIAA1370		KIAA1370	495	1
3_MACS_peak_1756_lociStitched	chr1	179049028	179062004	3	7878	45691.0912	3433.4496	496	TOR3A		TOR3A	496	1
2_MACS_peak_21602_lociStitched	chr7	20476807	20489858	2	7871	19311.5647	1981.1418	497			ITGB8	497	1
2_MACS_peak_4639_lociStitched	chr11	115091018	115102238	2	7854	65061.414	1914.132	498	CADM1		CADM1	498	1
3_MACS_peak_13184_lociStitched	chr2	109829468	109842813	3	7851	24730.954	2495.515	499	SH3RF3		MIR4265	499	1
3_MACS_peak_4040_lociStitched	chr11	60672574	60683996	3	7848	24567.5798	2515.1244	500	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	500	1
3_MACS_peak_21039_lociStitched	chr6	117859204	117871483	3	7848	14786.3718	1895.8776	501	DCBLD1		GOPC	501	1
4_MACS_peak_7823_lociStitched	chr15	63765765	63780082	4	7846	11051.2923	2353.7148	502		USP3	USP3	502	1
1_MACS_peak_2910_lociStitched	chr10	63804436	63812276	1	7841	25107.6	1420.608	503	ARID5B		ARID5B	503	1
3_MACS_peak_22307_lociStitched	chr7	104576334	104586744	3	7840	56042.235	2367.234	504		LOC723809	LOC723809	504	1
1_MACS_peak_12161_lociStitched	chr19	55764285	55772117	1	7833	21705.6048	1471.6328	505	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	505	1
2_MACS_peak_4804_lociStitched	chr11	129238110	129248584	2	7823	15140.167	1804.6702	506	BARX2		BARX2	506	1
2_MACS_peak_22974_lociStitched	chr8	26428275	26437509	2	7818	32810.2488	1886.5062	507	DPYSL2		DPYSL2	507	1
3_MACS_peak_18290_lociStitched	chr4	129724281	129741290	3	7812	22118.5036	2279.206	508	PHF17		PHF17	508	1
3_MACS_peak_20817_lociStitched	chr6	88626944	88637018	3	7809	22137.615	1947.3042	509			SPACA1	509	1
2_MACS_peak_5799_lociStitched	chr12	102871256	102879237	2	7800	26904.7491	1672.8176	510	IGF1		IGF1	510	1
3_MACS_peak_1532_lociStitched	chr1	157142582	157152862	3	7800	12423.38	2436.36	511		CYCSP52,ETV3	ETV3	511	1
2_MACS_peak_11760_lociStitched	chr19	35695435	35706014	2	7799	45445.2682	2135.9001	512		FXYD5,LSR,FAM187B	FAM187B	512	1
3_MACS_peak_1802_lociStitched	chr1	183438762	183451036	3	7793	30454.2488	3187.5578	513	SMG7		SMG7	513	1
3_MACS_peak_315_lociStitched	chr1	25869684	25879329	3	7790	27973.3935	1890.42	514	LDLRAP1		LDLRAP1	514	1
3_MACS_peak_20348_lociStitched	chr6	31619032	31634908	3	7781	28402.164	2675.106	515	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	515	1
3_MACS_peak_24532_lociStitched	chr9	117369418	117380216	3	7778	15921.651	1967.3956	516	C9orf91	ATP6V1G1	C9orf91	516	1
2_MACS_peak_9372_lociStitched	chr17	2294420	2306324	2	7777	29788.5696	1793.9328	517	MNT	LOC284009	MNT	517	1
1_MACS_peak_10190_lociStitched	chr17	54984796	54992570	1	7775	13519.7634	1505.0464	518	TRIM25	MTVR2,COIL	TRIM25	518	1
3_MACS_peak_17615_lociStitched	chr4	9599173	9610913	3	7771	23626.75	2276.386	519		MIR548I2	MIR548I2	519	1
1_MACS_peak_10033_lociStitched	chr17	43387875	43395636	1	7762	15974.4663	1733.8074	520	MAP3K14	LOC100133991,C17orf46	MAP3K14	520	1
1_MACS_peak_2906_lociStitched	chr10	63656565	63664308	1	7744	16356.3132	1177.7103	521	ARID5B		ARID5B	521	1
2_MACS_peak_24717_lociStitched	chr9	132646207	132657804	2	7744	40287.978	2025.9959	522	FNBP1	USP20,C9orf78	USP20	522	1
1_MACS_peak_23095_lociStitched	chr8	38237232	38244971	1	7740	21584.8449	1470.41	523	LETM2,WHSC1L1		WHSC1L1	523	1
3_MACS_peak_1155_lociStitched	chr1	115236770	115251154	3	7735	12724.0864	1042.84	524	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	524	1
1_MACS_peak_23616_lociStitched	chr8	126441276	126448993	1	7718	20365.163	1570.4095	525	TRIB1		TRIB1	525	1
2_MACS_peak_858_lociStitched	chr1	67389643	67400543	2	7714	13130.14	1639.36	526	MIER1,WDR78		MIER1	526	1
2_MACS_peak_24356_lociStitched	chr9	98267403	98279396	2	7711	11915.0455	1394.7859	527	PTCH1		PTCH1	527	1
4_MACS_peak_20115_lociStitched	chr6	15244774	15257566	4	7711	9568.416	2192.5488	528	JARID2		JARID2	528	1
2_MACS_peak_20261_lociStitched	chr6	27774715	27784188	2	7705	14828.0869	1849.1296	529	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	529	1
1_MACS_peak_18627_lociStitched	chr5	217256	224958	1	7703	16473.0376	1196.1206	530	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	530	1
3_MACS_peak_9903_lociStitched	chr17	38251585	38261048	3	7702	12956.7396	1783.7755	531	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	531	1
