GENE_ID	locusLine	bin_1_JJN3_jia.bam
NM_001031847	chr11(.):68517087-68614399	0.4205
NM_014824	chr11(.):72542789-72858143	0.1722
NM_001166	chr11(.):102212965-102254401	0.2517
NM_004397	chr11(.):118613472-118666972	0.6013
NM_015313	chr11(.):120202617-120365645	0.2574
NM_024556	chr11(.):126076618-126137879	0.1645
NM_002017	chr11(.):128558812-128688162	0.5525
NM_001167681	chr11(.):128557388-128688162	0.5473
NM_002939	chr11(.):489511-511821	1.3552
NM_203389	chr11(.):489511-512273	1.3291
NM_001130442	chr11(.):527241-540550	1.0487
NM_198075	chr11(.):532521-559916	0.5812
NM_022725	chr11(.):22639078-22652387	0.5241
NM_052854	chr11(.):46294227-46347972	0.1019
NM_000614	chr11(.):58385145-58398205	0.0655
NR_024091	chr11(.):58341586-58398205	1.1621
NM_053023	chr11(.):58341586-58394023	1.2493
NM_013402	chr11(.):61562096-61589529	0.7978
NM_014206	chr11(.):61551601-61565085	1.1642
NM_004111	chr11(.):61555149-61569710	1.0998
NR_031729	chr11(.):61577632-61587712	2.0027
NR_030342	chr11(.):61554966-61565033	1.5392
NM_013401	chr11(.):61659772-61689997	0.1082
NM_001139443	chr11(.):61712355-61736066	1.4621
NM_003357	chr11(.):62181506-62195678	0.2056
NM_022830	chr11(.):62337516-62364109	0.7131
NM_004739	chr11(.):62355674-62374303	1.7237
NM_001404	chr11(.):62322072-62346460	1.1255
NM_001620	chr11(.):62278373-62319332	1.6492
NM_203422	chr11(.):62448875-62462371	0.0681
NM_015853	chr11(.):62438971-62451527	1.0098
NM_001130702	chr11(.):62452746-62482046	0.5156
NM_032667	chr11(.):62452746-62478787	0.5623
NM_173810	chr11(.):62490951-62511108	1.3535
NM_001122955	chr11(.):62452746-62480200	0.5382
NM_012202	chr11(.):62470113-62481678	1.197
NM_001079559	chr11(.):62477219-62499821	1.4593
NR_002565	chr11(.):62618036-62628103	1.8734
NM_003164	chr11(.):62569368-62604560	0.625
NM_018093	chr11(.):62595382-62612628	1.9879
NR_003098	chr11(.):62614459-62628360	1.3822
NR_002561	chr11(.):62616134-62626204	1.8666
NR_002560	chr11(.):62615797-62625865	1.8533
NR_002559	chr11(.):62616375-62626440	1.8705
NM_006473	chr11(.):62533874-62559813	1.1813
NR_000008	chr11(.):62615381-62625507	1.8004
NM_002696	chr11(.):62524010-62539187	0.7884
NR_002564	chr11(.):62617763-62627838	1.8741
NR_002563	chr11(.):62617483-62627555	1.8761
NR_002562	chr11(.):62617092-62627167	1.8731
NM_000738	chr11(.):62671150-62694012	0.067
NM_004470	chr11(.):64003412-64016607	2.0745
NM_000932	chr11(.):64013994-64041924	1.173
NM_005528	chr11(.):63992752-64006753	1.6355
NM_001160390	chr11(.):63986270-63998726	1.1923
NM_032344	chr11(.):63988737-64002488	1.5275
NM_004322	chr11(.):64032299-64057176	1.912
NM_178443	chr11(.):63969151-63996363	0.3748
NM_057092	chr11(.):64004587-64016607	2.269
NM_033310	chr11(.):64053792-64072503	0.4843
NM_003377	chr11(.):63997265-64011259	1.959
NM_020155	chr11(.):64048581-64061972	1.9159
NM_001135208	chr11(.):64003603-64016607	2.1019
NM_001039496	chr11(.):64062862-64077239	1.331
NM_001170726	chr11(.):64046810-64061972	1.7009
NM_001160393	chr11(.):63986270-63998341	1.1014
NM_001170881	chr11(.):64047284-64061972	1.752
NM_001177358	chr11(.):64047282-64061972	1.7518
NM_138689	chr11(.):64006950-64019413	2.3822
NM_000244	chr11(.):64565985-64583188	0.262
NM_130803	chr11(.):64565985-64583766	0.2565
NM_004579	chr11(.):64551608-64575713	0.1178
NM_017525	chr11(.):64586661-64617041	0.1205
NM_130800	chr11(.):64565985-64583035	0.2641
NM_130802	chr11(.):64565985-64583213	0.2616
NM_015104	chr11(.):64657003-64689722	0.1945
NR_029829	chr11(.):64653826-64663911	0.152
NM_006795	chr11(.):64615207-64651191	1.5732
NR_029578	chr11(.):64653608-64663718	0.1538
NM_006268	chr11(.):65096345-65125451	0.4489
NM_145719	chr11(.):65117281-65130082	0.3216
NR_028272	chr11(.):65185268-65199003	10.717
NR_030343	chr11(.):65206928-65217028	0.2707
NM_031904	chr11(.):65149040-65185995	1.6574
NM_032223	chr11(.):65378782-65409910	0.8538
NM_001098785	chr11(.):65334819-65346669	3.3367
NM_021070	chr11(.):65301029-65330699	0.7624
NM_033455	chr11(.):65355325-65368467	0.7654
NM_001099409	chr11(.):65338508-65365116	1.6413
NM_002419	chr11(.):65360225-65386720	0.9391
NM_001048218	chr11(.):65287547-65311182	0.8121
NM_006396	chr11(.):65332942-65344239	3.3511
NM_198897	chr11(.):65646210-65661010	1.5873
NM_001335	chr11(.):65642283-65656212	0.2644
NM_025128	chr11(.):65622871-65638914	2.1325
NM_005507	chr11(.):65617284-65630804	2.5115
NM_152760	chr11(.):65596409-65626172	0.6236
NM_016938	chr11(.):65628911-65645340	0.2649
NM_006848	chr11(.):65652874-65664106	2.2029
NM_006442	chr11(.):65681727-65694048	1.3456
NM_152762	chr11(.):65708114-65732434	0.3995
NM_001135635	chr11(.):65679282-65691531	1.3912
NM_207354	chr11(.):67051761-67074955	1.2466
NM_017857	chr11(.):67065918-67085078	0.373
NR_030767	chr11(.):67051815-67074955	1.2493
NM_001619	chr11(.):67028904-67059029	2.0694
NM_001165	chr11(.):102183193-102213465	0.9663
NM_001136105	chr11(.):111164975-111184353	2.4873
NR_034154	chr11(.):111159113-111175539	2.8505
NM_006235	chr11(.):111217980-111255157	3.2147
NM_000190	chr11(.):118950586-118969259	1.2538
NM_002105	chr11(.):118959584-118971177	1.4247
NM_001024382	chr11(.):118953696-118969259	1.4885
NM_001130991	chr11(.):118909895-118932925	0.4572
NM_015517	chr11(.):118987287-119010765	0.253
NM_006389	chr11(.):118909895-118932916	0.4574
NM_014807	chr11(.):118973092-118992827	0.825
NM_021729	chr11(.):118933492-118957688	0.4732
NM_001382	chr11(.):118962212-118977785	1.9032
NM_001142505	chr11(.):119015298-119038374	0.0819
NM_022169	chr11(.):119014749-119038374	0.0805
NM_001198675	chr11(.):120190837-120209388	2.4986
NR_027288	chr11(.):122883273-122895319	0.0469
NM_006597	chr11(.):122923199-122937844	2.2905
NM_032795	chr11(.):126066988-126086587	0.679
NR_024233	chr11(.):129867518-129880381	3.4002
NM_199437	chr11(.):129764600-129877730	0.5913
NM_152641	chr12(.):46118619-46306819	0.2352
NM_020375	chr12(.):4425358-4474190	0.0912
NM_007273	chr12(.):7069516-7084891	0.5365
NM_001144831	chr12(.):7069514-7084916	0.5357
NR_036693	chr12(.):9817307-9857151	0.1924
NM_001197317	chr12(.):9817330-9857151	0.1925
NM_001004419	chr12(.):9817308-9857151	0.1924
NM_001987	chr12(.):11797787-12053325	0.2613
NM_006143	chr12(.):12808994-12854121	0.3183
NM_004570	chr12(.):18409473-18806352	0.0847
NM_006400	chr12(.):57919093-57945978	0.2278
NM_006576	chr12(.):58186159-58214852	0.057
NM_001172697	chr12(.):58171527-58201639	0.1109
NM_005761	chr12(.):94537498-94704225	0.5549
NM_014706	chr12(.):108910990-108960165	0.5093
NM_001082959	chr12(.):125257173-125353519	0.1628
NR_028415	chr12(.):1604656-1618590	0.0374
NM_001759	chr12(.):4377901-4419522	1.0179
NM_001193457	chr12(.):6643693-6670249	0.5925
NM_006170	chr12(.):6661036-6682480	0.3333
NM_002046	chr12(.):6638656-6652536	2.2583
NM_014865	chr12(.):6598297-6646132	0.8343
NM_016497	chr12(.):6596315-6607471	0.6759
NR_004387	chr12(.):6614387-6624717	0.0494
NR_003012	chr12(.):6685638-6695775	0.0439
NM_001975	chr12(.):7018613-7037859	0.7361
NM_002831	chr12(.):7055433-7075479	1.2328
NR_029779	chr12(.):7067861-7077929	1.1434
NM_080548	chr12(.):7050739-7075479	1.1967
NM_001007026	chr12(.):7028625-7056484	0.9177
NM_006992	chr12(.):7008896-7028406	0.1109
NM_001940	chr12(.):7032479-7056484	1.0544
NR_003010	chr12(.):7071499-7081769	0.6998
NM_138425	chr12(.):7048202-7060165	0.471
NR_029682	chr12(.):7068259-7078354	0.8235
NM_005768	chr12(.):7080346-7130842	0.1107
NM_006331	chr12(.):7074943-7090165	0.4354
NR_036052	chr12(.):9387065-9397147	0.0387
NM_002258	chr12(.):9742869-9765497	0.0573
NR_002814	chr12(.):9795642-9816008	1.5052
NR_026672	chr12(.):9902163-9918497	0.3708
NM_172004	chr12(.):9870090-9890860	1.4932
NR_036052	chr12(.):12259885-12269967	0.0648
NM_004064	chr12(.):12865301-12880305	6.63
NR_030344	chr12(.):12912582-12922677	0.0453
NM_001130415	chr12(.):12873850-12949399	0.8086
NM_024730	chr12(.):18228802-18248114	0.0358
NM_030762	chr12(.):26267958-26283003	1.8857
NR_028408	chr12(.):46114502-46126704	2.976
NM_018976	chr12(.):46746970-46771645	0.9454
NM_001098532	chr12(.):48123452-48157181	0.207
NM_017842	chr12(.):48161966-48181536	0.294
NM_006105	chr12(.):48123452-48157244	0.2066
NM_001098531	chr12(.):48123452-48157889	0.2038
NM_001098416	chr12(.):48171506-48218763	1.003
NM_020142	chr12(.):57623685-57639475	2.4383
NM_001166357	chr12(.):57619142-57633718	1.864
NR_029416	chr12(.):57618827-57633718	1.8254
NR_029417	chr12(.):57618355-57633718	1.7711
NR_029415	chr12(.):57619110-57633718	1.86
NM_007224	chr12(.):57605577-57625232	0.9639
NM_145064	chr12(.):57632241-57649969	1.5414
NR_031597	chr12(.):57583286-57593359	0.0391
NM_031479	chr12(.):57844095-57856791	2.5616
NM_001080157	chr12(.):57861037-57878424	0.0454
NM_001195056	chr12(.):57905370-57919300	2.2619
NM_052897	chr12(.):57911658-57928931	1.8315
NM_001167609	chr12(.):57848933-57871047	1.1769
NM_001160045	chr12(.):57848917-57871047	1.1791
NM_001080156	chr12(.):57861037-57876728	0.0427
NM_032496	chr12(.):57861037-57878633	0.0455
NM_005538	chr12(.):57823542-57849609	0.8959
NM_004990	chr12(.):57876850-57915433	0.6134
NM_004984	chr12(.):57938846-57983554	0.1459
NM_005730	chr12(.):58208709-58245747	0.8436
NR_029847	chr12(.):58213391-58223475	0.0895
NM_033276	chr12(.):58330444-58356052	0.2545
NM_175895	chr12(.):62990530-63002214	2.2329
NR_029661	chr12(.):62992465-63002549	2.5783
NM_199040	chr12(.):93766700-93802024	0.9506
NR_002212	chr12(.):93766745-93801052	0.9775
NM_014840	chr12(.):106452124-106538811	0.5274
NM_007076	chr12(.):108904050-108918380	0.2403
NM_213595	chr12(.):108951293-108968160	1.9091
NM_181724	chr12(.):108978621-108996894	0.0517
NM_003006	chr12(.):109010679-109032670	1.9844
NR_027345	chr12(.):116966226-116978326	2.1881
NM_001085481	chr12(.):116992185-117019425	0.6459
NR_027346	chr12(.):116966239-116979318	2.0705
NM_019034	chr12(.):122210659-122236594	0.2187
NR_002809	chr12(.):122228172-122246390	3.8994
NM_015048	chr12(.):122237637-122275562	1.8175
NM_021009	chr12(.):125391191-125404587	2.939
NM_003453	chr13(.):20527809-20670968	0.2683
NM_001190964	chr13(.):20527847-20670968	0.2684
NM_001190965	chr13(.):20527973-20670968	0.2686
NR_002612	chr13(.):50551687-50704677	0.5463
NM_001039649	chr13(.):20406592-20442776	0.869
NM_001142684	chr13(.):20392623-20442776	0.6403
NR_002605	chr13(.):50651413-50684433	0.4822
NR_002183	chr13(.):50741153-50752751	0.0476
NM_012141	chr13(.):51930700-52032275	0.3637
NM_001039938	chr13(.):52018619-52032275	2.388
NM_022060	chr14(.):23062146-23086265	0.3577
NM_183004	chr14(.):103796235-103816361	1.6823
NM_001969	chr14(.):103795492-103816361	1.6317
NM_133509	chr14(.):68281495-69067738	0.1975
NM_133510	chr14(.):68281495-68949810	0.2103
NM_002877	chr14(.):68281495-68969598	0.2059
NM_004296	chr14(.):72394785-73038238	0.1265
NM_006035	chr14(.):103393715-103528742	0.0547
NM_001128920	chr14(.):103846700-103975166	0.1604
NM_001344	chr14(.):23028806-23063143	0.4405
NM_001123329	chr14(.):64966291-64996669	1.2242
NM_006977	chr14(.):64948554-64975554	1.3305
NM_004857	chr14(.):64927216-64946221	0.081
NM_014950	chr14(.):64966291-65005408	0.9602
NM_021979	chr14(.):65002185-65014954	0.2279
NM_172365	chr14(.):65011619-65061096	0.0388
NM_207442	chr14(.):69256463-69268190	4.6908
NM_004926	chr14(.):69249374-69264785	3.7016
NM_024496	chr14(.):77485885-77500034	4.2647
NM_152592	chr14(.):95878830-95947173	0.0549
NR_003002	chr14(.):95994691-96004966	0.6932
NR_001459	chr14(.):95994248-96006209	0.605
NM_016417	chr14(.):95996322-96016055	0.3809
NM_006291	chr14(.):103587663-103608776	0.1344
NM_001077594	chr14(.):103561480-103581894	1.8674
NR_002964	chr14(.):103799185-103809311	2.5989
NM_025268	chr14(.):105987952-106001539	0.1138
NM_015492	chr15(.):75489220-75509510	2.7381
NM_002943	chr15(.):60775482-60924729	0.4297
NM_134262	chr15(.):60775482-60889707	0.5512
NM_134261	chr15(.):60775482-61526502	0.1127
NR_031680	chr15(.):69111302-69494862	0.1
NM_006305	chr15(.):69065874-69118261	0.8899
NM_020908	chr15(.):70335542-70395256	0.5126
NM_015995	chr15(.):31614082-31675102	1.2933
NM_001003942	chr15(.):40375091-40403287	1.1977
NM_033503	chr15(.):40375091-40403639	1.1842
NM_001003940	chr15(.):40375091-40406075	1.1018
NR_026808	chr15(.):69091159-69104440	0.0591
NR_036197	chr15(.):69089188-69099264	0.0749
NR_030714	chr15(.):70366710-70376807	0.0659
NM_001127190	chr15(.):75069424-75100539	1.1662
NM_000761	chr15(.):75036183-75053941	0.0374
NM_000499	chr15(.):75006882-75022877	0.0706
NM_021819	chr15(.):75100193-75123099	0.0589
NM_001030005	chr15(.):75113950-75129136	0.0536
NM_021823	chr15(.):75310926-75348067	1.7029
NM_138967	chr15(.):75282875-75318836	0.3875
NM_198925	chr15(.):90739561-90777892	0.2524
NM_001013657	chr15(.):90772486-90790312	0.2054
NM_020210	chr15(.):90723151-90777892	0.6664
NM_006384	chr15(.):90768476-90782279	0.2534
NR_033769	chr15(.):93333713-93345338	0.0541
NM_003090	chr15(.):101816714-101840460	1.1737
NM_203472	chr15(.):101806213-101822700	0.9882
NM_014918	chr15(.):101710927-101797137	0.723
NM_022493	chr16(.):774768-795997	0.4797
NM_001172666	chr16(.):635076-684273	0.3625
NM_021168	chr16(.):635172-684273	0.3631
NM_001172663	chr16(.):634356-684273	0.3577
NM_001172664	chr16(.):634668-684273	0.3598
NM_000246	chr16(.):10966054-11023840	0.7097
NM_001079512	chr16(.):10855532-10917621	0.3012
NM_022166	chr16(.):17191180-17569738	0.2063
NM_148415	chr16(.):28829413-28853558	2.133
NM_145714	chr16(.):28829413-28853553	2.1334
NM_000078	chr16(.):56990834-57022756	0.1114
NM_005796	chr16(.):67875818-67910219	1.6858
NM_001191022	chr16(.):67591309-67678088	0.5429
NM_020850	chr16(.):67752004-67845555	0.2245
NM_006599	chr16(.):69593996-69743553	0.2669
NM_004913	chr16(.):89768540-89792394	1.4466
NM_013275	chr16(.):89329034-89561969	0.2048
NR_036480	chr16(.):89773263-89789573	1.7785
NM_032259	chr16(.):729701-745400	1.403
NM_001031737	chr16(.):767581-781473	1.0306
NM_001040162	chr16(.):679428-691347	0.8387
NM_138418	chr16(.):686848-703474	1.754
NM_023933	chr16(.):766157-777590	0.9622
NM_032304	chr16(.):772265-784715	0.4549
NM_138769	chr16(.):713132-729171	0.4353
NM_005861	chr16(.):725114-737768	1.4265
NM_003961	chr16(.):721074-733267	0.9321
NM_053284	chr16(.):676011-689116	0.6528
NM_207112	chr16(.):771957-784715	0.4465
NM_145294	chr16(.):694362-722829	0.5849
NM_153350	chr16(.):737499-760825	0.6345
NM_001005920	chr16(.):726666-739439	1.3947
NM_024042	chr16(.):760172-772480	0.7841
NM_014117	chr16(.):9180536-9218555	0.8459
NM_001130007	chr16(.):11956984-12015519	0.4006
NM_001130006	chr16(.):11956984-12014825	0.4045
NM_001192	chr16(.):12053963-12066925	3.0443
NM_032167	chr16(.):12065601-12152141	0.17
NM_003321	chr16(.):28848731-28862729	0.4711
NM_001145795	chr16(.):28870077-28890534	0.5942
NM_015503	chr16(.):28870313-28890534	0.6004
NM_001145812	chr16(.):28870295-28890534	0.5999
NR_024370	chr16(.):29870003-29884374	0.8046
NM_002383	chr16(.):29812854-29827504	7.4563
NR_015396	chr16(.):29870154-29884374	0.8124
NM_145239	chr16(.):29818408-29832202	5.2324
NM_007317	chr16(.):29797057-29821706	3.9835
NM_006319	chr16(.):29864677-29879578	0.7823
NM_024516	chr16(.):29822527-29838816	2.8569
NM_152338	chr16(.):29784560-29796840	0.0898
NM_005115	chr16(.):29826714-29864360	0.8791
NM_002720	chr16(.):30082383-30101695	0.5699
NR_027081	chr16(.):30120432-30130826	0.1393
NM_001127617	chr16(.):30070972-30086735	2.9647
NM_184041	chr16(.):30072043-30086735	3.1738
NM_184043	chr16(.):30070599-30086735	2.898
NM_000034	chr16(.):30059490-30086735	1.9885
NM_001109659	chr16(.):30029654-30041023	0.1033
NM_004608	chr16(.):30092114-30108205	1.0998
NM_024307	chr16(.):30111130-30129878	0.1098
NM_031478	chr16(.):30030747-30047186	0.1096
NM_001145524	chr16(.):30098636-30112537	1.2622
NM_031477	chr16(.):30098634-30112521	1.2634
NM_001193333	chr16(.):30189730-30205396	3.573
NM_024671	chr16(.):30530321-30542910	2.6249
NM_138447	chr16(.):30609699-30626682	1.0381
NM_152458	chr16(.):30586993-30602092	0.8776
NM_001024683	chr16(.):30576018-30588728	1.3014
NM_024031	chr16(.):30657240-30672734	4.1627
NM_023931	chr16(.):30537778-30551194	4.1263
NM_001172679	chr16(.):30560084-30574642	1.1134
NM_001105079	chr16(.):30670777-30687131	1.0984
NM_000294	chr16(.):30754619-30777497	0.5565
NR_002966	chr16(.):30716857-30726986	0.0882
NM_006662	chr16(.):30705461-30756450	0.6699
NM_003414	chr16(.):31880078-31933627	0.6426
NM_001010989	chr16(.):56960747-56982793	1.7401
NM_018110	chr16(.):57500869-57525385	0.1737
NM_153837	chr16(.):57571600-57616100	0.227
NM_033212	chr16(.):57541089-57575477	0.7718
NM_001185057	chr16(.):67202764-67214643	1.2683
NM_003946	chr16(.):67202755-67214643	1.2674
NM_001040715	chr16(.):67204504-67222883	0.8796
NM_001950	chr16(.):67221067-67237821	0.2808
NM_024712	chr16(.):67228027-67242927	0.0704
NM_033309	chr16(.):67177004-67189902	0.1849
NM_025187	chr16(.):67138914-67187442	0.1602
NM_178516	chr16(.):67213281-67229107	0.7057
NM_003789	chr16(.):67183088-67198812	0.6676
NM_001538	chr16(.):67192287-67208848	1.3904
NM_001185058	chr16(.):67199404-67214643	1.0374
NM_018378	chr16(.):67188890-67203077	0.7158
NR_029887	chr16(.):67231223-67241298	0.0728
NM_014187	chr16(.):67256015-67268182	0.4515
NM_012163	chr16(.):67236041-67265721	0.2211
NM_001004055	chr16(.):67236041-67265901	0.22
NM_001193524	chr16(.):67566364-67585691	0.6693
NM_001193523	chr16(.):67558539-67585691	0.8916
NM_001193522	chr16(.):67557719-67585691	0.8684
NM_024519	chr16(.):67557716-67585691	0.8683
NM_001037281	chr16(.):67689850-67701681	2.2722
NM_032140	chr16(.):67691849-67705628	2.0761
NM_001082486	chr16(.):67686414-67699718	0.8423
NM_001012984	chr16(.):67695716-67707661	1.597
NM_001013838	chr16(.):67674029-67696472	0.8347
NM_018430	chr16(.):67836009-67866971	0.2914
NM_025082	chr16(.):67857059-67886361	1.8709
NM_020457	chr16(.):67871212-67883098	4.1287
NM_198443	chr16(.):67913780-67925271	0.0892
NM_006742	chr16(.):67922174-67968581	0.2241
NM_014329	chr16(.):67901998-67923406	0.4625
NR_031719	chr16(.):69594710-69604771	2.9889
NM_006927	chr16(.):70408337-70477991	1.0119
NM_145059	chr16(.):70483497-70519177	0.4364
NM_001031804	chr16(.):79622744-79639622	3.0907
NM_001184854	chr16(.):87736417-87804598	0.1646
NM_001142864	chr16(.):88776745-88856372	0.3706
NM_030928	chr16(.):88865185-88880666	1.0905
NM_000485	chr16(.):88870876-88883342	0.8335
NM_199367	chr16(.):89569804-89609129	0.3645
NM_152339	chr16(.):89757764-89773121	0.4674
NM_052988	chr16(.):89748075-89767772	0.7304
NM_152287	chr16(.):89782392-89812332	1.041
NM_001113525	chr16(.):89782951-89812332	1.0597
NM_017575	chr17(.):1958132-2212069	0.4218
NM_001170957	chr17(.):1958132-2211813	0.4221
NM_020889	chr17(.):27234161-27283508	0.7741
NM_001033561	chr17(.):27227270-27283508	0.7753
NM_003204	chr17(.):46120685-46143907	3.1491
NM_022066	chr17(.):74380612-74454288	0.2087
NM_006445	chr17(.):1548922-1593176	0.2979
NM_021947	chr17(.):2202247-2233553	0.4448
NM_005022	chr17(.):4843946-4856825	4.8048
NM_153357	chr17(.):6939948-6952242	0.0378
NM_020877	chr17(.):7618038-7742058	0.1859
NM_001199125	chr17(.):17144937-17189012	0.3341
NM_003653	chr17(.):17144937-17189617	0.3306
NM_017758	chr17(.):18081866-18118267	0.8462
NM_000342	chr17(.):42320757-42350502	0.0435
NR_036488	chr17(.):70394462-70593943	0.1774
NM_004252	chr17(.):72739762-72770499	0.6809
NM_001113492	chr17(.):75278972-75501678	0.2841
NM_006640	chr17(.):75310596-75501678	0.3239
NM_001113491	chr17(.):75272491-75501678	0.2788
NM_001081461	chr17(.):74703913-74727881	0.9622
NM_001163075	chr17(.):76137433-76167364	0.8523
NM_001164407	chr17(.):1601083-1618662	0.082
NM_000934	chr17(.):1641129-1663559	0.067
NR_028505	chr17(.):1609797-1624566	1.4789
NM_001163811	chr17(.):1622833-1646893	0.7422
NM_001163809	chr17(.):1623124-1646893	0.7507
NM_001165920	chr17(.):1641319-1663559	0.0657
NM_002615	chr17(.):1660258-1685868	0.1974
NR_029494	chr17(.):1612196-1622281	2.1086
NM_152348	chr17(.):1614816-1646893	1.2079
NM_000080	chr17(.):4796063-4811369	0.7535
NM_001145536	chr17(.):4797947-4811227	0.8572
NM_001165417	chr17(.):4835425-4848462	1.3836
NM_000173	chr17(.):4830591-4843325	0.5633
NM_015528	chr17(.):4838629-4853517	4.2357
NM_006612	chr17(.):4896242-4936694	0.3018
NM_015099	chr17(.):4866286-4895960	0.8192
NM_001171168	chr17(.):4866286-4895665	0.8271
NM_053013	chr17(.):4849383-4865426	3.4739
NM_001167985	chr17(.):4886424-4905905	0.933
NM_004890	chr17(.):4857520-4876132	0.8313
NM_001004333	chr17(.):6910797-6922851	2.1724
NM_001142799	chr17(.):6913072-6925839	2.1659
NM_201566	chr17(.):6934393-6948440	0.2288
NR_029712	chr17(.):6915933-6926020	2.4799
NM_181844	chr17(.):6921368-6937961	0.1757
NM_000697	chr17(.):6894383-6919055	0.7987
NR_030178	chr17(.):6916229-6926341	2.3456
NR_003000	chr17(.):7804440-7814578	0.066
NM_053051	chr17(.):7830472-7857896	0.296
NM_001005273	chr17(.):7787168-7821075	0.8843
NM_001080424	chr17(.):7738234-7763118	2.2672
NM_144607	chr17(.):7756063-7770600	0.6745
NR_030684	chr17(.):7828662-7840267	0.6175
NM_001166621	chr17(.):7828662-7840317	0.6153
NM_032356	chr17(.):7755002-7766172	0.8772
NR_024349	chr17(.):7811639-7824265	0.2893
NM_001005271	chr17(.):7783122-7821075	0.8034
NM_004732	chr17(.):7821026-7837753	0.4594
NM_203411	chr17(.):7753383-7764417	0.9324
NM_006041	chr17(.):14199505-14254492	0.5719
NR_026880	chr17(.):14202056-14214062	2.435
NM_012452	chr17(.):16837397-16880402	0.2827
NM_144997	chr17(.):17110526-17145502	0.8258
NM_178836	chr17(.):17099308-17114646	0.6224
NM_144606	chr17(.):17119484-17145502	1.0825
NM_004176	chr17(.):17709662-17745325	1.3311
NR_030361	chr17(.):17712149-17722245	0.3462
NM_004140	chr17(.):18123935-18153188	0.2398
NR_000010	chr17(.):27044599-27054671	1.8744
NR_000009	chr17(.):27045698-27055772	2.5897
NM_031934	chr17(.):27036298-27049908	0.8502
NM_001142625	chr17(.):27036298-27050286	0.8336
NM_000984	chr17(.):27041999-27056374	2.2134
NM_138463	chr17(.):27046365-27058230	2.6243
NR_000014	chr17(.):27045446-27055509	2.2644
NR_000013	chr17(.):27042567-27052634	1.1306
NM_004295	chr17(.):27066022-27082976	1.0846
NM_152465	chr17(.):27025533-27043872	0.1081
NR_024579	chr17(.):27036298-27050251	0.8354
NM_001160407	chr17(.):27046365-27058949	2.4777
NM_178170	chr17(.):27050831-27074784	1.6487
NM_144683	chr17(.):27219798-27235089	0.9774
NM_020772	chr17(.):27577853-27626166	0.7074
NM_005208	chr17(.):27568874-27586502	0.0711
NM_002981	chr17(.):32682398-32695252	0.4954
NM_005408	chr17(.):32678470-32690629	0.1302
NM_005623	chr17(.):32641065-32653421	0.1094
NM_001017368	chr17(.):33331130-33395759	0.239
NM_057178	chr17(.):33331130-33421294	0.4817
NM_017559	chr17(.):33443630-33462751	0.2789
NM_001142571	chr17(.):33421810-33451888	0.1952
NM_001199417	chr17(.):36579719-36673628	0.1809
NM_020876	chr17(.):36608643-36673628	0.0703
NM_001130677	chr17(.):36822958-36836187	0.4815
NM_005937	chr17(.):36856872-36891056	1.4464
NM_007144	chr17(.):36885149-36909558	0.9947
NM_002795	chr17(.):36904001-36925478	0.8442
NM_001136498	chr17(.):36881509-36896858	0.3116
NM_005310	chr17(.):37889186-37908538	0.0588
NM_001030002	chr17(.):37889589-37908538	0.0594
NM_032339	chr17(.):37880408-37891788	0.4932
NM_001145301	chr17(.):38469472-38518895	0.774
NM_152219	chr17(.):38511904-38525945	0.0724
NM_000964	chr17(.):38460422-38518895	0.7094
NM_001024809	chr17(.):38493270-38518895	0.0624
NM_001254	chr17(.):38439145-38464413	0.1598
NM_024927	chr17(.):40814932-40834048	1.8794
NM_016437	chr17(.):40806265-40824024	0.2116
NM_003632	chr17(.):40829631-40857011	1.0507
NM_016602	chr17(.):40826419-40838845	3.1752
NM_178542	chr17(.):42248351-42269082	0.4182
NM_001076674	chr17(.):42259353-42274099	0.5618
NM_177441	chr17(.):42259573-42274099	0.5697
NM_001076684	chr17(.):42277400-42301924	1.7226
NM_001098833	chr17(.):42264172-42280529	1.3879
NM_080863	chr17(.):42243073-42261451	0.0729
NM_001076683	chr17(.):42277400-42303250	1.6376
NM_014233	chr17(.):42277400-42300664	1.8123
NM_001135707	chr17(.):43208013-43225326	1.1977
NM_133373	chr17(.):43184007-43214891	0.2912
NM_001135704	chr17(.):43204966-43226543	1.3211
NM_006460	chr17(.):43219683-43234468	2.6268
NM_144608	chr17(.):43233263-43252406	1.7278
NM_152343	chr17(.):43326759-43344479	0.1034
NM_005892	chr17(.):43294291-43329683	3.4418
NR_024434	chr17(.):43320302-43350997	0.2716
NR_024435	chr17(.):43334557-43350997	0.099
NR_026680	chr17(.):43692711-43720329	0.1034
NR_027295	chr17(.):43692980-43720329	0.1043
NR_026901	chr17(.):43672490-43684748	0.0472
NR_029687	chr17(.):46109526-46119613	0.3237
NM_016429	chr17(.):46098532-46120152	0.2064
NM_152244	chr17(.):46179919-46205105	0.2078
NM_013323	chr17(.):46179946-46205105	0.208
NM_006807	chr17(.):46142413-46183560	0.1347
NM_001127228	chr17(.):46142413-46183883	0.1342
NM_000250	chr17(.):56342216-56363296	0.0371
NM_004758	chr17(.):56373593-56411152	0.9889
NM_003168	chr17(.):56417538-56434563	1.1781
NR_029683	chr17(.):56403592-56413679	4.93
NR_033876	chr17(.):70589179-70641611	0.1238
NM_001163989	chr17(.):72727958-72748474	1.0058
NM_001006638	chr17(.):72728355-72748474	1.0249
NM_139018	chr17(.):72685451-72714108	0.0774
NM_175738	chr17(.):72662255-72748474	0.3048
