GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_12855_lociStitched	chr18(.):56105299-56106747	0.1756
2_MACS_peak_12856_lociStitched	chr18(.):56203323-56210492	0.1673
1_MACS_peak_12858_lociStitched	chr18(.):56218811-56220016	0.1856
2_MACS_peak_12859_lociStitched	chr18(.):56228985-56233560	0.1425
2_MACS_peak_12861_lociStitched	chr18(.):56299651-56308258	0.1459
2_MACS_peak_12863_lociStitched	chr18(.):56316353-56327324	0.1585
1_MACS_peak_12865_lociStitched	chr18(.):56337434-56339849	0.1591
1_MACS_peak_12866_lociStitched	chr18(.):56427987-56430172	0.2117
1_MACS_peak_12867_lociStitched	chr18(.):56474061-56475477	0.188
1_MACS_peak_12868_lociStitched	chr18(.):56529950-56531299	0.0912
1_MACS_peak_12869_lociStitched	chr18(.):56554044-56555324	0.2281
1_MACS_peak_12870_lociStitched	chr18(.):56580817-56582099	0.1508
2_MACS_peak_12871_lociStitched	chr18(.):56630858-56633795	0.1156
1_MACS_peak_12873_lociStitched	chr18(.):56659627-56660250	0.098
1_MACS_peak_12874_lociStitched	chr18(.):56751290-56757378	0.2017
1_MACS_peak_12875_lociStitched	chr18(.):56806260-56811898	0.2166
1_MACS_peak_12876_lociStitched	chr18(.):56935803-56936546	0.1151
1_MACS_peak_12877_lociStitched	chr18(.):57024932-57027351	0.1749
1_MACS_peak_12878_lociStitched	chr18(.):57566134-57568498	0.1795
1_MACS_peak_12879_lociStitched	chr18(.):58331351-58332331	0.1822
1_MACS_peak_12880_lociStitched	chr18(.):59560330-59561833	0.1175
1_MACS_peak_12881_lociStitched	chr18(.):59639627-59640640	0.1486
1_MACS_peak_12882_lociStitched	chr18(.):59853348-59855592	0.2244
2_MACS_peak_12883_lociStitched	chr18(.):59992591-59998171	0.1195
3_MACS_peak_12885_lociStitched	chr18(.):60189239-60194621	0.126
1_MACS_peak_12888_lociStitched	chr18(.):60243843-60245126	0.1904
2_MACS_peak_12889_lociStitched	chr18(.):60381524-60385262	0.1661
1_MACS_peak_12891_lociStitched	chr18(.):60430209-60431404	0.2362
1_MACS_peak_12892_lociStitched	chr18(.):60511969-60513501	0.1738
1_MACS_peak_12893_lociStitched	chr18(.):60536155-60537866	0.1767
1_MACS_peak_12894_lociStitched	chr18(.):60707084-60710139	0.1978
1_MACS_peak_12895_lociStitched	chr18(.):60741988-60742812	0.1817
1_MACS_peak_12896_lociStitched	chr18(.):60765227-60766710	0.2693
1_MACS_peak_12897_lociStitched	chr18(.):60778751-60780230	0.1504
2_MACS_peak_12898_lociStitched	chr18(.):60798302-60811239	0.179
1_MACS_peak_12900_lociStitched	chr18(.):60821834-60831684	0.2339
2_MACS_peak_12901_lociStitched	chr18(.):60852464-60860595	0.1524
2_MACS_peak_12903_lociStitched	chr18(.):60883067-60892029	0.1478
1_MACS_peak_12905_lociStitched	chr18(.):60901393-60903076	0.1648
1_MACS_peak_12906_lociStitched	chr18(.):60919384-60923355	0.1692
1_MACS_peak_12907_lociStitched	chr18(.):60982973-60988788	0.1829
1_MACS_peak_12908_lociStitched	chr18(.):61033188-61035753	0.1586
1_MACS_peak_12909_lociStitched	chr18(.):61088623-61090975	0.2334
1_MACS_peak_12910_lociStitched	chr18(.):61201310-61202250	0.1051
1_MACS_peak_12911_lociStitched	chr18(.):61228854-61230031	0.1768
1_MACS_peak_12912_lociStitched	chr18(.):61480816-61482480	0.1907
1_MACS_peak_12913_lociStitched	chr18(.):61497873-61499354	0.1553
1_MACS_peak_12914_lociStitched	chr18(.):61602910-61604898	0.2118
1_MACS_peak_12915_lociStitched	chr18(.):61636696-61638494	0.1875
1_MACS_peak_12916_lociStitched	chr18(.):62046389-62049110	0.1406
1_MACS_peak_12917_lociStitched	chr18(.):62070778-62072478	0.1848
1_MACS_peak_12918_lociStitched	chr18(.):62379666-62381571	0.1206
1_MACS_peak_12919_lociStitched	chr18(.):62660092-62662268	0.1881
2_MACS_peak_12920_lociStitched	chr18(.):63253986-63260163	0.1433
1_MACS_peak_12922_lociStitched	chr18(.):64910715-64912075	0.0959
1_MACS_peak_12923_lociStitched	chr18(.):65117843-65119262	0.1515
2_MACS_peak_12924_lociStitched	chr18(.):65182702-65184742	0.1383
1_MACS_peak_12926_lociStitched	chr18(.):65814992-65815865	0.1593
2_MACS_peak_12927_lociStitched	chr18(.):66381289-66389814	0.1084
1_MACS_peak_12929_lociStitched	chr18(.):67246999-67248015	0.0817
1_MACS_peak_12930_lociStitched	chr18(.):67314790-67316101	0.1369
2_MACS_peak_12931_lociStitched	chr18(.):67615403-67625237	0.1349
1_MACS_peak_12933_lociStitched	chr18(.):67703244-67705788	0.1679
1_MACS_peak_12934_lociStitched	chr18(.):67825771-67827909	0.1667
1_MACS_peak_12935_lociStitched	chr18(.):67860494-67863680	0.1866
1_MACS_peak_12936_lociStitched	chr18(.):67871994-67874242	0.1405
1_MACS_peak_12937_lociStitched	chr18(.):67955933-67957644	0.0891
1_MACS_peak_12938_lociStitched	chr18(.):68095508-68096597	0.1692
1_MACS_peak_12939_lociStitched	chr18(.):68338174-68340991	0.161
1_MACS_peak_12940_lociStitched	chr18(.):68573939-68575720	0.1356
1_MACS_peak_12941_lociStitched	chr18(.):68678753-68679618	0.1408
1_MACS_peak_12942_lociStitched	chr18(.):68987909-68990775	0.1456
1_MACS_peak_12943_lociStitched	chr18(.):69410190-69411248	0.0894
1_MACS_peak_12944_lociStitched	chr18(.):69758289-69759395	0.152
1_MACS_peak_12945_lociStitched	chr18(.):69827109-69829661	0.2024
1_MACS_peak_12946_lociStitched	chr18(.):69846433-69849534	0.1659
1_MACS_peak_12947_lociStitched	chr18(.):69868200-69869178	0.1238
1_MACS_peak_12948_lociStitched	chr18(.):70076628-70078384	0.1209
1_MACS_peak_12949_lociStitched	chr18(.):70209014-70211519	0.1171
2_MACS_peak_12950_lociStitched	chr18(.):70510259-70516921	0.1292
1_MACS_peak_12952_lociStitched	chr18(.):71337308-71338695	0.1904
2_MACS_peak_12953_lociStitched	chr18(.):71350187-71357267	0.1247
1_MACS_peak_12955_lociStitched	chr18(.):71814255-71816680	0.15
1_MACS_peak_12956_lociStitched	chr18(.):71838934-71840178	0.1673
1_MACS_peak_12957_lociStitched	chr18(.):71958409-71960101	0.2319
1_MACS_peak_12958_lociStitched	chr18(.):72074462-72075962	0.1489
1_MACS_peak_12959_lociStitched	chr18(.):72151574-72152590	0.104
2_MACS_peak_12960_lociStitched	chr18(.):72162541-72169891	0.1987
1_MACS_peak_12962_lociStitched	chr18(.):72201557-72203540	0.1168
1_MACS_peak_12963_lociStitched	chr18(.):72255650-72257232	0.1756
1_MACS_peak_12964_lociStitched	chr18(.):72263770-72266491	0.154
1_MACS_peak_12965_lociStitched	chr18(.):72518017-72519713	0.1432
1_MACS_peak_12966_lociStitched	chr18(.):72581622-72583543	0.1325
1_MACS_peak_12967_lociStitched	chr18(.):72782555-72783737	0.1331
1_MACS_peak_12968_lociStitched	chr18(.):72822610-72825137	0.1404
2_MACS_peak_12969_lociStitched	chr18(.):72919658-72924504	0.1214
2_MACS_peak_12971_lociStitched	chr18(.):73920220-73926432	0.1045
1_MACS_peak_12973_lociStitched	chr18(.):74017941-74020345	0.1517
1_MACS_peak_12974_lociStitched	chr18(.):74203585-74206052	0.2013
1_MACS_peak_12975_lociStitched	chr18(.):74236831-74237982	0.1539
1_MACS_peak_12976_lociStitched	chr18(.):74532932-74535605	0.1077
1_MACS_peak_12977_lociStitched	chr18(.):74570770-74572376	0.0954
1_MACS_peak_12978_lociStitched	chr18(.):74668933-74669725	0.1102
3_MACS_peak_12979_lociStitched	chr18(.):74766134-74778210	0.12
1_MACS_peak_12982_lociStitched	chr18(.):74791909-74793359	0.1158
1_MACS_peak_12983_lociStitched	chr18(.):74813709-74814574	0.1393
1_MACS_peak_12984_lociStitched	chr18(.):74843131-74845533	0.0891
1_MACS_peak_12985_lociStitched	chr18(.):74920386-74921772	0.169
2_MACS_peak_12986_lociStitched	chr18(.):75111752-75113811	0.1995
2_MACS_peak_12988_lociStitched	chr18(.):75199129-75208939	0.1352
1_MACS_peak_12990_lociStitched	chr18(.):75333936-75334969	0.1051
1_MACS_peak_12991_lociStitched	chr18(.):75344731-75345528	0.0888
1_MACS_peak_12992_lociStitched	chr18(.):75527578-75528759	0.1192
1_MACS_peak_12993_lociStitched	chr18(.):76285113-76285958	0.1647
1_MACS_peak_12994_lociStitched	chr18(.):76651401-76652712	0.1274
1_MACS_peak_12995_lociStitched	chr18(.):76828070-76830310	0.1526
1_MACS_peak_12996_lociStitched	chr18(.):76916825-76918158	0.1214
1_MACS_peak_12997_lociStitched	chr18(.):77034933-77037004	0.2118
1_MACS_peak_12998_lociStitched	chr18(.):77159186-77160837	0.0877
1_MACS_peak_12999_lociStitched	chr18(.):77384265-77386180	0.1313
1_MACS_peak_13000_lociStitched	chr18(.):77438393-77440232	0.157
1_MACS_peak_13001_lociStitched	chr18(.):77710941-77712369	0.1048
1_MACS_peak_13002_lociStitched	chr18(.):77747662-77749411	0.1067
1_MACS_peak_13003_lociStitched	chr18(.):77793081-77795294	0.1525
1_MACS_peak_13004_lociStitched	chr18(.):77866478-77868222	0.0643
1_MACS_peak_13005_lociStitched	chr18(.):77905642-77906710	0.133
1_MACS_peak_13006_lociStitched	chr19(.):69921-71963	0.2179
1_MACS_peak_13007_lociStitched	chr19(.):488146-489991	0.1644
2_MACS_peak_13008_lociStitched	chr19(.):506017-512466	0.244
1_MACS_peak_13010_lociStitched	chr19(.):530599-533678	0.1658
1_MACS_peak_13011_lociStitched	chr19(.):570789-573787	0.2156
3_MACS_peak_13012_lociStitched	chr19(.):632218-640581	0.2054
1_MACS_peak_13015_lociStitched	chr19(.):659674-664288	0.2577
1_MACS_peak_13016_lociStitched	chr19(.):679685-680580	0.1201
1_MACS_peak_13017_lociStitched	chr19(.):796113-799458	0.224
1_MACS_peak_13018_lociStitched	chr19(.):892082-894142	0.2236
2_MACS_peak_13019_lociStitched	chr19(.):908341-914214	0.146
1_MACS_peak_13021_lociStitched	chr19(.):923708-927639	0.1949
1_MACS_peak_13022_lociStitched	chr19(.):983526-985269	0.281
1_MACS_peak_13023_lociStitched	chr19(.):995898-997287	0.1519
3_MACS_peak_13024_lociStitched	chr19(.):1015264-1029411	0.2036
1_MACS_peak_13027_lociStitched	chr19(.):1037014-1041763	0.3296
2_MACS_peak_13028_lociStitched	chr19(.):1066175-1078216	0.1835
1_MACS_peak_13030_lociStitched	chr19(.):1093960-1096215	0.3077
1_MACS_peak_13031_lociStitched	chr19(.):1103136-1105511	0.2246
1_MACS_peak_13032_lociStitched	chr19(.):1130427-1134406	0.2456
2_MACS_peak_13033_lociStitched	chr19(.):1172976-1181275	0.1781
1_MACS_peak_13035_lociStitched	chr19(.):1194087-1195256	0.1724
1_MACS_peak_13036_lociStitched	chr19(.):1204828-1208147	0.1666
2_MACS_peak_13037_lociStitched	chr19(.):1239705-1249983	0.1724
4_MACS_peak_13039_lociStitched	chr19(.):1258501-1277226	0.2347
1_MACS_peak_13043_lociStitched	chr19(.):1353928-1355925	0.1704
1_MACS_peak_13044_lociStitched	chr19(.):1383074-1384868	0.3429
2_MACS_peak_13045_lociStitched	chr19(.):1400332-1409587	0.1915
3_MACS_peak_13047_lociStitched	chr19(.):1437940-1445728	0.2088
1_MACS_peak_13050_lociStitched	chr19(.):1454814-1455934	0.2201
1_MACS_peak_13051_lociStitched	chr19(.):1478131-1480246	0.2125
1_MACS_peak_13052_lociStitched	chr19(.):1489686-1491679	0.2608
1_MACS_peak_13053_lociStitched	chr19(.):1512350-1513905	0.1404
1_MACS_peak_13054_lociStitched	chr19(.):1590739-1593879	0.2105
1_MACS_peak_13055_lociStitched	chr19(.):1604350-1607183	0.2811
5_MACS_peak_13056_lociStitched	chr19(.):1647575-1672863	0.1751
1_MACS_peak_13061_lociStitched	chr19(.):1747642-1748545	0.1518
1_MACS_peak_13062_lociStitched	chr19(.):1811681-1813437	0.2233
5_MACS_peak_13063_lociStitched	chr19(.):1847417-1865652	0.1771
1_MACS_peak_13068_lociStitched	chr19(.):1874752-1877047	0.2291
1_MACS_peak_13069_lociStitched	chr19(.):1883947-1885604	0.2014
4_MACS_peak_13070_lociStitched	chr19(.):1894991-1906446	0.2029
2_MACS_peak_13074_lociStitched	chr19(.):1922910-1930345	0.1715
1_MACS_peak_13076_lociStitched	chr19(.):1939841-1943677	0.2058
1_MACS_peak_13077_lociStitched	chr19(.):2014720-2015793	0.0885
1_MACS_peak_13078_lociStitched	chr19(.):2031490-2033421	0.2247
4_MACS_peak_13079_lociStitched	chr19(.):2040986-2062756	0.2074
2_MACS_peak_13083_lociStitched	chr19(.):2081521-2098400	0.2827
1_MACS_peak_13085_lociStitched	chr19(.):2150056-2152690	0.2426
1_MACS_peak_13086_lociStitched	chr19(.):2162881-2166315	0.1992
2_MACS_peak_13087_lociStitched	chr19(.):2234776-2240774	0.25
3_MACS_peak_13089_lociStitched	chr19(.):2254933-2271738	0.2258
1_MACS_peak_13092_lociStitched	chr19(.):2288583-2290913	0.218
2_MACS_peak_13093_lociStitched	chr19(.):2327266-2334243	0.2184
1_MACS_peak_13095_lociStitched	chr19(.):2393483-2396122	0.303
1_MACS_peak_13096_lociStitched	chr19(.):2426182-2428518	0.3082
1_MACS_peak_13097_lociStitched	chr19(.):2445820-2447838	0.2195
4_MACS_peak_13098_lociStitched	chr19(.):2455446-2480350	0.1958
2_MACS_peak_13102_lociStitched	chr19(.):2490469-2495937	0.1365
1_MACS_peak_13104_lociStitched	chr19(.):2552023-2553691	0.2368
1_MACS_peak_13105_lociStitched	chr19(.):2560861-2563190	0.2254
1_MACS_peak_13106_lociStitched	chr19(.):2578883-2579983	0.1678
5_MACS_peak_13107_lociStitched	chr19(.):2594364-2629109	0.2225
1_MACS_peak_13112_lociStitched	chr19(.):2636358-2637931	0.2193
1_MACS_peak_13113_lociStitched	chr19(.):2663514-2665298	0.306
2_MACS_peak_13114_lociStitched	chr19(.):2697792-2703585	0.1764
1_MACS_peak_13116_lociStitched	chr19(.):2738843-2740472	0.172
2_MACS_peak_13117_lociStitched	chr19(.):2782264-2786802	0.2776
1_MACS_peak_13119_lociStitched	chr19(.):2816026-2820916	0.159
1_MACS_peak_13120_lociStitched	chr19(.):2840371-2842356	0.1871
1_MACS_peak_13121_lociStitched	chr19(.):2950003-2951101	0.217
1_MACS_peak_13122_lociStitched	chr19(.):3035065-3036963	0.1246
1_MACS_peak_13123_lociStitched	chr19(.):3184659-3187005	0.2603
1_MACS_peak_13124_lociStitched	chr19(.):3434296-3436082	0.319
1_MACS_peak_13125_lociStitched	chr19(.):3450904-3451918	0.129
2_MACS_peak_13126_lociStitched	chr19(.):3499715-3507430	0.2252
2_MACS_peak_13128_lociStitched	chr19(.):3552493-3558583	0.1605
1_MACS_peak_13130_lociStitched	chr19(.):3571800-3574013	0.147
1_MACS_peak_13131_lociStitched	chr19(.):3617212-3619147	0.2392
1_MACS_peak_13132_lociStitched	chr19(.):3625993-3627821	0.2161
1_MACS_peak_13133_lociStitched	chr19(.):3687539-3689260	0.1774
1_MACS_peak_13134_lociStitched	chr19(.):3698944-3700463	0.1482
1_MACS_peak_13135_lociStitched	chr19(.):3760604-3763789	0.3373
1_MACS_peak_13136_lociStitched	chr19(.):3970336-3971891	0.229
2_MACS_peak_13137_lociStitched	chr19(.):3983756-3990925	0.292
1_MACS_peak_13139_lociStitched	chr19(.):4006583-4008740	0.1812
2_MACS_peak_13140_lociStitched	chr19(.):4063666-4067557	0.1002
1_MACS_peak_13142_lociStitched	chr19(.):4077188-4078995	0.1973
2_MACS_peak_13143_lociStitched	chr19(.):4114365-4124936	0.1976
1_MACS_peak_13145_lociStitched	chr19(.):4181587-4183525	0.2983
2_MACS_peak_13146_lociStitched	chr19(.):4242196-4247808	0.1937
1_MACS_peak_13148_lociStitched	chr19(.):4328504-4329604	0.1594
2_MACS_peak_13149_lociStitched	chr19(.):4337735-4344200	0.1992
1_MACS_peak_13151_lociStitched	chr19(.):4368241-4370878	0.2313
2_MACS_peak_13152_lociStitched	chr19(.):4399109-4403976	0.2477
1_MACS_peak_13154_lociStitched	chr19(.):4470353-4473342	0.2914
2_MACS_peak_13155_lociStitched	chr19(.):4635854-4640449	0.1872
1_MACS_peak_13157_lociStitched	chr19(.):4669021-4670851	0.2035
1_MACS_peak_13158_lociStitched	chr19(.):4722727-4725025	0.3039
1_MACS_peak_13159_lociStitched	chr19(.):4790464-4792694	0.3545
1_MACS_peak_13160_lociStitched	chr19(.):4830626-4832573	0.2559
1_MACS_peak_13161_lociStitched	chr19(.):4866725-4868671	0.2192
1_MACS_peak_13162_lociStitched	chr19(.):4908780-4911172	0.1798
1_MACS_peak_13163_lociStitched	chr19(.):4969321-4970966	0.1803
1_MACS_peak_13164_lociStitched	chr19(.):5621661-5624471	0.19
3_MACS_peak_13165_lociStitched	chr19(.):5679471-5691979	0.2223
1_MACS_peak_13168_lociStitched	chr19(.):5718161-5721271	0.2511
1_MACS_peak_13169_lociStitched	chr19(.):5790186-5791676	0.3128
2_MACS_peak_13170_lociStitched	chr19(.):5803328-5806216	0.1548
1_MACS_peak_13172_lociStitched	chr19(.):5826043-5829562	0.1793
1_MACS_peak_13173_lociStitched	chr19(.):5902627-5905750	0.3957
1_MACS_peak_13174_lociStitched	chr19(.):5948903-5951047	0.2495
1_MACS_peak_13175_lociStitched	chr19(.):5967513-5968804	0.2611
1_MACS_peak_13176_lociStitched	chr19(.):5976773-5979348	0.2523
2_MACS_peak_13177_lociStitched	chr19(.):5987168-5990914	0.2516
1_MACS_peak_13179_lociStitched	chr19(.):6087742-6088819	0.137
1_MACS_peak_13180_lociStitched	chr19(.):6099856-6100919	0.1533
2_MACS_peak_13181_lociStitched	chr19(.):6198689-6204350	0.1823
1_MACS_peak_13183_lociStitched	chr19(.):6278632-6280064	0.1515
1_MACS_peak_13184_lociStitched	chr19(.):6360808-6362906	0.2553
1_MACS_peak_13185_lociStitched	chr19(.):6372051-6374143	0.2622
1_MACS_peak_13186_lociStitched	chr19(.):6392238-6394525	0.34
1_MACS_peak_13187_lociStitched	chr19(.):6423511-6426200	0.3579
2_MACS_peak_13188_lociStitched	chr19(.):6459089-6465147	0.1748
2_MACS_peak_13190_lociStitched	chr19(.):6480805-6490399	0.1646
1_MACS_peak_13192_lociStitched	chr19(.):6515891-6519478	0.3052
2_MACS_peak_13193_lociStitched	chr19(.):6529979-6537416	0.217
1_MACS_peak_13195_lociStitched	chr19(.):6575684-6579890	0.2574
1_MACS_peak_13196_lociStitched	chr19(.):6590291-6593683	0.2482
1_MACS_peak_13197_lociStitched	chr19(.):6603352-6604486	0.2202
1_MACS_peak_13198_lociStitched	chr19(.):6630051-6632321	0.1971
1_MACS_peak_13199_lociStitched	chr19(.):6641080-6642722	0.2224
1_MACS_peak_13200_lociStitched	chr19(.):6674361-6676094	0.25
1_MACS_peak_13201_lociStitched	chr19(.):6727874-6729268	0.2119
1_MACS_peak_13202_lociStitched	chr19(.):6735909-6741686	0.3077
3_MACS_peak_13203_lociStitched	chr19(.):6765112-6779698	0.2358
1_MACS_peak_13206_lociStitched	chr19(.):6787741-6789519	0.2341
1_MACS_peak_13207_lociStitched	chr19(.):6799366-6804103	0.2952
1_MACS_peak_13208_lociStitched	chr19(.):6848731-6852095	0.2412
1_MACS_peak_13209_lociStitched	chr19(.):6862310-6864103	0.2743
1_MACS_peak_13210_lociStitched	chr19(.):6925760-6926910	0.2287
1_MACS_peak_13211_lociStitched	chr19(.):7068930-7070524	0.2739
1_MACS_peak_13212_lociStitched	chr19(.):7098307-7100252	0.2658
1_MACS_peak_13213_lociStitched	chr19(.):7146743-7148343	0.2704
1_MACS_peak_13214_lociStitched	chr19(.):7182278-7184325	0.3097
2_MACS_peak_13215_lociStitched	chr19(.):7192161-7199034	0.1973
1_MACS_peak_13217_lociStitched	chr19(.):7241604-7243847	0.2322
1_MACS_peak_13218_lociStitched	chr19(.):7293033-7295693	0.1857
3_MACS_peak_13219_lociStitched	chr19(.):7400669-7410760	0.2579
2_MACS_peak_13222_lociStitched	chr19(.):7425009-7427400	0.1978
1_MACS_peak_13224_lociStitched	chr19(.):7459166-7461037	0.2069
1_MACS_peak_13225_lociStitched	chr19(.):7474436-7475957	0.2041
1_MACS_peak_13226_lociStitched	chr19(.):7553324-7554251	0.2256
2_MACS_peak_13227_lociStitched	chr19(.):7581132-7588499	0.1799
1_MACS_peak_13229_lociStitched	chr19(.):7598211-7601469	0.2693
2_MACS_peak_13230_lociStitched	chr19(.):7693686-7702910	0.1871
1_MACS_peak_13232_lociStitched	chr19(.):7745090-7746708	0.2875
1_MACS_peak_13233_lociStitched	chr19(.):7871534-7873620	0.2312
1_MACS_peak_13234_lociStitched	chr19(.):7893859-7895842	0.2261
2_MACS_peak_13235_lociStitched	chr19(.):7930000-7934771	0.2163
1_MACS_peak_13237_lociStitched	chr19(.):7967500-7969977	0.2551
2_MACS_peak_13238_lociStitched	chr19(.):7980788-7986754	0.2028
1_MACS_peak_13240_lociStitched	chr19(.):8007490-8009704	0.31
1_MACS_peak_13241_lociStitched	chr19(.):8069332-8071349	0.2052
1_MACS_peak_13242_lociStitched	chr19(.):8258412-8259992	0.1715
1_MACS_peak_13243_lociStitched	chr19(.):8333061-8335116	0.314
1_MACS_peak_13244_lociStitched	chr19(.):8346139-8348343	0.1188
1_MACS_peak_13245_lociStitched	chr19(.):8361081-8362915	0.1172
1_MACS_peak_13246_lociStitched	chr19(.):8371889-8373902	0.2634
1_MACS_peak_13247_lociStitched	chr19(.):8385127-8387784	0.2329
1_MACS_peak_13248_lociStitched	chr19(.):8454001-8456061	0.3376
1_MACS_peak_13249_lociStitched	chr19(.):8477892-8478953	0.1952
1_MACS_peak_13250_lociStitched	chr19(.):8508906-8511060	0.3257
1_MACS_peak_13251_lociStitched	chr19(.):8538249-8539791	0.252
1_MACS_peak_13252_lociStitched	chr19(.):8578137-8579879	0.2152
1_MACS_peak_13253_lociStitched	chr19(.):8590014-8591659	0.172
1_MACS_peak_13254_lociStitched	chr19(.):8633338-8635175	0.2227
1_MACS_peak_13255_lociStitched	chr19(.):8942114-8944090	0.2155
1_MACS_peak_13256_lociStitched	chr19(.):9120433-9121549	0.1684
1_MACS_peak_13257_lociStitched	chr19(.):9250596-9251810	0.1513
1_MACS_peak_13258_lociStitched	chr19(.):9419614-9421112	0.2223
1_MACS_peak_13259_lociStitched	chr19(.):9434069-9435596	0.1879
1_MACS_peak_13260_lociStitched	chr19(.):9545384-9546866	0.1233
1_MACS_peak_13261_lociStitched	chr19(.):9566300-9567352	0.1713
1_MACS_peak_13262_lociStitched	chr19(.):9648825-9649870	0.1559
1_MACS_peak_13263_lociStitched	chr19(.):9694265-9695874	0.1764
1_MACS_peak_13264_lociStitched	chr19(.):9731078-9732969	0.1609
1_MACS_peak_13265_lociStitched	chr19(.):9784556-9786609	0.1757
1_MACS_peak_13266_lociStitched	chr19(.):9917050-9920861	0.1855
4_MACS_peak_13267_lociStitched	chr19(.):9928732-9946917	0.1311
1_MACS_peak_13271_lociStitched	chr19(.):10196228-10197707	0.117
1_MACS_peak_13272_lociStitched	chr19(.):10206978-10207549	0.1221
1_MACS_peak_13273_lociStitched	chr19(.):10216557-10218231	0.1608
1_MACS_peak_13274_lociStitched	chr19(.):10229625-10231009	0.1406
1_MACS_peak_13275_lociStitched	chr19(.):10277841-10279800	0.2225
3_MACS_peak_13276_lociStitched	chr19(.):10304318-10316283	0.1637
3_MACS_peak_13279_lociStitched	chr19(.):10329342-10348035	0.1441
1_MACS_peak_13282_lociStitched	chr19(.):10362190-10363807	0.2089
1_MACS_peak_13283_lociStitched	chr19(.):10380271-10382512	0.1619
1_MACS_peak_13284_lociStitched	chr19(.):10425904-10427035	0.1617
2_MACS_peak_13285_lociStitched	chr19(.):10443153-10451051	0.1498
1_MACS_peak_13287_lociStitched	chr19(.):10490232-10492305	0.2518
6_MACS_peak_13288_lociStitched	chr19(.):10513567-10539655	0.155
2_MACS_peak_13294_lociStitched	chr19(.):10608864-10614705	0.1395
1_MACS_peak_13296_lociStitched	chr19(.):10653902-10655533	0.1823
2_MACS_peak_13297_lociStitched	chr19(.):10675542-10680924	0.1834
3_MACS_peak_13299_lociStitched	chr19(.):10704436-10713740	0.1124
2_MACS_peak_13302_lociStitched	chr19(.):10762042-10766998	0.1752
1_MACS_peak_13304_lociStitched	chr19(.):10811506-10813114	0.166
1_MACS_peak_13305_lociStitched	chr19(.):10828364-10829912	0.2133
1_MACS_peak_13306_lociStitched	chr19(.):10869830-10871099	0.1702
1_MACS_peak_13307_lociStitched	chr19(.):10887027-10888817	0.1902
1_MACS_peak_13308_lociStitched	chr19(.):10946114-10947968	0.32
4_MACS_peak_13309_lociStitched	chr19(.):10978131-10990750	0.1517
1_MACS_peak_13313_lociStitched	chr19(.):11038451-11040400	0.1806
2_MACS_peak_13314_lociStitched	chr19(.):11048927-11053613	0.1754
1_MACS_peak_13316_lociStitched	chr19(.):11070338-11072977	0.1515
1_MACS_peak_13317_lociStitched	chr19(.):11159144-11161104	0.1952
2_MACS_peak_13318_lociStitched	chr19(.):11199088-11207929	0.1855
1_MACS_peak_13320_lociStitched	chr19(.):11247945-11249202	0.1228
1_MACS_peak_13321_lociStitched	chr19(.):11265274-11267467	0.2768
1_MACS_peak_13322_lociStitched	chr19(.):11290022-11291313	0.1688
1_MACS_peak_13323_lociStitched	chr19(.):11307343-11309156	0.1308
2_MACS_peak_13324_lociStitched	chr19(.):11449600-11457954	0.1515
2_MACS_peak_13326_lociStitched	chr19(.):11484708-11493241	0.179
1_MACS_peak_13328_lociStitched	chr19(.):11545519-11547264	0.3094
1_MACS_peak_13329_lociStitched	chr19(.):11593005-11593888	0.236
1_MACS_peak_13330_lociStitched	chr19(.):11615301-11617598	0.1706
2_MACS_peak_13331_lociStitched	chr19(.):11639170-11647267	0.119
1_MACS_peak_13333_lociStitched	chr19(.):11669382-11671465	0.2054
2_MACS_peak_13334_lociStitched	chr19(.):11691946-11695660	0.1317
1_MACS_peak_13336_lociStitched	chr19(.):11707323-11709213	0.1545
1_MACS_peak_13337_lociStitched	chr19(.):11750233-11751375	0.1292
1_MACS_peak_13338_lociStitched	chr19(.):11848571-11850683	0.2423
1_MACS_peak_13339_lociStitched	chr19(.):11877059-11879061	0.2154
1_MACS_peak_13340_lociStitched	chr19(.):11908984-11910249	0.2155
1_MACS_peak_13341_lociStitched	chr19(.):11924315-11925948	0.2237
1_MACS_peak_13342_lociStitched	chr19(.):11998289-11999354	0.1734
1_MACS_peak_13343_lociStitched	chr19(.):12034382-12037010	0.1868
1_MACS_peak_13344_lociStitched	chr19(.):12075071-12076857	0.256
1_MACS_peak_13345_lociStitched	chr19(.):12098104-12100170	0.2375
1_MACS_peak_13346_lociStitched	chr19(.):12202807-12203879	0.1146
1_MACS_peak_13347_lociStitched	chr19(.):12250613-12251548	0.1633
1_MACS_peak_13348_lociStitched	chr19(.):12273381-12274674	0.1568
1_MACS_peak_13349_lociStitched	chr19(.):12404405-12406101	0.1439
1_MACS_peak_13350_lociStitched	chr19(.):12424806-12426081	0.1752
1_MACS_peak_13351_lociStitched	chr19(.):12443451-12445188	0.2223
1_MACS_peak_13352_lociStitched	chr19(.):12475555-12477091	0.1573
1_MACS_peak_13353_lociStitched	chr19(.):12510427-12512489	0.2126
1_MACS_peak_13354_lociStitched	chr19(.):12550686-12552643	0.1749
3_MACS_peak_13355_lociStitched	chr19(.):12588705-12596433	0.1496
1_MACS_peak_13358_lociStitched	chr19(.):12605825-12606903	0.1837
