GENE_ID	locusLine	bin_1_H929_jia.bam
NM_020185	chr6(.):287100-356355	2.5563
NR_027712	chr6(.):7981334-7995577	1.0448
NM_001145549	chr6(.):7876482-7915310	6.1727
NM_030810	chr6(.):7876482-7916047	6.3064
NR_033910	chr6(.):10407550-10421402	1.0906
NM_001032280	chr6(.):10391915-10417607	0.8619
NM_001042425	chr6(.):10391915-10424797	0.6815
NR_027793	chr6(.):10423017-10440055	0.2047
NM_003220	chr6(.):10391915-10420470	0.779
NM_003107	chr6(.):21588971-21603849	1.0882
NM_005319	chr6(.):26050967-26061699	1.3239
NM_003537	chr6(.):26026816-26037288	1.8707
NM_003544	chr6(.):26022123-26032480	1.4389
NM_021062	chr6(.):26038454-26048885	0.9243
NM_003531	chr6(.):26040638-26051097	0.9321
NM_005325	chr6(.):26012259-26023040	0.9504
NM_003538	chr6(.):26016906-26027278	1.5073
NM_003513	chr6(.):26028319-26038796	1.5298
NM_003529	chr6(.):26015717-26026186	1.1049
NM_003526	chr6(.):26118694-26129132	1.7053
NM_021065	chr6(.):26194011-26204471	2.411
NM_003530	chr6(.):26192011-26204464	2.0426
NM_138720	chr6(.):26153348-26176576	1.2639
NM_003523	chr6(.):26179023-26189458	0.4447
NM_003539	chr6(.):26183937-26194304	0.5615
NM_003545	chr6(.):26199872-26210249	1.3335
NM_021063	chr6(.):26153348-26163871	1.8088
NM_005321	chr6(.):26151558-26162343	1.7361
NM_003512	chr6(.):26119372-26129918	1.6908
NM_005323	chr6(.):26102639-26113364	0.3736
NM_003522	chr6(.):26194786-26205216	2.5337
NM_003518	chr6(.):26211427-26221872	1.3949
NM_021052	chr6(.):26212147-26222711	1.3871
NM_003543	chr6(.):26280353-26290727	0.9579
NM_003532	chr6(.):26220382-26230844	0.5227
NM_003524	chr6(.):26246878-26257303	1.2428
NM_003534	chr6(.):26266145-26276612	1.8879
NM_003547	chr6(.):26241838-26252205	0.9378
NM_003540	chr6(.):26235653-26246021	0.1433
NM_021018	chr6(.):26245369-26255835	1.2337
NM_005320	chr6(.):26229439-26240216	1.0737
NM_003525	chr6(.):26268203-26278640	1.8977
NM_001145008	chr6(.):26397464-26420444	0.3451
NM_001197240	chr6(.):26378328-26400100	0.6835
NM_001197247	chr6(.):26360397-26383540	1.6863
NM_001197238	chr6(.):26378323-26400100	0.6834
NM_197974	chr6(.):26435699-26458643	0.2603
NM_007047	chr6(.):26360397-26383548	1.6873
NR_027795	chr6(.):26416618-26435816	0.2908
NM_001197237	chr6(.):26378438-26400100	0.6858
NM_001197248	chr6(.):26360469-26383540	1.684
NM_001197246	chr6(.):26363405-26383540	1.1763
NR_026790	chr6(.):26516933-26532612	0.5361
NM_001732	chr6(.):26496494-26515652	0.118
NM_006353	chr6(.):26533571-26552164	0.9031
NM_021064	chr6(.):27095816-27106314	2.487
NM_080593	chr6(.):27101071-27119637	1.8728
NM_080596	chr6(.):27109907-27120346	1.6866
NR_036096	chr6(.):27110404-27120467	1.6233
NM_021058	chr6(.):27095094-27105575	2.6811
NM_003495	chr6(.):27102087-27112457	1.757
NM_021066	chr6(.):27777079-27787518	1.0808
NM_003536	chr6(.):27772841-27783314	1.41
NM_003509	chr6(.):27770976-27781445	1.1108
NM_003519	chr6(.):27770256-27780709	1.0759
NM_003521	chr6(.):27777821-27788267	0.9811
NM_003535	chr6(.):27853092-27863570	2.1041
NM_003527	chr6(.):27856202-27866669	2.2493
NM_003520	chr6(.):27801439-27811888	2.0473
NM_003511	chr6(.):27828106-27838576	0.4554
NM_003533	chr6(.):27834622-27845099	0.1995
NM_003510	chr6(.):27800657-27811117	2.0544
NM_003541	chr6(.):27793951-27804305	1.01
NM_005322	chr6(.):27829569-27840359	0.4414
NM_033057	chr6(.):27873962-27885174	0.0437
NM_021968	chr6(.):27786902-27797258	0.6357
NM_003514	chr6(.):27855476-27865963	2.2425
NM_003546	chr6(.):27835925-27846289	0.0663
NM_005516	chr6(.):30452182-30466982	0.7372
NM_005275	chr6(.):30504154-30530371	0.3926
NM_025263	chr6(.):30519485-30537473	0.5348
NM_003587	chr6(.):30615895-30645830	0.1231
NM_001031722	chr6(.):30589662-30619598	0.3149
NR_033823	chr6(.):30589612-30619598	0.3148
NM_001161376	chr6(.):30609815-30625987	0.4449
NM_133471	chr6(.):30639165-30660672	2.0828
NM_001134870	chr6(.):30639165-30660093	2.135
NM_007243	chr6(.):30650825-30663769	2.4181
NM_005803	chr6(.):30690510-30715453	0.854
NM_003897	chr6(.):30705975-30717327	1.2401
NM_178014	chr6(.):30683156-30698195	1.8223
NM_004847	chr6(.):31577993-31589798	0.6894
NM_001623	chr6(.):31578032-31589798	0.6917
NM_032955	chr6(.):31578788-31589798	0.7365
NM_080702	chr6(.):31601804-31625477	0.4431
NM_001098534	chr6(.):31601804-31625170	0.4463
NM_021246	chr6(.):31678132-31690581	0.0729
NM_138275	chr6(.):31686160-31697851	0.3005
NR_033488	chr6(.):31649725-31675850	0.2853
NM_001320	chr6(.):31628656-31642843	1.1439
NM_013974	chr6(.):31689816-31703039	0.8135
NM_025262	chr6(.):31639460-31653150	0.1071
NM_001288	chr6(.):31693357-31709341	2.5316
NM_019101	chr6(.):31618670-31630987	1.315
NM_021184	chr6(.):31621074-31633549	1.4109
NM_001003693	chr6(.):31669683-31683372	0.4938
NM_021221	chr6(.):31633727-31645227	0.3166
NM_021160	chr6(.):31649725-31676137	0.2827
NR_002971	chr6(.):31585855-31595987	0.8605
NR_024541	chr6(.):31674752-31686842	0.0746
NM_080686	chr6(.):31583449-31610554	0.3604
NM_025261	chr6(.):31681424-31694510	0.0625
NM_033177	chr6(.):31624005-31638179	1.4453
NM_001199240	chr6(.):31624005-31638407	1.4246
NM_001199238	chr6(.):31624005-31638639	1.4035
NM_001199237	chr6(.):31624005-31639060	1.3663
NM_001039651	chr6(.):31725772-31737624	0.1317
NM_025258	chr6(.):31728370-31750108	0.5612
NR_002742	chr6(.):31799852-31809916	1.2178
NM_000434	chr6(.):31821828-31835709	0.3467
NM_021177	chr6(.):31760173-31779743	1.3568
NR_002745	chr6(.):31798039-31808103	1.4555
NM_001178045	chr6(.):31825969-31850448	0.2265
NM_001040438	chr6(.):31797692-31812541	1.0284
NM_005345	chr6(.):31778290-31790719	0.7482
NM_005527	chr6(.):31772395-31787835	0.5111
NM_001178044	chr6(.):31825969-31851823	0.2182
NM_006295	chr6(.):31740296-31768712	1.5205
NM_005346	chr6(.):31790511-31803031	1.5052
NM_002800	chr6(.):32816937-32832628	0.9348
NM_000544	chr6(.):32788186-32811547	0.3652
NM_018833	chr6(.):32784609-32811547	0.3232
NM_002120	chr6(.):32775539-32789825	0.0486
NM_000593	chr6(.):32807985-32826748	1.5429
NR_027771	chr6(.):32839254-32852851	0.0484
NM_004159	chr6(.):32803493-32817712	1.3774
NM_148919	chr6(.):32803493-32816816	1.4656
NR_037178	chr6(.):32856952-32876535	0.3149
NR_037174	chr6(.):32806862-32819277	1.2053
NM_006120	chr6(.):32911390-32925899	0.1216
NM_002119	chr6(.):32966959-32982389	0.0559
NM_002118	chr6(.):32897405-32913847	0.0845
NM_005104	chr6(.):32931436-32954282	2.3601
NM_001113182	chr6(.):32933664-32954282	2.6081
NM_001199455	chr6(.):32934371-32954282	2.6968
NM_001199456	chr6(.):32935860-32954282	2.7169
NM_080679	chr6(.):33125468-33165245	0.09
NM_001164267	chr6(.):33241879-33262304	0.346
NM_022551	chr6(.):33234851-33249281	0.6768
NM_172209	chr6(.):33262471-33287164	1.1388
NM_004761	chr6(.):33254430-33272176	1.0271
NM_172208	chr6(.):33266409-33287164	1.2293
NM_006979	chr6(.):33163602-33177214	1.5811
NM_002931	chr6(.):33171285-33185499	0.7926
NM_003782	chr6(.):33239916-33251602	0.5027
NR_024517	chr6(.):33281334-33295793	1.1494
NM_014234	chr6(.):33167418-33179607	1.6968
NM_014260	chr6(.):33252377-33263711	0.499
NM_021976	chr6(.):33156364-33173432	0.8761
NM_005453	chr6(.):33277181-33290512	1.2903
NM_001145338	chr6(.):33277181-33290719	1.3498
NM_022553	chr6(.):33213048-33244662	0.597
NR_029633	chr6(.):33170611-33180721	1.1145
NM_001185181	chr6(.):33252411-33263709	0.5005
NM_006772	chr6(.):33382846-33426466	0.44
NM_015921	chr6(.):33379318-33391065	0.7927
NR_001444	chr6(.):33327513-33339139	0.0628
NM_002263	chr6(.):33354312-33382699	0.5321
NM_002636	chr6(.):33373772-33389230	1.0282
NM_001188	chr6(.):33535322-33553070	1.1468
NM_002224	chr6(.):33584155-33669348	0.1108
NM_022047	chr6(.):35260594-35294548	0.9382
NM_002754	chr6(.):36093261-36112842	2.2057
NM_007271	chr6(.):36456668-36520247	0.1734
NR_037152	chr6(.):36639236-36660116	0.8775
NM_078467	chr6(.):36639266-36660116	0.8788
NR_037150	chr6(.):36639313-36660116	0.8806
NM_000389	chr6(.):36641455-36660116	0.9669
NR_037151	chr6(.):36641486-36660116	0.9684
NR_037491	chr6(.):36585212-36595289	0.215
NM_020939	chr6(.):36703554-36812220	0.4444
NM_000322	chr6(.):42659332-42695358	0.0934
NM_003192	chr6(.):42707233-42718884	1.2926
NR_037141	chr6(.):42690313-42700932	0.1219
NM_015349	chr6(.):42783793-42841296	0.0499
NM_015089	chr6(.):43144921-43197325	0.1607
NM_003131	chr6(.):43133919-43154244	0.5703
NM_006443	chr6(.):43188366-43202211	0.318
NM_019096	chr6(.):43583217-43601936	1.0142
NM_001003690	chr6(.):43592278-43613688	1.0605
NM_014628	chr6(.):43598576-43613688	0.347
NM_006502	chr6(.):43538877-43593260	0.2103
NM_001193341	chr6(.):43607766-43643748	0.0993
NR_030313	chr6(.):45160410-45170507	1.863
NM_138441	chr6(.):74129855-74167043	0.3511
NM_001402	chr6(.):74220472-74235755	1.8879
NM_001159676	chr6(.):86312501-86356169	0.522
NM_001159677	chr6(.):86312501-86358043	0.5028
NM_001159674	chr6(.):86312501-86357608	0.507
NM_001159673	chr6(.):86312501-86357640	0.5067
NR_003044	chr6(.):86382306-86392377	1.2794
NR_003038	chr6(.):86381724-86393451	1.1177
NR_002743	chr6(.):86382011-86392086	1.2846
NM_002043	chr6(.):89962238-90029967	0.8849
NM_021244	chr6(.):90069334-90126995	0.8501
NM_182907	chr6(.):106541814-106562811	4.2339
NM_001198	chr6(.):106529194-106562814	4.0965
NM_001624	chr6(.):106954729-107023334	0.195
NM_173830	chr6(.):109445506-109490115	0.0434
NM_001164313	chr6(.):109797151-109809440	0.3536
NM_001111298	chr6(.):109706417-109767374	0.121
NM_001159291	chr6(.):109760265-109782190	1.2189
NM_003080	chr6(.):109756930-109770122	0.383
NM_014797	chr6(.):109778718-109809440	0.382
NM_001634	chr6(.):111190986-111221913	0.4918
NM_001033059	chr6(.):111190987-111221913	0.4918
NM_001145207	chr6(.):135351994-135381036	0.2029
NM_006620	chr6(.):135276516-135381036	0.2453
NR_037435	chr6(.):135295475-135305570	0.0483
NM_006079	chr6(.):139688396-139700785	1.9425
NM_001168389	chr6(.):139688396-139700350	2.0098
NM_001168388	chr6(.):139688396-139700499	1.987
NM_001259	chr7(.):92229234-92468231	0.4133
NM_001145306	chr7(.):92229234-92470941	0.4091
NM_004289	chr7(.):26186846-26231756	0.1468
NM_001029835	chr7(.):45062232-45121069	0.3873
NM_001167935	chr7(.):45034786-45121069	0.4214
NR_030770	chr7(.):45034344-45121069	0.4219
NM_030796	chr7(.):55533305-55645200	0.6296
NM_001913	chr7(.):101454291-101932250	0.1806
NM_182692	chr7(.):104751822-105034341	0.2949
NM_181500	chr7(.):101454302-101932250	0.1806
NM_182691	chr7(.):104751822-104914477	0.2949
NM_001145354	chr7(.):130789854-131186398	0.1596
NM_022740	chr7(.):139241315-139482693	0.129
NM_138426	chr7(.):8003422-8133709	0.1588
NM_006547	chr7(.):23344827-23514995	0.3571
NM_014766	chr7(.):29954718-30034425	0.1163
NM_001145514	chr7(.):29954718-30034905	0.1157
NM_001145513	chr7(.):29954718-30034734	0.1159
NR_036554	chr7(.):29720687-29787019	0.3731
NM_001197027	chr7(.):30062976-30162961	0.1533
NR_003502	chr7(.):32762561-32774595	1.3394
NR_036680	chr7(.):32615552-32763780	0.0632
NM_014800	chr7(.):36888960-37493511	0.1256
NM_003718	chr7(.):39984958-40141733	0.1888
NM_006060	chr7(.):50339377-50477798	0.2211
NM_004577	chr7(.):56073743-56124268	0.2741
NM_005338	chr7(.):75158408-75373279	0.2057
NM_080744	chr7(.):76013645-76044012	0.5452
NM_006379	chr7(.):80366853-80553667	0.1891
NM_017621	chr7(.):102091666-102110321	0.3418
NM_182931	chr7(.):104649636-104759532	0.5322
NM_024913	chr7(.):120623750-120942498	0.0682
NM_001105533	chr7(.):120624444-120906972	0.0683
NM_001098627	chr7(.):128575771-128595088	1.3614
NM_001098630	chr7(.):128572993-128595088	1.3502
NM_032643	chr7(.):128573270-128595088	1.3172
NR_015431	chr7(.):130623918-130798562	0.2779
NR_024153	chr7(.):130623918-130796789	0.2798
NM_144648	chr7(.):133807104-133953933	0.072
NM_194071	chr7(.):137554724-137691846	0.5341
NM_001166254	chr7(.):139473046-139725125	0.1586
NM_018238	chr7(.):141246077-141359209	0.2026
NM_173680	chr7(.):150071405-150100719	0.2957
NM_003751	chr7(.):2389473-2425377	0.2173
NM_018641	chr7(.):2438258-2479216	0.5491
NM_207342	chr7(.):22454062-22544901	0.36
NM_001164460	chr7(.):22473037-22544901	0.4388
NM_000600	chr7(.):22761765-22776621	0.4031
NR_026676	chr7(.):23525006-23536031	0.0449
NR_029597	chr7(.):25984538-25994606	3.1791
NM_031243	chr7(.):26224555-26245413	1.3378
NM_016587	chr7(.):26236323-26257976	1.2238
NM_007276	chr7(.):26236098-26257976	1.2144
NR_036482	chr7(.):29719769-29732859	1.7772
NR_024278	chr7(.):29680537-29729754	1.4528
NR_027347	chr7(.):29719387-29730437	2.1533
NM_017946	chr7(.):30047883-30071268	0.4497
NM_001197026	chr7(.):30062976-30129278	0.2107
NM_032639	chr7(.):30062976-30135359	0.1965
NM_001130710	chr7(.):32519944-32539870	0.4641
NM_015060	chr7(.):32530175-32628779	0.1788
NM_012322	chr7(.):32519944-32535023	0.2891
NR_024466	chr7(.):32519944-32535475	0.4173
NR_036501	chr7(.):32792897-32807536	0.2699
NR_030320	chr7(.):32767592-32777689	1.5157
NM_022373	chr7(.):35667269-35739772	0.2612
NR_003697	chr7(.):45017626-45031259	0.7064
NR_002952	chr7(.):45019976-45030109	0.9159
NM_033054	chr7(.):44997259-45023704	0.128
NM_015411	chr7(.):56126916-56153365	0.2669
NM_001145712	chr7(.):56177373-56189090	0.0785
NM_006213	chr7(.):56143674-56165689	0.1652
NM_016139	chr7(.):56164265-56179187	1.8254
NM_001762	chr7(.):56114377-56136682	0.5701
NR_002957	chr7(.):56123162-56133295	0.5213
NM_001163636	chr7(.):74067029-74180022	0.2404
NR_028059	chr7(.):75132068-75162453	0.2467
NM_012479	chr7(.):75951107-75993342	0.3785
NM_007155	chr7(.):76021840-76076388	0.1695
NM_001110354	chr7(.):76049271-76076388	0.1705
NM_001013258	chr7(.):99065514-99084948	0.3833
NM_001081559	chr7(.):99031562-99059996	0.255
NM_001190354	chr7(.):99052211-99068808	0.2634
NM_213603	chr7(.):99065514-99090217	0.309
NM_015545	chr7(.):99009361-99041462	0.2263
NM_001198879	chr7(.):99009361-99068824	0.2035
NM_001003713	chr7(.):99050783-99068824	0.2466
NM_032164	chr7(.):99085853-99102877	0.558
NM_145102	chr7(.):99097272-99136445	0.3138
NM_014569	chr7(.):99097572-99136445	0.2894
NM_020979	chr7(.):101923404-101967178	1.7917
NR_036245	chr7(.):101931368-101941453	1.3872
NM_032831	chr7(.):102068995-102102268	1.3369
NM_024653	chr7(.):102031803-102072129	0.7985
NM_001146210	chr7(.):101981191-102001889	0.0858
NM_006234	chr7(.):102108547-102124381	0.3373
NM_001031618	chr7(.):102186678-102207757	0.0725
NM_152892	chr7(.):102100389-102118612	0.3673
NM_001031618	chr7(.):102285771-102306847	0.0713
NR_027374	chr7(.):104530074-104572092	0.6006
NR_024586	chr7(.):104645988-104659588	2.6956
NM_001166346	chr7(.):114557208-114568720	0.6398
NM_199072	chr7(.):114557208-114664970	0.1806
NM_019071	chr7(.):120585816-120620711	0.2054
NM_199349	chr7(.):128525000-128555773	0.0563
NM_013400	chr7(.):150060878-150076133	1.1885
NM_014374	chr7(.):150063257-150076133	1.3928
NR_027237	chr7(.):150097839-150114558	1.5794
NM_175571	chr7(.):150142961-150181483	0.0403
NR_034033	chr7(.):150125741-150150228	0.2923
NM_033015	chr7(.):150768707-150782951	0.6344
NM_004769	chr7(.):150740604-150754843	0.0846
NM_031434	chr7(.):150773171-150785413	1.4092
NM_004935	chr7(.):150745898-150760052	0.7213
NM_031946	chr7(.):150778825-150846523	0.2382
NM_001136044	chr7(.):150773171-150785620	1.4034
NM_003040	chr7(.):150751656-150778614	0.5431
NM_001042535	chr7(.):150778825-150825725	0.3253
NM_005431	chr7(.):152338586-152378250	0.3753
NM_080838	chr8(.):134198311-134245053	0.3668
NM_003882	chr8(.):134198311-134246571	0.3772
NM_152564	chr8(.):100020493-100894808	0.1099
NM_006197	chr8(.):17775365-17892457	0.2827
NM_003844	chr8(.):23043969-23087680	0.4209
NM_004103	chr8(.):27163998-27321903	0.9776
NM_173176	chr8(.):27178053-27321903	1.0124
NM_002717	chr8(.):26144006-26235195	0.4233
NM_173175	chr8(.):27178080-27321903	1.0126
NM_001177591	chr8(.):26145731-26235195	0.4302
NM_006540	chr8(.):71019266-71321020	0.2541
NM_001040627	chr8(.):102693769-103141562	0.1871
NM_001040630	chr8(.):102693769-103142135	0.1869
NM_001101676	chr8(.):119196694-119639184	0.2732
NM_207506	chr8(.):119385226-119639184	0.421
NR_003367	chr8(.):128801778-129118499	0.1958
NM_012154	chr8(.):141536263-141650646	0.3521
NM_001024678	chr8(.):145742760-145757416	0.8218
NM_001001795	chr8(.):145746602-145759458	0.749
NM_001715	chr8(.):11346520-11427108	0.3457
NR_026814	chr8(.):11220910-11301166	0.3447
NM_001386	chr8(.):26430420-26520693	0.4262
NM_001197293	chr8(.):26366708-26520693	0.3077
NM_001010906	chr8(.):27874480-27946388	0.5953
NM_015254	chr8(.):28919794-29125610	0.3784
NM_024787	chr8(.):33400272-33429643	2.5125
NM_023034	chr8(.):38127560-38244790	0.3413
NM_032410	chr8(.):42747032-42890682	0.4722
NM_001160224	chr8(.):42699779-42756866	1.484
NM_001160225	chr8(.):42703437-42756866	1.5751
NM_006756	chr8(.):54874115-54940008	0.329
NM_004318	chr8(.):62408114-62632199	0.1883
NM_001164750	chr8(.):62408114-62607408	0.1313
NM_001144755	chr8(.):67469409-67530480	0.3372
NM_172060	chr8(.):72104667-72273979	0.0831
NM_000503	chr8(.):72104667-72279467	0.0963
NM_005079	chr8(.):80942104-81088836	1.1102
NM_001135733	chr8(.):95933199-95966615	0.6207
NM_178812	chr8(.):98651406-98747488	0.9998
NM_183419	chr8(.):101264287-101327327	0.6649
NM_018002	chr8(.):107277405-107769921	0.2435
NM_181354	chr8(.):107665035-107769921	0.5719
NM_001198532	chr8(.):107455151-107769921	0.3129
NM_024094	chr8(.):120841180-120873170	0.323
NM_022783	chr8(.):120880899-121068157	0.7129
NM_001145088	chr8(.):124079919-124169392	0.1389
NM_173685	chr8(.):126099082-126384367	0.6501
NM_003235	chr8(.):133874204-134152143	0.1886
NM_001045556	chr8(.):134043972-134120310	0.5218
NM_003033	chr8(.):134462090-134589183	0.4824
NR_024363	chr8(.):8081091-8102552	0.817
NR_024362	chr8(.):8081091-8101448	0.8484
NR_024361	chr8(.):8081091-8107387	0.6893
NM_053279	chr8(.):11273972-11329276	0.6653
NM_001908	chr8(.):11695033-11730646	0.3173
NM_004467	chr8(.):17716899-17758047	0.0506
NM_147203	chr8(.):17716899-17757913	0.0504
NM_005605	chr8(.):22293595-22403637	0.5813
NM_152272	chr8(.):23096149-23124512	0.2103
NR_033928	chr8(.):23077733-23093439	0.6862
NM_171982	chr8(.):27137403-27173834	0.2965
NM_018091	chr8(.):27945583-28053669	0.1362
NM_057158	chr8(.):29188616-29211322	1.2763
NM_001394	chr8(.):29188619-29213185	1.1887
NM_025115	chr8(.):33351235-33375656	0.4901
NM_001102401	chr8(.):33351235-33375703	0.4893
NM_024025	chr8(.):33443853-33462439	0.1066
NM_144652	chr8(.):38239019-38271061	0.7913
NM_017778	chr8(.):38168934-38244790	0.447
NM_018105	chr8(.):42686816-42703474	0.862
NM_032237	chr8(.):42943656-42983323	0.6372
NM_002027	chr8(.):42906441-42945932	0.45
NM_152419	chr8(.):42990591-43062970	0.1283
NM_052937	chr8(.):52725139-52816735	0.3531
NM_020164	chr8(.):62570376-62607408	0.209
NM_001164755	chr8(.):62531268-62632199	0.3389
NM_001164753	chr8(.):62531268-62607408	0.2388
NM_001164756	chr8(.):62582818-62632199	0.4645
NM_001193502	chr8(.):67853735-67879825	0.1557
NM_001136160	chr8(.):67778736-67822599	0.0608
NR_002599	chr8(.):67829164-67842777	1.2603
NM_173518	chr8(.):67777983-67839283	0.2852
NR_002598	chr8(.):67829708-67839784	1.4704
NM_014294	chr8(.):71480452-71525694	2.7425
NM_001025252	chr8(.):80942104-80998010	0.2168
NM_057749	chr8(.):95887452-95912482	0.3861
NM_004374	chr8(.):100885222-100911242	0.4052
NM_015435	chr8(.):101264287-101320487	0.4504
NM_024410	chr8(.):103558847-103578245	0.0705
NM_001032282	chr8(.):103656004-103671168	2.0061
NM_005655	chr8(.):103656004-103672983	1.803
NM_148174	chr8(.):103833535-103881397	0.4152
NM_024295	chr8(.):124020567-124059648	0.4051
NM_025195	chr8(.):126437562-126455644	2.0954
NM_002467	chr8(.):128743314-128758680	1.3295
NR_031609	chr8(.):128803207-128813274	1.7824
NM_006748	chr8(.):134043972-134077603	0.3146
NM_014957	chr8(.):142133719-142210900	0.2421
NM_002346	chr8(.):144094901-144108827	2.1897
NM_173687	chr8(.):144115678-144140720	0.0762
NR_026913	chr8(.):144058447-144104807	0.2115
NM_201378	chr8(.):144984320-145052697	0.5034
NM_032789	chr8(.):145046319-145065635	0.7192
NM_000445	chr8(.):144984320-145055913	0.4825
NM_201381	chr8(.):144984320-145023905	0.5868
NM_201382	chr8(.):144984320-145023110	0.588
NM_201383	chr8(.):144984320-145021692	0.5889
NM_201379	chr8(.):144984320-145033088	0.5977
NM_001009184	chr8(.):145059225-145072583	0.6736
NM_201384	chr8(.):144984320-145018758	0.6356
NR_030383	chr8(.):145014358-145024447	0.7399
NM_201380	chr8(.):144984320-145030044	0.6334
NM_001129888	chr8(.):145684199-145696031	0.6455
NM_183057	chr8(.):145643999-145658927	0.3657
NM_032687	chr8(.):145684199-145695849	0.6548
NM_017767	chr8(.):145632797-145646917	0.3717
NM_003923	chr8(.):145694114-145706718	0.4059
NM_032902	chr8(.):145717108-145732504	0.1699
NM_138496	chr8(.):145670314-145695418	0.527
NM_005309	chr8(.):145724464-145737555	0.9715
NM_130849	chr8(.):145632797-145647273	0.3631
NM_145754	chr8(.):145686737-145704499	0.6519
NM_138431	chr8(.):145729551-145741589	1.05
NM_004260	chr8(.):145731666-145748210	1.1469
NM_013432	chr8(.):145649162-145674812	0.5664
NM_014665	chr8(.):145738362-145755559	0.7617
NM_025251	chr8(.):145749562-145843888	0.0554
NM_138367	chr8(.):145941293-145985970	0.0865
NM_030580	chr8(.):145993500-146017725	0.3646
NM_033301	chr8(.):146010153-146022729	0.8236
NM_001081003	chr8(.):146070550-146083932	0.2528
NM_001081004	chr8(.):146070550-146083451	0.2617
NM_000973	chr8(.):146010153-146022805	0.8186
NM_003416	chr8(.):146047902-146073606	0.1597
NM_213605	chr8(.):146019260-146039529	0.1236
NM_014066	chr8(.):146070550-146083452	0.2617
NR_003529	chr9(.):21989789-22126093	0.2446
NM_001085457	chr9(.):69199537-69267593	0.1976
NR_034157	chr9(.):93219713-93350028	0.229
NM_001145356	chr9(.):116037-184075	0.1722
NM_015158	chr9(.):499702-751103	0.2942
NM_203447	chr9(.):209864-470259	0.1374
NM_001135920	chr9(.):5624326-5774454	0.2473
NM_020829	chr9(.):5651582-5781556	0.1189
NM_000170	chr9(.):6527463-6650692	0.1381
NM_004529	chr9(.):20339967-20627514	0.3985
NM_001497	chr9(.):33105638-33172356	0.3279
NM_147133	chr9(.):33285417-33370168	0.2208
NM_002504	chr9(.):33285417-33376155	0.2105
NM_147134	chr9(.):33285417-33353721	0.2611
NM_006377	chr9(.):35156988-35410332	0.1607
NM_032226	chr9(.):37115468-37363145	0.1694
NM_201453	chr9(.):70851838-70919932	0.195
NM_001206	chr9(.):72994512-73034573	0.426
NM_001102420	chr9(.):74961340-74985163	0.7287
NM_007005	chr9(.):82181877-82346656	0.1532
NM_080546	chr9(.):108001928-108158682	0.2325
NM_007203	chr9(.):112537576-112939791	0.3606
NM_001004065	chr9(.):112805877-112939791	0.8713
NM_144488	chr9(.):116202010-116365018	0.1105
NM_015404	chr9(.):117159359-117272736	0.4047
NM_001083885	chr9(.):117159359-117270495	0.4113
NM_002160	chr9(.):117777804-117885486	0.1952
NM_005047	chr9(.):123573331-123610206	0.1524
NM_001171137	chr9(.):125878907-126035855	0.255
NM_018387	chr9(.):125878907-126035843	0.255
NM_013355	chr9(.):131459801-131488199	0.3
NM_015033	chr9(.):132644465-132810473	0.3372
NM_002957	chr9(.):137213315-137337431	0.4444
NM_019892	chr9(.):139318072-139339256	0.3209
NM_152569	chr9(.):208107-220893	0.7932
NR_029400	chr9(.):163876-175508	0.0907
NM_153186	chr9(.):701895-751103	0.4097
NM_004936	chr9(.):21997901-22014312	0.2412
NR_024274	chr9(.):21962137-21972753	0.0286
NM_058197	chr9(.):21962750-21979826	0.0329
NM_000077	chr9(.):21962750-21980132	0.0327
NM_058195	chr9(.):21962750-21999490	0.6623
NM_001172415	chr9(.):33247469-33269759	0.4654
NM_001195536	chr9(.):33259876-33287067	0.3468
NM_014471	chr9(.):33235195-33253565	0.1148
NM_001170	chr9(.):33379947-33407517	0.1159
NM_139235	chr9(.):33456350-33478941	1.2166
NM_004925	chr9(.):33436159-33452590	0.825
NR_003667	chr9(.):33499534-33516164	0.091
NM_152850	chr9(.):35083687-35101579	0.2764
NM_001040411	chr9(.):35036101-35050988	0.0487
NM_025182	chr9(.):35099117-35120893	0.5051
NM_013442	chr9(.):35094888-35108154	0.5833
NM_004629	chr9(.):35068834-35085013	0.8252
NM_001040410	chr9(.):35037222-35050988	0.05
NM_032634	chr9(.):35083687-35101546	0.2769
NM_007126	chr9(.):35051064-35077739	0.3869
NM_003995	chr9(.):35787405-35814728	0.1788
NM_001042590	chr9(.):35824512-35859844	0.5509
NM_032593	chr9(.):35807956-35820042	0.7294
NM_001012446	chr9(.):35812013-35833744	0.6994
NM_001042589	chr9(.):35824228-35859844	0.547
NM_016446	chr9(.):35824221-35852232	0.6664
NM_001004487	chr9(.):35864459-35875398	0.093
NM_001039592	chr9(.):35804806-35817259	0.7102
NR_024006	chr9(.):35855270-35870515	0.0976
NM_005893	chr9(.):36164388-36176331	0.1349
NM_022343	chr9(.):36131741-36168903	0.3961
NM_007096	chr9(.):36185852-36217059	0.2449
NM_001024916	chr9(.):70427003-70495171	0.2126
NM_201453	chr9(.):70426999-70495177	0.2128
NM_053067	chr9(.):86269877-86328168	0.3837
NM_024617	chr9(.):88897647-88974402	0.5605
NM_024077	chr9(.):91928411-91979561	0.2923
NR_036108	chr9(.):91922139-91932221	1.0753
NM_001827	chr9(.):91921112-91936618	1.276
NM_005384	chr9(.):94166326-94191144	0.8919
NM_032310	chr9(.):95853449-95880565	0.3881
NM_004148	chr9(.):95878770-95901570	0.1992
NM_145006	chr9(.):95815988-95852415	0.1483
