GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
3_MACS_peak_10659_lociStitched	chr17(.):1618281-1628870	0.1576
1_MACS_peak_10662_lociStitched	chr17(.):1666806-1668511	0.2237
1_MACS_peak_10663_lociStitched	chr17(.):1732146-1734314	0.1503
1_MACS_peak_10664_lociStitched	chr17(.):1932953-1934660	0.2532
1_MACS_peak_10665_lociStitched	chr17(.):1944409-1946482	0.2053
1_MACS_peak_10666_lociStitched	chr17(.):1991763-1994275	0.1293
1_MACS_peak_10667_lociStitched	chr17(.):2040213-2042887	0.1791
2_MACS_peak_10668_lociStitched	chr17(.):2117598-2127695	0.1609
1_MACS_peak_10670_lociStitched	chr17(.):2140949-2144589	0.1683
2_MACS_peak_10671_lociStitched	chr17(.):2162065-2171136	0.1603
1_MACS_peak_10673_lociStitched	chr17(.):2192957-2194266	0.2304
1_MACS_peak_10674_lociStitched	chr17(.):2205985-2207966	0.2058
1_MACS_peak_10675_lociStitched	chr17(.):2238764-2241658	0.1226
1_MACS_peak_10676_lociStitched	chr17(.):2255240-2257609	0.1724
3_MACS_peak_10677_lociStitched	chr17(.):2294350-2306234	0.1337
1_MACS_peak_10680_lociStitched	chr17(.):2392920-2395904	0.1808
1_MACS_peak_10681_lociStitched	chr17(.):2413874-2416069	0.1993
1_MACS_peak_10682_lociStitched	chr17(.):2474845-2476025	0.1664
1_MACS_peak_10683_lociStitched	chr17(.):2495811-2498843	0.1814
1_MACS_peak_10684_lociStitched	chr17(.):2613507-2616060	0.1543
1_MACS_peak_10685_lociStitched	chr17(.):2717230-2718952	0.2115
1_MACS_peak_10686_lociStitched	chr17(.):2727412-2728892	0.1397
1_MACS_peak_10687_lociStitched	chr17(.):2905208-2908511	0.2234
1_MACS_peak_10688_lociStitched	chr17(.):2952014-2953026	0.2109
1_MACS_peak_10689_lociStitched	chr17(.):2992680-2993850	0.0783
2_MACS_peak_10690_lociStitched	chr17(.):3459504-3466874	0.1683
2_MACS_peak_10692_lociStitched	chr17(.):3538629-3543993	0.1436
1_MACS_peak_10694_lociStitched	chr17(.):3570844-3573160	0.1619
1_MACS_peak_10695_lociStitched	chr17(.):3597767-3600126	0.1458
1_MACS_peak_10696_lociStitched	chr17(.):3613116-3616456	0.1906
1_MACS_peak_10697_lociStitched	chr17(.):3625800-3628568	0.1999
1_MACS_peak_10698_lociStitched	chr17(.):3748387-3750010	0.1916
1_MACS_peak_10699_lociStitched	chr17(.):3773657-3775121	0.1074
1_MACS_peak_10700_lociStitched	chr17(.):3795570-3797586	0.1499
2_MACS_peak_10701_lociStitched	chr17(.):3813542-3820652	0.1808
1_MACS_peak_10703_lociStitched	chr17(.):3864152-3869199	0.1999
1_MACS_peak_10704_lociStitched	chr17(.):3921242-3922938	0.1874
1_MACS_peak_10705_lociStitched	chr17(.):3976622-3979236	0.2564
1_MACS_peak_10706_lociStitched	chr17(.):4003137-4007157	0.2145
1_MACS_peak_10707_lociStitched	chr17(.):4045122-4048212	0.1906
1_MACS_peak_10708_lociStitched	chr17(.):4165876-4168215	0.1951
2_MACS_peak_10709_lociStitched	chr17(.):4267976-4281204	0.1709
3_MACS_peak_10711_lociStitched	chr17(.):4295134-4300923	0.2147
2_MACS_peak_10714_lociStitched	chr17(.):4399351-4408569	0.1196
2_MACS_peak_10716_lociStitched	chr17(.):4457375-4466504	0.1338
1_MACS_peak_10718_lociStitched	chr17(.):4542576-4543457	0.0933
2_MACS_peak_10719_lociStitched	chr17(.):4606499-4615037	0.1662
1_MACS_peak_10721_lociStitched	chr17(.):4624371-4625679	0.1394
1_MACS_peak_10722_lociStitched	chr17(.):4633945-4635642	0.2338
1_MACS_peak_10723_lociStitched	chr17(.):4641978-4643647	0.1365
1_MACS_peak_10724_lociStitched	chr17(.):4650727-4652124	0.185
4_MACS_peak_10725_lociStitched	chr17(.):4692652-4711199	0.1139
1_MACS_peak_10729_lociStitched	chr17(.):4735692-4737665	0.2468
2_MACS_peak_10730_lociStitched	chr17(.):4842004-4855271	0.1861
1_MACS_peak_10732_lociStitched	chr17(.):4869073-4872157	0.2494
1_MACS_peak_10733_lociStitched	chr17(.):4889405-4891796	0.1414
1_MACS_peak_10734_lociStitched	chr17(.):4900045-4902584	0.1168
1_MACS_peak_10735_lociStitched	chr17(.):4933743-4935658	0.1626
1_MACS_peak_10736_lociStitched	chr17(.):5014388-5016090	0.1892
1_MACS_peak_10737_lociStitched	chr17(.):5094337-5096082	0.1673
1_MACS_peak_10738_lociStitched	chr17(.):5144550-5146589	0.1922
1_MACS_peak_10739_lociStitched	chr17(.):5184645-5186624	0.175
1_MACS_peak_10740_lociStitched	chr17(.):5275482-5277931	0.2664
1_MACS_peak_10741_lociStitched	chr17(.):5321461-5324394	0.2281
1_MACS_peak_10742_lociStitched	chr17(.):5341372-5343688	0.1643
1_MACS_peak_10743_lociStitched	chr17(.):5370832-5373066	0.1898
1_MACS_peak_10744_lociStitched	chr17(.):5388582-5390802	0.1321
1_MACS_peak_10745_lociStitched	chr17(.):5486625-5488942	0.1724
1_MACS_peak_10746_lociStitched	chr17(.):5835942-5837614	0.0987
1_MACS_peak_10747_lociStitched	chr17(.):5843878-5848752	0.2059
1_MACS_peak_10748_lociStitched	chr17(.):5860826-5862728	0.1572
1_MACS_peak_10749_lociStitched	chr17(.):5972006-5975215	0.1659
1_MACS_peak_10750_lociStitched	chr17(.):5981910-5983662	0.1951
1_MACS_peak_10751_lociStitched	chr17(.):6040573-6041769	0.1432
2_MACS_peak_10752_lociStitched	chr17(.):6063396-6071259	0.1798
1_MACS_peak_10754_lociStitched	chr17(.):6125670-6127427	0.1514
1_MACS_peak_10755_lociStitched	chr17(.):6140785-6142590	0.099
1_MACS_peak_10756_lociStitched	chr17(.):6346844-6347941	0.1589
1_MACS_peak_10757_lociStitched	chr17(.):6542550-6545515	0.2023
2_MACS_peak_10758_lociStitched	chr17(.):6553792-6561371	0.1361
1_MACS_peak_10760_lociStitched	chr17(.):6658630-6660040	0.1885
2_MACS_peak_10761_lociStitched	chr17(.):6751728-6758752	0.1669
2_MACS_peak_10763_lociStitched	chr17(.):6839494-6844428	0.1289
2_MACS_peak_10765_lociStitched	chr17(.):6914924-6926195	0.1768
1_MACS_peak_10767_lociStitched	chr17(.):6938109-6940235	0.2151
1_MACS_peak_10768_lociStitched	chr17(.):6949073-6951027	0.2492
1_MACS_peak_10769_lociStitched	chr17(.):7035190-7037338	0.1897
1_MACS_peak_10770_lociStitched	chr17(.):7122493-7124976	0.2029
3_MACS_peak_10771_lociStitched	chr17(.):7136581-7147270	0.1828
1_MACS_peak_10774_lociStitched	chr17(.):7153774-7156717	0.1652
2_MACS_peak_10775_lociStitched	chr17(.):7209562-7219692	0.1502
3_MACS_peak_10777_lociStitched	chr17(.):7231580-7240987	0.1516
1_MACS_peak_10780_lociStitched	chr17(.):7254165-7256394	0.1841
1_MACS_peak_10781_lociStitched	chr17(.):7296999-7299025	0.2078
1_MACS_peak_10782_lociStitched	chr17(.):7306449-7308363	0.1953
1_MACS_peak_10783_lociStitched	chr17(.):7338269-7340655	0.2133
1_MACS_peak_10784_lociStitched	chr17(.):7358419-7360113	0.1624
2_MACS_peak_10785_lociStitched	chr17(.):7382291-7389186	0.1554
3_MACS_peak_10787_lociStitched	chr17(.):7455447-7466374	0.1678
4_MACS_peak_10790_lociStitched	chr17(.):7475223-7488650	0.1769
1_MACS_peak_10794_lociStitched	chr17(.):7516829-7519302	0.1566
1_MACS_peak_10795_lociStitched	chr17(.):7530192-7531870	0.1415
1_MACS_peak_10796_lociStitched	chr17(.):7588573-7592561	0.2018
4_MACS_peak_10797_lociStitched	chr17(.):7736827-7762334	0.1415
2_MACS_peak_10801_lociStitched	chr17(.):7788654-7791820	0.1716
1_MACS_peak_10803_lociStitched	chr17(.):7818443-7819713	0.1482
1_MACS_peak_10804_lociStitched	chr17(.):7834374-7836767	0.1633
1_MACS_peak_10805_lociStitched	chr17(.):7854360-7855480	0.1136
1_MACS_peak_10806_lociStitched	chr17(.):7892930-7894007	0.2009
2_MACS_peak_10807_lociStitched	chr17(.):8021215-8025779	0.1941
1_MACS_peak_10809_lociStitched	chr17(.):8041325-8043364	0.2195
4_MACS_peak_10810_lociStitched	chr17(.):8053728-8067415	0.1369
2_MACS_peak_10814_lociStitched	chr17(.):8075817-8080650	0.1997
4_MACS_peak_10816_lociStitched	chr17(.):8088407-8104395	0.1912
1_MACS_peak_10820_lociStitched	chr17(.):8112681-8115055	0.2013
1_MACS_peak_10821_lociStitched	chr17(.):8123908-8127989	0.2309
1_MACS_peak_10822_lociStitched	chr17(.):8149289-8153632	0.1931
2_MACS_peak_10823_lociStitched	chr17(.):8190993-8199623	0.1488
2_MACS_peak_10825_lociStitched	chr17(.):8279229-8287837	0.1851
1_MACS_peak_10827_lociStitched	chr17(.):8311224-8312406	0.1744
1_MACS_peak_10828_lociStitched	chr17(.):8324333-8325531	0.1328
1_MACS_peak_10829_lociStitched	chr17(.):8338359-8340573	0.2295
1_MACS_peak_10830_lociStitched	chr17(.):8532938-8535969	0.184
1_MACS_peak_10831_lociStitched	chr17(.):8562976-8564324	0.1548
1_MACS_peak_10832_lociStitched	chr17(.):8648355-8649858	0.2052
1_MACS_peak_10833_lociStitched	chr17(.):8709363-8711311	0.164
1_MACS_peak_10834_lociStitched	chr17(.):9478297-9480223	0.2244
3_MACS_peak_10835_lociStitched	chr17(.):9915802-9923920	0.1362
1_MACS_peak_10838_lociStitched	chr17(.):10022317-10023685	0.1464
1_MACS_peak_10839_lociStitched	chr17(.):10194708-10196328	0.1513
1_MACS_peak_10840_lociStitched	chr17(.):10599881-10602112	0.1416
1_MACS_peak_10841_lociStitched	chr17(.):11102781-11104128	0.1331
1_MACS_peak_10842_lociStitched	chr17(.):11639442-11641660	0.1981
1_MACS_peak_10843_lociStitched	chr17(.):11769865-11770620	0.0805
1_MACS_peak_10844_lociStitched	chr17(.):11899727-11901745	0.2504
1_MACS_peak_10845_lociStitched	chr17(.):11923827-11925313	0.0883
3_MACS_peak_10846_lociStitched	chr17(.):12324543-12336564	0.1017
1_MACS_peak_10849_lociStitched	chr17(.):12919987-12922385	0.1591
1_MACS_peak_10850_lociStitched	chr17(.):13971930-13973658	0.1882
1_MACS_peak_10851_lociStitched	chr17(.):14307320-14308724	0.098
1_MACS_peak_10852_lociStitched	chr17(.):14331151-14332515	0.1099
1_MACS_peak_10853_lociStitched	chr17(.):14807231-14808526	0.1076
1_MACS_peak_10854_lociStitched	chr17(.):15466005-15466950	0.1353
1_MACS_peak_10855_lociStitched	chr17(.):15586912-15588080	0.2009
1_MACS_peak_10856_lociStitched	chr17(.):15601963-15603709	0.2369
1_MACS_peak_10857_lociStitched	chr17(.):15861832-15863039	0.2311
1_MACS_peak_10858_lociStitched	chr17(.):15901604-15904247	0.1884
1_MACS_peak_10859_lociStitched	chr17(.):15940559-15941635	0.1298
1_MACS_peak_10860_lociStitched	chr17(.):16117381-16121402	0.1587
1_MACS_peak_10861_lociStitched	chr17(.):16283449-16285291	0.1623
1_MACS_peak_10862_lociStitched	chr17(.):16311203-16312932	0.1004
1_MACS_peak_10863_lociStitched	chr17(.):16318465-16320446	0.1148
1_MACS_peak_10864_lociStitched	chr17(.):16341296-16344140	0.2615
1_MACS_peak_10865_lociStitched	chr17(.):16438671-16439912	0.1974
1_MACS_peak_10866_lociStitched	chr17(.):16556272-16557598	0.1192
1_MACS_peak_10867_lociStitched	chr17(.):16593338-16594242	0.1316
1_MACS_peak_10868_lociStitched	chr17(.):16649689-16650193	0.0837
3_MACS_peak_10869_lociStitched	chr17(.):16809430-16820165	0.1514
1_MACS_peak_10872_lociStitched	chr17(.):16848983-16852743	0.1714
4_MACS_peak_10873_lociStitched	chr17(.):16859275-16883488	0.1828
1_MACS_peak_10877_lociStitched	chr17(.):16889289-16895521	0.2234
1_MACS_peak_10878_lociStitched	chr17(.):16944773-16949089	0.1339
1_MACS_peak_10879_lociStitched	chr17(.):17107889-17110115	0.1428
1_MACS_peak_10880_lociStitched	chr17(.):17139164-17141803	0.2002
1_MACS_peak_10881_lociStitched	chr17(.):17182956-17185382	0.1476
1_MACS_peak_10882_lociStitched	chr17(.):17198207-17199524	0.1949
1_MACS_peak_10883_lociStitched	chr17(.):17205848-17209596	0.1616
1_MACS_peak_10884_lociStitched	chr17(.):17379776-17381428	0.1716
1_MACS_peak_10885_lociStitched	chr17(.):17399178-17400477	0.0954
1_MACS_peak_10886_lociStitched	chr17(.):17493937-17496270	0.2317
2_MACS_peak_10887_lociStitched	chr17(.):17526119-17532785	0.1348
1_MACS_peak_10889_lociStitched	chr17(.):17583992-17587236	0.1058
1_MACS_peak_10890_lociStitched	chr17(.):17597053-17599035	0.1453
1_MACS_peak_10891_lociStitched	chr17(.):17654791-17656660	0.2089
1_MACS_peak_10892_lociStitched	chr17(.):17686006-17686961	0.0594
1_MACS_peak_10893_lociStitched	chr17(.):17711969-17712888	0.2079
2_MACS_peak_10894_lociStitched	chr17(.):17725589-17733597	0.1347
2_MACS_peak_10896_lociStitched	chr17(.):17739246-17744475	0.1529
2_MACS_peak_10898_lociStitched	chr17(.):17794764-17801578	0.1569
1_MACS_peak_10900_lociStitched	chr17(.):17816876-17818269	0.2269
2_MACS_peak_10901_lociStitched	chr17(.):17869326-17876239	0.1506
1_MACS_peak_10903_lociStitched	chr17(.):17941163-17943964	0.193
1_MACS_peak_10904_lociStitched	chr17(.):17990497-17992238	0.1143
1_MACS_peak_10905_lociStitched	chr17(.):18061235-18062405	0.1402
1_MACS_peak_10906_lociStitched	chr17(.):18085298-18088607	0.2202
1_MACS_peak_10907_lociStitched	chr17(.):18128095-18129811	0.0978
2_MACS_peak_10908_lociStitched	chr17(.):18160427-18165650	0.1619
1_MACS_peak_10910_lociStitched	chr17(.):18216999-18219449	0.145
2_MACS_peak_10911_lociStitched	chr17(.):18227737-18236059	0.1519
1_MACS_peak_10913_lociStitched	chr17(.):18246639-18248280	0.1948
1_MACS_peak_10914_lociStitched	chr17(.):18265812-18267440	0.1532
1_MACS_peak_10915_lociStitched	chr17(.):18314700-18315929	0.0811
1_MACS_peak_10916_lociStitched	chr17(.):18466226-18468379	0.2139
1_MACS_peak_10917_lociStitched	chr17(.):18512739-18513762	0.1236
1_MACS_peak_10918_lociStitched	chr17(.):18527877-18530151	0.2103
1_MACS_peak_10919_lociStitched	chr17(.):18553324-18554066	0.0188
1_MACS_peak_10920_lociStitched	chr17(.):18575272-18576495	0.0505
1_MACS_peak_10921_lociStitched	chr17(.):18584785-18586592	0.1926
1_MACS_peak_10922_lociStitched	chr17(.):18600762-18602042	0.2493
1_MACS_peak_10923_lociStitched	chr17(.):18683820-18685481	0.1637
2_MACS_peak_10924_lociStitched	chr17(.):18758897-18762340	0.2447
1_MACS_peak_10926_lociStitched	chr17(.):18895545-18897165	0.159
1_MACS_peak_10927_lociStitched	chr17(.):18907207-18908851	0.1098
2_MACS_peak_10928_lociStitched	chr17(.):18945890-18951116	0.1847
2_MACS_peak_10930_lociStitched	chr17(.):18964153-18974646	0.1731
1_MACS_peak_10932_lociStitched	chr17(.):19013573-19017205	0.2045
2_MACS_peak_10933_lociStitched	chr17(.):19030000-19035154	0.209
3_MACS_peak_10935_lociStitched	chr17(.):19084243-19100643	0.1348
1_MACS_peak_10938_lociStitched	chr17(.):19139710-19141915	0.1549
1_MACS_peak_10939_lociStitched	chr17(.):19186819-19188486	0.0994
1_MACS_peak_10940_lociStitched	chr17(.):19207251-19211794	0.2105
1_MACS_peak_10941_lociStitched	chr17(.):19220047-19221461	0.2315
1_MACS_peak_10942_lociStitched	chr17(.):19265073-19266833	0.2382
1_MACS_peak_10943_lociStitched	chr17(.):19280171-19282673	0.1451
1_MACS_peak_10944_lociStitched	chr17(.):19366318-19367443	0.1474
1_MACS_peak_10945_lociStitched	chr17(.):19398529-19400471	0.1453
2_MACS_peak_10946_lociStitched	chr17(.):19410221-19418007	0.1203
1_MACS_peak_10948_lociStitched	chr17(.):19550192-19553363	0.2412
1_MACS_peak_10949_lociStitched	chr17(.):19627625-19628567	0.0682
1_MACS_peak_10950_lociStitched	chr17(.):19647730-19648602	0.0864
1_MACS_peak_10951_lociStitched	chr17(.):19770009-19771534	0.1285
1_MACS_peak_10952_lociStitched	chr17(.):19880075-19882490	0.1929
1_MACS_peak_10953_lociStitched	chr17(.):19911860-19914612	0.1507
2_MACS_peak_10954_lociStitched	chr17(.):19962469-19969605	0.1823
1_MACS_peak_10956_lociStitched	chr17(.):19975750-19978334	0.1951
1_MACS_peak_10957_lociStitched	chr17(.):19993033-19994228	0.175
1_MACS_peak_10958_lociStitched	chr17(.):20057993-20060511	0.1507
1_MACS_peak_10959_lociStitched	chr17(.):20173865-20175044	0.132
2_MACS_peak_10960_lociStitched	chr17(.):20205069-20211358	0.1419
1_MACS_peak_10962_lociStitched	chr17(.):20217996-20219965	0.1607
1_MACS_peak_10963_lociStitched	chr17(.):20239076-20240409	0.1489
1_MACS_peak_10964_lociStitched	chr17(.):20284450-20285772	0.2489
1_MACS_peak_10965_lociStitched	chr17(.):20435144-20436181	0.0832
1_MACS_peak_10966_lociStitched	chr17(.):20601510-20602751	0.226
1_MACS_peak_10967_lociStitched	chr17(.):20677617-20678835	0.1388
1_MACS_peak_10968_lociStitched	chr17(.):20811047-20812797	0.2512
1_MACS_peak_10969_lociStitched	chr17(.):20872713-20873448	0.1299
2_MACS_peak_10970_lociStitched	chr17(.):20937054-20948108	0.1503
1_MACS_peak_10972_lociStitched	chr17(.):21001625-21003795	0.1935
1_MACS_peak_10973_lociStitched	chr17(.):21029328-21031389	0.2998
1_MACS_peak_10974_lociStitched	chr17(.):21073818-21075999	0.164
1_MACS_peak_10975_lociStitched	chr17(.):21116206-21119144	0.188
1_MACS_peak_10976_lociStitched	chr17(.):21156607-21157389	0.1135
1_MACS_peak_10977_lociStitched	chr17(.):21178368-21179859	0.1791
1_MACS_peak_10978_lociStitched	chr17(.):21187072-21192628	0.2357
1_MACS_peak_10979_lociStitched	chr17(.):21454140-21455185	0.1434
1_MACS_peak_10980_lociStitched	chr17(.):21837327-21838128	0.1087
1_MACS_peak_10981_lociStitched	chr17(.):25371796-25372922	0.1443
1_MACS_peak_10982_lociStitched	chr17(.):25543177-25547471	0.1743
1_MACS_peak_10983_lociStitched	chr17(.):25620279-25623170	0.2256
2_MACS_peak_10984_lociStitched	chr17(.):25658910-25667213	0.1609
2_MACS_peak_10986_lociStitched	chr17(.):25675576-25681641	0.134
1_MACS_peak_10988_lociStitched	chr17(.):25782809-25784409	0.1198
2_MACS_peak_10989_lociStitched	chr17(.):25798519-25801878	0.1416
3_MACS_peak_10991_lociStitched	chr17(.):26132214-26138058	0.1594
1_MACS_peak_10994_lociStitched	chr17(.):26219468-26220791	0.1363
1_MACS_peak_10995_lociStitched	chr17(.):26367895-26369659	0.1405
1_MACS_peak_10996_lociStitched	chr17(.):26605409-26606431	0.149
1_MACS_peak_10997_lociStitched	chr17(.):26626548-26628338	0.1842
1_MACS_peak_10998_lociStitched	chr17(.):26645112-26647161	0.215
1_MACS_peak_10999_lociStitched	chr17(.):26661553-26663733	0.2163
1_MACS_peak_11000_lociStitched	chr17(.):26670133-26671493	0.1773
1_MACS_peak_11001_lociStitched	chr17(.):26683459-26685476	0.1421
1_MACS_peak_11002_lociStitched	chr17(.):26698351-26699904	0.1731
1_MACS_peak_11003_lociStitched	chr17(.):26711260-26712599	0.1245
1_MACS_peak_11004_lociStitched	chr17(.):26878953-26880019	0.1247
2_MACS_peak_11005_lociStitched	chr17(.):26894010-26899545	0.17
1_MACS_peak_11007_lociStitched	chr17(.):26924200-26927829	0.1674
1_MACS_peak_11008_lociStitched	chr17(.):26970391-26974756	0.2429
1_MACS_peak_11009_lociStitched	chr17(.):26988028-26990291	0.2317
1_MACS_peak_11010_lociStitched	chr17(.):27037541-27038972	0.1172
2_MACS_peak_11011_lociStitched	chr17(.):27046100-27056706	0.2007
1_MACS_peak_11013_lociStitched	chr17(.):27069282-27073397	0.1445
1_MACS_peak_11014_lociStitched	chr17(.):27089986-27091109	0.2142
2_MACS_peak_11015_lociStitched	chr17(.):27135082-27140546	0.1587
1_MACS_peak_11017_lociStitched	chr17(.):27168764-27170391	0.216
1_MACS_peak_11018_lociStitched	chr17(.):27180966-27182843	0.1856
3_MACS_peak_11019_lociStitched	chr17(.):27219402-27230941	0.1843
1_MACS_peak_11022_lociStitched	chr17(.):27238207-27239519	0.152
1_MACS_peak_11023_lociStitched	chr17(.):27263233-27264813	0.1558
1_MACS_peak_11024_lociStitched	chr17(.):27275368-27280180	0.2453
1_MACS_peak_11025_lociStitched	chr17(.):27308979-27310145	0.1511
1_MACS_peak_11026_lociStitched	chr17(.):27369782-27370853	0.2439
1_MACS_peak_11027_lociStitched	chr17(.):27464615-27469063	0.2284
2_MACS_peak_11028_lociStitched	chr17(.):27474966-27483116	0.1171
2_MACS_peak_11030_lociStitched	chr17(.):27502783-27508320	0.1508
1_MACS_peak_11032_lociStitched	chr17(.):27618502-27622400	0.1811
1_MACS_peak_11033_lociStitched	chr17(.):27716660-27718857	0.1768
2_MACS_peak_11034_lociStitched	chr17(.):27887036-27896661	0.1611
2_MACS_peak_11036_lociStitched	chr17(.):27915086-27919223	0.1601
2_MACS_peak_11038_lociStitched	chr17(.):27943958-27950404	0.1411
1_MACS_peak_11040_lociStitched	chr17(.):27965732-27967516	0.2065
1_MACS_peak_11041_lociStitched	chr17(.):28000896-28002255	0.1474
1_MACS_peak_11042_lociStitched	chr17(.):28031762-28035026	0.2045
1_MACS_peak_11043_lociStitched	chr17(.):28087140-28089071	0.232
1_MACS_peak_11044_lociStitched	chr17(.):28255777-28259149	0.1864
1_MACS_peak_11045_lociStitched	chr17(.):28326857-28328336	0.1729
1_MACS_peak_11046_lociStitched	chr17(.):28367149-28368369	0.1861
2_MACS_peak_11047_lociStitched	chr17(.):28439592-28444724	0.1759
1_MACS_peak_11049_lociStitched	chr17(.):28497388-28499060	0.1587
1_MACS_peak_11050_lociStitched	chr17(.):28617707-28619872	0.2307
1_MACS_peak_11051_lociStitched	chr17(.):28658817-28660089	0.147
1_MACS_peak_11052_lociStitched	chr17(.):28690123-28691542	0.1948
1_MACS_peak_11053_lociStitched	chr17(.):28705220-28706848	0.1534
2_MACS_peak_11054_lociStitched	chr17(.):28799214-28805397	0.1373
1_MACS_peak_11056_lociStitched	chr17(.):28926452-28928728	0.1954
1_MACS_peak_11057_lociStitched	chr17(.):28994553-28995231	0.1021
1_MACS_peak_11058_lociStitched	chr17(.):29034688-29037528	0.0751
1_MACS_peak_11059_lociStitched	chr17(.):29057493-29060519	0.2028
1_MACS_peak_11060_lociStitched	chr17(.):29135231-29137101	0.2115
1_MACS_peak_11061_lociStitched	chr17(.):29149670-29152472	0.1705
1_MACS_peak_11062_lociStitched	chr17(.):29158020-29160204	0.2012
2_MACS_peak_11063_lociStitched	chr17(.):29232392-29236764	0.1927
1_MACS_peak_11065_lociStitched	chr17(.):29265506-29267132	0.1111
2_MACS_peak_11066_lociStitched	chr17(.):29294883-29299135	0.1813
1_MACS_peak_11068_lociStitched	chr17(.):29334944-29336144	0.1635
1_MACS_peak_11069_lociStitched	chr17(.):29421273-29423531	0.1072
1_MACS_peak_11070_lociStitched	chr17(.):29576770-29580818	0.1467
1_MACS_peak_11071_lociStitched	chr17(.):29635036-29649561	0.1953
1_MACS_peak_11072_lociStitched	chr17(.):29814225-29816126	0.143
1_MACS_peak_11073_lociStitched	chr17(.):29834828-29837016	0.215
1_MACS_peak_11074_lociStitched	chr17(.):29861948-29863937	0.1832
1_MACS_peak_11075_lociStitched	chr17(.):29875627-29878189	0.1646
1_MACS_peak_11076_lociStitched	chr17(.):29885308-29886761	0.1408
1_MACS_peak_11077_lociStitched	chr17(.):29973291-29974696	0.1909
1_MACS_peak_11078_lociStitched	chr17(.):30071052-30072258	0.1395
1_MACS_peak_11079_lociStitched	chr17(.):30184965-30186293	0.142
1_MACS_peak_11080_lociStitched	chr17(.):30227735-30229296	0.2953
1_MACS_peak_11081_lociStitched	chr17(.):30262881-30265887	0.2188
1_MACS_peak_11082_lociStitched	chr17(.):30333822-30336092	0.1306
1_MACS_peak_11083_lociStitched	chr17(.):30453924-30455356	0.1989
1_MACS_peak_11084_lociStitched	chr17(.):30468377-30470706	0.2009
1_MACS_peak_11085_lociStitched	chr17(.):30547916-30549434	0.1751
1_MACS_peak_11086_lociStitched	chr17(.):30650585-30651724	0.2079
1_MACS_peak_11087_lociStitched	chr17(.):30667845-30669865	0.1429
1_MACS_peak_11088_lociStitched	chr17(.):30676144-30678581	0.24
1_MACS_peak_11089_lociStitched	chr17(.):30770916-30772956	0.1695
2_MACS_peak_11090_lociStitched	chr17(.):30808978-30814912	0.1085
1_MACS_peak_11092_lociStitched	chr17(.):30829791-30831958	0.2603
1_MACS_peak_11093_lociStitched	chr17(.):30849801-30851331	0.1341
1_MACS_peak_11094_lociStitched	chr17(.):30877689-30879114	0.2062
2_MACS_peak_11096_lociStitched	chr17(.):31154286-31164692	0.1634
1_MACS_peak_11098_lociStitched	chr17(.):31187787-31191802	0.1465
1_MACS_peak_11099_lociStitched	chr17(.):31202588-31205371	0.1211
1_MACS_peak_11100_lociStitched	chr17(.):31254559-31255451	0.0904
2_MACS_peak_11101_lociStitched	chr17(.):31296990-31304067	0.1092
2_MACS_peak_11103_lociStitched	chr17(.):31313629-31322337	0.1265
1_MACS_peak_11105_lociStitched	chr17(.):31993952-31994832	0.1188
2_MACS_peak_11106_lociStitched	chr17(.):32290760-32296688	0.1694
6_MACS_peak_11108_lociStitched	chr17(.):32688326-32719779	0.2033
1_MACS_peak_11114_lociStitched	chr17(.):32725324-32726868	0.1904
1_MACS_peak_11115_lociStitched	chr17(.):32760607-32762277	0.1666
1_MACS_peak_11116_lociStitched	chr17(.):32772026-32774220	0.1864
1_MACS_peak_11117_lociStitched	chr17(.):32964628-32965765	0.2025
1_MACS_peak_11118_lociStitched	chr17(.):33287679-33289460	0.238
1_MACS_peak_11119_lociStitched	chr17(.):33306782-33309336	0.129
1_MACS_peak_11120_lociStitched	chr17(.):33317018-33319529	0.2082
1_MACS_peak_11121_lociStitched	chr17(.):33349257-33350586	0.2126
2_MACS_peak_11122_lociStitched	chr17(.):33373071-33379651	0.1573
1_MACS_peak_11124_lociStitched	chr17(.):33389611-33392458	0.1702
1_MACS_peak_11125_lociStitched	chr17(.):33407373-33408390	0.1351
1_MACS_peak_11126_lociStitched	chr17(.):33414382-33417267	0.1719
1_MACS_peak_11127_lociStitched	chr17(.):33445772-33447625	0.2129
1_MACS_peak_11128_lociStitched	chr17(.):33468351-33469640	0.1754
1_MACS_peak_11129_lociStitched	chr17(.):33568643-33572272	0.2103
1_MACS_peak_11130_lociStitched	chr17(.):33667960-33670252	0.1665
3_MACS_peak_11131_lociStitched	chr17(.):33694340-33703627	0.1664
1_MACS_peak_11134_lociStitched	chr17(.):33758844-33761406	0.1776
1_MACS_peak_11135_lociStitched	chr17(.):33774230-33777179	0.1823
1_MACS_peak_11136_lociStitched	chr17(.):33786978-33788408	0.1621
1_MACS_peak_11137_lociStitched	chr17(.):33813941-33815410	0.1386
1_MACS_peak_11138_lociStitched	chr17(.):33848338-33849377	0.2023
2_MACS_peak_11139_lociStitched	chr17(.):33864210-33868915	0.148
1_MACS_peak_11141_lociStitched	chr17(.):33894268-33895940	0.2
1_MACS_peak_11142_lociStitched	chr17(.):33904740-33906689	0.2535
1_MACS_peak_11143_lociStitched	chr17(.):33913500-33915445	0.1819
1_MACS_peak_11144_lociStitched	chr17(.):34035407-34036663	0.1892
