GENE_ID	locusLine	bin_1_38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_10882_lociStitched	chr18(.):51612325-51613862	0.1985
1_MACS_peak_10883_lociStitched	chr18(.):51700000-51701689	0.2116
2_MACS_peak_10884_lociStitched	chr18(.):51709629-51712233	0.0926
1_MACS_peak_10886_lociStitched	chr18(.):51735019-51738545	0.1563
1_MACS_peak_10887_lociStitched	chr18(.):51748466-51751759	0.2252
1_MACS_peak_10888_lociStitched	chr18(.):51772953-51774442	0.1342
2_MACS_peak_10889_lociStitched	chr18(.):51789791-51797125	0.1513
1_MACS_peak_10891_lociStitched	chr18(.):51810900-51812108	0.2292
1_MACS_peak_10892_lociStitched	chr18(.):51883381-51885371	0.151
1_MACS_peak_10893_lociStitched	chr18(.):52887158-52888776	0.0859
1_MACS_peak_10894_lociStitched	chr18(.):52903112-52904049	0.1458
1_MACS_peak_10895_lociStitched	chr18(.):52919521-52921337	0.1007
1_MACS_peak_10896_lociStitched	chr18(.):52930751-52937475	0.1875
1_MACS_peak_10897_lociStitched	chr18(.):52984447-52991403	0.141
1_MACS_peak_10898_lociStitched	chr18(.):53043027-53044411	0.1563
1_MACS_peak_10899_lociStitched	chr18(.):53254875-53257946	0.1493
1_MACS_peak_10900_lociStitched	chr18(.):53663524-53666397	0.1749
1_MACS_peak_10901_lociStitched	chr18(.):53902534-53903535	0.1467
1_MACS_peak_10902_lociStitched	chr18(.):53987374-53989731	0.1025
1_MACS_peak_10903_lociStitched	chr18(.):54040968-54042131	0.1667
1_MACS_peak_10904_lociStitched	chr18(.):54304253-54307096	0.1937
1_MACS_peak_10905_lociStitched	chr18(.):54317755-54319680	0.2286
1_MACS_peak_10906_lociStitched	chr18(.):54518336-54519854	0.1423
1_MACS_peak_10907_lociStitched	chr18(.):54718347-54720065	0.1157
1_MACS_peak_10908_lociStitched	chr18(.):54751192-54752817	0.2259
1_MACS_peak_10909_lociStitched	chr18(.):54876252-54878742	0.2026
1_MACS_peak_10910_lociStitched	chr18(.):55092819-55094408	0.169
1_MACS_peak_10911_lociStitched	chr18(.):55133474-55134799	0.2055
1_MACS_peak_10912_lociStitched	chr18(.):55211882-55213265	0.1371
1_MACS_peak_10913_lociStitched	chr18(.):55228309-55229472	0.1636
2_MACS_peak_10914_lociStitched	chr18(.):55247796-55254669	0.1933
2_MACS_peak_10916_lociStitched	chr18(.):55287912-55298566	0.1048
1_MACS_peak_10918_lociStitched	chr18(.):55500174-55501978	0.1908
1_MACS_peak_10919_lociStitched	chr18(.):55643055-55644038	0.1143
1_MACS_peak_10920_lociStitched	chr18(.):55710725-55713527	0.1667
1_MACS_peak_10921_lociStitched	chr18(.):55758107-55759378	0.2752
1_MACS_peak_10922_lociStitched	chr18(.):56208273-56210316	0.2214
1_MACS_peak_10923_lociStitched	chr18(.):56229542-56230544	0.1316
1_MACS_peak_10924_lociStitched	chr18(.):56300162-56302371	0.1797
2_MACS_peak_10925_lociStitched	chr18(.):56316622-56326967	0.161
1_MACS_peak_10927_lociStitched	chr18(.):56337567-56339886	0.1972
1_MACS_peak_10928_lociStitched	chr18(.):56474020-56475498	0.2191
1_MACS_peak_10929_lociStitched	chr18(.):56554259-56555419	0.1869
1_MACS_peak_10930_lociStitched	chr18(.):56751312-56756966	0.2046
1_MACS_peak_10931_lociStitched	chr18(.):56806201-56811893	0.2248
1_MACS_peak_10932_lociStitched	chr18(.):56935810-56936463	0.1132
1_MACS_peak_10933_lociStitched	chr18(.):57024906-57027042	0.1558
1_MACS_peak_10934_lociStitched	chr18(.):57566349-57568550	0.1469
1_MACS_peak_10935_lociStitched	chr18(.):59639588-59640604	0.1682
1_MACS_peak_10936_lociStitched	chr18(.):59853184-59855925	0.2231
1_MACS_peak_10937_lociStitched	chr18(.):59996891-59997841	0.2531
3_MACS_peak_10938_lociStitched	chr18(.):60189253-60194546	0.132
1_MACS_peak_10941_lociStitched	chr18(.):60243922-60245150	0.1661
2_MACS_peak_10942_lociStitched	chr18(.):60381642-60385226	0.1712
1_MACS_peak_10944_lociStitched	chr18(.):60430160-60431386	0.2252
1_MACS_peak_10945_lociStitched	chr18(.):60535954-60537525	0.2153
1_MACS_peak_10946_lociStitched	chr18(.):60707335-60708987	0.2148
2_MACS_peak_10947_lociStitched	chr18(.):60773719-60780161	0.1322
2_MACS_peak_10949_lociStitched	chr18(.):60804612-60811110	0.1996
1_MACS_peak_10951_lociStitched	chr18(.):60821961-60831205	0.1974
2_MACS_peak_10952_lociStitched	chr18(.):60853220-60860660	0.1493
1_MACS_peak_10954_lociStitched	chr18(.):60883135-60885283	0.2472
1_MACS_peak_10955_lociStitched	chr18(.):60901646-60903009	0.1496
1_MACS_peak_10956_lociStitched	chr18(.):60920055-60922412	0.1815
1_MACS_peak_10957_lociStitched	chr18(.):60983700-60988716	0.184
1_MACS_peak_10958_lociStitched	chr18(.):61015272-61016757	0.1153
1_MACS_peak_10959_lociStitched	chr18(.):61033021-61035650	0.1966
1_MACS_peak_10960_lociStitched	chr18(.):61088450-61091011	0.218
1_MACS_peak_10961_lociStitched	chr18(.):61228869-61230183	0.1502
1_MACS_peak_10962_lociStitched	chr18(.):61480853-61482500	0.1065
1_MACS_peak_10963_lociStitched	chr18(.):61497856-61499269	0.1169
1_MACS_peak_10964_lociStitched	chr18(.):61603065-61604730	0.2486
1_MACS_peak_10965_lociStitched	chr18(.):61636688-61638435	0.2013
1_MACS_peak_10966_lociStitched	chr18(.):61989851-61990590	0.1327
1_MACS_peak_10967_lociStitched	chr18(.):62046341-62047953	0.136
1_MACS_peak_10968_lociStitched	chr18(.):62070915-62072276	0.1448
1_MACS_peak_10969_lociStitched	chr18(.):62380176-62381327	0.1429
1_MACS_peak_10970_lociStitched	chr18(.):62660317-62662169	0.2424
2_MACS_peak_10971_lociStitched	chr18(.):63254330-63260369	0.1178
1_MACS_peak_10973_lociStitched	chr18(.):63478095-63479526	0.1674
1_MACS_peak_10974_lociStitched	chr18(.):65183039-65184785	0.1309
2_MACS_peak_10975_lociStitched	chr18(.):66381242-66389813	0.111
1_MACS_peak_10977_lociStitched	chr18(.):66659716-66660887	0.2118
1_MACS_peak_10978_lociStitched	chr18(.):67247120-67248010	0.1202
2_MACS_peak_10979_lociStitched	chr18(.):67615972-67625062	0.1204
1_MACS_peak_10981_lociStitched	chr18(.):67703241-67705705	0.1776
1_MACS_peak_10982_lociStitched	chr18(.):67825701-67828023	0.1497
1_MACS_peak_10983_lociStitched	chr18(.):67860756-67863605	0.2241
1_MACS_peak_10984_lociStitched	chr18(.):67872047-67874052	0.1681
1_MACS_peak_10985_lociStitched	chr18(.):67955778-67957706	0.074
1_MACS_peak_10986_lociStitched	chr18(.):68095205-68096516	0.1719
1_MACS_peak_10987_lociStitched	chr18(.):68307329-68308299	0.0863
1_MACS_peak_10988_lociStitched	chr18(.):68338683-68340730	0.1672
1_MACS_peak_10989_lociStitched	chr18(.):68573988-68575422	0.1191
1_MACS_peak_10990_lociStitched	chr18(.):68988146-68990986	0.1169
1_MACS_peak_10991_lociStitched	chr18(.):69410415-69411118	0.0767
1_MACS_peak_10992_lociStitched	chr18(.):69758220-69759353	0.1514
1_MACS_peak_10993_lociStitched	chr18(.):69827228-69829310	0.1671
1_MACS_peak_10994_lociStitched	chr18(.):69846582-69849321	0.1871
1_MACS_peak_10995_lociStitched	chr18(.):70209043-70211667	0.1098
2_MACS_peak_10996_lociStitched	chr18(.):70510255-70516712	0.1301
1_MACS_peak_10998_lociStitched	chr18(.):71337523-71338667	0.2198
2_MACS_peak_10999_lociStitched	chr18(.):71350264-71357336	0.1256
1_MACS_peak_11001_lociStitched	chr18(.):71814276-71816685	0.2022
1_MACS_peak_11002_lociStitched	chr18(.):71838995-71840048	0.1452
1_MACS_peak_11003_lociStitched	chr18(.):71958605-71960092	0.1358
1_MACS_peak_11004_lociStitched	chr18(.):72074369-72075611	0.0724
2_MACS_peak_11005_lociStitched	chr18(.):72162446-72169844	0.2019
1_MACS_peak_11007_lociStitched	chr18(.):72201906-72203487	0.1952
1_MACS_peak_11008_lociStitched	chr18(.):72263758-72266662	0.2033
1_MACS_peak_11009_lociStitched	chr18(.):72508669-72510221	0.1528
1_MACS_peak_11010_lociStitched	chr18(.):72518406-72519693	0.2463
1_MACS_peak_11011_lociStitched	chr18(.):72581186-72583609	0.1395
1_MACS_peak_11012_lociStitched	chr18(.):72822978-72825109	0.1508
1_MACS_peak_11013_lociStitched	chr18(.):72919698-72923543	0.1587
1_MACS_peak_11014_lociStitched	chr18(.):73925435-73926493	0.1386
1_MACS_peak_11015_lociStitched	chr18(.):74017921-74020417	0.1715
1_MACS_peak_11016_lociStitched	chr18(.):74203590-74206213	0.1696
1_MACS_peak_11017_lociStitched	chr18(.):74532872-74535763	0.1199
1_MACS_peak_11018_lociStitched	chr18(.):74570235-74572418	0.1447
1_MACS_peak_11019_lociStitched	chr18(.):74668872-74669873	0.1078
3_MACS_peak_11020_lociStitched	chr18(.):74766125-74778301	0.1088
1_MACS_peak_11023_lociStitched	chr18(.):74791739-74793390	0.1303
1_MACS_peak_11024_lociStitched	chr18(.):74842983-74845124	0.0726
1_MACS_peak_11025_lociStitched	chr18(.):74920371-74921653	0.1241
1_MACS_peak_11026_lociStitched	chr18(.):75112176-75113840	0.1789
2_MACS_peak_11027_lociStitched	chr18(.):75198968-75208909	0.13
1_MACS_peak_11029_lociStitched	chr18(.):75333871-75334927	0.1442
1_MACS_peak_11030_lociStitched	chr18(.):75527327-75528702	0.0729
1_MACS_peak_11031_lociStitched	chr18(.):76285273-76286122	0.1409
1_MACS_peak_11032_lociStitched	chr18(.):76827974-76830330	0.1892
1_MACS_peak_11033_lociStitched	chr18(.):76916850-76918054	0.1091
1_MACS_peak_11034_lociStitched	chr18(.):76941822-76942974	0.2126
1_MACS_peak_11035_lociStitched	chr18(.):77034746-77036774	0.1792
1_MACS_peak_11036_lociStitched	chr18(.):77159305-77160257	0.0645
1_MACS_peak_11037_lociStitched	chr18(.):77384265-77386078	0.1286
1_MACS_peak_11038_lociStitched	chr18(.):77438314-77440456	0.2291
1_MACS_peak_11039_lociStitched	chr18(.):77710862-77712444	0.0869
1_MACS_peak_11040_lociStitched	chr18(.):77723896-77725689	0.0572
1_MACS_peak_11041_lociStitched	chr18(.):77747468-77749429	0.1405
1_MACS_peak_11042_lociStitched	chr18(.):77793024-77795360	0.163
1_MACS_peak_11043_lociStitched	chr18(.):77866537-77868160	0.1361
1_MACS_peak_11044_lociStitched	chr19(.):69745-71894	0.2942
1_MACS_peak_11045_lociStitched	chr19(.):488177-489974	0.2216
2_MACS_peak_11046_lociStitched	chr19(.):505964-512270	0.2359
1_MACS_peak_11048_lociStitched	chr19(.):530492-533908	0.1629
1_MACS_peak_11049_lociStitched	chr19(.):570784-573956	0.1801
2_MACS_peak_11050_lociStitched	chr19(.):632161-640518	0.2136
1_MACS_peak_11052_lociStitched	chr19(.):659626-664320	0.2632
1_MACS_peak_11053_lociStitched	chr19(.):679756-681185	0.0882
1_MACS_peak_11054_lociStitched	chr19(.):796165-799812	0.2986
1_MACS_peak_11055_lociStitched	chr19(.):891892-894221	0.1898
2_MACS_peak_11056_lociStitched	chr19(.):908470-914105	0.1672
1_MACS_peak_11058_lociStitched	chr19(.):923727-927400	0.1775
1_MACS_peak_11059_lociStitched	chr19(.):982301-985484	0.2897
1_MACS_peak_11060_lociStitched	chr19(.):995816-996999	0.2071
2_MACS_peak_11061_lociStitched	chr19(.):1015197-1029451	0.2242
1_MACS_peak_11063_lociStitched	chr19(.):1036805-1041733	0.3196
2_MACS_peak_11064_lociStitched	chr19(.):1066322-1077992	0.2166
3_MACS_peak_11066_lociStitched	chr19(.):1086728-1105638	0.1942
1_MACS_peak_11069_lociStitched	chr19(.):1130433-1134482	0.2498
1_MACS_peak_11070_lociStitched	chr19(.):1172928-1175050	0.233
1_MACS_peak_11071_lociStitched	chr19(.):1193962-1195310	0.1741
1_MACS_peak_11072_lociStitched	chr19(.):1204998-1208379	0.2059
3_MACS_peak_11073_lociStitched	chr19(.):1239991-1250280	0.1834
4_MACS_peak_11076_lociStitched	chr19(.):1258500-1277369	0.2223
1_MACS_peak_11080_lociStitched	chr19(.):1354019-1355894	0.1652
1_MACS_peak_11081_lociStitched	chr19(.):1382867-1385046	0.3816
2_MACS_peak_11082_lociStitched	chr19(.):1400576-1409744	0.191
2_MACS_peak_11084_lociStitched	chr19(.):1437578-1445705	0.2498
1_MACS_peak_11086_lociStitched	chr19(.):1477894-1480100	0.2891
1_MACS_peak_11087_lociStitched	chr19(.):1489795-1491570	0.4397
1_MACS_peak_11088_lociStitched	chr19(.):1512741-1513710	0.0978
1_MACS_peak_11089_lociStitched	chr19(.):1590456-1593836	0.2753
1_MACS_peak_11090_lociStitched	chr19(.):1604139-1607189	0.3349
5_MACS_peak_11091_lociStitched	chr19(.):1647817-1672926	0.1742
1_MACS_peak_11096_lociStitched	chr19(.):1812037-1813680	0.2163
5_MACS_peak_11097_lociStitched	chr19(.):1847043-1865727	0.1956
1_MACS_peak_11102_lociStitched	chr19(.):1874373-1877027	0.2941
1_MACS_peak_11103_lociStitched	chr19(.):1884122-1885776	0.2337
1_MACS_peak_11104_lociStitched	chr19(.):1902855-1906457	0.2856
1_MACS_peak_11105_lociStitched	chr19(.):1922712-1924409	0.2942
1_MACS_peak_11106_lociStitched	chr19(.):1939793-1943866	0.233
1_MACS_peak_11107_lociStitched	chr19(.):2014547-2015847	0.1452
1_MACS_peak_11108_lociStitched	chr19(.):2031499-2033444	0.2481
4_MACS_peak_11109_lociStitched	chr19(.):2040929-2062768	0.2134
2_MACS_peak_11113_lociStitched	chr19(.):2081609-2098368	0.3099
1_MACS_peak_11115_lociStitched	chr19(.):2149757-2152516	0.332
1_MACS_peak_11116_lociStitched	chr19(.):2162942-2166714	0.1876
1_MACS_peak_11117_lociStitched	chr19(.):2182202-2183652	0.178
1_MACS_peak_11118_lociStitched	chr19(.):2234499-2241173	0.2324
5_MACS_peak_11119_lociStitched	chr19(.):2254580-2274390	0.2265
1_MACS_peak_11124_lociStitched	chr19(.):2288958-2290765	0.2405
2_MACS_peak_11125_lociStitched	chr19(.):2327133-2334191	0.2396
1_MACS_peak_11127_lociStitched	chr19(.):2393461-2396230	0.2841
1_MACS_peak_11128_lociStitched	chr19(.):2426048-2428698	0.2756
1_MACS_peak_11129_lociStitched	chr19(.):2445817-2448095	0.3265
4_MACS_peak_11130_lociStitched	chr19(.):2455267-2480356	0.1907
2_MACS_peak_11134_lociStitched	chr19(.):2490523-2495978	0.1517
1_MACS_peak_11136_lociStitched	chr19(.):2552254-2553817	0.2972
1_MACS_peak_11137_lociStitched	chr19(.):2560878-2562893	0.2342
4_MACS_peak_11138_lociStitched	chr19(.):2594906-2629028	0.2475
1_MACS_peak_11142_lociStitched	chr19(.):2636519-2637952	0.2095
1_MACS_peak_11143_lociStitched	chr19(.):2663354-2665366	0.2933
2_MACS_peak_11144_lociStitched	chr19(.):2697874-2703132	0.1632
1_MACS_peak_11146_lociStitched	chr19(.):2738791-2740535	0.2911
2_MACS_peak_11147_lociStitched	chr19(.):2781851-2786965	0.2996
1_MACS_peak_11149_lociStitched	chr19(.):2816957-2820736	0.2059
1_MACS_peak_11150_lociStitched	chr19(.):2840506-2842471	0.2858
1_MACS_peak_11151_lociStitched	chr19(.):2893064-2893748	0.0895
1_MACS_peak_11152_lociStitched	chr19(.):3035009-3036733	0.1947
1_MACS_peak_11153_lociStitched	chr19(.):3184819-3187361	0.3002
1_MACS_peak_11154_lociStitched	chr19(.):3434265-3435823	0.4156
1_MACS_peak_11155_lociStitched	chr19(.):3450719-3452035	0.2253
2_MACS_peak_11156_lociStitched	chr19(.):3499574-3507565	0.2388
2_MACS_peak_11158_lociStitched	chr19(.):3552591-3558614	0.2041
1_MACS_peak_11160_lociStitched	chr19(.):3571969-3574108	0.2633
2_MACS_peak_11161_lociStitched	chr19(.):3617204-3627803	0.213
1_MACS_peak_11163_lociStitched	chr19(.):3687647-3689198	0.1163
1_MACS_peak_11164_lociStitched	chr19(.):3699074-3700777	0.1544
2_MACS_peak_11165_lociStitched	chr19(.):3760376-3763629	0.3286
1_MACS_peak_11167_lociStitched	chr19(.):3970142-3972184	0.3022
2_MACS_peak_11168_lociStitched	chr19(.):3983272-3990806	0.2852
1_MACS_peak_11170_lociStitched	chr19(.):4006481-4008957	0.196
2_MACS_peak_11171_lociStitched	chr19(.):4063283-4068120	0.1214
1_MACS_peak_11173_lociStitched	chr19(.):4077310-4078778	0.1953
2_MACS_peak_11174_lociStitched	chr19(.):4114235-4124959	0.2021
1_MACS_peak_11176_lociStitched	chr19(.):4181462-4183374	0.2696
2_MACS_peak_11177_lociStitched	chr19(.):4242306-4248147	0.2228
1_MACS_peak_11179_lociStitched	chr19(.):4328405-4329639	0.2338
2_MACS_peak_11180_lociStitched	chr19(.):4337713-4344336	0.2101
1_MACS_peak_11182_lociStitched	chr19(.):4368265-4371196	0.2755
2_MACS_peak_11183_lociStitched	chr19(.):4398943-4404145	0.279
1_MACS_peak_11185_lociStitched	chr19(.):4456522-4458536	0.1616
1_MACS_peak_11186_lociStitched	chr19(.):4470462-4473612	0.2376
1_MACS_peak_11187_lociStitched	chr19(.):4638484-4640395	0.1907
1_MACS_peak_11188_lociStitched	chr19(.):4668970-4670867	0.2421
1_MACS_peak_11189_lociStitched	chr19(.):4722210-4725365	0.2839
1_MACS_peak_11190_lociStitched	chr19(.):4790368-4792881	0.3086
1_MACS_peak_11191_lociStitched	chr19(.):4830634-4832400	0.2608
1_MACS_peak_11192_lociStitched	chr19(.):4866830-4868397	0.1837
1_MACS_peak_11193_lociStitched	chr19(.):4908902-4911232	0.2021
1_MACS_peak_11194_lociStitched	chr19(.):4968048-4971079	0.2918
1_MACS_peak_11195_lociStitched	chr19(.):5621423-5624957	0.2494
3_MACS_peak_11196_lociStitched	chr19(.):5679194-5692664	0.2441
1_MACS_peak_11199_lociStitched	chr19(.):5718143-5721372	0.2793
1_MACS_peak_11200_lociStitched	chr19(.):5790087-5791745	0.3514
1_MACS_peak_11201_lociStitched	chr19(.):5826177-5829304	0.2194
1_MACS_peak_11202_lociStitched	chr19(.):5902403-5905849	0.3904
1_MACS_peak_11203_lociStitched	chr19(.):5948468-5952624	0.2402
1_MACS_peak_11204_lociStitched	chr19(.):5967285-5969459	0.3304
1_MACS_peak_11205_lociStitched	chr19(.):5976538-5979323	0.258
1_MACS_peak_11206_lociStitched	chr19(.):5987113-5988398	0.2928
1_MACS_peak_11207_lociStitched	chr19(.):6198833-6200462	0.3946
1_MACS_peak_11208_lociStitched	chr19(.):6278509-6280128	0.1456
1_MACS_peak_11209_lociStitched	chr19(.):6360988-6363065	0.2518
1_MACS_peak_11210_lociStitched	chr19(.):6371950-6374071	0.2999
1_MACS_peak_11211_lociStitched	chr19(.):6392187-6394526	0.3971
1_MACS_peak_11212_lociStitched	chr19(.):6423195-6426088	0.3469
2_MACS_peak_11213_lociStitched	chr19(.):6459080-6465066	0.2203
1_MACS_peak_11215_lociStitched	chr19(.):6481010-6482558	0.2249
2_MACS_peak_11216_lociStitched	chr19(.):6516024-6519387	0.3261
2_MACS_peak_11218_lociStitched	chr19(.):6530280-6537192	0.206
1_MACS_peak_11220_lociStitched	chr19(.):6576148-6579130	0.3434
1_MACS_peak_11221_lociStitched	chr19(.):6590359-6593543	0.1995
1_MACS_peak_11222_lociStitched	chr19(.):6641073-6642675	0.2316
1_MACS_peak_11223_lociStitched	chr19(.):6674454-6675862	0.2742
2_MACS_peak_11224_lociStitched	chr19(.):6727919-6741707	0.2084
5_MACS_peak_11226_lociStitched	chr19(.):6765538-6789565	0.216
1_MACS_peak_11231_lociStitched	chr19(.):6799193-6803990	0.3185
1_MACS_peak_11232_lociStitched	chr19(.):6848467-6851234	0.2141
1_MACS_peak_11233_lociStitched	chr19(.):6862519-6864032	0.2305
1_MACS_peak_11234_lociStitched	chr19(.):7068930-7070635	0.3144
1_MACS_peak_11235_lociStitched	chr19(.):7098268-7100268	0.2953
1_MACS_peak_11236_lociStitched	chr19(.):7146735-7148490	0.2555
1_MACS_peak_11237_lociStitched	chr19(.):7182186-7184508	0.1935
2_MACS_peak_11238_lociStitched	chr19(.):7191946-7199192	0.2021
1_MACS_peak_11240_lociStitched	chr19(.):7241936-7243875	0.234
1_MACS_peak_11241_lociStitched	chr19(.):7292971-7295543	0.2049
3_MACS_peak_11242_lociStitched	chr19(.):7400540-7410834	0.2243
1_MACS_peak_11245_lociStitched	chr19(.):7426511-7427466	0.1099
1_MACS_peak_11246_lociStitched	chr19(.):7459303-7461138	0.1499
1_MACS_peak_11247_lociStitched	chr19(.):7474386-7476531	0.1481
2_MACS_peak_11248_lociStitched	chr19(.):7581125-7588766	0.175
1_MACS_peak_11250_lociStitched	chr19(.):7598187-7601564	0.2661
2_MACS_peak_11251_lociStitched	chr19(.):7693343-7703107	0.2292
1_MACS_peak_11253_lociStitched	chr19(.):7745144-7746695	0.3023
1_MACS_peak_11254_lociStitched	chr19(.):7871743-7873409	0.3101
1_MACS_peak_11255_lociStitched	chr19(.):7894161-7895817	0.2542
1_MACS_peak_11256_lociStitched	chr19(.):7933390-7935207	0.29
1_MACS_peak_11257_lociStitched	chr19(.):7967624-7970316	0.3311
3_MACS_peak_11258_lociStitched	chr19(.):7980987-7986922	0.2427
1_MACS_peak_11261_lociStitched	chr19(.):8007409-8009851	0.3118
1_MACS_peak_11262_lociStitched	chr19(.):8069120-8071527	0.2153
1_MACS_peak_11263_lociStitched	chr19(.):8333024-8334980	0.293
1_MACS_peak_11264_lociStitched	chr19(.):8346311-8348411	0.1357
1_MACS_peak_11265_lociStitched	chr19(.):8361245-8363155	0.1779
1_MACS_peak_11266_lociStitched	chr19(.):8371961-8373915	0.3226
1_MACS_peak_11267_lociStitched	chr19(.):8385076-8387759	0.2667
1_MACS_peak_11268_lociStitched	chr19(.):8454102-8456091	0.3823
1_MACS_peak_11269_lociStitched	chr19(.):8477611-8478959	0.236
1_MACS_peak_11270_lociStitched	chr19(.):8508759-8511510	0.2887
1_MACS_peak_11271_lociStitched	chr19(.):8537561-8539922	0.211
2_MACS_peak_11272_lociStitched	chr19(.):8570470-8579840	0.1633
1_MACS_peak_11274_lociStitched	chr19(.):8589905-8591705	0.2954
1_MACS_peak_11275_lociStitched	chr19(.):8942124-8943995	0.189
1_MACS_peak_11276_lociStitched	chr19(.):9250721-9252012	0.2361
1_MACS_peak_11277_lociStitched	chr19(.):9419592-9421172	0.1953
1_MACS_peak_11278_lociStitched	chr19(.):9434003-9435642	0.2653
1_MACS_peak_11279_lociStitched	chr19(.):9545530-9546927	0.2333
1_MACS_peak_11280_lociStitched	chr19(.):9648715-9649722	0.2101
1_MACS_peak_11281_lociStitched	chr19(.):9694119-9695877	0.1766
1_MACS_peak_11282_lociStitched	chr19(.):9731180-9732776	0.2197
1_MACS_peak_11283_lociStitched	chr19(.):9784770-9786367	0.2045
1_MACS_peak_11284_lociStitched	chr19(.):9917121-9921152	0.1653
4_MACS_peak_11285_lociStitched	chr19(.):9928587-9946973	0.1439
1_MACS_peak_11289_lociStitched	chr19(.):10196336-10197819	0.1287
3_MACS_peak_11290_lociStitched	chr19(.):10216493-10231108	0.1538
1_MACS_peak_11293_lociStitched	chr19(.):10277641-10280152	0.1904
3_MACS_peak_11294_lociStitched	chr19(.):10304112-10316145	0.1512
3_MACS_peak_11297_lociStitched	chr19(.):10329685-10347894	0.1648
1_MACS_peak_11300_lociStitched	chr19(.):10362133-10363945	0.2161
1_MACS_peak_11301_lociStitched	chr19(.):10380670-10382373	0.1842
1_MACS_peak_11302_lociStitched	chr19(.):10425757-10427150	0.1723
2_MACS_peak_11303_lociStitched	chr19(.):10442717-10451049	0.1683
1_MACS_peak_11305_lociStitched	chr19(.):10490148-10492257	0.2484
6_MACS_peak_11306_lociStitched	chr19(.):10513137-10539485	0.144
2_MACS_peak_11312_lociStitched	chr19(.):10608806-10614641	0.151
1_MACS_peak_11314_lociStitched	chr19(.):10653910-10655537	0.1335
2_MACS_peak_11315_lociStitched	chr19(.):10675662-10680824	0.1626
2_MACS_peak_11317_lociStitched	chr19(.):10704454-10707305	0.1296
1_MACS_peak_11319_lociStitched	chr19(.):10762172-10767251	0.1928
1_MACS_peak_11320_lociStitched	chr19(.):10811262-10813141	0.2486
1_MACS_peak_11321_lociStitched	chr19(.):10827685-10830242	0.294
1_MACS_peak_11322_lociStitched	chr19(.):10869678-10871212	0.2235
1_MACS_peak_11323_lociStitched	chr19(.):10886802-10889001	0.138
1_MACS_peak_11324_lociStitched	chr19(.):10946038-10947865	0.2916
4_MACS_peak_11325_lociStitched	chr19(.):10978139-10990695	0.1461
1_MACS_peak_11329_lociStitched	chr19(.):11038097-11041008	0.1736
1_MACS_peak_11330_lociStitched	chr19(.):11048787-11053308	0.187
2_MACS_peak_11331_lociStitched	chr19(.):11070350-11075146	0.1663
1_MACS_peak_11333_lociStitched	chr19(.):11090110-11091761	0.2028
1_MACS_peak_11334_lociStitched	chr19(.):11159156-11160926	0.1956
2_MACS_peak_11335_lociStitched	chr19(.):11199543-11207909	0.2037
1_MACS_peak_11337_lociStitched	chr19(.):11248068-11249098	0.1409
1_MACS_peak_11338_lociStitched	chr19(.):11265178-11267453	0.1843
1_MACS_peak_11339_lociStitched	chr19(.):11289954-11291197	0.124
2_MACS_peak_11340_lociStitched	chr19(.):11307345-11317184	0.1156
2_MACS_peak_11342_lociStitched	chr19(.):11449768-11458079	0.1558
2_MACS_peak_11344_lociStitched	chr19(.):11484706-11493302	0.207
1_MACS_peak_11346_lociStitched	chr19(.):11545368-11547485	0.2716
1_MACS_peak_11347_lociStitched	chr19(.):11592937-11593792	0.2268
1_MACS_peak_11348_lociStitched	chr19(.):11615403-11617618	0.1801
1_MACS_peak_11349_lociStitched	chr19(.):11638977-11640544	0.2524
1_MACS_peak_11350_lociStitched	chr19(.):11669262-11671306	0.1751
2_MACS_peak_11351_lociStitched	chr19(.):11692296-11695330	0.1307
1_MACS_peak_11353_lociStitched	chr19(.):11707400-11709194	0.1911
1_MACS_peak_11354_lociStitched	chr19(.):11750203-11751330	0.1694
1_MACS_peak_11355_lociStitched	chr19(.):11848474-11850573	0.1763
1_MACS_peak_11356_lociStitched	chr19(.):11877189-11879069	0.2474
1_MACS_peak_11357_lociStitched	chr19(.):11908911-11910154	0.1849
1_MACS_peak_11358_lociStitched	chr19(.):11924415-11926020	0.2114
1_MACS_peak_11359_lociStitched	chr19(.):12034530-12037019	0.269
1_MACS_peak_11360_lociStitched	chr19(.):12074882-12076860	0.2209
2_MACS_peak_11361_lociStitched	chr19(.):12091935-12100247	0.1244
1_MACS_peak_11363_lociStitched	chr19(.):12202763-12203866	0.0966
1_MACS_peak_11364_lociStitched	chr19(.):12273302-12274905	0.2062
1_MACS_peak_11365_lociStitched	chr19(.):12404209-12406044	0.2247
1_MACS_peak_11366_lociStitched	chr19(.):12424822-12425956	0.0933
1_MACS_peak_11367_lociStitched	chr19(.):12443448-12444957	0.3096
1_MACS_peak_11368_lociStitched	chr19(.):12475570-12476940	0.1826
1_MACS_peak_11369_lociStitched	chr19(.):12510614-12512553	0.2677
1_MACS_peak_11370_lociStitched	chr19(.):12550431-12552508	0.2723
3_MACS_peak_11371_lociStitched	chr19(.):12588547-12596341	0.1661
1_MACS_peak_11374_lociStitched	chr19(.):12605704-12606901	0.233
1_MACS_peak_11375_lociStitched	chr19(.):12661253-12663699	0.208
2_MACS_peak_11376_lociStitched	chr19(.):12713823-12725976	0.1584
2_MACS_peak_11378_lociStitched	chr19(.):12776701-12781916	0.2202
