GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NM_018091	chr8(.):27945583-28053669	0.0888
NM_018660	chr8(.):28198101-28248977	0.2408
NM_025115	chr8(.):33351235-33375656	0.3776
NM_001102401	chr8(.):33351235-33375703	0.377
NM_024025	chr8(.):33443853-33462439	0.1497
NM_018310	chr8(.):37696397-37712431	0.2074
NM_152413	chr8(.):37786799-37802647	0.0823
NM_144652	chr8(.):38239019-38271061	0.5735
NM_017778	chr8(.):38168934-38244790	0.3844
NM_001024381	chr8(.):38841326-38859041	0.2692
NM_153692	chr8(.):38826667-38851181	0.073
NM_057749	chr8(.):95887452-95912482	0.2604
NM_148174	chr8(.):103833535-103881397	0.1309
NM_025195	chr8(.):126437562-126455644	0.9112
NM_014957	chr8(.):142133719-142210900	0.2058
NM_201378	chr8(.):144984320-145052697	0.4481
NM_032789	chr8(.):145046319-145065635	0.4417
NM_000445	chr8(.):144984320-145055913	0.4411
NM_201381	chr8(.):144984320-145023905	0.5514
NM_201382	chr8(.):144984320-145023110	0.5532
NM_201383	chr8(.):144984320-145021692	0.5596
NM_201379	chr8(.):144984320-145033088	0.5201
NM_001009184	chr8(.):145059225-145072583	0.2976
NM_201384	chr8(.):144984320-145018758	0.5975
NR_030383	chr8(.):145014358-145024447	0.8132
NM_201380	chr8(.):144984320-145030044	0.5485
NM_001129888	chr8(.):145684199-145696031	0.2861
NM_183057	chr8(.):145643999-145658927	0.2672
NM_032687	chr8(.):145684199-145695849	0.2901
NM_017767	chr8(.):145632797-145646917	0.3294
NM_003923	chr8(.):145694114-145706718	0.3033
NM_032902	chr8(.):145717108-145732504	0.065
NM_138496	chr8(.):145670314-145695418	0.1823
NM_005309	chr8(.):145724464-145737555	0.6944
NM_130849	chr8(.):145632797-145647273	0.3224
NM_145754	chr8(.):145686737-145704499	0.3556
NM_138431	chr8(.):145729551-145741589	0.759
NM_004260	chr8(.):145731666-145748210	0.888
NM_013432	chr8(.):145649162-145674812	0.3408
NM_014665	chr8(.):145738362-145755559	0.4887
NM_025251	chr8(.):145749562-145843888	0.0644
NM_138367	chr8(.):145941293-145985970	0.1096
NM_030580	chr8(.):145993500-146017725	0.3206
NM_033301	chr8(.):146010153-146022729	0.6497
NM_000973	chr8(.):146010153-146022805	0.6484
NM_003416	chr8(.):146047902-146073606	0.202
NM_213605	chr8(.):146019260-146039529	0.1708
NM_000170	chr9(.):6527463-6650692	0.1397
NM_001206	chr9(.):72994512-73034573	0.2661
NM_080546	chr9(.):108001928-108158682	0.2412
NM_053016	chr9(.):112537576-112718756	0.2085
NM_001037293	chr9(.):112398067-112718756	0.1488
NM_007203	chr9(.):112537576-112939791	0.221
NM_001004065	chr9(.):112805877-112939791	0.2772
NM_005047	chr9(.):123573331-123610206	0.2246
NM_001006618	chr9(.):128278748-128474513	0.1701
NM_001006617	chr9(.):128194672-128474513	0.1465
NM_175039	chr9(.):130665164-130684305	0.8564
NM_015033	chr9(.):132644465-132810473	0.3126
NM_198679	chr9(.):134447156-134590229	0.1797
NM_005312	chr9(.):134447156-134617925	0.2291
NM_016219	chr9(.):139976416-140008639	0.2448
NM_001170	chr9(.):33379947-33407517	0.1365
NM_139235	chr9(.):33456350-33478941	0.1868
NM_004925	chr9(.):33436159-33452590	0.3514
NM_003995	chr9(.):35787405-35814728	0.1677
NM_001042590	chr9(.):35824512-35859844	0.2953
NM_032593	chr9(.):35807956-35820042	0.4794
NM_001012446	chr9(.):35812013-35833744	0.3769
NM_001042589	chr9(.):35824228-35859844	0.2946
NM_016446	chr9(.):35824221-35852232	0.3379
NM_001004487	chr9(.):35864459-35875398	0.0901
NM_001039592	chr9(.):35804806-35817259	0.4608
NR_024006	chr9(.):35855270-35870515	0.1239
NM_005893	chr9(.):36164388-36176331	0.1051
NM_022343	chr9(.):36131741-36168903	0.3362
NM_007096	chr9(.):36185852-36217059	0.2064
NM_005384	chr9(.):94166326-94191144	0.6484
NM_015250	chr9(.):95468644-95532083	0.354
NR_026868	chr9(.):95566892-95605739	0.1245
NM_032310	chr9(.):95853449-95880565	0.497
NM_145006	chr9(.):95815988-95852415	0.2422
NM_001083603	chr9(.):98200263-98284247	0.256
NM_001083606	chr9(.):98200263-98274699	0.2706
NM_001083607	chr9(.):98200263-98274481	0.2714
NM_001083605	chr9(.):98200263-98275322	0.2686
NM_000264	chr9(.):98200263-98275831	0.2669
NM_033087	chr9(.):101973706-101989246	1.1192
NM_006808	chr9(.):101979569-101997901	0.983
NM_173200	chr9(.):102584008-102634173	0.2112
NM_006981	chr9(.):102579136-102634173	0.4032
NM_173199	chr9(.):102579136-102601341	0.7658
NM_001012993	chr9(.):112956845-112975413	0.1352
NM_001136562	chr9(.):112882780-112939791	0.3622
NM_030767	chr9(.):117091432-117161685	0.4533
NM_001244	chr9(.):117660123-117697770	0.2868
NM_005658	chr9(.):123659670-123694173	0.4247
NM_015651	chr9(.):123612930-123644606	0.4673
NM_001190945	chr9(.):123659670-123696451	0.4336
NM_001190947	chr9(.):123659670-123681850	0.3526
NR_024408	chr9(.):123600319-123621651	0.3453
NM_001045476	chr9(.):127610754-127625160	0.6124
NM_030978	chr9(.):127626483-127644696	0.5556
NM_007209	chr9(.):127615157-127629240	0.6262
NM_005489	chr9(.):130495595-130538621	0.2139
NM_001142532	chr9(.):130495595-130529697	0.2045
NM_001142533	chr9(.):130495595-130522583	0.2417
NM_001142531	chr9(.):130495595-130529719	0.2048
NM_001142534	chr9(.):130495595-130522561	0.2418
NM_170600	chr9(.):130495595-130546048	0.3514
NM_001085347	chr9(.):130488802-130502604	0.3944
NM_001018078	chr9(.):130560507-130581556	0.2684
NM_001261	chr9(.):130543304-130558052	0.4236
NM_004957	chr9(.):130560153-130581556	0.2647
NM_013443	chr9(.):130642600-130666871	0.1134
NM_000476	chr9(.):130623758-130645022	0.1071
NR_036055	chr9(.):130543196-130553286	0.564
NM_001035254	chr9(.):130697860-130747812	0.4648
NM_003863	chr9(.):130692373-130705763	0.262
NM_203305	chr9(.):130697860-130717993	0.1949
NM_001135219	chr9(.):130678807-130698076	0.4923
NM_173492	chr9(.):130678807-130694770	0.5726
NR_024425	chr9(.):130885807-130897913	0.8287
NR_027812	chr9(.):130877971-130895712	0.6105
NM_001006641	chr9(.):130825478-130876524	0.3198
NM_197956	chr9(.):130818511-130834599	0.4279
NM_001006643	chr9(.):130855835-130876524	0.0781
NM_001006642	chr9(.):130849127-130876524	0.082
NM_052901	chr9(.):130855816-130876524	0.078
NM_025072	chr9(.):130877971-130895474	0.6162
NR_033374	chr9(.):130868449-130886013	0.1032
NM_016520	chr9(.):132584563-132602572	0.3
NM_006676	chr9(.):132592695-132649107	0.2959
NM_001008563	chr9(.):132592756-132649107	0.2961
NM_032728	chr9(.):134160080-134189649	0.1098
NM_033387	chr9(.):134128464-134156906	0.6167
NM_017617	chr9(.):139383895-139445238	0.2177
NM_015392	chr9(.):139928908-139945676	0.0932
NM_001246	chr9(.):139937552-139953505	0.0939
NR_027447	chr9(.):139974397-139986269	0.5008
NM_207511	chr9(.):139916915-139936234	0.1208
NM_001606	chr9(.):139896685-139927740	0.0804
NM_207309	chr9(.):139966952-139983990	0.4618
NM_004479	chr9(.):139919625-139932292	0.1524
NM_178448	chr9(.):139951578-139970028	0.1738
NM_212533	chr9(.):139896685-139928374	0.0795
NM_000832	chr9(.):140028608-140068214	0.1087
NM_013379	chr9(.):139999991-140014195	0.1438
NM_015691	chrX(.):9978794-10117518	0.2141
NM_001123384	chrX(.):39905498-40041582	0.2864
NM_024859	chrX(.):49014180-49028836	0.8164
NM_144495	chrX(.):48750194-48765420	0.2735
NM_001167990	chrX(.):48750212-48765420	0.2737
NM_001099680	chrX(.):49015269-49028836	0.8773
NM_001032384	chrX(.):48750538-48765420	0.2791
NM_001167992	chrX(.):48750774-48765420	0.2836
NM_001104544	chrX(.):119387504-119450391	0.1831
NM_005334	chrX(.):153208007-153241819	0.5977
NM_001830	chrX(.):10119984-10210699	0.0452
NM_138636	chrX(.):12919738-12946288	0.0492
NM_016562	chrX(.):12880201-12913480	0.4937
NR_030727	chrX(.):12915935-12966419	0.0579
NM_017745	chrX(.):39905498-39961719	0.1967
NM_001167947	chrX(.):48745729-48760426	0.3242
NM_001042498	chrX(.):48755888-48774235	0.2416
NM_001136158	chrX(.):48774302-48819893	0.708
NM_001136159	chrX(.):48774302-48820648	0.6968
NM_006875	chrX(.):48765458-48781413	0.5617
NM_004979	chrX(.):48813638-48833251	0.2016
NM_005660	chrX(.):48755458-48773917	0.247
NM_001032289	chrX(.):48755889-48773933	0.2266
NM_015698	chrX(.):48964021-48985079	0.0951
NM_002668	chrX(.):49023183-49036468	0.6505
NM_003179	chrX(.):49039264-49061661	0.1467
NM_006150	chrX(.):49026905-49047776	0.2664
NM_003399	chrX(.):128867945-128908525	0.2621
NM_018990	chrX(.):128908891-128934176	0.3892
NM_003491	chrX(.):153190376-153205468	0.8809
NM_001666	chrX(.):153167829-153196714	0.4767
NM_002910	chrX(.):153195721-153215232	0.1623
NM_001025243	chrX(.):153270956-153290342	0.4204
NM_003492	chrX(.):153232990-153253646	1.0159
NR_031757	chrX(.):153280370-153290440	0.5787
NR_036175	chrX(.):153241548-153251627	0.2963
NR_036174	chrX(.):153241547-153251628	0.2964
NM_001110556	chrX(.):153571899-153608006	0.2317
NM_000117	chrX(.):153602596-153614883	0.3846
NM_006730	chrX(.):153624578-153642575	0.5344
NM_001183	chrX(.):153651977-153669862	0.1803
NM_001009934	chrX(.):153624578-153645427	0.467
NR_000011	chrX(.):153623621-153633756	0.6744
NM_000116	chrX(.):153634876-153655063	0.1652
NR_026898	chrX(.):153621570-153635680	0.4988
NM_004699	chrX(.):153667484-153684002	0.1507
NM_001493	chrX(.):153660258-153676814	0.2409
NM_015892	chr10(.):125762181-125856930	0.5515
NM_014863	chr10(.):125774168-125856930	0.6166
NM_031453	chr10(.):14555558-14821896	0.2167
NM_001083591	chr10(.):11201992-11383672	0.8221
NM_001025077	chr10(.):11042258-11383672	0.4885
NM_006561	chr10(.):11054892-11383672	0.5051
NM_024948	chr10(.):15815174-15907519	0.374
NM_001081	chr10(.):16860964-17176816	0.1106
NM_000698	chr10(.):45864628-45946563	0.4483
NM_032199	chr10(.):63656012-63861707	0.2536
NM_001198798	chr10(.):73851273-73980751	0.1053
NM_001198799	chr10(.):73851273-73981183	0.1054
NM_020338	chr10(.):80823791-81081285	0.2739
NM_145868	chr10(.):81909879-81970328	0.3829
NM_007373	chr10(.):112674300-112778425	0.1076
NM_004406	chr10(.):124315180-124408252	0.1309
NM_014661	chr10(.):126302862-126437930	0.2395
NR_027653	chr10(.):3813187-3832473	1.1018
NM_178150	chr10(.):5927213-5984556	0.2694
NM_032807	chr10(.):5931348-5984556	0.2722
NM_019046	chr10(.):5898688-5936860	0.1806
NM_001009941	chr10(.):5915049-5936860	0.2549
NM_001098207	chr10(.):43876064-43897794	0.5753
NM_004966	chr10(.):43876064-43909656	0.8427
NM_173160	chr10(.):43862091-43876783	0.0981
NM_001098204	chr10(.):43876064-43909696	0.8418
NM_001098208	chr10(.):43876064-43897279	0.5842
NM_001098205	chr10(.):43876064-43909332	0.8503
NM_001098206	chr10(.):43876064-43908299	0.8756
NR_026693	chr10(.):43927573-43983007	0.2214
NM_014431	chr10(.):72233563-72333206	0.3152
NM_001042465	chr10(.):73571054-73616082	0.1372
NM_001171935	chr10(.):73566639-73580704	0.0813
NM_173473	chr10(.):73970805-74000618	0.1613
NM_019058	chr10(.):74028676-74040797	0.3861
NM_017626	chr10(.):74087587-74119907	0.5426
NM_057157	chr10(.):94828231-94842641	0.8707
NM_183374	chr10(.):94816020-94833454	0.2911
NM_000783	chr10(.):94828646-94842641	0.8938
NM_020992	chr10(.):96992329-97055781	0.3386
NM_030912	chr10(.):104399251-104423076	0.821
NM_001083913	chr10(.):104498726-104581021	0.7711
NM_017787	chr10(.):104530887-104581021	1.0929
NR_024552	chr10(.):105201542-105217162	0.2502
NM_001129742	chr10(.):105227560-105243997	0.7409
NM_001001412	chr10(.):105208143-105223648	0.3263
NM_004210	chr10(.):105248734-105357309	0.3454
NM_005871	chr10(.):112047797-112069707	0.1911
NM_004419	chr10(.):112252624-112276302	0.8288
NM_145341	chr10(.):112626595-112664764	0.1766
NM_001195307	chr10(.):112653487-112684124	0.2158
NM_001195306	chr10(.):112653487-112683694	0.2179
NR_026932	chr10(.):112623647-112635662	0.684
NM_212554	chr10(.):126442405-126485439	0.0946
NM_207127	chr10(.):135187740-135210198	0.5167
NM_138384	chr10(.):135202620-135239174	0.2777
NM_145202	chr10(.):135155843-135171187	0.0872
NM_001012508	chr10(.):135229169-135243121	0.0491
NM_001098483	chr10(.):135163794-135176529	0.0922
NM_004092	chr10(.):135170986-135191908	0.1311
NM_015722	chr10(.):135133927-135155475	0.0785
NR_037509	chr10(.):135180059-135190167	0.1739
NR_024469	chr11(.):67080309-67164158	0.2688
NM_001111018	chr11(.):19367270-20148147	0.1325
NM_006819	chr11(.):63948586-63977020	0.3633
NM_002335	chr11(.):68075107-68221743	0.1534
NM_001098517	chr11(.):115039344-115380241	0.3368
NM_002855	chr11(.):119526702-119604435	0.2972
NM_203285	chr11(.):119503807-119604435	0.2525
NM_181798	chr11(.):2477683-2875340	0.1986
NM_000218	chr11(.):2461220-2875340	0.1975
NM_030962	chr11(.):9795213-10320754	0.0735
NM_001143830	chr11(.):22683159-22839547	0.3156
NM_177553	chr11(.):22684653-22839547	0.3156
NM_005256	chr11(.):22691318-22839547	0.1851
NM_004811	chr11(.):58289343-58348390	0.6704
NM_001143995	chr11(.):58289343-58350639	0.6491
NM_002556	chr11(.):59336870-59388617	0.1197
NM_206893	chr11(.):60547820-60573778	0.0888
NM_024092	chr11(.):60676370-60695915	0.7112
NM_024060	chr11(.):62196015-62319332	0.188
NM_005438	chr11(.):65654691-65672997	0.4151
NM_001077241	chr11(.):65137662-65155142	0.5536
NR_002819	chr11(.):65260232-65278939	2.3821
NM_012308	chr11(.):66881739-67030550	0.1609
NM_030930	chr11(.):67753574-67776593	0.6615
NM_014824	chr11(.):72542789-72858143	0.1409
NM_176796	chr11(.):72970569-73013850	1.1732
NM_176798	chr11(.):72975938-73013850	1.3181
NM_004154	chr11(.):72978246-73014664	1.352
NM_080491	chr11(.):77921335-78133868	0.1287
NM_014488	chr11(.):82687477-82787884	0.4554
NM_198489	chr11(.):118863851-118891455	0.3575
NM_015313	chr11(.):120202617-120365645	0.1194
NM_024556	chr11(.):126076618-126137879	0.104
NR_033839	chr11(.):126206611-126230482	0.1511
NM_002017	chr11(.):128558812-128688162	0.3712
NM_001167681	chr11(.):128557388-128688162	0.3681
NM_002939	chr11(.):489511-511821	0.3706
NM_203389	chr11(.):489511-512273	0.3647
NR_029623	chr11(.):563088-573198	0.1861
NM_003475	chr11(.):556449-569025	0.2809
NM_021920	chr11(.):621312-632173	0.1734
NR_026967	chr11(.):568807-580885	0.8525
NM_001130442	chr11(.):527241-540550	0.3515
NM_021924	chr11(.):611564-630067	0.3459
NM_004031	chr11(.):607554-620728	0.3713
NM_001143993	chr11(.):555970-569025	0.2729
NM_004029	chr11(.):607554-620999	0.3647
NM_020901	chr11(.):571482-617222	0.3514
NM_173573	chr11(.):549849-565779	0.2245
NM_198075	chr11(.):532521-559916	0.2468
NM_182612	chr11(.):762222-782487	0.2871
NM_006755	chr11(.):742431-770024	0.2822
NR_002585	chr11(.):806680-816814	0.7506
NM_001025239	chr11(.):837823-872116	0.4459
NM_001025234	chr11(.):839080-872116	0.4599
NM_145886	chr11(.):794178-810250	0.8074
NM_016564	chr11(.):782109-795126	0.1671
NM_021128	chr11(.):834720-847529	1.0252
NM_139029	chr11(.):827951-843835	0.942
NM_173584	chr11(.):822584-836991	0.2705
NM_024698	chr11(.):785474-801263	0.3388
NM_001004	chr11(.):804935-817876	0.7266
NM_001025237	chr11(.):839445-872116	0.4649
NM_020376	chr11(.):813900-830571	0.2489
NM_001191060	chr11(.):785474-802995	0.3114
NM_001191061	chr11(.):785474-803269	0.3091
NM_001025235	chr11(.):837940-872116	0.447
NM_001124	chr11(.):10321641-10333923	1.5292
NM_022725	chr11(.):22639078-22652387	0.5179
NM_000610	chr11(.):35155416-35258949	0.3329
NM_000614	chr11(.):58385145-58398205	0.1287
NR_024091	chr11(.):58341586-58398205	0.6418
NM_053023	chr11(.):58341586-58394023	0.6834
NM_001004711	chr11(.):59277385-59288330	0.0562
NM_001004706	chr11(.):59266048-59276984	0.0553
NR_036120	chr11(.):59357549-59367631	0.0469
NM_004778	chr11(.):60613397-60628444	0.1199
NM_207341	chr11(.):60630014-60648164	0.7209
NM_024098	chr11(.):60604428-60623561	0.8529
NM_014502	chr11(.):60653019-60679061	0.4077
NM_016582	chr11(.):60699554-60724257	0.1695
NM_178031	chr11(.):60686912-60709631	0.1254
NM_022830	chr11(.):62337516-62364109	0.3365
NM_004739	chr11(.):62355674-62374303	0.4944
NM_001404	chr11(.):62322072-62346460	0.5476
NM_001620	chr11(.):62278373-62319332	0.2465
NM_004470	chr11(.):64003412-64016607	0.9435
NM_000932	chr11(.):64013994-64041924	0.2983
NM_005528	chr11(.):63992752-64006753	0.4835
NM_001160390	chr11(.):63986270-63998726	0.4401
NM_032344	chr11(.):63988737-64002488	0.4356
NM_004322	chr11(.):64032299-64057176	0.4732
NM_178443	chr11(.):63969151-63996363	0.2919
NM_057092	chr11(.):64004587-64016607	1.0181
NM_033310	chr11(.):64053792-64072503	0.5791
NM_003377	chr11(.):63997265-64011259	0.8025
NM_020155	chr11(.):64048581-64061972	0.5216
NM_001135208	chr11(.):64003603-64016607	0.9519
NM_001039496	chr11(.):64062862-64077239	0.8945
NM_001170726	chr11(.):64046810-64061972	0.4679
NM_001160393	chr11(.):63986270-63998341	0.4248
NM_001170881	chr11(.):64047284-64061972	0.4819
NM_001177358	chr11(.):64047282-64061972	0.4819
NM_138689	chr11(.):64006950-64019413	1.0083
NM_000244	chr11(.):64565985-64583188	0.1979
NM_130803	chr11(.):64565985-64583766	0.1941
NM_004579	chr11(.):64551608-64575713	0.1209
NM_017525	chr11(.):64586661-64617041	0.1333
NM_130800	chr11(.):64565985-64583035	0.1985
NM_130802	chr11(.):64565985-64583213	0.1977
NR_029829	chr11(.):64653826-64663911	0.1462
NM_006795	chr11(.):64615207-64651191	0.5999
NR_029578	chr11(.):64653608-64663718	0.1444
NR_028272	chr11(.):65185268-65199003	5.7543
NR_030343	chr11(.):65206928-65217028	0.4011
NM_031904	chr11(.):65149040-65185995	0.5182
NM_032223	chr11(.):65378782-65409910	0.3272
NM_001098785	chr11(.):65334819-65346669	0.8894
NM_021070	chr11(.):65301029-65330699	0.3118
NM_033455	chr11(.):65355325-65368467	0.6079
NM_001099409	chr11(.):65338508-65365116	0.6636
NM_002419	chr11(.):65360225-65386720	0.3159
NM_001048218	chr11(.):65287547-65311182	0.2829
NM_006396	chr11(.):65332942-65344239	0.8331
NM_006747	chr11(.):65400577-65423391	0.2538
NM_198897	chr11(.):65646210-65661010	0.3728
NM_001335	chr11(.):65642283-65656212	0.1933
NM_025128	chr11(.):65622871-65638914	0.6233
NM_005507	chr11(.):65617284-65630804	0.7225
NM_016938	chr11(.):65628911-65645340	0.1812
NM_006848	chr11(.):65652874-65664106	0.5322
NM_006442	chr11(.):65681727-65694048	0.3263
NM_152762	chr11(.):65708114-65732434	0.2781
NM_001135635	chr11(.):65679282-65691531	0.336
NM_014578	chr11(.):66819288-66844488	0.1485
NM_207354	chr11(.):67051761-67074955	0.6405
NM_017857	chr11(.):67065918-67085078	0.1158
NR_030767	chr11(.):67051815-67074955	0.6419
NM_001619	chr11(.):67028904-67059029	1.0544
NM_001161473	chr11(.):67771047-67801743	0.6388
NM_006053	chr11(.):67805446-67823366	0.3328
NM_006019	chr11(.):67801482-67823366	0.2838
NM_002496	chr11(.):67793083-67809114	0.642
NM_000694	chr11(.):67772789-67801743	0.6263
NM_022338	chr11(.):68023802-68044469	0.5489
NM_002564	chr11(.):72924343-72952395	0.2395
NM_176071	chr11(.):72924501-72952395	0.2379
NM_032871	chr11(.):73082712-73113519	0.3025
NM_152222	chr11(.):73082404-73113519	0.3017
NM_014786	chr11(.):73014662-73085425	0.2108
NR_033347	chr11(.):82747505-82757640	0.1155
NM_006235	chr11(.):111217980-111255157	0.7113
NR_026691	chr11(.):117852105-117877199	0.7017
NM_007180	chr11(.):118523941-118555381	0.1057
NR_003040	chr11(.):118868670-118879303	0.1512
NM_181721	chr11(.):118837416-118856995	0.0995
NM_000190	chr11(.):118950586-118969259	0.4256
NM_001028	chr11(.):118881421-118894057	0.5115
NM_002105	chr11(.):118959584-118971177	0.4528
NM_016146	chr11(.):118884240-118899385	0.4607
NM_001024382	chr11(.):118953696-118969259	0.4949
NM_001164278	chr11(.):118890060-118906616	0.4852
NM_001130991	chr11(.):118909895-118932925	0.2797
NM_015517	chr11(.):118987287-119010765	0.1535
NM_006389	chr11(.):118909895-118932916	0.2798
NM_014807	chr11(.):118973092-118992827	0.3543
NM_021729	chr11(.):118933492-118957688	0.2322
NM_001382	chr11(.):118962212-118977785	0.8548
NM_001164280	chr11(.):118890060-118905278	0.5202
NR_037429	chr11(.):118884653-118894722	0.645
NM_001142505	chr11(.):119015298-119038374	0.1012
NM_022169	chr11(.):119014749-119038374	0.1004
NM_203286	chr11(.):119540098-119604435	0.3453
NM_001198675	chr11(.):120190837-120209388	0.3943
NM_032795	chr11(.):126066988-126086587	0.419
NM_017547	chr11(.):126134054-126153027	0.3548
NM_014026	chr11(.):126168646-126220644	0.3839
NM_148910	chr11(.):126147981-126168071	0.264
NM_001177842	chr11(.):126127813-126143877	0.3379
NM_006278	chr11(.):126221095-126289533	0.1245
NM_003658	chr11(.):129240880-129327174	0.2916
NM_014325	chr12(.):109033886-109130295	0.2994
NR_024374	chr12(.):9431252-9471684	0.2822
NM_173591	chr12(.):80598232-80777870	0.1429
NM_020375	chr12(.):4425358-4474190	0.0978
NM_007273	chr12(.):7069516-7084891	0.6528
NR_015382	chr12(.):6543166-6565683	0.5387
NM_001144831	chr12(.):7069514-7084916	0.6521
NM_001987	chr12(.):11797787-12053325	0.2395
NM_031289	chr12(.):13232041-13253709	0.4327
NM_006143	chr12(.):12808994-12854121	0.2297
NM_001080555	chr12(.):13232041-13261619	0.5242
NM_152321	chr12(.):15061975-15096463	0.0767
NM_004572	chr12(.):32938679-33054780	0.1572
NM_175736	chr12(.):50026723-50106197	0.3433
NM_001033873	chr12(.):51634132-51668994	0.0889
NM_001031628	chr12(.):51634132-51669202	0.0887
NM_001128914	chr12(.):53840885-53879946	0.5535
NM_000966	chr12(.):53599352-53631036	0.7294
NM_001042728	chr12(.):53599352-53619150	1.0194
NM_001982	chr12(.):56468891-56502128	0.2561
NM_013449	chr12(.):56984379-57035163	0.1997
NM_006576	chr12(.):58186159-58214852	0.0667
NM_001172697	chr12(.):58171527-58201639	0.1004
NM_005761	chr12(.):94537498-94704225	0.3989
NM_014706	chr12(.):108910990-108960165	0.5209
NM_018984	chr12(.):109171465-109256359	0.4053
NM_003959	chr12(.):123315038-123352507	0.0774
NM_001082959	chr12(.):125257173-125353519	0.0619
NM_001759	chr12(.):4377901-4419522	0.9294
NM_014231	chr12(.):6566403-6584843	0.4652
NM_001242	chr12(.):6549050-6565884	0.6846
NM_014865	chr12(.):6598297-6646132	0.3903
NM_016497	chr12(.):6596315-6607471	0.4366
NR_004387	chr12(.):6614387-6624717	0.0653
NM_018009	chr12(.):6556176-6576488	0.7572
NR_027483	chr12(.):6972277-6985110	0.5522
NM_001975	chr12(.):7018613-7037859	0.6579
NM_002831	chr12(.):7055433-7075479	1.4476
NM_001159287	chr12(.):6971583-6985110	0.5254
NR_029779	chr12(.):7067861-7077929	1.4903
NM_080548	chr12(.):7050739-7075479	1.4524
NM_001146316	chr12(.):6975099-6987449	0.5689
NM_000365	chr12(.):6971692-6985110	0.5295
NM_001007026	chr12(.):7028625-7056484	0.8008
NM_006992	chr12(.):7008896-7028406	0.2956
NM_001940	chr12(.):7032479-7056484	0.7126
NM_032641	chr12(.):6975099-6987521	0.567
NR_003010	chr12(.):7071499-7081769	0.6255
NR_033796	chr12(.):6988845-6999902	0.077
NR_002803	chr12(.):6988144-6998768	0.0569
NM_138425	chr12(.):7048202-7060165	0.8627
NR_029682	chr12(.):7068259-7078354	1.219
NM_005768	chr12(.):7080346-7130842	0.1323
NM_006331	chr12(.):7074943-7090165	0.4682
NR_036466	chr12(.):9387598-9400645	0.0724
NR_036052	chr12(.):9387065-9397147	0.0826
NR_033399	chr12(.):9565286-9605768	0.5372
NR_036052	chr12(.):12259885-12269967	0.065
NM_004064	chr12(.):12865301-12880305	3.1254
NR_030344	chr12(.):12912582-12922677	0.0721
NM_001130415	chr12(.):12873850-12949399	0.431
NM_020853	chr12(.):13192314-13241383	0.1477
NM_006205	chr12(.):15120955-15139799	0.1061
NM_001175	chr12(.):15089949-15119562	0.3733
NM_030762	chr12(.):26267958-26283003	1.5724
NM_018976	chr12(.):46746970-46771645	0.3724
NM_001098532	chr12(.):48123452-48157181	0.2831
NM_017842	chr12(.):48161966-48181536	0.248
NM_006105	chr12(.):48123452-48157244	0.2829
NM_001098531	chr12(.):48123452-48157889	0.2792
NM_001098416	chr12(.):48171506-48218763	0.581
NM_000376	chr12(.):48230319-48303814	0.2694
NM_001031698	chr12(.):50019326-50043449	0.1518
NM_012272	chr12(.):50012402-50043449	0.2446
NM_001971	chr12(.):51717226-51745463	0.3844
NM_016293	chr12(.):51669821-51722938	0.3199
NM_181711	chr12(.):52395747-52414671	0.1433
NM_002135	chr12(.):52440190-52458287	0.7491
NM_021934	chr12(.):52458757-52476279	0.7737
NM_001004304	chr12(.):53569534-53589654	0.3491
NM_000889	chr12(.):53580106-53606000	3.1774
NM_015989	chr12(.):53546446-53579430	0.196
NM_001170790	chr12(.):53640369-53653190	0.2297
NM_032889	chr12(.):53640875-53653190	0.2346
NM_001164691	chr12(.):53812638-53830318	0.1245
NM_001005354	chr12(.):53830432-53845427	0.1716
NM_134324	chr12(.):53890376-53905215	0.4781
NM_006301	chr12(.):53869275-53898444	0.3977
NM_134323	chr12(.):53889704-53905215	0.4629
NM_003717	chr12(.):53895473-53906422	0.1464
NM_032786	chr12(.):56507029-56521278	0.6259
NM_006191	chr12(.):56493102-56512694	0.6444
NM_079423	chr12(.):56547099-56560366	0.471
NM_002475	chr12(.):56541334-56556771	0.605
NM_001035267	chr12(.):56505373-56516616	0.6926
NM_015292	chr12(.):56516985-56543460	0.2145
NR_003046	chr12(.):57032463-57042538	0.5019
NM_001686	chr12(.):57026958-57044852	0.4994
NM_005594	chr12(.):57101210-57124066	0.452
NR_002737	chr12(.):57033810-57043885	0.4967
NM_001113203	chr12(.):57101210-57124326	0.4476
NM_006601	chr12(.):57052124-57087078	0.5693
NM_020142	chr12(.):57623685-57639475	0.632
NM_001166357	chr12(.):57619142-57633718	0.658
NR_029416	chr12(.):57618827-57633718	0.6533
NR_029417	chr12(.):57618355-57633718	0.64
NR_029415	chr12(.):57619110-57633718	0.6586
NM_007224	chr12(.):57605577-57625232	0.4883
NM_145064	chr12(.):57632241-57649969	0.3404
NR_031597	chr12(.):57583286-57593359	0.0837
NM_138396	chr12(.):58143899-58158689	0.4333
NM_023033	chr12(.):58157350-58170914	0.3942
NM_014770	chr12(.):58113993-58140940	0.2047
NM_000785	chr12(.):58151116-58165976	0.277
NM_015433	chr12(.):58161382-58181324	0.3163
NM_001017956	chr12(.):58082737-58120340	0.0971
NM_005981	chr12(.):58133783-58147026	0.6027
NR_027032	chr12(.):58115022-58127139	0.1275
