REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
3_MACS_peak_32912_lociStitched	chr8	145009350	145028231	3	13682	27653.1126	388	1	PLEC,MIR661	GRINA,PARP10	PLEC	388	1
3_MACS_peak_16673_lociStitched	chr19	50165632	50184776	3	12633	34464.9432	389	1	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	389	1
1_MACS_peak_26763_lociStitched	chr5	138720237	138730669	1	10433	44341.216	390	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	390	1
6_MACS_peak_34154_lociStitched	chr9	126959468	126986257	6	13845	26004.0823	391	1		NEK6	NEK6	391	1
3_MACS_peak_537_lociStitched	chr1	27058416	27075148	3	14297	21579.2604	392	1	ARID1A	PIGV	ARID1A	392	1
4_MACS_peak_15396_lociStitched	chr19	1847067	1865779	4	11772	38413.8648	393	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	393	1
2_MACS_peak_16641_lociStitched	chr19	49457349	49472288	2	10053	45299.5297	394	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	394	1
1_MACS_peak_9255_lociStitched	chr13	114827878	114836242	1	8365	50332.8792	395	1	RASA3		RASA3	395	1
3_MACS_peak_33743_lociStitched	chr9	94180181	94195888	3	13666	26543.2593	396	1	NFIL3		NFIL3	396	1
3_MACS_peak_12421_lociStitched	chr16	56964565	56979684	3	13154	30156.3574	397	1	HERPUD1	CETP,NLRC5	HERPUD1	397	1
2_MACS_peak_21363_lociStitched	chr22	38782765	38797487	2	14358	19752.5074	398	1	LOC400927	KCNJ4	LOC400927	398	1
2_MACS_peak_35619_lociStitched	chrX	150036445	150050356	2	13824	24956.334	399	1	CD99L2		CD99L2	399	1
4_MACS_peak_25151_lociStitched	chr4	153554201	153573028	4	13987	22942.5822	400	1	TMEM154		TMEM154	400	1
3_MACS_peak_7557_lociStitched	chr12	57621753	57638273	3	11025	40787.88	401	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	401	1
4_MACS_peak_19871_lociStitched	chr20	31254593	31270248	4	11554	38226.379	402	1		C20orf203	C20orf203	402	1
3_MACS_peak_584_lociStitched	chr1	28558651	28577946	3	12418	33498.0495	403	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	403	1
3_MACS_peak_17966_lociStitched	chr2	87808809	87822951	3	13610	25264.683	404	1	NCRNA00152		NCRNA00152	404	1
1_MACS_peak_20571_lociStitched	chr21	19182743	19194842	1	12100	35097.9891	405	1	C21orf91		C21orf91	405	1
1_MACS_peak_18584_lociStitched	chr2	158289297	158302041	1	12745	31206.2328	406	1	CYTIP		CYTIP	406	1
3_MACS_peak_19408_lociStitched	chr2	232569587	232583011	3	10893	40501.5504	407	1	PTMA,MIR1244-1		MIR1244-1	407	1
1_MACS_peak_34893_lociStitched	chrX	48767962	48781077	1	13116	28161.8395	408	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	408	1
5_MACS_peak_15419_lociStitched	chr19	2253865	2274444	5	11568	37182.1372	409	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	409	1
2_MACS_peak_17078_lociStitched	chr2	11883249	11895436	2	11644	36643.8716	410	1	LPIN1		LPIN1	410	1
4_MACS_peak_5021_lociStitched	chr11	788976	812222	4	12739	30324.407	411	1	RPLP2,SNORA52,CEND1,SLC25A22,LRDD	TALDO1,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	411	1
1_MACS_peak_13672_lociStitched	chr17	37924733	37937774	1	13042	28227.2445	412	1	IKZF3	GRB7,C17orf37	GRB7	412	1
5_MACS_peak_14382_lociStitched	chr17	74168719	74190676	5	13993	19734.9516	413	1	RNF157	FOXJ1	FOXJ1	413	1
2_MACS_peak_27910_lociStitched	chr6	31696457	31709330	2	10821	40117.4172	414	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	414	1
2_MACS_peak_7561_lociStitched	chr12	57845685	57856875	2	11016	39267.948	415	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	415	1
1_MACS_peak_13678_lociStitched	chr17	38015854	38025212	1	9359	45320.794	417	1	ZPBP2,IKZF3	GSDMB	IKZF3	417	1
2_MACS_peak_32859_lociStitched	chr8	142125923	142141838	2	10874	39642.6735	418	1	DENND3		DENND3	418	1
2_MACS_peak_13055_lociStitched	chr17	4267887	4281897	2	11866	34838.667	419	1	UBE2G1		UBE2G1	419	1
5_MACS_peak_8789_lociStitched	chr13	49134130	49162084	5	13531	23484.1554	420	1		RCBTB2	RCBTB2	420	1
3_MACS_peak_35666_lociStitched	chrX	153188268	153202542	3	10857	39517.569	421	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	421	1
1_MACS_peak_2820_lociStitched	chr1	206729585	206739669	1	10085	42267.086	422	1	RASSF5	LGTN	RASSF5	422	1
2_MACS_peak_13376_lociStitched	chr17	20935460	20948278	2	12451	30852.926	423	1	USP22		USP22	423	1
2_MACS_peak_23118_lociStitched	chr3	133290036	133305403	2	12227	32024.828	424	1	CDV3		CDV3	424	1
1_MACS_peak_16343_lociStitched	chr19	40645274	40655381	1	10108	41700.4713	425	1		MAP3K10,ZNF780A	MAP3K10	425	1
1_MACS_peak_32603_lociStitched	chr8	119572819	119582196	1	9378	44242.5614	426	1	SAMD12		SAMD12	426	1
2_MACS_peak_26332_lociStitched	chr5	95251665	95268288	2	11687	34359.741	427	1	ELL2		ELL2	427	1
1_MACS_peak_16687_lociStitched	chr19	50423759	50434953	1	11195	36700.6484	428	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	428	1
3_MACS_peak_8428_lociStitched	chr12	131576296	131590216	3	10114	41150.304	429	1	GPR133		LOC116437	429	1
1_MACS_peak_15389_lociStitched	chr19	1646622	1653976	1	7355	49377.6976	430	1	TCF3	UQCR11	TCF3	430	1
4_MACS_peak_11413_lociStitched	chr15	90721017	90736588	4	11381	35394.4401	431	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	431	1
2_MACS_peak_20829_lociStitched	chr21	43933247	43949695	2	10533	39185.7152	432	1	SLC37A1	RSPH1	SLC37A1	432	1
3_MACS_peak_18191_lociStitched	chr2	112184542	112199078	3	13405	21600.496	433	1	LOC541471		LOC541471	433	1
1_MACS_peak_35662_lociStitched	chrX	152981374	152993558	1	12185	30792.6232	434	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	BCAP31	434	1
5_MACS_peak_23623_lociStitched	chr3	183220774	183246743	5	13001	25026.3253	435	1	KLHL6		KLHL6	435	1
5_MACS_peak_21619_lociStitched	chr22	50741012	50756551	5	12056	31317.3006	436	1	PLXNB2,FAM116B	PPP6R2,MAPK12,MAPK11	PLXNB2	436	1
4_MACS_peak_2443_lociStitched	chr1	179048297	179061721	4	11276	35522.5888	437	1	TOR3A		TOR3A	437	1
3_MACS_peak_32149_lociStitched	chr8	80996341	81018137	3	11962	31828.6988	438	1	TPD52	TPD52	TPD52	438	1
5_MACS_peak_7848_lociStitched	chr12	92578092	92605412	5	12254	29970.04	439	1		BTG1	BTG1	439	1
1_MACS_peak_34309_lociStitched	chr9	132646065	132655819	1	9755	41817.3488	440	1	FNBP1	USP20,C9orf78	USP20	440	1
4_MACS_peak_34386_lociStitched	chr9	137282269	137300004	4	11049	36456.066	441	1	RXRA		RXRA	441	1
2_MACS_peak_2769_lociStitched	chr1	203721064	203738385	2	11455	34279.9911	442	1	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	442	1
2_MACS_peak_16457_lociStitched	chr19	44256886	44272473	2	11185	35586.6797	443	1	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	443	1
1_MACS_peak_4344_lociStitched	chr10	89619845	89631094	1	11250	35165.4989	444	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	444	1
4_MACS_peak_16846_lociStitched	chr19	56145639	56170418	4	13456	19647.2691	445	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	445	1
2_MACS_peak_28223_lociStitched	chr6	45671642	45684986	2	12373	28505.4528	446	1			RUNX2	446	1
3_MACS_peak_11335_lociStitched	chr15	86231598	86251644	3	12598	26755.3962	447	1	AKAP13		AKAP13	447	1
3_MACS_peak_2153_lociStitched	chr1	159878921	159896599	3	11715	32138.604	449	1	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	449	1
4_MACS_peak_31374_lociStitched	chr8	11717569	11740331	4	12384	27680.8682	450	1	CTSB		CTSB	450	1
2_MACS_peak_8044_lociStitched	chr12	108953242	108970574	2	12916	23112.222	451	1	ISCU,SART3	FICD,TMEM119	ISCU	451	1
2_MACS_peak_30037_lociStitched	chr7	55574288	55588871	2	13088	21483.6756	452	1	VOPP1		VOPP1	452	1
2_MACS_peak_14405_lociStitched	chr17	74720673	74735953	2	11361	33282.896	453	1	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	453	1
4_MACS_peak_21420_lociStitched	chr22	39911215	39929543	4	12324	27328.8808	454	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	454	1
5_MACS_peak_5176_lociStitched	chr11	10323879	10344968	5	13073	21202.8806	455	1	ADM	SBF2	ADM	455	1
3_MACS_peak_23779_lociStitched	chr3	195258300	195273937	3	12700	24382.7741	456	1	PPP1R2	APOD	PPP1R2	456	1
3_MACS_peak_18154_lociStitched	chr2	109828846	109843799	3	12576	25360.288	457	1	SH3RF3		MIR4265	457	1
4_MACS_peak_8873_lociStitched	chr13	53424015	53447112	4	11978	29166.8916	458	1		MIR759,PCDH8	PCDH8	458	1
3_MACS_peak_9842_lociStitched	chr14	74223135	74241907	3	13153	19780.0564	459	1	C14orf43	PNMA1	C14orf43	459	1
6_MACS_peak_13585_lociStitched	chr17	34409157	34431729	6	12364	26467.9272	460	1	CCL4,CCL3	CCL18	CCL3	460	1
3_MACS_peak_4678_lociStitched	chr10	112103880	112119839	3	10033	38860.165	461	1		SMNDC1	SMNDC1	461	1
1_MACS_peak_11556_lociStitched	chr15	101782165	101793918	1	11754	30221.6642	463	1	CHSY1	SELS,SNRPA1	CHSY1	463	1
1_MACS_peak_6865_lociStitched	chr12	4377835	4388088	1	10254	37744.3689	464	1	CCND2	C12orf5	CCND2	464	1
1_MACS_peak_8239_lociStitched	chr12	120628210	120640531	1	12322	26355.8511	465	1	GCN1L1,RPLP0	PXN	GCN1L1	465	1
1_MACS_peak_28060_lociStitched	chr6	36718343	36727318	1	8976	42334.1775	466	1	CPNE5		CDKN1A	466	1
1_MACS_peak_24164_lociStitched	chr4	24115844	24125545	1	9702	39653.8076	467	1			PPARGC1A	467	1
4_MACS_peak_14418_lociStitched	chr17	75130795	75144409	4	11995	28123.8012	468	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	468	1
2_MACS_peak_17073_lociStitched	chr2	11637129	11648970	2	11785	29364.4959	469	1		GREB1,E2F6	GREB1	469	1
5_MACS_peak_12581_lociStitched	chr16	68270682	68300035	5	12532	23993.1422	470	1	PLA2G15,SLC7A6	PRMT7,ESRP2,SLC7A6OS	PLA2G15	470	1
2_MACS_peak_32710_lociStitched	chr8	126438701	126450305	2	10256	37150.206	471	1	TRIB1		TRIB1	471	1
5_MACS_peak_2032_lociStitched	chr1	155210097	155233089	5	11367	31717.464	472	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	472	1
1_MACS_peak_6475_lociStitched	chr11	115057591	115066709	1	9119	41349.2182	473	1	CADM1		CADM1	473	1
4_MACS_peak_29591_lociStitched	chr7	22474085	22489121	4	12983	18966.4104	474	1	MGC87042		MGC87042	474	1
4_MACS_peak_5912_lociStitched	chr11	67187482	67212956	4	11364	30887.225	475	1	CARNS1,RPS6KB2,PTPRCAP,CORO1B	RAD9A,TBC1D10C,CABP4,AIP,CLCF1,PPP1CA,GPR152,TMEM134	RPS6KB2	475	1
3_MACS_peak_27710_lociStitched	chr6	26155173	26174669	3	11712	28781.9448	476	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	476	1
5_MACS_peak_32947_lociStitched	chr8	145732057	145755146	5	12157	25455.6225	477	1	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	477	1
2_MACS_peak_28874_lociStitched	chr6	119661715	119674217	2	12200	25046.5068	478	1	MAN1A1		MAN1A1	478	1
1_MACS_peak_1633_lociStitched	chr1	115291472	115301630	1	10159	36483.4728	479	1	CSDE1	NRAS,SIKE1	CSDE1	479	1
3_MACS_peak_15006_lociStitched	chr18	46300959	46318271	3	10397	35349.3728	480	1	KIAA0427		SMAD7	480	1
1_MACS_peak_27138_lociStitched	chr5	162736731	162747829	1	11099	31857.9188	481	1			CCNG1	481	1
3_MACS_peak_18351_lociStitched	chr2	127413032	127424820	3	10626	34122.7236	482	1	GYPC		GYPC	482	1
2_MACS_peak_28016_lociStitched	chr6	35264723	35280160	2	11259	30735.067	483	1	DEF6	ZNF76,PPARD	DEF6	483	1
3_MACS_peak_20684_lociStitched	chr21	34574199	34591797	3	11622	28547.4756	484	1		IFNAR2,IL10RB,C21orf54	IFNAR2	484	1
4_MACS_peak_27637_lociStitched	chr6	20400923	20417341	4	11645	28312.841	485	1	E2F3		E2F3	485	1
4_MACS_peak_15367_lociStitched	chr19	1258309	1277338	4	11023	31763.2068	486	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	486	1
4_MACS_peak_6485_lociStitched	chr11	115629877	115650409	4	12638	20353.3716	487	1	LOC283143		LOC283143	487	1
1_MACS_peak_29665_lociStitched	chr7	26002255	26011722	1	9468	38702.9894	488	1		MIR148A	MIR148A	488	1
2_MACS_peak_7980_lociStitched	chr12	104318560	104330477	2	11833	26356.8289	489	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	MIR3652	489	1
3_MACS_peak_31554_lociStitched	chr8	26148180	26170682	3	11656	27510.9452	490	1	PPP2R2A		PPP2R2A	490	1
1_MACS_peak_7273_lociStitched	chr12	46117547	46127902	1	10356	34632.2975	491	1	ARID2,LOC400027		ARID2	491	1
1_MACS_peak_23853_lociStitched	chr4	47823	60139	1	12317	22475.4684	492	1	ZNF718,ZNF595		ZNF718	492	1
3_MACS_peak_21771_lociStitched	chr3	13366605	13378297	3	11451	28611.4932	493	1	NUP210		NUP210	493	1
4_MACS_peak_27943_lociStitched	chr6	32804884	32823723	4	10568	33314.8876	494	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	494	1
3_MACS_peak_21315_lociStitched	chr22	37610891	37629014	3	12043	24268.5093	495	1	RAC2	CYTH4,C1QTNF6,SSTR3	SSTR3	495	1
1_MACS_peak_3691_lociStitched	chr10	22624452	22635229	1	10778	32187.6659	496	1	SPAG6	COMMD3,BMI1	SPAG6	496	1
3_MACS_peak_18941_lociStitched	chr2	191321840	191335479	3	11527	27812.6488	497	1	MFSD6		MFSD6	497	1
3_MACS_peak_1897_lociStitched	chr1	150944010	150955453	3	10385	34020.039	498	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	498	1
3_MACS_peak_20731_lociStitched	chr21	36414498	36431166	3	12200	22731.8184	499	1	RUNX1	C21orf96	RUNX1	499	1
1_MACS_peak_28737_lociStitched	chr6	108878188	108888697	1	10510	33230.5089	500	1	FOXO3		FOXO3	500	1
1_MACS_peak_1342_lociStitched	chr1	87791639	87803642	1	12004	24085.2198	501	1	LMO4		LMO4	501	1
2_MACS_peak_4136_lociStitched	chr10	73484221	73497032	2	8986	39144.0105	502	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	502	1
2_MACS_peak_890_lociStitched	chr1	44296001	44305769	2	9700	36391.6608	503	1	ST3GAL3		ARTN	503	1
5_MACS_peak_17239_lociStitched	chr2	27292747	27310989	5	12433	19334.6958	505	1	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	505	1
2_MACS_peak_32386_lociStitched	chr8	101309495	101323752	2	11364	27551.6525	506	1	RNF19A		RNF19A	506	1
3_MACS_peak_22969_lociStitched	chr3	124858067	124874722	3	11915	23570.156	507	1	SLC12A8		SLC12A8	507	1
1_MACS_peak_23303_lociStitched	chr3	150314973	150325881	1	10909	30092.9904	508	1	SELT		SELT	508	1
4_MACS_peak_26249_lociStitched	chr5	87954832	87976718	4	12033	22288.7024	509	1	LOC645323,MIR9-2		MIR9-2	509	1
3_MACS_peak_27905_lociStitched	chr6	31618957	31634985	3	10996	29336.0484	511	1	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	511	1
5_MACS_peak_14457_lociStitched	chr17	76337092	76357311	5	11894	23239.7186	512	1	SOCS3	PGS1	SOCS3	512	1
5_MACS_peak_20892_lociStitched	chr21	46512549	46533384	5	11830	23676.894	513	1	ADARB1	C21orf122	ADARB1	513	1
3_MACS_peak_1900_lociStitched	chr1	150967720	150982980	3	11070	28649.124	514	1	ANXA9,PRUNE,FAM63A	BNIPL,C1orf56,MLLT11,LASS2,CDC42SE1	FAM63A	514	1
2_MACS_peak_13803_lociStitched	chr17	42287012	42300121	2	9386	36533.4721	515	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	515	1
4_MACS_peak_13951_lociStitched	chr17	47433854	47455523	4	11861	22592.0994	516	1	ZNF652	PHB	ZNF652	516	1
2_MACS_peak_17363_lociStitched	chr2	37872038	37884723	2	11729	23564.9245	517	1	CDC42EP3		CDC42EP3	517	1
1_MACS_peak_23003_lociStitched	chr3	126626567	126637924	1	11358	26165.3923	518	1	CHCHD6		PLXNA1	518	1
5_MACS_peak_11094_lociStitched	chr15	74273785	74290192	5	12114	20103.4971	519	1	PML,STOML1		STOML1	519	1
2_MACS_peak_16097_lociStitched	chr19	23940037	23951563	2	10650	30357.1788	520	1	RPSAP58,ZNF681		RPSAP58	520	1
1_MACS_peak_1774_lociStitched	chr1	145434373	145442808	1	8436	39685.8315	521	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	521	1
2_MACS_peak_12632_lociStitched	chr16	70461269	70474364	2	11479	25168.59	522	1	ST3GAL2	FUK	ST3GAL2	522	1
2_MACS_peak_32455_lociStitched	chr8	103661201	103675390	2	10568	30642.5644	523	1	KLF10		KLF10	523	1
3_MACS_peak_22511_lociStitched	chr3	72211336	72228689	3	10563	30560.3683	524	1			RYBP	524	1
2_MACS_peak_20408_lociStitched	chr20	57460782	57471328	2	9531	35218.367	525	1	GNAS	GNAS-AS	GNAS	525	1
1_MACS_peak_11142_lociStitched	chr15	75334006	75341410	1	7405	42301.2732	526	1	PPCDC	SCAMP5	PPCDC	526	1
4_MACS_peak_15579_lociStitched	chr19	6765919	6783371	4	11005	27471.1932	527	1	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	527	1
1_MACS_peak_30641_lociStitched	chr7	104650031	104659260	1	9230	36210.9044	528	1	MLL5,LOC100216545		MLL5	528	1
5_MACS_peak_17392_lociStitched	chr2	38927809	38953565	5	11857	21220.3684	529	1	GALM	SRSF7	SRSF7	529	1
2_MACS_peak_10481_lociStitched	chr15	31546899	31561073	2	9418	35374.0518	530	1			KLF13	530	1
4_MACS_peak_20205_lociStitched	chr20	46114386	46132928	4	11201	26068.1978	531	1	NCOA3		NCOA3	531	1
1_MACS_peak_26506_lociStitched	chr5	118405168	118415572	1	10405	30665.79	532	1	DMXL1		DMXL1	532	1
2_MACS_peak_27280_lociStitched	chr5	176726429	176740750	2	11684	22323.5748	533	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	533	1
1_MACS_peak_32376_lociStitched	chr8	100870922	100881881	1	10960	27236.4027	534	1	VPS13B	COX6C	COX6C	534	1
4_MACS_peak_14285_lociStitched	chr17	70583788	70602251	4	11796	21021.9718	535	1	LOC100499467,FLJ26484		LOC100499467	535	1
3_MACS_peak_15728_lociStitched	chr19	11198578	11210984	3	10681	28796.8072	536	1	LDLR		LDLR	536	1
1_MACS_peak_10943_lociStitched	chr15	65182584	65190267	1	7684	41001.0978	537	1		PLEKHO2,ANKDD1A	ANKDD1A	537	1
5_MACS_peak_722_lociStitched	chr1	36848691	36868070	5	10878	27558.8759	538	1	STK40,LSM10	OSCP1	LSM10	538	1
5_MACS_peak_21384_lociStitched	chr22	39409278	39426582	5	11274	24929.8728	539	1	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F,APOBEC3G	APOBEC3D	539	1
2_MACS_peak_20467_lociStitched	chr20	61424571	61439854	2	9426	34836.0702	540	1	C20orf20,OGFR	COL9A3,DPH3P1	OGFR	540	1
1_MACS_peak_30055_lociStitched	chr7	56164115	56175085	1	10971	26788.74	541	1	CHCHD2	CCT6A,SNORA15,SUMF2,PSPH,PHKG1,LOC389493	CHCHD2	541	1
1_MACS_peak_10272_lociStitched	chr14	106385262	106397195	1	11934	19121.4392	542	1	KIAA0125	ADAM6	KIAA0125	542	1
3_MACS_peak_2535_lociStitched	chr1	184451086	184465982	3	11444	23215.416	544	1	C1orf21		C1orf21	544	1
2_MACS_peak_33971_lociStitched	chr9	112862241	112874163	2	11495	22680.4128	545	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	545	1
1_MACS_peak_14952_lociStitched	chr18	42258282	42266807	1	8526	37901.2975	546	1	SETBP1		SETBP1	546	1
3_MACS_peak_32982_lociStitched	chr9	613534	629993	3	9797	32634.9052	547	1	KANK1		KANK1	547	1
3_MACS_peak_24549_lociStitched	chr4	77609187	77624790	3	11500	22234.275	548	1	SHROOM3		ANKRD56	548	1
3_MACS_peak_21626_lociStitched	chr22	50906602	50921679	3	10943	26160.1027	549	1	ADM2,SBF1	MIOX,NCAPH2,LMF2,SCO2,TYMP,ODF3B	SBF1	549	1
6_MACS_peak_31349_lociStitched	chr8	11271222	11298658	6	11251	23981.8076	550	1	C8orf12,FAM167A		FAM167A	550	1
3_MACS_peak_8783_lociStitched	chr13	49060747	49071683	3	10885	26377.632	551	1	RCBTB2	LPAR6	RCBTB2	551	1
1_MACS_peak_13436_lociStitched	chr17	27045829	27056643	1	10815	26606.7656	553	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	553	1
1_MACS_peak_31616_lociStitched	chr8	29083339	29091950	1	8612	36994.5782	555	1	KIF13B		KIF13B	555	1
2_MACS_peak_27796_lociStitched	chr6	27857127	27871817	2	10894	25977.796	556	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	556	1
1_MACS_peak_28421_lociStitched	chr6	74223996	74234498	1	10503	28315.4924	557	1	EEF1A1		EEF1A1	557	1
2_MACS_peak_6579_lociStitched	chr11	120571564	120582697	2	8837	35946.2304	558	1	GRIK4		GRIK4	558	1
2_MACS_peak_8252_lociStitched	chr12	120965903	120979411	2	10508	27977.7696	559	1	RNF10,COQ5	DYNLL1,POP5	RNF10	559	1
2_MACS_peak_17515_lociStitched	chr2	47744550	47755356	2	10646	27093.8838	560	1	KCNK12		KCNK12	560	1
2_MACS_peak_8423_lociStitched	chr12	131354552	131365703	2	10987	24858.9243	561	1	RAN	STX2	RAN	561	1
5_MACS_peak_14589_lociStitched	chr17	80654835	80675757	5	11469	21202.3548	562	1	FN3KRP,RAB40B	FN3K,TBCD,WDR45L	RAB40B	562	1
2_MACS_peak_23500_lociStitched	chr3	171752898	171765169	2	11021	24567.7691	563	1	FNDC3B		FNDC3B	563	1
1_MACS_peak_27481_lociStitched	chr6	7958385	7968037	1	9653	32189.42	564	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	564	1
2_MACS_peak_3177_lociStitched	chr1	230238595	230249364	2	10568	27314.4916	565	1	GALNT2		GALNT2	565	1
3_MACS_peak_26153_lociStitched	chr5	76005399	76018541	3	10987	24550.5702	566	1	NCRUPAR,F2R		F2R	566	1
1_MACS_peak_34264_lociStitched	chr9	131445219	131454100	1	8882	35251.3533	567	1	SET	PKN3,WDR34,ZDHHC12	SET	567	1
3_MACS_peak_29662_lociStitched	chr7	25979844	25994224	3	9064	34516.314	568	1	MIR148A		MIR148A	568	1
5_MACS_peak_27969_lociStitched	chr6	33537838	33565546	5	11068	23590.5912	570	1	GGNBP1,BAK1,C6orf227	ITPR3	GGNBP1	570	1
4_MACS_peak_10477_lociStitched	chr15	31518178	31538240	4	10678	26112.6992	571	1			KLF13	571	1
3_MACS_peak_31624_lociStitched	chr8	29197241	29214049	3	10200	28847.5704	572	1	DUSP4		DUSP4	572	1
2_MACS_peak_7825_lociStitched	chr12	89854835	89870494	2	11406	20546.1739	574	1	POC1B	GALNT4	GALNT4	574	1
1_MACS_peak_16562_lociStitched	chr19	47285221	47292626	1	7406	39778.179	575	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	575	1
2_MACS_peak_6053_lociStitched	chr11	74659112	74669465	2	10351	27743.9694	576	1	SPCS2,XRRA1	NEU3	SPCS2	576	1
1_MACS_peak_25806_lociStitched	chr5	39071507	39080992	1	9486	32133.283	577	1	RICTOR		RICTOR	577	1
1_MACS_peak_2703_lociStitched	chr1	200853021	200863158	1	10138	28640.0661	578	1	C1orf106	GPR25,C1orf106	C1orf106	578	1
3_MACS_peak_745_lociStitched	chr1	38140540	38159458	3	11172	21524.9004	580	1	CDCA8,C1orf109	RSPO1	C1orf109	580	1
1_MACS_peak_8797_lociStitched	chr13	49548842	49558467	1	9626	31022.3375	581	1	FNDC3A		FNDC3A	581	1
1_MACS_peak_28562_lociStitched	chr6	89975768	89984461	1	8694	34931.0819	582	1	GABRR2	GABRR1	GABRR2	582	1
2_MACS_peak_33806_lociStitched	chr9	98267208	98279759	2	9363	32017.601	583	1	PTCH1		PTCH1	583	1
4_MACS_peak_917_lociStitched	chr1	45264717	45286598	4	11347	19423.7637	584	1	PLK3,BTBD19,TCTEX1D4,PTCH2	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	BTBD19	584	1
1_MACS_peak_6741_lociStitched	chr11	130695551	130705961	1	10411	26323.767	585	1			SNX19	585	1
2_MACS_peak_17752_lociStitched	chr2	70310659	70323230	2	8091	36811.6593	586	1	PCBP1,LOC400960	LOC100133985	PCBP1	586	1
6_MACS_peak_13107_lociStitched	chr17	6914645	6940338	6	10836	23388.3379	587	1	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	587	1
