REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
4_MACS_peak_15396_lociStitched	chr19	1847067	1865779	4	11772	38413.8648	329	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.8172	329	1
6_MACS_peak_27915_lociStitched	chr6	31773395	31806616	6	19050	38403.476	330	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	VARS	1.5205	330	1
3_MACS_peak_2072_lociStitched	chr1	156209060	156231437	3	12845	38401.1697	331	1	PMF1,BGLAP,PAQR6,SMG5	SLC25A44,TMEM79,C1orf85,VHLL	PAQR6	PAQR6	2.3776	331	1
3_MACS_peak_14407_lociStitched	chr17	74774652	74790491	3	14322	38398.4877	332	1	MFSD11	MIR636,SRSF2	MFSD11	MIR636	2.0543	332	1
5_MACS_peak_21414_lociStitched	chr22	39823152	39847600	5	15753	38398.0288	333	1	TAB1	MGAT3	MGAT3	MGAT3	0.1046	333	1
2_MACS_peak_1933_lociStitched	chr1	152000977	152010253	2	6366	38362.7532	334	1	S100A11	S100A10	S100A11	S100A11	2.6979	334	1
1_MACS_peak_1984_lociStitched	chr1	154189810	154197431	1	7622	38265.041	335	1	UBAP2L,C1orf43	HAX1,TPM3,MIR190B,C1orf189	UBAP2L	C1orf189	1.2396	335	1
4_MACS_peak_19871_lociStitched	chr20	31254593	31270248	4	11554	38226.379	336	1		C20orf203	C20orf203	C20orf203	0.1801	336	1
4_MACS_peak_6805_lociStitched	chr12	1097713	1117661	4	15031	38172.4928	337	1	ERC1	RAD52	ERC1	RAD52	0.1378	337	1
2_MACS_peak_6536_lociStitched	chr11	118886527	118901749	2	13362	38172.2094	338	1	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	MIR3656	2.3792	338	1
2_MACS_peak_17507_lociStitched	chr2	47534046	47550878	2	12063	37959.5264	339	1		EPCAM	EPCAM	EPCAM	0.0468	339	1
1_MACS_peak_14952_lociStitched	chr18	42258282	42266807	1	8526	37901.2975	340	1	SETBP1		SETBP1	SETBP1	0.8908	340	1
5_MACS_peak_18118_lociStitched	chr2	106404220	106430230	5	14203	37891.368	341	1	NCK2	NCK2	NCK2	NCK2	0.3256	341	1
1_MACS_peak_3091_lociStitched	chr1	226839165	226852732	1	13568	37843.7898	342	1	ITPKB		ITPKB	ITPKB	0.7293	342	1
2_MACS_peak_19930_lociStitched	chr20	32988409	33006300	2	13658	37839.465	343	1	ITCH	MIR644	ITCH	ITCH	0.4729	343	1
1_MACS_peak_6865_lociStitched	chr12	4377835	4388088	1	10254	37744.3689	344	1	CCND2	C12orf5	CCND2	CCND2	0.9809	344	1
3_MACS_peak_7536_lociStitched	chr12	57022008	57040853	3	13132	37693.769	345	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.3985	345	1
3_MACS_peak_30636_lociStitched	chr7	104571617	104587331	3	12181	37460.6046	346	1		LOC723809	LOC723809	LOC723809	0.6006	346	1
1_MACS_peak_33736_lociStitched	chr9	93921983	93928941	1	6959	37358.8936	347	1			LOC100129316	LOC100129316	0.1086	347	1
3_MACS_peak_23319_lociStitched	chr3	152037821	152055509	3	16097	37305.7608	348	1	MBNL1	TMEM14E	TMEM14E	TMEM14E	0.7494	348	1
3_MACS_peak_34574_lociStitched	chrX	10064966	10091932	3	16781	37226.563	349	1	WWC3	CLCN4	CLCN4	CLCN4	0.0742	349	1
7_MACS_peak_18747_lociStitched	chr2	173443423	173473095	7	21656	37184.9504	350	1	PDK1		PDK1	PDK1	1.2378	350	1
5_MACS_peak_15419_lociStitched	chr19	2253865	2274444	5	11568	37182.1372	351	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	2.0078	351	1
2_MACS_peak_32710_lociStitched	chr8	126438701	126450305	2	10256	37150.206	352	1	TRIB1		TRIB1	TRIB1	2.0954	352	1
4_MACS_peak_7683_lociStitched	chr12	69195273	69216459	4	17773	37092.4488	353	1	MDM2		MDM2	MDM2	0.839	353	1
1_MACS_peak_31616_lociStitched	chr8	29083339	29091950	1	8612	36994.5782	354	1	KIF13B		KIF13B	KIF13B	0.3784	354	1
1_MACS_peak_23317_lociStitched	chr3	151985367	152002782	1	17416	36984.2355	355	1	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.2122	355	1
4_MACS_peak_32703_lociStitched	chr8	126339352	126355626	4	13348	36974.528	356	1	NSMCE2		TRIB1	TRIB1	2.0954	356	1
5_MACS_peak_2385_lociStitched	chr1	174165627	174196455	5	18624	36876.4536	357	1	RABGAP1L		RABGAP1L	RABGAP1L	0.1672	357	1
2_MACS_peak_17752_lociStitched	chr2	70310659	70323230	2	8091	36811.6593	358	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	3.0959	358	1
1_MACS_peak_22737_lociStitched	chr3	104228133	104243190	1	15058	36773.7111	359	1			MIR548A3	MIR548A3	NONE	359	1
1_MACS_peak_16687_lociStitched	chr19	50423759	50434953	1	11195	36700.6484	360	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	ATF5	2.01	360	1
3_MACS_peak_76_lociStitched	chr1	2470749	2489202	3	12378	36647.658	361	1	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.0803	361	1
2_MACS_peak_17078_lociStitched	chr2	11883249	11895436	2	11644	36643.8716	362	1	LPIN1		LPIN1	LPIN1	0.4857	362	1
2_MACS_peak_13803_lociStitched	chr17	42287012	42300121	2	9386	36533.4721	363	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	1.7208	363	1
1_MACS_peak_1633_lociStitched	chr1	115291472	115301630	1	10159	36483.4728	364	1	CSDE1	NRAS,SIKE1	CSDE1	NRAS	3.0667	364	1
4_MACS_peak_34386_lociStitched	chr9	137282269	137300004	4	11049	36456.066	365	1	RXRA		RXRA	RXRA	0.4444	365	1
2_MACS_peak_34781_lociStitched	chrX	39952990	39969694	2	14391	36438.1056	366	1	BCOR		BCOR	BCOR	0.543	366	1
2_MACS_peak_890_lociStitched	chr1	44296001	44305769	2	9700	36391.6608	367	1	ST3GAL3		ARTN	ARTN	NONE	367	1
6_MACS_peak_13745_lociStitched	chr17	40705928	40740290	6	15539	36337.815	368	1	HSD17B1,COASY,MLX,PSMC3IP,FAM134C	NAGLU,TUBG1	MLX	TUBG1	1.8885	368	1
7_MACS_peak_28876_lociStitched	chr6	119762712	119798646	7	26686	36329.274	369	1			MAN1A1	MAN1A1	0.23	369	1
1_MACS_peak_30641_lociStitched	chr7	104650031	104659260	1	9230	36210.9044	370	1	MLL5,LOC100216545		MLL5	MLL5	0.5322	370	1
3_MACS_peak_2176_lociStitched	chr1	160633864	160656721	3	18063	36194.0595	371	1	CD48	SLAMF1	SLAMF1	SLAMF1	0.6437	371	1
2_MACS_peak_18859_lociStitched	chr2	182128538	182147051	2	18346	35980.0155	372	1			ITGA4	ITGA4	0.4407	372	1
4_MACS_peak_3716_lociStitched	chr10	24735154	24756561	4	18303	35963.76	373	1	KIAA1217		MIR603	MIR603	NONE	373	1
2_MACS_peak_6579_lociStitched	chr11	120571564	120582697	2	8837	35946.2304	374	1	GRIK4		GRIK4	GRIK4	0.193	374	1
4_MACS_peak_12548_lociStitched	chr16	67259883	67283999	4	14705	35858.0804	375	1	TMEM208,SLC9A5,LRRC29,FHOD1	E2F4,ELMO3,PLEKHG4,KIAA0895L,EXOC3L,MIR328	FHOD1	FHOD1	1.2905	375	1
1_MACS_peak_19851_lociStitched	chr20	30790147	30797609	1	7463	35785.5134	376	1	POFUT1,PLAGL2	TSPY26P	PLAGL2	PLAGL2	1.4981	376	1
1_MACS_peak_8787_lociStitched	chr13	49100162	49108385	1	8224	35743.7364	377	1	RCBTB2		RCBTB2	RCBTB2	1.4397	377	1
4_MACS_peak_12874_lociStitched	chr16	87795063	87815338	4	13609	35742.7975	378	1	KLHDC4		KLHDC4	KLHDC4	0.1508	378	1
1_MACS_peak_20390_lociStitched	chr20	56190973	56198429	1	7457	35644.1536	379	1	ZBP1		ZBP1	ZBP1	2.0798	379	1
2_MACS_peak_16457_lociStitched	chr19	44256886	44272473	2	11185	35586.6797	380	1	C19orf61,KCNN4	IRGC,LYPD5	C19orf61	C19orf61	0.4974	380	1
1_MACS_peak_18864_lociStitched	chr2	182235837	182264523	1	28687	35570.64	381	1			ITGA4	ITGA4	0.4407	381	1
4_MACS_peak_2443_lociStitched	chr1	179048297	179061721	4	11276	35522.5888	382	1	TOR3A		TOR3A	TOR3A	1.5332	382	1
3_MACS_peak_19079_lociStitched	chr2	202116380	202133334	3	14282	35462.6818	383	1	CASP8		CASP8	CASP8	0.8835	383	1
4_MACS_peak_11413_lociStitched	chr15	90721017	90736588	4	11381	35394.4401	384	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	SEMA4B	0.7809	384	1
2_MACS_peak_10481_lociStitched	chr15	31546899	31561073	2	9418	35374.0518	385	1			KLF13	KLF13	1.6524	385	1
3_MACS_peak_15006_lociStitched	chr18	46300959	46318271	3	10397	35349.3728	386	1	KIAA0427		SMAD7	SMAD7	2.9711	386	1
1_MACS_peak_34264_lociStitched	chr9	131445219	131454100	1	8882	35251.3533	387	1	SET	PKN3,WDR34,ZDHHC12	SET	SET	1.5992	387	1
2_MACS_peak_20408_lociStitched	chr20	57460782	57471328	2	9531	35218.367	388	1	GNAS	GNAS-AS	GNAS	GNAS	0.9452	388	1
1_MACS_peak_4344_lociStitched	chr10	89619845	89631094	1	11250	35165.4989	389	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.3854	389	1
3_MACS_peak_11362_lociStitched	chr15	89158368	89185049	3	16558	35144.2132	390	1	AEN,ISG20	MIR1179,MIR7-2	AEN	AEN	0.9364	390	1
1_MACS_peak_20571_lociStitched	chr21	19182743	19194842	1	12100	35097.9891	391	1	C21orf91		C21orf91	C21orf91	2.9221	391	1
4_MACS_peak_3029_lociStitched	chr1	223899545	223923154	4	13488	35045.1996	392	1	CAPN2	CAPN8	CAPN2	CAPN2	0.4635	392	1
3_MACS_peak_25372_lociStitched	chr4	185328378	185350020	3	15070	35001.6066	393	1	IRF2		IRF2	IRF2	0.9866	393	1
1_MACS_peak_10483_lociStitched	chr15	31615602	31624011	1	8410	34952.0085	394	1	KLF13		KLF13	KLF13	1.6524	394	1
1_MACS_peak_28562_lociStitched	chr6	89975768	89984461	1	8694	34931.0819	395	1	GABRR2	GABRR1	GABRR2	GABRR2	0.8849	395	1
2_MACS_peak_13055_lociStitched	chr17	4267887	4281897	2	11866	34838.667	396	1	UBE2G1		UBE2G1	UBE2G1	0.1797	396	1
2_MACS_peak_20467_lociStitched	chr20	61424571	61439854	2	9426	34836.0702	397	1	C20orf20,OGFR	COL9A3,DPH3P1	OGFR	OGFR	0.7996	397	1
1_MACS_peak_26775_lociStitched	chr5	139046550	139052711	1	6162	34789.9348	398	1	CXXC5		CXXC5	CXXC5	1.0153	398	1
1_MACS_peak_2102_lociStitched	chr1	157100872	157109458	1	8587	34783.6032	399	1	ETV3	CYCSP52,ETV3L	ETV3	ETV3	2.3722	399	1
5_MACS_peak_12413_lociStitched	chr16	56885566	56905804	5	12882	34694.0034	400	1	MIR138-2,SLC12A3		MIR138-2	MIR138-2	2.9115	400	1
1_MACS_peak_7273_lociStitched	chr12	46117547	46127902	1	10356	34632.2975	401	1	ARID2,LOC400027		ARID2	ARID2	0.2335	401	1
5_MACS_peak_3500_lociStitched	chr10	7510926	7535653	5	17961	34622.7454	402	1			SFMBT2	SFMBT2	NONE	402	1
3_MACS_peak_29662_lociStitched	chr7	25979844	25994224	3	9064	34516.314	403	1	MIR148A		MIR148A	MIR148A	3.1791	403	1
3_MACS_peak_16673_lociStitched	chr19	50165632	50184776	3	12633	34464.9432	404	1	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	RRAS	1.0392	404	1
6_MACS_peak_34894_lociStitched	chrX	48790623	48816964	6	19029	34419.7847	405	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1,GRIPAP1	OTUD5	PIM2	1.7787	405	1
2_MACS_peak_26332_lociStitched	chr5	95251665	95268288	2	11687	34359.741	406	1	ELL2		ELL2	ELL2	0.7074	406	1
2_MACS_peak_2769_lociStitched	chr1	203721064	203738385	2	11455	34279.9911	407	1	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.0779	407	1
3_MACS_peak_18351_lociStitched	chr2	127413032	127424820	3	10626	34122.7236	408	1	GYPC		GYPC	GYPC	0.7195	408	1
3_MACS_peak_18865_lociStitched	chr2	182319607	182338299	3	13781	34096.0772	409	1	ITGA4		ITGA4	ITGA4	0.4407	409	1
3_MACS_peak_1897_lociStitched	chr1	150944010	150955453	3	10385	34020.039	410	1	ANXA9,LASS2	SETDB1,PRUNE,FAM63A	LASS2	LASS2	1.7029	410	1
1_MACS_peak_6675_lociStitched	chr11	126333545	126338765	1	5221	33841.26	411	1	KIRREL3		ST3GAL4	ST3GAL4	0.4177	411	1
1_MACS_peak_1775_lociStitched	chr1	145449215	145458075	1	8861	33535.1	412	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.8958	412	1
3_MACS_peak_584_lociStitched	chr1	28558651	28577946	3	12418	33498.0495	413	1	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	ATPIF1	0.6926	413	1
3_MACS_peak_1841_lociStitched	chr1	149214586	149226029	3	6214	33439.8789	414	1			LOC388692	LOC388692	NONE	414	1
5_MACS_peak_22902_lociStitched	chr3	121526461	121557997	5	15893	33361.9344	415	1	EAF2,IQCB1		IQCB1	IQCB1	0.7918	415	1
4_MACS_peak_27943_lociStitched	chr6	32804884	32823723	4	10568	33314.8876	416	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	1.3774	416	1
2_MACS_peak_14405_lociStitched	chr17	74720673	74735953	2	11361	33282.896	417	1	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	MIR636	2.0543	417	1
3_MACS_peak_27700_lociStitched	chr6	26020382	26035532	3	13061	33264.855	418	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	1.4389	418	1
1_MACS_peak_28737_lociStitched	chr6	108878188	108888697	1	10510	33230.5089	419	1	FOXO3		FOXO3	FOXO3	0.4623	419	1
5_MACS_peak_10088_lociStitched	chr14	95965655	95991866	5	17091	33094.0086	420	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	SCARNA13	0.4962	420	1
3_MACS_peak_10313_lociStitched	chr15	21975928	22002064	3	18977	32894.7696	421	1		LOC646214,CXADRP2	CXADRP2	LOC646214	0.2715	421	1
1_MACS_peak_25371_lociStitched	chr4	185301079	185308446	1	7368	32728.6342	422	1			IRF2	IRF2	0.9866	422	1
3_MACS_peak_32982_lociStitched	chr9	613534	629993	3	9797	32634.9052	423	1	KANK1		KANK1	KANK1	0.2942	423	1
2_MACS_peak_3490_lociStitched	chr10	6961624	6973562	2	9187	32523.8872	424	1			LOC439949	LOC439949	NONE	424	1
2_MACS_peak_6027_lociStitched	chr11	72979596	72992061	2	9103	32411.493	425	1	P2RY6	ARHGEF17	P2RY6	P2RY6	0.9402	425	1
1_MACS_peak_34784_lociStitched	chrX	40028060	40037185	1	9126	32410.175	426	1	BCOR		BCOR	BCOR	0.543	426	1
1_MACS_peak_2289_lociStitched	chr1	165794992	165799787	1	4796	32391.6635	427	1	UCK2		UCK2	UCK2	0.6566	427	1
6_MACS_peak_4974_lociStitched	chr10	135477833	135495958	6	16676	32364	428	1	DUX4L6,DUX4,DUX4L2,DUX2	DUX4L7,FRG2B	DUX4L7	FRG2B	0.0741	428	1
1_MACS_peak_27481_lociStitched	chr6	7958385	7968037	1	9653	32189.42	429	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	6.1727	429	1
1_MACS_peak_16459_lociStitched	chr19	44280968	44289925	1	8958	32188.7709	430	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	KCNN4	2.2055	430	1
1_MACS_peak_3691_lociStitched	chr10	22624452	22635229	1	10778	32187.6659	431	1	SPAG6	COMMD3,BMI1	SPAG6	COMMD3	3.4541	431	1
2_MACS_peak_34280_lociStitched	chr9	131935799	131949173	2	7900	32172.4944	432	1	IER5L		IER5L	IER5L	2.3569	432	1
3_MACS_peak_13293_lociStitched	chr17	17722338	17744801	3	15240	32171.5086	433	1	SREBF1	SMCR5,MIR33B	SREBF1	SREBF1	1.0221	433	1
3_MACS_peak_2153_lociStitched	chr1	159878921	159896599	3	11715	32138.604	434	1	TAGLN2	VSIG8,CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.4668	434	1
1_MACS_peak_25806_lociStitched	chr5	39071507	39080992	1	9486	32133.283	435	1	RICTOR		RICTOR	RICTOR	0.2834	435	1
2_MACS_peak_17493_lociStitched	chr2	46788557	46805197	2	16478	32131.84	436	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	1.0115	436	1
1_MACS_peak_17937_lociStitched	chr2	86261171	86268226	1	7056	32129.881	437	1	POLR1A	LOC90784	LOC90784	LOC90784	0.0736	437	1
6_MACS_peak_22707_lociStitched	chr3	101393699	101427079	6	18194	32128.25	438	1	LOC100009676,ZBTB11,RPL24	LOC285359,CEP97	RPL24	RPL24	0.9048	438	1
2_MACS_peak_2025_lociStitched	chr1	155106136	155113572	2	7323	32064.032	439	1	EFNA1,SLC50A1,DPM3	TRIM46,KRTCAP2,MUC1	SLC50A1	SLC50A1	2.5112	439	1
1_MACS_peak_5042_lociStitched	chr11	1870538	1877704	1	7167	32033.4532	440	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.7076	440	1
2_MACS_peak_23118_lociStitched	chr3	133290036	133305403	2	12227	32024.828	441	1	CDV3		CDV3	CDV3	1.2547	441	1
2_MACS_peak_33806_lociStitched	chr9	98267208	98279759	2	9363	32017.601	442	1	PTCH1		PTCH1	PTCH1	0.6546	442	1
2_MACS_peak_15345_lociStitched	chr19	921380	928307	2	6377	31986.1152	443	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	KISS1R	1.7664	443	1
3_MACS_peak_15353_lociStitched	chr19	1066221	1078082	3	7651	31893.0429	444	1	HMHA1	CNN2,ABCA7,GPX4,C19orf6,POLR2E	HMHA1	CNN2	1.574	444	1
3_MACS_peak_16636_lociStitched	chr19	49361915	49381207	3	8284	31858.8088	445	1	PPP1R15A,PLEKHA4	NUCB1,BCAT2,HSD17B14,TULP2	PLEKHA4	TULP2	0.5742	445	1
1_MACS_peak_27138_lociStitched	chr5	162736731	162747829	1	11099	31857.9188	446	1			CCNG1	CCNG1	NONE	446	1
3_MACS_peak_32149_lociStitched	chr8	80996341	81018137	3	11962	31828.6988	447	1	TPD52	TPD52	TPD52	TPD52	1.1102	447	1
4_MACS_peak_12197_lociStitched	chr16	30344764	30368073	4	13099	31814.4541	448	1	LOC595101,CD2BP2	MYLPF,ZNF48,TBC1D10B,SEPT1	LOC595101	MYLPF	1.0841	448	1
4_MACS_peak_19075_lociStitched	chr2	202084395	202102226	4	14980	31789.1068	449	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.8835	449	1
4_MACS_peak_15367_lociStitched	chr19	1258309	1277338	4	11023	31763.2068	450	1	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	ATP5D	1.3652	450	1
5_MACS_peak_2032_lociStitched	chr1	155210097	155233089	5	11367	31717.464	451	1	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	1.7536	451	1
2_MACS_peak_3066_lociStitched	chr1	226123660	226133714	2	7483	31667.0838	452	1	LEFTY2	LEFTY1,PYCR2	LEFTY2	LEFTY2	2.1795	452	1
2_MACS_peak_2144_lociStitched	chr1	159035377	159048675	2	8386	31633.2824	453	1	AIM2		AIM2	AIM2	1.3575	453	1
3_MACS_peak_20104_lociStitched	chr20	42306952	42320982	3	9060	31616.605	454	1	MYBL2	GTSF1L	MYBL2	MYBL2	0.672	454	1
1_MACS_peak_11408_lociStitched	chr15	90637499	90646721	1	9223	31370.4774	455	1	IDH2		IDH2	IDH2	1.1662	455	1
5_MACS_peak_21619_lociStitched	chr22	50741012	50756551	5	12056	31317.3006	456	1	PLXNB2,FAM116B	PPP6R2,MAPK12,MAPK11	PLXNB2	PLXNB2	0.5374	456	1
2_MACS_peak_12898_lociStitched	chr16	88846166	88857651	2	7635	31310.407	457	1	FAM38A	CDT1,APRT	FAM38A	CDT1	1.7104	457	1
1_MACS_peak_11017_lociStitched	chr15	69108850	69115100	1	6251	31252.5	458	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.6673	458	1
1_MACS_peak_20359_lociStitched	chr20	55125239	55131730	1	6492	31252.2177	459	1		C20orf106,C20orf107,GCNT7	C20orf107	C20orf107	0.0516	459	1
1_MACS_peak_13642_lociStitched	chr17	36857470	36863747	1	6278	31245.6506	460	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.1135	460	1
3_MACS_peak_10305_lociStitched	chr15	20969690	20995406	3	18440	31216.6524	461	1		BCL8	BCL8	BCL8	0.0695	461	1
1_MACS_peak_18584_lociStitched	chr2	158289297	158302041	1	12745	31206.2328	462	1	CYTIP		CYTIP	CYTIP	0.8596	462	1
4_MACS_peak_11887_lociStitched	chr16	14486442	14508493	4	13484	31199.9599	463	1			MIR365-1	MIR365-1	3.8662	463	1
1_MACS_peak_18671_lociStitched	chr2	166047116	166060922	1	13807	31133.9106	464	1	SCN3A	SCN2A	SCN3A	SCN3A	0.3695	464	1
3_MACS_peak_32885_lociStitched	chr8	144099093	144110476	3	9417	31052.824	465	1	LY6E,LOC100133669	C8orf31	LY6E	LY6E	2.1897	465	1
1_MACS_peak_28164_lociStitched	chr6	43737128	43743853	1	6726	31028.4775	466	1	VEGFA		VEGFA	VEGFA	1.2347	466	1
1_MACS_peak_2045_lociStitched	chr1	155529389	155535337	1	5949	31023.5784	467	1	LOC645676,ASH1L	MSTO1	ASH1L	MSTO1	0.6923	467	1
1_MACS_peak_8797_lociStitched	chr13	49548842	49558467	1	9626	31022.3375	468	1	FNDC3A		FNDC3A	FNDC3A	0.1978	468	1
1_MACS_peak_27914_lociStitched	chr6	31756118	31764731	1	8614	30995.6031	469	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	VARS	1.5205	469	1
1_MACS_peak_20321_lociStitched	chr20	52350935	52359138	1	8204	30899.0604	470	1			SUMO1P1	SUMO1P1	NONE	470	1
4_MACS_peak_12783_lociStitched	chr16	81841151	81857557	4	14143	30895.7792	471	1	PLCG2		PLCG2	PLCG2	0.3029	471	1
4_MACS_peak_5912_lociStitched	chr11	67187482	67212956	4	11364	30887.225	472	1	CARNS1,RPS6KB2,PTPRCAP,CORO1B	RAD9A,TBC1D10C,CABP4,AIP,CLCF1,PPP1CA,GPR152,TMEM134	RPS6KB2	RPS6KB2	1.2319	472	1
2_MACS_peak_13376_lociStitched	chr17	20935460	20948278	2	12451	30852.926	473	1	USP22		USP22	USP22	0.6434	473	1
1_MACS_peak_2381_lociStitched	chr1	173831430	173839764	1	8335	30811.6314	474	1	LOC100506046,ZBTB37,SNORD81,GAS5,SNORD80,SNORD47,SNORD79,SNORD78,SNORD77,SNORD44,SNORD76,SNORD75,SNORD74	DARS2,CENPL,SERPINC1	SNORD77	SNORD77	3.0971	474	1
1_MACS_peak_35662_lociStitched	chrX	152981374	152993558	1	12185	30792.6232	475	1	ABCD1,BCAP31	SLC6A8,PLXNB3,PNCK	BCAP31	BCAP31	0.9686	475	1
2_MACS_peak_28016_lociStitched	chr6	35264723	35280160	2	11259	30735.067	476	1	DEF6	ZNF76,PPARD	DEF6	DEF6	0.9382	476	1
1_MACS_peak_14065_lociStitched	chr17	55430607	55438293	1	7687	30668.6772	477	1	MSI2		MSI2	MSI2	0.223	477	1
1_MACS_peak_26506_lociStitched	chr5	118405168	118415572	1	10405	30665.79	478	1	DMXL1		DMXL1	DMXL1	0.241	478	1
3_MACS_peak_1396_lociStitched	chr1	93408722	93428770	3	18130	30657.4016	479	1	FAM69A		FAM69A	FAM69A	0.326	479	1
2_MACS_peak_32455_lociStitched	chr8	103661201	103675390	2	10568	30642.5644	480	1	KLF10		KLF10	KLF10	2.0061	480	1
3_MACS_peak_22511_lociStitched	chr3	72211336	72228689	3	10563	30560.3683	481	1			RYBP	RYBP	NONE	481	1
2_MACS_peak_13047_lociStitched	chr17	3813825	3822396	2	8362	30433.9068	482	1	P2RX1	CAMKK1,ATP2A3	P2RX1	P2RX1	1.1295	482	1
1_MACS_peak_8305_lociStitched	chr12	122515405	122522657	1	7253	30427.2164	483	1	MLXIP		MLXIP	MLXIP	0.3129	483	1
5_MACS_peak_27229_lociStitched	chr5	173205015	173226394	5	14118	30366.7316	484	1			CPEB4	CPEB4	1.0092	484	1
1_MACS_peak_7895_lociStitched	chr12	94597321	94603784	1	6464	30359.2962	485	1	PLXNC1		PLXNC1	PLXNC1	0.4646	485	1
2_MACS_peak_16097_lociStitched	chr19	23940037	23951563	2	10650	30357.1788	486	1	RPSAP58,ZNF681		RPSAP58	RPSAP58	0.5065	486	1
1_MACS_peak_1743_lociStitched	chr1	143911486	143920044	1	8559	30332.9752	487	1	SRGAP2P2,FAM72D		SRGAP2P2	SRGAP2P2	0.4544	487	1
4_MACS_peak_5021_lociStitched	chr11	788976	812222	4	12739	30324.407	488	1	RPLP2,SNORA52,CEND1,SLC25A22,LRDD	TALDO1,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SLC25A22	0.8473	488	1
4_MACS_peak_17572_lociStitched	chr2	54784422	54808368	4	14814	30286.9008	489	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.2307	489	1
1_MACS_peak_2185_lociStitched	chr1	160763943	160771528	1	7586	30267.9425	490	1	LY9		LY9	LY9	1.93	490	1
1_MACS_peak_11556_lociStitched	chr15	101782165	101793918	1	11754	30221.6642	491	1	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	0.988	491	1
3_MACS_peak_12421_lociStitched	chr16	56964565	56979684	3	13154	30156.3574	492	1	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.414	492	1
1_MACS_peak_5437_lociStitched	chr11	35159968	35169401	1	9434	30096.9298	493	1	CD44		CD44	CD44	0.6191	493	1
1_MACS_peak_23303_lociStitched	chr3	150314973	150325881	1	10909	30092.9904	494	1	SELT		SELT	SELT	0.8116	494	1
2_MACS_peak_15444_lociStitched	chr19	2696391	2703560	2	7160	30066.786	495	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.3989	495	1
