#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch
3_MACS_peak_8861_lociStitched	chr13	53022018	53036273	3	10591	21726.0455	633	1
3_MACS_peak_27225_lociStitched	chr5	173163295	173177972	3	9755	27092.2743	634	1
3_MACS_peak_1000_lociStitched	chr1	52032198	52045128	3	9980	25746.216	635	1
1_MACS_peak_6225_lociStitched	chr11	93466114	93476300	1	10187	24337.4098	636	1
1_MACS_peak_8640_lociStitched	chr13	35514897	35525598	1	10702	20456.0316	637	1
1_MACS_peak_16484_lociStitched	chr19	45249869	45259198	1	9330	28939.4909	638	1
4_MACS_peak_6604_lociStitched	chr11	122587186	122603474	4	10271	23254.3776	639	1
1_MACS_peak_11795_lociStitched	chr16	9183936	9194342	1	10407	22210.5664	640	1
2_MACS_peak_4664_lociStitched	chr10	111826867	111838648	2	10373	22447.5174	641	1
4_MACS_peak_14691_lociStitched	chr18	9060844	9074465	4	10672	20033.7668	643	1
5_MACS_peak_13135_lociStitched	chr17	7474540	7490757	5	10490	21474.5514	644	1
2_MACS_peak_32347_lociStitched	chr8	98606797	98616131	2	9114	29627.0494	645	1
3_MACS_peak_1866_lociStitched	chr1	149897513	149912679	3	9690	26454.0538	648	1
3_MACS_peak_19894_lociStitched	chr20	32250392	32263192	3	9407	27959.04	649	1
1_MACS_peak_19851_lociStitched	chr20	30790147	30797609	1	7463	35785.5134	652	1
2_MACS_peak_13968_lociStitched	chr17	47815875	47827568	2	10178	23041.0565	654	1
2_MACS_peak_33642_lociStitched	chr9	86313021	86324179	2	10706	18913.9258	655	1
3_MACS_peak_16726_lociStitched	chr19	52096882	52111756	3	10254	22437.429	656	1
1_MACS_peak_20390_lociStitched	chr20	56190973	56198429	1	7457	35644.1536	657	1
4_MACS_peak_2340_lociStitched	chr1	169873378	169889125	4	10260	22248.9363	658	1
4_MACS_peak_34907_lociStitched	chrX	49011973	49030664	4	10738	18347.0856	659	1
1_MACS_peak_27914_lociStitched	chr6	31756118	31764731	1	8614	30995.6031	660	1
3_MACS_peak_4965_lociStitched	chr10	135201186	135215911	3	9670	25665.675	661	1
4_MACS_peak_27282_lociStitched	chr5	176776736	176797166	4	10341	21175.695	663	1
3_MACS_peak_1562_lociStitched	chr1	111325386	111338169	3	9566	26182.1406	664	1
3_MACS_peak_18243_lociStitched	chr2	114187298	114199115	3	9854	24423.3756	665	1
3_MACS_peak_15364_lociStitched	chr19	1237078	1251006	3	10543	19387.776	666	1
5_MACS_peak_12292_lociStitched	chr16	46645373	46667776	5	10422	20270.2344	668	1
4_MACS_peak_28523_lociStitched	chr6	86378223	86396338	4	10644	18312.4535	671	1
2_MACS_peak_2144_lociStitched	chr1	159035377	159048675	2	8386	31633.2824	672	1
1_MACS_peak_3076_lociStitched	chr1	226308520	226317334	1	8815	29743.7244	673	1
4_MACS_peak_2793_lociStitched	chr1	205242649	205264237	4	9228	27632.64	674	1
3_MACS_peak_16636_lociStitched	chr19	49361915	49381207	3	8284	31858.8088	675	1
3_MACS_peak_19826_lociStitched	chr20	30147202	30162243	3	10568	18574.1309	676	1
3_MACS_peak_29811_lociStitched	chr7	37240558	37254043	3	10479	19199.943	678	1
2_MACS_peak_23557_lociStitched	chr3	178229738	178240767	2	10139	21797.7156	680	1
5_MACS_peak_5007_lociStitched	chr11	554014	579698	5	10564	18389.744	681	1
3_MACS_peak_1778_lociStitched	chr1	145500561	145517763	3	8667	30007.1688	683	1
2_MACS_peak_25648_lociStitched	chr5	19280688	19291438	2	10412	19410.2	684	1
1_MACS_peak_1743_lociStitched	chr1	143911486	143920044	1	8559	30332.9752	685	1
2_MACS_peak_35368_lociStitched	chrX	118815177	118828041	2	9960	22735.8336	686	1
1_MACS_peak_27356_lociStitched	chr5	180667017	180676427	1	9411	26099.576	687	1
4_MACS_peak_19124_lociStitched	chr2	204568581	204584020	4	10378	19226.1867	689	1
2_MACS_peak_1384_lociStitched	chr1	92947290	92961592	2	9615	24618.0326	690	1
2_MACS_peak_33171_lociStitched	chr9	21986111	21997129	2	9837	23164.2432	691	1
3_MACS_peak_2192_lociStitched	chr1	161029128	161041371	3	9114	27344.7405	692	1
3_MACS_peak_17490_lociStitched	chr2	46761688	46777616	3	10348	19277.6584	693	1
1_MACS_peak_2381_lociStitched	chr1	173831430	173839764	1	8335	30811.6314	694	1
2_MACS_peak_2001_lociStitched	chr1	154755839	154766283	2	9526	24757.502	695	1
2_MACS_peak_32392_lociStitched	chr8	101440363	101452017	2	10028	21413.0596	696	1
4_MACS_peak_13167_lociStitched	chr17	8088631	8104227	4	10103	20815.9812	697	1
1_MACS_peak_12733_lociStitched	chr16	79628497	79637116	1	8620	29361.4854	698	1
3_MACS_peak_1981_lociStitched	chr1	154166134	154183764	3	9987	21538.571	700	1
2_MACS_peak_13047_lociStitched	chr17	3813825	3822396	2	8362	30433.9068	701	1
4_MACS_peak_32430_lociStitched	chr8	102913879	102925783	4	9809	22749.7344	702	1
1_MACS_peak_25719_lociStitched	chr5	32275839	32285600	1	9762	23019.3663	703	1
1_MACS_peak_28052_lociStitched	chr6	36559122	36568794	1	9673	23519.4024	705	1
2_MACS_peak_34280_lociStitched	chr9	131935799	131949173	2	7900	32172.4944	706	1
2_MACS_peak_14449_lociStitched	chr17	76163902	76173444	2	8972	27393.1736	707	1
1_MACS_peak_20321_lociStitched	chr20	52350935	52359138	1	8204	30899.0604	708	1
2_MACS_peak_17826_lociStitched	chr2	74424970	74435070	2	9973	21323.12	709	1
2_MACS_peak_5438_lociStitched	chr11	35183770	35196461	2	9068	26637.1399	713	1
4_MACS_peak_21955_lociStitched	chr3	32461422	32476231	4	9989	20840.7057	714	1
2_MACS_peak_5714_lociStitched	chr11	62597804	62610798	2	8987	26914.4722	715	1
1_MACS_peak_2815_lociStitched	chr1	206131564	206140124	1	8561	28960.192	716	1
3_MACS_peak_9371_lociStitched	chr14	24604485	24618100	3	9968	20768.321	717	1
4_MACS_peak_20502_lociStitched	chr20	62599410	62613586	4	9703	22597.9616	718	1
2_MACS_peak_14525_lociStitched	chr17	79360404	79374355	2	9621	23118.2021	719	1
3_MACS_peak_23673_lociStitched	chr3	185646323	185661689	3	10197	18755.7396	720	1
2_MACS_peak_25062_lociStitched	chr4	144273113	144283224	2	10053	19795.3158	721	1
1_MACS_peak_3688_lociStitched	chr10	22538807	22548392	1	9586	23050.9665	722	1
2_MACS_peak_18629_lociStitched	chr2	161549938	161564194	2	9564	23151.744	723	1
3_MACS_peak_22372_lociStitched	chr3	57568200	57585719	3	10174	18538.6058	724	1
1_MACS_peak_29677_lociStitched	chr7	26236123	26245257	1	9135	25508.5218	725	1
2_MACS_peak_31564_lociStitched	chr8	26428255	26438001	2	8593	28075.3022	726	1
2_MACS_peak_13116_lociStitched	chr17	7136370	7147338	2	9217	24738.324	727	1
2_MACS_peak_25554_lociStitched	chr5	6478837	6488540	2	9212	24760.1154	728	1
3_MACS_peak_2319_lociStitched	chr1	167674847	167693023	3	8993	25924.4288	729	1
3_MACS_peak_15353_lociStitched	chr19	1066221	1078082	3	7651	31893.0429	730	1
2_MACS_peak_33505_lociStitched	chr9	70848879	70860226	2	9248	24240.5961	732	1
1_MACS_peak_25371_lociStitched	chr4	185301079	185308446	1	7368	32728.6342	733	1
1_MACS_peak_33675_lociStitched	chr9	88961732	88970445	1	8714	27104.4004	734	1
2_MACS_peak_25913_lociStitched	chr5	54031145	54042103	2	9248	24194.1682	736	1
2_MACS_peak_19383_lociStitched	chr2	231729000	231739409	2	9730	21000.1575	737	1
3_MACS_peak_11032_lociStitched	chr15	70385673	70396316	3	9108	24909.9415	738	1
4_MACS_peak_31362_lociStitched	chr8	11414828	11430752	4	9836	20155.0068	739	1
2_MACS_peak_25363_lociStitched	chr4	185201124	185210090	2	8211	29291.0254	740	1
1_MACS_peak_8816_lociStitched	chr13	50648475	50658414	1	9940	19199.1663	741	1
2_MACS_peak_24308_lociStitched	chr4	40622649	40634454	2	9637	21404.826	742	1
3_MACS_peak_8233_lociStitched	chr12	120547209	120560790	3	9553	21976.7742	743	1
3_MACS_peak_22385_lociStitched	chr3	58404128	58420458	3	9761	20464.756	744	1
3_MACS_peak_6437_lociStitched	chr11	112868629	112886520	3	9954	18953.7254	745	1
1_MACS_peak_2671_lociStitched	chr1	197739999	197748602	1	8604	27305.922	746	1
2_MACS_peak_33150_lociStitched	chr9	20416396	20429532	2	9860	19626.4976	747	1
3_MACS_peak_33699_lociStitched	chr9	91924347	91936046	3	9870	19532.6504	748	1
4_MACS_peak_13955_lociStitched	chr17	47463375	47475963	4	8813	26147.7936	749	1
3_MACS_peak_19933_lociStitched	chr20	33101839	33111749	3	9037	24888.965	750	1
2_MACS_peak_25578_lociStitched	chr5	7868126	7879534	2	9670	20851.5424	752	1
2_MACS_peak_12898_lociStitched	chr16	88846166	88857651	2	7635	31310.407	753	1
3_MACS_peak_27952_lociStitched	chr6	33166718	33177312	3	9623	21093.7134	754	1
2_MACS_peak_15439_lociStitched	chr19	2609627	2623551	2	8228	28837.9964	755	1
2_MACS_peak_33480_lociStitched	chr9	69259270	69270565	2	9226	23685.615	756	1
5_MACS_peak_7573_lociStitched	chr12	58134020	58150380	5	9988	18092.524	758	1
4_MACS_peak_23818_lociStitched	chr3	197019364	197037848	4	9533	21524.618	759	1
2_MACS_peak_3066_lociStitched	chr1	226123660	226133714	2	7483	31667.0838	760	1
1_MACS_peak_29254_lociStitched	chr6	157097690	157105861	1	8172	28898.3757	761	1
2_MACS_peak_30216_lociStitched	chr7	74063101	74076881	2	8863	25408.942	762	1
3_MACS_peak_14369_lociStitched	chr17	73859689	73875761	3	8672	26391.8312	763	1
2_MACS_peak_2025_lociStitched	chr1	155106136	155113572	2	7323	32064.032	764	1
1_MACS_peak_14065_lociStitched	chr17	55430607	55438293	1	7687	30668.6772	765	1
1_MACS_peak_4562_lociStitched	chr10	103872774	103881666	1	8893	25092.3348	766	1
1_MACS_peak_16574_lociStitched	chr19	47728516	47736494	1	7979	29442.0112	767	1
3_MACS_peak_7670_lociStitched	chr12	68752243	68770503	3	8931	24829.948	768	1
3_MACS_peak_11785_lociStitched	chr16	9037733	9058784	3	9782	19110.0978	769	1
2_MACS_peak_27566_lociStitched	chr6	15244723	15257600	2	9765	19169.9899	770	1
1_MACS_peak_28197_lociStitched	chr6	45162228	45171881	1	9654	20018.3914	771	1
4_MACS_peak_2879_lociStitched	chr1	209920511	209932790	4	9506	21054.8013	772	1
2_MACS_peak_27693_lociStitched	chr6	25403145	25415417	2	9576	20517.5568	773	1
1_MACS_peak_18948_lociStitched	chr2	191744222	191752867	1	8646	26047.385	775	1
3_MACS_peak_28130_lociStitched	chr6	42737679	42752609	3	8551	26494.778	776	1
2_MACS_peak_32972_lociStitched	chr9	175599	187058	2	9158	23029.1523	777	1
1_MACS_peak_12638_lociStitched	chr16	70554287	70563709	1	9423	21247.5522	778	1
2_MACS_peak_12900_lociStitched	chr16	88867658	88879854	2	8578	26220.1804	779	1
1_MACS_peak_27122_lociStitched	chr5	160168836	160178347	1	9512	20536.1512	781	1
2_MACS_peak_2399_lociStitched	chr1	174957051	174971542	2	8669	25665.0101	782	1
3_MACS_peak_14641_lociStitched	chr18	3245739	3263490	3	9321	21789.3525	783	1
1_MACS_peak_5042_lociStitched	chr11	1870538	1877704	1	7167	32033.4532	784	1
2_MACS_peak_1582_lociStitched	chr1	112134682	112147907	2	9770	18476.6475	785	1
2_MACS_peak_31635_lociStitched	chr8	29486963	29500809	2	9791	18251.7972	786	1
3_MACS_peak_2087_lociStitched	chr1	156560079	156579169	3	9245	22085.221	787	1
2_MACS_peak_20690_lociStitched	chr21	34696065	34705915	2	8984	23609.465	788	1
3_MACS_peak_7517_lociStitched	chr12	56509031	56524003	3	9637	19185.1208	789	1
1_MACS_peak_2185_lociStitched	chr1	160763943	160771528	1	7586	30267.9425	790	1
4_MACS_peak_711_lociStitched	chr1	36613928	36627294	4	9198	22172.8574	792	1
1_MACS_peak_17937_lociStitched	chr2	86261171	86268226	1	7056	32129.881	793	1
3_MACS_peak_19912_lociStitched	chr20	32460670	32473988	3	8349	26874.3922	794	1
1_MACS_peak_2702_lociStitched	chr1	200833766	200841891	1	8126	27912.625	795	1
2_MACS_peak_18500_lociStitched	chr2	148044781	148058274	2	9687	18552.875	797	1
3_MACS_peak_34429_lociStitched	chr9	139292918	139306372	3	9593	19217.6936	799	1
2_MACS_peak_1720_lociStitched	chr1	120832140	120840644	2	8461	26170.2096	800	1
5_MACS_peak_5839_lociStitched	chr11	65676092	65697131	5	9258	21529.2087	801	1
2_MACS_peak_30985_lociStitched	chr7	139466180	139478612	2	9270	21268.6656	802	1
3_MACS_peak_19966_lociStitched	chr20	34323450	34333059	3	7720	29290.1538	804	1
1_MACS_peak_31732_lociStitched	chr8	38236744	38245176	1	8433	26026.2112	806	1
1_MACS_peak_23142_lociStitched	chr3	135909126	135917400	1	8275	26773.8366	807	1
4_MACS_peak_8277_lociStitched	chr12	121725743	121738825	4	9490	19233.1564	809	1
3_MACS_peak_22314_lociStitched	chr3	53134771	53148355	3	9213	21197.832	811	1
3_MACS_peak_21672_lociStitched	chr3	5018591	5029408	3	9601	18325.0797	812	1
3_MACS_peak_21599_lociStitched	chr22	50352694	50364880	3	9261	20778.3486	813	1
2_MACS_peak_29426_lociStitched	chr7	2438173	2448101	2	9281	20607.5496	814	1
4_MACS_peak_19404_lociStitched	chr2	232534682	232552854	4	9054	22089.8832	815	1
5_MACS_peak_15716_lociStitched	chr19	10974780	10990981	5	9400	19510.8643	816	1
4_MACS_peak_29164_lociStitched	chr6	148778268	148795374	4	9008	22046.2128	819	1
1_MACS_peak_8305_lociStitched	chr12	122515405	122522657	1	7253	30427.2164	820	1
1_MACS_peak_15078_lociStitched	chr18	49917364	49924743	1	7380	29921.845	821	1
2_MACS_peak_16301_lociStitched	chr19	39338198	39348938	2	7979	27423.516	822	1
3_MACS_peak_15803_lociStitched	chr19	13042925	13058416	3	8902	22554.896	823	1
2_MACS_peak_15350_lociStitched	chr19	1018228	1029843	2	8017	27130.317	825	1
4_MACS_peak_30649_lociStitched	chr7	104938035	104952336	4	9444	18588.4398	827	1
4_MACS_peak_5688_lociStitched	chr11	62312044	62328638	4	9291	19662.2306	829	1
1_MACS_peak_11471_lociStitched	chr15	93423610	93431898	1	8289	25573.4528	831	1
2_MACS_peak_32309_lociStitched	chr8	95953473	95963566	2	9372	18838.5845	832	1
2_MACS_peak_26794_lociStitched	chr5	139718284	139727667	2	9277	19541.9741	833	1
2_MACS_peak_5945_lociStitched	chr11	68032252	68041694	2	7850	27476.22	836	1
1_MACS_peak_3628_lociStitched	chr10	17268315	17275644	1	7330	29610.6258	837	1
2_MACS_peak_23480_lociStitched	chr3	169887543	169900321	2	9178	20052.5154	838	1
3_MACS_peak_27717_lociStitched	chr6	26214661	26225317	3	9314	19009.2384	839	1
2_MACS_peak_28767_lociStitched	chr6	109774597	109783863	2	8662	23298.4304	840	1
2_MACS_peak_14577_lociStitched	chr17	80405776	80417975	2	8132	25966.7914	841	1
2_MACS_peak_15444_lociStitched	chr19	2696391	2703560	2	7160	30066.786	843	1
3_MACS_peak_33967_lociStitched	chr9	112809784	112828920	3	9152	19937.7984	844	1
4_MACS_peak_30283_lociStitched	chr7	76008237	76027607	4	9180	19356.441	850	1
2_MACS_peak_32850_lociStitched	chr8	141597859	141609326	2	9044	20200.2672	851	1
1_MACS_peak_14633_lociStitched	chr18	2635489	2643843	1	8355	24331.025	852	1
1_MACS_peak_6527_lociStitched	chr11	118559970	118568696	1	8727	22164.9126	853	1
4_MACS_peak_7446_lociStitched	chr12	53763886	53777645	4	9043	20074.381	854	1
1_MACS_peak_16983_lociStitched	chr2	5834629	5842845	1	8217	24939.668	855	1
1_MACS_peak_34124_lociStitched	chr9	126027411	126036082	1	8672	22406.7311	856	1
3_MACS_peak_10793_lociStitched	chr15	52965863	52977017	3	8931	20764.2864	857	1
2_MACS_peak_28465_lociStitched	chr6	80245627	80256605	2	9109	19359.703	860	1
1_MACS_peak_32000_lociStitched	chr8	66857650	66866246	1	8597	22690.8612	861	1
2_MACS_peak_19854_lociStitched	chr20	30918700	30926750	2	7972	25993.45	862	1
1_MACS_peak_30644_lociStitched	chr7	104765636	104773343	1	7708	27201.0858	863	1
3_MACS_peak_1809_lociStitched	chr1	147070508	147084355	3	8840	21046.0553	864	1
1_MACS_peak_17949_lociStitched	chr2	86842975	86851705	1	8731	21631.194	866	1
1_MACS_peak_13838_lociStitched	chr17	43387533	43395718	1	8186	24707.241	867	1
2_MACS_peak_32717_lociStitched	chr8	126647768	126661206	2	9140	18798.4182	868	1
3_MACS_peak_5716_lociStitched	chr11	62618404	62629372	3	9241	17988.6168	869	1
2_MACS_peak_16508_lociStitched	chr19	45921516	45932761	2	9143	18594.732	870	1
2_MACS_peak_595_lociStitched	chr1	28826945	28837940	2	8526	22628.8095	872	1
3_MACS_peak_1903_lociStitched	chr1	151019650	151032927	3	8644	21731.7936	874	1
1_MACS_peak_3610_lociStitched	chr10	15826749	15834794	1	8046	25042.476	875	1
3_MACS_peak_20005_lociStitched	chr20	35698603	35710901	3	7880	25840.5576	876	1
1_MACS_peak_34327_lociStitched	chr9	134126600	134133762	1	7163	28871.4544	878	1
3_MACS_peak_5529_lociStitched	chr11	46136991	46149452	3	8627	21731.984	879	1
1_MACS_peak_14222_lociStitched	chr17	65641820	65649828	1	8009	25020.1952	882	1
1_MACS_peak_25147_lociStitched	chr4	153451331	153460053	1	8723	20978.1544	883	1
2_MACS_peak_14698_lociStitched	chr18	9135127	9148214	2	8658	21304.3273	884	1
2_MACS_peak_28560_lociStitched	chr6	89948586	89957328	2	8408	22764.168	886	1
3_MACS_peak_18586_lociStitched	chr2	158324326	158338024	3	8433	22608.549	887	1
2_MACS_peak_30870_lociStitched	chr7	128572420	128582395	2	7210	28369.8975	889	1
2_MACS_peak_16624_lociStitched	chr19	49135778	49150260	2	8605	21376.8802	891	1
1_MACS_peak_15599_lociStitched	chr19	7399437	7406961	1	7525	26968.2732	892	1
2_MACS_peak_26335_lociStitched	chr5	95285116	95298415	2	8879	19367.3337	894	1
2_MACS_peak_27266_lociStitched	chr5	175962178	175971634	2	8158	23768.6016	895	1
2_MACS_peak_9290_lociStitched	chr14	20955470	20968311	2	8917	18986.7026	896	1
2_MACS_peak_15059_lociStitched	chr18	48718583	48725588	2	6991	28850.793	897	1
1_MACS_peak_33152_lociStitched	chr9	20436847	20444637	1	7791	25389.168	900	1
2_MACS_peak_2270_lociStitched	chr1	164685471	164695473	2	8929	18663.732	901	1
2_MACS_peak_34425_lociStitched	chr9	139130131	139138421	2	8004	24203.484	903	1
3_MACS_peak_35697_lociStitched	chrX	153706312	153720150	3	8796	19407.795	904	1
3_MACS_peak_11596_lociStitched	chr16	684795	700620	3	8895	18682.995	905	1
2_MACS_peak_10817_lociStitched	chr15	55692952	55701750	2	8757	19608.1026	907	1
3_MACS_peak_23886_lociStitched	chr4	1711820	1725230	3	8840	18961.74	908	1
1_MACS_peak_21765_lociStitched	chr3	13050489	13059007	1	8519	21078.6428	910	1
4_MACS_peak_1534_lociStitched	chr1	110356839	110369765	4	8345	22103.46	912	1
2_MACS_peak_26377_lociStitched	chr5	100182329	100194181	2	8599	20469.5892	914	1
2_MACS_peak_14184_lociStitched	chr17	62490198	62504944	2	8772	19265.649	915	1
5_MACS_peak_13160_lociStitched	chr17	8053373	8067059	5	8830	18820.9872	916	1
1_MACS_peak_34789_lociStitched	chrX	40171321	40180047	1	8727	19510.4634	919	1
3_MACS_peak_31111_lociStitched	chr7	150100203	150113287	3	7538	26093.4212	920	1
2_MACS_peak_33535_lociStitched	chr9	73026576	73036688	2	7736	25131.3536	921	1
2_MACS_peak_15625_lociStitched	chr19	7980316	7991605	2	7811	24730.8123	923	1
3_MACS_peak_21596_lociStitched	chr22	50322785	50331366	3	7768	24891.7648	924	1
3_MACS_peak_35689_lociStitched	chrX	153616053	153629018	3	8009	23562.591	928	1
1_MACS_peak_34033_lociStitched	chr9	117349043	117356657	1	7615	25498.5246	930	1
3_MACS_peak_3898_lociStitched	chr10	37773734	37786119	3	8311	21823.6085	931	1
2_MACS_peak_8151_lociStitched	chr12	113414329	113427323	2	7826	24432.6182	932	1
2_MACS_peak_22960_lociStitched	chr3	124501695	124511679	2	8728	19101.3888	933	1
1_MACS_peak_15418_lociStitched	chr19	2234685	2242199	1	7515	25836.1376	935	1
3_MACS_peak_33720_lociStitched	chr9	93312763	93323368	3	8346	21506.94	936	1
3_MACS_peak_27959_lociStitched	chr6	33279557	33292217	3	8411	20845.956	941	1
4_MACS_peak_16216_lociStitched	chr19	36230671	36240541	4	8189	21962.724	945	1
2_MACS_peak_26504_lociStitched	chr5	118357685	118370204	2	7570	25140.6558	947	1
1_MACS_peak_32814_lociStitched	chr8	134579223	134586595	1	7373	25984.0884	949	1
1_MACS_peak_26291_lociStitched	chr5	90673603	90681081	1	7479	25485.7718	950	1
2_MACS_peak_11153_lociStitched	chr15	75491285	75502878	2	7632	24725.5504	951	1
3_MACS_peak_33604_lociStitched	chr9	82179650	82189280	3	8525	19656.756	952	1
2_MACS_peak_11065_lociStitched	chr15	72518102	72530512	2	8620	18941.383	954	1
2_MACS_peak_15913_lociStitched	chr19	16221569	16231888	2	8558	19205.7228	959	1
1_MACS_peak_23306_lociStitched	chr3	150476777	150485042	1	8266	21008.8035	962	1
4_MACS_peak_16683_lociStitched	chr19	50369595	50382361	4	8089	22013.6904	963	1
2_MACS_peak_28157_lociStitched	chr6	43593571	43604883	2	8071	22019.9392	965	1
1_MACS_peak_29066_lociStitched	chr6	139690357	139698092	1	7736	23741.809	969	1
1_MACS_peak_6608_lociStitched	chr11	122613303	122621430	1	8128	21586.9374	970	1
2_MACS_peak_2284_lociStitched	chr1	165697820	165711283	2	8032	22106.246	974	1
1_MACS_peak_7355_lociStitched	chr12	49758970	49765961	1	6992	26913.2527	980	1
2_MACS_peak_25500_lociStitched	chr5	1487623	1500392	2	8080	21585.9945	983	1
2_MACS_peak_2057_lociStitched	chr1	155980972	155991467	2	7998	22053.1435	984	1
2_MACS_peak_4358_lociStitched	chr10	90143999	90152811	2	8298	20178.5988	985	1
2_MACS_peak_1776_lociStitched	chr1	145469233	145480395	2	8139	21151.99	986	1
1_MACS_peak_5148_lociStitched	chr11	8703110	8711542	1	8433	19277.2384	987	1
2_MACS_peak_34240_lociStitched	chr9	130828448	130836677	2	8224	20560.9794	990	1
1_MACS_peak_19230_lociStitched	chr2	216973050	216980800	1	7751	23232.175	991	1
1_MACS_peak_22901_lociStitched	chr3	121510404	121518387	1	7984	21910.1418	993	1
2_MACS_peak_15026_lociStitched	chr18	47012107	47020668	2	8469	18826.4951	994	1
2_MACS_peak_27652_lociStitched	chr6	21586795	21597692	2	7407	24793.9441	995	1
2_MACS_peak_19523_lociStitched	chr2	241517571	241528207	2	7905	22262.2116	996	1
2_MACS_peak_5806_lociStitched	chr11	65148252	65157699	2	8213	20397.9624	997	1
2_MACS_peak_11793_lociStitched	chr16	9164868	9174051	2	8525	18117.1407	999	1
1_MACS_peak_380_lociStitched	chr1	21615653	21623774	1	8122	20721.5436	1004	1
2_MACS_peak_1998_lociStitched	chr1	154574434	154582640	2	8169	20396.013	1005	1
1_MACS_peak_20285_lociStitched	chr20	49567915	49576088	1	8174	20348.3181	1006	1
2_MACS_peak_25411_lociStitched	chr4	186391567	186404557	2	8379	18964.101	1007	1
1_MACS_peak_4837_lociStitched	chr10	125155794	125163652	1	7859	22018.116	1010	1
1_MACS_peak_22101_lociStitched	chr3	45634121	45642188	1	8068	20785.4322	1012	1
2_MACS_peak_3095_lociStitched	chr1	226919086	226928585	2	7660	23017.0269	1013	1
2_MACS_peak_19467_lociStitched	chr2	236402168	236412304	2	8264	19402.3312	1015	1
1_MACS_peak_21373_lociStitched	chr22	39145854	39153770	1	7917	21521.2292	1016	1
2_MACS_peak_23053_lociStitched	chr3	128994700	129003536	2	8247	19491.3324	1018	1
1_MACS_peak_22791_lociStitched	chr3	111804420	111812586	1	8167	19873.5942	1020	1
2_MACS_peak_331_lociStitched	chr1	17221283	17233185	2	7006	25853.5244	1021	1
3_MACS_peak_35466_lociStitched	chrX	129298190	129310940	3	8264	19202.775	1023	1
1_MACS_peak_24634_lociStitched	chr4	87854874	87862871	1	7998	20789.0012	1026	1
3_MACS_peak_34034_lociStitched	chr9	117372422	117382334	3	7805	21865.872	1027	1
2_MACS_peak_15779_lociStitched	chr19	12713727	12726317	2	7864	21504.979	1028	1
3_MACS_peak_11737_lociStitched	chr16	4555189	4568229	3	7844	21592.936	1029	1
1_MACS_peak_14957_lociStitched	chr18	42336058	42343071	1	7014	25645.1384	1030	1
3_MACS_peak_7581_lociStitched	chr12	58225048	58241319	3	8094	20049.1262	1032	1
1_MACS_peak_12772_lociStitched	chr16	81684551	81692230	1	7680	22375.8381	1033	1
2_MACS_peak_31437_lociStitched	chr8	17779312	17787104	2	7718	22102.7872	1036	1
1_MACS_peak_2854_lociStitched	chr1	207992783	208000307	1	7525	23100.9372	1037	1
1_MACS_peak_25472_lociStitched	chr5	217093	225094	1	8002	20314.539	1040	1
2_MACS_peak_27860_lociStitched	chr6	30474539	30485231	2	7492	23079.7512	1044	1
3_MACS_peak_29941_lociStitched	chr7	45065060	45077016	3	8087	19678.3804	1045	1
1_MACS_peak_12890_lociStitched	chr16	88617426	88624755	1	7330	23754.7548	1048	1
2_MACS_peak_21555_lociStitched	chr22	46447487	46455376	2	7427	23071.3805	1050	1
3_MACS_peak_19254_lociStitched	chr2	219259800	219272580	3	7733	21325.986	1053	1
2_MACS_peak_6441_lociStitched	chr11	113050406	113062524	2	8233	18121.2572	1054	1
2_MACS_peak_29601_lociStitched	chr7	22600270	22610435	2	7445	22557.1515	1058	1
1_MACS_peak_31789_lociStitched	chr8	42944361	42951682	1	7322	23004.7783	1060	1
2_MACS_peak_1748_lociStitched	chr1	143991626	144002385	2	8046	18854.0716	1061	1
2_MACS_peak_14530_lociStitched	chr17	79476205	79487126	2	7897	19787.7599	1062	1
1_MACS_peak_11472_lociStitched	chr15	93442777	93450588	1	7812	20195.3405	1066	1
2_MACS_peak_21872_lociStitched	chr3	23846848	23855007	2	8041	18668.6079	1067	1
3_MACS_peak_12375_lociStitched	chr16	53123597	53135023	3	7957	18984.299	1076	1
3_MACS_peak_15741_lociStitched	chr19	11484219	11493736	3	7870	19519.367	1077	1
1_MACS_peak_32810_lociStitched	chr8	134508367	134516053	1	7687	20546.9838	1078	1
2_MACS_peak_11627_lociStitched	chr16	1820373	1833916	2	7684	20460.7644	1082	1
3_MACS_peak_10325_lociStitched	chr15	22540020	22553788	3	7791	19799.7608	1084	1
1_MACS_peak_28693_lociStitched	chr6	106439510	106447230	1	7721	20149.972	1085	1
4_MACS_peak_5700_lociStitched	chr11	62431574	62449026	4	7930	18657.9332	1092	1
2_MACS_peak_25552_lociStitched	chr5	6445544	6454349	2	7725	19811.25	1098	1
2_MACS_peak_2174_lociStitched	chr1	160591140	160603389	2	7677	20009.9664	1102	1
1_MACS_peak_32730_lociStitched	chr8	128745809	128753504	1	7696	19862.334	1103	1
1_MACS_peak_18255_lociStitched	chr2	114642952	114650342	1	7391	21554.413	1104	1
1_MACS_peak_13311_lociStitched	chr17	18085068	18092105	1	7038	23167.2114	1106	1
