#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch
4_MACS_peak_34775_lociStitched	chrX	39712202	39730256	4	10110	15963.3468	612	1
1_MACS_peak_16343_lociStitched	chr19	40645274	40655381	1	10108	41700.4713	613	1
3_MACS_peak_10759_lociStitched	chr15	51166057	51178963	3	10103	12403.9566	614	1
4_MACS_peak_13167_lociStitched	chr17	8088631	8104227	4	10103	20815.9812	615	1
1_MACS_peak_32226_lociStitched	chr8	88438061	88448158	1	10098	10218.164	616	1
5_MACS_peak_11696_lociStitched	chr16	3199177	3224851	5	10092	15704.7858	617	1
1_MACS_peak_2820_lociStitched	chr1	206729585	206739669	1	10085	42267.086	618	1
4_MACS_peak_2840_lociStitched	chr1	206975600	206992144	4	10075	14171.5904	619	1
2_MACS_peak_25768_lociStitched	chr5	36070068	36080160	2	10072	15300.4812	620	1
2_MACS_peak_25062_lociStitched	chr4	144273113	144283224	2	10053	19795.3158	621	1
2_MACS_peak_16641_lociStitched	chr19	49457349	49472288	2	10053	45299.5297	622	1
4_MACS_peak_2395_lociStitched	chr1	174926673	174942051	4	10045	11310.519	623	1
5_MACS_peak_3794_lociStitched	chr10	29916011	29937071	5	10042	11010.168	624	1
3_MACS_peak_4678_lociStitched	chr10	112103880	112119839	3	10033	38860.165	625	1
2_MACS_peak_32392_lociStitched	chr8	101440363	101452017	2	10028	21413.0596	626	1
2_MACS_peak_18745_lociStitched	chr2	173414571	173428254	2	10021	28316.9685	627	1
4_MACS_peak_21955_lociStitched	chr3	32461422	32476231	4	9989	20840.7057	628	1
5_MACS_peak_7573_lociStitched	chr12	58134020	58150380	5	9988	18092.524	629	1
3_MACS_peak_1981_lociStitched	chr1	154166134	154183764	3	9987	21538.571	630	1
3_MACS_peak_1000_lociStitched	chr1	52032198	52045128	3	9980	25746.216	631	1
2_MACS_peak_17826_lociStitched	chr2	74424970	74435070	2	9973	21323.12	632	1
3_MACS_peak_9371_lociStitched	chr14	24604485	24618100	3	9968	20768.321	633	1
2_MACS_peak_35368_lociStitched	chrX	118815177	118828041	2	9960	22735.8336	634	1
3_MACS_peak_6437_lociStitched	chr11	112868629	112886520	3	9954	18953.7254	635	1
1_MACS_peak_8816_lociStitched	chr13	50648475	50658414	1	9940	19199.1663	636	1
2_MACS_peak_13297_lociStitched	chr17	17793999	17805533	2	9936	26193.714	637	1
3_MACS_peak_28468_lociStitched	chr6	80309079	80326568	3	9891	14514.1211	638	1
2_MACS_peak_9307_lociStitched	chr14	21728549	21738767	2	9886	16890.354	639	1
3_MACS_peak_28760_lociStitched	chr6	109404025	109417953	3	9871	15319.4072	640	1
3_MACS_peak_33699_lociStitched	chr9	91924347	91936046	3	9870	19532.6504	641	1
2_MACS_peak_33150_lociStitched	chr9	20416396	20429532	2	9860	19626.4976	642	1
2_MACS_peak_33501_lociStitched	chr9	70486750	70498369	2	9856	27086.2128	643	1
3_MACS_peak_18243_lociStitched	chr2	114187298	114199115	3	9854	24423.3756	644	1
2_MACS_peak_33171_lociStitched	chr9	21986111	21997129	2	9837	23164.2432	645	1
4_MACS_peak_31362_lociStitched	chr8	11414828	11430752	4	9836	20155.0068	646	1
1_MACS_peak_13756_lociStitched	chr17	40824961	40834781	1	9821	55245.356	647	1
4_MACS_peak_32430_lociStitched	chr8	102913879	102925783	4	9809	22749.7344	648	1
2_MACS_peak_21932_lociStitched	chr3	30680190	30690136	2	9803	14093.482	649	1
3_MACS_peak_32982_lociStitched	chr9	613534	629993	3	9797	32634.9052	650	1
4_MACS_peak_4734_lociStitched	chr10	115707055	115727039	4	9794	14528.368	651	1
2_MACS_peak_31635_lociStitched	chr8	29486963	29500809	2	9791	18251.7972	652	1
2_MACS_peak_5837_lociStitched	chr11	65654648	65668504	2	9785	27627.4784	653	1
3_MACS_peak_11785_lociStitched	chr16	9037733	9058784	3	9782	19110.0978	654	1
5_MACS_peak_19834_lociStitched	chr20	30272260	30297295	5	9781	14202.3555	655	1
2_MACS_peak_1582_lociStitched	chr1	112134682	112147907	2	9770	18476.6475	656	1
2_MACS_peak_27566_lociStitched	chr6	15244723	15257600	2	9765	19169.9899	657	1
3_MACS_peak_20635_lociStitched	chr21	30436203	30453107	3	9764	15347.1416	658	1
1_MACS_peak_25719_lociStitched	chr5	32275839	32285600	1	9762	23019.3663	659	1
3_MACS_peak_22385_lociStitched	chr3	58404128	58420458	3	9761	20464.756	660	1
4_MACS_peak_10074_lociStitched	chr14	94474739	94493963	4	9756	17445.78	661	1
1_MACS_peak_34309_lociStitched	chr9	132646065	132655819	1	9755	41817.3488	662	1
3_MACS_peak_27225_lociStitched	chr5	173163295	173177972	3	9755	27092.2743	663	1
2_MACS_peak_19383_lociStitched	chr2	231729000	231739409	2	9730	21000.1575	664	1
4_MACS_peak_21069_lociStitched	chr22	23470126	23485006	4	9725	29059.152	665	1
4_MACS_peak_20502_lociStitched	chr20	62599410	62613586	4	9703	22597.9616	666	1
1_MACS_peak_24164_lociStitched	chr4	24115844	24125545	1	9702	39653.8076	667	1
2_MACS_peak_890_lociStitched	chr1	44296001	44305769	2	9700	36391.6608	668	1
3_MACS_peak_6682_lociStitched	chr11	126600938	126616955	3	9691	17601.0813	669	1
3_MACS_peak_13751_lociStitched	chr17	40758675	40773056	3	9690	29916.7943	670	1
3_MACS_peak_1866_lociStitched	chr1	149897513	149912679	3	9690	26454.0538	671	1
2_MACS_peak_18500_lociStitched	chr2	148044781	148058274	2	9687	18552.875	672	1
1_MACS_peak_28052_lociStitched	chr6	36559122	36568794	1	9673	23519.4024	673	1
2_MACS_peak_25578_lociStitched	chr5	7868126	7879534	2	9670	20851.5424	674	1
2_MACS_peak_6147_lociStitched	chr11	82771565	82785073	2	9670	28492.4244	675	1
3_MACS_peak_4965_lociStitched	chr10	135201186	135215911	3	9670	25665.675	676	1
2_MACS_peak_5420_lociStitched	chr11	34804272	34814324	2	9668	16806.944	677	1
1_MACS_peak_28197_lociStitched	chr6	45162228	45171881	1	9654	20018.3914	678	1
1_MACS_peak_27481_lociStitched	chr6	7958385	7968037	1	9653	32189.42	679	1
2_MACS_peak_24308_lociStitched	chr4	40622649	40634454	2	9637	21404.826	680	1
3_MACS_peak_7517_lociStitched	chr12	56509031	56524003	3	9637	19185.1208	681	1
1_MACS_peak_2403_lociStitched	chr1	175068590	175078224	1	9635	14197.6258	682	1
1_MACS_peak_8797_lociStitched	chr13	49548842	49558467	1	9626	31022.3375	683	1
3_MACS_peak_27952_lociStitched	chr6	33166718	33177312	3	9623	21093.7134	684	1
2_MACS_peak_14525_lociStitched	chr17	79360404	79374355	2	9621	23118.2021	685	1
2_MACS_peak_1384_lociStitched	chr1	92947290	92961592	2	9615	24618.0326	686	1
4_MACS_peak_5632_lociStitched	chr11	59316107	59334201	4	9608	13440.2232	687	1
2_MACS_peak_1986_lociStitched	chr1	154296395	154308364	2	9607	76042.6477	688	1
3_MACS_peak_21672_lociStitched	chr3	5018591	5029408	3	9601	18325.0797	689	1
3_MACS_peak_34429_lociStitched	chr9	139292918	139306372	3	9593	19217.6936	690	1
1_MACS_peak_3688_lociStitched	chr10	22538807	22548392	1	9586	23050.9665	691	1
2_MACS_peak_27693_lociStitched	chr6	25403145	25415417	2	9576	20517.5568	692	1
5_MACS_peak_34730_lociStitched	chrX	30578630	30597107	5	9574	10773.9387	693	1
3_MACS_peak_1562_lociStitched	chr1	111325386	111338169	3	9566	26182.1406	694	1
2_MACS_peak_18629_lociStitched	chr2	161549938	161564194	2	9564	23151.744	695	1
3_MACS_peak_8233_lociStitched	chr12	120547209	120560790	3	9553	21976.7742	696	1
4_MACS_peak_17833_lociStitched	chr2	74681362	74700714	4	9550	17472.9208	697	1
3_MACS_peak_6969_lociStitched	chr12	10292774	10306607	3	9549	10762.074	698	1
1_MACS_peak_11242_lociStitched	chr15	81585667	81595208	1	9542	12774.4449	699	1
4_MACS_peak_23818_lociStitched	chr3	197019364	197037848	4	9533	21524.618	700	1
2_MACS_peak_20408_lociStitched	chr20	57460782	57471328	2	9531	35218.367	701	1
4_MACS_peak_2547_lociStitched	chr1	184652680	184665976	4	9528	16092.1488	702	1
2_MACS_peak_2001_lociStitched	chr1	154755839	154766283	2	9526	24757.502	703	1
1_MACS_peak_27122_lociStitched	chr5	160168836	160178347	1	9512	20536.1512	704	1
1_MACS_peak_25494_lociStitched	chr5	1310909	1320417	1	9509	51911.7784	705	1
4_MACS_peak_2879_lociStitched	chr1	209920511	209932790	4	9506	21054.8013	706	1
3_MACS_peak_5900_lociStitched	chr11	67029868	67047150	3	9494	29557.4046	707	1
1_MACS_peak_28700_lociStitched	chr6	106609830	106619320	1	9491	52656.214	708	1
4_MACS_peak_8277_lociStitched	chr12	121725743	121738825	4	9490	19233.1564	709	1
1_MACS_peak_25806_lociStitched	chr5	39071507	39080992	1	9486	32133.283	710	1
3_MACS_peak_2069_lociStitched	chr1	156181841	156198984	3	9477	54974.1724	711	1
1_MACS_peak_29665_lociStitched	chr7	26002255	26011722	1	9468	38702.9894	712	1
4_MACS_peak_7927_lociStitched	chr12	96883131	96901948	4	9453	14948.2248	713	1
4_MACS_peak_30649_lociStitched	chr7	104938035	104952336	4	9444	18588.4398	714	1
1_MACS_peak_5437_lociStitched	chr11	35159968	35169401	1	9434	30096.9298	715	1
1_MACS_peak_2143_lociStitched	chr1	158977966	158987395	1	9430	50287.6857	716	1
3_MACS_peak_8109_lociStitched	chr12	111164453	111181572	3	9427	14426.1813	717	1
2_MACS_peak_20467_lociStitched	chr20	61424571	61439854	2	9426	34836.0702	718	1
1_MACS_peak_12638_lociStitched	chr16	70554287	70563709	1	9423	21247.5522	719	1
2_MACS_peak_10481_lociStitched	chr15	31546899	31561073	2	9418	35374.0518	720	1
3_MACS_peak_32885_lociStitched	chr8	144099093	144110476	3	9417	31052.824	721	1
1_MACS_peak_27356_lociStitched	chr5	180667017	180676427	1	9411	26099.576	722	1
3_MACS_peak_19894_lociStitched	chr20	32250392	32263192	3	9407	27959.04	723	1
5_MACS_peak_15716_lociStitched	chr19	10974780	10990981	5	9400	19510.8643	724	1
3_MACS_peak_24064_lociStitched	chr4	12722839	12738350	3	9392	16047.6806	725	1
2_MACS_peak_13803_lociStitched	chr17	42287012	42300121	2	9386	36533.4721	726	1
1_MACS_peak_32603_lociStitched	chr8	119572819	119582196	1	9378	44242.5614	727	1
2_MACS_peak_32309_lociStitched	chr8	95953473	95963566	2	9372	18838.5845	728	1
2_MACS_peak_26509_lociStitched	chr5	118603394	118613455	2	9367	14080.3695	729	1
2_MACS_peak_33806_lociStitched	chr9	98267208	98279759	2	9363	32017.601	730	1
1_MACS_peak_13678_lociStitched	chr17	38015854	38025212	1	9359	45320.794	731	1
2_MACS_peak_13676_lociStitched	chr17	37997698	38009576	2	9349	12431.5148	732	1
1_MACS_peak_16484_lociStitched	chr19	45249869	45259198	1	9330	28939.4909	733	1
3_MACS_peak_14641_lociStitched	chr18	3245739	3263490	3	9321	21789.3525	734	1
3_MACS_peak_27717_lociStitched	chr6	26214661	26225317	3	9314	19009.2384	735	1
4_MACS_peak_29755_lociStitched	chr7	32528975	32547181	4	9303	14146.062	736	1
4_MACS_peak_5688_lociStitched	chr11	62312044	62328638	4	9291	19662.2306	737	1
2_MACS_peak_29426_lociStitched	chr7	2438173	2448101	2	9281	20607.5496	738	1
1_MACS_peak_25080_lociStitched	chr4	146401434	146410713	1	9280	17362.8648	739	1
2_MACS_peak_26794_lociStitched	chr5	139718284	139727667	2	9277	19541.9741	740	1
2_MACS_peak_30985_lociStitched	chr7	139466180	139478612	2	9270	21268.6656	741	1
2_MACS_peak_31633_lociStitched	chr8	29465607	29475014	2	9263	14771.8121	742	1
3_MACS_peak_21599_lociStitched	chr22	50352694	50364880	3	9261	20778.3486	743	1
5_MACS_peak_5839_lociStitched	chr11	65676092	65697131	5	9258	21529.2087	744	1
2_MACS_peak_25913_lociStitched	chr5	54031145	54042103	2	9248	24194.1682	745	1
2_MACS_peak_33505_lociStitched	chr9	70848879	70860226	2	9248	24240.5961	746	1
2_MACS_peak_8006_lociStitched	chr12	105713326	105727904	2	9247	12958.3842	747	1
3_MACS_peak_20240_lociStitched	chr20	47883163	47897435	3	9245	17040.768	748	1
3_MACS_peak_2087_lociStitched	chr1	156560079	156579169	3	9245	22085.221	749	1
3_MACS_peak_8705_lociStitched	chr13	42488651	42502880	3	9244	11280.7512	750	1
3_MACS_peak_12530_lociStitched	chr16	66906266	66916021	3	9242	12819.0455	751	1
3_MACS_peak_5716_lociStitched	chr11	62618404	62629372	3	9241	17988.6168	752	1
3_MACS_peak_21075_lociStitched	chr22	23516038	23526207	3	9237	17337.1281	753	1
1_MACS_peak_30641_lociStitched	chr7	104650031	104659260	1	9230	36210.9044	754	1
4_MACS_peak_2793_lociStitched	chr1	205242649	205264237	4	9228	27632.64	755	1
2_MACS_peak_33480_lociStitched	chr9	69259270	69270565	2	9226	23685.615	756	1
1_MACS_peak_11408_lociStitched	chr15	90637499	90646721	1	9223	31370.4774	757	1
2_MACS_peak_13116_lociStitched	chr17	7136370	7147338	2	9217	24738.324	758	1
4_MACS_peak_26853_lociStitched	chr5	141695013	141706008	4	9216	14838.852	759	1
3_MACS_peak_22314_lociStitched	chr3	53134771	53148355	3	9213	21197.832	760	1
4_MACS_peak_27600_lociStitched	chr6	16727774	16742358	4	9213	13586.4544	761	1
2_MACS_peak_25554_lociStitched	chr5	6478837	6488540	2	9212	24760.1154	762	1
4_MACS_peak_711_lociStitched	chr1	36613928	36627294	4	9198	22172.8574	763	1
5_MACS_peak_21329_lociStitched	chr22	38023061	38039964	5	9197	10655.6512	764	1
2_MACS_peak_13157_lociStitched	chr17	8021260	8030698	2	9187	15328.2558	765	1
2_MACS_peak_3490_lociStitched	chr10	6961624	6973562	2	9187	32523.8872	766	1
1_MACS_peak_29255_lociStitched	chr6	157166227	157175412	1	9186	13225.4815	767	1
4_MACS_peak_30283_lociStitched	chr7	76008237	76027607	4	9180	19356.441	768	1
2_MACS_peak_23480_lociStitched	chr3	169887543	169900321	2	9178	20052.5154	769	1
2_MACS_peak_32972_lociStitched	chr9	175599	187058	2	9158	23029.1523	770	1
3_MACS_peak_33967_lociStitched	chr9	112809784	112828920	3	9152	19937.7984	771	1
5_MACS_peak_22319_lociStitched	chr3	53194111	53209612	5	9150	12613.1637	772	1
2_MACS_peak_16508_lociStitched	chr19	45921516	45932761	2	9143	18594.732	773	1
2_MACS_peak_32717_lociStitched	chr8	126647768	126661206	2	9140	18798.4182	774	1
1_MACS_peak_29677_lociStitched	chr7	26236123	26245257	1	9135	25508.5218	775	1
3_MACS_peak_27569_lociStitched	chr6	15293341	15307267	3	9129	10514.13	776	1
1_MACS_peak_34784_lociStitched	chrX	40028060	40037185	1	9126	32410.175	777	1
4_MACS_peak_32942_lociStitched	chr8	145686407	145705227	4	9121	12451.312	778	1
1_MACS_peak_6475_lociStitched	chr11	115057591	115066709	1	9119	41349.2182	779	1
3_MACS_peak_4617_lociStitched	chr10	105667136	105679143	3	9118	15840.8351	780	1
2_MACS_peak_32347_lociStitched	chr8	98606797	98616131	2	9114	29627.0494	781	1
3_MACS_peak_2192_lociStitched	chr1	161029128	161041371	3	9114	27344.7405	782	1
2_MACS_peak_35170_lociStitched	chrX	81371367	81384158	2	9114	16542.6003	783	1
4_MACS_peak_25400_lociStitched	chr4	186176194	186189736	4	9114	7851.6516	784	1
6_MACS_peak_6552_lociStitched	chr11	119226848	119242705	6	9112	10410.1205	785	1
2_MACS_peak_28465_lociStitched	chr6	80245627	80256605	2	9109	19359.703	786	1
3_MACS_peak_11032_lociStitched	chr15	70385673	70396316	3	9108	24909.9415	787	1
3_MACS_peak_34597_lociStitched	chrX	12992091	13005277	3	9108	16228.0102	788	1
2_MACS_peak_6027_lociStitched	chr11	72979596	72992061	2	9103	32411.493	789	1
2_MACS_peak_11569_lociStitched	chr15	102180029	102193716	2	9099	16454.5114	790	1
3_MACS_peak_10527_lociStitched	chr15	34619116	34635649	3	9078	16855.3935	791	1
2_MACS_peak_5438_lociStitched	chr11	35183770	35196461	2	9068	26637.1399	792	1
1_MACS_peak_17936_lociStitched	chr2	86220182	86229246	1	9065	49815.744	793	1
3_MACS_peak_29662_lociStitched	chr7	25979844	25994224	3	9064	34516.314	794	1
3_MACS_peak_20104_lociStitched	chr20	42306952	42320982	3	9060	31616.605	795	1
4_MACS_peak_19404_lociStitched	chr2	232534682	232552854	4	9054	22089.8832	796	1
3_MACS_peak_14726_lociStitched	chr18	11573942	11588328	3	9049	14242.14	797	1
2_MACS_peak_32850_lociStitched	chr8	141597859	141609326	2	9044	20200.2672	798	1
3_MACS_peak_6896_lociStitched	chr12	6711847	6724088	3	9044	14728.3712	799	1
4_MACS_peak_7446_lociStitched	chr12	53763886	53777645	4	9043	20074.381	800	1
3_MACS_peak_19933_lociStitched	chr20	33101839	33111749	3	9037	24888.965	801	1
2_MACS_peak_32792_lociStitched	chr8	134078602	134089866	2	9035	15107.2768	802	1
5_MACS_peak_1521_lociStitched	chr1	110176362	110199570	5	9013	12581.0568	803	1
4_MACS_peak_29164_lociStitched	chr6	148778268	148795374	4	9008	22046.2128	804	1
4_MACS_peak_13315_lociStitched	chr17	18216680	18237067	4	9000	12558.392	805	1
3_MACS_peak_31009_lociStitched	chr7	141250089	141263314	3	8999	15795.94	806	1
2_MACS_peak_21889_lociStitched	chr3	25821533	25832679	2	8996	15093.9132	807	1
3_MACS_peak_2319_lociStitched	chr1	167674847	167693023	3	8993	25924.4288	808	1
4_MACS_peak_11113_lociStitched	chr15	74906378	74924415	4	8991	17225.335	809	1
2_MACS_peak_5714_lociStitched	chr11	62597804	62610798	2	8987	26914.4722	810	1
2_MACS_peak_4136_lociStitched	chr10	73484221	73497032	2	8986	39144.0105	811	1
4_MACS_peak_479_lociStitched	chr1	25557981	25574962	4	8985	13518.5741	812	1
2_MACS_peak_20690_lociStitched	chr21	34696065	34705915	2	8984	23609.465	813	1
1_MACS_peak_28060_lociStitched	chr6	36718343	36727318	1	8976	42334.1775	814	1
3_MACS_peak_19096_lociStitched	chr2	203123770	203135966	3	8973	15329.1524	815	1
2_MACS_peak_14449_lociStitched	chr17	76163902	76173444	2	8972	27393.1736	816	1
1_MACS_peak_16459_lociStitched	chr19	44280968	44289925	1	8958	32188.7709	817	1
5_MACS_peak_32954_lociStitched	chr8	146010652	146030890	5	8957	12401.8464	818	1
1_MACS_peak_7972_lociStitched	chr12	102871130	102880079	1	8950	16629.9267	819	1
3_MACS_peak_1165_lociStitched	chr1	66736868	66749735	3	8937	9093.1089	820	1
4_MACS_peak_10042_lociStitched	chr14	93042994	93054410	4	8934	9120.2424	821	1
3_MACS_peak_9172_lociStitched	chr13	103243408	103255230	3	8932	15882.857	822	1
3_MACS_peak_10793_lociStitched	chr15	52965863	52977017	3	8931	20764.2864	823	1
3_MACS_peak_7670_lociStitched	chr12	68752243	68770503	3	8931	24829.948	824	1
2_MACS_peak_2270_lociStitched	chr1	164685471	164695473	2	8929	18663.732	825	1
2_MACS_peak_9290_lociStitched	chr14	20955470	20968311	2	8917	18986.7026	826	1
3_MACS_peak_15803_lociStitched	chr19	13042925	13058416	3	8902	22554.896	827	1
2_MACS_peak_3958_lociStitched	chr10	45949740	45961965	2	8898	17167.5675	828	1
3_MACS_peak_11596_lociStitched	chr16	684795	700620	3	8895	18682.995	829	1
1_MACS_peak_4562_lociStitched	chr10	103872774	103881666	1	8893	25092.3348	830	1
1_MACS_peak_34264_lociStitched	chr9	131445219	131454100	1	8882	35251.3533	831	1
2_MACS_peak_26335_lociStitched	chr5	95285116	95298415	2	8879	19367.3337	832	1
3_MACS_peak_28321_lociStitched	chr6	56673049	56682647	3	8871	15906.7654	833	1
2_MACS_peak_30216_lociStitched	chr7	74063101	74076881	2	8863	25408.942	834	1
1_MACS_peak_1775_lociStitched	chr1	145449215	145458075	1	8861	33535.1	835	1
3_MACS_peak_13021_lociStitched	chr17	2294704	2306339	3	8856	17170.933	836	1
3_MACS_peak_23886_lociStitched	chr4	1711820	1725230	3	8840	18961.74	837	1
3_MACS_peak_1809_lociStitched	chr1	147070508	147084355	3	8840	21046.0553	838	1
2_MACS_peak_6579_lociStitched	chr11	120571564	120582697	2	8837	35946.2304	839	1
3_MACS_peak_12863_lociStitched	chr16	87415589	87428316	3	8831	17110.1788	840	1
5_MACS_peak_13160_lociStitched	chr17	8053373	8067059	5	8830	18820.9872	841	1
3_MACS_peak_19902_lociStitched	chr20	32357508	32369183	3	8828	15663.18	842	1
1_MACS_peak_3076_lociStitched	chr1	226308520	226317334	1	8815	29743.7244	843	1
4_MACS_peak_13955_lociStitched	chr17	47463375	47475963	4	8813	26147.7936	844	1
2_MACS_peak_10970_lociStitched	chr15	66789001	66798733	2	8809	17130.2664	845	1
5_MACS_peak_33336_lociStitched	chr9	36135923	36152733	5	8809	12585.647	846	1
1_MACS_peak_21968_lociStitched	chr3	32922919	32931725	1	8807	15864.009	847	1
2_MACS_peak_32640_lociStitched	chr8	123139056	123148550	2	8805	16947.7394	848	1
3_MACS_peak_35697_lociStitched	chrX	153706312	153720150	3	8796	19407.795	849	1
4_MACS_peak_35685_lociStitched	chrX	153596452	153609229	4	8778	13400.5176	850	1
2_MACS_peak_14184_lociStitched	chr17	62490198	62504944	2	8772	19265.649	851	1
3_MACS_peak_30255_lociStitched	chr7	75193782	75206762	3	8763	12555.554	852	1
2_MACS_peak_10817_lociStitched	chr15	55692952	55701750	2	8757	19608.1026	853	1
4_MACS_peak_7627_lociStitched	chr12	65059163	65073955	4	8741	15867.3784	854	1
2_MACS_peak_20029_lociStitched	chr20	36851023	36859933	2	8736	12792.087	855	1
1_MACS_peak_17949_lociStitched	chr2	86842975	86851705	1	8731	21631.194	856	1
2_MACS_peak_22960_lociStitched	chr3	124501695	124511679	2	8728	19101.3888	857	1
1_MACS_peak_34789_lociStitched	chrX	40171321	40180047	1	8727	19510.4634	858	1
1_MACS_peak_6527_lociStitched	chr11	118559970	118568696	1	8727	22164.9126	859	1
1_MACS_peak_25147_lociStitched	chr4	153451331	153460053	1	8723	20978.1544	860	1
2_MACS_peak_12657_lociStitched	chr16	71876020	71888562	2	8716	17595.1718	861	1
1_MACS_peak_33675_lociStitched	chr9	88961732	88970445	1	8714	27104.4004	862	1
2_MACS_peak_17045_lociStitched	chr2	10259589	10268933	2	8705	17441.5104	863	1
4_MACS_peak_30906_lociStitched	chr7	130901011	130917834	4	8702	14264.2217	864	1
4_MACS_peak_1784_lociStitched	chr1	145605694	145622551	4	8698	15970.3218	865	1
1_MACS_peak_28562_lociStitched	chr6	89975768	89984461	1	8694	34931.0819	866	1
4_MACS_peak_27011_lociStitched	chr5	151119667	151139084	4	8680	13022.9819	867	1
3_MACS_peak_31155_lociStitched	chr7	152358159	152374139	3	8676	13405.622	868	1
3_MACS_peak_4185_lociStitched	chr10	75531317	75546680	3	8673	15469.0047	869	1
1_MACS_peak_34124_lociStitched	chr9	126027411	126036082	1	8672	22406.7311	870	1
3_MACS_peak_14369_lociStitched	chr17	73859689	73875761	3	8672	26391.8312	871	1
2_MACS_peak_2399_lociStitched	chr1	174957051	174971542	2	8669	25665.0101	872	1
3_MACS_peak_1778_lociStitched	chr1	145500561	145517763	3	8667	30007.1688	873	1
3_MACS_peak_14508_lociStitched	chr17	78228137	78239015	3	8664	12739.2258	874	1
2_MACS_peak_28767_lociStitched	chr6	109774597	109783863	2	8662	23298.4304	875	1
2_MACS_peak_14698_lociStitched	chr18	9135127	9148214	2	8658	21304.3273	876	1
1_MACS_peak_18948_lociStitched	chr2	191744222	191752867	1	8646	26047.385	877	1
3_MACS_peak_1903_lociStitched	chr1	151019650	151032927	3	8644	21731.7936	878	1
2_MACS_peak_3678_lociStitched	chr10	22173551	22185618	2	8637	13155.4434	879	1
3_MACS_peak_5529_lociStitched	chr11	46136991	46149452	3	8627	21731.984	880	1
1_MACS_peak_12733_lociStitched	chr16	79628497	79637116	1	8620	29361.4854	881	1
2_MACS_peak_11065_lociStitched	chr15	72518102	72530512	2	8620	18941.383	882	1
1_MACS_peak_27914_lociStitched	chr6	31756118	31764731	1	8614	30995.6031	883	1
1_MACS_peak_31616_lociStitched	chr8	29083339	29091950	1	8612	36994.5782	884	1
1_MACS_peak_177_lociStitched	chr1	8931840	8940448	1	8609	16134.8352	885	1
1_MACS_peak_24125_lociStitched	chr4	18244337	18252943	1	8607	17893.5952	886	1
2_MACS_peak_16624_lociStitched	chr19	49135778	49150260	2	8605	21376.8802	887	1
1_MACS_peak_2671_lociStitched	chr1	197739999	197748602	1	8604	27305.922	888	1
3_MACS_peak_29386_lociStitched	chr7	20506	34905	3	8604	11526.3995	889	1
3_MACS_peak_11959_lociStitched	chr16	17554822	17571433	3	8603	13164.2175	890	1
2_MACS_peak_26377_lociStitched	chr5	100182329	100194181	2	8599	20469.5892	891	1
1_MACS_peak_32000_lociStitched	chr8	66857650	66866246	1	8597	22690.8612	892	1
2_MACS_peak_31564_lociStitched	chr8	26428255	26438001	2	8593	28075.3022	893	1
2_MACS_peak_28221_lociStitched	chr6	45644637	45656174	2	8588	14214.7377	894	1
1_MACS_peak_2102_lociStitched	chr1	157100872	157109458	1	8587	34783.6032	895	1
4_MACS_peak_32061_lociStitched	chr8	71053166	71073529	4	8585	14665.4326	896	1
2_MACS_peak_12900_lociStitched	chr16	88867658	88879854	2	8578	26220.1804	897	1
5_MACS_peak_24899_lociStitched	chr4	122058288	122078450	5	8570	11653.636	898	1
4_MACS_peak_5504_lociStitched	chr11	45088814	45102752	4	8569	8698.7058	899	1
3_MACS_peak_32027_lociStitched	chr8	67832792	67841561	3	8563	16341.9084	900	1
2_MACS_peak_33725_lociStitched	chr9	93676685	93689560	2	8563	17238.3375	901	1
1_MACS_peak_2815_lociStitched	chr1	206131564	206140124	1	8561	28960.192	902	1
1_MACS_peak_1743_lociStitched	chr1	143911486	143920044	1	8559	30332.9752	903	1
5_MACS_peak_23101_lociStitched	chr3	133159993	133172019	5	8559	9405.5346	904	1
2_MACS_peak_15913_lociStitched	chr19	16221569	16231888	2	8558	19205.7228	905	1
3_MACS_peak_35492_lociStitched	chrX	131613382	131624799	3	8554	17522.8116	906	1
3_MACS_peak_28130_lociStitched	chr6	42737679	42752609	3	8551	26494.778	907	1
3_MACS_peak_16510_lociStitched	chr19	45942043	45955002	3	8528	17790.1152	908	1
1_MACS_peak_14952_lociStitched	chr18	42258282	42266807	1	8526	37901.2975	909	1
2_MACS_peak_595_lociStitched	chr1	28826945	28837940	2	8526	22628.8095	910	1
2_MACS_peak_11793_lociStitched	chr16	9164868	9174051	2	8525	18117.1407	911	1
3_MACS_peak_33604_lociStitched	chr9	82179650	82189280	3	8525	19656.756	912	1
1_MACS_peak_21765_lociStitched	chr3	13050489	13059007	1	8519	21078.6428	913	1
3_MACS_peak_22839_lociStitched	chr3	114856134	114867920	3	8511	13859.1574	914	1
2_MACS_peak_35365_lociStitched	chrX	118757168	118770859	2	8495	12920.1967	915	1
3_MACS_peak_30327_lociStitched	chr7	80454398	80468960	3	8494	9963.3204	916	1
5_MACS_peak_471_lociStitched	chr1	25347577	25359988	5	8489	12562.4142	917	1
4_MACS_peak_4258_lociStitched	chr10	80826206	80844869	4	8484	10182.5328	918	1
1_MACS_peak_1308_lociStitched	chr1	84459279	84467758	1	8480	17585.446	919	1
