REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam
1_MACS_peak_15928_lociStitched	chr19	16581773	16583713	1	1941	2266.8900000000003
1_MACS_peak_16033_lociStitched	chr19	19753173	19755113	1	1941	2862.858
1_MACS_peak_1499_lociStitched	chr1	109418795	109420734	1	1940	2033.0415
2_MACS_peak_4862_lociStitched	chr10	126077271	126079210	2	1926	1998.1395
1_MACS_peak_16247_lociStitched	chr19	37177501	37179440	1	1940	2420.8415
1_MACS_peak_22059_lociStitched	chr3	43179489	43181428	1	1940	1354.0037
1_MACS_peak_22543_lociStitched	chr3	73782228	73784167	1	1940	2252.3424
1_MACS_peak_23737_lociStitched	chr3	192598158	192600097	1	1940	2170.9044
1_MACS_peak_26870_lociStitched	chr5	142224454	142226393	1	1940	2017.1417
1_MACS_peak_27037_lociStitched	chr5	153651930	153653869	1	1940	2629.4779000000003
1_MACS_peak_32556_lociStitched	chr8	115216361	115218300	1	1940	1962.0741
1_MACS_peak_33017_lociStitched	chr9	4035782	4037721	1	1940	1256.2781
1_MACS_peak_1455_lociStitched	chr1	104068070	104070008	1	1939	2433.5466
1_MACS_peak_1839_lociStitched	chr1	148944811	148946749	1	1939	1371.3288
1_MACS_peak_18580_lociStitched	chr2	158048941	158050879	1	1939	1460.8644000000002
2_MACS_peak_21235_lociStitched	chr22	32601125	32603063	2	1023	549.0354
1_MACS_peak_23774_lociStitched	chr3	194979875	194981813	1	1939	2445.756
1_MACS_peak_24409_lociStitched	chr4	56914607	56916545	1	1939	1725.4014
1_MACS_peak_33816_lociStitched	chr9	98898811	98900749	1	1939	2722.3086000000003
1_MACS_peak_7323_lociStitched	chr12	48512367	48514304	1	1938	1801.0226
1_MACS_peak_19995_lociStitched	chr20	35455268	35457205	1	1938	3077.3119
1_MACS_peak_22434_lociStitched	chr3	64007951	64009888	1	1938	2672.6726
1_MACS_peak_22536_lociStitched	chr3	73533182	73535119	1	1938	1822.1359
1_MACS_peak_30395_lociStitched	chr7	89975108	89977045	1	1938	2315.2961
1_MACS_peak_1293_lociStitched	chr1	82617463	82619399	1	1937	1254.9152
1_MACS_peak_2907_lociStitched	chr1	211847722	211849658	1	1937	1833.5856
2_MACS_peak_4767_lociStitched	chr10	118933852	118935788	2	1882	1483.3632
1_MACS_peak_5801_lociStitched	chr11	65081795	65083731	1	1937	1492.8496
1_MACS_peak_9831_lociStitched	chr14	73602616	73604552	1	1937	2801.3920000000003
1_MACS_peak_19055_lociStitched	chr2	201390117	201392053	1	1937	2240.92
1_MACS_peak_24769_lociStitched	chr4	105893788	105895724	1	1937	1255.4959999999999
1_MACS_peak_28592_lociStitched	chr6	91134220	91136156	1	1937	2302.872
1_MACS_peak_29578_lociStitched	chr7	20776808	20778744	1	1937	1883.728
1_MACS_peak_31520_lociStitched	chr8	23145051	23146987	1	1937	2825.2048
1_MACS_peak_34103_lociStitched	chr9	124460860	124462796	1	1937	3274.1632
1_MACS_peak_34508_lociStitched	chrX	986383	988319	1	1937	1347.456
1_MACS_peak_35_lociStitched	chr1	1396875	1398810	1	1936	1501.56
1_MACS_peak_804_lociStitched	chr1	40347763	40349698	1	1936	1861.2765
1_MACS_peak_15968_lociStitched	chr19	17829635	17831570	1	1936	2209.5764999999997
1_MACS_peak_17301_lociStitched	chr2	31439166	31441101	1	1936	1233.369
1_MACS_peak_25019_lociStitched	chr4	139936137	139938072	1	1936	3357.9990000000003
1_MACS_peak_25753_lociStitched	chr5	34929505	34931440	1	1936	3797.4375
1_MACS_peak_26207_lociStitched	chr5	82115949	82117884	1	1936	1529.037
2_MACS_peak_31610_lociStitched	chr8	28479125	28481060	2	1914	1456.6680000000001
1_MACS_peak_34379_lociStitched	chr9	137014924	137016859	1	1936	1332.828
1_MACS_peak_1280_lociStitched	chr1	81357826	81359760	1	1935	1658.5984
1_MACS_peak_6146_lociStitched	chr11	82744116	82746050	1	1935	1343.5498
2_MACS_peak_6272_lociStitched	chr11	97576212	97578146	2	1914	1011.2886000000001
1_MACS_peak_11170_lociStitched	chr15	76195344	76197278	1	1935	3917.1236
1_MACS_peak_11667_lociStitched	chr16	2722301	2724235	1	1935	3136.9480000000003
1_MACS_peak_12361_lociStitched	chr16	50581189	50583123	1	1935	1389.9658
1_MACS_peak_14988_lociStitched	chr18	44675925	44677859	1	1935	3930.2748
1_MACS_peak_17000_lociStitched	chr2	7577181	7579115	1	1935	1320.1484
1_MACS_peak_19273_lociStitched	chr2	220024285	220026219	1	1935	3858.5234
1_MACS_peak_20779_lociStitched	chr21	40176839	40178773	1	1935	2062.4176
1_MACS_peak_22472_lociStitched	chr3	67965905	67967839	1	1935	2194.3164
1_MACS_peak_23601_lociStitched	chr3	181899807	181901741	1	1935	1483.378
1_MACS_peak_26286_lociStitched	chr5	90587984	90589918	1	1935	1094.8374000000001
1_MACS_peak_26302_lociStitched	chr5	92413382	92415316	1	1935	2179.2312
1_MACS_peak_31957_lociStitched	chr8	62185655	62187589	1	1935	3151.0661999999998
1_MACS_peak_34026_lociStitched	chr9	117175537	117177471	1	1935	1430.9666
1_MACS_peak_34225_lociStitched	chr9	130476815	130478749	1	1935	2052.9410000000003
1_MACS_peak_34259_lociStitched	chr9	131266298	131268232	1	1935	3375.6036
1_MACS_peak_14898_lociStitched	chr18	33646339	33648272	1	1934	2715.8650000000002
1_MACS_peak_21728_lociStitched	chr3	10156688	10158621	1	1934	2759.7441
1_MACS_peak_22461_lociStitched	chr3	67039621	67041554	1	1934	2621.7279000000003
1_MACS_peak_22597_lociStitched	chr3	87722938	87724871	1	1934	2199.754
1_MACS_peak_26199_lociStitched	chr5	80596223	80598156	1	1934	2545.1811
1_MACS_peak_29349_lociStitched	chr6	166671882	166673815	1	1934	1664.5063
1_MACS_peak_30086_lociStitched	chr7	63504976	63506909	1	1934	2833.778
1_MACS_peak_6436_lociStitched	chr11	112847748	112849680	1	1933	1467.3539999999998
1_MACS_peak_15883_lociStitched	chr19	14666460	14668392	1	1933	1384.6644000000001
1_MACS_peak_19462_lociStitched	chr2	235859955	235861887	1	1933	2650.8972000000003
1_MACS_peak_30235_lociStitched	chr7	74571808	74573740	1	1933	2411.5224
1_MACS_peak_4546_lociStitched	chr10	102801693	102803624	1	1932	2231.2705
1_MACS_peak_13328_lociStitched	chr17	18584695	18586626	1	1932	2188.9816
1_MACS_peak_15661_lociStitched	chr19	9545215	9547146	1	1932	2669.9937
1_MACS_peak_20885_lociStitched	chr21	46236911	46238842	1	1932	2936.4717
1_MACS_peak_29616_lociStitched	chr7	22924512	22926443	1	1932	1277.3564999999999
1_MACS_peak_990_lociStitched	chr1	51565291	51567221	1	1931	3171.183
1_MACS_peak_5369_lociStitched	chr11	31012679	31014609	1	1931	1030.2340000000002
1_MACS_peak_5662_lociStitched	chr11	61159222	61161152	1	1931	2998.8340000000003
1_MACS_peak_12271_lociStitched	chr16	33331320	33333250	1	1931	2684.63
1_MACS_peak_18356_lociStitched	chr2	127821473	127823403	1	1931	2440.678
1_MACS_peak_20694_lociStitched	chr21	34775038	34776968	1	1931	3023.924
1_MACS_peak_21408_lociStitched	chr22	39661584	39663514	1	1931	2862.962
1_MACS_peak_32498_lociStitched	chr8	106330637	106332567	1	1931	3296.247
1_MACS_peak_33685_lociStitched	chr9	90407337	90409267	1	1931	1899.5059999999999
1_MACS_peak_35435_lociStitched	chrX	127011087	127013017	1	1931	2308.859
1_MACS_peak_35444_lociStitched	chrX	128673703	128675633	1	1931	4569.468
1_MACS_peak_3488_lociStitched	chr10	6621531	6623460	1	1930	3125.1729
1_MACS_peak_5787_lociStitched	chr11	64794236	64796165	1	1930	2360.7102
1_MACS_peak_8349_lociStitched	chr12	123920149	123922078	1	1930	2331.1965
1_MACS_peak_14114_lociStitched	chr17	58040995	58042924	1	1930	3936.5103000000004
1_MACS_peak_16177_lociStitched	chr19	34733757	34735686	1	1930	2162.0232
1_MACS_peak_21921_lociStitched	chr3	29288094	29290023	1	1930	1570.206
1_MACS_peak_28073_lociStitched	chr6	37321047	37322976	1	1930	2186.1357
1_MACS_peak_3878_lociStitched	chr10	35604856	35606784	1	1929	857.5744
1_MACS_peak_6397_lociStitched	chr11	110581837	110583765	1	1929	2903.9536
1_MACS_peak_15084_lociStitched	chr18	51710591	51712519	1	1929	1506.5392
1_MACS_peak_17855_lociStitched	chr2	75873299	75875227	1	1929	3396.9432
1_MACS_peak_20350_lociStitched	chr20	53342795	53344723	1	1929	2191.5576
1_MACS_peak_20742_lociStitched	chr21	36628150	36630078	1	1929	2538.7904
1_MACS_peak_22414_lociStitched	chr3	61880066	61881994	1	1929	1259.9479999999999
1_MACS_peak_24631_lociStitched	chr4	87514857	87516785	1	1929	1752.7448
1_MACS_peak_25235_lociStitched	chr4	166032714	166034642	1	1929	2404.4088
1_MACS_peak_31898_lociStitched	chr8	59124023	59125951	1	1929	1873.2448
1_MACS_peak_14833_lociStitched	chr18	23760934	23762861	1	1928	1166.7985
1_MACS_peak_24228_lociStitched	chr4	27736639	27738566	1	1928	1001.8473
1_MACS_peak_29282_lociStitched	chr6	158588432	158590359	1	1928	4081.7713999999996
1_MACS_peak_32723_lociStitched	chr8	126953611	126955538	1	1928	1236.3632
1_MACS_peak_34984_lociStitched	chrX	57147006	57148933	1	1928	1738.154
1_MACS_peak_9180_lociStitched	chr13	105791268	105793194	1	1927	2417.9004
1_MACS_peak_14632_lociStitched	chr18	2605088	2607014	1	1927	1630.3590000000002
1_MACS_peak_22484_lociStitched	chr3	69787590	69789516	1	1927	1742.2595999999999
1_MACS_peak_23509_lociStitched	chr3	171905864	171907790	1	1927	858.6107999999999
1_MACS_peak_33898_lociStitched	chr9	104295183	104297109	1	1927	3327.7428
1_MACS_peak_34659_lociStitched	chrX	18903438	18905364	1	1927	1527.1254000000001
1_MACS_peak_34971_lociStitched	chrX	55743505	55745431	1	1927	1616.877
1_MACS_peak_2468_lociStitched	chr1	180355376	180357301	1	1926	2262.8375
1_MACS_peak_16462_lociStitched	chr19	44438208	44440133	1	1926	2482.8650000000002
1_MACS_peak_20565_lociStitched	chr21	18885013	18886938	1	1926	1812.7725
1_MACS_peak_20962_lociStitched	chr22	18892868	18894793	1	1926	2099.2125
1_MACS_peak_29114_lociStitched	chr6	143831601	143833526	1	1926	3483.6725
1_MACS_peak_3984_lociStitched	chr10	51370362	51372286	1	1925	1337.9496000000001
1_MACS_peak_4403_lociStitched	chr10	93367679	93369603	1	1925	1481.0952
1_MACS_peak_7690_lociStitched	chr12	69824225	69826149	1	1925	1936.6984
1_MACS_peak_16892_lociStitched	chr19	58237936	58239860	1	1925	1608.0792
1_MACS_peak_26218_lociStitched	chr5	83094456	83096380	1	1925	1954.5916
1_MACS_peak_34049_lociStitched	chr9	117973006	117974930	1	1925	1436.6508000000001
1_MACS_peak_1643_lociStitched	chr1	115852701	115854624	1	1924	1515.7086
1_MACS_peak_8777_lociStitched	chr13	48907968	48909891	1	1924	865.1577000000001
1_MACS_peak_10567_lociStitched	chr15	38987859	38989782	1	1924	2325.0993000000003
1_MACS_peak_22633_lociStitched	chr3	96437961	96439884	1	1924	1221.6819
1_MACS_peak_22964_lociStitched	chr3	124618697	124620620	1	1924	1767.8139
1_MACS_peak_28798_lociStitched	chr6	112606690	112608613	1	1924	1031.3049
1_MACS_peak_29981_lociStitched	chr7	48030674	48032597	1	1924	1957.614
1_MACS_peak_33470_lociStitched	chr9	68376378	68378301	1	1924	3362.1731999999997
1_MACS_peak_35343_lociStitched	chrX	115125442	115127365	1	1924	1720.5081
1_MACS_peak_1953_lociStitched	chr1	153507457	153509379	1	1923	2108.8184
1_MACS_peak_6863_lociStitched	chr12	4251154	4253076	1	1923	1556.2434
2_MACS_peak_7198_lociStitched	chr12	38709704	38711626	2	1824	1730.761
1_MACS_peak_11020_lociStitched	chr15	69706417	69708339	1	1923	2378.8594
1_MACS_peak_20525_lociStitched	chr21	10163199	10165121	1	1923	8902.896200000001
2_MACS_peak_20837_lociStitched	chr21	44312542	44314464	2	1864	4350.6392
1_MACS_peak_26493_lociStitched	chr5	115419844	115421766	1	1923	3042.9103999999998
2_MACS_peak_27054_lociStitched	chr5	155254024	155255946	2	1853	1055.178
1_MACS_peak_2110_lociStitched	chr1	157276722	157278643	1	1922	1410.2060999999999
1_MACS_peak_2674_lociStitched	chr1	197963223	197965144	1	1922	1508.7534
1_MACS_peak_7534_lociStitched	chr12	56842008	56843929	1	1922	3773.6124
1_MACS_peak_18581_lociStitched	chr2	158112309	158114230	1	1922	1034.2664
1_MACS_peak_19316_lociStitched	chr2	224511432	224513353	1	1922	1586.3618
1_MACS_peak_29266_lociStitched	chr6	157694897	157696818	1	1922	3478.931
1_MACS_peak_29628_lociStitched	chr7	23338272	23340193	1	1922	2263.8985000000002
1_MACS_peak_409_lociStitched	chr1	23493936	23495856	1	1921	2164.9919999999997
1_MACS_peak_4206_lociStitched	chr10	76344638	76346558	1	1921	1677.5040000000001
1_MACS_peak_4722_lociStitched	chr10	113942398	113944318	1	1921	1773.12
2_MACS_peak_8290_lociStitched	chr12	122124233	122126153	2	1747	2289.6
1_MACS_peak_13051_lociStitched	chr17	3946424	3948344	1	1921	1522.5600000000002
1_MACS_peak_14948_lociStitched	chr18	41151213	41153133	1	1921	1346.688
1_MACS_peak_16317_lociStitched	chr19	39810192	39812112	1	1921	1899.8400000000001
1_MACS_peak_20492_lociStitched	chr20	62289082	62291002	1	1921	3372.864
1_MACS_peak_23294_lociStitched	chr3	149687716	149689636	1	1921	2939.712
1_MACS_peak_9368_lociStitched	chr14	24549631	24551550	1	1920	2504.4869
1_MACS_peak_11958_lociStitched	chr16	17509674	17511593	1	1920	2237.9377999999997
1_MACS_peak_16214_lociStitched	chr19	36192517	36194436	1	1920	2374.9544
1_MACS_peak_18839_lociStitched	chr2	179971392	179973311	1	1920	843.4005
1_MACS_peak_23661_lociStitched	chr3	185098750	185100669	1	1920	2040.2807999999998
1_MACS_peak_25146_lociStitched	chr4	153430809	153432728	1	1920	931.8664
1_MACS_peak_8193_lociStitched	chr12	117318028	117319946	1	1919	2229.4832
2_MACS_peak_13206_lociStitched	chr17	11899598	11901516	2	1865	3168.7277999999997
1_MACS_peak_16702_lociStitched	chr19	50886773	50888691	1	1919	1546.867
1_MACS_peak_17318_lociStitched	chr2	33171290	33173208	1	1919	1799.6594
1_MACS_peak_2900_lociStitched	chr1	211555402	211557319	1	1918	4604.825699999999
1_MACS_peak_4926_lociStitched	chr10	132263711	132265628	1	1918	1178.7633
1_MACS_peak_12408_lociStitched	chr16	56658682	56660599	1	1918	3008.9232
1_MACS_peak_21997_lociStitched	chr3	38065269	38067186	1	1918	1651.6872
1_MACS_peak_28710_lociStitched	chr6	107076423	107078340	1	1918	2730.7665
1_MACS_peak_31023_lociStitched	chr7	141876773	141878690	1	1918	1553.3451
1_MACS_peak_272_lociStitched	chr1	12655316	12657232	1	1917	1732.2556
1_MACS_peak_325_lociStitched	chr1	16938961	16940877	1	1917	4068.2428
1_MACS_peak_2478_lociStitched	chr1	181073349	181075265	1	1917	3417.9524
1_MACS_peak_13821_lociStitched	chr17	42906187	42908103	1	1917	2273.9088
1_MACS_peak_19218_lociStitched	chr2	216695440	216697356	1	1917	3488.8444
1_MACS_peak_32964_lociStitched	chr8	146227684	146229600	1	1917	2334.8376
1_MACS_peak_10877_lociStitched	chr15	60267796	60269711	1	1916	2515.927
1_MACS_peak_17027_lociStitched	chr2	9143172	9145087	1	1916	3260.6705
1_MACS_peak_18130_lociStitched	chr2	107038669	107040584	1	1916	1407.3335
1_MACS_peak_19108_lociStitched	chr2	204062867	204064782	1	1916	1464.4005000000002
1_MACS_peak_22167_lociStitched	chr3	47865719	47867634	1	1916	2007.8775
1_MACS_peak_25537_lociStitched	chr5	5436388	5438303	1	1916	1410.5890000000002
1_MACS_peak_28589_lociStitched	chr6	91077902	91079817	1	1916	1482.4015
1_MACS_peak_28826_lociStitched	chr6	116574404	116576319	1	1916	2024.7295
1_MACS_peak_250_lociStitched	chr1	11740279	11742193	1	1915	2865.6408
1_MACS_peak_6044_lociStitched	chr11	74108642	74110556	1	1915	3086.7078
1_MACS_peak_7847_lociStitched	chr12	92565258	92567172	1	1915	1349.37
1_MACS_peak_8748_lociStitched	chr13	46038238	46040152	1	1915	2714.0519999999997
1_MACS_peak_24644_lociStitched	chr4	88479920	88481834	1	1915	1381.5252
1_MACS_peak_28067_lociStitched	chr6	37122494	37124408	1	1915	1635.8958
1_MACS_peak_34407_lociStitched	chr9	138557123	138559037	1	1915	1441.8162
1_MACS_peak_34878_lociStitched	chrX	48379329	48381243	1	1915	1932.3744000000002
1_MACS_peak_4745_lociStitched	chr10	116285679	116287592	1	1914	2130.8907
1_MACS_peak_8647_lociStitched	chr13	35883088	35885001	1	1914	1048.7066
1_MACS_peak_10826_lociStitched	chr15	56284800	56286713	1	1914	3822.174
1_MACS_peak_14629_lociStitched	chr18	2292713	2294626	1	1914	2363.1289
2_MACS_peak_14701_lociStitched	chr18	9425717	9427630	2	1632	826.0334
1_MACS_peak_35266_lociStitched	chrX	106360818	106362731	1	1914	1851.2101
2_MACS_peak_238_lociStitched	chr1	11321529	11323441	2	1849	1997.2752
1_MACS_peak_9694_lociStitched	chr14	64319131	64321043	1	1913	1928.8256
1_MACS_peak_18426_lociStitched	chr2	134260171	134262083	1	1913	2006.8352000000002
1_MACS_peak_20682_lociStitched	chr21	34450621	34452533	1	1913	2335.8904
1_MACS_peak_21413_lociStitched	chr22	39794895	39796807	1	1913	3566.6448
1_MACS_peak_22450_lociStitched	chr3	66270435	66272347	1	1913	1711.4312
1_MACS_peak_23472_lociStitched	chr3	169683847	169685759	1	1913	4220.74
1_MACS_peak_26924_lociStitched	chr5	145560966	145562878	1	1913	2887.12
1_MACS_peak_27192_lociStitched	chr5	171537534	171539446	1	1913	2552.52
1_MACS_peak_31803_lociStitched	chr8	48172747	48174659	1	1913	2996.4864
1_MACS_peak_3486_lociStitched	chr10	6514967	6516878	1	1912	1730.0283
1_MACS_peak_6093_lociStitched	chr11	76571144	76573055	1	1912	2496.7215
1_MACS_peak_8035_lociStitched	chr12	108078660	108080571	1	1912	2153.1237
1_MACS_peak_8509_lociStitched	chr13	21140386	21142297	1	1912	2242.1763
1_MACS_peak_9042_lociStitched	chr13	84710554	84712465	1	1912	1988.7776999999999
2_MACS_peak_10033_lociStitched	chr14	92571821	92573732	2	1912	1621.1013
1_MACS_peak_17206_lociStitched	chr2	25735947	25737858	1	1912	1869.7224
1_MACS_peak_20705_lociStitched	chr21	35286867	35288778	1	1912	2773.6254
2_MACS_peak_22039_lociStitched	chr3	42002499	42004410	2	1906	1189.4063999999998
1_MACS_peak_26633_lociStitched	chr5	131562643	131564554	1	1912	2667.9471
1_MACS_peak_33018_lociStitched	chr9	4296854	4298765	1	1912	3634.3397999999997
1_MACS_peak_33811_lociStitched	chr9	98512115	98514026	1	1912	1091.7543
1_MACS_peak_6859_lociStitched	chr12	3981444	3983354	1	1911	2672.663
1_MACS_peak_9523_lociStitched	chr14	45662738	45664648	1	1911	1211.704
1_MACS_peak_22726_lociStitched	chr3	101654724	101656634	1	1911	1529.7189999999998
1_MACS_peak_26416_lociStitched	chr5	106723687	106725597	1	1911	1124.608
1_MACS_peak_28925_lociStitched	chr6	126306529	126308439	1	1911	2362.0969999999998
1_MACS_peak_30912_lociStitched	chr7	131240351	131242261	1	1911	1879.822
1_MACS_peak_31416_lociStitched	chr8	15418557	15420467	1	1911	1877.148
1_MACS_peak_34589_lociStitched	chrX	12808888	12810798	1	1911	2025.173
1_MACS_peak_1038_lociStitched	chr1	53758111	53760020	1	1910	2000.4411
1_MACS_peak_2688_lociStitched	chr1	199049964	199051873	1	1910	1229.0142
1_MACS_peak_5039_lociStitched	chr11	1592520	1594429	1	1910	1594.3968000000002
1_MACS_peak_7365_lociStitched	chr12	50099740	50101649	1	1910	4080.6784
1_MACS_peak_7646_lociStitched	chr12	66217634	66219543	1	1910	1023.7967
1_MACS_peak_12118_lociStitched	chr16	28302645	28304554	1	1910	3230.028
1_MACS_peak_12204_lociStitched	chr16	30406104	30408013	1	1910	2599.8671000000004
1_MACS_peak_13483_lociStitched	chr17	28994567	28996476	1	1910	1603.56
1_MACS_peak_28718_lociStitched	chr6	107779794	107781703	1	1910	2941.769
1_MACS_peak_32428_lociStitched	chr8	102882162	102884071	1	1910	1887.0465000000002
1_MACS_peak_3875_lociStitched	chr10	35473639	35475547	1	1909	940.0716000000001
1_MACS_peak_6581_lociStitched	chr11	120894225	120896133	1	1909	3472.1784000000002
1_MACS_peak_13205_lociStitched	chr17	11791555	11793463	1	1909	848.106
1_MACS_peak_21514_lociStitched	chr22	43794611	43796519	1	1909	1702.8899999999999
1_MACS_peak_23665_lociStitched	chr3	185254318	185256226	1	1909	2668.338
1_MACS_peak_26841_lociStitched	chr5	141302412	141304320	1	1909	4512.42
1_MACS_peak_29853_lociStitched	chr7	39772482	39774390	1	1909	1977.0696
1_MACS_peak_4038_lociStitched	chr10	60795595	60797502	1	1908	891.5225
1_MACS_peak_14157_lociStitched	chr17	61042839	61044746	1	1908	2649.0137
1_MACS_peak_15555_lociStitched	chr19	6278234	6280140	1	1907	4938.6366
1_MACS_peak_22117_lociStitched	chr3	46204033	46205939	1	1907	929.175
1_MACS_peak_24983_lociStitched	chr4	132534166	132536072	1	1907	1260.2472
1_MACS_peak_29393_lociStitched	chr7	460551	462457	1	1907	1001.9841999999999
1_MACS_peak_31097_lociStitched	chr7	149411109	149413015	1	1907	1967.5638
1_MACS_peak_34351_lociStitched	chr9	135644164	135646070	1	1907	1758.285
1_MACS_peak_3487_lociStitched	chr10	6584556	6586461	1	1906	1721.9295
2_MACS_peak_12762_lociStitched	chr16	81128881	81130786	2	1788	1628.9655
2_MACS_peak_13501_lociStitched	chr17	29814189	29816094	2	1886	1484.1855
2_MACS_peak_14598_lociStitched	chr17	81008831	81010736	2	1893	1859.6609999999998
2_MACS_peak_16837_lociStitched	chr19	55972226	55974131	2	1878	1803.8445
1_MACS_peak_17831_lociStitched	chr2	74647891	74649796	1	1906	1708.2135
1_MACS_peak_26048_lociStitched	chr5	68484713	68486618	1	1906	2733.1035
1_MACS_peak_27670_lociStitched	chr6	24402693	24404598	1	1906	2037.5880000000002
1_MACS_peak_28782_lociStitched	chr6	111278950	111280855	1	1906	3066.8595
1_MACS_peak_30179_lociStitched	chr7	72648707	72650612	1	1906	2428.6845
1_MACS_peak_34270_lociStitched	chr9	131590856	131592761	1	1906	3350.7045
1_MACS_peak_3166_lociStitched	chr1	229575962	229577866	1	1905	1807.848
1_MACS_peak_6696_lociStitched	chr11	128159585	128161489	1	1905	1599.9312
1_MACS_peak_11057_lociStitched	chr15	71183765	71185669	1	1905	2007.9584
1_MACS_peak_16025_lociStitched	chr19	19312595	19314499	1	1905	2096.4944
1_MACS_peak_16745_lociStitched	chr19	52899990	52901894	1	1905	1154.9664
2_MACS_peak_21778_lociStitched	chr3	13520545	13522449	2	1860	1826.8880000000001
1_MACS_peak_25133_lociStitched	chr4	152719194	152721098	1	1905	1256.64
1_MACS_peak_29970_lociStitched	chr7	47536282	47538186	1	1905	1437.3296
1_MACS_peak_5093_lociStitched	chr11	3990143	3992046	1	1904	1179.2891
1_MACS_peak_5871_lociStitched	chr11	66233540	66235443	1	1904	2717.8646
1_MACS_peak_10967_lociStitched	chr15	66647924	66649827	1	1904	2133.8339
1_MACS_peak_15049_lociStitched	chr18	48115246	48117149	1	1904	1003.6422
1_MACS_peak_16252_lociStitched	chr19	37340694	37342597	1	1904	1618.3112
1_MACS_peak_33877_lociStitched	chr9	101866536	101868439	1	1904	2142.5876999999996
1_MACS_peak_35385_lociStitched	chrX	119601600	119603503	1	1904	2204.0546
1_MACS_peak_2085_lociStitched	chr1	156493860	156495762	1	1903	1415.6586
1_MACS_peak_2244_lociStitched	chr1	162413682	162415584	1	1903	1914.1727999999998
1_MACS_peak_3319_lociStitched	chr1	241989103	241991005	1	1903	935.2134000000001
1_MACS_peak_9010_lociStitched	chr13	78734335	78736237	1	1903	1394.5464
1_MACS_peak_11433_lociStitched	chr15	91329279	91331181	1	1903	1370.9616
1_MACS_peak_18185_lociStitched	chr2	111807211	111809113	1	1903	1160.7905999999998
1_MACS_peak_18903_lociStitched	chr2	187558169	187560071	1	1903	2957.9903999999997
1_MACS_peak_1075_lociStitched	chr1	59164411	59166312	1	1902	3284.5478
1_MACS_peak_4168_lociStitched	chr10	74384817	74386718	1	1902	2446.587
1_MACS_peak_9092_lociStitched	chr13	95952667	95954568	1	1902	2895.9834
1_MACS_peak_18775_lociStitched	chr2	175411112	175413013	1	1902	2930.7717000000002
1_MACS_peak_19893_lociStitched	chr20	32234903	32236804	1	1902	2043.0047
1_MACS_peak_25073_lociStitched	chr4	145258563	145260464	1	1902	1090.2235
1_MACS_peak_28970_lociStitched	chr6	131383260	131385161	1	1902	2107.0684
1_MACS_peak_29692_lociStitched	chr7	27701507	27703408	1	1902	2780.2124999999996
1_MACS_peak_30984_lociStitched	chr7	139226683	139228584	1	1902	932.6306
1_MACS_peak_13635_lociStitched	chr17	36599131	36601031	1	1901	1487.1299999999999
1_MACS_peak_16795_lociStitched	chr19	54899247	54901147	1	1901	2683.18
1_MACS_peak_19047_lociStitched	chr2	201212961	201214861	1	1901	1187.69
1_MACS_peak_19117_lociStitched	chr2	204398899	204400799	1	1901	2656.5800000000004
1_MACS_peak_22637_lociStitched	chr3	97183750	97185650	1	1901	921.88
1_MACS_peak_23289_lociStitched	chr3	149338225	149340125	1	1901	1388.8999999999999
1_MACS_peak_24014_lociStitched	chr4	9073936	9075836	1	1901	1264.45
1_MACS_peak_29061_lociStitched	chr6	139456116	139458016	1	1901	2745.69
1_MACS_peak_32843_lociStitched	chr8	138749218	138751118	1	1901	1524.75
1_MACS_peak_35591_lociStitched	chrX	146956492	146958392	1	1901	1953.2
1_MACS_peak_1463_lociStitched	chr1	104598918	104600817	1	1900	1959.5781000000002
1_MACS_peak_5509_lociStitched	chr11	45148973	45150872	1	1900	2529.4680000000003
1_MACS_peak_7910_lociStitched	chr12	95466040	95467939	1	1900	2798.5563
1_MACS_peak_13250_lociStitched	chr17	16394204	16396103	1	1900	1623.0753
1_MACS_peak_15372_lociStitched	chr19	1383298	1385197	1	1900	4663.9439999999995
1_MACS_peak_21023_lociStitched	chr22	21771044	21772943	1	1900	2479.9041
1_MACS_peak_21717_lociStitched	chr3	9850614	9852513	1	1900	2597.2623
1_MACS_peak_22624_lociStitched	chr3	94463348	94465247	1	1900	2617.2018000000003
2_MACS_peak_26086_lociStitched	chr5	71373960	71375859	2	1900	980.4536999999999
1_MACS_peak_32403_lociStitched	chr8	101920033	101921932	1	1900	2182.7106
1_MACS_peak_33917_lociStitched	chr9	107900521	107902420	1	1900	1576.7397
1_MACS_peak_2984_lociStitched	chr1	219346551	219348449	1	1899	2857.6288
1_MACS_peak_6490_lociStitched	chr11	115800999	115802897	1	1899	1777.477
1_MACS_peak_7762_lociStitched	chr12	79281625	79283523	1	1899	2249.6994
1_MACS_peak_12526_lociStitched	chr16	66729605	66731503	1	1899	1952.2828
1_MACS_peak_20486_lociStitched	chr20	62183889	62185787	1	1899	1341.886
1_MACS_peak_23988_lociStitched	chr4	7103357	7105255	1	1899	1547.2496
1_MACS_peak_24315_lociStitched	chr4	40764445	40766343	1	1899	1863.4564
1_MACS_peak_24643_lociStitched	chr4	88342927	88344825	1	1899	2813.5951999999997
1_MACS_peak_29901_lociStitched	chr7	43907922	43909820	1	1899	2975.6844
1_MACS_peak_31754_lociStitched	chr8	40304554	40306452	1	1899	1116.973
1_MACS_peak_32341_lociStitched	chr8	97656620	97658518	1	1899	3550.5886
