#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper
3_MACS_peak_33743_lociStitched	chr9	94180181	94195888	3	13666	26543.2593	612	1
3_MACS_peak_28130_lociStitched	chr6	42737679	42752609	3	8551	26494.778	613	1
1_MACS_peak_5970_lociStitched	chr11	69452699	69459344	1	6646	26490.957	614	1
6_MACS_peak_13585_lociStitched	chr17	34409157	34431729	6	12364	26467.9272	615	1
3_MACS_peak_1866_lociStitched	chr1	149897513	149912679	3	9690	26454.0538	616	1
3_MACS_peak_14369_lociStitched	chr17	73859689	73875761	3	8672	26391.8312	617	1
3_MACS_peak_8783_lociStitched	chr13	49060747	49071683	3	10885	26377.632	618	1
2_MACS_peak_7980_lociStitched	chr12	104318560	104330477	2	11833	26356.8289	619	1
1_MACS_peak_8239_lociStitched	chr12	120628210	120640531	1	12322	26355.8511	620	1
1_MACS_peak_6741_lociStitched	chr11	130695551	130705961	1	10411	26323.767	621	1
2_MACS_peak_26745_lociStitched	chr5	137898322	137912304	2	10205	26252.6032	622	1
2_MACS_peak_12900_lociStitched	chr16	88867658	88879854	2	8578	26220.1804	623	1
1_MACS_peak_1772_lociStitched	chr1	145394919	145400505	1	5587	26219.0082	624	1
2_MACS_peak_13297_lociStitched	chr17	17793999	17805533	2	9936	26193.714	625	1
3_MACS_peak_1562_lociStitched	chr1	111325386	111338169	3	9566	26182.1406	626	1
2_MACS_peak_1720_lociStitched	chr1	120832140	120840644	2	8461	26170.2096	627	1
4_MACS_peak_17511_lociStitched	chr2	47713004	47737410	4	14950	26168.1132	628	1
1_MACS_peak_23003_lociStitched	chr3	126626567	126637924	1	11358	26165.3923	629	1
3_MACS_peak_21626_lociStitched	chr22	50906602	50921679	3	10943	26160.1027	630	1
4_MACS_peak_13955_lociStitched	chr17	47463375	47475963	4	8813	26147.7936	631	1
1_MACS_peak_6528_lociStitched	chr11	118658768	118663274	1	4507	26116.3254	632	1
4_MACS_peak_10477_lociStitched	chr15	31518178	31538240	4	10678	26112.6992	633	1
1_MACS_peak_2307_lociStitched	chr1	167187821	167192698	1	4878	26104.6302	634	1
1_MACS_peak_27356_lociStitched	chr5	180667017	180676427	1	9411	26099.576	635	1
3_MACS_peak_31111_lociStitched	chr7	150100203	150113287	3	7538	26093.4212	636	1
5_MACS_peak_23367_lociStitched	chr3	156381000	156405461	5	17170	26072.9799	637	1
4_MACS_peak_20205_lociStitched	chr20	46114386	46132928	4	11201	26068.1978	638	1
1_MACS_peak_18948_lociStitched	chr2	191744222	191752867	1	8646	26047.385	639	1
1_MACS_peak_31732_lociStitched	chr8	38236744	38245176	1	8433	26026.2112	640	1
1_MACS_peak_30000_lociStitched	chr7	50343019	50353340	1	10322	26012.0163	641	1
6_MACS_peak_34154_lociStitched	chr9	126959468	126986257	6	13845	26004.0823	642	1
2_MACS_peak_19854_lociStitched	chr20	30918700	30926750	2	7972	25993.45	643	1
1_MACS_peak_32814_lociStitched	chr8	134579223	134586595	1	7373	25984.0884	644	1
2_MACS_peak_27796_lociStitched	chr6	27857127	27871817	2	10894	25977.796	645	1
2_MACS_peak_14577_lociStitched	chr17	80405776	80417975	2	8132	25966.7914	646	1
1_MACS_peak_32067_lociStitched	chr8	71312894	71317717	1	4824	25938.5763	647	1
3_MACS_peak_2319_lociStitched	chr1	167674847	167693023	3	8993	25924.4288	648	1
2_MACS_peak_32616_lociStitched	chr8	120879402	120890462	2	6546	25902.52	649	1
1_MACS_peak_2094_lociStitched	chr1	156735493	156741219	1	5727	25862.0516	650	1
2_MACS_peak_331_lociStitched	chr1	17221283	17233185	2	7006	25853.5244	651	1
3_MACS_peak_20005_lociStitched	chr20	35698603	35710901	3	7880	25840.5576	652	1
1_MACS_peak_15418_lociStitched	chr19	2234685	2242199	1	7515	25836.1376	653	1
1_MACS_peak_2047_lociStitched	chr1	155656192	155660517	1	4326	25770.945	654	1
4_MACS_peak_23055_lociStitched	chr3	129026692	129048580	4	14334	25762.176	655	1
3_MACS_peak_1000_lociStitched	chr1	52032198	52045128	3	9980	25746.216	656	1
1_MACS_peak_6720_lociStitched	chr11	129870915	129874645	1	3731	25743.714	657	1
1_MACS_peak_9689_lociStitched	chr14	63936413	63951994	1	15582	25711.7662	658	1
3_MACS_peak_4965_lociStitched	chr10	135201186	135215911	3	9670	25665.675	659	1
2_MACS_peak_2399_lociStitched	chr1	174957051	174971542	2	8669	25665.0101	660	1
1_MACS_peak_14957_lociStitched	chr18	42336058	42343071	1	7014	25645.1384	661	1
1_MACS_peak_2092_lociStitched	chr1	156693357	156700062	1	6706	25638.579	662	1
1_MACS_peak_27207_lociStitched	chr5	172260363	172266211	1	5849	25583.8304	663	1
1_MACS_peak_11471_lociStitched	chr15	93423610	93431898	1	8289	25573.4528	664	1
3_MACS_peak_28318_lociStitched	chr6	56621254	56638598	3	15295	25525.1648	665	1
1_MACS_peak_29677_lociStitched	chr7	26236123	26245257	1	9135	25508.5218	666	1
1_MACS_peak_34033_lociStitched	chr9	117349043	117356657	1	7615	25498.5246	667	1
1_MACS_peak_26291_lociStitched	chr5	90673603	90681081	1	7479	25485.7718	668	1
5_MACS_peak_32947_lociStitched	chr8	145732057	145755146	5	12157	25455.6225	669	1
2_MACS_peak_15360_lociStitched	chr19	1167758	1175180	2	6104	25412.928	670	1
2_MACS_peak_30216_lociStitched	chr7	74063101	74076881	2	8863	25408.942	671	1
1_MACS_peak_33152_lociStitched	chr9	20436847	20444637	1	7791	25389.168	672	1
3_MACS_peak_18154_lociStitched	chr2	109828846	109843799	3	12576	25360.288	673	1
3_MACS_peak_17966_lociStitched	chr2	87808809	87822951	3	13610	25264.683	674	1
1_MACS_peak_24093_lociStitched	chr4	15002036	15008683	1	6648	25230.0179	675	1
2_MACS_peak_12632_lociStitched	chr16	70461269	70474364	2	11479	25168.59	676	1
2_MACS_peak_26504_lociStitched	chr5	118357685	118370204	2	7570	25140.6558	677	1
2_MACS_peak_33535_lociStitched	chr9	73026576	73036688	2	7736	25131.3536	678	1
2_MACS_peak_33738_lociStitched	chr9	93948627	93957556	2	6010	25127.0989	679	1
1_MACS_peak_4562_lociStitched	chr10	103872774	103881666	1	8893	25092.3348	680	1
1_MACS_peak_2060_lociStitched	chr1	156021529	156026028	1	4500	25061.2296	681	1
2_MACS_peak_28874_lociStitched	chr6	119661715	119674217	2	12200	25046.5068	682	1
1_MACS_peak_3610_lociStitched	chr10	15826749	15834794	1	8046	25042.476	683	1
5_MACS_peak_23623_lociStitched	chr3	183220774	183246743	5	13001	25026.3253	684	1
1_MACS_peak_14222_lociStitched	chr17	65641820	65649828	1	8009	25020.1952	685	1
2_MACS_peak_35619_lociStitched	chrX	150036445	150050356	2	13824	24956.334	686	1
1_MACS_peak_16983_lociStitched	chr2	5834629	5842845	1	8217	24939.668	687	1
5_MACS_peak_21384_lociStitched	chr22	39409278	39426582	5	11274	24929.8728	688	1
3_MACS_peak_11032_lociStitched	chr15	70385673	70396316	3	9108	24909.9415	689	1
3_MACS_peak_21596_lociStitched	chr22	50322785	50331366	3	7768	24891.7648	690	1
3_MACS_peak_19933_lociStitched	chr20	33101839	33111749	3	9037	24888.965	691	1
2_MACS_peak_8423_lociStitched	chr12	131354552	131365703	2	10987	24858.9243	692	1
3_MACS_peak_7670_lociStitched	chr12	68752243	68770503	3	8931	24829.948	693	1
2_MACS_peak_27652_lociStitched	chr6	21586795	21597692	2	7407	24793.9441	694	1
2_MACS_peak_25554_lociStitched	chr5	6478837	6488540	2	9212	24760.1154	695	1
2_MACS_peak_2001_lociStitched	chr1	154755839	154766283	2	9526	24757.502	696	1
2_MACS_peak_13116_lociStitched	chr17	7136370	7147338	2	9217	24738.324	697	1
2_MACS_peak_15625_lociStitched	chr19	7980316	7991605	2	7811	24730.8123	698	1
2_MACS_peak_11153_lociStitched	chr15	75491285	75502878	2	7632	24725.5504	699	1
1_MACS_peak_13838_lociStitched	chr17	43387533	43395718	1	8186	24707.241	700	1
2_MACS_peak_1384_lociStitched	chr1	92947290	92961592	2	9615	24618.0326	701	1
1_MACS_peak_13650_lociStitched	chr17	37022934	37029016	1	6083	24610.813	702	1
2_MACS_peak_23500_lociStitched	chr3	171752898	171765169	2	11021	24567.7691	703	1
3_MACS_peak_26153_lociStitched	chr5	76005399	76018541	3	10987	24550.5702	704	1
1_MACS_peak_32411_lociStitched	chr8	102214362	102219761	1	5400	24480.6857	705	1
2_MACS_peak_8151_lociStitched	chr12	113414329	113427323	2	7826	24432.6182	706	1
3_MACS_peak_18243_lociStitched	chr2	114187298	114199115	3	9854	24423.3756	707	1
3_MACS_peak_23779_lociStitched	chr3	195258300	195273937	3	12700	24382.7741	708	1
1_MACS_peak_6225_lociStitched	chr11	93466114	93476300	1	10187	24337.4098	709	1
1_MACS_peak_14633_lociStitched	chr18	2635489	2643843	1	8355	24331.025	710	1
3_MACS_peak_21315_lociStitched	chr22	37610891	37629014	3	12043	24268.5093	711	1
2_MACS_peak_33505_lociStitched	chr9	70848879	70860226	2	9248	24240.5961	712	1
1_MACS_peak_25680_lociStitched	chr5	26750146	26769589	1	19444	24214.3122	713	1
2_MACS_peak_34425_lociStitched	chr9	139130131	139138421	2	8004	24203.484	714	1
2_MACS_peak_25913_lociStitched	chr5	54031145	54042103	2	9248	24194.1682	715	1
5_MACS_peak_16353_lociStitched	chr19	40916840	40940630	5	10665	24173.019	716	1
1_MACS_peak_6521_lociStitched	chr11	118305324	118311053	1	5730	24161.4846	717	1
1_MACS_peak_25380_lociStitched	chr4	185453874	185460798	1	6925	24161.298	718	1
1_MACS_peak_16570_lociStitched	chr19	47613423	47617954	1	4532	24118.9661	719	1
1_MACS_peak_1342_lociStitched	chr1	87791639	87803642	1	12004	24085.2198	720	1
2_MACS_peak_1996_lociStitched	chr1	154522527	154532859	2	6947	24048.7632	721	1
2_MACS_peak_3121_lociStitched	chr1	228268519	228279144	2	10612	24007.1875	722	1
5_MACS_peak_12581_lociStitched	chr16	68270682	68300035	5	12532	23993.1422	723	1
1_MACS_peak_33854_lociStitched	chr9	100743842	100749153	1	5312	23983.4138	724	1
6_MACS_peak_31349_lociStitched	chr8	11271222	11298658	6	11251	23981.8076	725	1
2_MACS_peak_15476_lociStitched	chr19	3358629	3368948	2	6575	23895.7083	726	1
2_MACS_peak_30532_lociStitched	chr7	100025455	100035033	2	6187	23791.752	727	1
2_MACS_peak_27266_lociStitched	chr5	175962178	175971634	2	8158	23768.6016	728	1
1_MACS_peak_31833_lociStitched	chr8	52809333	52815499	1	6167	23764.3806	729	1
1_MACS_peak_12890_lociStitched	chr16	88617426	88624755	1	7330	23754.7548	730	1
1_MACS_peak_29066_lociStitched	chr6	139690357	139698092	1	7736	23741.809	731	1
1_MACS_peak_2379_lociStitched	chr1	173735586	173742363	1	6778	23736.4425	732	1
2_MACS_peak_33480_lociStitched	chr9	69259270	69270565	2	9226	23685.615	733	1
5_MACS_peak_20892_lociStitched	chr21	46512549	46533384	5	11830	23676.894	734	1
1_MACS_peak_7564_lociStitched	chr12	57911612	57918221	1	6610	23653.611	735	1
2_MACS_peak_20690_lociStitched	chr21	34696065	34705915	2	8984	23609.465	736	1
1_MACS_peak_1873_lociStitched	chr1	150205485	150210034	1	4550	23609.31	737	1
5_MACS_peak_27969_lociStitched	chr6	33537838	33565546	5	11068	23590.5912	738	1
1_MACS_peak_20269_lociStitched	chr20	48806560	48811712	1	5153	23574.5216	739	1
3_MACS_peak_22969_lociStitched	chr3	124858067	124874722	3	11915	23570.156	740	1
2_MACS_peak_17363_lociStitched	chr2	37872038	37884723	2	11729	23564.9245	741	1
3_MACS_peak_35689_lociStitched	chrX	153616053	153629018	3	8009	23562.591	742	1
1_MACS_peak_20845_lociStitched	chr21	44580687	44587407	1	6721	23546.208	743	1
1_MACS_peak_2164_lociStitched	chr1	160229783	160233989	1	4207	23543.9262	744	1
1_MACS_peak_28052_lociStitched	chr6	36559122	36568794	1	9673	23519.4024	745	1
5_MACS_peak_8789_lociStitched	chr13	49134130	49162084	5	13531	23484.1554	746	1
6_MACS_peak_13107_lociStitched	chr17	6914645	6940338	6	10836	23388.3379	747	1
1_MACS_peak_18764_lociStitched	chr2	174826085	174831644	1	5560	23338.9056	748	1
1_MACS_peak_3062_lociStitched	chr1	226065559	226072243	1	6685	23333.844	749	1
1_MACS_peak_15583_lociStitched	chr19	6798596	6803757	1	5162	23332.3649	750	1
6_MACS_peak_23845_lociStitched	chr3	197863333	197895129	6	16573	23316.0068	751	1
1_MACS_peak_3179_lociStitched	chr1	230255464	230262427	1	6964	23305.161	752	1
2_MACS_peak_28767_lociStitched	chr6	109774597	109783863	2	8662	23298.4304	753	1
4_MACS_peak_6604_lociStitched	chr11	122587186	122603474	4	10271	23254.3776	754	1
5_MACS_peak_14457_lociStitched	chr17	76337092	76357311	5	11894	23239.7186	755	1
1_MACS_peak_19230_lociStitched	chr2	216973050	216980800	1	7751	23232.175	756	1
3_MACS_peak_35610_lociStitched	chrX	149736218	149747303	3	10687	23230.8345	757	1
2_MACS_peak_13774_lociStitched	chr17	41436780	41448071	2	6629	23218.8124	758	1
3_MACS_peak_2535_lociStitched	chr1	184451086	184465982	3	11444	23215.416	759	1
1_MACS_peak_13311_lociStitched	chr17	18085068	18092105	1	7038	23167.2114	760	1
2_MACS_peak_33171_lociStitched	chr9	21986111	21997129	2	9837	23164.2432	761	1
2_MACS_peak_18629_lociStitched	chr2	161549938	161564194	2	9564	23151.744	762	1
2_MACS_peak_14525_lociStitched	chr17	79360404	79374355	2	9621	23118.2021	763	1
2_MACS_peak_8044_lociStitched	chr12	108953242	108970574	2	12916	23112.222	764	1
2_MACS_peak_13121_lociStitched	chr17	7209412	7219567	2	6577	23110.749	765	1
1_MACS_peak_2854_lociStitched	chr1	207992783	208000307	1	7525	23100.9372	766	1
2_MACS_peak_27860_lociStitched	chr6	30474539	30485231	2	7492	23079.7512	767	1
2_MACS_peak_21555_lociStitched	chr22	46447487	46455376	2	7427	23071.3805	768	1
1_MACS_peak_3688_lociStitched	chr10	22538807	22548392	1	9586	23050.9665	769	1
1_MACS_peak_12886_lociStitched	chr16	88518626	88523945	1	5320	23050.4184	770	1
2_MACS_peak_13968_lociStitched	chr17	47815875	47827568	2	10178	23041.0565	771	1
2_MACS_peak_32972_lociStitched	chr9	175599	187058	2	9158	23029.1523	772	1
1_MACS_peak_25719_lociStitched	chr5	32275839	32285600	1	9762	23019.3663	773	1
2_MACS_peak_3095_lociStitched	chr1	226919086	226928585	2	7660	23017.0269	774	1
1_MACS_peak_31789_lociStitched	chr8	42944361	42951682	1	7322	23004.7783	775	1
1_MACS_peak_13671_lociStitched	chr17	37909057	37915199	1	6143	22952.654	776	1
4_MACS_peak_25151_lociStitched	chr4	153554201	153573028	4	13987	22942.5822	777	1
2_MACS_peak_16380_lociStitched	chr19	41767796	41773489	2	5681	22850.5634	778	1
2_MACS_peak_7845_lociStitched	chr12	92530789	92541847	2	10853	22843.6164	779	1
2_MACS_peak_28560_lociStitched	chr6	89948586	89957328	2	8408	22764.168	780	1
1_MACS_peak_7144_lociStitched	chr12	31737600	31744661	1	7062	22749.8359	781	1
4_MACS_peak_32430_lociStitched	chr8	102913879	102925783	4	9809	22749.7344	782	1
4_MACS_peak_29316_lociStitched	chr6	160389236	160410827	4	16285	22739.6412	783	1
2_MACS_peak_35368_lociStitched	chrX	118815177	118828041	2	9960	22735.8336	784	1
3_MACS_peak_20731_lociStitched	chr21	36414498	36431166	3	12200	22731.8184	785	1
1_MACS_peak_32000_lociStitched	chr8	66857650	66866246	1	8597	22690.8612	786	1
2_MACS_peak_33971_lociStitched	chr9	112862241	112874163	2	11495	22680.4128	787	1
2_MACS_peak_595_lociStitched	chr1	28826945	28837940	2	8526	22628.8095	788	1
1_MACS_peak_11629_lociStitched	chr16	1872606	1878198	1	5593	22628.5872	789	1
1_MACS_peak_29856_lociStitched	chr7	39987357	39994461	1	7105	22625.5296	790	1
3_MACS_peak_18586_lociStitched	chr2	158324326	158338024	3	8433	22608.549	791	1
4_MACS_peak_20502_lociStitched	chr20	62599410	62613586	4	9703	22597.9616	792	1
4_MACS_peak_13951_lociStitched	chr17	47433854	47455523	4	11861	22592.0994	793	1
1_MACS_peak_31630_lociStitched	chr8	29385163	29390265	1	5103	22565.6358	794	1
2_MACS_peak_29601_lociStitched	chr7	22600270	22610435	2	7445	22557.1515	795	1
3_MACS_peak_15803_lociStitched	chr19	13042925	13058416	3	8902	22554.896	796	1
2_MACS_peak_15576_lociStitched	chr19	6735398	6741256	2	5810	22514.6372	797	1
1_MACS_peak_27042_lociStitched	chr5	154132907	154139356	1	6450	22490.8875	798	1
1_MACS_peak_26352_lociStitched	chr5	96267109	96273953	1	6845	22489.384	799	1
1_MACS_peak_15254_lociStitched	chr18	72162467	72169257	1	6791	22486.443	800	1
1_MACS_peak_23853_lociStitched	chr4	47823	60139	1	12317	22475.4684	801	1
2_MACS_peak_4664_lociStitched	chr10	111826867	111838648	2	10373	22447.5174	802	1
3_MACS_peak_16726_lociStitched	chr19	52096882	52111756	3	10254	22437.429	803	1
1_MACS_peak_34124_lociStitched	chr9	126027411	126036082	1	8672	22406.7311	804	1
1_MACS_peak_13389_lociStitched	chr17	21249010	21253676	1	4667	22392.134	805	1
1_MACS_peak_12772_lociStitched	chr16	81684551	81692230	1	7680	22375.8381	806	1
2_MACS_peak_34446_lociStitched	chr9	139736400	139745423	2	6074	22368.9193	807	1
1_MACS_peak_25497_lociStitched	chr5	1339420	1346255	1	6836	22326.5275	808	1
2_MACS_peak_27280_lociStitched	chr5	176726429	176740750	2	11684	22323.5748	809	1
2_MACS_peak_13830_lociStitched	chr17	43223834	43229641	2	5723	22298.2993	810	1
4_MACS_peak_26249_lociStitched	chr5	87954832	87976718	4	12033	22288.7024	811	1
2_MACS_peak_19523_lociStitched	chr2	241517571	241528207	2	7905	22262.2116	812	1
1_MACS_peak_20120_lociStitched	chr20	42695551	42700668	1	5118	22261.5085	813	1
4_MACS_peak_2340_lociStitched	chr1	169873378	169889125	4	10260	22248.9363	814	1
3_MACS_peak_24549_lociStitched	chr4	77609187	77624790	3	11500	22234.275	815	1
1_MACS_peak_11795_lociStitched	chr16	9183936	9194342	1	10407	22210.5664	816	1
1_MACS_peak_12185_lociStitched	chr16	30074440	30078941	1	4502	22192.1805	817	1
1_MACS_peak_15272_lociStitched	chr18	74202845	74208456	1	5612	22180.283	818	1
4_MACS_peak_711_lociStitched	chr1	36613928	36627294	4	9198	22172.8574	819	1
1_MACS_peak_6527_lociStitched	chr11	118559970	118568696	1	8727	22164.9126	820	1
2_MACS_peak_23905_lociStitched	chr4	2412809	2420585	2	6193	22160.8224	821	1
1_MACS_peak_20410_lociStitched	chr20	57478848	57484971	1	6124	22155.4632	822	1
2_MACS_peak_2284_lociStitched	chr1	165697820	165711283	2	8032	22106.246	823	1
1_MACS_peak_783_lociStitched	chr1	39971980	39978675	1	6696	22104.212	824	1
4_MACS_peak_1534_lociStitched	chr1	110356839	110369765	4	8345	22103.46	825	1
2_MACS_peak_31437_lociStitched	chr8	17779312	17787104	2	7718	22102.7872	826	1
4_MACS_peak_19404_lociStitched	chr2	232534682	232552854	4	9054	22089.8832	827	1
3_MACS_peak_2087_lociStitched	chr1	156560079	156579169	3	9245	22085.221	828	1
1_MACS_peak_30904_lociStitched	chr7	130788981	130796236	1	7256	22083.4945	829	1
2_MACS_peak_2057_lociStitched	chr1	155980972	155991467	2	7998	22053.1435	830	1
4_MACS_peak_29164_lociStitched	chr6	148778268	148795374	4	9008	22046.2128	831	1
1_MACS_peak_6839_lociStitched	chr12	2442859	2448526	1	5668	22022.5287	832	1
2_MACS_peak_28157_lociStitched	chr6	43593571	43604883	2	8071	22019.9392	833	1
1_MACS_peak_4837_lociStitched	chr10	125155794	125163652	1	7859	22018.116	834	1
4_MACS_peak_16683_lociStitched	chr19	50369595	50382361	4	8089	22013.6904	835	1
3_MACS_peak_8233_lociStitched	chr12	120547209	120560790	3	9553	21976.7742	836	1
1_MACS_peak_15261_lociStitched	chr18	72580187	72584943	1	4757	21968.9152	837	1
4_MACS_peak_16216_lociStitched	chr19	36230671	36240541	4	8189	21962.724	838	1
3_MACS_peak_27965_lociStitched	chr6	33377167	33396547	3	11024	21951.726	839	1
1_MACS_peak_22901_lociStitched	chr3	121510404	121518387	1	7984	21910.1418	840	1
3_MACS_peak_34034_lociStitched	chr9	117372422	117382334	3	7805	21865.872	841	1
4_MACS_peak_2540_lociStitched	chr1	184524996	184538491	4	10594	21851.104	842	1
1_MACS_peak_2050_lociStitched	chr1	155826023	155829500	1	3478	21847.7295	843	1
3_MACS_peak_3898_lociStitched	chr10	37773734	37786119	3	8311	21823.6085	844	1
2_MACS_peak_12221_lociStitched	chr16	30661240	30672474	2	7104	21806.3174	845	1
2_MACS_peak_23557_lociStitched	chr3	178229738	178240767	2	10139	21797.7156	846	1
3_MACS_peak_14641_lociStitched	chr18	3245739	3263490	3	9321	21789.3525	847	1
1_MACS_peak_14498_lociStitched	chr17	77964664	77969453	1	4790	21768.8784	848	1
1_MACS_peak_2075_lociStitched	chr1	156249578	156254161	1	4584	21763.2921	849	1
3_MACS_peak_5529_lociStitched	chr11	46136991	46149452	3	8627	21731.984	850	1
3_MACS_peak_1903_lociStitched	chr1	151019650	151032927	3	8644	21731.7936	851	1
3_MACS_peak_8861_lociStitched	chr13	53022018	53036273	3	10591	21726.0455	852	1
1_MACS_peak_12834_lociStitched	chr16	85586223	85592083	1	5861	21712.472	853	1
1_MACS_peak_25846_lociStitched	chr5	43037280	43043779	1	6500	21702.1107	854	1
2_MACS_peak_23540_lociStitched	chr3	176912489	176920424	2	7064	21699.051	855	1
1_MACS_peak_1972_lociStitched	chr1	153916164	153920231	1	4068	21690.1244	856	1
1_MACS_peak_32449_lociStitched	chr8	103421271	103426296	1	5026	21687.9	857	1
1_MACS_peak_27866_lociStitched	chr6	30581127	30587110	1	5984	21682.9903	858	1
1_MACS_peak_8433_lociStitched	chr12	131703352	131709578	1	6227	21657.141	859	1
1_MACS_peak_17949_lociStitched	chr2	86842975	86851705	1	8731	21631.194	860	1
3_MACS_peak_18191_lociStitched	chr2	112184542	112199078	3	13405	21600.496	861	1
1_MACS_peak_15170_lociStitched	chr18	60189043	60194859	1	5817	21600.0424	862	1
3_MACS_peak_11737_lociStitched	chr16	4555189	4568229	3	7844	21592.936	863	1
1_MACS_peak_6608_lociStitched	chr11	122613303	122621430	1	8128	21586.9374	864	1
2_MACS_peak_25500_lociStitched	chr5	1487623	1500392	2	8080	21585.9945	865	1
3_MACS_peak_537_lociStitched	chr1	27058416	27075148	3	14297	21579.2604	866	1
1_MACS_peak_18255_lociStitched	chr2	114642952	114650342	1	7391	21554.413	867	1
1_MACS_peak_33731_lociStitched	chr9	93795152	93800550	1	5399	21550.4354	868	1
3_MACS_peak_1981_lociStitched	chr1	154166134	154183764	3	9987	21538.571	869	1
1_MACS_peak_6669_lociStitched	chr11	126220667	126226991	1	6325	21532.5876	870	1
5_MACS_peak_5839_lociStitched	chr11	65676092	65697131	5	9258	21529.2087	871	1
1_MACS_peak_13679_lociStitched	chr17	38080231	38086291	1	6061	21527.544	872	1
3_MACS_peak_745_lociStitched	chr1	38140540	38159458	3	11172	21524.9004	873	1
4_MACS_peak_23818_lociStitched	chr3	197019364	197037848	4	9533	21524.618	874	1
1_MACS_peak_21373_lociStitched	chr22	39145854	39153770	1	7917	21521.2292	875	1
2_MACS_peak_4547_lociStitched	chr10	102818878	102828020	2	7037	21512.0402	876	1
3_MACS_peak_33720_lociStitched	chr9	93312763	93323368	3	8346	21506.94	877	1
2_MACS_peak_15779_lociStitched	chr19	12713727	12726317	2	7864	21504.979	878	1
2_MACS_peak_30037_lociStitched	chr7	55574288	55588871	2	13088	21483.6756	879	1
5_MACS_peak_13135_lociStitched	chr17	7474540	7490757	5	10490	21474.5514	880	1
2_MACS_peak_32392_lociStitched	chr8	101440363	101452017	2	10028	21413.0596	881	1
2_MACS_peak_27506_lociStitched	chr6	10403479	10414979	2	7269	21413	882	1
2_MACS_peak_24308_lociStitched	chr4	40622649	40634454	2	9637	21404.826	883	1
1_MACS_peak_34279_lociStitched	chr9	131901036	131905833	1	4798	21389.3433	884	1
2_MACS_peak_16624_lociStitched	chr19	49135778	49150260	2	8605	21376.8802	885	1
1_MACS_peak_6862_lociStitched	chr12	4224359	4230095	1	5737	21348.8184	886	1
3_MACS_peak_19254_lociStitched	chr2	219259800	219272580	3	7733	21325.986	887	1
2_MACS_peak_17826_lociStitched	chr2	74424970	74435070	2	9973	21323.12	888	1
2_MACS_peak_14698_lociStitched	chr18	9135127	9148214	2	8658	21304.3273	889	1
2_MACS_peak_4985_lociStitched	chr11	266832	271728	2	4716	21293.1936	890	1
2_MACS_peak_30985_lociStitched	chr7	139466180	139478612	2	9270	21268.6656	891	1
1_MACS_peak_12638_lociStitched	chr16	70554287	70563709	1	9423	21247.5522	892	1
1_MACS_peak_33041_lociStitched	chr9	5625980	5633174	1	7195	21225.897	893	1
5_MACS_peak_17392_lociStitched	chr2	38927809	38953565	5	11857	21220.3684	894	1
5_MACS_peak_5176_lociStitched	chr11	10323879	10344968	5	13073	21202.8806	895	1
1_MACS_peak_672_lociStitched	chr1	33280882	33286388	1	5507	21202.5048	896	1
5_MACS_peak_14589_lociStitched	chr17	80654835	80675757	5	11469	21202.3548	897	1
3_MACS_peak_22314_lociStitched	chr3	53134771	53148355	3	9213	21197.832	898	1
1_MACS_peak_29668_lociStitched	chr7	26048718	26054132	1	5415	21187.689	899	1
4_MACS_peak_27282_lociStitched	chr5	176776736	176797166	4	10341	21175.695	900	1
2_MACS_peak_22713_lociStitched	chr3	101438436	101446079	2	7113	21172.6386	901	1
1_MACS_peak_55_lociStitched	chr1	1837154	1842672	1	5519	21172.566	902	1
2_MACS_peak_1776_lociStitched	chr1	145469233	145480395	2	8139	21151.99	903	1
1_MACS_peak_32871_lociStitched	chr8	142425587	142430834	1	5248	21118.1256	904	1
3_MACS_peak_27952_lociStitched	chr6	33166718	33177312	3	9623	21093.7134	905	1
1_MACS_peak_21765_lociStitched	chr3	13050489	13059007	1	8519	21078.6428	906	1
1_MACS_peak_540_lociStitched	chr1	27109157	27116085	1	6929	21075.6688	907	1
4_MACS_peak_2879_lociStitched	chr1	209920511	209932790	4	9506	21054.8013	908	1
3_MACS_peak_1809_lociStitched	chr1	147070508	147084355	3	8840	21046.0553	909	1
4_MACS_peak_14285_lociStitched	chr17	70583788	70602251	4	11796	21021.9718	910	1
1_MACS_peak_23306_lociStitched	chr3	150476777	150485042	1	8266	21008.8035	911	1
4_MACS_peak_22717_lociStitched	chr3	101495636	101513261	4	11021	21001.95	912	1
2_MACS_peak_19383_lociStitched	chr2	231729000	231739409	2	9730	21000.1575	913	1
2_MACS_peak_34292_lociStitched	chr9	132168005	132177107	2	6563	20994.6732	914	1
1_MACS_peak_6003_lociStitched	chr11	71933031	71937393	1	4363	20990.8164	915	1
3_MACS_peak_5648_lociStitched	chr11	60671808	60684881	3	10955	20984.7796	916	1
1_MACS_peak_25147_lociStitched	chr4	153451331	153460053	1	8723	20978.1544	917	1
2_MACS_peak_13862_lociStitched	chr17	44268006	44275776	2	6294	20924.61	918	1
1_MACS_peak_11316_lociStitched	chr15	85288119	85295060	1	6942	20918.0917	919	1
