GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_001183	chrX(.):153651977-153669862	0.0579
NM_001009934	chrX(.):153624578-153645427	0.0911
NR_000011	chrX(.):153623621-153633756	0.0968
NM_000116	chrX(.):153634876-153655063	0.0653
NR_026898	chrX(.):153621570-153635680	0.0856
NM_004699	chrX(.):153667484-153684002	0.057
NM_001493	chrX(.):153660258-153676814	0.0567
NM_015892	chr10(.):125762181-125856930	0.1348
NM_014863	chr10(.):125774168-125856930	0.1408
NM_001083591	chr10(.):11201992-11383672	0.153
NM_001025077	chr10(.):11042258-11383672	0.133
NM_006561	chr10(.):11054892-11383672	0.1341
NM_032199	chr10(.):63656012-63861707	0.117
NM_001198798	chr10(.):73851273-73980751	0.104
NM_001198799	chr10(.):73851273-73981183	0.1039
NM_020338	chr10(.):80823791-81081285	0.1112
NM_145868	chr10(.):81909879-81970328	0.1259
NM_007373	chr10(.):112674300-112778425	0.1063
NM_014661	chr10(.):126302862-126437930	0.1156
NM_001098207	chr10(.):43876064-43897794	0.1312
NM_004966	chr10(.):43876064-43909656	0.1308
NM_173160	chr10(.):43862091-43876783	0.0795
NM_001098204	chr10(.):43876064-43909696	0.1307
NM_001098208	chr10(.):43876064-43897279	0.1323
NM_001098205	chr10(.):43876064-43909332	0.1309
NM_001098206	chr10(.):43876064-43908299	0.132
NR_026693	chr10(.):43927573-43983007	0.1055
NM_173473	chr10(.):73970805-74000618	0.1191
NM_019058	chr10(.):74028676-74040797	0.1269
NM_030912	chr10(.):104399251-104423076	0.131
NM_001083913	chr10(.):104498726-104581021	0.1407
NM_017787	chr10(.):104530887-104581021	0.1364
NR_024552	chr10(.):105201542-105217162	0.1168
NM_001129742	chr10(.):105227560-105243997	0.1513
NM_001001412	chr10(.):105208143-105223648	0.118
NM_004210	chr10(.):105248734-105357309	0.1305
NM_004419	chr10(.):112252624-112276302	0.1755
NM_145341	chr10(.):112626595-112664764	0.1232
NM_001195307	chr10(.):112653487-112684124	0.1312
NM_001195306	chr10(.):112653487-112683694	0.1314
NR_026932	chr10(.):112623647-112635662	0.1565
NM_207127	chr10(.):135187740-135210198	0.1272
NM_138384	chr10(.):135202620-135239174	0.1056
NM_145202	chr10(.):135155843-135171187	0.0877
NM_001012508	chr10(.):135229169-135243121	0.075
NM_001098483	chr10(.):135163794-135176529	0.0911
NM_004092	chr10(.):135170986-135191908	0.0932
NR_037509	chr10(.):135180059-135190167	0.1023
NR_024469	chr11(.):67080309-67164158	0.1303
NM_001111018	chr11(.):19367270-20148147	0.113
NM_006819	chr11(.):63948586-63977020	0.1495
NM_001098517	chr11(.):115039344-115380241	0.1207
NM_002855	chr11(.):119526702-119604435	0.1121
NM_203285	chr11(.):119503807-119604435	0.1082
NM_030962	chr11(.):9795213-10320754	0.1017
NM_001143830	chr11(.):22683159-22839547	0.1148
NM_177553	chr11(.):22684653-22839547	0.1147
NM_005256	chr11(.):22691318-22839547	0.1126
NM_004811	chr11(.):58289343-58348390	0.1361
NM_001143995	chr11(.):58289343-58350639	0.1365
NM_024092	chr11(.):60676370-60695915	0.177
NM_001012662	chr11(.):62618483-62661355	0.1445
NM_001013251	chr11(.):62643343-62661355	0.137
NM_001012661	chr11(.):62618517-62661353	0.1446
NM_024060	chr11(.):62196015-62319332	0.1159
NM_024784	chr11(.):62513434-62526656	0.1196
NR_037193	chr11(.):62644170-62661355	0.139
NM_003273	chr11(.):64874340-64888707	0.1607
NM_001077241	chr11(.):65137662-65155142	0.1382
NR_002819	chr11(.):65260232-65278939	0.205
NM_012308	chr11(.):66881739-67030550	0.1237
NM_030930	chr11(.):67753574-67776593	0.1531
NM_014824	chr11(.):72542789-72858143	0.114
NM_080491	chr11(.):77921335-78133868	0.111
NM_014488	chr11(.):82687477-82787884	0.1359
NM_198489	chr11(.):118863851-118891455	0.1373
NM_015313	chr11(.):120202617-120365645	0.1143
NR_033839	chr11(.):126206611-126230482	0.1073
NM_002017	chr11(.):128558812-128688162	0.1399
NM_001167681	chr11(.):128557388-128688162	0.1398
NM_182612	chr11(.):762222-782487	0.1156
NM_006755	chr11(.):742431-770024	0.1158
NR_002585	chr11(.):806680-816814	0.1494
NM_001025239	chr11(.):837823-872116	0.0992
NM_001025234	chr11(.):839080-872116	0.101
NM_145886	chr11(.):794178-810250	0.1269
NM_016564	chr11(.):782109-795126	0.1084
NM_021128	chr11(.):834720-847529	0.1075
NM_139029	chr11(.):827951-843835	0.128
NM_173584	chr11(.):822584-836991	0.1312
NM_024698	chr11(.):785474-801263	0.1137
NM_001004	chr11(.):804935-817876	0.1405
NM_001025237	chr11(.):839445-872116	0.1011
NM_020376	chr11(.):813900-830571	0.1223
NM_001191060	chr11(.):785474-802995	0.1137
NM_001191061	chr11(.):785474-803269	0.1128
NM_001025235	chr11(.):837940-872116	0.0991
NM_006284	chr11(.):6627072-6638445	0.1631
NM_000391	chr11(.):6628996-6645692	0.1511
NM_003737	chr11(.):6637557-6682074	0.1193
NM_001014794	chr11(.):6619963-6637099	0.1715
NM_001014795	chr11(.):6620206-6637099	0.1728
NM_015324	chr11(.):6616151-6629811	0.1492
NM_001124	chr11(.):10321641-10333923	0.1722
NM_022725	chr11(.):22639078-22652387	0.1451
NM_000610	chr11(.):35155416-35258949	0.1373
NM_000614	chr11(.):58385145-58398205	0.1114
NR_024091	chr11(.):58341586-58398205	0.1386
NM_053023	chr11(.):58341586-58394023	0.1406
NM_004778	chr11(.):60613397-60628444	0.0975
NM_207341	chr11(.):60630014-60648164	0.1376
NM_024098	chr11(.):60604428-60623561	0.1434
NM_014502	chr11(.):60653019-60679061	0.1587
NM_016582	chr11(.):60699554-60724257	0.1214
NM_178031	chr11(.):60686912-60709631	0.1154
NM_022830	chr11(.):62337516-62364109	0.141
NM_004739	chr11(.):62355674-62374303	0.1646
NM_001404	chr11(.):62322072-62346460	0.172
NM_001620	chr11(.):62278373-62319332	0.1228
NM_203422	chr11(.):62448875-62462371	0.1065
NM_015853	chr11(.):62438971-62451527	0.151
NM_001130702	chr11(.):62452746-62482046	0.1286
NM_032667	chr11(.):62452746-62478787	0.123
NM_001043229	chr11(.):62427778-62439923	0.1532
NM_001085372	chr11(.):62434125-62446162	0.1572
NM_173810	chr11(.):62490951-62511108	0.1472
NM_001122955	chr11(.):62452746-62480200	0.125
NM_024099	chr11(.):62425288-62444241	0.1443
NM_012202	chr11(.):62470113-62481678	0.1597
NR_004390	chr11(.):62427893-62438042	0.14
NM_001079559	chr11(.):62477219-62499821	0.1644
NR_002565	chr11(.):62618036-62628103	0.1909
NM_199337	chr11(.):62549873-62562872	0.1677
NM_003164	chr11(.):62569368-62604560	0.1303
NM_018093	chr11(.):62595382-62612628	0.1836
NR_003098	chr11(.):62614459-62628360	0.1805
NR_002561	chr11(.):62616134-62626204	0.2075
NR_002560	chr11(.):62615797-62625865	0.2084
NR_002559	chr11(.):62616375-62626440	0.2088
NR_000008	chr11(.):62615381-62625507	0.2119
NM_002696	chr11(.):62524010-62539187	0.1489
NR_002564	chr11(.):62617763-62627838	0.1917
NR_002563	chr11(.):62617483-62627555	0.195
NR_002562	chr11(.):62617092-62627167	0.2002
NM_001081491	chr11(.):62554597-62577964	0.1556
NM_001080501	chr11(.):62552786-62564486	0.1698
NM_004470	chr11(.):64003412-64016607	0.1689
NM_000932	chr11(.):64013994-64041924	0.1179
NM_005528	chr11(.):63992752-64006753	0.1657
NM_001160390	chr11(.):63986270-63998726	0.1553
NM_032344	chr11(.):63988737-64002488	0.1528
NM_004322	chr11(.):64032299-64057176	0.1183
NM_178443	chr11(.):63969151-63996363	0.1294
NM_057092	chr11(.):64004587-64016607	0.1762
NM_033310	chr11(.):64053792-64072503	0.1205
NM_003377	chr11(.):63997265-64011259	0.1716
NM_020155	chr11(.):64048581-64061972	0.1189
NM_001135208	chr11(.):64003603-64016607	0.1695
NM_001039496	chr11(.):64062862-64077239	0.1465
NM_001170726	chr11(.):64046810-64061972	0.1163
NM_001160393	chr11(.):63986270-63998341	0.153
NM_001170881	chr11(.):64047284-64061972	0.1162
NM_001177358	chr11(.):64047282-64061972	0.1162
NM_138689	chr11(.):64006950-64019413	0.1595
NM_000244	chr11(.):64565985-64583188	0.1093
NM_130803	chr11(.):64565985-64583766	0.1094
NM_004579	chr11(.):64551608-64575713	0.0944
NM_017525	chr11(.):64586661-64617041	0.0987
NM_130800	chr11(.):64565985-64583035	0.1087
NM_130802	chr11(.):64565985-64583213	0.1093
NR_029829	chr11(.):64653826-64663911	0.0956
NM_006795	chr11(.):64615207-64651191	0.1322
NR_029578	chr11(.):64653608-64663718	0.0977
NM_013299	chr11(.):64803375-64817300	0.1193
NM_005468	chr11(.):64807294-64831009	0.1303
NM_080668	chr11(.):64839926-64856615	0.1377
NM_006782	chr11(.):64846693-64860874	0.1475
NM_013265	chr11(.):64858682-64884180	0.1294
NR_037567	chr11(.):64884654-64899841	0.1626
NM_172230	chr11(.):64889750-64907003	0.1762
NM_001997	chr11(.):64883098-64894672	0.1924
NM_004927	chr11(.):64884715-64899841	0.1622
NM_014205	chr11(.):64878874-64890170	0.1837
NR_028272	chr11(.):65185268-65199003	0.2706
NR_030343	chr11(.):65206928-65217028	0.1489
NM_031904	chr11(.):65149040-65185995	0.1239
NM_032223	chr11(.):65378782-65409910	0.1284
NM_001098785	chr11(.):65334819-65346669	0.1748
NM_021070	chr11(.):65301029-65330699	0.1329
NM_033455	chr11(.):65355325-65368467	0.1197
NM_001099409	chr11(.):65338508-65365116	0.1296
NM_002419	chr11(.):65360225-65386720	0.1249
NM_001048218	chr11(.):65287547-65311182	0.1387
NM_006396	chr11(.):65332942-65344239	0.1865
NM_014578	chr11(.):66819288-66844488	0.1127
NM_207354	chr11(.):67051761-67074955	0.1204
NM_017857	chr11(.):67065918-67085078	0.1234
NR_030767	chr11(.):67051815-67074955	0.1206
NM_001619	chr11(.):67028904-67059029	0.16
NM_001161473	chr11(.):67771047-67801743	0.1371
NM_006053	chr11(.):67805446-67823366	0.0993
NM_006019	chr11(.):67801482-67823366	0.0991
NM_002496	chr11(.):67793083-67809114	0.1339
NM_000694	chr11(.):67772789-67801743	0.1368
NR_033347	chr11(.):82747505-82757640	0.1264
NM_006235	chr11(.):111217980-111255157	0.1487
NR_003040	chr11(.):118868670-118879303	0.1075
NM_181721	chr11(.):118837416-118856995	0.1001
NM_000190	chr11(.):118950586-118969259	0.1413
NM_001028	chr11(.):118881421-118894057	0.155
NM_002105	chr11(.):118959584-118971177	0.1559
NM_016146	chr11(.):118884240-118899385	0.157
NM_001024382	chr11(.):118953696-118969259	0.1478
NM_001164278	chr11(.):118890060-118906616	0.1441
NM_001130991	chr11(.):118909895-118932925	0.1368
NM_015517	chr11(.):118987287-119010765	0.1365
NM_006389	chr11(.):118909895-118932916	0.1368
NM_014807	chr11(.):118973092-118992827	0.1483
NM_021729	chr11(.):118933492-118957688	0.1241
NM_001382	chr11(.):118962212-118977785	0.173
NM_001164280	chr11(.):118890060-118905278	0.1501
NR_037429	chr11(.):118884653-118894722	0.1752
NM_001142505	chr11(.):119015298-119038374	0.1175
NM_022169	chr11(.):119014749-119038374	0.1187
NM_203286	chr11(.):119540098-119604435	0.1168
NM_001198675	chr11(.):120190837-120209388	0.1436
NR_027288	chr11(.):122883273-122895319	0.1105
NM_006597	chr11(.):122923199-122937844	0.1793
NM_017547	chr11(.):126134054-126153027	0.1371
NM_014026	chr11(.):126168646-126220644	0.1294
NM_148910	chr11(.):126147981-126168071	0.1288
NM_001177842	chr11(.):126127813-126143877	0.1414
NM_006278	chr11(.):126221095-126289533	0.1028
NM_003658	chr11(.):129240880-129327174	0.123
NM_014325	chr12(.):109033886-109130295	0.1306
NM_152641	chr12(.):46118619-46306819	0.1075
NM_002392	chr12(.):69196970-69244212	0.1233
NM_020375	chr12(.):4425358-4474190	0.1045
NM_007273	chr12(.):7069516-7084891	0.1692
NM_001144831	chr12(.):7069514-7084916	0.1696
NM_001987	chr12(.):11797787-12053325	0.1196
NM_031289	chr12(.):13232041-13253709	0.1418
NM_006143	chr12(.):12808994-12854121	0.1037
NM_001080555	chr12(.):13232041-13261619	0.1459
NM_152321	chr12(.):15061975-15096463	0.1004
NM_004572	chr12(.):32938679-33054780	0.1122
NM_001033873	chr12(.):51634132-51668994	0.1205
NM_001031628	chr12(.):51634132-51669202	0.1204
NM_001128914	chr12(.):53840885-53879946	0.1724
NM_000966	chr12(.):53599352-53631036	0.1231
NM_001042728	chr12(.):53599352-53619150	0.1378
NM_001982	chr12(.):56468891-56502128	0.1249
NM_013449	chr12(.):56984379-57035163	0.1257
NM_006576	chr12(.):58186159-58214852	0.1075
NM_001172697	chr12(.):58171527-58201639	0.1184
NM_018279	chr12(.):72074877-72102839	0.1175
NM_005761	chr12(.):94537498-94704225	0.1323
NM_014706	chr12(.):108910990-108960165	0.1451
NM_018984	chr12(.):109171465-109256359	0.1307
NM_014868	chr12(.):120967131-121020397	0.07
NM_003959	chr12(.):123315038-123352507	0.0551
NM_001082959	chr12(.):125257173-125353519	0.0531
NM_001759	chr12(.):4377901-4419522	0.1487
NR_027483	chr12(.):6972277-6985110	0.1716
NM_001975	chr12(.):7018613-7037859	0.1543
NM_002831	chr12(.):7055433-7075479	0.174
NM_001159287	chr12(.):6971583-6985110	0.168
NR_029779	chr12(.):7067861-7077929	0.1592
NM_080548	chr12(.):7050739-7075479	0.1837
NM_001146316	chr12(.):6975099-6987449	0.1706
NM_000365	chr12(.):6971692-6985110	0.1684
NM_001007026	chr12(.):7028625-7056484	0.1613
NM_006992	chr12(.):7008896-7028406	0.1234
NM_001940	chr12(.):7032479-7056484	0.1492
NM_032641	chr12(.):6975099-6987521	0.1718
NR_003010	chr12(.):7071499-7081769	0.1584
NR_033796	chr12(.):6988845-6999902	0.1103
NR_002803	chr12(.):6988144-6998768	0.1117
NM_138425	chr12(.):7048202-7060165	0.1973
NR_029682	chr12(.):7068259-7078354	0.155
NM_005768	chr12(.):7080346-7130842	0.1172
NM_006331	chr12(.):7074943-7090165	0.1605
NR_036052	chr12(.):9387065-9397147	0.1117
NR_033399	chr12(.):9565286-9605768	0.1544
NR_036052	chr12(.):12259885-12269967	0.0917
NM_004064	chr12(.):12865301-12880305	0.1859
NR_030344	chr12(.):12912582-12922677	0.1091
NM_001130415	chr12(.):12873850-12949399	0.1242
NM_020853	chr12(.):13192314-13241383	0.1183
NM_006205	chr12(.):15120955-15139799	0.1038
NM_001175	chr12(.):15089949-15119562	0.1454
NM_030762	chr12(.):26267958-26283003	0.1738
NM_030653	chr12(.):31221778-31262725	0.134
NR_028408	chr12(.):46114502-46126704	0.1353
NM_018976	chr12(.):46746970-46771645	0.1307
NM_001098532	chr12(.):48123452-48157181	0.128
NM_017842	chr12(.):48161966-48181536	0.111
NM_006105	chr12(.):48123452-48157244	0.1282
NM_001098531	chr12(.):48123452-48157889	0.1284
NM_001098416	chr12(.):48171506-48218763	0.1325
NM_000376	chr12(.):48230319-48303814	0.1374
NM_014033	chr12(.):51313533-51331300	0.1595
NM_001109619	chr12(.):51342781-51369289	0.1004
NM_001971	chr12(.):51717226-51745463	0.1344
NM_016293	chr12(.):51669821-51722938	0.1263
NM_001004304	chr12(.):53569534-53589654	0.1567
NM_000889	chr12(.):53580106-53606000	0.1971
NM_015989	chr12(.):53546446-53579430	0.1277
NM_001170790	chr12(.):53640369-53653190	0.1269
NM_032889	chr12(.):53640875-53653190	0.1282
NM_015665	chr12(.):53696239-53720412	0.1386
NM_152860	chr12(.):53715359-53734537	0.1213
NM_001173467	chr12(.):53715359-53735004	0.1228
NM_001164691	chr12(.):53812638-53830318	0.1169
NM_003109	chr12(.):53769427-53815226	0.1145
NM_138473	chr12(.):53768978-53815226	0.1144
NM_001005354	chr12(.):53830432-53845427	0.1314
NM_134324	chr12(.):53890376-53905215	0.158
NM_006301	chr12(.):53869275-53898444	0.1624
NM_134323	chr12(.):53889704-53905215	0.1537
NM_003717	chr12(.):53895473-53906422	0.1191
NM_032786	chr12(.):56507029-56521278	0.1894
NM_006191	chr12(.):56493102-56512694	0.1599
NM_079423	chr12(.):56547099-56560366	0.152
NM_002475	chr12(.):56541334-56556771	0.152
NM_001035267	chr12(.):56505373-56516616	0.181
NM_015292	chr12(.):56516985-56543460	0.1484
NM_001127460	chr12(.):56705006-56732533	0.1527
NM_014255	chr12(.):56699212-56715128	0.1222
NM_005419	chr12(.):56730381-56759037	0.1366
NM_014871	chr12(.):56705006-56732837	0.1532
NM_004077	chr12(.):56660482-56699175	0.1255
NM_016584	chr12(.):56727662-56739194	0.1463
NM_001638	chr12(.):56749354-56761583	0.1434
NM_000946	chr12(.):57120363-57151146	0.1103
NR_003046	chr12(.):57032463-57042538	0.1648
NM_001686	chr12(.):57026958-57044852	0.1678
NM_005594	chr12(.):57101210-57124066	0.1437
NR_002737	chr12(.):57033810-57043885	0.1644
NM_001113203	chr12(.):57101210-57124326	0.1438
NM_006601	chr12(.):57052124-57087078	0.138
NM_003725	chr12(.):57152107-57186574	0.0986
NM_138396	chr12(.):58143899-58158689	0.1432
NM_023033	chr12(.):58157350-58170914	0.1515
NM_014770	chr12(.):58113993-58140940	0.1237
NM_000785	chr12(.):58151116-58165976	0.1452
NM_015433	chr12(.):58161382-58181324	0.1425
NM_001017956	chr12(.):58082737-58120340	0.12
NM_005981	chr12(.):58133783-58147026	0.1777
NR_027032	chr12(.):58115022-58127139	0.1136
NM_000075	chr12(.):58137002-58151164	0.1629
NM_001122772	chr12(.):58113993-58137029	0.1102
NM_005730	chr12(.):58208709-58245747	0.1327
NR_029847	chr12(.):58213391-58223475	0.108
NM_031435	chr12(.):72052676-72079428	0.1198
NM_144982	chr12(.):71998378-72062749	0.1077
NM_203394	chr12(.):77410025-77464360	0.1264
NM_001946	chr12(.):89736836-89751296	0.1745
NM_001111283	chr12(.):102784644-102879378	0.108
NM_001111284	chr12(.):102784644-102877429	0.1064
NM_001111285	chr12(.):102806453-102879378	0.1138
NM_014840	chr12(.):106452124-106538811	0.1157
NM_007076	chr12(.):108904050-108918380	0.134
NM_213595	chr12(.):108951293-108968160	0.2132
NM_181724	chr12(.):108978621-108996894	0.1093
NM_003006	chr12(.):109010679-109032670	0.2036
NM_001161331	chr12(.):109180694-109226327	0.1164
NM_003746	chr12(.):120928858-120941298	0.0592
NM_032314	chr12(.):120936081-120971964	0.0575
NM_198202	chr12(.):121011847-121024201	0.0637
NM_015918	chr12(.):121011847-121024197	0.0637
NM_019034	chr12(.):122210659-122236594	0.0712
NR_002809	chr12(.):122228172-122246390	0.0761
NM_015048	chr12(.):122237637-122275562	0.049
NM_024667	chr12(.):123344874-123385712	0.0805
NM_021009	chr12(.):125391191-125404587	0.1166
NR_024464	chr13(.):30909406-30953036	0.0688
NM_032436	chr13(.):115074964-115097803	0.1318
NM_000820	chr13(.):114518521-114572046	0.1478
NM_198217	chr13(.):111360082-111378421	0.1278
NM_024537	chr13(.):111288756-111363480	0.1053
NM_198218	chr13(.):111360609-111378421	0.1292
NM_198219	chr13(.):111360624-111378421	0.1293
NM_005537	chr13(.):111362358-111378421	0.133
NM_001143945	chr13(.):114518521-114544017	0.1025
NM_001143946	chr13(.):114518521-114541714	0.1027
NR_024609	chr13(.):114581609-114631485	0.1294
NM_023011	chr13(.):115042077-115076283	0.1392
NM_003903	chr13(.):114995361-115043150	0.1381
NM_022060	chr14(.):23062146-23086265	0.0706
NM_006246	chr14(.):63836354-64015079	0.0561
NM_001012706	chr14(.):50443429-50479238	0.0646
NM_004296	chr14(.):72394785-73038238	0.053
NM_001080414	chr14(.):91732666-91889133	0.0824
NM_001344	chr14(.):23028806-23063143	0.0745
NM_024496	chr14(.):77485885-77500034	0.0806
NM_005065	chr14(.):81934238-82005205	0.0783
NM_152592	chr14(.):95878830-95947173	0.0615
NR_003002	chr14(.):95994691-96004966	0.0846
NR_001459	chr14(.):95994248-96006209	0.0803
NM_016417	chr14(.):95996322-96016055	0.0644
NM_001311	chr14(.):105948256-105960124	0.1166
NM_001134877	chr14(.):105951519-105970585	0.1084
NM_001134876	chr14(.):105952585-105970585	0.1125
NM_001312	chr14(.):105936130-105951500	0.0472
NM_025268	chr14(.):105987952-106001539	0.0961
NM_001198983	chr14(.):105951191-105970585	0.1077
NM_144508	chr15(.):40881446-40959881	0.1086
NM_001042495	chr15(.):34517196-34635265	0.1138
NM_005135	chr15(.):34517196-34616021	0.1088
NM_001042497	chr15(.):34517196-34634045	0.1134
NM_001042494	chr15(.):34517196-34634961	0.1136
NM_001211	chr15(.):40448209-40518337	0.119
NM_177974	chr15(.):44575928-44712955	0.1073
NM_019600	chr15(.):52868517-52975820	0.1206
NM_006537	chr15(.):63791809-63888663	0.1085
NM_001004439	chr15(.):68589041-68729492	0.0993
NM_020908	chr15(.):70335542-70395256	0.1202
NM_001142443	chr15(.):74917898-74993386	0.1277
NM_006465	chr15(.):74828547-74895472	0.1287
NM_172217	chr15(.):81512639-81610104	0.1228
NM_001172128	chr15(.):81484218-81610104	0.1178
NM_001080532	chr15(.):81619759-81671418	0.106
NM_007011	chr15(.):89626380-89750591	0.1266
NM_198526	chr15(.):90539751-90630432	0.1247
NR_027992	chr15(.):20869796-20966480	0.0676
NR_027053	chr15(.):21927513-21945739	0.1909
NR_024387	chr15(.):22009419-22021878	0.102
NM_015995	chr15(.):31614082-31675102	0.1495
NM_175741	chr15(.):34633065-34654931	0.1144
NM_181077	chr15(.):34666269-34687001	0.1009
NM_018648	chr15(.):34628916-34640362	0.158
NM_153613	chr15(.):34646088-34664395	0.1189
NR_036050	chr15(.):34669269-34679351	0.096
NR_036050	chr15(.):34815490-34825572	0.0796
NM_003134	chr15(.):40322890-40336389	0.1433
NM_001003942	chr15(.):40375091-40403287	0.1589
NM_033503	chr15(.):40375091-40403639	0.159
NM_001003940	chr15(.):40375091-40406075	0.1572
NM_001080791	chr15(.):40840297-40862252	0.1673
NM_152260	chr15(.):40856536-40871661	0.1499
NR_002208	chr15(.):40819082-40829749	0.0873
NM_001145112	chr15(.):44952929-44974086	0.1469
NM_182985	chr15(.):45023559-45065025	0.1081
NM_004048	chr15(.):44998684-45015357	0.1419
NM_198524	chr15(.):56652643-56743072	0.1192
NM_017882	chr15(.):68494329-68527080	0.1348
NM_015322	chr15(.):68565140-68588640	0.1703
NR_030714	chr15(.):70366710-70376807	0.1043
NM_003992	chr15(.):74895712-74927542	0.1605
NM_001130028	chr15(.):74902334-74927542	0.172
NM_001127190	chr15(.):75069424-75100539	0.1602
NM_000761	chr15(.):75036183-75053941	0.1016
NM_000499	chr15(.):75006882-75022877	0.1184
NM_021819	chr15(.):75100193-75123099	0.1228
NM_001030005	chr15(.):75113950-75129136	0.1039
NM_021823	chr15(.):75310926-75348067	0.1572
NM_015477	chr15(.):75656719-75748926	0.117
NM_001145358	chr15(.):75656719-75749087	0.117
NM_001145357	chr15(.):75656719-75753124	0.1167
NM_004513	chr15(.):81584253-81610104	0.1682
NM_181900	chr15(.):81600006-81621524	0.1568
NM_022767	chr15(.):89159526-89180512	0.1522
NR_029606	chr15(.):89150055-89160165	0.1066
NM_002201	chr15(.):89177038-89203879	0.1374
NR_031590	chr15(.):89146337-89156428	0.0967
NM_002168	chr15(.):90622211-90650708	0.1446
NR_033769	chr15(.):93333713-93345338	0.107
NM_003090	chr15(.):101816714-101840460	0.1438
NM_203472	chr15(.):101806213-101822700	0.1727
NM_014918	chr15(.):101710927-101797137	0.1285
NM_152652	chr16(.):30402056-30415715	0.1281
NM_016373	chr16(.):78128550-79251564	0.0522
NM_003502	chr16(.):332439-407676	0.0941
NM_001172666	chr16(.):635076-684273	0.098
NM_021168	chr16(.):635172-684273	0.0981
NM_001172663	chr16(.):634356-684273	0.0974
NM_001172664	chr16(.):634668-684273	0.0975
NM_014700	chr16(.):470667-577481	0.1026
NM_013399	chr16(.):4555676-4593816	0.1406
NM_001199054	chr16(.):4555676-4593471	0.141
NM_015914	chr16(.):11767942-11841648	0.1815
NM_004862	chr16(.):11636577-11685229	0.1326
NM_001136472	chr16(.):11636577-11685806	0.1318
NR_024320	chr16(.):11636577-11686322	0.1325
NM_013302	chr16(.):22212591-22305066	0.1105
NM_000078	chr16(.):56990834-57022756	0.1305
NM_001191022	chr16(.):67591309-67678088	0.1108
NM_012320	chr16(.):68274246-68299961	0.157
NM_032821	chr16(.):70836288-71269569	0.2049
NM_018052	chr16(.):70716341-70840061	0.111
NM_014761	chr16(.):71924445-71967906	0.1167
NM_001030007	chr16(.):71757904-71847976	0.1123
NM_002661	chr16(.):81807929-81996899	0.0615
NM_175931	chr16(.):88936262-89012608	0.0411
NM_005187	chr16(.):88936262-89048504	0.0481
NM_021259	chr16(.):415775-436950	0.0935
NM_005009	chr16(.):442191-455754	0.1216
NM_020664	chr16(.):446857-467487	0.1058
NR_024453	chr16(.):427240-447960	0.1002
NM_006428	chr16(.):412383-425569	0.1098
NM_032259	chr16(.):729701-745400	0.1207
NM_001040162	chr16(.):679428-691347	0.1178
NM_138418	chr16(.):686848-703474	0.1187
NM_138769	chr16(.):713132-729171	0.1099
NM_005861	chr16(.):725114-737768	0.1259
NM_003961	chr16(.):721074-733267	0.1192
NM_053284	chr16(.):676011-689116	0.1083
NM_145294	chr16(.):694362-722829	0.1135
NM_001005920	chr16(.):726666-739439	0.1338
NM_001127205	chr16(.):4540858-4565348	0.1375
NM_001127204	chr16(.):4521340-4565348	0.138
NM_001127206	chr16(.):4519718-4565348	0.1361
NM_020677	chr16(.):4506694-4529896	0.1351
NM_001145011	chr16(.):4601490-4655318	0.1004
NM_003498	chr16(.):11757288-11778015	0.1475
NM_014153	chr16(.):11839441-11896114	0.1166
NM_001130007	chr16(.):11956984-12015519	0.1145
NM_001130006	chr16(.):11956984-12014825	0.1139
NM_001192	chr16(.):12053963-12066925	0.2049
NM_032167	chr16(.):12065601-12152141	0.1182
NM_001039182	chr16(.):29459913-29471285	0.1982
NM_001017389	chr16(.):29462126-29481280	0.1927
NM_003166	chr16(.):29462126-29481301	0.1931
NM_178044	chr16(.):29460821-29474545	0.1998
NR_002454	chr16(.):29455665-29466236	0.1854
NR_002556	chr16(.):29471288-29483899	0.1996
NR_037608	chr16(.):29461411-29481301	0.1913
NM_001017390	chr16(.):29466206-29481301	0.1725
NR_024370	chr16(.):29870003-29884374	0.1158
NM_002383	chr16(.):29812854-29827504	0.1291
NR_015396	chr16(.):29870154-29884374	0.1159
NM_145239	chr16(.):29818408-29832202	0.1581
NM_007317	chr16(.):29797057-29821706	0.1341
NM_006319	chr16(.):29864677-29879578	0.124
NM_024516	chr16(.):29822527-29838816	0.1669
NM_152338	chr16(.):29784560-29796840	0.1286
NM_005115	chr16(.):29826714-29864360	0.1364
NM_001039182	chr16(.):30199255-30210627	0.2126
NM_178044	chr16(.):30200163-30213887	0.2206
NM_003166	chr16(.):30201468-30220650	0.2101
NM_001017389	chr16(.):30201468-30220620	0.2095
NM_001193333	chr16(.):30189730-30205396	0.1746
NR_002454	chr16(.):30195004-30205575	0.2135
NR_037608	chr16(.):30200753-30220650	0.2095
NR_002556	chr16(.):30210637-30223248	0.2075
NR_002555	chr16(.):30229349-30261932	0.1412
NM_001017390	chr16(.):30205548-30220650	0.1924
NR_002453	chr16(.):30273913-30351695	0.1218
NM_006110	chr16(.):30357086-30371682	0.124
NM_052838	chr16(.):30384455-30399171	0.138
NM_013292	chr16(.):30381122-30394310	0.1665
NM_015527	chr16(.):30363421-30386522	0.1399
NR_024465	chr16(.):30357086-30371255	0.1263
NM_016643	chr16(.):30413734-30434916	0.1452
NM_024096	chr16(.):30430018-30446373	0.1395
NM_138447	chr16(.):30609699-30626682	0.1279
NM_024031	chr16(.):30657240-30672734	0.1597
