GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_13024_lociStitched	chr19(.):36704776-36706702	0.2792
1_MACS_peak_13025_lociStitched	chr19(.):36869387-36870456	0.1437
1_MACS_peak_13026_lociStitched	chr19(.):36980295-36981197	0.1896
1_MACS_peak_13027_lociStitched	chr19(.):37018740-37020230	0.1594
1_MACS_peak_13028_lociStitched	chr19(.):37177646-37179234	0.2994
1_MACS_peak_13029_lociStitched	chr19(.):37263358-37264213	0.1298
1_MACS_peak_13030_lociStitched	chr19(.):37340930-37342141	0.2069
1_MACS_peak_13031_lociStitched	chr19(.):37568475-37570082	0.2247
1_MACS_peak_13032_lociStitched	chr19(.):37708384-37709815	0.2675
1_MACS_peak_13033_lociStitched	chr19(.):37825410-37826202	0.1077
1_MACS_peak_13034_lociStitched	chr19(.):37861189-37862830	0.3282
1_MACS_peak_13035_lociStitched	chr19(.):38084819-38085773	0.1889
1_MACS_peak_13036_lociStitched	chr19(.):38209756-38210943	0.3144
1_MACS_peak_13037_lociStitched	chr19(.):38269465-38270919	0.2567
2_MACS_peak_13038_lociStitched	chr19(.):38396568-38406852	0.1397
2_MACS_peak_13040_lociStitched	chr19(.):38422085-38429808	0.1153
1_MACS_peak_13042_lociStitched	chr19(.):38493684-38495690	0.1886
1_MACS_peak_13043_lociStitched	chr19(.):38523484-38525789	0.2165
1_MACS_peak_13044_lociStitched	chr19(.):38537376-38541168	0.245
1_MACS_peak_13045_lociStitched	chr19(.):38548830-38549475	0.0665
1_MACS_peak_13046_lociStitched	chr19(.):38570163-38571111	0.144
1_MACS_peak_13047_lociStitched	chr19(.):38703881-38705760	0.1436
1_MACS_peak_13048_lociStitched	chr19(.):38754252-38756013	0.1131
1_MACS_peak_13049_lociStitched	chr19(.):38805881-38807578	0.1915
1_MACS_peak_13050_lociStitched	chr19(.):38826088-38827988	0.3054
1_MACS_peak_13051_lociStitched	chr19(.):38864367-38866559	0.2203
1_MACS_peak_13052_lociStitched	chr19(.):38893691-38894723	0.1406
2_MACS_peak_13053_lociStitched	chr19(.):39028978-39035924	0.1294
1_MACS_peak_13055_lociStitched	chr19(.):39107608-39110705	0.3216
1_MACS_peak_13056_lociStitched	chr19(.):39137401-39139892	0.1843
1_MACS_peak_13057_lociStitched	chr19(.):39173064-39177952	0.1765
1_MACS_peak_13058_lociStitched	chr19(.):39223937-39226323	0.1978
1_MACS_peak_13059_lociStitched	chr19(.):39321615-39323268	0.2457
2_MACS_peak_13060_lociStitched	chr19(.):39338748-39349171	0.2082
1_MACS_peak_13062_lociStitched	chr19(.):39359717-39360821	0.1171
1_MACS_peak_13063_lociStitched	chr19(.):39367659-39370220	0.1273
1_MACS_peak_13064_lociStitched	chr19(.):39389281-39391450	0.284
1_MACS_peak_13065_lociStitched	chr19(.):39420293-39422430	0.2717
1_MACS_peak_13066_lociStitched	chr19(.):39615589-39617261	0.1613
3_MACS_peak_13067_lociStitched	chr19(.):39825496-39834165	0.1502
2_MACS_peak_13070_lociStitched	chr19(.):39880767-39904003	0.2171
4_MACS_peak_13072_lociStitched	chr19(.):39920959-39937221	0.1601
1_MACS_peak_13076_lociStitched	chr19(.):39970633-39972257	0.2432
1_MACS_peak_13077_lociStitched	chr19(.):40029775-40031228	0.3021
2_MACS_peak_13078_lociStitched	chr19(.):40040602-40043498	0.1551
1_MACS_peak_13080_lociStitched	chr19(.):40168495-40171351	0.263
1_MACS_peak_13081_lociStitched	chr19(.):40248919-40251639	0.1945
1_MACS_peak_13082_lociStitched	chr19(.):40314368-40315597	0.2782
1_MACS_peak_13083_lociStitched	chr19(.):40323189-40325565	0.2657
2_MACS_peak_13084_lociStitched	chr19(.):40332276-40337815	0.2208
1_MACS_peak_13086_lociStitched	chr19(.):40404007-40405040	0.1714
1_MACS_peak_13087_lociStitched	chr19(.):40446398-40449659	0.2337
1_MACS_peak_13088_lociStitched	chr19(.):40457909-40460619	0.1649
1_MACS_peak_13089_lociStitched	chr19(.):40475721-40477874	0.2712
1_MACS_peak_13090_lociStitched	chr19(.):40502216-40503724	0.3619
1_MACS_peak_13091_lociStitched	chr19(.):40561248-40563100	0.345
2_MACS_peak_13092_lociStitched	chr19(.):40595741-40601643	0.1703
3_MACS_peak_13094_lociStitched	chr19(.):40645338-40672035	0.1688
1_MACS_peak_13097_lociStitched	chr19(.):40695966-40698544	0.1421
1_MACS_peak_13098_lociStitched	chr19(.):40727271-40728274	0.1817
1_MACS_peak_13099_lociStitched	chr19(.):40789873-40792327	0.2477
1_MACS_peak_13100_lociStitched	chr19(.):40853618-40855166	0.1961
1_MACS_peak_13101_lociStitched	chr19(.):40909281-40910324	0.1671
2_MACS_peak_13102_lociStitched	chr19(.):40926369-40932643	0.1692
1_MACS_peak_13104_lociStitched	chr19(.):40938931-40941654	0.1516
1_MACS_peak_13105_lociStitched	chr19(.):40949072-40951425	0.2226
2_MACS_peak_13106_lociStitched	chr19(.):40967440-40972063	0.1803
1_MACS_peak_13108_lociStitched	chr19(.):41082234-41083589	0.1931
4_MACS_peak_13109_lociStitched	chr19(.):41109038-41121110	0.1743
1_MACS_peak_13113_lociStitched	chr19(.):41168568-41169755	0.1901
2_MACS_peak_13114_lociStitched	chr19(.):41195946-41197682	0.1164
2_MACS_peak_13116_lociStitched	chr19(.):41220101-41224047	0.2
1_MACS_peak_13118_lociStitched	chr19(.):41255198-41258253	0.2697
1_MACS_peak_13119_lociStitched	chr19(.):41282737-41284991	0.3451
1_MACS_peak_13120_lociStitched	chr19(.):41303874-41306161	0.1856
1_MACS_peak_13121_lociStitched	chr19(.):41767550-41772297	0.2583
1_MACS_peak_13122_lociStitched	chr19(.):41801921-41805454	0.1939
1_MACS_peak_13123_lociStitched	chr19(.):41812568-41817041	0.2251
1_MACS_peak_13124_lociStitched	chr19(.):41832105-41835584	0.2447
1_MACS_peak_13125_lociStitched	chr19(.):41856911-41860338	0.1691
1_MACS_peak_13126_lociStitched	chr19(.):41868951-41871293	0.3028
1_MACS_peak_13127_lociStitched	chr19(.):41902754-41904574	0.3241
1_MACS_peak_13128_lociStitched	chr19(.):41914791-41916711	0.1896
1_MACS_peak_13129_lociStitched	chr19(.):41945089-41946259	0.2663
1_MACS_peak_13130_lociStitched	chr19(.):41954769-41956313	0.1733
1_MACS_peak_13131_lociStitched	chr19(.):41968184-41970894	0.1944
7_MACS_peak_13132_lociStitched	chr19(.):42022229-42070730	0.187
1_MACS_peak_13139_lociStitched	chr19(.):42081914-42083285	0.1607
1_MACS_peak_13140_lociStitched	chr19(.):42160528-42162041	0.1653
1_MACS_peak_13141_lociStitched	chr19(.):42363363-42365975	0.237
1_MACS_peak_13142_lociStitched	chr19(.):42375121-42376697	0.1279
1_MACS_peak_13143_lociStitched	chr19(.):42386504-42389177	0.2132
1_MACS_peak_13144_lociStitched	chr19(.):42448515-42450272	0.2582
1_MACS_peak_13145_lociStitched	chr19(.):42461923-42464257	0.292
1_MACS_peak_13146_lociStitched	chr19(.):42538692-42539884	0.2343
1_MACS_peak_13147_lociStitched	chr19(.):42578928-42581597	0.2354
2_MACS_peak_13148_lociStitched	chr19(.):42592676-42596964	0.1589
2_MACS_peak_13150_lociStitched	chr19(.):42632858-42638273	0.212
1_MACS_peak_13152_lociStitched	chr19(.):42702564-42707023	0.246
2_MACS_peak_13153_lociStitched	chr19(.):42720491-42725292	0.2544
1_MACS_peak_13155_lociStitched	chr19(.):42745625-42749854	0.2535
1_MACS_peak_13156_lociStitched	chr19(.):42757026-42760238	0.1393
1_MACS_peak_13157_lociStitched	chr19(.):42771672-42776151	0.287
3_MACS_peak_13158_lociStitched	chr19(.):42783368-42789622	0.1203
1_MACS_peak_13161_lociStitched	chr19(.):42805730-42807548	0.2066
1_MACS_peak_13162_lociStitched	chr19(.):42828916-42830892	0.3164
1_MACS_peak_13163_lociStitched	chr19(.):42900296-42902112	0.287
1_MACS_peak_13164_lociStitched	chr19(.):42926137-42928596	0.2148
1_MACS_peak_13165_lociStitched	chr19(.):42969753-42971110	0.2067
1_MACS_peak_13166_lociStitched	chr19(.):43000579-43003663	0.2287
1_MACS_peak_13167_lociStitched	chr19(.):43015879-43018004	0.1831
1_MACS_peak_13168_lociStitched	chr19(.):43031881-43033893	0.2115
1_MACS_peak_13169_lociStitched	chr19(.):43366871-43367953	0.1408
1_MACS_peak_13170_lociStitched	chr19(.):44007175-44009296	0.1895
2_MACS_peak_13171_lociStitched	chr19(.):44030666-44038509	0.1608
2_MACS_peak_13173_lociStitched	chr19(.):44078785-44085133	0.1419
1_MACS_peak_13175_lociStitched	chr19(.):44098703-44101523	0.2728
1_MACS_peak_13176_lociStitched	chr19(.):44122587-44124737	0.3531
1_MACS_peak_13177_lociStitched	chr19(.):44156029-44156754	0.2346
1_MACS_peak_13178_lociStitched	chr19(.):44178718-44180289	0.2423
1_MACS_peak_13179_lociStitched	chr19(.):44204329-44206406	0.2482
2_MACS_peak_13180_lociStitched	chr19(.):44257051-44262306	0.2344
1_MACS_peak_13182_lociStitched	chr19(.):44268568-44271753	0.205
2_MACS_peak_13183_lociStitched	chr19(.):44281742-44289983	0.1458
1_MACS_peak_13185_lociStitched	chr19(.):44438639-44440139	0.2702
1_MACS_peak_13186_lociStitched	chr19(.):44506390-44507896	0.2947
1_MACS_peak_13187_lociStitched	chr19(.):44529161-44530087	0.1866
1_MACS_peak_13188_lociStitched	chr19(.):44598017-44599758	0.2512
1_MACS_peak_13189_lociStitched	chr19(.):44668596-44670123	0.315
2_MACS_peak_13190_lociStitched	chr19(.):44711065-44717330	0.1932
1_MACS_peak_13192_lociStitched	chr19(.):44847846-44849474	0.2108
1_MACS_peak_13193_lociStitched	chr19(.):45003966-45005377	0.1689
1_MACS_peak_13194_lociStitched	chr19(.):45146831-45148137	0.1236
1_MACS_peak_13195_lociStitched	chr19(.):45156793-45157914	0.1759
1_MACS_peak_13196_lociStitched	chr19(.):45194713-45196462	0.1686
1_MACS_peak_13197_lociStitched	chr19(.):45204866-45206809	0.1755
1_MACS_peak_13198_lociStitched	chr19(.):45223275-45228535	0.1617
2_MACS_peak_13199_lociStitched	chr19(.):45250130-45258957	0.1989
1_MACS_peak_13201_lociStitched	chr19(.):45273041-45274714	0.3222
1_MACS_peak_13202_lociStitched	chr19(.):45393049-45395099	0.2697
2_MACS_peak_13203_lociStitched	chr19(.):45457442-45465524	0.2328
2_MACS_peak_13205_lociStitched	chr19(.):45503838-45506450	0.1586
1_MACS_peak_13207_lociStitched	chr19(.):45518207-45521387	0.267
2_MACS_peak_13208_lociStitched	chr19(.):45541615-45554095	0.1853
2_MACS_peak_13210_lociStitched	chr19(.):45577083-45583869	0.1974
1_MACS_peak_13212_lociStitched	chr19(.):45594666-45597673	0.2803
1_MACS_peak_13213_lociStitched	chr19(.):45619871-45623295	0.2161
1_MACS_peak_13214_lociStitched	chr19(.):45638435-45642285	0.2062
1_MACS_peak_13215_lociStitched	chr19(.):45680626-45683350	0.2233
2_MACS_peak_13216_lociStitched	chr19(.):45753799-45755498	0.0996
1_MACS_peak_13218_lociStitched	chr19(.):45873107-45875135	0.1702
1_MACS_peak_13219_lociStitched	chr19(.):45907415-45910550	0.3137
2_MACS_peak_13220_lociStitched	chr19(.):45921938-45928829	0.2027
3_MACS_peak_13222_lociStitched	chr19(.):45942594-45955463	0.1591
1_MACS_peak_13225_lociStitched	chr19(.):45970148-45973928	0.2432
1_MACS_peak_13226_lociStitched	chr19(.):45981042-45982764	0.3076
1_MACS_peak_13227_lociStitched	chr19(.):45995847-45996729	0.0513
1_MACS_peak_13228_lociStitched	chr19(.):46009039-46013506	0.1967
1_MACS_peak_13229_lociStitched	chr19(.):46065560-46066420	0.0654
1_MACS_peak_13230_lociStitched	chr19(.):46077967-46079261	0.172
1_MACS_peak_13231_lociStitched	chr19(.):46086557-46088929	0.2983
1_MACS_peak_13232_lociStitched	chr19(.):46133189-46134089	0.1178
3_MACS_peak_13233_lociStitched	chr19(.):46141802-46150043	0.2304
1_MACS_peak_13236_lociStitched	chr19(.):46184198-46185593	0.233
1_MACS_peak_13237_lociStitched	chr19(.):46194544-46197140	0.2971
1_MACS_peak_13238_lociStitched	chr19(.):46208896-46211062	0.2204
1_MACS_peak_13239_lociStitched	chr19(.):46219443-46221997	0.3033
1_MACS_peak_13240_lociStitched	chr19(.):46233027-46234994	0.2056
1_MACS_peak_13241_lociStitched	chr19(.):46271184-46274563	0.2214
1_MACS_peak_13242_lociStitched	chr19(.):46295096-46296986	0.2025
1_MACS_peak_13243_lociStitched	chr19(.):46312300-46313763	0.1498
1_MACS_peak_13244_lociStitched	chr19(.):46365320-46367021	0.2282
3_MACS_peak_13245_lociStitched	chr19(.):46385569-46397352	0.1318
1_MACS_peak_13248_lociStitched	chr19(.):46405107-46407072	0.247
1_MACS_peak_13249_lociStitched	chr19(.):46430858-46431888	0.2022
1_MACS_peak_13250_lociStitched	chr19(.):46497829-46499503	0.3152
1_MACS_peak_13251_lociStitched	chr19(.):46635743-46638093	0.163
2_MACS_peak_13252_lociStitched	chr19(.):46849462-46854316	0.1677
1_MACS_peak_13254_lociStitched	chr19(.):47103108-47105684	0.2609
1_MACS_peak_13255_lociStitched	chr19(.):47216736-47222474	0.2426
1_MACS_peak_13256_lociStitched	chr19(.):47248296-47250705	0.1522
1_MACS_peak_13257_lociStitched	chr19(.):47286969-47292683	0.26
1_MACS_peak_13258_lociStitched	chr19(.):47353276-47354782	0.3046
1_MACS_peak_13259_lociStitched	chr19(.):47362861-47365631	0.2066
1_MACS_peak_13260_lociStitched	chr19(.):47456783-47459766	0.2188
1_MACS_peak_13261_lociStitched	chr19(.):47551118-47552907	0.1831
1_MACS_peak_13262_lociStitched	chr19(.):47613528-47617826	0.2609
1_MACS_peak_13263_lociStitched	chr19(.):47633735-47635669	0.2599
1_MACS_peak_13264_lociStitched	chr19(.):47658694-47662525	0.2592
1_MACS_peak_13265_lociStitched	chr19(.):47703811-47705490	0.1889
1_MACS_peak_13266_lociStitched	chr19(.):47713529-47714835	0.1524
4_MACS_peak_13267_lociStitched	chr19(.):47728648-47748366	0.1665
2_MACS_peak_13271_lociStitched	chr19(.):47758932-47766831	0.1452
1_MACS_peak_13273_lociStitched	chr19(.):47776182-47778032	0.292
1_MACS_peak_13274_lociStitched	chr19(.):47839437-47840267	0.1784
1_MACS_peak_13275_lociStitched	chr19(.):47852290-47853199	0.3029
1_MACS_peak_13276_lociStitched	chr19(.):47937753-47939184	0.1824
1_MACS_peak_13277_lociStitched	chr19(.):47986679-47988907	0.2349
2_MACS_peak_13278_lociStitched	chr19(.):48017195-48022381	0.159
1_MACS_peak_13280_lociStitched	chr19(.):48103039-48104632	0.1679
1_MACS_peak_13281_lociStitched	chr19(.):48110922-48114040	0.1559
2_MACS_peak_13282_lociStitched	chr19(.):48246677-48249457	0.1972
1_MACS_peak_13284_lociStitched	chr19(.):48280934-48282810	0.2017
3_MACS_peak_13285_lociStitched	chr19(.):48612931-48626527	0.1249
1_MACS_peak_13288_lociStitched	chr19(.):48672938-48674862	0.1607
1_MACS_peak_13289_lociStitched	chr19(.):48706485-48708177	0.3798
3_MACS_peak_13290_lociStitched	chr19(.):48752194-48763913	0.1576
3_MACS_peak_13293_lociStitched	chr19(.):48824109-48837849	0.199
1_MACS_peak_13296_lociStitched	chr19(.):48866123-48868562	0.26
4_MACS_peak_13297_lociStitched	chr19(.):48880424-48902364	0.1401
2_MACS_peak_13301_lociStitched	chr19(.):48921604-48928471	0.1394
1_MACS_peak_13303_lociStitched	chr19(.):48947935-48949999	0.2644
1_MACS_peak_13304_lociStitched	chr19(.):48971572-48973591	0.2753
2_MACS_peak_13305_lociStitched	chr19(.):48993876-48997303	0.1498
2_MACS_peak_13307_lociStitched	chr19(.):49121210-49128257	0.1561
1_MACS_peak_13309_lociStitched	chr19(.):49136917-49142250	0.1941
1_MACS_peak_13310_lociStitched	chr19(.):49148891-49150241	0.1596
1_MACS_peak_13311_lociStitched	chr19(.):49163898-49164879	0.1774
2_MACS_peak_13312_lociStitched	chr19(.):49217531-49224813	0.1027
2_MACS_peak_13314_lociStitched	chr19(.):49313457-49320002	0.2009
1_MACS_peak_13316_lociStitched	chr19(.):49338402-49340638	0.2229
1_MACS_peak_13317_lociStitched	chr19(.):49351963-49353405	0.1394
1_MACS_peak_13318_lociStitched	chr19(.):49374975-49380552	0.2265
1_MACS_peak_13319_lociStitched	chr19(.):49394174-49395416	0.1932
1_MACS_peak_13320_lociStitched	chr19(.):49402806-49404575	0.2614
2_MACS_peak_13321_lociStitched	chr19(.):49457407-49471955	0.1469
1_MACS_peak_13323_lociStitched	chr19(.):49481468-49483497	0.2189
1_MACS_peak_13324_lociStitched	chr19(.):49494927-49497814	0.2879
1_MACS_peak_13325_lociStitched	chr19(.):49587880-49589775	0.2753
2_MACS_peak_13326_lociStitched	chr19(.):49617221-49623234	0.1132
1_MACS_peak_13328_lociStitched	chr19(.):49652823-49654214	0.2201
1_MACS_peak_13329_lociStitched	chr19(.):49717488-49718840	0.1471
1_MACS_peak_13330_lociStitched	chr19(.):49836418-49839582	0.1325
1_MACS_peak_13331_lociStitched	chr19(.):49890626-49892102	0.1118
2_MACS_peak_13332_lociStitched	chr19(.):49954168-49962335	0.1843
1_MACS_peak_13334_lociStitched	chr19(.):49976845-49978469	0.2166
1_MACS_peak_13335_lociStitched	chr19(.):49989827-49992432	0.3209
2_MACS_peak_13336_lociStitched	chr19(.):49998536-50005273	0.221
1_MACS_peak_13338_lociStitched	chr19(.):50082975-50084584	0.23
1_MACS_peak_13339_lociStitched	chr19(.):50093251-50096767	0.176
1_MACS_peak_13340_lociStitched	chr19(.):50142729-50146583	0.2247
1_MACS_peak_13341_lociStitched	chr19(.):50166094-50170058	0.2676
1_MACS_peak_13342_lociStitched	chr19(.):50178338-50182007	0.299
2_MACS_peak_13343_lociStitched	chr19(.):50268923-50271282	0.2571
3_MACS_peak_13345_lociStitched	chr19(.):50311836-50322693	0.1811
1_MACS_peak_13348_lociStitched	chr19(.):50353266-50354974	0.187
3_MACS_peak_13349_lociStitched	chr19(.):50369692-50382124	0.2205
1_MACS_peak_13352_lociStitched	chr19(.):50398981-50402211	0.1886
1_MACS_peak_13353_lociStitched	chr19(.):50431570-50433676	0.2941
1_MACS_peak_13354_lociStitched	chr19(.):50468298-50470213	0.1366
1_MACS_peak_13355_lociStitched	chr19(.):50527665-50529737	0.2782
2_MACS_peak_13356_lociStitched	chr19(.):50872001-50880251	0.1509
1_MACS_peak_13358_lociStitched	chr19(.):50886644-50888616	0.2639
2_MACS_peak_13359_lociStitched	chr19(.):50918004-50922814	0.1057
1_MACS_peak_13361_lociStitched	chr19(.):50979078-50980569	0.2229
1_MACS_peak_13362_lociStitched	chr19(.):51013606-51015426	0.2015
1_MACS_peak_13363_lociStitched	chr19(.):51306834-51309011	0.2073
1_MACS_peak_13364_lociStitched	chr19(.):52096875-52098528	0.1463
1_MACS_peak_13365_lociStitched	chr19(.):52109357-52111291	0.1999
1_MACS_peak_13366_lociStitched	chr19(.):52489462-52490490	0.1778
1_MACS_peak_13367_lociStitched	chr19(.):52510968-52512164	0.1841
1_MACS_peak_13368_lociStitched	chr19(.):52531384-52532419	0.1345
1_MACS_peak_13369_lociStitched	chr19(.):52598294-52599190	0.1434
1_MACS_peak_13370_lociStitched	chr19(.):52642265-52643589	0.2636
1_MACS_peak_13371_lociStitched	chr19(.):52674188-52675216	0.1624
1_MACS_peak_13372_lociStitched	chr19(.):52692164-52694549	0.2373
1_MACS_peak_13373_lociStitched	chr19(.):52772516-52773822	0.2214
1_MACS_peak_13374_lociStitched	chr19(.):52800392-52801188	0.1407
1_MACS_peak_13375_lociStitched	chr19(.):53030538-53031614	0.121
1_MACS_peak_13376_lociStitched	chr19(.):53073323-53074234	0.1818
1_MACS_peak_13377_lociStitched	chr19(.):53192822-53194526	0.0782
1_MACS_peak_13378_lociStitched	chr19(.):53237486-53238442	0.2002
1_MACS_peak_13379_lociStitched	chr19(.):53324166-53325292	0.124
1_MACS_peak_13380_lociStitched	chr19(.):53360060-53361260	0.233
1_MACS_peak_13381_lociStitched	chr19(.):53426024-53426871	0.0637
1_MACS_peak_13382_lociStitched	chr19(.):53445123-53446209	0.1505
1_MACS_peak_13383_lociStitched	chr19(.):53868756-53869585	0.1272
1_MACS_peak_13384_lociStitched	chr19(.):53898135-53899339	0.1096
1_MACS_peak_13385_lociStitched	chr19(.):53934943-53936051	0.2235
1_MACS_peak_13386_lociStitched	chr19(.):54605330-54606952	0.2084
1_MACS_peak_13387_lociStitched	chr19(.):54618138-54619801	0.3229
1_MACS_peak_13388_lociStitched	chr19(.):54641113-54642752	0.1787
1_MACS_peak_13389_lociStitched	chr19(.):54662649-54664818	0.359
1_MACS_peak_13390_lociStitched	chr19(.):54676142-54677194	0.1752
1_MACS_peak_13391_lociStitched	chr19(.):54692476-54696174	0.3122
1_MACS_peak_13392_lociStitched	chr19(.):54703815-54705893	0.2202
1_MACS_peak_13393_lociStitched	chr19(.):54870470-54871591	0.1103
2_MACS_peak_13394_lociStitched	chr19(.):54880484-54891209	0.1261
1_MACS_peak_13396_lociStitched	chr19(.):54897989-54901320	0.132
1_MACS_peak_13397_lociStitched	chr19(.):54959074-54961544	0.3224
1_MACS_peak_13398_lociStitched	chr19(.):54973904-54976387	0.1886
1_MACS_peak_13399_lociStitched	chr19(.):55008893-55010049	0.1489
1_MACS_peak_13400_lociStitched	chr19(.):55173708-55175440	0.0924
1_MACS_peak_13401_lociStitched	chr19(.):55393990-55395348	0.1436
1_MACS_peak_13402_lociStitched	chr19(.):55432431-55433278	0.0645
1_MACS_peak_13403_lociStitched	chr19(.):55448034-55451254	0.1392
4_MACS_peak_13404_lociStitched	chr19(.):55460124-55486599	0.1174
1_MACS_peak_13408_lociStitched	chr19(.):55496847-55498434	0.1905
1_MACS_peak_13409_lociStitched	chr19(.):55516519-55518210	0.2329
2_MACS_peak_13410_lociStitched	chr19(.):55573421-55583757	0.17
1_MACS_peak_13412_lociStitched	chr19(.):55627429-55628994	0.1729
1_MACS_peak_13413_lociStitched	chr19(.):55764006-55771984	0.2155
4_MACS_peak_13414_lociStitched	chr19(.):55786839-55796133	0.1579
2_MACS_peak_13418_lociStitched	chr19(.):55812644-55820426	0.1624
1_MACS_peak_13420_lociStitched	chr19(.):55849310-55852942	0.2526
1_MACS_peak_13421_lociStitched	chr19(.):55894407-55898576	0.2724
1_MACS_peak_13422_lociStitched	chr19(.):55917865-55920565	0.2555
1_MACS_peak_13423_lociStitched	chr19(.):55972407-55974048	0.2512
1_MACS_peak_13424_lociStitched	chr19(.):55987086-55988973	0.2271
2_MACS_peak_13425_lociStitched	chr19(.):56110169-56118373	0.1994
1_MACS_peak_13427_lociStitched	chr19(.):56135336-56136396	0.2121
4_MACS_peak_13428_lociStitched	chr19(.):56145570-56167617	0.1571
2_MACS_peak_13432_lociStitched	chr19(.):56185923-56190662	0.1924
1_MACS_peak_13434_lociStitched	chr19(.):56328956-56333554	0.2029
2_MACS_peak_13435_lociStitched	chr19(.):56340315-56351842	0.1317
1_MACS_peak_13437_lociStitched	chr19(.):56622594-56624849	0.1365
1_MACS_peak_13438_lociStitched	chr19(.):56631002-56633761	0.1651
2_MACS_peak_13439_lociStitched	chr19(.):56647058-56653235	0.1696
1_MACS_peak_13441_lociStitched	chr19(.):56825113-56827248	0.2871
1_MACS_peak_13442_lociStitched	chr19(.):56904211-56905670	0.2198
1_MACS_peak_13443_lociStitched	chr19(.):56914852-56916412	0.2844
1_MACS_peak_13444_lociStitched	chr19(.):57106156-57107438	0.178
1_MACS_peak_13445_lociStitched	chr19(.):57751301-57752967	0.2532
1_MACS_peak_13446_lociStitched	chr19(.):57790680-57795898	0.2554
1_MACS_peak_13447_lociStitched	chr19(.):57831119-57832853	0.1951
1_MACS_peak_13448_lociStitched	chr19(.):57874005-57875586	0.2549
1_MACS_peak_13449_lociStitched	chr19(.):57900457-57902096	0.3031
1_MACS_peak_13450_lociStitched	chr19(.):57922157-57923334	0.2602
1_MACS_peak_13451_lociStitched	chr19(.):57946227-57947448	0.244
1_MACS_peak_13452_lociStitched	chr19(.):57988003-57989308	0.3212
1_MACS_peak_13453_lociStitched	chr19(.):57998734-58000015	0.1775
1_MACS_peak_13454_lociStitched	chr19(.):58011032-58012071	0.195
1_MACS_peak_13455_lociStitched	chr19(.):58089560-58090912	0.267
1_MACS_peak_13456_lociStitched	chr19(.):58125282-58126251	0.1842
1_MACS_peak_13457_lociStitched	chr19(.):58144130-58145251	0.2048
1_MACS_peak_13458_lociStitched	chr19(.):58238198-58239813	0.2091
1_MACS_peak_13459_lociStitched	chr19(.):58257820-58258934	0.2222
2_MACS_peak_13460_lociStitched	chr19(.):58325363-58331818	0.1633
1_MACS_peak_13462_lociStitched	chr19(.):58360855-58361957	0.2559
1_MACS_peak_13463_lociStitched	chr19(.):58427213-58428362	0.3327
1_MACS_peak_13464_lociStitched	chr19(.):58661525-58662520	0.1567
1_MACS_peak_13465_lociStitched	chr19(.):58693945-58695634	0.1436
1_MACS_peak_13466_lociStitched	chr19(.):58739729-58740908	0.0813
1_MACS_peak_13467_lociStitched	chr19(.):58789410-58790866	0.1823
1_MACS_peak_13468_lociStitched	chr19(.):58816380-58817461	0.1839
1_MACS_peak_13469_lociStitched	chr19(.):58837734-58839277	0.2403
1_MACS_peak_13470_lociStitched	chr19(.):58873503-58874216	0.0806
2_MACS_peak_13471_lociStitched	chr19(.):58891364-58899294	0.152
1_MACS_peak_13473_lociStitched	chr19(.):58919106-58920861	0.2211
1_MACS_peak_13474_lociStitched	chr19(.):58962664-58963768	0.1968
1_MACS_peak_13475_lociStitched	chr19(.):58978039-58979303	0.1876
1_MACS_peak_13476_lociStitched	chr19(.):58986522-58988351	0.2331
1_MACS_peak_13477_lociStitched	chr19(.):59029960-59031960	0.2832
1_MACS_peak_13478_lociStitched	chr19(.):59054607-59057027	0.1675
2_MACS_peak_13479_lociStitched	chr19(.):59065400-59071888	0.2075
2_MACS_peak_13481_lociStitched	chr19(.):59083490-59087888	0.2755
1_MACS_peak_13483_lociStitched	chr2(.):23378-25208	0.1482
1_MACS_peak_13484_lociStitched	chr2(.):191378-193845	0.1451
1_MACS_peak_13485_lociStitched	chr2(.):264584-265779	0.2515
1_MACS_peak_13486_lociStitched	chr2(.):393661-394858	0.1329
2_MACS_peak_13487_lociStitched	chr2(.):436942-442688	0.1707
1_MACS_peak_13489_lociStitched	chr2(.):675993-678422	0.2999
1_MACS_peak_13490_lociStitched	chr2(.):1391668-1392743	0.122
1_MACS_peak_13491_lociStitched	chr2(.):2090249-2091151	0.1597
1_MACS_peak_13492_lociStitched	chr2(.):2454563-2456103	0.1404
1_MACS_peak_13493_lociStitched	chr2(.):2616624-2617977	0.2025
1_MACS_peak_13494_lociStitched	chr2(.):2650106-2651286	0.1643
1_MACS_peak_13495_lociStitched	chr2(.):2904791-2905863	0.114
2_MACS_peak_13496_lociStitched	chr2(.):3148276-3156505	0.1107
2_MACS_peak_13498_lociStitched	chr2(.):3381047-3384423	0.219
1_MACS_peak_13500_lociStitched	chr2(.):3465267-3466357	0.1753
1_MACS_peak_13501_lociStitched	chr2(.):3483380-3485332	0.2302
1_MACS_peak_13502_lociStitched	chr2(.):3521784-3524590	0.2207
1_MACS_peak_13503_lociStitched	chr2(.):3604997-3606939	0.2725
1_MACS_peak_13504_lociStitched	chr2(.):3622094-3623947	0.2393
1_MACS_peak_13505_lociStitched	chr2(.):3698801-3700173	0.1554
1_MACS_peak_13506_lociStitched	chr2(.):3951948-3953346	0.1688
1_MACS_peak_13507_lociStitched	chr2(.):4073504-4074388	0.1342
