GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
1_MACS_peak_8144_lociStitched	chr21(.):33031000-33032871	0.7681
1_MACS_peak_8145_lociStitched	chr21(.):33104290-33105551	0.6765
1_MACS_peak_8146_lociStitched	chr21(.):33144460-33145798	1.2527
1_MACS_peak_8147_lociStitched	chr21(.):33507445-33509146	1.0569
1_MACS_peak_8148_lociStitched	chr21(.):33562717-33563793	0.7132
1_MACS_peak_8149_lociStitched	chr21(.):33941532-33942552	0.653
1_MACS_peak_8150_lociStitched	chr21(.):33983766-33985798	0.8936
1_MACS_peak_8151_lociStitched	chr21(.):33996447-33998229	1.3587
1_MACS_peak_8152_lociStitched	chr21(.):34099643-34100940	0.8378
1_MACS_peak_8153_lociStitched	chr21(.):34143460-34145621	1.1704
1_MACS_peak_8154_lociStitched	chr21(.):34450738-34452406	1.366
1_MACS_peak_8155_lociStitched	chr21(.):34587478-34589479	1.5813
1_MACS_peak_8156_lociStitched	chr21(.):34602898-34604395	0.5272
1_MACS_peak_8157_lociStitched	chr21(.):34610146-34612056	1.0087
2_MACS_peak_8158_lociStitched	chr21(.):34637609-34642195	0.6434
1_MACS_peak_8160_lociStitched	chr21(.):34665664-34666931	0.6396
1_MACS_peak_8161_lociStitched	chr21(.):34680693-34682223	1.5493
2_MACS_peak_8162_lociStitched	chr21(.):34696004-34705801	0.6755
3_MACS_peak_8164_lociStitched	chr21(.):34746257-34756971	0.6317
1_MACS_peak_8167_lociStitched	chr21(.):34766226-34767441	1.0972
1_MACS_peak_8168_lociStitched	chr21(.):34806279-34807857	1.1934
1_MACS_peak_8169_lociStitched	chr21(.):34851171-34853002	0.5082
1_MACS_peak_8170_lociStitched	chr21(.):34913306-34916310	1.0042
2_MACS_peak_8171_lociStitched	chr21(.):35056976-35064531	0.4474
1_MACS_peak_8173_lociStitched	chr21(.):35084216-35085543	1.3087
1_MACS_peak_8174_lociStitched	chr21(.):35319444-35321690	1.0041
1_MACS_peak_8175_lociStitched	chr21(.):35747006-35748628	0.658
1_MACS_peak_8176_lociStitched	chr21(.):35898663-35899869	0.9422
1_MACS_peak_8177_lociStitched	chr21(.):35915834-35918539	1.1441
1_MACS_peak_8178_lociStitched	chr21(.):36012066-36013372	0.7884
1_MACS_peak_8179_lociStitched	chr21(.):36216783-36218774	1.0071
1_MACS_peak_8180_lociStitched	chr21(.):36237010-36239159	2.7837
1_MACS_peak_8181_lociStitched	chr21(.):36259794-36262983	1.1954
1_MACS_peak_8182_lociStitched	chr21(.):36346060-36347452	0.9523
1_MACS_peak_8183_lociStitched	chr21(.):36398662-36400556	0.887
3_MACS_peak_8184_lociStitched	chr21(.):36420307-36430575	0.6796
1_MACS_peak_8187_lociStitched	chr21(.):36577924-36579144	0.8405
4_MACS_peak_8188_lociStitched	chr21(.):36589479-36608380	0.8039
1_MACS_peak_8192_lociStitched	chr21(.):36810492-36811636	0.8145
1_MACS_peak_8193_lociStitched	chr21(.):37083541-37084602	0.8106
1_MACS_peak_8194_lociStitched	chr21(.):37304318-37305459	0.8697
1_MACS_peak_8195_lociStitched	chr21(.):37367517-37368543	0.5004
2_MACS_peak_8196_lociStitched	chr21(.):37393244-37401409	0.3911
1_MACS_peak_8198_lociStitched	chr21(.):37441681-37443005	0.7952
1_MACS_peak_8199_lociStitched	chr21(.):37506411-37508656	0.6382
1_MACS_peak_8200_lociStitched	chr21(.):37626263-37628678	0.7592
1_MACS_peak_8201_lociStitched	chr21(.):37661076-37662751	1.5095
1_MACS_peak_8202_lociStitched	chr21(.):37691738-37693753	0.6327
2_MACS_peak_8203_lociStitched	chr21(.):37906979-37915770	1.0315
1_MACS_peak_8205_lociStitched	chr21(.):38361329-38362962	0.7205
1_MACS_peak_8206_lociStitched	chr21(.):38444617-38446520	0.7205
1_MACS_peak_8207_lociStitched	chr21(.):38592646-38593851	0.7926
1_MACS_peak_8208_lociStitched	chr21(.):38604162-38605218	0.6714
1_MACS_peak_8209_lociStitched	chr21(.):38638726-38640896	1.2499
2_MACS_peak_8210_lociStitched	chr21(.):38738665-38743665	0.5685
1_MACS_peak_8212_lociStitched	chr21(.):38935200-38937653	1.1891
1_MACS_peak_8213_lociStitched	chr21(.):39003700-39004804	0.8577
1_MACS_peak_8214_lociStitched	chr21(.):39615308-39617573	0.6785
2_MACS_peak_8215_lociStitched	chr21(.):39639925-39644770	0.69
1_MACS_peak_8217_lociStitched	chr21(.):40051081-40052314	0.9464
1_MACS_peak_8218_lociStitched	chr21(.):40138551-40140023	0.9253
1_MACS_peak_8219_lociStitched	chr21(.):40152387-40153327	0.7015
1_MACS_peak_8220_lociStitched	chr21(.):40685034-40686839	0.8083
1_MACS_peak_8221_lociStitched	chr21(.):40719790-40720723	0.5315
1_MACS_peak_8222_lociStitched	chr21(.):40817032-40818629	0.7381
1_MACS_peak_8223_lociStitched	chr21(.):41014776-41016184	0.9378
1_MACS_peak_8224_lociStitched	chr21(.):41047420-41049325	1.5153
1_MACS_peak_8225_lociStitched	chr21(.):41246440-41247440	0.8324
1_MACS_peak_8226_lociStitched	chr21(.):41304012-41308558	1.2172
2_MACS_peak_8227_lociStitched	chr21(.):41325189-41331874	0.7487
1_MACS_peak_8229_lociStitched	chr21(.):41340988-41343812	1.2045
1_MACS_peak_8230_lociStitched	chr21(.):41384675-41389822	1.1562
1_MACS_peak_8231_lociStitched	chr21(.):41647498-41648612	0.7904
2_MACS_peak_8232_lociStitched	chr21(.):42791640-42798510	0.375
1_MACS_peak_8234_lociStitched	chr21(.):42849400-42851218	0.6705
1_MACS_peak_8235_lociStitched	chr21(.):43243179-43244443	0.9233
1_MACS_peak_8236_lociStitched	chr21(.):43252890-43254382	0.6531
2_MACS_peak_8237_lociStitched	chr21(.):43284437-43289276	0.6284
1_MACS_peak_8239_lociStitched	chr21(.):43299390-43300304	0.7989
1_MACS_peak_8240_lociStitched	chr21(.):43346015-43349665	0.9333
1_MACS_peak_8241_lociStitched	chr21(.):43428931-43431615	0.6678
1_MACS_peak_8242_lociStitched	chr21(.):43450596-43452769	1.2549
1_MACS_peak_8243_lociStitched	chr21(.):43468021-43468934	0.5192
1_MACS_peak_8244_lociStitched	chr21(.):43481066-43485747	1.4409
1_MACS_peak_8245_lociStitched	chr21(.):43497476-43499457	1.0346
1_MACS_peak_8246_lociStitched	chr21(.):43527579-43528922	0.9953
2_MACS_peak_8247_lociStitched	chr21(.):43536481-43540847	0.8717
1_MACS_peak_8249_lociStitched	chr21(.):43639982-43641146	0.7019
2_MACS_peak_8250_lociStitched	chr21(.):43647506-43655675	0.9153
1_MACS_peak_8252_lociStitched	chr21(.):43880123-43881994	2.3195
1_MACS_peak_8253_lociStitched	chr21(.):43888914-43889995	0.8285
2_MACS_peak_8254_lociStitched	chr21(.):43944088-43948815	1.0205
1_MACS_peak_8256_lociStitched	chr21(.):44298407-44300511	0.8607
1_MACS_peak_8257_lociStitched	chr21(.):44356693-44357785	1.0007
1_MACS_peak_8258_lociStitched	chr21(.):44393610-44395115	0.7844
2_MACS_peak_8259_lociStitched	chr21(.):44526883-44531636	0.597
1_MACS_peak_8261_lociStitched	chr21(.):44581713-44586304	1.3769
1_MACS_peak_8262_lociStitched	chr21(.):44596288-44597968	1.0476
2_MACS_peak_8263_lociStitched	chr21(.):44726270-44733375	1.124
1_MACS_peak_8265_lociStitched	chr21(.):44745441-44746684	1.1504
1_MACS_peak_8266_lociStitched	chr21(.):44772307-44773358	0.6864
1_MACS_peak_8267_lociStitched	chr21(.):44780252-44783223	1.3072
1_MACS_peak_8268_lociStitched	chr21(.):44818114-44820236	1.1277
1_MACS_peak_8269_lociStitched	chr21(.):44831409-44832897	1.1336
1_MACS_peak_8270_lociStitched	chr21(.):44849734-44851558	1.0893
1_MACS_peak_8271_lociStitched	chr21(.):44858935-44860340	0.7646
1_MACS_peak_8272_lociStitched	chr21(.):45078654-45080947	1.0223
1_MACS_peak_8273_lociStitched	chr21(.):45135971-45140451	1.0735
4_MACS_peak_8274_lociStitched	chr21(.):45194749-45210156	0.6139
2_MACS_peak_8278_lociStitched	chr21(.):45283436-45287450	0.5544
1_MACS_peak_8280_lociStitched	chr21(.):45431487-45432315	0.5375
1_MACS_peak_8281_lociStitched	chr21(.):45562731-45565975	1.21
2_MACS_peak_8282_lociStitched	chr21(.):45572740-45580318	1.2636
1_MACS_peak_8284_lociStitched	chr21(.):45615818-45616728	0.6128
1_MACS_peak_8285_lociStitched	chr21(.):45661879-45664749	1.3031
1_MACS_peak_8286_lociStitched	chr21(.):45718794-45720134	0.7309
1_MACS_peak_8287_lociStitched	chr21(.):45758698-45759844	0.7041
1_MACS_peak_8288_lociStitched	chr21(.):46293713-46295896	0.7253
1_MACS_peak_8289_lociStitched	chr21(.):46359385-46360261	0.5918
1_MACS_peak_8290_lociStitched	chr21(.):46529244-46530719	1.5655
1_MACS_peak_8291_lociStitched	chr21(.):47011814-47012900	0.7081
1_MACS_peak_8292_lociStitched	chr21(.):47705587-47706821	0.7268
1_MACS_peak_8293_lociStitched	chr21(.):47743009-47745546	0.5705
1_MACS_peak_8294_lociStitched	chr21(.):47776242-47777861	0.8714
1_MACS_peak_8295_lociStitched	chr22(.):16192605-16193360	0.3632
1_MACS_peak_8296_lociStitched	chr22(.):16201641-16202481	0.4297
1_MACS_peak_8297_lociStitched	chr22(.):16687341-16687995	0.4511
1_MACS_peak_8298_lociStitched	chr22(.):17022712-17025071	1.0234
1_MACS_peak_8299_lociStitched	chr22(.):17074217-17074991	0.5122
1_MACS_peak_8300_lociStitched	chr22(.):17098101-17099240	0.6483
1_MACS_peak_8301_lociStitched	chr22(.):17349676-17351046	0.9764
1_MACS_peak_8302_lociStitched	chr22(.):17517328-17519165	0.9071
2_MACS_peak_8303_lociStitched	chr22(.):17697220-17700987	0.6596
1_MACS_peak_8305_lociStitched	chr22(.):17723919-17725064	0.6526
1_MACS_peak_8306_lociStitched	chr22(.):17738028-17739765	1.2378
1_MACS_peak_8307_lociStitched	chr22(.):17760906-17761856	0.5957
1_MACS_peak_8308_lociStitched	chr22(.):17784431-17785434	1.0637
1_MACS_peak_8309_lociStitched	chr22(.):18120636-18122393	0.6082
1_MACS_peak_8310_lociStitched	chr22(.):18188556-18189853	0.871
1_MACS_peak_8311_lociStitched	chr22(.):18259329-18260865	1.0867
1_MACS_peak_8312_lociStitched	chr22(.):18280751-18281599	0.7465
1_MACS_peak_8313_lociStitched	chr22(.):18345224-18346159	0.5967
1_MACS_peak_8314_lociStitched	chr22(.):18478997-18480151	0.6697
1_MACS_peak_8315_lociStitched	chr22(.):18538865-18541116	0.7838
1_MACS_peak_8316_lociStitched	chr22(.):18632309-18633222	0.5602
1_MACS_peak_8317_lociStitched	chr22(.):19406453-19408069	1.5717
1_MACS_peak_8318_lociStitched	chr22(.):19419080-19420665	0.7178
1_MACS_peak_8319_lociStitched	chr22(.):19466297-19467735	0.8251
2_MACS_peak_8320_lociStitched	chr22(.):19836077-19843759	0.2842
1_MACS_peak_8322_lociStitched	chr22(.):19879052-19880201	0.4627
1_MACS_peak_8323_lociStitched	chr22(.):20023561-20024169	0.5562
1_MACS_peak_8324_lociStitched	chr22(.):20104390-20105213	0.6724
1_MACS_peak_8325_lociStitched	chr22(.):21355595-21357018	0.7059
1_MACS_peak_8326_lociStitched	chr22(.):21394668-21395724	0.5906
1_MACS_peak_8327_lociStitched	chr22(.):22019931-22020838	0.6088
1_MACS_peak_8328_lociStitched	chr22(.):22044507-22045245	0.6853
1_MACS_peak_8329_lociStitched	chr22(.):22089366-22090367	0.5965
1_MACS_peak_8330_lociStitched	chr22(.):22114636-22115604	0.6768
1_MACS_peak_8331_lociStitched	chr22(.):22336935-22337628	0.4474
1_MACS_peak_8332_lociStitched	chr22(.):22391167-22392295	0.6116
1_MACS_peak_8333_lociStitched	chr22(.):22521509-22523639	1.2778
2_MACS_peak_8334_lociStitched	chr22(.):22549434-22556974	0.5262
1_MACS_peak_8336_lociStitched	chr22(.):22623842-22626364	1.3363
1_MACS_peak_8337_lociStitched	chr22(.):22958750-22959890	0.9295
1_MACS_peak_8338_lociStitched	chr22(.):23027204-23028221	0.6357
1_MACS_peak_8339_lociStitched	chr22(.):23100180-23101644	0.5133
1_MACS_peak_8340_lociStitched	chr22(.):23161170-23162375	0.6078
2_MACS_peak_8341_lociStitched	chr22(.):23204763-23209015	0.9338
3_MACS_peak_8343_lociStitched	chr22(.):23226596-23240978	0.7935
2_MACS_peak_8346_lociStitched	chr22(.):23269925-23285598	1.8189
1_MACS_peak_8348_lociStitched	chr22(.):23296365-23298526	0.5801
1_MACS_peak_8349_lociStitched	chr22(.):23396499-23397514	0.636
3_MACS_peak_8350_lociStitched	chr22(.):23478349-23488130	0.6031
1_MACS_peak_8353_lociStitched	chr22(.):23498833-23500826	0.8706
1_MACS_peak_8354_lociStitched	chr22(.):23518113-23519946	1.3109
1_MACS_peak_8355_lociStitched	chr22(.):23963228-23964316	0.6917
1_MACS_peak_8356_lociStitched	chr22(.):24093221-24093804	0.4334
2_MACS_peak_8357_lociStitched	chr22(.):24180530-24191096	0.8475
1_MACS_peak_8359_lociStitched	chr22(.):24307971-24309556	0.5023
1_MACS_peak_8360_lociStitched	chr22(.):24316252-24317588	0.491
2_MACS_peak_8361_lociStitched	chr22(.):24460158-24466580	0.4475
1_MACS_peak_8363_lociStitched	chr22(.):24552198-24553467	0.5984
2_MACS_peak_8364_lociStitched	chr22(.):24822884-24831518	0.7448
1_MACS_peak_8366_lociStitched	chr22(.):24951068-24952442	0.66
1_MACS_peak_8367_lociStitched	chr22(.):24999866-25000847	0.4799
1_MACS_peak_8368_lociStitched	chr22(.):26518734-26519403	0.488
2_MACS_peak_8369_lociStitched	chr22(.):26827001-26829198	0.5019
1_MACS_peak_8371_lociStitched	chr22(.):26897519-26899948	1.4722
3_MACS_peak_8372_lociStitched	chr22(.):26986046-26991490	0.8421
3_MACS_peak_8375_lociStitched	chr22(.):27005526-27014464	1.1579
1_MACS_peak_8378_lociStitched	chr22(.):27054579-27055589	0.6472
1_MACS_peak_8379_lociStitched	chr22(.):27068115-27069442	0.8439
2_MACS_peak_8380_lociStitched	chr22(.):27101051-27105329	0.5179
1_MACS_peak_8382_lociStitched	chr22(.):28273210-28274247	0.7761
1_MACS_peak_8383_lociStitched	chr22(.):28693135-28694340	1.0455
1_MACS_peak_8384_lociStitched	chr22(.):29167923-29170146	0.5889
3_MACS_peak_8385_lociStitched	chr22(.):29185925-29199236	0.8614
4_MACS_peak_8388_lociStitched	chr22(.):29207544-29226018	0.5586
1_MACS_peak_8392_lociStitched	chr22(.):29351634-29352475	1.3632
1_MACS_peak_8393_lociStitched	chr22(.):29562921-29564140	1.0504
1_MACS_peak_8394_lociStitched	chr22(.):29598384-29599638	1.3507
1_MACS_peak_8395_lociStitched	chr22(.):29663456-29665014	0.8167
1_MACS_peak_8396_lociStitched	chr22(.):29781526-29782533	0.6538
1_MACS_peak_8397_lociStitched	chr22(.):30616801-30617925	0.7146
1_MACS_peak_8398_lociStitched	chr22(.):30752134-30753357	0.6334
1_MACS_peak_8399_lociStitched	chr22(.):30838096-30839215	0.7203
1_MACS_peak_8400_lociStitched	chr22(.):31005013-31006304	0.8773
1_MACS_peak_8401_lociStitched	chr22(.):31364251-31365699	0.5701
1_MACS_peak_8402_lociStitched	chr22(.):31685946-31687142	0.5472
1_MACS_peak_8403_lociStitched	chr22(.):31885554-31887240	0.6599
1_MACS_peak_8404_lociStitched	chr22(.):31948577-31949849	0.5765
1_MACS_peak_8405_lociStitched	chr22(.):32365456-32367061	0.862
1_MACS_peak_8406_lociStitched	chr22(.):32435893-32437033	0.5234
1_MACS_peak_8407_lociStitched	chr22(.):32935609-32936872	1.2097
1_MACS_peak_8408_lociStitched	chr22(.):33119274-33120391	1.0346
1_MACS_peak_8409_lociStitched	chr22(.):33508562-33509390	0.4167
1_MACS_peak_8410_lociStitched	chr22(.):33643507-33644156	0.6025
1_MACS_peak_8411_lociStitched	chr22(.):33867900-33869589	1.6285
1_MACS_peak_8412_lociStitched	chr22(.):33963830-33965298	1.0303
1_MACS_peak_8413_lociStitched	chr22(.):34237313-34239452	1.0059
1_MACS_peak_8414_lociStitched	chr22(.):34249482-34250400	0.5522
2_MACS_peak_8415_lociStitched	chr22(.):34315293-34317828	0.4131
1_MACS_peak_8417_lociStitched	chr22(.):34805912-34806885	0.7558
1_MACS_peak_8418_lociStitched	chr22(.):35500187-35501090	0.5564
2_MACS_peak_8419_lociStitched	chr22(.):35522599-35525322	0.8034
1_MACS_peak_8421_lociStitched	chr22(.):35595293-35596605	0.5865
1_MACS_peak_8422_lociStitched	chr22(.):35653037-35654066	0.7222
2_MACS_peak_8423_lociStitched	chr22(.):35704160-35707837	1.3263
1_MACS_peak_8425_lociStitched	chr22(.):35740662-35741621	1.0666
1_MACS_peak_8426_lociStitched	chr22(.):35747958-35749275	0.6879
2_MACS_peak_8427_lociStitched	chr22(.):35767897-35773690	0.658
1_MACS_peak_8429_lociStitched	chr22(.):35843602-35844242	0.584
1_MACS_peak_8430_lociStitched	chr22(.):36043709-36045570	0.7467
1_MACS_peak_8431_lociStitched	chr22(.):36147821-36148860	0.7732
1_MACS_peak_8432_lociStitched	chr22(.):36256207-36258147	0.8877
1_MACS_peak_8433_lociStitched	chr22(.):36556127-36559506	0.8114
2_MACS_peak_8434_lociStitched	chr22(.):36648775-36655845	0.4404
1_MACS_peak_8436_lociStitched	chr22(.):36726879-36729714	1.0604
1_MACS_peak_8437_lociStitched	chr22(.):36750561-36752600	0.9011
2_MACS_peak_8438_lociStitched	chr22(.):36778807-36783534	0.8836
1_MACS_peak_8440_lociStitched	chr22(.):36815016-36816133	0.6889
2_MACS_peak_8441_lociStitched	chr22(.):36847257-36851350	0.5358
1_MACS_peak_8443_lociStitched	chr22(.):36877096-36878387	0.6441
1_MACS_peak_8444_lociStitched	chr22(.):36902664-36903782	0.7864
1_MACS_peak_8445_lociStitched	chr22(.):36924176-36925723	0.6352
1_MACS_peak_8446_lociStitched	chr22(.):37235725-37236719	0.5856
2_MACS_peak_8447_lociStitched	chr22(.):37252325-37257711	0.452
1_MACS_peak_8449_lociStitched	chr22(.):37269487-37270652	0.8412
1_MACS_peak_8450_lociStitched	chr22(.):37309130-37311053	0.6224
1_MACS_peak_8451_lociStitched	chr22(.):37325614-37326753	1.2917
2_MACS_peak_8452_lociStitched	chr22(.):37589597-37595922	0.2717
3_MACS_peak_8454_lociStitched	chr22(.):37614360-37620734	0.6998
1_MACS_peak_8457_lociStitched	chr22(.):37639877-37642089	0.6468
1_MACS_peak_8458_lociStitched	chr22(.):37880240-37882990	0.5609
1_MACS_peak_8459_lociStitched	chr22(.):38003899-38005311	1.048
1_MACS_peak_8460_lociStitched	chr22(.):38172937-38173819	0.5806
1_MACS_peak_8461_lociStitched	chr22(.):38464915-38466624	1.4244
1_MACS_peak_8462_lociStitched	chr22(.):38575765-38578094	0.8302
1_MACS_peak_8463_lociStitched	chr22(.):38639648-38641118	1.4388
1_MACS_peak_8464_lociStitched	chr22(.):38655657-38657291	1.2549
1_MACS_peak_8465_lociStitched	chr22(.):38701240-38702695	0.7459
1_MACS_peak_8466_lociStitched	chr22(.):38709188-38711829	0.755
1_MACS_peak_8467_lociStitched	chr22(.):38769671-38771008	1.1661
4_MACS_peak_8468_lociStitched	chr22(.):38782600-38793772	0.5882
1_MACS_peak_8472_lociStitched	chr22(.):39096297-39098043	1.0151
1_MACS_peak_8473_lociStitched	chr22(.):39147154-39148678	0.7322
1_MACS_peak_8474_lociStitched	chr22(.):39269588-39270648	0.7453
1_MACS_peak_8475_lociStitched	chr22(.):39296407-39297586	0.6867
1_MACS_peak_8476_lociStitched	chr22(.):39349510-39350643	0.695
2_MACS_peak_8477_lociStitched	chr22(.):39377444-39382059	1.3329
1_MACS_peak_8479_lociStitched	chr22(.):39398675-39399901	0.7539
2_MACS_peak_8480_lociStitched	chr22(.):39459440-39462907	0.7259
2_MACS_peak_8482_lociStitched	chr22(.):39510758-39514565	0.5405
2_MACS_peak_8484_lociStitched	chr22(.):39540064-39546308	0.4621
1_MACS_peak_8486_lociStitched	chr22(.):39631906-39633159	1.0022
1_MACS_peak_8487_lociStitched	chr22(.):39650243-39651508	0.7531
1_MACS_peak_8488_lociStitched	chr22(.):39662143-39663435	1.3326
1_MACS_peak_8489_lociStitched	chr22(.):39712201-39713864	0.4921
1_MACS_peak_8490_lociStitched	chr22(.):39784174-39785504	1.1105
1_MACS_peak_8491_lociStitched	chr22(.):39795300-39796214	0.5635
1_MACS_peak_8492_lociStitched	chr22(.):39823982-39824930	0.6765
1_MACS_peak_8493_lociStitched	chr22(.):39834237-39835052	0.7556
1_MACS_peak_8494_lociStitched	chr22(.):39841895-39844942	2.0554
1_MACS_peak_8495_lociStitched	chr22(.):39915108-39917118	0.7951
2_MACS_peak_8496_lociStitched	chr22(.):39924050-39929448	0.5814
2_MACS_peak_8498_lociStitched	chr22(.):40352632-40358232	0.4063
2_MACS_peak_8500_lociStitched	chr22(.):40439579-40447822	0.484
1_MACS_peak_8502_lociStitched	chr22(.):40572927-40574441	0.6583
1_MACS_peak_8503_lociStitched	chr22(.):40887597-40889023	0.7507
1_MACS_peak_8504_lociStitched	chr22(.):41043474-41045198	0.8604
1_MACS_peak_8505_lociStitched	chr22(.):41346446-41347489	0.5301
1_MACS_peak_8506_lociStitched	chr22(.):41417763-41419256	0.6232
1_MACS_peak_8507_lociStitched	chr22(.):41464506-41465783	0.8767
1_MACS_peak_8508_lociStitched	chr22(.):41486823-41488298	0.7352
1_MACS_peak_8509_lociStitched	chr22(.):41808715-41810580	0.5513
1_MACS_peak_8510_lociStitched	chr22(.):41842424-41845027	0.6777
1_MACS_peak_8511_lociStitched	chr22(.):42062254-42063576	0.9606
1_MACS_peak_8512_lociStitched	chr22(.):42083875-42085617	0.7612
2_MACS_peak_8513_lociStitched	chr22(.):42142378-42149263	0.5573
1_MACS_peak_8515_lociStitched	chr22(.):42227752-42230203	0.8382
2_MACS_peak_8516_lociStitched	chr22(.):42335821-42343622	0.4208
1_MACS_peak_8518_lociStitched	chr22(.):42426954-42427836	0.4322
1_MACS_peak_8519_lociStitched	chr22(.):42465918-42467435	0.5992
3_MACS_peak_8520_lociStitched	chr22(.):42928627-42936070	0.8708
1_MACS_peak_8523_lociStitched	chr22(.):42947303-42948684	1.6168
1_MACS_peak_8524_lociStitched	chr22(.):42976982-42978279	0.5472
1_MACS_peak_8525_lociStitched	chr22(.):43010102-43012115	0.9278
1_MACS_peak_8526_lociStitched	chr22(.):43111996-43113439	0.6768
1_MACS_peak_8527_lociStitched	chr22(.):43252974-43253687	0.5328
1_MACS_peak_8528_lociStitched	chr22(.):43481772-43482968	0.6687
1_MACS_peak_8529_lociStitched	chr22(.):43499871-43500701	0.7357
1_MACS_peak_8530_lociStitched	chr22(.):43583418-43584334	0.6611
1_MACS_peak_8531_lociStitched	chr22(.):43659433-43660673	0.8281
1_MACS_peak_8532_lociStitched	chr22(.):43666235-43667279	0.6418
2_MACS_peak_8533_lociStitched	chr22(.):43941900-43946584	0.2047
1_MACS_peak_8535_lociStitched	chr22(.):44207998-44208872	0.5397
1_MACS_peak_8536_lociStitched	chr22(.):44420907-44423585	0.8004
1_MACS_peak_8537_lociStitched	chr22(.):45630826-45632566	0.8647
1_MACS_peak_8538_lociStitched	chr22(.):45644480-45645787	0.7654
2_MACS_peak_8539_lociStitched	chr22(.):45657030-45660287	0.8174
1_MACS_peak_8541_lociStitched	chr22(.):46409163-46410359	0.8276
1_MACS_peak_8542_lociStitched	chr22(.):46448513-46450223	0.4722
1_MACS_peak_8543_lociStitched	chr22(.):46615134-46616363	0.6017
1_MACS_peak_8544_lociStitched	chr22(.):46683774-46684835	0.5916
1_MACS_peak_8545_lociStitched	chr22(.):46731155-46732064	0.52
2_MACS_peak_8546_lociStitched	chr22(.):46757873-46763537	0.3855
1_MACS_peak_8548_lociStitched	chr22(.):46816935-46817920	0.8391
1_MACS_peak_8549_lociStitched	chr22(.):46883931-46884665	0.4125
1_MACS_peak_8550_lociStitched	chr22(.):47157932-47159246	0.6317
1_MACS_peak_8551_lociStitched	chr22(.):47186811-47187771	0.5469
1_MACS_peak_8552_lociStitched	chr22(.):47310835-47311721	0.5596
1_MACS_peak_8553_lociStitched	chr22(.):47656005-47657065	0.6573
1_MACS_peak_8554_lociStitched	chr22(.):48090561-48092001	1.5838
1_MACS_peak_8555_lociStitched	chr22(.):48231249-48232136	0.7263
1_MACS_peak_8556_lociStitched	chr22(.):48269507-48270464	0.5462
1_MACS_peak_8557_lociStitched	chr22(.):48313788-48314997	0.5907
1_MACS_peak_8558_lociStitched	chr22(.):48391688-48393063	2.9018
1_MACS_peak_8559_lociStitched	chr22(.):48417318-48418445	0.5889
1_MACS_peak_8560_lociStitched	chr22(.):48440624-48442123	1.0601
2_MACS_peak_8561_lociStitched	chr22(.):48475311-48480821	0.4095
1_MACS_peak_8563_lociStitched	chr22(.):48492893-48495036	1.8577
1_MACS_peak_8564_lociStitched	chr22(.):48508263-48509218	0.6681
1_MACS_peak_8565_lociStitched	chr22(.):48747717-48748503	0.5923
1_MACS_peak_8566_lociStitched	chr22(.):48839683-48840700	0.8023
2_MACS_peak_8567_lociStitched	chr22(.):49227960-49231153	1.5246
1_MACS_peak_8569_lociStitched	chr22(.):49238037-49238967	0.645
2_MACS_peak_8570_lociStitched	chr22(.):49306802-49309194	0.436
1_MACS_peak_8572_lociStitched	chr22(.):49776092-49777205	1.3797
1_MACS_peak_8573_lociStitched	chr22(.):50246207-50247411	0.6398
1_MACS_peak_8574_lociStitched	chr22(.):50329677-50330432	0.6864
1_MACS_peak_8575_lociStitched	chr22(.):50628167-50629616	0.6562
1_MACS_peak_8576_lociStitched	chr22(.):50752656-50753816	0.8037
1_MACS_peak_8577_lociStitched	chr22(.):50946486-50947166	0.5739
1_MACS_peak_8578_lociStitched	chr22(.):50963346-50965330	0.5796
2_MACS_peak_8579_lociStitched	chr22(.):50974282-50978690	0.7024
1_MACS_peak_8581_lociStitched	chr22(.):51060561-51062196	0.7243
1_MACS_peak_8582_lociStitched	chr22(.):51167463-51168629	0.9814
1_MACS_peak_8583_lociStitched	chr3(.):954118-954988	0.5219
1_MACS_peak_8584_lociStitched	chr3(.):1169276-1170273	0.7021
1_MACS_peak_8585_lociStitched	chr3(.):1483715-1484539	0.5852
1_MACS_peak_8586_lociStitched	chr3(.):1574179-1575438	0.8653
1_MACS_peak_8587_lociStitched	chr3(.):2131796-2132698	0.5179
1_MACS_peak_8588_lociStitched	chr3(.):2285571-2286469	0.9048
1_MACS_peak_8589_lociStitched	chr3(.):2676804-2678155	1.243
2_MACS_peak_8590_lociStitched	chr3(.):2981480-2987046	0.4373
1_MACS_peak_8592_lociStitched	chr3(.):4057342-4058091	0.5609
1_MACS_peak_8593_lociStitched	chr3(.):4872133-4873679	1.2617
2_MACS_peak_8594_lociStitched	chr3(.):4887280-4893011	0.2846
2_MACS_peak_8596_lociStitched	chr3(.):5019519-5026521	0.4031
1_MACS_peak_8598_lociStitched	chr3(.):5222843-5224273	0.9694
4_MACS_peak_8599_lociStitched	chr3(.):5233188-5241655	0.761
1_MACS_peak_8603_lociStitched	chr3(.):5253439-5256064	1.3031
1_MACS_peak_8604_lociStitched	chr3(.):5540647-5541814	0.9876
1_MACS_peak_8605_lociStitched	chr3(.):6721035-6722482	0.5007
1_MACS_peak_8606_lociStitched	chr3(.):6739234-6739991	0.618
2_MACS_peak_8607_lociStitched	chr3(.):6758685-6763820	0.3502
1_MACS_peak_8609_lociStitched	chr3(.):8398585-8399516	0.6143
