GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_16134_lociStitched	chr19(.):3070198-3070518	0.0227
1_MACS_peak_16135_lociStitched	chr19(.):3074270-3075123	0.0922
2_MACS_peak_16136_lociStitched	chr19(.):3076535-3077866	0.1321
9_MACS_peak_16138_lociStitched	chr19(.):3079152-3086110	0.125
2_MACS_peak_16147_lociStitched	chr19(.):3088357-3090025	0.1299
1_MACS_peak_16149_lociStitched	chr19(.):3091344-3092547	0.0714
4_MACS_peak_16150_lociStitched	chr19(.):3094642-3102901	0.1005
2_MACS_peak_16154_lociStitched	chr19(.):3104061-3106932	0.114
3_MACS_peak_16156_lociStitched	chr19(.):3108235-3114912	0.1265
6_MACS_peak_16159_lociStitched	chr19(.):3115923-3127909	0.1103
2_MACS_peak_16165_lociStitched	chr19(.):3130024-3130935	0.0415
11_MACS_peak_16167_lociStitched	chr19(.):3132674-3150847	0.1043
2_MACS_peak_16178_lociStitched	chr19(.):3155602-3161420	0.1304
3_MACS_peak_16180_lociStitched	chr19(.):3163072-3173141	0.1318
3_MACS_peak_16183_lociStitched	chr19(.):3175689-3183349	0.1182
5_MACS_peak_16186_lociStitched	chr19(.):3212988-3224321	0.1332
3_MACS_peak_16191_lociStitched	chr19(.):3225474-3234778	0.1239
4_MACS_peak_16194_lociStitched	chr19(.):3236152-3239999	0.1171
1_MACS_peak_16198_lociStitched	chr19(.):3241823-3242872	0.1378
2_MACS_peak_16199_lociStitched	chr19(.):3245882-3247427	0.0783
1_MACS_peak_16201_lociStitched	chr19(.):3250576-3251358	0.1992
3_MACS_peak_16202_lociStitched	chr19(.):3254993-3257193	0.1084
10_MACS_peak_16205_lociStitched	chr19(.):3259032-3276077	0.1081
1_MACS_peak_16215_lociStitched	chr19(.):3277102-3285021	0.1161
2_MACS_peak_16216_lociStitched	chr19(.):3288160-3295417	0.1017
11_MACS_peak_16218_lociStitched	chr19(.):3297152-3309064	0.1242
3_MACS_peak_16229_lociStitched	chr19(.):3311224-3321253	0.1085
3_MACS_peak_16232_lociStitched	chr19(.):3322966-3325148	0.1155
2_MACS_peak_16235_lociStitched	chr19(.):3327552-3332274	0.1337
8_MACS_peak_16237_lociStitched	chr19(.):3333464-3359317	0.1194
7_MACS_peak_16245_lociStitched	chr19(.):3360413-3385496	0.1158
7_MACS_peak_16252_lociStitched	chr19(.):3386531-3434986	0.1195
2_MACS_peak_16259_lociStitched	chr19(.):3437254-3450784	0.1359
4_MACS_peak_16261_lociStitched	chr19(.):3451922-3467763	0.1156
5_MACS_peak_16265_lociStitched	chr19(.):3469082-3485283	0.1232
3_MACS_peak_16270_lociStitched	chr19(.):3560203-3569365	0.1442
11_MACS_peak_16273_lociStitched	chr19(.):3581430-3608068	0.1303
1_MACS_peak_16284_lociStitched	chr19(.):3703022-3705627	0.1479
11_MACS_peak_16285_lociStitched	chr19(.):3707708-3746977	0.1538
6_MACS_peak_16296_lociStitched	chr19(.):3772842-3780057	0.1123
1_MACS_peak_16302_lociStitched	chr19(.):3781159-3781491	0.0567
6_MACS_peak_16303_lociStitched	chr19(.):3782862-3795941	0.1011
24_MACS_peak_16309_lociStitched	chr19(.):3798364-3911190	0.1285
10_MACS_peak_16333_lociStitched	chr19(.):3912298-3953067	0.1258
1_MACS_peak_16343_lociStitched	chr19(.):3993963-3994658	0.1401
1_MACS_peak_16344_lociStitched	chr19(.):4067070-4069983	0.1899
2_MACS_peak_16345_lociStitched	chr19(.):4071425-4073405	0.1776
1_MACS_peak_16347_lociStitched	chr19(.):4074993-4075595	0.0645
4_MACS_peak_16348_lociStitched	chr19(.):4129737-4136164	0.1274
5_MACS_peak_16352_lociStitched	chr19(.):4140714-4173717	0.1503
10_MACS_peak_16357_lociStitched	chr19(.):4183102-4242098	0.1558
6_MACS_peak_16367_lociStitched	chr19(.):4275228-4310786	0.1214
2_MACS_peak_16373_lociStitched	chr19(.):4313313-4319096	0.1441
1_MACS_peak_16375_lociStitched	chr19(.):4320617-4321038	0.1128
1_MACS_peak_16376_lociStitched	chr19(.):4322425-4327629	0.1021
4_MACS_peak_16377_lociStitched	chr19(.):4458873-4464185	0.0841
4_MACS_peak_16381_lociStitched	chr19(.):4510138-4542431	0.1646
9_MACS_peak_16385_lociStitched	chr19(.):4544665-4624097	0.1593
1_MACS_peak_16394_lociStitched	chr19(.):4625724-4635516	0.1587
2_MACS_peak_16395_lociStitched	chr19(.):4728306-4730390	0.1886
8_MACS_peak_16397_lociStitched	chr19(.):4732856-4767598	0.1588
5_MACS_peak_16405_lociStitched	chr19(.):4772410-4788802	0.151
2_MACS_peak_16410_lociStitched	chr19(.):4877281-4879425	0.0981
3_MACS_peak_16412_lociStitched	chr19(.):4886813-4892240	0.1185
1_MACS_peak_16415_lociStitched	chr19(.):4901061-4901414	0.1081
1_MACS_peak_16416_lociStitched	chr19(.):5165650-5166423	0.185
19_MACS_peak_16417_lociStitched	chr19(.):5170502-5196169	0.1111
3_MACS_peak_16436_lociStitched	chr19(.):5203944-5208646	0.091
8_MACS_peak_16439_lociStitched	chr19(.):5210316-5222355	0.1317
5_MACS_peak_16447_lociStitched	chr19(.):5224229-5229494	0.151
13_MACS_peak_16452_lociStitched	chr19(.):5235398-5255012	0.111
4_MACS_peak_16465_lociStitched	chr19(.):5256159-5258595	0.0773
4_MACS_peak_16469_lociStitched	chr19(.):5259672-5269845	0.1032
1_MACS_peak_16473_lociStitched	chr19(.):5271304-5272078	0.0747
5_MACS_peak_16474_lociStitched	chr19(.):5273190-5286273	0.1113
2_MACS_peak_16479_lociStitched	chr19(.):5288436-5292468	0.1097
4_MACS_peak_16481_lociStitched	chr19(.):5293472-5299465	0.1266
4_MACS_peak_16485_lociStitched	chr19(.):5301027-5303459	0.0884
23_MACS_peak_16489_lociStitched	chr19(.):5304884-5346948	0.1115
2_MACS_peak_16512_lociStitched	chr19(.):5348219-5349682	0.1116
7_MACS_peak_16514_lociStitched	chr19(.):5351409-5356658	0.1224
1_MACS_peak_16521_lociStitched	chr19(.):5359832-5360278	0.0864
1_MACS_peak_16522_lociStitched	chr19(.):5365718-5366336	0.0856
1_MACS_peak_16523_lociStitched	chr19(.):5369904-5370311	0.1566
1_MACS_peak_16524_lociStitched	chr19(.):5376486-5376916	0.1142
2_MACS_peak_16525_lociStitched	chr19(.):5385685-5386499	0.0561
1_MACS_peak_16527_lociStitched	chr19(.):5393936-5394338	0.0503
2_MACS_peak_16528_lociStitched	chr19(.):5395677-5398223	0.1303
2_MACS_peak_16530_lociStitched	chr19(.):5401139-5402258	0.0714
1_MACS_peak_16532_lociStitched	chr19(.):5409717-5410156	0.1122
3_MACS_peak_16533_lociStitched	chr19(.):5412776-5414641	0.145
2_MACS_peak_16536_lociStitched	chr19(.):5417153-5420655	0.0789
1_MACS_peak_16538_lociStitched	chr19(.):5422229-5422594	0.0793
7_MACS_peak_16539_lociStitched	chr19(.):5428742-5435539	0.0801
1_MACS_peak_16546_lociStitched	chr19(.):5438726-5439497	0.0606
1_MACS_peak_16547_lociStitched	chr19(.):5440946-5441362	0.0799
3_MACS_peak_16548_lociStitched	chr19(.):5445994-5447595	0.0859
1_MACS_peak_16551_lociStitched	chr19(.):5452676-5453388	0.1489
1_MACS_peak_16552_lociStitched	chr19(.):5456324-5456823	0.0627
3_MACS_peak_16553_lociStitched	chr19(.):5457920-5460445	0.1395
1_MACS_peak_16556_lociStitched	chr19(.):5464521-5464876	0.0442
2_MACS_peak_16557_lociStitched	chr19(.):5466171-5468679	0.1176
4_MACS_peak_16559_lociStitched	chr19(.):5470189-5474332	0.1006
4_MACS_peak_16563_lociStitched	chr19(.):5475660-5480729	0.0938
6_MACS_peak_16567_lociStitched	chr19(.):5488339-5499512	0.0985
5_MACS_peak_16573_lociStitched	chr19(.):5506921-5513411	0.0989
1_MACS_peak_16578_lociStitched	chr19(.):5521215-5524645	0.1136
3_MACS_peak_16579_lociStitched	chr19(.):5527120-5531701	0.0994
1_MACS_peak_16582_lociStitched	chr19(.):5532790-5533332	0.0865
1_MACS_peak_16583_lociStitched	chr19(.):5541130-5541971	0.0757
4_MACS_peak_16584_lociStitched	chr19(.):5543511-5566421	0.1158
1_MACS_peak_16588_lociStitched	chr19(.):5571539-5571815	0.0323
1_MACS_peak_16589_lociStitched	chr19(.):5681934-5683018	0.19
1_MACS_peak_16590_lociStitched	chr19(.):5721752-5722602	0.1567
1_MACS_peak_16591_lociStitched	chr19(.):5723853-5729514	0.1492
11_MACS_peak_16592_lociStitched	chr19(.):5731010-5755373	0.1346
7_MACS_peak_16603_lociStitched	chr19(.):5756444-5768233	0.1294
5_MACS_peak_16610_lociStitched	chr19(.):5770109-5782883	0.1428
2_MACS_peak_16615_lociStitched	chr19(.):5784231-5786159	0.0692
1_MACS_peak_16617_lociStitched	chr19(.):5787212-5788271	0.1183
3_MACS_peak_16618_lociStitched	chr19(.):5796342-5802067	0.1583
1_MACS_peak_16621_lociStitched	chr19(.):5803258-5803765	0.1695
1_MACS_peak_16622_lociStitched	chr19(.):5808009-5808565	0.0572
2_MACS_peak_16623_lociStitched	chr19(.):5816738-5818712	0.1005
20_MACS_peak_16625_lociStitched	chr19(.):5828027-5890739	0.1361
1_MACS_peak_16645_lociStitched	chr19(.):5984901-5985547	0.1126
2_MACS_peak_16646_lociStitched	chr19(.):5991020-6027909	0.1471
1_MACS_peak_16648_lociStitched	chr19(.):6035104-6035695	0.0406
1_MACS_peak_16649_lociStitched	chr19(.):6036797-6037323	0.124
4_MACS_peak_16650_lociStitched	chr19(.):6039105-6048718	0.1333
4_MACS_peak_16654_lociStitched	chr19(.):6056249-6065860	0.1434
1_MACS_peak_16658_lociStitched	chr19(.):6067020-6068260	0.1373
6_MACS_peak_16659_lociStitched	chr19(.):6071827-6078410	0.1227
2_MACS_peak_16665_lociStitched	chr19(.):6086058-6088162	0.2581
1_MACS_peak_16667_lociStitched	chr19(.):6089235-6089765	0.1926
2_MACS_peak_16668_lociStitched	chr19(.):6091500-6093577	0.1381
2_MACS_peak_16670_lociStitched	chr19(.):6095415-6097380	0.1596
6_MACS_peak_16672_lociStitched	chr19(.):6105488-6112072	0.1047
2_MACS_peak_16678_lociStitched	chr19(.):6122508-6124872	0.2083
2_MACS_peak_16680_lociStitched	chr19(.):6128130-6129486	0.1145
2_MACS_peak_16682_lociStitched	chr19(.):6130498-6131235	0.1215
2_MACS_peak_16684_lociStitched	chr19(.):6134664-6136172	0.1041
2_MACS_peak_16686_lociStitched	chr19(.):6139931-6140965	0.0814
7_MACS_peak_16688_lociStitched	chr19(.):6143562-6149839	0.1216
1_MACS_peak_16695_lociStitched	chr19(.):6151245-6152325	0.2426
6_MACS_peak_16696_lociStitched	chr19(.):6156193-6161087	0.117
1_MACS_peak_16702_lociStitched	chr19(.):6163823-6165622	0.1322
1_MACS_peak_16703_lociStitched	chr19(.):6179635-6180245	0.148
2_MACS_peak_16704_lociStitched	chr19(.):6182741-6183772	0.0867
1_MACS_peak_16706_lociStitched	chr19(.):6202848-6203730	0.1202
4_MACS_peak_16707_lociStitched	chr19(.):6283868-6287565	0.1063
1_MACS_peak_16711_lociStitched	chr19(.):6292182-6292765	0.1014
3_MACS_peak_16712_lociStitched	chr19(.):6295986-6298899	0.1016
5_MACS_peak_16715_lociStitched	chr19(.):6300186-6308545	0.1493
1_MACS_peak_16720_lociStitched	chr19(.):6311510-6313322	0.1375
2_MACS_peak_16721_lociStitched	chr19(.):6315755-6317802	0.1597
6_MACS_peak_16723_lociStitched	chr19(.):6318914-6328857	0.1298
4_MACS_peak_16729_lociStitched	chr19(.):6329898-6337215	0.0961
1_MACS_peak_16733_lociStitched	chr19(.):6349403-6350210	0.1226
1_MACS_peak_16734_lociStitched	chr19(.):6354539-6354996	0.1117
1_MACS_peak_16735_lociStitched	chr19(.):6357827-6359204	0.1278
3_MACS_peak_16736_lociStitched	chr19(.):6401379-6403480	0.1167
3_MACS_peak_16739_lociStitched	chr19(.):6429443-6432126	0.1708
1_MACS_peak_16742_lociStitched	chr19(.):6438138-6438735	0.1812
2_MACS_peak_16743_lociStitched	chr19(.):6493784-6496030	0.1561
2_MACS_peak_16745_lociStitched	chr19(.):6498726-6504401	0.1481
2_MACS_peak_16747_lociStitched	chr19(.):6529470-6532414	0.3041
3_MACS_peak_16749_lociStitched	chr19(.):6543699-6546760	0.121
1_MACS_peak_16752_lociStitched	chr19(.):6635274-6635881	0.1773
1_MACS_peak_16753_lociStitched	chr19(.):6638350-6639906	0.1795
2_MACS_peak_16754_lociStitched	chr19(.):6643013-6645663	0.1577
1_MACS_peak_16756_lociStitched	chr19(.):6646875-6647528	0.1539
3_MACS_peak_16757_lociStitched	chr19(.):6654181-6662729	0.1333
1_MACS_peak_16760_lociStitched	chr19(.):6668519-6670399	0.1867
1_MACS_peak_16761_lociStitched	chr19(.):6680116-6680709	0.1654
1_MACS_peak_16762_lociStitched	chr19(.):6681888-6682493	0.1048
2_MACS_peak_16763_lociStitched	chr19(.):6684164-6687591	0.1911
5_MACS_peak_16765_lociStitched	chr19(.):6690257-6699566	0.1512
4_MACS_peak_16770_lociStitched	chr19(.):6701141-6717209	0.1378
1_MACS_peak_16774_lociStitched	chr19(.):6724671-6725127	0.1295
6_MACS_peak_16775_lociStitched	chr19(.):6874664-6879734	0.1272
1_MACS_peak_16781_lociStitched	chr19(.):6880740-6882366	0.1303
1_MACS_peak_16782_lociStitched	chr19(.):6884889-6885716	0.0932
3_MACS_peak_16783_lociStitched	chr19(.):6891193-6893393	0.1682
1_MACS_peak_16786_lociStitched	chr19(.):6904978-6905600	0.1284
1_MACS_peak_16787_lociStitched	chr19(.):6918159-6918775	0.1099
1_MACS_peak_16788_lociStitched	chr19(.):6919970-6921097	0.1455
1_MACS_peak_16789_lociStitched	chr19(.):6924650-6925534	0.2083
1_MACS_peak_16790_lociStitched	chr19(.):6927765-6928957	0.1244
1_MACS_peak_16791_lociStitched	chr19(.):6941756-6942436	0.2458
1_MACS_peak_16792_lociStitched	chr19(.):6949702-6950033	0.0493
1_MACS_peak_16793_lociStitched	chr19(.):6961775-6962261	0.1184
1_MACS_peak_16794_lociStitched	chr19(.):6963827-6964231	0.1711
2_MACS_peak_16795_lociStitched	chr19(.):6966869-6968172	0.146
2_MACS_peak_16797_lociStitched	chr19(.):6971241-6973579	0.1503
1_MACS_peak_16799_lociStitched	chr19(.):6975216-6976422	0.1858
1_MACS_peak_16800_lociStitched	chr19(.):6985499-6986555	0.125
3_MACS_peak_16801_lociStitched	chr19(.):6988133-6991080	0.1258
1_MACS_peak_16804_lociStitched	chr19(.):6997706-6998316	0.1206
4_MACS_peak_16805_lociStitched	chr19(.):7007198-7010348	0.1606
1_MACS_peak_16809_lociStitched	chr19(.):7011615-7012296	0.1937
1_MACS_peak_16810_lociStitched	chr19(.):7014223-7014663	0.091
4_MACS_peak_16811_lociStitched	chr19(.):7016000-7033804	0.1776
4_MACS_peak_16815_lociStitched	chr19(.):7036716-7053183	0.207
1_MACS_peak_16819_lociStitched	chr19(.):7054786-7061165	0.2222
2_MACS_peak_16820_lociStitched	chr19(.):7063355-7064554	0.0936
2_MACS_peak_16822_lociStitched	chr19(.):7420015-7422421	0.1499
3_MACS_peak_16824_lociStitched	chr19(.):7426609-7431656	0.1919
2_MACS_peak_16827_lociStitched	chr19(.):7433119-7439482	0.1562
1_MACS_peak_16829_lociStitched	chr19(.):7440655-7442514	0.1072
2_MACS_peak_16830_lociStitched	chr19(.):7447599-7449893	0.1252
8_MACS_peak_16832_lociStitched	chr19(.):7542658-7569904	0.1448
3_MACS_peak_16840_lociStitched	chr19(.):7572345-7579651	0.1641
6_MACS_peak_16843_lociStitched	chr19(.):7629426-7639467	0.1541
2_MACS_peak_16849_lociStitched	chr19(.):7641033-7663957	0.1217
7_MACS_peak_16851_lociStitched	chr19(.):7666604-7679258	0.1234
2_MACS_peak_16858_lociStitched	chr19(.):7714449-7716551	0.2131
7_MACS_peak_16860_lociStitched	chr19(.):7717653-7744794	0.1601
9_MACS_peak_16867_lociStitched	chr19(.):7750815-7778278	0.1235
16_MACS_peak_16876_lociStitched	chr19(.):7780087-7809135	0.1338
4_MACS_peak_16892_lociStitched	chr19(.):7814171-7818056	0.1201
1_MACS_peak_16896_lociStitched	chr19(.):7819678-7820074	0.0758
1_MACS_peak_16897_lociStitched	chr19(.):7827933-7828616	0.083
12_MACS_peak_16898_lociStitched	chr19(.):7830583-7872434	0.1479
1_MACS_peak_16910_lociStitched	chr19(.):7874956-7876468	0.1419
6_MACS_peak_16911_lociStitched	chr19(.):7878101-7886956	0.145
1_MACS_peak_16917_lociStitched	chr19(.):7888541-7893937	0.1498
2_MACS_peak_16918_lociStitched	chr19(.):7914878-7918009	0.1123
2_MACS_peak_16920_lociStitched	chr19(.):7919184-7923835	0.1519
5_MACS_peak_16922_lociStitched	chr19(.):7925242-7932984	0.1432
3_MACS_peak_16927_lociStitched	chr19(.):7938566-7942641	0.1212
1_MACS_peak_16930_lociStitched	chr19(.):7946492-7947399	0.1205
6_MACS_peak_16931_lociStitched	chr19(.):7949705-7968048	0.1368
1_MACS_peak_16937_lociStitched	chr19(.):7980236-7983940	0.1846
10_MACS_peak_16938_lociStitched	chr19(.):8086227-8103795	0.1081
1_MACS_peak_16948_lociStitched	chr19(.):8106196-8110267	0.1394
2_MACS_peak_16949_lociStitched	chr19(.):8113526-8115802	0.1244
1_MACS_peak_16951_lociStitched	chr19(.):8118195-8119586	0.1148
4_MACS_peak_16952_lociStitched	chr19(.):8124769-8132346	0.1205
4_MACS_peak_16956_lociStitched	chr19(.):8136515-8140522	0.1075
2_MACS_peak_16960_lociStitched	chr19(.):8142207-8143022	0.0928
2_MACS_peak_16962_lociStitched	chr19(.):8144727-8146709	0.0809
4_MACS_peak_16964_lociStitched	chr19(.):8147904-8150334	0.1272
1_MACS_peak_16968_lociStitched	chr19(.):8156416-8157056	0.1098
1_MACS_peak_16969_lociStitched	chr19(.):8166101-8166972	0.0477
3_MACS_peak_16970_lociStitched	chr19(.):8173394-8177349	0.0921
7_MACS_peak_16973_lociStitched	chr19(.):8179020-8201441	0.1146
9_MACS_peak_16980_lociStitched	chr19(.):8202933-8224702	0.1107
1_MACS_peak_16989_lociStitched	chr19(.):8229168-8230511	0.118
3_MACS_peak_16990_lociStitched	chr19(.):8231552-8237059	0.1205
6_MACS_peak_16993_lociStitched	chr19(.):8239123-8249833	0.123
4_MACS_peak_16999_lociStitched	chr19(.):8251054-8254837	0.1432
1_MACS_peak_17003_lociStitched	chr19(.):8260966-8261509	0.1643
12_MACS_peak_17004_lociStitched	chr19(.):8264201-8293183	0.1291
1_MACS_peak_17016_lociStitched	chr19(.):8294297-8295036	0.1204
2_MACS_peak_17017_lociStitched	chr19(.):8296298-8297691	0.1262
1_MACS_peak_17019_lociStitched	chr19(.):8301075-8301744	0.094
4_MACS_peak_17020_lociStitched	chr19(.):8304143-8307710	0.1367
1_MACS_peak_17024_lociStitched	chr19(.):8308746-8309470	0.1224
2_MACS_peak_17025_lociStitched	chr19(.):8311469-8317518	0.1575
4_MACS_peak_17027_lociStitched	chr19(.):8318565-8323709	0.1635
4_MACS_peak_17031_lociStitched	chr19(.):8391985-8409965	0.1494
1_MACS_peak_17035_lociStitched	chr19(.):8411502-8412082	0.1479
2_MACS_peak_17036_lociStitched	chr19(.):8414431-8419044	0.1654
4_MACS_peak_17038_lociStitched	chr19(.):8427544-8432179	0.0856
1_MACS_peak_17042_lociStitched	chr19(.):8561780-8567459	0.1254
1_MACS_peak_17043_lociStitched	chr19(.):8571195-8571721	0.14
4_MACS_peak_17044_lociStitched	chr19(.):8580082-8587053	0.1513
1_MACS_peak_17048_lociStitched	chr19(.):8589397-8589886	0.1657
3_MACS_peak_17049_lociStitched	chr19(.):8594769-8601023	0.1386
5_MACS_peak_17052_lociStitched	chr19(.):8603860-8609212	0.1294
1_MACS_peak_17057_lociStitched	chr19(.):8610966-8611602	0.1207
7_MACS_peak_17058_lociStitched	chr19(.):8612927-8620373	0.0997
3_MACS_peak_17065_lociStitched	chr19(.):8621671-8626146	0.1159
1_MACS_peak_17068_lociStitched	chr19(.):8627599-8630261	0.1359
3_MACS_peak_17069_lociStitched	chr19(.):8637016-8642148	0.1371
1_MACS_peak_17072_lociStitched	chr19(.):8643480-8644918	0.1456
1_MACS_peak_17073_lociStitched	chr19(.):8646196-8648402	0.1244
4_MACS_peak_17074_lociStitched	chr19(.):8650632-8655899	0.118
1_MACS_peak_17078_lociStitched	chr19(.):8657350-8657711	0.0722
6_MACS_peak_17079_lociStitched	chr19(.):8660933-8668250	0.1275
2_MACS_peak_17085_lociStitched	chr19(.):8669814-8672772	0.0952
3_MACS_peak_17087_lociStitched	chr19(.):8681169-8683095	0.1171
2_MACS_peak_17090_lociStitched	chr19(.):8685077-8687199	0.102
2_MACS_peak_17092_lociStitched	chr19(.):8739394-8740653	0.173
1_MACS_peak_17094_lociStitched	chr19(.):8756105-8757009	0.1391
2_MACS_peak_17095_lociStitched	chr19(.):8759166-8761497	0.1017
1_MACS_peak_17097_lociStitched	chr19(.):8768666-8769319	0.0482
1_MACS_peak_17098_lociStitched	chr19(.):8798715-8799122	0.0809
1_MACS_peak_17099_lociStitched	chr19(.):8849175-8849831	0.0862
3_MACS_peak_17100_lociStitched	chr19(.):8851007-8901849	0.4232
1_MACS_peak_17103_lociStitched	chr19(.):9127511-9127895	0.0581
1_MACS_peak_17104_lociStitched	chr19(.):9130024-9130354	0.0046
1_MACS_peak_17105_lociStitched	chr19(.):9312591-9313141	0.0615
1_MACS_peak_17106_lociStitched	chr19(.):9337764-9338068	0.0475
6_MACS_peak_17107_lociStitched	chr19(.):9995073-10001790	0.0755
12_MACS_peak_17113_lociStitched	chr19(.):10005167-10020248	0.0917
2_MACS_peak_17125_lociStitched	chr19(.):10022014-10024409	0.109
2_MACS_peak_17127_lociStitched	chr19(.):10029036-10030324	0.0806
1_MACS_peak_17129_lociStitched	chr19(.):10040493-10041123	0.0571
3_MACS_peak_17130_lociStitched	chr19(.):10042347-10048200	0.1166
1_MACS_peak_17133_lociStitched	chr19(.):10052648-10053016	0.103
2_MACS_peak_17134_lociStitched	chr19(.):10056682-10058214	0.0497
3_MACS_peak_17136_lociStitched	chr19(.):10062315-10064153	0.0929
1_MACS_peak_17139_lociStitched	chr19(.):10067729-10068372	0.0862
2_MACS_peak_17140_lociStitched	chr19(.):10071319-10072189	0.0121
1_MACS_peak_17142_lociStitched	chr19(.):10076044-10076544	0.0361
1_MACS_peak_17143_lociStitched	chr19(.):10077748-10078238	0.0472
1_MACS_peak_17144_lociStitched	chr19(.):10098699-10099291	0.0898
1_MACS_peak_17145_lociStitched	chr19(.):10102466-10103004	0.0
2_MACS_peak_17146_lociStitched	chr19(.):10107739-10110661	0.0635
1_MACS_peak_17148_lociStitched	chr19(.):10114633-10114996	0.0858
1_MACS_peak_17149_lociStitched	chr19(.):10116070-10117110	0.1208
6_MACS_peak_17150_lociStitched	chr19(.):10119323-10125856	0.068
3_MACS_peak_17156_lociStitched	chr19(.):10127126-10130125	0.09
1_MACS_peak_17159_lociStitched	chr19(.):10131435-10133109	0.0938
2_MACS_peak_17160_lociStitched	chr19(.):10134553-10138113	0.0728
4_MACS_peak_17162_lociStitched	chr19(.):10139690-10146077	0.0837
2_MACS_peak_17166_lociStitched	chr19(.):10147162-10149402	0.1104
6_MACS_peak_17168_lociStitched	chr19(.):10161866-10167886	0.0876
1_MACS_peak_17174_lociStitched	chr19(.):10169013-10170093	0.1357
4_MACS_peak_17175_lociStitched	chr19(.):10177588-10181347	0.1052
1_MACS_peak_17179_lociStitched	chr19(.):10183763-10184436	0.134
6_MACS_peak_17180_lociStitched	chr19(.):10186486-10192458	0.0807
1_MACS_peak_17186_lociStitched	chr19(.):10398086-10405801	0.1352
1_MACS_peak_17187_lociStitched	chr19(.):10410142-10410480	0.0419
1_MACS_peak_17188_lociStitched	chr19(.):10529000-10529470	0.0967
2_MACS_peak_17189_lociStitched	chr19(.):10620974-10631291	0.1215
1_MACS_peak_17191_lociStitched	chr19(.):10644490-10645090	0.101
1_MACS_peak_17192_lociStitched	chr19(.):10650998-10651675	0.1199
1_MACS_peak_17193_lociStitched	chr19(.):10685138-10685642	0.0939
1_MACS_peak_17194_lociStitched	chr19(.):10690941-10691548	0.1108
1_MACS_peak_17195_lociStitched	chr19(.):10713828-10714731	0.1308
1_MACS_peak_17196_lociStitched	chr19(.):10753914-10755211	0.0899
1_MACS_peak_17197_lociStitched	chr19(.):10807940-10809135	0.0929
3_MACS_peak_17198_lociStitched	chr19(.):11322186-11325714	0.1175
1_MACS_peak_17201_lociStitched	chr19(.):11327275-11328143	0.1133
2_MACS_peak_17202_lociStitched	chr19(.):11333148-11335533	0.0848
1_MACS_peak_17204_lociStitched	chr19(.):11336640-11337039	0.0925
3_MACS_peak_17205_lociStitched	chr19(.):11338391-11341595	0.0925
1_MACS_peak_17208_lociStitched	chr19(.):11343760-11344632	0.0977
2_MACS_peak_17209_lociStitched	chr19(.):11346285-11354815	0.1092
12_MACS_peak_17211_lociStitched	chr19(.):11357336-11389648	0.1063
9_MACS_peak_17223_lociStitched	chr19(.):11391456-11418542	0.1088
1_MACS_peak_17232_lociStitched	chr19(.):11420010-11420394	0.0872
2_MACS_peak_17233_lociStitched	chr19(.):11461207-11462935	0.1319
1_MACS_peak_17235_lociStitched	chr19(.):11464057-11464660	0.0722
4_MACS_peak_17236_lociStitched	chr19(.):11466988-11470649	0.0877
2_MACS_peak_17240_lociStitched	chr19(.):11493127-11496902	0.1101
10_MACS_peak_17242_lociStitched	chr19(.):11498206-11511243	0.0964
1_MACS_peak_17252_lociStitched	chr19(.):11513193-11513587	0.0529
5_MACS_peak_17253_lociStitched	chr19(.):11515600-11523591	0.0936
3_MACS_peak_17258_lociStitched	chr19(.):11526331-11534998	0.0967
1_MACS_peak_17261_lociStitched	chr19(.):11537300-11537794	0.0507
1_MACS_peak_17262_lociStitched	chr19(.):11541168-11541894	0.0846
1_MACS_peak_17263_lociStitched	chr19(.):11565369-11565685	0.0785
5_MACS_peak_17264_lociStitched	chr19(.):11566909-11573799	0.0784
1_MACS_peak_17269_lociStitched	chr19(.):11577088-11578003	0.0922
3_MACS_peak_17270_lociStitched	chr19(.):11579171-11582482	0.0975
7_MACS_peak_17273_lociStitched	chr19(.):11583595-11590302	0.09
1_MACS_peak_17280_lociStitched	chr19(.):11592193-11592802	0.1339
1_MACS_peak_17281_lociStitched	chr19(.):11645549-11646363	0.1695
2_MACS_peak_17282_lociStitched	chr19(.):11649384-11652765	0.085
1_MACS_peak_17284_lociStitched	chr19(.):11654830-11657446	0.0948
2_MACS_peak_17285_lociStitched	chr19(.):12860564-12869524	0.1161
7_MACS_peak_17287_lociStitched	chr19(.):12934162-12941757	0.1075
3_MACS_peak_17294_lociStitched	chr19(.):12943490-12958401	0.1242
4_MACS_peak_17297_lociStitched	chr19(.):12971117-12976665	0.1387
1_MACS_peak_17301_lociStitched	chr19(.):12978185-12978977	0.0561
3_MACS_peak_17302_lociStitched	chr19(.):13070941-13074741	0.1109
1_MACS_peak_17305_lociStitched	chr19(.):13079055-13079374	0.029
2_MACS_peak_17306_lociStitched	chr19(.):13083894-13087998	0.123
1_MACS_peak_17308_lociStitched	chr19(.):13089494-13094633	0.1237
6_MACS_peak_17309_lociStitched	chr19(.):13102321-13128865	0.1053
1_MACS_peak_17315_lociStitched	chr19(.):13141895-13142354	0.1426
4_MACS_peak_17316_lociStitched	chr19(.):13164515-13168744	0.1153
2_MACS_peak_17320_lociStitched	chr19(.):13169762-13173886	0.1332
