GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
1_MACS_peak_13919_lociStitched	chr19(.):46233168-46234952	0.97
1_MACS_peak_13920_lociStitched	chr19(.):46270921-46274677	1.1304
1_MACS_peak_13921_lociStitched	chr19(.):46295048-46296412	0.9347
1_MACS_peak_13922_lociStitched	chr19(.):46312226-46314147	1.336
1_MACS_peak_13923_lociStitched	chr19(.):46365214-46367253	1.39
3_MACS_peak_13924_lociStitched	chr19(.):46385572-46397374	0.5897
1_MACS_peak_13927_lociStitched	chr19(.):46405145-46407064	0.8573
1_MACS_peak_13928_lociStitched	chr19(.):46430849-46431935	1.1049
1_MACS_peak_13929_lociStitched	chr19(.):46456022-46456870	0.5478
1_MACS_peak_13930_lociStitched	chr19(.):46498453-46499400	0.7281
1_MACS_peak_13931_lociStitched	chr19(.):46519230-46520351	0.6121
1_MACS_peak_13932_lociStitched	chr19(.):46636003-46637791	0.7283
2_MACS_peak_13933_lociStitched	chr19(.):46683636-46689354	0.5393
2_MACS_peak_13935_lociStitched	chr19(.):46849435-46854260	1.3536
1_MACS_peak_13937_lociStitched	chr19(.):47103228-47105623	7.3656
1_MACS_peak_13938_lociStitched	chr19(.):47216630-47222577	1.966
1_MACS_peak_13939_lociStitched	chr19(.):47248491-47250454	1.3893
1_MACS_peak_13940_lociStitched	chr19(.):47287052-47292725	2.077
1_MACS_peak_13941_lociStitched	chr19(.):47353280-47354741	1.184
1_MACS_peak_13942_lociStitched	chr19(.):47362899-47365533	1.806
1_MACS_peak_13943_lociStitched	chr19(.):47457114-47459753	1.5556
1_MACS_peak_13944_lociStitched	chr19(.):47538211-47539922	0.686
1_MACS_peak_13945_lociStitched	chr19(.):47551115-47552886	0.6509
1_MACS_peak_13946_lociStitched	chr19(.):47613834-47617755	8.4512
1_MACS_peak_13947_lociStitched	chr19(.):47633360-47635561	2.438
1_MACS_peak_13948_lociStitched	chr19(.):47659656-47662179	0.732
1_MACS_peak_13949_lociStitched	chr19(.):47703789-47705535	0.7568
1_MACS_peak_13950_lociStitched	chr19(.):47713520-47714899	0.6032
4_MACS_peak_13951_lociStitched	chr19(.):47728640-47748384	1.2895
2_MACS_peak_13955_lociStitched	chr19(.):47759010-47766789	0.8424
2_MACS_peak_13957_lociStitched	chr19(.):47776406-47778861	2.3448
1_MACS_peak_13959_lociStitched	chr19(.):47851879-47853448	0.9186
1_MACS_peak_13960_lociStitched	chr19(.):47937947-47939117	0.5671
1_MACS_peak_13961_lociStitched	chr19(.):47986745-47988756	3.5286
2_MACS_peak_13962_lociStitched	chr19(.):48017266-48021809	0.8778
2_MACS_peak_13964_lociStitched	chr19(.):48103014-48114112	0.5052
2_MACS_peak_13966_lociStitched	chr19(.):48246366-48249458	1.3508
1_MACS_peak_13968_lociStitched	chr19(.):48281042-48282618	4.6667
1_MACS_peak_13969_lociStitched	chr19(.):48613206-48614747	2.1595
1_MACS_peak_13970_lociStitched	chr19(.):48624845-48626315	0.8787
1_MACS_peak_13971_lociStitched	chr19(.):48672820-48674922	4.3095
1_MACS_peak_13972_lociStitched	chr19(.):48706402-48708244	1.9178
3_MACS_peak_13973_lociStitched	chr19(.):48752092-48763807	0.8829
4_MACS_peak_13976_lociStitched	chr19(.):48823926-48838010	1.6314
1_MACS_peak_13980_lociStitched	chr19(.):48866007-48868864	4.4884
4_MACS_peak_13981_lociStitched	chr19(.):48880216-48902453	1.2229
1_MACS_peak_13985_lociStitched	chr19(.):48921371-48923178	1.2364
1_MACS_peak_13986_lociStitched	chr19(.):48947695-48949929	1.4286
1_MACS_peak_13987_lociStitched	chr19(.):48972153-48973460	1.9891
1_MACS_peak_13988_lociStitched	chr19(.):48983479-48984484	0.5071
2_MACS_peak_13989_lociStitched	chr19(.):48993593-48997428	0.5548
1_MACS_peak_13991_lociStitched	chr19(.):49004588-49005301	0.5545
1_MACS_peak_13992_lociStitched	chr19(.):49016457-49017532	0.5928
2_MACS_peak_13993_lociStitched	chr19(.):49121199-49128085	0.7959
1_MACS_peak_13995_lociStitched	chr19(.):49137207-49142173	1.1217
1_MACS_peak_13996_lociStitched	chr19(.):49148693-49150293	0.7401
1_MACS_peak_13997_lociStitched	chr19(.):49163976-49164843	1.3015
2_MACS_peak_13998_lociStitched	chr19(.):49217573-49224759	0.4423
1_MACS_peak_14000_lociStitched	chr19(.):49255692-49256599	0.4737
1_MACS_peak_14001_lociStitched	chr19(.):49298258-49299281	0.6585
1_MACS_peak_14002_lociStitched	chr19(.):49313342-49316032	1.3982
1_MACS_peak_14003_lociStitched	chr19(.):49338479-49340310	0.8843
1_MACS_peak_14004_lociStitched	chr19(.):49351973-49353136	0.8366
1_MACS_peak_14005_lociStitched	chr19(.):49375148-49380504	2.6772
1_MACS_peak_14006_lociStitched	chr19(.):49394064-49395740	0.7496
1_MACS_peak_14007_lociStitched	chr19(.):49402611-49404724	1.4673
3_MACS_peak_14008_lociStitched	chr19(.):49457481-49471783	1.0509
1_MACS_peak_14011_lociStitched	chr19(.):49481218-49483320	1.0506
1_MACS_peak_14012_lociStitched	chr19(.):49495050-49497933	1.5595
1_MACS_peak_14013_lociStitched	chr19(.):49587806-49589837	1.467
2_MACS_peak_14014_lociStitched	chr19(.):49617285-49623310	0.6275
1_MACS_peak_14016_lociStitched	chr19(.):49652764-49654302	0.7771
2_MACS_peak_14017_lociStitched	chr19(.):49710735-49718890	0.2671
2_MACS_peak_14019_lociStitched	chr19(.):49836491-49839484	0.7561
1_MACS_peak_14021_lociStitched	chr19(.):49890756-49892177	1.3331
1_MACS_peak_14022_lociStitched	chr19(.):49946121-49947536	0.8804
2_MACS_peak_14023_lociStitched	chr19(.):49954308-49962405	1.2892
1_MACS_peak_14025_lociStitched	chr19(.):49976714-49978416	1.0268
3_MACS_peak_14026_lociStitched	chr19(.):49989913-50004941	0.8076
1_MACS_peak_14029_lociStitched	chr19(.):50083169-50084672	0.7196
1_MACS_peak_14030_lociStitched	chr19(.):50092653-50096865	1.3466
1_MACS_peak_14031_lociStitched	chr19(.):50142817-50146558	2.1212
1_MACS_peak_14032_lociStitched	chr19(.):50166365-50170196	1.4855
1_MACS_peak_14033_lociStitched	chr19(.):50178488-50182354	2.2275
1_MACS_peak_14034_lociStitched	chr19(.):50268958-50271084	0.7678
3_MACS_peak_14035_lociStitched	chr19(.):50311698-50322453	1.2212
1_MACS_peak_14038_lociStitched	chr19(.):50353346-50355233	2.9999
3_MACS_peak_14039_lociStitched	chr19(.):50369596-50382041	2.0501
1_MACS_peak_14042_lociStitched	chr19(.):50399332-50401549	1.4566
1_MACS_peak_14043_lociStitched	chr19(.):50431443-50433690	3.5181
1_MACS_peak_14044_lociStitched	chr19(.):50468376-50470109	0.8973
1_MACS_peak_14045_lociStitched	chr19(.):50527786-50529916	1.3106
1_MACS_peak_14046_lociStitched	chr19(.):50836680-50837514	0.6857
1_MACS_peak_14047_lociStitched	chr19(.):50878932-50880180	1.594
1_MACS_peak_14048_lociStitched	chr19(.):50886692-50888478	1.5558
2_MACS_peak_14049_lociStitched	chr19(.):50918001-50922772	0.408
1_MACS_peak_14051_lociStitched	chr19(.):50934595-50936154	0.5824
1_MACS_peak_14052_lociStitched	chr19(.):50963001-50963967	0.6047
1_MACS_peak_14053_lociStitched	chr19(.):50979135-50980618	1.2479
1_MACS_peak_14054_lociStitched	chr19(.):51013745-51015496	1.277
1_MACS_peak_14055_lociStitched	chr19(.):51306595-51309055	4.1581
1_MACS_peak_14056_lociStitched	chr19(.):51378860-51379712	0.5252
1_MACS_peak_14057_lociStitched	chr19(.):51610852-51612034	0.7917
1_MACS_peak_14058_lociStitched	chr19(.):52096863-52098477	0.8288
1_MACS_peak_14059_lociStitched	chr19(.):52109478-52111342	0.9568
1_MACS_peak_14060_lociStitched	chr19(.):52430100-52430908	0.7
1_MACS_peak_14061_lociStitched	chr19(.):52510868-52512137	0.6821
1_MACS_peak_14062_lociStitched	chr19(.):52531126-52532335	0.828
1_MACS_peak_14063_lociStitched	chr19(.):52598233-52599345	1.2479
1_MACS_peak_14064_lociStitched	chr19(.):52642047-52643543	1.1177
1_MACS_peak_14065_lociStitched	chr19(.):52674156-52675274	0.7153
1_MACS_peak_14066_lociStitched	chr19(.):52692235-52694418	1.7063
1_MACS_peak_14067_lociStitched	chr19(.):52772483-52773796	1.7169
1_MACS_peak_14068_lociStitched	chr19(.):52800120-52801108	0.7393
1_MACS_peak_14069_lociStitched	chr19(.):53030218-53031696	0.6826
1_MACS_peak_14070_lociStitched	chr19(.):53073158-53074311	0.7767
1_MACS_peak_14071_lociStitched	chr19(.):53192792-53194520	0.8564
1_MACS_peak_14072_lociStitched	chr19(.):53237273-53238639	0.9628
1_MACS_peak_14073_lociStitched	chr19(.):53323987-53325272	0.676
1_MACS_peak_14074_lociStitched	chr19(.):53360156-53361270	0.6513
1_MACS_peak_14075_lociStitched	chr19(.):53426012-53427022	0.51
1_MACS_peak_14076_lociStitched	chr19(.):53445138-53446236	0.6676
1_MACS_peak_14077_lociStitched	chr19(.):53868695-53869690	0.6264
1_MACS_peak_14078_lociStitched	chr19(.):53898017-53899402	0.8988
1_MACS_peak_14079_lociStitched	chr19(.):53934974-53936165	0.7814
1_MACS_peak_14080_lociStitched	chr19(.):54605415-54606893	0.9699
1_MACS_peak_14081_lociStitched	chr19(.):54618123-54619687	1.2881
1_MACS_peak_14082_lociStitched	chr19(.):54639918-54642508	1.532
1_MACS_peak_14083_lociStitched	chr19(.):54662306-54664705	1.5214
1_MACS_peak_14084_lociStitched	chr19(.):54676244-54677191	0.5752
1_MACS_peak_14085_lociStitched	chr19(.):54692491-54695957	2.3027
1_MACS_peak_14086_lociStitched	chr19(.):54703917-54705791	1.988
1_MACS_peak_14087_lociStitched	chr19(.):54751073-54752578	0.6618
3_MACS_peak_14088_lociStitched	chr19(.):54880394-54891047	0.6731
1_MACS_peak_14091_lociStitched	chr19(.):54898393-54900924	1.0189
1_MACS_peak_14092_lociStitched	chr19(.):54959047-54961503	2.1096
1_MACS_peak_14093_lociStitched	chr19(.):54973877-54976393	1.3735
1_MACS_peak_14094_lociStitched	chr19(.):55008854-55010054	0.6661
1_MACS_peak_14095_lociStitched	chr19(.):55020088-55021369	0.5324
1_MACS_peak_14096_lociStitched	chr19(.):55173585-55174944	0.4178
1_MACS_peak_14097_lociStitched	chr19(.):55394084-55395350	0.7325
1_MACS_peak_14098_lociStitched	chr19(.):55448171-55451077	1.4773
3_MACS_peak_14099_lociStitched	chr19(.):55469095-55485799	0.66
1_MACS_peak_14102_lociStitched	chr19(.):55497137-55498259	0.5239
1_MACS_peak_14103_lociStitched	chr19(.):55516613-55518252	1.2033
2_MACS_peak_14104_lociStitched	chr19(.):55573506-55583977	1.1756
1_MACS_peak_14106_lociStitched	chr19(.):55627674-55629838	0.7112
1_MACS_peak_14107_lociStitched	chr19(.):55764008-55772036	1.8359
4_MACS_peak_14108_lociStitched	chr19(.):55786648-55796088	0.7832
2_MACS_peak_14112_lociStitched	chr19(.):55812641-55820455	0.8003
1_MACS_peak_14114_lociStitched	chr19(.):55849561-55853047	1.9587
1_MACS_peak_14115_lociStitched	chr19(.):55870639-55871589	0.5157
1_MACS_peak_14116_lociStitched	chr19(.):55894268-55898534	2.308
1_MACS_peak_14117_lociStitched	chr19(.):55918029-55920573	3.1059
1_MACS_peak_14118_lociStitched	chr19(.):55972316-55974059	1.1609
1_MACS_peak_14119_lociStitched	chr19(.):55987032-55988891	1.4529
2_MACS_peak_14120_lociStitched	chr19(.):56110195-56118186	1.8545
1_MACS_peak_14122_lociStitched	chr19(.):56135361-56136399	1.5025
4_MACS_peak_14123_lociStitched	chr19(.):56145530-56167785	1.0233
2_MACS_peak_14127_lociStitched	chr19(.):56186139-56190449	0.9998
1_MACS_peak_14129_lociStitched	chr19(.):56328937-56333493	4.0937
2_MACS_peak_14130_lociStitched	chr19(.):56340314-56351807	1.2971
1_MACS_peak_14132_lociStitched	chr19(.):56591975-56592973	0.5718
1_MACS_peak_14133_lociStitched	chr19(.):56622858-56624031	0.6305
1_MACS_peak_14134_lociStitched	chr19(.):56631055-56633774	1.6618
2_MACS_peak_14135_lociStitched	chr19(.):56646831-56653265	1.0438
1_MACS_peak_14137_lociStitched	chr19(.):56825049-56827383	2.9816
1_MACS_peak_14138_lociStitched	chr19(.):56879390-56880386	0.5483
1_MACS_peak_14139_lociStitched	chr19(.):56904303-56905639	1.9915
1_MACS_peak_14140_lociStitched	chr19(.):56914946-56916335	2.3931
1_MACS_peak_14141_lociStitched	chr19(.):57106091-57107462	0.8733
1_MACS_peak_14142_lociStitched	chr19(.):57751491-57753146	1.4941
1_MACS_peak_14143_lociStitched	chr19(.):57790528-57795617	2.2759
1_MACS_peak_14144_lociStitched	chr19(.):57831102-57832950	1.5899
1_MACS_peak_14145_lociStitched	chr19(.):57861946-57863263	0.5244
1_MACS_peak_14146_lociStitched	chr19(.):57874083-57875615	0.7423
1_MACS_peak_14147_lociStitched	chr19(.):57900522-57902012	0.9536
1_MACS_peak_14148_lociStitched	chr19(.):57922010-57923257	0.663
1_MACS_peak_14149_lociStitched	chr19(.):57946135-57947450	0.7625
1_MACS_peak_14150_lociStitched	chr19(.):57988080-57989377	1.312
1_MACS_peak_14151_lociStitched	chr19(.):57998770-57999799	1.0326
1_MACS_peak_14152_lociStitched	chr19(.):58010998-58012057	1.3503
1_MACS_peak_14153_lociStitched	chr19(.):58070308-58071603	0.9781
1_MACS_peak_14154_lociStitched	chr19(.):58089482-58090929	0.8624
1_MACS_peak_14155_lociStitched	chr19(.):58144116-58145134	0.7165
1_MACS_peak_14156_lociStitched	chr19(.):58193015-58194092	0.9463
1_MACS_peak_14157_lociStitched	chr19(.):58238189-58239699	1.5112
1_MACS_peak_14158_lociStitched	chr19(.):58257811-58258930	0.9018
1_MACS_peak_14159_lociStitched	chr19(.):58280659-58281782	0.7814
2_MACS_peak_14160_lociStitched	chr19(.):58325457-58332019	0.5467
1_MACS_peak_14162_lociStitched	chr19(.):58360844-58361964	0.8653
1_MACS_peak_14163_lociStitched	chr19(.):58427194-58428376	1.1817
1_MACS_peak_14164_lociStitched	chr19(.):58513729-58514449	0.3828
1_MACS_peak_14165_lociStitched	chr19(.):58661350-58662395	1.2296
1_MACS_peak_14166_lociStitched	chr19(.):58693758-58695554	2.302
1_MACS_peak_14167_lociStitched	chr19(.):58739583-58740771	1.2219
1_MACS_peak_14168_lociStitched	chr19(.):58789554-58791032	0.7904
1_MACS_peak_14169_lociStitched	chr19(.):58816285-58817481	0.8414
1_MACS_peak_14170_lociStitched	chr19(.):58837769-58839200	1.1163
1_MACS_peak_14171_lociStitched	chr19(.):58873314-58874218	0.5281
2_MACS_peak_14172_lociStitched	chr19(.):58891401-58899442	0.8588
1_MACS_peak_14174_lociStitched	chr19(.):58918995-58920871	0.8577
1_MACS_peak_14175_lociStitched	chr19(.):58962301-58963783	0.7438
1_MACS_peak_14176_lociStitched	chr19(.):58978059-58979266	0.7172
1_MACS_peak_14177_lociStitched	chr19(.):58986579-58988361	1.3623
1_MACS_peak_14178_lociStitched	chr19(.):59010671-59011494	0.4589
1_MACS_peak_14179_lociStitched	chr19(.):59029968-59031966	1.7128
1_MACS_peak_14180_lociStitched	chr19(.):59054707-59057285	1.0823
2_MACS_peak_14181_lociStitched	chr19(.):59065571-59071869	2.5783
2_MACS_peak_14183_lociStitched	chr19(.):59083612-59087863	1.7604
1_MACS_peak_14185_lociStitched	chr2(.):23442-24874	0.7242
1_MACS_peak_14186_lociStitched	chr2(.):33019-34138	1.0408
1_MACS_peak_14187_lociStitched	chr2(.):191424-193985	0.6173
1_MACS_peak_14188_lociStitched	chr2(.):264571-265826	2.0326
1_MACS_peak_14189_lociStitched	chr2(.):317619-318618	0.744
2_MACS_peak_14190_lociStitched	chr2(.):437264-442410	0.8792
1_MACS_peak_14192_lociStitched	chr2(.):675834-678342	3.5709
1_MACS_peak_14193_lociStitched	chr2(.):726184-727411	0.7272
1_MACS_peak_14194_lociStitched	chr2(.):1391784-1392798	0.5217
1_MACS_peak_14195_lociStitched	chr2(.):1442419-1443271	0.4354
1_MACS_peak_14196_lociStitched	chr2(.):1660166-1662193	0.7486
1_MACS_peak_14197_lociStitched	chr2(.):2090180-2091184	0.4927
1_MACS_peak_14198_lociStitched	chr2(.):2454593-2456056	1.271
1_MACS_peak_14199_lociStitched	chr2(.):2616583-2617915	0.9329
1_MACS_peak_14200_lociStitched	chr2(.):2650234-2651136	0.5089
1_MACS_peak_14201_lociStitched	chr2(.):2874875-2876205	0.4357
2_MACS_peak_14202_lociStitched	chr2(.):3148104-3156414	0.6112
1_MACS_peak_14204_lociStitched	chr2(.):3169266-3171011	0.6243
2_MACS_peak_14205_lociStitched	chr2(.):3380868-3384287	0.8108
1_MACS_peak_14207_lociStitched	chr2(.):3430283-3432093	0.8837
1_MACS_peak_14208_lociStitched	chr2(.):3465268-3466325	0.5961
1_MACS_peak_14209_lociStitched	chr2(.):3483998-3485060	0.674
1_MACS_peak_14210_lociStitched	chr2(.):3521854-3524224	3.177
1_MACS_peak_14211_lociStitched	chr2(.):3604833-3606865	1.3902
1_MACS_peak_14212_lociStitched	chr2(.):3622179-3623961	1.8319
1_MACS_peak_14213_lociStitched	chr2(.):3698731-3700043	1.0048
1_MACS_peak_14214_lociStitched	chr2(.):3951697-3953453	0.8157
1_MACS_peak_14215_lociStitched	chr2(.):4033797-4034876	0.7534
1_MACS_peak_14216_lociStitched	chr2(.):4072899-4074535	0.4712
1_MACS_peak_14217_lociStitched	chr2(.):4205268-4206017	0.7177
1_MACS_peak_14218_lociStitched	chr2(.):5366805-5367565	0.5387
1_MACS_peak_14219_lociStitched	chr2(.):5766653-5767545	0.6235
2_MACS_peak_14220_lociStitched	chr2(.):5835117-5841994	1.6199
1_MACS_peak_14222_lociStitched	chr2(.):6063740-6065503	0.8855
1_MACS_peak_14223_lociStitched	chr2(.):6484850-6487387	1.0024
1_MACS_peak_14224_lociStitched	chr2(.):7005413-7006890	1.2672
1_MACS_peak_14225_lociStitched	chr2(.):7017405-7018484	0.5938
1_MACS_peak_14226_lociStitched	chr2(.):7057246-7058532	0.7111
1_MACS_peak_14227_lociStitched	chr2(.):7085115-7086239	0.5793
1_MACS_peak_14228_lociStitched	chr2(.):7805165-7807253	0.5968
1_MACS_peak_14229_lociStitched	chr2(.):8441656-8444477	0.9175
3_MACS_peak_14230_lociStitched	chr2(.):8617478-8629322	0.2941
3_MACS_peak_14233_lociStitched	chr2(.):8653897-8666805	0.7348
1_MACS_peak_14236_lociStitched	chr2(.):8682533-8684989	1.5649
1_MACS_peak_14237_lociStitched	chr2(.):8745529-8747857	0.8696
4_MACS_peak_14238_lociStitched	chr2(.):8817718-8826354	0.6606
1_MACS_peak_14242_lociStitched	chr2(.):8977036-8978123	1.2592
1_MACS_peak_14243_lociStitched	chr2(.):9062530-9063817	0.6333
1_MACS_peak_14244_lociStitched	chr2(.):9143021-9145051	1.4724
1_MACS_peak_14245_lociStitched	chr2(.):9157978-9159293	1.0004
1_MACS_peak_14246_lociStitched	chr2(.):9318197-9319764	0.725
1_MACS_peak_14247_lociStitched	chr2(.):9345874-9348220	0.8894
1_MACS_peak_14248_lociStitched	chr2(.):9446212-9448957	1.8755
1_MACS_peak_14249_lociStitched	chr2(.):9562408-9564802	2.5328
1_MACS_peak_14250_lociStitched	chr2(.):9613917-9615638	2.0249
2_MACS_peak_14251_lociStitched	chr2(.):9687699-9697186	0.646
1_MACS_peak_14253_lociStitched	chr2(.):9747620-9749181	0.6547
1_MACS_peak_14254_lociStitched	chr2(.):9769718-9772063	1.9065
1_MACS_peak_14255_lociStitched	chr2(.):9832200-9834078	1.0036
1_MACS_peak_14256_lociStitched	chr2(.):9878951-9880102	0.5461
1_MACS_peak_14257_lociStitched	chr2(.):9982770-9985423	2.2439
1_MACS_peak_14258_lociStitched	chr2(.):10054090-10055223	0.8322
1_MACS_peak_14259_lociStitched	chr2(.):10090764-10092708	0.6452
1_MACS_peak_14260_lociStitched	chr2(.):10104402-10106470	1.2057
1_MACS_peak_14261_lociStitched	chr2(.):10183455-10185108	0.9702
1_MACS_peak_14262_lociStitched	chr2(.):10259687-10265050	3.8304
1_MACS_peak_14263_lociStitched	chr2(.):10441772-10445088	1.1407
1_MACS_peak_14264_lociStitched	chr2(.):10464107-10466521	0.5881
3_MACS_peak_14265_lociStitched	chr2(.):10515074-10524451	0.9699
1_MACS_peak_14268_lociStitched	chr2(.):10547624-10552877	1.4353
1_MACS_peak_14269_lociStitched	chr2(.):10574636-10575585	0.4655
1_MACS_peak_14270_lociStitched	chr2(.):10584458-10589633	1.5782
1_MACS_peak_14271_lociStitched	chr2(.):10829378-10830870	1.6482
1_MACS_peak_14272_lociStitched	chr2(.):10860867-10862553	1.4088
1_MACS_peak_14273_lociStitched	chr2(.):10930357-10933248	0.734
1_MACS_peak_14274_lociStitched	chr2(.):10950388-10953761	2.071
1_MACS_peak_14275_lociStitched	chr2(.):10974979-10975841	0.4796
1_MACS_peak_14276_lociStitched	chr2(.):11004203-11006421	0.6342
1_MACS_peak_14277_lociStitched	chr2(.):11243551-11245194	0.574
2_MACS_peak_14278_lociStitched	chr2(.):11269588-11273675	0.4543
3_MACS_peak_14280_lociStitched	chr2(.):11294357-11302097	0.4976
1_MACS_peak_14283_lociStitched	chr2(.):11483272-11485714	1.4753
2_MACS_peak_14284_lociStitched	chr2(.):11513179-11519695	0.6906
1_MACS_peak_14286_lociStitched	chr2(.):11605198-11606989	1.9928
2_MACS_peak_14287_lociStitched	chr2(.):11638160-11646983	0.6449
2_MACS_peak_14289_lociStitched	chr2(.):11883357-11896693	2.6514
1_MACS_peak_14291_lociStitched	chr2(.):12596341-12597350	0.5335
1_MACS_peak_14292_lociStitched	chr2(.):12640729-12642615	0.669
1_MACS_peak_14293_lociStitched	chr2(.):12855994-12858758	1.1391
2_MACS_peak_14294_lociStitched	chr2(.):12865611-12869621	0.535
1_MACS_peak_14296_lociStitched	chr2(.):12996147-12998088	0.6294
1_MACS_peak_14297_lociStitched	chr2(.):13242112-13242844	0.4142
1_MACS_peak_14298_lociStitched	chr2(.):13332329-13335096	0.7017
1_MACS_peak_14299_lociStitched	chr2(.):13614123-13615827	0.9492
1_MACS_peak_14300_lociStitched	chr2(.):13661695-13666421	5.3335
4_MACS_peak_14301_lociStitched	chr2(.):13680616-13702546	1.2476
1_MACS_peak_14305_lociStitched	chr2(.):13714314-13715663	0.6258
1_MACS_peak_14306_lociStitched	chr2(.):13790423-13793856	1.0951
1_MACS_peak_14307_lociStitched	chr2(.):13806449-13808123	0.6443
1_MACS_peak_14308_lociStitched	chr2(.):13821191-13823200	0.8278
1_MACS_peak_14309_lociStitched	chr2(.):14443012-14444674	0.5375
1_MACS_peak_14310_lociStitched	chr2(.):15084428-15085605	0.7213
1_MACS_peak_14311_lociStitched	chr2(.):15281328-15283568	1.447
1_MACS_peak_14312_lociStitched	chr2(.):15700357-15702448	0.7891
1_MACS_peak_14313_lociStitched	chr2(.):15731348-15732948	1.6072
2_MACS_peak_14314_lociStitched	chr2(.):16052906-16057361	0.3896
1_MACS_peak_14316_lociStitched	chr2(.):16079449-16081516	1.3113
1_MACS_peak_14317_lociStitched	chr2(.):16152767-16154439	0.7674
1_MACS_peak_14318_lociStitched	chr2(.):16195433-16197014	0.8598
1_MACS_peak_14319_lociStitched	chr2(.):16789684-16790802	0.7944
1_MACS_peak_14320_lociStitched	chr2(.):16837613-16838610	0.6775
1_MACS_peak_14321_lociStitched	chr2(.):16894378-16895172	0.5396
1_MACS_peak_14322_lociStitched	chr2(.):17141248-17142775	0.442
1_MACS_peak_14323_lociStitched	chr2(.):17483903-17485281	0.4919
1_MACS_peak_14324_lociStitched	chr2(.):17536438-17538136	0.8062
1_MACS_peak_14325_lociStitched	chr2(.):17554266-17557875	1.3745
1_MACS_peak_14326_lociStitched	chr2(.):17568092-17569145	0.7722
1_MACS_peak_14327_lociStitched	chr2(.):17698887-17700563	0.7965
1_MACS_peak_14328_lociStitched	chr2(.):17719639-17720878	0.5683
1_MACS_peak_14329_lociStitched	chr2(.):17933864-17936443	2.8509
1_MACS_peak_14330_lociStitched	chr2(.):17994175-17995860	0.5566
1_MACS_peak_14331_lociStitched	chr2(.):18058901-18061284	0.944
1_MACS_peak_14332_lociStitched	chr2(.):18286811-18288660	0.6566
1_MACS_peak_14333_lociStitched	chr2(.):18740528-18742601	2.6468
1_MACS_peak_14334_lociStitched	chr2(.):19546757-19548509	1.842
1_MACS_peak_14335_lociStitched	chr2(.):19758896-19760630	0.6452
1_MACS_peak_14336_lociStitched	chr2(.):19842934-19844171	0.703
1_MACS_peak_14337_lociStitched	chr2(.):20068297-20069323	0.5999
1_MACS_peak_14338_lociStitched	chr2(.):20099936-20102695	3.5898
1_MACS_peak_14339_lociStitched	chr2(.):20132526-20134072	0.8321
1_MACS_peak_14340_lociStitched	chr2(.):20189323-20190482	0.7066
1_MACS_peak_14341_lociStitched	chr2(.):20249756-20252629	2.1357
2_MACS_peak_14342_lociStitched	chr2(.):20328323-20336035	0.5434
1_MACS_peak_14344_lociStitched	chr2(.):20350440-20351418	0.4885
3_MACS_peak_14345_lociStitched	chr2(.):20397820-20426304	2.17
1_MACS_peak_14348_lociStitched	chr2(.):20472161-20473345	0.6487
1_MACS_peak_14349_lociStitched	chr2(.):20549312-20552303	2.7011
1_MACS_peak_14350_lociStitched	chr2(.):20574650-20575404	0.4565
3_MACS_peak_14351_lociStitched	chr2(.):20615290-20631030	1.5965
1_MACS_peak_14354_lociStitched	chr2(.):20645778-20648175	2.4567
4_MACS_peak_14355_lociStitched	chr2(.):20703567-20716901	0.4935
1_MACS_peak_14359_lociStitched	chr2(.):20724400-20725397	0.594
1_MACS_peak_14360_lociStitched	chr2(.):20775451-20778007	2.0437
1_MACS_peak_14361_lociStitched	chr2(.):20793762-20797126	2.8401
1_MACS_peak_14362_lociStitched	chr2(.):20813658-20815054	0.5087
1_MACS_peak_14363_lociStitched	chr2(.):20832740-20834570	0.8852
1_MACS_peak_14364_lociStitched	chr2(.):20849948-20851857	1.9441
1_MACS_peak_14365_lociStitched	chr2(.):20875358-20878967	1.2626
1_MACS_peak_14366_lociStitched	chr2(.):20898691-20899636	0.5833
1_MACS_peak_14367_lociStitched	chr2(.):21021379-21023555	2.2413
1_MACS_peak_14368_lociStitched	chr2(.):21649981-21650777	0.5621
1_MACS_peak_14369_lociStitched	chr2(.):21689318-21692442	1.1782
1_MACS_peak_14370_lociStitched	chr2(.):21825680-21826455	0.4047
1_MACS_peak_14371_lociStitched	chr2(.):22147281-22148229	0.756
1_MACS_peak_14372_lociStitched	chr2(.):23043379-23045500	0.5657
1_MACS_peak_14373_lociStitched	chr2(.):24148287-24151318	3.4236
1_MACS_peak_14374_lociStitched	chr2(.):24162564-24164508	2.2012
1_MACS_peak_14375_lociStitched	chr2(.):24269540-24270670	0.8644
2_MACS_peak_14376_lociStitched	chr2(.):24298564-24308377	0.6066
1_MACS_peak_14378_lociStitched	chr2(.):24345376-24347362	2.331
1_MACS_peak_14379_lociStitched	chr2(.):24582246-24584227	2.231
1_MACS_peak_14380_lociStitched	chr2(.):24713067-24714983	0.7754
1_MACS_peak_14381_lociStitched	chr2(.):25015222-25017330	4.0812
1_MACS_peak_14382_lociStitched	chr2(.):25106305-25107327	0.4604
1_MACS_peak_14383_lociStitched	chr2(.):25141778-25144185	1.1414
1_MACS_peak_14384_lociStitched	chr2(.):25152962-25154492	0.6494
1_MACS_peak_14385_lociStitched	chr2(.):25193585-25196146	3.4
1_MACS_peak_14386_lociStitched	chr2(.):25264998-25265987	0.5079
