#19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_ROSE/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam
#Using cutoff of 31149.3378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
2_MACS_peak_6031_lociStitched	chr12	104318467	104327254	2	7663	43371.7533	2164.2381	750	1
2_MACS_peak_15736_lociStitched	chr22	24822630	24831817	2	7730	40879.3939	1483.7005	756	1
3_MACS_peak_5560_lociStitched	chr12	53763692	53776425	3	8046	35856.128	2629.3645	762	1
3_MACS_peak_8559_lociStitched	chr15	93373377	93389488	3	7638	41990.0993	2415.0389	766	1
2_MACS_peak_24249_lociStitched	chr8	103541763	103549812	2	7991	34778.1192	989.2221	768	1
1_MACS_peak_14690_lociStitched	chr20	17944968	17952772	1	7805	37957.8756	2004.0672	777	1
1_MACS_peak_17268_lociStitched	chr3	133290363	133298306	1	7944	35331.2583	2042.1453	781	1
1_MACS_peak_3883_lociStitched	chr11	16979389	16987058	1	7670	39242.273	1749.2989	785	1
1_MACS_peak_14078_lociStitched	chr2	198168633	198176509	1	7877	35117.5088	1522.4308	789	1
2_MACS_peak_9096_lociStitched	chr16	30661207	30673119	2	7702	38610.3656	2384.7824	793	1
2_MACS_peak_6011_lociStitched	chr12	102129307	102140390	2	7701	38375.9958	2223.2498	794	1
2_MACS_peak_1798_lociStitched	chr1	174957502	174971021	2	7590	40838.1952	3524.4033	798	1
2_MACS_peak_12058_lociStitched	chr19	39339064	39349136	2	7878	33612.2784	1760.5856	801	1
2_MACS_peak_10856_lociStitched	chr17	80405813	80418106	2	7375	41555.2572	2406.9694	809	1
2_MACS_peak_15513_lociStitched	chr21	44725763	44734679	2	7635	35645.2764	2276.2548	823	1
2_MACS_peak_15878_lociStitched	chr22	36552351	36560317	2	7428	38141.208	1926.9754	829	1
2_MACS_peak_4203_lociStitched	chr11	62597911	62610652	2	7409	37969.4541	2536.7331	844	1
1_MACS_peak_7907_lociStitched	chr15	42894610	42902034	1	7425	36167.5008	1624.3712	858	1
1_MACS_peak_1925_lociStitched	chr1	192543641	192551197	1	7557	34960.8564	2752.6508	859	1
3_MACS_peak_20423_lociStitched	chr5	172191290	172205529	3	7541	34802.9638	2886.2453	865	1
2_MACS_peak_23509_lociStitched	chr8	1990982	2000628	2	7482	33971.2828	1750.749	871	1
3_MACS_peak_6823_lociStitched	chr13	103236809	103251285	3	7482	33879.6304	2408.8064	883	1
2_MACS_peak_13399_lociStitched	chr2	106406068	106416471	2	7400	33113.7893	1889.1848	896	1
