REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_9068_lociStitched	chr16	30193734	30212221	3	10898	50950.172	4000.5868	364	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	364	1
2_MACS_peak_17524_lociStitched	chr3	169656512	169668467	2	10897	106025.3085	3557.808	365	SAMD7,LOC100128164	SEC62	LOC100128164	365	1
3_MACS_peak_396_lociStitched	chr1	28827091	28846064	3	10894	24393.5861	3434.113	366	RCC1,SNHG3	TRNAU1AP	RCC1	366	1
3_MACS_peak_12908_lociStitched	chr2	54777305	54798963	3	10893	27999.4624	3467.4458	367	SPTBN1	RPL23AP32	SPTBN1	367	1
3_MACS_peak_5747_lociStitched	chr12	68751865	68770484	3	10880	94815.3956	3748.0047	368		MDM1	MDM1	368	1
2_MACS_peak_9690_lociStitched	chr17	4842016	4854610	2	10876	48843.3102	2278.2546	369	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	369	1
3_MACS_peak_5172_lociStitched	chr12	13242245	13256112	3	10854	46376.7948	2654.1438	370	GSG1	KIAA1467	GSG1	370	1
2_MACS_peak_5444_lociStitched	chr12	46776137	46787411	2	10811	47707.0584	2245.7808	371		SLC38A2	SLC38A2	371	1
4_MACS_peak_25554_lociStitched	chr9	134595243	134615464	4	10808	33481.9318	3231.3158	372	RAPGEF1	RAPGEF1	RAPGEF1	372	1
4_MACS_peak_3505_lociStitched	chr10	111966741	111986602	4	10807	22840.15	3314.8009	373	MXI1		MXI1	373	1
1_MACS_peak_18580_lociStitched	chr4	105407105	105417888	1	10784	84714.4829	2276.2913	374	CXXC4		CXXC4	374	1
2_MACS_peak_8049_lociStitched	chr15	52965205	52977190	2	10772	42977.0115	2459.322	375	KIAA1370		KIAA1370	375	1
2_MACS_peak_10364_lociStitched	chr17	47816032	47828229	2	10771	62736.4892	2684.5597	376	FAM117A	MYST2,SLC35B1	FAM117A	376	1
2_MACS_peak_7748_lociStitched	chr15	31546373	31561148	2	10748	109301.0175	3058.425	377			KLF13	377	1
4_MACS_peak_348_lociStitched	chr1	27147098	27167362	4	10726	19066.3976	3159.1576	378	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	378	1
2_MACS_peak_13730_lociStitched	chr2	153914376	153929173	2	10709	48621.4623	2882.4556	379			ARL6IP6	379	1
1_MACS_peak_19044_lociStitched	chr4	185200807	185211504	1	10698	169702.5565	3083.9451	380			ENPP6	380	1
2_MACS_peak_1656_lociStitched	chr1	161144354	161157829	2	10690	77416.57	3996.685	381	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	381	1
5_MACS_peak_4340_lociStitched	chr11	66861877	66889798	5	10687	17933.6583	3571.0959	382	KDM2A	RHOD	KDM2A	382	1
4_MACS_peak_17646_lociStitched	chr3	181417037	181432974	4	10660	31285.9247	3370.6755	383	SOX2OT,SOX2		SOX2	383	1
1_MACS_peak_979_lociStitched	chr1	87792695	87803352	1	10658	36843.3804	2102.6261	384	LMO4		LMO4	384	1
2_MACS_peak_19156_lociStitched	chr5	1335301	1346229	2	10639	31212.5536	2307.9936	385	CLPTM1L	TERT	CLPTM1L	385	1
3_MACS_peak_1179_lociStitched	chr1	112134450	112148409	3	10639	44349.1389	1599.7014	386	LOC100129269	RAP1A,ADORA3	LOC100129269	386	1
4_MACS_peak_10756_lociStitched	chr17	76137451	76152508	4	10623	37767.4731	2406.1086	387	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	387	1
2_MACS_peak_15168_lociStitched	chr20	56047553	56058612	2	10606	78571.9832	2404.2266	388		CTCFL	CTCFL	388	1
1_MACS_peak_5016_lociStitched	chr12	4377570	4388147	1	10578	37736.6206	2140.7848	389	CCND2	C12orf5	CCND2	389	1
4_MACS_peak_23634_lociStitched	chr8	19519305	19540569	4	10562	53529.9936	3621.2592	390	CSGALNACT1		CSGALNACT1	390	1
4_MACS_peak_5468_lociStitched	chr12	48276524	48299271	4	10556	18761.7256	3814.6719	391	VDR		VDR	391	1
2_MACS_peak_4756_lociStitched	chr11	115090140	115102598	2	10554	98211.3972	2704.6318	392	CADM1		CADM1	392	1
3_MACS_peak_20833_lociStitched	chr6	26155204	26173998	3	10552	37629.3468	3664.83	393	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	393	1
2_MACS_peak_4860_lociStitched	chr11	122928218	122941926	2	10550	51413.2248	2949.9616	394	HSPA8	LOC341056	HSPA8	394	1
4_MACS_peak_3629_lociStitched	chr10	126407136	126424415	4	10546	25343.1093	3053.1993	395	FAM53B		FAM53B	395	1
1_MACS_peak_14380_lociStitched	chr2	231729239	231739755	1	10517	84795.766	1152.5536	396	ITM2C		ITM2C	396	1
4_MACS_peak_9768_lociStitched	chr17	8088505	8104365	4	10507	19092.268	3129.178	397	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	397	1
2_MACS_peak_4147_lociStitched	chr11	60602337	60613268	2	10493	33379.9947	2468.2198	398	CCDC86	MS4A10,ZP1,GPR44	CCDC86	398	1
5_MACS_peak_19192_lociStitched	chr5	6711574	6738066	5	10493	20261.0816	3926.1144	399	PAPD7	PAPD7	PAPD7	399	1
4_MACS_peak_13311_lociStitched	chr2	96889897	96912659	4	10490	37768.9866	4033.4264	400	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	400	1
5_MACS_peak_11129_lociStitched	chr18	42288835	42306689	5	10484	14584.9326	2695.954	401	SETBP1		SETBP1	401	1
3_MACS_peak_23985_lociStitched	chr8	61811705	61830315	3	10478	31558.838	3312.58	402		LOC100130298	LOC100130298	402	1
2_MACS_peak_18440_lociStitched	chr4	84132237	84144686	2	10474	107839.4625	2756.2086	403			COQ2	403	1
4_MACS_peak_25364_lociStitched	chr9	123630362	123646100	4	10474	45242.0286	2733.6906	404	PHF19	LOC253039,PSMD5,TRAF1	PHF19	404	1
1_MACS_peak_19856_lociStitched	chr5	109023851	109034318	1	10468	47343.2877	2409.5034	405	MAN2A1		MAN2A1	405	1
1_MACS_peak_20108_lociStitched	chr5	138719879	138730339	1	10461	40859.898	2745.75	406	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	406	1
3_MACS_peak_25339_lociStitched	chr9	117369428	117382528	3	10449	30483.7	2410.4	407	C9orf91	ATP6V1G1	C9orf91	407	1
2_MACS_peak_26374_lociStitched	chrX	119434760	119445702	2	10436	43910.246	1596.4378	408	FAM70A		FAM70A	408	1
3_MACS_peak_21145_lociStitched	chr6	42737932	42752476	3	10415	47777.04	2441.9376	409		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	409	1
5_MACS_peak_13068_lociStitched	chr2	68937490	68963506	5	10414	37236.7008	3962.2368	410	ARHGAP25	ARHGAP25	ARHGAP25	410	1
3_MACS_peak_344_lociStitched	chr1	27059987	27072779	3	10396	24616.9248	2489.3232	411	ARID1A	PIGV	ARID1A	411	1
2_MACS_peak_19732_lociStitched	chr5	88634755	88651621	2	10396	124998.9858	3562.0992	412			MEF2C	412	1
3_MACS_peak_9746_lociStitched	chr17	7474946	7488489	3	10392	31583.6303	2895.4934	413	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	413	1
1_MACS_peak_13493_lociStitched	chr2	112455509	112465893	1	10385	130529.9952	2913.7504	414			ANAPC1	414	1
4_MACS_peak_22077_lociStitched	chr6	160389168	160405255	4	10379	20372.5768	1397.9603	415	IGF2R		IGF2R	415	1
4_MACS_peak_4178_lociStitched	chr11	62308149	62325987	4	10372	23039.5608	3358.8954	416	AHNAK	EEF1G,TUT1,MTA2	AHNAK	416	1
2_MACS_peak_3515_lociStitched	chr10	112172819	112186198	2	10366	44416.9421	2424.2748	417			DUSP5	417	1
1_MACS_peak_25328_lociStitched	chr9	117127065	117137426	1	10362	41113.4841	2062.8751	418	AKNA	ORM1,ORM2	AKNA	418	1
3_MACS_peak_389_lociStitched	chr1	28558489	28577029	3	10356	31063.77	3457.71	419	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	419	1
4_MACS_peak_21604_lociStitched	chr6	109186342	109206555	4	10347	33616.2403	3337.1663	420	ARMC2		ARMC2	420	1
3_MACS_peak_841_lociStitched	chr1	66736820	66750281	3	10311	30413.7834	2658.5475	421	PDE4B	PDE4B	PDE4B	421	1
1_MACS_peak_2094_lociStitched	chr1	206727877	206738182	1	10306	71963.937	3509.883	422	RASSF5	LGTN	RASSF5	422	1
2_MACS_peak_17151_lociStitched	chr3	124501756	124512126	2	10300	46256.422	2053.26	423	ITGB5		UMPS	423	1
2_MACS_peak_6581_lociStitched	chr13	46269201	46280864	2	10297	53228.7657	1197.7901	424	SPERT		SPERT	424	1
1_MACS_peak_5775_lociStitched	chr12	72078902	72089191	1	10290	36727.6144	2206.9905	425	TMEM19	THAP2,ZFC3H1	TMEM19	425	1
3_MACS_peak_19702_lociStitched	chr5	86408335	86420695	3	10283	85028.148	3010.896	426	MIR4280		MIR4280	426	1
1_MACS_peak_24185_lociStitched	chr8	95953014	95963291	1	10278	18027.9134	1207.5475	427	TP53INP1	CCNE2	TP53INP1	427	1
1_MACS_peak_18826_lociStitched	chr4	144272668	144282942	1	10275	71678.6158	2235.6224	428	GAB1		GAB1	428	1
3_MACS_peak_20889_lociStitched	chr6	27791055	27808257	3	10272	53085.372	3192.6912	429	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	429	1
2_MACS_peak_13482_lociStitched	chr2	112231014	112242379	2	10269	24287.005	1885.4535	430	LOC541471		LOC541471	430	1
4_MACS_peak_3702_lociStitched	chr11	789152	811136	4	10248	20728.7136	2983.2288	431	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	431	1
3_MACS_peak_8307_lociStitched	chr15	75352755	75370698	3	10243	58300.3956	3279.9804	432		PPCDC	PPCDC	432	1
2_MACS_peak_19858_lociStitched	chr5	109187747	109202267	2	10237	67795.332	2462.592	433	MAN2A1	LOC100289673	LOC100289673	433	1
2_MACS_peak_17827_lociStitched	chr3	195621160	195637487	2	10214	37085.1478	4245.02	434	TNK2		TNK2	434	1
3_MACS_peak_22248_lociStitched	chr7	8164221	8175340	3	10206	32803.2738	2286.0664	435	ICA1		ICA1	435	1
2_MACS_peak_17058_lociStitched	chr3	113455197	113468786	2	10180	33015.8344	2917.5583	436	ATP6V1A,NAA50	KIAA2018	NAA50	436	1
4_MACS_peak_11438_lociStitched	chr19	1258443	1277313	4	10163	43823.688	3924.96	437	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	437	1
2_MACS_peak_4006_lociStitched	chr11	35183548	35197012	2	10142	41762.6352	2707.6104	438	CD44		CD44	438	1
1_MACS_peak_1636_lociStitched	chr1	160675012	160685135	1	10124	53606.3465	4018.831	439	CD48	SLAMF7	CD48	439	1
4_MACS_peak_7932_lociStitched	chr15	44579217	44602674	4	10119	24270.9579	3682.749	440	CASC4		CASC4	440	1
1_MACS_peak_1846_lociStitched	chr1	181095487	181105600	1	10114	69843.4119	3244.2504	441		IER5	IER5	441	1
1_MACS_peak_10273_lociStitched	chr17	43298244	43308318	1	10075	69983.0706	2619.24	442	FMNL1	LOC100133991,C17orf46	FMNL1	442	1
6_MACS_peak_24188_lociStitched	chr8	95987271	96010326	6	10069	10944.2085	1683.015	443		C8orf38,TP53INP1	TP53INP1	443	1
5_MACS_peak_11581_lociStitched	chr19	6765464	6789462	5	10025	23498.8416	5341.9548	444	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	444	1
3_MACS_peak_6059_lociStitched	chr12	106529073	106544009	3	10020	24692.1952	2785.564	445	NUAK1		NUAK1	445	1
2_MACS_peak_5535_lociStitched	chr12	51712046	51722139	2	10005	38613.7994	2337.5388	446	BIN2	SMAGP,CELA1	BIN2	446	1
3_MACS_peak_11892_lociStitched	chr19	19050106	19061542	3	9998	28910.208	2029.89	447	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	447	1
3_MACS_peak_22745_lociStitched	chr7	74057094	74076442	3	9998	25949.5376	3277.5512	448	GTF2I		GTF2I	448	1
1_MACS_peak_14635_lociStitched	chr20	9489742	9499724	1	9983	60900.182	2099.2146	449	C20orf103		C20orf103	449	1
3_MACS_peak_17232_lociStitched	chr3	130557410	130574041	3	9978	21229.4715	3141.5959	450	ATP2C1	ATP2C1	ATP2C1	450	1
1_MACS_peak_20455_lociStitched	chr5	175076581	175086554	1	9974	25209.7494	2115.2733	451	HRH2	HRH2	HRH2	451	1
3_MACS_peak_5891_lociStitched	chr12	92753964	92770172	3	9973	119999.1696	3392.3344	452		CLLU1	CLLU1	452	1
3_MACS_peak_14877_lociStitched	chr20	34677740	34690226	3	9972	18541.71	2341.125	453		EPB41L1,LOC647979	EPB41L1	453	1
5_MACS_peak_4513_lociStitched	chr11	78127154	78140059	5	9970	19965.3255	2379.682	454	GAB2		GAB2	454	1
2_MACS_peak_15702_lociStitched	chr22	23477628	23488799	2	9964	76125.8966	2374.9546	455	RAB36,RTDR1	BCR	RTDR1	455	1
4_MACS_peak_6224_lociStitched	chr12	120965943	120977892	4	9962	12303.8853	1265.3991	456	RNF10,COQ5	DYNLL1,POP5	RNF10	456	1
2_MACS_peak_15381_lociStitched	chr21	34600848	34613171	2	9960	36742.2568	3178.1017	457	IFNAR2	IL10RB	IFNAR2	457	1
3_MACS_peak_11651_lociStitched	chr19	10329567	10348057	3	9957	45380.007	3143.3	458	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	458	1
4_MACS_peak_6087_lociStitched	chr12	109161704	109181194	4	9946	33924.294	3508.2	459	SSH1	CORO1C,SSH1	CORO1C	459	1
2_MACS_peak_20010_lociStitched	chr5	130708637	130719115	2	9944	41862.7534	2303.0644	460	CDC42SE2		CDC42SE2	460	1
3_MACS_peak_7973_lociStitched	chr15	46994587	47008829	3	9934	38262.5572	2584.923	461			SEMA6D	461	1
3_MACS_peak_16639_lociStitched	chr3	49054403	49067634	3	9926	30374.4067	2654.1386	462	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	462	1
5_MACS_peak_9289_lociStitched	chr16	67184151	67208954	5	9920	18584.8879	3762.6151	463	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	463	1
2_MACS_peak_21912_lociStitched	chr6	139683841	139698081	2	9910	36697.904	2879.328	464	CITED2		CITED2	464	1
2_MACS_peak_3518_lociStitched	chr10	112215886	112226255	2	9896	124483.9926	2527.9622	465		DUSP5	DUSP5	465	1
3_MACS_peak_18756_lociStitched	chr4	129724209	129741539	3	9895	27823.315	2384.608	466	PHF17		PHF17	466	1
4_MACS_peak_11469_lociStitched	chr19	2040815	2062904	4	9888	34531.7337	4484.067	467	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	467	1
3_MACS_peak_25274_lociStitched	chr9	112668636	112683371	3	9878	97728.414	3095.8235	468	PALM2,PALM2-AKAP2		PALM2	468	1
4_MACS_peak_12265_lociStitched	chr19	48824165	48837967	4	9852	29642.5554	3006.0756	469	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	469	1
1_MACS_peak_12379_lociStitched	chr19	55762473	55772308	1	9836	37546.096	2115.5085	470	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	470	1
3_MACS_peak_2293_lociStitched	chr1	226034519	226045930	3	9834	28875.5355	3077.5467	471	TMEM63A	EPHX1,LEFTY1	EPHX1	471	1
3_MACS_peak_7790_lociStitched	chr15	34619236	34635719	3	9824	52157.1569	2924.0842	472	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	472	1
2_MACS_peak_18127_lociStitched	chr4	38124213	38136548	2	9819	65752.951	2335.0155	473	TBC1D1		PTTG2	473	1
1_MACS_peak_15983_lociStitched	chr22	39539764	39549575	1	9812	20370.5793	1717.9061	474	CBX7	APOBEC3H	CBX7	474	1
4_MACS_peak_5322_lociStitched	chr12	31238362	31254796	4	9798	29826.0666	2442.0924	475	DDX11		DDX11	475	1
2_MACS_peak_17760_lociStitched	chr3	186779764	186792478	2	9796	84682.8684	3951.5112	476	ST6GAL1		ST6GAL1	476	1
2_MACS_peak_8279_lociStitched	chr15	74831839	74846047	2	9787	27894.5664	2557.44	477	ARID3B		ARID3B	477	1
1_MACS_peak_11305_lociStitched	chr18	60821853	60831638	1	9786	143384.4975	2798.51	478	BCL2		BCL2	478	1
2_MACS_peak_18163_lociStitched	chr4	40622274	40634264	2	9786	39148.549	2203.762	479	RBM47		RBM47	479	1
3_MACS_peak_5357_lociStitched	chr12	32608278	32622777	3	9780	53505.6597	2708.4132	480		FGD4	FGD4	480	1
3_MACS_peak_25852_lociStitched	chrX	30578897	30597310	3	9777	35787.5068	1867.0782	481	CXorf21		CXorf21	481	1
2_MACS_peak_8821_lociStitched	chr16	11668908	11681839	2	9776	22430.1126	2185.339	482	LITAF		LITAF	482	1
3_MACS_peak_3749_lociStitched	chr11	3874213	3893299	3	9773	26733.7602	3754.2162	483	STIM1	PGAP2,RHOG	STIM1	483	1
2_MACS_peak_6455_lociStitched	chr13	30943733	30957977	2	9768	21321.8436	1707.8556	484	LOC100188949		LOC100188949	484	1
4_MACS_peak_7505_lociStitched	chr14	93034243	93053529	4	9753	30435.2366	1922.8142	485	RIN3		RIN3	485	1
2_MACS_peak_1886_lociStitched	chr1	184711549	184725641	2	9745	26157.5704	4240.2828	486	EDEM3		EDEM3	486	1
6_MACS_peak_20624_lociStitched	chr6	6799140	6827676	6	9742	15786.1152	4069.2336	487			LY86-AS1	487	1
2_MACS_peak_5434_lociStitched	chr12	46119395	46132114	2	9741	36144.8542	2595.9479	488	ARID2,LOC400027		ARID2	488	1
2_MACS_peak_14031_lociStitched	chr2	192530817	192546117	2	9718	62509.68	2959.02	489	OBFC2A		OBFC2A	489	1
3_MACS_peak_22482_lociStitched	chr7	37375160	37393977	3	9710	28321.4667	3505.6071	490	ELMO1		ELMO1	490	1
2_MACS_peak_8974_lociStitched	chr16	23404346	23419511	2	9708	90911.142	2638.71	491	COG7		COG7	491	1
1_MACS_peak_19155_lociStitched	chr5	1311631	1321336	1	9706	92592.4935	2152.569	492	CLPTM1L	TERT	TERT	492	1
2_MACS_peak_25371_lociStitched	chr9	123688904	123699444	2	9692	40911.01	2099.568	493	TRAF1	PHF19,TRAF1	TRAF1	493	1
2_MACS_peak_11810_lociStitched	chr19	16221465	16232004	2	9689	48934.6848	2261.6694	494	RAB8A	TPM4,HSH2D	RAB8A	494	1
2_MACS_peak_19941_lociStitched	chr5	121647837	121660773	2	9683	19572.168	1877.0136	495	SNCAIP		SNCAIP	495	1
2_MACS_peak_15120_lociStitched	chr20	52345290	52358918	2	9676	79746.9676	3045.858	496			SUMO1P1	496	1
3_MACS_peak_15036_lociStitched	chr20	46114406	46132874	3	9675	32520.3012	3135.8664	497	NCOA3		NCOA3	497	1
1_MACS_peak_15705_lociStitched	chr22	23517087	23526752	1	9666	39779.207	1989.057	498	BCR	RAB36,RTDR1	BCR	498	1
2_MACS_peak_6727_lociStitched	chr13	77898824	77914488	2	9662	71335.4224	3485.24	499	MYCBP2		MYCBP2	499	1
2_MACS_peak_22640_lociStitched	chr7	55595455	55606035	2	9661	140521.444	2711.654	500	VOPP1		VOPP1	500	1
2_MACS_peak_13093_lociStitched	chr2	70309986	70323519	2	9653	102406.9176	2893.3554	501	PCBP1,LOC400960	LOC100133985	PCBP1	501	1
2_MACS_peak_20449_lociStitched	chr5	173696510	173710048	2	9648	92170.7654	2981.0676	502			HMP19	502	1
3_MACS_peak_20258_lociStitched	chr5	150459197	150475835	3	9633	26557.5756	3111.306	503	TNIP1	ANXA6	TNIP1	503	1
3_MACS_peak_24254_lociStitched	chr8	103659151	103669707	3	9621	12858.2636	925.7612	504	KLF10		KLF10	504	1
2_MACS_peak_10717_lociStitched	chr17	74721255	74735256	2	9617	32612.5293	2746.9962	505	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	505	1
3_MACS_peak_9079_lociStitched	chr16	30379118	30394843	3	9615	22530.78	2901.2625	506	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	506	1
2_MACS_peak_26357_lociStitched	chrX	118815148	118828028	2	9609	21771.064	1445.136	507	SEPT6	MIR766	SEPT6	507	1
2_MACS_peak_7484_lociStitched	chr14	91781760	91792668	2	9600	23028.9696	1123.524	508	CCDC88C		GPR68	508	1
2_MACS_peak_22406_lociStitched	chr7	29712948	29726464	2	9598	21739.1344	2213.9208	509	DPY19L2P3,LOC646762,LOC100271874		LOC646762	509	1
3_MACS_peak_1163_lociStitched	chr1	111323375	111338279	3	9578	64762.3512	1687.1328	510			CD53	510	1
2_MACS_peak_22383_lociStitched	chr7	26002229	26011888	2	9566	133221.7575	2375.1481	511		MIR148A	MIR148A	511	1
2_MACS_peak_14343_lociStitched	chr2	227655551	227666723	2	9566	21663.6252	2060.1168	512	IRS1	RHBDD1	IRS1	512	1
1_MACS_peak_254_lociStitched	chr1	23849119	23858680	1	9562	52541.5194	2455.2648	513	E2F2	ASAP3,ID3	E2F2	513	1
2_MACS_peak_13553_lociStitched	chr2	120059853	120071909	2	9558	25341.712	1801.1664	514	C2orf76		C2orf76	514	1
3_MACS_peak_2610_lociStitched	chr10	6953963	6973260	3	9538	127539.6621	3874.8376	515			LOC439949	515	1
2_MACS_peak_517_lociStitched	chr1	37933629	37946492	2	9533	35795.1564	2375.7961	516	ZC3H12A	MEAF6	ZC3H12A	516	1
1_MACS_peak_20851_lociStitched	chr6	26358016	26367546	1	9531	45204.602	2126.143	517	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	517	1
2_MACS_peak_15225_lociStitched	chr20	62358473	62371011	2	9519	27420.606	2357.144	518	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	518	1
2_MACS_peak_15996_lociStitched	chr22	39860466	39870570	2	9518	35850.0024	2141.0376	519	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	519	1
2_MACS_peak_16302_lociStitched	chr3	14726968	14741414	2	9513	68554.9376	2578.611	520	C3orf20	C3orf19	C3orf20	520	1
4_MACS_peak_12371_lociStitched	chr19	55462081	55486204	4	9509	35571.7758	3025.0242	521	NLRP2	NCR1,NLRP7	NLRP2	521	1
3_MACS_peak_21014_lociStitched	chr6	33279479	33292759	3	9501	47705.744	2448.832	522	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	522	1
2_MACS_peak_5605_lociStitched	chr12	56508984	56524155	2	9499	27734.1051	3213.2178	523	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	523	1
4_MACS_peak_7527_lociStitched	chr14	94425014	94445913	4	9498	14974.1335	1908.0787	524		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	524	1
2_MACS_peak_12742_lociStitched	chr2	37615039	37625007	2	9496	47395.8464	2484.0256	525		QPCT	QPCT	525	1
2_MACS_peak_20887_lociStitched	chr6	27774646	27784374	2	9495	32475.9552	2509.824	526	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	526	1
4_MACS_peak_24568_lociStitched	chr8	145732336	145754760	4	9478	23426.3528	2928.5744	527	GPT,MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,CYHR1,FOXH1	LRRC14	527	1
2_MACS_peak_15758_lociStitched	chr22	27004823	27015217	2	9458	64883.5056	2198.331	528	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	528	1
2_MACS_peak_25727_lociStitched	chrX	11440104	11454258	2	9445	23380.9926	1428.1386	529	ARHGAP6		AMELX	529	1
2_MACS_peak_23802_lociStitched	chr8	33410059	33425564	2	9443	39612.174	2696.3195	530	RNF122	C8orf41,DUSP26	RNF122	530	1
3_MACS_peak_17978_lociStitched	chr4	9598992	9610963	3	9440	60738.4598	2257.7306	531		MIR548I2	MIR548I2	531	1
2_MACS_peak_9554_lociStitched	chr16	89033283	89046135	2	9437	49996.8504	1334.0376	532	CBFA2T3	CBFA2T3	CBFA2T3	532	1
3_MACS_peak_25368_lociStitched	chr9	123653148	123667713	3	9407	52972.905	2614.4175	533	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	533	1
2_MACS_peak_15889_lociStitched	chr22	36772541	36785263	2	9406	36884.8946	2326.8538	534	MYH9		MYH9	534	1
2_MACS_peak_11997_lociStitched	chr19	35695224	35706386	2	9405	105179.526	2876.4474	535		FXYD5,LSR,FAM187B	FAM187B	535	1
1_MACS_peak_20684_lociStitched	chr6	11827542	11836945	1	9404	111229.9676	2331.944	536		C6orf105	C6orf105	536	1
1_MACS_peak_4289_lociStitched	chr11	65335999	65345397	1	9399	21143.6204	1844.8274	537	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	537	1
1_MACS_peak_17599_lociStitched	chr3	176911382	176920779	1	9398	100868.3377	2837.894	538	TBL1XR1		TBL1XR1	538	1
5_MACS_peak_8616_lociStitched	chr15	101782204	101806697	5	9389	16647.8921	3784.1685	539	CHSY1	SELS,SNRPA1	CHSY1	539	1
3_MACS_peak_7600_lociStitched	chr14	103271008	103287078	3	9385	18813.149	1478.44	540	TRAF3		TRAF3	540	1
3_MACS_peak_11737_lociStitched	chr19	12898894	12918091	3	9385	24526.0872	3242.3733	541	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	541	1
2_MACS_peak_14349_lociStitched	chr2	227769069	227782881	2	9380	54379.2252	2567.6508	542	RHBDD1		RHBDD1	542	1
1_MACS_peak_17381_lociStitched	chr3	150315177	150324549	1	9373	54188.904	1971.8688	543	SELT		SELT	543	1
4_MACS_peak_21631_lociStitched	chr6	111179996	111201246	4	9344	15574.125	3026	544	AMD1	CDK19	AMD1	544	1
2_MACS_peak_22622_lociStitched	chr7	52774324	52788702	2	9335	58384.7446	2221.401	545			POM121L12	545	1
2_MACS_peak_25470_lociStitched	chr9	130731592	130744362	2	9320	33322.038	2214.318	546	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	546	1
