#19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_ROSE/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam
#Using cutoff of 31149.3378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuper
2_MACS_peak_3515_lociStitched	chr10	112172819	112186198	2	10366	44416.9421	2424.2748	528	1
1_MACS_peak_3656_lociStitched	chr10	130854723	130858170	1	3448	42982.3665	995.4936	529	1
3_MACS_peak_22555_lociStitched	chr7	44656623	44680161	3	16084	46303.9536	4361.5914	530	1
3_MACS_peak_16408_lociStitched	chr3	30682803	30703435	3	17578	45883.5048	3975.7864	531	1
2_MACS_peak_25936_lociStitched	chrX	42792233	42805303	2	7259	42991.151	1194.598	532	1
2_MACS_peak_1583_lociStitched	chr1	156708959	156723348	2	11397	45575.7186	3857.6909	533	1
4_MACS_peak_4383_lociStitched	chr11	67760568	67781616	4	12312	45377.3832	3845.4696	534	1
1_MACS_peak_11145_lociStitched	chr18	42681820	42687729	1	5910	43082.519	1566.4759	535	1
2_MACS_peak_1829_lociStitched	chr1	179846153	179853840	2	5039	44120.3052	2634.3349	536	1
1_MACS_peak_3462_lociStitched	chr10	105229882	105233149	1	3268	42337.053	884.0502	537	1
1_MACS_peak_21235_lociStitched	chr6	52361043	52366306	1	5264	42783.9796	1384.6953	538	1
2_MACS_peak_17229_lociStitched	chr3	129893072	129900795	2	6534	43639.5838	2252.7991	539	1
1_MACS_peak_18698_lociStitched	chr4	121668597	121672895	1	4299	42248.4804	961.4626	540	1
1_MACS_peak_203_lociStitched	chr1	16991719	16994698	1	2980	43247.0367	2015.5914	541	1
2_MACS_peak_6031_lociStitched	chr12	104318467	104327254	2	7663	43371.7533	2164.2381	542	1
1_MACS_peak_2561_lociStitched	chr10	3824029	3828839	1	4811	42268.837	1090.908	543	1
5_MACS_peak_13261_lociStitched	chr2	87794919	87821485	5	16181	45560.69	4407.2994	544	1
1_MACS_peak_26008_lociStitched	chrX	48767974	48779483	1	11510	42682.2774	1648.0888	545	1
3_MACS_peak_20680_lociStitched	chr6	11713960	11733628	3	11112	44256.9336	3255.054	546	1
1_MACS_peak_1945_lociStitched	chr1	193505409	193511454	1	6046	43158.882	2225.1645	547	1
1_MACS_peak_22386_lociStitched	chr7	26048979	26053340	1	4362	41917.4959	987.3304	548	1
1_MACS_peak_12710_lociStitched	chr2	33716957	33724266	1	7310	42407.5489	1519.5411	549	1
1_MACS_peak_19062_lociStitched	chr4	185454254	185461004	1	6751	42384.6	1542.375	550	1
1_MACS_peak_15122_lociStitched	chr20	52366506	52371604	1	5099	41507.4062	827.4054	551	1
1_MACS_peak_20575_lociStitched	chr6	2988133	2991951	1	3819	41696.7598	1088.13	552	1
2_MACS_peak_8049_lociStitched	chr15	52965205	52977190	2	10772	42977.0115	2459.322	553	1
1_MACS_peak_10781_lociStitched	chr17	76884613	76889518	1	4906	41713.101	1211.0445	554	1
1_MACS_peak_11239_lociStitched	chr18	52930399	52938305	1	7907	42172.9758	1677.6532	555	1
4_MACS_peak_7691_lociStitched	chr15	23660154	23682946	4	13141	43831.2952	3398.2872	556	1
2_MACS_peak_2145_lociStitched	chr1	209938991	209944071	2	4957	42028.364	1703.324	557	1
2_MACS_peak_19373_lociStitched	chr5	43007058	43021305	2	8595	43196.904	2942.0055	558	1
1_MACS_peak_5762_lociStitched	chr12	69200023	69207905	1	7883	41835.2914	1586.6466	559	1
2_MACS_peak_16986_lociStitched	chr3	104237548	104247017	2	8176	42095.3864	1853.0833	560	1
1_MACS_peak_22289_lociStitched	chr7	14725239	14729467	1	4229	41004.4124	933.1196	561	1
1_MACS_peak_8973_lociStitched	chr16	23374365	23379358	1	4994	41074.9145	1022.0671	562	1
4_MACS_peak_11438_lociStitched	chr19	1258443	1277313	4	10163	43823.688	3924.96	563	1
3_MACS_peak_16476_lociStitched	chr3	39248011	39263919	3	8582	42841.8348	3113.1956	564	1
3_MACS_peak_12317_lociStitched	chr19	50369559	50381988	3	8220	42384.1329	2675.9637	565	1
1_MACS_peak_747_lociStitched	chr1	53100962	53104640	1	3679	40511.331	865.8012	566	1
1_MACS_peak_4005_lociStitched	chr11	35159813	35168746	1	8934	41726.9363	2128.7339	567	1
6_MACS_peak_9048_lociStitched	chr16	29815334	29837314	6	14359	43612.716	4017.944	568	1
3_MACS_peak_8559_lociStitched	chr15	93373377	93389488	3	7638	41990.0993	2415.0389	569	1
2_MACS_peak_20010_lociStitched	chr5	130708637	130719115	2	9944	41862.7534	2303.0644	570	1
2_MACS_peak_17842_lociStitched	chr3	196357755	196371146	2	8851	43171.2449	3669.134	571	1
2_MACS_peak_5388_lociStitched	chr12	40011167	40023489	2	6427	41480.7808	1994.9318	572	1
2_MACS_peak_15736_lociStitched	chr22	24822630	24831817	2	7730	40879.3939	1483.7005	573	1
1_MACS_peak_285_lociStitched	chr1	24645390	24650639	1	5250	40829.3465	1468.1453	574	1
2_MACS_peak_15683_lociStitched	chr22	23087983	23101804	2	11509	41458.8537	2128.434	575	1
3_MACS_peak_26558_lociStitched	chrX	153232653	153252663	3	12659	41198.589	1930.965	576	1
2_MACS_peak_10856_lociStitched	chr17	80405813	80418106	2	7375	41555.2572	2406.9694	577	1
1_MACS_peak_5808_lociStitched	chr12	77452942	77460781	1	7840	41028.5421	1900.1736	578	1
5_MACS_peak_13277_lociStitched	chr2	88891738	88928516	5	19632	45983.5334	6859.097	579	1
2_MACS_peak_4006_lociStitched	chr11	35183548	35197012	2	10142	41762.6352	2707.6104	580	1
1_MACS_peak_25328_lociStitched	chr9	117127065	117137426	1	10362	41113.4841	2062.8751	581	1
1_MACS_peak_9449_lociStitched	chr16	79629249	79640763	1	11515	40214.9478	1294.1736	582	1
2_MACS_peak_26555_lociStitched	chrX	153189304	153200560	2	7145	39905.8968	1078.3248	583	1
2_MACS_peak_25371_lociStitched	chr9	123688904	123699444	2	9692	40911.01	2099.568	584	1
1_MACS_peak_10590_lociStitched	chr17	66230284	66236292	1	6009	40252.3984	1475.5648	585	1
2_MACS_peak_3743_lociStitched	chr11	3528494	3536583	2	6439	40551.7748	1847.5276	586	1
6_MACS_peak_9439_lociStitched	chr16	78763611	78805007	6	35268	43051.84	4387.976	587	1
1_MACS_peak_19418_lociStitched	chr5	53940280	53944203	1	3924	39688.5987	1031.749	588	1
1_MACS_peak_12240_lociStitched	chr19	47613757	47617761	1	4005	39768.1284	1137.9368	589	1
1_MACS_peak_24745_lociStitched	chr9	22237029	22245627	1	8599	39666.0132	1086.7872	590	1
1_MACS_peak_25553_lociStitched	chr9	134550162	134555828	1	5667	40037.0892	1526.987	591	1
2_MACS_peak_23079_lociStitched	chr7	106504236	106513522	2	7886	41481.4906	2994.735	592	1
2_MACS_peak_9711_lociStitched	chr17	6063452	6071143	2	6879	39933.2102	1482.8248	593	1
3_MACS_peak_15976_lociStitched	chr22	39459038	39474523	3	11594	41213.3275	2855.434	594	1
3_MACS_peak_15970_lociStitched	chr22	39408961	39422005	3	8702	40583.7972	2270.9604	595	1
3_MACS_peak_21687_lociStitched	chr6	117858931	117877433	3	11429	41239.1078	2952.9192	596	1
1_MACS_peak_19813_lociStitched	chr5	99278446	99283094	1	4649	39163.1184	917.0504	597	1
1_MACS_peak_235_lociStitched	chr1	21615504	21622546	1	7043	39822.51	1603.4634	598	1
1_MACS_peak_1415_lociStitched	chr1	150335313	150339672	1	4360	39750.5928	1590.5991	599	1
1_MACS_peak_3353_lociStitched	chr10	98045801	98051544	1	5744	39477.9563	1318.5928	600	1
1_MACS_peak_20108_lociStitched	chr5	138719879	138730339	1	10461	40859.898	2745.75	601	1
2_MACS_peak_1821_lociStitched	chr1	179048370	179059034	2	8264	40943.3616	2872.8816	602	1
2_MACS_peak_1862_lociStitched	chr1	183438747	183451406	2	9174	41934.2034	3902.7697	603	1
1_MACS_peak_343_lociStitched	chr1	27018203	27030532	1	12330	40991.4592	3072.3868	604	1
1_MACS_peak_15705_lociStitched	chr22	23517087	23526752	1	9666	39779.207	1989.057	605	1
2_MACS_peak_3440_lociStitched	chr10	104401004	104412977	2	9147	39955.0983	2284.4484	606	1
1_MACS_peak_15953_lociStitched	chr22	38900044	38903891	1	3848	38470.3847	800.176	607	1
1_MACS_peak_16284_lociStitched	chr3	13371436	13377267	1	5832	38991.897	1406.4372	608	1
1_MACS_peak_3883_lociStitched	chr11	16979389	16987058	1	7670	39242.273	1749.2989	609	1
3_MACS_peak_1653_lociStitched	chr1	161122613	161137594	3	8002	41512.351	4037.3795	610	1
5_MACS_peak_7663_lociStitched	chr15	20969796	20996055	5	16223	41350.0473	3972.9867	611	1
2_MACS_peak_1798_lociStitched	chr1	174957502	174971021	2	7590	40838.1952	3524.4033	612	1
1_MACS_peak_18125_lociStitched	chr4	38089438	38095413	1	5976	38761.6175	1473.435	613	1
1_MACS_peak_13643_lociStitched	chr2	134707819	134714162	1	6344	38663.7565	1415.7576	614	1
4_MACS_peak_1037_lociStitched	chr1	93408780	93428773	4	17340	39282.2464	2081.2713	615	1
2_MACS_peak_287_lociStitched	chr1	24710077	24720767	2	9183	39755.041	2578.428	616	1
2_MACS_peak_48_lociStitched	chr1	2476902	2489263	2	6990	39228.8696	2108.7866	617	1
1_MACS_peak_20844_lociStitched	chr6	26269657	26275799	1	6143	38689.6864	1619.6454	618	1
4_MACS_peak_15999_lociStitched	chr22	39910581	39929460	4	12254	40489.7913	3424.6506	619	1
1_MACS_peak_13631_lociStitched	chr2	133022147	133027362	1	5216	42178.3985	5185.2745	620	1
2_MACS_peak_5345_lociStitched	chr12	32038940	32051529	2	6267	39049.8191	2085.9973	621	1
1_MACS_peak_17800_lociStitched	chr3	193817873	193823218	1	5346	39058.5875	2104.3265	622	1
2_MACS_peak_18163_lociStitched	chr4	40622274	40634264	2	9786	39148.549	2203.762	623	1
2_MACS_peak_23802_lociStitched	chr8	33410059	33425564	2	9443	39612.174	2696.3195	624	1
5_MACS_peak_11452_lociStitched	chr19	1647638	1672791	5	11686	41580.4243	4686.0039	625	1
1_MACS_peak_13953_lociStitched	chr2	182319648	182325511	1	5864	38310.6009	1522.6211	626	1
3_MACS_peak_17166_lociStitched	chr3	125548772	125560388	3	8461	39170.3136	2390.5728	627	1
1_MACS_peak_4940_lociStitched	chr11	129870835	129874626	1	3792	37302.6818	892.7805	628	1
1_MACS_peak_18239_lociStitched	chr4	56812401	56817184	1	4784	37716.8248	1312.4552	629	1
1_MACS_peak_15032_lociStitched	chr20	46039811	46046933	1	7123	37978.065	1578.2352	630	1
1_MACS_peak_12094_lociStitched	chr19	40645240	40654538	1	9299	38330.0752	1945.1416	631	1
2_MACS_peak_15949_lociStitched	chr22	38700521	38715060	2	14367	39287.2858	2903.4383	632	1
1_MACS_peak_21042_lociStitched	chr6	34622868	34627380	1	4513	37775.3664	1426.2432	633	1
2_MACS_peak_5535_lociStitched	chr12	51712046	51722139	2	10005	38613.7994	2337.5388	634	1
1_MACS_peak_25163_lociStitched	chr9	98223432	98228549	1	5118	37225.1516	965.0662	635	1
2_MACS_peak_9096_lociStitched	chr16	30661207	30673119	2	7702	38610.3656	2384.7824	636	1
2_MACS_peak_15878_lociStitched	chr22	36552351	36560317	2	7428	38141.208	1926.9754	637	1
2_MACS_peak_14251_lociStitched	chr2	216876718	216883471	2	6264	37548.0306	1349.2494	638	1
1_MACS_peak_8213_lociStitched	chr15	69108776	69114894	1	6119	37273.915	1115.3114	639	1
2_MACS_peak_6011_lociStitched	chr12	102129307	102140390	2	7701	38375.9958	2223.2498	640	1
3_MACS_peak_21781_lociStitched	chr6	130833429	130847788	3	9261	38935.8644	2850.2615	641	1
2_MACS_peak_21346_lociStitched	chr6	74220422	74234489	2	11411	38824.92	2779.6392	642	1
1_MACS_peak_14690_lociStitched	chr20	17944968	17952772	1	7805	37957.8756	2004.0672	643	1
2_MACS_peak_25913_lociStitched	chrX	40028245	40037173	2	6916	36711.0432	772.272	644	1
1_MACS_peak_3339_lociStitched	chr10	97049251	97056480	1	7230	37441.8826	1507.2465	645	1
2_MACS_peak_17089_lociStitched	chr3	119355625	119362879	2	5680	37605.4614	1677.8502	646	1
2_MACS_peak_15884_lociStitched	chr22	36725824	36734236	2	6354	37573.8804	1697.5416	647	1
1_MACS_peak_9340_lociStitched	chr16	68400738	68405471	1	4734	36750.3251	875.1317	648	1
1_MACS_peak_5690_lociStitched	chr12	62995236	62998374	1	3139	36646.8192	808.6626	649	1
1_MACS_peak_5440_lociStitched	chr12	46607592	46614595	1	7004	37355.4026	1532.2564	650	1
4_MACS_peak_1205_lociStitched	chr1	115236430	115260350	4	12257	37812.736	2021.24	651	1
4_MACS_peak_8091_lociStitched	chr15	59266791	59281204	4	8953	38685.9333	2904.2195	652	1
2_MACS_peak_12167_lociStitched	chr19	44256982	44271668	2	8597	38353.9576	2634.6684	653	1
3_MACS_peak_7973_lociStitched	chr15	46994587	47008829	3	9934	38262.5572	2584.923	654	1
1_MACS_peak_5016_lociStitched	chr12	4377570	4388147	1	10578	37736.6206	2140.7848	655	1
1_MACS_peak_2308_lociStitched	chr1	226296812	226301394	1	4583	36958.412	1430.0422	656	1
1_MACS_peak_20943_lociStitched	chr6	30581978	30586916	1	4939	37051.2954	1533.7428	657	1
2_MACS_peak_4203_lociStitched	chr11	62597911	62610652	2	7409	37969.4541	2536.7331	658	1
1_MACS_peak_12379_lociStitched	chr19	55762473	55772308	1	9836	37546.096	2115.5085	659	1
7_MACS_peak_24390_lociStitched	chr8	126285190	126316037	7	16934	40801.3269	5379.7168	660	1
1_MACS_peak_10387_lociStitched	chr17	48941687	48946117	1	4431	36411.499	993.206	661	1
2_MACS_peak_1105_lociStitched	chr1	107992775	108003859	2	6828	36368.8208	955.4408	662	1
3_MACS_peak_8477_lociStitched	chr15	89163980	89185490	3	15282	39236.391	3863.196	663	1
4_MACS_peak_10756_lociStitched	chr17	76137451	76152508	4	10623	37767.4731	2406.1086	664	1
1_MACS_peak_23124_lociStitched	chr7	113723711	113728526	1	4816	36817.8975	1458.945	665	1
1_MACS_peak_13051_lociStitched	chr2	67689579	67693976	1	4398	36358.793	1007.3527	666	1
3_MACS_peak_9182_lociStitched	chr16	50714079	50732964	3	12299	38379.9855	3042.3735	667	1
1_MACS_peak_15400_lociStitched	chr21	34912994	34916905	1	3912	36987.8914	1655.5263	668	1
2_MACS_peak_10741_lociStitched	chr17	75361538	75369754	2	6413	36986.7888	1683.4584	669	1
2_MACS_peak_23764_lociStitched	chr8	29466279	29474882	2	6410	36792.4501	1511.5471	670	1
1_MACS_peak_5363_lociStitched	chr12	32673479	32678371	1	4893	36345.114	1089.4484	671	1
1_MACS_peak_23760_lociStitched	chr8	29385563	29390010	1	4448	36365.7872	1212.2522	672	1
3_MACS_peak_11807_lociStitched	chr19	16180350	16197976	3	9078	37869.461	2897.7144	673	1
1_MACS_peak_16036_lociStitched	chr22	41839614	41845360	1	5747	36689.9338	1725.5238	674	1
1_MACS_peak_19128_lociStitched	chr5	188492	192895	1	4404	35854.5096	955.451	675	1
1_MACS_peak_19492_lociStitched	chr5	58954789	58959757	1	4969	35895.2904	1001.5488	676	1
1_MACS_peak_25231_lociStitched	chr9	104187948	104193073	1	5126	36114.3375	1224.3625	677	1
3_MACS_peak_20632_lociStitched	chr6	7134863	7148015	3	11673	37976.4	3090.72	678	1
1_MACS_peak_13002_lociStitched	chr2	64498394	64502799	1	4406	35943.4785	1148.3835	679	1
2_MACS_peak_381_lociStitched	chr1	28352199	28364272	2	8652	37105.1582	2339.7474	680	1
1_MACS_peak_979_lociStitched	chr1	87792695	87803352	1	10658	36843.3804	2102.6261	681	1
2_MACS_peak_5616_lociStitched	chr12	56726468	56734724	2	8143	36533.6256	1907.9616	682	1
4_MACS_peak_3210_lociStitched	chr10	81946426	81966401	4	14105	38262.1125	3667.41	683	1
2_MACS_peak_15889_lociStitched	chr22	36772541	36785263	2	9406	36884.8946	2326.8538	684	1
1_MACS_peak_7907_lociStitched	chr15	42894610	42902034	1	7425	36167.5008	1624.3712	685	1
1_MACS_peak_15268_lociStitched	chr21	16132722	16137037	1	4316	35413.205	876.808	686	1
1_MACS_peak_5775_lociStitched	chr12	72078902	72089191	1	10290	36727.6144	2206.9905	687	1
4_MACS_peak_5624_lociStitched	chr12	57021834	57040972	4	14451	38578.3804	4064.9112	688	1
1_MACS_peak_17106_lociStitched	chr3	121310036	121313732	1	3697	35464.5984	951.72	689	1
1_MACS_peak_19375_lociStitched	chr5	43036929	43043705	1	6777	36864.1504	2403.4472	690	1
1_MACS_peak_4986_lociStitched	chr12	1638569	1645235	1	6667	35893.077	1436.523	691	1
2_MACS_peak_11303_lociStitched	chr18	60798273	60811612	2	8115	36982.3775	2626.4491	692	1
2_MACS_peak_20947_lociStitched	chr6	30649082	30659476	2	9033	36460.0732	2249.2616	693	1
1_MACS_peak_25329_lociStitched	chr9	117146476	117151869	1	5394	35660.1339	1482.5357	694	1
5_MACS_peak_7671_lociStitched	chr15	21976574	22002723	5	16594	38295.2105	4126.3122	695	1
3_MACS_peak_25457_lociStitched	chr9	130531875	130550232	3	11421	37317.9453	3181.2681	696	1
4_MACS_peak_20823_lociStitched	chr6	26017552	26035000	4	11524	37286.376	3165.0672	697	1
5_MACS_peak_22494_lociStitched	chr7	38383783	38408588	5	18024	39521.8065	5402.529	698	1
3_MACS_peak_15389_lociStitched	chr21	34695964	34712433	3	8817	38357.9479	4244.0613	699	1
3_MACS_peak_14470_lociStitched	chr2	238599815	238613509	3	13227	35629.0492	1532.3586	700	1
1_MACS_peak_16133_lociStitched	chr22	48491953	48496311	1	4359	35159.9082	1102.1382	701	1
2_MACS_peak_7338_lociStitched	chr14	72980329	72990025	2	8838	35373.9168	1378.7712	702	1
3_MACS_peak_20833_lociStitched	chr6	26155204	26173998	3	10552	37629.3468	3664.83	703	1
3_MACS_peak_25852_lociStitched	chrX	30578897	30597310	3	9777	35787.5068	1867.0782	704	1
2_MACS_peak_21912_lociStitched	chr6	139683841	139698081	2	9910	36697.904	2879.328	705	1
1_MACS_peak_8459_lociStitched	chr15	86231530	86237576	1	6047	35417.468	1623.9556	706	1
2_MACS_peak_24249_lociStitched	chr8	103541763	103549812	2	7991	34778.1192	989.2221	707	1
1_MACS_peak_20359_lociStitched	chr5	159893094	159898856	1	5763	35351.0224	1573.6022	708	1
4_MACS_peak_13311_lociStitched	chr2	96889897	96912659	4	10490	37768.9866	4033.4264	709	1
2_MACS_peak_15996_lociStitched	chr22	39860466	39870570	2	9518	35850.0024	2141.0376	710	1
2_MACS_peak_18379_lociStitched	chr4	77608412	77624763	2	14619	36693.2791	3021.6648	711	1
1_MACS_peak_14078_lociStitched	chr2	198168633	198176509	1	7877	35117.5088	1522.4308	712	1
1_MACS_peak_14960_lociStitched	chr20	42308185	42312396	1	4212	34777.8068	1199.7139	713	1
3_MACS_peak_20577_lociStitched	chr6	3023048	3032627	3	6442	35235.3936	1667.7039	714	1
1_MACS_peak_7640_lociStitched	chr14	106205956	106212059	1	6104	34163.3734	598.7043	715	1
2_MACS_peak_15381_lociStitched	chr21	34600848	34613171	2	9960	36742.2568	3178.1017	716	1
2_MACS_peak_5434_lociStitched	chr12	46119395	46132114	2	9741	36144.8542	2595.9479	717	1
2_MACS_peak_517_lociStitched	chr1	37933629	37946492	2	9533	35795.1564	2375.7961	718	1
2_MACS_peak_15513_lociStitched	chr21	44725763	44734679	2	7635	35645.2764	2276.2548	719	1
1_MACS_peak_17268_lociStitched	chr3	133290363	133298306	1	7944	35331.2583	2042.1453	720	1
5_MACS_peak_13068_lociStitched	chr2	68937490	68963506	5	10414	37236.7008	3962.2368	721	1
3_MACS_peak_5560_lociStitched	chr12	53763692	53776425	3	8046	35856.128	2629.3645	722	1
3_MACS_peak_15023_lociStitched	chr20	45172829	45191663	3	8995	36050.1594	3030.3906	723	1
3_MACS_peak_17388_lociStitched	chr3	151985287	152002058	3	14200	36342.757	3422.9611	724	1
5_MACS_peak_7860_lociStitched	chr15	40834166	40862701	5	16264	37728.977	4825.2685	725	1
3_MACS_peak_12540_lociStitched	chr2	13681166	13701563	3	11505	36088.4121	3218.6466	726	1
1_MACS_peak_25397_lociStitched	chr9	126099807	126103769	1	3963	33903.6264	1053.892	727	1
2_MACS_peak_17827_lociStitched	chr3	195621160	195637487	2	10214	37085.1478	4245.02	728	1
1_MACS_peak_17613_lociStitched	chr3	177254870	177258770	1	3901	34054.8	1224.6	729	1
5_MACS_peak_1793_lociStitched	chr1	174922908	174942206	5	13906	37330.0512	4508.0128	730	1
1_MACS_peak_1969_lociStitched	chr1	198650001	198653511	1	3511	33832.539	1088.451	731	1
2_MACS_peak_25903_lociStitched	chrX	39712427	39720839	2	6042	33828.858	1096.9248	732	1
2_MACS_peak_2874_lociStitched	chr10	43890709	43906065	2	11653	35661.2388	2992.8844	733	1
1_MACS_peak_17691_lociStitched	chr3	183268922	183274680	1	5759	35004.6094	2418.9358	734	1
1_MACS_peak_347_lociStitched	chr1	27112148	27116170	1	4023	33621.5068	1056.5794	735	1
2_MACS_peak_8756_lociStitched	chr16	4554204	4568807	2	8734	34920.1539	2355.4639	736	1
4_MACS_peak_12371_lociStitched	chr19	55462081	55486204	4	9509	35571.7758	3025.0242	737	1
1_MACS_peak_22320_lociStitched	chr7	20368283	20372833	1	4551	33669.09	1191.19	738	1
1_MACS_peak_22155_lociStitched	chr7	2393109	2396255	1	3147	33216.0972	791.5336	739	1
1_MACS_peak_5360_lociStitched	chr12	32633883	32637803	1	3921	33152.224	825.16	740	1
2_MACS_peak_18567_lociStitched	chr4	103532436	103543019	2	9304	34424.3824	2165.2818	741	1
2_MACS_peak_23509_lociStitched	chr8	1990982	2000628	2	7482	33971.2828	1750.749	742	1
1_MACS_peak_1925_lociStitched	chr1	192543641	192551197	1	7557	34960.8564	2752.6508	743	1
2_MACS_peak_1680_lociStitched	chr1	161768391	161779851	2	11046	34933.518	2732.064	744	1
1_MACS_peak_9341_lociStitched	chr16	68415235	68420011	1	4777	33183.648	1102.7784	745	1
1_MACS_peak_2380_lociStitched	chr1	230281011	230287598	1	6588	33512.0212	1456.3857	746	1
1_MACS_peak_21660_lociStitched	chr6	114175342	114180969	1	5628	33279.2034	1262.6988	747	1
2_MACS_peak_23625_lociStitched	chr8	19242239	19252253	2	6823	34007.544	2014.8168	748	1
4_MACS_peak_11490_lociStitched	chr19	2455354	2480305	4	11738	37406.5392	5426.8425	749	1
3_MACS_peak_20423_lociStitched	chr5	172191290	172205529	3	7541	34802.9638	2886.2453	750	1
2_MACS_peak_12058_lociStitched	chr19	39339064	39349136	2	7878	33612.2784	1760.5856	751	1
1_MACS_peak_14090_lociStitched	chr2	198868437	198872738	1	4302	32766.7384	943.2093	752	1
5_MACS_peak_24539_lociStitched	chr8	145002065	145027678	5	13793	35015.5323	3257.9736	753	1
2_MACS_peak_14438_lociStitched	chr2	234421912	234431095	2	6433	32729.1303	984.4176	754	1
1_MACS_peak_23234_lociStitched	chr7	128144904	128149424	1	4521	33005.04	1304.472	755	1
3_MACS_peak_20767_lociStitched	chr6	20197417	20214421	3	12343	34429.6992	2739.3444	756	1
2_MACS_peak_23601_lociStitched	chr8	16403076	16409246	2	6011	32812.677	1135.897	757	1
2_MACS_peak_7824_lociStitched	chr15	38476847	38485612	2	7183	33169.3895	1519.851	758	1
2_MACS_peak_1550_lociStitched	chr1	155902773	155919670	2	12255	35515.8043	3882.9306	759	1
1_MACS_peak_20843_lociStitched	chr6	26248930	26253936	1	5007	32968.0142	1381.656	760	1
2_MACS_peak_3261_lociStitched	chr10	90143962	90152629	2	5701	33252.6789	1701.3321	761	1
3_MACS_peak_23638_lociStitched	chr8	19552988	19566043	3	6436	33724.9815	2195.851	762	1
3_MACS_peak_17520_lociStitched	chr3	169481215	169492541	3	6862	34354.0232	2860.9476	763	1
1_MACS_peak_18571_lociStitched	chr4	103746011	103751116	1	5106	32916.5295	1432.463	764	1
1_MACS_peak_8203_lociStitched	chr15	68478702	68485695	1	6994	32961.5055	1486.7118	765	1
3_MACS_peak_6823_lociStitched	chr13	103236809	103251285	3	7482	33879.6304	2408.8064	766	1
2_MACS_peak_1496_lociStitched	chr1	154296809	154308031	2	6763	34342.6866	2964.8524	767	1
2_MACS_peak_21226_lociStitched	chr6	52160445	52173646	2	7196	33826.2424	2469.9071	768	1
1_MACS_peak_4439_lociStitched	chr11	72523352	72527649	1	4298	32388.6375	1115.5012	769	1
2_MACS_peak_9651_lociStitched	chr17	3459608	3467017	2	4999	32663.3174	1426.2325	770	1
1_MACS_peak_2156_lociStitched	chr1	211430468	211435074	1	4607	32437.755	1208.1538	771	1
2_MACS_peak_13399_lociStitched	chr2	106406068	106416471	2	7400	33113.7893	1889.1848	772	1
1_MACS_peak_20688_lociStitched	chr6	12007850	12014057	1	6208	32222.3991	1048.3623	773	1
