REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_15702_lociStitched	chr22	23477628	23488799	2	9964	76125.8966	2374.9546	348	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.7617999999999999	348	1
2_MACS_peak_3520_lociStitched	chr10	112255957	112273511	2	11604	55035.3008	3540.6418	349	DUSP5		DUSP5	DUSP5	2.1774999999999998	349	1
3_MACS_peak_21187_lociStitched	chr6	44213322	44233980	3	11951	48889.2228	4201.8372	350	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5153000000000001	350	1
2_MACS_peak_17607_lociStitched	chr3	177068584	177079984	2	8902	86347.02	3630.9	351			TBL1XR1	TBL1XR1	0.6291	351	1
1_MACS_peak_18826_lociStitched	chr4	144272668	144282942	1	10275	71678.6158	2235.6224	352	GAB1		GAB1	GAB1	0.6712	352	1
4_MACS_peak_15999_lociStitched	chr22	39910581	39929460	4	12254	40489.7913	3424.6506	353	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.8271	353	1
1_MACS_peak_5526_lociStitched	chr12	51312238	51323565	1	11328	57328.2124	2289.1867	354	METTL7A	HIGD1C	METTL7A	METTL7A	3.0332999999999997	354	1
3_MACS_peak_9182_lociStitched	chr16	50714079	50732964	3	12299	38379.9855	3042.3735	355	NOD2,SNX20	CYLD	NOD2	NOD2	0.11069999999999999	355	1
1_MACS_peak_21005_lociStitched	chr6	32934680	32943111	1	8432	88285.2165	2302.5061	356	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.7701	356	1
1_MACS_peak_2094_lociStitched	chr1	206727877	206738182	1	10306	71963.937	3509.883	357	RASSF5	LGTN	RASSF5	RASSF5	0.7789	357	1
4_MACS_peak_1205_lociStitched	chr1	115236430	115260350	4	12257	37812.736	2021.24	358	AMPD1,NRAS,CSDE1	DENND2C	AMPD1	AMPD1	0.6669	358	1
4_MACS_peak_3103_lociStitched	chr10	74006550	74024566	4	11507	54806.4736	3450.064	359		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.4012	359	1
1_MACS_peak_15031_lociStitched	chr20	45978156	45987322	1	9167	82019.2012	2483.986	360	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.5089	360	1
2_MACS_peak_3002_lociStitched	chr10	63802808	63814731	2	11589	52192.9325	2807.8665	361	ARID5B		ARID5B	ARID5B	0.40680000000000005	361	1
3_MACS_peak_15206_lociStitched	chr20	61273047	61291163	3	11740	48971.1712	2724.6464	362	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.1539	362	1
3_MACS_peak_20767_lociStitched	chr6	20197417	20214421	3	12343	34429.6992	2739.3444	363	MBOAT1		MBOAT1	MBOAT1	0.22060000000000002	363	1
3_MACS_peak_20415_lociStitched	chr5	171600982	171616222	3	11645	50738.532	3168.396	364	STK10	EFCAB9	STK10	STK10	0.3025	364	1
2_MACS_peak_1550_lociStitched	chr1	155902773	155919670	2	12255	35515.8043	3882.9306	365	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.9741	365	1
2_MACS_peak_10364_lociStitched	chr17	47816032	47828229	2	10771	62736.4892	2684.5597	366	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.0649	366	1
1_MACS_peak_10273_lociStitched	chr17	43298244	43308318	1	10075	69983.0706	2619.24	368	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.1273	368	1
2_MACS_peak_19858_lociStitched	chr5	109187747	109202267	2	10237	67795.332	2462.592	369	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	369	1
2_MACS_peak_23846_lociStitched	chr8	38811483	38824509	2	11075	56455.9866	2637.765	370	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2019	370	1
1_MACS_peak_1846_lociStitched	chr1	181095487	181105600	1	10114	69843.4119	3244.2504	371		IER5	IER5	IER5	1.1476000000000002	371	1
3_MACS_peak_8556_lociStitched	chr15	93346319	93364573	3	10997	58117.0852	3418.9742	372		ASB9P1	ASB9P1	NONE	NONE	372	1
3_MACS_peak_15530_lociStitched	chr21	45194768	45210632	3	11605	47482.5384	3826.3968	373	RRP1,CSTB	LOC284837	CSTB	CSTB	1.0531	373	1
2_MACS_peak_16721_lociStitched	chr3	52729947	52746035	2	10911	56119.7704	2931.2336	376	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	2.4359	376	1
2_MACS_peak_15128_lociStitched	chr20	52481342	52491029	2	9189	75893.7702	2015.8647	378		SUMO1P1	SUMO1P1	SUMO1P1	3.3182	378	1
3_MACS_peak_206_lociStitched	chr1	17221331	17241608	3	8917	82409.7834	6265.593	379		CROCC	CROCC	NONE	NONE	379	1
2_MACS_peak_3285_lociStitched	chr10	91804879	91813415	2	8498	81529.8968	1863.4088	380			KIF20B	KIF20B	NONE	380	1
3_MACS_peak_25083_lociStitched	chr9	93670970	93688804	3	9089	77431.6612	3195.8528	382			SYK	SYK	NONE	382	1
1_MACS_peak_26008_lociStitched	chrX	48767974	48779483	1	11510	42682.2774	1648.0888	383	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	2.581	383	1
5_MACS_peak_11452_lociStitched	chr19	1647638	1672791	5	11686	41580.4243	4686.0039	384	TCF3	UQCR11	TCF3	UQCR11	0.7392000000000001	384	1
3_MACS_peak_15976_lociStitched	chr22	39459038	39474523	3	11594	41213.3275	2855.434	387	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	2.4388	387	1
2_MACS_peak_6727_lociStitched	chr13	77898824	77914488	2	9662	71335.4224	3485.24	389	MYCBP2		MYCBP2	MYCBP2	0.1312	389	1
2_MACS_peak_15683_lociStitched	chr22	23087983	23101804	2	11509	41458.8537	2128.434	391			MIR650	MIR650	1.9812999999999998	391	1
2_MACS_peak_1583_lociStitched	chr1	156708959	156723348	2	11397	45575.7186	3857.6909	392	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	MRPL24	0.8097	392	1
1_MACS_peak_9449_lociStitched	chr16	79629249	79640763	1	11515	40214.9478	1294.1736	394	MAF		MAF	MAF	2.105	394	1
3_MACS_peak_20632_lociStitched	chr6	7134863	7148015	3	11673	37976.4	3090.72	395	RREB1		RREB1	RREB1	0.28169999999999995	395	1
1_MACS_peak_1161_lociStitched	chr1	111172761	111181675	1	8915	75470.381	1222.1094	397		KCNA2,KCNA3	KCNA2	KCNA3	0.9490999999999999	397	1
4_MACS_peak_11490_lociStitched	chr19	2455354	2480305	4	11738	37406.5392	5426.8425	398	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	2.1186	398	1
2_MACS_peak_9217_lociStitched	chr16	56943350	56952830	2	8452	80303.184	2313.12	399	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	3.5946	399	1
3_MACS_peak_21687_lociStitched	chr6	117858931	117877433	3	11429	41239.1078	2952.9192	400	DCBLD1	GOPC	GOPC	GOPC	0.1635	400	1
2_MACS_peak_2874_lociStitched	chr10	43890709	43906065	2	11653	35661.2388	2992.8844	401	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.6295	401	1
3_MACS_peak_1637_lociStitched	chr1	160695289	160714944	3	10979	52433.6435	5719.605	403	SLAMF7	CD48	SLAMF7	CD48	3.0117000000000003	403	1
2_MACS_peak_18127_lociStitched	chr4	38124213	38136548	2	9819	65752.951	2335.0155	404	TBC1D1		PTTG2	PTTG2	NONE	404	1
1_MACS_peak_4116_lociStitched	chr11	58339970	58348471	1	8502	78374.1194	2165.2047	407	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.3174	407	1
4_MACS_peak_20823_lociStitched	chr6	26017552	26035000	4	11524	37286.376	3165.0672	408	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	2.3194	408	1
2_MACS_peak_19885_lociStitched	chr5	112256144	112267045	2	9118	72853.5632	2459.2656	409	REEP5	DCP2	REEP5	REEP5	0.509	409	1
3_MACS_peak_9068_lociStitched	chr16	30193734	30212221	3	10898	50950.172	4000.5868	411	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	2.6782	411	1
2_MACS_peak_16302_lociStitched	chr3	14726968	14741414	2	9513	68554.9376	2578.611	412	C3orf20	C3orf19	C3orf20	C3orf20	0.842	412	1
2_MACS_peak_21346_lociStitched	chr6	74220422	74234489	2	11411	38824.92	2779.6392	413	EEF1A1	MTO1	EEF1A1	EEF1A1	2.3585	413	1
2_MACS_peak_9690_lociStitched	chr17	4842016	4854610	2	10876	48843.3102	2278.2546	415	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.8834	415	1
3_MACS_peak_12540_lociStitched	chr2	13681166	13701563	3	11505	36088.4121	3218.6466	416			MIR3125	MIR3125	NONE	416	1
3_MACS_peak_25457_lociStitched	chr9	130531875	130550232	3	11421	37317.9453	3181.2681	417	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.5127999999999999	417	1
3_MACS_peak_20680_lociStitched	chr6	11713960	11733628	3	11112	44256.9336	3255.054	418	C6orf105		C6orf105	C6orf105	0.5307	418	1
1_MACS_peak_14635_lociStitched	chr20	9489742	9499724	1	9983	60900.182	2099.2146	419	C20orf103		C20orf103	C20orf103	2.2708000000000004	419	1
3_MACS_peak_8307_lociStitched	chr15	75352755	75370698	3	10243	58300.3956	3279.9804	420		PPCDC	PPCDC	PPCDC	2.3482	420	1
4_MACS_peak_14060_lociStitched	chr2	197088738	197107818	4	10914	46944.432	3048.984	421	HECW2		STK17B	STK17B	1.1056	421	1
4_MACS_peak_23634_lociStitched	chr8	19519305	19540569	4	10562	53529.9936	3621.2592	422	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.21190000000000003	422	1
3_MACS_peak_638_lociStitched	chr1	44289647	44305903	3	10993	45385.1264	3299.968	423	ST3GAL3		ARTN	ARTN	NONE	423	1
2_MACS_peak_5444_lociStitched	chr12	46776137	46787411	2	10811	47707.0584	2245.7808	425		SLC38A2	SLC38A2	SLC38A2	0.6596	425	1
3_MACS_peak_1163_lociStitched	chr1	111323375	111338279	3	9578	64762.3512	1687.1328	427			CD53	CD53	NONE	427	1
5_MACS_peak_11457_lociStitched	chr19	1847041	1865859	5	10902	46676.1672	3547.193	428	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	2.0292999999999997	428	1
3_MACS_peak_5172_lociStitched	chr12	13242245	13256112	3	10854	46376.7948	2654.1438	429	GSG1	KIAA1467	GSG1	GSG1	1.1307	429	1
2_MACS_peak_13730_lociStitched	chr2	153914376	153929173	2	10709	48621.4623	2882.4556	431			ARL6IP6	ARL6IP6	NONE	431	1
2_MACS_peak_4860_lociStitched	chr11	122928218	122941926	2	10550	51413.2248	2949.9616	432	HSPA8	LOC341056	HSPA8	HSPA8	2.8234	432	1
1_MACS_peak_22314_lociStitched	chr7	20254638	20262469	1	7832	80826.8834	2253.7618	433	MACC1		MACC1	MACC1	0.9179000000000002	433	1
2_MACS_peak_6581_lociStitched	chr13	46269201	46280864	2	10297	53228.7657	1197.7901	435	SPERT		SPERT	SPERT	2.2479999999999998	435	1
2_MACS_peak_7124_lociStitched	chr14	50465180	50476819	2	8725	71788.1881	1250.0286	436	C14orf182		C14orf182	C14orf182	1.9565000000000001	436	1
2_MACS_peak_15758_lociStitched	chr22	27004823	27015217	2	9458	64883.5056	2198.331	437	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.3906	437	1
2_MACS_peak_14031_lociStitched	chr2	192530817	192546117	2	9718	62509.68	2959.02	438	OBFC2A		OBFC2A	OBFC2A	2.8118	438	1
2_MACS_peak_10807_lociStitched	chr17	78873538	78887136	2	8242	76700.8788	2583.62	439	RPTOR		CHMP6	CHMP6	NONE	439	1
3_MACS_peak_20889_lociStitched	chr6	27791055	27808257	3	10272	53085.372	3192.6912	440	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	2.7491999999999996	440	1
1_MACS_peak_21875_lociStitched	chr6	138186830	138196065	1	9236	66217.7205	2706.7785	441	TNFAIP3		TNFAIP3	TNFAIP3	2.5065	441	1
2_MACS_peak_8049_lociStitched	chr15	52965205	52977190	2	10772	42977.0115	2459.322	442	KIAA1370		KIAA1370	KIAA1370	0.3198	442	1
3_MACS_peak_1179_lociStitched	chr1	112134450	112148409	3	10639	44349.1389	1599.7014	443	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.757	443	1
1_MACS_peak_19856_lociStitched	chr5	109023851	109034318	1	10468	47343.2877	2409.5034	445	MAN2A1		MAN2A1	MAN2A1	0.6997	445	1
2_MACS_peak_1680_lociStitched	chr1	161768391	161779851	2	11046	34933.518	2732.064	447	ATF6	DUSP12	ATF6	DUSP12	0.3607	447	1
3_MACS_peak_21145_lociStitched	chr6	42737932	42752476	3	10415	47777.04	2441.9376	448		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.1260999999999999	448	1
1_MACS_peak_1636_lociStitched	chr1	160675012	160685135	1	10124	53606.3465	4018.831	451	CD48	SLAMF7	CD48	CD48	3.0117000000000003	451	1
1_MACS_peak_24325_lociStitched	chr8	118450132	118457770	1	7639	78038.2098	1979.7696	452			MED30	MED30	NONE	452	1
3_MACS_peak_17978_lociStitched	chr4	9598992	9610963	3	9440	60738.4598	2257.7306	453		MIR548I2	MIR548I2	NONE	NONE	453	1
4_MACS_peak_25364_lociStitched	chr9	123630362	123646100	4	10474	45242.0286	2733.6906	454	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.3173	454	1
3_MACS_peak_23038_lociStitched	chr7	104576235	104586811	3	8536	70133.6864	2115.2	455		LOC723809	LOC723809	LOC723809	0.09040000000000001	455	1
2_MACS_peak_26374_lociStitched	chrX	119434760	119445702	2	10436	43910.246	1596.4378	457	FAM70A		FAM70A	FAM70A	0.7136	457	1
2_MACS_peak_21651_lociStitched	chr6	113946573	113957051	2	9044	64539.241	2346.0242	458			MARCKS	MARCKS	NONE	458	1
2_MACS_peak_17151_lociStitched	chr3	124501756	124512126	2	10300	46256.422	2053.26	462	ITGB5		UMPS	UMPS	NONE	462	1
2_MACS_peak_3515_lociStitched	chr10	112172819	112186198	2	10366	44416.9421	2424.2748	463			DUSP5	DUSP5	2.1774999999999998	463	1
1_MACS_peak_979_lociStitched	chr1	87792695	87803352	1	10658	36843.3804	2102.6261	467	LMO4		LMO4	LMO4	1.1320999999999999	467	1
3_MACS_peak_5357_lociStitched	chr12	32608278	32622777	3	9780	53505.6597	2708.4132	468		FGD4	FGD4	FGD4	0.34349999999999997	468	1
3_MACS_peak_4377_lociStitched	chr11	67644780	67655769	3	8699	66620.8125	2537.3601	469			LOC645332	LOC645332	NONE	469	1
4_MACS_peak_10756_lociStitched	chr17	76137451	76152508	4	10623	37767.4731	2406.1086	470	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.9365	470	1
1_MACS_peak_5941_lociStitched	chr12	94596151	94604246	1	8096	71546.848	1960.609	472	PLXNC1		PLXNC1	PLXNC1	1.0030000000000001	472	1
1_MACS_peak_5016_lociStitched	chr12	4377570	4388147	1	10578	37736.6206	2140.7848	473	CCND2	C12orf5	CCND2	CCND2	0.8632	473	1
1_MACS_peak_20108_lociStitched	chr5	138719879	138730339	1	10461	40859.898	2745.75	474	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.0812999999999997	474	1
2_MACS_peak_22622_lociStitched	chr7	52774324	52788702	2	9335	58384.7446	2221.401	475			POM121L12	POM121L12	NONE	475	1
3_MACS_peak_7790_lociStitched	chr15	34619236	34635719	3	9824	52157.1569	2924.0842	476	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6812	476	1
1_MACS_peak_25328_lociStitched	chr9	117127065	117137426	1	10362	41113.4841	2062.8751	477	AKNA	ORM1,ORM2	AKNA	AKNA	1.142	477	1
2_MACS_peak_20019_lociStitched	chr5	131435099	131443950	2	7508	75644.1864	2061.3979	478		IL3,CSF2	CSF2	NONE	NONE	478	1
3_MACS_peak_20833_lociStitched	chr6	26155204	26173998	3	10552	37629.3468	3664.83	481	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	4.1308	481	1
1_MACS_peak_13891_lociStitched	chr2	175457090	175464597	1	7508	74750.9525	1809.187	482	WIPF1		WIPF1	WIPF1	0.6928	482	1
4_MACS_peak_13311_lociStitched	chr2	96889897	96912659	4	10490	37768.9866	4033.4264	483	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	LOC285033	1.665	483	1
2_MACS_peak_24468_lociStitched	chr8	134576769	134585942	2	9117	58246.7154	2137.309	485	ST3GAL1		ST3GAL1	ST3GAL1	0.8684000000000001	485	1
1_MACS_peak_254_lociStitched	chr1	23849119	23858680	1	9562	52541.5194	2455.2648	486	E2F2	ASAP3,ID3	E2F2	E2F2	1.4351	486	1
1_MACS_peak_1961_lociStitched	chr1	197740011	197748849	1	8839	62238.0798	2883.8394	488	DENND1B		DENND1B	DENND1B	0.194	488	1
4_MACS_peak_11438_lociStitched	chr19	1258443	1277313	4	10163	43823.688	3924.96	489	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.6102	489	1
1_MACS_peak_17381_lociStitched	chr3	150315177	150324549	1	9373	54188.904	1971.8688	491	SELT		SELT	SELT	1.3278999999999999	491	1
2_MACS_peak_14349_lociStitched	chr2	227769069	227782881	2	9380	54379.2252	2567.6508	493	RHBDD1		RHBDD1	RHBDD1	0.4754999999999999	493	1
5_MACS_peak_13068_lociStitched	chr2	68937490	68963506	5	10414	37236.7008	3962.2368	494	ARHGAP25	ARHGAP25	ARHGAP25	ARHGAP25	0.3373	494	1
2_MACS_peak_4006_lociStitched	chr11	35183548	35197012	2	10142	41762.6352	2707.6104	495	CD44		CD44	CD44	0.7789999999999999	495	1
3_MACS_peak_11651_lociStitched	chr19	10329567	10348057	3	9957	45380.007	3143.3	497	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.3796999999999999	497	1
2_MACS_peak_11810_lociStitched	chr19	16221465	16232004	2	9689	48934.6848	2261.6694	498	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	2.1858	498	1
2_MACS_peak_1814_lociStitched	chr1	178544226	178552358	2	7922	70089.708	2827.4964	500		C1orf220	C1orf220	C1orf220	0.3275	500	1
3_MACS_peak_25368_lociStitched	chr9	123653148	123667713	3	9407	52972.905	2614.4175	501	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.3173	501	1
1_MACS_peak_5775_lociStitched	chr12	72078902	72089191	1	10290	36727.6144	2206.9905	502	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	1.2046000000000001	502	1
2_MACS_peak_9554_lociStitched	chr16	89033283	89046135	2	9437	49996.8504	1334.0376	504	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.4248	504	1
2_MACS_peak_3946_lociStitched	chr11	26126338	26135984	2	8400	63491.9012	2083.536	505			ANO3	ANO3	NONE	505	1
2_MACS_peak_20010_lociStitched	chr5	130708637	130719115	2	9944	41862.7534	2303.0644	508	CDC42SE2		CDC42SE2	CDC42SE2	0.3314	508	1
2_MACS_peak_17827_lociStitched	chr3	195621160	195637487	2	10214	37085.1478	4245.02	512	TNK2		TNK2	TNK2	0.5578000000000001	512	1
1_MACS_peak_10734_lociStitched	chr17	75203319	75210948	1	7630	69379.6518	1836.3003	515	SEC14L1		SEC14L1	SEC14L1	2.3765	515	1
2_MACS_peak_5535_lociStitched	chr12	51712046	51722139	2	10005	38613.7994	2337.5388	517	BIN2	SMAGP,CELA1	BIN2	CELA1	0.7826	517	1
3_MACS_peak_21014_lociStitched	chr6	33279479	33292759	3	9501	47705.744	2448.832	519	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	2.4029000000000003	519	1
2_MACS_peak_19047_lociStitched	chr4	185263728	185277289	2	8454	62006.3164	2957.6541	520			IRF2	IRF2	3.3585	520	1
2_MACS_peak_12742_lociStitched	chr2	37615039	37625007	2	9496	47395.8464	2484.0256	522		QPCT	QPCT	QPCT	7.4785	522	1
3_MACS_peak_7973_lociStitched	chr15	46994587	47008829	3	9934	38262.5572	2584.923	526			SEMA6D	SEMA6D	NONE	526	1
1_MACS_peak_20851_lociStitched	chr6	26358016	26367546	1	9531	45204.602	2126.143	527	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	1.4241	527	1
2_MACS_peak_15476_lociStitched	chr21	41295811	41309211	2	8415	62001.8	3903.42	528	PCP4		PCP4	PCP4	0.33429999999999993	528	1
2_MACS_peak_15381_lociStitched	chr21	34600848	34613171	2	9960	36742.2568	3178.1017	532	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.9812000000000001	532	1
2_MACS_peak_25371_lociStitched	chr9	123688904	123699444	2	9692	40911.01	2099.568	535	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.3173	535	1
2_MACS_peak_18163_lociStitched	chr4	40622274	40634264	2	9786	39148.549	2203.762	536	RBM47		RBM47	RBM47	0.264	536	1
2_MACS_peak_10754_lociStitched	chr17	76116451	76129404	2	9185	49335.3864	2350.9695	537	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.9365	537	1
2_MACS_peak_21912_lociStitched	chr6	139683841	139698081	2	9910	36697.904	2879.328	538	CITED2		CITED2	CITED2	2.7266999999999997	538	1
1_MACS_peak_12379_lociStitched	chr19	55762473	55772308	1	9836	37546.096	2115.5085	539	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	PPP6R1	0.8841000000000001	539	1
1_MACS_peak_15705_lociStitched	chr22	23517087	23526752	1	9666	39779.207	1989.057	543	BCR	RAB36,RTDR1	BCR	RAB36	1.075	543	1
3_MACS_peak_694_lociStitched	chr1	46789957	46807243	3	9035	50428.4478	2890.2192	546	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.6123000000000001	546	1
3_MACS_peak_25852_lociStitched	chrX	30578897	30597310	3	9777	35787.5068	1867.0782	548	CXorf21		CXorf21	CXorf21	1.1622	548	1
2_MACS_peak_2296_lociStitched	chr1	226062619	226071704	2	8752	53515.1925	2596.493	549	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	2.3255	549	1
2_MACS_peak_5434_lociStitched	chr12	46119395	46132114	2	9741	36144.8542	2595.9479	550	ARID2,LOC400027		ARID2	ARID2	0.1436	550	1
3_MACS_peak_11766_lociStitched	chr19	13944032	13959226	3	8973	49884.9408	2722.7648	552	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.1266	552	1
1_MACS_peak_8514_lociStitched	chr15	90637460	90646586	1	9127	45329.7546	1899.1206	560	IDH2		IDH2	IDH2	1.5393000000000001	560	1
3_MACS_peak_4519_lociStitched	chr11	78163340	78178608	3	7982	60424.6368	2395.5492	561	NARS2	GAB2	GAB2	NONE	NONE	561	1
2_MACS_peak_15265_lociStitched	chr21	16047018	16061066	2	8709	51734.5696	2832.0768	562			SAMSN1	SAMSN1	NONE	562	1
2_MACS_peak_23802_lociStitched	chr8	33410059	33425564	2	9443	39612.174	2696.3195	563	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.2506	563	1
2_MACS_peak_24685_lociStitched	chr9	9605147	9615452	2	8911	47046.447	2111.4945	571	PTPRD		PTPRD	NONE	NONE	571	1
2_MACS_peak_517_lociStitched	chr1	37933629	37946492	2	9533	35795.1564	2375.7961	573	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	1.6158	573	1
2_MACS_peak_15996_lociStitched	chr22	39860466	39870570	2	9518	35850.0024	2141.0376	574	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.8271	574	1
2_MACS_peak_4895_lociStitched	chr11	126056763	126069113	2	7905	59200.96	2250.17	578		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.45640000000000003	578	1
4_MACS_peak_12371_lociStitched	chr19	55462081	55486204	4	9509	35571.7758	3025.0242	581	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.2643	581	1
3_MACS_peak_19486_lociStitched	chr5	58852777	58866250	3	8278	54685.5597	2439.9603	584	PDE4D		PDE4D	PDE4D	0.06999999999999999	584	1
2_MACS_peak_15889_lociStitched	chr22	36772541	36785263	2	9406	36884.8946	2326.8538	585	MYH9		MYH9	MYH9	0.7201	585	1
1_MACS_peak_12094_lociStitched	chr19	40645240	40654538	1	9299	38330.0752	1945.1416	587		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.12219999999999999	587	1
2_MACS_peak_2903_lociStitched	chr10	45949786	45961207	2	8612	49538.5875	2394.9837	589	MARCH8		MARCH8	MARCH8	0.3333	589	1
2_MACS_peak_2309_lociStitched	chr1	226308628	226317147	2	8253	54298.4022	2497.7708	590			ACBD3	ACBD3	NONE	590	1
2_MACS_peak_1862_lociStitched	chr1	183438747	183451406	2	9174	41934.2034	3902.7697	591	SMG7		SMG7	SMG7	0.37629999999999997	591	1
3_MACS_peak_21781_lociStitched	chr6	130833429	130847788	3	9261	38935.8644	2850.2615	594			TMEM200A	TMEM200A	NONE	594	1
2_MACS_peak_23735_lociStitched	chr8	28195026	28207587	2	8841	45969.4917	2690.5662	595	PNOC,ZNF395		PNOC	PNOC	0.9094999999999999	595	1
2_MACS_peak_21243_lociStitched	chr6	52527651	52536726	2	8907	44529.21	2507.4225	598	LOC730101,TMEM14A		LOC730101	LOC730101	2.8151	598	1
2_MACS_peak_287_lociStitched	chr1	24710077	24720767	2	9183	39755.041	2578.428	599	C1orf201	NIPAL3	C1orf201	C1orf201	0.5912	599	1
2_MACS_peak_3440_lociStitched	chr10	104401004	104412977	2	9147	39955.0983	2284.4484	602	TRIM8		TRIM8	TRIM8	1.712	602	1
1_MACS_peak_10134_lociStitched	chr17	38016356	38025002	1	8647	47799.411	1957.4544	603	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.393	603	1
