REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_902_lociStitched	chr1	75595719	75612811	2	16504	61681.6096	2594.5656	333	LHX8		LHX8	LHX8	1.3498999999999999	333	1
2_MACS_peak_19047_lociStitched	chr4	185263728	185277289	2	8454	62006.3164	2957.6541	334			IRF2	IRF2	3.3585	334	1
5_MACS_peak_25711_lociStitched	chrX	10064867	10091049	5	15846	61446.5358	2437.5442	335	WWC3	CLCN4	CLCN4	NONE	NONE	335	1
2_MACS_peak_1379_lociStitched	chr1	149214089	149225581	2	6003	63342.7548	4533.594	336			LOC388692	LOC388692	NONE	336	1
1_MACS_peak_14635_lociStitched	chr20	9489742	9499724	1	9983	60900.182	2099.2146	337	C20orf103		C20orf103	C20orf103	2.2708000000000004	337	1
1_MACS_peak_2703_lociStitched	chr10	15826361	15833117	1	6757	60345.2676	1607.2524	338	FAM188A		ITGA8	ITGA8	NONE	338	1
2_MACS_peak_23245_lociStitched	chr7	128572630	128582691	2	7531	62085.4249	3417.7217	339	IRF5	KCP	IRF5	IRF5	2.7898	339	1
2_MACS_peak_9722_lociStitched	chr17	6914868	6926144	2	7070	60672.7732	2101.8464	340	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	4.593299999999999	340	1
3_MACS_peak_17978_lociStitched	chr4	9598992	9610963	3	9440	60738.4598	2257.7306	341		MIR548I2	MIR548I2	NONE	NONE	341	1
2_MACS_peak_15756_lociStitched	chr22	26974593	26992207	2	12867	62006.5642	3593.256	342	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.3906	342	1
2_MACS_peak_15476_lociStitched	chr21	41295811	41309211	2	8415	62001.8	3903.42	343	PCP4		PCP4	PCP4	0.33429999999999993	343	1
1_MACS_peak_12539_lociStitched	chr2	13661748	13666252	1	4505	59287.0528	1200.316	344			MIR3125	MIR3125	NONE	344	1
2_MACS_peak_5269_lociStitched	chr12	26265849	26280486	2	14063	61605.6693	3558.2547	345	BHLHE41		BHLHE41	BHLHE41	3.1458	345	1
5_MACS_peak_17479_lociStitched	chr3	160116024	160140920	5	19444	64107.2	6072.1344	346	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	MIR16-2	MIR16-2	4.6174	346	1
3_MACS_peak_4519_lociStitched	chr11	78163340	78178608	3	7982	60424.6368	2395.5492	347	NARS2	GAB2	GAB2	NONE	NONE	347	1
1_MACS_peak_1512_lociStitched	chr1	154830589	154834867	1	4279	59716.602	1699.2216	348	KCNN3		KCNN3	KCNN3	0.6666	348	1
3_MACS_peak_14966_lociStitched	chr20	42569085	42585622	3	11924	61051.2966	3175.104	349	TOX2		TOX2	TOX2	0.8309	349	1
2_MACS_peak_14842_lociStitched	chr20	32988531	33006027	2	13714	60824.844	3054.8016	350	ITCH	MIR644	ITCH	ITCH	0.41859999999999997	350	1
2_MACS_peak_18200_lociStitched	chr4	48191282	48206654	2	12548	60625.6308	2968.3332	351	TEC		TXK	TXK	NONE	351	1
3_MACS_peak_10776_lociStitched	chr17	76763206	76779828	3	14136	61117.4318	3465.687	352	CYTH1		CYTH1	CYTH1	1.3151000000000002	352	1
3_MACS_peak_4549_lociStitched	chr11	82764750	82784604	3	12047	61235.6922	3893.3694	353	RAB30	SNORA70E	RAB30	RAB30	0.9319999999999999	353	1
1_MACS_peak_20437_lociStitched	chr5	173168698	173174618	1	5921	58689.104	1436.192	354			BOD1	BOD1	NONE	354	1
2_MACS_peak_4895_lociStitched	chr11	126056763	126069113	2	7905	59200.96	2250.17	355		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.45640000000000003	355	1
1_MACS_peak_10580_lociStitched	chr17	65642490	65649144	1	6655	58056.15	1300.857	356	PITPNC1		NOL11	NOL11	NONE	356	1
2_MACS_peak_19823_lociStitched	chr5	100224196	100241805	2	11509	60205.171	3502.4301	357	ST8SIA4		ST8SIA4	ST8SIA4	0.6456	357	1
2_MACS_peak_25474_lociStitched	chr9	130828864	130846618	2	16663	60182.5092	3685.7304	358	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	1.1123	358	1
1_MACS_peak_1397_lociStitched	chr1	149855574	149861382	1	5809	59170.7424	2765.7696	359	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	5.3883	359	1
2_MACS_peak_25088_lociStitched	chr9	93733002	93742409	2	5982	57936.7723	1699.8449	360			LOC100129316	NONE	NONE	360	1
2_MACS_peak_22622_lociStitched	chr7	52774324	52788702	2	9335	58384.7446	2221.401	361			POM121L12	POM121L12	NONE	361	1
2_MACS_peak_24468_lociStitched	chr8	134576769	134585942	2	9117	58246.7154	2137.309	362	ST3GAL1		ST3GAL1	ST3GAL1	0.8684000000000001	362	1
1_MACS_peak_5197_lociStitched	chr12	15100865	15116577	1	15713	59441.6384	3565.0528	363	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.8814	363	1
3_MACS_peak_10621_lociStitched	chr17	70581976	70601752	3	14058	59426.88	3634.8288	364	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.3763	364	1
1_MACS_peak_24467_lociStitched	chr8	134508118	134515419	1	7302	57816.619	2063.2626	365	ST3GAL1		ST3GAL1	ST3GAL1	0.8684000000000001	365	1
1_MACS_peak_15172_lociStitched	chr20	56192082	56197530	1	5449	56728.9344	1302.6168	366	ZBP1		ZBP1	ZBP1	3.1272	366	1
5_MACS_peak_26406_lociStitched	chrX	128902273	128921528	5	15069	57485.8025	2131.5285	367	XPNPEP2,SASH3		SASH3	SASH3	1.348	367	1
3_MACS_peak_9481_lociStitched	chr16	81841386	81857723	3	12246	57065.141	1767.6634	368	PLCG2		PLCG2	PLCG2	0.33849999999999997	368	1
2_MACS_peak_24426_lociStitched	chr8	129665147	129673602	2	7805	57007.8375	1888.847	369			MIR1208	MIR1208	NONE	369	1
1_MACS_peak_5526_lociStitched	chr12	51312238	51323565	1	11328	57328.2124	2289.1867	370	METTL7A	HIGD1C	METTL7A	METTL7A	3.0332999999999997	370	1
3_MACS_peak_8307_lociStitched	chr15	75352755	75370698	3	10243	58300.3956	3279.9804	371		PPCDC	PPCDC	PPCDC	2.3482	371	1
1_MACS_peak_6900_lociStitched	chr13	114789067	114794472	1	5406	56103.3595	1334.4945	372	RASA3		RASA3	RASA3	1.2798	372	1
3_MACS_peak_8556_lociStitched	chr15	93346319	93364573	3	10997	58117.0852	3418.9742	373		ASB9P1	ASB9P1	NONE	NONE	373	1
4_MACS_peak_19241_lociStitched	chr5	15427116	15449346	4	11981	58004.739	3374.514	374			FBXL7	FBXL7	NONE	374	1
1_MACS_peak_25615_lociStitched	chr9	139792064	139798667	1	6604	55846.1931	1496.2398	375	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	TRAF2	1.4357	375	1
1_MACS_peak_1282_lociStitched	chr1	143741501	143746178	1	4678	56185.2687	1878.2832	376	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.7326	376	1
1_MACS_peak_7123_lociStitched	chr14	50436317	50440843	1	4527	54911.695	660.796	377		C14orf182	C14orf182	C14orf182	1.9565000000000001	377	1
1_MACS_peak_10536_lociStitched	chr17	62196577	62210621	1	14045	57732.0752	3554.5364	378	ERN1	SNORD104,SNORA76	ERN1	ERN1	2.1203	378	1
2_MACS_peak_23846_lociStitched	chr8	38811483	38824509	2	11075	56455.9866	2637.765	379	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.2019	379	1
2_MACS_peak_16760_lociStitched	chr3	56948379	56957007	2	6980	55715.31	1997.382	380	ARHGEF3		ARHGEF3	ARHGEF3	0.1393	380	1
1_MACS_peak_6084_lociStitched	chr12	109082549	109088237	1	5689	54980.7768	1591.5024	381	CORO1C		CORO1C	CORO1C	0.9909000000000001	381	1
2_MACS_peak_23433_lociStitched	chr7	150125030	150134074	2	7174	56245.5404	3037.8796	382	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	3.8219	382	1
2_MACS_peak_16721_lociStitched	chr3	52729947	52746035	2	10911	56119.7704	2931.2336	383	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	2.4359	383	1
1_MACS_peak_5564_lociStitched	chr12	53845207	53874844	1	29638	59697.8091	6594.2325	384	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	PCBP2	1.3578999999999999	384	1
3_MACS_peak_17577_lociStitched	chr3	175052673	175070751	3	11738	57750.171	4767.1686	385	NAALADL2		NAALADL2	NAALADL2	0.14650000000000002	385	1
2_MACS_peak_8614_lociStitched	chr15	101737750	101751613	2	8126	54681.2172	2384.436	386	CHSY1		CHSY1	CHSY1	0.6617999999999999	386	1
3_MACS_peak_19486_lociStitched	chr5	58852777	58866250	3	8278	54685.5597	2439.9603	387	PDE4D		PDE4D	PDE4D	0.06999999999999999	387	1
1_MACS_peak_17381_lociStitched	chr3	150315177	150324549	1	9373	54188.904	1971.8688	388	SELT		SELT	SELT	1.3278999999999999	388	1
2_MACS_peak_6581_lociStitched	chr13	46269201	46280864	2	10297	53228.7657	1197.7901	389	SPERT		SPERT	SPERT	2.2479999999999998	389	1
2_MACS_peak_1508_lociStitched	chr1	154755528	154765869	2	7959	55267.4745	3236.733	390	KCNN3		KCNN3	KCNN3	0.6666	390	1
2_MACS_peak_14349_lociStitched	chr2	227769069	227782881	2	9380	54379.2252	2567.6508	391	RHBDD1		RHBDD1	RHBDD1	0.4754999999999999	391	1
2_MACS_peak_2309_lociStitched	chr1	226308628	226317147	2	8253	54298.4022	2497.7708	392			ACBD3	ACBD3	NONE	392	1
2_MACS_peak_3520_lociStitched	chr10	112255957	112273511	2	11604	55035.3008	3540.6418	393	DUSP5		DUSP5	DUSP5	2.1774999999999998	393	1
4_MACS_peak_3103_lociStitched	chr10	74006550	74024566	4	11507	54806.4736	3450.064	394		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.4012	394	1
3_MACS_peak_14593_lociStitched	chr20	5567123	5592251	3	20764	56178.6696	5018.0616	395	GPCPD1		GPCPD1	GPCPD1	0.6548999999999999	395	1
4_MACS_peak_12859_lociStitched	chr2	47193727	47215120	4	13879	54888.0201	3820.7898	396	TTC7A	MCFD2	MCFD2	MCFD2	0.486	396	1
5_MACS_peak_10636_lociStitched	chr17	72733353	72756911	5	18944	55457.8878	4400.6344	397	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	SLC9A3R1	1.0287000000000002	397	1
2_MACS_peak_2296_lociStitched	chr1	226062619	226071704	2	8752	53515.1925	2596.493	398	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	2.3255	398	1
3_MACS_peak_5357_lociStitched	chr12	32608278	32622777	3	9780	53505.6597	2708.4132	399		FGD4	FGD4	FGD4	0.34349999999999997	399	1
1_MACS_peak_10105_lociStitched	chr17	36856214	36863768	1	7555	52647.603	1889.2554	400	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.4989000000000001	400	1
3_MACS_peak_25368_lociStitched	chr9	123653148	123667713	3	9407	52972.905	2614.4175	401	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	1.3173	401	1
1_MACS_peak_21595_lociStitched	chr6	108986011	108997870	1	11860	52176.0423	2037.3762	402	FOXO3		NCRNA00222	NCRNA00222	NONE	402	1
1_MACS_peak_254_lociStitched	chr1	23849119	23858680	1	9562	52541.5194	2455.2648	403	E2F2	ASAP3,ID3	E2F2	E2F2	1.4351	403	1
3_MACS_peak_10724_lociStitched	chr17	75078927	75093390	3	14148	53364.1311	3297.564	404	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.4876	404	1
2_MACS_peak_3081_lociStitched	chr10	72333677	72340535	2	6737	51644.169	1689.1254	405		PRF1	PRF1	NONE	NONE	405	1
4_MACS_peak_23634_lociStitched	chr8	19519305	19540569	4	10562	53529.9936	3621.2592	406	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.21190000000000003	406	1
3_MACS_peak_20889_lociStitched	chr6	27791055	27808257	3	10272	53085.372	3192.6912	407	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	2.7491999999999996	407	1
1_MACS_peak_11586_lociStitched	chr19	6799129	6804242	1	5114	51643.8565	1794.663	408	VAV1	SH2D3A	VAV1	VAV1	0.7695	408	1
2_MACS_peak_23302_lociStitched	chr7	134843434	134857606	2	8014	53221.5288	3401.28	409	TMEM140,C7orf49	WDR91	C7orf49	C7orf49	2.9975	409	1
1_MACS_peak_5890_lociStitched	chr12	92600682	92605243	1	4562	50754.3519	1002.9639	410			BTG1	BTG1	1.8303	410	1
1_MACS_peak_1636_lociStitched	chr1	160675012	160685135	1	10124	53606.3465	4018.831	411	CD48	SLAMF7	CD48	CD48	3.0117000000000003	411	1
1_MACS_peak_24337_lociStitched	chr8	120885153	120890842	1	5690	51157.7636	1584.9554	412	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	1.3620999999999999	412	1
1_MACS_peak_19680_lociStitched	chr5	81145821	81152203	1	6383	51007.4968	1534.2328	413			SSBP2	SSBP2	NONE	413	1
2_MACS_peak_3002_lociStitched	chr10	63802808	63814731	2	11589	52192.9325	2807.8665	414	ARID5B		ARID5B	ARID5B	0.40680000000000005	414	1
2_MACS_peak_7774_lociStitched	chr15	33296363	33309939	2	8176	51757.1424	2511.56	415	FMN1		FMN1	FMN1	0.1895	415	1
3_MACS_peak_7790_lociStitched	chr15	34619236	34635719	3	9824	52157.1569	2924.0842	416	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6812	416	1
1_MACS_peak_15952_lociStitched	chr22	38782121	38797313	1	15193	51988.5432	2922.9408	417	LOC400927	KCNJ4	LOC400927	LOC400927	0.8881000000000001	417	1
1_MACS_peak_9343_lociStitched	chr16	68502004	68506142	1	4139	50210.492	1174.3644	418		SMPD3	SMPD3	SMPD3	0.7907	418	1
2_MACS_peak_15265_lociStitched	chr21	16047018	16061066	2	8709	51734.5696	2832.0768	419			SAMSN1	SAMSN1	NONE	419	1
2_MACS_peak_9554_lociStitched	chr16	89033283	89046135	2	9437	49996.8504	1334.0376	420	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.4248	420	1
1_MACS_peak_13024_lociStitched	chr2	65139837	65147056	1	7220	50387.1762	1871.8867	421	LOC400958		LOC400958	LOC400958	3.0311000000000003	421	1
2_MACS_peak_4860_lociStitched	chr11	122928218	122941926	2	10550	51413.2248	2949.9616	422	HSPA8	LOC341056	HSPA8	HSPA8	2.8234	422	1
2_MACS_peak_10553_lociStitched	chr17	62979805	62986152	2	6076	50032.7663	1718.1329	423		AMZ2P1	AMZ2P1	AMZ2P1	0.9198999999999999	423	1
5_MACS_peak_7948_lociStitched	chr15	45001775	45029368	5	14237	53486.2712	5201.2805	424	B2M,TRIM69	SPG11,PATL2	B2M	B2M	1.4444	424	1
2_MACS_peak_22608_lociStitched	chr7	50343662	50357820	2	13127	51772.9744	3495.6102	425	IKZF1		IKZF1	IKZF1	0.3331	425	1
1_MACS_peak_5108_lociStitched	chr12	9799535	9804851	1	5317	49546.7148	1434.2568	426	LOC374443	CLEC2D,KLRB1	LOC374443	LOC374443	2.3163	426	1
2_MACS_peak_22595_lociStitched	chr7	47708175	47712476	2	4271	49251.1811	1300.6224	427		C7orf65	C7orf65	NONE	NONE	427	1
2_MACS_peak_1607_lociStitched	chr1	159035898	159048423	2	7443	51615.525	3713.6625	428	AIM2		AIM2	AIM2	1.9221	428	1
7_MACS_peak_7546_lociStitched	chr14	95945672	95986076	7	24572	51131.262	3462.6228	429		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	C14orf49	0.4365	429	1
4_MACS_peak_14989_lociStitched	chr20	43583227	43609440	4	15418	52703.8578	5064.3516	430	STK4,TOMM34	PABPC1L	STK4	STK4	1.162	430	1
4_MACS_peak_21938_lociStitched	chr6	143162794	143180079	4	13857	49357.3175	1778.6265	431	HIVEP2		HIVEP2	HIVEP2	0.3222	431	1
3_MACS_peak_20415_lociStitched	chr5	171600982	171616222	3	11645	50738.532	3168.396	432	STK10	EFCAB9	STK10	STK10	0.3025	432	1
3_MACS_peak_694_lociStitched	chr1	46789957	46807243	3	9035	50428.4478	2890.2192	433	NSUN4	UQCRH,LRRC41	NSUN4	UQCRH	0.6123000000000001	433	1
1_MACS_peak_15113_lociStitched	chr20	52224820	52230181	1	5362	48881.0619	1360.0857	434		ZNF217	ZNF217	ZNF217	1.7121	434	1
1_MACS_peak_24462_lociStitched	chr8	134245001	134249236	1	4236	48357.3475	974.897	435		WISP1	WISP1	WISP1	0.5976	435	1
2_MACS_peak_20184_lociStitched	chr5	142771392	142786022	2	14353	50027.285	2718.254	436	NR3C1		NR3C1	NR3C1	0.31179999999999997	436	1
3_MACS_peak_21197_lociStitched	chr6	45386613	45402561	3	12678	50097.4524	2800.4688	437	RUNX2	SUPT3H	RUNX2	RUNX2	0.2026	437	1
2_MACS_peak_23844_lociStitched	chr8	38792640	38802259	2	6700	49066.519	1820.8767	438	PLEKHA2	HTRA4	HTRA4	NONE	NONE	438	1
5_MACS_peak_19860_lociStitched	chr5	109251426	109282541	5	13625	52450.5555	5270.881	439		LOC100289673	LOC100289673	NONE	NONE	439	1
3_MACS_peak_11766_lociStitched	chr19	13944032	13959226	3	8973	49884.9408	2722.7648	440	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.1266	440	1
2_MACS_peak_2903_lociStitched	chr10	45949786	45961207	2	8612	49538.5875	2394.9837	441	MARCH8		MARCH8	MARCH8	0.3333	441	1
4_MACS_peak_20872_lociStitched	chr6	27094335	27116230	4	13602	51321.88	4241.0615	442	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.9286	442	1
1_MACS_peak_15961_lociStitched	chr22	39146008	39153057	1	7050	48715.639	1711.4972	443	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	SUN2	1.5494	443	1
2_MACS_peak_10754_lociStitched	chr17	76116451	76129404	2	9185	49335.3864	2350.9695	444	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.9365	444	1
4_MACS_peak_11422_lociStitched	chr19	1015214	1041760	4	16813	52991.1252	6028.5966	445	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	CNN2	1.7634999999999998	445	1
3_MACS_peak_9068_lociStitched	chr16	30193734	30212221	3	10898	50950.172	4000.5868	446	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	2.6782	446	1
3_MACS_peak_1637_lociStitched	chr1	160695289	160714944	3	10979	52433.6435	5719.605	447	SLAMF7	CD48	SLAMF7	CD48	3.0117000000000003	447	1
2_MACS_peak_11810_lociStitched	chr19	16221465	16232004	2	9689	48934.6848	2261.6694	448	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	2.1858	448	1
4_MACS_peak_18367_lociStitched	chr4	77117699	77136613	4	14387	50462.552	3790.3656	449	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.6911	449	1
2_MACS_peak_16582_lociStitched	chr3	46389457	46396496	2	6137	48057.3647	1462.7042	450	CCR2	CCR5	CCR2	CCR2	2.9095	450	1
2_MACS_peak_9690_lociStitched	chr17	4842016	4854610	2	10876	48843.3102	2278.2546	451	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	2.8834	451	1
4_MACS_peak_20981_lociStitched	chr6	31773542	31805529	4	20503	51668.6011	5172.2979	452	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	HSPA1B	2.0989	452	1
4_MACS_peak_5137_lociStitched	chr12	11901547	11920307	4	13645	50068.564	3573.78	453	ETV6		ETV6	ETV6	0.3286	453	1
1_MACS_peak_13985_lociStitched	chr2	187914353	187918832	1	4480	47562.9489	1099.5945	454			ZSWIM2	ZSWIM2	NONE	454	1
1_MACS_peak_11211_lociStitched	chr18	48677476	48681786	1	4311	47574.642	1119.738	455		MEX3C	MEX3C	MEX3C	0.4497	455	1
5_MACS_peak_23730_lociStitched	chr8	27930209	27951718	5	13854	50683.8076	4269.5365	456	ELP3,C8orf80		C8orf80	C8orf80	0.7607	456	1
2_MACS_peak_25526_lociStitched	chr9	132646072	132657615	2	7841	48915.7711	2526.7627	457	FNBP1	USP20,C9orf78	USP20	USP20	0.3098	457	1
1_MACS_peak_22532_lociStitched	chr7	43685303	43691034	1	5732	47729.4873	1373.1476	458	C7orf44		STK17A	STK17A	NONE	458	1
1_MACS_peak_2492_lociStitched	chr1	244996244	245001821	1	5578	48143.4525	1831.4868	459	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	2.3522	459	1
3_MACS_peak_15206_lociStitched	chr20	61273047	61291163	3	11740	48971.1712	2724.6464	460	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.1539	460	1
1_MACS_peak_553_lociStitched	chr1	39972751	39977498	1	4748	47038.9724	951.7735	461	BMP8A	PPIEL	BMP8A	BMP8A	1.413	461	1
2_MACS_peak_10743_lociStitched	chr17	75434489	75443089	2	7615	47629.38	1629.7	462	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.5305	462	1
1_MACS_peak_5629_lociStitched	chr12	57076323	57083886	1	7564	47804.2104	1858.2291	463	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	ATP5B	1.3754	463	1
1_MACS_peak_5938_lociStitched	chr12	94563432	94570445	1	7014	47309.698	1449.5871	464	PLXNC1		PLXNC1	PLXNC1	1.0030000000000001	464	1
1_MACS_peak_2220_lociStitched	chr1	218335963	218340173	1	4211	47421.44	1579.171	465			RRP15	RRP15	NONE	465	1
1_MACS_peak_10134_lociStitched	chr17	38016356	38025002	1	8647	47799.411	1957.4544	466	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	1.393	466	1
4_MACS_peak_20261_lociStitched	chr5	150513056	150537863	4	16238	50765.0448	4998.6105	467	ANXA6		ANXA6	ANXA6	0.6889	467	1
2_MACS_peak_13730_lociStitched	chr2	153914376	153929173	2	10709	48621.4623	2882.4556	468			ARL6IP6	ARL6IP6	NONE	468	1
2_MACS_peak_6260_lociStitched	chr12	122232194	122244370	2	8638	46781.4096	1078.7936	469	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	2.5362999999999998	469	1
5_MACS_peak_14124_lociStitched	chr2	202072799	202102140	5	17823	51346.75	5692.154	470	CASP10,CASP8	CASP8	CASP8	CASP8	2.0625	470	1
5_MACS_peak_25879_lociStitched	chrX	37634673	37662297	5	13591	48087.8592	2552.4576	471	CYBB	DYNLT3	CYBB	CYBB	1.158	471	1
2_MACS_peak_5444_lociStitched	chr12	46776137	46787411	2	10811	47707.0584	2245.7808	472		SLC38A2	SLC38A2	SLC38A2	0.6596	472	1
3_MACS_peak_21145_lociStitched	chr6	42737932	42752476	3	10415	47777.04	2441.9376	473		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	1.1260999999999999	473	1
1_MACS_peak_25098_lociStitched	chr9	93952612	93957537	1	4926	46501.85	1220.9075	474			LOC100129316	NONE	NONE	474	1
3_MACS_peak_21014_lociStitched	chr6	33279479	33292759	3	9501	47705.744	2448.832	475	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	2.4029000000000003	475	1
1_MACS_peak_2047_lociStitched	chr1	203732211	203736559	1	4349	46444.0316	1496.5816	476	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	2.0852000000000004	476	1
2_MACS_peak_24685_lociStitched	chr9	9605147	9615452	2	8911	47046.447	2111.4945	477	PTPRD		PTPRD	NONE	NONE	477	1
1_MACS_peak_19856_lociStitched	chr5	109023851	109034318	1	10468	47343.2877	2409.5034	478	MAN2A1		MAN2A1	MAN2A1	0.6997	478	1
2_MACS_peak_12742_lociStitched	chr2	37615039	37625007	2	9496	47395.8464	2484.0256	479		QPCT	QPCT	QPCT	7.4785	479	1
1_MACS_peak_23275_lociStitched	chr7	130790767	130796778	1	6012	46706.6722	1805.1033	480	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2805	480	1
4_MACS_peak_2889_lociStitched	chr10	45453748	45475305	4	14946	49098.2232	4257.5075	481	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	RASSF4	1.0277	481	1
1_MACS_peak_3352_lociStitched	chr10	98028917	98034529	1	5613	46207.5244	1480.4456	482	BLNK	DNTT	BLNK	BLNK	0.5245	482	1
1_MACS_peak_19060_lociStitched	chr4	185391830	185397289	1	5460	45843.5902	1129.4671	483	IRF2		IRF2	IRF2	3.3585	483	1
3_MACS_peak_21187_lociStitched	chr6	44213322	44233980	3	11951	48889.2228	4201.8372	484	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	SLC35B2	0.5153000000000001	484	1
1_MACS_peak_15493_lociStitched	chr21	43449916	43453949	1	4034	46216.9701	1562.3842	485		C21orf121,UMODL1,ZNF295	C21orf121	UMODL1	2.1316	485	1
4_MACS_peak_3194_lociStitched	chr10	81001091	81020601	4	14400	48109.709	3831.764	486	ZMIZ1		PPIF	PPIF	NONE	486	1
2_MACS_peak_17151_lociStitched	chr3	124501756	124512126	2	10300	46256.422	2053.26	487	ITGB5		UMPS	UMPS	NONE	487	1
1_MACS_peak_21557_lociStitched	chr6	106439300	106447044	1	7745	45563.3728	1456.6464	488			PRDM1	PRDM1	5.0478000000000005	488	1
1_MACS_peak_21778_lociStitched	chr6	130579615	130584203	1	4589	45094.5344	1048.8168	489		SAMD3	SAMD3	SAMD3	0.03790000000000002	489	1
3_MACS_peak_9728_lociStitched	chr17	7136566	7156779	3	12675	47646.0836	3717.1707	490	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	2.0657	490	1
4_MACS_peak_14060_lociStitched	chr2	197088738	197107818	4	10914	46944.432	3048.984	491	HECW2		STK17B	STK17B	1.1056	491	1
3_MACS_peak_5172_lociStitched	chr12	13242245	13256112	3	10854	46376.7948	2654.1438	492	GSG1	KIAA1467	GSG1	GSG1	1.1307	492	1
