REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02.bam	35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
1_MACS_peak_9303_lociStitched	chr13	112825357	112827658	1	2302	2568.3762	171.19439999999997
2_MACS_peak_4722_lociStitched	chr1	201618195	201620495	2	2270	2648.22	258.52
2_MACS_peak_4513_lociStitched	chr1	156346771	156349070	2	2139	2362.4524	295.65139999999997
4_MACS_peak_11314_lociStitched	chr16	29213083	29215382	4	1629	1848.3960000000002	174.26420000000002
2_MACS_peak_8683_lociStitched	chr12	4376076	4378374	2	2105	2433.3522	376.872
1_MACS_peak_13504_lociStitched	chr17	29032917	29035215	1	2299	1939.9715999999999	340.104
1_MACS_peak_17647_lociStitched	chr19	15549286	15551583	1	2298	2411.6203	211.0943
3_MACS_peak_13286_lociStitched	chr17	18393240	18395535	3	1162	1303.56	192.321
3_MACS_peak_11078_lociStitched	chr16	4013743	4016037	3	1684	2093.0456	77.5372
2_MACS_peak_16830_lociStitched	chr19	7447599	7449893	2	2215	2120.5736	287.2088
2_MACS_peak_27867_lociStitched	chr5	137801248	137803542	2	2287	2710.1316	320.24240000000003
2_MACS_peak_24312_lociStitched	chr22	37445010	37447303	2	1640	2200.5921	279.9753
3_MACS_peak_22344_lociStitched	chr20	58247287	58249579	3	1329	1609.2132	163.1904
2_MACS_peak_26414_lociStitched	chr4	1641882	1644174	2	1891	2145.9996	90.76320000000001
3_MACS_peak_28235_lociStitched	chr5	180555161	180557453	3	1764	1993.3524	219.5736
3_MACS_peak_18466_lociStitched	chr19	36310363	36312654	3	1416	1774.6085999999998	238.03490000000002
3_MACS_peak_30289_lociStitched	chr7	155631636	155633925	3	1881	2098.7841000000003	347.0124
4_MACS_peak_339_lociStitched	chr1	2701386	2703674	4	1748	1803.4016	147.576
3_MACS_peak_8569_lociStitched	chr12	3201105	3203392	3	1268	1638.6355	200.5699
1_MACS_peak_6344_lociStitched	chr11	1412099	1414385	1	2287	2790.9774	242.5446
4_MACS_peak_9635_lociStitched	chr14	101531358	101533644	4	1867	1827.8855999999998	86.4108
3_MACS_peak_25039_lociStitched	chr22	45263454	45265740	3	1776	1824.6852000000001	124.1298
4_MACS_peak_32082_lociStitched	chr8	144856554	144858839	4	1833	1791.897	234.441
1_MACS_peak_5490_lociStitched	chr10	94486500	94488783	1	2284	2229.3495000000003	332.6331
2_MACS_peak_26187_lociStitched	chr3	133970451	133972734	2	2251	2480.7078	278.9826
3_MACS_peak_32153_lociStitched	chr8	145820661	145822943	3	1439	1714.6948	219.52839999999998
2_MACS_peak_20388_lociStitched	chr2	586681	588962	2	2087	2163.9847	122.2616
3_MACS_peak_26577_lociStitched	chr4	3850169	3852449	3	1616	2028.972	214.32
3_MACS_peak_11981_lociStitched	chr16	85758662	85760941	3	1800	1507.1027	139.7027
4_MACS_peak_21175_lociStitched	chr2	241736502	241738781	4	1382	1576.8401	82.49980000000001
4_MACS_peak_9707_lociStitched	chr14	104552713	104554991	4	1846	1816.705	83.37480000000001
3_MACS_peak_14952_lociStitched	chr17	74977456	74979734	3	1827	1838.8016	236.0008
3_MACS_peak_28299_lociStitched	chr6	10899339	10901617	3	2205	2008.7404000000001	243.9738
2_MACS_peak_32383_lociStitched	chr9	127212893	127215171	2	1935	2511.495	315.50300000000004
1_MACS_peak_10124_lociStitched	chr15	40660846	40663123	1	2278	2611.0359000000003	292.8222
1_MACS_peak_19405_lociStitched	chr19	47805705	47807982	1	2278	2261.7441	231.7986
2_MACS_peak_16949_lociStitched	chr19	8113526	8115802	2	1522	1939.3796	283.13439999999997
3_MACS_peak_20846_lociStitched	chr2	133029528	133031803	3	1814	6707.837500000001	1863.9075
3_MACS_peak_28450_lociStitched	chr6	33704943	33707218	3	1686	1748.11	202.2475
2_MACS_peak_9179_lociStitched	chr12	101386213	101388487	2	2183	2027.7258000000002	386.3526
3_MACS_peak_15269_lociStitched	chr17	77498700	77500974	3	1584	1319.3748	122.1138
1_MACS_peak_18499_lociStitched	chr19	36397494	36399768	1	2275	2179.4016	257.41679999999997
3_MACS_peak_9011_lociStitched	chr12	53206914	53209186	3	1514	1788.2912000000001	143.3632
3_MACS_peak_15625_lociStitched	chr17	79906490	79908761	3	1740	1761.1605	165.3288
2_MACS_peak_17989_lociStitched	chr19	18208835	18211105	2	2058	2181.47	390.43999999999994
1_MACS_peak_23270_lociStitched	chr21	46056595	46058865	1	2271	2574.407	185.913
3_MACS_peak_31254_lociStitched	chr8	22768852	22771122	3	1702	1725.2	174.33599999999998
3_MACS_peak_31623_lociStitched	chr8	142948257	142950527	3	1575	2047.54	165.483
3_MACS_peak_9541_lociStitched	chr14	100203188	100205457	3	1796	1962.4581	90.76
4_MACS_peak_17563_lociStitched	chr19	14875395	14877664	4	1928	2117.2039	216.4626
2_MACS_peak_21460_lociStitched	chr20	31572509	31574778	2	1310	1915.0359999999998	196.94920000000002
1_MACS_peak_19914_lociStitched	chr19	50959993	50962261	1	2269	2370.7403999999997	243.1296
2_MACS_peak_9104_lociStitched	chr12	54499774	54502040	2	2093	1868.5436	233.8512
2_MACS_peak_13980_lociStitched	chr17	43754953	43757218	2	1408	1572.363	164.439
3_MACS_peak_5609_lociStitched	chr10	102561179	102563443	3	1661	1853.9895999999999	206.9296
3_MACS_peak_27229_lociStitched	chr4	8292438	8294702	3	1233	1535.6712	158.9328
3_MACS_peak_30513_lociStitched	chr7	157455697	157457960	3	1636	1838.0086000000001	232.4101
3_MACS_peak_2104_lociStitched	chr1	17494054	17496315	3	1795	1915.7453	203.26389999999998
2_MACS_peak_11199_lociStitched	chr16	10870830	10873090	2	1966	2119.654	256.962
3_MACS_peak_18849_lociStitched	chr19	41598914	41601173	3	1236	1587.1734	229.5144
2_MACS_peak_28316_lociStitched	chr6	24930231	24932490	2	1433	1796.1309	270.1764
3_MACS_peak_6821_lociStitched	chr11	60992140	60994398	3	1412	1320.9299999999998	147.6732
3_MACS_peak_18502_lociStitched	chr19	36405972	36408229	3	1861	1868.7959999999998	259.78069999999997
2_MACS_peak_29807_lociStitched	chr7	101153646	101155903	2	2110	2309.1366999999996	200.4216
2_MACS_peak_19535_lociStitched	chr19	48494227	48496483	2	1885	1780.4352000000001	157.6944
2_MACS_peak_23466_lociStitched	chr21	47440670	47442924	2	2073	1946.5544	245.2352
3_MACS_peak_28731_lociStitched	chr6	108436535	108438788	3	1648	1863.9069000000002	257.7432
2_MACS_peak_3412_lociStitched	chr1	27337196	27339448	2	2097	2239.3887999999997	289.6072
3_MACS_peak_5187_lociStitched	chr10	71252931	71255183	3	1574	1873.4388	140.5248
2_MACS_peak_1026_lociStitched	chr1	5878644	5880895	2	1808	2222.8625	182.55610000000001
3_MACS_peak_32061_lociStitched	chr8	144781983	144784234	3	2114	1825.7861	210.6936
3_MACS_peak_26703_lociStitched	chr4	6495581	6497831	3	1866	1934.55	130.725
2_MACS_peak_12917_lociStitched	chr17	6580085	6582333	2	2070	2094.012	295.8368
3_MACS_peak_14342_lociStitched	chr17	58198766	58201014	3	1578	1522.3456	237.8384
1_MACS_peak_17405_lociStitched	chr19	13709467	13711714	1	2248	2178.6912	154.5936
2_MACS_peak_16743_lociStitched	chr19	6493784	6496030	2	1961	1786.4684	350.6006
1_MACS_peak_2775_lociStitched	chr1	19354513	19356758	1	2246	2607.792	181.17149999999998
2_MACS_peak_22033_lociStitched	chr20	56534458	56536703	2	1628	1753.1205	169.94650000000001
1_MACS_peak_19444_lociStitched	chr19	48041062	48043306	1	2245	2305.2612000000004	262.3236
2_MACS_peak_31377_lociStitched	chr8	120216956	120219199	2	1916	2581.693	384.0016
2_MACS_peak_10081_lociStitched	chr15	30687037	30689278	2	1540	1271.0952	115.6356
3_MACS_peak_1076_lociStitched	chr1	6461067	6463307	3	1501	1964.256	208.544
2_MACS_peak_17166_lociStitched	chr19	10147162	10149402	2	1729	1731.52	247.296
3_MACS_peak_17948_lociStitched	chr19	18018732	18020971	3	1805	2007.2635	128.7425
3_MACS_peak_11668_lociStitched	chr16	84861634	84863872	3	1385	1714.9794	120.4044
3_MACS_peak_20027_lociStitched	chr19	54668996	54671234	3	1893	2413.4592000000002	287.583
2_MACS_peak_29056_lociStitched	chr7	1660211	1662449	2	1931	2268.4368	229.8426
2_MACS_peak_32436_lociStitched	chr9	129344340	129346578	2	2236	2314.3158	305.7108
2_MACS_peak_33356_lociStitched	chr9	137100006	137102244	2	2005	2291.9358	358.5276
1_MACS_peak_4919_lociStitched	chr1	226735992	226738229	1	2238	4534.6227	333.98409999999996
2_MACS_peak_17329_lociStitched	chr19	13196138	13198375	2	1894	1947.5322	238.6879
2_MACS_peak_23847_lociStitched	chr22	24639392	24641629	2	2049	2068.5539	248.97809999999998
2_MACS_peak_27598_lociStitched	chr5	558376	560611	2	1568	1767.885	196.67999999999998
1_MACS_peak_29874_lociStitched	chr7	126890334	126892569	1	2236	2463.6405	406.77
2_MACS_peak_18796_lociStitched	chr19	41280887	41283120	2	2190	2277.2134	332.94030000000004
2_MACS_peak_14422_lociStitched	chr17	64959149	64961380	2	1584	1592.934	134.7524
3_MACS_peak_5401_lociStitched	chr10	73311153	73313383	3	1755	1791.582	240.84
3_MACS_peak_17384_lociStitched	chr19	13391002	13393232	3	1949	2272.37	143.612
1_MACS_peak_22487_lociStitched	chr20	60393935	60396165	1	2231	2665.965	69.13
2_MACS_peak_23989_lociStitched	chr22	27837078	27839307	2	1760	1850.5158000000001	140.8728
1_MACS_peak_11481_lociStitched	chr16	49892106	49894333	1	2228	2498.4712999999997	174.3741
3_MACS_peak_19971_lociStitched	chr19	51240679	51242905	3	1464	1641.4524000000001	148.25160000000002
2_MACS_peak_28806_lociStitched	chr6	158243398	158245624	2	1532	1871.6208	83.25240000000001
2_MACS_peak_17819_lociStitched	chr19	17578487	17580712	2	1820	2353.1600000000003	240.96749999999997
3_MACS_peak_24725_lociStitched	chr22	44251973	44254198	3	1310	1535.2499999999998	118.36999999999999
3_MACS_peak_8288_lociStitched	chr11	119402279	119404503	3	1973	1712.9248	201.7168
3_MACS_peak_14159_lociStitched	chr17	47233271	47235495	3	1825	2124.3648000000003	242.63840000000002
2_MACS_peak_14481_lociStitched	chr17	71450995	71453218	2	1286	1761.2829	170.2818
3_MACS_peak_6752_lociStitched	chr11	45672485	45674706	3	1597	1930.7152999999998	145.0313
1_MACS_peak_14032_lociStitched	chr17	44059795	44062015	1	2221	2201.352	181.818
3_MACS_peak_21472_lociStitched	chr20	31622369	31624589	3	1322	1676.9879999999998	172.05
3_MACS_peak_7126_lociStitched	chr11	64747200	64749419	3	1542	1583.2565	217.0182
2_MACS_peak_24887_lociStitched	chr22	44953209	44955428	2	1332	1658.9244	85.2096
2_MACS_peak_26477_lociStitched	chr4	3547194	3549412	2	1300	1459.8876	198.2892
2_MACS_peak_3423_lociStitched	chr1	27716568	27718785	2	1589	1956.9459000000002	299.5167
2_MACS_peak_32476_lociStitched	chr9	130902117	130904334	2	1571	1762.9584	169.1571
2_MACS_peak_30077_lociStitched	chr7	151590244	151592459	2	2159	2155.4165	213.083
2_MACS_peak_20267_lociStitched	chr19	55982367	55984581	2	1302	1682.8614	249.2964
3_MACS_peak_20759_lociStitched	chr2	114330810	114333023	3	1740	1179.529	299.19759999999997
3_MACS_peak_21437_lociStitched	chr20	30670980	30673193	3	2173	2083.0969	284.8131
3_MACS_peak_26494_lociStitched	chr4	3615603	3617815	3	1956	1778.0056	153.5128
3_MACS_peak_30740_lociStitched	chr7	158347979	158350191	3	1405	1474.9615999999999	156.3884
3_MACS_peak_31279_lociStitched	chr8	37822350	37824560	3	1686	1739.491	171.717
2_MACS_peak_13175_lociStitched	chr17	8906218	8908426	2	1830	1987.8624	47.471999999999994
3_MACS_peak_5485_lociStitched	chr10	91409753	91411960	3	1990	1969.5267999999999	312.7319
2_MACS_peak_2849_lociStitched	chr1	20602651	20604857	2	2173	1838.9216000000001	226.5562
3_MACS_peak_5547_lociStitched	chr10	102372398	102374604	3	1992	1990.2532	155.3024
1_MACS_peak_17073_lociStitched	chr19	8646196	8648402	1	2207	2014.9604	274.4264
3_MACS_peak_1820_lociStitched	chr1	11613396	11615601	3	1669	1727.6174999999998	190.953
2_MACS_peak_6362_lociStitched	chr11	1454333	1456535	2	1950	2129.1138	138.726
1_MACS_peak_29441_lociStitched	chr7	73618821	73621023	1	2203	3132.1248	258.2946
3_MACS_peak_30851_lociStitched	chr8	1684887	1687089	3	1814	1830.7428	215.13539999999998
3_MACS_peak_16202_lociStitched	chr19	3254993	3257193	3	1383	1780.02	238.48
3_MACS_peak_16783_lociStitched	chr19	6891193	6893393	3	2006	1797.8400000000001	370.03999999999996
1_MACS_peak_21749_lociStitched	chr20	46750902	46753102	1	2201	2319.68	154.22
3_MACS_peak_28821_lociStitched	chr6	168107364	168109564	3	1399	1580.7	118.36
2_MACS_peak_3614_lociStitched	chr1	30177978	30180177	2	1618	1896.4176000000002	175.7001
1_MACS_peak_8236_lociStitched	chr11	118497722	118499920	1	2199	2750.797	147.7056
2_MACS_peak_2394_lociStitched	chr1	18219337	18221534	2	1448	1612.3783	113.1455
2_MACS_peak_20005_lociStitched	chr19	51338780	51340977	2	1715	2034.2023	226.51069999999999
3_MACS_peak_24119_lociStitched	chr22	30965471	30967668	3	1796	1858.0029	143.9035
2_MACS_peak_13555_lociStitched	chr17	34823689	34825885	2	2123	2264.2956	153.5004
2_MACS_peak_5329_lociStitched	chr10	72976969	72979163	2	1774	1894.2995999999998	193.29139999999998
3_MACS_peak_9475_lociStitched	chr14	23833488	23835681	3	1354	1779.4002	66.0093
2_MACS_peak_32923_lociStitched	chr9	134982816	134985009	2	1781	2121.2889	143.8608
2_MACS_peak_8167_lociStitched	chr11	117533667	117535859	2	2174	1901.5600000000002	159.1392
1_MACS_peak_10567_lociStitched	chr15	79101645	79103837	1	2193	3731.0032	195.5264
3_MACS_peak_18263_lociStitched	chr19	34110198	34112390	3	1212	1489.2448	232.7904
3_MACS_peak_22360_lociStitched	chr20	58402665	58404857	3	2016	1986.6096	194.86880000000002
2_MACS_peak_27105_lociStitched	chr4	8015394	8017584	2	2108	2105.685	154.614
3_MACS_peak_8705_lociStitched	chr12	6882103	6884291	3	1991	2014.0539999999999	231.70919999999998
3_MACS_peak_10084_lociStitched	chr15	30861365	30863553	3	1612	1467.7104	188.8244
4_MACS_peak_19272_lociStitched	chr19	46715614	46717799	4	1716	1865.3345	149.2355
3_MACS_peak_3603_lociStitched	chr1	30158039	30160223	3	1744	2069.1216	83.86559999999999
3_MACS_peak_21542_lociStitched	chr20	34948801	34950985	3	1964	1748.0736	236.30880000000002
2_MACS_peak_25654_lociStitched	chr3	10779158	10781342	2	1319	1578.1584	256.40160000000003
4_MACS_peak_3659_lociStitched	chr1	30374187	30376370	4	1513	1778.9267	183.15370000000001
3_MACS_peak_10076_lociStitched	chr15	30393320	30395503	3	1260	1089.7536	222.2294
3_MACS_peak_16232_lociStitched	chr19	3322966	3325148	3	1821	1737.0902	252.02100000000002
2_MACS_peak_17363_lociStitched	chr19	13327658	13329840	2	2036	2017.4772	283.8782
1_MACS_peak_28687_lociStitched	chr6	43044122	43046304	1	2183	3071.6014	239.5836
2_MACS_peak_31336_lociStitched	chr8	86765797	86767978	2	1951	1383.1902	463.0263
3_MACS_peak_8861_lociStitched	chr12	52539620	52541800	3	1259	1732.2279999999998	175.926
3_MACS_peak_11731_lociStitched	chr16	85162465	85164645	3	1345	1830.1100000000001	152.16400000000002
3_MACS_peak_19865_lociStitched	chr19	50750924	50753103	3	1200	1575.417	132.2653
2_MACS_peak_25874_lociStitched	chr3	40370139	40372318	2	1772	2088.5715	228.57709999999997
2_MACS_peak_28761_lociStitched	chr6	150225913	150228092	2	1933	2392.9778	66.4595
1_MACS_peak_5297_lociStitched	chr10	72199884	72202061	1	2178	2394.7000000000003	121.912
1_MACS_peak_4406_lociStitched	chr1	147486026	147488202	1	2177	2516.9792	307.46880000000004
2_MACS_peak_7679_lociStitched	chr11	70257249	70259424	2	1457	1946.4075	167.04
4_MACS_peak_14583_lociStitched	chr17	72028376	72030551	4	1564	1469.6475	139.635
2_MACS_peak_5945_lociStitched	chr10	134619070	134621242	2	1238	1313.8428	129.8856
2_MACS_peak_31725_lociStitched	chr8	143246353	143248524	2	1817	1895.5001	99.4318
4_MACS_peak_27040_lociStitched	chr4	7773704	7775874	4	1436	1614.914	145.82399999999998
2_MACS_peak_22271_lociStitched	chr20	57956010	57958179	2	2049	2085.4935	183.7143
2_MACS_peak_5004_lociStitched	chr1	235810754	235812922	2	1555	1884.8591999999999	356.2024
3_MACS_peak_18188_lociStitched	chr19	33062316	33064484	3	1079	1298.8488	148.9416
3_MACS_peak_18857_lociStitched	chr19	41629342	41631510	3	1851	1614.9432	165.2016
2_MACS_peak_20058_lociStitched	chr19	54801575	54803743	2	1309	1866.648	123.3592
3_MACS_peak_12043_lociStitched	chr16	86022819	86024986	3	1385	1939.0316	111.38380000000001
3_MACS_peak_11090_lociStitched	chr16	4054801	4056967	3	1942	1657.2066	204.0372
2_MACS_peak_22252_lociStitched	chr20	57875699	57877865	2	1503	1646.3766	144.03900000000002
3_MACS_peak_20393_lociStitched	chr2	600796	602960	3	1458	1885.9260000000002	159.48680000000002
2_MACS_peak_27905_lociStitched	chr5	149547565	149549729	2	1263	1968.158	244.532
3_MACS_peak_8365_lociStitched	chr11	123448391	123450553	3	1881	1971.9602	199.3364
2_MACS_peak_8412_lociStitched	chr11	133900763	133902925	2	1798	1680.7387999999999	196.52579999999998
3_MACS_peak_11539_lociStitched	chr16	57834210	57836372	3	1535	1703.0074	252.954
2_MACS_peak_18050_lociStitched	chr19	18736089	18738251	2	2084	1984.7160000000001	192.6342
1_MACS_peak_15718_lociStitched	chr17	81130363	81132522	1	2160	2043.0617	218.7067
1_MACS_peak_15833_lociStitched	chr19	288613	290772	1	2160	2644.1272999999997	174.6631
3_MACS_peak_11883_lociStitched	chr16	85386360	85388518	3	1013	1161.6514	82.6514
2_MACS_peak_14431_lociStitched	chr17	65026781	65028939	2	1951	1796.3192000000001	121.71119999999999
2_MACS_peak_15177_lociStitched	chr17	77050604	77052762	2	1602	2104.2658	227.8848
4_MACS_peak_3731_lociStitched	chr1	30677130	30679287	4	1449	1592.0817	201.4638
2_MACS_peak_4834_lociStitched	chr1	205033522	205035679	2	1377	1782.5448000000001	298.5288
3_MACS_peak_8680_lociStitched	chr12	3708322	3710479	3	1697	1714.815	183.1293
1_MACS_peak_22899_lociStitched	chr21	36041274	36043431	1	2158	2125.5078000000003	152.7156
2_MACS_peak_17749_lociStitched	chr19	17050770	17052926	2	1278	1739.892	252.03640000000001
2_MACS_peak_25625_lociStitched	chr22	51180934	51183090	2	1821	1825.9164	208.9164
4_MACS_peak_20234_lociStitched	chr19	55725091	55727246	4	1699	1513.2410000000002	209.897
2_MACS_peak_21774_lociStitched	chr20	48834540	48836695	2	1430	1674.6505	231.01600000000002
2_MACS_peak_18392_lociStitched	chr19	35939370	35941523	2	1688	2005.3042	303.7883
2_MACS_peak_2057_lociStitched	chr1	17237988	17240140	2	1603	2078.6168	351.85200000000003
3_MACS_peak_24774_lociStitched	chr22	44584631	44586783	3	1501	1680.0664	102.43520000000001
2_MACS_peak_27676_lociStitched	chr5	1218210	1220362	2	1602	1909.8999999999999	128.04399999999998
2_MACS_peak_27776_lociStitched	chr5	1916329	1918481	2	1197	1581.72	113.6256
3_MACS_peak_31420_lociStitched	chr8	142092392	142094544	3	1812	1930.1288	257.164
1_MACS_peak_4403_lociStitched	chr1	145969266	145971417	1	2152	2257.2594000000004	771.1334999999999
1_MACS_peak_15618_lociStitched	chr17	79775014	79777165	1	2152	2103.4629	241.3422
2_MACS_peak_32347_lociStitched	chr9	124327700	124329850	2	1817	1719.1399999999999	108.78999999999999
2_MACS_peak_33162_lociStitched	chr9	136092439	136094589	2	2014	1973.915	243.16500000000002
3_MACS_peak_4154_lociStitched	chr1	37506683	37508832	3	1261	1581.2342	116.6907
1_MACS_peak_7153_lociStitched	chr11	65599273	65601422	1	2150	2620.4906	486.10380000000004
3_MACS_peak_26733_lociStitched	chr4	6659979	6662128	3	1277	1587.8961	123.99730000000001
2_MACS_peak_32366_lociStitched	chr9	124887644	124889793	2	2097	2329.0862	267.7654
2_MACS_peak_26988_lociStitched	chr4	7647778	7649923	2	1741	1798.3680000000002	136.2075
3_MACS_peak_14239_lociStitched	chr17	48076975	48079119	3	1906	1973.7664	236.05440000000002
2_MACS_peak_16410_lociStitched	chr19	4877281	4879425	2	2135	1760.224	210.3264
3_MACS_peak_9304_lociStitched	chr13	112830089	112832232	3	1200	1493.4567	109.0787
1_MACS_peak_10556_lociStitched	chr15	78911184	78913327	1	2144	3508.7339	188.79829999999998
3_MACS_peak_30058_lociStitched	chr7	151548830	151550973	3	1622	1936.4148	257.8029
3_MACS_peak_14849_lociStitched	chr17	73576801	73578943	3	1288	1747.6578	138.159
2_MACS_peak_3361_lociStitched	chr1	23335354	23337495	2	1753	1903.7772	265.6981
1_MACS_peak_32182_lociStitched	chr8	145919372	145921513	1	2142	1978.0699000000002	120.11009999999999
2_MACS_peak_10156_lociStitched	chr15	52028844	52030983	2	1877	1964.6715	200.42430000000002
3_MACS_peak_3510_lociStitched	chr1	29711292	29713428	3	1464	1697.2656	143.7528
2_MACS_peak_24450_lociStitched	chr22	39745403	39747539	2	1802	2268.0048	183.05519999999999
3_MACS_peak_1542_lociStitched	chr1	9177874	9180008	3	1118	1433.4078	189.0724
2_MACS_peak_30696_lociStitched	chr7	158241808	158243942	2	1790	1887.7364	173.4942
2_MACS_peak_19334_lociStitched	chr19	46938742	46940875	2	1267	1878.9597	272.5974
1_MACS_peak_26288_lociStitched	chr3	194406677	194408810	1	2134	3703.9545	451.3428
2_MACS_peak_763_lociStitched	chr1	4417192	4419324	2	1405	1512.654	153.504
1_MACS_peak_3831_lociStitched	chr1	30984811	30986943	1	2133	2142.0204	244.32719999999998
2_MACS_peak_9007_lociStitched	chr12	53183063	53185195	2	2032	2190.63	238.3576
3_MACS_peak_9889_lociStitched	chr14	105363750	105365882	3	1794	1924.1299999999999	99.138
3_MACS_peak_1823_lociStitched	chr1	11616769	11618899	3	1281	1454.364	183.17999999999998
3_MACS_peak_22256_lociStitched	chr20	57898324	57900454	3	1760	1459.476	235.152
3_MACS_peak_31750_lociStitched	chr8	143317587	143319717	3	1087	1443.714	82.644
3_MACS_peak_13781_lociStitched	chr17	41659047	41661176	3	1830	1851.3784	258.8864
2_MACS_peak_27709_lociStitched	chr5	1439885	1442013	2	2045	2089.4832	266.0
1_MACS_peak_4555_lociStitched	chr1	157081489	157083616	1	2128	2285.4615	363.2916
2_MACS_peak_26464_lociStitched	chr4	3269902	3272029	2	1493	1870.9092	114.6453
3_MACS_peak_6465_lociStitched	chr11	1889784	1891909	3	1748	1796.6875	266.2625
1_MACS_peak_29113_lociStitched	chr7	2570945	2573070	1	2126	2362.7875000000004	222.9125
2_MACS_peak_2538_lociStitched	chr1	18681239	18683363	2	1135	1720.0151999999998	87.9336
3_MACS_peak_23509_lociStitched	chr22	17847652	17849776	3	1931	2162.232	191.16
2_MACS_peak_25855_lociStitched	chr3	14964492	14966616	2	2117	2112.7428	229.6044
2_MACS_peak_17090_lociStitched	chr19	8685077	8687199	2	2074	2156.5886	216.444
2_MACS_peak_3429_lociStitched	chr1	29190857	29192978	2	1929	1961.0765999999999	213.37259999999998
2_MACS_peak_12013_lociStitched	chr16	85916696	85918817	2	1952	1777.1859	84.4158
3_MACS_peak_34386_lociStitched	chrX	153089183	153091303	3	2051	1835.0720000000001	134.196
2_MACS_peak_5866_lociStitched	chr10	133957030	133959146	2	1175	1650.48	133.7312
2_MACS_peak_8353_lociStitched	chr11	119999531	120001647	2	1928	1952.2215999999999	177.744
3_MACS_peak_12867_lociStitched	chr17	6290709	6292825	3	1479	1654.5004000000001	228.3164
2_MACS_peak_9693_lociStitched	chr14	103987723	103989838	2	1817	1734.7230000000002	105.5385
2_MACS_peak_20643_lociStitched	chr2	74728372	74730485	2	1137	1786.1189000000002	295.3974
3_MACS_peak_21874_lociStitched	chr20	49244250	49246363	3	1901	1847.8185	186.15529999999998
2_MACS_peak_6652_lociStitched	chr11	10471551	10473663	2	2048	2659.8528	298.0032
2_MACS_peak_32508_lociStitched	chr9	131180494	131182606	2	1668	1747.4688	230.6304
2_MACS_peak_8516_lociStitched	chr12	569500	571611	2	1977	1950.7751	287.5182
2_MACS_peak_4884_lociStitched	chr1	208083492	208085602	2	1818	1846.883	422.211
1_MACS_peak_21312_lociStitched	chr20	3073051	3075160	1	2110	2183.8695000000002	175.4688
3_MACS_peak_22291_lociStitched	chr20	58008001	58010109	3	1349	1683.8703999999998	142.5008
3_MACS_peak_30858_lociStitched	chr8	1759603	1761711	3	2019	1952.4296	202.368
2_MACS_peak_3418_lociStitched	chr1	27694335	27696442	2	1404	1769.2479	223.13129999999998
1_MACS_peak_11040_lociStitched	chr16	3206661	3208768	1	2108	2258.0719000000004	294.98
3_MACS_peak_21083_lociStitched	chr2	240994965	240997072	3	1227	1508.4013	127.6842
2_MACS_peak_22423_lociStitched	chr20	60218090	60220197	2	1892	1696.5564000000002	217.6531
3_MACS_peak_24255_lociStitched	chr22	37115209	37117316	3	1684	1744.1746	174.881
3_MACS_peak_26687_lociStitched	chr4	6425846	6427953	3	1616	1677.3827	118.2027
2_MACS_peak_1834_lociStitched	chr1	11660629	11662734	2	1896	1815.9835	206.0795
1_MACS_peak_26857_lociStitched	chr4	7314451	7316556	1	2106	2113.2095	115.5645
2_MACS_peak_16665_lociStitched	chr19	6086058	6088162	2	1554	1694.772	543.0424
2_MACS_peak_20802_lociStitched	chr2	128179471	128181574	2	1946	2096.9013	146.57909999999998
3_MACS_peak_7685_lociStitched	chr11	70281547	70283649	3	1563	1604.877	150.5032
3_MACS_peak_10263_lociStitched	chr15	74174474	74176576	3	1546	1655.325	247.82580000000002
2_MACS_peak_16858_lociStitched	chr19	7714449	7716551	2	2061	2453.6646	447.93620000000004
3_MACS_peak_16736_lociStitched	chr19	6401379	6403480	3	1709	1928.718	245.1867
2_MACS_peak_28296_lociStitched	chr6	10886649	10888750	2	2093	2040.7013000000002	298.7622
3_MACS_peak_21751_lociStitched	chr20	47102575	47104675	3	1485	1695.1200000000001	147.84
2_MACS_peak_13436_lociStitched	chr17	21408570	21410669	2	2031	1998.6678000000002	171.69819999999999
2_MACS_peak_26296_lociStitched	chr3	195451176	195453275	2	1534	1467.8307	262.5849
2_MACS_peak_2387_lociStitched	chr1	18206696	18208794	2	1615	1982.4001999999998	182.3162
3_MACS_peak_5259_lociStitched	chr10	71605482	71607580	3	1088	1474.6842	163.22439999999997
2_MACS_peak_2107_lociStitched	chr1	17499517	17501611	2	1537	1650.4908	201.44279999999998
3_MACS_peak_1729_lociStitched	chr1	11409132	11411225	3	1766	1845.1888000000001	164.3005
2_MACS_peak_21219_lociStitched	chr2	241916022	241918115	2	1818	1262.9162000000001	94.185
2_MACS_peak_32669_lociStitched	chr9	132912548	132914641	2	1863	2137.9995000000004	133.32410000000002
1_MACS_peak_34043_lociStitched	chr9	139665342	139667435	1	2094	2412.6011000000003	322.5313
2_MACS_peak_26329_lociStitched	chr3	197181654	197183746	2	1772	2107.2716	503.126
2_MACS_peak_32561_lociStitched	chr9	132183923	132186015	2	1882	1983.0067999999999	294.76279999999997
2_MACS_peak_19486_lociStitched	chr19	48333847	48335938	2	1170	1469.7639	121.9053
1_MACS_peak_27881_lociStitched	chr5	139134368	139136459	1	2092	2916.5268	212.6547
