#21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_ROSE/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam
#Using cutoff of 18823.2984 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuperStretch
10_MACS_peak_8826_lociStitched	chr12	52397399	52417372	10	18055	27962.2	2296.895	534	1
3_MACS_peak_25928_lociStitched	chr3	48616156	48633619	3	17261	28738.8591	1775.9871	535	1
6_MACS_peak_12671_lociStitched	chr17	1150399	1171508	6	19859	24186.6922	2362.0971	536	1
16_MACS_peak_7608_lociStitched	chr11	69939845	69963837	16	19229	24997.2648	1775.408	537	1
4_MACS_peak_281_lociStitched	chr1	2458156	2475302	4	16438	29612.8566	1453.9808	539	1
9_MACS_peak_8454_lociStitched	chr12	146742	168972	9	19419	27934.218	5259.618	540	1
7_MACS_peak_29620_lociStitched	chr7	100414672	100434133	7	18269	26624.5941	1749.5439	541	1
11_MACS_peak_33761_lociStitched	chr9	138230596	138252041	11	19312	24179.2375	1503.2945	542	1
8_MACS_peak_8779_lociStitched	chr12	50347532	50367713	8	18453	26356.386	2217.8919	543	1
7_MACS_peak_32105_lociStitched	chr8	145093563	145112076	7	17392	27543.6414	1551.3894	544	1
8_MACS_peak_29131_lociStitched	chr7	2712981	2733247	8	18290	25752.0062	1586.8278	545	1
7_MACS_peak_20956_lociStitched	chr2	219877983	219897734	7	18835	24872.4343	1945.4735	546	1
7_MACS_peak_22480_lociStitched	chr20	60372389	60392546	7	19103	23577.6429	1261.8282	547	1
4_MACS_peak_29525_lociStitched	chr7	99757710	99774647	4	16442	29351.821	2096.8006	548	1
4_MACS_peak_17031_lociStitched	chr19	8391985	8409965	4	17406	28271.752	2686.212	549	1
5_MACS_peak_28062_lociStitched	chr5	176300035	176317138	5	16544	28567.1409	1597.4202	550	1
9_MACS_peak_30280_lociStitched	chr7	155608573	155630027	9	19139	24191.5304	2411.4296	551	1
6_MACS_peak_28083_lociStitched	chr5	176885031	176902738	6	16070	29276.7538	1862.7764	552	1
4_MACS_peak_5342_lociStitched	chr10	73044501	73063044	4	18019	26108.544	2152.8423	553	1
9_MACS_peak_13008_lociStitched	chr17	7164113	7183838	9	17841	26488.7025	2217.09	554	1
12_MACS_peak_15147_lociStitched	chr17	76580307	76602851	12	18929	24273.1248	2247.6368	555	1
9_MACS_peak_34110_lociStitched	chr9	140198872	140217714	9	17761	25785.277	1494.1706	556	1
4_MACS_peak_24530_lociStitched	chr22	42746887	42765291	4	17457	26748.3736	1912.1756	557	1
9_MACS_peak_9345_lociStitched	chr13	113606279	113626389	9	18574	24306.957	1787.779	559	1
6_MACS_peak_24606_lociStitched	chr22	43592797	43611948	6	17574	25920.8785	1572.2971	560	1
4_MACS_peak_22993_lociStitched	chr21	43159689	43177998	4	17301	27020.4222	2317.9194	561	1
5_MACS_peak_2638_lociStitched	chr1	18954327	18973236	5	18176	24074.9388	1119.4128	562	1
6_MACS_peak_32928_lociStitched	chr9	134999638	135018999	6	17965	25045.3896	1740.5539	563	1
16_MACS_peak_11931_lociStitched	chr16	85486641	85510644	16	18906	22161.9699	936.117	564	1
9_MACS_peak_19607_lociStitched	chr19	49042897	49063700	9	18025	25115.4619	2022.0516	565	1
5_MACS_peak_7058_lociStitched	chr11	64321080	64340217	5	17524	25567.032	1536.7011	566	1
10_MACS_peak_5226_lociStitched	chr10	71483667	71504725	10	18202	24747.3616	2101.5884	567	1
4_MACS_peak_23185_lociStitched	chr21	45666184	45681755	4	15365	29911.891	2344.9926	568	1
4_MACS_peak_1950_lociStitched	chr1	16383326	16399956	4	16123	28236.077	1845.93	569	1
10_MACS_peak_1032_lociStitched	chr1	5892616	5913140	10	18937	22393.7364	1555.7192	570	1
7_MACS_peak_31190_lociStitched	chr8	21897991	21916494	7	16518	27278.9729	1657.8688	571	1
8_MACS_peak_32028_lociStitched	chr8	144493507	144511599	8	15747	28265.1316	1530.5832	572	1
9_MACS_peak_24035_lociStitched	chr22	30104585	30123276	9	17065	26079.5523	1560.6985	573	1
14_MACS_peak_24381_lociStitched	chr22	37963566	37985724	14	19050	22483.7226	2293.353	574	1
4_MACS_peak_4525_lociStitched	chr1	156580241	156596922	4	16334	28914.8454	3299.5018	576	1
7_MACS_peak_118_lociStitched	chr1	1376875	1396334	7	17853	24623.4186	1932.2787	577	1
7_MACS_peak_3218_lociStitched	chr1	22984687	23004679	7	18817	22504.9944	1951.2192	578	1
5_MACS_peak_32607_lociStitched	chr9	132306930	132325919	5	17674	24634.4297	1760.2803	579	1
1_MACS_peak_13542_lociStitched	chr17	34577019	34592491	1	15473	31381.8576	4768.4704	580	1
2_MACS_peak_31769_lociStitched	chr8	143531693	143550025	2	17864	23519.956	1173.248	581	1
13_MACS_peak_33815_lociStitched	chr9	138343721	138366484	13	18748	22280.4244	1987.2099	582	1
7_MACS_peak_23447_lociStitched	chr21	47383308	47400616	7	15363	28973.592	2341.7724	583	1
15_MACS_peak_31034_lociStitched	chr8	7423398	7443441	15	18388	22941.2178	2016.3258	585	1
6_MACS_peak_14117_lociStitched	chr17	46799334	46816964	6	16199	27453.436	2321.871	586	1
12_MACS_peak_31109_lociStitched	chr8	7869784	7890704	12	18160	23436.676	2209.152	587	1
9_MACS_peak_999_lociStitched	chr1	5799124	5819183	9	17476	24217.2307	1628.7908	588	1
15_MACS_peak_6722_lociStitched	chr11	44322128	44343174	15	17764	23512.5912	1639.4834	589	1
9_MACS_peak_29701_lociStitched	chr7	100827630	100847033	9	18287	22680.1667	2021.7926	590	1
15_MACS_peak_20290_lociStitched	chr19	56055132	56077354	15	18276	22315.3324	1651.0946	592	1
4_MACS_peak_22672_lociStitched	chr20	61713554	61730642	4	16303	25743.072	1264.512	594	1
4_MACS_peak_15628_lociStitched	chr17	79910453	79927201	4	15463	27478.4436	1626.2308	595	1
10_MACS_peak_29021_lociStitched	chr7	1547748	1569045	10	17882	23390.4951	2097.7545	596	1
6_MACS_peak_16931_lociStitched	chr19	7949705	7968048	6	16532	26419.4229	2509.3224	597	1
11_MACS_peak_28516_lociStitched	chr6	33909321	33931418	11	18050	22744.4421	1898.1323	598	1
8_MACS_peak_25578_lociStitched	chr22	50587683	50608442	8	17293	24566.2006	2115.3421	599	1
6_MACS_peak_11391_lociStitched	chr16	31007923	31026668	6	17411	24100.4465	1891.3705	600	1
9_MACS_peak_2290_lociStitched	chr1	17982017	18002004	9	18151	22389.4374	1790.8352	601	1
10_MACS_peak_32115_lociStitched	chr8	145552545	145571277	10	16301	25837.0476	1577.2344	602	1
8_MACS_peak_15393_lociStitched	chr17	77874482	77892892	8	17424	24056.347	1958.824	603	1
4_MACS_peak_13538_lociStitched	chr17	34488433	34504836	4	15538	29917.4317	4469.8175	604	1
4_MACS_peak_26571_lociStitched	chr4	3820906	3838555	4	17452	23360.2164	1447.218	605	1
4_MACS_peak_27719_lociStitched	chr5	1652556	1670224	4	16411	25664.5368	1793.302	606	1
5_MACS_peak_22798_lociStitched	chr20	62463147	62481047	5	16412	25289.12	1455.27	607	1
13_MACS_peak_14708_lociStitched	chr17	72413522	72433915	13	17903	22573.0117	1731.3657	608	1
9_MACS_peak_3194_lociStitched	chr1	22939289	22959051	9	18320	21736.2238	1863.5566	609	1
7_MACS_peak_33294_lociStitched	chr9	136590808	136610037	7	17609	23215.1717	1738.3016	610	1
13_MACS_peak_10001_lociStitched	chr14	106081368	106101351	13	17275	23845.7139	1682.5686	611	1
7_MACS_peak_10558_lociStitched	chr15	79054229	79072985	7	17342	23580.0432	1562.3748	612	1
12_MACS_peak_23421_lociStitched	chr21	47024482	47045224	12	17751	23233.1142	2333.475	613	1
4_MACS_peak_28462_lociStitched	chr6	33760577	33779264	4	17932	22198.2873	1775.265	614	1
10_MACS_peak_20326_lociStitched	chr19	56267070	56286317	10	17489	24264.6929	3152.6586	616	1
6_MACS_peak_22520_lociStitched	chr20	60468892	60487290	6	17257	22793.2822	1217.9476	617	1
8_MACS_peak_14204_lociStitched	chr17	47594108	47613914	8	16842	24196.9902	2012.2896	619	1
5_MACS_peak_23076_lociStitched	chr21	44011229	44028536	5	16760	24620.9382	2405.673	620	1
9_MACS_peak_12324_lociStitched	chr16	88490166	88509379	9	16853	22588.7241	878.0341	621	1
7_MACS_peak_8255_lociStitched	chr11	119210060	119226943	7	15036	26729.1656	1921.2854	622	1
5_MACS_peak_4866_lociStitched	chr1	205626052	205643677	5	16182	25743.075	2904.6	623	1
4_MACS_peak_32624_lociStitched	chr9	132405219	132421932	4	15802	24848.8884	1560.9942	624	1
10_MACS_peak_15030_lociStitched	chr17	75908596	75928198	10	17218	22530.5388	2117.016	625	1
4_MACS_peak_32866_lociStitched	chr9	133980574	133998357	4	16893	23009.4237	2014.8139	626	1
7_MACS_peak_10336_lociStitched	chr15	74559787	74578046	7	17220	21998.4432	1723.6496	627	1
11_MACS_peak_288_lociStitched	chr1	2497381	2515978	11	16914	22768.3071	1895.0343	628	1
9_MACS_peak_18018_lociStitched	chr19	18491972	18509829	9	16999	22544.4625	1962.4843	631	1
11_MACS_peak_14134_lociStitched	chr17	47033966	47052837	11	17080	22292.3123	1917.2936	632	1
18_MACS_peak_26946_lociStitched	chr4	7514524	7537953	18	17238	21090.7858	1529.9137	633	1
15_MACS_peak_33772_lociStitched	chr9	138255824	138278089	15	17266	20986.989	1534.0585	635	1
7_MACS_peak_10778_lociStitched	chr16	915670	933567	7	16740	22140.3787	1540.9317	636	1
13_MACS_peak_217_lociStitched	chr1	2057044	2077902	13	17237	21208.4144	1756.2436	637	1
6_MACS_peak_24478_lociStitched	chr22	40009932	40027797	6	16044	23735.439	1943.712	638	1
9_MACS_peak_10945_lociStitched	chr16	2343210	2361832	9	16111	23357.5746	1711.3618	639	1
19_MACS_peak_3136_lociStitched	chr1	22685290	22707534	19	17040	21638.9632	2015.3064	641	1
8_MACS_peak_1212_lociStitched	chr1	7279612	7298896	8	16921	21347.388	1492.5816	642	1
2_MACS_peak_18061_lociStitched	chr19	18899070	18915886	2	16613	22208.8912	1960.7456	644	1
6_MACS_peak_17425_lociStitched	chr19	13973476	13990834	6	15667	23862.0426	1838.2122	646	1
4_MACS_peak_16261_lociStitched	chr19	3451922	3467763	4	15504	24052.9744	1831.2196	647	1
9_MACS_peak_19153_lociStitched	chr19	45714572	45732288	9	16729	21282.2308	1525.3476	648	1
8_MACS_peak_23152_lociStitched	chr21	44896707	44915776	8	16578	22663.5065	2892.7673	649	1
4_MACS_peak_26524_lociStitched	chr4	3701327	3719286	4	16558	20900.6842	1104.4785	650	1
8_MACS_peak_15122_lociStitched	chr17	76517901	76536209	8	16590	21387.4056	1684.336	651	1
4_MACS_peak_23082_lociStitched	chr21	44032839	44048420	4	15042	24703.6755	2044.2272	652	1
7_MACS_peak_1365_lociStitched	chr1	7688073	7705898	7	16533	21078.0625	1315.485	653	1
13_MACS_peak_28920_lociStitched	chr7	1277261	1297388	13	16840	20155.1778	1211.6454	655	1
6_MACS_peak_25544_lociStitched	chr22	50477927	50495410	6	15885	22348.5189	1468.572	656	1
6_MACS_peak_17928_lociStitched	chr19	17976804	17993796	6	15864	22458.3264	1765.4688	660	1
4_MACS_peak_16815_lociStitched	chr19	7036716	7053183	4	16094	23588.9775	3408.669	662	1
9_MACS_peak_3235_lociStitched	chr1	23033566	23052027	9	16028	21728.597	1602.4148	666	1
6_MACS_peak_22997_lociStitched	chr21	43179547	43196379	6	15516	22942.016	1875.0848	668	1
7_MACS_peak_15340_lociStitched	chr17	77684992	77702255	7	15794	22020.6828	1681.4162	672	1
4_MACS_peak_16811_lociStitched	chr19	7016000	7033804	4	16246	22473.9892	3161.9904	673	1
4_MACS_peak_15022_lociStitched	chr17	75875582	75891250	4	15196	23420.5264	2036.84	675	1
4_MACS_peak_20820_lociStitched	chr2	128379450	128396652	4	15751	21633.2352	1584.3042	678	1
8_MACS_peak_34355_lociStitched	chrX	152897049	152914917	8	15796	20734.0272	854.0904	679	1
4_MACS_peak_16770_lociStitched	chr19	6701141	6717209	4	15184	23240.7552	2214.1704	680	1
6_MACS_peak_21729_lociStitched	chr20	44930927	44947176	6	16034	20727.2244	1644.3988	683	1
3_MACS_peak_4822_lociStitched	chr1	204975694	204991714	3	15690	21921.768	2226.78	686	1
10_MACS_peak_18412_lociStitched	chr19	36043463	36060874	10	15864	20586.7664	1485.1583	687	1
4_MACS_peak_15100_lociStitched	chr17	76444934	76461135	4	15352	21199.0085	1684.904	695	1
5_MACS_peak_148_lociStitched	chr1	1845280	1862072	5	15331	21131.0528	1776.5936	697	1
6_MACS_peak_19162_lociStitched	chr19	45733761	45749869	6	15460	20397.5604	1460.9956	701	1
5_MACS_peak_32912_lociStitched	chr9	134706768	134722652	5	15117	21017.7088	1396.2036	702	1
