REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
13_MACS_peak_3866_lociStitched	chr1	31154750	31185838	13	28145	33686.9568	3130.5616	293	MATN1	LOC100129196,LAPTM5	LOC100129196	LOC100129196	0.0819	293	1
7_MACS_peak_10757_lociStitched	chr16	859916	886201	7	25119	38738.833	1976.632	294	PRR25	MSLN,MIR662,CHTF18,MSLNL,RPUSD1,GNG13	PRR25	MSLNL	1.3650000000000002	294	1
11_MACS_peak_16273_lociStitched	chr19	3581430	3608068	11	24887	40516.398	3470.9314	295	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.5397	295	1
12_MACS_peak_14987_lociStitched	chr17	75774231	75805378	12	27000	36030.8496	3124.0441	296			FLJ45079	FLJ45079	0.9725999999999999	296	1
4_MACS_peak_26158_lociStitched	chr3	128168769	128194889	4	25303	38602.748	2638.12	297	DNAJB8	LOC90246,GATA2	DNAJB8	GATA2	1.8726	297	1
9_MACS_peak_6129_lociStitched	chr10	135044861	135071678	9	25859	37200.5424	2282.1267	298	UTF1,VENTX,MIR202	ADAM8	MIR202	MIR202	1.5717	298	1
7_MACS_peak_590_lociStitched	chr1	3365563	3392459	7	23832	39881.3888	1605.6912	299	ARHGEF16		ARHGEF16	ARHGEF16	1.3338	299	1
3_MACS_peak_26162_lociStitched	chr3	128196132	128217590	3	20980	44671.2644	2291.7144	300	GATA2	LOC90246,DNAJB8	GATA2	GATA2	1.8726	300	1
5_MACS_peak_24326_lociStitched	chr22	37519795	37546545	5	25931	37158.425	2717.8	301	IL2RB	TMPRSS6,C1QTNF6	IL2RB	TMPRSS6	1.5117	301	1
17_MACS_peak_32788_lociStitched	chr9	133392455	133423807	17	27325	33875.836	2536.3768	302		FUBP3,LOC100272217	LOC100272217	LOC100272217	0.06689999999999999	302	1
10_MACS_peak_6437_lociStitched	chr11	1787048	1813765	10	24529	39020.1785	2516.7414	303		SYT8,TNNI2,LOC402778,CTSD,MOB2	MOB2	SYT8	1.5459999999999998	303	1
1_MACS_peak_10980_lociStitched	chr16	2860308	2884226	1	23919	40237.2514	2757.7454	304	PRSS21,ZG16B	PRSS41,FLYWCH2,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	PRSS21	1.5303	304	1
9_MACS_peak_570_lociStitched	chr1	3296979	3324424	9	25579	36600.652	2118.754	305	PRDM16	ARHGEF16	ARHGEF16	ARHGEF16	1.3338	305	1
8_MACS_peak_22743_lociStitched	chr20	62124240	62151742	8	25589	37262.4598	2865.7084	306	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	SRMS	1.6607	306	1
9_MACS_peak_18488_lociStitched	chr19	36343229	36370597	9	26439	34705.3608	2203.124	307	KIRREL2,APLP1	HCST,PRODH2,NPHS1,NFKBID,TYROBP	APLP1	APLP1	0.9691	307	1
16_MACS_peak_13072_lociStitched	chr17	7656200	7686801	16	26610	35013.6642	2922.3955	308	DNAH2,RPL29P2	EFNB3	RPL29P2	EFNB3	1.2546	308	1
4_MACS_peak_16004_lociStitched	chr19	1790684	1813108	4	21794	43724.5576	3318.752	309	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	2.1109	309	1
16_MACS_peak_28011_lociStitched	chr5	176146924	176176856	16	26650	34329.0108	2478.3696	310			UNC5A	UNC5A	1.2051	310	1
8_MACS_peak_28663_lociStitched	chr6	41602939	41628584	8	24444	38082.825	2174.696	311	MDFI		MDFI	MDFI	1.3643	311	1
3_MACS_peak_23193_lociStitched	chr21	45699101	45717364	3	18225	46550.5607	2319.401	312	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.9021000000000001	312	1
21_MACS_peak_12596_lociStitched	chr17	782501	813557	21	27139	32580.8496	2562.12	313	NXN		NXN	NXN	1.034	313	1
14_MACS_peak_25550_lociStitched	chr22	50497047	50526931	14	26131	33981.0964	2411.6388	314	MLC1	MOV10L1,IL17REL,TTLL8	MLC1	TTLL8	1.1383999999999999	314	1
2_MACS_peak_62_lociStitched	chr1	955453	976287	2	20801	42440.9414	1931.3118	315	AGRN	ISG15,C1orf170,HES4	AGRN	HES4	1.8065	315	1
7_MACS_peak_16245_lociStitched	chr19	3360413	3385496	7	24352	37692.2241	2904.6114	316	NFIC		NFIC	NFIC	1.3787	316	1
3_MACS_peak_10905_lociStitched	chr16	1567682	1590535	3	22627	39718.514	2230.4528	317	TMEM204,IFT140	TELO2,CLCN7,PTX4	TMEM204	PTX4	1.2433	317	1
8_MACS_peak_16237_lociStitched	chr19	3333464	3359317	8	25546	35279.0038	3086.8482	318		NFIC	NFIC	NFIC	1.3787	318	1
11_MACS_peak_19456_lociStitched	chr19	48212385	48240138	11	25291	35060.3649	2364.5556	319	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.9238	319	1
8_MACS_peak_14383_lociStitched	chr17	61552219	61578455	8	23859	37714.25	2392.7232	320	ACE	KCNH6,DCAF7,CYB561	ACE	ACE	1.1976	320	1
7_MACS_peak_31413_lociStitched	chr8	142063944	142090071	7	24513	37134.3051	3090.8241	321		DENND3	DENND3	NONE	NONE	321	1
11_MACS_peak_235_lociStitched	chr1	2087255	2115914	11	25527	34038.2943	2143.6932	322	PRKCZ,C1orf86	SKI,LOC100128003,C1orf86	LOC100128003	C1orf86	0.8315	322	1
6_MACS_peak_32021_lociStitched	chr8	144466747	144489988	6	22632	39319.1238	2180.0058	323		RHPN1,TOP1MT,C8orf51,MAFA	RHPN1	MAFA	1.4514	323	1
5_MACS_peak_17992_lociStitched	chr19	18317304	18342755	5	23613	38140.8686	2674.9001	324	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683,JUND	PDE4C	LOC729966	1.2438	324	1
12_MACS_peak_1715_lociStitched	chr1	11366049	11395803	12	26028	33312.5784	2630.2536	325		UBIAD1,MTOR	UBIAD1	NONE	NONE	325	1
7_MACS_peak_28553_lociStitched	chr6	34012895	34038568	7	25078	35154.0389	2865.1068	326	GRM4	MIR1275	MIR1275	MIR1275	0.6737	326	1
5_MACS_peak_2037_lociStitched	chr1	17083913	17108871	5	24353	38365.4376	4884.2806	327	MST1P9	ESPNP	MST1P9	ESPNP	3.1317	327	1
6_MACS_peak_1679_lociStitched	chr1	10955771	10981570	6	23708	36920.9489	2283.2115	328			C1orf127	C1orf127	NONE	328	1
3_MACS_peak_19013_lociStitched	chr19	42423829	42445602	3	21396	41007.2682	2749.9299	329		CD79A,ARHGEF1,RABAC1	RABAC1	RABAC1	0.17370000000000002	329	1
6_MACS_peak_24524_lociStitched	chr22	42719213	42745278	6	24556	34872.3635	2296.3265	330			LOC388906	LOC388906	0.0007999999999999952	330	1
6_MACS_peak_34094_lociStitched	chr9	140048156	140069812	6	20384	41261.1768	2009.6768	331	GRIN1,LRRC26,MIR3621,ANAPC2	SSNA1,NDOR1,C9orf169,DPP7,TPRN,TMEM203,RNF208	MIR3621	MIR3621	2.3871	331	1
9_MACS_peak_33505_lociStitched	chr9	137607576	137636088	9	25651	32113.0656	2012.9472	332	COL5A1		COL5A1	COL5A1	0.9057	332	1
1_MACS_peak_11004_lociStitched	chr16	3033881	3052573	1	18693	43309.364	2050.5124	333	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	2.3122	333	1
3_MACS_peak_74_lociStitched	chr1	1052557	1072645	3	20026	41535.9576	2040.9408	334		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	MIR200B	2.3619000000000003	334	1
16_MACS_peak_1841_lociStitched	chr1	11673547	11704495	16	25713	32981.2836	3432.1332	335		FBXO44,FBXO6,C1orf187,FBXO2,MAD2L2	FBXO44	C1orf187	1.3012	335	1
2_MACS_peak_29654_lociStitched	chr7	100634069	100649502	2	15373	47172.5078	2740.9008	336	MUC12	MUC17	MUC17	MUC17	0.537	336	1
4_MACS_peak_6267_lociStitched	chr11	843029	864640	4	20488	40490.3696	1817.4851	337	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	TSPAN4	1.1384	337	1
11_MACS_peak_299_lociStitched	chr1	2518677	2545118	11	24254	34479.064	1980.4309	338	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	C1orf93	1.0237	338	1
15_MACS_peak_23809_lociStitched	chr22	23852727	23881881	15	24869	33984.8178	2932.8924	339		IGLL1	IGLL1	IGLL1	0.5768	339	1
9_MACS_peak_16867_lociStitched	chr19	7750815	7778278	9	25697	32485.9827	3391.6805	340	FCER2	STXBP2,RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4G,CD209	FCER2	RETN	1.4203	340	1
15_MACS_peak_1594_lociStitched	chr1	9677518	9704472	15	24813	33819.1838	2911.032	341		TMEM201,PIK3CD,C1orf200	PIK3CD	C1orf200	1.0061	341	1
5_MACS_peak_9362_lociStitched	chr13	113667126	113692106	5	23944	34999.478	2363.108	342	MCF2L	LOC100289410	MCF2L	MCF2L	1.1414000000000002	342	1
8_MACS_peak_25998_lociStitched	chr3	50411895	50439100	8	24791	33660.7465	2774.91	343	CACNA2D2	CYB561D2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.12119999999999997	343	1
12_MACS_peak_17004_lociStitched	chr19	8264201	8293183	12	25509	32967.025	3741.5762	344	LASS4		LASS4	LASS4	0.8009	344	1
3_MACS_peak_23148_lociStitched	chr21	44863807	44886208	3	21479	39833.4582	3210.0633	345	C21orf125,C21orf84	SIK1	C21orf125	C21orf125	1.9524	345	1
9_MACS_peak_131_lociStitched	chr1	1512302	1539001	9	24698	33905.0601	3006.3074	346		MIB2,MMP23B,MMP23A,C1orf70,SSU72	SSU72	MMP23B	0.3708	346	1
6_MACS_peak_22807_lociStitched	chr20	62667696	62692514	6	22224	37991.3944	2600.9264	347	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	NPBWR2	2.2112	347	1
6_MACS_peak_1070_lociStitched	chr1	6299151	6322800	6	22393	37185.6876	2159.1537	348	HES3,GPR153	RNF207,RPL22,ICMT	HES3	HES3	1.638	348	1
9_MACS_peak_15255_lociStitched	chr17	77458205	77486170	9	24832	32039.5005	2231.607	349	RBFOX3		RBFOX3	RBFOX3	1.3618	349	1
13_MACS_peak_27216_lociStitched	chr4	8261519	8289420	13	24999	31140.3061	1780.0838	350	HTRA3		HTRA3	HTRA3	0.7543	350	1
4_MACS_peak_31430_lociStitched	chr8	142332286	142356340	4	23560	34221.6258	2061.4278	351	LOC731779	GPR20	LOC731779	GPR20	1.5395	351	1
18_MACS_peak_19246_lociStitched	chr19	46458808	46488014	18	25181	31346.7998	2590.5722	352	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1	NOVA2	NANOS2	0.8596999999999999	352	1
6_MACS_peak_10135_lociStitched	chr15	42151899	42175470	6	22682	36120.2004	2430.1701	353	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	MIR4310	1.638	353	1
5_MACS_peak_32854_lociStitched	chr9	133935442	133958858	5	23186	34395.7624	2226.8616	354	LAMC3	AIF1L,NUP214	AIF1L	AIF1L	0.9805999999999999	354	1
9_MACS_peak_9446_lociStitched	chr13	114049227	114074484	9	22949	35150.1669	2558.5341	355		GRTP1,ADPRHL1	ADPRHL1	GRTP1	0.48490000000000005	355	1
5_MACS_peak_13061_lociStitched	chr17	7607150	7630118	5	21848	36898.092	2425.4208	356	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	DNAH2	1.037	356	1
3_MACS_peak_1096_lociStitched	chr1	6554376	6573963	3	18022	41712.4752	2025.2958	357	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.595	357	1
7_MACS_peak_20992_lociStitched	chr2	220298314	220322671	7	22380	35283.5502	1985.0955	358	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	SPEG	1.4025	358	1
13_MACS_peak_19901_lociStitched	chr19	50930448	50958862	13	24390	32070.8818	2767.5236	359	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	MYBPC2	1.044	359	1
4_MACS_peak_10742_lociStitched	chr16	740958	762061	4	20439	37736.3846	1502.5336	360	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.461	360	1
14_MACS_peak_33405_lociStitched	chr9	137369783	137398193	14	24229	31341.912	1880.742	361			COL5A1	COL5A1	0.9057	361	1
8_MACS_peak_33523_lociStitched	chr9	137656406	137680122	8	23031	33579.4844	1776.3284	362	COL5A1		MIR3689B	MIR3689B	0.0915	362	1
13_MACS_peak_2199_lociStitched	chr1	17692324	17719038	13	24159	31944.6012	2463.0308	363	PADI6	RCC2	PADI6	PADI6	0.812	363	1
8_MACS_peak_16832_lociStitched	chr19	7542658	7569904	8	24573	32496.3042	3945.2208	364	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.8806999999999999	364	1
12_MACS_peak_19354_lociStitched	chr19	46980042	47006456	12	23076	34282.7306	2715.3592	365	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.4345	365	1
2_MACS_peak_16849_lociStitched	chr19	7641033	7663957	2	22629	35076.0124	2789.8508	366	KIAA1543	PNPLA6,LOC100131801,STXBP2,XAB2,PCP2	KIAA1543	KIAA1543	0.8169	366	1
14_MACS_peak_15471_lociStitched	chr17	78140629	78169517	14	23571	33313.6416	2926.3544	367	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.6479	367	1
3_MACS_peak_10529_lociStitched	chr15	78180220	78202062	3	21765	35849.2746	2210.4104	368		LOC645752	LOC645752	LOC645752	0.39990000000000003	368	1
12_MACS_peak_23545_lociStitched	chr22	18937118	18963052	12	22942	33317.4098	2012.4784	369	DGCR5	DGCR6,DGCR9,DGCR10,PRODH	DGCR5	DGCR10	0.778	369	1
7_MACS_peak_23410_lociStitched	chr21	46987033	47010091	7	21993	35587.7172	2873.0268	370		SLC19A1	SLC19A1	SLC19A1	0.09490000000000001	370	1
3_MACS_peak_33225_lociStitched	chr9	136344560	136367154	3	21105	36227.2196	2080.9074	371		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	TMEM8C	1.381	371	1
10_MACS_peak_18374_lociStitched	chr19	35819646	35843809	10	23634	31622.1181	2312.3991	372	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	FFAR1	0.9479000000000001	372	1
11_MACS_peak_24802_lociStitched	chr22	44692366	44718523	11	24114	30070.0872	1995.7791	373	KIAA1644		KIAA1644	KIAA1644	0.8882	373	1
13_MACS_peak_10706_lociStitched	chr16	195659	223381	13	22682	33460.454	2542.1074	374	HBZ,HBM,HBA2	HBA1,HBQ1,NPRL3	HBM	HBM	1.1817	374	1
11_MACS_peak_10796_lociStitched	chr16	964815	991761	11	23564	30828.9186	1684.125	375	LMF1	SOX8	LMF1	SOX8	1.4174	375	1
9_MACS_peak_13088_lociStitched	chr17	7688693	7714749	9	23561	31605.928	2563.9104	376	DNAH2	RPL29P2,KDM6B,TMEM88,CYB5D1,LSMD1	KDM6B	RPL29P2	0.6233	376	1
9_MACS_peak_17223_lociStitched	chr19	11391456	11418542	9	23901	30975.5496	2946.9568	377	TSPAN16	LOC55908,CCDC159,LPPR2,DOCK6,RAB3D,TMEM205	TSPAN16	LOC55908	1.0231	377	1
10_MACS_peak_466_lociStitched	chr1	2978638	3003729	10	22722	31466.6231	1131.6041	378	PRDM16,FLJ42875	ACTRT2,MIR4251	PRDM16	MIR4251	1.2256	378	1
8_MACS_peak_7043_lociStitched	chr11	64285156	64311345	8	23758	30654.2245	2516.7629	379		SLC22A11,SLC22A12	SLC22A11	SLC22A11	1.0383	379	1
13_MACS_peak_12445_lociStitched	chr17	19	29309	13	24430	29158.195	2700.538	380	DOC2B		DOC2B	DOC2B	0.8343999999999999	380	1
12_MACS_peak_32753_lociStitched	chr9	133290910	133315313	12	22180	33109.9904	2157.2252	381		ASS1	ASS1	ASS1	0.5805	381	1
6_MACS_peak_28560_lociStitched	chr6	34041187	34064856	6	23149	31041.8935	2236.7205	382	GRM4		GRM4	GRM4	1.1061	382	1
14_MACS_peak_3275_lociStitched	chr1	23118858	23145721	14	24325	28541.9375	2382.7481	383	EPHB2	MIR4253	MIR4253	MIR4253	0.9521999999999999	383	1
12_MACS_peak_29008_lociStitched	chr7	1455754	1480974	12	22777	31318.196	1800.708	384	MICALL2		MICALL2	MICALL2	0.5231	384	1
7_MACS_peak_15139_lociStitched	chr17	76550661	76575122	7	22222	32814.4315	2262.6425	385	DNAH17		DNAH17	DNAH17	0.8942	385	1
5_MACS_peak_10929_lociStitched	chr16	2066644	2088230	5	20537	35558.6178	2085.2076	386	NPW,SLC9A3R2	RNF151,TBL3,GFER,SYNGR3,TSC2,NOXO1,ZNF598,NTHL1	SLC9A3R2	SLC9A3R2	1.123	386	1
11_MACS_peak_26767_lociStitched	chr4	7145204	7170546	11	23523	29723.6318	2098.3176	387		SORCS2,FLJ36777	SORCS2	FLJ36777	0.7702	387	1
4_MACS_peak_19136_lociStitched	chr19	45368088	45391520	4	22250	32476.752	2235.4128	388	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	APOE	0.9554	388	1
11_MACS_peak_24179_lociStitched	chr22	36969291	36994784	11	23391	30362.163	2605.3846	389	CACNG2	EIF3D	EIF3D	EIF3D	0.0005000000000000004	389	1
7_MACS_peak_3184_lociStitched	chr1	22907604	22931063	7	22018	32044.994	1510.7596	390	EPHA8	C1QA,C1QC,C1QB	EPHA8	EPHA8	1.1153	390	1
7_MACS_peak_7210_lociStitched	chr11	66313778	66338751	7	22817	31548.3909	2644.6407	391	ACTN3,CTSF	BBS1,CCS,RBM14,ZDHHC24,CCDC87	CTSF	CTSF	1.1203999999999998	391	1
4_MACS_peak_16584_lociStitched	chr19	5543511	5566421	4	22587	31970.905	2652.978	392	PLAC2		PLAC2	PLAC2	0.97	392	1
10_MACS_peak_29593_lociStitched	chr7	100341996	100367481	10	23535	29481.048	2173.8705	393	ZAN	POP7,EPO	ZAN	EPO	1.3155	393	1
9_MACS_peak_32651_lociStitched	chr9	132527280	132552392	9	23601	29516.6448	2453.4424	394		TOR1B,USP20,PTGES,TOR1A,C9orf78	PTGES	PTGES	1.4836999999999998	394	1
8_MACS_peak_21827_lociStitched	chr20	48956627	48982022	8	23342	30141.3255	2760.4365	395		LOC284751	LOC284751	LOC284751	0.8823	395	1
7_MACS_peak_23455_lociStitched	chr21	47404248	47424493	7	19066	36604.9845	1759.2905	396	COL6A1		COL6A1	COL6A1	1.3535	396	1
10_MACS_peak_23474_lociStitched	chr21	47466991	47492584	10	22414	31671.3375	2715.4173	397		COL6A2	COL6A2	COL6A2	1.1274	397	1
5_MACS_peak_23288_lociStitched	chr21	46114375	46135499	5	20504	34675.046	2291.954	398	KRTAP10-12,C21orf29	KRTAP10-11,KRTAP12-3,KRTAP12-4,KRTAP12-2,KRTAP12-1	C21orf29	C21orf29	0.9476	398	1
14_MACS_peak_19109_lociStitched	chr19	45305037	45330664	14	22626	30375.6831	2365.3721	399	BCAM	CBLC,PVRL2	BCAM	BCAM	1.1299	399	1
4_MACS_peak_25229_lociStitched	chr22	45968494	45991662	4	21547	32201.2032	2068.9024	400	FBLN1		FBLN1	FBLN1	0.9174	400	1
9_MACS_peak_497_lociStitched	chr1	3067789	3092899	9	22959	28773.549	1486.512	401	PRDM16	MIR4251	MIR4251	MIR4251	1.2256	401	1
5_MACS_peak_10938_lociStitched	chr16	2233455	2253172	5	19006	35955.9212	1780.4451	402	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	CASKIN1	1.1485	402	1
11_MACS_peak_6333_lociStitched	chr11	1386081	1411008	11	22453	30458.3013	2245.9227	403		BRSK2	BRSK2	BRSK2	0.8312999999999999	403	1
16_MACS_peak_31796_lociStitched	chr8	143602125	143628988	16	22862	28818.6264	1574.1718	404	BAI1		BAI1	BAI1	0.8653	404	1
6_MACS_peak_3031_lociStitched	chr1	21882065	21904763	6	21995	31103.0694	2122.263	405	ALPL		ALPL	ALPL	0.9118	405	1
6_MACS_peak_14106_lociStitched	chr17	46690941	46711727	6	20049	34650.262	2361.2896	406	HOXB8,HOXB9,MIR196A1	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7	HOXB9	HOXB9	1.7159	406	1
4_MACS_peak_22754_lociStitched	chr20	62170118	62188627	4	18242	36716.3033	1758.355	407	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.6607	407	1
4_MACS_peak_10897_lociStitched	chr16	1475710	1493696	4	17913	36669.8568	1426.2898	408	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.2433	408	1
7_MACS_peak_8219_lociStitched	chr11	118020020	118043424	7	20901	33331.9768	2700.8216	409	SCN4B,SCN2B	SCN4B,AMICA1	SCN4B	SCN4B	0.816	409	1
5_MACS_peak_622_lociStitched	chr1	3666747	3688274	5	21193	32066.6192	2251.7242	410	CCDC27	LOC388588,KIAA0495,LRRC47	CCDC27	CCDC27	1.1408	410	1
14_MACS_peak_24084_lociStitched	chr22	30866645	30894506	14	22203	30329.4846	2830.6776	412	SEC14L3,SDC4P,SEC14L4	MTFP1,LOC730005	SDC4P	SDC4P	0.8049000000000001	412	1
2_MACS_peak_34143_lociStitched	chr9	140317869	140334448	2	16536	38096.8841	1697.6896	413	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.7103000000000002	413	1
16_MACS_peak_22105_lociStitched	chr20	56773640	56800802	16	23048	27995.8734	2534.2146	414		C20orf85	C20orf85	C20orf85	0.5800000000000001	414	1
9_MACS_peak_14020_lociStitched	chr17	43894380	43917470	9	21248	31656.39	2500.647	415	CRHR1	IMP5	IMP5	IMP5	0.5936999999999999	415	1
3_MACS_peak_560_lociStitched	chr1	3263143	3285355	3	21381	30332.7072	1519.3008	416	PRDM16		ARHGEF16	ARHGEF16	1.3338	416	1
2_MACS_peak_15913_lociStitched	chr19	585729	603649	2	17340	37261.056	2191.616	417	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	1.1032	417	1
4_MACS_peak_92_lociStitched	chr1	1129869	1150054	4	19257	33880.5225	1554.245	418	TTLL10,TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	MIR200B	2.3619000000000003	418	1
2_MACS_peak_2999_lociStitched	chr1	21040347	21058942	2	18548	35137.112	1773.963	419	KIF17,SH2D5		KIF17	KIF17	0.9831000000000001	419	1
16_MACS_peak_26528_lociStitched	chr4	3721067	3747004	16	22472	27921.1805	1665.1554	420		ADRA2C,LOC100133461	ADRA2C	LOC100133461	0.8891	420	1
8_MACS_peak_6119_lociStitched	chr10	135008249	135033280	8	22380	27829.4658	1652.046	421	KNDC1	UTF1,VENTX,MIR202	UTF1	MIR202	1.5717	421	1
3_MACS_peak_22578_lociStitched	chr20	60783660	60804321	3	19156	33627.8436	1586.7648	422	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	1.5944	422	1
8_MACS_peak_26505_lociStitched	chr4	3643943	3667016	8	21992	28439.7798	1702.7874	423		LOC100133461	LOC100133461	LOC100133461	0.8891	423	1
16_MACS_peak_16876_lociStitched	chr19	7780087	7809135	16	22932	28443.8016	3886.6224	424	CLEC4G,CD209	RETN,C19orf59,TRAPPC5,CLEC4M,CLEC4GP1,FCER2	CLEC4G	RETN	1.4203	424	1
9_MACS_peak_10652_lociStitched	chr15	91192556	91215838	9	20338	33209.4448	3387.531	425		BLM	BLM	NONE	NONE	425	1
3_MACS_peak_15088_lociStitched	chr17	76353035	76372518	3	18189	35166.815	2104.164	426	SOCS3	PGS1	SOCS3	SOCS3	1.3135999999999999	426	1
10_MACS_peak_33244_lociStitched	chr9	136430151	136453747	10	20801	30200.5204	1446.4348	427	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.5116999999999998	427	1
19_MACS_peak_2646_lociStitched	chr1	18978833	19006233	19	22245	27972.66	2334.48	428	PAX7		PAX7	PAX7	0.9685	428	1
6_MACS_peak_4734_lociStitched	chr1	202153807	202173419	6	19294	34364.1464	3159.4932	429	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.5636	429	1
4_MACS_peak_26313_lociStitched	chr3	195528235	195549222	4	19541	33789.07	2996.9436	430	MUC4		MUC4	MUC4	0.7303999999999999	430	1
4_MACS_peak_16013_lociStitched	chr19	2298686	2318020	4	18692	34977.1394	2845.9648	431	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	1.1527	431	1
6_MACS_peak_32811_lociStitched	chr9	133524176	133544612	6	19408	32732.3412	1767.714	432	PRDM12	EXOSC2,ABL1	PRDM12	PRDM12	1.0491000000000001	432	1
6_MACS_peak_6364_lociStitched	chr11	1457737	1479607	6	20508	30432.105	1417.176	433	BRSK2	MOB2	MOB2	MOB2	0.8798	433	1
5_MACS_peak_13714_lociStitched	chr17	39765821	39786478	5	20204	31365.5888	1840.5387	434	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	KRT17	1.5009	434	1
11_MACS_peak_25400_lociStitched	chr22	49278476	49304772	11	21617	28762.5648	2195.716	435			FAM19A5	FAM19A5	NONE	435	1
4_MACS_peak_29697_lociStitched	chr7	100805718	100825636	4	19012	33296.9206	1997.7754	436	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	SERPINE1	1.1274	436	1
1_MACS_peak_22709_lociStitched	chr20	61937387	61956617	1	19231	32077.563	1240.335	437	COL20A1	ARFGAP1,MIR4326,CHRNA4	COL20A1	CHRNA4	1.2911	437	1
12_MACS_peak_21122_lociStitched	chr2	241614421	241639716	12	22779	24708.156	1004.2115	438	AQP12A,AQP12B	GPR35	AQP12A	AQP12A	0.8846	438	1
16_MACS_peak_13805_lociStitched	chr17	41705323	41731261	16	22529	26560.512	2342.2014	439	MEOX1		MEOX1	MEOX1	0.9585999999999999	439	1
10_MACS_peak_14009_lociStitched	chr17	43865249	43889635	10	22170	27290.3726	2255.705	440	CRHR1	IMP5	CRHR1	CRHR1	1.0341	440	1
13_MACS_peak_3327_lociStitched	chr1	23222614	23248274	13	21887	27433.106	2027.14	441	EPHB2	MIR4253	MIR4253	MIR4253	0.9521999999999999	441	1
5_MACS_peak_23294_lociStitched	chr21	46140539	46161363	5	20132	30996.524	2286.4752	442		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.413	442	1
10_MACS_peak_28872_lociStitched	chr7	953345	976456	10	21146	28112.2204	1481.4151	443	ADAP1	GET4,CYP2W1,COX19	ADAP1	CYP2W1	1.11	443	1
