#21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_ROSE/21_0F27_0229Kronos_MM1S-No-Treatment-1_H3K27me3_hs-dm_i02_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam
#Using cutoff of 18823.2984 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X21_0F27_0229Kronos_MM1S.No.Treatment.1_H3K27me3_hs.dm_i02.bam	X35_0EXN_0229Kronos_MM1S.No.Treatment.1_Input_hs_i77.bam	enhancerRank	isSuper
2_MACS_peak_13391_lociStitched	chr17	21257954	21259292	2	1224	1091.9418	108.1104	6869	0
2_MACS_peak_7962_lociStitched	chr11	71258178	71259605	2	1142	1128.3289	144.6978	6870	0
2_MACS_peak_10472_lociStitched	chr15	77999217	78000538	2	1089	1074.3693	90.7527	6871	0
1_MACS_peak_7145_lociStitched	chr11	65558018	65559277	1	1260	1152.8663	169.3355	6872	0
2_MACS_peak_22296_lociStitched	chr20	58015592	58017100	2	1190	1130.6984	147.1808	6873	0
2_MACS_peak_23146_lociStitched	chr21	44807697	44809266	2	1080	1104.1053	121.2837	6874	0
1_MACS_peak_4431_lociStitched	chr1	151019785	151021354	1	1570	1517.223	534.4014	6875	0
1_MACS_peak_17174_lociStitched	chr19	10169013	10170093	1	1081	1129.356	146.556	6876	0
1_MACS_peak_31883_lociStitched	chr8	143908445	143909533	1	1089	1027.8336	45.3696	6877	0
3_MACS_peak_18834_lociStitched	chr19	41523840	41525633	3	1098	1129.59	147.2053	6878	0
2_MACS_peak_30638_lociStitched	chr7	158030401	158031806	2	728	1110.0905	128.5575	6879	0
3_MACS_peak_882_lociStitched	chr1	5474649	5475971	3	1043	1032.482	51.0292	6880	0
2_MACS_peak_29582_lociStitched	chr7	100269340	100270499	2	1037	1065.121	83.6798	6881	0
2_MACS_peak_20977_lociStitched	chr2	220160603	220161978	2	1356	1129.7	148.3625	6882	0
1_MACS_peak_27356_lociStitched	chr4	8795408	8796482	1	1075	1070.8854	89.7864	6883	0
2_MACS_peak_32231_lociStitched	chr9	36775697	36776823	2	1093	1078.145	97.8494	6884	0
3_MACS_peak_10047_lociStitched	chr14	107247154	107248604	3	1027	1063.43	83.375	6885	0
3_MACS_peak_25727_lociStitched	chr3	13580304	13582157	3	1203	1138.2979	158.2462	6886	0
2_MACS_peak_5458_lociStitched	chr10	73847265	73848297	2	936	1028.4912	49.02	6887	0
1_MACS_peak_14935_lociStitched	chr17	74933320	74934255	1	936	1061.1315	82.28	6888	0
1_MACS_peak_3591_lociStitched	chr1	30119146	30120394	1	1249	1078.1472	99.3408	6889	0
1_MACS_peak_4352_lociStitched	chr1	61546576	61547648	1	1073	1106.1968	127.568	6890	0
2_MACS_peak_20396_lociStitched	chr2	608239	609851	2	978	1100.19	122.6732	6891	0
1_MACS_peak_1527_lociStitched	chr1	9138627	9139919	1	1293	1177.2704	200.5184	6892	0
2_MACS_peak_25786_lociStitched	chr3	13739715	13740929	2	816	1082.281	105.8608	6893	0
1_MACS_peak_9550_lociStitched	chr14	100614386	100615517	1	1132	1008.852	33.0252	6894	0
2_MACS_peak_4283_lociStitched	chr1	46919530	46920663	2	1048	1107.0543	131.3147	6895	0
2_MACS_peak_32281_lociStitched	chr9	70402533	70404292	2	1277	1173.0771	197.7116	6896	0
1_MACS_peak_4276_lociStitched	chr1	45067599	45069027	1	1429	1176.8148	201.4908	6897	0
2_MACS_peak_14841_lociStitched	chr17	73083838	73085457	2	828	1105.6151	130.4914	6898	0
1_MACS_peak_3398_lociStitched	chr1	26686882	26688044	1	1163	1098.7872	124.1016	6899	0
2_MACS_peak_9501_lociStitched	chr14	65170567	65172035	2	1006	1052.1156	77.5104	6900	0
2_MACS_peak_17127_lociStitched	chr19	10029036	10030324	2	1205	1078.1848	103.8128	6901	0
1_MACS_peak_4747_lociStitched	chr1	202205803	202206996	1	1194	1210.6564	236.3333	6902	0
1_MACS_peak_10966_lociStitched	chr16	2774554	2775792	1	1239	1105.534	131.228	6903	0
2_MACS_peak_1579_lociStitched	chr1	9509630	9510865	2	1207	1127.9255	153.7575	6904	0
2_MACS_peak_31510_lociStitched	chr8	142558826	142560030	2	1145	1061.928	87.7716	6905	0
1_MACS_peak_1904_lociStitched	chr1	12806317	12807350	1	1034	1079.0718	105.1594	6906	0
1_MACS_peak_5110_lociStitched	chr10	6444719	6445824	1	1106	1098.149	124.5335	6907	0
2_MACS_peak_11765_lociStitched	chr16	85225864	85227796	2	936	1042.8936	69.3588	6908	0
2_MACS_peak_32991_lociStitched	chr9	135338515	135339812	2	984	1075.9912	103.3709	6909	0
1_MACS_peak_2017_lociStitched	chr1	16907611	16909320	1	1710	1755.6557	783.0638	6910	0
3_MACS_peak_27180_lociStitched	chr4	8183855	8185268	3	1338	1071.7605	99.1926	6911	0
2_MACS_peak_627_lociStitched	chr1	3689946	3691163	2	1058	1053.8003	81.2956	6912	0
2_MACS_peak_26622_lociStitched	chr4	4396998	4398394	2	1127	1126.4324	153.9788	6913	0
2_MACS_peak_13913_lociStitched	chr17	42616336	42617822	2	901	1184.9364	212.9438	6914	0
2_MACS_peak_8500_lociStitched	chr12	309604	311047	2	914	1128.2817	156.5655	6915	0
1_MACS_peak_29872_lociStitched	chr7	117925846	117927046	1	1201	1180.56	209.04	6916	0
2_MACS_peak_4625_lociStitched	chr1	172361213	172362595	2	1279	1288.1622	317.169	6917	0
2_MACS_peak_23791_lociStitched	chr22	23772838	23774552	2	986	1176.661	206.0228	6918	0
2_MACS_peak_1140_lociStitched	chr1	7047853	7049445	2	859	1031.616	61.6104	6919	0
1_MACS_peak_17584_lociStitched	chr19	15136209	15137438	1	1230	1019.3326	49.5287	6920	0
2_MACS_peak_34383_lociStitched	chrX	153081996	153083424	2	1212	1093.7052	123.9504	6921	0
2_MACS_peak_5821_lociStitched	chr10	126837088	126838316	2	963	1043.8	74.1712	6922	0
1_MACS_peak_31285_lociStitched	chr8	42546521	42547599	1	1079	1030.2446	60.7992	6923	0
2_MACS_peak_5657_lociStitched	chr10	102870987	102872688	2	1050	1069.2486	99.8487	6924	0
2_MACS_peak_23993_lociStitched	chr22	27870912	27872464	2	775	1041.5472	72.6336	6925	0
2_MACS_peak_25511_lociStitched	chr22	50334891	50336122	2	1211	1090.666	121.9921	6926	0
2_MACS_peak_4810_lociStitched	chr1	204946068	204947668	2	1144	1235.52	267.2	6927	0
2_MACS_peak_32341_lociStitched	chr9	117034537	117035974	2	744	1030.329	62.2221	6928	0
2_MACS_peak_12853_lociStitched	chr17	4675482	4677105	2	1319	1164.9894	197.0322	6929	0
1_MACS_peak_6256_lociStitched	chr11	724956	725847	1	892	1032.7581	65.1321	6930	0
2_MACS_peak_2937_lociStitched	chr1	20782462	20783680	2	992	1078.4172	110.838	6931	0
2_MACS_peak_7926_lociStitched	chr11	71067878	71069592	2	927	1137.0676	170.0288	6932	0
2_MACS_peak_26882_lociStitched	chr4	7380237	7381420	2	1142	1070.0235	103.0393	6933	0
2_MACS_peak_21120_lociStitched	chr2	241587236	241588598	2	818	1015.2348	48.4872	6934	0
1_MACS_peak_32402_lociStitched	chr9	128170472	128171313	1	842	1063.1081	96.3786	6935	0
2_MACS_peak_19151_lociStitched	chr19	45701305	45702435	2	969	1075.308	108.819	6936	0
1_MACS_peak_7208_lociStitched	chr11	66221410	66222703	1	1294	1142.8827	176.4945	6937	0
1_MACS_peak_26348_lociStitched	chr3	197894859	197896293	1	1435	2397.5046	1431.849	6938	0
2_MACS_peak_8566_lociStitched	chr12	3186747	3187904	2	984	1031.5812	66.4118	6939	0
1_MACS_peak_25501_lociStitched	chr22	50128237	50129547	1	1311	1070.401	105.324	6940	0
1_MACS_peak_22458_lociStitched	chr20	60309746	60310725	1	980	983.9929	18.9926	6941	0
1_MACS_peak_6740_lociStitched	chr11	44747432	44748447	1	1016	1069.5055	104.6465	6942	0
2_MACS_peak_4342_lociStitched	chr1	54964211	54965825	2	1194	1197.7494	233.8686	6943	0
2_MACS_peak_815_lociStitched	chr1	4712933	4714257	2	1289	1044.7684	81.2936	6944	0
2_MACS_peak_18986_lociStitched	chr19	42316796	42318355	2	1104	1155.219	192.2247	6945	0
2_MACS_peak_20563_lociStitched	chr2	27155638	27157428	2	1073	1163.142	200.48	6946	0
1_MACS_peak_13523_lociStitched	chr17	32966582	32967473	1	892	1058.9535	96.9408	6947	0
1_MACS_peak_19276_lociStitched	chr19	46725857	46727065	1	1209	1119.212	157.4024	6948	0
2_MACS_peak_28177_lociStitched	chr5	179766806	179768315	2	1021	1091.4597	129.774	6949	0
2_MACS_peak_5052_lociStitched	chr10	1247143	1248308	2	1060	1019.2585	57.784	6950	0
2_MACS_peak_21920_lociStitched	chr20	55799069	55800579	2	1374	1097.015	135.9	6951	0
1_MACS_peak_19207_lociStitched	chr19	46167136	46168126	1	991	1034.55	73.854	6952	0
1_MACS_peak_1180_lociStitched	chr1	7165564	7166829	1	1266	1057.034	96.7725	6953	0
1_MACS_peak_27113_lociStitched	chr4	8034554	8035913	1	1360	1054.3122	94.8582	6954	0
2_MACS_peak_23560_lociStitched	chr22	18981298	18982646	2	1085	1116.6832	157.3116	6955	0
2_MACS_peak_26362_lociStitched	chr4	987371	988824	2	956	1021.8949	62.9149	6956	0
2_MACS_peak_33521_lociStitched	chr9	137653894	137655172	2	974	1018.3104	59.5548	6957	0
1_MACS_peak_16799_lociStitched	chr19	6975216	6976422	1	1207	1182.7242	224.0748	6958	0
2_MACS_peak_30296_lociStitched	chr7	155640542	155642212	2	1257	1107.377	149.632	6959	0
2_MACS_peak_7681_lociStitched	chr11	70261076	70262207	2	1116	982.4997	24.7689	6960	0
1_MACS_peak_27553_lociStitched	chr5	373976	374968	1	993	991.1072	33.6288	6961	0
1_MACS_peak_8693_lociStitched	chr12	6426171	6427279	1	1109	1019.2492	61.9372	6962	0
1_MACS_peak_28596_lociStitched	chr6	35181724	35182570	1	847	1028.1438	71.8254	6963	0
2_MACS_peak_20656_lociStitched	chr2	85998618	85999816	2	1078	1036.869	80.6254	6964	0
1_MACS_peak_15767_lociStitched	chr18	47087743	47088742	1	1000	1089.1098	132.867	6965	0
1_MACS_peak_1634_lociStitched	chr1	10697707	10698761	1	1055	1011.6292	55.4404	6966	0
2_MACS_peak_4778_lociStitched	chr1	202830836	202832079	2	1243	1337.5923	381.8496	6967	0
1_MACS_peak_28477_lociStitched	chr6	33818794	33819889	1	1096	1053.2805	97.674	6968	0
2_MACS_peak_34436_lociStitched	chrY	13262770	13263896	2	1051	1107.5336	153.0234	6969	0
2_MACS_peak_9575_lociStitched	chr14	101037091	101038402	2	1055	1003.9638	49.5558	6970	0
2_MACS_peak_12474_lociStitched	chr17	67142	68408	2	1233	1113.1938	158.883	6971	0
2_MACS_peak_31739_lociStitched	chr8	143270015	143271573	2	648	1051.4942	97.375	6972	0
1_MACS_peak_4412_lociStitched	chr1	147789392	147790497	1	1106	1044.3355	90.2785	6973	0
2_MACS_peak_28796_lociStitched	chr6	150340713	150342631	2	975	1030.1578	77.4872	6974	0
2_MACS_peak_5622_lociStitched	chr10	102616509	102617849	2	1076	1084.194	132.124	6975	0
2_MACS_peak_27340_lociStitched	chr4	8749130	8750898	2	1053	1126.3928	174.6784	6976	0
1_MACS_peak_4537_lociStitched	chr1	156783798	156785212	1	1415	1248.562	297.2228	6977	0
2_MACS_peak_25386_lociStitched	chr22	48828281	48829696	2	1081	1081.343	130.3215	6978	0
2_MACS_peak_17757_lociStitched	chr19	17081874	17083307	2	920	1067.585	116.9328	6979	0
2_MACS_peak_24148_lociStitched	chr22	32666106	32667737	2	993	1136.807	186.4233	6980	0
1_MACS_peak_26117_lociStitched	chr3	105586921	105587869	1	949	1078.4448	128.0748	6981	0
1_MACS_peak_6184_lociStitched	chr10	135490449	135492048	1	1600	1270.5654	320.4396	6982	0
2_MACS_peak_5113_lociStitched	chr10	11733094	11734887	2	1025	1149.1337	199.023	6983	0
1_MACS_peak_21456_lociStitched	chr20	31505317	31506382	1	1066	1027.1925	77.319	6984	0
2_MACS_peak_5896_lociStitched	chr10	134203481	134204769	2	851	992.1464	42.504	6985	0
2_MACS_peak_2503_lociStitched	chr1	18568395	18569759	2	875	1053.2808	104.2096	6986	0
2_MACS_peak_26698_lociStitched	chr4	6457079	6458345	2	1177	1019.3832	70.3896	6987	0
2_MACS_peak_26257_lociStitched	chr3	184392356	184393728	2	1026	1101.1672	152.292	6988	0
1_MACS_peak_21226_lociStitched	chr2	242129399	242130524	1	1126	1022.7375	73.9125	6989	0
1_MACS_peak_1207_lociStitched	chr1	7252121	7253210	1	1090	1014.0768	65.5578	6990	0
2_MACS_peak_23141_lociStitched	chr21	44763787	44765287	2	1082	1083	134.85	6991	0
2_MACS_peak_2846_lociStitched	chr1	20586603	20588256	2	758	1105.0305	157.6962	6992	0
2_MACS_peak_24143_lociStitched	chr22	32571402	32572764	2	1034	1020.6828	73.8204	6993	0
2_MACS_peak_27010_lociStitched	chr4	7692836	7694417	2	751	1031.6025	84.7416	6994	0
2_MACS_peak_16795_lociStitched	chr19	6966869	6968172	2	1266	1135.4342	190.238	6995	0
2_MACS_peak_18947_lociStitched	chr19	42231178	42232799	2	1228	1134.0516	189.0086	6996	0
1_MACS_peak_26732_lociStitched	chr4	6574866	6575889	1	1024	1051.3371	106.392	6997	0
1_MACS_peak_32081_lociStitched	chr8	144852442	144853377	1	936	1004.2835	60.3075	6998	0
2_MACS_peak_9170_lociStitched	chr12	68094872	68096562	2	789	1149.369	206.349	6999	0
2_MACS_peak_4173_lociStitched	chr1	37543553	37544861	2	860	1038.1596	95.7456	7000	0
2_MACS_peak_23967_lociStitched	chr22	27534112	27535831	2	868	996.1605	53.8047	7001	0
1_MACS_peak_22009_lociStitched	chr20	56467658	56468727	1	1070	1042.275	100.0584	7002	0
2_MACS_peak_2605_lociStitched	chr1	18895750	18897119	2	962	1039.3448	97.4728	7003	0
2_MACS_peak_31308_lociStitched	chr8	68306570	68308201	2	1121	1107.7752	166.0358	7004	0
1_MACS_peak_4898_lociStitched	chr1	221924427	221925387	1	961	1099.104	157.728	7005	0
2_MACS_peak_8084_lociStitched	chr11	76818121	76819566	2	1077	1101.957	160.684	7006	0
1_MACS_peak_21046_lociStitched	chr2	233321960	233323057	1	1098	973.6972	32.5809	7007	0
2_MACS_peak_12132_lociStitched	chr16	87603951	87605086	2	908	968.7225	28.0345	7008	0
2_MACS_peak_11170_lociStitched	chr16	5039173	5040648	2	689	1047.3975	106.79	7009	0
2_MACS_peak_10628_lociStitched	chr15	88797825	88799187	2	1161	1113.2988	172.974	7010	0
2_MACS_peak_21669_lociStitched	chr20	44764333	44765574	2	946	971.3307	31.025	7011	0
2_MACS_peak_872_lociStitched	chr1	5336038	5337573	2	884	1035.3575	95.3235	7012	0
1_MACS_peak_4469_lociStitched	chr1	154721384	154722904	1	1521	1315.104	375.744	7013	0
2_MACS_peak_24117_lociStitched	chr22	30963295	30964468	2	1064	1037.8704	98.7666	7014	0
1_MACS_peak_27819_lociStitched	chr5	71478976	71480137	1	1162	1132.4394	193.7709	7015	0
2_MACS_peak_13983_lociStitched	chr17	43777040	43778407	2	1054	1117.5225	179.3504	7016	0
2_MACS_peak_4288_lociStitched	chr1	46931695	46932986	2	991	1061.9766	124.0651	7017	0
2_MACS_peak_31908_lociStitched	chr8	144094814	144096069	2	800	1009.6475	72.6645	7018	0
1_MACS_peak_8813_lociStitched	chr12	52249783	52250630	1	848	1024.6159	88.0033	7019	0
2_MACS_peak_27749_lociStitched	chr5	1777626	1778763	2	896	993.738	57.1911	7020	0
1_MACS_peak_20616_lociStitched	chr2	71166389	71167295	1	907	992.7948	56.2626	7021	0
2_MACS_peak_17763_lociStitched	chr19	17102373	17103625	2	921	1038.7844	102.5388	7022	0
2_MACS_peak_7389_lociStitched	chr11	68957528	68959096	2	785	1011.2032	75.1072	7023	0
1_MACS_peak_13135_lociStitched	chr17	7937313	7938481	1	1169	1081.568	145.5328	7024	0
1_MACS_peak_21986_lociStitched	chr20	56394319	56395505	1	1187	1015.3346	80.055	7025	0
1_MACS_peak_21387_lociStitched	chr20	30513195	30514287	1	1093	1036.7448	101.556	7026	0
1_MACS_peak_33547_lociStitched	chr9	137788161	137789215	1	1055	1052.8406	118.048	7027	0
1_MACS_peak_23172_lociStitched	chr21	45574793	45575593	1	801	1293.52	358.8	7028	0
3_MACS_peak_34416_lociStitched	chrX	153448626	153450390	3	1155	1025.2368	90.6696	7029	0
2_MACS_peak_11164_lociStitched	chr16	5015945	5017297	2	1228	1052.2616	118.0296	7030	0
1_MACS_peak_14055_lociStitched	chr17	45234122	45234441	1	320	1182.3097	250.6702	7031	0
2_MACS_peak_8669_lociStitched	chr12	3439355	3440644	2	847	996.1392	64.8367	7032	0
2_MACS_peak_20970_lociStitched	chr2	219915249	219916227	2	854	1024.5528	93.399	7033	0
2_MACS_peak_5540_lociStitched	chr10	99686368	99687542	2	1155	997.1956	66.0962	7034	0
1_MACS_peak_7209_lociStitched	chr11	66232225	66233580	1	1356	1177.0885	246.61	7035	0
1_MACS_peak_1561_lociStitched	chr1	9353505	9354492	1	988	1036.2513	105.8064	7036	0
2_MACS_peak_21962_lociStitched	chr20	56285883	56287192	2	961	1033.0628	102.6256	7037	0
2_MACS_peak_3620_lociStitched	chr1	30213214	30214493	2	1214	1014.5028	84.1582	7038	0
2_MACS_peak_4895_lociStitched	chr1	217307979	217309746	2	815	1209.6882	280.0695	7039	0
1_MACS_peak_25883_lociStitched	chr3	46733538	46734654	1	1117	1088.9928	159.588	7040	0
2_MACS_peak_11211_lociStitched	chr16	12995974	12997316	2	1030	1033.6084	104.8102	7041	0
2_MACS_peak_14052_lociStitched	chr17	44986354	44987719	2	740	1047.501	118.755	7042	0
3_MACS_peak_8431_lociStitched	chr11	134282417	134283791	3	1120	1020.0576	91.5084	7043	0
2_MACS_peak_25184_lociStitched	chr22	45869174	45870649	2	983	1008.9	80.6825	7044	0
2_MACS_peak_32431_lociStitched	chr9	129315807	129316920	2	1095	967.6422	39.7341	7045	0
1_MACS_peak_21961_lociStitched	chr20	56283220	56284369	1	1150	1069.2594	141.4419	7046	0
2_MACS_peak_32017_lociStitched	chr8	144445103	144446353	2	1215	1070.25	142.625	7047	0
2_MACS_peak_24950_lociStitched	chr22	45090569	45092398	2	1115	1091.3643	164.2442	7048	0
2_MACS_peak_9652_lociStitched	chr14	101693896	101695515	2	742	1016.0844	89.045	7049	0
2_MACS_peak_2400_lociStitched	chr1	18273770	18275330	2	831	1010.412	83.616	7050	0
2_MACS_peak_17134_lociStitched	chr19	10056682	10058214	2	869	1002.3876	76.1404	7051	0
1_MACS_peak_6748_lociStitched	chr11	45122794	45124008	1	1215	1073.5402	147.6224	7052	0
1_MACS_peak_12808_lociStitched	chr17	3875380	3876439	1	1060	1059.9531	134.2812	7053	0
2_MACS_peak_26343_lociStitched	chr3	197865774	197867150	2	1144	1164.784	239.6992	7054	0
1_MACS_peak_28104_lociStitched	chr5	177521146	177522187	1	1042	1039.2303	114.3018	7055	0
1_MACS_peak_31389_lociStitched	chr8	131454445	131455527	1	1083	1017.621	92.7274	7056	0
2_MACS_peak_18667_lociStitched	chr19	39509472	39510728	2	1114	990.6072	66.0656	7057	0
1_MACS_peak_3363_lociStitched	chr1	23503597	23504786	1	1190	1046.4389	122.5859	7058	0
1_MACS_peak_14587_lociStitched	chr17	72032915	72034062	1	1148	1015.4391	91.6453	7059	0
1_MACS_peak_4445_lociStitched	chr1	152050838	152052071	1	1234	1084.5468	160.7832	7060	0
1_MACS_peak_21250_lociStitched	chr2	242743504	242744568	1	1065	978.348	54.6896	7061	0
1_MACS_peak_4447_lociStitched	chr1	152161370	152162269	1	900	1161.6878	238.8643	7062	0
1_MACS_peak_20196_lociStitched	chr19	55425966	55427096	1	1131	1060.844	138.538	7063	0
1_MACS_peak_3382_lociStitched	chr1	26248836	26249877	1	1042	1029.549	107.3271	7064	0
1_MACS_peak_27820_lociStitched	chr5	71481372	71482375	1	1004	1010.9237	88.9661	7065	0
2_MACS_peak_9273_lociStitched	chr12	133167720	133169354	2	726	973.7006	51.7978	7066	0
2_MACS_peak_21780_lociStitched	chr20	48844982	48846292	2	1081	1033.459	112.136	7067	0
1_MACS_peak_22912_lociStitched	chr21	38103622	38104712	1	1091	1065.911	145.188	7068	0
2_MACS_peak_7650_lociStitched	chr11	70038881	70040168	2	951	1031.6592	111.0681	7069	0
2_MACS_peak_31336_lociStitched	chr8	86765797	86767978	2	1951	1383.1902	463.0263	7070	0
2_MACS_peak_31152_lociStitched	chr8	11811745	11813130	2	808	1039.581	119.8025	7071	0
1_MACS_peak_13723_lociStitched	chr17	39795502	39796559	1	1058	1025.7128	106.1228	7072	0
1_MACS_peak_19089_lociStitched	chr19	44917697	44918061	1	365	1184.4196	264.8464	7073	0
1_MACS_peak_9416_lociStitched	chr13	113949688	113951032	1	1345	1186.2144	267.7248	7074	0
2_MACS_peak_3702_lociStitched	chr1	30577620	30578704	2	1025	978.5268	60.4872	7075	0
2_MACS_peak_31591_lociStitched	chr8	142834233	142835385	2	991	957.312	39.5136	7076	0
2_MACS_peak_13355_lociStitched	chr17	19650728	19652152	2	1176	1062.8736	145.1056	7077	0
2_MACS_peak_30774_lociStitched	chr7	158888690	158889903	2	1061	1070.5938	153.0806	7078	0
1_MACS_peak_33760_lociStitched	chr9	138228196	138229144	1	949	982.3176	64.8432	7079	0
2_MACS_peak_21492_lociStitched	chr20	31720531	31721751	2	1035	1043.71	126.392	7080	0
2_MACS_peak_5093_lociStitched	chr10	2976595	2978353	2	1166	1076.0718	159.099	7081	0
1_MACS_peak_4787_lociStitched	chr1	204098833	204100103	1	1271	1053.084	136.144	7082	0
2_MACS_peak_5141_lociStitched	chr10	43597773	43599263	2	809	1024.673	108.025	7083	0
1_MACS_peak_22942_lociStitched	chr21	42934307	42935360	1	1054	1023.4107	107.5113	7084	0
2_MACS_peak_31886_lociStitched	chr8	143920759	143922045	2	930	968.7438	52.8546	7085	0
2_MACS_peak_21091_lociStitched	chr2	241192559	241194130	2	655	970.0925	55.2992	7086	0
2_MACS_peak_28495_lociStitched	chr6	33878686	33880097	2	906	1112.7146	198.8099	7087	0
1_MACS_peak_22506_lociStitched	chr20	60442918	60443936	1	1019	973.717	59.9602	7088	0
2_MACS_peak_30764_lociStitched	chr7	158819106	158820282	2	1075	1026.1776	112.6608	7089	0
1_MACS_peak_11706_lociStitched	chr16	84954221	84955545	1	1325	1005.4456	92.1504	7090	0
1_MACS_peak_4678_lociStitched	chr1	201230842	201232064	1	1223	1111.409	198.6972	7091	0
2_MACS_peak_3672_lociStitched	chr1	30429884	30431469	2	916	1025.9705	113.3275	7092	0
2_MACS_peak_13879_lociStitched	chr17	42012595	42014017	2	826	1037.349	125.9892	7093	0
2_MACS_peak_17582_lociStitched	chr19	15131359	15132889	2	778	1047.132	135.864	7094	0
2_MACS_peak_21257_lociStitched	chr2	242761404	242763110	2	1225	986.4092	75.7464	7095	0
2_MACS_peak_34267_lociStitched	chrX	25022850	25024096	2	1012	942.2252	31.773	7096	0
1_MACS_peak_33515_lociStitched	chr9	137641664	137642470	1	807	961.7998	51.4228	7097	0
1_MACS_peak_4248_lociStitched	chr1	41249945	41251031	1	1087	1005.093	95.025	7098	0
2_MACS_peak_32200_lociStitched	chr9	46586	48127	2	837	1140.0318	230.3795	7099	0
3_MACS_peak_10692_lociStitched	chr15	102490625	102492427	3	1545	1190.0408	281.112	7100	0
2_MACS_peak_12086_lociStitched	chr16	86607453	86608654	2	959	929.2137	20.2969	7101	0
2_MACS_peak_25465_lociStitched	chr22	49700059	49701347	2	1121	1026.4072	117.7232	7102	0
2_MACS_peak_9557_lociStitched	chr14	100779027	100780321	2	707	949.0196	41.2786	7103	0
2_MACS_peak_25053_lociStitched	chr22	45291002	45292065	2	1007	995.1806	87.5912	7104	0
1_MACS_peak_16149_lociStitched	chr19	3091344	3092547	1	1204	993.4374	85.8942	7105	0
2_MACS_peak_6088_lociStitched	chr10	134928177	134929374	2	886	968.8518	62.0046	7106	0
1_MACS_peak_2557_lociStitched	chr1	18724138	18725088	1	951	939.835	33.25	7107	0
1_MACS_peak_29535_lociStitched	chr7	99995240	99996164	1	925	1001.8932	95.3568	7108	0
2_MACS_peak_18160_lociStitched	chr19	30353393	30354970	2	814	1030.4118	124.1099	7109	0
2_MACS_peak_10298_lociStitched	chr15	74461075	74462366	2	1083	1037.7058	131.8111	7110	0
2_MACS_peak_13_lociStitched	chr1	132079	134160	2	1279	1142.469	236.6097	7111	0
1_MACS_peak_9474_lociStitched	chr14	23820757	23821702	1	946	921.375	15.9705	7112	0
2_MACS_peak_29634_lociStitched	chr7	100530860	100532142	2	1186	1034.8304	129.482	7113	0
1_MACS_peak_9782_lociStitched	chr14	104824138	104825265	1	1128	972.4883	67.1692	7114	0
2_MACS_peak_13557_lociStitched	chr17	34830662	34832052	2	1238	1037.496	132.606	7115	0
3_MACS_peak_23780_lociStitched	chr22	22986761	22989270	3	1217	1173.2084	268.7139	7116	0
2_MACS_peak_4354_lociStitched	chr1	85463131	85464335	2	935	1007.5072	103.1828	7117	0
2_MACS_peak_26629_lociStitched	chr4	4854004	4855271	2	913	985.3459	81.088	7118	0
1_MACS_peak_20651_lociStitched	chr2	85360920	85361963	1	1044	975.9351	71.7584	7119	0
2_MACS_peak_30341_lociStitched	chr7	155827509	155828655	2	1142	1027.389	123.768	7120	0
2_MACS_peak_26909_lociStitched	chr4	7457829	7459335	2	751	969.111	65.511	7121	0
1_MACS_peak_6777_lociStitched	chr11	46337641	46338687	1	1047	969.0144	65.5842	7122	0
2_MACS_peak_18147_lociStitched	chr19	30270663	30272105	2	884	1046.892	143.479	7123	0
1_MACS_peak_4852_lociStitched	chr1	205487663	205488950	1	1288	1124.0658	221.6214	7124	0
2_MACS_peak_25098_lociStitched	chr22	45384726	45385899	2	1054	1043.7354	141.6984	7125	0
2_MACS_peak_31940_lociStitched	chr8	144196651	144198075	2	764	955.6464	54.6816	7126	0
1_MACS_peak_28605_lociStitched	chr6	36744137	36745068	1	932	950.6441	49.7154	7127	0
2_MACS_peak_21936_lociStitched	chr20	56109758	56111376	2	982	1087.7814	186.879	7128	0
2_MACS_peak_22226_lociStitched	chr20	57721222	57722716	2	891	1018.0116	117.5778	7129	0
3_MACS_peak_19962_lociStitched	chr19	51206499	51207863	3	1271	983.5804	83.4768	7130	0
2_MACS_peak_23904_lociStitched	chr22	25507767	25509047	2	727	980.48	80.512	7131	0
2_MACS_peak_9875_lociStitched	chr14	105300963	105302065	2	1026	932.9532	33.06	7132	0
2_MACS_peak_20427_lociStitched	chr2	3717573	3719032	2	1039	988.9102	89.1449	7133	0
1_MACS_peak_14859_lociStitched	chr17	73601358	73602347	1	990	943.9016	45.1973	7134	0
2_MACS_peak_27790_lociStitched	chr5	2145615	2147141	2	1320	1174.1044	275.443	7135	0
1_MACS_peak_18940_lociStitched	chr19	42204663	42205790	1	1128	1054.4212	156.0895	7136	0
2_MACS_peak_779_lociStitched	chr1	4519995	4521480	2	1081	987.0795	88.803	7137	0
2_MACS_peak_28791_lociStitched	chr6	150310744	150311843	2	862	929.9738	32.4205	7138	0
1_MACS_peak_26488_lociStitched	chr4	3582650	3583655	1	1006	1078.767	182.106	7139	0
1_MACS_peak_22983_lociStitched	chr21	43121851	43122748	1	898	976.833	80.9094	7140	0
