GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
NM_000250	chr17(.):56342216-56363296	0.0556
NM_004758	chr17(.):56373593-56411152	0.7072
NM_003168	chr17(.):56417538-56434563	1.2362
NR_029683	chr17(.):56403592-56413679	2.883
NR_004380	chr17(.):62218437-62228517	0.8047
NR_002995	chr17(.):62218698-62228831	0.8063
NR_033876	chr17(.):70589179-70641611	0.2531
NM_001163989	chr17(.):72727958-72748474	0.8969
NM_001006638	chr17(.):72728355-72748474	0.914
NM_139018	chr17(.):72685451-72714108	0.0679
NM_175738	chr17(.):72662255-72748474	0.2893
NR_037409	chr17(.):72739751-72749838	1.2191
NM_017728	chr17(.):72767621-72840922	0.1321
NM_015654	chr17(.):72761685-72777470	0.4417
NM_001008529	chr17(.):74670650-74712056	0.1101
NM_003016	chr17(.):74725198-74738493	1.372
NM_015167	chr17(.):74709524-74727881	1.0016
NR_030366	chr17(.):74727531-74737630	1.7594
NM_001080510	chr17(.):74717949-74734962	1.964
NM_024311	chr17(.):74728782-74780338	0.5189
NR_027058	chr17(.):75079724-75096068	2.3622
NR_003013	chr17(.):75080388-75090575	2.6992
NM_001143998	chr17(.):75132004-75218181	1.27
NM_001144001	chr17(.):75176294-75218181	0.771
NM_152468	chr17(.):76121858-76144049	1.2313
NM_007267	chr17(.):76103998-76133488	0.9343
NM_001127198	chr17(.):76103998-76129861	1.0403
NM_001145529	chr17(.):76222390-76242068	0.0766
NM_001010982	chr17(.):76178436-76208782	0.14
NM_001012270	chr17(.):76205276-76226716	0.1664
NM_003258	chr17(.):76165159-76188285	0.945
NM_004710	chr17(.):76159670-76174009	1.6554
NR_002219	chr17(.):76205320-76225783	0.1729
NM_001145526	chr17(.):76178442-76208782	0.14
NR_027083	chr17(.):76178397-76198641	0.1694
NM_001100407	chr17(.):80395462-80413707	1.3376
NM_001193655	chr17(.):80395462-80412602	1.421
NM_001038618	chr17(.):80411059-80451143	0.4391
NM_001083608	chr17(.):80411539-80451143	0.4439
NM_173620	chr17(.):80371251-80405516	0.2312
NR_036519	chr17(.):80402590-80413707	2.1346
NM_000633	chr18(.):60785578-60991613	0.6548
NM_001083625	chr18(.):9131757-9290206	0.355
NM_021074	chr18(.):9097627-9139343	1.892
NM_005904	chr18(.):46441222-46482081	1.9102
NM_001190823	chr18(.):46441222-46474177	1.7458
NM_001190822	chr18(.):46441222-46480703	1.974
NM_030973	chr19(.):50316535-50345237	0.4195
NM_001039846	chr19(.):2091867-2104583	1.667
NM_019112	chr19(.):1035101-1070570	0.8262
NM_001164605	chr19(.):35640844-35665788	0.3463
NM_018028	chr19(.):39828107-39880537	0.1739
NM_014164	chr19(.):35640624-35665788	0.3438
NR_028406	chr19(.):35640671-35665788	0.3441
NM_020695	chr19(.):1810244-1853452	0.605
NM_052847	chr19(.):2506217-2707746	1.2336
NM_032855	chr19(.):16239837-16274377	1.7385
NM_021235	chr19(.):16467407-16587762	0.4533
NM_006387	chr19(.):16623699-16658263	0.3089
NM_001492	chr19(.):18974360-19011953	0.0693
NM_001398	chr19(.):39301061-39327497	0.1174
NM_006801	chr19(.):48880826-48899810	2.0124
NM_001161440	chr19(.):55687614-55725874	0.0646
NM_024100	chr19(.):979327-999569	0.4291
NM_004368	chr19(.):1021297-1044064	1.346
NM_033420	chr19(.):1004649-1026141	0.9781
NM_138690	chr19(.):995436-1014723	0.1347
NM_012292	chr19(.):1062173-1091627	0.6954
NM_001280	chr19(.):1264266-1278171	1.8532
NM_017914	chr19(.):1270519-1284243	1.4204
NM_177401	chr19(.):1243551-1264142	0.9234
NM_001001975	chr19(.):1236748-1249824	0.9225
NM_001405	chr19(.):1281167-1304944	0.0969
NM_152769	chr19(.):1224946-1242990	0.2728
NR_027271	chr19(.):1262469-1275259	0.6969
NR_023313	chr19(.):1264266-1279809	1.6759
NM_138813	chr19(.):1777073-1817270	0.1258
NM_001178002	chr19(.):1777073-1817199	0.126
NR_031730	chr19(.):1811157-1821237	0.2186
NR_034114	chr19(.):1817087-1829542	0.1245
NM_031918	chr19(.):1847397-1868564	1.9711
NM_138422	chr19(.):1900416-1918446	0.3266
NM_001130111	chr19(.):1871974-1890518	0.6077
NM_079834	chr19(.):1900372-1931012	0.2981
NM_017572	chr19(.):2032469-2056243	0.592
NM_130807	chr19(.):2066034-2101269	2.9851
NM_004152	chr19(.):2264519-2278487	0.9379
NM_018049	chr19(.):2228154-2241328	1.9197
NM_000479	chr19(.):2244112-2257072	1.0576
NM_198532	chr19(.):2269630-2287181	0.6438
NR_031596	chr19(.):2229060-2239148	2.2895
NM_007165	chr19(.):2231815-2253678	1.2085
NM_144616	chr19(.):2247249-2261422	1.5317
NM_001101391	chr19(.):2284773-2313156	0.1541
NR_036207	chr19(.):2245637-2255717	0.292
NM_032737	chr19(.):2423163-2461958	0.7829
NM_012458	chr19(.):2420621-2432875	1.271
NM_015675	chr19(.):2471122-2483257	1.8592
NM_023072	chr19(.):13901273-13948044	0.1674
NR_029613	chr19(.):13980512-13990622	0.0653
NR_036515	chr19(.):13940329-13952103	1.0313
NM_001098622	chr19(.):13982949-13996571	0.2353
NR_030179	chr19(.):13980688-13990825	0.0679
NR_029497	chr19(.):13942100-13952173	1.2147
NR_029495	chr19(.):13942400-13952473	1.3013
NR_029501	chr19(.):13942253-13952331	1.2593
NM_005370	chr19(.):16217489-16249445	1.3698
NM_001145160	chr19(.):16173316-16218813	0.8109
NR_024335	chr19(.):16139522-16157918	0.0687
NR_024336	chr19(.):16140288-16157918	0.0698
NM_003290	chr19(.):16182134-16218813	0.8562
NM_032493	chr19(.):16303664-16351156	0.1243
NM_054113	chr19(.):16267178-16289286	0.3143
NM_014077	chr19(.):16291234-16307857	0.2538
NM_032207	chr19(.):16602204-16637163	0.0909
NM_145046	chr19(.):16584874-16612003	0.0895
NM_024881	chr19(.):16655647-16688193	0.258
NM_004831	chr19(.):16680717-16744015	1.4991
NM_001145724	chr19(.):19035009-19054858	0.3435
NM_001145722	chr19(.):19035009-19056113	0.3919
NM_001145721	chr19(.):19035009-19056161	0.3922
NR_027297	chr19(.):19035009-19055444	0.3573
NM_007263	chr19(.):19005322-19035199	0.4544
NM_004838	chr19(.):19035009-19057041	0.4031
NM_019070	chr19(.):19025483-19044442	0.671
NM_015925	chr19(.):35734558-35763867	1.1987
NM_152481	chr19(.):35710703-35724628	0.0569
NM_006149	chr19(.):39287310-39308740	0.0508
NM_012237	chr19(.):39364194-39395463	0.4157
NM_001005335	chr19(.):39322027-39347979	1.1346
NM_001001716	chr19(.):39385614-39404534	0.3289
NM_001533	chr19(.):39322027-39345617	1.1951
NM_001193286	chr19(.):39364194-39395502	0.4152
NR_034146	chr19(.):39364194-39389795	0.3128
NM_001195833	chr19(.):39353471-39373919	0.3657
NM_003407	chr19(.):39892486-39905045	5.6549
NM_003169	chr19(.):39931287-39972308	0.3729
NM_001130825	chr19(.):39931185-39972308	0.375
NM_019088	chr19(.):39871269-39886679	0.6909
NM_017592	chr19(.):39876962-39896203	3.2121
NM_001020	chr19(.):39918846-39931618	0.885
NM_022835	chr19(.):39898749-39924055	0.863
NM_001098506	chr19(.):42077530-42098197	0.0946
NM_144577	chr19(.):48794708-48828332	0.308
NM_018273	chr19(.):48830615-48872186	0.639
NM_012451	chr19(.):48862650-48884634	1.2778
NM_001425	chr19(.):48823628-48838810	1.5395
NM_153608	chr19(.):48769653-48795863	0.066
NM_031485	chr19(.):48944029-48962164	0.4438
NM_000836	chr19(.):48893131-48953188	0.4103
NM_001098632	chr19(.):50367296-50385644	2.0333
NM_032375	chr19(.):50367296-50385578	2.0406
NM_001098633	chr19(.):50367296-50385612	2.0368
NM_017432	chr19(.):50349415-50368999	0.4186
NM_001168222	chr19(.):50375681-50397007	1.3478
NM_007254	chr19(.):50359459-50375822	0.646
NM_152899	chr19(.):50387913-50405147	0.2855
NM_012068	chr19(.):50426958-50442193	0.7603
NM_032430	chr19(.):55790533-55828903	0.383
NM_173804	chr19(.):55733001-55745632	0.095
NM_001130106	chr19(.):55768590-55796751	0.7212
NM_014931	chr19(.):55736146-55775038	0.6591
NM_032836	chr19(.):56097736-56115893	0.7007
NM_007279	chr19(.):56160415-56191082	0.885
NM_207115	chr19(.):56147391-56159836	0.5679
NM_153219	chr19(.):56106729-56119504	1.2666
NM_203374	chr19(.):56127106-56140941	0.1995
NM_016535	chr19(.):56149985-56161989	0.5894
NM_013301	chr19(.):56153953-56169526	1.4519
NM_001163423	chr19(.):56148462-56159836	0.607
NM_016202	chr19(.):56148417-56159836	0.6051
NM_001130072	chr19(.):56181560-56212133	0.2971
NM_001130071	chr19(.):56182990-56212133	0.3063
NM_001195605	chr19(.):56119958-56134907	0.0716
NM_003818	chr20(.):5102481-5176989	0.2251
NM_001042472	chr20(.):25275849-25376477	1.1773
NM_015600	chr20(.):25270378-25376477	1.2017
NM_001191	chr20(.):30247260-30315656	2.0745
NM_015568	chr20(.):37429347-37556667	0.9554
NM_032883	chr20(.):42539781-42703254	0.7838
NM_001098798	chr20(.):42569535-42703254	0.9157
NM_001098797	chr20(.):42538491-42703254	0.7801
NM_000022	chr20(.):43243162-43285376	0.9125
NM_183048	chr20(.):45833380-45990474	0.3411
NM_001161841	chr20(.):46281149-46420360	0.3498
NM_018837	chr20(.):46281149-46419808	0.3511
NM_183425	chr20(.):55961462-55989386	1.3038
NM_080618	chr20(.):56067223-56105154	0.1195
NM_002531	chr20(.):61335188-61399123	0.0711
NM_001009923	chr20(.):5075483-5098733	0.4265
NM_002592	chr20(.):5090598-5112268	1.101
NM_182649	chr20(.):5090598-5105647	1.2907
NR_028370	chr20(.):5095231-5105615	1.1245
NM_019593	chr20(.):5520079-5596672	0.4152
NM_013248	chr20(.):23326372-23340408	1.392
NM_022482	chr20(.):23340020-23358683	0.4935
NM_002862	chr20(.):25223705-25283648	1.2846
NM_032609	chr20(.):30220690-30237800	0.0717
NM_012112	chr20(.):30321903-30394603	0.1292
NM_176812	chr20(.):32394109-32447173	1.5195
NM_030919	chr20(.):37549954-37586703	0.1719
NR_034104	chr20(.):43280091-43305380	0.2363
NR_024594	chr20(.):45942245-45954498	0.1162
NM_006526	chr20(.):52178609-52204636	0.6373
NM_001015885	chr20(.):55921617-55958519	0.2695
NM_003610	chr20(.):55921144-55958519	0.2678
NM_001190472	chr20(.):55928495-55939878	0.1051
NR_024470	chr20(.):61289378-61302973	0.1627
NM_016354	chr20(.):61268796-61308647	1.2409
NM_001083113	chr20(.):62333793-62372494	0.7727
NM_181485	chr20(.):62334379-62372494	0.7838
NM_017806	chr20(.):62362977-62375460	1.0188
NM_003224	chr20(.):62324994-62344355	0.2861
NM_032945	chr20(.):62321287-62335035	0.0775
NM_020062	chr20(.):62366210-62380403	0.8732
NM_003823	chr20(.):62323020-62335035	0.0771
NM_006198	chr21(.):41234346-41306322	0.3612
NM_003683	chr21(.):45204417-45228983	0.4612
NM_001100421	chr21(.):19156283-19196703	0.949
NM_000629	chr21(.):34692213-34737128	0.7948
NM_000100	chr21(.):45188830-45201259	1.0746
NR_026961	chr21(.):45220638-45237448	0.1267
NM_005049	chr21(.):45522207-45556063	0.4208
NM_198155	chr21(.):45548493-45570605	2.0471
NM_002473	chr22(.):36672322-36789063	0.6463
NM_004327	chr22(.):23517551-23665224	0.2479
NM_014433	chr22(.):23396592-23489241	0.4273
NM_001887	chr22(.):26990361-27018991	1.0149
NM_007194	chr22(.):29078730-29142822	0.1329
NM_001195071	chr22(.):38610297-38673670	0.4599
NM_001195072	chr22(.):38610297-38674040	0.4582
NM_001002880	chr22(.):39047657-39074855	0.784
NM_001003406	chr22(.):39961757-40090740	0.0615
NM_138433	chr22(.):50981461-50994452	0.0885
NR_030755	chr22(.):23160269-23170365	1.0006
NM_001178126	chr22(.):23224959-23243013	8.267
NM_004914	chr22(.):23482512-23511531	0.6786
NM_001024938	chr22(.):24194058-24232725	0.2396
NM_002415	chr22(.):24231564-24242409	0.9679
NM_001024939	chr22(.):24195040-24232725	0.2444
NM_001007468	chr22(.):24124149-24181705	0.4895
NM_001002862	chr22(.):24171689-24186199	1.4812
NM_000675	chr22(.):24818529-24843325	1.0778
NR_028484	chr22(.):24820177-24895783	0.4094
NM_001008566	chr22(.):26916713-26966370	0.2499
NM_003595	chr22(.):26916713-26991089	0.5557
NR_031615	chr22(.):26946177-26956289	0.4684
NR_003491	chr22(.):27048445-27077440	0.6869
NM_001886	chr22(.):27012927-27031636	0.4145
NM_172002	chr22(.):29133042-29158496	0.3353
NM_173510	chr22(.):29163661-29190283	0.9151
NM_001079539	chr22(.):29185547-29201560	4.5933
NM_031910	chr22(.):37571205-37589330	0.0682
NM_001051	chr22(.):37597244-37613353	0.2718
NM_013385	chr22(.):37673494-37716389	0.1725
NM_002872	chr22(.):37616309-37645305	1.2604
NM_152221	chr22(.):38681696-38718413	0.8045
NR_002821	chr22(.):38735669-38799931	0.6042
NM_001894	chr22(.):38681696-38719089	0.7925
NM_004981	chr22(.):38817332-38845033	0.0662
NM_001013647	chr22(.):38969124-39057634	0.2926
NM_004286	chr22(.):39096806-39134592	0.9241
NM_005740	chr22(.):39169512-39195161	0.1176
NM_020243	chr22(.):39072953-39085766	0.2318
NM_014876	chr22(.):39076547-39101459	1.1973
NM_015374	chr22(.):39125734-39156947	0.9875
NM_001006666	chr22(.):39431672-39445428	0.6247
NM_152426	chr22(.):39412117-39434256	0.5269
NM_014508	chr22(.):39405264-39419825	1.0621
NM_021822	chr22(.):39468009-39488748	0.8615
NM_181773	chr22(.):39488228-39505072	0.2169
NM_006116	chr22(.):39790758-39832887	0.4046
NM_153497	chr22(.):39790758-39838132	0.5052
NM_194326	chr22(.):39920097-39933860	1.0863
NM_002409	chr22(.):39848324-39893199	0.4455
NM_019008	chr22(.):39893283-39919137	1.2544
NM_182810	chr22(.):39911568-39923691	2.1751
NM_001098270	chr22(.):39878228-39893199	0.1756
NM_001169111	chr22(.):50956996-50969033	1.3151
NM_024866	chr22(.):50915011-50929866	0.1743
NM_002972	chr22(.):50878430-50918464	0.4333
NM_001185011	chr22(.):50941644-50968209	0.988
NM_001113756	chr22(.):50959181-50973258	1.1981
NM_001113755	chr22(.):50959181-50973514	1.1782
NM_001169109	chr22(.):50956996-50969868	1.2969
NM_001169110	chr22(.):50956996-50969574	1.3015
NM_001014440	chr22(.):50963837-50976008	1.0517
NM_005138	chr22(.):50956996-50969034	1.3151
NM_017584	chr22(.):50920212-50933750	0.1266
NM_033200	chr22(.):50936375-50951135	0.7416
NM_001145134	chr22(.):51002289-51022096	0.488
NR_021492	chr22(.):51016454-51027355	0.8341
NM_004377	chr22(.):51002289-51021894	0.4755
NM_001123225	chr22(.):50984540-51006328	0.0909
NM_001145137	chr22(.):51002289-51021506	0.4503
NM_005198	chr22(.):51012386-51026428	0.6689
