GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
NM_001129742	chr10(.):105227560-105243997	0.15
NM_001001412	chr10(.):105208143-105223648	0.1286
NM_004210	chr10(.):105248734-105357309	0.1234
NM_005871	chr10(.):112047797-112069707	0.1287
NM_004419	chr10(.):112252624-112276302	0.1846
NM_145341	chr10(.):112626595-112664764	0.1471
NM_001195307	chr10(.):112653487-112684124	0.1486
NM_001195306	chr10(.):112653487-112683694	0.1489
NR_026932	chr10(.):112623647-112635662	0.2
NM_001111018	chr11(.):19367270-20148147	0.1118
NM_006819	chr11(.):63948586-63977020	0.1474
NM_001098517	chr11(.):115039344-115380241	0.1235
NM_181798	chr11(.):2477683-2875340	0.0967
NM_000218	chr11(.):2461220-2875340	0.0967
NM_030962	chr11(.):9795213-10320754	0.1044
NM_175058	chr11(.):16804206-17040963	0.1173
NM_001143830	chr11(.):22683159-22839547	0.1234
NM_177553	chr11(.):22684653-22839547	0.1231
NM_005256	chr11(.):22691318-22839547	0.1187
NM_020229	chr11(.):45110563-45251903	0.1069
NM_001127457	chr11(.):45863668-45909796	0.1187
NM_021117	chr11(.):45863956-45909799	0.1188
NM_004811	chr11(.):58289343-58348390	0.1423
NM_001143995	chr11(.):58289343-58350639	0.1421
NM_206893	chr11(.):60547820-60573778	0.0787
NM_024060	chr11(.):62196015-62319332	0.1089
NM_001077241	chr11(.):65137662-65155142	0.1302
NR_002819	chr11(.):65260232-65278939	0.2324
NM_030930	chr11(.):67753574-67776593	0.155
NM_006645	chr11(.):72460773-72509750	0.1086
NM_014824	chr11(.):72542789-72858143	0.119
NR_027479	chr11(.):78142015-78290909	0.1108
NM_080491	chr11(.):77921335-78133868	0.1116
NM_014488	chr11(.):82687477-82787884	0.1512
NM_001166	chr11(.):102212965-102254401	0.1135
NM_024556	chr11(.):126076618-126137879	0.1145
NM_002017	chr11(.):128558812-128688162	0.1498
NM_001167681	chr11(.):128557388-128688162	0.1487
NM_012239	chr11(.):210029-241362	0.1089
NM_002817	chr11(.):231807-257984	0.1125
NM_138329	chr11(.):273569-290304	0.1102
NM_006435	chr11(.):303106-314410	0.1099
NM_025092	chr11(.):284137-300688	0.0905
NM_003641	chr11(.):308990-320272	0.1112
NM_001025295	chr11(.):293202-304526	0.0625
NM_021034	chr11(.):314672-325914	0.107
NM_138567	chr11(.):1850673-1863750	0.0806
NM_002339	chr11(.):1869199-1918493	0.0938
NM_001145829	chr11(.):1855718-1867910	0.0833
NM_001013253	chr11(.):1884902-1918493	0.0806
NM_001145841	chr11(.):1856431-1867910	0.086
NM_001013255	chr11(.):1887153-1918493	0.083
NM_003282	chr11(.):1855232-1867910	0.0829
NM_001013254	chr11(.):1887098-1918493	0.0828
NR_036185	chr11(.):1875693-1885766	0.0896
NM_001124	chr11(.):10321641-10333923	0.2414
NM_022725	chr11(.):22639078-22652387	0.1307
NM_000610	chr11(.):35155416-35258949	0.1457
NM_018389	chr11(.):45821640-45839567	0.1418
NR_027134	chr11(.):45787982-45798909	0.1353
NM_001145266	chr11(.):45820622-45839567	0.141
NM_000614	chr11(.):58385145-58398205	0.125
NR_024091	chr11(.):58341586-58398205	0.1423
NM_053023	chr11(.):58341586-58394023	0.1443
NM_004778	chr11(.):60613397-60628444	0.0983
NM_207341	chr11(.):60630014-60648164	0.1274
NM_024098	chr11(.):60604428-60623561	0.1632
NM_022830	chr11(.):62337516-62364109	0.1443
NM_004739	chr11(.):62355674-62374303	0.1783
NM_001404	chr11(.):62322072-62346460	0.1692
NM_001620	chr11(.):62278373-62319332	0.1249
NM_004470	chr11(.):64003412-64016607	0.1537
NM_000932	chr11(.):64013994-64041924	0.1227
NM_005528	chr11(.):63992752-64006753	0.1481
NM_001160390	chr11(.):63986270-63998726	0.1444
NM_032344	chr11(.):63988737-64002488	0.1468
NM_004322	chr11(.):64032299-64057176	0.1352
NM_178443	chr11(.):63969151-63996363	0.1213
NM_057092	chr11(.):64004587-64016607	0.1607
NM_033310	chr11(.):64053792-64072503	0.1093
NM_003377	chr11(.):63997265-64011259	0.1732
NM_020155	chr11(.):64048581-64061972	0.1206
NM_001135208	chr11(.):64003603-64016607	0.1536
NM_001039496	chr11(.):64062862-64077239	0.1289
NM_001170726	chr11(.):64046810-64061972	0.1178
NM_001160393	chr11(.):63986270-63998341	0.1416
NM_001170881	chr11(.):64047284-64061972	0.1182
NM_001177358	chr11(.):64047282-64061972	0.1182
NM_138689	chr11(.):64006950-64019413	0.1635
NR_028272	chr11(.):65185268-65199003	0.3003
NR_030343	chr11(.):65206928-65217028	0.1843
NM_031904	chr11(.):65149040-65185995	0.116
NM_021070	chr11(.):65301029-65330699	0.1244
NM_001048218	chr11(.):65287547-65311182	0.1098
NM_001161473	chr11(.):67771047-67801743	0.142
NM_006053	chr11(.):67805446-67823366	0.1307
NM_006019	chr11(.):67801482-67823366	0.1273
NM_002496	chr11(.):67793083-67809114	0.1502
NM_000694	chr11(.):67772789-67801743	0.141
NM_033388	chr11(.):72520450-72545680	0.154
NR_033347	chr11(.):82747505-82757640	0.1108
NM_001165	chr11(.):102183193-102213465	0.1448
NM_006235	chr11(.):111217980-111255157	0.154
NR_026691	chr11(.):117852105-117877199	0.1399
NR_027288	chr11(.):122883273-122895319	0.1249
NM_006597	chr11(.):122923199-122937844	0.2038
NM_032795	chr11(.):126066988-126086587	0.1565
NM_003658	chr11(.):129240880-129327174	0.1326
NR_024233	chr11(.):129867518-129880381	0.1427
NM_199437	chr11(.):129764600-129877730	0.1008
NM_021978	chr11(.):130024681-130085257	0.1243
NM_014325	chr12(.):109033886-109130295	0.1518
NM_002392	chr12(.):69196970-69244212	0.142
NM_173591	chr12(.):80598232-80777870	0.1032
NM_001173982	chr12(.):104845691-105160792	0.1074
NM_014503	chr12(.):101668904-101785397	0.1124
NM_020375	chr12(.):4425358-4474190	0.1071
NM_007273	chr12(.):7069516-7084891	0.1523
NR_015382	chr12(.):6543166-6565683	0.1511
NM_001144831	chr12(.):7069514-7084916	0.1523
NR_036693	chr12(.):9817307-9857151	0.1041
NM_001197317	chr12(.):9817330-9857151	0.104
NM_016511	chr12(.):10218079-10256605	0.1246
NM_001004419	chr12(.):9817308-9857151	0.1041
NM_001987	chr12(.):11797787-12053325	0.1197
NM_031289	chr12(.):13232041-13253709	0.141
NM_006143	chr12(.):12808994-12854121	0.1163
NM_001080555	chr12(.):13232041-13261619	0.1445
NM_152321	chr12(.):15061975-15096463	0.1079
NM_139241	chr12(.):32650040-32803984	0.1259
NM_005164	chr12(.):39940021-40018843	0.1063
NM_001031748	chr12(.):40014971-40120720	0.1025
NM_001077484	chr12(.):46571840-46668208	0.1291
NM_001033873	chr12(.):51634132-51668994	0.0985
NM_001031628	chr12(.):51634132-51669202	0.0983
NM_001128914	chr12(.):53840885-53879946	0.2006
NM_000966	chr12(.):53599352-53631036	0.1556
NM_001042728	chr12(.):53599352-53619150	0.1741
NM_013449	chr12(.):56984379-57035163	0.1275
NM_018279	chr12(.):72074877-72102839	0.1378
NM_001731	chr12(.):92529053-92544673	0.2065
NM_005761	chr12(.):94537498-94704225	0.1434
NM_145913	chr12(.):101544993-101609016	0.0926
NM_020244	chr12(.):102086416-102127846	0.1125
NM_003299	chr12(.):104319188-104346703	0.1621
NM_014706	chr12(.):108910990-108960165	0.1419
NM_018984	chr12(.):109171465-109256359	0.131
NM_003959	chr12(.):123315038-123352507	0.0503
NM_001082959	chr12(.):125257173-125353519	0.0502
NR_028415	chr12(.):1604656-1618590	0.081
NM_001759	chr12(.):4377901-4419522	0.1547
NM_014231	chr12(.):6566403-6584843	0.186
NM_001242	chr12(.):6549050-6565884	0.1663
NM_014865	chr12(.):6598297-6646132	0.1343
NM_016497	chr12(.):6596315-6607471	0.1366
NR_004387	chr12(.):6614387-6624717	0.111
NM_018009	chr12(.):6556176-6576488	0.1772
NM_001975	chr12(.):7018613-7037859	0.1493
NM_002831	chr12(.):7055433-7075479	0.1945
NR_029779	chr12(.):7067861-7077929	0.157
NM_080548	chr12(.):7050739-7075479	0.2033
NM_001007026	chr12(.):7028625-7056484	0.1692
NM_006992	chr12(.):7008896-7028406	0.1256
NM_001940	chr12(.):7032479-7056484	0.1606
NR_003010	chr12(.):7071499-7081769	0.1493
NM_138425	chr12(.):7048202-7060165	0.2042
NR_029682	chr12(.):7068259-7078354	0.1485
NM_006331	chr12(.):7074943-7090165	0.1401
NM_002258	chr12(.):9742869-9765497	0.0949
NR_002814	chr12(.):9795642-9816008	0.1601
NM_001099431	chr12(.):10140661-10156899	0.1114
NM_207345	chr12(.):10178275-10223565	0.1404
NM_001129998	chr12(.):10158230-10176399	0.0898
NM_001172633	chr12(.):10305898-10329790	0.0977
NM_197949	chr12(.):10264375-10287868	0.1299
NM_197954	chr12(.):10274921-10287868	0.1398
NM_153022	chr12(.):10326556-10349403	0.0905
NM_004064	chr12(.):12865301-12880305	0.2305
NR_030344	chr12(.):12912582-12922677	0.0944
NM_001130415	chr12(.):12873850-12949399	0.1231
NM_020853	chr12(.):13192314-13241383	0.1084
NM_006205	chr12(.):15120955-15139799	0.1176
NM_001175	chr12(.):15089949-15119562	0.1868
NM_030762	chr12(.):26267958-26283003	0.2309
NM_005086	chr12(.):26343505-26392708	0.103
NM_001135823	chr12(.):26343268-26392708	0.1028
NM_018976	chr12(.):46746970-46771645	0.1668
NM_001098532	chr12(.):48123452-48157181	0.1246
NM_017842	chr12(.):48161966-48181536	0.1214
NM_006105	chr12(.):48123452-48157244	0.1246
NM_001098531	chr12(.):48123452-48157889	0.1244
NM_001098416	chr12(.):48171506-48218763	0.1488
NM_014033	chr12(.):51313533-51331300	0.1638
NM_001109619	chr12(.):51342781-51369289	0.0968
NM_001971	chr12(.):51717226-51745463	0.1366
NM_016293	chr12(.):51669821-51722938	0.1253
NM_001004304	chr12(.):53569534-53589654	0.1645
NM_000889	chr12(.):53580106-53606000	0.229
NM_015989	chr12(.):53546446-53579430	0.1222
NM_001170790	chr12(.):53640369-53653190	0.1134
NM_032889	chr12(.):53640875-53653190	0.1113
NM_015665	chr12(.):53696239-53720412	0.1424
NM_152860	chr12(.):53715359-53734537	0.119
NM_001173467	chr12(.):53715359-53735004	0.1201
NM_001164691	chr12(.):53812638-53830318	0.1063
NM_003109	chr12(.):53769427-53815226	0.1167
NM_138473	chr12(.):53768978-53815226	0.1166
NM_001005354	chr12(.):53830432-53845427	0.1296
NM_134324	chr12(.):53890376-53905215	0.1662
NM_006301	chr12(.):53869275-53898444	0.1632
NM_134323	chr12(.):53889704-53905215	0.1656
NM_003717	chr12(.):53895473-53906422	0.1394
NM_001127460	chr12(.):56705006-56732533	0.1485
NM_014255	chr12(.):56699212-56715128	0.137
NM_005419	chr12(.):56730381-56759037	0.1438
NM_014871	chr12(.):56705006-56732837	0.15
NM_004077	chr12(.):56660482-56699175	0.1292
NM_016584	chr12(.):56727662-56739194	0.1857
NM_001638	chr12(.):56749354-56761583	0.1538
NR_003046	chr12(.):57032463-57042538	0.179
NM_001686	chr12(.):57026958-57044852	0.1852
NM_005594	chr12(.):57101210-57124066	0.1578
NR_002737	chr12(.):57033810-57043885	0.1764
NM_001113203	chr12(.):57101210-57124326	0.1565
NM_006601	chr12(.):57052124-57087078	0.1591
NM_017440	chr12(.):68683345-68731161	0.1173
NM_031435	chr12(.):72052676-72079428	0.1318
NM_144982	chr12(.):71998378-72062749	0.1233
NM_203394	chr12(.):77410025-77464360	0.1392
NM_001946	chr12(.):89736836-89751296	0.2356
NM_001025233	chr12(.):92812734-92829730	0.1263
NR_027933	chr12(.):92810306-92829778	0.1173
NM_001025232	chr12(.):92808869-92826924	0.1063
NM_153694	chr12(.):102117425-102138250	0.1523
NM_024312	chr12(.):102134274-102229645	0.1225
NM_001111283	chr12(.):102784644-102879378	0.121
NM_001111284	chr12(.):102784644-102877429	0.118
NM_001111285	chr12(.):102806453-102879378	0.1262
NR_027249	chr12(.):104232526-104328989	0.1274
NR_037425	chr12(.):104319202-104329333	0.2331
NM_003211	chr12(.):104354592-104387656	0.1226
NM_001135570	chr12(.):104338980-104355993	0.1392
NM_007076	chr12(.):108904050-108918380	0.1205
NM_213595	chr12(.):108951293-108968160	0.2341
NM_181724	chr12(.):108978621-108996894	0.0929
NM_003006	chr12(.):109010679-109032670	0.2464
NM_001161331	chr12(.):109180694-109226327	0.1137
NM_019034	chr12(.):122210659-122236594	0.0568
NR_002809	chr12(.):122228172-122246390	0.0792
NM_015048	chr12(.):122237637-122275562	0.0592
NM_024667	chr12(.):123344874-123385712	0.0933
NM_021009	chr12(.):125391191-125404587	0.1225
NM_015057	chr13(.):77613791-77906177	0.1122
NM_003291	chr13(.):103244285-103336523	0.123
NM_032436	chr13(.):115074964-115097803	0.1504
NM_000820	chr13(.):114518521-114572046	0.1398
NM_007368	chr13(.):114742193-114903095	0.1089
NM_152719	chr13(.):46271445-46293693	0.0821
NM_001143945	chr13(.):114518521-114544017	0.096
NM_001143946	chr13(.):114518521-114541714	0.096
NR_024609	chr13(.):114581609-114631485	0.1255
NM_023011	chr13(.):115042077-115076283	0.1393
NM_003903	chr13(.):114995361-115043150	0.1396
NM_022060	chr14(.):23062146-23086265	0.0994
NM_001012706	chr14(.):50443429-50479238	0.0667
NM_004296	chr14(.):72394785-73038238	0.0514
NM_001080414	chr14(.):91732666-91889133	0.0864
NM_024832	chr14(.):92975124-93160334	0.0561
NM_001344	chr14(.):23028806-23063143	0.0722
NM_024496	chr14(.):77485885-77500034	0.0862
NM_005065	chr14(.):81934238-82005205	0.0806
NM_152592	chr14(.):95878830-95947173	0.0615
NR_003002	chr14(.):95994691-96004966	0.0778
NR_001459	chr14(.):95994248-96006209	0.0716
NM_016417	chr14(.):95996322-96016055	0.0637
NM_025268	chr14(.):105987952-106001539	0.1009
NM_015492	chr15(.):75489220-75509510	0.1604
NM_144508	chr15(.):40881446-40959881	0.1092
NM_001042495	chr15(.):34517196-34635265	0.1203
NM_005135	chr15(.):34517196-34616021	0.1112
NM_001042497	chr15(.):34517196-34634045	0.1202
NM_001042494	chr15(.):34517196-34634961	0.1202
NM_020759	chr15(.):42862856-43018196	0.1177
NR_031680	chr15(.):69111302-69494862	0.1029
NM_007200	chr15(.):85918870-86297586	0.1111
NM_001103184	chr15(.):33052746-33365085	0.1143
NM_001211	chr15(.):40448209-40518337	0.1321
NM_019600	chr15(.):52868517-52975820	0.1389
NM_017610	chr15(.):59274864-59394253	0.1138
NM_025201	chr15(.):65129081-65165201	0.1268
NM_006305	chr15(.):69065874-69118261	0.1207
NM_001004439	chr15(.):68589041-68729492	0.1024
NM_016166	chr15(.):68341571-68485404	0.1218
NM_172217	chr15(.):81512639-81610104	0.1415
NM_001172128	chr15(.):81484218-81610104	0.1317
NM_001080532	chr15(.):81619759-81671418	0.1137
NM_144767	chr15(.):86215267-86297586	0.112
NM_007011	chr15(.):89626380-89750591	0.1387
NR_027992	chr15(.):20869796-20966480	0.0703
NR_027053	chr15(.):21927513-21945739	0.2148
NR_024387	chr15(.):22009419-22021878	0.0886
NM_015995	chr15(.):31614082-31675102	0.1576
NM_175741	chr15(.):34633065-34654931	0.0975
NM_181077	chr15(.):34666269-34687001	0.086
NM_018648	chr15(.):34628916-34640362	0.1258
NM_153613	chr15(.):34646088-34664395	0.114
NR_036050	chr15(.):34669269-34679351	0.0813
NR_036050	chr15(.):34815490-34825572	0.0731
NM_003134	chr15(.):40322890-40336389	0.1418
NM_001003942	chr15(.):40375091-40403287	0.1969
NM_033503	chr15(.):40375091-40403639	0.1952
NM_001003940	chr15(.):40375091-40406075	0.1895
NM_001080791	chr15(.):40840297-40862252	0.1603
NM_152260	chr15(.):40856536-40871661	0.1397
NR_002208	chr15(.):40819082-40829749	0.1084
NM_198524	chr15(.):56652643-56743072	0.1385
NM_001013843	chr15(.):59166243-59230852	0.1278
NM_182703	chr15(.):65199100-65256041	0.1081
NM_017882	chr15(.):68494329-68527080	0.1391
NM_033429	chr15(.):68478042-68503448	0.1413
NM_015322	chr15(.):68565140-68588640	0.1806
NR_026808	chr15(.):69091159-69104440	0.1053
NR_036197	chr15(.):69089188-69099264	0.1179
NM_001127190	chr15(.):75069424-75100539	0.1868
NM_000761	chr15(.):75036183-75053941	0.0909
NM_000499	chr15(.):75006882-75022877	0.1006
NM_001099436	chr15(.):75123458-75140552	0.1109
NM_021819	chr15(.):75100193-75123099	0.0984
NM_001030005	chr15(.):75113950-75129136	0.0896
NM_021823	chr15(.):75310926-75348067	0.1558
NM_138967	chr15(.):75282875-75318836	0.1272
NM_017793	chr15(.):75242442-75254775	0.1064
NM_004513	chr15(.):81584253-81610104	0.2031
NM_181900	chr15(.):81600006-81621524	0.1757
NM_022767	chr15(.):89159526-89180512	0.143
NR_029606	chr15(.):89150055-89160165	0.1028
NM_002201	chr15(.):89177038-89203879	0.1549
NR_031590	chr15(.):89146337-89156428	0.094
NM_002168	chr15(.):90622211-90650708	0.1357
NM_198925	chr15(.):90739561-90777892	0.1079
NM_001013657	chr15(.):90772486-90790312	0.1046
NM_020210	chr15(.):90723151-90777892	0.1205
NM_006384	chr15(.):90768476-90782279	0.1153
NR_033769	chr15(.):93333713-93345338	0.1285
NR_037600	chr15(.):93421072-93446977	0.1544
NR_037602	chr15(.):93421525-93446977	0.1561
NM_014918	chr15(.):101710927-101797137	0.1336
NM_016373	chr16(.):78128550-79251564	0.0513
NM_015914	chr16(.):11767942-11841648	0.2036
NM_013302	chr16(.):22212591-22305066	0.1018
NM_000336	chr16(.):23308590-23397620	0.1401
NM_153603	chr16(.):23394813-23469512	0.1188
NM_000078	chr16(.):56990834-57022756	0.1212
NM_004691	chr16(.):67466916-67520089	0.1111
NM_001191022	chr16(.):67591309-67678088	0.1133
NM_012320	chr16(.):68274246-68299961	0.1929
NM_018667	chr16(.):68387229-68487409	0.1197
NM_002661	chr16(.):81807929-81996899	0.0594
NM_175931	chr16(.):88936262-89012608	0.0433
NM_005187	chr16(.):88936262-89048504	0.0529
NM_005425	chr16(.):11356713-11368160	0.1052
NM_002762	chr16(.):11364492-11375337	0.1013
NM_002761	chr16(.):11369692-11380192	0.1121
NM_021247	chr16(.):11362143-11372452	0.1049
NM_152308	chr16(.):11434310-11450617	0.114
NM_003498	chr16(.):11757288-11778015	0.1804
NM_014153	chr16(.):11839441-11896114	0.1287
NM_001130007	chr16(.):11956984-12015519	0.1157
NM_001130006	chr16(.):11956984-12014825	0.1162
NM_001192	chr16(.):12053963-12066925	0.2484
NM_032167	chr16(.):12065601-12152141	0.1118
NM_001039182	chr16(.):29459913-29471285	0.2161
NM_001017389	chr16(.):29462126-29481280	0.2128
NM_003166	chr16(.):29462126-29481301	0.2135
NM_178044	chr16(.):29460821-29474545	0.2154
NR_002454	chr16(.):29455665-29466236	0.1874
NR_037608	chr16(.):29461411-29481301	0.2116
NR_024370	chr16(.):29870003-29884374	0.1131
NM_002383	chr16(.):29812854-29827504	0.1609
NR_015396	chr16(.):29870154-29884374	0.1137
NM_145239	chr16(.):29818408-29832202	0.191
NM_007317	chr16(.):29797057-29821706	0.1235
NM_006319	chr16(.):29864677-29879578	0.1273
NM_024516	chr16(.):29822527-29838816	0.1836
NM_152338	chr16(.):29784560-29796840	0.0937
NM_005115	chr16(.):29826714-29864360	0.1271
NM_001039182	chr16(.):30199255-30210627	0.2143
NM_178044	chr16(.):30200163-30213887	0.2126
NM_003166	chr16(.):30201468-30220650	0.2099
NM_001017389	chr16(.):30201468-30220620	0.2096
NM_001193333	chr16(.):30189730-30205396	0.1923
NR_002454	chr16(.):30195004-30205575	0.2317
NR_037608	chr16(.):30200753-30220650	0.2073
NM_138447	chr16(.):30609699-30626682	0.1326
NM_024031	chr16(.):30657240-30672734	0.1819
NM_001105079	chr16(.):30670777-30687131	0.0981
NR_002966	chr16(.):30716857-30726986	0.1096
NM_006662	chr16(.):30705461-30756450	0.1125
NM_003414	chr16(.):31880078-31933627	0.1267
NM_153337	chr16(.):50695210-50720264	0.1433
NM_182854	chr16(.):50701885-50720264	0.1561
NM_001042412	chr16(.):50771028-50840846	0.1177
NM_001042355	chr16(.):50770960-50840846	0.1176
NM_022162	chr16(.):50726049-50771987	0.1099
NM_001126108	chr16(.):56894118-56954762	0.1328
NM_001010989	chr16(.):56960747-56982793	0.2149
NM_032206	chr16(.):57018409-57122436	0.1075
NM_001172643	chr16(.):66536905-66589194	0.1552
NM_001172644	chr16(.):66536905-66589315	0.1549
NM_052999	chr16(.):66595349-66618038	0.1
NM_181641	chr16(.):66581471-66604971	0.1428
NM_181271	chr16(.):66595293-66618038	0.1002
NM_001199317	chr16(.):66608350-66627177	0.0993
NM_001048251	chr16(.):66633201-66652795	0.1033
NM_181554	chr16(.):66633212-66652795	0.1034
NR_037613	chr16(.):66632934-66652795	0.1022
NM_144601	chr16(.):66633227-66652795	0.1035
NM_001040138	chr16(.):66581465-66605154	0.1421
NM_001193524	chr16(.):67566364-67585691	0.1644
NM_001193523	chr16(.):67558539-67585691	0.1596
NM_001193522	chr16(.):67557719-67585691	0.1569
NM_001138	chr16(.):67511473-67522716	0.1398
NM_024519	chr16(.):67557716-67585691	0.1569
NM_024939	chr16(.):68257449-68275136	0.1335
NM_001184824	chr16(.):68339876-68396169	0.122
NM_003983	chr16(.):68293422-68340722	0.1546
NM_032178	chr16(.):68329517-68349868	0.1312
NM_006927	chr16(.):70408337-70477991	0.1381
NM_145059	chr16(.):70483497-70519177	0.1052
NM_001031804	chr16(.):79622744-79639622	0.1
NM_138962	chr17(.):55328930-55762299	0.1126
NM_170721	chr17(.):55329373-55715544	0.1138
NM_022066	chr17(.):74380612-74454288	0.1104
NM_020761	chr17(.):78513624-78945173	0.0983
NM_002558	chr17(.):3794884-3824960	0.1359
NM_005022	chr17(.):4843946-4856825	0.1559
NM_153357	chr17(.):6939948-6952242	0.1262
NM_000267	chr17(.):29416944-29709695	0.1114
NM_002544	chr17(.):29616667-29629380	0.0958
NM_183232	chr17(.):37916198-38025441	0.1548
NR_027774	chr17(.):43508265-43573146	0.1228
NM_001114091	chr17(.):45190310-45271665	0.1413
NM_000212	chr17(.):45326207-45395077	0.1152
NM_003726	chr17(.):46205801-46512594	0.1078
NM_030802	chr17(.):47782686-47846518	0.1416
NM_001433	chr17(.):62115389-62212502	0.184
NM_181671	chr17(.):65368923-65694647	0.1036
NM_014960	chr17(.):66250322-66422000	0.1037
NR_036488	chr17(.):70394462-70593943	0.118
NM_004252	chr17(.):72739762-72770499	0.1499
NM_001080419	chr17(.):73775680-73826886	0.1208
NM_001113492	chr17(.):75278972-75501678	0.1086
NM_006640	chr17(.):75310596-75501678	0.1114
NM_001113491	chr17(.):75272491-75501678	0.1086
NM_001163075	chr17(.):76137433-76167364	0.138
NM_025090	chr17(.):76787964-76841969	0.1129
NM_017456	chr17(.):76665129-76783376	0.1542
NM_024648	chr17(.):80342085-80381513	0.1014
NM_080705	chr17(.):3463739-3504125	0.086
NM_145068	chr17(.):3411485-3466289	0.1004
NM_080704	chr17(.):3463739-3517705	0.0898
NM_080706	chr17(.):3463739-3501171	0.0853
NM_018727	chr17(.):3463739-3505336	0.0853
NM_172206	chr17(.):3758616-3799037	0.0911
NM_172207	chr17(.):3763450-3801337	0.0919
NM_174957	chr17(.):3822168-3872736	0.0984
NM_000080	chr17(.):4796063-4811369	0.1023
NM_001145536	chr17(.):4797947-4811227	0.1
NM_001165417	chr17(.):4835425-4848462	0.1388
NM_000173	chr17(.):4830591-4843325	0.1078
NM_015528	chr17(.):4838629-4853517	0.157
NM_006612	chr17(.):4896242-4936694	0.1025
NM_015099	chr17(.):4866286-4895960	0.1314
NM_001171168	chr17(.):4866286-4895665	0.1321
NM_053013	chr17(.):4849383-4865426	0.121
NM_001167985	chr17(.):4886424-4905905	0.1198
NM_004890	chr17(.):4857520-4876132	0.1276
NM_001004333	chr17(.):6910797-6922851	0.1849
NM_001142799	chr17(.):6913072-6925839	0.1869
NM_201566	chr17(.):6934393-6948440	0.112
NR_029712	chr17(.):6915933-6926020	0.1824
NM_181844	chr17(.):6921368-6937961	0.1268
NM_000697	chr17(.):6894383-6919055	0.142
NR_030178	chr17(.):6916229-6926341	0.1787
NM_012452	chr17(.):16837397-16880402	0.1714
NM_006495	chr17(.):29625787-29646130	0.1824
NM_014210	chr17(.):29638427-29653767	0.1935
NM_002981	chr17(.):32682398-32695252	0.188
NM_005408	chr17(.):32678470-32690629	0.1291
NM_005623	chr17(.):32641065-32653421	0.1113
NM_002983	chr17(.):34410602-34422506	0.1975
NM_002988	chr17(.):34386642-34403841	0.1038
NM_002984	chr17(.):34426219-34438014	0.2108
NM_021006	chr17(.):34517267-34529156	0.3075
NM_001001418	chr17(.):34576084-34597027	0.2396
NM_001001435	chr17(.):34533467-34545274	0.2736
NM_001001437	chr17(.):34517267-34529147	0.3077
NM_001001417	chr17(.):34488060-34508988	0.2308
NM_021006	chr17(.):34618841-34630730	0.2918
NM_001001437	chr17(.):34618841-34630721	0.2914
NM_001001435	chr17(.):34635033-34646840	0.2889
NM_001001418	chr17(.):34741118-34813091	0.1911
NM_001130677	chr17(.):36822958-36836187	0.114
NM_005937	chr17(.):36856872-36891056	0.1415
NM_007144	chr17(.):36885149-36909558	0.1533
NM_002795	chr17(.):36904001-36925478	0.1383
NM_001136498	chr17(.):36881509-36896858	0.1284
NM_005310	chr17(.):37889186-37908538	0.1095
NM_001030002	chr17(.):37889589-37908538	0.1109
NM_032339	chr17(.):37880408-37891788	0.1418
NM_018530	chr17(.):38055847-38078793	0.1027
NM_001042471	chr17(.):38055847-38079903	0.1021
NM_198844	chr17(.):38019454-38039149	0.1267
NM_001145301	chr17(.):38469472-38518895	0.1416
NM_152219	chr17(.):38511904-38525945	0.1089
NM_000964	chr17(.):38460422-38518895	0.146
NM_001024809	chr17(.):38493270-38518895	0.0944
NM_001254	chr17(.):38439145-38464413	0.1355
NM_152343	chr17(.):43326759-43344479	0.1131
NM_005892	chr17(.):43294291-43329683	0.1751
NR_024434	chr17(.):43320302-43350997	0.122
NR_024435	chr17(.):43334557-43350997	0.103
NM_174919	chr17(.):43501717-43515282	0.1382
NM_199282	chr17(.):43466267-43508012	0.1124
NM_001159330	chr17(.):43466267-43488449	0.1082
NR_036199	chr17(.):43547728-43557801	0.0896
NR_026680	chr17(.):43692711-43720329	0.1113
NR_027295	chr17(.):43692980-43720329	0.111
NR_026901	chr17(.):43672490-43684748	0.1074
NM_001002841	chr17(.):45281427-45306045	0.1214
NM_002476	chr17(.):45281713-45306045	0.1203
NM_002144	chr17(.):46601806-46613272	0.0886
NM_002145	chr17(.):46615018-46627393	0.093
NM_005827	chr17(.):47773689-47790282	0.1279
NM_001199155	chr17(.):47860980-47911458	0.1237
NM_175575	chr17(.):48907604-48924709	0.0896
NM_005749	chr17(.):48934586-48946413	0.1706
NM_000250	chr17(.):56342216-56363296	0.0966
NM_004758	chr17(.):56373593-56411152	0.1488
NM_003168	chr17(.):56417538-56434563	0.1574
NR_029683	chr17(.):56403592-56413679	0.2684
NR_004380	chr17(.):62218437-62228517	0.1605
NR_002995	chr17(.):62218698-62228831	0.1671
NR_036199	chr17(.):62813147-62823220	0.0907
NR_026903	chr17(.):62957667-62976703	0.1548
NR_027283	chr17(.):66189800-66201443	0.1214
NM_016627	chr17(.):66239144-66258305	0.1349
NR_033876	chr17(.):70589179-70641611	0.1092
NM_001163989	chr17(.):72727958-72748474	0.1691
NM_001006638	chr17(.):72728355-72748474	0.1705
NM_139018	chr17(.):72685451-72714108	0.0877
NM_175738	chr17(.):72662255-72748474	0.1115
NR_037409	chr17(.):72739751-72749838	0.1736
NM_017728	chr17(.):72767621-72840922	0.0936
NM_015654	chr17(.):72761685-72777470	0.1152
