GENE_ID	locusLine	bin_1_U266.jin.bam
NM_194436	chr16(.):75140757-75155670	1.4546
NM_153688	chr16(.):75177420-75211132	0.1365
NM_001184854	chr16(.):87736417-87804598	0.2433
NM_138962	chr17(.):55328930-55762299	0.4942
NM_170721	chr17(.):55329373-55715544	0.5379
NM_203506	chr17(.):73309156-73406790	0.3598
NM_002086	chr17(.):73309156-73406789	0.3598
NM_183232	chr17(.):37916198-38025441	0.5397
NM_003954	chr17(.):43335487-43399414	0.4511
NM_030802	chr17(.):47782686-47846518	1.3662
NM_001130528	chr17(.):49034534-49203226	0.2575
NM_030938	chr17(.):57779862-57922952	0.6126
NM_001433	chr17(.):62115389-62212502	0.8905
NM_181671	chr17(.):65368923-65694647	0.2887
NM_017983	chr17(.):66412421-66458653	0.6604
NM_014960	chr17(.):66250322-66422000	0.2629
NR_036520	chr17(.):73262379-73274976	0.771
NM_001126122	chr17(.):73264060-73290530	0.8219
NM_052916	chr17(.):74133533-74241390	0.427
NM_024419	chr17(.):76369734-76425639	0.1258
NM_025090	chr17(.):76787964-76841969	0.4761
NM_017456	chr17(.):76665129-76783376	0.7195
NM_004514	chr17(.):80472593-80567483	0.2077
NM_012452	chr17(.):16837397-16880402	0.6931
NM_002981	chr17(.):32682398-32695252	1.0029
NM_005408	chr17(.):32678470-32690629	0.4097
NM_005623	chr17(.):32641065-32653421	0.0585
NM_002983	chr17(.):34410602-34422506	3.3727
NM_002988	chr17(.):34386642-34403841	0.2699
NM_002984	chr17(.):34426219-34438014	0.7054
NM_001130677	chr17(.):36822958-36836187	0.3883
NM_005937	chr17(.):36856872-36891056	1.136
NM_007144	chr17(.):36885149-36909558	0.6273
NM_002795	chr17(.):36904001-36925478	0.5957
NM_001136498	chr17(.):36881509-36896858	0.2141
NM_005310	chr17(.):37889186-37908538	0.1231
NM_001030002	chr17(.):37889589-37908538	0.125
NM_032339	chr17(.):37880408-37891788	0.465
NM_021724	chr17(.):38244036-38261973	1.6464
NM_001190919	chr17(.):38213445-38255120	0.3787
NM_001190918	chr17(.):38214067-38255120	0.3835
NM_014815	chr17(.):38170349-38215889	0.1107
NM_007359	chr17(.):38291506-38333431	0.3848
NM_001012241	chr17(.):38273789-38298045	0.856
NM_024927	chr17(.):40814932-40834048	1.2352
NM_016437	chr17(.):40806265-40824024	0.443
NM_003632	chr17(.):40829631-40857011	0.6428
NM_016602	chr17(.):40826419-40838845	1.8409
NM_152343	chr17(.):43326759-43344479	0.0799
NM_005892	chr17(.):43294291-43329683	2.5436
NR_024434	chr17(.):43320302-43350997	0.316
NR_024435	chr17(.):43334557-43350997	0.0682
NM_005827	chr17(.):47773689-47790282	0.6323
NM_001199155	chr17(.):47860980-47911458	0.3934
NM_032595	chr17(.):48206100-48232877	0.8161
NM_174920	chr17(.):48185034-48212167	0.1353
NM_000023	chr17(.):48238365-48258293	1.4592
NM_000088	chr17(.):48256456-48284000	0.9631
NR_024193	chr17(.):48243788-48254837	1.7251
NM_175575	chr17(.):48907604-48924709	0.2054
NM_005749	chr17(.):48934586-48946413	2.8089
NM_001198682	chr17(.):49238632-49254105	0.8731
NM_001018137	chr17(.):49237795-49254105	0.8306
NM_001018138	chr17(.):49239082-49254105	0.8969
NM_000269	chr17(.):49225919-49244450	1.1683
NM_001018139	chr17(.):49238861-49254105	0.8862
NM_001018136	chr17(.):49225896-49254105	0.9041
NM_000250	chr17(.):56342216-56363296	0.0997
NM_004758	chr17(.):56373593-56411152	1.16
NM_003168	chr17(.):56417538-56434563	1.8926
NR_029683	chr17(.):56403592-56413679	5.7277
NM_004859	chr17(.):57692049-57779317	0.4786
NR_029493	chr17(.):57913626-57923698	2.5011
NM_001193613	chr17(.):57931840-57975306	0.3218
NM_003161	chr17(.):57965442-58032786	0.2133
NR_004380	chr17(.):62218437-62228517	1.4669
NR_026903	chr17(.):62957667-62976703	1.4511
NR_027283	chr17(.):66189800-66201443	0.2908
NM_016627	chr17(.):66239144-66258305	1.2526
NR_030365	chr17(.):66415591-66425689	0.0397
NM_002734	chr17(.):66503542-66533910	0.4893
NM_212471	chr17(.):66503109-66533910	0.4842
NM_014001	chr17(.):73227693-73262707	0.4711
NM_015971	chr17(.):73252748-73267457	1.1722
NM_001172703	chr17(.):73227693-73263444	0.4614
NM_020679	chr17(.):73257309-73272303	1.319
NM_001142643	chr17(.):73491341-73510958	0.0605
NM_014738	chr17(.):73447663-73501533	0.7535
NR_037449	chr17(.):73397149-73407243	0.6688
NM_032134	chr17(.):74265129-74308761	0.2025
NM_182565	chr17(.):74256285-74272379	2.3927
NM_001143998	chr17(.):75132004-75218181	1.0004
NM_001144001	chr17(.):75176294-75218181	0.6827
NM_001145529	chr17(.):76222390-76242068	0.0924
NR_002219	chr17(.):76205320-76225783	0.1541
NM_003955	chr17(.):76347858-76361158	3.0572
NM_003255	chr17(.):76844058-76926472	0.6823
NM_207459	chr17(.):80312122-80326652	1.2828
NM_006137	chr17(.):80267745-80280480	0.1641
NM_018949	chr17(.):80327200-80338370	0.6818
NM_003004	chr17(.):80273899-80296921	0.2126
NM_001100407	chr17(.):80395462-80413707	1.1086
NM_001193655	chr17(.):80395462-80412602	1.1613
NM_001038618	chr17(.):80411059-80451143	0.4813
NM_001083608	chr17(.):80411539-80451143	0.4845
NM_005215	chr18(.):49861541-51067273	0.1067
NM_001142397	chr18(.):46060426-46394586	0.2371
NM_000633	chr18(.):60785578-60991613	0.7795
NM_001083625	chr18(.):9131757-9290206	0.1925
NM_022068	chr18(.):10665243-11153761	0.2858
NM_001025088	chr18(.):34818007-35151000	0.4177
NM_001130110	chr18(.):42255137-42462379	0.4547
NM_015559	chr18(.):42255862-42653475	0.3205
NM_001144967	chr18(.):55706618-56073772	0.3107
NM_001144969	chr18(.):55811564-56073772	0.0843
NM_001144964	chr18(.):55709457-56073772	0.3124
NM_032649	chr18(.):72196691-72257261	1.2969
NM_021074	chr18(.):9097627-9139343	0.6501
NM_001100619	chr18(.):20710726-20845434	1.2453
NR_023359	chr18(.):20709527-20845434	1.2358
NM_138375	chr18(.):20730788-20845434	1.2177
NM_015845	chr18(.):47790215-47813144	0.5173
NM_001101654	chr18(.):47803712-47819692	0.4905
NM_145020	chr18(.):47748562-47797865	0.1851
NR_002970	chr18(.):51743653-51753782	0.7749
NM_015832	chr18(.):51724046-51756158	0.4753
NM_007195	chr18(.):51790848-51829604	1.1556
NM_001168499	chr18(.):72161822-72195689	1.3003
NM_018235	chr18(.):72158499-72195689	1.1965
NM_001044369	chr18(.):72097962-72129503	0.0502
NM_003331	chr19(.):10456203-10496248	0.2985
NM_194460	chr19(.):642525-668233	1.1083
NM_052847	chr19(.):2506217-2707746	0.6027
NM_000064	chr19(.):6672845-6725662	0.1413
NM_005428	chr19(.):6767721-6862371	0.3783
NM_020714	chr19(.):12681919-12726623	0.7129
NM_014975	chr19(.):12944258-12990766	0.3214
NM_052876	chr19(.):13224108-13256959	0.2267
NM_021235	chr19(.):16467407-16587762	0.4141
NM_006387	chr19(.):16623699-16658263	0.2832
NM_001492	chr19(.):18974360-19011953	0.0503
NM_004924	chr19(.):39133326-39226170	0.5331
NM_001398	chr19(.):39301061-39327497	0.2172
NM_001001563	chr19(.):39966051-39986528	0.4008
NM_007040	chr19(.):41765119-41818811	1.2968
NM_144732	chr19(.):41763390-41818811	1.2606
NM_133444	chr19(.):42719491-42737353	0.7295
NM_002698	chr19(.):42587665-42641630	0.876
NM_006184	chr19(.):49398306-49431540	0.1549
NM_134444	chr19(.):56342943-56398220	0.1999
NM_006635	chr19(.):57786852-57810436	0.9094
NM_005035	chr19(.):612222-638568	0.1824
NM_020637	chr19(.):634925-648604	0.0751
NM_214710	chr19(.):680545-700461	0.2148
NM_002579	chr19(.):703952-753330	0.1106
NM_005860	chr19(.):671388-688392	0.4472
NM_001136139	chr19(.):1604291-1655286	0.578
NM_003200	chr19(.):1604291-1657326	0.5636
NM_006830	chr19(.):1592153-1610483	0.7521
NM_004152	chr19(.):2264519-2278487	1.5964
NM_018049	chr19(.):2228154-2241328	1.5767
NM_000479	chr19(.):2244112-2257072	1.0586
NM_198532	chr19(.):2269630-2287181	1.1329
NR_031596	chr19(.):2229060-2239148	1.9732
NM_007165	chr19(.):2231815-2253678	0.9947
NM_144616	chr19(.):2247249-2261422	1.6632
NM_001101391	chr19(.):2284773-2313156	0.1343
NR_036207	chr19(.):2245637-2255717	0.2748
NM_213568	chr19(.):2729523-2745074	0.2333
NM_145173	chr19(.):2709564-2726390	0.1724
NM_001102651	chr19(.):2814871-2841733	0.6895
NM_003249	chr19(.):2780505-2818599	0.7091
NM_003021	chr19(.):2749711-2788354	0.7649
NM_015897	chr19(.):4002748-4043067	0.1752
NR_002602	chr19(.):3977504-3987570	1.8077
NM_001961	chr19(.):3971053-3990461	1.6571
NM_001348	chr19(.):3953451-3974826	0.2129
NR_030367	chr19(.):3956411-3966510	0.0551
NM_003811	chr19(.):6526009-6540939	1.418
NM_001252	chr19(.):6580849-6596163	3.8034
NM_004240	chr19(.):6734706-6756529	1.0429
NM_020171	chr19(.):6724924-6742304	1.2359
NM_001080452	chr19(.):6724924-6742633	1.2141
NM_005490	chr19(.):6747172-6772523	0.361
NM_001379	chr19(.):10239021-10310755	0.3921
NM_004230	chr19(.):10327108-10346948	2.566
NR_036206	chr19(.):10336088-10346161	1.4919
NM_001544	chr19(.):10392649-10404198	0.6615
NM_015956	chr19(.):10357639-10375721	0.8679
NM_003259	chr19(.):10395654-10412454	0.5172
NM_000201	chr19(.):10376516-10402291	0.9435
NM_007065	chr19(.):10496808-10519271	0.8313
NM_001111307	chr19(.):10526332-10585307	0.6967
NM_001111309	chr19(.):10538110-10585307	0.2734
NM_001111308	chr19(.):10536520-10585307	0.3298
NR_031592	chr19(.):10509133-10519214	1.4206
NM_006202	chr19(.):10558632-10585307	0.2065
NM_153358	chr19(.):12716731-12745676	1.022
NM_001080997	chr19(.):12931296-12946207	0.1231
NM_013312	chr19(.):12868816-12891434	0.5817
NM_181738	chr19(.):12906426-12917694	0.5366
NM_017682	chr19(.):12858406-12874271	0.1186
NM_002229	chr19(.):12897309-12909125	4.5614
NM_031429	chr19(.):12931295-12951230	0.477
NM_006397	chr19(.):12912427-12929462	0.3135
NM_017722	chr19(.):13210713-13232463	0.2957
NM_001136035	chr19(.):13210713-13232563	0.295
NM_005583	chr19(.):13204843-13218974	0.1069
NM_003765	chr19(.):13250223-13265987	2.2112
NM_004907	chr19(.):13256281-13270718	2.5456
NM_023072	chr19(.):13901273-13948044	0.2122
NR_029613	chr19(.):13980512-13990622	0.0851
NR_036515	chr19(.):13940329-13952103	1.5165
NM_001098622	chr19(.):13982949-13996571	0.4736
NR_030179	chr19(.):13980688-13990825	0.0876
NR_029497	chr19(.):13942100-13952173	1.7736
NR_029495	chr19(.):13942400-13952473	1.7911
NR_029501	chr19(.):13942253-13952331	1.7829
NM_005370	chr19(.):16217489-16249445	0.6266
NM_001145160	chr19(.):16173316-16218813	0.7767
NR_024335	chr19(.):16139522-16157918	0.078
NR_024336	chr19(.):16140288-16157918	0.0798
NM_003290	chr19(.):16182134-16218813	0.9382
NM_016270	chr19(.):16430650-16443339	1.7746
NM_024881	chr19(.):16655647-16688193	0.1701
NM_004831	chr19(.):16680717-16744015	0.9457
NM_001145724	chr19(.):19035009-19054858	0.6346
NM_001145722	chr19(.):19035009-19056113	0.6886
NM_001145721	chr19(.):19035009-19056161	0.6897
NR_027297	chr19(.):19035009-19055444	0.6586
NM_007263	chr19(.):19005322-19035199	0.4188
NM_004838	chr19(.):19035009-19057041	0.7351
NM_019070	chr19(.):19025483-19044442	0.6484
NM_006149	chr19(.):39287310-39308740	0.0505
NM_012237	chr19(.):39364194-39395463	0.4683
NM_001005335	chr19(.):39322027-39347979	1.2477
NM_001001716	chr19(.):39385614-39404534	0.4887
NM_001533	chr19(.):39322027-39345617	1.3257
NM_001193286	chr19(.):39364194-39395502	0.4677
NR_034146	chr19(.):39364194-39389795	0.2668
NM_001195833	chr19(.):39353471-39373919	0.3158
NM_003407	chr19(.):39892486-39905045	5.2043
NM_003169	chr19(.):39931287-39972308	0.477
NM_001130825	chr19(.):39931185-39972308	0.4794
NM_019088	chr19(.):39871269-39886679	0.8405
NM_017592	chr19(.):39876962-39896203	2.9491
NM_001020	chr19(.):39918846-39931618	2.3134
NM_022835	chr19(.):39898749-39924055	1.6221
NM_001699	chr19(.):41720107-41772671	0.6494
NM_052848	chr19(.):41811093-41835788	0.5486
NM_006423	chr19(.):42455832-42468528	0.7171
NM_002088	chr19(.):42497472-42574957	0.0668
NM_022752	chr19(.):42575289-42590720	0.7414
NM_152296	chr19(.):42465733-42503382	0.0898
NM_133328	chr19(.):42697751-42726813	0.631
NR_036208	chr19(.):42632596-42642665	1.0281
NM_006494	chr19(.):42746716-42764309	0.9454
NM_199285	chr19(.):42801283-42819973	0.1986
NM_019884	chr19(.):42729337-42751736	0.4568
NM_173633	chr19(.):42812476-42834214	0.1787
NM_002573	chr19(.):42796184-42811796	0.2177
NM_015125	chr19(.):42783816-42804949	0.5969
NM_001145940	chr19(.):42796184-42811952	0.2156
NM_001145939	chr19(.):42796184-42811929	0.2159
NM_001039213	chr19(.):45197420-45218986	0.482
NM_012116	chr19(.):45276125-45308903	0.1269
NM_005178	chr19(.):45246977-45268301	1.9387
NM_178511	chr19(.):47773141-47783980	0.5862
NM_001127240	chr19(.):47719080-47741023	1.6389
NM_014417	chr19(.):47719078-47739451	1.7038
NM_015603	chr19(.):47754730-47780210	0.6181
NR_036159	chr19(.):47725200-47735276	2.5398
NR_036158	chr19(.):47725198-47735278	2.5407
NM_016246	chr19(.):49311273-49344934	0.3282
NM_014330	chr19(.):49370648-49384319	1.6458
NM_001161354	chr19(.):49335353-49376884	0.4754
NM_003323	chr19(.):49379221-49406996	0.5007
NM_001161587	chr19(.):49466381-49501610	1.0524
NM_000146	chr19(.):49463565-49475136	2.1965
NR_027882	chr19(.):49453116-49470055	1.9793
NM_000894	chr19(.):49514236-49525347	0.0735
NM_014475	chr19(.):49431938-49453226	0.115
NM_006666	chr19(.):49492155-49524182	0.2455
NM_001098632	chr19(.):50367296-50385644	1.7721
NM_016553	chr19(.):50405083-50437988	0.9056
NM_032375	chr19(.):50367296-50385578	1.778
NM_001098633	chr19(.):50367296-50385612	1.7747
NM_017432	chr19(.):50349415-50368999	0.3166
NM_001168222	chr19(.):50375681-50397007	1.2175
NM_153719	chr19(.):50405083-50437788	0.911
NM_001193357	chr19(.):50405083-50437799	0.9107
NM_172374	chr19(.):50387913-50437762	1.3749
NM_007254	chr19(.):50359459-50375822	0.6586
NM_012346	chr19(.):50405083-50437773	0.9111
NM_152899	chr19(.):50387913-50405147	2.249
NM_012068	chr19(.):50426958-50442193	1.5387
NM_001193646	chr19(.):50427399-50442193	1.5434
NR_002938	chr19(.):54097886-54111751	0.0375
NM_018555	chr19(.):54019176-54088523	0.7202
NM_001079907	chr19(.):54053560-54088523	0.6811
NM_001079906	chr19(.):54036332-54088523	0.8868
NM_145007	chr19(.):56291762-56353128	0.6509
NM_001015879	chr19(.):57737376-57751916	0.1403
NM_001015878	chr19(.):57737427-57751916	0.1406
NM_001023563	chr19(.):57747052-57779106	0.2252
NM_213598	chr19(.):57826864-57847144	0.4348
NM_052865	chr20(.):17944761-17976762	0.7682
NM_001191	chr20(.):30247260-30315656	1.6768
NM_015568	chr20(.):37429347-37556667	0.8922
NM_032883	chr20(.):42539781-42703254	0.6565
NM_002466	chr20(.):42290708-42350122	1.0677
NM_001098798	chr20(.):42569535-42703254	0.732
NM_001098797	chr20(.):42538491-42703254	0.6524
NM_000022	chr20(.):43243162-43285376	0.6389
NM_172110	chr20(.):45518262-45822492	0.2311
NM_183048	chr20(.):45833380-45990474	0.5463
NR_003045	chr20(.):17938352-17948589	0.5998
NM_152227	chr20(.):17917243-17954490	0.7869
NM_014426	chr20(.):17917243-17954154	0.7907
NM_012112	chr20(.):30321903-30394603	0.1056
NM_182584	chr20(.):31214426-31244783	0.1439
NM_030919	chr20(.):37549954-37586703	0.1256
NM_001008901	chr20(.):42349800-42360642	0.6993
NR_034104	chr20(.):43280091-43305380	0.2061
NM_080721	chr20(.):45164584-45184213	1.3836
NM_018102	chr20(.):45124706-45147194	0.0534
NR_024594	chr20(.):45942245-45954498	0.0974
NM_004776	chr20(.):48244482-48335421	0.6249
NM_006526	chr20(.):52178609-52204636	1.169
NR_002189	chr20(.):52486039-52497248	0.3243
NM_001160419	chr20(.):56182946-56200632	1.3861
NM_001160418	chr20(.):56173901-56200632	0.9503
NM_173644	chr20(.):58625979-58653008	0.0981
NR_024470	chr20(.):61289378-61302973	0.0856
NM_016354	chr20(.):61268796-61308647	0.8824
NM_000874	chr21(.):34597230-34640062	1.1292
NM_207585	chr21(.):34597230-34641820	1.2491
NM_001754	chr21(.):36155097-36426595	0.5502
NM_001146078	chr21(.):37827919-37919898	0.8774
NM_001146077	chr21(.):37827919-37953867	0.678
NM_016818	chr21(.):43634266-43722354	0.5451
NM_173568	chr21(.):43486425-43568105	0.4431
NM_080860	chr21(.):43887596-43921401	0.6697
NM_207174	chr21(.):43635007-43722354	0.5492
NM_207629	chr21(.):43631186-43722354	0.531
NM_207627	chr21(.):43614798-43722354	0.4679
NM_207628	chr21(.):43614921-43722354	0.4683
NM_001199527	chr21(.):43478067-43568105	0.7809
NM_000628	chr21(.):34633671-34674520	0.5019
NR_026812	chr21(.):36405232-36416723	1.6743
NM_020727	chr21(.):43401939-43435496	0.7333
NR_027273	chr21(.):43437112-43450060	0.6757
NR_027243	chr21(.):43517243-43533644	0.2919
NM_018964	chr21(.):43914741-44006550	0.6876
NM_000394	chr21(.):44584140-44597913	2.6586
NM_173354	chr21(.):44829397-44852002	1.2575
NR_026960	chr21(.):44864903-44878771	0.6293
NR_026863	chr21(.):44876973-44903103	0.1382
NM_032311	chr22(.):42974726-43015962	0.5185
NM_015366	chr22(.):45067687-45138561	0.7093
NM_001017529	chr22(.):45059426-45138561	0.64
NM_004327	chr22(.):23517551-23665224	0.105
NM_014433	chr22(.):23396592-23489241	0.431
NM_001145468	chr22(.):24661785-24818708	0.3082
NM_001004426	chr22(.):38502501-38582761	0.3193
NM_001195071	chr22(.):38610297-38673670	1.8042
NM_001195072	chr22(.):38610297-38674040	1.7974
NM_001198726	chr22(.):45143437-45263664	0.0335
NM_181334	chr22(.):45093381-45263664	0.2877
NR_030755	chr22(.):23160269-23170365	1.3371
NM_001178126	chr22(.):23224959-23243013	2.164
NM_004914	chr22(.):23482512-23511531	0.4732
NM_001024938	chr22(.):24194058-24232725	0.1659
NM_002415	chr22(.):24231564-24242409	1.2485
NM_001024939	chr22(.):24195040-24232725	0.1685
NM_001002862	chr22(.):24171689-24186199	0.812
NM_000675	chr22(.):24818529-24843325	2.6693
NR_028484	chr22(.):24820177-24895783	1.0907
NM_173510	chr22(.):29163661-29190283	0.3813
NM_001079539	chr22(.):29185547-29201560	2.2377
NM_000878	chr22(.):37516879-37550962	0.4111
NM_031910	chr22(.):37571205-37589330	0.0931
NM_001051	chr22(.):37597244-37613353	0.6166
NM_002872	chr22(.):37616309-37645305	1.069
NM_001161574	chr22(.):38592938-38617517	0.622
NM_001161573	chr22(.):38594026-38617517	0.6461
NM_152221	chr22(.):38681696-38718413	0.615
NM_001894	chr22(.):38681696-38719089	0.6052
NM_006116	chr22(.):39790758-39832887	0.2111
NM_002409	chr22(.):39848324-39893199	0.3065
NM_001098270	chr22(.):39878228-39893199	0.1234
NM_016272	chr22(.):41824491-41848027	1.0249
NM_032758	chr22(.):41850720-41869708	0.6181
NM_001098	chr22(.):41860128-41929993	0.2099
NM_015703	chr22(.):42899340-42920829	0.2369
NR_027786	chr22(.):42891584-42913566	0.1512
NM_014509	chr22(.):42944924-42975388	0.2325
NR_002184	chr22(.):42964265-42983017	0.2763
NM_001171660	chr22(.):43008845-43045640	0.574
NM_007326	chr22(.):43008845-43047995	0.6422
NM_000398	chr22(.):43008845-43050405	0.6123
NM_017436	chr22(.):43083126-43121876	0.6786
NR_029422	chr22(.):43006250-43016399	1.5251
NM_001165877	chr22(.):43030808-43041607	0.071
NM_181333	chr22(.):45093077-45138561	0.9878
