GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
1_MACS_peak_12814_lociStitched	chr18(.):38654765-38656886	0.8408
2_MACS_peak_12815_lociStitched	chr18(.):39210111-39212493	0.7823
1_MACS_peak_12817_lociStitched	chr18(.):39534854-39536176	0.8983
1_MACS_peak_12818_lociStitched	chr18(.):39693150-39694815	0.8287
1_MACS_peak_12819_lociStitched	chr18(.):41541428-41542496	0.7299
1_MACS_peak_12820_lociStitched	chr18(.):41878687-41879331	0.4836
1_MACS_peak_12821_lociStitched	chr18(.):42258675-42264625	1.9974
6_MACS_peak_12822_lociStitched	chr18(.):42287503-42314516	1.0082
2_MACS_peak_12828_lociStitched	chr18(.):42330535-42342590	1.4416
1_MACS_peak_12830_lociStitched	chr18(.):42364862-42367680	0.7685
2_MACS_peak_12831_lociStitched	chr18(.):42377251-42384712	0.9469
1_MACS_peak_12833_lociStitched	chr18(.):42403657-42404571	0.5544
1_MACS_peak_12834_lociStitched	chr18(.):42418689-42420449	0.7285
1_MACS_peak_12835_lociStitched	chr18(.):42430616-42433323	0.7364
1_MACS_peak_12836_lociStitched	chr18(.):42466539-42468478	0.8767
3_MACS_peak_12837_lociStitched	chr18(.):42484183-42501382	0.8374
1_MACS_peak_12840_lociStitched	chr18(.):42681670-42688545	2.5379
1_MACS_peak_12841_lociStitched	chr18(.):43245190-43248060	1.6309
1_MACS_peak_12842_lociStitched	chr18(.):43265744-43268824	1.8114
1_MACS_peak_12843_lociStitched	chr18(.):43354579-43356346	1.379
1_MACS_peak_12844_lociStitched	chr18(.):43453907-43455623	0.7541
1_MACS_peak_12845_lociStitched	chr18(.):43519938-43521656	0.6043
2_MACS_peak_12846_lociStitched	chr18(.):43541798-43547923	0.4759
2_MACS_peak_12848_lociStitched	chr18(.):43634644-43643157	0.6226
1_MACS_peak_12850_lociStitched	chr18(.):43651457-43652947	0.705
2_MACS_peak_12851_lociStitched	chr18(.):43676377-43685182	1.1041
2_MACS_peak_12853_lociStitched	chr18(.):43747316-43755047	0.7832
1_MACS_peak_12855_lociStitched	chr18(.):43763345-43765970	1.3251
1_MACS_peak_12856_lociStitched	chr18(.):43772627-43773568	0.5779
1_MACS_peak_12857_lociStitched	chr18(.):43828022-43831795	1.8257
1_MACS_peak_12858_lociStitched	chr18(.):43895290-43895985	0.5045
2_MACS_peak_12859_lociStitched	chr18(.):43912951-43914795	0.6564
1_MACS_peak_12861_lociStitched	chr18(.):43922688-43927672	2.2577
1_MACS_peak_12862_lociStitched	chr18(.):44054386-44055422	0.5597
1_MACS_peak_12863_lociStitched	chr18(.):44151839-44155937	1.0532
1_MACS_peak_12864_lociStitched	chr18(.):44209813-44211092	0.5209
1_MACS_peak_12865_lociStitched	chr18(.):44496373-44498405	1.0518
1_MACS_peak_12866_lociStitched	chr18(.):44676000-44677764	1.3752
1_MACS_peak_12867_lociStitched	chr18(.):44701466-44703066	0.9111
1_MACS_peak_12868_lociStitched	chr18(.):44810363-44812095	0.6568
1_MACS_peak_12869_lociStitched	chr18(.):45455836-45459063	2.2678
1_MACS_peak_12870_lociStitched	chr18(.):45497062-45498101	0.5524
2_MACS_peak_12871_lociStitched	chr18(.):45747079-45754114	0.5124
1_MACS_peak_12873_lociStitched	chr18(.):46065395-46066588	0.6216
2_MACS_peak_12874_lociStitched	chr18(.):46308605-46318303	1.3034
2_MACS_peak_12876_lociStitched	chr18(.):46326139-46334095	0.8426
1_MACS_peak_12878_lociStitched	chr18(.):46358946-46363749	1.3495
1_MACS_peak_12879_lociStitched	chr18(.):46392408-46396683	2.4431
1_MACS_peak_12880_lociStitched	chr18(.):46422433-46424369	0.7672
6_MACS_peak_12881_lociStitched	chr18(.):46439135-46483078	1.1541
2_MACS_peak_12887_lociStitched	chr18(.):46501474-46503257	0.6716
1_MACS_peak_12889_lociStitched	chr18(.):46695089-46696136	0.6353
1_MACS_peak_12890_lociStitched	chr18(.):46883736-46888196	1.1263
1_MACS_peak_12891_lociStitched	chr18(.):46895033-46895958	0.4636
1_MACS_peak_12892_lociStitched	chr18(.):46986148-46987886	1.1448
2_MACS_peak_12893_lociStitched	chr18(.):47012330-47019326	1.039
1_MACS_peak_12895_lociStitched	chr18(.):47057172-47059102	1.5167
1_MACS_peak_12896_lociStitched	chr18(.):47314268-47315852	1.0676
1_MACS_peak_12897_lociStitched	chr18(.):47338977-47341186	1.6261
1_MACS_peak_12898_lociStitched	chr18(.):47369822-47371408	0.6529
3_MACS_peak_12899_lociStitched	chr18(.):47597217-47608351	0.4862
2_MACS_peak_12902_lociStitched	chr18(.):47616757-47628093	1.102
1_MACS_peak_12904_lociStitched	chr18(.):47667813-47669836	0.6291
2_MACS_peak_12905_lociStitched	chr18(.):47713730-47722256	1.1159
1_MACS_peak_12907_lociStitched	chr18(.):47794088-47795239	0.601
2_MACS_peak_12908_lociStitched	chr18(.):47806789-47815077	1.1307
2_MACS_peak_12910_lociStitched	chr18(.):47833281-47842770	1.1871
1_MACS_peak_12912_lociStitched	chr18(.):47859628-47861605	0.5976
1_MACS_peak_12913_lociStitched	chr18(.):47882262-47884076	0.6417
1_MACS_peak_12914_lociStitched	chr18(.):47900409-47902499	1.2043
1_MACS_peak_12915_lociStitched	chr18(.):48347114-48348106	0.4731
1_MACS_peak_12916_lociStitched	chr18(.):48404517-48407197	1.5591
1_MACS_peak_12917_lociStitched	chr18(.):48493620-48495345	1.6579
1_MACS_peak_12918_lociStitched	chr18(.):48555536-48557438	1.6206
1_MACS_peak_12919_lociStitched	chr18(.):48579717-48580706	0.5124
1_MACS_peak_12920_lociStitched	chr18(.):48632190-48634505	1.1634
1_MACS_peak_12921_lociStitched	chr18(.):48677315-48681882	3.2016
2_MACS_peak_12922_lociStitched	chr18(.):48687971-48696923	0.7635
2_MACS_peak_12924_lociStitched	chr18(.):48720121-48725528	1.643
1_MACS_peak_12926_lociStitched	chr18(.):48886991-48888801	1.1097
2_MACS_peak_12927_lociStitched	chr18(.):48967460-48975119	0.5837
1_MACS_peak_12929_lociStitched	chr18(.):49014810-49019399	0.9205
2_MACS_peak_12930_lociStitched	chr18(.):49155824-49163083	0.4647
1_MACS_peak_12932_lociStitched	chr18(.):49253500-49255043	0.8749
1_MACS_peak_12933_lociStitched	chr18(.):49288188-49290434	1.0062
2_MACS_peak_12934_lociStitched	chr18(.):49332644-49339297	0.344
1_MACS_peak_12936_lociStitched	chr18(.):49677419-49679289	1.3012
1_MACS_peak_12937_lociStitched	chr18(.):49715786-49718428	1.1002
1_MACS_peak_12938_lociStitched	chr18(.):49935565-49937115	0.4814
1_MACS_peak_12939_lociStitched	chr18(.):51462690-51463941	0.677
1_MACS_peak_12940_lociStitched	chr18(.):51612049-51614307	1.2502
2_MACS_peak_12941_lociStitched	chr18(.):51699642-51702351	0.5751
1_MACS_peak_12943_lociStitched	chr18(.):51708633-51711677	0.5057
1_MACS_peak_12944_lociStitched	chr18(.):51734784-51738493	1.5266
2_MACS_peak_12945_lociStitched	chr18(.):51748373-51751881	0.8655
2_MACS_peak_12947_lociStitched	chr18(.):51772960-51778158	0.5659
3_MACS_peak_12949_lociStitched	chr18(.):51788039-51797290	1.1307
1_MACS_peak_12952_lociStitched	chr18(.):51883371-51885264	1.1191
1_MACS_peak_12953_lociStitched	chr18(.):52384749-52385950	0.8136
1_MACS_peak_12954_lociStitched	chr18(.):52887714-52888768	0.5715
1_MACS_peak_12955_lociStitched	chr18(.):52907304-52908450	0.5117
1_MACS_peak_12956_lociStitched	chr18(.):52919396-52921495	0.798
1_MACS_peak_12957_lociStitched	chr18(.):52929935-52938393	1.7995
1_MACS_peak_12958_lociStitched	chr18(.):52946321-52948272	0.5031
1_MACS_peak_12959_lociStitched	chr18(.):52984561-52991492	1.2741
1_MACS_peak_12960_lociStitched	chr18(.):53042997-53044896	0.9453
1_MACS_peak_12961_lociStitched	chr18(.):53254955-53257955	0.9154
1_MACS_peak_12962_lociStitched	chr18(.):53402117-53403232	0.5358
1_MACS_peak_12963_lociStitched	chr18(.):53446166-53447232	0.5851
1_MACS_peak_12964_lociStitched	chr18(.):53663018-53666571	1.7615
1_MACS_peak_12965_lociStitched	chr18(.):53902643-53903630	0.5981
1_MACS_peak_12966_lociStitched	chr18(.):53986542-53989704	1.0685
1_MACS_peak_12967_lociStitched	chr18(.):54040752-54042645	0.9017
1_MACS_peak_12968_lociStitched	chr18(.):54208460-54209529	0.5625
1_MACS_peak_12969_lociStitched	chr18(.):54304534-54306909	1.4051
1_MACS_peak_12970_lociStitched	chr18(.):54317755-54319567	1.4878
1_MACS_peak_12971_lociStitched	chr18(.):54517715-54520207	0.6863
1_MACS_peak_12972_lociStitched	chr18(.):54717569-54720260	1.3233
1_MACS_peak_12973_lociStitched	chr18(.):54750606-54753328	1.6094
1_MACS_peak_12974_lociStitched	chr18(.):54875147-54878898	1.515
1_MACS_peak_12975_lociStitched	chr18(.):54953720-54955183	0.7764
2_MACS_peak_12976_lociStitched	chr18(.):55088224-55094537	0.4098
1_MACS_peak_12978_lociStitched	chr18(.):55133117-55134947	0.7018
1_MACS_peak_12979_lociStitched	chr18(.):55190605-55191403	0.5173
1_MACS_peak_12980_lociStitched	chr18(.):55211879-55213495	0.5548
1_MACS_peak_12981_lociStitched	chr18(.):55228387-55229485	0.5671
2_MACS_peak_12982_lociStitched	chr18(.):55247546-55254778	0.9465
1_MACS_peak_12984_lociStitched	chr18(.):55288042-55290164	1.946
1_MACS_peak_12985_lociStitched	chr18(.):55296803-55298460	1.1507
1_MACS_peak_12986_lociStitched	chr18(.):55499821-55502273	1.7214
1_MACS_peak_12987_lociStitched	chr18(.):55558142-55559212	0.5267
1_MACS_peak_12988_lociStitched	chr18(.):55597485-55599586	0.9344
1_MACS_peak_12989_lociStitched	chr18(.):55642740-55643979	0.9417
1_MACS_peak_12990_lociStitched	chr18(.):55710790-55713157	0.5866
1_MACS_peak_12991_lociStitched	chr18(.):55757820-55759738	0.7589
1_MACS_peak_12992_lociStitched	chr18(.):55766763-55768277	0.6531
1_MACS_peak_12993_lociStitched	chr18(.):55931723-55932872	0.5201
1_MACS_peak_12994_lociStitched	chr18(.):56104968-56107029	1.0565
2_MACS_peak_12995_lociStitched	chr18(.):56190802-56194355	0.5024
2_MACS_peak_12997_lociStitched	chr18(.):56202678-56211406	0.8519
1_MACS_peak_12999_lociStitched	chr18(.):56218400-56220032	0.5286
1_MACS_peak_13000_lociStitched	chr18(.):56228478-56234337	0.9721
2_MACS_peak_13001_lociStitched	chr18(.):56276277-56283767	0.2973
2_MACS_peak_13003_lociStitched	chr18(.):56298312-56308448	1.0537
2_MACS_peak_13005_lociStitched	chr18(.):56315300-56327596	1.3437
1_MACS_peak_13007_lociStitched	chr18(.):56337248-56340071	1.6186
1_MACS_peak_13008_lociStitched	chr18(.):56427326-56430823	1.3257
1_MACS_peak_13009_lociStitched	chr18(.):56473884-56475592	1.5219
2_MACS_peak_13010_lociStitched	chr18(.):56529925-56531314	0.6845
1_MACS_peak_13012_lociStitched	chr18(.):56553994-56555408	0.7785
2_MACS_peak_13013_lociStitched	chr18(.):56630727-56633732	0.5545
2_MACS_peak_13015_lociStitched	chr18(.):56750941-56762637	1.6695
1_MACS_peak_13017_lociStitched	chr18(.):56806324-56812254	3.4151
1_MACS_peak_13018_lociStitched	chr18(.):56935802-56936529	0.4196
1_MACS_peak_13019_lociStitched	chr18(.):57024778-57027150	1.9639
1_MACS_peak_13020_lociStitched	chr18(.):57542726-57544336	0.9109
1_MACS_peak_13021_lociStitched	chr18(.):57566234-57568523	1.2422
1_MACS_peak_13022_lociStitched	chr18(.):57914320-57915382	0.5296
1_MACS_peak_13023_lociStitched	chr18(.):58222217-58223226	0.6342
1_MACS_peak_13024_lociStitched	chr18(.):58331132-58333206	0.8615
1_MACS_peak_13025_lociStitched	chr18(.):59560689-59561632	0.5148
1_MACS_peak_13026_lociStitched	chr18(.):59639313-59641121	0.7285
1_MACS_peak_13027_lociStitched	chr18(.):59853253-59855685	1.373
1_MACS_peak_13028_lociStitched	chr18(.):59996646-59998160	0.5694
1_MACS_peak_13029_lociStitched	chr18(.):60172744-60173886	0.7872
3_MACS_peak_13030_lociStitched	chr18(.):60189233-60194466	0.8779
1_MACS_peak_13033_lociStitched	chr18(.):60243485-60245381	0.7462
1_MACS_peak_13034_lociStitched	chr18(.):60381567-60385204	0.8252
1_MACS_peak_13035_lociStitched	chr18(.):60511807-60513435	0.8131
1_MACS_peak_13036_lociStitched	chr18(.):60536002-60537888	1.3217
1_MACS_peak_13037_lociStitched	chr18(.):60706807-60710500	1.5916
1_MACS_peak_13038_lociStitched	chr18(.):60716894-60720053	0.7301
1_MACS_peak_13039_lociStitched	chr18(.):60741912-60742928	0.7195
1_MACS_peak_13040_lociStitched	chr18(.):60764795-60766999	0.9592
2_MACS_peak_13041_lociStitched	chr18(.):60773253-60780220	0.4447
2_MACS_peak_13043_lociStitched	chr18(.):60798302-60811282	1.5118
1_MACS_peak_13045_lociStitched	chr18(.):60820828-60832151	3.9143
3_MACS_peak_13046_lociStitched	chr18(.):60851834-60866376	0.5925
2_MACS_peak_13049_lociStitched	chr18(.):60883040-60892385	0.5694
1_MACS_peak_13051_lociStitched	chr18(.):60901336-60903108	0.6199
1_MACS_peak_13052_lociStitched	chr18(.):60919482-60923516	1.4844
1_MACS_peak_13053_lociStitched	chr18(.):60983169-60988859	1.6402
1_MACS_peak_13054_lociStitched	chr18(.):61015219-61016833	0.655
1_MACS_peak_13055_lociStitched	chr18(.):61033375-61035634	1.025
1_MACS_peak_13056_lociStitched	chr18(.):61088539-61090942	1.8964
1_MACS_peak_13057_lociStitched	chr18(.):61228630-61230550	0.7839
1_MACS_peak_13058_lociStitched	chr18(.):61480617-61483225	0.9398
1_MACS_peak_13059_lociStitched	chr18(.):61497474-61499586	1.1188
1_MACS_peak_13060_lociStitched	chr18(.):61603212-61604870	1.7058
1_MACS_peak_13061_lociStitched	chr18(.):61636572-61638579	1.7731
1_MACS_peak_13062_lociStitched	chr18(.):62046390-62048635	0.9902
1_MACS_peak_13063_lociStitched	chr18(.):62070996-62072478	0.6893
2_MACS_peak_13064_lociStitched	chr18(.):62373642-62381586	0.3836
1_MACS_peak_13066_lociStitched	chr18(.):62660053-62662391	1.1836
2_MACS_peak_13067_lociStitched	chr18(.):63254228-63260648	0.7814
1_MACS_peak_13069_lociStitched	chr18(.):63477431-63479857	0.69
1_MACS_peak_13070_lociStitched	chr18(.):65118230-65119178	0.4731
1_MACS_peak_13071_lociStitched	chr18(.):65183229-65184041	0.8687
2_MACS_peak_13072_lociStitched	chr18(.):66381283-66389754	0.3555
1_MACS_peak_13074_lociStitched	chr18(.):66591621-66592539	0.4357
1_MACS_peak_13075_lociStitched	chr18(.):67247101-67248113	0.637
1_MACS_peak_13076_lociStitched	chr18(.):67615521-67617408	0.7333
1_MACS_peak_13077_lociStitched	chr18(.):67623886-67625260	0.6508
1_MACS_peak_13078_lociStitched	chr18(.):67702574-67706113	1.8357
1_MACS_peak_13079_lociStitched	chr18(.):67825587-67828112	0.8095
1_MACS_peak_13080_lociStitched	chr18(.):67860337-67863656	1.7459
1_MACS_peak_13081_lociStitched	chr18(.):67872161-67874076	1.8569
1_MACS_peak_13082_lociStitched	chr18(.):67955921-67957690	0.7374
1_MACS_peak_13083_lociStitched	chr18(.):68095019-68096782	0.6376
1_MACS_peak_13084_lociStitched	chr18(.):68307310-68308180	0.5231
1_MACS_peak_13085_lociStitched	chr18(.):68338648-68340908	0.8281
1_MACS_peak_13086_lociStitched	chr18(.):68574052-68575817	0.7152
1_MACS_peak_13087_lociStitched	chr18(.):68678090-68679203	0.5172
1_MACS_peak_13088_lociStitched	chr18(.):68987889-68991306	1.0125
1_MACS_peak_13089_lociStitched	chr18(.):69410228-69410976	0.4025
1_MACS_peak_13090_lociStitched	chr18(.):69827155-69829697	1.0712
1_MACS_peak_13091_lociStitched	chr18(.):69846282-69849638	1.896
1_MACS_peak_13092_lociStitched	chr18(.):69868204-69869269	0.6022
1_MACS_peak_13093_lociStitched	chr18(.):70076601-70077738	0.5278
1_MACS_peak_13094_lociStitched	chr18(.):70209356-70210655	0.5489
2_MACS_peak_13095_lociStitched	chr18(.):70510291-70516936	0.5524
1_MACS_peak_13097_lociStitched	chr18(.):71337117-71338898	0.7289
2_MACS_peak_13098_lociStitched	chr18(.):71349510-71357468	0.6593
1_MACS_peak_13100_lociStitched	chr18(.):71528331-71529977	0.5611
1_MACS_peak_13101_lociStitched	chr18(.):71814697-71816754	1.0397
1_MACS_peak_13102_lociStitched	chr18(.):71838757-71840037	0.7255
1_MACS_peak_13103_lociStitched	chr18(.):71958506-71960070	0.7628
1_MACS_peak_13104_lociStitched	chr18(.):72017912-72019548	0.6794
1_MACS_peak_13105_lociStitched	chr18(.):72074260-72076091	1.0831
2_MACS_peak_13106_lociStitched	chr18(.):72151443-72154063	0.6265
1_MACS_peak_13108_lociStitched	chr18(.):72162593-72169889	1.8147
2_MACS_peak_13109_lociStitched	chr18(.):72195787-72203596	0.5802
1_MACS_peak_13111_lociStitched	chr18(.):72255648-72257212	0.8133
1_MACS_peak_13112_lociStitched	chr18(.):72263536-72266674	2.6656
1_MACS_peak_13113_lociStitched	chr18(.):72508619-72509759	0.6731
1_MACS_peak_13114_lociStitched	chr18(.):72517976-72519808	1.0926
1_MACS_peak_13115_lociStitched	chr18(.):72581116-72583544	1.1718
1_MACS_peak_13116_lociStitched	chr18(.):72822480-72825349	1.0871
1_MACS_peak_13117_lociStitched	chr18(.):72919438-72923502	1.6799
1_MACS_peak_13118_lociStitched	chr18(.):73924490-73926953	0.8658
1_MACS_peak_13119_lociStitched	chr18(.):74017555-74020640	1.6652
2_MACS_peak_13120_lociStitched	chr18(.):74202669-74206550	1.1493
1_MACS_peak_13122_lociStitched	chr18(.):74236873-74238139	0.8986
2_MACS_peak_13123_lociStitched	chr18(.):74532867-74535735	1.6263
1_MACS_peak_13125_lociStitched	chr18(.):74570192-74572748	1.2826
1_MACS_peak_13126_lociStitched	chr18(.):74668845-74669870	0.5186
3_MACS_peak_13127_lociStitched	chr18(.):74765906-74778391	0.7007
1_MACS_peak_13130_lociStitched	chr18(.):74791877-74793245	0.5526
1_MACS_peak_13131_lociStitched	chr18(.):74813467-74814910	0.5843
1_MACS_peak_13132_lociStitched	chr18(.):74843241-74845217	0.6674
1_MACS_peak_13133_lociStitched	chr18(.):74920270-74921912	0.6185
2_MACS_peak_13134_lociStitched	chr18(.):75111579-75113985	0.6683
2_MACS_peak_13136_lociStitched	chr18(.):75198728-75209105	0.6642
1_MACS_peak_13138_lociStitched	chr18(.):75333879-75335015	0.609
1_MACS_peak_13139_lociStitched	chr18(.):75344808-75345683	0.4438
1_MACS_peak_13140_lociStitched	chr18(.):75527019-75529028	0.8315
1_MACS_peak_13141_lociStitched	chr18(.):76103553-76105311	0.5593
1_MACS_peak_13142_lociStitched	chr18(.):76285135-76286003	0.5814
1_MACS_peak_13143_lociStitched	chr18(.):76299420-76300855	0.4651
2_MACS_peak_13144_lociStitched	chr18(.):76646752-76653032	0.3934
1_MACS_peak_13146_lociStitched	chr18(.):76827962-76830360	2.2724
1_MACS_peak_13147_lociStitched	chr18(.):76916451-76918281	0.8715
1_MACS_peak_13148_lociStitched	chr18(.):76941967-76943217	0.5599
1_MACS_peak_13149_lociStitched	chr18(.):76957413-76958134	0.4152
1_MACS_peak_13150_lociStitched	chr18(.):77034719-77037151	1.1775
3_MACS_peak_13151_lociStitched	chr18(.):77153134-77160818	0.2761
1_MACS_peak_13154_lociStitched	chr18(.):77226191-77227193	0.4992
1_MACS_peak_13155_lociStitched	chr18(.):77384016-77386340	0.8955
1_MACS_peak_13156_lociStitched	chr18(.):77405014-77406045	0.6276
1_MACS_peak_13157_lociStitched	chr18(.):77438332-77440993	1.7153
1_MACS_peak_13158_lociStitched	chr18(.):77710788-77712447	0.8225
1_MACS_peak_13159_lociStitched	chr18(.):77724540-77725385	0.6031
1_MACS_peak_13160_lociStitched	chr18(.):77747525-77749442	1.6811
1_MACS_peak_13161_lociStitched	chr18(.):77792967-77795193	0.8286
1_MACS_peak_13162_lociStitched	chr18(.):77866470-77868139	1.0877
1_MACS_peak_13163_lociStitched	chr18(.):77905109-77906578	0.5628
1_MACS_peak_13164_lociStitched	chr19(.):69895-71870	1.6629
1_MACS_peak_13165_lociStitched	chr19(.):271405-273489	0.5466
1_MACS_peak_13166_lociStitched	chr19(.):488235-489973	1.0413
2_MACS_peak_13167_lociStitched	chr19(.):505940-512751	2.2468
1_MACS_peak_13169_lociStitched	chr19(.):530555-533658	0.9527
1_MACS_peak_13170_lociStitched	chr19(.):570778-573826	2.3377
1_MACS_peak_13171_lociStitched	chr19(.):596994-597969	0.5396
1_MACS_peak_13172_lociStitched	chr19(.):632082-634653	0.8828
1_MACS_peak_13173_lociStitched	chr19(.):659260-664269	2.9455
2_MACS_peak_13174_lociStitched	chr19(.):679656-681327	0.5941
1_MACS_peak_13176_lociStitched	chr19(.):796249-799152	1.7705
1_MACS_peak_13177_lociStitched	chr19(.):862521-864235	0.5859
1_MACS_peak_13178_lociStitched	chr19(.):891990-894049	2.5958
2_MACS_peak_13179_lociStitched	chr19(.):908367-914182	0.7178
1_MACS_peak_13181_lociStitched	chr19(.):923543-926986	2.7088
1_MACS_peak_13182_lociStitched	chr19(.):983435-985487	2.5915
1_MACS_peak_13183_lociStitched	chr19(.):995644-997354	0.8998
3_MACS_peak_13184_lociStitched	chr19(.):1014968-1029274	1.3156
1_MACS_peak_13187_lociStitched	chr19(.):1036817-1041869	1.9202
2_MACS_peak_13188_lociStitched	chr19(.):1066221-1078247	0.9431
2_MACS_peak_13190_lociStitched	chr19(.):1087215-1096278	0.4398
1_MACS_peak_13192_lociStitched	chr19(.):1103042-1105560	1.1982
1_MACS_peak_13193_lociStitched	chr19(.):1130398-1134510	1.7224
2_MACS_peak_13194_lociStitched	chr19(.):1173072-1180914	0.5924
1_MACS_peak_13196_lociStitched	chr19(.):1204814-1207982	0.867
2_MACS_peak_13197_lociStitched	chr19(.):1239707-1249976	1.0315
4_MACS_peak_13199_lociStitched	chr19(.):1258449-1277628	1.8065
1_MACS_peak_13203_lociStitched	chr19(.):1354242-1354933	0.5504
1_MACS_peak_13204_lociStitched	chr19(.):1382853-1384954	2.3022
2_MACS_peak_13205_lociStitched	chr19(.):1400664-1409731	0.9512
2_MACS_peak_13207_lociStitched	chr19(.):1437876-1445942	0.9631
1_MACS_peak_13209_lociStitched	chr19(.):1454722-1456283	1.2015
1_MACS_peak_13210_lociStitched	chr19(.):1478196-1480288	1.9346
1_MACS_peak_13211_lociStitched	chr19(.):1489603-1491063	1.1506
1_MACS_peak_13212_lociStitched	chr19(.):1568452-1569348	0.7645
1_MACS_peak_13213_lociStitched	chr19(.):1590670-1593808	2.0074
1_MACS_peak_13214_lociStitched	chr19(.):1604169-1607176	1.7709
6_MACS_peak_13215_lociStitched	chr19(.):1647818-1672869	1.0665
3_MACS_peak_13221_lociStitched	chr19(.):1846850-1865859	1.4438
1_MACS_peak_13224_lociStitched	chr19(.):1874764-1877156	1.8727
1_MACS_peak_13225_lociStitched	chr19(.):1883621-1885695	1.1176
3_MACS_peak_13226_lociStitched	chr19(.):1894970-1906462	0.7351
2_MACS_peak_13229_lociStitched	chr19(.):1922605-1930017	0.4533
1_MACS_peak_13231_lociStitched	chr19(.):1939647-1943511	1.9294
1_MACS_peak_13232_lociStitched	chr19(.):2014565-2015787	0.6882
1_MACS_peak_13233_lociStitched	chr19(.):2031470-2033868	1.7166
4_MACS_peak_13234_lociStitched	chr19(.):2040527-2063001	1.2841
2_MACS_peak_13238_lociStitched	chr19(.):2081515-2098656	4.2841
1_MACS_peak_13240_lociStitched	chr19(.):2150382-2152719	1.2237
1_MACS_peak_13241_lociStitched	chr19(.):2162843-2166482	1.8278
1_MACS_peak_13242_lociStitched	chr19(.):2234905-2238972	2.4359
3_MACS_peak_13243_lociStitched	chr19(.):2254649-2271878	2.0724
1_MACS_peak_13246_lociStitched	chr19(.):2288284-2290960	1.6085
2_MACS_peak_13247_lociStitched	chr19(.):2327152-2334509	2.1381
1_MACS_peak_13249_lociStitched	chr19(.):2392166-2397045	3.1143
1_MACS_peak_13250_lociStitched	chr19(.):2426025-2428520	3.5458
1_MACS_peak_13251_lociStitched	chr19(.):2445713-2448196	1.423
4_MACS_peak_13252_lociStitched	chr19(.):2455091-2480182	0.9477
2_MACS_peak_13256_lociStitched	chr19(.):2490580-2495918	0.6863
1_MACS_peak_13258_lociStitched	chr19(.):2552013-2553493	1.0066
1_MACS_peak_13259_lociStitched	chr19(.):2560227-2563286	1.8714
7_MACS_peak_13260_lociStitched	chr19(.):2594362-2638131	2.1481
1_MACS_peak_13267_lociStitched	chr19(.):2663082-2665705	2.7209
2_MACS_peak_13268_lociStitched	chr19(.):2697814-2703606	0.8912
1_MACS_peak_13270_lociStitched	chr19(.):2738804-2740507	0.9452
1_MACS_peak_13271_lociStitched	chr19(.):2781827-2786872	1.4
1_MACS_peak_13272_lociStitched	chr19(.):2817012-2820873	0.6859
1_MACS_peak_13273_lociStitched	chr19(.):2840344-2842276	1.777
1_MACS_peak_13274_lociStitched	chr19(.):2950100-2950885	0.7401
1_MACS_peak_13275_lociStitched	chr19(.):3035040-3036945	0.8408
1_MACS_peak_13276_lociStitched	chr19(.):3184850-3187082	1.5424
1_MACS_peak_13277_lociStitched	chr19(.):3434207-3436085	1.74
2_MACS_peak_13278_lociStitched	chr19(.):3450412-3459042	0.379
2_MACS_peak_13280_lociStitched	chr19(.):3499552-3507544	2.0775
2_MACS_peak_13282_lociStitched	chr19(.):3552489-3558794	0.6447
1_MACS_peak_13284_lociStitched	chr19(.):3571921-3574159	0.9818
1_MACS_peak_13285_lociStitched	chr19(.):3617175-3618922	1.8326
1_MACS_peak_13286_lociStitched	chr19(.):3625789-3627836	3.1308
1_MACS_peak_13287_lociStitched	chr19(.):3687472-3689350	0.9662
1_MACS_peak_13288_lociStitched	chr19(.):3699325-3700497	0.6376
1_MACS_peak_13289_lociStitched	chr19(.):3707556-3709296	0.6869
1_MACS_peak_13290_lociStitched	chr19(.):3760544-3763881	2.3965
1_MACS_peak_13291_lociStitched	chr19(.):3970153-3972006	0.8489
1_MACS_peak_13292_lociStitched	chr19(.):3983329-3990960	2.1043
1_MACS_peak_13293_lociStitched	chr19(.):4006533-4008662	1.0286
2_MACS_peak_13294_lociStitched	chr19(.):4063623-4067448	0.9242
2_MACS_peak_13296_lociStitched	chr19(.):4076814-4084447	0.691
2_MACS_peak_13298_lociStitched	chr19(.):4114077-4125064	0.651
1_MACS_peak_13300_lociStitched	chr19(.):4181610-4183689	1.3619
2_MACS_peak_13301_lociStitched	chr19(.):4241717-4247877	1.1077
1_MACS_peak_13303_lociStitched	chr19(.):4328372-4329628	0.73
2_MACS_peak_13304_lociStitched	chr19(.):4337585-4343963	0.9324
1_MACS_peak_13306_lociStitched	chr19(.):4368499-4371079	1.7474
2_MACS_peak_13307_lociStitched	chr19(.):4398854-4404047	1.8396
1_MACS_peak_13309_lociStitched	chr19(.):4470552-4473320	1.3577
1_MACS_peak_13310_lociStitched	chr19(.):4638613-4639499	1.0915
1_MACS_peak_13311_lociStitched	chr19(.):4668930-4670751	1.7834
1_MACS_peak_13312_lociStitched	chr19(.):4722694-4725025	1.1043
1_MACS_peak_13313_lociStitched	chr19(.):4759089-4760104	0.4677
1_MACS_peak_13314_lociStitched	chr19(.):4790437-4793003	2.1813
1_MACS_peak_13315_lociStitched	chr19(.):4830370-4832752	1.507
1_MACS_peak_13316_lociStitched	chr19(.):4866834-4868621	0.7277
