REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM8.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_9196_lociStitched	chr19	1258961	1262548	2	3571	9855.9999	350	1	MIDN	ATP5D,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	CIRBP	CIRBP	2.1013	350	1
1_MACS_peak_6402_lociStitched	chr15	59039690	59043254	1	3565	8856.54	351	1	ADAM10	FAM63B	ADAM10	ADAM10	0.1863	351	1
1_MACS_peak_1149_lociStitched	chr1	150533186	150536748	1	3563	8013.7876	352	1	ADAMTSL4	MIR4257,MCL1	MIR4257	MCL1	1.5016	352	1
2_MACS_peak_12668_lociStitched	chr21	44692123	44695747	2	3561	11022.0336	353	1			CRYAA	CRYAA	1.8793	353	1
1_MACS_peak_10958_lociStitched	chr2	87767775	87771332	1	3558	7998.2702	354	1	NCRNA00152		NCRNA00152	NCRNA00152	0.904	354	1
2_MACS_peak_13273_lociStitched	chr22	50628258	50631879	2	3558	9011.2206	355	1	TRABD	MOV10L1,PANX2,SELO	TRABD	TRABD	0.6984	355	1
2_MACS_peak_11481_lociStitched	chr2	182168801	182172483	2	3558	7333.0712	356	1			ITGA4	ITGA4	NONE	356	1
1_MACS_peak_14006_lociStitched	chr3	107940093	107943647	1	3555	9075.8498	357	1	IFT57		IFT57	IFT57	0.2242	357	1
2_MACS_peak_4530_lociStitched	chr12	89744876	89748796	2	3554	6076.784	358	1	DUSP6		DUSP6	DUSP6	0.6787	358	1
2_MACS_peak_19517_lociStitched	chr8	101962331	101965920	2	3551	14138.5066	359	1	YWHAZ		YWHAZ	YWHAZ	0.4024	359	1
3_MACS_peak_19747_lociStitched	chr8	144105081	144108864	3	3545	8903.2905	360	1		LY6E,C8orf31,LOC100133669	LY6E	LY6E	0.9171	360	1
1_MACS_peak_17996_lociStitched	chr6	159237441	159240979	1	3539	14131.8334	361	1	EZR	OSTCL	EZR	EZR	0.4446	361	1
5_MACS_peak_2365_lociStitched	chr10	78934627	78938472	5	3536	6150.8465	362	1	KCNMA1		KCNMA1	KCNMA1	0.0901	362	1
2_MACS_peak_15282_lociStitched	chr4	121990921	121994455	2	3534	11909.9334	363	1	C4orf31		C4orf31	C4orf31	0.4109	363	1
2_MACS_peak_21359_lociStitched	chrX	153235545	153239186	2	3526	18902.6156	364	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	HCFC1	0.8568	364	1
1_MACS_peak_2729_lociStitched	chr10	125850712	125854236	1	3525	7976.2216	365	1	CHST15		CHST15	CHST15	0.4772	365	1
5_MACS_peak_13358_lociStitched	chr3	10233609	10237366	5	3525	6091.9755	366	1	IRAK2		IRAK2	IRAK2	0.3623	366	1
3_MACS_peak_16714_lociStitched	chr5	180256728	180260753	3	3521	11997.3175	367	1	LOC729678	MGAT1,ZFP62	LOC729678	LOC729678	0.9365	367	1
1_MACS_peak_6474_lociStitched	chr15	65185000	65188519	1	3520	15201.7281	368	1		ANKDD1A	ANKDD1A	ANKDD1A	0.199	368	1
3_MACS_peak_14134_lociStitched	chr3	122397872	122401805	3	3519	14261.4513	369	1	PARP14		PARP14	PARP14	0.344	369	1
1_MACS_peak_3516_lociStitched	chr11	82780853	82784370	1	3518	15384.7648	370	1	RAB30	SNORA70E	RAB30	RAB30	0.5296	370	1
2_MACS_peak_17341_lociStitched	chr6	43737566	43741377	2	3515	12367.8383	371	1	VEGFA		VEGFA	VEGFA	0.5549	371	1
2_MACS_peak_877_lociStitched	chr1	93425527	93429351	2	3512	13720.1296	372	1	FAM69A		FAM69A	FAM69A	0.2566	372	1
2_MACS_peak_16349_lociStitched	chr5	139027620	139031248	2	3511	6546.726	373	1	CXXC5		CXXC5	CXXC5	1.0082	373	1
2_MACS_peak_15051_lociStitched	chr4	74482981	74486686	2	3511	8121.7305	374	1	RASSF6		RASSF6	RASSF6	0.5337	374	1
1_MACS_peak_11338_lociStitched	chr2	157188338	157191839	1	3502	12920.4405	375	1	NR4A2		NR4A2	NR4A2	0.7986	375	1
3_MACS_peak_8863_lociStitched	chr18	2654587	2658740	3	3501	13216.9225	376	1	SMCHD1	LOC645158	SMCHD1	LOC645158	1.3188	376	1
1_MACS_peak_16024_lociStitched	chr5	88565626	88569121	1	3496	8973.063	377	1			MEF2C	MEF2C	0.5644	377	1
2_MACS_peak_18177_lociStitched	chr7	18555881	18559397	2	3495	7301.3256	378	1	HDAC9		HDAC9	HDAC9	0.1509	378	1
1_MACS_peak_13921_lociStitched	chr3	72493654	72497146	1	3493	11473.3152	379	1	RYBP		RYBP	RYBP	0.2782	379	1
1_MACS_peak_12610_lociStitched	chr21	38737732	38741223	1	3492	27465.0934	380	1	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.2874	380	1
2_MACS_peak_19867_lociStitched	chr9	2014793	2018356	2	3490	8782.4387	381	1	SMARCA2		SMARCA2	SMARCA2	0.1854	381	1
2_MACS_peak_2886_lociStitched	chr11	7540579	7544100	2	3486	5976.1933	382	1	PPFIBP2	OLFML1	PPFIBP2	OLFML1	0.5783	382	1
2_MACS_peak_8708_lociStitched	chr17	75205562	75209245	2	3486	6119.6728	383	1	SEC14L1		SEC14L1	SEC14L1	0.4871	383	1
4_MACS_peak_20528_lociStitched	chr9	130666185	130669760	4	3484	9081.93	384	1		ENG,AK1,ST6GALNAC6,ST6GALNAC4,PIP5KL1,DPM2,FAM102A	ST6GALNAC6	ST6GALNAC4	1.9934	384	1
3_MACS_peak_15933_lociStitched	chr5	76032406	76036017	3	3483	8805.7846	385	1		NCRUPAR,F2R	F2R	F2R	0.5149	385	1
1_MACS_peak_19100_lociStitched	chr7	158619965	158623446	1	3482	30154.5106	386	1	ESYT2	WDR60	ESYT2	ESYT2	0.3817	386	1
1_MACS_peak_16120_lociStitched	chr5	107715765	107719242	1	3478	22709.3301	387	1	FBXL17		FBXL17	FBXL17	0.1163	387	1
1_MACS_peak_15952_lociStitched	chr5	78530925	78534400	1	3476	24939.7275	388	1	JMY		JMY	JMY	0.3366	388	1
3_MACS_peak_5453_lociStitched	chr14	32669976	32673492	3	3476	7943.3472	389	1			ARHGAP5	ARHGAP5	NONE	389	1
1_MACS_peak_4211_lociStitched	chr12	46660120	46663591	1	3472	10400.1573	390	1	SLC38A1		SLC38A1	SLC38A1	0.1899	390	1
3_MACS_peak_19140_lociStitched	chr8	12610870	12614637	3	3470	10636.1245	391	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	LONRF1	0.3379	391	1
1_MACS_peak_5135_lociStitched	chr13	43564212	43567680	1	3469	12519.1332	392	1	EPSTI1	DNAJC15	EPSTI1	DNAJC15	0.188	392	1
2_MACS_peak_7776_lociStitched	chr17	4850451	4854144	2	3468	8206.9539	393	1	PFN1	C17orf107,GP1BA,RNF167,ENO3,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	PFN1	0.8691	393	1
5_MACS_peak_15470_lociStitched	chr4	177240519	177244530	5	3468	11019.8214	394	1	SPCS3		SPCS3	SPCS3	0.6247	394	1
1_MACS_peak_11546_lociStitched	chr2	191744490	191747953	1	3464	12276.6813	395	1	GLS		GLS	GLS	0.2101	395	1
2_MACS_peak_16060_lociStitched	chr5	95156881	95160350	2	3464	9382.2574	396	1	GLRX	C5orf27	GLRX	GLRX	1.0108	396	1
1_MACS_peak_6384_lociStitched	chr15	56534935	56538392	1	3458	10072.6609	397	1	RFX7		RFX7	RFX7	0.1453	397	1
3_MACS_peak_8033_lociStitched	chr17	27276009	27279619	3	3445	8256.792	398	1	PHF12	DHRS13	PHF12	DHRS13	0.6157	398	1
2_MACS_peak_9848_lociStitched	chr19	39339760	39343520	2	3445	12863.712	399	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.726	399	1
2_MACS_peak_9603_lociStitched	chr19	16227266	16230902	2	3444	8341.3476	400	1	RAB8A	TPM4,HSH2D	RAB8A	TPM4	0.8739	400	1
2_MACS_peak_6835_lociStitched	chr15	89942322	89945769	2	3434	13271.6394	401	1		MIR9-3,LOC254559	LOC254559	LOC254559	0.5343	401	1
1_MACS_peak_19532_lociStitched	chr8	103665799	103669227	1	3429	6635.9224	402	1	KLF10		KLF10	KLF10	0.6417	402	1
1_MACS_peak_14252_lociStitched	chr3	135913007	135916435	1	3429	14187.1208	403	1	MSL2		MSL2	MSL2	0.3755	403	1
4_MACS_peak_4487_lociStitched	chr12	72079278	72083289	4	3424	6235.0995	404	1	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.4374	404	1
1_MACS_peak_16732_lociStitched	chr6	290414	293834	1	3421	11499.408	405	1	DUSP22		DUSP22	DUSP22	0.9023	405	1
1_MACS_peak_16207_lociStitched	chr5	126111992	126115408	1	3417	12402.1296	406	1	LMNB1		LMNB1	LMNB1	0.3922	406	1
1_MACS_peak_21175_lociStitched	chrX	112119368	112122782	1	3415	7657.602	407	1		AMOT	AMOT	AMOT	0.097	407	1
4_MACS_peak_466_lociStitched	chr1	37939719	37943475	4	3415	7060.1532	408	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.5209	408	1
1_MACS_peak_14337_lociStitched	chr3	150125364	150128775	1	3412	10271.2032	409	1	TSC22D2		TSC22D2	TSC22D2	0.249	409	1
3_MACS_peak_10499_lociStitched	chr2	28612965	28616811	3	3410	7669.6932	410	1	FOSL2		FOSL2	FOSL2	0.3115	410	1
5_MACS_peak_1658_lociStitched	chr1	206287219	206291210	5	3410	6999.0167	411	1	C1orf186	CTSE	C1orf186	C1orf186	0.2678	411	1
1_MACS_peak_19069_lociStitched	chr7	152131099	152134506	1	3408	13508.0736	412	1	FABP5P3,MLL3	LOC100128822	MLL3	LOC100128822	0.519	412	1
3_MACS_peak_4930_lociStitched	chr12	125396363	125400244	3	3406	13323.8611	413	1	UBC	SCARB1	UBC	UBC	1.9459	413	1
3_MACS_peak_166_lociStitched	chr1	16160432	16164187	3	3401	8265.506	414	1	FLJ37453	SPEN,UQCRHL	SPEN	SPEN	0.1495	414	1
1_MACS_peak_3119_lociStitched	chr11	58344564	58347962	1	3399	17865.3248	415	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	ZFP91-CNTF	ZFP91-CNTF	0.4781	415	1
2_MACS_peak_12718_lociStitched	chr21	45562674	45566159	2	3397	11885.941	416	1	C21orf33	PWP2	C21orf33	C21orf33	1.1748	416	1
2_MACS_peak_18584_lociStitched	chr7	87846545	87850294	2	3397	11330.9776	417	1	SRI		SRI	SRI	0.4549	417	1
4_MACS_peak_16733_lociStitched	chr6	295433	299291	4	3397	5478.7458	418	1	DUSP22		DUSP22	DUSP22	0.9023	418	1
1_MACS_peak_6447_lociStitched	chr15	63891157	63894542	1	3386	11715.8235	419	1	FBXL22,LOC100130855		LOC100130855	LOC100130855	0.691	419	1
2_MACS_peak_19463_lociStitched	chr8	95971211	95974735	2	3386	7783.1064	420	1		TP53INP1	TP53INP1	TP53INP1	1.1449	420	1
2_MACS_peak_15254_lociStitched	chr4	114681113	114684532	2	3384	7909.1727	421	1	CAMK2D		CAMK2D	CAMK2D	0.1131	421	1
1_MACS_peak_3512_lociStitched	chr11	82706090	82709472	1	3383	10613.3924	422	1	RAB30	SNORA70E	SNORA70E	SNORA70E	0.0912	422	1
1_MACS_peak_12681_lociStitched	chr21	44817270	44820647	1	3378	17531.0201	423	1		C21orf125,SIK1	SIK1	SIK1	5.0143	423	1
2_MACS_peak_12071_lociStitched	chr20	34329010	34332388	2	3378	19517.7462	424	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.5283	424	1
1_MACS_peak_18312_lociStitched	chr7	39988243	39991618	1	3376	11603.25	425	1	CDK13		CDK13	CDK13	0.1286	425	1
1_MACS_peak_4145_lociStitched	chr12	31475779	31479153	1	3375	12870.4604	426	1	FLJ13224,FAM60A		FLJ13224	FLJ13224	1.2285	426	1
3_MACS_peak_13854_lociStitched	chr3	57581292	57584753	3	3374	10839.852	427	1	ARF4	PDE12	ARF4	PDE12	0.5786	427	1
2_MACS_peak_2643_lociStitched	chr10	112114829	112118298	2	3374	9147.753	428	1			SMNDC1	SMNDC1	NONE	428	1
2_MACS_peak_5579_lociStitched	chr14	60713954	60717370	2	3372	22668.9176	429	1	PPM1A		PPM1A	PPM1A	0.4142	429	1
1_MACS_peak_16025_lociStitched	chr5	88596324	88599694	1	3371	9676.281	430	1			MEF2C	MEF2C	0.5644	430	1
2_MACS_peak_10752_lociStitched	chr2	64368706	64372101	2	3368	14737.3555	431	1	PELI1		PELI1	PELI1	0.3572	431	1
2_MACS_peak_19003_lociStitched	chr7	148723286	148726702	2	3365	10832.4776	432	1	PDIA4		PDIA4	PDIA4	0.4528	432	1
1_MACS_peak_11434_lociStitched	chr2	174827840	174831203	1	3364	10046.9625	433	1	SP3		SP3	SP3	0.2208	433	1
3_MACS_peak_15721_lociStitched	chr5	42991501	42995301	3	3360	10359.94	434	1		LOC153684,LOC648987,C5orf39	LOC648987	C5orf39	1.0008	434	1
2_MACS_peak_7392_lociStitched	chr16	30668407	30671784	2	3358	12873.124	435	1		PRR14,FBRS,SRCAP,ZNF689	FBRS	PRR14	1.2127	435	1
1_MACS_peak_6290_lociStitched	chr15	45002350	45005705	1	3356	29430.3955	436	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	2.2065	436	1
1_MACS_peak_8330_lociStitched	chr17	44268972	44272315	1	3344	14130.861	437	1	LOC644246,KIAA1267		LOC644246	LOC644246	1.2413	437	1
4_MACS_peak_11164_lociStitched	chr2	112219684	112223161	4	3342	5501.3094	438	1	LOC541471		LOC541471	LOC541471	0.4074	438	1
2_MACS_peak_15824_lociStitched	chr5	60626178	60629801	2	3340	7973.1361	439	1	ZSWIM6		ZSWIM6	ZSWIM6	0.115	439	1
1_MACS_peak_16286_lociStitched	chr5	133859770	133863107	1	3338	16744.7323	440	1	PHF15		PHF15	PHF15	0.4587	440	1
1_MACS_peak_14488_lociStitched	chr3	177075551	177078885	1	3335	8126.9584	441	1			TBL1XR1	TBL1XR1	0.1769	441	1
2_MACS_peak_16709_lociStitched	chr5	180228510	180231915	2	3330	10246.326	442	1	MGAT1	LOC729678	MGAT1	LOC729678	0.9365	442	1
1_MACS_peak_6445_lociStitched	chr15	63795152	63798477	1	3326	26211.3075	443	1	USP3		USP3	USP3	0.4323	443	1
1_MACS_peak_9941_lociStitched	chr19	42442366	42445685	1	3320	15917.2602	444	1		RABAC1	RABAC1	RABAC1	0.642	444	1
4_MACS_peak_17561_lociStitched	chr6	105930107	105933860	4	3318	6850.3509	445	1			PREP	PREP	NONE	445	1
4_MACS_peak_13154_lociStitched	chr22	42014553	42018404	4	3317	11422.066	446	1	XRCC6,PPPDE2	PMM1	PPPDE2	PPPDE2	0.4077	446	1
3_MACS_peak_4102_lociStitched	chr12	27088682	27092583	3	3315	8031.7689	447	1	FGFR1OP2,C12orf11		C12orf11	C12orf11	0.3116	447	1
4_MACS_peak_10712_lociStitched	chr2	60776320	60780178	4	3310	5534.301	448	1	BCL11A		BCL11A	BCL11A	0.2092	448	1
5_MACS_peak_19653_lociStitched	chr8	126351287	126355167	5	3305	5673.336	449	1	NSMCE2		TRIB1	TRIB1	4.516	449	1
3_MACS_peak_10040_lociStitched	chr19	46270878	46274343	3	3304	7550.5815	450	1	SIX5,DMPK	FBXO46,DMWD,RSPH6A	SIX5	SIX5	0.6143	450	1
1_MACS_peak_15771_lociStitched	chr5	55774803	55778104	1	3302	12452.3623	451	1			ANKRD55	ANKRD55	NONE	451	1
1_MACS_peak_12493_lociStitched	chr21	19190204	19193504	1	3301	11260.59	452	1	C21orf91		C21orf91	C21orf91	0.6388	452	1
1_MACS_peak_14444_lociStitched	chr3	171756927	171760225	1	3299	35918.518	453	1	FNDC3B		FNDC3B	FNDC3B	0.446	453	1
2_MACS_peak_17145_lociStitched	chr6	32157420	32160826	2	3298	6700.6238	454	1	PBX2,GPSM3	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER,NOTCH4	PBX2	PBX2	0.6104	454	1
1_MACS_peak_6881_lociStitched	chr15	93373683	93376975	1	3293	14008.4476	455	1		ASB9P1,LOC100507217	ASB9P1	LOC100507217	2.3264	455	1
4_MACS_peak_16469_lociStitched	chr5	150459916	150463746	4	3292	11935.046	456	1	TNIP1		TNIP1	TNIP1	0.4569	456	1
1_MACS_peak_10026_lociStitched	chr19	45970479	45973769	1	3291	12456.927	457	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	FOSB	1.1349	457	1
3_MACS_peak_12656_lociStitched	chr21	44526569	44529929	3	3291	13069.728	458	1	U2AF1	CBS	U2AF1	U2AF1	0.6879	458	1
1_MACS_peak_14948_lociStitched	chr4	40056419	40059708	1	3290	15387.9154	459	1	N4BP2,LOC344967		N4BP2	N4BP2	0.2014	459	1
2_MACS_peak_3519_lociStitched	chr11	82867098	82870630	2	3288	16211.5268	460	1	PCF11	ANKRD42	PCF11	PCF11	0.5669	460	1
2_MACS_peak_16672_lociStitched	chr5	176857182	176860781	2	3288	6141.3336	461	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.9349	461	1
1_MACS_peak_10629_lociStitched	chr2	46768832	46772118	1	3287	12332.6866	462	1	RHOQ	ATP6V1E2	RHOQ	RHOQ	0.5243	462	1
1_MACS_peak_3150_lociStitched	chr11	62322226	62325507	1	3282	10388.6303	463	1		AHNAK,EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.7788	463	1
2_MACS_peak_15700_lociStitched	chr5	36875392	36878688	2	3282	12011.6128	464	1	NIPBL		NIPBL	NIPBL	0.1311	464	1
1_MACS_peak_13749_lociStitched	chr3	50373325	50376604	1	3280	14599.4196	465	1	RASSF1	CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,HYAL2,TUSC2,ZMYND10,NPRL2,TMEM115	RASSF1	ZMYND10	1.3391	465	1
4_MACS_peak_14235_lociStitched	chr3	133193410	133196983	4	3280	7131.3507	466	1	BFSP2		BFSP2	BFSP2	0.3203	466	1
1_MACS_peak_19364_lociStitched	chr8	71313751	71317026	1	3276	8048.64	467	1	NCOA2		NCOA2	NCOA2	0.1356	467	1
1_MACS_peak_12572_lociStitched	chr21	35319556	35322830	1	3275	15121.9512	468	1		ATP5O	ATP5O	ATP5O	0.2478	468	1
2_MACS_peak_1618_lociStitched	chr1	204378440	204381741	2	3272	13186.1746	469	1	PPP1R15B	PLEKHA6,LOC127841	PPP1R15B	PPP1R15B	0.8453	469	1
2_MACS_peak_9194_lociStitched	chr19	1248100	1251415	2	3272	8569.275	470	1	MIDN	STK11,ATP5D,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	CIRBP	2.1013	470	1
1_MACS_peak_16338_lociStitched	chr5	138748822	138752092	1	3271	9642.576	471	1	DNAJC18	SLC23A1,MZB1,LOC389333,SPATA24	SPATA24	MZB1	1.5348	471	1
1_MACS_peak_13295_lociStitched	chr22	50968057	50971326	1	3270	19756.5284	472	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	TYMP	1.99	472	1
2_MACS_peak_8884_lociStitched	chr18	9135705	9139030	2	3270	8967.1925	473	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.3777	473	1
3_MACS_peak_2198_lociStitched	chr10	45914107	45917733	3	3270	6301.988	474	1	ALOX5		ALOX5	ALOX5	0.2755	474	1
1_MACS_peak_14704_lociStitched	chr3	197475357	197478623	1	3267	10600.1296	475	1	FYTTD1,KIAA0226	LRCH3,KIAA0226	FYTTD1	KIAA0226	0.3907	475	1
2_MACS_peak_3703_lociStitched	chr11	115372100	115375600	2	3267	11991.35	476	1	CADM1		CADM1	CADM1	0.2567	476	1
1_MACS_peak_13997_lociStitched	chr3	107241700	107244965	1	3266	11382.7695	477	1	BBX		BBX	BBX	0.1387	477	1
1_MACS_peak_16549_lociStitched	chr5	158634339	158637601	1	3263	8072.7976	478	1	RNF145		RNF145	RNF145	0.2327	478	1
1_MACS_peak_7356_lociStitched	chr16	30074873	30078131	1	3259	13096.5084	479	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	YPEL3	1.051	479	1
1_MACS_peak_20283_lociStitched	chr9	96212766	96216021	1	3256	9018.6285	480	1	FAM120A,FAM120AOS		FAM120A	FAM120A	0.2079	480	1
2_MACS_peak_18252_lociStitched	chr7	26238901	26242241	2	3256	8458.216	481	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.5153	481	1
1_MACS_peak_12674_lociStitched	chr21	44744207	44747459	1	3253	12124.1064	482	1			SIK1	SIK1	5.0143	482	1
1_MACS_peak_16129_lociStitched	chr5	108744091	108747332	1	3242	17013.6295	483	1	PJA2		PJA2	PJA2	0.3048	483	1
2_MACS_peak_6543_lociStitched	chr15	70327320	70330567	2	3234	8616.8886	484	1		MIR629	MIR629	MIR629	0.1651	484	1
4_MACS_peak_10210_lociStitched	chr19	55894993	55898347	4	3232	5889.9594	485	1	RPL28,LOC388564	SUV420H2,TMEM190,COX6B2,FAM71E2,IL11,UBE2S	RPL28	SUV420H2	0.8783	485	1
2_MACS_peak_16974_lociStitched	chr6	26156474	26159992	2	3231	7719.8992	486	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BC	1.449	486	1
3_MACS_peak_19684_lociStitched	chr8	128806069	128809598	3	3227	5660.516	487	1	PVT1,MIR1204		MIR1204	MIR1204	0.7355	487	1
1_MACS_peak_16742_lociStitched	chr6	335975	339197	1	3223	7302.0186	488	1	DUSP22		DUSP22	DUSP22	0.9023	488	1
2_MACS_peak_19915_lociStitched	chr9	6756579	6759805	2	3223	15882.8884	489	1	KDM4C		KDM4C	KDM4C	0.1477	489	1
2_MACS_peak_14056_lociStitched	chr3	113463761	113467073	2	3222	12910.176	490	1	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.5039	490	1
1_MACS_peak_6721_lociStitched	chr15	81291918	81295136	1	3219	19301.8858	491	1	MESDC1	MESDC2	MESDC1	MESDC1	1.6441	491	1
1_MACS_peak_20906_lociStitched	chrX	41191818	41195035	1	3218	15522.025	492	1	DDX3X		DDX3X	DDX3X	0.6988	492	1
1_MACS_peak_14106_lociStitched	chr3	119812180	119815395	1	3216	23308.4285	493	1	GSK3B		GSK3B	GSK3B	0.1523	493	1
2_MACS_peak_16945_lociStitched	chr6	24719319	24722538	2	3212	12729.2136	494	1	C6orf62		C6orf62	C6orf62	0.6267	494	1
2_MACS_peak_20161_lociStitched	chr9	70494228	70497499	2	3212	5363.4587	495	1		CBWD5	CBWD5	CBWD5	0.2099	495	1
3_MACS_peak_6585_lociStitched	chr15	74832511	74835934	3	3211	6924.0444	496	1	ARID3B		ARID3B	ARID3B	0.3739	496	1
2_MACS_peak_16240_lociStitched	chr5	131745321	131748533	2	3210	15252.182	497	1	C5orf56	SLC22A5,MIR3936	C5orf56	C5orf56	0.9628	497	1
2_MACS_peak_13412_lociStitched	chr3	13459798	13463149	2	3203	7195.2672	498	1	NUP210		NUP210	NUP210	0.4304	498	1
4_MACS_peak_14821_lociStitched	chr4	14167023	14170648	4	3202	8354.9	499	1			LOC152742	LOC152742	NONE	499	1
2_MACS_peak_17279_lociStitched	chr6	41039144	41042349	2	3201	9433.597	500	1	NFYA,C6orf130	TSPO2,APOBEC2,LOC221442,UNC5CL	NFYA	NFYA	0.306	500	1
3_MACS_peak_228_lociStitched	chr1	22106711	22110488	3	3199	16235.8122	501	1	USP48	LDLRAD2	USP48	USP48	0.2269	501	1
2_MACS_peak_11400_lociStitched	chr2	172174903	172178157	2	3197	6795.6536	502	1	METTL8		TLK1	TLK1	NONE	502	1
3_MACS_peak_6504_lociStitched	chr15	67812256	67815475	3	3193	21303.342	503	1	C15orf61	MAP2K5	C15orf61	C15orf61	1.4201	503	1
3_MACS_peak_20277_lociStitched	chr9	95855765	95859260	3	3192	11605.8465	504	1	C9orf89	SUSD3,NINJ1	C9orf89	NINJ1	0.6131	504	1
2_MACS_peak_14593_lociStitched	chr3	186648029	186651222	2	3191	10100.4169	505	1	ST6GAL1		ST6GAL1	ST6GAL1	0.5983	505	1
2_MACS_peak_11573_lociStitched	chr2	198363330	198366522	2	3190	9334.0464	506	1	HSPE1,HSPD1	COQ10B,MOBKL3	HSPD1	HSPD1	0.4888	506	1
2_MACS_peak_10136_lociStitched	chr19	50179061	50182267	2	3190	8453.2602	507	1	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	BCL2L12	0.8517	507	1
2_MACS_peak_8469_lociStitched	chr17	56413279	56416673	2	3183	9005.6396	508	1		BZRAP1,MIR142,SUPT4H1	MIR142	MIR142	0.7201	508	1
1_MACS_peak_19487_lociStitched	chr8	98655345	98658526	1	3182	14429.6522	509	1	MTDH		MTDH	MTDH	0.2715	509	1
2_MACS_peak_20533_lociStitched	chr9	130677026	130680299	2	3182	17052.6573	510	1	ST6GALNAC4	AK1,ST6GALNAC6,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	ST6GALNAC4	1.9934	510	1
3_MACS_peak_10555_lociStitched	chr2	37549364	37552843	3	3181	7418.6196	511	1		QPCT,PRKD3	PRKD3	QPCT	0.3381	511	1
1_MACS_peak_19876_lociStitched	chr9	3524753	3527932	1	3180	23838.6852	512	1	RFX3		RFX3	RFX3	0.1804	512	1
1_MACS_peak_7308_lociStitched	chr16	28833809	28836987	1	3179	15178.7636	513	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	0.7301	513	1
6_MACS_peak_11082_lociStitched	chr2	99102832	99106843	6	3177	5124.0525	514	1	INPP4A		INPP4A	INPP4A	0.3459	514	1
1_MACS_peak_18913_lociStitched	chr7	134854252	134857427	1	3176	10707.37	515	1	C7orf49	TMEM140,WDR91	C7orf49	TMEM140	1.0316	515	1
5_MACS_peak_16303_lociStitched	chr5	134366241	134369925	5	3176	5737.0932	516	1	PITX1		PITX1	PITX1	0.5284	516	1
1_MACS_peak_2793_lociStitched	chr11	206403	209572	1	3170	13133.6036	517	1	RIC8A,BET1L	LOC653486,ODF3,PSMD13,SIRT3	RIC8A	RIC8A	0.9124	517	1
2_MACS_peak_13270_lociStitched	chr22	50353372	50356821	2	3167	5896.7553	518	1	PIM3	CRELD2,ALG12	PIM3	PIM3	0.5577	518	1
1_MACS_peak_8413_lociStitched	chr17	48942495	48945660	1	3166	12268.4895	519	1		WFIKKN2,TOB1	TOB1	TOB1	1.1281	519	1
1_MACS_peak_17794_lociStitched	chr6	137111560	137114723	1	3164	9280.242	520	1	MAP3K5	PEX7	MAP3K5	MAP3K5	0.1514	520	1
3_MACS_peak_13435_lociStitched	chr3	15331384	15334743	3	3164	5004.5741	521	1	SH3BP5		SH3BP5	SH3BP5	0.3862	521	1
3_MACS_peak_17810_lociStitched	chr6	139453769	139457764	3	3161	8298.0145	522	1	HECA		HECA	HECA	0.2815	522	1
1_MACS_peak_10667_lociStitched	chr2	54784634	54787791	1	3158	7581.2198	523	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.2172	523	1
