GENE_ID	locusLine	bin_1_25_0F2B_0229Kronos_MM1S-KB-3hr-1_H3K27me3_hs-dm_i07.bam
NM_023076	chr16(.):1408205-1434684	0.0641
NM_194260	chr16(.):1354360-1380390	0.1143
NM_001199097	chr16(.):1378605-1404442	0.9897
NM_003933	chr16(.):1379504-1404442	1.016
NM_001199096	chr16(.):1381197-1404442	1.0704
NM_001287	chr16(.):1489934-1530085	0.2095
NM_016111	chr16(.):1538351-1565460	0.2951
NM_001143980	chr16(.):1479388-1499490	1.7645
NM_001010878	chr16(.):1464943-1484345	1.2349
NM_001013658	chr16(.):1530939-1543468	1.5096
NM_024600	chr16(.):1579230-1610243	0.8695
NM_152764	chr16(.):1878988-1927102	0.1484
NM_001163560	chr16(.):1878983-1927179	0.1483
NR_033914	chr16(.):1923285-1939232	0.2479
NM_005262	chr16(.):2029149-2042750	0.8324
NM_144603	chr16(.):2023917-2036440	0.715
NM_172168	chr16(.):2024040-2036184	0.7333
NM_002952	chr16(.):2007061-2019827	0.2333
NR_002327	chr16(.):2007334-2017467	0.2647
NR_002326	chr16(.):2007973-2018107	0.2152
NM_178167	chr16(.):2042767-2064763	0.096
NM_004785	chr16(.):2071887-2094027	1.1743
NM_004548	chr16(.):2004516-2016976	0.4434
NM_001099456	chr16(.):2064520-2075756	1.2083
NM_016332	chr16(.):1983233-1998294	0.3509
NM_005061	chr16(.):1989579-2009679	0.6971
NM_006453	chr16(.):2017063-2033751	0.4994
NR_003142	chr16(.):2009996-2020505	0.118
NR_003020	chr16(.):2010184-2020311	0.1182
NM_004209	chr16(.):2034945-2049276	0.3116
NM_174903	chr16(.):2011874-2023976	0.125
NM_001114382	chr16(.):2092989-2143713	0.0516
NM_014353	chr16(.):2193650-2209141	0.296
NR_002736	chr16(.):2200023-2210106	0.1147
NM_000296	chr16(.):2133710-2190899	0.084
NM_032271	chr16(.):2200798-2233130	0.0886
NR_037467	chr16(.):2180977-2191130	0.1965
NM_022372	chr16(.):2250177-2264418	0.3344
NM_004424	chr16(.):2268566-2290743	0.1967
NM_001374	chr16(.):2281467-2293712	0.2876
NM_182563	chr16(.):2254253-2266069	0.0978
NM_001919	chr16(.):2284872-2306602	0.1887
NR_030636	chr16(.):2316747-2326841	0.4988
NM_001042371	chr16(.):2256602-2269822	0.0946
NM_001199174	chr16(.):2250731-2264418	0.2963
NR_037448	chr16(.):2315713-2325773	0.2815
NM_006711	chr16(.):2298099-2322858	0.0836
NM_080594	chr16(.):2298099-2323413	0.09
NR_003574	chr16(.):2385922-2481700	0.1865
NM_007108	chr16(.):2816414-2832297	0.2146
NM_145252	chr16(.):2875172-2887285	1.7647
NM_006799	chr16(.):2862163-2876718	1.7735
NM_152891	chr16(.):2828953-2841708	1.2006
NM_001135086	chr16(.):2843485-2860133	0.6806
NM_022119	chr16(.):2897727-2913171	1.1029
NR_026864	chr16(.):2884573-2897752	0.9352
NM_001142499	chr16(.):2928195-2954383	0.189
NM_001012634	chr16(.):3110638-3124668	0.9837
NM_001012632	chr16(.):3110662-3124668	0.9846
NM_020982	chr16(.):3057456-3069506	2.1048
NM_004221	chr16(.):3110312-3124668	0.9745
NM_001142350	chr16(.):3069031-3082756	1.3306
NM_032805	chr16(.):3133894-3147861	0.9572
NM_017885	chr16(.):3067625-3079287	0.9212
NM_152341	chr16(.):3014341-3028485	0.198
NM_001012636	chr16(.):3110784-3124668	0.9863
NM_001012635	chr16(.):3110611-3124668	0.983
NM_001103175	chr16(.):3072867-3090542	1.8658
NM_016639	chr16(.):3065312-3077383	1.0464
NM_021195	chr16(.):3059712-3073188	1.7161
NM_022468	chr16(.):3091681-3115724	1.3546
NR_033861	chr16(.):3034054-3049510	2.4698
NM_004203	chr16(.):3017791-3035540	0.2401
NM_003223	chr16(.):4302186-4328001	0.0823
NM_138440	chr16(.):4416848-4438529	0.0399
NM_016069	chr16(.):4385251-4406300	0.1141
NM_032575	chr16(.):4377224-4394598	0.6585
NM_014692	chr16(.):5003317-5074156	0.844
NM_016256	chr16(.):5069844-5088942	0.5205
NM_019109	chr16(.):5116809-5142380	0.1117
NM_016151	chr16(.):29980221-30004719	0.0575
NM_003609	chr16(.):29999310-30012412	0.0518
NM_002720	chr16(.):30082383-30101695	0.0694
NM_001127617	chr16(.):30070972-30086735	0.0897
NM_184041	chr16(.):30072043-30086735	0.0862
NM_184043	chr16(.):30070599-30086735	0.0888
NM_000034	chr16(.):30059490-30086735	0.106
NM_001109659	chr16(.):30029654-30041023	1.8784
NM_003586	chr16(.):30011834-30027401	0.8708
NM_031478	chr16(.):30030747-30047186	1.7576
NM_052874	chr16(.):30995576-31026829	0.8684
NM_014712	chr16(.):30963614-31000981	0.0681
NM_001142778	chr16(.):30991518-31005473	0.1266
NM_004604	chr16(.):31039902-31056485	0.1191
NM_152288	chr16(.):30955404-30971259	0.0696
NM_001172670	chr16(.):31067163-31081409	0.0399
NM_001127464	chr16(.):88488878-88512165	1.2885
NM_153813	chr16(.):88515013-88606574	0.096
NM_178518	chr17(.):7333761-7345998	1.0337
NM_021962	chr17(.):901758-1088131	0.6847
NM_001159746	chr17(.):901758-1095616	0.7333
NM_025248	chr17(.):36681258-36767183	1.352
NM_002055	chr17(.):42977992-42997914	0.8967
NM_153209	chr17(.):72317350-72356959	1.2259
NM_173628	chr17(.):76414777-76578476	1.0861
NM_020761	chr17(.):78513624-78945173	0.0666
NM_022463	chr17(.):697584-888010	1.277
NM_001092	chr17(.):901758-1017324	0.0669
NM_001190413	chr17(.):57179-207633	0.8795
NM_015721	chr17(.):642660-660501	0.0913
NM_001105538	chr17(.):4437190-4463681	0.1201
NM_001197216	chr17(.):7071750-7087883	0.9758
NM_153357	chr17(.):6939948-6952242	0.9928
NM_018081	chr17(.):7586666-7611820	0.424
NM_001143991	chr17(.):7585757-7611820	0.4102
NM_020877	chr17(.):7618038-7742058	1.1345
NM_001143990	chr17(.):7584388-7611820	0.3936
NM_012138	chr17(.):35301174-35419171	0.0637
NM_004382	chr17(.):43856645-43918194	1.2341
NM_003110	chr17(.):45968515-46011323	0.0583
NM_002507	chr17(.):47567654-47597382	1.5632
NM_003786	chr17(.):48707217-48774063	0.3662
NM_022827	chr17(.):48619561-48638213	0.6809
NM_030779	chr17(.):61595694-61628602	0.6287
NM_178128	chr17(.):72868472-72894705	1.2685
NM_001003716	chr17(.):73639944-73668269	0.0845
NM_004259	chr17(.):73617949-73668265	0.1588
NM_006456	chr17(.):74556460-74587145	0.5106
NM_024419	chr17(.):76369734-76425639	0.1306
NM_001082575	chr17(.):77080426-77483563	1.6277
NM_019020	chr17(.):77908818-78014647	1.4628
NR_029376	chr17(.):78320630-78393968	0.1894
NM_014740	chr17(.):78104012-78125982	0.0971
NM_001009811	chr17(.):79158392-79201751	0.1685
NM_017451	chr17(.):79003946-79096232	2.5121
NM_017450	chr17(.):79003946-79089312	2.5739
NM_178520	chr17(.):79280071-79309474	1.9054
NM_001080519	chr17(.):79368539-79438358	2.2908
NM_024083	chr17(.):79930425-79980282	0.1436
NM_001009905	chr17(.):80896666-81014686	0.5368
NM_003585	chr17(.):1010-36420	1.0597
NR_024120	chr17(.):650899-663576	0.098
NM_016080	chr17(.):657548-690571	0.0524
NM_018146	chr17(.):680512-700741	0.1319
NM_013337	chr17(.):895356-910390	0.2217
NR_036148	chr17(.):920715-930799	0.0604
NM_001164405	chr17(.):1168857-1179565	1.0822
NM_172367	chr17(.):1177956-1209281	1.3238
NM_178568	chr17(.):1832970-1933178	1.5632
NM_001383	chr17(.):1928430-1951725	0.5385
NM_080822	chr17(.):1940276-1951725	0.1013
NM_001098202	chr17(.):1954603-1967981	0.6185
NR_029625	chr17(.):1948564-1958674	0.9489
NM_006497	chr17(.):1953392-1967981	0.6898
NR_029674	chr17(.):1948201-1958302	0.9265
NM_001122890	chr17(.):4455221-4468876	0.106
NM_001140	chr17(.):4529213-4549960	0.7789
NM_001114974	chr17(.):4482833-4516614	1.5976
NM_198501	chr17(.):4482275-4516614	1.593
NM_182906	chr17(.):6972855-6988600	1.0086
NM_080913	chr17(.):6999640-7023128	1.1711
NM_080914	chr17(.):6999640-7022629	1.18
NM_001143775	chr17(.):7141905-7159995	0.0839
NM_015982	chr17(.):7186570-7202876	1.7899
NM_001185023	chr17(.):7158221-7171264	0.9667
NM_001185022	chr17(.):7158221-7171512	0.9669
NM_001128827	chr17(.):7088209-7125928	1.1717
NM_000018	chr17(.):7118152-7133585	0.277
NM_004422	chr17(.):7123660-7142863	0.088
NM_007278	chr17(.):7138737-7150753	0.0994
NM_024297	chr17(.):7133346-7147825	0.1107
NM_001365	chr17(.):7088209-7128369	1.1066
NM_203415	chr17(.):7150371-7168259	0.5411
NM_015362	chr17(.):7150550-7168259	0.5457
NM_001042	chr17(.):7180053-7196367	1.6707
NM_015343	chr17(.):7141905-7160259	0.083
NR_029896	chr17(.):7121615-7131698	0.126
NM_199339	chr17(.):7318678-7329951	1.6301
NM_001143762	chr17(.):7206693-7220782	0.138
NM_032442	chr17(.):7213950-7237638	0.084
NM_198154	chr17(.):7253496-7265538	0.4363
NM_003985	chr17(.):7279364-7298092	0.6325
NM_001143761	chr17(.):7206287-7220782	0.1477
NM_152766	chr17(.):7301294-7312418	0.7279
NM_001143760	chr17(.):7205317-7220782	0.1577
NM_014716	chr17(.):7234847-7259793	0.3798
NM_020360	chr17(.):7288054-7302843	0.2864
NM_001970	chr17(.):7205855-7220782	0.149
NM_004489	chr17(.):7210977-7223658	0.0501
NM_020795	chr17(.):7306501-7328179	1.5228
NM_175734	chr17(.):7323934-7335886	1.3572
NM_001128833	chr17(.):7357684-7387944	0.1139
NM_004112	chr17(.):7337688-7353251	1.2772
NM_000747	chr17(.):7343405-7365932	0.8476
NM_001102614	chr17(.):7379720-7391383	0.1402
NM_000546	chr17(.):7566719-7595863	0.0553
NM_001126117	chr17(.):7566719-7583811	0.0459
NM_001406	chr17(.):7603519-7619693	1.3996
NR_002778	chr17(.):7652637-7663286	0.6352
NM_001080424	chr17(.):7738234-7763118	0.1464
NM_144607	chr17(.):7756063-7770600	0.088
NM_032356	chr17(.):7755002-7766172	0.083
NM_203411	chr17(.):7753383-7764417	0.091
NM_001039131	chr17(.):7937357-7957451	1.2242
NR_036201	chr17(.):7986373-7996465	1.6449
NM_001139	chr17(.):7970953-7996021	1.6081
NM_021628	chr17(.):7994217-8026860	0.9846
NM_032580	chr17(.):8018907-8032410	0.8911
NM_001165960	chr17(.):7994217-8027234	0.9885
NM_006613	chr17(.):18918989-18955336	0.1888
NM_001129778	chr17(.):19025781-19067148	0.4763
NM_001102664	chr17(.):19135689-19245028	0.1023
NR_027384	chr17(.):26795663-26829798	0.8379
NM_003593	chr17(.):26845958-26870175	1.4222
NM_005165	chr17(.):26895132-26908951	0.0847
NM_033198	chr17(.):26875405-26903887	0.1087
NM_005148	chr17(.):26868724-26884646	0.241
NM_021006	chr17(.):34517267-34529156	0.1478
NM_001001418	chr17(.):34576084-34597027	1.7839
NM_001001435	chr17(.):34533467-34545274	0.1835
NM_001001437	chr17(.):34517267-34529147	0.1479
NM_001001417	chr17(.):34488060-34508988	1.7032
NM_021006	chr17(.):34618841-34630730	0.1245
NM_001001437	chr17(.):34618841-34630721	0.1244
NM_001001435	chr17(.):34635033-34646840	0.1813
NM_001123392	chr17(.):34740935-34762050	1.8149
NM_001001418	chr17(.):34741118-34813091	1.1328
NM_001040282	chr17(.):34792174-34813103	1.8227
NM_004773	chr17(.):34837472-34856662	0.108
NM_005568	chr17(.):35289498-35305494	1.724
NM_001123391	chr17(.):36278959-36300098	1.9682
NR_024178	chr17(.):36197572-36249363	0.0714
NM_032258	chr17(.):36278959-36299915	1.9841
NM_001123391	chr17(.):36332527-36353666	2.0516
NM_032258	chr17(.):36332710-36353666	2.0661
NM_006160	chr17(.):37755020-37769175	1.7379
NM_001165938	chr17(.):37788332-37825454	0.2945
NM_032192	chr17(.):37778178-37797877	0.6488
NM_181505	chr17(.):37779752-37797878	0.68
NM_000422	chr17(.):39770691-39785882	1.7114
NM_000526	chr17(.):39733530-39748147	0.6838
NR_033415	chr17(.):39777578-39801451	1.0256
NM_000226	chr17(.):39717093-39733310	0.5849
NM_005557	chr17(.):39761030-39774079	1.067
NM_004527	chr17(.):41712757-41743931	1.156
NM_001040002	chr17(.):41712757-41744262	1.1577
NM_025237	chr17(.):41826098-41841156	0.912
NM_006688	chr17(.):43032060-43050644	1.0875
NM_001080443	chr17(.):42998447-43030082	0.1519
NM_175882	chr17(.):43917255-43929438	0.7227
NM_199262	chr17(.):45917279-45938240	1.3585
NM_145798	chr17(.):45879732-45904147	0.0933
NM_033413	chr17(.):45903992-45920079	0.0949
NM_001145023	chr17(.):45910046-45923699	0.276
NM_145255	chr17(.):45895637-45913907	0.0888
NM_024015	chr17(.):46647868-46660743	0.1073
NR_029608	chr17(.):46652199-46662309	0.1418
NM_002146	chr17(.):46621231-46656810	0.0663
NM_018952	chr17(.):46668098-46687334	0.921
NM_004502	chr17(.):46679594-46693383	0.6973
NM_024016	chr17(.):46684707-46697301	1.0055
NM_024017	chr17(.):46693518-46708835	1.768
NR_029582	chr17(.):46704851-46714921	0.9328
NR_033202	chr17(.):46662841-46684703	0.8948
NR_033203	chr17(.):46664653-46684703	0.9398
NR_033205	chr17(.):46668319-46684703	1.0585
NR_033201	chr17(.):46662822-46688774	0.7825
NM_002147	chr17(.):46663618-46676103	0.737
NR_033204	chr17(.):46664681-46688774	0.8123
NM_004123	chr17(.):47030917-47050955	1.2009
NM_007241	chr17(.):47002458-47027154	0.1307
NM_023079	chr17(.):46980730-47011422	0.0575
NM_001160423	chr17(.):47069773-47138507	0.6853
NM_002634	chr17(.):47476419-47497242	0.153
NM_001077503	chr17(.):47910670-47930379	0.1922
NM_138281	chr17(.):48041561-48057323	2.0675
NM_001934	chr17(.):48045129-48056951	2.0551
NM_005220	chr17(.):48062368-48077588	1.7942
NM_032133	chr17(.):48580744-48613862	0.6385
NM_017957	chr17(.):48605047-48626111	1.1582
NM_198376	chr17(.):48633448-48709431	1.6618
NM_198396	chr17(.):48633448-48709542	1.6603
NM_198397	chr17(.):48633448-48688833	1.7439
NM_001178057	chr17(.):61557177-61580741	1.4158
NM_001017917	chr17(.):61504664-61523207	0.144
NM_001017916	chr17(.):61504664-61528545	0.2293
NM_000789	chr17(.):61549421-61580741	1.3655
NM_001915	chr17(.):61504664-61528722	0.2335
NM_005828	chr17(.):61622821-61676642	0.0625
NM_001080466	chr17(.):72347554-72362958	1.4387
NM_007261	chr17(.):72457521-72485933	0.1617
NM_181790	chr17(.):72358644-72373739	1.3855
NM_022036	chr17(.):72422666-72448568	1.1683
NM_018653	chr17(.):72424835-72448568	1.1562
NM_004110	chr17(.):72853618-72874156	0.7394
NM_000835	chr17(.):72833167-72861007	0.7949
NM_178233	chr17(.):72926896-72950511	1.5274
NM_014603	chr17(.):72978726-73006892	1.0146
NM_173477	chr17(.):72907175-72924351	1.6592
NM_030630	chr17(.):72941838-72973900	1.1805
NM_178160	chr17(.):72915369-72935006	1.7456
NR_003587	chr17(.):73579138-73627927	1.2998
NM_001162995	chr17(.):73624513-73642486	0.097
NR_028439	chr17(.):73627674-73642486	0.0977
NM_001162997	chr17(.):73637645-73649057	0.0995
NM_013260	chr17(.):73658398-73709139	0.069
NR_004397	chr17(.):74549873-74559951	0.0712
NR_004396	chr17(.):74552189-74562275	0.0657
NM_024599	chr17(.):74461974-74502509	0.0836
NR_004395	chr17(.):74552714-74562788	0.0563
NM_134268	chr17(.):74518439-74538782	1.5819
NM_001005498	chr17(.):74461974-74488991	0.0777
NM_001077620	chr17(.):74531120-74546458	1.4406
NR_033357	chr17(.):74518667-74546458	1.4409
NM_144677	chr17(.):74859797-74951471	1.3479
NM_198955	chr17(.):74863728-74951471	1.377
NR_028337	chr17(.):75870082-75885169	1.099
NM_003955	chr17(.):76347858-76361158	1.4321
NM_198594	chr17(.):77015250-77050870	1.6449
NM_198593	chr17(.):77025471-77050870	1.4704
NM_138793	chr17(.):76982797-77010899	0.1097
NM_005567	chr17(.):76962334-76981061	0.2674
NM_001042573	chr17(.):77066018-77089681	1.0334
NM_178543	chr17(.):77699881-77721021	1.2815
NM_005189	chr17(.):77746976-77766449	1.8243
NM_003655	chr17(.):77801954-77818213	1.0805
NM_032647	chr17(.):77746976-77761331	1.8554
NM_020649	chr17(.):77763175-77775915	1.7129
NM_000152	chr17(.):78070354-78098679	1.3098
NM_017950	chr17(.):78005434-78079412	1.2401
NM_001166347	chr17(.):78189199-78232308	0.0767
NM_000199	chr17(.):78178078-78199199	0.0641
NM_052819	chr17(.):78156598-78177723	0.9043
NM_024110	chr17(.):78147280-78187851	0.7425
NM_002522	chr17(.):78435632-78455404	2.0533
NM_001164638	chr17(.):78383966-78409171	1.1763
NM_001164637	chr17(.):78383966-78416884	1.2023
NM_024591	chr17(.):78960640-78978933	0.3934
NR_026857	chr17(.):78997932-79013519	2.2304
NM_001080395	chr17(.):79086095-79144872	2.0951
NR_027255	chr17(.):79134306-79161964	2.0319
NR_029897	chr17(.):79094682-79104749	2.0541
NR_030394	chr17(.):79094075-79104173	1.9763
NR_031652	chr17(.):79101995-79112108	2.1954
NR_036151	chr17(.):79094676-79104755	2.0525
NM_138570	chr17(.):79219670-79274096	0.1228
NM_178519	chr17(.):79271623-79288048	2.1862
NR_036152	chr17(.):79413129-79423214	2.7179
NM_012418	chr17(.):79490416-79509156	0.6085
NM_025161	chr17(.):79501910-79524429	0.1027
NM_001614	chr17(.):79471998-79484827	0.3029
NM_001093767	chr17(.):79775292-79796167	0.3019
NM_000160	chr17(.):79757009-79776889	2.2213
NM_000918	chr17(.):79796033-79823544	0.1433
NM_001007533	chr17(.):79786367-79797926	0.3385
NM_002359	chr17(.):79871145-79890588	0.1374
NR_033683	chr17(.):79855776-79874077	0.2832
NM_001145113	chr17(.):79892520-79910109	0.7158
NM_016538	chr17(.):79864814-79881058	0.0801
NM_006907	chr17(.):79885268-79899968	0.5785
NM_032711	chr17(.):79871145-79886408	0.0835
NR_033682	chr17(.):79855776-79874340	0.2798
NM_178493	chr17(.):79905382-79924057	1.3966
NR_015454	chr17(.):79880704-79893629	0.1879
NM_001004431	chr17(.):81032566-81057591	1.2228
NM_198471	chr19(.):8382467-8413146	1.1943
NM_133475	chr19(.):4178350-4229811	1.5839
NM_130853	chr19(.):5200518-5345814	1.2698
NM_002068	chr19(.):3131190-3168766	1.1101
NM_014601	chr19(.):48211600-48251391	1.0508
NM_194460	chr19(.):642525-668233	0.3434
NM_020695	chr19(.):1810244-1853452	0.2378
NM_003260	chr19(.):2992635-3034165	1.0515
NM_052847	chr19(.):2506217-2707746	0.1552
NM_001144762	chr19(.):2992635-3034612	1.046
NM_001144761	chr19(.):2992635-3052633	1.0419
NM_012398	chr19(.):3625178-3705477	0.134
NM_001172673	chr19(.):3219701-3302073	1.2777
NM_021938	chr19(.):3219700-3302073	1.2777
NM_002378	chr19(.):3772966-3806810	1.5719
NR_033342	chr19(.):3220482-3302073	1.2709
NM_205843	chr19(.):3354615-3468603	1.7449
NM_005597	chr19(.):3361572-3468603	1.7571
NM_001042680	chr19(.):3533262-3562571	0.26
NM_139159	chr19(.):4670243-4728855	0.0932
NM_017720	chr19(.):4319039-4343847	0.5791
NM_152784	chr19(.):5715687-5783742	1.1454
NR_034166	chr19(.):5889680-5909024	0.2088
NM_000635	chr19(.):5988174-6115664	1.0367
NM_001193375	chr19(.):5886286-5909024	0.3753
NM_001166113	chr19(.):7594635-7631653	0.1763
NM_001166114	chr19(.):7595588-7631653	0.1778
NM_006702	chr19(.):7594037-7631653	0.1758
NM_001166112	chr19(.):7594127-7631653	0.1758
NM_001166111	chr19(.):7594590-7631653	0.1768
NM_006351	chr19(.):7986602-8013708	0.136
NM_030957	chr19(.):8640125-8680588	0.9166
NM_002501	chr19(.):13101583-13214610	0.9247
NM_014921	chr19(.):14253548-14321997	1.0605
NM_017721	chr19(.):14011955-14046693	0.1509
NM_002248	chr19(.):18057110-18114930	1.6059
NM_000215	chr19(.):17930592-17963841	0.1656
NM_015016	chr19(.):18203602-18267499	0.1974
NM_000923	chr19(.):18313770-18364010	1.2663
NM_000704	chr19(.):36036094-36059560	0.8907
NM_001001563	chr19(.):39966051-39986528	0.081
NM_001042724	chr19(.):45344392-45397485	1.127
NM_002856	chr19(.):45344392-45387198	1.2609
NM_015063	chr19(.):47926278-47980307	1.1749
NM_001184902	chr19(.):48706342-48764203	0.0548
NR_004401	chr19(.):49136295-49190502	0.9384
NM_015953	chr19(.):50053967-50088803	0.0744
NM_020309	chr19(.):49927654-49949808	1.4621
NM_001136201	chr19(.):55959345-55978049	0.7977
NM_001161440	chr19(.):55687614-55725874	1.1888
NM_176820	chr19(.):56214797-56254768	0.4077
NM_001085488	chr19(.):55819226-55841708	0.2832
NM_017550	chr19(.):300574-349791	0.7525
NM_199202	chr19(.):357056-381009	1.3521
NM_182577	chr19(.):458345-479983	0.7379
NM_033513	chr19(.):502496-524654	0.5739
NM_001136263	chr19(.):400442-414170	1.4273
NM_012435	chr19(.):411582-465996	0.8874
NM_130762	chr19(.):491489-510343	0.6663
NM_001194	chr19(.):584892-622159	1.3056
NM_001728	chr19(.):567536-588493	0.3881
NM_004359	chr19(.):526732-547087	0.5197
NM_005035	chr19(.):612222-638568	0.2128
NM_020637	chr19(.):634925-648604	0.3796
NM_198591	chr19(.):566324-588493	0.3714
NM_005317	chr19(.):539026-554919	1.0526
NM_214710	chr19(.):680545-700461	2.1991
NM_173481	chr19(.):746145-769318	2.2032
NM_002579	chr19(.):703952-753330	2.4609
NM_005860	chr19(.):671388-688392	1.9607
NR_036154	chr19(.):808583-818653	0.3052
NM_138774	chr19(.):891502-918225	0.3644
NM_005481	chr19(.):862961-898218	0.1368
NM_002777	chr19(.):835984-853175	2.1202
NM_001972	chr19(.):847290-861246	1.7995
NM_031991	chr19(.):792391-817327	0.2181
NM_001700	chr19(.):822830-837017	2.0567
NM_001928	chr19(.):854664-868610	0.8997
NM_024888	chr19(.):807517-826952	0.8141
NM_001280	chr19(.):1264266-1278171	0.2492
NM_017914	chr19(.):1270519-1284243	0.4921
NM_177401	chr19(.):1243551-1264142	0.1114
NM_001001975	chr19(.):1236748-1249824	0.961
NM_001405	chr19(.):1281167-1304944	3.4284
NM_152769	chr19(.):1224946-1242990	1.8216
NM_000455	chr19(.):1200797-1233434	0.2928
NR_027271	chr19(.):1262469-1275259	0.2663
NM_170711	chr19(.):1402583-1440682	0.1806
NM_001018	chr19(.):1433362-1445492	0.1701
NM_024407	chr19(.):1378882-1400588	0.159
NM_000156	chr19(.):1392087-1406552	0.4172
NR_024247	chr19(.):1351322-1383430	0.215
NM_032853	chr19(.):1349975-1383430	0.2514
NM_138393	chr19(.):1486164-1502924	2.5077
NR_026557	chr19(.):1519077-1540455	2.5965
NM_203304	chr19(.):1549667-1573057	0.5048
NM_213604	chr19(.):1500016-1518188	1.7335
NM_017573	chr19(.):1476426-1495407	1.5799
NM_152482	chr19(.):1468199-1484228	0.9044
NM_005883	chr19(.):1445147-1478243	1.6351
NM_001136139	chr19(.):1604291-1655286	0.0987
NM_003926	chr19(.):1571677-1597652	0.227
NM_003200	chr19(.):1604291-1657326	0.107
NM_138813	chr19(.):1777073-1817270	2.045
NM_001178002	chr19(.):1777073-1817199	2.0484
NR_031730	chr19(.):1811157-1821237	0.4578
NM_001080488	chr19(.):1748661-1780444	2.6495
NR_034114	chr19(.):1817087-1829542	0.1019
NM_004152	chr19(.):2264519-2278487	0.1386
NM_152988	chr19(.):2323628-2360100	0.1517
NM_198532	chr19(.):2269630-2287181	0.2641
NM_144616	chr19(.):2247249-2261422	0.2168
NM_016199	chr19(.):2316519-2333614	0.2346
NM_001101391	chr19(.):2284773-2313156	1.2035
NR_036207	chr19(.):2245637-2255717	0.2102
NM_213568	chr19(.):2729523-2745074	0.3002
NM_145173	chr19(.):2709564-2726390	1.4424
NM_024760	chr19(.):2972535-3000182	1.1504
NM_021217	chr19(.):2928215-2949969	0.633
NM_001130	chr19(.):3047907-3067371	0.9239
NM_198969	chr19(.):3047907-3067964	0.9335
NM_002067	chr19(.):3089407-3126454	1.3749
NM_020170	chr19(.):3180874-3214573	0.2655
NM_003775	chr19(.):3173735-3185330	0.9759
NM_001136503	chr19(.):3469404-3485540	1.4616
NM_016263	chr19(.):3501294-3541755	0.1045
NM_031304	chr19(.):3485818-3505621	0.1639
NM_001145165	chr19(.):3485818-3505938	0.1654
NM_201636	chr19(.):3589503-3611831	1.4834
NM_001135580	chr19(.):3534154-3549028	0.1138
NM_006339	chr19(.):3567942-3584081	0.4999
NM_021231	chr19(.):3605642-3631813	0.2206
NM_133261	chr19(.):3580568-3598539	1.8971
NM_172251	chr19(.):3757664-3772563	0.1151
NM_004886	chr19(.):3745770-3766673	0.1896
NM_032753	chr19(.):3764088-3777219	0.4973
NM_139355	chr19(.):3772966-3791415	1.2362
NM_014428	chr19(.):3723373-3755682	1.3124
NM_015174	chr19(.):3799021-3874027	2.1662
NR_027149	chr19(.):3846803-3874027	1.7357
NM_033064	chr19(.):3875617-3933080	1.5054
NM_001145640	chr19(.):3846810-3874027	1.7355
NM_170678	chr19(.):3928100-3947414	2.0017
NR_002602	chr19(.):3977504-3987570	0.1537
NM_001961	chr19(.):3971053-3990461	0.1444
NM_001348	chr19(.):3953451-3974826	0.1431
NR_030367	chr19(.):3956411-3966510	0.106
NM_001193285	chr19(.):4169105-4187596	0.9079
NM_032607	chr19(.):4148628-4178048	1.7924
NM_030662	chr19(.):4085319-4129126	0.1209
NM_024333	chr19(.):4299590-4328843	1.2612
NM_005755	chr19(.):4224539-4242524	1.7006
NM_020209	chr19(.):4273597-4295720	1.8826
NM_018074	chr19(.):4242110-4274085	0.1335
NM_001169126	chr19(.):4287224-4307428	1.8384
NM_032868	chr19(.):4338523-4365083	0.1106
NM_001080400	chr19(.):4497191-4522716	1.2187
NM_001013706	chr19(.):4517543-4540208	2.4934
NM_001001520	chr19(.):4467254-4507222	0.0896
NM_052972	chr19(.):4532226-4545036	1.912
NM_032108	chr19(.):4537599-4564771	1.5556
NM_152362	chr19(.):4634526-4660580	0.1814
NM_001167942	chr19(.):4635028-4660580	0.1608
NM_019107	chr19(.):4652556-4675415	0.1099
NR_029607	chr19(.):4765681-4775791	0.9042
NM_018708	chr19(.):4786727-4800571	0.3205
NR_027148	chr19(.):4764116-4777568	1.1174
NR_027064	chr19(.):5553177-5573005	1.1743
NM_015414	chr19(.):5685345-5696678	0.183
NM_004793	chr19(.):5686844-5725176	0.206
NM_033643	chr19(.):5685271-5696678	0.1818
NM_198708	chr19(.):5676074-5693533	0.2585
NM_198707	chr19(.):5676051-5693533	0.2582
NM_198704	chr19(.):5676034-5693533	0.258
NM_198533	chr19(.):5676046-5693533	0.2581
NM_205767	chr19(.):5673432-5685911	0.2417
NM_001097640	chr19(.):5837898-5856485	1.4889
NM_002034	chr19(.):5860836-5875551	1.6778
NM_001134316	chr19(.):5777970-5789776	1.0291
NM_001161619	chr19(.):5780152-5796249	0.7989
NM_000150	chr19(.):5825636-5844742	1.409
NM_004558	chr19(.):5818817-5833335	1.0419
NM_007320	chr19(.):5911151-5983320	0.081
NM_001017921	chr19(.):5899851-5915263	0.0968
NM_004058	chr19(.):5909192-5921222	0.056
NM_018083	chr19(.):7576003-7590911	0.5013
NM_020533	chr19(.):7582495-7603895	0.1358
NM_198534	chr19(.):7557444-7578336	1.0629
NR_024491	chr19(.):7532722-7543247	0.2037
NM_080662	chr19(.):7536760-7558905	1.1326
NM_001130955	chr19(.):7499573-7542371	0.0954
NM_020196	chr19(.):7679410-7699439	0.152
NM_020902	chr19(.):7655787-7688196	1.0375
