GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
NR_036501	chr7(.):32792897-32807536	0.1208
NR_030320	chr7(.):32767592-32777689	1.2871
NM_018224	chr7(.):43673858-43774083	0.2782
NM_000712	chr7(.):43793271-43851941	0.1633
NM_019082	chr7(.):44600402-44619137	0.3036
NM_182547	chr7(.):44613761-44626827	0.762
NM_174929	chr7(.):44790786-44814479	0.3642
NM_031449	chr7(.):44783529-44814479	0.9042
NM_021130	chr7(.):44831240-44847716	0.7977
NR_033245	chr7(.):64037987-64049129	0.0653
NM_178558	chr7(.):63975254-64028505	0.3224
NM_001130022	chr7(.):63980033-64028505	0.3426
NM_152559	chr7(.):73243920-73261855	0.4707
NM_001305	chr7(.):73240192-73252015	0.5117
NM_182504	chr7(.):73270488-73285223	0.0916
NM_032464	chr7(.):73619086-73649164	0.3495
NM_022170	chr7(.):73583705-73616429	0.3254
NR_030321	chr7(.):73600527-73610624	0.0789
NM_001163636	chr7(.):74067029-74180022	0.291
NM_003910	chr7(.):99001600-99022239	0.5615
NM_014891	chr7(.):98987588-99011292	0.5013
NM_005720	chr7(.):98967328-98997404	0.6816
NM_020979	chr7(.):101923404-101967178	1.0382
NR_036245	chr7(.):101931368-101941453	1.5144
NM_032831	chr7(.):102068995-102102268	1.1272
NM_024653	chr7(.):102031803-102072129	0.6821
NM_001146210	chr7(.):101981191-102001889	0.1379
NM_006234	chr7(.):102108547-102124381	0.4069
NM_001031618	chr7(.):102186678-102207757	0.1369
NM_001097615	chr7(.):102173365-102218068	0.2998
NM_152892	chr7(.):102100389-102118612	0.3474
NM_001114403	chr7(.):102272471-102288238	0.228
NM_001031618	chr7(.):102285771-102306847	0.1262
NR_027374	chr7(.):104530074-104572092	0.2669
NR_024586	chr7(.):104645988-104659588	2.4168
NM_002649	chr7(.):106500923-106552592	0.223
NM_199349	chr7(.):128525000-128555773	0.1012
NM_145304	chr7(.):148282656-148317952	0.1221
NM_003592	chr7(.):148390932-148503202	0.5498
NM_013400	chr7(.):150060878-150076133	3.5484
NM_014374	chr7(.):150063257-150076133	4.143
NM_001142928	chr7(.):150015295-150040245	0.5156
NM_002889	chr7(.):150030406-150043763	0.1072
NM_138434	chr7(.):150021937-150034811	0.1135
NR_027237	chr7(.):150097839-150114558	1.6652
NM_175571	chr7(.):150142961-150181483	0.0809
NR_034033	chr7(.):150125741-150150228	0.612
NM_033015	chr7(.):150768707-150782951	0.7093
NM_004769	chr7(.):150740604-150754843	0.1134
NM_031434	chr7(.):150773171-150785413	1.5249
NM_004935	chr7(.):150745898-150760052	0.6303
NM_031946	chr7(.):150778825-150846523	0.273
NM_001136044	chr7(.):150773171-150785620	1.5118
NM_003040	chr7(.):150751656-150778614	0.572
NM_001042535	chr7(.):150778825-150825725	0.3555
NM_005515	chr7(.):156792546-156808347	1.9588
NM_001165255	chr7(.):156792546-156807129	1.9353
NM_003844	chr8(.):23043969-23087680	0.5333
NM_004103	chr8(.):27163998-27321903	0.187
NM_173176	chr8(.):27178053-27321903	0.1722
NM_173175	chr8(.):27178080-27321903	0.1723
NR_003367	chr8(.):128801778-129118499	0.1928
NM_001024678	chr8(.):145742760-145757416	1.3838
NM_001001795	chr8(.):145746602-145759458	1.1842
NM_001715	chr8(.):11346520-11427108	0.2083
NM_004462	chr8(.):11655189-11701818	0.2313
NM_001386	chr8(.):26430420-26520693	0.2769
NM_001197293	chr8(.):26366708-26520693	0.224
NM_006756	chr8(.):54874115-54940008	0.1804
NM_172060	chr8(.):72104667-72273979	0.061
NM_000503	chr8(.):72104667-72279467	0.0756
NM_005079	chr8(.):80942104-81088836	0.2477
NM_001135733	chr8(.):95933199-95966615	0.6407
NM_183419	chr8(.):101264287-101327327	0.4535
NM_022783	chr8(.):120880899-121068157	0.3103
NM_003033	chr8(.):134462090-134589183	0.4728
NM_031466	chr8(.):140737585-141473678	0.0796
NM_001160372	chr8(.):140737585-141472861	0.0793
NM_015117	chr8(.):144514824-144628620	0.3223
NM_001134374	chr8(.):145081581-145107015	0.2741
NM_032450	chr8(.):145197918-145321843	0.099
NM_145043	chr8(.):11622171-11649854	0.1129
NM_147187	chr8(.):22872647-22931700	0.2605
NM_003841	chr8(.):22955326-22979950	0.1029
NM_152272	chr8(.):23096149-23124512	0.1858
NR_033928	chr8(.):23077733-23093439	1.0815
NM_171982	chr8(.):27137403-27173834	0.1737
NR_026765	chr8(.):29573775-29610625	0.1157
NR_003129	chr8(.):38452692-38463775	0.0429
NM_052937	chr8(.):52725139-52816735	0.1839
NM_001040708	chr8(.):80671244-80685098	0.6799
NM_001025252	chr8(.):80942104-80998010	0.0883
NM_057749	chr8(.):95887452-95912482	0.5802
NM_015435	chr8(.):101264287-101320487	0.2238
NM_024410	chr8(.):103558847-103578245	0.0857
NM_148174	chr8(.):103833535-103881397	0.3299
NM_025195	chr8(.):126437562-126455644	1.0594
NM_002467	chr8(.):128743314-128758680	2.2641
NR_031609	chr8(.):128803207-128813274	3.1175
NM_017444	chr8(.):141516400-141532252	0.7859
NR_023360	chr8(.):141516414-141532252	0.7862
NM_032611	chr8(.):142427006-142446620	0.4355
NM_005293	chr8(.):142361586-142382365	0.1447
NM_001130055	chr8(.):144656866-144684845	0.8278
NM_001130057	chr8(.):144656866-144684558	0.8354
NM_001166237	chr8(.):144630556-144650231	0.8396
NM_024736	chr8(.):144635476-144650231	0.8939
NM_032862	chr8(.):144675073-144687485	1.0046
NM_001100878	chr8(.):144643362-144659928	0.4013
NM_145201	chr8(.):144651954-144665513	0.9763
NM_023078	chr8(.):144681082-144696784	0.4177
NM_201378	chr8(.):144984320-145052697	0.8594
NM_032789	chr8(.):145046319-145065635	1.8476
NM_000445	chr8(.):144984320-145055913	0.8601
NM_201381	chr8(.):144984320-145023905	0.7189
NM_201382	chr8(.):144984320-145023110	0.7239
NM_201383	chr8(.):144984320-145021692	0.7369
NM_201379	chr8(.):144984320-145033088	0.7462
NM_001009184	chr8(.):145059225-145072583	1.122
NM_201384	chr8(.):144984320-145018758	0.7857
NR_030383	chr8(.):145014358-145024447	1.1972
NM_201380	chr8(.):144984320-145030044	0.7866
NM_001916	chr8(.):145144959-145157428	1.2409
NM_019037	chr8(.):145128521-145140551	1.2531
NM_030974	chr8(.):145148535-145164140	1.9853
NM_032272	chr8(.):145154304-145167515	1.7204
NM_017570	chr8(.):145101166-145120584	0.2615
NR_024207	chr8(.):145157628-145178218	0.8247
NM_003801	chr8(.):145132523-145146119	1.032
NM_016458	chr8(.):145187671-145200620	0.4106
NM_016458	chr8(.):145432879-145445828	0.3827
NM_003923	chr8(.):145694114-145706718	0.6469
NM_032902	chr8(.):145717108-145732504	0.14
NM_005309	chr8(.):145724464-145737555	1.5702
NM_138431	chr8(.):145729551-145741589	1.7101
NM_004260	chr8(.):145731666-145748210	1.9421
NM_014665	chr8(.):145738362-145755559	1.2821
NM_025251	chr8(.):145749562-145843888	0.1119
NM_138367	chr8(.):145941293-145985970	0.1967
NM_030580	chr8(.):145993500-146017725	0.5778
NM_033301	chr8(.):146010153-146022729	1.1434
NM_000973	chr8(.):146010153-146022805	1.1378
NM_003416	chr8(.):146047902-146073606	0.2546
NM_213605	chr8(.):146019260-146039529	0.2049
NM_017637	chr9(.):16404500-16875786	0.0714
NR_003529	chr9(.):21989789-22126093	0.1545
NM_152285	chr9(.):140495095-140514812	1.1522
NM_001135920	chr9(.):5624326-5774454	0.1515
NM_020829	chr9(.):5651582-5781556	0.0542
NM_001206	chr9(.):72994512-73034573	0.4517
NM_016848	chr9(.):91615685-91798682	0.1257
NM_080546	chr9(.):108001928-108158682	0.1564
NM_007203	chr9(.):112537576-112939791	0.1043
NM_001004065	chr9(.):112805877-112939791	0.173
NM_015404	chr9(.):117159359-117272736	0.275
NM_001083885	chr9(.):117159359-117270495	0.2793
NM_005047	chr9(.):123573331-123610206	0.2776
NM_198194	chr9(.):124096354-124137545	0.7398
NM_004099	chr9(.):124096352-124137545	0.7397
NM_020946	chr9(.):126136932-126697417	0.1135
NM_024820	chr9(.):126158869-126697417	0.113
NM_175039	chr9(.):130665164-130684305	0.9576
NM_001035534	chr9(.):130262617-130346268	0.3177
NM_003165	chr9(.):130369485-130459995	0.1937
NM_022833	chr9(.):130262617-130336355	0.2898
NM_013355	chr9(.):131459801-131488199	0.2663
NM_015033	chr9(.):132644465-132810473	0.4902
NM_199350	chr9(.):132369503-132388055	0.3291
NM_198679	chr9(.):134447156-134590229	0.228
NM_005312	chr9(.):134447156-134617925	0.4648
NM_002957	chr9(.):137213315-137337431	0.7328
NM_001173989	chr9(.):139697373-139733794	0.4089
NM_001173988	chr9(.):139697373-139740639	0.5278
NM_001145527	chr9(.):140508443-140683845	0.1757
NM_024757	chr9(.):140508443-140735578	0.1596
NM_004936	chr9(.):21997901-22014312	0.1725
NR_024274	chr9(.):21962137-21972753	0.0562
NM_058197	chr9(.):21962750-21979826	0.056
NM_000077	chr9(.):21962750-21980132	0.0561
NM_058195	chr9(.):21962750-21999490	0.4538
NM_024077	chr9(.):91928411-91979561	0.2392
NR_036108	chr9(.):91922139-91932221	0.7713
NM_001827	chr9(.):91921112-91936618	0.9087
NM_001083603	chr9(.):98200263-98284247	0.3255
NM_001083606	chr9(.):98200263-98274699	0.3566
NM_001083607	chr9(.):98200263-98274481	0.3573
NM_001083605	chr9(.):98200263-98275322	0.3543
NM_000264	chr9(.):98200263-98275831	0.3525
NM_001012993	chr9(.):112956845-112975413	0.0564
NM_001136562	chr9(.):112882780-112939791	0.2623
NM_000608	chr9(.):117087068-117100536	0.0709
NM_030767	chr9(.):117091432-117161685	0.3514
NM_000607	chr9(.):117080302-117093759	0.0869
NM_005658	chr9(.):123659670-123694173	0.8826
NM_015651	chr9(.):123612930-123644606	1.234
NM_001190945	chr9(.):123659670-123696451	0.8899
NM_001190947	chr9(.):123659670-123681850	0.2418
NM_001009936	chr9(.):123626852-123644606	2.0951
NR_024408	chr9(.):123600319-123621651	0.4325
NM_000177	chr9(.):124057078-124100120	0.1275
NM_001145001	chr9(.):127015195-127119719	0.255
NM_001166168	chr9(.):127015529-127119719	0.2556
NM_001166167	chr9(.):127014884-127119719	0.2549
NM_001045476	chr9(.):127610754-127625160	0.7627
NM_030978	chr9(.):127626483-127644696	2.5179
NM_007209	chr9(.):127615157-127629240	0.9596
NM_005489	chr9(.):130495595-130538621	0.4048
NM_001142532	chr9(.):130495595-130529697	0.2808
NM_001142533	chr9(.):130495595-130522583	0.3147
NM_001142531	chr9(.):130495595-130529719	0.2808
NM_001142534	chr9(.):130495595-130522561	0.3147
NM_170600	chr9(.):130495595-130546048	0.9213
NM_001085347	chr9(.):130488802-130502604	0.4951
NM_001018078	chr9(.):130560507-130581556	0.5597
NM_001261	chr9(.):130543304-130558052	1.4542
NM_004957	chr9(.):130560153-130581556	0.5533
NM_013443	chr9(.):130642600-130666871	0.1775
NM_000476	chr9(.):130623758-130645022	0.1173
NR_036055	chr9(.):130543196-130553286	2.0751
NM_003863	chr9(.):130692373-130705763	0.4113
NM_203305	chr9(.):130697860-130717993	0.2746
NM_001135219	chr9(.):130678807-130698076	1.1598
NM_173492	chr9(.):130678807-130694770	1.3682
NR_024425	chr9(.):130885807-130897913	1.1332
NR_027812	chr9(.):130877971-130895712	0.835
NM_001006641	chr9(.):130825478-130876524	0.7267
NM_197956	chr9(.):130818511-130834599	1.4194
NM_001006643	chr9(.):130855835-130876524	0.1297
NM_001006642	chr9(.):130849127-130876524	0.1312
NM_052901	chr9(.):130855816-130876524	0.13
NM_025072	chr9(.):130877971-130895474	0.8444
NR_033374	chr9(.):130868449-130886013	0.1645
NM_001122821	chr9(.):131440933-131463675	1.7153
NM_052844	chr9(.):131390939-131424129	0.3283
NM_003011	chr9(.):131446508-131463675	1.8611
NM_032799	chr9(.):131478148-131491408	0.3471
NM_020145	chr9(.):131765312-131795579	0.8203
NM_032809	chr9(.):131794252-131839351	0.1651
NM_014064	chr9(.):132383434-132402879	0.5102
NM_016520	chr9(.):132584563-132602572	0.6048
NM_006676	chr9(.):132592695-132649107	0.4514
NM_001008563	chr9(.):132592756-132649107	0.4518
NM_001136557	chr9(.):132810984-132907448	0.1897
NM_000050	chr9(.):133315093-133381661	0.6062
NM_032728	chr9(.):134160080-134189649	0.1256
NM_033387	chr9(.):134128464-134156906	1.4942
NR_037460	chr9(.):137736020-137747490	0.1112
NR_037469	chr9(.):137736970-137747118	0.1121
NM_015837	chr9(.):137767657-137784366	0.1145
NM_002003	chr9(.):137796430-137814806	0.1132
NM_178138	chr9(.):139083095-139101955	0.9898
NM_181701	chr9(.):139093181-139142687	0.4964
NM_014564	chr9(.):139083095-139100004	0.9925
NM_017617	chr9(.):139383895-139445238	0.5351
NM_006412	chr9(.):139562594-139586911	0.3415
NM_016215	chr9(.):139552381-139572130	0.2249
NR_029695	chr9(.):139560053-139570138	0.2787
NM_201446	chr9(.):139552376-139572130	0.2248
NM_032928	chr9(.):139680776-139692769	0.652
NR_002958	chr9(.):139616198-139626331	0.79
NR_024542	chr9(.):139614045-139627636	0.6272
NM_152421	chr9(.):139602023-139624170	0.4843
NM_198946	chr9(.):139633468-139647980	0.138
NM_001001712	chr9(.):139627618-139642411	0.1429
NR_002975	chr9(.):139615555-139625689	0.7973
NM_001039374	chr9(.):139685789-139707193	0.8925
NR_024580	chr9(.):139693378-139708300	0.8889
NR_033913	chr9(.):139635612-139649363	0.1332
NM_178536	chr9(.):139841767-139854949	0.6559
NM_153200	chr9(.):139752232-139765738	0.6659
NM_000606	chr9(.):139834697-139846426	1.7407
NM_021138	chr9(.):139775964-139826067	1.1668
NM_018998	chr9(.):139829886-139844173	1.0564
NM_206920	chr9(.):139741818-139760251	1.3517
NM_014172	chr9(.):139738255-139750490	1.9139
NM_001080482	chr9(.):139733866-139746797	2.3127
NR_036251	chr9(.):139720408-139730475	0.1382
NM_001144026	chr9(.):140095118-140118813	1.1943
NM_053045	chr9(.):140093534-140105090	1.2828
NM_000832	chr9(.):140028608-140068214	2.7002
NM_001128228	chr9(.):140081068-140100163	1.4817
NM_003731	chr9(.):140078053-140089822	1.3657
NM_001013653	chr9(.):140058211-140069491	8.2505
NM_013366	chr9(.):140064235-140088057	3.1506
NM_031297	chr9(.):140109706-140120775	2.0428
NR_037416	chr9(.):140058637-140068722	8.5745
NM_017723	chr9(.):140167279-140182093	0.6498
NM_006088	chr9(.):140130710-140143159	1.6549
NM_001004353	chr9(.):140140729-140152934	0.7746
NM_001001710	chr9(.):140133036-140147222	1.4097
NM_199001	chr9(.):140114643-140125763	2.0992
NM_015456	chr9(.):140144758-140173000	0.682
NM_080877	chr9(.):140120384-140136006	0.9943
NM_001177316	chr9(.):140120208-140136006	1.0043
NM_001190228	chr9(.):140117017-140129090	1.436
NM_138778	chr9(.):140444360-140478387	0.3275
NM_138462	chr9(.):140471530-140489937	0.6221
NM_032937	chr9(.):140504783-140518308	1.0511
NM_003611	chrX(.):13747831-13792480	0.2538
NM_001123384	chrX(.):39905498-40041582	0.6619
NM_024859	chrX(.):49014180-49028836	0.9058
NM_144495	chrX(.):48750194-48765420	0.7336
NM_001167990	chrX(.):48750212-48765420	0.7344
NM_001099680	chrX(.):49015269-49028836	0.9741
NM_001032384	chrX(.):48750538-48765420	0.7477
NM_001167989	chrX(.):48750194-48765422	0.7335
NM_001167992	chrX(.):48750774-48765420	0.7591
NR_001568	chrX(.):70425034-70953962	0.1244
NM_015365	chrX(.):109432413-109566380	0.1346
NM_001171689	chrX(.):109432413-109688461	0.0936
NM_015129	chrX(.):118745908-118832333	0.1936
NM_145800	chrX(.):118744687-118832333	0.1916
NM_001127197	chrX(.):129193894-129249688	0.3219
NM_001421	chrX(.):129193894-129249475	0.3218
NM_005629	chrX(.):152948751-152967048	0.0979
NM_001142806	chrX(.):152949965-152967048	0.101
NM_005334	chrX(.):153208007-153241819	0.9815
NM_012227	chrX(.):216425-235887	0.0434
NR_028057	chrX(.):187990-225022	0.2499
NM_018390	chrX(.):193060-225022	0.2718
NM_012080	chrX(.):6961960-7071231	0.4033
NM_001178135	chrX(.):6970626-7071231	0.4337
NM_138636	chrX(.):12919738-12946288	0.0498
NR_030727	chrX(.):12915935-12966419	0.0673
NM_174901	chrX(.):13048735-13067917	0.0476
NM_021109	chrX(.):12988225-13000346	1.1116
NM_183049	chrX(.):12988224-13000346	1.1115
NM_001011658	chrX(.):13725360-13757754	0.2112
NM_001195328	chrX(.):13702239-13732944	0.4517
NM_152634	chrX(.):13666306-13687247	0.6537
NM_025159	chrX(.):30571940-30601033	0.407
NM_017745	chrX(.):39905498-39961719	0.5934
NM_022567	chrX(.):41301712-41339905	0.2026
NR_029636	chrX(.):45601420-45611530	0.0471
NR_029635	chrX(.):45600584-45610694	0.0476
NM_001167947	chrX(.):48745729-48760426	0.7643
NM_001042498	chrX(.):48755888-48774235	0.8334
NM_001136158	chrX(.):48774302-48819893	1.2492
NM_001136159	chrX(.):48774302-48820648	1.2301
NM_006875	chrX(.):48765458-48781413	1.8004
NM_004979	chrX(.):48813638-48833251	0.5107
NM_005660	chrX(.):48755458-48773917	0.836
NM_001032289	chrX(.):48755889-48773933	0.8038
NM_015698	chrX(.):48964021-48985079	0.122
NM_002668	chrX(.):49023183-49036468	0.782
NM_003179	chrX(.):49039264-49061661	0.3436
NM_006150	chrX(.):49026905-49047776	0.4371
NM_052957	chrX(.):70792873-70838433	0.091
NM_001142797	chrX(.):70830765-70843367	0.4853
NM_002764	chrX(.):106866653-106899256	0.1157
NM_004089	chrX(.):106951451-106965291	0.7278
NM_001015881	chrX(.):106951451-106964711	0.7511
NR_030413	chrX(.):118775700-118785811	0.0638
NM_003399	chrX(.):128867945-128908525	0.2263
NM_018990	chrX(.):128908891-128934176	0.2411
NM_001130846	chrX(.):129258337-129277015	0.058
NM_004208	chrX(.):129258337-129304861	0.2065
NM_004794	chrX(.):129300772-129323844	0.4871
NM_145813	chrX(.):129258337-129304808	0.2065
NM_001039582	chrX(.):152930187-152944816	0.0769
NM_001135740	chrX(.):152930187-152943743	0.0795
NM_005393	chrX(.):153024650-153049801	0.0771
NM_005745	chrX(.):152960946-152994838	0.5425
NR_024450	chrX(.):152960946-152995201	0.5385
NM_001139441	chrX(.):152960946-152994582	0.5441
NM_000033	chrX(.):152985322-153015216	0.6012
NM_001139457	chrX(.):152960946-152994549	0.5443
NM_000054	chrX(.):153165528-153177620	0.2844
NM_000425	chrX(.):153121970-153146399	0.071
NM_003491	chrX(.):153190376-153205468	1.7412
NM_001666	chrX(.):153167829-153196714	0.92
NM_002910	chrX(.):153195721-153215232	0.302
NR_027419	chrX(.):153162984-153177620	0.2503
NM_001025243	chrX(.):153270956-153290342	0.8496
NM_003492	chrX(.):153232990-153253646	1.8673
NR_031757	chrX(.):153280370-153290440	1.3809
NR_036175	chrX(.):153241548-153251627	0.8519
NR_036174	chrX(.):153241547-153251628	0.8519
NM_001110556	chrX(.):153571899-153608006	0.7384
NM_000117	chrX(.):153602596-153614883	0.8434
NM_006730	chrX(.):153624578-153642575	1.1543
NM_001183	chrX(.):153651977-153669862	0.3271
NM_001009934	chrX(.):153624578-153645427	1.0089
NR_000011	chrX(.):153623621-153633756	1.2203
NM_000116	chrX(.):153634876-153655063	0.462
NR_026898	chrX(.):153621570-153635680	0.8953
NM_018390	chrY(.):143060-175022	0.2641
NM_012227	chrY(.):166425-185887	0.0422
NR_028057	chrY(.):137990-175022	0.2472
NM_015892	chr10(.):125762181-125856930	0.3812
NM_014863	chr10(.):125774168-125856930	0.4265
NM_004641	chr10(.):21818100-22037559	0.1276
NM_001195626	chr10(.):21818573-22037559	0.1275
NM_005028	chr10(.):22818765-23008503	0.2531
NM_052997	chr10(.):37409784-37526495	0.1147
NR_033842	chr10(.):45301471-45460137	0.381
NM_032023	chr10(.):45450218-45495172	0.6484
NM_147156	chr10(.):52060344-52388737	0.1292
NM_032199	chr10(.):63656012-63861707	0.1144
NM_001198798	chr10(.):73851273-73980751	0.1334
NM_001198799	chr10(.):73851273-73981183	0.1334
NM_001222	chr10(.):75567258-75639338	0.2344
NM_172170	chr10(.):75567258-75639343	0.2344
NM_145868	chr10(.):81909879-81970328	0.5623
NM_000314	chr10(.):89618194-89733532	0.2333
NM_032810	chr10(.):89507874-89582917	0.1088
NM_007373	chr10(.):112674300-112778425	0.1259
NM_014661	chr10(.):126302862-126437930	0.1948
NR_027653	chr10(.):3813187-3832473	1.1657
NM_001195627	chr10(.):21818100-21851114	0.3418
NM_207371	chr10(.):21797408-21819611	0.8298
NR_031736	chr10(.):21780490-21790570	0.3365
NM_001010911	chr10(.):21778420-21791213	0.2773
NM_001098207	chr10(.):43876064-43897794	0.5194
NM_004966	chr10(.):43876064-43909656	0.7467
NM_173160	chr10(.):43862091-43876783	0.0951
NM_001098204	chr10(.):43876064-43909696	0.7459
NM_001098208	chr10(.):43876064-43897279	0.5274
NM_001098205	chr10(.):43876064-43909332	0.7535
NM_001098206	chr10(.):43876064-43908299	0.7742
NR_026693	chr10(.):43927573-43983007	0.2157
NM_001123376	chr10(.):45401763-45435642	0.7775
NM_007021	chr10(.):45466708-45479330	0.886
NM_001039380	chr10(.):45488145-45501470	0.3368
NM_006963	chr10(.):45491272-45505777	0.2829
NM_003171	chr10(.):70934992-70973849	0.348
NM_025130	chr10(.):70975058-71032315	0.1358
NM_001042465	chr10(.):73571054-73616082	0.1514
NM_001171935	chr10(.):73566639-73580704	0.0662
NM_173473	chr10(.):73970805-74000618	0.3719
NM_019058	chr10(.):74028676-74040797	1.6486
NM_017626	chr10(.):74087587-74119907	0.8433
NM_003635	chr10(.):75556668-75576589	0.3583
NM_001145031	chr10(.):75665861-75682258	0.139
NM_014394	chr10(.):85894184-85918311	0.2371
NM_207373	chr10(.):85928553-85950050	0.4397
NM_033100	chr10(.):85949411-85982121	0.0604
NR_028492	chr10(.):89573069-89610369	0.2129
NM_001126049	chr10(.):89613917-89628194	1.4513
NM_016112	chr10(.):102042902-102095243	0.1005
NM_005063	chr10(.):102101771-102129588	0.4046
NR_026762	chr10(.):102128332-102153111	0.5542
NM_024747	chr10(.):103820146-103832793	0.3716
NM_004741	chr10(.):103906932-103928627	0.2183
NM_015062	chr10(.):103887786-103915090	0.402
NM_001113407	chr10(.):103862324-103885210	0.805
NM_003893	chr10(.):103862324-103879723	0.7241
NM_024326	chr10(.):104174570-104187893	0.5589
NM_002779	chr10(.):104157375-104183901	0.5069
NM_024040	chr10(.):104178001-104197423	0.5152
NM_002502	chr10(.):104150431-104167281	1.4325
NM_001077494	chr10(.):104149338-104167281	1.3479
NM_001077493	chr10(.):104149228-104167281	1.3398
NR_030169	chr10(.):104191268-104201341	0.2811
NM_030912	chr10(.):104399251-104423076	1.0267
NM_005962	chr10(.):111980761-112052123	0.0832
NM_001008541	chr10(.):111964988-112052123	0.2804
NM_005871	chr10(.):112047797-112069707	0.2441
NM_130439	chr10(.):111962362-112052123	0.2743
NM_004419	chr10(.):112252624-112276302	0.865
NM_145341	chr10(.):112626595-112664764	0.3712
NM_001195307	chr10(.):112653487-112684124	0.3526
NM_001195306	chr10(.):112653487-112683694	0.3541
NR_026932	chr10(.):112623647-112635662	1.2452
NM_173791	chr10(.):119037605-119139937	0.2051
NM_212554	chr10(.):126442405-126485439	0.1374
NM_001127388	chr10(.):135475370-135490275	1.0934
NM_001127388	chr10(.):135478680-135496883	1.3928
NM_001080998	chr10(.):135433602-135445299	0.0653
NM_033178	chr10(.):135475368-135490275	1.0933
NM_033178	chr10(.):135478677-135493584	1.3868
NM_001127388	chr10(.):135485278-135500193	2.318
NM_001127386	chr10(.):135475367-135490275	1.0932
NM_001127386	chr10(.):135478677-135496883	1.3928
NM_012147	chr10(.):135488659-135503492	5.7233
NM_012147	chr10(.):135478741-135493584	1.3857
NM_012147	chr10(.):135475431-135490275	1.0978
NM_001111018	chr11(.):19367270-20148147	0.0531
NM_006819	chr11(.):63948586-63977020	0.8261
NM_002335	chr11(.):68075107-68221743	0.1851
NM_002869	chr11(.):73381682-73477201	0.1371
NM_002855	chr11(.):119526702-119604435	0.3224
NM_203285	chr11(.):119503807-119604435	0.2633
NM_181798	chr11(.):2477683-2875340	0.1156
NM_000218	chr11(.):2461220-2875340	0.1157
NM_003156	chr11(.):3871932-4119440	0.1314
NM_030962	chr11(.):9795213-10320754	0.0527
NM_032867	chr11(.):12303446-12385691	0.0702
NM_014632	chr11(.):12127137-12290331	0.1193
NM_021961	chr11(.):12690968-12971284	0.12
NM_001143830	chr11(.):22683159-22839547	0.0932
NM_177553	chr11(.):22684653-22839547	0.0936
NM_005256	chr11(.):22691318-22839547	0.0754
NM_004811	chr11(.):58289343-58348390	0.6529
NM_001143995	chr11(.):58289343-58350639	0.6408
NM_024092	chr11(.):60676370-60695915	0.6492
NM_002032	chr11(.):61726756-61740132	1.5503
NM_004265	chr11(.):61590712-61639825	0.3592
NM_001012662	chr11(.):62618483-62661355	0.9807
NM_001013251	chr11(.):62643343-62661355	1.3791
NM_001012661	chr11(.):62618517-62661353	0.9815
NM_024060	chr11(.):62196015-62319332	0.4841
NR_037193	chr11(.):62644170-62661355	1.438
NM_014067	chr11(.):63761029-63938585	0.1604
NM_015459	chr11(.):63391436-63444083	0.3581
NM_003273	chr11(.):64874340-64888707	1.3717
NM_005438	chr11(.):65654691-65672997	0.9501
NM_001077241	chr11(.):65137662-65155142	1.4079
NR_002819	chr11(.):65260232-65278939	3.0469
NM_030930	chr11(.):67753574-67776593	1.0735
NM_001876	chr11(.):68517350-68614399	0.2994
NM_001031847	chr11(.):68517087-68614399	0.2987
NM_014824	chr11(.):72542789-72858143	0.1272
NM_016055	chr11(.):73493916-73580656	0.1682
NM_014488	chr11(.):82687477-82787884	0.2882
NM_032427	chr11(.):95706439-96081344	0.0886
NM_001166	chr11(.):102212965-102254401	0.1519
NM_002017	chr11(.):128558812-128688162	0.1699
NM_001167681	chr11(.):128557388-128688162	0.1685
NM_138329	chr11(.):273569-290304	0.1819
NM_006435	chr11(.):303106-314410	0.4959
NM_025092	chr11(.):284137-300688	0.204
NM_003641	chr11(.):308990-320272	0.7645
NM_178537	chr11(.):364794-387117	0.0736
NM_001025295	chr11(.):293202-304526	0.0937
NM_021034	chr11(.):314672-325914	0.3526
NM_182612	chr11(.):762222-782487	0.4763
NR_002585	chr11(.):806680-816814	1.0934
NM_001025239	chr11(.):837823-872116	0.6755
NM_001025234	chr11(.):839080-872116	0.6943
NM_145886	chr11(.):794178-810250	1.5375
NM_016564	chr11(.):782109-795126	0.1377
NM_021128	chr11(.):834720-847529	1.6235
NM_139029	chr11(.):827951-843835	1.3383
NM_173584	chr11(.):822584-836991	0.8965
NM_024698	chr11(.):785474-801263	0.788
NM_001004	chr11(.):804935-817876	1.1364
NM_001025237	chr11(.):839445-872116	0.7001
NM_020376	chr11(.):813900-830571	0.8743
NM_001191060	chr11(.):785474-802995	0.7184
NM_001191061	chr11(.):785474-803269	0.7127
NM_001025235	chr11(.):837940-872116	0.6776
NR_027018	chr11(.):3824239-3852582	0.109
NM_014489	chr11(.):3824765-3852582	0.1101
NM_001665	chr11(.):3843207-3867213	0.2391
NM_001124	chr11(.):10321641-10333923	1.3468
NM_022725	chr11(.):22639078-22652387	0.368
NM_000614	chr11(.):58385145-58398205	0.1165
NR_024091	chr11(.):58341586-58398205	0.6503
NM_053023	chr11(.):58341586-58394023	0.692
NM_004778	chr11(.):60613397-60628444	0.0711
NM_207341	chr11(.):60630014-60648164	0.1171
NM_014502	chr11(.):60653019-60679061	0.3427
NM_016582	chr11(.):60699554-60724257	0.1357
NM_178031	chr11(.):60686912-60709631	0.1063
NM_017966	chr11(.):60892727-60933916	0.3862
NM_001079807	chr11(.):60965983-60985350	0.1089
