GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
NM_007276	chr7(.):26236098-26257976	0.1396
NR_036482	chr7(.):29719769-29732859	0.1291
NR_024278	chr7(.):29680537-29729754	0.1297
NR_027347	chr7(.):29719387-29730437	0.1369
NM_022373	chr7(.):35667269-35739772	0.1123
NM_019082	chr7(.):44600402-44619137	0.1261
NM_182547	chr7(.):44613761-44626827	0.1448
NR_003697	chr7(.):45017626-45031259	0.14
NR_002952	chr7(.):45019976-45030109	0.1496
NM_033054	chr7(.):44997259-45023704	0.1091
NM_001163636	chr7(.):74067029-74180022	0.1121
NM_006682	chr7(.):76817687-76834150	0.1325
NM_017439	chr7(.):76935067-77050717	0.1109
NM_020979	chr7(.):101923404-101967178	0.1234
NR_036245	chr7(.):101931368-101941453	0.1385
NM_032831	chr7(.):102068995-102102268	0.1446
NM_024653	chr7(.):102031803-102072129	0.1474
NM_006234	chr7(.):102108547-102124381	0.172
NM_001031618	chr7(.):102186678-102207757	0.2015
NM_001097615	chr7(.):102173365-102218068	0.2486
NM_152892	chr7(.):102100389-102118612	0.1403
NM_001114403	chr7(.):102272471-102288238	0.2343
NM_001031618	chr7(.):102285771-102306847	0.1857
NR_027374	chr7(.):104530074-104572092	0.1218
NR_024586	chr7(.):104645988-104659588	0.1869
NM_002649	chr7(.):106500923-106552592	0.2157
NM_001166346	chr7(.):114557208-114568720	0.2377
NM_199072	chr7(.):114557208-114664970	0.1889
NM_019071	chr7(.):120585816-120620711	0.1819
NM_001024613	chr7(.):121936447-121949565	0.1408
NR_036484	chr7(.):121938711-121955131	0.1589
NM_001174045	chr7(.):123560908-123605100	0.1326
NM_018396	chr7(.):128111782-128147978	0.1862
NM_199349	chr7(.):128525000-128555773	0.1336
NM_005989	chr7(.):137756177-137808050	0.1472
NM_002769	chr7(.):142452318-142465927	0.1849
NM_001190487	chr7(.):142369130-142380525	0.198
NM_013400	chr7(.):150060878-150076133	0.2659
NM_014374	chr7(.):150063257-150076133	0.2735
NM_001142928	chr7(.):150015295-150040245	0.1745
NM_002889	chr7(.):150030406-150043763	0.1334
NM_138434	chr7(.):150021937-150034811	0.1443
NR_027237	chr7(.):150097839-150114558	0.2596
NM_175571	chr7(.):150142961-150181483	0.1503
NR_034033	chr7(.):150125741-150150228	0.2026
NM_033015	chr7(.):150768707-150782951	0.1734
NM_004769	chr7(.):150740604-150754843	0.1388
NM_031434	chr7(.):150773171-150785413	0.1947
NM_004935	chr7(.):150745898-150760052	0.1842
NM_031946	chr7(.):150778825-150846523	0.1412
NM_001136044	chr7(.):150773171-150785620	0.1939
NM_003040	chr7(.):150751656-150778614	0.173
NM_001042535	chr7(.):150778825-150825725	0.1449
NM_080838	chr8(.):134198311-134245053	0.1234
NM_003882	chr8(.):134198311-134246571	0.1241
NM_003844	chr8(.):23043969-23087680	0.1194
NM_004103	chr8(.):27163998-27321903	0.1415
NM_173176	chr8(.):27178053-27321903	0.1436
NM_173175	chr8(.):27178080-27321903	0.1436
NM_021623	chr8(.):38753752-38836430	0.1315
NM_006540	chr8(.):71019266-71321020	0.1115
NM_001024678	chr8(.):145742760-145757416	0.0986
NM_001001795	chr8(.):145746602-145759458	0.0832
NM_015310	chr8(.):18379812-18876196	0.098
NM_206909	chr8(.):18379812-18671405	0.0995
NM_001386	chr8(.):26430420-26520693	0.1054
NM_001197293	chr8(.):26366708-26520693	0.1091
NM_006228	chr8(.):28169648-28205868	0.1274
NM_001010906	chr8(.):27874480-27946388	0.1309
NM_024787	chr8(.):33400272-33429643	0.1435
NM_023034	chr8(.):38127560-38244790	0.112
NM_001122824	chr8(.):38639721-38715546	0.1283
NM_001146216	chr8(.):38580703-38715546	0.1213
NR_027638	chr8(.):38849504-38967779	0.1062
NM_172060	chr8(.):72104667-72273979	0.1071
NM_000503	chr8(.):72104667-72279467	0.1068
NM_005079	chr8(.):80942104-81088836	0.1411
NM_001135733	chr8(.):95933199-95966615	0.0826
NM_024094	chr8(.):120841180-120873170	0.1215
NM_022783	chr8(.):120880899-121068157	0.1344
NM_001145088	chr8(.):124079919-124169392	0.1164
NM_058229	chr8(.):124510357-124558446	0.1205
NM_148177	chr8(.):124510357-124549383	0.1132
NM_173685	chr8(.):126099082-126384367	0.1265
NM_003235	chr8(.):133874204-134152143	0.1042
NM_003033	chr8(.):134462090-134589183	0.1175
NM_003970	chr8(.):1988157-2098380	0.1265
NM_005605	chr8(.):22293595-22403637	0.1182
NM_152272	chr8(.):23096149-23124512	0.1192
NR_033928	chr8(.):23077733-23093439	0.13
NM_021777	chr8(.):24146579-24198612	0.1035
NM_014265	chr8(.):24146579-24217726	0.1051
NM_171982	chr8(.):27137403-27173834	0.1104
NM_018091	chr8(.):27945583-28053669	0.1097
NM_018660	chr8(.):28198101-28248977	0.119
NM_057158	chr8(.):29188616-29211322	0.141
NM_001394	chr8(.):29188619-29213185	0.1358
NR_026765	chr8(.):29573775-29610625	0.1274
NM_025115	chr8(.):33351235-33375656	0.1145
NM_001102401	chr8(.):33351235-33375703	0.1144
NM_024025	chr8(.):33443853-33462439	0.1044
NM_144652	chr8(.):38239019-38271061	0.1303
NM_017778	chr8(.):38168934-38244790	0.1157
NR_003129	chr8(.):38452692-38463775	0.0876
NM_001024381	chr8(.):38841326-38859041	0.1297
NM_153692	chr8(.):38826667-38851181	0.1019
NM_057749	chr8(.):95887452-95912482	0.0664
NM_152416	chr8(.):96032220-96075938	0.0573
NM_024410	chr8(.):103558847-103578245	0.066
NM_001032282	chr8(.):103656004-103671168	0.0899
NM_005655	chr8(.):103656004-103672983	0.086
NM_148174	chr8(.):103833535-103881397	0.0665
NM_024295	chr8(.):124020567-124059648	0.1384
NM_001003954	chr8(.):124688033-124754647	0.1053
NM_144963	chr8(.):124775881-124832690	0.1231
NM_025195	chr8(.):126437562-126455644	0.1385
NM_201378	chr8(.):144984320-145052697	0.1035
NM_032789	chr8(.):145046319-145065635	0.1291
NM_000445	chr8(.):144984320-145055913	0.1056
NM_201381	chr8(.):144984320-145023905	0.1029
NM_201382	chr8(.):144984320-145023110	0.1027
NM_201383	chr8(.):144984320-145021692	0.1029
NM_201379	chr8(.):144984320-145033088	0.1019
NM_001009184	chr8(.):145059225-145072583	0.1162
NM_201384	chr8(.):144984320-145018758	0.1054
NR_030383	chr8(.):145014358-145024447	0.1188
NM_201380	chr8(.):144984320-145030044	0.1034
NM_001129888	chr8(.):145684199-145696031	0.1103
NM_183057	chr8(.):145643999-145658927	0.1149
NM_032687	chr8(.):145684199-145695849	0.1104
NM_017767	chr8(.):145632797-145646917	0.1119
NM_003923	chr8(.):145694114-145706718	0.1079
NM_032902	chr8(.):145717108-145732504	0.0692
NM_138496	chr8(.):145670314-145695418	0.1092
NM_005309	chr8(.):145724464-145737555	0.0947
NM_130849	chr8(.):145632797-145647273	0.1121
NM_145754	chr8(.):145686737-145704499	0.1156
NM_138431	chr8(.):145729551-145741589	0.1034
NM_004260	chr8(.):145731666-145748210	0.1244
NM_013432	chr8(.):145649162-145674812	0.1114
NM_014665	chr8(.):145738362-145755559	0.1052
NM_002839	chr9(.):8309245-10617723	0.0891
NM_001497	chr9(.):33105638-33172356	0.1302
NM_001206	chr9(.):72994512-73034573	0.1067
NM_053016	chr9(.):112537576-112718756	0.1138
NM_001037293	chr9(.):112398067-112718756	0.1071
NM_007203	chr9(.):112537576-112939791	0.1228
NM_001004065	chr9(.):112805877-112939791	0.1394
NM_017790	chr9(.):116221008-116309371	0.1111
NM_144488	chr9(.):116202010-116365018	0.1112
NM_015404	chr9(.):117159359-117272736	0.1276
NM_001083885	chr9(.):117159359-117270495	0.1273
NM_005047	chr9(.):123573331-123610206	0.1195
NM_013355	chr9(.):131459801-131488199	0.1058
NM_015033	chr9(.):132644465-132810473	0.1099
NM_198679	chr9(.):134447156-134590229	0.1172
NM_005312	chr9(.):134447156-134617925	0.1192
NM_001170	chr9(.):33379947-33407517	0.1182
NM_139235	chr9(.):33456350-33478941	0.1246
NM_004925	chr9(.):33436159-33452590	0.124
NM_006705	chr9(.):92214926-92226469	0.1258
NM_005384	chr9(.):94166326-94191144	0.1497
NM_001083603	chr9(.):98200263-98284247	0.1212
NM_001083606	chr9(.):98200263-98274699	0.1221
NM_001083607	chr9(.):98200263-98274481	0.1222
NM_001083605	chr9(.):98200263-98275322	0.1216
NM_000264	chr9(.):98200263-98275831	0.1215
NM_001012993	chr9(.):112956845-112975413	0.0817
NM_001136562	chr9(.):112882780-112939791	0.1501
NM_000031	chr9(.):116143591-116168618	0.1284
NM_017443	chr9(.):116164517-116178029	0.1513
NM_031219	chr9(.):116130697-116143341	0.134
NR_027261	chr9(.):116164517-116177955	0.1519
NM_152786	chr9(.):116168021-116196879	0.129
NM_000608	chr9(.):117087068-117100536	0.1104
NM_030767	chr9(.):117091432-117161685	0.1339
NM_000607	chr9(.):117080302-117093759	0.1086
NM_004888	chr9(.):117344993-117366152	0.1402
NM_153045	chr9(.):117368705-117413703	0.1284
NM_001244	chr9(.):117660123-117697770	0.1378
NM_005658	chr9(.):123659670-123694173	0.1239
NM_015651	chr9(.):123612930-123644606	0.1463
NM_001190945	chr9(.):123659670-123696451	0.1279
NM_001190947	chr9(.):123659670-123681850	0.1231
NM_001009936	chr9(.):123626852-123644606	0.1643
NR_024408	chr9(.):123600319-123621651	0.1324
NM_001045476	chr9(.):127610754-127625160	0.1482
NM_030978	chr9(.):127626483-127644696	0.1286
NM_007209	chr9(.):127615157-127629240	0.1369
NM_005489	chr9(.):130495595-130538621	0.1163
NM_001142532	chr9(.):130495595-130529697	0.1061
NM_001142533	chr9(.):130495595-130522583	0.1006
NM_001142531	chr9(.):130495595-130529719	0.1063
NM_001142534	chr9(.):130495595-130522561	0.1005
NM_170600	chr9(.):130495595-130546048	0.1259
NM_001085347	chr9(.):130488802-130502604	0.1079
NM_001018078	chr9(.):130560507-130581556	0.1332
NM_001261	chr9(.):130543304-130558052	0.1116
NM_004957	chr9(.):130560153-130581556	0.1328
NR_036055	chr9(.):130543196-130553286	0.1158
NR_024425	chr9(.):130885807-130897913	0.1572
NR_027812	chr9(.):130877971-130895712	0.1344
NM_001006641	chr9(.):130825478-130876524	0.121
NM_197956	chr9(.):130818511-130834599	0.1275
NM_001006643	chr9(.):130855835-130876524	0.1017
NM_001006642	chr9(.):130849127-130876524	0.0954
NM_052901	chr9(.):130855816-130876524	0.1017
NM_025072	chr9(.):130877971-130895474	0.1318
NR_033374	chr9(.):130868449-130886013	0.1064
NM_001122821	chr9(.):131440933-131463675	0.1265
NM_052844	chr9(.):131390939-131424129	0.0976
NM_003011	chr9(.):131446508-131463675	0.1287
NM_032799	chr9(.):131478148-131491408	0.1294
NM_016520	chr9(.):132584563-132602572	0.1152
NM_006676	chr9(.):132592695-132649107	0.1079
NM_001008563	chr9(.):132592756-132649107	0.108
NM_032728	chr9(.):134160080-134189649	0.1001
NM_033387	chr9(.):134128464-134156906	0.1385
NM_017617	chr9(.):139383895-139445238	0.0793
NM_006125	chrX(.):11156516-11688821	0.0615
NM_013427	chrX(.):11150662-11688821	0.0617
NM_015691	chrX(.):9978794-10117518	0.0672
NM_001123384	chrX(.):39905498-40041582	0.0566
NM_144495	chrX(.):48750194-48765420	0.0665
NM_001167990	chrX(.):48750212-48765420	0.0665
NM_001032384	chrX(.):48750538-48765420	0.0667
NM_001167992	chrX(.):48750774-48765420	0.0667
NR_001568	chrX(.):70425034-70953962	0.0586
NM_001104544	chrX(.):119387504-119450391	0.0685
NM_015129	chrX(.):118745908-118832333	0.0689
NM_145800	chrX(.):118744687-118832333	0.0683
NM_001012288	chrX(.):1309886-1336527	0.0295
NM_022148	chrX(.):1309893-1336530	0.0295
NM_001830	chrX(.):10119984-10210699	0.0545
NM_138636	chrX(.):12919738-12946288	0.0538
NM_016562	chrX(.):12880201-12913480	0.076
NR_030727	chrX(.):12915935-12966419	0.0587
NM_025159	chrX(.):30571940-30601033	0.0613
NM_000397	chrX(.):37634269-37677714	0.0701
NM_017745	chrX(.):39905498-39961719	0.0605
NR_029636	chrX(.):45601420-45611530	0.0572
NR_029635	chrX(.):45600584-45610694	0.0575
NM_001167947	chrX(.):48745729-48760426	0.0825
NM_001042498	chrX(.):48755888-48774235	0.0843
NM_001136158	chrX(.):48774302-48819893	0.0902
NM_001136159	chrX(.):48774302-48820648	0.0905
NM_006875	chrX(.):48765458-48781413	0.1015
NM_004979	chrX(.):48813638-48833251	0.0776
NM_005660	chrX(.):48755458-48773917	0.0855
NM_001032289	chrX(.):48755889-48773933	0.0845
NM_052957	chrX(.):70792873-70838433	0.0576
NM_001142797	chrX(.):70830765-70843367	0.0725
NM_016500	chrX(.):75387770-75403033	0.0558
NM_000291	chrX(.):77354665-77387324	0.069
NM_014499	chrX(.):78195828-78222438	0.0851
NR_036258	chrX(.):78151690-78161746	0.0594
NR_030413	chrX(.):118775700-118785811	0.0585
NM_003399	chrX(.):128867945-128908525	0.0697
NM_018990	chrX(.):128908891-128934176	0.0915
NM_001130846	chrX(.):129258337-129277015	0.0595
NM_004208	chrX(.):129258337-129304861	0.0631
NM_004794	chrX(.):129300772-129323844	0.0761
NM_145813	chrX(.):129258337-129304808	0.0631
NM_001110556	chrX(.):153571899-153608006	0.0556
NM_000117	chrX(.):153602596-153614883	0.0603
NM_006730	chrX(.):153624578-153642575	0.0874
NM_001183	chrX(.):153651977-153669862	0.0655
NM_001009934	chrX(.):153624578-153645427	0.083
NR_000011	chrX(.):153623621-153633756	0.0871
NM_000116	chrX(.):153634876-153655063	0.0605
NR_026898	chrX(.):153621570-153635680	0.078
NM_001012288	chrY(.):1259886-1286527	0.0318
NM_022148	chrY(.):1259893-1286530	0.0318
NM_015892	chr10(.):125762181-125856930	0.138
NM_014863	chr10(.):125774168-125856930	0.1436
NM_031453	chr10(.):14555558-14821896	0.1205
NM_001014797	chr10(.):78624358-79402577	0.0985
NM_018363	chr10(.):90028620-90348082	0.1119
NM_001031709	chr10(.):90038858-90348082	0.1112
NM_001083591	chr10(.):11201992-11383672	0.1493
NM_001025077	chr10(.):11042258-11383672	0.133
NM_006561	chr10(.):11054892-11383672	0.1351
NM_024948	chr10(.):15815174-15907519	0.129
NM_172242	chr10(.):22629398-22711539	0.1063
NM_001002265	chr10(.):45947816-46095354	0.1124
NR_033842	chr10(.):45301471-45460137	0.1089
NM_032023	chr10(.):45450218-45495172	0.1291
NM_000698	chr10(.):45864628-45946563	0.1192
NM_001002266	chr10(.):45947816-46035819	0.1134
NM_032199	chr10(.):63656012-63861707	0.1301
NM_001198798	chr10(.):73851273-73980751	0.1123
NM_001198799	chr10(.):73851273-73981183	0.1121
NM_001161352	chr10(.):78639634-79402577	0.0987
NM_020338	chr10(.):80823791-81081285	0.1017
NM_145868	chr10(.):81909879-81970328	0.1398
NM_007373	chr10(.):112674300-112778425	0.1137
NM_014661	chr10(.):126302862-126437930	0.1127
NR_027653	chr10(.):3813187-3832473	0.1393
NM_005180	chr10(.):22605005-22625414	0.122
NM_012071	chr10(.):22600298-22614237	0.1359
NM_001098207	chr10(.):43876064-43897794	0.1406
NM_004966	chr10(.):43876064-43909656	0.1451
NM_173160	chr10(.):43862091-43876783	0.0841
NM_001098204	chr10(.):43876064-43909696	0.145
NM_001098208	chr10(.):43876064-43897279	0.1421
NM_001098205	chr10(.):43876064-43909332	0.1458
NM_001098206	chr10(.):43876064-43908299	0.1479
NR_026693	chr10(.):43927573-43983007	0.1005
NM_001123376	chr10(.):45401763-45435642	0.1159
NM_007021	chr10(.):45466708-45479330	0.132
NM_001039380	chr10(.):45488145-45501470	0.1361
NM_006963	chr10(.):45491272-45505777	0.1349
NM_018055	chr10(.):72186691-72206465	0.0977
NM_014431	chr10(.):72233563-72333206	0.1203
NM_001042465	chr10(.):73571054-73616082	0.1168
NM_001171935	chr10(.):73566639-73580704	0.099
NM_173473	chr10(.):73970805-74000618	0.1155
NM_019058	chr10(.):74028676-74040797	0.1366
NM_057157	chr10(.):94828231-94842641	0.1584
NM_183374	chr10(.):94816020-94833454	0.1008
NM_000783	chr10(.):94828646-94842641	0.1607
NM_020992	chr10(.):96992329-97055781	0.1345
NM_030912	chr10(.):104399251-104423076	0.1402
NM_001083913	chr10(.):104498726-104581021	0.1322
NM_017787	chr10(.):104530887-104581021	0.1278
NR_024552	chr10(.):105201542-105217162	0.1202
NM_001129742	chr10(.):105227560-105243997	0.1632
NM_001001412	chr10(.):105208143-105223648	0.1309
NM_004210	chr10(.):105248734-105357309	0.1237
NM_005962	chr10(.):111980761-112052123	0.1202
NM_001008541	chr10(.):111964988-112052123	0.1291
NM_005871	chr10(.):112047797-112069707	0.1266
NM_130439	chr10(.):111962362-112052123	0.1281
NM_004419	chr10(.):112252624-112276302	0.171
NM_145341	chr10(.):112626595-112664764	0.1284
NM_001195307	chr10(.):112653487-112684124	0.1181
NM_001195306	chr10(.):112653487-112683694	0.117
NR_026932	chr10(.):112623647-112635662	0.1916
NM_207127	chr10(.):135187740-135210198	0.123
NM_138384	chr10(.):135202620-135239174	0.1
NM_145202	chr10(.):135155843-135171187	0.0774
NM_001012508	chr10(.):135229169-135243121	0.068
NM_001098483	chr10(.):135163794-135176529	0.0733
NM_004092	chr10(.):135170986-135191908	0.0874
NR_037509	chr10(.):135180059-135190167	0.084
NR_033853	chr11(.):58696115-58830925	0.1148
NM_006157	chr11(.):20686116-21602229	0.0941
NM_001111018	chr11(.):19367270-20148147	0.1119
NM_006819	chr11(.):63948586-63977020	0.1444
NM_002335	chr11(.):68075107-68221743	0.0981
NM_001098517	chr11(.):115039344-115380241	0.1196
NM_181798	chr11(.):2477683-2875340	0.0958
NM_000218	chr11(.):2461220-2875340	0.0961
NM_003156	chr11(.):3871932-4119440	0.1182
NM_030962	chr11(.):9795213-10320754	0.1064
NM_021961	chr11(.):12690968-12971284	0.1162
NM_175058	chr11(.):16804206-17040963	0.1209
NM_001143830	chr11(.):22683159-22839547	0.1257
NM_177553	chr11(.):22684653-22839547	0.125
NM_005256	chr11(.):22691318-22839547	0.1212
NM_004811	chr11(.):58289343-58348390	0.1406
NM_001143995	chr11(.):58289343-58350639	0.1417
NM_206893	chr11(.):60547820-60573778	0.0955
NM_024092	chr11(.):60676370-60695915	0.1581
NM_024060	chr11(.):62196015-62319332	0.1112
NM_003273	chr11(.):64874340-64888707	0.1433
NM_001077241	chr11(.):65137662-65155142	0.1276
NR_002819	chr11(.):65260232-65278939	0.1915
NM_030930	chr11(.):67753574-67776593	0.133
NM_014824	chr11(.):72542789-72858143	0.1202
NM_001128620	chr11(.):77028059-77190108	0.1185
NM_080491	chr11(.):77921335-78133868	0.113
NM_014488	chr11(.):82687477-82787884	0.1396
NM_032427	chr11(.):95706439-96081344	0.1246
NM_006006	chr11(.):113925430-114126397	0.103
NM_001018011	chr11(.):113926287-114126397	0.1032
NM_025164	chr11(.):116709117-116973993	0.1228
NM_198489	chr11(.):118863851-118891455	0.1315
NM_015313	chr11(.):120202617-120365645	0.1145
NM_024556	chr11(.):126076618-126137879	0.1142
NR_033839	chr11(.):126206611-126230482	0.1086
NM_002017	chr11(.):128558812-128688162	0.143
NM_001167681	chr11(.):128557388-128688162	0.1425
NR_027018	chr11(.):3824239-3852582	0.1183
NM_014489	chr11(.):3824765-3852582	0.1203
NM_001665	chr11(.):3843207-3867213	0.1198
NM_006284	chr11(.):6627072-6638445	0.1672
NM_000391	chr11(.):6628996-6645692	0.149
NM_003737	chr11(.):6637557-6682074	0.1075
NM_001014794	chr11(.):6619963-6637099	0.1631
NM_001014795	chr11(.):6620206-6637099	0.1639
NM_015324	chr11(.):6616151-6629811	0.1497
NM_003390	chr11(.):9590227-9616313	0.1283
NM_001143976	chr11(.):9591233-9616313	0.1243
NM_001124	chr11(.):10321641-10333923	0.2106
NM_022725	chr11(.):22639078-22652387	0.1483
NM_000610	chr11(.):35155416-35258949	0.1441
NM_001024844	chr11(.):44582140-44646315	0.1106
NM_000614	chr11(.):58385145-58398205	0.1299
NR_024091	chr11(.):58341586-58398205	0.1379
NM_053023	chr11(.):58341586-58394023	0.1376
NM_022074	chr11(.):58907251-58927511	0.1534
NM_001142520	chr11(.):58905317-58927511	0.1489
NM_001142704	chr11(.):58869657-58899888	0.1397
NM_004778	chr11(.):60613397-60628444	0.0918
NM_207341	chr11(.):60630014-60648164	0.123
NM_024098	chr11(.):60604428-60623561	0.1311
NM_014502	chr11(.):60653019-60679061	0.1489
NM_016582	chr11(.):60699554-60724257	0.1056
NM_178031	chr11(.):60686912-60709631	0.0989
NM_022830	chr11(.):62337516-62364109	0.1375
NM_004739	chr11(.):62355674-62374303	0.1416
NM_001404	chr11(.):62322072-62346460	0.1664
NM_001620	chr11(.):62278373-62319332	0.1223
NM_004470	chr11(.):64003412-64016607	0.1565
NM_000932	chr11(.):64013994-64041924	0.1247
NM_005528	chr11(.):63992752-64006753	0.1418
NM_001160390	chr11(.):63986270-63998726	0.1369
NM_032344	chr11(.):63988737-64002488	0.1327
NM_004322	chr11(.):64032299-64057176	0.14
NM_178443	chr11(.):63969151-63996363	0.1224
NM_057092	chr11(.):64004587-64016607	0.1627
NM_033310	chr11(.):64053792-64072503	0.1048
NM_003377	chr11(.):63997265-64011259	0.1509
NM_020155	chr11(.):64048581-64061972	0.1353
NM_001135208	chr11(.):64003603-64016607	0.1575
NM_001039496	chr11(.):64062862-64077239	0.1246
NM_001170726	chr11(.):64046810-64061972	0.1329
NM_001160393	chr11(.):63986270-63998341	0.136
NM_001170881	chr11(.):64047284-64061972	0.1347
NM_001177358	chr11(.):64047282-64061972	0.1347
NM_138689	chr11(.):64006950-64019413	0.1621
NM_013299	chr11(.):64803375-64817300	0.1078
NM_005468	chr11(.):64807294-64831009	0.108
NM_080668	chr11(.):64839926-64856615	0.1426
NM_006782	chr11(.):64846693-64860874	0.1612
NM_013265	chr11(.):64858682-64884180	0.1344
NR_037567	chr11(.):64884654-64899841	0.1526
NM_172230	chr11(.):64889750-64907003	0.1452
NM_001997	chr11(.):64883098-64894672	0.1775
NM_004927	chr11(.):64884715-64899841	0.1528
NM_014205	chr11(.):64878874-64890170	0.1592
NR_028272	chr11(.):65185268-65199003	0.2596
NR_030343	chr11(.):65206928-65217028	0.1458
NM_031904	chr11(.):65149040-65185995	0.1329
NM_032223	chr11(.):65378782-65409910	0.1191
NM_001098785	chr11(.):65334819-65346669	0.1621
NM_021070	chr11(.):65301029-65330699	0.1261
NM_033455	chr11(.):65355325-65368467	0.1098
NM_001099409	chr11(.):65338508-65365116	0.115
NM_002419	chr11(.):65360225-65386720	0.1246
NM_001048218	chr11(.):65287547-65311182	0.1175
NM_006396	chr11(.):65332942-65344239	0.1655
NM_001161473	chr11(.):67771047-67801743	0.1308
NM_006053	chr11(.):67805446-67823366	0.1107
NM_006019	chr11(.):67801482-67823366	0.1101
NM_002496	chr11(.):67793083-67809114	0.1399
NM_000694	chr11(.):67772789-67801743	0.1327
NM_022338	chr11(.):68023802-68044469	0.1401
NM_032871	chr11(.):73082712-73113519	0.1228
NM_152222	chr11(.):73082404-73113519	0.1225
NM_014786	chr11(.):73014662-73085425	0.1079
NR_033347	chr11(.):82747505-82757640	0.1102
NM_006235	chr11(.):111217980-111255157	0.1499
NR_026691	chr11(.):117852105-117877199	0.1333
NM_032966	chr11(.):118759100-118771971	0.1174
NR_003040	chr11(.):118868670-118879303	0.1205
NM_001716	chr11(.):118749540-118771971	0.1141
NM_006760	chr11(.):118822007-118834269	0.1144
NM_182557	chr11(.):118761850-118786613	0.0954
NM_181721	chr11(.):118837416-118856995	0.1052
NM_000190	chr11(.):118950586-118969259	0.1478
NM_001028	chr11(.):118881421-118894057	0.1515
NM_002105	chr11(.):118959584-118971177	0.1502
NM_016146	chr11(.):118884240-118899385	0.1609
NM_001024382	chr11(.):118953696-118969259	0.1563
NM_001164278	chr11(.):118890060-118906616	0.161
NM_001130991	chr11(.):118909895-118932925	0.1221
NM_015517	chr11(.):118987287-119010765	0.121
NM_006389	chr11(.):118909895-118932916	0.1221
NM_014807	chr11(.):118973092-118992827	0.1479
NM_021729	chr11(.):118933492-118957688	0.1294
NM_001382	chr11(.):118962212-118977785	0.1847
NM_001164280	chr11(.):118890060-118905278	0.1639
NR_037429	chr11(.):118884653-118894722	0.17
NM_001142505	chr11(.):119015298-119038374	0.104
NM_022169	chr11(.):119014749-119038374	0.1035
NM_001198675	chr11(.):120190837-120209388	0.1508
NR_027288	chr11(.):122883273-122895319	0.1041
NM_006597	chr11(.):122923199-122937844	0.1929
NM_032795	chr11(.):126066988-126086587	0.1252
NM_017547	chr11(.):126134054-126153027	0.1331
NM_014026	chr11(.):126168646-126220644	0.1327
NM_148910	chr11(.):126147981-126168071	0.1269
NM_001177842	chr11(.):126127813-126143877	0.1386
NM_006278	chr11(.):126221095-126289533	0.0941
NM_003658	chr11(.):129240880-129327174	0.132
NM_014325	chr12(.):109033886-109130295	0.1402
NM_152989	chr12(.):23680230-24720380	0.0922
NM_152641	chr12(.):46118619-46306819	0.1122
NM_002392	chr12(.):69196970-69244212	0.1276
NM_173591	chr12(.):80598232-80777870	0.1006
NM_001173982	chr12(.):104845691-105160792	0.1154
NM_020375	chr12(.):4425358-4474190	0.1036
NM_018173	chr12(.):6414601-6442672	0.1038
NM_007273	chr12(.):7069516-7084891	0.1705
NR_015382	chr12(.):6543166-6565683	0.1361
NM_001144857	chr12(.):6416816-6442672	0.1051
NM_001273	chr12(.):6674247-6721551	0.1233
NM_001144856	chr12(.):6415098-6442672	0.1037
NM_001144831	chr12(.):7069514-7084916	0.1709
NM_016511	chr12(.):10218079-10256605	0.1083
NM_001987	chr12(.):11797787-12053325	0.1221
NM_031289	chr12(.):13232041-13253709	0.1396
NM_016355	chr12(.):12961279-12987915	0.1345
NM_006143	chr12(.):12808994-12854121	0.117
NM_001080555	chr12(.):13232041-13261619	0.1411
NM_001423	chr12(.):13344601-13374708	0.1103
NM_152321	chr12(.):15061975-15096463	0.1129
NM_004572	chr12(.):32938679-33054780	0.1199
NM_139241	chr12(.):32650040-32803984	0.1198
NM_001843	chr12(.):41081357-41469094	0.0985
NM_175736	chr12(.):50026723-50106197	0.1211
NM_001033873	chr12(.):51634132-51668994	0.1173
NM_001031628	chr12(.):51634132-51669202	0.1182
NM_001128914	chr12(.):53840885-53879946	0.161
NM_000966	chr12(.):53599352-53631036	0.1384
NM_001042728	chr12(.):53599352-53619150	0.1548
NM_013449	chr12(.):56984379-57035163	0.1354
NM_001172697	chr12(.):58171527-58201639	0.1262
NM_018279	chr12(.):72074877-72102839	0.1323
NM_172240	chr12(.):89808500-89924777	0.1116
NM_003774	chr12(.):89908189-89923535	0.1315
NM_001731	chr12(.):92529053-92544673	0.1611
NM_005761	chr12(.):94537498-94704225	0.1437
NM_020244	chr12(.):102086416-102127846	0.1169
NM_014706	chr12(.):108910990-108960165	0.1413
NM_018984	chr12(.):109171465-109256359	0.1274
NM_014868	chr12(.):120967131-121020397	0.0692
NM_003959	chr12(.):123315038-123352507	0.049
NM_001082959	chr12(.):125257173-125353519	0.0514
NR_028415	chr12(.):1604656-1618590	0.1107
NM_001759	chr12(.):4377901-4419522	0.1231
NM_002342	chr12(.):6488356-6505732	0.0968
NM_001159576	chr12(.):6451008-6489390	0.1342
NM_001065	chr12(.):6432922-6456283	0.1262
NM_001038	chr12(.):6451008-6489905	0.1332
NM_001159575	chr12(.):6451008-6491523	0.1313
NM_014231	chr12(.):6566403-6584843	0.1596
NM_001193457	chr12(.):6643693-6670249	0.1247
NM_006170	chr12(.):6661036-6682480	0.1366
NM_001242	chr12(.):6549050-6565884	0.1439
NM_014865	chr12(.):6598297-6646132	0.1356
NM_016497	chr12(.):6596315-6607471	0.1556
