GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
NM_145255	chr17(.):45895637-45913907	0.1178
NM_024015	chr17(.):46647868-46660743	0.1102
NR_029608	chr17(.):46652199-46662309	0.1216
NM_002146	chr17(.):46621231-46656810	0.0888
NM_018952	chr17(.):46668098-46687334	0.1085
NM_004502	chr17(.):46679594-46693383	0.1228
NM_024016	chr17(.):46684707-46697301	0.1283
NM_024017	chr17(.):46693518-46708835	0.1175
NR_029582	chr17(.):46704851-46714921	0.1074
NR_033202	chr17(.):46662841-46684703	0.1132
NR_033203	chr17(.):46664653-46684703	0.1101
NR_033205	chr17(.):46668319-46684703	0.1079
NR_033201	chr17(.):46662822-46688774	0.1193
NM_002147	chr17(.):46663618-46676103	0.1148
NR_033204	chr17(.):46664681-46688774	0.117
NM_002634	chr17(.):47476419-47497242	0.1191
NM_007225	chr17(.):47648297-47666171	0.0911
NM_001077503	chr17(.):47910670-47930379	0.0989
NM_138281	chr17(.):48041561-48057323	0.0932
NM_001934	chr17(.):48045129-48056951	0.0919
NM_005220	chr17(.):48062368-48077588	0.1096
NM_032595	chr17(.):48206100-48232877	0.1085
NM_000023	chr17(.):48238365-48258293	0.1242
NM_000088	chr17(.):48256456-48284000	0.0973
NR_024193	chr17(.):48243788-48254837	0.1215
NM_032133	chr17(.):48580744-48613862	0.0966
NM_017957	chr17(.):48605047-48626111	0.1101
NM_198376	chr17(.):48633448-48709431	0.0943
NM_198396	chr17(.):48633448-48709542	0.0942
NM_198397	chr17(.):48633448-48688833	0.0929
NM_001178057	chr17(.):61557177-61580741	0.0876
NM_001017917	chr17(.):61504664-61523207	0.0805
NM_001017916	chr17(.):61504664-61528545	0.0815
NM_000789	chr17(.):61549421-61580741	0.0887
NM_001915	chr17(.):61504664-61528722	0.0809
NM_001035258	chr17(.):72194794-72211019	0.1167
NR_026914	chr17(.):72201134-72214460	0.1092
NM_052869	chr17(.):72239504-72263157	0.077
NM_001080466	chr17(.):72347554-72362958	0.0765
NM_181790	chr17(.):72358644-72373739	0.0839
NM_022036	chr17(.):72422666-72448568	0.0818
NM_018653	chr17(.):72424835-72448568	0.0811
NM_004110	chr17(.):72853618-72874156	0.1029
NM_000835	chr17(.):72833167-72861007	0.0844
NM_178233	chr17(.):72926896-72950511	0.0975
NM_014603	chr17(.):72978726-73006892	0.0967
NM_173477	chr17(.):72907175-72924351	0.104
NM_030630	chr17(.):72941838-72973900	0.0882
NM_178160	chr17(.):72915369-72935006	0.0905
NR_003587	chr17(.):73579138-73627927	0.0928
NM_001162995	chr17(.):73624513-73642486	0.1183
NR_028439	chr17(.):73627674-73642486	0.1261
NM_001162997	chr17(.):73637645-73649057	0.127
NM_013260	chr17(.):73658398-73709139	0.1293
NR_004397	chr17(.):74549873-74559951	0.1428
NR_004396	chr17(.):74552189-74562275	0.1421
NM_024599	chr17(.):74461974-74502509	0.1228
NR_004395	chr17(.):74552714-74562788	0.1407
NM_134268	chr17(.):74518439-74538782	0.094
NM_001005498	chr17(.):74461974-74488991	0.1112
NM_001077620	chr17(.):74531120-74546458	0.0943
NR_033357	chr17(.):74518667-74546458	0.0945
NM_144677	chr17(.):74859797-74951471	0.0893
NM_198955	chr17(.):74863728-74951471	0.0883
NR_028337	chr17(.):75870082-75885169	0.1212
NM_003955	chr17(.):76347858-76361158	0.1072
NM_198594	chr17(.):77015250-77050870	0.0987
NM_198593	chr17(.):77025471-77050870	0.1035
NM_138793	chr17(.):76982797-77010899	0.1074
NM_005567	chr17(.):76962334-76981061	0.0909
NM_001042573	chr17(.):77066018-77089681	0.1068
NM_178543	chr17(.):77699881-77721021	0.0954
NM_005189	chr17(.):77746976-77766449	0.0938
NM_003655	chr17(.):77801954-77818213	0.0696
NM_032647	chr17(.):77746976-77761331	0.0976
NM_020649	chr17(.):77763175-77775915	0.0793
NM_000152	chr17(.):78070354-78098679	0.0925
NM_002522	chr17(.):78435632-78455404	0.0731
NM_001164638	chr17(.):78383966-78409171	0.1007
NM_001164637	chr17(.):78383966-78416884	0.1015
NM_024591	chr17(.):78960640-78978933	0.0843
NR_026857	chr17(.):78997932-79013519	0.0933
NM_001080395	chr17(.):79086095-79144872	0.0728
NR_027255	chr17(.):79134306-79161964	0.073
NR_029897	chr17(.):79094682-79104749	0.0539
NR_030394	chr17(.):79094075-79104173	0.0533
NR_031652	chr17(.):79101995-79112108	0.0724
NR_036151	chr17(.):79094676-79104755	0.0538
NM_138570	chr17(.):79219670-79274096	0.1091
NM_178519	chr17(.):79271623-79288048	0.0732
NR_036152	chr17(.):79413129-79423214	0.0626
NM_012418	chr17(.):79490416-79509156	0.1005
NM_001614	chr17(.):79471998-79484827	0.1383
NM_001093767	chr17(.):79775292-79796167	0.0997
NM_000160	chr17(.):79757009-79776889	0.0992
NM_000918	chr17(.):79796033-79823544	0.131
NM_001007533	chr17(.):79786367-79797926	0.1009
NM_002359	chr17(.):79871145-79890588	0.1266
NR_033683	chr17(.):79855776-79874077	0.1101
NM_001145113	chr17(.):79892520-79910109	0.103
NM_016538	chr17(.):79864814-79881058	0.1283
NM_006907	chr17(.):79885268-79899968	0.115
NM_032711	chr17(.):79871145-79886408	0.1367
NR_033682	chr17(.):79855776-79874340	0.1107
NM_178493	chr17(.):79905382-79924057	0.0792
NR_015454	chr17(.):79880704-79893629	0.1197
NM_001004431	chr17(.):81032566-81057591	0.0636
NM_004671	chr18(.):44387059-44502466	0.0935
NM_031303	chr18(.):44521786-44633614	0.1391
NM_016427	chr18(.):44553942-44566988	0.1766
NM_001100817	chr18(.):44537730-44549371	0.3039
NM_001100817	chr18(.):44543657-44555298	0.4681
NM_145653	chr18(.):44549572-44561449	0.333
NM_145653	chr18(.):44543657-44555534	0.4675
NM_001100817	chr18(.):44549572-44561213	0.3377
NM_198471	chr19(.):8382467-8413146	0.1341
NM_133475	chr19(.):4178350-4229811	0.1516
NM_130853	chr19(.):5200518-5345814	0.1166
NM_002068	chr19(.):3131190-3168766	0.1162
NM_014601	chr19(.):48211600-48251391	0.0879
NM_194460	chr19(.):642525-668233	0.1445
NM_020695	chr19(.):1810244-1853452	0.1443
NM_012398	chr19(.):3625178-3705477	0.1219
NM_001172673	chr19(.):3219701-3302073	0.1168
NM_021938	chr19(.):3219700-3302073	0.1168
NM_002378	chr19(.):3772966-3806810	0.1186
NR_033342	chr19(.):3220482-3302073	0.1165
NM_205843	chr19(.):3354615-3468603	0.1213
NM_005597	chr19(.):3361572-3468603	0.1222
NM_001042680	chr19(.):3533262-3562571	0.14
NM_139159	chr19(.):4670243-4728855	0.1425
NM_017720	chr19(.):4319039-4343847	0.1563
NR_034166	chr19(.):5889680-5909024	0.1624
NM_000635	chr19(.):5988174-6115664	0.141
NM_001044387	chr19(.):7064470-7092978	0.1599
NM_001166113	chr19(.):7594635-7631653	0.1497
NM_001166114	chr19(.):7595588-7631653	0.1488
NM_005624	chr19(.):8112933-8132547	0.1171
NM_006702	chr19(.):7594037-7631653	0.1492
NM_001166112	chr19(.):7594127-7631653	0.1492
NM_001166111	chr19(.):7594590-7631653	0.1496
NM_006351	chr19(.):7986602-8013708	0.1503
NM_002501	chr19(.):13101583-13214610	0.0981
NM_014921	chr19(.):14253548-14321997	0.0807
NM_002248	chr19(.):18057110-18114930	0.0848
NM_015016	chr19(.):18203602-18267499	0.1077
NM_000923	chr19(.):18313770-18364010	0.0999
NM_001042724	chr19(.):45344392-45397485	0.1017
NM_002856	chr19(.):45344392-45387198	0.0973
NM_015063	chr19(.):47926278-47980307	0.0993
NM_020309	chr19(.):49927654-49949808	0.0876
NM_001136201	chr19(.):55959345-55978049	0.0902
NM_176820	chr19(.):56214797-56254768	0.0883
NM_001085488	chr19(.):55819226-55841708	0.0846
NM_017550	chr19(.):300574-349791	0.1157
NM_199202	chr19(.):357056-381009	0.1091
NM_182577	chr19(.):458345-479983	0.0926
NM_033513	chr19(.):502496-524654	0.158
NM_001136263	chr19(.):400442-414170	0.0711
NM_012435	chr19(.):411582-465996	0.1081
NM_130762	chr19(.):491489-510343	0.1285
NM_001194	chr19(.):584892-622159	0.1089
NM_001728	chr19(.):567536-588493	0.1176
NM_004359	chr19(.):526732-547087	0.1378
NM_005035	chr19(.):612222-638568	0.1117
NM_020637	chr19(.):634925-648604	0.1143
NM_198591	chr19(.):566324-588493	0.1231
NM_005317	chr19(.):539026-554919	0.0965
NM_214710	chr19(.):680545-700461	0.1084
NM_173481	chr19(.):746145-769318	0.118
NM_002579	chr19(.):703952-753330	0.1156
NM_005860	chr19(.):671388-688392	0.0978
NR_036154	chr19(.):808583-818653	0.1223
NM_005481	chr19(.):862961-898218	0.1261
NM_002777	chr19(.):835984-853175	0.1168
NM_001972	chr19(.):847290-861246	0.118
NM_031991	chr19(.):792391-817327	0.1368
NM_001700	chr19(.):822830-837017	0.1174
NM_001928	chr19(.):854664-868610	0.1204
NM_024888	chr19(.):807517-826952	0.1274
NM_001280	chr19(.):1264266-1278171	0.1936
NM_017914	chr19(.):1270519-1284243	0.1714
NM_177401	chr19(.):1243551-1264142	0.1373
NM_001001975	chr19(.):1236748-1249824	0.1526
NM_001405	chr19(.):1281167-1304944	0.1134
NM_152769	chr19(.):1224946-1242990	0.1142
NR_027271	chr19(.):1262469-1275259	0.1626
NM_024407	chr19(.):1378882-1400588	0.1439
NR_024247	chr19(.):1351322-1383430	0.1281
NM_032853	chr19(.):1349975-1383430	0.129
NM_138393	chr19(.):1486164-1502924	0.1478
NR_026557	chr19(.):1519077-1540455	0.1251
NM_203304	chr19(.):1549667-1573057	0.1193
NM_213604	chr19(.):1500016-1518188	0.1283
NM_017573	chr19(.):1476426-1495407	0.1676
NM_152482	chr19(.):1468199-1484228	0.1475
NM_005883	chr19(.):1445147-1478243	0.132
NM_001136139	chr19(.):1604291-1655286	0.1524
NM_003926	chr19(.):1571677-1597652	0.1509
NM_003200	chr19(.):1604291-1657326	0.1515
NM_138813	chr19(.):1777073-1817270	0.1298
NM_001178002	chr19(.):1777073-1817199	0.1298
NR_031730	chr19(.):1811157-1821237	0.1564
NM_001080488	chr19(.):1748661-1780444	0.1065
NR_034114	chr19(.):1817087-1829542	0.1378
NM_004152	chr19(.):2264519-2278487	0.1977
NM_152988	chr19(.):2323628-2360100	0.1373
NM_198532	chr19(.):2269630-2287181	0.1533
NM_144616	chr19(.):2247249-2261422	0.1742
NM_016199	chr19(.):2316519-2333614	0.1603
NM_001101391	chr19(.):2284773-2313156	0.1259
NR_036207	chr19(.):2245637-2255717	0.1248
NM_001130	chr19(.):3047907-3067371	0.0958
NM_198969	chr19(.):3047907-3067964	0.0997
NM_002067	chr19(.):3089407-3126454	0.1034
NM_001136503	chr19(.):3469404-3485540	0.1333
NM_016263	chr19(.):3501294-3541755	0.1361
NM_031304	chr19(.):3485818-3505621	0.1642
NM_001145165	chr19(.):3485818-3505938	0.1668
NM_201636	chr19(.):3589503-3611831	0.1329
NM_001135580	chr19(.):3534154-3549028	0.1255
NM_006339	chr19(.):3567942-3584081	0.1414
NM_021231	chr19(.):3605642-3631813	0.1455
NM_133261	chr19(.):3580568-3598539	0.1383
NM_172251	chr19(.):3757664-3772563	0.1622
NM_004886	chr19(.):3745770-3766673	0.1553
NM_032753	chr19(.):3764088-3777219	0.1085
NM_139355	chr19(.):3772966-3791415	0.1134
NM_014428	chr19(.):3723373-3755682	0.132
NM_015174	chr19(.):3799021-3874027	0.1227
NR_027149	chr19(.):3846803-3874027	0.1294
NM_033064	chr19(.):3875617-3933080	0.1282
NM_001145640	chr19(.):3846810-3874027	0.1294
NM_170678	chr19(.):3928100-3947414	0.1209
NR_002602	chr19(.):3977504-3987570	0.1981
NM_001961	chr19(.):3971053-3990461	0.1875
NM_001348	chr19(.):3953451-3974826	0.1343
NR_030367	chr19(.):3956411-3966510	0.1226
NM_001193285	chr19(.):4169105-4187596	0.1591
NM_032607	chr19(.):4148628-4178048	0.1272
NM_030662	chr19(.):4085319-4129126	0.1322
NM_024333	chr19(.):4299590-4328843	0.1336
NM_005755	chr19(.):4224539-4242524	0.1373
NM_020209	chr19(.):4273597-4295720	0.1297
NM_018074	chr19(.):4242110-4274085	0.1536
NM_001169126	chr19(.):4287224-4307428	0.1334
NM_032868	chr19(.):4338523-4365083	0.1549
NM_001080400	chr19(.):4497191-4522716	0.1106
NM_001013706	chr19(.):4517543-4540208	0.1211
NM_001001520	chr19(.):4467254-4507222	0.1333
NM_052972	chr19(.):4532226-4545036	0.1065
NM_032108	chr19(.):4537599-4564771	0.1222
NM_152362	chr19(.):4634526-4660580	0.1368
NM_001167942	chr19(.):4635028-4660580	0.1354
NR_029607	chr19(.):4765681-4775791	0.1548
NM_182919	chr19(.):4810937-4836737	0.1671
NM_018708	chr19(.):4786727-4800571	0.2033
NR_027148	chr19(.):4764116-4777568	0.1557
NM_181710	chr19(.):5450425-5461867	0.1325
NR_027064	chr19(.):5553177-5573005	0.1125
NM_001097640	chr19(.):5837898-5856485	0.1315
NM_002034	chr19(.):5860836-5875551	0.1443
NM_001134316	chr19(.):5777970-5789776	0.1164
NM_001161619	chr19(.):5780152-5796249	0.1553
NM_000150	chr19(.):5825636-5844742	0.1325
NM_004558	chr19(.):5818817-5833335	0.1223
NM_007320	chr19(.):5911151-5983320	0.156
NM_001017921	chr19(.):5899851-5915263	0.1801
NM_004058	chr19(.):5909192-5921222	0.1284
NR_024372	chr19(.):6999963-7011426	0.1431
NM_144614	chr19(.):7044350-7056746	0.1834
NR_024075	chr19(.):6947510-6995857	0.1321
NM_001136507	chr19(.):7025593-7038022	0.1533
NM_001164419	chr19(.):7032754-7045184	0.1662
NM_001164425	chr19(.):7051215-7063645	0.1647
NM_018083	chr19(.):7576003-7590911	0.1661
NM_020533	chr19(.):7582495-7603895	0.1777
NM_198534	chr19(.):7557444-7578336	0.1361
NR_024491	chr19(.):7532722-7543247	0.0978
NM_080662	chr19(.):7536760-7558905	0.1231
NM_001130955	chr19(.):7499573-7542371	0.134
NM_020196	chr19(.):7679410-7699439	0.1337
NM_020902	chr19(.):7655787-7688196	0.1035
NM_006949	chr19(.):7696990-7717759	0.1445
NM_001171155	chr19(.):7689670-7701510	0.1752
NM_174895	chr19(.):7691506-7703570	0.1859
NM_020415	chr19(.):7728971-7740340	0.1387
NM_014257	chr19(.):7823034-7839491	0.1385
NM_001144899	chr19(.):7799880-7817464	0.1459
NM_174918	chr19(.):7736942-7749719	0.1736
NM_002002	chr19(.):7748642-7772032	0.1321
NR_002931	chr19(.):7847369-7860898	0.122
NM_174894	chr19(.):7740760-7752748	0.1623
NM_001042462	chr19(.):7740706-7752748	0.1634
NM_001042461	chr19(.):7740763-7752748	0.1623
NM_198492	chr19(.):7788842-7802057	0.117
NR_030717	chr19(.):7980866-7993136	0.1742
NM_145185	chr19(.):7963764-7984363	0.1529
NM_003083	chr19(.):7980193-7993136	0.1732
NM_001159944	chr19(.):7906385-7934862	0.1272
NM_145245	chr19(.):7890160-7934862	0.1393
NM_206833	chr19(.):7984380-7996051	0.1593
NM_001190467	chr19(.):7928604-7944326	0.1415
NR_033250	chr19(.):7938516-7950117	0.1069
NM_025061	chr19(.):7948389-7971908	0.1487
NM_001195259	chr19(.):7976031-7988980	0.1677
NM_001419	chr19(.):8018456-8075529	0.1457
NM_032447	chr19(.):8125286-8217385	0.1192
NM_001031	chr19(.):8381383-8392280	0.1683
NM_005001	chr19(.):8371233-8391280	0.1788
NM_016579	chr19(.):8362010-8378240	0.1507
NM_139314	chr19(.):8424010-8444257	0.1306
NM_004218	chr19(.):8450204-8474317	0.1555
NM_178525	chr19(.):8802750-8814172	0.1201
NM_001004699	chr19(.):8836390-8847335	0.1227
NM_144693	chr19(.):8915381-8938565	0.1226
NM_018687	chr19(.):11345294-11357619	0.0952
NM_020812	chr19(.):11304970-11378157	0.0967
NM_012466	chr19(.):11401823-11442672	0.0988
NM_052850	chr19(.):13059971-13073050	0.1207
NM_152654	chr19(.):13075431-13090567	0.1152
NM_207518	chr19(.):14197506-14229992	0.1053
NM_002730	chr19(.):14197506-14233559	0.1058
NM_018154	chr19(.):14225320-14252440	0.1293
NM_173544	chr19(.):17629109-17669648	0.1129
NM_024656	chr19(.):17661510-17698965	0.0922
NM_012088	chr19(.):17617431-17637097	0.1286
NM_001098524	chr19(.):17629109-17667835	0.1133
NM_001080421	chr19(.):17707136-17804008	0.092
NM_138442	chr19(.):18040904-18059794	0.1059
NM_001136203	chr19(.):18038823-18059794	0.105
NM_001025604	chr19(.):18106943-18129911	0.097
NM_015683	chr19(.):18113976-18129911	0.0999
NM_153701	chr19(.):18176371-18202697	0.1033
NM_001098818	chr19(.):18313770-18342248	0.1093
NM_006332	chr19(.):18279578-18293927	0.0882
NM_032683	chr19(.):18299039-18312550	0.1153
NM_002866	chr19(.):18302610-18319874	0.1159
NM_001098819	chr19(.):18313770-18340303	0.1083
NM_001145305	chr19(.):18362905-18390319	0.0942
NR_036575	chr19(.):18355759-18371229	0.0913
NM_024069	chr19(.):18663571-18685197	0.1217
NM_003333	chr19(.):18677613-18693270	0.1194
NM_004750	chr19(.):18699034-18722660	0.0918
NM_012109	chr19(.):18718681-18736849	0.0844
NM_001100419	chr19(.):18694494-18708147	0.1039
NM_018316	chr19(.):18742837-18786302	0.085
NM_002911	chr19(.):18937743-18984039	0.1135
NM_000095	chr19(.):18888582-18907114	0.0857
NM_019849	chr19(.):33694569-33721756	0.0798
NM_002333	chr19(.):33680598-33704773	0.0777
NM_014364	chr19(.):36019313-36041221	0.0963
NM_207392	chr19(.):35973227-35986356	0.097
NM_001190349	chr19(.):35989205-36009560	0.1054
NM_001166034	chr19(.):36009268-36024253	0.0868
NM_033317	chr19(.):35983118-36009560	0.1033
NM_005306	chr19(.):35935616-35947669	0.1006
NM_001126059	chr19(.):35983118-36006391	0.1041
NM_032635	chr19(.):36031544-36043428	0.0921
NR_033746	chr19(.):35983118-36006412	0.104
NM_001035516	chr19(.):35983118-35997813	0.0901
NM_021232	chr19(.):36285891-36309201	0.0769
NM_003332	chr19(.):36390302-36404211	0.0899
NM_001024807	chr19(.):36354400-36375699	0.0971
NM_014266	chr19(.):36388381-36400173	0.0999
NM_199179	chr19(.):36342809-36363048	0.0797
NM_004646	chr19(.):36311273-36347895	0.0797
NM_139239	chr19(.):36374142-36396552	0.1003
NM_001001414	chr19(.):39682603-39697522	0.0953
NM_001080468	chr19(.):39688561-39699906	0.0962
NM_172139	chr19(.):39729271-39740611	0.0986
NM_030622	chr19(.):41694114-41718444	0.0968
NM_001699	chr19(.):41720107-41772671	0.0985
NM_001783	chr19(.):42376189-42390439	0.1307
NM_006423	chr19(.):42455832-42468528	0.1306
NM_004706	chr19(.):42382266-42416604	0.1008
NM_199002	chr19(.):42383445-42416604	0.1013
NM_002088	chr19(.):42497472-42574957	0.0994
NM_152296	chr19(.):42465733-42503382	0.0876
NM_001013257	chr19(.):45307337-45328610	0.0765
NM_001128916	chr19(.):45389476-45411946	0.1118
NR_028414	chr19(.):45425059-45439643	0.0989
NM_000041	chr19(.):45404038-45417650	0.1069
NM_001645	chr19(.):45412920-45427606	0.1076
NM_020709	chr19(.):46989447-47004169	0.0846
NM_001103149	chr19(.):46964747-46979820	0.0821
NM_033258	chr19(.):47132332-47142939	0.1228
NM_005184	chr19(.):47099511-47119039	0.1432
NM_145056	chr19(.):47145868-47169395	0.1072
NM_000960	chr19(.):47118724-47133354	0.1118
NM_001009813	chr19(.):47901380-47927785	0.0935
NM_020160	chr19(.):47901382-47927785	0.0935
NM_003827	chr19(.):47985890-48023497	0.1135
NM_007059	chr19(.):47973399-47992521	0.1066
NM_015710	chr19(.):48243792-48265323	0.0975
NR_003048	chr19(.):48254109-48264219	0.0799
NR_024217	chr19(.):48427074-48437194	0.3718
NR_024224	chr19(.):48422035-48432156	0.3681
NR_024216	chr19(.):48443178-48453300	0.3524
NM_003167	chr19(.):48368722-48394654	0.0849
NR_024217	chr19(.):48453938-48464058	0.3758
NR_024219	chr19(.):48411307-48421427	0.3775
NR_024218	chr19(.):48437797-48447917	0.2935
NR_024216	chr19(.):48405934-48416056	0.3393
NR_004436	chr19(.):48416685-48426807	0.2521
NR_004436	chr19(.):48432437-48442559	0.284
NR_024221	chr19(.):48448552-48458671	0.4629
NM_001128326	chr19(.):48466302-48500427	0.0911
NM_022142	chr19(.):48492907-48533410	0.0962
NM_001080434	chr19(.):48983527-49021446	0.1032
NM_004605	chr19(.):49073992-49107684	0.0956
NM_133498	chr19(.):49104999-49115971	0.0827
NM_177973	chr19(.):49050428-49107684	0.0962
NR_024244	chr19(.):49529925-49540044	0.0892
NM_001161587	chr19(.):49466381-49501610	0.1367
NM_033377	chr19(.):49533825-49545191	0.089
NM_033378	chr19(.):49530129-49541495	0.0878
NM_000737	chr19(.):49521126-49532593	0.0872
NM_000894	chr19(.):49514236-49525347	0.0924
NM_006666	chr19(.):49492155-49524182	0.1095
NR_004383	chr19(.):49535276-49545404	0.0893
NM_033183	chr19(.):49545894-49557368	0.0876
NM_033142	chr19(.):49552530-49563997	0.0903
NM_031886	chr19(.):49565674-49581198	0.09
NM_006179	chr19(.):49559396-49572124	0.0912
NM_033043	chr19(.):49542101-49553568	0.0943
NM_003089	chr19(.):49583464-49616870	0.1235
NM_018111	chr19(.):49616653-49627397	0.1372
NM_003660	chr19(.):49617662-49659280	0.1097
NM_022165	chr19(.):49612617-49626717	0.1361
NM_001195256	chr19(.):49924687-49937075	0.0797
NM_144688	chr19(.):49886474-49926256	0.0795
NM_178449	chr19(.):49920670-49931698	0.0728
NR_000021	chr19(.):49988222-49998304	0.1582
NR_000018	chr19(.):49989431-49999517	0.1754
NM_153329	chr19(.):49951472-49979305	0.1098
NM_001459	chr19(.):49972485-49994488	0.1265
NR_000020	chr19(.):49988873-49998956	0.1596
NR_000019	chr19(.):49989163-49999229	0.1673
NM_017916	chr19(.):49944549-49960115	0.1349
NR_026712	chr19(.):49985864-50000096	0.155
NR_027257	chr19(.):50548936-50575052	0.0901
NR_024227	chr19(.):50590745-50600866	0.1869
NR_024227	chr19(.):50596082-50606203	0.2798
NR_024225	chr19(.):50626658-50636779	0.258
NR_024225	chr19(.):50615976-50626097	0.2891
NR_024242	chr19(.):50621330-50631451	0.2566
NR_024228	chr19(.):50610624-50620745	0.3125
NR_024228	chr19(.):50605270-50615391	0.2834
NR_024228	chr19(.):50602211-50612332	0.288
NR_024215	chr19(.):50599147-50609268	0.2855
NR_024243	chr19(.):50638458-50648577	0.2402
NR_024230	chr19(.):50637374-50647494	0.2859
NM_152358	chr19(.):50650804-50671538	0.08
NR_024231	chr19(.):50632001-50642121	0.3536
NM_001024656	chr19(.):51009856-51022947	0.0746
NM_001080457	chr19(.):51015149-51076302	0.0746
NM_001114598	chr19(.):51009856-51022142	0.0769
NM_138334	chr19(.):51004258-51019345	0.0773
NR_004384	chr19(.):51103219-51113342	0.0649
NM_000363	chr19(.):55658135-55674100	0.0696
NM_178837	chr19(.):55665030-55683018	0.0839
NM_001126132	chr19(.):55639160-55665606	0.0882
NM_003180	chr19(.):55679468-55696720	0.0849
NM_017607	chr19(.):55597280-55633927	0.0886
NM_001145402	chr19(.):55861275-55879620	0.0813
NM_000641	chr19(.):55870756-55886814	0.0802
NM_014501	chr19(.):55907649-55924325	0.1196
NM_001136137	chr19(.):55892299-55904087	0.1305
NM_139172	chr19(.):55883203-55894612	0.0891
NM_001145176	chr19(.):55935104-55959230	0.0989
NM_001190764	chr19(.):55885611-55900627	0.1032
NM_032701	chr19(.):55846220-55864489	0.1021
NM_144613	chr19(.):55856069-55871182	0.0748
NM_001101401	chr19(.):56036099-56053435	0.0792
NM_152600	chr19(.):56083890-56097211	0.0717
NM_001144950	chr19(.):55994869-56035466	0.0883
NM_020378	chr19(.):55991556-56003935	0.0587
NM_033113	chr19(.):55982698-56000854	0.0893
NM_001195267	chr19(.):55994869-56020691	0.0831
NM_032836	chr19(.):56097736-56115893	0.1087
NM_153219	chr19(.):56106729-56119504	0.1319
NM_001145014	chr19(.):56265506-56279541	0.1267
NM_033118	chr20(.):30402177-30427500	0.1145
NM_023068	chr20(.):3662616-3692775	0.0978
NM_014902	chr20(.):34990443-35162040	0.1006
NM_080618	chr20(.):56067223-56105154	0.1164
NR_034147	chr20(.):57085434-57199948	0.0857
NM_001794	chr20(.):59822558-60517299	0.0749
NR_003244	chr20(.):61727643-61740737	0.0709
NM_002531	chr20(.):61335188-61399123	0.0816
NM_199359	chr20(.):62491589-62527890	0.1077
NM_001958	chr20(.):62114365-62135505	0.0733
NM_025224	chr20(.):62370877-62441856	0.0809
NM_145762	chr20(.):3634938-3649046	0.1326
NM_153202	chr20(.):3643619-3667738	0.1103
NM_001197327	chr20(.):3708316-3738758	0.0995
NM_001012644	chr20(.):30443869-30462801	0.0956
NM_177991	chr20(.):30443869-30463011	0.096
NM_004118	chr20(.):30427102-30438420	0.1039
NM_080611	chr20(.):30443869-30463479	0.0951
NM_001008409	chr20(.):30453504-30535858	0.0947
NM_173073	chr20(.):44973176-44998064	0.1061
NR_034124	chr20(.):48904256-48936456	0.0958
NM_002591	chr20(.):56131136-56146513	0.0993
NM_001160419	chr20(.):56182946-56200632	0.1402
NM_003763	chr20(.):57221327-57259582	0.1039
NR_031658	chr20(.):60523601-60533718	0.0619
NM_005560	chr20(.):60879120-60947368	0.0813
NM_001024	chr20(.):60957120-60968576	0.13
NM_031215	chr20(.):60958685-60987339	0.101
NM_080473	chr20(.):61033552-61056026	0.0752
NM_080833	chr20(.):60980292-61007629	0.0867
NM_178463	chr20(.):61142659-61172971	0.075
NR_029780	chr20(.):61146512-61156583	0.0558
NR_033263	chr20(.):61136437-61153768	0.0481
NR_029676	chr20(.):61157118-61167220	0.0747
NR_024470	chr20(.):61289378-61302973	0.0841
NM_016354	chr20(.):61268796-61308647	0.1077
NM_001853	chr20(.):61443413-61477511	0.074
NM_007346	chr20(.):61431176-61450352	0.0971
NM_018270	chr20(.):61422804-61436945	0.1067
NM_001193370	chr20(.):61513566-61562903	0.1065
NM_080797	chr20(.):61513566-61574304	0.1091
NM_022082	chr20(.):61578998-61604949	0.0898
NM_017896	chr20(.):61564440-61584827	0.1156
NM_080606	chr20(.):61632330-61643387	0.1086
NR_003245	chr20(.):61721844-61738671	0.063
NR_028295	chr20(.):61660568-61673380	0.0987
NR_033369	chr20(.):61664362-61690215	0.0886
NR_033370	chr20(.):61635734-61721423	0.0912
NR_029670	chr20(.):61804851-61814938	0.0531
NM_017798	chr20(.):61821781-61852538	0.1002
NM_139317	chr20(.):61862275-61876854	0.0704
NM_000744	chr20(.):61969664-61997695	0.0709
NR_024389	chr20(.):61880329-61897967	0.0797
NM_018209	chr20(.):61899164-61926142	0.0868
NR_036220	chr20(.):61913159-61923218	0.0746
NM_020882	chr20(.):61919537-61967285	0.0733
NM_152864	chr20(.):61867135-61890892	0.0709
NR_036163	chr20(.):61865130-61875194	0.0648
NM_172109	chr20(.):62060031-62108993	0.0699
NM_172106	chr20(.):62032541-62108993	0.0691
NM_024299	chr20(.):62147132-62158524	0.0827
NM_024059	chr20(.):62179372-62193035	0.0707
NM_080823	chr20(.):62167162-62183857	0.0957
NM_033405	chr20(.):62184438-62204107	0.0765
NM_005975	chr20(.):62154775-62173707	0.0801
NM_001037335	chr20(.):62184438-62210592	0.0859
NM_080622	chr20(.):62487565-62499341	0.1243
NM_025219	chr20(.):62521454-62572384	0.0947
NR_027686	chr20(.):62660696-62676315	0.1028
NM_018419	chr20(.):62674078-62685979	0.0847
NM_182647	chr20(.):62706487-62736996	0.0935
NM_001039467	chr20(.):62699534-62716324	0.087
NM_005286	chr20(.):62732182-62743184	0.0866
NM_003195	chr20(.):62689009-62708700	0.099
