REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
5_MACS_peak_23156_lociStitched	chr6	31783449	31805297	5	13576	28382.7368	390	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	390	1
1_MACS_peak_13423_lociStitched	chr19	40166180	40173627	1	7448	28335.835	391	1	LGALS17A	LOC100129935,LGALS16,LGALS14	LGALS17A	391	1
1_MACS_peak_21327_lociStitched	chr5	14210700	14220070	1	9371	28333.943	392	1	TRIO		TRIO	392	1
2_MACS_peak_2110_lociStitched	chr1	183438816	183449136	2	6551	28332.528	393	1	SMG7		SMG7	393	1
5_MACS_peak_28187_lociStitched	chr9	126079842	126103673	5	15957	28306.4618	394	1		CRB2,STRBP	CRB2	394	1
1_MACS_peak_23698_lociStitched	chr6	88624800	88637972	1	13173	28247.354	395	1			SPACA1	395	1
2_MACS_peak_8341_lociStitched	chr15	31367529	31379160	2	10602	28230.7632	396	1	TRPM1	MIR211	MIR211	396	1
4_MACS_peak_1917_lociStitched	chr1	162542932	162561692	4	11384	28222.544	397	1	UAP1	DDR2	UAP1	397	1
2_MACS_peak_23820_lociStitched	chr6	106585212	106596073	2	9808	28160.4008	398	1		PRDM1	PRDM1	398	1
2_MACS_peak_8551_lociStitched	chr15	46994771	47009213	2	12997	28131.5718	399	1			SEMA6D	399	1
3_MACS_peak_9844_lociStitched	chr16	30193278	30206277	3	7714	28094.7387	400	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,BOLA2B		CORO1A	400	1
2_MACS_peak_10150_lociStitched	chr16	68786125	68802239	2	15226	27965.847	401	1	CDH1		CDH1	401	1
2_MACS_peak_11785_lociStitched	chr17	74775725	74789025	2	13078	27871.48	402	1		MFSD11,MIR636,SRSF2	MFSD11	402	1
5_MACS_peak_24765_lociStitched	chr7	38383839	38408355	5	16726	27862.434	403	1			TARP	403	1
7_MACS_peak_23831_lociStitched	chr6	107421645	107451999	7	16275	27828.5472	404	1	BEND3		BEND3	404	1
2_MACS_peak_26732_lociStitched	chr8	95896563	95909698	2	12548	27726.6715	405	1	CCNE2		CCNE2	405	1
2_MACS_peak_18120_lociStitched	chr3	13365008	13380163	2	14099	27656.3595	406	1	NUP210		NUP210	406	1
2_MACS_peak_11607_lociStitched	chr17	62195157	62210222	2	12890	27600.5865	407	1	ERN1	SNORD104,SNORA76	ERN1	407	1
4_MACS_peak_27208_lociStitched	chr8	145732795	145755105	4	11377	27552.85	408	1	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	408	1
4_MACS_peak_11799_lociStitched	chr17	75131071	75144609	4	12293	27471.3096	409	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	409	1
4_MACS_peak_19287_lociStitched	chr3	151985118	152003300	4	14723	27454.82	410	1	MBNL1,LOC401093	MBNL1	LOC401093	410	1
2_MACS_peak_11776_lociStitched	chr17	74486276	74498744	2	10635	27434.5872	411	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	411	1
2_MACS_peak_12135_lociStitched	chr18	19314656	19329173	2	11171	27361.6416	412	1	MIB1	ABHD3	MIB1	412	1
2_MACS_peak_20433_lociStitched	chr4	87854879	87870222	2	10237	27359.6376	413	1	AFF1	C4orf36	AFF1	413	1
1_MACS_peak_15988_lociStitched	chr2	231728988	231739985	1	10998	27351.7384	414	1	ITM2C	GPR55	ITM2C	414	1
3_MACS_peak_13882_lociStitched	chr19	56339680	56356392	3	11648	27337.4896	415	1	NLRP4,NLRP11		NLRP11	415	1
4_MACS_peak_24053_lociStitched	chr6	134556723	134578275	4	11272	27215.8656	416	1	SGK1		SGK1	416	1
3_MACS_peak_1950_lociStitched	chr1	167416081	167426345	3	9246	27207.8112	417	1	CD247		CD247	417	1
2_MACS_peak_18384_lociStitched	chr3	46245442	46257100	2	9698	27153.8136	418	1	CCR1	CCR3	CCR1	418	1
1_MACS_peak_13630_lociStitched	chr19	47216360	47222939	1	6580	27152.8488	419	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	419	1
2_MACS_peak_11783_lociStitched	chr17	74721479	74735359	2	8792	27149.28	420	1	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	420	1
2_MACS_peak_29575_lociStitched	chrX	153569092	153581448	2	9086	27146.132	421	1	FLNA	TKTL1,EMD,RPL10,SNORA70,TEX28	FLNA	421	1
1_MACS_peak_14292_lociStitched	chr2	33716658	33725529	1	8872	27134.6148	422	1	RASGRP3	RASGRP3	RASGRP3	422	1
3_MACS_peak_16912_lociStitched	chr20	61516288	61532428	3	11902	27115.2	423	1	DIDO1	DPH3P1,C20orf11,TCFL5	TCFL5	423	1
4_MACS_peak_28216_lociStitched	chr9	127614849	127635725	4	9482	27111.6612	424	1	WDR38,ARPC5L,RPL35		RPL35	424	1
5_MACS_peak_11059_lociStitched	chr17	37022950	37038656	5	12332	26987.6198	425	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	425	1
1_MACS_peak_13642_lociStitched	chr19	47613859	47617876	1	4018	26965.7193	426	1	ZC3H4	SAE1	ZC3H4	426	1
1_MACS_peak_27103_lociStitched	chr8	134579096	134586109	1	7014	26946.7512	427	1	ST3GAL1		ST3GAL1	427	1
2_MACS_peak_15775_lociStitched	chr2	204568208	204583802	2	11041	26926.1598	428	1	CD28		CD28	428	1
5_MACS_peak_22046_lociStitched	chr5	118663386	118689989	5	15864	26839.7667	429	1	TNFAIP8	TNFAIP8	TNFAIP8	429	1
2_MACS_peak_16594_lociStitched	chr20	42306889	42318678	2	8578	26784.608	430	1	MYBL2	GTSF1L	MYBL2	430	1
5_MACS_peak_19099_lociStitched	chr3	130557425	130574887	5	13842	26690.667	431	1	ATP2C1	ATP2C1	ATP2C1	431	1
1_MACS_peak_21380_lociStitched	chr5	26875850	26887153	1	11304	26668.2982	432	1	CDH9		CDH9	432	1
5_MACS_peak_3415_lociStitched	chr10	74004317	74024759	5	14345	26662.5006	433	1		ANAPC16,DDIT4,ASCC1	DDIT4	433	1
1_MACS_peak_19496_lociStitched	chr3	178229688	178241133	1	11446	26626.7925	434	1		KCNMB2	KCNMB2	434	1
6_MACS_peak_16436_lociStitched	chr20	32357602	32378293	6	17824	26581.7277	435	1	ZNF341	CHMP4B,PXMP4	CHMP4B	435	1
1_MACS_peak_12388_lociStitched	chr18	52980277	52992088	1	11812	26571.2067	436	1	TCF4		TCF4	436	1
1_MACS_peak_1753_lociStitched	chr1	155529915	155534884	1	4970	26550.8577	437	1	LOC645676,ASH1L	MSTO1	ASH1L	437	1
1_MACS_peak_5421_lociStitched	chr12	6640586	6646210	1	5625	26498.0384	438	1	NCAPD2,GAPDH	SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	438	1
2_MACS_peak_2072_lociStitched	chr1	179963982	179975822	2	9684	26429.248	439	1	CEP350		CEP350	439	1
3_MACS_peak_12657_lociStitched	chr19	2049261	2062887	3	8792	26426.2644	440	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	440	1
2_MACS_peak_11193_lociStitched	chr17	40728391	40740023	2	8342	26381.376	441	1	PSMC3IP,FAM134C	NAGLU,HSD17B1,COASY,MLX,TUBG1	PSMC3IP	441	1
3_MACS_peak_20910_lociStitched	chr4	156579301	156598064	3	8836	26348.8809	442	1	GUCY1A3		GUCY1A3	442	1
3_MACS_peak_13759_lociStitched	chr19	50369672	50382254	3	7518	26334.126	443	1	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	443	1
1_MACS_peak_21184_lociStitched	chr5	217232	225466	1	8235	26331.5086	444	1	SDHA,CCDC127	LRRC14B,PDCD6	SDHA	444	1
3_MACS_peak_2137_lociStitched	chr1	184524590	184541869	3	13916	26281.359	445	1	C1orf21		C1orf21	445	1
4_MACS_peak_13566_lociStitched	chr19	45503937	45521938	4	9241	26276.0597	446	1	RELB	CLPTM1,CLASRP	RELB	446	1
3_MACS_peak_8345_lociStitched	chr15	31519400	31530799	3	10016	26275.8349	447	1			KLF13	447	1
3_MACS_peak_26271_lociStitched	chr8	33409491	33425239	3	12371	26269.2388	448	1	RNF122	C8orf41,DUSP26	RNF122	448	1
5_MACS_peak_9720_lociStitched	chr16	23344371	23365515	5	13232	26224.9032	449	1	SCNN1B		SCNN1B	449	1
2_MACS_peak_16903_lociStitched	chr20	61272835	61285120	2	10550	26222.3325	450	1	SLCO4A1	LOC100127888	SLCO4A1	450	1
4_MACS_peak_22614_lociStitched	chr5	176717070	176740644	4	12540	26219.0028	451	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	451	1
3_MACS_peak_13734_lociStitched	chr19	49954071	49963474	3	7290	26119.6534	452	1	ALDH16A1,PIH1D1	LOC645971,FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PTH2,SLC17A7,MIR150	ALDH16A1	452	1
3_MACS_peak_8072_lociStitched	chr14	94474271	94493433	3	11792	26117.806	453	1	C14orf48,OTUB2	C14orf48	OTUB2	453	1
6_MACS_peak_3808_lociStitched	chr10	111640186	111670668	6	18208	26107.833	454	1	XPNPEP1		XPNPEP1	454	1
3_MACS_peak_24069_lociStitched	chr6	135187262	135204196	3	10790	26069.893	455	1			ALDH8A1	455	1
1_MACS_peak_26806_lociStitched	chr8	101961832	101966623	1	4792	26040.5223	456	1	YWHAZ		YWHAZ	456	1
4_MACS_peak_17413_lociStitched	chr22	23152662	23168500	4	10728	26039.2558	457	1	MIR650		MIR650	457	1
2_MACS_peak_10565_lociStitched	chr17	4842167	4855259	2	8358	25962.7452	458	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	458	1
3_MACS_peak_676_lociStitched	chr1	37933294	37946378	3	9099	25861.8344	459	1	ZC3H12A	MEAF6	ZC3H12A	459	1
4_MACS_peak_17775_lociStitched	chr22	39910714	39929590	4	10693	25854.4572	460	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	460	1
1_MACS_peak_12307_lociStitched	chr18	46472358	46480196	1	7839	25808.9664	461	1	SMAD7	SMAD7	SMAD7	461	1
6_MACS_peak_13832_lociStitched	chr19	55164872	55193120	6	18000	25801.7232	462	1	LILRB4	LILRB1,LILRP2,KIR3DL3	LILRB4	462	1
3_MACS_peak_10593_lociStitched	chr17	6915034	6927181	3	8898	25790.5104	463	1	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	463	1
2_MACS_peak_22976_lociStitched	chr6	26020976	26034752	2	10945	25770.7632	464	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	464	1
1_MACS_peak_15361_lociStitched	chr2	158294763	158302780	1	8018	25765.0346	465	1	CYTIP		CYTIP	465	1
3_MACS_peak_6083_lociStitched	chr12	58281623	58299411	3	9780	25701.8812	466	1		XRCC6BP1,CTDSP2	XRCC6BP1	466	1
4_MACS_peak_11848_lociStitched	chr17	76267931	76277889	4	9452	25686.661	467	1		LOC283999,EPR1	LOC283999	467	1
2_MACS_peak_26186_lociStitched	chr8	26428127	26437512	2	8258	25657.6515	468	1	DPYSL2		DPYSL2	468	1
7_MACS_peak_13451_lociStitched	chr19	40909468	40941957	7	12771	25653.3144	469	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	SERTAD1	469	1
2_MACS_peak_21792_lociStitched	chr5	78523035	78535329	2	10053	25630.5312	470	1	JMY		JMY	470	1
1_MACS_peak_8814_lociStitched	chr15	69081398	69092302	1	10905	25611.3152	471	1	ANP32A	MIR548H4,MIR4312,C15orf28	MIR4312	471	1
1_MACS_peak_14692_lociStitched	chr2	70312549	70317389	1	4841	25574.56	472	1	PCBP1,LOC400960	LOC100133985	PCBP1	472	1
2_MACS_peak_16115_lociStitched	chr2	241517262	241527662	2	9466	25545.52	473	1	RNPEPL1,CAPN10	DUSP28,GPR35,ANKMY1	CAPN10	473	1
3_MACS_peak_10020_lociStitched	chr16	57567820	57584000	3	12281	25520.714	474	1	GPR114,CCDC102A	DOK4	GPR114	474	1
6_MACS_peak_1443_lociStitched	chr1	120658840	120686658	6	14985	25520.2332	475	1		NOTCH2	NOTCH2	475	1
1_MACS_peak_25693_lociStitched	chr7	129588253	129593539	1	5287	25437.2892	476	1	UBE2H		UBE2H	476	1
3_MACS_peak_1796_lociStitched	chr1	156689327	156699431	3	9120	25408.5288	477	1	C1orf66,ISG20L2	PRCC,NES,CRABP2,MRPL24,HDGF	ISG20L2	477	1
1_MACS_peak_1339_lociStitched	chr1	111172765	111182457	1	9693	25392.0708	478	1		KCNA2,KCNA3	KCNA2	478	1
1_MACS_peak_28926_lociStitched	chrX	48767969	48779467	1	11499	25370.337	479	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	479	1
3_MACS_peak_14144_lociStitched	chr2	20615188	20630109	3	11257	25331.3817	480	1		RHOB	RHOB	480	1
3_MACS_peak_15735_lociStitched	chr2	202116438	202128947	3	11864	25320.7178	481	1	CASP8		CASP8	481	1
2_MACS_peak_19931_lociStitched	chr4	12694100	12705412	2	10339	25274.4016	482	1			HSP90AB2P	482	1
1_MACS_peak_3029_lociStitched	chr10	17268658	17275646	1	6989	25207.8124	483	1	VIM	TRDMT1	VIM	483	1
2_MACS_peak_23424_lociStitched	chr6	44223591	44234275	2	8788	25200.3508	484	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	484	1
1_MACS_peak_10350_lociStitched	chr16	85586188	85592664	1	6477	25161.2028	485	1			KIAA0182	485	1
3_MACS_peak_16010_lociStitched	chr2	232534738	232552815	3	8337	25105.3376	486	1		PTMA,MIR1244-1	PTMA	486	1
2_MACS_peak_6737_lociStitched	chr12	125397851	125412569	2	9862	25082.4156	487	1	UBC	SCARB1	UBC	487	1
2_MACS_peak_20400_lociStitched	chr4	84130801	84143991	2	11735	25053.086	488	1			COQ2	488	1
3_MACS_peak_23050_lociStitched	chr6	27790568	27808538	3	9465	25044.789	489	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	489	1
2_MACS_peak_28308_lociStitched	chr9	131445289	131453390	2	7055	25023.989	490	1	SET	PKN3,WDR34,ZDHHC12	SET	490	1
4_MACS_peak_5179_lociStitched	chr11	120364836	120383258	4	12203	24950.7568	491	1			GRIK4	491	1
4_MACS_peak_1054_lociStitched	chr1	67221752	67246094	4	15118	24943.2474	492	1	TCTEX1D1	INSL5	TCTEX1D1	492	1
3_MACS_peak_23309_lociStitched	chr6	37271881	37286553	3	10835	24936.5312	493	1	TBC1D22B	RNF8,TMEM217	RNF8	493	1
3_MACS_peak_399_lociStitched	chr1	25345256	25361236	3	13487	24901.634	494	1			RUNX3	494	1
2_MACS_peak_7303_lociStitched	chr13	115039685	115048905	2	7800	24897.688	495	1	UPF3A	CDC16,ZNF828	UPF3A	495	1
4_MACS_peak_28274_lociStitched	chr9	130660952	130680382	4	10350	24889.83	496	1	ST6GALNAC6,ST6GALNAC4	ENG,AK1,PIP5KL1,DPM2,FAM102A	ST6GALNAC4	496	1
3_MACS_peak_15956_lociStitched	chr2	227646131	227666584	3	12397	24872.8933	497	1	IRS1	RHBDD1	IRS1	497	1
2_MACS_peak_16512_lociStitched	chr20	35088874	35101934	2	11066	24872.77	498	1	DLGAP4		DLGAP4	498	1
3_MACS_peak_5234_lociStitched	chr11	126056033	126069134	3	9553	24793.6425	499	1		FAM118B,RPUSD4	RPUSD4	499	1
1_MACS_peak_5862_lociStitched	chr12	49759441	49765779	1	6339	24783.4814	500	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	500	1
4_MACS_peak_28459_lociStitched	chr9	137282106	137300051	4	10409	24767.689	501	1	RXRA		RXRA	501	1
3_MACS_peak_27827_lociStitched	chr9	93912635	93929737	3	10488	24756.8552	502	1			LOC100129316	502	1
2_MACS_peak_17820_lociStitched	chr22	41834702	41844778	2	5676	24744.6408	503	1	TOB2	ACO2,PHF5A	TOB2	503	1
3_MACS_peak_11195_lociStitched	chr17	40759593	40771918	3	6421	24702.9975	504	1	TUBG1,FAM134C	COASY,MLX,TUBG2,PSMC3IP	FAM134C	504	1
3_MACS_peak_21915_lociStitched	chr5	95258909	95277971	3	13329	24671.9466	505	1	ELL2		ELL2	505	1
3_MACS_peak_4535_lociStitched	chr11	62306082	62325886	3	14563	24661.9212	506	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	506	1
2_MACS_peak_20785_lociStitched	chr4	140215864	140224668	2	7898	24638.8744	507	1	NAA15,NDUFC1	C4orf49	NDUFC1	507	1
4_MACS_peak_12640_lociStitched	chr19	1847395	1865507	4	10002	24612.3968	508	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	508	1
2_MACS_peak_24190_lociStitched	chr6	144383457	144400255	2	10834	24600.671	509	1	PLAGL1	SF3B5	PLAGL1	509	1
1_MACS_peak_19273_lociStitched	chr3	150314336	150323914	1	9579	24536.9204	510	1	SELT	EIF2A,SERP1	SELT	510	1
2_MACS_peak_10273_lociStitched	chr16	80612776	80626483	2	10172	24509.4867	511	1		DYNLRB2	DYNLRB2	511	1
2_MACS_peak_25944_lociStitched	chr7	156802055	156811062	2	8517	24483.7281	512	1	MNX1		MNX1	512	1
2_MACS_peak_27395_lociStitched	chr9	21986088	21996810	2	9312	24439.7268	513	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	513	1
5_MACS_peak_21302_lociStitched	chr5	10590632	10609208	5	14927	24356.8512	514	1	ANKRD33B		ANKRD33B	514	1
2_MACS_peak_15560_lociStitched	chr2	182168406	182179963	2	11402	24345.9762	515	1			ITGA4	515	1
2_MACS_peak_10583_lociStitched	chr17	6063488	6074746	2	10621	24319.5316	516	1			WSCD1	516	1
1_MACS_peak_16701_lociStitched	chr20	46386275	46393103	1	6829	24317.922	517	1	SULF2		SULF2	517	1
2_MACS_peak_11225_lociStitched	chr17	41436768	41447597	2	6067	24307.8563	518	1	LOC100130581	ARL4D	LOC100130581	518	1
3_MACS_peak_4838_lociStitched	chr11	72851299	72870266	3	13312	24292.9336	519	1	FCHSD2		FCHSD2	519	1
2_MACS_peak_10071_lociStitched	chr16	66549602	66559956	2	9164	24251.1388	520	1	TK2	CKLF,CMTM1	TK2	520	1
3_MACS_peak_23601_lociStitched	chr6	74159734	74172959	3	6914	24216.2975	521	1	MTO1,C6orf150		C6orf150	521	1
1_MACS_peak_14369_lociStitched	chr2	42327928	42334777	1	6850	24148.8891	522	1			PKDCC	522	1
1_MACS_peak_1494_lociStitched	chr1	145208127	145213813	1	5687	24095.5622	523	1	NOTCH2NL		NOTCH2NL	523	1
4_MACS_peak_2190_lociStitched	chr1	192498869	192521132	4	14266	24068.5293	524	1		RGS1	RGS1	524	1
1_MACS_peak_8613_lociStitched	chr15	52753840	52760958	1	7119	24055.281	525	1	MYO5A		MYO5A	525	1
1_MACS_peak_25598_lociStitched	chr7	121976070	121985719	1	9650	24031.7994	526	1	CADPS2	LOC154860,FEZF1	FEZF1	526	1
1_MACS_peak_20546_lociStitched	chr4	106552020	106560490	1	8471	23998.051	527	1	ARHGEF38		INTS12	527	1
4_MACS_peak_15779_lociStitched	chr2	204717417	204741136	4	13413	23968.0495	528	1	CTLA4		CTLA4	528	1
1_MACS_peak_18109_lociStitched	chr3	13050267	13062111	1	11845	23940.2772	529	1	IQSEC1	IQSEC1	IQSEC1	529	1
2_MACS_peak_396_lociStitched	chr1	25249629	25257716	2	8007	23905.9807	530	1	RUNX3		RUNX3	530	1
3_MACS_peak_19325_lociStitched	chr3	156528575	156545487	3	11370	23905.112	531	1	LEKR1,PA2G4P4		LEKR1	531	1
1_MACS_peak_1755_lociStitched	chr1	155656478	155660002	1	3525	23899.0632	532	1	DAP3,YY1AP1	YY1AP1	YY1AP1	532	1
3_MACS_peak_11817_lociStitched	chr17	75429193	75442224	3	11548	23849.3362	533	1	SEPT9	SEPT9,MIR4316	SEPT9	533	1
3_MACS_peak_9873_lociStitched	chr16	30661260	30673092	3	7369	23841.48	534	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	534	1
7_MACS_peak_4612_lociStitched	chr11	64835535	64864847	7	16754	23818.9312	535	1	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	CDCA5	535	1
3_MACS_peak_15386_lociStitched	chr2	160745538	160761976	3	11879	23797.2926	536	1	LY75-CD302,LY75		LY75-CD302	536	1
1_MACS_peak_27941_lociStitched	chr9	100744590	100748075	1	3486	23788.61	537	1	ANP32B	HEMGN	ANP32B	537	1
1_MACS_peak_1801_lociStitched	chr1	156735622	156740330	1	4709	23781.5204	538	1	PRCC	C1orf66,NTRK1,ISG20L2,MRPL24,HDGF,SH2D2A	PRCC	538	1
3_MACS_peak_14072_lociStitched	chr2	11636958	11648737	3	10767	23746.464	539	1		GREB1,E2F6	GREB1	539	1
5_MACS_peak_21409_lociStitched	chr5	32277092	32302001	5	18399	23715.8589	540	1	MTMR12		MTMR12	540	1
1_MACS_peak_1857_lociStitched	chr1	160676389	160685264	1	8876	23707.7875	541	1	CD48	SLAMF7	CD48	541	1
2_MACS_peak_27902_lociStitched	chr9	98267350	98279673	2	8424	23684.806	542	1	PTCH1		PTCH1	542	1
1_MACS_peak_13751_lociStitched	chr19	50178217	50184643	1	6427	23681.0952	543	1	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	543	1
1_MACS_peak_11251_lociStitched	chr17	42244359	42250256	1	5898	23658.764	544	1	ASB16	C17orf53,TMUB2,HDAC5,C17orf65,ATXN7L3,UBTF	ASB16	544	1
2_MACS_peak_29264_lociStitched	chrX	106915808	106931201	2	11319	23648.2659	545	1		PRPS1,TSC22D3	TSC22D3	545	1
1_MACS_peak_21109_lociStitched	chr4	185454323	185460932	1	6610	23619.9051	546	1			IRF2	546	1
3_MACS_peak_6032_lociStitched	chr12	57021997	57031469	3	8466	23604.224	547	1	BAZ2A	SNORD59B,SNORD59A,ATP5B	BAZ2A	547	1
3_MACS_peak_11440_lociStitched	chr17	48994636	49010082	3	13071	23578.319	548	1			TOB1	548	1
1_MACS_peak_28500_lociStitched	chr9	139792081	139798878	1	6798	23562.4802	549	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	549	1
4_MACS_peak_23046_lociStitched	chr6	27759142	27784210	4	14502	23533.8384	550	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H2BL	550	1
2_MACS_peak_27817_lociStitched	chr9	93677372	93690151	2	7941	23521.0274	551	1			SYK	551	1
7_MACS_peak_29030_lociStitched	chrX	58123360	58159720	7	26211	23514.012	552	1			ZXDA	552	1
1_MACS_peak_15480_lociStitched	chr2	174826621	174831752	1	5132	23513.8337	553	1	SP3		SP3	553	1
4_MACS_peak_28336_lociStitched	chr9	132081298	132099741	4	8540	23470.5618	554	1	C9orf106		C9orf106	554	1
2_MACS_peak_11360_lociStitched	chr17	46124109	46135330	2	10512	23460.8668	555	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	555	1
1_MACS_peak_18133_lociStitched	chr3	14159362	14168124	1	8763	23440.9786	556	1	TMEM43,CHCHD4		CHCHD4	556	1
6_MACS_peak_19005_lociStitched	chr3	124488391	124512635	6	15008	23380.9136	557	1	ITGB5	UMPS	UMPS	557	1
2_MACS_peak_21219_lociStitched	chr5	1340246	1346256	2	5930	23380.102	558	1	CLPTM1L	TERT	CLPTM1L	558	1
2_MACS_peak_23117_lociStitched	chr6	30683980	30690764	2	6758	23376.9856	559	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	559	1
3_MACS_peak_21225_lociStitched	chr5	1511039	1524963	3	8990	23371.434	560	1	LPCAT1		LPCAT1	560	1
2_MACS_peak_16766_lociStitched	chr20	50015874	50032638	2	10833	23313.6948	561	1	NFATC2	MIR3194	MIR3194	561	1
2_MACS_peak_15341_lociStitched	chr2	153913868	153929386	2	10802	23312.6914	562	1			ARL6IP6	562	1
1_MACS_peak_11435_lociStitched	chr17	48940969	48946203	1	5235	23280.832	563	1	TOB1	WFIKKN2	TOB1	563	1
3_MACS_peak_18286_lociStitched	chr3	39247198	39263467	3	10160	23277.6852	564	1		XIRP1	XIRP1	564	1
1_MACS_peak_15878_lociStitched	chr2	217080367	217089719	1	9353	23273.3872	565	1			XRCC5	565	1
1_MACS_peak_20296_lociStitched	chr4	76519873	76526436	1	6564	23256.6468	566	1	CDKL2	C4orf26	CDKL2	566	1
4_MACS_peak_29589_lociStitched	chrX	153706444	153724674	4	7901	23250.542	567	1	LAGE3,UBL4A,SLC10A3	ATP6AP1,GDI1,FAM50A,PLXNA3,IKBKG,FAM3A	UBL4A	567	1
1_MACS_peak_28115_lociStitched	chr9	117144821	117151810	1	6990	23236.3283	568	1	AKNA		AKNA	568	1
2_MACS_peak_10551_lociStitched	chr17	4268015	4281248	2	10913	23233.1781	569	1	UBE2G1		UBE2G1	569	1
3_MACS_peak_6038_lociStitched	chr12	57099794	57120011	3	15083	23211.1377	570	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	570	1
1_MACS_peak_1593_lociStitched	chr1	150335484	150339864	1	4381	23198.232	571	1	RPRD2	PRPF3	RPRD2	571	1
1_MACS_peak_23408_lociStitched	chr6	43737186	43744873	1	7688	23183.2233	572	1	VEGFA		VEGFA	572	1
4_MACS_peak_16694_lociStitched	chr20	46114628	46136875	4	11491	23168.0258	573	1	NCOA3		NCOA3	573	1
4_MACS_peak_5468_lociStitched	chr12	8462965	8476108	4	11492	23148.7659	574	1			LOC389634	574	1
1_MACS_peak_20389_lociStitched	chr4	83292206	83297243	1	5038	23122.8522	575	1	HNRNPD		HNRNPD	575	1
2_MACS_peak_22397_lociStitched	chr5	150459586	150476104	2	11709	23065.7352	576	1	TNIP1	ANXA6	TNIP1	576	1
1_MACS_peak_20530_lociStitched	chr4	103787565	103793784	1	6220	23025.8475	577	1	CISD2,UBE2D3	UBE2D3	CISD2	577	1
3_MACS_peak_17435_lociStitched	chr22	23477563	23488463	3	9557	23021.89	578	1	RAB36,RTDR1	BCR	RTDR1	578	1
2_MACS_peak_28157_lociStitched	chr9	123687792	123699743	2	11839	23021.2113	579	1	TRAF1	PHF19,TRAF1	TRAF1	579	1
2_MACS_peak_5484_lociStitched	chr12	9573431	9584441	2	8594	22980.072	580	1	DDX12		DDX12	580	1
3_MACS_peak_6519_lociStitched	chr12	111866744	111884670	3	15520	22956.0356	581	1	SH2B3		SH2B3	581	1
4_MACS_peak_11873_lociStitched	chr17	76763951	76780707	4	12713	22947.342	582	1	CYTH1		CYTH1	582	1
