REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_16616_lociStitched	chr20	43103859	43124810	4	12071	22218.5355	341	1	TTPAL	PKIG,SERINC3	TTPAL	TTPAL	0.8058	341	1
2_MACS_peak_9565_lociStitched	chr16	11771681	11784537	2	12069	14513.1384	342	1	SNN,TXNDC11		SNN	SNN	0.4949	342	1
4_MACS_peak_5523_lociStitched	chr12	11902252	11916893	4	12039	20999.5863	343	1	ETV6		ETV6	ETV6	0.2944	343	1
2_MACS_peak_458_lociStitched	chr1	27018521	27031010	2	11988	32406.4572	344	1	ARID1A		ARID1A	ARID1A	0.5213	344	1
2_MACS_peak_5694_lociStitched	chr12	31243340	31255692	2	11984	32116.4352	345	1	DDX11		DDX11	DDX11	1.2709	345	1
1_MACS_peak_26736_lociStitched	chr8	95951925	95963874	1	11950	48736.3863	346	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	1.6042	346	1
2_MACS_peak_27101_lociStitched	chr8	134508385	134521144	2	11932	22130.4855	347	1	ST3GAL1		ST3GAL1	ST3GAL1	0.4876	347	1
1_MACS_peak_1792_lociStitched	chr1	156626830	156638747	1	11918	90999.4037	348	1	BCAN,NES	HAPLN2,BCAN,CRABP2	NES	BCAN	2.7627	348	1
3_MACS_peak_16912_lociStitched	chr20	61516288	61532428	3	11902	27115.2	349	1	DIDO1	DPH3P1,C20orf11,TCFL5	TCFL5	C20orf11	0.3907	349	1
3_MACS_peak_15386_lociStitched	chr2	160745538	160761976	3	11879	23797.2926	350	1	LY75-CD302,LY75		LY75-CD302	LY75-CD302	0.221	350	1
4_MACS_peak_4760_lociStitched	chr11	67761440	67778531	4	11875	22098.663	351	1	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.7609	351	1
2_MACS_peak_4270_lociStitched	chr11	19449502	19464889	2	11865	22625.0448	352	1	NAV2		NAV2	NAV2	0.0856	352	1
3_MACS_peak_15735_lociStitched	chr2	202116438	202128947	3	11864	25320.7178	353	1	CASP8		CASP8	CASP8	0.6014	353	1
7_MACS_peak_10089_lociStitched	chr16	67191627	67218331	7	11857	18775.5824	354	1	FBXL8,HSF4,NOL3,TRADD,KIAA0895L,EXOC3L	C16orf70,E2F4,ELMO3,TMEM208,B3GNT9,MIR328,LRRC29	NOL3	NOL3	0.6492	354	1
1_MACS_peak_18109_lociStitched	chr3	13050267	13062111	1	11845	23940.2772	355	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2406	355	1
2_MACS_peak_28157_lociStitched	chr9	123687792	123699743	2	11839	23021.2113	356	1	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.0932	356	1
1_MACS_peak_12388_lociStitched	chr18	52980277	52992088	1	11812	26571.2067	357	1	TCF4		TCF4	TCF4	0.1867	357	1
2_MACS_peak_16785_lociStitched	chr20	52224848	52241718	2	11808	45918.453	358	1		ZNF217	ZNF217	ZNF217	1.9607	358	1
3_MACS_peak_8072_lociStitched	chr14	94474271	94493433	3	11792	26117.806	359	1	C14orf48,OTUB2	C14orf48	OTUB2	C14orf48	1.1153	359	1
4_MACS_peak_16991_lociStitched	chr21	19147202	19167086	4	11786	18794.3568	360	1	C21orf91		C21orf91	C21orf91	0.4669	360	1
2_MACS_peak_20400_lociStitched	chr4	84130801	84143991	2	11735	25053.086	361	1			COQ2	COQ2	NONE	361	1
4_MACS_peak_136_lociStitched	chr1	9334982	9357241	4	11726	21203.9234	362	1	SPSB1	H6PD	SPSB1	H6PD	0.3056	362	1
2_MACS_peak_22397_lociStitched	chr5	150459586	150476104	2	11709	23065.7352	363	1	TNIP1	ANXA6	TNIP1	ANXA6	0.6297	363	1
2_MACS_peak_13109_lociStitched	chr19	16694140	16707157	2	11698	42487.488	364	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2397	364	1
1_MACS_peak_2322_lociStitched	chr1	203288136	203299829	1	11694	65525.2334	365	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	2.5497	365	1
3_MACS_peak_1411_lociStitched	chr1	118148556	118160462	3	11682	10285.5934	366	1	FAM46C		FAM46C	FAM46C	0.5876	366	1
2_MACS_peak_26751_lociStitched	chr8	97621805	97635358	2	11663	29442.5372	367	1	SDC2	PGCP	PGCP	PGCP	0.094	367	1
1_MACS_peak_22319_lociStitched	chr5	142774173	142785829	1	11657	22563.6848	368	1	NR3C1		NR3C1	NR3C1	0.2404	368	1
3_MACS_peak_13882_lociStitched	chr19	56339680	56356392	3	11648	27337.4896	369	1	NLRP4,NLRP11		NLRP11	NLRP11	0.5604	369	1
2_MACS_peak_1761_lociStitched	chr1	155903045	155918986	2	11645	45841.5337	370	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	3.126	370	1
3_MACS_peak_8843_lociStitched	chr15	70768852	70787532	3	11644	22567.308	371	1			UACA	UACA	NONE	371	1
2_MACS_peak_14845_lociStitched	chr2	86261260	86276116	2	11627	29454.9912	372	1	POLR1A	LOC90784	LOC90784	LOC90784	0.0912	372	1
4_MACS_peak_14387_lociStitched	chr2	43520446	43541181	4	11614	16588	373	1	THADA		LOC100129726	LOC100129726	1.8489	373	1
6_MACS_peak_7362_lociStitched	chr14	23279684	23300014	6	11609	16085.096	374	1	MRPL52,SLC7A7	OXA1L,MMP14,LRP10	SLC7A7	LRP10	0.4128	374	1
4_MACS_peak_24321_lociStitched	chr6	160389118	160405241	4	11606	17506.3534	375	1	IGF2R		IGF2R	IGF2R	0.1933	375	1
2_MACS_peak_26500_lociStitched	chr8	65480271	65497236	2	11590	34481.3625	376	1	BHLHE22,LOC401463		LOC401463	LOC401463	2.1734	376	1
4_MACS_peak_16402_lociStitched	chr20	31252926	31270604	4	11584	31084.9952	377	1		C20orf203	C20orf203	C20orf203	0.4267	377	1
6_MACS_peak_11336_lociStitched	chr17	45681855	45702778	6	11560	11756.6337	378	1	NPEPPS	KPNB1	KPNB1	KPNB1	0.4706	378	1
3_MACS_peak_17228_lociStitched	chr21	45194988	45210512	3	11550	32524.3324	379	1	RRP1,CSTB	LOC284837	CSTB	CSTB	1.4861	379	1
2_MACS_peak_1721_lociStitched	chr1	154966166	154979573	2	11549	74571.0747	380	1	LENEP,ZBTB7B	CKS1B,MIR4258,FLAD1,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	PBXIP1	3.1837	380	1
3_MACS_peak_11817_lociStitched	chr17	75429193	75442224	3	11548	23849.3362	381	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.3341	381	1
4_MACS_peak_543_lociStitched	chr1	31215204	31232661	4	11539	21109.0044	382	1	LAPTM5	LOC100129196,MATN1	LAPTM5	LAPTM5	0.6584	382	1
4_MACS_peak_8180_lociStitched	chr14	103566510	103582272	4	11520	34857.663	383	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	1.7134	383	1
6_MACS_peak_4717_lociStitched	chr11	66861644	66889228	6	11517	19223.2896	384	1	KDM2A	RHOD	KDM2A	RHOD	0.1911	384	1
1_MACS_peak_28926_lociStitched	chrX	48767969	48779467	1	11499	25370.337	385	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	PIM2	1.6362	385	1
4_MACS_peak_5468_lociStitched	chr12	8462965	8476108	4	11492	23148.7659	386	1			LOC389634	LOC389634	NONE	386	1
4_MACS_peak_16694_lociStitched	chr20	46114628	46136875	4	11491	23168.0258	387	1	NCOA3		NCOA3	NCOA3	0.1874	387	1
2_MACS_peak_20779_lociStitched	chr4	140121175	140137401	2	11476	38200.8718	388	1			ELF2	ELF2	NONE	388	1
6_MACS_peak_4166_lociStitched	chr11	10324080	10344860	6	11473	10589.488	389	1	ADM	SBF2	ADM	ADM	0.5476	389	1
1_MACS_peak_19496_lociStitched	chr3	178229688	178241133	1	11446	26626.7925	390	1		KCNMB2	KCNMB2	KCNMB2	0.1096	390	1
5_MACS_peak_15663_lociStitched	chr2	197024023	197048110	5	11440	17605.1883	391	1	STK17B		STK17B	STK17B	0.3719	391	1
3_MACS_peak_21103_lociStitched	chr4	185368487	185383913	3	11413	17540.9046	392	1	IRF2		IRF2	IRF2	1.5591	392	1
2_MACS_peak_15560_lociStitched	chr2	182168406	182179963	2	11402	24345.9762	393	1			ITGA4	ITGA4	NONE	393	1
4_MACS_peak_5529_lociStitched	chr12	11973422	11990601	4	11389	17283.7919	394	1	ETV6		ETV6	ETV6	0.2944	394	1
4_MACS_peak_1917_lociStitched	chr1	162542932	162561692	4	11384	28222.544	395	1	UAP1	DDR2	UAP1	UAP1	0.8885	395	1
1_MACS_peak_5390_lociStitched	chr12	4377065	4388446	1	11382	54240.7079	396	1	CCND2	C12orf5	CCND2	CCND2	1.3946	396	1
4_MACS_peak_27208_lociStitched	chr8	145732795	145755105	4	11377	27552.85	397	1	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	LRRC14	1.0935	397	1
3_MACS_peak_3818_lociStitched	chr10	111967213	111986698	3	11376	16739.5635	398	1	MXI1		MXI1	MXI1	0.2281	398	1
3_MACS_peak_19325_lociStitched	chr3	156528575	156545487	3	11370	23905.112	399	1	LEKR1,PA2G4P4		LEKR1	LEKR1	0.1106	399	1
4_MACS_peak_11794_lociStitched	chr17	75078973	75093343	4	11365	18290.136	400	1	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	1.2693	400	1
1_MACS_peak_21218_lociStitched	chr5	1310410	1321755	1	11346	72470.7255	401	1	CLPTM1L	TERT	TERT	TERT	0.249	401	1
5_MACS_peak_22563_lociStitched	chr5	173247157	173268345	5	11342	20641.3496	402	1		CPEB4	CPEB4	CPEB4	0.7014	402	1
2_MACS_peak_16788_lociStitched	chr20	52267377	52278772	2	11330	43369.37	403	1			ZNF217	ZNF217	1.9607	403	1
3_MACS_peak_576_lociStitched	chr1	32441428	32453453	3	11327	16542.7925	404	1		KHDRBS1,PTP4A2	KHDRBS1	KHDRBS1	0.409	404	1
2_MACS_peak_22360_lociStitched	chr5	148204855	148216211	2	11322	22266.8448	405	1	ADRB2		ADRB2	ADRB2	1.237	405	1
2_MACS_peak_29264_lociStitched	chrX	106915808	106931201	2	11319	23648.2659	406	1		PRPS1,TSC22D3	TSC22D3	TSC22D3	0.7521	406	1
4_MACS_peak_12315_lociStitched	chr18	47057181	47075592	4	11310	20062.4667	407	1		MIR1539,LIPG,C18orf32,U58,SNORD58C,SNORD58A,RPL17-C18ORF32,SNORD58B,RPL17	LIPG	U58	0.9051	407	1
1_MACS_peak_21380_lociStitched	chr5	26875850	26887153	1	11304	26668.2982	408	1	CDH9		CDH9	CDH9	0.2094	408	1
1_MACS_peak_27170_lociStitched	chr8	145007437	145018735	1	11299	28513.8924	409	1	PLEC	GRINA,MIR661,PARP10	PLEC	MIR661	0.7183	409	1
4_MACS_peak_24072_lociStitched	chr6	135322302	135343899	4	11290	20497.7127	410	1	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.3048	410	1
4_MACS_peak_24053_lociStitched	chr6	134556723	134578275	4	11272	27215.8656	411	1	SGK1		SGK1	SGK1	0.3453	411	1
3_MACS_peak_14616_lociStitched	chr2	65159029	65175483	3	11261	29597.4552	412	1	LOC400958	SLC1A4	LOC400958	LOC400958	0.5293	412	1
3_MACS_peak_14144_lociStitched	chr2	20615188	20630109	3	11257	25331.3817	413	1		RHOB	RHOB	RHOB	0.346	413	1
3_MACS_peak_19251_lociStitched	chr3	148705111	148723149	3	11254	19444.964	414	1	GYG1		GYG1	GYG1	0.4727	414	1
5_MACS_peak_24712_lociStitched	chr7	32766659	32786714	5	11249	17965.269	415	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	MIR550A2	1.2237	415	1
2_MACS_peak_28342_lociStitched	chr9	132168233	132180487	2	11224	32672.8402	416	1			C9orf106	C9orf106	1.2495	416	1
3_MACS_peak_5803_lociStitched	chr12	46940098	46955756	3	11187	14314.5436	417	1			SLC38A2	SLC38A2	0.6351	417	1
2_MACS_peak_16686_lociStitched	chr20	45978666	45990254	2	11186	39688.9	418	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3424	418	1
3_MACS_peak_11836_lociStitched	chr17	76113044	76129408	3	11185	39224.508	419	1	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.9083	419	1
3_MACS_peak_6664_lociStitched	chr12	122231116	122250499	3	11175	33534.5283	420	1	SETD1B,RHOF,LOC338799	HPD	LOC338799	LOC338799	1.8162	420	1
2_MACS_peak_12135_lociStitched	chr18	19314656	19329173	2	11171	27361.6416	421	1	MIB1	ABHD3	MIB1	ABHD3	0.3299	421	1
4_MACS_peak_20304_lociStitched	chr4	76932475	76951432	4	11153	13721.0766	422	1	ART3,CXCL10	ART3,SDAD1,CXCL9,CXCL11	CXCL10	CXCL10	0.5997	422	1
3_MACS_peak_11093_lociStitched	chr17	37990237	38009510	3	11084	15655.4579	423	1	IKZF3	ZPBP2	IKZF3	ZPBP2	1.5214	423	1
2_MACS_peak_16512_lociStitched	chr20	35088874	35101934	2	11066	24872.77	424	1	DLGAP4		DLGAP4	DLGAP4	0.3162	424	1
2_MACS_peak_15775_lociStitched	chr2	204568208	204583802	2	11041	26926.1598	425	1	CD28		CD28	CD28	0.7434	425	1
2_MACS_peak_2400_lociStitched	chr1	206955367	206968861	2	11032	18368.0328	426	1		IL19,IL10	IL19	IL10	0.7893	426	1
2_MACS_peak_17257_lociStitched	chr21	46521751	46534510	2	11022	19019.8413	427	1	ADARB1	C21orf122	ADARB1	C21orf122	0.332	427	1
2_MACS_peak_13548_lociStitched	chr19	45216467	45232459	2	11014	40706.0368	428	1		CEACAM19,CEACAM16,BCL3,CBLC	CEACAM16	BCL3	2.5169	428	1
5_MACS_peak_592_lociStitched	chr1	32713205	32740408	5	11010	19964.2817	429	1	FAM167B,LCK	CCDC28B,IQCC,DCDC2B,EIF3I,HDAC1,C1orf91,MTMR9LP	LCK	LCK	0.4825	429	1
1_MACS_peak_15988_lociStitched	chr2	231728988	231739985	1	10998	27351.7384	430	1	ITM2C	GPR55	ITM2C	ITM2C	1.1787	430	1
4_MACS_peak_22559_lociStitched	chr5	173209073	173222865	4	10997	17456.5344	431	1			CPEB4	CPEB4	0.7014	431	1
1_MACS_peak_1763_lociStitched	chr1	155943492	155954487	1	10996	74287.7175	432	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	3.126	432	1
3_MACS_peak_6134_lociStitched	chr12	67827082	67847335	3	10992	17251.5054	433	1			CAND1	CAND1	NONE	433	1
2_MACS_peak_12431_lociStitched	chr18	56315901	56327025	2	10988	16891.794	434	1		MALT1,ALPK2	MALT1	ALPK2	0.2462	434	1
1_MACS_peak_24451_lociStitched	chr7	5458837	5469810	1	10974	32861.9404	435	1	TNRC18		TNRC18	TNRC18	0.3622	435	1
2_MACS_peak_7923_lociStitched	chr14	79213637	79224887	2	10947	16306.875	436	1	NRXN3		NRXN3	NRXN3	0.0636	436	1
2_MACS_peak_22976_lociStitched	chr6	26020976	26034752	2	10945	25770.7632	437	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	1.4971	437	1
3_MACS_peak_24642_lociStitched	chr7	26000467	26011556	3	10944	41074.7649	438	1		MIR148A	MIR148A	MIR148A	2.9488	438	1
3_MACS_peak_6323_lociStitched	chr12	95209260	95226409	3	10940	13146.4234	439	1		MIR492,KRT19P2	MIR492	MIR492	0.5758	439	1
1_MACS_peak_9291_lociStitched	chr15	101736309	101747245	1	10937	32468.984	440	1	CHSY1		CHSY1	CHSY1	0.6017	440	1
3_MACS_peak_13329_lociStitched	chr19	35695265	35708410	3	10929	22701.415	441	1		FXYD5,LSR,FAM187B	FAM187B	LSR	0.7767	441	1
1_MACS_peak_9603_lociStitched	chr16	14394724	14405643	1	10920	42388.6499	442	1	MIR193B,MIR365-1		MIR193B	MIR193B	3.1127	442	1
5_MACS_peak_7493_lociStitched	chr14	35749726	35771854	5	10919	12028.7808	443	1	PSMA6		PSMA6	PSMA6	0.2974	443	1
2_MACS_peak_10551_lociStitched	chr17	4268015	4281248	2	10913	23233.1781	444	1	UBE2G1		UBE2G1	UBE2G1	0.1746	444	1
1_MACS_peak_8814_lociStitched	chr15	69081398	69092302	1	10905	25611.3152	445	1	ANP32A	MIR548H4,MIR4312,C15orf28	MIR4312	MIR4312	0.83	445	1
1_MACS_peak_1706_lociStitched	chr1	154755548	154766450	1	10903	48071.2788	446	1	KCNN3		KCNN3	KCNN3	0.873	446	1
2_MACS_peak_14385_lociStitched	chr2	43444422	43459123	2	10900	32465.6884	447	1	LOC100129726,ZFP36L2,THADA		ZFP36L2	ZFP36L2	2.2645	447	1
2_MACS_peak_17498_lociStitched	chr22	26922458	26933476	2	10882	22629.8702	448	1	TPST2	SRRD,HPS4,TFIP11,MIR548J	TFIP11	MIR548J	1.2836	448	1
4_MACS_peak_27979_lociStitched	chr9	104187620	104212070	4	10872	19819.17	449	1	ALDOB	ZNF189,BAAT,MRPL50,C9orf125	ALDOB	ALDOB	0.6854	449	1
2_MACS_peak_14016_lociStitched	chr2	8653733	8666923	2	10862	22171.071	450	1			ID2	ID2	NONE	450	1
4_MACS_peak_8741_lociStitched	chr15	65169245	65189695	4	10840	30824.285	451	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.2628	451	1
3_MACS_peak_23309_lociStitched	chr6	37271881	37286553	3	10835	24936.5312	452	1	TBC1D22B	RNF8,TMEM217	RNF8	TMEM217	0.1265	452	1
5_MACS_peak_5633_lociStitched	chr12	26422111	26441675	5	10835	13242.8716	453	1			SSPN	SSPN	NONE	453	1
2_MACS_peak_24190_lociStitched	chr6	144383457	144400255	2	10834	24600.671	454	1	PLAGL1	SF3B5	PLAGL1	SF3B5	0.5165	454	1
2_MACS_peak_16766_lociStitched	chr20	50015874	50032638	2	10833	23313.6948	455	1	NFATC2	MIR3194	MIR3194	MIR3194	0.0715	455	1
5_MACS_peak_23207_lociStitched	chr6	33376922	33399521	5	10832	18854.3457	456	1	KIFC1,PHF1,SYNGAP1,CUTA	ZBTB9,LYPLA2P1	SYNGAP1	SYNGAP1	0.379	456	1
4_MACS_peak_19072_lociStitched	chr3	129027237	129048501	4	10830	15229.2768	457	1	C3orf47,H1FX	C3orf37	H1FX	H1FX	1.0657	457	1
2_MACS_peak_1953_lociStitched	chr1	167459717	167472173	2	10821	39014.6832	458	1	CD247		CD247	CD247	0.8194	458	1
4_MACS_peak_617_lociStitched	chr1	33445327	33460167	4	10818	16818.172	459	1		RNF19B,AK2	RNF19B	AK2	0.167	459	1
1_MACS_peak_21090_lociStitched	chr4	185200369	185211171	1	10803	65185.7492	460	1			ENPP6	ENPP6	0.0769	460	1
2_MACS_peak_15341_lociStitched	chr2	153913868	153929386	2	10802	23312.6914	461	1			ARL6IP6	ARL6IP6	NONE	461	1
4_MACS_peak_28487_lociStitched	chr9	139580784	139598669	4	10792	18591.4575	462	1	AGPAT2	EGFL7,MIR126,FAM69B,LOC100128593,SNORA43,SNORA17,SNHG7,LCN10,LCN6	AGPAT2	SNORA17	0.6838	462	1
3_MACS_peak_24069_lociStitched	chr6	135187262	135204196	3	10790	26069.893	463	1			ALDH8A1	ALDH8A1	NONE	463	1
1_MACS_peak_14397_lociStitched	chr2	43647344	43658127	1	10784	18004.3751	464	1	THADA		THADA	THADA	0.3568	464	1
4_MACS_peak_654_lociStitched	chr1	36614116	36628536	4	10774	31197.67	465	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.8519	465	1
3_MACS_peak_11145_lociStitched	chr17	39821016	39836626	3	10774	32667.047	466	1		EIF1,GAST,KRT17,KRT42P	EIF1	EIF1	0.8053	466	1
5_MACS_peak_13255_lociStitched	chr19	29067388	29083284	5	10773	14878.656	467	1			LOC148145	LOC148145	NONE	467	1
2_MACS_peak_16926_lociStitched	chr20	62357840	62371890	2	10771	36893.895	468	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	LIME1	1.6567	468	1
3_MACS_peak_14072_lociStitched	chr2	11636958	11648737	3	10767	23746.464	469	1		GREB1,E2F6	GREB1	E2F6	0.1875	469	1
2_MACS_peak_5100_lociStitched	chr11	115126395	115140394	2	10748	14299.9785	470	1	CADM1		CADM1	CADM1	0.1677	470	1
4_MACS_peak_17413_lociStitched	chr22	23152662	23168500	4	10728	26039.2558	471	1	MIR650		MIR650	MIR650	2.144	471	1
4_MACS_peak_17775_lociStitched	chr22	39910714	39929590	4	10693	25854.4572	472	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	1.2401	472	1
4_MACS_peak_3319_lociStitched	chr10	62322159	62337366	4	10691	16793.0901	473	1			ANK3	ANK3	NONE	473	1
3_MACS_peak_18239_lociStitched	chr3	32461251	32475899	3	10681	16435.056	474	1	CMTM7		CMTM7	CMTM7	0.3474	474	1
3_MACS_peak_22414_lociStitched	chr5	151122401	151138906	3	10679	15909.1695	475	1	ATOX1	G3BP1	ATOX1	ATOX1	0.6504	475	1
4_MACS_peak_20041_lociStitched	chr4	38307325	38322272	4	10641	17864.6544	476	1			KLF3	KLF3	NONE	476	1
3_MACS_peak_8905_lociStitched	chr15	74831763	74846189	3	10637	18218.5954	477	1	ARID3B		ARID3B	ARID3B	0.4215	477	1
5_MACS_peak_9866_lociStitched	chr16	30562505	30584248	5	10637	20566.7037	478	1	ZNF764,ZNF688	ZNF768,ZNF747,ZNF785,ZNF689	ZNF764	ZNF747	1.2457	478	1
2_MACS_peak_11776_lociStitched	chr17	74486276	74498744	2	10635	27434.5872	479	1	RHBDF2	AANAT,PRCD,UBE2O,RHBDF2,CYGB	RHBDF2	RHBDF2	1.0991	479	1
2_MACS_peak_10583_lociStitched	chr17	6063488	6074746	2	10621	24319.5316	480	1			WSCD1	WSCD1	NONE	480	1
2_MACS_peak_22146_lociStitched	chr5	131790892	131804037	2	10620	18815.753	481	1	C5orf56	IRF1	IRF1	IRF1	0.5862	481	1
2_MACS_peak_27468_lociStitched	chr9	33445132	33459903	2	10613	22511.004	482	1	AQP3	AQP7,NOL6	AQP3	AQP3	0.4929	482	1
2_MACS_peak_8341_lociStitched	chr15	31367529	31379160	2	10602	28230.7632	483	1	TRPM1	MIR211	MIR211	MIR211	0.1107	483	1
3_MACS_peak_22899_lociStitched	chr6	16472269	16489842	3	10602	12526.0344	484	1	ATXN1		GMPR	GMPR	NONE	484	1
1_MACS_peak_11097_lociStitched	chr17	38076109	38086702	1	10594	40826.4813	485	1	ORMDL3	LOC728129,GSDMA,GSDMB	ORMDL3	ORMDL3	2.5678	485	1
5_MACS_peak_13715_lociStitched	chr19	49457224	49483328	5	10584	18941.0624	486	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB,CGB	FTL	FTL	0.818	486	1
4_MACS_peak_9292_lociStitched	chr15	101782254	101806717	4	10582	20840.0297	487	1	CHSY1	SELS,SNRPA1	CHSY1	CHSY1	0.6017	487	1
1_MACS_peak_2027_lociStitched	chr1	174931988	174942553	1	10566	40294.91	488	1		CACYBP	CACYBP	CACYBP	0.9381	488	1
4_MACS_peak_21861_lociStitched	chr5	88596420	88617089	4	10564	16030.8764	489	1			MEF2C	MEF2C	NONE	489	1
3_MACS_peak_5149_lociStitched	chr11	118888026	118901686	3	10563	20883.408	490	1	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	MIR3656	1.1077	490	1
3_MACS_peak_16583_lociStitched	chr20	40710064	40727328	3	10561	20922.2416	491	1	PTPRT		CHD6	CHD6	NONE	491	1
2_MACS_peak_5310_lociStitched	chr11	132216001	132231447	2	10554	18164.496	492	1			NTM	NTM	NONE	492	1
2_MACS_peak_16903_lociStitched	chr20	61272835	61285120	2	10550	26222.3325	493	1	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.7185	493	1
2_MACS_peak_18402_lociStitched	chr3	46454176	46466385	2	10542	19663.8154	494	1		CCR5,CCRL2,LTF	CCRL2	CCR5	0.2956	494	1
1_MACS_peak_20832_lociStitched	chr4	144273049	144283578	1	10530	22528.9013	495	1	GAB1		GAB1	GAB1	0.3718	495	1
2_MACS_peak_11360_lociStitched	chr17	46124109	46135330	2	10512	23460.8668	496	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	1.0797	496	1
3_MACS_peak_7696_lociStitched	chr14	63934001	63947922	3	10493	11168.8183	497	1	PPP2R5E		PPP2R5E	PPP2R5E	0.1333	497	1
3_MACS_peak_27309_lociStitched	chr9	9605363	9616157	3	10488	16022.6136	498	1	PTPRD		PTPRD	PTPRD	0.0626	498	1
3_MACS_peak_27827_lociStitched	chr9	93912635	93929737	3	10488	24756.8552	499	1			LOC100129316	LOC100129316	NONE	499	1
2_MACS_peak_25271_lociStitched	chr7	95494975	95505438	2	10450	14986.1549	500	1	DYNC1I1		DYNC1I1	DYNC1I1	0.1011	500	1
2_MACS_peak_982_lociStitched	chr1	60149776	60165058	2	10446	16221.843	501	1	FGGY		HOOK1	HOOK1	NONE	501	1
2_MACS_peak_19292_lociStitched	chr3	152038711	152054667	2	10436	14486.4524	502	1	MBNL1	TMEM14E	TMEM14E	TMEM14E	0.2693	502	1
4_MACS_peak_22149_lociStitched	chr5	131823296	131836986	4	10432	15401.25	503	1	IRF1	IL5	IRF1	IRF1	0.5862	503	1
2_MACS_peak_15889_lociStitched	chr2	219081117	219096144	2	10423	20852.9679	504	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	ARPC2	0.5097	504	1
2_MACS_peak_19787_lociStitched	chr4	1794963	1805396	2	10421	19914.5104	505	1	FGFR3		FGFR3	FGFR3	0.9145	505	1
4_MACS_peak_28459_lociStitched	chr9	137282106	137300051	4	10409	24767.689	506	1	RXRA		RXRA	RXRA	0.3869	506	1
3_MACS_peak_4992_lociStitched	chr11	98960848	98971415	3	10404	20907.8662	507	1	CNTN5		CNTN5	CNTN5	0.064	507	1
1_MACS_peak_23854_lociStitched	chr6	108878412	108888800	1	10389	31494.3384	508	1	FOXO3		FOXO3	FOXO3	1.0458	508	1
1_MACS_peak_11847_lociStitched	chr17	76246445	76256833	1	10389	41545.7672	509	1		BIRC5,LOC283999,EPR1	LOC283999	EPR1	0.289	509	1
3_MACS_peak_5733_lociStitched	chr12	32651564	32667193	3	10389	21696.1778	510	1	FGD4		FGD4	FGD4	0.3493	510	1
2_MACS_peak_26875_lociStitched	chr8	107669085	107682844	2	10371	17498.6962	511	1	OXR1		OXR1	OXR1	0.1393	511	1
1_MACS_peak_5906_lociStitched	chr12	51711734	51722099	1	10366	21115.578	512	1	BIN2	SMAGP,CELA1	BIN2	CELA1	0.528	512	1
1_MACS_peak_3565_lociStitched	chr10	89620145	89630508	1	10364	21644.1618	513	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.2473	513	1
4_MACS_peak_780_lociStitched	chr1	42149246	42167530	4	10353	17971.3436	514	1	HIVEP3		EDN2	EDN2	NONE	514	1
