#KMS11_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS11_H3K27ac_ROSE/KMS11_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS11_jia.bam
#Using cutoff of 16929.225 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isStretch
3_MACS_peak_462_lociStitched	chr1	27152519	27167512	3	9458	17101.0158	611	1
4_MACS_peak_11848_lociStitched	chr17	76267931	76277889	4	9452	25686.661	612	1
2_MACS_peak_14391_lociStitched	chr2	43558051	43570926	2	9452	19074.3125	613	1
1_MACS_peak_12262_lociStitched	chr18	42287479	42296922	1	9444	16835.9247	614	1
4_MACS_peak_846_lociStitched	chr1	45264679	45286389	4	9420	17203.004	615	1
2_MACS_peak_6631_lociStitched	chr12	120966194	120979326	2	9419	16357.2192	616	1
2_MACS_peak_20314_lociStitched	chr4	77220445	77230383	2	9414	37669.989	617	1
4_MACS_peak_22670_lociStitched	chr5	180228797	180248973	4	9400	17724.616	618	1
2_MACS_peak_20523_lociStitched	chr4	103532621	103543251	2	9398	18112.457	619	1
3_MACS_peak_96_lociStitched	chr1	6878512	6893581	3	9395	11930.1273	620	1
3_MACS_peak_11745_lociStitched	chr17	73859855	73875884	3	9387	34651.4922	621	1
3_MACS_peak_22902_lociStitched	chr6	16503347	16522779	3	9383	8859.0488	622	1
3_MACS_peak_16999_lociStitched	chr21	19645086	19659109	3	9378	16955.2093	623	1
4_MACS_peak_13673_lociStitched	chr19	48824456	48837822	4	9376	29927.8106	624	1
1_MACS_peak_21327_lociStitched	chr5	14210700	14220070	1	9371	28333.943	625	1
4_MACS_peak_13463_lociStitched	chr19	41106910	41121109	4	9368	13726.1733	626	1
2_MACS_peak_22239_lociStitched	chr5	138720073	138730237	2	9363	20671.5432	627	1
4_MACS_peak_7770_lociStitched	chr14	68858921	68871800	4	9358	10697.2974	628	1
4_MACS_peak_27089_lociStitched	chr8	134214663	134232772	4	9354	22522.1633	629	1
1_MACS_peak_15878_lociStitched	chr2	217080367	217089719	1	9353	23273.3872	630	1
3_MACS_peak_11068_lociStitched	chr17	37351454	37366896	3	9351	29234.7944	631	1
2_MACS_peak_2246_lociStitched	chr1	199049397	199060454	2	9350	12776.3635	632	1
2_MACS_peak_13695_lociStitched	chr19	49135609	49150676	2	9347	21568.4105	633	1
1_MACS_peak_24244_lociStitched	chr6	152127769	152137108	1	9340	11505.648	634	1
1_MACS_peak_14396_lociStitched	chr2	43627640	43636978	1	9339	16176.2174	635	1
3_MACS_peak_24163_lociStitched	chr6	141472874	141486962	3	9330	19758.42	636	1
2_MACS_peak_11908_lociStitched	chr17	78873092	78886107	2	9327	30349.6785	637	1
5_MACS_peak_60_lociStitched	chr1	2472495	2488827	5	9324	15713.0172	638	1
4_MACS_peak_13118_lociStitched	chr19	16993913	17007810	4	9316	13274.4144	639	1
3_MACS_peak_18159_lociStitched	chr3	15835107	15851389	3	9314	14886.6326	640	1
2_MACS_peak_27395_lociStitched	chr9	21986088	21996810	2	9312	24439.7268	641	1
5_MACS_peak_12614_lociStitched	chr19	1258508	1277213	5	9309	20973.9165	642	1
3_MACS_peak_436_lociStitched	chr1	26436753	26453851	3	9304	22890.8024	643	1
2_MACS_peak_19481_lociStitched	chr3	176858868	176869889	2	9290	15309.2711	644	1
3_MACS_peak_13710_lociStitched	chr19	49362095	49381151	3	9287	28418.2128	645	1
2_MACS_peak_11200_lociStitched	chr17	40825648	40834953	2	9284	49334.1795	646	1
2_MACS_peak_3865_lociStitched	chr10	116275237	116287172	2	9282	12044.802	647	1
2_MACS_peak_16283_lociStitched	chr20	17624053	17633441	2	9280	14680.0156	648	1
4_MACS_peak_9536_lociStitched	chr16	10961812	10976527	4	9273	13330.3185	649	1
1_MACS_peak_104_lociStitched	chr1	7461883	7471145	1	9263	18293.3762	650	1
4_MACS_peak_28349_lociStitched	chr9	132340395	132356154	4	9257	17848.6434	651	1
4_MACS_peak_17594_lociStitched	chr22	32802483	32814097	4	9255	13181.89	652	1
2_MACS_peak_9212_lociStitched	chr15	93422955	93432237	2	9246	31103.0538	653	1
3_MACS_peak_1950_lociStitched	chr1	167416081	167426345	3	9246	27207.8112	654	1
4_MACS_peak_13566_lociStitched	chr19	45503937	45521938	4	9241	26276.0597	655	1
3_MACS_peak_25391_lociStitched	chr7	101944979	101955201	3	9235	22427.068	656	1
4_MACS_peak_86_lociStitched	chr1	6660245	6675171	4	9223	20618.7764	657	1
2_MACS_peak_2398_lociStitched	chr1	206938975	206948310	2	9219	10830.467	658	1
3_MACS_peak_20143_lociStitched	chr4	54553729	54572884	3	9208	21857.7705	659	1
1_MACS_peak_2121_lociStitched	chr1	183876716	183885922	1	9207	30368.7528	660	1
5_MACS_peak_2357_lociStitched	chr1	205281506	205294868	5	9202	10602.747	661	1
5_MACS_peak_15084_lociStitched	chr2	111615245	111627959	5	9201	8140.7742	662	1
3_MACS_peak_607_lociStitched	chr1	33084846	33095521	3	9195	16411.745	663	1
3_MACS_peak_5155_lociStitched	chr11	118964174	118979491	3	9192	16770.5833	664	1
4_MACS_peak_11443_lociStitched	chr17	49020349	49038586	4	9190	19154.3211	665	1
2_MACS_peak_13707_lociStitched	chr19	49313004	49322650	2	9184	22793.498	666	1
2_MACS_peak_20858_lociStitched	chr4	148645356	148657783	2	9170	32947.7051	667	1
2_MACS_peak_10071_lociStitched	chr16	66549602	66559956	2	9164	24251.1388	668	1
1_MACS_peak_19484_lociStitched	chr3	176911604	176920765	1	9162	29336.2703	669	1
2_MACS_peak_4648_lociStitched	chr11	65336299	65345861	2	9158	17378.935	670	1
4_MACS_peak_15610_lociStitched	chr2	188846703	188860834	4	9156	10798.9102	671	1
1_MACS_peak_4499_lociStitched	chr11	60604206	60613347	1	9142	19305.792	672	1
2_MACS_peak_22481_lociStitched	chr5	159893466	159902788	2	9137	11597.5002	673	1
1_MACS_peak_26618_lociStitched	chr8	80631488	80640620	1	9133	32351.9364	674	1
1_MACS_peak_6393_lociStitched	chr12	102870413	102879545	1	9133	18159.8952	675	1
3_MACS_peak_6014_lociStitched	chr12	56509150	56523907	3	9131	21822.6516	676	1
3_MACS_peak_23147_lociStitched	chr6	31696709	31709037	3	9128	31427.7704	677	1
2_MACS_peak_25877_lociStitched	chr7	150008777	150021772	2	9126	32989.107	678	1
5_MACS_peak_13045_lociStitched	chr19	14211771	14229676	5	9124	14691.0525	679	1
3_MACS_peak_19530_lociStitched	chr3	182098228	182112673	3	9121	10485.6255	680	1
4_MACS_peak_579_lociStitched	chr1	32468824	32485724	4	9121	21790.86	681	1
3_MACS_peak_1796_lociStitched	chr1	156689327	156699431	3	9120	25408.5288	682	1
2_MACS_peak_15493_lociStitched	chr2	175470043	175482136	2	9113	18750.1965	683	1
3_MACS_peak_29556_lociStitched	chrX	153188834	153201890	3	9113	52043.8272	684	1
3_MACS_peak_19903_lociStitched	chr4	9599173	9611320	3	9107	16144.5777	685	1
1_MACS_peak_24118_lociStitched	chr6	138186903	138196007	1	9105	32265.4864	686	1
3_MACS_peak_15894_lociStitched	chr2	219148337	219160772	3	9102	15063.759	687	1
3_MACS_peak_676_lociStitched	chr1	37933294	37946378	3	9099	25861.8344	688	1
2_MACS_peak_25733_lociStitched	chr7	134670684	134682796	2	9094	19229.0112	689	1
1_MACS_peak_17040_lociStitched	chr21	30602847	30611939	1	9093	13065.204	690	1
2_MACS_peak_8859_lociStitched	chr15	72518058	72530738	2	9089	20204.312	691	1
2_MACS_peak_29575_lociStitched	chrX	153569092	153581448	2	9086	27146.132	692	1
4_MACS_peak_22589_lociStitched	chr5	175587968	175605644	4	9073	17493.9372	693	1
4_MACS_peak_16802_lociStitched	chr20	52546130	52566663	4	9070	14120.5441	694	1
5_MACS_peak_29577_lociStitched	chrX	153595868	153608712	5	9068	36330.5384	695	1
2_MACS_peak_5354_lociStitched	chr12	1689725	1704776	2	9068	14867.3778	696	1
1_MACS_peak_2117_lociStitched	chr1	183808725	183817789	1	9065	40185.244	697	1
3_MACS_peak_18823_lociStitched	chr3	101495654	101513062	3	9050	13203.968	698	1
4_MACS_peak_25373_lociStitched	chr7	101376616	101391644	4	9046	11044.0772	699	1
5_MACS_peak_24044_lociStitched	chr6	134338927	134362961	5	9044	13281.1884	700	1
4_MACS_peak_4242_lociStitched	chr11	17177435	17191898	4	9040	8411.6808	701	1
5_MACS_peak_3605_lociStitched	chr10	93842305	93863764	5	9040	10117.9185	702	1
1_MACS_peak_3232_lociStitched	chr10	45467916	45476953	1	9038	18794.2489	703	1
3_MACS_peak_10287_lociStitched	chr16	81457682	81469179	3	9036	32784.8452	704	1
2_MACS_peak_16113_lociStitched	chr2	241499026	241509722	2	9033	18570.3952	705	1
1_MACS_peak_21821_lociStitched	chr5	81145857	81154883	1	9027	33746.4088	706	1
3_MACS_peak_1990_lociStitched	chr1	171219164	171229224	3	9021	22835.194	707	1
3_MACS_peak_23706_lociStitched	chr6	89463464	89476343	3	9019	17196.0408	708	1
2_MACS_peak_19031_lociStitched	chr3	126627250	126636812	2	9017	12601.7598	709	1
2_MACS_peak_5801_lociStitched	chr12	46909658	46921307	2	9011	15070.3113	710	1
2_MACS_peak_208_lociStitched	chr1	12890682	12899857	2	9010	10173.24	711	1
3_MACS_peak_24282_lociStitched	chr6	157981103	157999638	3	9004	11482.4325	712	1
2_MACS_peak_14370_lociStitched	chr2	42344485	42357247	2	9003	9727.1964	713	1
3_MACS_peak_19126_lociStitched	chr3	133160236	133169834	3	9002	11709.56	714	1
2_MACS_peak_28113_lociStitched	chr9	117125807	117137033	2	9002	15243.7854	715	1
5_MACS_peak_12877_lociStitched	chr19	9928722	9946827	5	9000	17226.9075	716	1
2_MACS_peak_6234_lociStitched	chr12	80542881	80557145	2	8995	15171.1904	717	1
2_MACS_peak_8996_lociStitched	chr15	78831923	78846780	2	8995	32068.8345	718	1
3_MACS_peak_21225_lociStitched	chr5	1511039	1524963	3	8990	23371.434	719	1
3_MACS_peak_19852_lociStitched	chr4	5705429	5715488	3	8989	9410.1945	720	1
2_MACS_peak_19241_lociStitched	chr3	146256484	146265711	2	8986	11181.2786	721	1
2_MACS_peak_18010_lociStitched	chr22	50906654	50921093	2	8985	17471.19	722	1
3_MACS_peak_18407_lociStitched	chr3	46578586	46589726	3	8971	16710	723	1
2_MACS_peak_1812_lociStitched	chr1	157097066	157109320	2	8967	16055.1908	724	1
2_MACS_peak_1169_lociStitched	chr1	87793272	87803108	2	8958	14259.2492	725	1
4_MACS_peak_8215_lociStitched	chr14	105359032	105375985	4	8946	9088.5033	726	1
4_MACS_peak_8832_lociStitched	chr15	70387356	70396489	4	8941	20216.8088	727	1
2_MACS_peak_10744_lociStitched	chr17	17584108	17598951	2	8922	32854.9805	728	1
3_MACS_peak_5063_lociStitched	chr11	111282553	111294079	3	8920	13049.7372	729	1
2_MACS_peak_22882_lociStitched	chr6	15244762	15257837	2	8914	16198.6175	730	1
2_MACS_peak_10473_lociStitched	chr17	1274157	1284697	2	8907	10466.22	731	1
3_MACS_peak_10593_lociStitched	chr17	6915034	6927181	3	8898	25790.5104	732	1
1_MACS_peak_26570_lociStitched	chr8	72267383	72276268	1	8886	21181.84	733	1
1_MACS_peak_1857_lociStitched	chr1	160676389	160685264	1	8876	23707.7875	734	1
1_MACS_peak_14292_lociStitched	chr2	33716658	33725529	1	8872	27134.6148	735	1
1_MACS_peak_14844_lociStitched	chr2	86219654	86228519	1	8866	21340.7145	736	1
3_MACS_peak_8107_lociStitched	chr14	98638149	98648851	3	8861	9283.985	737	1
1_MACS_peak_2523_lociStitched	chr1	218336051	218344908	1	8858	21028.2894	738	1
3_MACS_peak_15114_lociStitched	chr2	112456132	112465671	3	8857	12533.2921	739	1
3_MACS_peak_11897_lociStitched	chr17	78226265	78238465	3	8857	19888.44	740	1
1_MACS_peak_17504_lociStitched	chr22	26984451	26993306	1	8856	18650.401	741	1
1_MACS_peak_3060_lociStitched	chr10	22539194	22548030	1	8837	19008.0032	742	1
3_MACS_peak_20910_lociStitched	chr4	156579301	156598064	3	8836	26348.8809	743	1
2_MACS_peak_17948_lociStitched	chr22	47126478	47135882	2	8819	16413.7416	744	1
2_MACS_peak_29352_lociStitched	chrX	119434421	119444436	2	8816	19713.526	745	1
4_MACS_peak_27081_lociStitched	chr8	134022629	134039175	4	8816	10908.7778	746	1
3_MACS_peak_16835_lociStitched	chr20	55963891	55975523	3	8810	22541.6528	747	1
1_MACS_peak_2230_lociStitched	chr1	197740002	197748805	1	8804	29123.8452	748	1
1_MACS_peak_16084_lociStitched	chr2	239166894	239175691	1	8798	11633.1528	749	1
3_MACS_peak_12657_lociStitched	chr19	2049261	2062887	3	8792	26426.2644	750	1
2_MACS_peak_11783_lociStitched	chr17	74721479	74735359	2	8792	27149.28	751	1
2_MACS_peak_23424_lociStitched	chr6	44223591	44234275	2	8788	25200.3508	752	1
3_MACS_peak_9394_lociStitched	chr16	2557586	2571503	3	8788	14572.4907	753	1
3_MACS_peak_287_lociStitched	chr1	17215167	17233528	3	8781	30552.704	754	1
3_MACS_peak_1609_lociStitched	chr1	150945411	150955851	3	8778	21126.384	755	1
3_MACS_peak_9026_lociStitched	chr15	81584437	81597453	3	8777	13931.0248	756	1
2_MACS_peak_11049_lociStitched	chr17	36852910	36863571	2	8772	51766.6177	757	1
1_MACS_peak_18133_lociStitched	chr3	14159362	14168124	1	8763	23440.9786	758	1
2_MACS_peak_9161_lociStitched	chr15	90637321	90646435	2	8763	11691.4392	759	1
2_MACS_peak_19092_lociStitched	chr3	129892241	129901463	2	8759	19974.852	760	1
4_MACS_peak_4053_lociStitched	chr11	788974	811112	4	8748	13347.0002	761	1
3_MACS_peak_13587_lociStitched	chr19	45921683	45932709	3	8739	17288.768	762	1
3_MACS_peak_14838_lociStitched	chr2	86079488	86090771	3	8737	8847.0003	763	1
4_MACS_peak_16504_lociStitched	chr20	34677605	34690487	4	8731	10245.0546	764	1
2_MACS_peak_18578_lociStitched	chr3	55687655	55697879	2	8722	14991.4512	765	1
3_MACS_peak_24413_lociStitched	chr7	2438576	2448189	3	8720	21026.5149	766	1
3_MACS_peak_17670_lociStitched	chr22	37637424	37653139	3	8717	16807.1925	767	1
1_MACS_peak_24422_lociStitched	chr7	2748266	2756977	1	8712	29674.0215	768	1
3_MACS_peak_23539_lociStitched	chr6	56622278	56638292	3	8711	9348.9732	769	1
3_MACS_peak_11936_lociStitched	chr17	79868342	79886801	3	8709	33113.6001	770	1
3_MACS_peak_23490_lociStitched	chr6	52358234	52370229	3	8707	13990.968	771	1
2_MACS_peak_17508_lociStitched	chr22	27036974	27045710	2	8706	17402.9856	772	1
3_MACS_peak_16013_lociStitched	chr2	232570543	232579614	3	8683	29355.5702	773	1
3_MACS_peak_16333_lociStitched	chr20	24441250	24452356	3	8667	15158.5794	774	1
2_MACS_peak_20999_lociStitched	chr4	170906306	170915643	2	8657	16742.1747	775	1
3_MACS_peak_18893_lociStitched	chr3	112011769	112023269	3	8652	17757.15	776	1
1_MACS_peak_25248_lociStitched	chr7	92436893	92445539	1	8647	18060.6294	777	1
3_MACS_peak_25422_lociStitched	chr7	102474476	102488216	3	8644	14726.532	778	1
4_MACS_peak_25050_lociStitched	chr7	73256021	73270554	4	8635	11678.7188	779	1
1_MACS_peak_6974_lociStitched	chr13	46269270	46277900	1	8631	19773.919	780	1
3_MACS_peak_21211_lociStitched	chr5	1129948	1142573	3	8630	9843.7125	781	1
3_MACS_peak_12043_lociStitched	chr18	7566242	7576806	3	8626	13693.0568	782	1
2_MACS_peak_20591_lociStitched	chr4	110973739	110982690	2	8624	19679.6686	783	1
2_MACS_peak_27030_lociStitched	chr8	129278142	129287406	2	8622	14817.768	784	1
1_MACS_peak_25221_lociStitched	chr7	90337302	90345897	1	8596	16183.5255	785	1
3_MACS_peak_23873_lociStitched	chr6	109214155	109228143	3	8596	9928.6824	786	1
2_MACS_peak_5484_lociStitched	chr12	9573431	9584441	2	8594	22980.072	787	1
1_MACS_peak_2615_lociStitched	chr1	226308680	226317265	1	8586	36478.5235	788	1
5_MACS_peak_15770_lociStitched	chr2	204537876	204559632	5	8586	13967.352	789	1
6_MACS_peak_12794_lociStitched	chr19	6530284	6548486	6	8581	9171.9878	790	1
2_MACS_peak_16594_lociStitched	chr20	42306889	42318678	2	8578	26784.608	791	1
2_MACS_peak_26238_lociStitched	chr8	29465932	29474538	2	8575	10958.8804	792	1
3_MACS_peak_23807_lociStitched	chr6	106038107	106050556	3	8575	11852.6929	793	1
3_MACS_peak_2132_lociStitched	chr1	184451170	184465543	3	8565	12744.5391	794	1
1_MACS_peak_22593_lociStitched	chr5	175618899	175627458	1	8560	18586.7244	795	1
2_MACS_peak_23054_lociStitched	chr6	27856788	27871235	2	8552	30110.4374	796	1
4_MACS_peak_423_lociStitched	chr1	26091468	26107823	4	8550	13810.162	797	1
5_MACS_peak_5407_lociStitched	chr12	6371004	6388259	5	8545	12449.4825	798	1
1_MACS_peak_9214_lociStitched	chr15	93442722	93451261	1	8540	19781.4474	799	1
4_MACS_peak_28336_lociStitched	chr9	132081298	132099741	4	8540	23470.5618	800	1
2_MACS_peak_29146_lociStitched	chrX	72971172	72980319	2	8539	12557.9163	801	1
3_MACS_peak_26070_lociStitched	chr8	11717790	11736717	3	8536	13937.8428	802	1
4_MACS_peak_21438_lociStitched	chr5	36163161	36178997	4	8526	10793.8176	803	1
2_MACS_peak_25944_lociStitched	chr7	156802055	156811062	2	8517	24483.7281	804	1
2_MACS_peak_26948_lociStitched	chr8	124045977	124055417	2	8513	16762.608	805	1
1_MACS_peak_20177_lociStitched	chr4	57621662	57630163	1	8502	32478.0705	806	1
1_MACS_peak_7576_lociStitched	chr14	50527157	50535658	1	8502	21887.5247	807	1
4_MACS_peak_6060_lociStitched	chr12	57846096	57856653	4	8498	10619.2863	808	1
3_MACS_peak_24903_lociStitched	chr7	52775114	52788232	3	8498	10943.0356	809	1
1_MACS_peak_18900_lociStitched	chr3	112176705	112185185	1	8481	19196.176	810	1
2_MACS_peak_11726_lociStitched	chr17	73283985	73295099	2	8479	22285.7928	811	1
3_MACS_peak_17101_lociStitched	chr21	36228762	36248379	3	8478	11440.6344	812	1
3_MACS_peak_2176_lociStitched	chr1	187000232	187012507	3	8476	20954.6525	813	1
2_MACS_peak_13765_lociStitched	chr19	50423480	50434039	2	8475	20389.429	814	1
1_MACS_peak_20546_lociStitched	chr4	106552020	106560490	1	8471	23998.051	815	1
3_MACS_peak_6032_lociStitched	chr12	57021997	57031469	3	8466	23604.224	816	1
3_MACS_peak_23372_lociStitched	chr6	42737870	42752435	3	8456	29916.51	817	1
5_MACS_peak_10797_lociStitched	chr17	19204589	19220781	5	8451	15874.6368	818	1
4_MACS_peak_25122_lociStitched	chr7	75931087	75949253	4	8448	18941.6882	819	1
3_MACS_peak_21058_lociStitched	chr4	181586002	181598371	3	8428	12028.8525	820	1
2_MACS_peak_27902_lociStitched	chr9	98267350	98279673	2	8424	23684.806	821	1
4_MACS_peak_19690_lociStitched	chr3	195266775	195278754	4	8407	11305.7802	822	1
4_MACS_peak_1040_lociStitched	chr1	66736925	66750141	4	8396	9329.1744	823	1
1_MACS_peak_23822_lociStitched	chr6	106609757	106618144	1	8388	32892.1366	824	1
3_MACS_peak_4756_lociStitched	chr11	67642105	67654683	3	8379	15849.5378	825	1
3_MACS_peak_20559_lociStitched	chr4	108950804	108965361	3	8379	16362.068	826	1
2_MACS_peak_14884_lociStitched	chr2	87806210	87815332	2	8366	9360.9964	827	1
2_MACS_peak_16675_lociStitched	chr20	45027133	45037169	2	8364	20149.2772	828	1
2_MACS_peak_10565_lociStitched	chr17	4842167	4855259	2	8358	25962.7452	829	1
3_MACS_peak_28639_lociStitched	chrX	12992348	13004953	3	8351	13338.611	830	1
2_MACS_peak_11193_lociStitched	chr17	40728391	40740023	2	8342	26381.376	831	1
2_MACS_peak_2987_lociStitched	chr10	13782815	13793728	2	8339	12958.0962	832	1
3_MACS_peak_16010_lociStitched	chr2	232534738	232552815	3	8337	25105.3376	833	1
1_MACS_peak_4990_lociStitched	chr11	98890829	98899163	1	8335	8875.71	834	1
2_MACS_peak_8624_lociStitched	chr15	52967288	52976555	2	8333	17716.6506	835	1
3_MACS_peak_27077_lociStitched	chr8	133958909	133972964	3	8333	10411.944	836	1
2_MACS_peak_5710_lociStitched	chr12	31900692	31911016	2	8324	21203.4312	837	1
1_MACS_peak_12464_lociStitched	chr18	60822177	60830499	1	8323	16123.875	838	1
1_MACS_peak_3556_lociStitched	chr10	89263847	89272167	1	8321	13868.608	839	1
3_MACS_peak_1838_lociStitched	chr1	159879369	159896129	3	8306	17232.632	840	1
1_MACS_peak_12198_lociStitched	chr18	23874567	23882870	1	8304	17490.2695	841	1
4_MACS_peak_29404_lociStitched	chrX	128902194	128916035	4	8304	14405.7128	842	1
4_MACS_peak_24235_lociStitched	chr6	151796418	151816499	4	8300	10434.0876	843	1
3_MACS_peak_14924_lociStitched	chr2	91949778	91962825	3	8297	12522.5106	844	1
3_MACS_peak_17986_lociStitched	chr22	50352955	50364850	3	8296	19169.982	845	1
4_MACS_peak_26585_lociStitched	chr8	74649622	74662739	4	8287	17749.9244	846	1
1_MACS_peak_25002_lociStitched	chr7	70158323	70166606	1	8284	21462.0813	847	1
5_MACS_peak_22465_lociStitched	chr5	158758332	158777853	5	8283	7792.7832	848	1
3_MACS_peak_246_lociStitched	chr1	15897078	15912140	3	8277	16238.3422	849	1
3_MACS_peak_5543_lociStitched	chr12	12844101	12857893	3	8272	17240	850	1
4_MACS_peak_14759_lociStitched	chr2	74681571	74700704	4	8268	14290.4377	851	1
4_MACS_peak_18412_lociStitched	chr3	47017343	47032909	4	8264	11251.1048	852	1
2_MACS_peak_26186_lociStitched	chr8	26428127	26437512	2	8258	25657.6515	853	1
2_MACS_peak_7301_lociStitched	chr13	115023551	115032540	2	8251	9460.0236	854	1
3_MACS_peak_11972_lociStitched	chr17	80405969	80423844	3	8249	21705.6125	855	1
1_MACS_peak_25449_lociStitched	chr7	104650840	104659079	1	8240	28716.2106	856	1
1_MACS_peak_21184_lociStitched	chr5	217232	225466	1	8235	26331.5086	857	1
4_MACS_peak_6349_lociStitched	chr12	96883328	96902107	4	8226	14687.0559	858	1
2_MACS_peak_21106_lociStitched	chr4	185391254	185399534	2	8225	41626.044	859	1
2_MACS_peak_10297_lociStitched	chr16	81740285	81753033	2	8225	21518.624	860	1
2_MACS_peak_25604_lociStitched	chr7	122822833	122833484	2	8222	20086.7209	861	1
1_MACS_peak_17939_lociStitched	chr22	46879345	46887558	1	8214	16329.0866	862	1
2_MACS_peak_15984_lociStitched	chr2	231524815	231536954	2	8202	18821.5195	863	1
3_MACS_peak_5961_lociStitched	chr12	53763401	53776339	3	8201	20510.6114	864	1
3_MACS_peak_24041_lociStitched	chr6	134323033	134332472	3	8191	13048.4736	865	1
3_MACS_peak_12907_lociStitched	chr19	10521719	10532385	3	8190	16905.61	866	1
1_MACS_peak_16555_lociStitched	chr20	37498265	37506450	1	8186	51763.577	867	1
1_MACS_peak_19277_lociStitched	chr3	150477545	150485729	1	8185	20239.8504	868	1
1_MACS_peak_16681_lociStitched	chr20	45522426	45530607	1	8182	34873.9668	869	1
1_MACS_peak_11290_lociStitched	chr17	43387737	43395914	1	8178	19403.2033	870	1
1_MACS_peak_10258_lociStitched	chr16	79628701	79636875	1	8175	21473.098	871	1
4_MACS_peak_27172_lociStitched	chr8	145047196	145065681	4	8174	13373.8975	872	1
2_MACS_peak_6380_lociStitched	chr12	102129410	102140142	2	8171	15950.9716	873	1
2_MACS_peak_22602_lociStitched	chr5	175960288	175971420	2	8167	16440.8508	874	1
1_MACS_peak_20342_lociStitched	chr4	78735325	78743487	1	8163	30531.5934	875	1
4_MACS_peak_28389_lociStitched	chr9	134127545	134145305	4	8159	15911.184	876	1
3_MACS_peak_16121_lociStitched	chr2	242245519	242257140	3	8153	17151.4339	877	1
2_MACS_peak_11855_lociStitched	chr17	76348399	76357456	2	8152	12762.2187	878	1
3_MACS_peak_1207_lociStitched	chr1	93416397	93428560	3	8149	10091.6411	879	1
2_MACS_peak_24891_lociStitched	chr7	50343470	50352411	2	8147	5465.6333	880	1
3_MACS_peak_13855_lociStitched	chr19	55786220	55796575	3	8147	17825.097	881	1
1_MACS_peak_6037_lociStitched	chr12	57076467	57084612	1	8146	34289.6355	882	1
2_MACS_peak_2010_lociStitched	chr1	173831577	173840341	2	8126	18575.298	883	1
2_MACS_peak_14632_lociStitched	chr2	65609245	65619553	2	8125	15237.2856	884	1
2_MACS_peak_20685_lociStitched	chr4	124330008	124341277	2	8120	14543.7714	885	1
4_MACS_peak_9912_lociStitched	chr16	31880039	31890667	4	8094	17594.654	886	1
4_MACS_peak_18455_lociStitched	chr3	49055031	49067417	4	8091	13918.1482	887	1
3_MACS_peak_28034_lociStitched	chr9	110835506	110847026	3	8090	10136.448	888	1
4_MACS_peak_20376_lociStitched	chr4	82542292	82557865	4	8086	8921.7717	889	1
3_MACS_peak_12358_lociStitched	chr18	48964710	48977009	3	8082	15258.1394	890	1
1_MACS_peak_10468_lociStitched	chr17	977004	985082	1	8079	18025.2492	891	1
3_MACS_peak_10048_lociStitched	chr16	58526357	58536432	3	8079	13300.0075	892	1
2_MACS_peak_17074_lociStitched	chr21	34600651	34613138	2	8071	19351.1039	893	1
3_MACS_peak_17500_lociStitched	chr22	26942047	26954910	3	8068	15427.8822	894	1
4_MACS_peak_6074_lociStitched	chr12	58135220	58150169	4	8068	16893.8649	895	1
1_MACS_peak_20300_lociStitched	chr4	76762043	76770107	1	8065	12808.0512	896	1
2_MACS_peak_4476_lociStitched	chr11	58340134	58348239	2	8063	20417.3055	897	1
4_MACS_peak_13655_lociStitched	chr19	47986714	47998899	4	8063	13710.562	898	1
1_MACS_peak_13997_lociStitched	chr2	5834257	5842315	1	8059	19024.938	899	1
2_MACS_peak_9533_lociStitched	chr16	10905773	10918929	2	8053	11020.7812	900	1
3_MACS_peak_19282_lociStitched	chr3	151911027	151921819	3	8051	14606.972	901	1
3_MACS_peak_27835_lociStitched	chr9	94180812	94192713	3	8045	13392.1953	902	1
1_MACS_peak_21089_lociStitched	chr4	185183928	185191964	1	8037	30233.8428	903	1
1_MACS_peak_15361_lociStitched	chr2	158294763	158302780	1	8018	25765.0346	904	1
3_MACS_peak_9157_lociStitched	chr15	90588627	90604379	3	8018	14400.4784	905	1
4_MACS_peak_20708_lociStitched	chr4	128054702	128066824	4	8017	9610.3216	906	1
4_MACS_peak_27779_lociStitched	chr9	91924712	91939042	4	8017	22390.625	907	1
2_MACS_peak_4106_lociStitched	chr11	3874415	3882688	2	8016	12784.2669	908	1
2_MACS_peak_26248_lociStitched	chr8	29653719	29664529	2	8013	20303.342	909	1
1_MACS_peak_822_lociStitched	chr1	44295753	44303764	1	8012	21768.2903	910	1
2_MACS_peak_396_lociStitched	chr1	25249629	25257716	2	8007	23905.9807	911	1
3_MACS_peak_8452_lociStitched	chr15	41023109	41038894	3	8004	18233.2535	912	1
3_MACS_peak_23113_lociStitched	chr6	30649551	30659882	3	7987	15687.6235	913	1
2_MACS_peak_5798_lociStitched	chr12	46776131	46785312	2	7985	22321.7653	914	1
4_MACS_peak_23482_lociStitched	chr6	52157202	52170151	4	7981	10354.0204	915	1
1_MACS_peak_14865_lociStitched	chr2	86843643	86851621	1	7979	13138.9682	916	1
2_MACS_peak_20354_lociStitched	chr4	79686561	79699012	2	7965	31249.5198	917	1
1_MACS_peak_22302_lociStitched	chr5	142430131	142438094	1	7964	16359.1872	918	1
