#12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_ROSE/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam
#Using cutoff of 21686.6089 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
2_MACS_peak_3730_lociStitched	chr10	112172656	112185357	2	8965	25507.4183	2759.9273	669	1
1_MACS_peak_25550_lociStitched	chr8	126441107	126449477	1	8371	27091.179	1805.409	673	1
1_MACS_peak_4415_lociStitched	chr11	60604746	60613129	1	8384	25948.7382	1966.6518	695	1
2_MACS_peak_26686_lociStitched	chr9	130731646	130744216	2	8824	24253.815	2414.697	696	1
1_MACS_peak_18041_lociStitched	chr3	128994260	129003059	1	8800	23818.893	1900.584	700	1
1_MACS_peak_19954_lociStitched	chr4	186225191	186233682	1	8492	25607.1578	2214.4528	702	1
2_MACS_peak_18826_lociStitched	chr4	10096640	10109089	2	7949	27933.0662	2233.3506	703	1
3_MACS_peak_25969_lociStitched	chr9	33286868	33299046	3	7875	28608.5576	2735.1788	707	1
3_MACS_peak_21952_lociStitched	chr6	32805177	32823302	3	8544	26574.875	3706.5625	711	1
1_MACS_peak_4123_lociStitched	chr11	16979539	16987363	1	7825	27905.8608	2005.2912	712	1
2_MACS_peak_24120_lociStitched	chr7	106504200	106513601	2	8390	26658.4157	3264.9673	717	1
1_MACS_peak_18095_lociStitched	chr3	133290383	133298392	1	8010	26866.1905	1854.8844	718	1
2_MACS_peak_1398_lociStitched	chr1	145427097	145441470	2	8498	26817.1434	4162.4208	728	1
3_MACS_peak_23368_lociStitched	chr7	25979837	25994403	3	8260	26520.3162	2793.7588	730	1
3_MACS_peak_6643_lociStitched	chr12	122227437	122243392	3	8499	24082.477	1536.4665	733	1
1_MACS_peak_10133_lociStitched	chr17	977544	985511	1	7968	26358.8195	1528.8673	735	1
2_MACS_peak_5973_lociStitched	chr12	56726384	56734366	2	7870	26647.1088	1848.6312	745	1
3_MACS_peak_12274_lociStitched	chr19	11038411	11053497	3	8524	24475.5264	2698.8854	748	1
1_MACS_peak_22033_lociStitched	chr6	36559034	36566891	1	7858	26610.0876	1860.5376	749	1
3_MACS_peak_784_lociStitched	chr1	52328058	52345949	3	8362	25195.8953	2757.0031	752	1
1_MACS_peak_13678_lociStitched	chr2	66659771	66667964	1	8194	24192.2904	1252.7097	764	1
2_MACS_peak_5632_lociStitched	chr12	27330045	27340714	2	7893	26292.6836	2658.7148	777	1
1_MACS_peak_24920_lociStitched	chr8	38237124	38245023	1	7900	24666.2073	1874.4327	791	1
2_MACS_peak_8236_lociStitched	chr15	33296336	33309890	2	7876	24549.0048	2576.6154	823	1
3_MACS_peak_22634_lociStitched	chr6	113946533	113956787	3	7693	24818.7816	2145.1368	825	1
2_MACS_peak_22184_lociStitched	chr6	52160163	52173580	2	7714	24916.7107	2942.3481	834	1
