#12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_ROSE/12_0EWY_0229Kronos_MM1S-No-Treatment-2_H3K27Ac_hs-dm_i21_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam
#Using cutoff of 21686.6089 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
1_MACS_peak_9020_lociStitched	chr15	90637239	90646643	1	9405	56571.6428	2592.6828	528	1
2_MACS_peak_9267_lociStitched	chr16	4554148	4568831	2	9402	28578.9912	2792.7066	529	1
2_MACS_peak_27585_lociStitched	chrX	118815263	118827767	2	9401	18604.7016	1365.4368	530	1
4_MACS_peak_25068_lociStitched	chr8	61811842	61830144	4	9400	14842.922	3404.172	531	1
3_MACS_peak_672_lociStitched	chr1	44289985	44305805	3	9395	19702.228	2887.15	532	1
4_MACS_peak_13855_lociStitched	chr2	86290457	86308785	4	9395	16583.1744	3568.4616	533	1
1_MACS_peak_18429_lociStitched	chr3	176911562	176920955	1	9394	54440.8887	3062.118	534	1
2_MACS_peak_17724_lociStitched	chr3	98449114	98464976	2	9392	20585.7036	2947.1596	535	1
4_MACS_peak_10300_lociStitched	chr17	8053593	8067455	4	9379	19539.8752	2614.3732	536	1
4_MACS_peak_19390_lociStitched	chr4	100729669	100749551	4	9379	21941.7752	3940.6124	537	1
3_MACS_peak_13261_lociStitched	chr2	27374832	27389285	3	9368	21576.8837	2682.4768	538	1
2_MACS_peak_5074_lociStitched	chr11	115090777	115102545	2	9362	55933.304	2767.8336	539	1
4_MACS_peak_17452_lociStitched	chr3	50353811	50376686	4	9358	26228.475	3257.4	540	1
4_MACS_peak_24713_lociStitched	chr8	19519357	19540443	4	9355	25577.318	3586.7286	541	1
4_MACS_peak_12064_lociStitched	chr19	2040866	2062886	4	9335	28564.344	4518.504	542	1
1_MACS_peak_4557_lociStitched	chr11	65336110	65345443	1	9334	19688.8968	1779.8031	543	1
3_MACS_peak_16146_lociStitched	chr21	34695861	34712485	3	9333	39347.3456	5033.7472	544	1
2_MACS_peak_19916_lociStitched	chr4	185200893	185210996	2	9327	62816.4128	2954.1172	545	1
2_MACS_peak_16385_lociStitched	chr22	19405648	19421101	2	9321	31632.291	2744.4528	546	1
4_MACS_peak_5379_lociStitched	chr12	6432293	6452106	4	9315	15664.1578	3067.0524	547	1
4_MACS_peak_11435_lociStitched	chr17	80447677	80465618	4	9295	17411.7405	3100.2048	548	1
2_MACS_peak_20817_lociStitched	chr5	121647737	121660639	2	9290	10335.7922	1768.8642	549	1
2_MACS_peak_5961_lociStitched	chr12	56509097	56523849	2	9285	25392.6176	3271.9936	550	1
4_MACS_peak_8301_lociStitched	chr15	40062881	40081270	4	9273	11287.1682	2741.7999	551	1
1_MACS_peak_14944_lociStitched	chr2	217079828	217089090	1	9263	38185.3736	2359.0314	552	1
3_MACS_peak_21162_lociStitched	chr5	150459510	150475822	3	9260	24056.9376	3295.024	553	1
3_MACS_peak_15530_lociStitched	chr20	31255014	31270308	3	9256	33357.7434	3051.153	554	1
4_MACS_peak_24290_lociStitched	chr7	128162604	128178332	4	9249	25462.0592	3869.088	555	1
4_MACS_peak_26133_lociStitched	chr9	71251227	71269288	4	9229	17613.0872	3216.6641	556	1
1_MACS_peak_1400_lociStitched	chr1	145448787	145458014	1	9228	48119.7277	3707.4086	557	1
3_MACS_peak_10175_lociStitched	chr17	2294297	2305852	3	9227	31663.011	2000.1705	558	1
3_MACS_peak_26482_lociStitched	chr9	112668865	112683236	3	9224	36877.4231	3127.1296	559	1
5_MACS_peak_8404_lociStitched	chr15	44954476	44976490	5	9219	16807.689	4257.5076	560	1
3_MACS_peak_21920_lociStitched	chr6	31618942	31634901	3	9218	30336.4631	3021.0387	561	1
5_MACS_peak_16434_lociStitched	chr22	22549230	22565693	5	9218	29998.8786	3070.3495	562	1
2_MACS_peak_6108_lociStitched	chr12	69195490	69208122	2	9212	30167.7424	2555.4536	563	1
3_MACS_peak_2419_lociStitched	chr1	223899538	223915428	3	9210	14884.163	3732.561	564	1
2_MACS_peak_9115_lociStitched	chr15	101458105	101472317	2	9209	16827.008	2678.962	565	1
3_MACS_peak_18769_lociStitched	chr4	5705305	5715689	3	9206	17744.1792	1886.7728	566	1
2_MACS_peak_17863_lociStitched	chr3	113455359	113468846	2	9199	29456.9567	2829.5726	567	1
1_MACS_peak_22857_lociStitched	chr6	138186896	138196090	1	9195	28924.324	2108.1842	568	1
2_MACS_peak_10090_lociStitched	chr16	89033369	89046128	2	9193	20163.0477	1266.9687	569	1
4_MACS_peak_4791_lociStitched	chr11	78127417	78140022	4	9192	15863.3925	2465.538	570	1
4_MACS_peak_26529_lociStitched	chr9	116162735	116179520	4	9190	23705.4555	2907.162	571	1
3_MACS_peak_5671_lociStitched	chr12	31243398	31254702	3	9186	21190.4784	2347.8408	572	1
2_MACS_peak_16648_lociStitched	chr22	36772654	36785187	2	9186	24059.6001	2565.5051	573	1
3_MACS_peak_15309_lociStitched	chr20	5092465	5109032	3	9182	25367.3904	3139.4465	574	1
1_MACS_peak_21614_lociStitched	chr6	11827756	11836905	1	9150	57491.4011	2456.5065	575	1
2_MACS_peak_16467_lociStitched	chr22	23517151	23526353	2	9134	27363.9874	2261.8516	576	1
2_MACS_peak_19300_lociStitched	chr4	84132311	84144198	2	9131	36594.1295	2989.5805	577	1
2_MACS_peak_10901_lociStitched	chr17	46527843	46537923	2	9113	22603.392	2612.736	578	1
3_MACS_peak_24543_lociStitched	chr7	155532610	155547162	3	9107	21800.3512	3550.688	579	1
3_MACS_peak_8436_lociStitched	chr15	46994606	47008659	3	9102	23933.6643	2672.8806	580	1
4_MACS_peak_13180_lociStitched	chr2	20615730	20630345	4	9102	22390.18	2794.388	581	1
2_MACS_peak_18374_lociStitched	chr3	169887552	169900110	2	9089	20321.3556	3148.2906	582	1
1_MACS_peak_11901_lociStitched	chr18	60822020	60831106	1	9087	66075.2092	2566.795	583	1
2_MACS_peak_19163_lociStitched	chr4	71542099	71555175	2	9087	29747.9	2753.8056	584	1
1_MACS_peak_338_lociStitched	chr1	25869680	25878763	1	9084	25438.7581	1960.1114	585	1
2_MACS_peak_26581_lociStitched	chr9	123630306	123641369	2	9083	30752.9274	2351.9938	586	1
3_MACS_peak_11299_lociStitched	chr17	74776961	74788739	3	9078	19246.4298	2181.2856	587	1
2_MACS_peak_22677_lociStitched	chr6	117858949	117871650	2	9072	19183.5904	2458.9136	588	1
5_MACS_peak_21591_lociStitched	chr6	10403610	10430851	5	9064	18463.9498	3745.6375	589	1
3_MACS_peak_2739_lociStitched	chr10	5930725	5947739	3	9056	19788.9834	2848.1436	590	1
3_MACS_peak_8049_lociStitched	chr14	103270903	103286951	3	9047	12793.4656	1474.8112	591	1
2_MACS_peak_13104_lociStitched	chr2	10259699	10269582	2	9023	27591.3594	2308.6688	592	1
3_MACS_peak_14055_lociStitched	chr2	109383330	109404180	3	8999	15439.425	2689.65	593	1
4_MACS_peak_9420_lociStitched	chr16	17553783	17571581	4	8986	13608.3508	2911.7528	594	1
3_MACS_peak_524_lociStitched	chr1	36614153	36627427	3	8983	29930.2152	2581.793	595	1
1_MACS_peak_4257_lociStitched	chr11	35159770	35168748	1	8979	31141.0908	2569.5036	596	1
2_MACS_peak_21374_lociStitched	chr5	173696558	173709946	2	8978	38161.1552	2847.6276	597	1
3_MACS_peak_8789_lociStitched	chr15	75352845	75370507	3	8974	22478.4274	3479.414	598	1
2_MACS_peak_3730_lociStitched	chr10	112172656	112185357	2	8965	25507.4183	2759.9273	599	1
1_MACS_peak_3185_lociStitched	chr10	63656401	63665361	1	8961	32663.68	1993.6	600	1
4_MACS_peak_22328_lociStitched	chr6	76517203	76534810	4	8947	13655.9892	2933.3262	601	1
2_MACS_peak_14190_lociStitched	chr2	120060227	120071964	2	8942	19326.1442	1999.9848	602	1
1_MACS_peak_1603_lociStitched	chr1	154970829	154979763	1	8935	36375.6744	2314.7994	603	1
3_MACS_peak_26257_lociStitched	chr9	91924575	91935299	3	8933	26565.4928	2021.474	604	1
2_MACS_peak_12875_lociStitched	chr19	49457379	49471964	2	8928	14345.806	2518.8295	605	1
3_MACS_peak_16100_lociStitched	chr21	30436321	30452579	3	8928	24008.1886	2939.4464	606	1
2_MACS_peak_23371_lociStitched	chr7	26002306	26011723	2	8926	65842.7223	2523.756	607	1
3_MACS_peak_18035_lociStitched	chr3	128899858	128915662	3	8923	28120.0572	2392.7256	608	1
2_MACS_peak_15098_lociStitched	chr2	232570539	232579540	2	8916	25479.1307	928.0031	609	1
3_MACS_peak_26557_lociStitched	chr9	117659969	117672932	3	8915	12317.4426	3030.7494	610	1
2_MACS_peak_2444_lociStitched	chr1	226062571	226071732	2	8914	27622.2472	2474.3861	611	1
3_MACS_peak_20591_lociStitched	chr5	86408532	86420250	3	8913	26721.7272	2323.6794	612	1
2_MACS_peak_9018_lociStitched	chr15	90612865	90626434	2	8909	23064.5862	2468.2011	613	1
3_MACS_peak_10504_lociStitched	chr17	27219312	27230912	3	8905	20097	2386.12	614	1
2_MACS_peak_8519_lociStitched	chr15	52968158	52977244	2	8903	27745.9182	1951.6728	615	1
4_MACS_peak_13700_lociStitched	chr2	68941317	68963287	4	8885	24830.494	4420.364	616	1
2_MACS_peak_18435_lociStitched	chr3	177068455	177079972	2	8881	57523.9599	3824.7957	617	1
2_MACS_peak_11331_lociStitched	chr17	76116535	76129371	2	8881	23199.7864	2153.8808	618	1
2_MACS_peak_8712_lociStitched	chr15	70387211	70396360	2	8880	21794.7478	2042.9717	619	1
4_MACS_peak_14111_lociStitched	chr2	112186192	112201538	4	8876	7132.8208	2456.8946	620	1
5_MACS_peak_4552_lociStitched	chr11	65306799	65326654	5	8872	11609.2185	3202.6115	621	1
2_MACS_peak_13724_lociStitched	chr2	70310069	70323279	2	8844	55175.528	2949.793	622	1
2_MACS_peak_5355_lociStitched	chr12	4251180	4263662	2	8834	20203.3652	2310.4182	623	1
1_MACS_peak_15786_lociStitched	chr20	45978427	45987251	1	8825	33167.6512	1998.636	624	1
2_MACS_peak_26686_lociStitched	chr9	130731646	130744216	2	8824	24253.815	2414.697	625	1
2_MACS_peak_24797_lociStitched	chr8	27249521	27264711	2	8823	22437.149	2820.783	626	1
2_MACS_peak_6293_lociStitched	chr12	94541164	94552838	2	8822	16070.4284	2167.8618	627	1
1_MACS_peak_18041_lociStitched	chr3	128994260	129003059	1	8800	23818.893	1900.584	628	1
4_MACS_peak_13786_lociStitched	chr2	74681437	74700943	4	8797	20970.9006	3429.1548	629	1
3_MACS_peak_15792_lociStitched	chr20	46114539	46132351	3	8791	18476.3876	3001.322	630	1
1_MACS_peak_19154_lociStitched	chr4	69434588	69443376	1	8789	33680.01	1887.6624	631	1
2_MACS_peak_19325_lociStitched	chr4	87855060	87869372	2	8785	21691.2672	2899.6112	632	1
1_MACS_peak_23914_lociStitched	chr7	92437167	92445945	1	8779	33127.2942	2087.4084	633	1
4_MACS_peak_7947_lociStitched	chr14	93034182	93053061	4	8773	22613.2662	2133.327	634	1
2_MACS_peak_21170_lociStitched	chr5	150590532	150604574	2	8772	14928.0502	2613.2162	635	1
1_MACS_peak_12280_lociStitched	chr19	11199385	11208147	1	8763	30679.2668	2084.4798	636	1
2_MACS_peak_10466_lociStitched	chr17	20936670	20948106	2	8747	29400.8124	2106.5112	637	1
3_MACS_peak_9605_lociStitched	chr16	30380043	30394869	3	8747	20341.272	2765.049	638	1
3_MACS_peak_4417_lociStitched	chr11	60672200	60683991	3	8745	31571.5816	2707.2136	639	1
2_MACS_peak_20892_lociStitched	chr5	130708815	130719093	2	8734	26897.526	2313.5778	640	1
2_MACS_peak_1965_lociStitched	chr1	181095574	181105406	2	8733	23107.1664	2827.6832	641	1
2_MACS_peak_16756_lociStitched	chr22	39860595	39870343	2	8725	17808.6212	1824.8256	642	1
1_MACS_peak_14551_lociStitched	chr2	173419406	173428128	1	8723	16468.8804	1849.064	643	1
2_MACS_peak_21845_lociStitched	chr6	27857288	27871673	2	8723	32593.533	2685.6795	644	1
4_MACS_peak_1639_lociStitched	chr1	155972824	155991215	4	8723	12671.399	4277.7466	645	1
3_MACS_peak_25375_lociStitched	chr8	103659161	103669508	3	8722	9141.5745	1083.3309	646	1
3_MACS_peak_11432_lociStitched	chr17	80405745	80423974	3	8721	39947.0306	3521.8428	647	1
3_MACS_peak_16714_lociStitched	chr22	39095624	39106108	3	8720	31707.8096	2306.48	648	1
3_MACS_peak_18692_lociStitched	chr3	197450352	197464832	3	8720	35234.184	4031.232	649	1
2_MACS_peak_26628_lociStitched	chr9	127622929	127636133	2	8713	28376.7164	2638.1592	650	1
1_MACS_peak_5153_lociStitched	chr11	119591979	119600689	1	8711	12902.994	1573.026	651	1
3_MACS_peak_23285_lociStitched	chr7	18533906	18549573	3	8705	14803.7483	2444.052	652	1
2_MACS_peak_12587_lociStitched	chr19	35695314	35706266	2	8701	57271.2936	2308.6816	653	1
2_MACS_peak_16517_lociStitched	chr22	27004918	27014919	2	8695	32080.2077	2080.208	654	1
1_MACS_peak_26682_lociStitched	chr9	130672453	130681144	1	8692	26103.4185	1765.1421	655	1
3_MACS_peak_21974_lociStitched	chr6	33376646	33395761	3	8689	17620.207	3333.656	656	1
3_MACS_peak_1298_lociStitched	chr1	117098896	117114091	3	8686	12836.736	1469.3565	657	1
3_MACS_peak_7699_lociStitched	chr14	65813166	65825790	3	8682	13554.3888	1340.6688	658	1
4_MACS_peak_10863_lociStitched	chr17	45265164	45284409	4	8678	24683.637	3908.6595	659	1
2_MACS_peak_16925_lociStitched	chr22	50906915	50920957	2	8662	13918.4304	1970.0926	660	1
4_MACS_peak_1905_lociStitched	chr1	174926433	174942077	4	8654	8992.1712	3674.7756	661	1
4_MACS_peak_328_lociStitched	chr1	25557998	25574992	4	8652	22051.4144	3313.83	662	1
1_MACS_peak_18215_lociStitched	chr3	150315238	150323888	1	8651	32656.345	2040.535	663	1
1_MACS_peak_2088_lociStitched	chr1	197740080	197748730	1	8651	40404.15	2953.11	664	1
4_MACS_peak_11016_lociStitched	chr17	55553345	55565692	4	8646	11403.6892	2013.7957	665	1
2_MACS_peak_137_lociStitched	chr1	11623140	11631897	2	8641	22245.4071	1811.8233	666	1
3_MACS_peak_7283_lociStitched	chr13	111350870	111369180	3	8638	18751.271	2623.823	667	1
3_MACS_peak_25962_lociStitched	chr9	33152521	33168273	3	8635	16018.2088	2567.576	668	1
2_MACS_peak_24355_lociStitched	chr7	134670484	134682628	2	8624	28441.248	3618.912	669	1
1_MACS_peak_10700_lociStitched	chr17	38016423	38025045	1	8623	27343.8108	2101.1814	670	1
2_MACS_peak_12650_lociStitched	chr19	39338336	39349115	2	8620	36056.8329	1929.441	671	1
1_MACS_peak_13853_lociStitched	chr2	86220052	86228670	1	8619	45132.466	2289.8026	672	1
1_MACS_peak_1722_lociStitched	chr1	160676477	160685093	1	8617	28718.8512	3166.38	673	1
2_MACS_peak_11171_lociStitched	chr17	66230234	66245214	2	8606	42033.88	2871.666	674	1
2_MACS_peak_23625_lociStitched	chr7	52774415	52788501	2	8601	20617.6782	2162.201	675	1
3_MACS_peak_9023_lociStitched	chr15	90721438	90736238	3	8600	29901.92	3143.52	676	1
2_MACS_peak_9910_lociStitched	chr16	70461238	70474065	2	8595	23996.7516	2310.1427	677	1
3_MACS_peak_10433_lociStitched	chr17	19205925	19221479	3	8587	31716.1614	3003.4774	678	1
2_MACS_peak_10942_lociStitched	chr17	48225147	48234227	2	8586	17667.864	1793.3	679	1
4_MACS_peak_6933_lociStitched	chr13	42061739	42077936	4	8578	16248.8304	1778.4306	680	1
1_MACS_peak_15358_lociStitched	chr20	9489963	9498535	1	8573	23245.5496	1655.2532	681	1
3_MACS_peak_27650_lociStitched	chrX	129298871	129311289	3	8558	14943.8212	1645.385	682	1
2_MACS_peak_2277_lociStitched	chr1	209275598	209284154	2	8547	45335.6772	3039.0912	683	1
3_MACS_peak_21952_lociStitched	chr6	32805177	32823302	3	8544	26574.875	3706.5625	684	1
2_MACS_peak_12755_lociStitched	chr19	44257619	44271830	2	8539	37151.8173	2658.8781	685	1
3_MACS_peak_1674_lociStitched	chr1	157142530	157153068	3	8537	17318.1492	3089.7416	686	1
3_MACS_peak_12274_lociStitched	chr19	11038411	11053497	3	8524	24475.5264	2698.8854	687	1
2_MACS_peak_26743_lociStitched	chr9	132646053	132657856	2	8515	42938.1337	2391.2878	688	1
3_MACS_peak_26586_lociStitched	chr9	123688842	123699365	3	8504	17025.1617	2335.0537	689	1
3_MACS_peak_6643_lociStitched	chr12	122227437	122243392	3	8499	24082.477	1536.4665	690	1
2_MACS_peak_311_lociStitched	chr1	24710236	24720707	2	8498	16046.8075	2616.7029	691	1
2_MACS_peak_1398_lociStitched	chr1	145427097	145441470	2	8498	26817.1434	4162.4208	692	1
2_MACS_peak_24811_lociStitched	chr8	28195108	28207307	2	8497	29417.8885	2333.6687	693	1
1_MACS_peak_19954_lociStitched	chr4	186225191	186233682	1	8492	25607.1578	2214.4528	694	1
2_MACS_peak_22595_lociStitched	chr6	109216354	109228472	2	8491	23232.6296	2726.55	695	1
1_MACS_peak_1230_lociStitched	chr1	111172928	111181416	1	8489	34816.0784	1200.2032	696	1
4_MACS_peak_9601_lociStitched	chr16	30345250	30368031	4	8475	14702.8574	3499.1616	697	1
3_MACS_peak_20106_lociStitched	chr5	14593747	14604154	3	8470	9617.1087	1864.9344	698	1
2_MACS_peak_17825_lociStitched	chr3	111392467	111403367	2	8465	15002.76	2400.18	699	1
3_MACS_peak_13704_lociStitched	chr2	68988857	69003855	3	8465	19699.873	2992.101	700	1
2_MACS_peak_13850_lociStitched	chr2	86080441	86091031	2	8464	12352.176	2094.702	701	1
2_MACS_peak_6418_lociStitched	chr12	105618313	105630753	2	8455	11203.464	2137.192	702	1
2_MACS_peak_5445_lociStitched	chr12	9587670	9601949	2	8450	23933.0319	2857.2279	703	1
2_MACS_peak_9935_lociStitched	chr16	71876638	71888765	2	8448	23779.8343	2367.1904	704	1
2_MACS_peak_10810_lociStitched	chr17	42287143	42299586	2	8443	18011.2425	2203.6553	705	1
2_MACS_peak_24493_lociStitched	chr7	150100613	150113984	2	8440	56652.927	3342.75	706	1
3_MACS_peak_8943_lociStitched	chr15	85276927	85293303	3	8440	29203.3208	2903.4648	707	1
3_MACS_peak_1854_lociStitched	chr1	168302220	168318186	3	8435	13093.7166	3975.534	708	1
2_MACS_peak_25498_lociStitched	chr8	124046481	124055502	2	8434	17839.9296	2147.9001	709	1
2_MACS_peak_1247_lociStitched	chr1	112134691	112148104	2	8434	15011.8296	1549.2015	710	1
2_MACS_peak_24377_lociStitched	chr7	137664639	137673847	2	8432	18937.1728	2689.6568	711	1
1_MACS_peak_23643_lociStitched	chr7	55597662	55606091	1	8430	61803.1138	2326.404	712	1
1_MACS_peak_6384_lociStitched	chr12	102871076	102879497	1	8422	46927.7067	1685.0421	713	1
3_MACS_peak_18083_lociStitched	chr3	133160138	133169634	3	8421	15103.388	1863.1152	714	1
2_MACS_peak_11383_lociStitched	chr17	78873433	78887129	2	8414	42228.8768	2910.4	715	1
3_MACS_peak_17253_lociStitched	chr3	39248257	39263791	3	8409	32396.157	3268.3536	716	1
3_MACS_peak_16684_lociStitched	chr22	38067863	38083357	3	8396	14930.0184	2559.6088	717	1
1_MACS_peak_12961_lociStitched	chr19	55763977	55772366	1	8390	30612.2999	1747.4287	718	1
2_MACS_peak_24120_lociStitched	chr7	106504200	106513601	2	8390	26658.4157	3264.9673	719	1
1_MACS_peak_4415_lociStitched	chr11	60604746	60613129	1	8384	25948.7382	1966.6518	720	1
4_MACS_peak_24149_lociStitched	chr7	111711836	111732774	4	8377	15600.9038	4964.3998	721	1
5_MACS_peak_21533_lociStitched	chr6	5866421	5880096	5	8372	10964.615	2650.215	722	1
1_MACS_peak_25550_lociStitched	chr8	126441107	126449477	1	8371	27091.179	1805.409	723	1
2_MACS_peak_3733_lociStitched	chr10	112216281	112226052	2	8364	50324.5584	2367.5133	724	1
1_MACS_peak_4025_lociStitched	chr11	8703044	8711405	1	8362	22112.3367	1874.5362	725	1
3_MACS_peak_784_lociStitched	chr1	52328058	52345949	3	8362	25195.8953	2757.0031	726	1
3_MACS_peak_18629_lociStitched	chr3	193848202	193860473	3	8359	17551.2113	3143.8302	727	1
6_MACS_peak_9147_lociStitched	chr16	431045	452898	6	8357	9549.761	2563.3569	728	1
3_MACS_peak_7965_lociStitched	chr14	93786195	93800560	3	8354	12240.4165	1314.3975	729	1
2_MACS_peak_18223_lociStitched	chr3	151911059	151919634	2	8339	17323.215	1769.88	730	1
4_MACS_peak_23448_lociStitched	chr7	34774037	34796469	4	8339	12395.9232	3631.7408	731	1
3_MACS_peak_1277_lociStitched	chr1	115236844	115251505	3	8335	14832.5337	1241.7867	732	1
2_MACS_peak_15564_lociStitched	chr20	32461944	32473749	2	8331	53968.9185	2813.1315	733	1
2_MACS_peak_18722_lociStitched	chr4	1712577	1725075	2	8323	22905.0846	1682.2308	734	1
2_MACS_peak_20759_lociStitched	chr5	112256358	112267059	2	8320	33166.6794	2168.0226	735	1
3_MACS_peak_11314_lociStitched	chr17	75314772	75329823	3	8314	21300.1752	2502.9813	736	1
2_MACS_peak_1731_lociStitched	chr1	161007832	161019181	2	8307	38103.1326	3153.8871	737	1
2_MACS_peak_13909_lociStitched	chr2	89043137	89056182	2	8299	44304.7335	2632.481	738	1
4_MACS_peak_8560_lociStitched	chr15	59266793	59281131	4	8297	18871.6756	2651.0962	739	1
3_MACS_peak_9763_lociStitched	chr16	57569301	57579368	3	8287	13023.6779	1763.7384	740	1
4_MACS_peak_14742_lociStitched	chr2	197089171	197107754	4	8281	12920.7599	3521.4785	741	1
2_MACS_peak_21894_lociStitched	chr6	30649243	30659253	2	8275	15682.667	2043.041	742	1
3_MACS_peak_13390_lociStitched	chr2	39345866	39356837	3	8274	16639.7157	2360.9592	743	1
3_MACS_peak_15146_lociStitched	chr2	235390646	235405769	3	8272	13947.9429	1538.0091	744	1
3_MACS_peak_23368_lociStitched	chr7	25979837	25994403	3	8260	26520.3162	2793.7588	745	1
4_MACS_peak_4041_lociStitched	chr11	9586792	9599822	4	8258	11745.242	1984.469	746	1
3_MACS_peak_22543_lociStitched	chr6	106585465	106595750	3	8252	30785.062	2630.903	747	1
3_MACS_peak_16261_lociStitched	chr21	43639275	43655775	3	8251	30402.9	4169.55	748	1
2_MACS_peak_12903_lociStitched	chr19	50369493	50382262	2	8246	35312.6695	2878.1326	749	1
2_MACS_peak_10289_lociStitched	chr17	7736880	7748953	2	8240	22063.4075	2617.4264	750	1
4_MACS_peak_2245_lociStitched	chr1	206989096	207007592	4	8239	14887.4304	4792.3136	751	1
4_MACS_peak_12229_lociStitched	chr19	9928714	9946965	4	8225	13432.736	2456.5846	752	1
3_MACS_peak_2757_lociStitched	chr10	6954279	6972868	3	8225	43446.2108	3476.143	753	1
2_MACS_peak_7766_lociStitched	chr14	72980390	72989728	2	8206	18914.119	1256.8948	754	1
3_MACS_peak_5919_lociStitched	chr12	53763888	53776575	3	8196	22634.8767	2862.1872	755	1
1_MACS_peak_13678_lociStitched	chr2	66659771	66667964	1	8194	24192.2904	1252.7097	756	1
3_MACS_peak_26583_lociStitched	chr9	123653383	123667604	3	8180	30471.3367	2774.5171	757	1
3_MACS_peak_21663_lociStitched	chr6	15244810	15257568	3	8179	13945.7698	2260.7176	758	1
2_MACS_peak_15201_lociStitched	chr2	241499271	241509340	2	8171	17247.1901	1151.8936	759	1
3_MACS_peak_19649_lociStitched	chr4	140120917	140136766	3	8164	12626.8983	2621.4246	760	1
2_MACS_peak_23303_lociStitched	chr7	20476801	20489779	2	8153	17478.7704	2381.463	761	1
2_MACS_peak_24212_lociStitched	chr7	120627549	120639530	2	8152	9400.2926	3249.2472	762	1
4_MACS_peak_13305_lociStitched	chr2	31430378	31443403	4	8147	10861.5475	1961.565	763	1
3_MACS_peak_16521_lociStitched	chr22	27053280	27071071	3	8132	17849.7103	2796.7452	764	1
4_MACS_peak_24015_lociStitched	chr7	101376562	101391389	4	8131	10768.8501	2283.358	765	1
2_MACS_peak_10271_lociStitched	chr17	7209419	7219664	2	8127	30214.554	2130.96	766	1
3_MACS_peak_25818_lociStitched	chr9	5762356	5776662	3	8123	16719.4222	2251.7644	767	1
4_MACS_peak_18651_lociStitched	chr3	195264296	195277804	4	8116	14288.7624	3895.7072	768	1
3_MACS_peak_13825_lociStitched	chr2	85150891	85168255	3	8116	19018.7892	2920.6248	769	1
2_MACS_peak_18228_lociStitched	chr3	152040160	152054115	2	8113	11793.3705	2482.5945	770	1
3_MACS_peak_17051_lociStitched	chr3	13455131	13470711	3	8112	21796.42	2729.616	771	1
3_MACS_peak_21904_lociStitched	chr6	31157524	31173021	3	8107	30168.0099	2860.7462	772	1
3_MACS_peak_263_lociStitched	chr1	22099591	22119306	3	8104	33119.2285	3355.493	773	1
1_MACS_peak_14304_lociStitched	chr2	135162623	135170721	1	8099	21271.8264	1606.6432	774	1
3_MACS_peak_25552_lociStitched	chr8	126647840	126661062	3	8099	18838.7056	2853.3076	775	1
3_MACS_peak_5150_lociStitched	chr11	119553815	119566777	3	8098	14148.023	2071.3276	776	1
2_MACS_peak_18280_lociStitched	chr3	156871460	156879654	2	8091	31237.1668	2676.1604	777	1
1_MACS_peak_4379_lociStitched	chr11	58340030	58348100	1	8071	51874.767	2119.182	778	1
3_MACS_peak_21927_lociStitched	chr6	31755999	31764854	3	8053	20917.281	1269.807	779	1
2_MACS_peak_9622_lociStitched	chr16	30661153	30673069	2	8053	29285.9532	2436.822	780	1
1_MACS_peak_10775_lociStitched	chr17	40827009	40835060	1	8052	22199.0223	2090.8447	781	1
1_MACS_peak_14412_lociStitched	chr2	158294386	158302423	1	8038	43089.5718	2215.8009	782	1
1_MACS_peak_11838_lociStitched	chr18	52983449	52991485	1	8037	16538.088	1448.0872	783	1
2_MACS_peak_927_lociStitched	chr1	67389522	67400557	2	8036	15892.607	1949.8845	784	1
2_MACS_peak_18982_lociStitched	chr4	38664448	38673542	2	8032	14720.4578	1760.5984	785	1
2_MACS_peak_20262_lociStitched	chr5	43007237	43021242	2	8022	21438.854	2487.288	786	1
2_MACS_peak_24784_lociStitched	chr8	26428366	26437370	2	8013	37834.808	2194.2748	787	1
1_MACS_peak_18095_lociStitched	chr3	133290383	133298392	1	8010	26866.1905	1854.8844	788	1
2_MACS_peak_21943_lociStitched	chr6	32156744	32165849	2	8009	16090.356	1628.8845	789	1
2_MACS_peak_19761_lociStitched	chr4	153580313	153588363	2	7997	17651.235	1783.88	790	1
2_MACS_peak_18976_lociStitched	chr4	38124533	38135989	2	7997	18038.6176	2271.7248	791	1
1_MACS_peak_23888_lociStitched	chr7	90337355	90345349	1	7995	20681.2774	1601.9976	792	1
2_MACS_peak_13366_lociStitched	chr2	37871669	37884094	2	7986	18707.08	2225.3175	793	1
2_MACS_peak_5219_lociStitched	chr11	126056673	126069198	2	7976	49557.6675	2830.65	794	1
2_MACS_peak_2111_lociStitched	chr1	200589170	200598628	2	7973	18710.7614	3156.1346	795	1
