REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X12_0EWY_0229Kronos_MM1S.No.Treatment.2_H3K27Ac_hs.dm_i21.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_22811_lociStitched	chr6	135322837	135344275	4	13422	37023.426	4073.22	372	HBS1L	MIR3662,HBS1L	MIR3662	372	1
3_MACS_peak_15923_lociStitched	chr20	55957864	55975638	3	14000	36143.429	3469.4848	373	RBM38	RAE1,MTRNR2L3	RBM38	373	1
1_MACS_peak_22810_lociStitched	chr6	135190375	135196170	1	5796	33989.993	1378.051	374			ALDH8A1	374	1
3_MACS_peak_10013_lociStitched	chr16	81841516	81857678	3	11332	34305.4612	1721.253	375	PLCG2		PLCG2	375	1
1_MACS_peak_27229_lociStitched	chrX	48767699	48779354	1	11656	34316.982	1749.4155	376	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	376	1
1_MACS_peak_2448_lociStitched	chr1	226127602	226133550	1	5949	34842.1944	2297.1176	377	LEFTY2	PYCR2	LEFTY2	377	1
3_MACS_peak_909_lociStitched	chr1	66736821	66750402	3	10505	35660.9898	3187.4607	378	PDE4B	PDE4B	PDE4B	378	1
3_MACS_peak_10268_lociStitched	chr17	7136778	7156726	3	12661	36135.802	3668.4372	379	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	379	1
2_MACS_peak_12903_lociStitched	chr19	50369493	50382262	2	8246	35312.6695	2878.1326	380	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	380	1
3_MACS_peak_12895_lociStitched	chr19	50166004	50182859	3	9939	35673.6075	3246.273	381	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	IRF3	381	1
2_MACS_peak_15579_lociStitched	chr20	32988923	33005783	2	12553	35500.416	3076.95	382	ITCH	MIR644	ITCH	382	1
3_MACS_peak_19007_lociStitched	chr4	40302560	40319913	3	11864	36061.2693	3798.5717	383		CHRNA9	CHRNA9	383	1
4_MACS_peak_4646_lociStitched	chr11	67644531	67661794	4	10157	35943.2923	3697.7346	384			LOC645332	384	1
3_MACS_peak_18979_lociStitched	chr4	38307084	38322332	3	11902	35819.0768	3625.9744	385			KLF3	385	1
3_MACS_peak_27782_lociStitched	chrX	153232506	153252601	3	12689	34372.4975	2308.9155	386	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	386	1
3_MACS_peak_15171_lociStitched	chr2	238599882	238613587	3	13427	33717.041	1688.456	387	LRRFIP1		LRRFIP1	387	1
2_MACS_peak_19254_lociStitched	chr4	78735713	78749570	2	9997	34472.0589	2483.1744	388	CNOT6L	MRPL1	CNOT6L	388	1
2_MACS_peak_14414_lociStitched	chr2	158324045	158337630	2	7124	34893.0725	3000.9265	389		CYTIP	CYTIP	389	1
1_MACS_peak_21477_lociStitched	chr6	389087	401871	1	12785	34649.7536	2809.9232	390	IRF4		IRF4	390	1
1_MACS_peak_19154_lociStitched	chr4	69434588	69443376	1	8789	33680.01	1887.6624	391		UGT2B15,UGT2B17	UGT2B17	391	1
2_MACS_peak_10934_lociStitched	chr17	47816139	47828220	2	10714	34395.8151	2619.1608	392	FAM117A	MYST2,SLC35B1	FAM117A	392	1
3_MACS_peak_24465_lociStitched	chr7	148394395	148413681	3	11721	36246.1084	4599.711	393	CUL1		CUL1	393	1
1_MACS_peak_24289_lociStitched	chr7	128144829	128149580	1	4752	33528.2821	1889.9478	394		C7orf68,METTL2B	METTL2B	394	1
2_MACS_peak_25461_lociStitched	chr8	118450290	118457667	2	7256	33367.6464	1732.8573	395			MED30	395	1
4_MACS_peak_12052_lociStitched	chr19	1846957	1865771	4	11377	35526.4762	3905.7864	396	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	396	1
3_MACS_peak_16042_lociStitched	chr21	19152068	19168904	3	14259	34847.1528	3338.5788	397	C21orf91		C21orf91	397	1
1_MACS_peak_2649_lociStitched	chr1	245132336	245136228	1	3893	32692.8	1227.5368	398	EFCAB2		EFCAB2	398	1
4_MACS_peak_26938_lociStitched	chrX	10065085	10091033	4	15021	34209.8432	2789.41	399	WWC3	CLCN4	CLCN4	399	1
1_MACS_peak_16309_lociStitched	chr21	45659707	45665144	1	5438	33058.5911	1638.1681	400	ICOSLG	AIRE,DNMT3L	ICOSLG	400	1
4_MACS_peak_8149_lociStitched	chr15	23660131	23682987	4	12872	34939.9672	3572.3928	401			MKRN3	401	1
2_MACS_peak_5892_lociStitched	chr12	51711944	51722111	2	9890	33662.937	2352.6438	402	BIN2	SMAGP,CELA1	BIN2	402	1
4_MACS_peak_1633_lociStitched	chr1	155900354	155922744	4	15796	37243.526	5980.369	403	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	403	1
3_MACS_peak_18692_lociStitched	chr3	197450352	197464832	3	8720	35234.184	4031.232	404	KIAA0226	FYTTD1,MIR922	KIAA0226	404	1
1_MACS_peak_21790_lociStitched	chr6	26269576	26275731	1	6156	32896.013	1723.4	405	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	405	1
1_MACS_peak_15786_lociStitched	chr20	45978427	45987251	1	8825	33167.6512	1998.636	406	ZMYND8	LOC100131496	ZMYND8	406	1
4_MACS_peak_13476_lociStitched	chr2	46788483	46804722	4	14224	34522.4901	3437.7963	407	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	407	1
2_MACS_peak_19238_lociStitched	chr4	77608510	77624774	2	15356	34707.376	3631.7512	408	SHROOM3		ANKRD56	408	1
1_MACS_peak_23914_lociStitched	chr7	92437167	92445945	1	8779	33127.2942	2087.4084	409	CDK6		CDK6	409	1
1_MACS_peak_26542_lociStitched	chr9	117127662	117137531	1	9870	33125.2985	2089.2673	410	AKNA	ORM1,ORM2	AKNA	410	1
1_MACS_peak_257_lociStitched	chr1	21615718	21622654	1	6937	32687.2872	1653.5424	411	ECE1	ECE1	ECE1	411	1
2_MACS_peak_20759_lociStitched	chr5	112256358	112267059	2	8320	33166.6794	2168.0226	412	REEP5	DCP2	REEP5	412	1
1_MACS_peak_26833_lociStitched	chr9	139792025	139798404	1	6380	32518.2283	1572.4235	413	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	413	1
3_MACS_peak_23996_lociStitched	chr7	100020403	100034934	3	7710	33428.5655	2493.5196	414	MEPCE,ZCWPW1,C7orf47	PILRA,C7orf51,C7orf61,TSC22D4	MEPCE	414	1
3_MACS_peak_17989_lociStitched	chr3	125548777	125560568	3	9502	33568.977	2657.6914	415		MIR548I1	MIR548I1	415	1
3_MACS_peak_18818_lociStitched	chr4	9599010	9610862	3	9570	33248.4156	2349.0664	416		MIR548I2	MIR548I2	416	1
2_MACS_peak_9933_lociStitched	chr16	71841266	71853039	2	6572	32811.351	1964.9137	417	AP1G1	ATXN1L,SNORD71	AP1G1	417	1
5_MACS_peak_13726_lociStitched	chr2	70335014	70360915	5	10924	35424.7977	4581.8869	418	LOC100133985	PCBP1,LOC400960	LOC100133985	418	1
1_MACS_peak_3185_lociStitched	chr10	63656401	63665361	1	8961	32663.68	1993.6	419	ARID5B		ARID5B	419	1
5_MACS_peak_3678_lociStitched	chr10	105249780	105268240	5	12671	34771.256	4116.58	420	NEURL	CALHM2,CALHM1,CALHM3	NEURL	420	1
1_MACS_peak_17058_lociStitched	chr3	14160944	14168167	1	7224	32469.5519	1823.0852	421	TMEM43,CHCHD4		CHCHD4	421	1
2_MACS_peak_4472_lociStitched	chr11	62597962	62610687	2	7669	33414.5775	2779.14	422	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	422	1
1_MACS_peak_11883_lociStitched	chr18	56806233	56812029	1	5797	32147.514	1522.0296	423	SEC11C		SEC11C	423	1
1_MACS_peak_18215_lociStitched	chr3	150315238	150323888	1	8651	32656.345	2040.535	424	SELT		SELT	424	1
5_MACS_peak_4447_lociStitched	chr11	62308025	62328896	5	14031	34422.5403	3888.2673	425	AHNAK,EEF1G	TUT1,MTA2	AHNAK	425	1
3_MACS_peak_21001_lociStitched	chr5	138738443	138752732	3	7552	33519.1362	2984.9721	426	SPATA24,DNAJC18	SLC23A1,MZB1,LOC389333	SPATA24	426	1
2_MACS_peak_20323_lociStitched	chr5	55272598	55291984	2	18215	34330.6674	3819.042	427	IL6ST		IL6ST	427	1
1_MACS_peak_36_lociStitched	chr1	1707986	1715093	1	7108	31841.4921	1344.6444	428	NADK	SLC35E2,NADK	NADK	428	1
3_MACS_peak_8762_lociStitched	chr15	74827307	74846217	3	11730	34070.147	3664.758	429	ARID3B		ARID3B	429	1
4_MACS_peak_9574_lociStitched	chr16	29815369	29833783	4	13775	33552.1494	3176.415	430	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	430	1
3_MACS_peak_17095_lociStitched	chr3	15834944	15851761	3	10545	33644.0902	3291.0869	431	ANKRD28	ANKRD28	ANKRD28	431	1
3_MACS_peak_409_lociStitched	chr1	28558553	28577464	3	11127	34342.376	3995.8943	432	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	432	1
3_MACS_peak_9065_lociStitched	chr15	93346292	93364541	3	10565	33235.0788	2892.4665	433		ASB9P1	ASB9P1	433	1
3_MACS_peak_15530_lociStitched	chr20	31255014	31270308	3	9256	33357.7434	3051.153	434		C20orf203	C20orf203	434	1
1_MACS_peak_6258_lociStitched	chr12	92754798	92760433	1	5636	31741.955	1454.3935	435			CLLU1	435	1
2_MACS_peak_11133_lociStitched	chr17	62979882	62986108	2	5957	32089.4266	1833.557	436		AMZ2P1	AMZ2P1	436	1
1_MACS_peak_19429_lociStitched	chr4	103746003	103751060	1	5058	31677.5537	1490.8036	437	UBE2D3	CISD2	UBE2D3	437	1
2_MACS_peak_10495_lociStitched	chr17	27046130	27056591	2	9763	32645.6427	2505.4095	438	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	438	1
3_MACS_peak_5985_lociStitched	chr12	57093605	57120097	3	17223	34678.028	4567.2208	439	NACA	HSD17B6,PTGES3,PRIM1	NACA	439	1
4_MACS_peak_5979_lociStitched	chr12	57021656	57040965	4	15785	34292.784	4191.9839	440	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	440	1
4_MACS_peak_12856_lociStitched	chr19	48880242	48902108	4	11484	33850.7546	3754.3922	441	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	441	1
5_MACS_peak_27632_lociStitched	chrX	128902393	128921332	5	16367	32323.1913	2255.6349	442	XPNPEP2,SASH3		SASH3	442	1
1_MACS_peak_15078_lociStitched	chr2	231729320	231739602	1	10283	31414.5946	1356.1958	443	ITM2C		ITM2C	443	1
1_MACS_peak_24389_lociStitched	chr7	139024235	139027630	1	3396	31561.6175	1509.0775	444	C7orf55	LUC7L2	C7orf55	444	1
2_MACS_peak_2260_lociStitched	chr1	207995014	208006345	2	7740	33568.0875	3528.4734	445	LOC148696	MIR29C,MIR29B2	LOC148696	445	1
2_MACS_peak_2328_lociStitched	chr1	212779757	212788779	2	6013	32778.7304	2757.1232	446	ATF3	FAM71A	ATF3	446	1
2_MACS_peak_16517_lociStitched	chr22	27004918	27014919	2	8695	32080.2077	2080.208	447	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	447	1
1_MACS_peak_21361_lociStitched	chr5	173168830	173174546	1	5717	31640.918	1683.9336	448			BOD1	448	1
4_MACS_peak_6464_lociStitched	chr12	109161885	109181277	4	9993	33683.904	3756.2304	449	SSH1	CORO1C,SSH1	CORO1C	449	1
2_MACS_peak_21845_lociStitched	chr6	27857288	27871673	2	8723	32593.533	2685.6795	450	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	450	1
2_MACS_peak_5128_lociStitched	chr11	118738410	118744295	2	5757	31224.0445	1384.152	451		CXCR5,BCL9L	CXCR5	451	1
3_MACS_peak_22047_lociStitched	chr6	37121838	37144354	3	13660	33560.098	3753.4172	452	PIM1		PIM1	452	1
4_MACS_peak_17763_lociStitched	chr3	101487475	101513533	4	13397	34883.8446	5078.7042	453	FAM55C	CEP97,NFKBIZ	FAM55C	453	1
2_MACS_peak_17606_lociStitched	chr3	69128590	69146045	2	16918	33166.2455	3396.743	454	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	454	1
3_MACS_peak_263_lociStitched	chr1	22099591	22119306	3	8104	33119.2285	3355.493	455	USP48	LDLRAD2	USP48	455	1
1_MACS_peak_1947_lociStitched	chr1	179850067	179853838	1	3772	31265.361	1506.1374	456	TOR1AIP1	TOR1AIP2	TOR1AIP1	456	1
4_MACS_peak_14061_lociStitched	chr2	109829388	109843199	4	9991	32741.7377	3001.1303	457	SH3RF3		MIR4265	457	1
2_MACS_peak_18632_lociStitched	chr3	194022450	194034004	2	5682	32627.3406	2889.6554	458	LOC100131551	CPN2	LOC100131551	458	1
3_MACS_peak_10175_lociStitched	chr17	2294297	2305852	3	9227	31663.011	2000.1705	459	MNT	LOC284009	MNT	459	1
3_MACS_peak_3721_lociStitched	chr10	111966789	111986813	3	11662	33760.464	4126.9464	460	MXI1		MXI1	460	1
3_MACS_peak_12048_lociStitched	chr19	1647761	1669905	3	10922	34024.256	4397.7984	461	TCF3	UQCR11	TCF3	461	1
2_MACS_peak_5183_lociStitched	chr11	122928048	122942082	2	11018	32652.9078	3063.6222	462	HSPA8	LOC341056	HSPA8	462	1
2_MACS_peak_3472_lociStitched	chr10	90143645	90152808	2	6367	31785.5307	2231.1905	463	RNLS		RNLS	463	1
1_MACS_peak_11162_lociStitched	chr17	65642616	65648933	1	6318	31056.8988	1504.7094	464	PITPNC1		NOL11	464	1
1_MACS_peak_16707_lociStitched	chr22	38700580	38715122	1	14543	32377.763	2826.9648	465	CSNK1E	TMEM184B	CSNK1E	465	1
1_MACS_peak_15931_lociStitched	chr20	56192366	56197353	1	4988	30697.9772	1184.9112	466	ZBP1		ZBP1	466	1
3_MACS_peak_12852_lociStitched	chr19	48824158	48838056	3	10409	32290.6132	2780.9898	467	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	467	1
3_MACS_peak_16714_lociStitched	chr22	39095624	39106108	3	8720	31707.8096	2306.48	468	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	468	1
5_MACS_peak_13627_lociStitched	chr2	64430371	64456392	5	11982	34443.9977	5061.0845	469	LOC150992		LOC150992	469	1
1_MACS_peak_21996_lociStitched	chr6	34622768	34627338	1	4571	30411.522	1104.112	470	C6orf106		C6orf106	470	1
2_MACS_peak_24358_lociStitched	chr7	134843696	134857546	2	7442	32573.815	3267.215	471	TMEM140,C7orf49	WDR91	C7orf49	471	1
1_MACS_peak_1360_lociStitched	chr1	143741752	143746145	1	4394	30895.969	1646.9357	472	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	472	1
2_MACS_peak_978_lociStitched	chr1	75596246	75611717	2	14749	31649.0247	2415.0231	473	LHX8		LHX8	473	1
3_MACS_peak_26285_lociStitched	chr9	93670867	93688839	3	9503	32773.7392	3547.6728	474			SYK	474	1
1_MACS_peak_25627_lociStitched	chr8	134244467	134248920	1	4454	30722.5829	1519.3636	475		WISP1	WISP1	475	1
3_MACS_peak_17253_lociStitched	chr3	39248257	39263791	3	8409	32396.157	3268.3536	476		XIRP1	XIRP1	476	1
1_MACS_peak_16239_lociStitched	chr21	41382945	41389952	1	7008	31421.4901	2334.7324	477	DSCAM		PCP4	477	1
3_MACS_peak_16294_lociStitched	chr21	45195045	45210558	3	11890	33478.6053	4419.6537	478	RRP1,CSTB	LOC284837	CSTB	478	1
1_MACS_peak_2493_lociStitched	chr1	228269019	228279590	1	10572	32296.5192	3277.01	479	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	479	1
2_MACS_peak_5294_lociStitched	chr11	132218734	132231450	2	7075	31431.4088	2452.9164	480			NTM	480	1
2_MACS_peak_24300_lociStitched	chr7	128572621	128582287	2	7024	31757.643	2803.14	481	IRF5	KCP	IRF5	481	1
2_MACS_peak_16385_lociStitched	chr22	19405648	19421101	2	9321	31632.291	2744.4528	482	MRPL40,HIRA	CDC45,C22orf39,UFD1L	HIRA	482	1
1_MACS_peak_12961_lociStitched	chr19	55763977	55772366	1	8390	30612.2999	1747.4287	483	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	483	1
3_MACS_peak_4417_lociStitched	chr11	60672200	60683991	3	8745	31571.5816	2707.2136	484	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	484	1
1_MACS_peak_24072_lociStitched	chr7	104621265	104626139	1	4875	30146.1774	1308.1816	485		MLL5,LOC100216545	LOC100216545	485	1
2_MACS_peak_1668_lociStitched	chr1	156709074	156722771	2	13332	32455.0415	3617.3777	486	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	486	1
1_MACS_peak_16158_lociStitched	chr21	34912928	34916944	1	4017	30221.2032	1401.9856	487	SON,GART	DNAJC28,DONSON	GART	487	1
2_MACS_peak_14938_lociStitched	chr2	216876729	216883411	2	6440	30372.3628	1575.6156	488	MREG		MREG	488	1
1_MACS_peak_19438_lociStitched	chr4	105407416	105417375	1	9960	30814.1419	2042.5909	489	CXXC4		CXXC4	489	1
1_MACS_peak_21081_lociStitched	chr5	142774267	142786000	1	11734	31217.9931	2482.7028	490	NR3C1		NR3C1	490	1
3_MACS_peak_10433_lociStitched	chr17	19205925	19221479	3	8587	31716.1614	3003.4774	491	EPN2	MIR1180,B9D1	MIR1180	491	1
2_MACS_peak_26160_lociStitched	chr9	73026731	73036551	2	7079	30429.234	1753.852	492	KLF9		KLF9	492	1
1_MACS_peak_12280_lociStitched	chr19	11199385	11208147	1	8763	30679.2668	2084.4798	493	LDLR		LDLR	493	1
1_MACS_peak_4257_lociStitched	chr11	35159770	35168748	1	8979	31141.0908	2569.5036	494	CD44		CD44	494	1
2_MACS_peak_18280_lociStitched	chr3	156871460	156879654	2	8091	31237.1668	2676.1604	495	CCNL1	LOC339894	CCNL1	495	1
3_MACS_peak_22140_lociStitched	chr6	44213267	44234527	3	12817	33101.82	4541.136	496	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	496	1
3_MACS_peak_5259_lociStitched	chr11	129233834	129249642	3	10496	31595.4496	3125.2416	497	BARX2		BARX2	497	1
3_MACS_peak_17183_lociStitched	chr3	30682621	30703627	3	16721	32950.0116	4514.1894	498	TGFBR2		TGFBR2	498	1
1_MACS_peak_14321_lociStitched	chr2	137137905	137142730	1	4826	29571.46	1163.3075	499			CXCR4	499	1
2_MACS_peak_26581_lociStitched	chr9	123630306	123641369	2	9083	30752.9274	2351.9938	500	PHF19	LOC253039,PSMD5,TRAF1	PHF19	500	1
4_MACS_peak_12241_lociStitched	chr19	10329461	10347885	4	10918	31372.3872	2990.2152	501	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	501	1
3_MACS_peak_21343_lociStitched	chr5	171600983	171616074	3	11853	31375.6981	3083.0913	502	STK10	EFCAB9	STK10	502	1
1_MACS_peak_15932_lociStitched	chr20	56252892	56259016	1	6125	29888.182	1630.8212	503	PMEPA1		PMEPA1	503	1
3_MACS_peak_11296_lociStitched	chr17	74721421	74735064	3	10288	30864.5589	2622.1846	504	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	504	1
3_MACS_peak_13940_lociStitched	chr2	96889880	96912727	3	11315	32001.7929	3769.755	505	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	505	1
6_MACS_peak_9972_lociStitched	chr16	78768101	78805033	6	32183	32843.6276	4631.2728	506	WWOX		WWOX	506	1
4_MACS_peak_2762_lociStitched	chr10	7511642	7535783	4	12659	32409.2925	4224.675	507			SFMBT2	507	1
1_MACS_peak_2366_lociStitched	chr1	218336127	218340047	1	3921	29189.104	1014.104	508			RRP15	508	1
3_MACS_peak_22543_lociStitched	chr6	106585465	106595750	3	8252	30785.062	2630.903	509		PRDM1	PRDM1	509	1
1_MACS_peak_3647_lociStitched	chr10	104153098	104159987	1	6890	29444.2749	1337.8438	510	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	510	1
4_MACS_peak_24806_lociStitched	chr8	27934280	27951641	4	12984	31907.7819	3815.9478	511	ELP3,C8orf80		C8orf80	511	1
2_MACS_peak_10271_lociStitched	chr17	7209419	7219664	2	8127	30214.554	2130.96	512	EIF5A,GPS2,NEURL4	SLC2A4,ACAP1,KCTD11,TMEM95,CLDN7,YBX2	EIF5A	512	1
1_MACS_peak_21618_lociStitched	chr6	12007677	12014094	1	6418	29042.0586	1024.7949	513	HIVEP1		HIVEP1	513	1
2_MACS_peak_217_lociStitched	chr1	17065536	17075342	2	4171	31605.7186	3598.802	514		ESPNP,MST1P9	MST1P9	514	1
1_MACS_peak_24390_lociStitched	chr7	139042701	139046395	1	3695	29422.3406	1425.5146	515	LUC7L2	C7orf55	LUC7L2	515	1
1_MACS_peak_15797_lociStitched	chr20	46386275	46392863	1	6589	29516.2164	1544.2272	516	SULF2		SULF2	516	1
2_MACS_peak_6370_lociStitched	chr12	102129353	102140374	2	7856	30001.3662	2030.0682	517	SYCP3,GNPTAB	CHPT1	SYCP3	517	1
1_MACS_peak_2615_lociStitched	chr1	240074174	240079870	1	5697	29460.2816	1586.9056	518			RPS7P5	518	1
5_MACS_peak_10841_lociStitched	chr17	43505042	43531589	5	15323	32594.4066	4728.0207	519	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	519	1
2_MACS_peak_17499_lociStitched	chr3	52729874	52745773	2	10457	30834.5206	3009.6807	520	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	520	1
1_MACS_peak_10312_lociStitched	chr17	8149339	8153962	1	4624	29026.8924	1242.2001	521	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	521	1
1_MACS_peak_583_lociStitched	chr1	40029583	40042851	1	13269	30962.2048	3196.2612	522	PABPC4,SNORA55	PPIEL	SNORA55	522	1
2_MACS_peak_11261_lociStitched	chr17	73773970	73782569	2	7252	29746.5207	2016.4655	523	UNK,H3F3B	GALK1	H3F3B	523	1
3_MACS_peak_26583_lociStitched	chr9	123653383	123667604	3	8180	30471.3367	2774.5171	524	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	524	1
2_MACS_peak_6108_lociStitched	chr12	69195490	69208122	2	9212	30167.7424	2555.4536	525	MDM2		MDM2	525	1
1_MACS_peak_7319_lociStitched	chr13	114789367	114794705	1	5339	28480.899	1005.1454	526	RASA3		RASA3	526	1
3_MACS_peak_20802_lociStitched	chr5	118657860	118679087	3	14359	31430.8189	3965.2036	527	TNFAIP8	TNFAIP8	TNFAIP8	527	1
1_MACS_peak_19934_lociStitched	chr4	185454187	185460790	1	6604	29106.024	1650.0897	528			IRF2	528	1
2_MACS_peak_3654_lociStitched	chr10	104401063	104412955	2	10968	29372.0508	1959.8016	529	TRIM8		TRIM8	529	1
2_MACS_peak_12316_lociStitched	chr19	12713665	12726054	2	7375	29489.5367	2116.0412	530	ZNF791,ZNF490		ZNF490	530	1
1_MACS_peak_20508_lociStitched	chr5	75696780	75702518	1	5739	28830.0072	1477.535	531	IQGAP2		IQGAP2	531	1
3_MACS_peak_524_lociStitched	chr1	36614153	36627427	3	8983	29930.2152	2581.793	532	MAP7D1,TRAPPC3	COL8A2	MAP7D1	532	1
3_MACS_peak_21920_lociStitched	chr6	31618942	31634901	3	9218	30336.4631	3021.0387	533	APOM,CSNK2B,BAT3,C6orf47,GPANK1	AIF1,BAT2,SNORA38,LY6G5B,LY6G6F,LY6G6D,LY6G5C,BAT5,LY6G6E	C6orf47	533	1
3_MACS_peak_21904_lociStitched	chr6	31157524	31173021	3	8107	30168.0099	2860.7462	534	HCG27	TCF19,CCHCR1,POU5F1,PSORS1C3	HCG27	534	1
1_MACS_peak_13324_lociStitched	chr2	33716618	33724153	1	7536	29159.6965	1858.131	535	RASGRP3	RASGRP3	RASGRP3	535	1
2_MACS_peak_10466_lociStitched	chr17	20936670	20948106	2	8747	29400.8124	2106.5112	536	USP22		USP22	536	1
4_MACS_peak_23563_lociStitched	chr7	45024663	45047947	4	12538	31305.338	4025.8036	537	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	537	1
3_MACS_peak_13414_lociStitched	chr2	42344184	42360967	3	11593	30860.5804	3606.6667	538		EML4	EML4	538	1
5_MACS_peak_12974_lociStitched	chr19	56145571	56168906	5	11750	30484.844	3329.9045	539	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	539	1
3_MACS_peak_4796_lociStitched	chr11	78163399	78178186	3	7583	29479.3632	2371.8348	540	NARS2	GAB2	GAB2	540	1
2_MACS_peak_24811_lociStitched	chr8	28195108	28207307	2	8497	29417.8885	2333.6687	541	PNOC,ZNF395		PNOC	541	1
2_MACS_peak_25648_lociStitched	chr8	137189318	137201525	2	11335	29531.1744	2460.9312	542			KHDRBS3	542	1
1_MACS_peak_5269_lociStitched	chr11	129871173	129874569	1	3397	27791.8452	778.7028	543	NCRNA00167,PRDM10		PRDM10	543	1
2_MACS_peak_25836_lociStitched	chr9	6672915	6684263	2	5234	29248.3352	2248.0388	544		KDM4C,GLDC	GLDC	544	1
2_MACS_peak_19163_lociStitched	chr4	71542099	71555175	2	9087	29747.9	2753.8056	545	UTP3	ENAM,RUFY3,IGJ	UTP3	545	1
4_MACS_peak_21165_lociStitched	chr5	150512888	150538003	4	16137	31554.486	4603.5795	546	ANXA6		ANXA6	546	1
1_MACS_peak_26291_lociStitched	chr9	93795343	93799551	1	4209	28247.0416	1308.688	547		LOC100129316	LOC100129316	547	1
5_MACS_peak_16434_lociStitched	chr22	22549230	22565693	5	9218	29998.8786	3070.3495	548		VPREB1	VPREB1	548	1
1_MACS_peak_8802_lociStitched	chr15	75742394	75749195	1	6802	28577.1219	1659.444	549	SIN3A		SIN3A	549	1
1_MACS_peak_5228_lociStitched	chr11	126333885	126337668	1	3784	27955.9917	1041.8382	550	KIRREL3		ST3GAL4	550	1
3_MACS_peak_1738_lociStitched	chr1	161122920	161137532	3	7477	30705.6568	3791.814	551	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	551	1
1_MACS_peak_24835_lociStitched	chr8	29410357	29416134	1	5778	28306.1446	1409.0103	552			C8orf75	552	1
2_MACS_peak_9622_lociStitched	chr16	30661153	30673069	2	8053	29285.9532	2436.822	553	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	553	1
1_MACS_peak_22857_lociStitched	chr6	138186896	138196090	1	9195	28924.324	2108.1842	554	TNFAIP3		TNFAIP3	554	1
