#18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37_ROSE/18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam
#Using cutoff of 24858.251 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isSuperStretch
1_MACS_peak_3574_lociStitched	chr10	80782172	80784144	1	1973	4009.076	359.1012	11816	0
1_MACS_peak_25112_lociStitched	chr7	72991770	72993802	1	2033	2097.2272	334.264	11817	0
1_MACS_peak_28175_lociStitched	chr9	129747793	129749781	1	1989	3753.9404	501.3736	11818	0
1_MACS_peak_2038_lociStitched	chr1	179800054	179802074	1	2021	2832.848	573.68	11819	0
1_MACS_peak_26113_lociStitched	chr8	17553798	17555762	1	1965	4174.8748	359.0192	11820	0
1_MACS_peak_5779_lociStitched	chr12	14409623	14411635	1	2013	2918.0036	380.4692	11821	0
1_MACS_peak_12852_lociStitched	chr19	8361092	8363097	1	2006	3012.5125	251.2265	11822	0
1_MACS_peak_24895_lociStitched	chr7	44121110	44123120	1	2011	2931.786	329.64	11823	0
1_MACS_peak_20813_lociStitched	chr4	142897935	142899929	1	1995	3482.9198	402.1898	11824	0
1_MACS_peak_14334_lociStitched	chr2	61292264	61294278	1	2015	2777.7088	315.5938	11825	0
1_MACS_peak_22335_lociStitched	chr5	148187996	148190017	1	2022	2579.2002	379.3417	11826	0
1_MACS_peak_7794_lociStitched	chr14	31090465	31092458	1	1994	3305.3905	206.4748	11827	0
1_MACS_peak_23784_lociStitched	chr6	96462747	96464735	1	1989	3469.6564	240.548	11828	0
1_MACS_peak_6568_lociStitched	chr12	94135120	94137146	1	2027	2298.9022	323.5522	11829	0
1_MACS_peak_18287_lociStitched	chr3	43662667	43664699	1	2033	1979.168	299.9232	11830	0
1_MACS_peak_26786_lociStitched	chr8	101463209	101465152	1	1944	4434.1203	212.5642	11831	0
1_MACS_peak_26604_lociStitched	chr8	72009120	72011100	1	1981	3694.482	280.566	11832	0
1_MACS_peak_18974_lociStitched	chr3	123678962	123680835	1	1874	5844.8838	445.3994	11833	0
1_MACS_peak_14327_lociStitched	chr2	60905573	60907549	1	1977	3885.6064	378.404	11834	0
1_MACS_peak_17198_lociStitched	chr21	44771879	44773892	1	2014	2872.551	419.5092	11835	0
1_MACS_peak_22032_lociStitched	chr5	122110139	122112129	1	1991	3626.178	477.6	11836	0
1_MACS_peak_11600_lociStitched	chr17	56708176	56710106	1	1931	4842.949	386.193	11837	0
1_MACS_peak_3363_lociStitched	chr10	63720253	63722260	1	2008	2931.4242	298.8423	11838	0
1_MACS_peak_23200_lociStitched	chr6	32783130	32785161	1	2032	2190.4335	519.5298	11839	0
1_MACS_peak_29409_lociStitched	chrX	154254384	154256391	1	2008	2815.2189	188.4573	11840	0
1_MACS_peak_279_lociStitched	chr1	22777678	22779680	1	2003	3212.8096	431.0306	11841	0
1_MACS_peak_24970_lociStitched	chr7	49805834	49807867	1	2034	1871.1732	319.3843	11842	0
1_MACS_peak_3099_lociStitched	chr10	26661171	26663130	1	1960	4147.7907	283.2714	11843	0
1_MACS_peak_4557_lociStitched	chr11	46614417	46616437	1	2021	2510.254	359.56	11844	0
1_MACS_peak_8757_lociStitched	chr15	43662323	43664312	1	1990	3470.2083	325.4004	11845	0
1_MACS_peak_6297_lociStitched	chr12	59988960	59990995	1	2036	1728.7325	309.9305	11846	0
1_MACS_peak_12830_lociStitched	chr19	7459044	7461060	1	2017	2750.0256	465.4944	11847	0
1_MACS_peak_19065_lociStitched	chr3	129294759	129296706	1	1948	4400.8041	300.0327	11848	0
1_MACS_peak_20858_lociStitched	chr4	148604360	148606347	1	1988	3714.1004	536.49	11849	0
1_MACS_peak_7684_lociStitched	chr14	20937076	20939105	1	2030	1969.7532	276.1469	11850	0
1_MACS_peak_27207_lociStitched	chr9	28204	30192	1	1989	3711.9936	572.9416	11851	0
1_MACS_peak_15746_lociStitched	chr2	208889313	208891300	1	1988	3563.6845	400.3805	11852	0
1_MACS_peak_20061_lociStitched	chr4	38164336	38166354	1	2019	2451.87	289.583	11853	0
1_MACS_peak_148_lociStitched	chr1	11740301	11742306	1	2006	2923.4905	308.369	11854	0
1_MACS_peak_28824_lociStitched	chrX	54208372	54210348	1	1977	3658.7616	248.5808	11855	0
1_MACS_peak_16130_lociStitched	chr20	3139306	3141301	1	1996	3310.3035	413.364	11856	0
1_MACS_peak_28844_lociStitched	chrX	56755202	56757227	1	2026	1906.335	103.68	11857	0
1_MACS_peak_10395_lociStitched	chr16	70437383	70439360	1	1978	3850.0098	472.7007	11858	0
1_MACS_peak_1792_lociStitched	chr1	159749743	159751776	1	2034	2071.0171	717.2424	11859	0
1_MACS_peak_13590_lociStitched	chr19	49481542	49483527	1	1986	3533.8955	370.5995	11860	0
1_MACS_peak_8271_lociStitched	chr14	91095243	91097273	1	2031	1735.041	209.293	11861	0
1_MACS_peak_9689_lociStitched	chr16	4783473	4785496	1	2024	2286.7992	408.8483	11862	0
1_MACS_peak_26235_lociStitched	chr8	27470984	27472982	1	1999	3275.3214	486.1134	11863	0
1_MACS_peak_14517_lociStitched	chr2	71558192	71560180	1	1989	3375.4252	299.5916	11864	0
1_MACS_peak_6647_lociStitched	chr12	101672829	101674812	1	1984	3638.0118	434.6736	11865	0
1_MACS_peak_4947_lociStitched	chr11	71965022	71967011	1	1990	3447.9315	409.734	11866	0
1_MACS_peak_18207_lociStitched	chr3	33839156	33841110	1	1955	4361.328	482.4426	11867	0
1_MACS_peak_13754_lociStitched	chr19	58986519	58988483	1	1965	4059.7844	404.9768	11868	0
1_MACS_peak_9280_lociStitched	chr15	81315079	81317062	1	1984	3500.1933	315.6936	11869	0
1_MACS_peak_27324_lociStitched	chr9	12888332	12890344	1	2013	2513.5916	229.1668	11870	0
1_MACS_peak_28640_lociStitched	chrX	37654949	37656980	1	2032	1559.808	161.0583	11871	0
1_MACS_peak_21874_lociStitched	chr5	96518112	96519988	1	1877	5737.3708	479.318	11872	0
1_MACS_peak_9352_lociStitched	chr15	85776918	85778952	1	2035	1439.8686	252.0126	11873	0
1_MACS_peak_9585_lociStitched	chr16	1428247	1430136	1	1890	5260.6761	206.2788	11874	0
1_MACS_peak_7199_lociStitched	chr13	35515622	35517657	1	2036	1235.4485	140.415	11875	0
2_MACS_peak_28342_lociStitched	chr9	138370670	138373085	2	2037	1192.044	190.0605	11876	0
2_MACS_peak_27562_lociStitched	chr9	43367913	43375390	2	2040	1139.4948	451.6108	11877	0
1_MACS_peak_26418_lociStitched	chr8	43108489	43110509	1	2021	2314.314	379.558	11878	0
1_MACS_peak_9790_lociStitched	chr16	14164270	14166255	1	1986	3456.0835	344.596	11879	0
1_MACS_peak_20495_lociStitched	chr4	100324590	100326627	1	2038	1359.4938	470.1396	11880	0
1_MACS_peak_16698_lociStitched	chr20	46530626	46532659	1	2034	1519.6675	326.9064	11881	0
1_MACS_peak_24504_lociStitched	chr7	5084751	5086760	1	2010	2747.1066	394.7685	11882	0
1_MACS_peak_25888_lociStitched	chr7	148958071	148960094	1	2024	2127.9937	362.9262	11883	0
1_MACS_peak_8955_lociStitched	chr15	59808291	59810281	1	1991	3376.234	423.273	11884	0
1_MACS_peak_28839_lociStitched	chrX	55743568	55745537	1	1970	3787.1746	288.8523	11885	0
1_MACS_peak_26311_lociStitched	chr8	32316842	32318869	1	2028	1825.3135	282.5638	11886	0
1_MACS_peak_7022_lociStitched	chr12	129294194	129296202	1	2009	2546.7464	180.72	11887	0
1_MACS_peak_24377_lociStitched	chr6	159064565	159066575	1	2011	2404.161	111.555	11888	0
1_MACS_peak_10630_lociStitched	chr17	899548	901453	1	1906	5167.503	405.5745	11889	0
1_MACS_peak_2070_lociStitched	chr1	182557133	182559057	1	1925	5024.1412	600.4804	11890	0
1_MACS_peak_394_lociStitched	chr1	27225826	27227787	1	1962	4146.3384	477.3074	11891	0
2_MACS_peak_9556_lociStitched	chr16	430804	432962	2	2016	2308.4126	225.7268	11892	0
1_MACS_peak_15312_lociStitched	chr2	169227285	169229240	1	1956	4247.6285	454.733	11893	0
1_MACS_peak_21433_lociStitched	chr5	44808478	44810462	1	1985	3586.2784	502.7456	11894	0
1_MACS_peak_6588_lociStitched	chr12	95042791	95044769	1	1979	3500.6644	259.5136	11895	0
1_MACS_peak_13918_lociStitched	chr2	20645880	20647826	1	1947	4457.1184	477.743	11896	0
1_MACS_peak_1629_lociStitched	chr1	151965225	151967254	1	2030	1770.0996	420.4088	11897	0
1_MACS_peak_20266_lociStitched	chr4	72095965	72097985	1	2021	2159.784	326.432	11898	0
1_MACS_peak_19604_lociStitched	chr3	184780110	184782127	1	2018	2352.8305	384.8436	11899	0
1_MACS_peak_15385_lociStitched	chr2	175112210	175114197	1	1988	3291.6642	299.4409	11900	0
1_MACS_peak_22090_lociStitched	chr5	129239506	129241535	1	2030	1544.8806	213.2479	11901	0
1_MACS_peak_24957_lociStitched	chr7	48017921	48019853	1	1933	4660.3704	407.4588	11902	0
1_MACS_peak_13428_lociStitched	chr19	42828970	42830974	1	2005	2827.0428	373.9464	11903	0
1_MACS_peak_3461_lociStitched	chr10	73507435	73509449	1	2015	2391.8264	319.219	11904	0
2_MACS_peak_21441_lociStitched	chr5	49723883	49727429	2	2036	1241.8092	433.6758	11905	0
1_MACS_peak_12361_lociStitched	chr18	44496274	44498290	1	2017	2365.9776	385.8624	11906	0
1_MACS_peak_5461_lociStitched	chr11	126080645	126082667	1	2023	2170.2126	470.3172	11907	0
1_MACS_peak_18306_lociStitched	chr3	44902534	44904516	1	1983	3436.9862	325.2462	11908	0
1_MACS_peak_9836_lociStitched	chr16	17387542	17389563	1	2022	1979.5695	234.436	11909	0
1_MACS_peak_27747_lociStitched	chr9	88713361	88715375	1	2015	2323.9546	270.4802	11910	0
1_MACS_peak_6635_lociStitched	chr12	99377034	99379055	1	2022	2079.2048	348.6225	11911	0
1_MACS_peak_18373_lociStitched	chr3	47079342	47081368	1	2027	1859.6654	400.135	11912	0
1_MACS_peak_27373_lociStitched	chr9	21801771	21803787	1	2017	2127.0816	171.36	11913	0
1_MACS_peak_21650_lociStitched	chr5	71403402	71405415	1	2014	2323.6059	240.9561	11914	0
1_MACS_peak_21110_lociStitched	chr4	186455519	186457533	1	2015	2263.736	223.1512	11915	0
1_MACS_peak_23412_lociStitched	chr6	44204366	44206308	1	1943	4389.3084	360.4352	11916	0
1_MACS_peak_5274_lociStitched	chr11	111796737	111798751	1	2015	2393.8404	369.1662	11917	0
1_MACS_peak_19971_lociStitched	chr4	19136868	19138858	1	1991	3157.931	301.286	11918	0
1_MACS_peak_3637_lociStitched	chr10	88245912	88247916	1	2005	2774.7384	374.3472	11919	0
1_MACS_peak_13231_lociStitched	chr19	33461925	33463946	1	2022	2208.953	526.4705	11920	0
1_MACS_peak_16507_lociStitched	chr20	35223266	35225252	1	1987	3254.2596	290.949	11921	0
1_MACS_peak_7557_lociStitched	chr13	100740432	100742453	1	2022	2184.0947	517.376	11922	0
1_MACS_peak_1794_lociStitched	chr1	159823576	159825566	1	1991	3172.259	335.116	11923	0
1_MACS_peak_7284_lociStitched	chr13	45693612	45695640	1	2029	1480.6428	247.8216	11924	0
1_MACS_peak_21996_lociStitched	chr5	114960737	114962734	1	1998	3035.8394	426.9586	11925	0
1_MACS_peak_27895_lociStitched	chr9	100479279	100481283	1	2005	2651.0916	282.9648	11926	0
1_MACS_peak_11143_lociStitched	chr17	33913500	33915445	1	1946	4287.3635	353.7955	11927	0
1_MACS_peak_8148_lociStitched	chr14	74253097	74255110	1	2014	2173.0335	174.9297	11928	0
1_MACS_peak_7302_lociStitched	chr13	47171721	47173745	1	2025	1611.5088	163.944	11929	0
1_MACS_peak_7073_lociStitched	chr13	21049589	21051459	1	1871	5464.327	215.424	11930	0
1_MACS_peak_26157_lociStitched	chr8	21965886	21967848	1	1963	3782.736	237.7944	11931	0
1_MACS_peak_24170_lociStitched	chr6	138075103	138077131	1	2029	1553.448	380.8584	11932	0
1_MACS_peak_18041_lociStitched	chr3	14219102	14221064	1	1963	4011.5052	468.3294	11933	0
1_MACS_peak_22162_lociStitched	chr5	134073384	134075406	1	2023	1968.0126	421.3848	11934	0
1_MACS_peak_16371_lociStitched	chr20	25387516	25389420	1	1905	5089.0112	394.5088	11935	0
1_MACS_peak_3671_lociStitched	chr10	91151323	91153347	1	2025	1915.5136	497.904	11936	0
1_MACS_peak_29110_lociStitched	chrX	109196020	109198023	1	2004	2537.4004	174.4613	11937	0
1_MACS_peak_11420_lociStitched	chr17	45400425	45402421	1	1997	3100.5864	498.6008	11938	0
1_MACS_peak_22258_lociStitched	chr5	141015495	141017517	1	2023	1972.2588	445.0422	11939	0
1_MACS_peak_7334_lociStitched	chr13	50570368	50572306	1	1939	4189.7622	140.1174	11940	0
1_MACS_peak_13807_lociStitched	chr2	8745455	8747476	1	2022	2123.2626	571.5388	11941	0
1_MACS_peak_1889_lociStitched	chr1	164547447	164549469	1	2023	1967.6082	475.17	11942	0
1_MACS_peak_6201_lociStitched	chr12	55377465	55379436	1	1972	3812.8995	527.0454	11943	0
1_MACS_peak_26877_lociStitched	chr8	109454963	109456976	1	2014	2134.3839	230.6898	11944	0
1_MACS_peak_27614_lociStitched	chr9	69662623	69664633	1	2011	2440.341	412.653	11945	0
1_MACS_peak_8694_lociStitched	chr15	40762585	40764605	1	2021	1791.942	247.248	11946	0
1_MACS_peak_11742_lociStitched	chr17	66394964	66396991	1	2028	1443.4267	360.1979	11947	0
1_MACS_peak_3959_lociStitched	chr10	113942317	113944333	1	2017	2062.368	315.504	11948	0
1_MACS_peak_7170_lociStitched	chr13	31773632	31775615	1	1984	3082.7718	143.7675	11949	0
1_MACS_peak_649_lociStitched	chr1	40626345	40628299	1	1955	3983.8152	315.1802	11950	0
1_MACS_peak_9298_lociStitched	chr15	82553829	82555801	1	1973	3706.9656	474.0688	11951	0
1_MACS_peak_5565_lociStitched	chr12	1799283	1801259	1	1977	3503.448	379.7872	11952	0
1_MACS_peak_24976_lociStitched	chr7	50516895	50518842	1	1948	4119.2679	305.679	11953	0
1_MACS_peak_5294_lociStitched	chr11	113745397	113747353	1	1957	3939.1884	328.2168	11954	0
1_MACS_peak_27890_lociStitched	chr9	100320223	100322103	1	1881	5375.296	337.836	11955	0
1_MACS_peak_22619_lociStitched	chr5	176026100	176028008	1	1909	5009.6448	441.702	11956	0
1_MACS_peak_10084_lociStitched	chr16	31212919	31214912	1	1994	2942.2659	338.81	11957	0
1_MACS_peak_635_lociStitched	chr1	40253968	40255922	1	1955	3902.9196	254.997	11958	0
1_MACS_peak_23711_lociStitched	chr6	88434253	88436240	1	1988	3089.3876	300.6331	11959	0
1_MACS_peak_26092_lociStitched	chr8	12808319	12810307	1	1989	3140.8412	384.678	11960	0
1_MACS_peak_3487_lociStitched	chr10	74451334	74453321	1	1988	3106.4758	320.7018	11961	0
1_MACS_peak_4185_lociStitched	chr11	3317373	3319398	1	2026	1412.4375	280.4625	11962	0
1_MACS_peak_4220_lociStitched	chr11	6501835	6503831	1	1997	2941.106	447.7028	11963	0
1_MACS_peak_7642_lociStitched	chr13	114539626	114541648	1	2023	1563.8148	232.3278	11964	0
1_MACS_peak_17764_lociStitched	chr22	42062237	42064115	1	1879	5423.664	362.454	11965	0
1_MACS_peak_7193_lociStitched	chr13	33858817	33860822	1	2006	2371.7145	214.7355	11966	0
1_MACS_peak_21654_lociStitched	chr5	71614992	71616965	1	1974	3582.7707	413.1462	11967	0
1_MACS_peak_6675_lociStitched	chr12	104273686	104275690	1	2005	2515.2204	322.8444	11968	0
1_MACS_peak_24770_lociStitched	chr7	30543513	30545486	1	1974	3728.5754	560.1347	11969	0
2_MACS_peak_28337_lociStitched	chr9	137216937	137219321	2	2027	1171.736	153.768	11970	0
1_MACS_peak_3018_lociStitched	chr10	15901359	15903328	1	1970	3701.72	430.6203	11971	0
1_MACS_peak_27320_lociStitched	chr9	11457430	11459392	1	1963	3829.2354	386.7102	11972	0
1_MACS_peak_4004_lociStitched	chr10	121301536	121303500	1	1965	3673.0728	279.4772	11973	0
1_MACS_peak_27688_lociStitched	chr9	78504583	78506602	1	2020	1874.2377	387.4461	11974	0
1_MACS_peak_14452_lociStitched	chr2	68916460	68918465	1	2006	2376.1255	245.6125	11975	0
1_MACS_peak_16984_lociStitched	chr21	26828881	26830899	1	2019	1769.1806	247.4068	11976	0
1_MACS_peak_22969_lociStitched	chr6	24482475	24484426	1	1952	3954.4819	266.5066	11977	0
1_MACS_peak_14354_lociStitched	chr2	62356179	62358137	1	1959	3887.609	363.0132	11978	0
1_MACS_peak_15433_lociStitched	chr2	179058393	179060417	1	2025	1580.1368	482.9264	11979	0
1_MACS_peak_24593_lociStitched	chr7	10339324	10341244	1	1921	4648.32	333.312	11980	0
2_MACS_peak_4814_lociStitched	chr11	65789473	65795287	2	2031	1113.9624	708.1452	11981	0
1_MACS_peak_15339_lociStitched	chr2	171626492	171628502	1	2011	2135.826	241.803	11982	0
2_MACS_peak_4711_lociStitched	chr11	63534866	63537088	2	2027	1085.447	167.9832	11983	0
1_MACS_peak_11586_lociStitched	chr17	56016454	56018472	1	2019	1815.7964	330.3466	11984	0
1_MACS_peak_13087_lociStitched	chr19	17324967	17326937	1	1971	3598.205	384.347	11985	0
1_MACS_peak_4050_lociStitched	chr10	126077148	126079168	1	2021	1746.896	387.638	11986	0
1_MACS_peak_1497_lociStitched	chr1	146081381	146083340	1	1960	3801.6354	319.7088	11987	0
1_MACS_peak_28155_lociStitched	chr9	127951094	127953076	1	1983	3265.9396	392.8324	11988	0
1_MACS_peak_7708_lociStitched	chr14	21978404	21980408	1	2005	2406.2028	294.3876	11989	0
1_MACS_peak_22644_lociStitched	chr5	177026171	177028150	1	1980	3282.9631	336.43	11990	0
1_MACS_peak_25566_lociStitched	chr7	114648296	114650309	1	2014	2329.6449	622.4196	11991	0
1_MACS_peak_5959_lociStitched	chr12	32551706	32553695	1	1990	2947.3002	306.5049	11992	0
1_MACS_peak_26292_lociStitched	chr8	29951969	29953962	1	1994	2844.2103	334.824	11993	0
1_MACS_peak_29303_lociStitched	chrX	137792687	137794709	1	2023	1334.3178	174.7008	11994	0
1_MACS_peak_25401_lociStitched	chr7	100449202	100451223	1	2022	1553.5427	327.8062	11995	0
1_MACS_peak_24903_lociStitched	chr7	44612533	44614496	1	1964	3698.6846	347.2547	11996	0
1_MACS_peak_20423_lociStitched	chr4	87464767	87466768	1	2002	2559.4791	365.7828	11997	0
1_MACS_peak_9252_lociStitched	chr15	78857167	78859180	1	2014	1983.6102	324.4956	11998	0
1_MACS_peak_20371_lociStitched	chr4	80993325	80995315	1	1991	2821.422	243.178	11999	0
1_MACS_peak_16852_lociStitched	chr20	57616912	57618910	1	1999	2659.338	360.0396	12000	0
1_MACS_peak_16731_lociStitched	chr20	48769097	48771112	1	2016	1883.219	351.6175	12001	0
1_MACS_peak_8661_lociStitched	chr15	38715653	38717588	1	1936	4224.6855	257.5485	12002	0
1_MACS_peak_26617_lociStitched	chr8	73448443	73450459	1	2017	1637.7984	182.8512	12003	0
1_MACS_peak_19466_lociStitched	chr3	175033571	175035578	1	2008	2354.6124	443.3463	12004	0
1_MACS_peak_14090_lociStitched	chr2	37383030	37385003	1	1974	3371.2651	307.788	12005	0
1_MACS_peak_22202_lociStitched	chr5	138512788	138514797	1	2010	2291.0636	475.1285	12006	0
1_MACS_peak_13787_lociStitched	chr2	3622085	3624056	1	1972	3501.0873	385.1334	12007	0
1_MACS_peak_5652_lociStitched	chr12	7124840	7126834	1	1995	2780.0348	367.893	12008	0
1_MACS_peak_23430_lociStitched	chr6	45415441	45417460	1	2020	1695.7581	448.6218	12009	0
1_MACS_peak_15860_lociStitched	chr2	224902660	224904674	1	2015	1753.3884	221.3386	12010	0
1_MACS_peak_12532_lociStitched	chr18	62046421	62048401	1	1981	3165.03	320.562	12011	0
1_MACS_peak_20604_lociStitched	chr4	109571050	109572934	1	1885	5252.4036	372.4668	12012	0
1_MACS_peak_21132_lociStitched	chr4	187833850	187835857	1	2008	2114.7759	247.8645	12013	0
1_MACS_peak_5241_lociStitched	chr11	109397351	109399374	1	2024	1150.8847	294.9534	12014	0
1_MACS_peak_23529_lociStitched	chr6	57036466	57038445	1	1980	3276.6303	412.8194	12015	0
1_MACS_peak_25864_lociStitched	chr7	146352562	146354583	1	2022	1537.1726	504.4416	12016	0
1_MACS_peak_12381_lociStitched	chr18	47057177	47059122	1	1946	4271.8035	555.103	12017	0
1_MACS_peak_11808_lociStitched	chr17	73029462	73031480	1	2019	1545.5862	337.6114	12018	0
1_MACS_peak_6972_lociStitched	chr12	124067965	124069958	1	1994	2628.767	238.3628	12019	0
1_MACS_peak_2295_lociStitched	chr1	203786527	203788515	1	1989	3026.1336	471.7524	12020	0
1_MACS_peak_28512_lociStitched	chrX	13706353	13708360	1	2008	2049.3477	239.8365	12021	0
1_MACS_peak_23188_lociStitched	chr6	31925777	31927789	1	2013	2068.5372	520.7056	12022	0
1_MACS_peak_25519_lociStitched	chr7	106972508	106974477	1	1970	3514.2712	409.552	12023	0
1_MACS_peak_7211_lociStitched	chr13	37392578	37394584	1	2007	2002.5898	174.9232	12024	0
1_MACS_peak_22417_lociStitched	chr5	154061434	154063365	1	1932	4365.2186	380.407	12025	0
1_MACS_peak_14169_lociStitched	chr2	43385209	43387141	1	1933	4305.6552	343.5096	12026	0
1_MACS_peak_12354_lociStitched	chr18	43763648	43765644	1	1997	2581.826	341.316	12027	0
1_MACS_peak_18046_lociStitched	chr3	14692315	14694214	1	1900	5063.1138	475.1298	12028	0
1_MACS_peak_10890_lociStitched	chr17	17597053	17599035	1	1983	3002.9282	287.9846	12029	0
1_MACS_peak_25097_lociStitched	chr7	72423998	72426006	1	2009	2103.1792	384.532	12030	0
1_MACS_peak_24191_lociStitched	chr6	138482155	138484157	1	2003	2227.4252	236.236	12031	0
1_MACS_peak_15845_lociStitched	chr2	220461689	220463637	1	1949	4065.476	457.1956	12032	0
1_MACS_peak_16003_lociStitched	chr2	236298033	236300050	1	2018	1396.1674	219.853	12033	0
1_MACS_peak_6791_lociStitched	chr12	111084497	111086480	1	1984	2916.3981	243.7107	12034	0
1_MACS_peak_15001_lociStitched	chr2	121009526	121011537	1	2012	1873.8498	327.1897	12035	0
1_MACS_peak_17281_lociStitched	chr22	18110566	18112522	1	1957	3681.5832	267.3852	12036	0
1_MACS_peak_25520_lociStitched	chr7	107203439	107205401	1	1963	3812.3622	549.7524	12037	0
1_MACS_peak_12169_lociStitched	chr18	12749588	12751476	1	1889	5168.9664	400.4448	12038	0
1_MACS_peak_21592_lociStitched	chr5	65017122	65019132	1	2011	2019.246	430.542	12039	0
1_MACS_peak_26774_lociStitched	chr8	100726955	100728963	1	2009	1864.8296	176.704	12040	0
1_MACS_peak_18909_lociStitched	chr3	119216382	119218332	1	1951	3898.245	351.195	12041	0
1_MACS_peak_12770_lociStitched	chr19	4638460	4640461	1	2002	2354.1765	360.9804	12042	0
1_MACS_peak_18807_lociStitched	chr3	108011192	108013174	1	1983	3112.731	442.7788	12043	0
1_MACS_peak_16354_lociStitched	chr20	24972378	24974342	1	1965	3664.0384	481.5728	12044	0
1_MACS_peak_19657_lociStitched	chr3	186856409	186858218	1	1810	6460.3008	547.9461	12045	0
1_MACS_peak_8422_lociStitched	chr14	105281366	105283358	1	1993	2494.98	174.1008	12046	0
1_MACS_peak_22265_lociStitched	chr5	141319804	141321795	1	1992	2760.7206	407.5577	12047	0
1_MACS_peak_4881_lociStitched	chr11	67480919	67482905	1	1987	2872.749	353.1108	12048	0
1_MACS_peak_11074_lociStitched	chr17	29861948	29863937	1	1990	2774.8539	364.3848	12049	0
1_MACS_peak_12850_lociStitched	chr19	8333009	8334976	1	1968	3553.9756	473.6536	12050	0
1_MACS_peak_28716_lociStitched	chrX	46420799	46422794	1	1996	2437.2915	252.168	12051	0
1_MACS_peak_12792_lociStitched	chr19	6278471	6280475	1	2005	2037.2664	240.48	12052	0
1_MACS_peak_22524_lociStitched	chr5	167718227	167720240	1	2014	1567.3218	268.3329	12053	0
1_MACS_peak_29048_lociStitched	chrX	100305869	100307811	1	1943	3902.6432	213.4258	12054	0
1_MACS_peak_12853_lociStitched	chr19	8371938	8373906	1	1969	3699.0528	658.8864	12055	0
1_MACS_peak_27770_lociStitched	chr9	92156570	92158559	1	1990	2852.226	462.4425	12056	0
1_MACS_peak_28275_lociStitched	chr9	132815186	132817129	1	1944	3920.974	264.8309	12057	0
1_MACS_peak_16934_lociStitched	chr21	15961446	15963398	1	1953	3690.4512	244.1952	12058	0
1_MACS_peak_24833_lociStitched	chr7	37487671	37489670	1	2000	2379.8095	382.2088	12059	0
1_MACS_peak_16555_lociStitched	chr20	37590044	37592026	1	1983	3098.6588	480.8332	12060	0
1_MACS_peak_22241_lociStitched	chr5	140026227	140028201	1	1975	3342.1794	482.4456	12061	0
1_MACS_peak_17790_lociStitched	chr22	43044217	43046225	1	2009	1773.2648	216.0608	12062	0
1_MACS_peak_21207_lociStitched	chr5	6392930	6394871	1	1942	4127.7306	432.4548	12063	0
1_MACS_peak_678_lociStitched	chr1	42216236	42218236	1	2001	2214.2	274.8	12064	0
1_MACS_peak_5271_lociStitched	chr11	111636033	111638022	1	1990	2820.6009	452.4975	12065	0
1_MACS_peak_7333_lociStitched	chr13	50509520	50511522	1	2003	2014.8128	172.3722	12066	0
1_MACS_peak_13134_lociStitched	chr19	18746774	18748778	1	2005	2097.9876	353.5056	12067	0
1_MACS_peak_19245_lociStitched	chr3	149687417	149689429	1	2013	1469.9672	175.8488	12068	0
1_MACS_peak_28659_lociStitched	chrX	39195234	39197203	1	1970	3186.4327	196.5062	12069	0
1_MACS_peak_8317_lociStitched	chr14	93650257	93652254	1	1998	2192.9057	141.1879	12070	0
1_MACS_peak_13001_lociStitched	chr19	13857874	13859871	1	1998	2366.0456	320.9179	12071	0
1_MACS_peak_26039_lociStitched	chr8	9412687	9414584	1	1898	5031.4131	482.2174	12072	0
1_MACS_peak_26389_lociStitched	chr8	41434852	41436800	1	1949	3822.3656	312.654	12073	0
1_MACS_peak_1344_lociStitched	chr1	114325554	114327559	1	2006	1893.3215	237.392	12074	0
1_MACS_peak_22333_lociStitched	chr5	147762592	147764541	1	1950	3923.5319	446.5159	12075	0
1_MACS_peak_14989_lociStitched	chr2	120109272	120111280	1	2009	1710.6152	235.94	12076	0
1_MACS_peak_6299_lociStitched	chr12	60603259	60605277	1	2019	1072.7688	400.3712	12077	0
1_MACS_peak_28840_lociStitched	chrX	55934173	55936114	1	1942	3841.239	182.6481	12078	0
1_MACS_peak_11432_lociStitched	chr17	45898168	45900157	1	1990	2733.6816	417.0933	12079	0
1_MACS_peak_7051_lociStitched	chr12	133656177	133658141	1	1965	3309.9292	220.1644	12080	0
1_MACS_peak_13782_lociStitched	chr2	3430073	3432074	1	2002	2201.1	386.7933	12081	0
1_MACS_peak_20416_lociStitched	chr4	85141231	85143227	1	1997	2300.7892	271.0568	12082	0
1_MACS_peak_5981_lociStitched	chr12	38709689	38711656	1	1968	3380.4862	385.3353	12083	0
