REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
3_MACS_peak_7717_lociStitched	chr14	23023947	23040355	3	10838	22464.1928	1416.0104	313	DAD1	ABHD4	DAD1	ABHD4	0.37860000000000005	313	1
3_MACS_peak_9468_lociStitched	chr15	93346255	93364555	3	10833	55346.52	2937.15	314		ASB9P1	ASB9P1	NONE	NONE	314	1
2_MACS_peak_3850_lociStitched	chr10	104401023	104412906	2	10824	32560.6083	1800.2745	315	TRIM8		TRIM8	TRIM8	1.4178000000000002	315	1
3_MACS_peak_24752_lociStitched	chr7	29706369	29726405	3	10823	22556.5288	2891.1948	316	DPY19L2P3,LOC646762,LOC100271874		LOC646762	LOC646762	0.6615	316	1
2_MACS_peak_6499_lociStitched	chr12	89738099	89749693	2	10819	63786.7098	2164.5998	317	DUSP6		DUSP6	DUSP6	4.2657	317	1
4_MACS_peak_18842_lociStitched	chr3	111838316	111854490	4	10764	16219.2872	2804.5716	318	GCET2	C3orf52,MIR567	GCET2	GCET2	0.597	318	1
6_MACS_peak_18351_lociStitched	chr3	46421388	46438779	6	10751	14304.0975	2530.3905	319		CCR2,CCR5,CCRL2	CCR5	CCR2	1.6643999999999999	319	1
3_MACS_peak_23599_lociStitched	chr6	74220294	74234497	3	10747	37653.5733	2985.4706	320	EEF1A1	MTO1	EEF1A1	EEF1A1	2.2593	320	1
2_MACS_peak_18492_lociStitched	chr3	52729632	52745848	2	10739	32636.3216	2661.0456	321	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	GLT8D1	1.3688	321	1
3_MACS_peak_950_lociStitched	chr1	66736632	66750321	3	10730	41391.4293	2915.757	322	PDE4B	PDE4B	PDE4B	PDE4B	0.0686	322	1
2_MACS_peak_9756_lociStitched	chr16	11668754	11681854	2	10705	19411.58	2363.24	323	LITAF		LITAF	LITAF	0.331	323	1
1_MACS_peak_22209_lociStitched	chr5	138719827	138730516	1	10690	37891.4361	2353.7178	324	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.8803	324	1
2_MACS_peak_382_lociStitched	chr1	27060025	27072677	2	10677	16235.0464	2190.0612	325	ARID1A	PIGV	ARID1A	PIGV	1.3152	325	1
3_MACS_peak_13560_lociStitched	chr19	48823963	48838010	3	10671	32770.2463	2588.8621	326	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.9863	326	1
4_MACS_peak_9497_lociStitched	chr15	99393481	99419408	4	10669	36927.8261	3860.5303	327	IGF1R		PGPEP1L	PGPEP1L	NONE	327	1
2_MACS_peak_27095_lociStitched	chr8	137189217	137201515	2	10663	43956.7414	2516.1708	328			KHDRBS3	KHDRBS3	NONE	328	1
1_MACS_peak_20544_lociStitched	chr4	105407165	105417820	1	10656	68009.7995	2083.0525	329	CXXC4		CXXC4	CXXC4	2.2253000000000003	329	1
1_MACS_peak_26745_lociStitched	chr8	95953208	95963855	1	10648	24008.985	1106.2233	330	TP53INP1	CCNE2	TP53INP1	TP53INP1	0.6868	330	1
1_MACS_peak_21936_lociStitched	chr5	109023777	109034398	1	10622	37361.4917	2184.7397	331	MAN2A1		MAN2A1	MAN2A1	0.43720000000000003	331	1
3_MACS_peak_28067_lociStitched	chr9	117369543	117382539	3	10622	26079.0732	2144.34	332	C9orf91	ATP6V1G1	C9orf91	ATP6V1G1	0.7474	332	1
3_MACS_peak_1687_lociStitched	chr1	154941878	154958075	3	10603	38121.2592	4311.6414	333	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	PBXIP1	3.8804999999999996	333	1
4_MACS_peak_5764_lociStitched	chr12	13242146	13256045	4	10598	32078.892	2601.8928	334	GSG1	KIAA1467	GSG1	GSG1	0.8334999999999999	334	1
3_MACS_peak_24919_lociStitched	chr7	45025052	45042182	3	10592	26685.114	2578.065	335	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.5135	335	1
1_MACS_peak_15926_lociStitched	chr2	231729277	231739866	1	10590	56476.4315	1019.7207	336	ITM2C		ITM2C	ITM2C	2.2877	336	1
2_MACS_peak_3366_lociStitched	chr10	63803124	63814376	2	10563	51539.786	2486.692	337	ARID5B		ARID5B	ARID5B	0.41200000000000003	337	1
1_MACS_peak_11385_lociStitched	chr17	43298040	43308584	1	10545	72371.9072	2114.072	338	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.1891000000000003	338	1
2_MACS_peak_3934_lociStitched	chr10	112172519	112186382	2	10544	30200.5455	2509.203	339			DUSP5	DUSP5	1.6717	339	1
1_MACS_peak_1107_lociStitched	chr1	87792720	87803250	1	10531	29590.353	1513.161	340	LMO4		LMO4	LMO4	0.9105000000000001	340	1
3_MACS_peak_11928_lociStitched	chr17	76163767	76184031	3	10489	27208.4728	3019.336	341	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	1.8112	341	1
2_MACS_peak_13048_lociStitched	chr19	16221537	16232444	2	10468	36756.59	1848.7365	342	RAB8A	TPM4,HSH2D	RAB8A	HSH2D	1.7838	342	1
5_MACS_peak_28101_lociStitched	chr9	123689060	123707599	5	10452	28572.3068	2845.7365	343	TRAF1	PHF19,TRAF1	TRAF1	PHF19	1.1592	343	1
2_MACS_peak_20256_lociStitched	chr4	71541777	71555429	2	10394	78242.3424	2786.3732	344	UTP3	ENAM,RUFY3,IGJ	UTP3	IGJ	2.4731	344	1
1_MACS_peak_2642_lociStitched	chr1	228743840	228754218	1	10379	5033.33	4404.4232	345		DUSP5P	DUSP5P	NONE	NONE	345	1
3_MACS_peak_1864_lociStitched	chr1	161768643	161780411	3	10373	16012.7176	2308.8816	346	ATF6	DUSP12	ATF6	DUSP12	0.36460000000000004	346	1
2_MACS_peak_17053_lociStitched	chr21	34600547	34613231	2	10367	66598.6104	3295.3032	347	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.7288999999999999	347	1
3_MACS_peak_19405_lociStitched	chr3	169656552	169668463	3	10338	70938.3427	3430.368	348	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	2.3465	348	1
3_MACS_peak_23077_lociStitched	chr6	27790920	27808165	3	10322	51633.2545	3081.6815	349	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	2.5481	349	1
2_MACS_peak_27469_lociStitched	chr9	35066296	35080894	2	10312	25267.6782	2486.0394	350	VCP,FANCG	C9orf131,PIGO,STOML2,KIAA1539	VCP	STOML2	0.7108	350	1
2_MACS_peak_16831_lociStitched	chr20	56047490	56058326	2	10307	63091.5264	2087.0136	351		CTCFL	CTCFL	NONE	NONE	351	1
5_MACS_peak_28297_lociStitched	chr9	134595315	134615304	5	10299	24124.7241	2836.4391	352	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.32320000000000004	352	1
4_MACS_peak_4145_lociStitched	chr11	789119	811104	4	10288	23875.71	2592.0315	353	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	SNORA52	1.0115	353	1
1_MACS_peak_2282_lociStitched	chr1	203288020	203298302	1	10283	173693.826	3914.3574	354		BTG2,LOC730227,FMOD	BTG2	LOC730227	7.0367999999999995	354	1
2_MACS_peak_27438_lociStitched	chr9	33445019	33459505	2	10274	26631.0624	2377.1526	355	AQP3	AQP7,NOL6	AQP3	AQP3	0.6727	355	1
5_MACS_peak_23148_lociStitched	chr6	31147707	31173067	5	10273	33295.144	3601.12	356	HCG27	TCF19,PSORS1C2,CCHCR1,POU5F1,PSORS1C3	HCG27	HCG27	1.7169	356	1
3_MACS_peak_6893_lociStitched	chr12	120966182	120978024	3	10266	13926.192	1068.1484	357	RNF10,COQ5	DYNLL1,POP5	RNF10	RNF10	0.21080000000000004	357	1
3_MACS_peak_14001_lociStitched	chr2	27374740	27389706	3	10261	42026.0246	2696.8732	358	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.939	358	1
1_MACS_peak_6399_lociStitched	chr12	72078858	72089104	1	10247	30052.5426	1962.109	359	TMEM19	THAP2,ZFC3H1	TMEM19	TMEM19	0.9834999999999999	359	1
2_MACS_peak_22028_lociStitched	chr5	121647108	121660648	2	10215	17745.524	1949.76	360	SNCAIP		SNCAIP	SNCAIP	0.06180000000000001	360	1
2_MACS_peak_7291_lociStitched	chr13	46269267	46280952	2	10198	41373.0795	1273.665	361	SPERT		SPERT	SPERT	1.7171999999999998	361	1
3_MACS_peak_14692_lociStitched	chr2	89049551	89066679	3	10166	67626.4824	2761.0336	362	RPIA,ANKRD36BP2		ANKRD36BP2	ANKRD36BP2	0.0014000000000000123	362	1
2_MACS_peak_25563_lociStitched	chr7	114561734	114574202	2	10144	73308.0996	3478.572	363	MDFIC		MDFIC	MDFIC	2.2335000000000003	363	1
2_MACS_peak_21060_lociStitched	chr4	185200885	185211104	2	10139	141033.4409	2604.8231	364			ENPP6	ENPP6	NONE	364	1
3_MACS_peak_25132_lociStitched	chr7	74057161	74076522	3	10129	24702.6999	2875.1085	365	GTF2I		GTF2I	GTF2I	0.10749999999999998	365	1
3_MACS_peak_18070_lociStitched	chr3	15835014	15851626	3	10112	31604.33	3064.914	366	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.11680000000000001	366	1
2_MACS_peak_29172_lociStitched	chrX	119434976	119445650	2	10110	35016.057	1036.4454	367	FAM70A		FAM70A	FAM70A	0.5664	367	1
3_MACS_peak_24395_lociStitched	chr6	160389146	160404983	3	10076	16687.4469	1179.8565	368	IGF2R		IGF2R	IGF2R	0.11200000000000002	368	1
3_MACS_peak_3475_lociStitched	chr10	74006814	74024373	3	10068	38440.1628	2883.1878	369		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.2469	369	1
1_MACS_peak_16221_lociStitched	chr20	9489841	9499893	1	10053	55646.8668	1778.1988	370	C20orf103		C20orf103	C20orf103	2.0774	370	1
3_MACS_peak_8621_lociStitched	chr15	34619378	34635826	3	10030	37810.6624	3088.9344	371	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.6820999999999999	371	1
4_MACS_peak_16494_lociStitched	chr20	34677594	34690296	4	10024	15209.3748	2165.691	372		EPB41L1,LOC647979	EPB41L1	LOC647979	0.47540000000000004	372	1
4_MACS_peak_26824_lociStitched	chr8	103815731	103828706	4	10009	33522.21	965.34	373		AZIN1	AZIN1	AZIN1	0.1068	373	1
3_MACS_peak_11393_lociStitched	chr17	43516882	43531918	3	10008	22163.064	2169.6948	374	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	SH3D20	0.6692	374	1
3_MACS_peak_2575_lociStitched	chr1	226034432	226045334	3	10000	21096.4602	2854.1436	375	TMEM63A	EPHX1,LEFTY1	EPHX1	LEFTY1	1.7961	375	1
3_MACS_peak_6709_lociStitched	chr12	106529017	106543986	3	9982	25640.4001	2284.2694	376	NUAK1		NUAK1	NUAK1	0.2376	376	1
2_MACS_peak_11487_lociStitched	chr17	47815986	47827802	2	9970	44000.4208	2574.7064	377	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7906	377	1
4_MACS_peak_6930_lociStitched	chr12	122227262	122243869	4	9965	39851.8179	1205.6682	378	SETD1B,RHOF,LOC338799		RHOF	RHOF	0.0489	378	1
2_MACS_peak_21938_lociStitched	chr5	109187956	109202296	2	9945	37133.43	2401.95	379	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	379	1
1_MACS_peak_17697_lociStitched	chr22	39539694	39549631	1	9938	22305.5839	1802.5718	380	CBX7	APOBEC3H	CBX7	CBX7	0.6392	380	1
3_MACS_peak_26377_lociStitched	chr8	38811664	38824446	3	9938	31053.869	2404.2942	381	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.23450000000000001	381	1
1_MACS_peak_22605_lociStitched	chr5	175076688	175086619	1	9932	22135.2059	1748.8491	382	HRH2	HRH2	HRH2	HRH2	0.3159	382	1
1_MACS_peak_21169_lociStitched	chr5	1311712	1321643	1	9932	124491.0436	2491.6879	383	CLPTM1L	TERT	TERT	NONE	NONE	383	1
1_MACS_peak_14920_lociStitched	chr2	112455649	112465578	1	9930	83708.4203	2375.0168	384			ANAPC1	ANAPC1	NONE	384	1
2_MACS_peak_6140_lociStitched	chr12	51711778	51722120	2	9930	44537.823	2275.24	385	BIN2	SMAGP,CELA1	BIN2	CELA1	0.8677	385	1
1_MACS_peak_287_lociStitched	chr1	23849067	23858980	1	9914	73283.8351	2458.424	386	E2F2	ASAP3,ID3	E2F2	E2F2	2.0379	386	1
2_MACS_peak_2110_lociStitched	chr1	184711358	184725656	2	9914	29746.989	3302.838	387	EDEM3		EDEM3	EDEM3	0.32809999999999995	387	1
4_MACS_peak_11924_lociStitched	chr17	76137425	76152369	4	9904	24228.7072	2234.128	388	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.5279	388	1
2_MACS_peak_4642_lociStitched	chr11	60602681	60613288	2	9887	18411.6306	1916.6849	389	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	0.8419	389	1
3_MACS_peak_5496_lociStitched	chr11	129233680	129249292	3	9868	31472.2308	2688.3864	390	BARX2		BARX2	BARX2	0.5664	390	1
2_MACS_peak_10589_lociStitched	chr16	89033345	89046361	2	9829	45649.7152	1188.3608	391	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3903	391	1
3_MACS_peak_8019_lociStitched	chr14	63936501	63952007	3	9818	10978.248	1265.2896	392	PPP2R5E		PPP2R5E	PPP2R5E	0.053200000000000004	392	1
2_MACS_peak_26820_lociStitched	chr8	103659008	103669763	2	9812	11563.776	1064.745	393	KLF10		KLF10	KLF10	0.6889000000000001	393	1
3_MACS_peak_6378_lociStitched	chr12	69195397	69209525	3	9807	40865.24	2167.2352	394	MDM2		MDM2	MDM2	0.8138000000000001	394	1
3_MACS_peak_13140_lociStitched	chr19	19050145	19061512	3	9805	24849.3987	1586.8332	395	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.3112	395	1
4_MACS_peak_6280_lociStitched	chr12	58134975	58151086	4	9797	15063.785	2684.0926	396	TSPAN31,MARCH9,AGAP2,CDK4	OS9,LOC100130776,FAM119B,TSFM,AGAP2,CYP27B1,METTL1	CDK4	CDK4	0.7406	396	1
4_MACS_peak_23229_lociStitched	chr6	33537849	33558673	4	9783	27560.564	3215.2256	397	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	1.1857000000000002	397	1
2_MACS_peak_18337_lociStitched	chr3	46245849	46257237	2	9780	79291.2276	2673.9024	398	CCR1	CCR3	CCR1	CCR1	3.6151	398	1
2_MACS_peak_2629_lociStitched	chr1	228268999	228279500	2	9768	18441.8562	2534.9414	399	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	MRPL55	0.8171	399	1
3_MACS_peak_22394_lociStitched	chr5	151124301	151139145	3	9768	24025.014	2222.1468	400	ATOX1	G3BP1	ATOX1	ATOX1	0.8431	400	1
4_MACS_peak_24827_lociStitched	chr7	37375183	37393713	4	9759	23833.286	2948.123	401	ELMO1		ELMO1	ELMO1	0.01570000000000002	401	1
1_MACS_peak_23076_lociStitched	chr6	27774600	27784348	1	9749	29581.2808	1620.1176	402	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	HIST1H2BN	3.0418	402	1
2_MACS_peak_15887_lociStitched	chr2	227655574	227666842	2	9746	23559.1344	1527.9408	403	IRS1	RHBDD1	IRS1	IRS1	0.3264	403	1
1_MACS_peak_3939_lociStitched	chr10	112256019	112265737	1	9719	39388.0258	2033.0056	404	DUSP5		DUSP5	DUSP5	1.6717	404	1
4_MACS_peak_4060_lociStitched	chr10	126407173	126424316	4	9718	23108.764	2545.7355	405	FAM53B		FAM53B	FAM53B	0.23679999999999998	405	1
3_MACS_peak_11496_lociStitched	chr17	48224975	48239432	3	9715	17536.341	1944.4665	406	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	PPP1R9B	0.47250000000000003	406	1
2_MACS_peak_22103_lociStitched	chr5	130708871	130719242	2	9712	36488.2893	2247.3957	407	CDC42SE2		CDC42SE2	CDC42SE2	0.2732	407	1
2_MACS_peak_17401_lociStitched	chr22	23477753	23488815	2	9708	57676.1618	2019.9212	408	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5949	408	1
2_MACS_peak_6037_lociStitched	chr12	46119364	46132306	2	9708	33926.1588	2062.9548	409	ARID2,LOC400027		ARID2	ARID2	0.1464	409	1
1_MACS_peak_15800_lociStitched	chr2	217079306	217089009	1	9704	46587.0139	2154.066	410			XRCC5	XRCC5	NONE	410	1
2_MACS_peak_20094_lociStitched	chr4	40302602	40312572	2	9694	35371.566	2113.64	411		CHRNA9	CHRNA9	NONE	NONE	411	1
4_MACS_peak_15788_lociStitched	chr2	216764786	216784376	4	9690	13861.884	2905.197	412			LOC646324	LOC646324	NONE	412	1
1_MACS_peak_5592_lociStitched	chr12	4377796	4387470	1	9675	29661.4514	1313.7292	413	CCND2	C12orf5	CCND2	CCND2	0.7143	413	1
4_MACS_peak_9528_lociStitched	chr15	101675260	101692400	4	9616	25819.696	2680.696	414			CHSY1	CHSY1	0.6108	414	1
2_MACS_peak_9159_lociStitched	chr15	74831661	74846125	2	9614	24285.056	2748.16	415	ARID3B		ARID3B	ARID3B	0.33740000000000003	415	1
1_MACS_peak_20817_lociStitched	chr4	144272762	144282366	1	9605	45938.8132	1964.018	416	GAB1		GAB1	GAB1	0.446	416	1
2_MACS_peak_4484_lociStitched	chr11	35183620	35197005	2	9603	23765.0675	2539.1345	417	CD44		CD44	CD44	0.5373	417	1
3_MACS_peak_719_lociStitched	chr1	44289956	44305726	3	9601	25012.797	2379.693	418	ST3GAL3		ARTN	ARTN	NONE	418	1
2_MACS_peak_28207_lociStitched	chr9	130731645	130744482	2	9598	27522.528	1956.3588	419	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	FAM102A	0.6125	419	1
5_MACS_peak_11424_lociStitched	chr17	45681511	45702644	5	9595	8896.993	3041.0387	420	NPEPPS	KPNB1	KPNB1	KPNB1	0.3275	420	1
4_MACS_peak_6741_lociStitched	chr12	109161749	109181204	4	9590	36452.8335	3315.132	421	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6767	421	1
1_MACS_peak_1477_lociStitched	chr1	145448512	145458092	1	9581	69480.866	3268.696	422	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.9997999999999996	422	1
3_MACS_peak_20067_lociStitched	chr4	38664200	38677680	3	9580	16388.984	2036.828	423	KLF3,FLJ13197		FLJ13197	FLJ13197	0.15489999999999998	423	1
2_MACS_peak_11249_lociStitched	chr17	38251346	38261698	2	9572	17909.9952	2193.5888	424	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.8804000000000001	424	1
4_MACS_peak_4755_lociStitched	chr11	64845290	64865141	4	9568	20035.6143	3330.9978	425	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	SYVN1	1.3307	425	1
2_MACS_peak_7150_lociStitched	chr13	30943755	30957863	2	9566	23182.2656	1522.2532	426	LOC100188949		LOC100188949	LOC100188949	0.45910000000000006	426	1
3_MACS_peak_1357_lociStitched	chr1	115236592	115251690	3	9566	27698.7908	1290.879	427	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.6487999999999999	427	1
1_MACS_peak_17714_lociStitched	chr22	39860541	39870079	1	9539	29802.4348	1857.0486	428	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	1.7991	428	1
3_MACS_peak_27989_lociStitched	chr9	112668733	112683329	3	9539	72076.5076	2692.962	429	PALM2,PALM2-AKAP2		PALM2	PALM2	0.3417	429	1
2_MACS_peak_15201_lociStitched	chr2	153914459	153929055	2	9536	34240.7564	2405.4208	430			ARL6IP6	ARL6IP6	NONE	430	1
4_MACS_peak_24210_lociStitched	chr6	139632506	139648993	4	9536	24456.8158	2438.4273	431		TXLNB,CITED2	TXLNB	CITED2	2.0877999999999997	431	1
3_MACS_peak_561_lociStitched	chr1	36614074	36628070	3	9521	25576.2904	2384.9184	432	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.4096	432	1
2_MACS_peak_6046_lociStitched	chr12	46776138	46785822	2	9518	33196.752	1679.2056	433		SLC38A2	SLC38A2	SLC38A2	0.632	433	1
3_MACS_peak_22375_lociStitched	chr5	150459407	150475795	3	9506	27951.3728	2867.9	434	TNIP1	ANXA6	TNIP1	ANXA6	0.5987	434	1
3_MACS_peak_13007_lociStitched	chr19	13943846	13959281	3	9503	36187.3575	2248.8795	435	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	2.1141	435	1
2_MACS_peak_20101_lociStitched	chr4	40622356	40634412	2	9495	32056.904	2138.7344	436	RBM47		RBM47	RBM47	0.1885	436	1
3_MACS_peak_29156_lociStitched	chrX	118815222	118827922	3	9495	20345.4	1280.16	437	SEPT6	MIR766	SEPT6	SEPT6	0.3986	437	1
3_MACS_peak_17062_lociStitched	chr21	34696029	34712619	3	9493	45688.86	3916.899	438	IFNAR1		IFNAR1	IFNAR1	0.9793	438	1
2_MACS_peak_16897_lociStitched	chr20	62358145	62370995	2	9490	29817.14	2022.59	439	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	LIME1	1.1907999999999999	439	1
3_MACS_peak_8996_lociStitched	chr15	63765770	63780296	3	9480	21048.174	2520.261	440		USP3	USP3	USP3	0.0988	440	1
2_MACS_peak_23138_lociStitched	chr6	30649031	30659607	2	9472	36072.6208	1904.7376	441	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	1.7429999999999999	441	1
2_MACS_peak_14987_lociStitched	chr2	120059625	120071667	2	9462	23254.3062	1594.3608	442	C2orf76		C2orf76	C2orf76	0.35500000000000004	442	1
2_MACS_peak_20350_lociStitched	chr4	78735842	78749435	2	9457	33532.5717	2365.182	443	CNOT6L	MRPL1	CNOT6L	CNOT6L	0.22409999999999997	443	1
2_MACS_peak_5421_lociStitched	chr11	122929221	122942020	2	9448	39891.9232	2498.3648	444	HSPA8	LOC341056	HSPA8	HSPA8	2.274	444	1
4_MACS_peak_5263_lociStitched	chr11	111280162	111294322	4	9442	25152.408	2405.784	445		POU2AF1	POU2AF1	POU2AF1	1.9263000000000001	445	1
3_MACS_peak_10677_lociStitched	chr17	2294350	2306234	3	9438	15998.2408	1588.8908	446	MNT	LOC284009	MNT	MNT	0.5283	446	1
1_MACS_peak_12515_lociStitched	chr18	60822057	60831475	1	9419	119811.087	2159.5474	447	BCL2		BCL2	BCL2	0.805	447	1
3_MACS_peak_18361_lociStitched	chr3	46577996	46589420	3	9413	68049.3408	2226.5376	448	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.0926	448	1
3_MACS_peak_16685_lociStitched	chr20	46114401	46132498	3	9411	28681.9353	2647.5911	449	NCOA3		NCOA3	NCOA3	0.012300000000000005	449	1
1_MACS_peak_4789_lociStitched	chr11	65335995	65345390	1	9396	22326.278	1662.915	450	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.7541	450	1
1_MACS_peak_17437_lociStitched	chr22	24822547	24831941	1	9395	35234.0758	1596.0406	451	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.3889	451	1
2_MACS_peak_20139_lociStitched	chr4	48194453	48206571	2	9385	44148.2976	2152.1568	452	TEC		TXK	TXK	NONE	452	1
4_MACS_peak_4883_lociStitched	chr11	67644776	67661765	4	9374	42897.225	2911.9146	453			LOC645332	LOC645332	NONE	453	1
2_MACS_peak_22597_lociStitched	chr5	173696467	173710008	2	9368	67195.8584	2318.2192	454			HMP19	HMP19	NONE	454	1
3_MACS_peak_13564_lociStitched	chr19	48880213	48895436	3	9367	29838.6023	2434.1577	455	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	KDELR1	1.4137000000000002	455	1
3_MACS_peak_3855_lociStitched	chr10	104531471	104543243	3	9359	28479.9996	2037.7332	456	C10orf26		C10orf26	C10orf26	0.42800000000000005	456	1
3_MACS_peak_13045_lociStitched	chr19	16180353	16198170	3	9358	38083.8375	2754.5082	457	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.7838	457	1
5_MACS_peak_3766_lociStitched	chr10	99159194	99187139	5	9355	15073.533	3861.999	458	PGAM1,RRP12	ZDHHC16,EXOSC1	RRP12	EXOSC1	0.15799999999999997	458	1
4_MACS_peak_14638_lociStitched	chr2	86290399	86308616	4	9344	15668.4417	2778.0925	459	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.9248	459	1
3_MACS_peak_23219_lociStitched	chr6	33279417	33292648	3	9340	31809.9702	2150.0375	460	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	ZBTB22	1.6337	460	1
1_MACS_peak_24175_lociStitched	chr6	138186828	138196164	1	9337	52384.296	2043.6504	461	TNFAIP3		TNFAIP3	TNFAIP3	1.9794999999999998	461	1
2_MACS_peak_10709_lociStitched	chr17	4267976	4281204	2	9337	22036.5252	2260.6652	462	UBE2G1		UBE2G1	UBE2G1	0.0398	462	1
5_MACS_peak_6615_lociStitched	chr12	96878548	96901413	5	9333	27124.7495	3496.0585	463			CDK17	CDK17	NONE	463	1
2_MACS_peak_19651_lociStitched	chr3	186779669	186792556	2	9331	82244.834	3788.778	464	ST6GAL1		ST6GAL1	ST6GAL1	1.0872	464	1
1_MACS_peak_19488_lociStitched	chr3	176911594	176920923	1	9330	70444.2119	2332.25	465	TBL1XR1		TBL1XR1	TBL1XR1	0.43610000000000004	465	1
3_MACS_peak_440_lociStitched	chr1	28902774	28914515	3	9330	18452.1556	2101.639	466	TRNAU1AP,SNHG12,SNORD99,SNORA61,SNORA44,SNORA16A	RAB42	SNHG12	SNHG12	1.1238	466	1
5_MACS_peak_1703_lociStitched	chr1	155210164	155233048	5	9329	18094.3788	5130.5928	467	GBA,FAM189B,SCAMP3,CLK2	MIR92B,MTX1,HCN3,FDPS,MUC1,THBS3,GBAP1,PKLR	FAM189B	FDPS	0.8501	467	1
1_MACS_peak_17404_lociStitched	chr22	23517186	23526502	1	9317	25838.8576	2015.9824	468	BCR	RAB36,RTDR1	BCR	RAB36	0.8482000000000001	468	1
