REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	18_0EX4_0229Kronos_MM1S-KB-6hr-2_H3K27Ac_hs-dm_i37.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_6823_lociStitched	chr12	113621970	113624243	1	2274	3550.426	253.2122
1_MACS_peak_7289_lociStitched	chr13	45990680	45992953	1	2274	2308.0042000000003	221.3902
1_MACS_peak_13313_lociStitched	chr19	38826068	38828341	1	2274	3002.4057	458.69140000000004
1_MACS_peak_23359_lociStitched	chr6	42236389	42238662	1	2274	8097.1079	448.0083
1_MACS_peak_23783_lociStitched	chr6	96232339	96234612	1	2274	2659.6373	216.8442
1_MACS_peak_28958_lociStitched	chrX	73833072	73835345	1	2274	3997.0705	244.12019999999998
1_MACS_peak_3094_lociStitched	chr10	25189356	25191628	1	2273	2586.4448	440.3136
1_MACS_peak_4795_lociStitched	chr11	65478378	65480650	1	2273	12631.6384	410.096
1_MACS_peak_5181_lociStitched	chr11	100780681	100782953	1	2273	1903.0272	434.1792
1_MACS_peak_9036_lociStitched	chr15	65577877	65580149	1	2273	4358.6048	409.1872
2_MACS_peak_23770_lociStitched	chr6	93396467	93398739	2	2176	1456.8064	330.1216
1_MACS_peak_6487_lociStitched	chr12	88534963	88537234	1	2272	6535.938	652.9124999999999
1_MACS_peak_7907_lociStitched	chr14	50777933	50780204	1	2272	2872.8149999999996	202.119
1_MACS_peak_12622_lociStitched	chr18	77438482	77440753	1	2272	6311.1089999999995	402.4212
1_MACS_peak_22653_lociStitched	chr5	178052389	178054660	1	2272	6248.2023	430.5816
1_MACS_peak_28324_lociStitched	chr9	136281815	136284086	1	2272	3741.2454	280.0143
1_MACS_peak_3482_lociStitched	chr10	74113150	74115420	1	2271	6813.632	438.337
1_MACS_peak_6481_lociStitched	chr12	85817267	85819537	1	2271	7002.496	405.649
1_MACS_peak_9150_lociStitched	chr15	74665635	74667905	1	2271	1353.3739999999998	398.385
1_MACS_peak_11082_lociStitched	chr17	30333822	30336092	1	2271	4260.563	296.462
1_MACS_peak_13477_lociStitched	chr19	45504068	45506338	1	2271	3942.9900000000002	342.997
1_MACS_peak_14246_lociStitched	chr2	48666783	48669053	1	2271	5722.67	471.025
1_MACS_peak_28381_lociStitched	chr9	140116785	140119055	1	2271	2906.281	361.157
1_MACS_peak_5906_lociStitched	chr12	28342593	28344862	1	2270	5750.5536	720.4075
1_MACS_peak_6576_lociStitched	chr12	94650792	94653061	1	2270	2723.0269	366.89730000000003
1_MACS_peak_8195_lociStitched	chr14	77563206	77565475	1	2270	4266.1738000000005	323.3325
1_MACS_peak_13570_lociStitched	chr19	48971534	48973803	1	2270	4123.907499999999	478.0783
1_MACS_peak_17209_lociStitched	chr21	45078735	45081004	1	2270	3735.4547000000002	725.1724
1_MACS_peak_17640_lociStitched	chr22	38053596	38055865	1	2270	2367.9284000000002	451.3041
1_MACS_peak_20232_lociStitched	chr4	68440601	68442870	1	2270	5485.7613	393.21770000000004
1_MACS_peak_20892_lociStitched	chr4	153617523	153619792	1	2270	2426.6955	526.1811
1_MACS_peak_22371_lociStitched	chr5	150137224	150139493	1	2270	6872.574100000001	521.6431
1_MACS_peak_22583_lociStitched	chr5	173216404	173218673	1	2270	7372.207899999999	399.5709
1_MACS_peak_25055_lociStitched	chr7	66204652	66206921	1	2270	5070.7612	403.2013
1_MACS_peak_25297_lociStitched	chr7	92250129	92252398	1	2270	1836.7555	434.74039999999997
1_MACS_peak_28322_lociStitched	chr9	136222333	136224602	1	2270	1748.7183000000002	292.47409999999996
1_MACS_peak_1752_lociStitched	chr1	156425820	156428088	1	2269	12298.0032	766.5840000000001
1_MACS_peak_3673_lociStitched	chr10	91403438	91405706	1	2269	3413.7936000000004	603.9684
1_MACS_peak_10339_lociStitched	chr16	68055982	68058250	1	2269	4222.1088	374.4468
1_MACS_peak_14010_lociStitched	chr2	27578469	27580737	1	2269	8518.8348	465.6204
1_MACS_peak_47_lociStitched	chr1	2231142	2233409	1	2268	4378.0304	423.4756
1_MACS_peak_3946_lociStitched	chr10	112483016	112485283	1	2268	4196.6704	723.173
1_MACS_peak_6623_lociStitched	chr12	97300158	97302425	1	2268	6173.7211	396.27160000000003
1_MACS_peak_16249_lociStitched	chr20	12989219	12991486	1	2268	2607.0499999999997	465.1884
1_MACS_peak_28177_lociStitched	chr9	129781428	129783695	1	2268	4018.0308	329.6218
1_MACS_peak_1695_lociStitched	chr1	155056701	155058967	1	2267	3796.4564	779.5039999999999
1_MACS_peak_13090_lociStitched	chr19	17355737	17358003	1	2267	1559.4612000000002	120.7778
1_MACS_peak_15748_lociStitched	chr2	209129681	209131947	1	2267	4399.439	517.3278
1_MACS_peak_1546_lociStitched	chr1	149214161	149216426	1	2266	6826.709999999999	604.0755
1_MACS_peak_3978_lociStitched	chr10	117691960	117694225	1	2266	6663.4035	518.9115
1_MACS_peak_4324_lociStitched	chr11	14520582	14522847	1	2266	4236.456	499.88550000000004
1_MACS_peak_8251_lociStitched	chr14	89630867	89633132	1	2266	4033.2855	231.02999999999997
1_MACS_peak_14518_lociStitched	chr2	71635699	71637964	1	2266	1415.8515	334.5405
1_MACS_peak_204_lociStitched	chr1	16009843	16012107	1	2265	3371.7752	205.34480000000002
1_MACS_peak_2168_lociStitched	chr1	193090175	193092439	1	2265	8808.7712	616.2608
1_MACS_peak_5139_lociStitched	chr11	94821790	94824054	1	2265	6360.9344	448.4984
1_MACS_peak_8411_lociStitched	chr14	104027751	104030015	1	2265	3507.1623999999997	167.0832
1_MACS_peak_9043_lociStitched	chr15	65902307	65904571	1	2265	3946.3784	396.2
1_MACS_peak_12629_lociStitched	chr19	69698	71962	1	2265	6818.7152	586.1496000000001
1_MACS_peak_13238_lociStitched	chr19	34139471	34141735	1	2265	7329.7	406.1616
1_MACS_peak_20310_lociStitched	chr4	76105494	76107758	1	2265	8734.2856	529.7760000000001
1_MACS_peak_25957_lociStitched	chr7	154996435	154998699	1	2265	6020.4288	527.7384
1_MACS_peak_547_lociStitched	chr1	36022101	36024364	1	2264	8553.913700000001	425.6703
1_MACS_peak_5310_lociStitched	chr11	115170323	115172586	1	2264	1623.0236	324.96680000000003
1_MACS_peak_11009_lociStitched	chr17	26988028	26990291	1	2264	9016.0183	524.3371
1_MACS_peak_12272_lociStitched	chr18	29237835	29240098	1	2264	3822.6596	590.4167
1_MACS_peak_16357_lociStitched	chr20	25016110	25018373	1	2264	2669.6611	353.028
1_MACS_peak_18082_lociStitched	chr3	16953046	16955309	1	2264	3894.3967000000002	538.3677
1_MACS_peak_12050_lociStitched	chr17	80820964	80823226	1	2263	4765.3554	339.5262
1_MACS_peak_17148_lociStitched	chr21	41047277	41049539	1	2263	9523.02	613.6805999999999
1_MACS_peak_18300_lociStitched	chr3	44550885	44553147	1	2263	3104.1426	420.0534
1_MACS_peak_19974_lociStitched	chr4	20318656	20320918	1	2263	3184.2174	392.6832
1_MACS_peak_20720_lociStitched	chr4	125562946	125565208	1	2263	3414.9414	491.985
1_MACS_peak_20901_lociStitched	chr4	154265167	154267429	1	2263	5748.8730000000005	505.1046
1_MACS_peak_26356_lociStitched	chr8	38088138	38090400	1	2263	3378.5232	449.2332
1_MACS_peak_27681_lociStitched	chr9	77566404	77568666	1	2263	8747.6064	326.4066
1_MACS_peak_28264_lociStitched	chr9	132596459	132598721	1	2263	2780.6766000000002	470.496
1_MACS_peak_256_lociStitched	chr1	20986837	20989098	1	2262	3474.0265	436.82520000000005
1_MACS_peak_4824_lociStitched	chr11	66055603	66057864	1	2262	3034.7142000000003	465.9921
1_MACS_peak_6217_lociStitched	chr12	56434727	56436988	1	2262	5884.2525000000005	481.14079999999996
1_MACS_peak_15690_lociStitched	chr2	204102862	204105123	1	2262	7609.169400000001	400.197
1_MACS_peak_15775_lociStitched	chr2	214015454	214017715	1	2262	4117.281	449.7129
1_MACS_peak_18050_lociStitched	chr3	14781797	14784058	1	2262	9576.2394	404.0407
1_MACS_peak_23136_lociStitched	chr6	30614158	30616419	1	2262	7314.7872	319.2532
1_MACS_peak_26291_lociStitched	chr8	29939185	29941446	1	2262	4782.4672	493.5763
1_MACS_peak_26517_lociStitched	chr8	61614562	61616823	1	2262	2395.9817000000003	425.5202
1_MACS_peak_1411_lociStitched	chr1	120566334	120568594	1	2261	2083.7200000000003	739.246
1_MACS_peak_6116_lociStitched	chr12	50134515	50136775	1	2261	6257.714	500.138
1_MACS_peak_8602_lociStitched	chr15	33199619	33201879	1	2261	2689.852	498.33
1_MACS_peak_16287_lociStitched	chr20	18117530	18119790	1	2261	7563.316	348.944
1_MACS_peak_18057_lociStitched	chr3	15139382	15141642	1	2261	6029.454	459.458
1_MACS_peak_18445_lociStitched	chr3	50282841	50285101	1	2261	3168.52	627.602
1_MACS_peak_20731_lociStitched	chr4	128801126	128803386	1	2261	9840.718	503.528
1_MACS_peak_25330_lociStitched	chr7	95949918	95952178	1	2261	4901.262	491.55
1_MACS_peak_2268_lociStitched	chr1	202895106	202897365	1	2260	6846.3513	597.9573
1_MACS_peak_4671_lociStitched	chr11	61891004	61893263	1	2260	4604.7456	470.09790000000004
1_MACS_peak_6175_lociStitched	chr12	53834435	53836694	1	2260	4348.1232	472.3569
1_MACS_peak_28577_lociStitched	chrX	21391299	21393558	1	2260	2564.6427	185.6898
1_MACS_peak_29019_lociStitched	chrX	86772015	86774274	1	2260	2884.5171	332.7507
1_MACS_peak_6375_lociStitched	chr12	69138864	69141122	1	2259	5002.1474	552.081
1_MACS_peak_11069_lociStitched	chr17	29421273	29423531	1	2259	1383.2508	242.0576
1_MACS_peak_12674_lociStitched	chr19	1478010	1480268	1	2259	5750.9002	713.7538
1_MACS_peak_23868_lociStitched	chr6	108192409	108194667	1	2259	1590.3094	406.8916
1_MACS_peak_24306_lociStitched	chr6	151772479	151774737	1	2259	2693.3424	214.9616
1_MACS_peak_26533_lociStitched	chr8	63950438	63952696	1	2259	3892.3404	378.4408
1_MACS_peak_7742_lociStitched	chr14	23563347	23565604	1	2258	4817.5665	430.4099
1_MACS_peak_13230_lociStitched	chr19	33181903	33184160	1	2258	3551.8409	280.0937
1_MACS_peak_19240_lociStitched	chr3	149375026	149377283	1	2258	6669.8864	364.7312
1_MACS_peak_21464_lociStitched	chr5	53735558	53737815	1	2258	5053.1973	431.5384
1_MACS_peak_22364_lociStitched	chr5	149827943	149830200	1	2258	9854.2877	487.512
1_MACS_peak_23968_lociStitched	chr6	116832342	116834599	1	2258	5909.9545	452.5285
1_MACS_peak_28390_lociStitched	chr9	140407126	140409383	1	2258	3231.5726	275.354
1_MACS_peak_137_lociStitched	chr1	11071554	11073810	1	2257	8690.5632	474.6624
1_MACS_peak_2636_lociStitched	chr1	228593074	228595330	1	2257	3236.9088	444.2064
1_MACS_peak_2926_lociStitched	chr10	7829041	7831297	1	2257	5158.344	403.5984
1_MACS_peak_6488_lociStitched	chr12	88692217	88694473	1	2257	2221.7088	460.9008
1_MACS_peak_11815_lociStitched	chr17	73149373	73151629	1	2257	3650.208	327.12
1_MACS_peak_20773_lociStitched	chr4	139935918	139938174	1	2257	7830.1248000000005	343.5888
1_MACS_peak_25095_lociStitched	chr7	72349048	72351304	1	2257	2970.4752	452.32800000000003
1_MACS_peak_25192_lociStitched	chr7	76255379	76257635	1	2257	5627.366400000001	377.6544
1_MACS_peak_25799_lociStitched	chr7	139497409	139499665	1	2257	5208.8784	777.6432
1_MACS_peak_28920_lociStitched	chrX	70473268	70475524	1	2257	2980.8527999999997	192.888
1_MACS_peak_2371_lociStitched	chr1	207627056	207629311	1	2256	1963.8795	761.9644999999999
1_MACS_peak_3063_lociStitched	chr10	22540089	22542344	1	2256	11382.112500000001	351.5545
1_MACS_peak_4809_lociStitched	chr11	65694700	65696955	1	2256	5212.206999999999	453.25500000000005
1_MACS_peak_14601_lociStitched	chr2	85131852	85134107	1	2256	5410.196	322.014
1_MACS_peak_16600_lociStitched	chr20	42511650	42513905	1	2256	3900.9245	340.054
1_MACS_peak_17249_lociStitched	chr21	47787874	47790129	1	2256	7695.1875	758.8075
1_MACS_peak_19691_lociStitched	chr3	193309877	193312132	1	2256	5944.8565	844.723
1_MACS_peak_292_lociStitched	chr1	23918618	23920872	1	2255	1420.4708	561.4714
1_MACS_peak_6164_lociStitched	chr12	53661006	53663260	1	2255	5874.825599999999	461.3938
1_MACS_peak_6944_lociStitched	chr12	122905758	122908012	1	2255	2474.4412	220.892
1_MACS_peak_8721_lociStitched	chr15	41575195	41577449	1	2255	6863.2046	373.2624
1_MACS_peak_11486_lociStitched	chr17	47784249	47786503	1	2255	9353.8746	576.7986000000001
1_MACS_peak_12115_lociStitched	chr18	8672577	8674831	1	2255	4948.8824	438.85380000000004
1_MACS_peak_16696_lociStitched	chr20	46456068	46458322	1	2255	3355.0789999999997	251.5464
1_MACS_peak_19101_lociStitched	chr3	132440316	132442570	1	2255	2497.6574	316.2362
1_MACS_peak_23849_lociStitched	chr6	106720367	106722621	1	2255	1850.0832	486.41319999999996
1_MACS_peak_27979_lociStitched	chr9	110400219	110402473	1	2255	1857.2959999999998	301.81059999999997
1_MACS_peak_8058_lociStitched	chr14	65748467	65750720	1	2254	6559.3842	248.7312
1_MACS_peak_13031_lociStitched	chr19	14639381	14641634	1	2254	3820.6374	531.708
1_MACS_peak_18514_lociStitched	chr3	53380245	53382498	1	2254	4795.510499999999	645.9351
1_MACS_peak_19786_lociStitched	chr4	1282704	1284957	1	2254	2856.3534	312.0405
1_MACS_peak_21010_lociStitched	chr4	175848643	175850896	1	2254	1463.0982	157.93529999999998
1_MACS_peak_23133_lociStitched	chr6	30538217	30540470	1	2254	2788.3128	482.5926
1_MACS_peak_16195_lociStitched	chr20	7484920	7487172	1	2253	3370.118	379.46200000000005
1_MACS_peak_25110_lociStitched	chr7	72970772	72973024	1	2253	6563.454	358.068
1_MACS_peak_25127_lociStitched	chr7	73587666	73589918	1	2253	5203.696400000001	216.192
1_MACS_peak_28914_lociStitched	chrX	70286984	70289236	1	2253	3409.3028	175.20559999999998
1_MACS_peak_6103_lociStitched	chr12	49627486	49629737	1	2252	4055.4016	402.929
1_MACS_peak_8710_lociStitched	chr15	41185713	41187964	1	2252	2836.26	410.35729999999995
1_MACS_peak_9851_lociStitched	chr16	18557552	18559803	1	2252	1550.2637	375.46680000000003
1_MACS_peak_12697_lociStitched	chr19	2040858	2043109	1	2252	4456.5298	626.4533
1_MACS_peak_21794_lociStitched	chr5	88366551	88368802	1	2252	5913.3769999999995	359.93489999999997
1_MACS_peak_24773_lociStitched	chr7	30834592	30836843	1	2252	1448.2934	333.3731
1_MACS_peak_26062_lociStitched	chr8	11323397	11325648	1	2252	2533.0503	524.4830000000001
1_MACS_peak_1070_lociStitched	chr1	85038320	85040570	1	2251	5031.225	172.79999999999998
1_MACS_peak_5710_lociStitched	chr12	10281659	10283909	1	2251	5486.175	398.7
1_MACS_peak_7085_lociStitched	chr13	21903330	21905580	1	2251	3626.5499999999997	173.475
1_MACS_peak_15763_lociStitched	chr2	212068173	212070423	1	2251	4487.175	319.95
1_MACS_peak_24656_lociStitched	chr7	20434212	20436462	1	2251	3477.15	505.125
1_MACS_peak_25715_lociStitched	chr7	129418871	129421121	1	2251	2413.575	550.35
1_MACS_peak_28086_lociStitched	chr9	120697744	120699994	1	2251	3838.95	406.79999999999995
1_MACS_peak_608_lociStitched	chr1	39490990	39493239	1	2250	4515.767099999999	436.5309
1_MACS_peak_2076_lociStitched	chr1	182991620	182993869	1	2250	1981.369	309.2375
1_MACS_peak_5823_lociStitched	chr12	21809322	21811571	1	2250	4292.8912	389.3019
1_MACS_peak_9871_lociStitched	chr16	20816967	20819216	1	2250	8503.469000000001	364.5629
1_MACS_peak_16422_lociStitched	chr20	32076923	32079172	1	2250	3743.4605	331.72749999999996
1_MACS_peak_17504_lociStitched	chr22	30721900	30724149	1	2250	2537.5467000000003	338.4745
1_MACS_peak_24044_lociStitched	chr6	127804362	127806611	1	2250	3742.5609	534.8122000000001
1_MACS_peak_2189_lociStitched	chr1	197169458	197171706	1	2249	5085.8751999999995	541.768
1_MACS_peak_10014_lociStitched	chr16	29936347	29938595	1	2249	4112.940799999999	406.888
1_MACS_peak_13944_lociStitched	chr2	24712911	24715159	1	2249	2402.4375999999997	222.3272
1_MACS_peak_17180_lociStitched	chr21	43638958	43641206	1	2249	1624.4048	430.492
1_MACS_peak_17895_lociStitched	chr22	50780223	50782471	1	2249	3966.3712	340.7968
1_MACS_peak_28478_lociStitched	chrX	11208337	11210585	1	2249	2783.4736	185.46
1_MACS_peak_3481_lociStitched	chr10	74094003	74096250	1	2248	4969.2405	542.4258
1_MACS_peak_10080_lociStitched	chr16	31118457	31120704	1	2248	4183.6893	360.4188
1_MACS_peak_10116_lociStitched	chr16	46653712	46655959	1	2248	6282.1626	436.1427
1_MACS_peak_12056_lociStitched	chr18	267039	269286	1	2248	7187.9283000000005	450.5235
1_MACS_peak_26502_lociStitched	chr8	59903101	59905348	1	2248	2387.4375	362.4411
1_MACS_peak_28128_lociStitched	chr9	126083876	126086123	1	2248	7653.956099999999	458.388
1_MACS_peak_28586_lociStitched	chrX	23684864	23687111	1	2248	2097.5745	326.03970000000004
1_MACS_peak_2235_lociStitched	chr1	201139285	201141531	1	2247	6815.7116000000005	757.1266
1_MACS_peak_5794_lociStitched	chr12	15678610	15680856	1	2247	1504.5954000000002	362.0552
1_MACS_peak_14124_lociStitched	chr2	38908817	38911063	1	2247	3269.053	366.54720000000003
1_MACS_peak_18141_lociStitched	chr3	26145919	26148165	1	2247	2316.5244000000002	407.4244
1_MACS_peak_21617_lociStitched	chr5	68462137	68464383	1	2247	5066.3022	392.8254
1_MACS_peak_895_lociStitched	chr1	59433170	59435415	1	2246	8670.639000000001	473.4705
1_MACS_peak_1645_lociStitched	chr1	153699481	153701726	1	2246	7324.986	587.9655
1_MACS_peak_1758_lociStitched	chr1	156560434	156562679	1	2246	5579.9475	775.1985
1_MACS_peak_3854_lociStitched	chr10	104502593	104504838	1	2246	3628.369	653.0705
1_MACS_peak_7993_lociStitched	chr14	60557776	60560021	1	2246	7298.045999999999	188.3555
1_MACS_peak_9102_lociStitched	chr15	70172394	70174639	1	2246	1986.825	393.324
1_MACS_peak_9337_lociStitched	chr15	85112695	85114940	1	2246	5848.8985	507.14549999999997
1_MACS_peak_12496_lociStitched	chr18	57566317	57568562	1	2246	3220.677	248.74599999999998
1_MACS_peak_16713_lociStitched	chr20	47893783	47896028	1	2246	4978.961	449.0
1_MACS_peak_17352_lociStitched	chr22	22220810	22223055	1	2246	5194.032	375.1395
1_MACS_peak_18991_lociStitched	chr3	125092879	125095124	1	2246	4003.9575	387.2625
1_MACS_peak_27443_lociStitched	chr9	33522855	33525100	1	2246	4900.835	440.02000000000004
1_MACS_peak_10326_lociStitched	chr16	67752202	67754446	1	2245	3377.6688000000004	444.312
1_MACS_peak_12960_lociStitched	chr19	12550340	12552584	1	2245	3585.4632	476.84999999999997
1_MACS_peak_15757_lociStitched	chr2	210866243	210868487	1	2245	3671.6328000000003	482.23560000000003
1_MACS_peak_19024_lociStitched	chr3	127390495	127392739	1	2245	3705.7416	298.0032
1_MACS_peak_25392_lociStitched	chr7	100075422	100077666	1	2245	4433.022	354.77639999999997
1_MACS_peak_1952_lociStitched	chr1	169336300	169338543	1	2244	7137.001700000001	919.1813999999999
1_MACS_peak_4426_lociStitched	chr11	28101821	28104064	1	2244	2938.5543000000002	253.0104
1_MACS_peak_5552_lociStitched	chr12	1057716	1059959	1	2244	7240.404	465.1982
1_MACS_peak_6920_lociStitched	chr12	121836930	121839173	1	2244	4203.1577	325.23499999999996
1_MACS_peak_10617_lociStitched	chr16	89929274	89931517	1	2244	2870.1428	219.1411
1_MACS_peak_17781_lociStitched	chr22	42485663	42487906	1	2244	5695.649899999999	515.89
1_MACS_peak_20215_lociStitched	chr4	64357719	64359962	1	2244	1587.8197	288.0012
1_MACS_peak_24269_lociStitched	chr6	146055415	146057658	1	2244	4867.0857000000005	165.75769999999997
1_MACS_peak_595_lociStitched	chr1	38324306	38326548	1	2243	3584.958	438.5352
1_MACS_peak_1570_lociStitched	chr1	149981300	149983542	1	2243	5265.337	557.8095999999999
1_MACS_peak_4669_lociStitched	chr11	61733936	61736178	1	2243	4254.195	306.033
1_MACS_peak_8072_lociStitched	chr14	67706832	67709074	1	2243	2489.5168000000003	222.8548
1_MACS_peak_9657_lociStitched	chr16	3397838	3400080	1	2243	3550.4312	413.2006
1_MACS_peak_12080_lociStitched	chr18	3012076	3014318	1	2243	2897.3366	325.09
1_MACS_peak_15773_lociStitched	chr2	212916211	212918453	1	2243	5114.002	503.7774
1_MACS_peak_21867_lociStitched	chr5	96142513	96144755	1	2243	12358.8008	493.0158
1_MACS_peak_22535_lociStitched	chr5	169063380	169065622	1	2243	6507.405	512.297
1_MACS_peak_25894_lociStitched	chr7	149193429	149195671	1	2243	2434.5878000000002	314.1042
1_MACS_peak_6988_lociStitched	chr12	125092386	125094627	1	2242	3865.7250000000004	309.70619999999997
1_MACS_peak_12042_lociStitched	chr17	80604378	80606619	1	2242	4030.4384999999997	244.269
1_MACS_peak_14790_lociStitched	chr2	101868264	101870505	1	2242	5212.1178	442.8216
1_MACS_peak_16304_lociStitched	chr20	19794934	19797175	1	2242	2755.9818	331.4439
1_MACS_peak_19769_lociStitched	chr3	197686026	197688267	1	2242	3006.3015	707.9319
1_MACS_peak_21944_lociStitched	chr5	109280245	109282486	1	2242	3611.1474	555.9920999999999
1_MACS_peak_22153_lociStitched	chr5	133771317	133773558	1	2242	5265.453600000001	596.3301
1_MACS_peak_24163_lociStitched	chr6	137735723	137737964	1	2242	4558.642199999999	493.02
1_MACS_peak_25755_lociStitched	chr7	134142471	134144712	1	2242	4748.0067	588.9348
1_MACS_peak_28213_lociStitched	chr9	130889149	130891390	1	2242	6733.532700000001	367.2999
1_MACS_peak_758_lociStitched	chr1	45964514	45966754	1	2241	3081.792	530.656
1_MACS_peak_13226_lociStitched	chr19	32895423	32897663	1	2241	7047.04	465.91999999999996
1_MACS_peak_17253_lociStitched	chr22	16191576	16193816	1	2241	2712.864	204.736
1_MACS_peak_19012_lociStitched	chr3	126193513	126195753	1	2241	2573.536	254.24
1_MACS_peak_20603_lociStitched	chr4	109540891	109543131	1	2241	2672.992	487.424
1_MACS_peak_21590_lociStitched	chr5	64857875	64860115	1	2241	5217.856000000001	480.25600000000003
1_MACS_peak_21761_lociStitched	chr5	82768778	82771018	1	2241	1489.6000000000001	449.79200000000003
1_MACS_peak_24877_lociStitched	chr7	42984393	42986633	1	2241	3534.0480000000002	363.32800000000003
1_MACS_peak_27354_lociStitched	chr9	19378925	19381165	1	2241	3578.624	319.64799999999997
1_MACS_peak_12182_lociStitched	chr18	13725331	13727570	1	2240	2884.9515	576.3186000000001
1_MACS_peak_14700_lociStitched	chr2	90304353	90306592	1	2240	1641.4108999999999	377.2715
1_MACS_peak_16415_lociStitched	chr20	31349409	31351648	1	2240	1929.7941	257.9328
1_MACS_peak_16616_lociStitched	chr20	42938052	42940291	1	2240	2933.5378	297.78700000000003
1_MACS_peak_18380_lociStitched	chr3	47553726	47555965	1	2240	9737.6349	455.8604
1_MACS_peak_22262_lociStitched	chr5	141256957	141259196	1	2240	1394.897	344.3582
1_MACS_peak_27169_lociStitched	chr8	145201742	145203981	1	2240	2382.5199000000002	257.2611
1_MACS_peak_28805_lociStitched	chrX	52925040	52927279	1	2240	2797.1827000000003	199.4949
1_MACS_peak_3470_lociStitched	chr10	73668228	73670466	1	2239	5485.1142	497.28360000000004
1_MACS_peak_6674_lociStitched	chr12	104234120	104236358	1	2239	2303.7972000000004	350.4708
1_MACS_peak_7075_lociStitched	chr13	21140149	21142387	1	2239	3368.6376	227.82840000000002
1_MACS_peak_9403_lociStitched	chr15	90117849	90120087	1	2239	2457.324	304.368
1_MACS_peak_10054_lociStitched	chr16	30568301	30570539	1	2239	7732.961399999999	326.748
1_MACS_peak_15391_lociStitched	chr2	175314124	175316362	1	2239	6509.4468	429.696
1_MACS_peak_29282_lociStitched	chrX	135309547	135311785	1	2239	3002.2769999999996	301.011
1_MACS_peak_539_lociStitched	chr1	35495854	35498091	1	2238	7047.444799999999	589.2258
1_MACS_peak_6193_lociStitched	chr12	54751761	54753998	1	2238	3197.3441000000003	502.6539
1_MACS_peak_15835_lociStitched	chr2	220081991	220084228	1	2238	3394.2001	650.5196
1_MACS_peak_22642_lociStitched	chr5	176980220	176982457	1	2238	2714.8232	408.92359999999996
1_MACS_peak_27532_lociStitched	chr9	37783901	37786138	1	2238	4196.612	474.9151
2_MACS_peak_5125_lociStitched	chr11	93450763	93452999	2	2113	1085.8016	311.0276
1_MACS_peak_7906_lociStitched	chr14	50697108	50699344	1	2237	2726.5784	190.50719999999998
1_MACS_peak_11483_lociStitched	chr17	47693126	47695362	1	2237	3060.1896	424.61640000000006
1_MACS_peak_18191_lociStitched	chr3	32725524	32727760	1	2237	4106.6376	428.8648
1_MACS_peak_18402_lociStitched	chr3	48721964	48724200	1	2237	5323.915999999999	454.8024
1_MACS_peak_21106_lociStitched	chr4	186333338	186335574	1	2237	4055.6568	525.0128
1_MACS_peak_24646_lociStitched	chr7	20152702	20154938	1	2237	1220.1852	528.1432
1_MACS_peak_26013_lociStitched	chr8	6262915	6265151	1	2237	3636.6304	304.7668
1_MACS_peak_28721_lociStitched	chrX	46695917	46698153	1	2237	2363.4519999999998	251.3264
1_MACS_peak_1680_lociStitched	chr1	154778324	154780559	1	2236	3834.1425	757.8885
1_MACS_peak_3420_lociStitched	chr10	70659947	70662182	1	2236	6442.8345	475.161
1_MACS_peak_4610_lociStitched	chr11	58413820	58416055	1	2236	2302.497	374.586
1_MACS_peak_6720_lociStitched	chr12	107349060	107351295	1	2236	2599.752	345.084
1_MACS_peak_16614_lociStitched	chr20	42707799	42710034	1	2236	5324.4405	515.838
1_MACS_peak_16961_lociStitched	chr21	19974171	19976406	1	2236	6226.4865	343.9665
1_MACS_peak_19390_lociStitched	chr3	167741611	167743846	1	2236	3514.9845	756.9945
1_MACS_peak_22177_lociStitched	chr5	135467656	135469891	1	2236	4527.663	371.457
1_MACS_peak_10743_lociStitched	chr17	5370832	5373066	1	2235	2580.27	424.0132
1_MACS_peak_16413_lociStitched	chr20	31289645	31291879	1	2235	5512.1716	310.7494
1_MACS_peak_21707_lociStitched	chr5	76786577	76788811	1	2235	6877.1456	627.754
1_MACS_peak_26677_lociStitched	chr8	82192157	82194391	1	2235	2938.8269999999998	441.21500000000003
1_MACS_peak_7555_lociStitched	chr13	100257739	100259972	1	2234	4986.9589	316.8627
1_MACS_peak_15116_lociStitched	chr2	136741867	136744100	1	2234	7685.986000000001	351.6975
1_MACS_peak_18884_lociStitched	chr3	115376491	115378724	1	2234	7514.2683	440.1243
1_MACS_peak_22641_lociStitched	chr5	176942877	176945110	1	2234	3511.1692	485.4542
1_MACS_peak_26714_lociStitched	chr8	90995088	90997321	1	2234	6340.8268	160.3294
1_MACS_peak_2529_lociStitched	chr1	221966012	221968244	1	2233	4771.1232	648.396
1_MACS_peak_17840_lociStitched	chr22	46730768	46733000	1	2233	4018.4928	372.744
1_MACS_peak_21884_lociStitched	chr5	99870085	99872317	1	2233	4479.624000000001	484.56719999999996
1_MACS_peak_25789_lociStitched	chr7	138665057	138667289	1	2233	1875.1032	384.5736
1_MACS_peak_26802_lociStitched	chr8	102148411	102150643	1	2233	6207.4151999999995	254.448
1_MACS_peak_27744_lociStitched	chr9	88419453	88421685	1	2233	5314.1688	419.83919999999995
1_MACS_peak_27784_lociStitched	chr9	93642638	93644870	1	2233	1728.4607999999998	264.9384
