REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_16276_lociStitched	chr20	17826519	17838727	3	8551	41787.984	2041.1776	385			SNORD17	385	1
1_MACS_peak_23841_lociStitched	chr6	106439296	106446806	1	7511	40954.283	1257.174	386			PRDM1	386	1
5_MACS_peak_9898_lociStitched	chr16	22194886	22219265	5	17211	43787.1219	4176.1227	387	EEF2K		EEF2K	387	1
5_MACS_peak_9078_lociStitched	chr15	68478727	68503739	5	14626	43063.1604	3474.1668	388	PIAS1,CALML4,CLN6		CALML4	388	1
4_MACS_peak_22378_lociStitched	chr5	150512834	150538116	4	16920	44086.7516	4553.2882	389	ANXA6		ANXA6	389	1
2_MACS_peak_11908_lociStitched	chr17	75434329	75442883	2	7123	41101.97	1619.2722	390	SEPT9	SEPT9,MIR4316	SEPT9	390	1
2_MACS_peak_6176_lociStitched	chr12	53845199	53874875	2	29615	44430.9072	5027.1144	391	PCBP2,MAP3K12	AMHR2,PRR13,TARBP2,NPFF	PCBP2	391	1
1_MACS_peak_11239_lociStitched	chr17	38016183	38025138	1	8956	41223.447	1831.2975	392	ZPBP2,IKZF3	GSDMB	IKZF3	392	1
1_MACS_peak_27799_lociStitched	chr9	93952778	93957330	1	4553	40346.652	992.7912	393			LOC100129316	393	1
3_MACS_peak_14001_lociStitched	chr2	27374740	27389706	3	10261	42026.0246	2696.8732	394	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	394	1
3_MACS_peak_22560_lociStitched	chr5	171601055	171616221	3	11297	41609.4376	2417.4604	395	STK10	EFCAB9	STK10	395	1
2_MACS_peak_7896_lociStitched	chr14	50465540	50476674	2	7897	40272.7914	1161.2762	396	C14orf182		C14orf182	396	1
1_MACS_peak_23025_lociStitched	chr6	26269577	26275738	1	6162	40222.7046	1193.3857	397	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	397	1
1_MACS_peak_21895_lociStitched	chr5	100234518	100241615	1	7098	40288.2496	1400.2381	398	ST8SIA4		ST8SIA4	398	1
2_MACS_peak_11922_lociStitched	chr17	76116596	76129299	2	8957	40612.7613	1798.7448	399	TMC8,TMC6	C17orf99,SYNGR2	TMC6	399	1
1_MACS_peak_24954_lociStitched	chr7	47708171	47712437	1	4267	39886.6734	1082.2842	400		C7orf65	C7orf65	400	1
6_MACS_peak_8340_lociStitched	chr14	95945782	95986216	6	22867	42148.4016	3351.9786	401		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	401	1
2_MACS_peak_24973_lociStitched	chr7	50343602	50357785	2	13349	41373.2293	2599.7439	402	IKZF1		IKZF1	402	1
2_MACS_peak_1310_lociStitched	chr1	111323138	111331718	2	8127	39843.804	1117.116	403			CD53	403	1
1_MACS_peak_25428_lociStitched	chr7	101946160	101951863	1	5704	39826.9005	1101.8196	404	SH2B2	MIR4285,SPDYE6	MIR4285	404	1
1_MACS_peak_3872_lociStitched	chr10	105229834	105233214	1	3381	39482.456	763.542	405	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	405	1
3_MACS_peak_6378_lociStitched	chr12	69195397	69209525	3	9807	40865.24	2167.2352	406	MDM2		MDM2	406	1
4_MACS_peak_6930_lociStitched	chr12	122227262	122243869	4	9965	39851.8179	1205.6682	407	SETD1B,RHOF,LOC338799		RHOF	407	1
1_MACS_peak_21064_lociStitched	chr4	185263589	185270140	1	6552	40090.1547	1525.0728	408			ENPP6	408	1
3_MACS_peak_950_lociStitched	chr1	66736632	66750321	3	10730	41391.4293	2915.757	409	PDE4B	PDE4B	PDE4B	409	1
1_MACS_peak_25278_lociStitched	chr7	90337067	90345447	1	8381	39809.19	1375.996	410	CDK14		CDK14	410	1
2_MACS_peak_17665_lociStitched	chr22	38782130	38797186	2	15019	40816.816	2511.3408	411	LOC400927	KCNJ4	LOC400927	411	1
2_MACS_peak_6993_lociStitched	chr12	125397021	125412934	2	11187	39736.3523	1478.3177	412	UBC	SCARB1	UBC	412	1
2_MACS_peak_16457_lociStitched	chr20	32988797	33005896	2	12733	41422.3275	3209.4823	413	ITCH	MIR644	ITCH	413	1
1_MACS_peak_21577_lociStitched	chr5	61984980	61991041	1	6062	39374.6804	1306.1455	414			LRRC70	414	1
2_MACS_peak_28211_lociStitched	chr9	130828793	130845810	2	14326	40759.1184	2739.737	415	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	415	1
1_MACS_peak_25764_lociStitched	chr7	134853075	134857299	1	4225	39321.6384	1396.8768	416	C7orf49	TMEM140,WDR91	C7orf49	416	1
1_MACS_peak_2661_lociStitched	chr1	230256625	230261658	1	5034	39383.225	1525.5023	417	GALNT2		GALNT2	417	1
2_MACS_peak_6677_lociStitched	chr12	104318516	104326589	2	6943	39565.773	1737.3096	418	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	418	1
5_MACS_peak_12707_lociStitched	chr19	2254458	2274538	5	13322	42149.928	4335.272	419	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	419	1
1_MACS_peak_11679_lociStitched	chr17	62196772	62210570	1	13799	40349.4914	2541.5916	420	ERN1	SNORD104,SNORA76	ERN1	420	1
2_MACS_peak_13958_lociStitched	chr2	25633610	25645628	2	6627	39965.859	2311.0614	421	DTNB		DNMT3A	421	1
1_MACS_peak_17155_lociStitched	chr21	41383117	41389825	1	6709	39562.4424	1944.6492	422	DSCAM		PCP4	422	1
3_MACS_peak_16605_lociStitched	chr20	42569481	42585501	3	10969	40386.42	2776.266	423	TOX2		TOX2	423	1
2_MACS_peak_24906_lociStitched	chr7	44661656	44680197	2	14766	41025.6707	3439.3555	424	OGDH	DDX56,TMED4	OGDH	424	1
3_MACS_peak_781_lociStitched	chr1	46790175	46807294	3	9152	40423.0947	2860.5849	425	NSUN4	UQCRH,LRRC41	NSUN4	425	1
5_MACS_peak_2275_lociStitched	chr1	203236270	203248478	5	8871	41114.1024	3567.1776	426		BTG2,CHIT1,LOC730227	LOC730227	426	1
4_MACS_peak_14686_lociStitched	chr2	88898875	88928516	4	18621	42502.2299	5006.3649	427	EIF2AK3		EIF2AK3	427	1
2_MACS_peak_2578_lociStitched	chr1	226062537	226071769	2	9151	39908.0896	2424.3232	428	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	428	1
2_MACS_peak_5421_lociStitched	chr11	122929221	122942020	2	9448	39891.9232	2498.3648	429	HSPA8	LOC341056	HSPA8	429	1
3_MACS_peak_11943_lociStitched	chr17	76763382	76779673	3	13953	39961.823	2570.7198	430	CYTH1		CYTH1	430	1
1_MACS_peak_3939_lociStitched	chr10	112256019	112265737	1	9719	39388.0258	2033.0056	431	DUSP5		DUSP5	431	1
4_MACS_peak_24239_lociStitched	chr6	143162822	143180127	4	12210	39055.6545	1721.8475	432	HIVEP2		HIVEP2	432	1
2_MACS_peak_20059_lociStitched	chr4	38124223	38136126	2	9025	39300.1351	2030.6518	433	TBC1D1		PTTG2	433	1
2_MACS_peak_2039_lociStitched	chr1	179846040	179853793	2	5303	39395.3189	2156.1093	434	TOR1AIP1,TOR1AIP2		TOR1AIP1	434	1
2_MACS_peak_1678_lociStitched	chr1	154755654	154765787	2	7707	39864.2353	2652.8194	435	KCNN3		KCNN3	435	1
1_MACS_peak_21824_lociStitched	chr5	90674650	90681255	1	6606	38632.645	1494.7115	436	LOC100129716,ARRDC3		ARRDC3	436	1
1_MACS_peak_6368_lociStitched	chr12	68766560	68770396	1	3837	38190.4488	1141.21	437		MDM1	MDM1	437	1
4_MACS_peak_653_lociStitched	chr1	40838995	40858497	4	14672	40571.9608	3566.9158	438	SMAP2	SMAP2	SMAP2	438	1
2_MACS_peak_11849_lociStitched	chr17	73868283	73875651	2	6366	38198.6592	1204.668	439	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	439	1
2_MACS_peak_28096_lociStitched	chr9	123630305	123641468	2	8973	39144.1758	2171.2035	440	PHF19	LOC253039,PSMD5,TRAF1	PHF19	440	1
4_MACS_peak_23004_lociStitched	chr6	26017414	26034918	4	12001	39840.8544	3026.4416	441	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	441	1
3_MACS_peak_18168_lociStitched	chr3	30682622	30703620	3	16587	40421.15	3748.143	442	TGFBR2		TGFBR2	442	1
1_MACS_peak_29272_lociStitched	chrX	135110443	135115899	1	5457	37346.8656	694.0032	443	SLC9A6		SLC9A6	443	1
3_MACS_peak_13618_lociStitched	chr19	50369503	50382123	3	7763	39038.708	2465.948	444	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	444	1
1_MACS_peak_6572_lociStitched	chr12	94563404	94569492	1	6089	37737.0768	1224.9056	445	PLXNC1		PLXNC1	445	1
1_MACS_peak_11899_lociStitched	chr17	75203438	75210213	1	6776	38014.525	1626	446	SEC14L1		SEC14L1	446	1
1_MACS_peak_25803_lociStitched	chr7	139614888	139618388	1	3501	37613.1	1260.7	447	TBXAS1		TBXAS1	447	1
2_MACS_peak_12679_lociStitched	chr19	1647523	1654150	2	6531	37563.8241	1247.8641	448	TCF3	UQCR11	TCF3	448	1
1_MACS_peak_2583_lociStitched	chr1	226127522	226133402	1	5881	38077.704	1867.488	449	LEFTY2	PYCR2	LEFTY2	449	1
2_MACS_peak_25512_lociStitched	chr7	106504248	106513740	2	8945	39075.7164	2895.06	450	PIK3CG		PIK3CG	450	1
3_MACS_peak_12029_lociStitched	chr17	80405780	80423998	3	8591	38724.1808	2565.0944	451	NARF,C17orf62	HEXDC,C17orf101	NARF	451	1
1_MACS_peak_620_lociStitched	chr1	39973060	39977286	1	4227	37053.1454	923.8036	452	BMP8A	PPIEL	BMP8A	452	1
1_MACS_peak_19700_lociStitched	chr3	193817833	193823144	1	5312	37870.0855	1795.6491	453		HES1	HES1	453	1
3_MACS_peak_28265_lociStitched	chr9	132646115	132663857	3	8777	38794.6572	2734.0422	454	FNBP1	USP20,C9orf78	USP20	454	1
1_MACS_peak_5506_lociStitched	chr11	129871037	129874776	1	3740	37037.7862	977.7485	455	NCRNA00167,PRDM10		PRDM10	455	1
4_MACS_peak_17717_lociStitched	chr22	39910342	39929620	4	13671	39583.5174	3527.874	456	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	456	1
2_MACS_peak_16779_lociStitched	chr20	52345506	52358744	2	8936	38419.3236	2369.602	457			SUMO1P1	457	1
4_MACS_peak_12685_lociStitched	chr19	1847266	1865652	4	10940	39116.215	3151.3604	458	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	458	1
4_MACS_peak_3596_lociStitched	chr10	81946258	81966431	4	13392	39637.9277	3689.6417	459	ANXA11		ANXA11	459	1
1_MACS_peak_21749_lociStitched	chr5	81145930	81152128	1	6199	37150.1922	1217.907	460			SSBP2	460	1
2_MACS_peak_8508_lociStitched	chr15	23660118	23669561	2	7533	37653.9625	1748.8436	461			MKRN3	461	1
5_MACS_peak_16790_lociStitched	chr20	52539105	52566823	5	13399	40326.9182	4523.5776	462	BCAS1	SUMO1P1	SUMO1P1	462	1
5_MACS_peak_5727_lociStitched	chr12	11901702	11920174	5	13021	39007.3224	3212.2808	463	ETV6		ETV6	463	1
1_MACS_peak_1666_lociStitched	chr1	154296829	154302487	1	5659	37248.3114	1495.4094	464	AQP10,ATP8B2		ATP8B2	464	1
3_MACS_peak_19060_lociStitched	chr3	129026586	129048480	3	14217	39514.2912	3776.715	465	C3orf47,H1FX	C3orf37	H1FX	465	1
1_MACS_peak_24480_lociStitched	chr7	2393197	2396104	1	2908	36186.6267	461.3409	466	EIF3B	CHST12,SNX8	EIF3B	466	1
2_MACS_peak_19745_lociStitched	chr3	196357905	196371248	2	8717	38872.1619	3147.6137	467	LRRC33		LRRC33	467	1
3_MACS_peak_28098_lociStitched	chr9	123653148	123667595	3	8600	38053.398	2341.8587	468	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	468	1
2_MACS_peak_20336_lociStitched	chr4	77608880	77624823	2	14670	38760.6216	3164.6855	469	SHROOM3		ANKRD56	469	1
4_MACS_peak_12663_lociStitched	chr19	1258456	1277508	4	11345	39296.6552	3711.3296	470	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	470	1
1_MACS_peak_7449_lociStitched	chr13	77898865	77905711	1	6847	37095.7356	1517.7582	471	MYCBP2		MYCBP2	471	1
3_MACS_peak_3475_lociStitched	chr10	74006814	74024373	3	10068	38440.1628	2883.1878	472		ANAPC16,DDIT4,ASCC1	DDIT4	472	1
1_MACS_peak_22209_lociStitched	chr5	138719827	138730516	1	10690	37891.4361	2353.7178	473	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	473	1
2_MACS_peak_16786_lociStitched	chr20	52481553	52490754	2	8409	37174.8003	1657.1001	474		SUMO1P1	SUMO1P1	474	1
3_MACS_peak_9424_lociStitched	chr15	90721511	90736471	3	8091	38167.448	2655.4	475	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	475	1
1_MACS_peak_11948_lociStitched	chr17	76884483	76889519	1	5037	36702.8716	1329.504	476	TIMP2	USP36	TIMP2	476	1
4_MACS_peak_16631_lociStitched	chr20	43583380	43609282	4	14981	39891.6702	4545.801	477	STK4,TOMM34	PABPC1L	STK4	477	1
3_MACS_peak_13045_lociStitched	chr19	16180353	16198170	3	9358	38083.8375	2754.5082	478	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	478	1
2_MACS_peak_3659_lociStitched	chr10	90143740	90152757	2	5810	37286.1967	1963.0009	479	RNLS		RNLS	479	1
3_MACS_peak_16877_lociStitched	chr20	61272928	61285141	3	11657	37363.2309	2051.784	480	SLCO4A1	LOC100127888	SLCO4A1	480	1
1_MACS_peak_21936_lociStitched	chr5	109023777	109034398	1	10622	37361.4917	2184.7397	481	MAN2A1		MAN2A1	481	1
1_MACS_peak_2366_lociStitched	chr1	207094085	207098218	1	4134	36766.3414	1664.3591	482	FAIM3	IL24,PIGR,FCAMR	FAIM3	482	1
5_MACS_peak_8471_lociStitched	chr15	20969857	20995835	5	16130	38722.8068	3639.5178	483		BCL8	BCL8	483	1
2_MACS_peak_25910_lociStitched	chr7	150125286	150134104	2	6508	37119.371	2175.4006	484	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	484	1
2_MACS_peak_13048_lociStitched	chr19	16221537	16232444	2	10468	36756.59	1848.7365	485	RAB8A	TPM4,HSH2D	RAB8A	485	1
1_MACS_peak_27070_lociStitched	chr8	134227621	134232129	1	4509	35843.5588	987.252	486	WISP1		WISP1	486	1
1_MACS_peak_17193_lociStitched	chr21	44581047	44586965	1	5919	36493.347	1724.5052	487		CRYAA	CRYAA	487	1
2_MACS_peak_21938_lociStitched	chr5	109187956	109202296	2	9945	37133.43	2401.95	488	MAN2A1	LOC100289673	LOC100289673	488	1
1_MACS_peak_15503_lociStitched	chr2	187810890	187817634	1	6745	35857.848	1127.5968	489			ZSWIM2	489	1
3_MACS_peak_17683_lociStitched	chr22	39408958	39422110	3	8763	37333.2672	2609.3568	490	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	490	1
3_MACS_peak_8621_lociStitched	chr15	34619378	34635826	3	10030	37810.6624	3088.9344	491	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	491	1
3_MACS_peak_17689_lociStitched	chr22	39459227	39474280	3	11216	37104.1397	2388.9111	492	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	492	1
3_MACS_peak_23599_lociStitched	chr6	74220294	74234497	3	10747	37653.5733	2985.4706	493	EEF1A1	MTO1	EEF1A1	493	1
2_MACS_peak_6231_lociStitched	chr12	56726491	56734476	2	7634	36366.0855	1741.5285	494	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	494	1
1_MACS_peak_7648_lociStitched	chr13	114789267	114794513	1	5247	35763.0312	1154.12	495	RASA3		RASA3	495	1
1_MACS_peak_18814_lociStitched	chr3	108787573	108793004	1	5432	35813.1002	1217.6302	496	MORC1		MORC1	496	1
2_MACS_peak_1763_lociStitched	chr1	156709394	156722741	2	12016	37649.2176	3088.4958	497	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	497	1
4_MACS_peak_23899_lociStitched	chr6	109214133	109228540	4	12683	37152.7716	2607.667	498	ARMC2		ARMC2	498	1
2_MACS_peak_7661_lociStitched	chr13	115039446	115048755	2	8660	36154.2942	1658.8638	499	UPF3A	CDC16,ZNF828	UPF3A	499	1
3_MACS_peak_22797_lociStitched	chr6	7135109	7148100	3	11511	36799.6057	2398.1386	500	RREB1		RREB1	500	1
2_MACS_peak_6952_lociStitched	chr12	123371202	123387432	2	15001	36173.424	1876.188	501	VPS37B		VPS37B	501	1
2_MACS_peak_17461_lociStitched	chr22	27005038	27014900	2	7472	35976.576	1707.1122	502	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	502	1
2_MACS_peak_22103_lociStitched	chr5	130708871	130719242	2	9712	36488.2893	2247.3957	503	CDC42SE2		CDC42SE2	503	1
1_MACS_peak_6244_lociStitched	chr12	57076381	57083687	1	7307	35579.4894	1363.2996	504	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	504	1
2_MACS_peak_23138_lociStitched	chr6	30649031	30659607	2	9472	36072.6208	1904.7376	505	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	505	1
2_MACS_peak_5865_lociStitched	chr12	26306122	26312356	2	6197	35808.7194	1719.3372	506		SSPN,BHLHE41	BHLHE41	506	1
1_MACS_peak_23082_lociStitched	chr6	27857159	27864327	1	7169	35427.84	1371.2384	507	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	507	1
7_MACS_peak_10466_lociStitched	chr16	78763256	78805024	7	34119	38167.5984	4176.8	508	WWOX		WWOX	508	1
2_MACS_peak_29172_lociStitched	chrX	119434976	119445650	2	10110	35016.057	1036.4454	509	FAM70A		FAM70A	509	1
3_MACS_peak_581_lociStitched	chr1	37930835	37946621	3	11522	36727.7076	2756.2356	510	ZC3H12A	MEAF6	ZC3H12A	510	1
3_MACS_peak_13007_lociStitched	chr19	13943846	13959281	3	9503	36187.3575	2248.8795	511	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	511	1
5_MACS_peak_14218_lociStitched	chr2	46785669	46804523	5	14059	37230.9938	3344.6996	512	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	512	1
2_MACS_peak_29368_lociStitched	chrX	153189285	153200771	2	7625	34828.9978	979.7558	513	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	513	1
3_MACS_peak_1687_lociStitched	chr1	154941878	154958075	3	10603	38121.2592	4311.6414	514	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	514	1
1_MACS_peak_21077_lociStitched	chr4	185454378	185461049	1	6672	35326.9476	1636.3963	515			IRF2	515	1
1_MACS_peak_20194_lociStitched	chr4	57622356	57626822	1	4467	34482.8792	830.676	516			SPINK2	516	1
1_MACS_peak_17437_lociStitched	chr22	24822547	24831941	1	9395	35234.0758	1596.0406	517	ADORA2A,C22orf45		ADORA2A	517	1
2_MACS_peak_3217_lociStitched	chr10	43890445	43906094	2	11723	36268.1224	2654.0704	518	HNRNPF	FXYD4,ZNF487P	HNRNPF	518	1
2_MACS_peak_17382_lociStitched	chr22	23087841	23101810	2	11435	35898.9331	2288.1222	519			MIR650	519	1
3_MACS_peak_18332_lociStitched	chr3	46130269	46141486	3	7793	35747.4573	2167.1244	520			XCR1	520	1
5_MACS_peak_4891_lociStitched	chr11	67760596	67781622	5	13008	36766.0636	3191.7468	521	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	521	1
1_MACS_peak_2866_lociStitched	chr10	3824064	3829012	1	4949	34348.5212	928.7396	522	KLF6		KLF6	522	1
1_MACS_peak_4483_lociStitched	chr11	35159693	35168791	1	9099	35765.1478	2359.1114	523	CD44		CD44	523	1
1_MACS_peak_14431_lociStitched	chr2	66659621	66668545	1	8925	34824.1252	1418.916	524	MEIS1		MEIS1	524	1
4_MACS_peak_24126_lociStitched	chr6	135322811	135344223	4	12035	36704.4504	3310.2952	525	HBS1L	MIR3662,HBS1L	MIR3662	525	1
1_MACS_peak_9182_lociStitched	chr15	75298645	75303265	1	4621	34224.036	889.812	526	SCAMP5	PPCDC,RPP25	SCAMP5	526	1
1_MACS_peak_4343_lociStitched	chr11	16979460	16986614	1	7155	34869.3114	1540.9716	527	PLEKHA7		PLEKHA7	527	1
1_MACS_peak_16596_lociStitched	chr20	42308094	42312383	1	4290	34358.7501	1049.0894	528	MYBL2	GTSF1L	MYBL2	528	1
1_MACS_peak_16836_lociStitched	chr20	56252815	56258967	1	6153	34432.744	1130.7376	529	PMEPA1		PMEPA1	529	1
2_MACS_peak_20094_lociStitched	chr4	40302602	40312572	2	9694	35371.566	2113.64	530		CHRNA9	CHRNA9	530	1
2_MACS_peak_5887_lociStitched	chr12	27329990	27340397	2	7673	35428.5501	2176.1037	531			STK38L	531	1
3_MACS_peak_26661_lociStitched	chr8	81046253	81062204	3	14796	35853.0627	2695.719	532	TPD52		TPD52	532	1
2_MACS_peak_16282_lociStitched	chr20	17939624	17952785	2	8512	35337.285	2183.4099	533	C20orf72,SNX5,SNORD17		SNORD17	533	1
4_MACS_peak_6741_lociStitched	chr12	109161749	109181204	4	9590	36452.8335	3315.132	534	SSH1	CORO1C,SSH1	CORO1C	534	1
1_MACS_peak_6527_lociStitched	chr12	92600907	92605097	1	4191	34130.902	1011.047	535			BTG1	535	1
4_MACS_peak_9497_lociStitched	chr15	99393481	99419408	4	10669	36927.8261	3860.5303	536	IGF1R		PGPEP1L	536	1
1_MACS_peak_27077_lociStitched	chr8	134508205	134515631	1	7427	34798.9786	1793.379	537	ST3GAL1		ST3GAL1	537	1
3_MACS_peak_10510_lociStitched	chr16	81841571	81857829	3	11292	34569.3854	1590.0324	538	PLCG2		PLCG2	538	1
2_MACS_peak_6366_lociStitched	chr12	68752119	68760630	2	6370	34627.8546	1710.711	539		MDM1	MDM1	539	1
1_MACS_peak_28054_lociStitched	chr9	117127709	117136995	1	9287	34703.6392	1802.4126	540	AKNA	ORM1,ORM2	AKNA	540	1
1_MACS_peak_17667_lociStitched	chr22	38900147	38903799	1	3653	33469.1192	703.3752	541	DDX17	KDELR3,KCNJ4,DDX17	DDX17	541	1
1_MACS_peak_25703_lociStitched	chr7	128761026	128764766	1	3741	33702.636	952.952	542		LOC407835,TSPAN33	LOC407835	542	1
1_MACS_peak_1437_lociStitched	chr1	143741951	143746183	1	4233	34189.0584	1464.272	543	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	543	1
2_MACS_peak_2756_lociStitched	chr1	240074210	240082428	2	6741	34712.0102	2094.7682	544			RPS7P5	544	1
4_MACS_peak_26824_lociStitched	chr8	103815731	103828706	4	10009	33522.21	965.34	545		AZIN1	AZIN1	545	1
1_MACS_peak_19249_lociStitched	chr3	150315185	150323824	1	8640	34057.5297	1515.2806	546	SELT		SELT	546	1
1_MACS_peak_5529_lociStitched	chr11	132226134	132231565	1	5432	33651.0191	1114.9843	547			NTM	547	1
1_MACS_peak_23254_lociStitched	chr6	34622878	34627201	1	4324	33401.6595	904.8039	548	C6orf106		C6orf106	548	1
1_MACS_peak_5692_lociStitched	chr12	9799509	9804805	1	5297	33765.7072	1282.6912	549	LOC374443	CLEC2D,KLRB1	LOC374443	549	1
3_MACS_peak_14102_lociStitched	chr2	37615142	37624954	3	8416	34586.3188	2187.0948	550		QPCT	QPCT	550	1
1_MACS_peak_9091_lociStitched	chr15	69108831	69114899	1	6069	33401.9128	1067.968	551	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	551	1
1_MACS_peak_24655_lociStitched	chr7	20368400	20372590	1	4191	33293.321	971.661	552	ITGB8		ITGB8	552	1
1_MACS_peak_22814_lociStitched	chr6	7959711	7965268	1	5558	33653.7477	1370.9119	553	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	553	1
1_MACS_peak_1583_lociStitched	chr1	150335257	150339476	1	4220	33671.839	1432.3505	554	RPRD2	PRPF3	RPRD2	554	1
3_MACS_peak_1835_lociStitched	chr1	161122697	161137667	3	7875	35701.953	3507.471	555	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	555	1
2_MACS_peak_10690_lociStitched	chr17	3459504	3466874	2	5093	33420.002	1240.371	556	TRPV3	TRPV1	TRPV3	556	1
1_MACS_peak_6739_lociStitched	chr12	109082735	109088007	1	5273	33395.484	1259.4808	557	CORO1C		CORO1C	557	1
2_MACS_peak_26375_lociStitched	chr8	38792314	38802013	2	7000	33627.4029	1551.84	558	PLEKHA2	HTRA4	HTRA4	558	1
2_MACS_peak_11883_lociStitched	chr17	74721420	74735120	2	8232	34215.75	2250.91	559	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	559	1
1_MACS_peak_20185_lociStitched	chr4	56812387	56817151	1	4765	32886.3684	930.8856	560	CEP135		CEP135	560	1
5_MACS_peak_8481_lociStitched	chr15	21976460	22002565	5	16763	35774.292	3819.1615	561		LOC646214,CXADRP2	CXADRP2	561	1
6_MACS_peak_26241_lociStitched	chr8	27930117	27951569	6	13787	35563.1256	3646.84	562	ELP3,C8orf80		C8orf80	562	1
1_MACS_peak_18919_lociStitched	chr3	119810692	119815653	1	4962	32832.8902	925.2265	563	GSK3B		GSK3B	563	1
1_MACS_peak_26918_lociStitched	chr8	120885161	120890719	1	5559	33326.3238	1427.2944	564	DEPDC6	TAF2,DSCC1	DEPDC6	564	1
5_MACS_peak_29203_lociStitched	chrX	128902391	128921406	5	13514	33989.3125	2106.862	565	XPNPEP2,SASH3		SASH3	565	1
2_MACS_peak_3679_lociStitched	chr10	91805470	91813241	2	7580	33304.9518	1439.1892	566			KIF20B	566	1
2_MACS_peak_6037_lociStitched	chr12	46119364	46132306	2	9708	33926.1588	2062.9548	567	ARID2,LOC400027		ARID2	567	1
2_MACS_peak_15201_lociStitched	chr2	153914459	153929055	2	9536	34240.7564	2405.4208	568			ARL6IP6	568	1
1_MACS_peak_2003_lociStitched	chr1	174966938	174970890	1	3953	33241.4576	1412.4448	569	CACYBP	MRPS14	CACYBP	569	1
4_MACS_peak_15661_lociStitched	chr2	202081221	202102179	4	15672	35574.1092	3749.3862	570	CASP10,CASP8	CASP8	CASP8	570	1
3_MACS_peak_18771_lociStitched	chr3	101495513	101513301	3	11477	34747.0792	2931.4624	571	FAM55C	NFKBIZ	FAM55C	571	1
