REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X18_0EX4_0229Kronos_MM1S.KB.6hr.2_H3K27Ac_hs.dm_i37.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
1_MACS_peak_11205_lociStitched	chr17	36856114	36863643	1	7530	57938.6666	1490.742	406	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	406	1
3_MACS_peak_6378_lociStitched	chr12	69195397	69209525	3	9807	40865.24	2167.2352	407	MDM2		MDM2	407	1
3_MACS_peak_17062_lociStitched	chr21	34696029	34712619	3	9493	45688.86	3916.899	408	IFNAR1		IFNAR1	408	1
3_MACS_peak_3475_lociStitched	chr10	74006814	74024373	3	10068	38440.1628	2883.1878	409		ANAPC16,DDIT4,ASCC1	DDIT4	409	1
2_MACS_peak_20139_lociStitched	chr4	48194453	48206571	2	9385	44148.2976	2152.1568	410	TEC		TXK	410	1
1_MACS_peak_1107_lociStitched	chr1	87792720	87803250	1	10531	29590.353	1513.161	411	LMO4		LMO4	411	1
2_MACS_peak_29172_lociStitched	chrX	119434976	119445650	2	10110	35016.057	1036.4454	412	FAM70A		FAM70A	412	1
2_MACS_peak_3934_lociStitched	chr10	112172519	112186382	2	10544	30200.5455	2509.203	413			DUSP5	413	1
3_MACS_peak_8621_lociStitched	chr15	34619378	34635826	3	10030	37810.6624	3088.9344	414	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	414	1
1_MACS_peak_3939_lociStitched	chr10	112256019	112265737	1	9719	39388.0258	2033.0056	417	DUSP5		DUSP5	417	1
2_MACS_peak_21938_lociStitched	chr5	109187956	109202296	2	9945	37133.43	2401.95	418	MAN2A1	LOC100289673	LOC100289673	418	1
2_MACS_peak_21969_lociStitched	chr5	112256053	112266954	2	8566	49813.2096	2058.1088	419	REEP5	DCP2	REEP5	419	1
5_MACS_peak_23148_lociStitched	chr6	31147707	31173067	5	10273	33295.144	3601.12	422	HCG27	TCF19,PSORS1C2,CCHCR1,POU5F1,PSORS1C3	HCG27	422	1
3_MACS_peak_23367_lociStitched	chr6	42737831	42752397	3	9310	42917.2624	2291.2318	429		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	429	1
4_MACS_peak_4883_lociStitched	chr11	67644776	67661765	4	9374	42897.225	2911.9146	430			LOC645332	430	1
4_MACS_peak_26824_lociStitched	chr8	103815731	103828706	4	10009	33522.21	965.34	431		AZIN1	AZIN1	431	1
5_MACS_peak_28101_lociStitched	chr9	123689060	123707599	5	10452	28572.3068	2845.7365	432	TRAF1	PHF19,TRAF1	TRAF1	432	1
1_MACS_peak_1817_lociStitched	chr1	160676420	160685249	1	8830	46835.1963	2705.2056	435	CD48	SLAMF7	CD48	435	1
1_MACS_peak_6399_lociStitched	chr12	72078858	72089104	1	10247	30052.5426	1962.109	437	TMEM19	THAP2,ZFC3H1	TMEM19	437	1
2_MACS_peak_27024_lociStitched	chr8	129664853	129673421	2	8060	51585.3576	1853.2584	438			MIR1208	438	1
2_MACS_peak_5421_lociStitched	chr11	122929221	122942020	2	9448	39891.9232	2498.3648	439	HSPA8	LOC341056	HSPA8	439	1
3_MACS_peak_21773_lociStitched	chr5	86408375	86420341	3	9164	42614.5158	2376.4476	441	MIR4280		MIR4280	441	1
2_MACS_peak_22103_lociStitched	chr5	130708871	130719242	2	9712	36488.2893	2247.3957	442	CDC42SE2		CDC42SE2	442	1
3_MACS_peak_18070_lociStitched	chr3	15835014	15851626	3	10112	31604.33	3064.914	444	ANKRD28	ANKRD28	ANKRD28	444	1
2_MACS_peak_14235_lociStitched	chr2	47526866	47539634	2	7649	53620.4928	2239.5072	445			EPCAM	445	1
3_MACS_peak_23843_lociStitched	chr6	106585411	106595736	3	8953	43789.3575	2432.57	446		PRDM1	PRDM1	446	1
2_MACS_peak_20094_lociStitched	chr4	40302602	40312572	2	9694	35371.566	2113.64	448		CHRNA9	CHRNA9	448	1
2_MACS_peak_10752_lociStitched	chr17	6063396	6071259	2	7457	53655.5394	1413.7674	450			WSCD1	450	1
2_MACS_peak_6037_lociStitched	chr12	46119364	46132306	2	9708	33926.1588	2062.9548	456	ARID2,LOC400027		ARID2	456	1
3_MACS_peak_26377_lociStitched	chr8	38811664	38824446	3	9938	31053.869	2404.2942	457	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	457	1
4_MACS_peak_6741_lociStitched	chr12	109161749	109181204	4	9590	36452.8335	3315.132	458	SSH1	CORO1C,SSH1	CORO1C	458	1
3_MACS_peak_13007_lociStitched	chr19	13943846	13959281	3	9503	36187.3575	2248.8795	459	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	459	1
2_MACS_peak_23138_lociStitched	chr6	30649031	30659607	2	9472	36072.6208	1904.7376	460	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	460	1
3_MACS_peak_781_lociStitched	chr1	46790175	46807294	3	9152	40423.0947	2860.5849	461	NSUN4	UQCRH,LRRC41	NSUN4	461	1
3_MACS_peak_13045_lociStitched	chr19	16180353	16198170	3	9358	38083.8375	2754.5082	462	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	462	1
3_MACS_peak_5496_lociStitched	chr11	129233680	129249292	3	9868	31472.2308	2688.3864	463	BARX2		BARX2	463	1
2_MACS_peak_2578_lociStitched	chr1	226062537	226071769	2	9151	39908.0896	2424.3232	464	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	464	1
1_MACS_peak_11239_lociStitched	chr17	38016183	38025138	1	8956	41223.447	1831.2975	465	ZPBP2,IKZF3	GSDMB	IKZF3	465	1
2_MACS_peak_8130_lociStitched	chr14	72980315	72989888	2	8847	41622.4467	1236.8316	467	RGS6		DPF3	467	1
2_MACS_peak_11922_lociStitched	chr17	76116596	76129299	2	8957	40612.7613	1798.7448	469	TMC8,TMC6	C17orf99,SYNGR2	TMC6	469	1
1_MACS_peak_17437_lociStitched	chr22	24822547	24831941	1	9395	35234.0758	1596.0406	472	ADORA2A,C22orf45		ADORA2A	472	1
2_MACS_peak_15201_lociStitched	chr2	153914459	153929055	2	9536	34240.7564	2405.4208	473			ARL6IP6	473	1
2_MACS_peak_2110_lociStitched	chr1	184711358	184725656	2	9914	29746.989	3302.838	474	EDEM3		EDEM3	474	1
2_MACS_peak_12728_lociStitched	chr19	2618070	2628861	2	7805	50376.7044	2624.3712	475	GNG7		GNG7	475	1
2_MACS_peak_27078_lociStitched	chr8	134576875	134585687	2	8207	46480.6564	1776.4992	476	ST3GAL1		ST3GAL1	476	1
2_MACS_peak_20059_lociStitched	chr4	38124223	38136126	2	9025	39300.1351	2030.6518	478	TBC1D1		PTTG2	478	1
2_MACS_peak_6046_lociStitched	chr12	46776138	46785822	2	9518	33196.752	1679.2056	479		SLC38A2	SLC38A2	479	1
1_MACS_peak_23076_lociStitched	chr6	27774600	27784348	1	9749	29581.2808	1620.1176	481	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	481	1
1_MACS_peak_24651_lociStitched	chr7	20254770	20262326	1	7557	50132.5488	1543.6908	482	MACC1		MACC1	482	1
2_MACS_peak_28096_lociStitched	chr9	123630305	123641468	2	8973	39144.1758	2171.2035	483	PHF19	LOC253039,PSMD5,TRAF1	PHF19	483	1
1_MACS_peak_5592_lociStitched	chr12	4377796	4387470	1	9675	29661.4514	1313.7292	484	CCND2	C12orf5	CCND2	484	1
2_MACS_peak_20350_lociStitched	chr4	78735842	78749435	2	9457	33532.5717	2365.182	486	CNOT6L	MRPL1	CNOT6L	486	1
5_MACS_peak_2275_lociStitched	chr1	203236270	203248478	5	8871	41114.1024	3567.1776	489		BTG2,CHIT1,LOC730227	LOC730227	489	1
1_MACS_peak_28054_lociStitched	chr9	117127709	117136995	1	9287	34703.6392	1802.4126	490	AKNA	ORM1,ORM2	AKNA	490	1
2_MACS_peak_17151_lociStitched	chr21	41295686	41309167	2	8093	47996.4043	3776.0281	491	PCP4		PCP4	491	1
2_MACS_peak_20101_lociStitched	chr4	40622356	40634412	2	9495	32056.904	2138.7344	492	RBM47		RBM47	492	1
2_MACS_peak_25512_lociStitched	chr7	106504248	106513740	2	8945	39075.7164	2895.06	493	PIK3CG		PIK3CG	493	1
2_MACS_peak_16779_lociStitched	chr20	52345506	52358744	2	8936	38419.3236	2369.602	494			SUMO1P1	494	1
3_MACS_peak_16276_lociStitched	chr20	17826519	17838727	3	8551	41787.984	2041.1776	495			SNORD17	495	1
3_MACS_peak_16668_lociStitched	chr20	45172923	45191768	3	9309	34569.268	2958.665	497	C20orf123,SLC13A3	ZNF334	C20orf123	497	1
1_MACS_peak_17714_lociStitched	chr22	39860541	39870079	1	9539	29802.4348	1857.0486	501	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	501	1
1_MACS_peak_4483_lociStitched	chr11	35159693	35168791	1	9099	35765.1478	2359.1114	503	CD44		CD44	503	1
2_MACS_peak_5459_lociStitched	chr11	126056603	126068960	2	7513	48789.1431	1891.8567	508		FAM118B,RPUSD4	RPUSD4	508	1
2_MACS_peak_16897_lociStitched	chr20	62358145	62370995	2	9490	29817.14	2022.59	509	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	509	1
3_MACS_peak_23219_lociStitched	chr6	33279417	33292648	3	9340	31809.9702	2150.0375	510	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	510	1
3_MACS_peak_1357_lociStitched	chr1	115236592	115251690	3	9566	27698.7908	1290.879	511	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	511	1
1_MACS_peak_9421_lociStitched	chr15	90637351	90646646	1	9296	31933.902	1756.755	512	IDH2		IDH2	512	1
2_MACS_peak_26275_lociStitched	chr8	29404913	29416159	2	7512	48571.474	1884.8296	514			C8orf75	514	1
3_MACS_peak_28265_lociStitched	chr9	132646115	132663857	3	8777	38794.6572	2734.0422	516	FNBP1	USP20,C9orf78	USP20	516	1
2_MACS_peak_28207_lociStitched	chr9	130731645	130744482	2	9598	27522.528	1956.3588	517	FAM102A	PIP5KL1,DPM2,FAM102A	FAM102A	517	1
2_MACS_peak_1325_lociStitched	chr1	112134465	112148118	2	9149	32911.9218	1320.2451	518	LOC100129269	RAP1A,ADORA3	LOC100129269	518	1
2_MACS_peak_19745_lociStitched	chr3	196357905	196371248	2	8717	38872.1619	3147.6137	523	LRRC33		LRRC33	523	1
1_MACS_peak_14431_lociStitched	chr2	66659621	66668545	1	8925	34824.1252	1418.916	524	MEIS1		MEIS1	524	1
3_MACS_peak_13564_lociStitched	chr19	48880213	48895436	3	9367	29838.6023	2434.1577	526	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	526	1
1_MACS_peak_17673_lociStitched	chr22	39145750	39153339	1	7590	46396.1104	1407.0006	527	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	527	1
3_MACS_peak_17683_lociStitched	chr22	39408958	39422110	3	8763	37333.2672	2609.3568	528	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	528	1
3_MACS_peak_22375_lociStitched	chr5	150459407	150475795	3	9506	27951.3728	2867.9	529	TNIP1	ANXA6	TNIP1	529	1
1_MACS_peak_25278_lociStitched	chr7	90337067	90345447	1	8381	39809.19	1375.996	532	CDK14		CDK14	532	1
3_MACS_peak_12029_lociStitched	chr17	80405780	80423998	3	8591	38724.1808	2565.0944	533	NARF,C17orf62	HEXDC,C17orf101	NARF	533	1
3_MACS_peak_16685_lociStitched	chr20	46114401	46132498	3	9411	28681.9353	2647.5911	534	NCOA3		NCOA3	534	1
3_MACS_peak_3855_lociStitched	chr10	104531471	104543243	3	9359	28479.9996	2037.7332	539	C10orf26		C10orf26	539	1
3_MACS_peak_28098_lociStitched	chr9	123653148	123667595	3	8600	38053.398	2341.8587	540	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	540	1
4_MACS_peak_13914_lociStitched	chr2	20615711	20631045	4	9303	29464.281	2467.2406	541		RHOB	RHOB	541	1
2_MACS_peak_7661_lociStitched	chr13	115039446	115048755	2	8660	36154.2942	1658.8638	544	UPF3A	CDC16,ZNF828	UPF3A	544	1
1_MACS_peak_19357_lociStitched	chr3	160115984	160123646	1	7663	45105.4278	2068.74	547	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	547	1
1_MACS_peak_7463_lociStitched	chr13	78688959	78696582	1	7624	44741.6739	1478.0997	549			EDNRB	549	1
3_MACS_peak_2079_lociStitched	chr1	183438632	183451296	3	8995	33330.3816	3281.2424	550	SMG7		SMG7	550	1
2_MACS_peak_2058_lociStitched	chr1	181095626	181105462	2	8877	33818.1352	2639.9824	551		IER5	IER5	551	1
2_MACS_peak_6570_lociStitched	chr12	94541081	94553004	2	8987	31797.4487	2060.2944	552	PLXNC1		PLXNC1	552	1
2_MACS_peak_1310_lociStitched	chr1	111323138	111331718	2	8127	39843.804	1117.116	553			CD53	553	1
2_MACS_peak_19258_lociStitched	chr3	151910867	151919854	2	8957	31324.1885	1840.5376	556			MBNL1	556	1
2_MACS_peak_16786_lociStitched	chr20	52481553	52490754	2	8409	37174.8003	1657.1001	559		SUMO1P1	SUMO1P1	559	1
2_MACS_peak_22848_lociStitched	chr6	11722229	11733654	2	8894	31987.715	2000.5175	560	C6orf105		C6orf105	560	1
3_MACS_peak_19888_lociStitched	chr4	9598997	9610945	3	9049	29656.1308	1868.6672	564		MIR548I2	MIR548I2	564	1
2_MACS_peak_17601_lociStitched	chr22	36772594	36785187	2	9078	29319.0226	2178.589	565	MYH9		MYH9	565	1
2_MACS_peak_18410_lociStitched	chr3	49054579	49067729	2	8837	32838.18	2603.7	566	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	566	1
1_MACS_peak_19249_lociStitched	chr3	150315185	150323824	1	8640	34057.5297	1515.2806	567	SELT		SELT	567	1
2_MACS_peak_25693_lociStitched	chr7	128572547	128582444	2	7089	48391.3815	2727.6132	569	IRF5	KCP	IRF5	569	1
2_MACS_peak_18984_lociStitched	chr3	124501916	124511829	2	8696	33357.245	1961.7827	571	ITGB5		UMPS	571	1
3_MACS_peak_20743_lociStitched	chr4	129724128	129741458	3	9127	27996.615	2639.359	574	PHF17		PHF17	574	1
5_MACS_peak_17363_lociStitched	chr22	22549213	22565444	5	9031	29615.0826	2853.4098	575		VPREB1	VPREB1	575	1
2_MACS_peak_7896_lociStitched	chr14	50465540	50476674	2	7897	40272.7914	1161.2762	576	C14orf182		C14orf182	576	1
2_MACS_peak_16282_lociStitched	chr20	17939624	17952785	2	8512	35337.285	2183.4099	577	C20orf72,SNX5,SNORD17		SNORD17	577	1
1_MACS_peak_26906_lociStitched	chr8	118450342	118457673	1	7332	44875.9834	1822.4866	584			MED30	584	1
2_MACS_peak_17195_lociStitched	chr21	44725825	44734620	2	7574	42901.1305	1884.7685	586			SIK1	586	1
2_MACS_peak_24988_lociStitched	chr7	52774538	52788460	2	8556	33504.6852	1857.1948	587			POM121L12	587	1
2_MACS_peak_4854_lociStitched	chr11	67034020	67047220	2	8719	30983.04	1948.32	591	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	591	1
3_MACS_peak_14102_lociStitched	chr2	37615142	37624954	3	8416	34586.3188	2187.0948	593		QPCT	QPCT	593	1
1_MACS_peak_3361_lociStitched	chr10	63656409	63664985	1	8577	32126.5536	1682.6112	595	ARID5B		ARID5B	595	1
2_MACS_peak_2020_lociStitched	chr1	178544412	178551996	2	7026	46157.7408	2043.1296	596		C1orf220	C1orf220	596	1
3_MACS_peak_9424_lociStitched	chr15	90721511	90736471	3	8091	38167.448	2655.4	597	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	597	1
1_MACS_peak_14406_lociStitched	chr2	65139917	65147076	1	7160	44685.0462	1733.9098	599	LOC400958		LOC400958	599	1
2_MACS_peak_1828_lociStitched	chr1	161007733	161019053	2	7334	44493.26	2986.216	600	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	600	1
3_MACS_peak_14392_lociStitched	chr2	64862704	64873481	3	8750	29268.1766	2075.6502	602	SERTAD2	LOC339807	SERTAD2	602	1
1_MACS_peak_23841_lociStitched	chr6	106439296	106446806	1	7511	40954.283	1257.174	606			PRDM1	606	1
3_MACS_peak_11019_lociStitched	chr17	27219402	27230941	3	8862	27013.9529	2126.6377	611	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	611	1
2_MACS_peak_11011_lociStitched	chr17	27046100	27056706	2	8465	32154.2102	2128.6242	613	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	613	1
1_MACS_peak_1476_lociStitched	chr1	145434111	145441234	1	7124	44492.3949	2319.2488	616	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	616	1
2_MACS_peak_1678_lociStitched	chr1	154755654	154765787	2	7707	39864.2353	2652.8194	618	KCNN3		KCNN3	618	1
2_MACS_peak_11883_lociStitched	chr17	74721420	74735120	2	8232	34215.75	2250.91	621	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	621	1
3_MACS_peak_13618_lociStitched	chr19	50369503	50382123	3	7763	39038.708	2465.948	623	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	623	1
2_MACS_peak_1788_lociStitched	chr1	159036026	159048388	2	7128	44804.8328	3488.5564	631	AIM2		AIM2	631	1
3_MACS_peak_2228_lociStitched	chr1	200851082	200863874	3	8276	33970.4352	3095.664	633	C1orf106	GPR25,C1orf106	C1orf106	633	1
2_MACS_peak_19789_lociStitched	chr4	1712398	1725385	2	8329	32075.2926	1849.3488	634	TACC3,SLBP,TMEM129	FAM53A	TMEM129	634	1
2_MACS_peak_2231_lociStitched	chr1	200986639	200996849	2	8687	28182.663	2695.44	635	KIF21B		KIF21B	635	1
1_MACS_peak_13686_lociStitched	chr19	55764157	55772288	1	8132	32910.2225	1374.139	645	PPP6R1	BRSK1,PTPRH,TMEM86B,HSPBP1	PPP6R1	645	1
2_MACS_peak_15949_lociStitched	chr2	232570584	232579578	2	8605	26576.3706	985.7424	647	PTMA,MIR1244-1		PTMA	647	1
2_MACS_peak_9187_lociStitched	chr15	75352934	75363180	2	8270	31913.2162	2042.0278	648		PPCDC	PPCDC	648	1
1_MACS_peak_15395_lociStitched	chr2	175457414	175464571	1	7158	41673.7796	1467.9007	649	WIPF1		WIPF1	649	1
3_MACS_peak_10771_lociStitched	chr17	7136581	7147270	3	8616	27093.4083	1953.9492	651	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	651	1
3_MACS_peak_14854_lociStitched	chr2	109829496	109843149	3	8358	30999.1365	2446.6176	652	SH3RF3		MIR4265	652	1
3_MACS_peak_1654_lociStitched	chr1	153929335	153941385	3	8259	32704.905	3245.065	654	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	654	1
2_MACS_peak_11908_lociStitched	chr17	75434329	75442883	2	7123	41101.97	1619.2722	658	SEPT9	SEPT9,MIR4316	SEPT9	658	1
3_MACS_peak_18332_lociStitched	chr3	46130269	46141486	3	7793	35747.4573	2167.1244	659			XCR1	659	1
2_MACS_peak_8508_lociStitched	chr15	23660118	23669561	2	7533	37653.9625	1748.8436	660			MKRN3	660	1
2_MACS_peak_1760_lociStitched	chr1	156627049	156635289	2	8233	30747.56	2148.168	661	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	661	1
2_MACS_peak_6231_lociStitched	chr12	56726491	56734476	2	7634	36366.0855	1741.5285	665	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	665	1
3_MACS_peak_1835_lociStitched	chr1	161122697	161137667	3	7875	35701.953	3507.471	666	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	666	1
1_MACS_peak_21895_lociStitched	chr5	100234518	100241615	1	7098	40288.2496	1400.2381	667	ST8SIA4		ST8SIA4	667	1
2_MACS_peak_10059_lociStitched	chr16	30661104	30673197	2	8049	32237.5194	2382.321	668	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	668	1
3_MACS_peak_14458_lociStitched	chr2	68988808	69003681	3	8286	29423.2559	2726.2209	670	ARHGAP25		ARHGAP25	670	1
2_MACS_peak_16411_lociStitched	chr20	31257542	31270338	2	7912	33064.864	2005.1332	672		C20orf203	C20orf203	672	1
2_MACS_peak_29368_lociStitched	chrX	153189285	153200771	2	7625	34828.9978	979.7558	673	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	673	1
2_MACS_peak_5887_lociStitched	chr12	27329990	27340397	2	7673	35428.5501	2176.1037	676			STK38L	676	1
3_MACS_peak_6171_lociStitched	chr12	53763753	53776473	3	8207	29605.8	2549.088	679	SP1	AMHR2,AAAS,SP7	SP1	679	1
2_MACS_peak_13325_lociStitched	chr19	39338730	39349122	2	8138	29143.3248	1897.5792	682	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	682	1
1_MACS_peak_15105_lociStitched	chr2	135162690	135170688	1	7999	30591.5502	1745.9634	684	MGAT5	LOC151162	LOC151162	684	1
2_MACS_peak_17461_lociStitched	chr22	27005038	27014900	2	7472	35976.576	1707.1122	685	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	685	1
1_MACS_peak_21098_lociStitched	chr4	186225221	186233382	1	8162	28484.3383	1739.9252	687	SNX25		LRP2BP	687	1
1_MACS_peak_23140_lociStitched	chr6	30683877	30692058	1	8182	27844.0335	1665.6516	688	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	688	1
2_MACS_peak_25774_lociStitched	chr7	136036483	136047080	2	7736	33608.3855	2679.9813	691			LUZP6	691	1
2_MACS_peak_26219_lociStitched	chr8	26428182	26437632	2	7933	30520.665	1870.155	693	DPYSL2		DPYSL2	693	1
2_MACS_peak_2028_lociStitched	chr1	179048897	179058902	2	7638	34200.0915	2598.2985	698	TOR3A		TOR3A	698	1
2_MACS_peak_23414_lociStitched	chr6	44222787	44234344	2	8183	27019.1103	2014.3851	700	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	700	1
3_MACS_peak_12698_lociStitched	chr19	2049125	2063005	3	8016	29878.088	2756.568	702	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	702	1
2_MACS_peak_3679_lociStitched	chr10	91805470	91813241	2	7580	33304.9518	1439.1892	704			KIF20B	704	1
2_MACS_peak_12720_lociStitched	chr19	2468787	2480542	2	8059	28926.704	2528.5005	705	GADD45B	TIMM13,LMNB2	GADD45B	705	1
3_MACS_peak_26247_lociStitched	chr8	28195177	28207362	3	7900	30539.2655	2267.6285	708	PNOC,ZNF395		PNOC	708	1
1_MACS_peak_6244_lociStitched	chr12	57076381	57083687	1	7307	35579.4894	1363.2996	711	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	711	1
1_MACS_peak_27077_lociStitched	chr8	134508205	134515631	1	7427	34798.9786	1793.379	712	ST3GAL1		ST3GAL1	712	1
3_MACS_peak_4119_lociStitched	chr10	135201256	135215675	3	7716	31584.8195	2084.9874	719	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	719	1
2_MACS_peak_1690_lociStitched	chr1	154971057	154979700	2	7841	28882.3131	1650.813	728	ZBTB7B	CKS1B,MIR4258,FLAD1,LENEP,DCST1,ADAM15,PBXIP1,PYGO2,SHC1,DCST2	ZBTB7B	728	1
1_MACS_peak_23082_lociStitched	chr6	27857159	27864327	1	7169	35427.84	1371.2384	729	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	729	1
1_MACS_peak_18125_lociStitched	chr3	23846980	23854711	1	7732	28986.6114	1110.9447	735	UBE2E1		UBE2E1	735	1
1_MACS_peak_4343_lociStitched	chr11	16979460	16986614	1	7155	34869.3114	1540.9716	737	PLEKHA7		PLEKHA7	737	1
2_MACS_peak_21269_lociStitched	chr5	15440284	15449196	2	7643	29810.64	1689.7152	742			FBXL7	742	1
3_MACS_peak_25464_lociStitched	chr7	104576292	104586608	3	7471	31977.5368	2111.6852	744		LOC723809	LOC723809	744	1
1_MACS_peak_13792_lociStitched	chr2	5834583	5842372	1	7790	26597.8772	922.2176	748	SOX11		SOX11	748	1
3_MACS_peak_2863_lociStitched	chr10	3798662	3808511	3	7328	32125.4682	1530.5346	754		KLF6	KLF6	754	1
2_MACS_peak_6652_lociStitched	chr12	102129293	102140240	2	7553	29170.4709	1792.0239	768	SYCP3,GNPTAB	CHPT1	SYCP3	768	1
2_MACS_peak_27659_lociStitched	chr9	73026739	73036894	2	7377	30874.2465	1671.513	772	KLF9		KLF9	772	1
2_MACS_peak_26815_lociStitched	chr8	103541865	103549778	2	7328	30434.1893	845.1084	774		ODF1	ODF1	774	1
2_MACS_peak_11868_lociStitched	chr17	74257434	74268756	2	7497	29388.5154	1790.0082	777	FAM100B	RNF157,QRICH2	FAM100B	777	1
2_MACS_peak_14822_lociStitched	chr2	106405942	106416419	2	7386	30441.9712	1765.3745	781	NCK2		NCK2	781	1
1_MACS_peak_24214_lociStitched	chr6	139690447	139698060	1	7614	26554.9053	1340.6493	793	CITED2		CITED2	793	1
2_MACS_peak_345_lociStitched	chr1	25869393	25877968	2	7509	27927.06	1520.3475	794	LDLRAP1		LDLRAP1	794	1
1_MACS_peak_3652_lociStitched	chr10	89619868	89627231	1	7364	29463.0445	1585.9902	798	PTEN,KILLIN	CFLP1,ATAD1	PTEN	798	1
2_MACS_peak_6001_lociStitched	chr12	41154098	41166296	2	7541	26970.9978	1685.7636	803	CNTN1		CNTN1	803	1
2_MACS_peak_4701_lociStitched	chr11	62598128	62610708	2	7347	29672.446	2076.958	804	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	804	1
3_MACS_peak_3251_lociStitched	chr10	45949807	45961002	3	7335	29467.479	1935.6155	805	MARCH8		MARCH8	805	1
3_MACS_peak_5987_lociStitched	chr12	38931807	38939893	3	7496	27147.1278	1563.0238	807			ALG10B	807	1
1_MACS_peak_20429_lociStitched	chr4	87854902	87862316	1	7415	27839.57	1333.7786	808	AFF1	C4orf36	AFF1	808	1
3_MACS_peak_23939_lociStitched	chr6	113946514	113956598	3	7060	31786.7848	1912.9348	819			MARCKS	819	1
1_MACS_peak_12442_lociStitched	chr18	52930486	52937826	1	7341	28073.298	1298.446	820	TCF4		CCDC68	820	1
1_MACS_peak_25625_lociStitched	chr7	121944366	121951760	1	7395	27524.165	1438.133	821	LOC154860,FEZF1		FEZF1	821	1
2_MACS_peak_2404_lociStitched	chr1	209939096	209949401	2	7085	32019.696	2524.725	822	TRAF3IP3	C1orf74,IRF6	C1orf74	822	1
