REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam	43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
1_MACS_peak_20004_lociStitched	chr4	128801149	128803107	1	1959	3771.4995999999996	499.68159999999995
1_MACS_peak_23130_lociStitched	chr6	119255312	119257270	1	1959	2573.3994000000002	400.2152
1_MACS_peak_23553_lociStitched	chr6	164927682	164929640	1	1959	2407.5568	280.58140000000003
1_MACS_peak_25488_lociStitched	chr8	49207384	49209342	1	1959	1216.3096	292.32939999999996
1_MACS_peak_27559_lociStitched	chrX	26133951	26135909	1	1959	2185.5196	167.9964
1_MACS_peak_369_lociStitched	chr1	27215591	27217548	1	1958	2655.649	367.1332
1_MACS_peak_2617_lociStitched	chr1	233416589	233418546	1	1958	1589.6711	639.7433000000001
1_MACS_peak_2897_lociStitched	chr10	13828413	13830370	1	1958	3642.7598	361.26219999999995
1_MACS_peak_22032_lociStitched	chr6	10693853	10695810	1	1958	5129.6884	595.7108000000001
1_MACS_peak_22156_lociStitched	chr6	24517280	24519237	1	1958	3508.901	332.1029
1_MACS_peak_23151_lociStitched	chr6	122791854	122793811	1	1958	3431.0124	496.88230000000004
1_MACS_peak_26169_lociStitched	chr8	145549481	145551438	1	1958	1848.5822	321.14369999999997
1_MACS_peak_26952_lociStitched	chr9	112177578	112179535	1	1958	1453.8553	331.3201
1_MACS_peak_2594_lociStitched	chr1	231003369	231005325	1	1957	1289.1996000000001	305.3316
1_MACS_peak_4941_lociStitched	chr11	78284846	78286802	1	1957	1479.714	446.75039999999996
1_MACS_peak_8545_lociStitched	chr15	45458241	45460197	1	1957	4992.4944	293.2044
1_MACS_peak_9208_lociStitched	chr15	98104102	98106058	1	1957	1465.8264	356.3832
1_MACS_peak_9696_lociStitched	chr16	29873364	29875320	1	1957	3701.73	609.294
1_MACS_peak_14018_lociStitched	chr2	73440447	73442403	1	1957	1417.3176	420.1488
1_MACS_peak_14500_lociStitched	chr2	128614475	128616431	1	1957	2188.5684	506.99519999999995
1_MACS_peak_15560_lociStitched	chr20	3450810	3452766	1	1957	2198.1528	466.8972
1_MACS_peak_15634_lociStitched	chr20	9447821	9449777	1	1957	1364.31	304.3536
1_MACS_peak_17340_lociStitched	chr3	14527240	14529196	1	1957	1435.3128	216.5292
1_MACS_peak_21251_lociStitched	chr5	117571003	117572959	1	1957	1094.9687999999999	306.5052
1_MACS_peak_24969_lociStitched	chr7	149193671	149195627	1	1957	1491.6455999999998	432.47159999999997
1_MACS_peak_27536_lociStitched	chrX	21856938	21858894	1	1957	2509.7436	245.6736
1_MACS_peak_4763_lociStitched	chr11	67140077	67142032	1	1956	2650.589	227.171
1_MACS_peak_6569_lociStitched	chr12	104234245	104236200	1	1956	1270.75	415.63300000000004
1_MACS_peak_10800_lociStitched	chr17	36885697	36887652	1	1956	1711.9935	240.074
1_MACS_peak_11241_lociStitched	chr17	61116496	61118451	1	1956	1416.3975	292.468
1_MACS_peak_22267_lociStitched	chr6	28219049	28221004	1	1956	2108.8585	493.442
1_MACS_peak_27761_lociStitched	chrX	49839892	49841847	1	1956	1921.9605	200.3875
1_MACS_peak_28093_lociStitched	chrX	118707686	118709641	1	1956	1652.366	229.517
1_MACS_peak_7_lociStitched	chr1	947780	949734	1	1955	2230.6864	456.4544
1_MACS_peak_3392_lociStitched	chr10	74384893	74386847	1	1955	1545.2232	307.9504
1_MACS_peak_18191_lociStitched	chr3	119216327	119218281	1	1955	2737.1632	368.329
1_MACS_peak_19664_lociStitched	chr4	83719356	83721310	1	1955	1078.4125999999999	428.3168
1_MACS_peak_21678_lociStitched	chr5	157338979	157340933	1	1955	1540.9243999999999	484.9828
1_MACS_peak_22732_lociStitched	chr6	74018679	74020633	1	1955	3469.327	584.8322000000001
1_MACS_peak_24145_lociStitched	chr7	56031428	56033382	1	1955	2236.1576	316.3526
1_MACS_peak_28217_lociStitched	chrX	135578118	135580072	1	1955	2013.7923999999998	235.6524
1_MACS_peak_28_lociStitched	chr1	1589660	1591613	1	1954	3484.7379	579.8457
1_MACS_peak_8548_lociStitched	chr15	45669876	45671829	1	1954	2035.2213000000002	448.7994
1_MACS_peak_12381_lociStitched	chr19	7242001	7243954	1	1954	2026.0422	553.6754999999999
1_MACS_peak_16389_lociStitched	chr21	32769661	32771614	1	1954	1928.5875	320.0967
1_MACS_peak_18441_lociStitched	chr3	141205448	141207401	1	1954	3968.1054	309.3552
1_MACS_peak_68_lociStitched	chr1	6418958	6420910	1	1953	1942.6304	299.4368
1_MACS_peak_5855_lociStitched	chr12	38858192	38860144	1	1953	1966.8352	334.5728
1_MACS_peak_8238_lociStitched	chr15	20710277	20712229	1	1953	1269.9712	325.2032
1_MACS_peak_10798_lociStitched	chr17	36830033	36831985	1	1953	1238.7392000000002	214.1344
1_MACS_peak_12120_lociStitched	chr18	67955728	67957680	1	1953	1685.9424000000001	149.5232
1_MACS_peak_17809_lociStitched	chr3	53303351	53305303	1	1953	3423.2224	489.1712
1_MACS_peak_19698_lociStitched	chr4	87514660	87516612	1	1953	1703.5104000000001	405.2352
1_MACS_peak_22045_lociStitched	chr6	11536806	11538758	1	1953	1285.9776000000002	264.3008
1_MACS_peak_24403_lociStitched	chr7	92746413	92748365	1	1953	1547.3503999999998	349.40799999999996
1_MACS_peak_1816_lociStitched	chr1	164547408	164549359	1	1952	1449.2028	562.4733
1_MACS_peak_3432_lociStitched	chr10	76344692	76346643	1	1952	2765.9327	353.9114
1_MACS_peak_3610_lociStitched	chr10	93682627	93684578	1	1952	2917.5254	501.6021
1_MACS_peak_5968_lociStitched	chr12	49075043	49076994	1	1952	2705.6468	613.5895
1_MACS_peak_6044_lociStitched	chr12	53472263	53474214	1	1952	1848.3774	454.7781
1_MACS_peak_9100_lociStitched	chr15	89009868	89011819	1	1952	5595.8582	608.712
1_MACS_peak_9716_lociStitched	chr16	30318741	30320692	1	1952	1295.4640000000002	472.72729999999996
1_MACS_peak_11207_lociStitched	chr17	57783875	57785826	1	1952	1725.6595	550.9624
1_MACS_peak_13960_lociStitched	chr2	69389494	69391445	1	1952	1394.965	358.20360000000005
1_MACS_peak_14215_lociStitched	chr2	97174652	97176603	1	1952	3960.1397999999995	517.2101
1_MACS_peak_24449_lociStitched	chr7	99035517	99037468	1	1952	2541.7628	429.22
1_MACS_peak_24477_lociStitched	chr7	99993443	99995394	1	1952	1993.922	327.9631
1_MACS_peak_27414_lociStitched	chrX	9225709	9227660	1	1952	900.9718	171.88309999999998
1_MACS_peak_4508_lociStitched	chr11	57102261	57104211	1	1951	2588.04	433.09499999999997
1_MACS_peak_4599_lociStitched	chr11	62388366	62390316	1	1951	1663.74	447.135
1_MACS_peak_10074_lociStitched	chr16	72205441	72207391	1	1951	2082.0150000000003	389.22
1_MACS_peak_10361_lociStitched	chr17	4641789	4643739	1	1951	2117.7000000000003	308.685
1_MACS_peak_12630_lociStitched	chr19	17235651	17237601	1	1951	2470.455	358.605
1_MACS_peak_13061_lociStitched	chr19	47551105	47553055	1	1951	1076.205	449.475
1_MACS_peak_16642_lociStitched	chr22	17784054	17786004	1	1951	2036.97	231.465
1_MACS_peak_19969_lociStitched	chr4	122721306	122723256	1	1951	2952.69	475.605
1_MACS_peak_20224_lociStitched	chr4	163812627	163814577	1	1951	1228.5	355.875
1_MACS_peak_26537_lociStitched	chr9	46686654	46688604	1	1951	4810.26	508.55999999999995
1_MACS_peak_26906_lociStitched	chr9	105258721	105260671	1	1951	1558.44	302.64
1_MACS_peak_27413_lociStitched	chrX	9133309	9135259	1	1951	858.585	183.3
1_MACS_peak_1254_lociStitched	chr1	111991092	111993041	1	1950	1707.7138	312.8145
1_MACS_peak_2938_lociStitched	chr10	16478178	16480127	1	1950	2385.7709	376.3519
1_MACS_peak_12797_lociStitched	chr19	35223961	35225910	1	1950	3286.7936	456.2609
1_MACS_peak_13166_lociStitched	chr19	52109412	52111361	1	1950	1495.0779	417.67069999999995
1_MACS_peak_17994_lociStitched	chr3	88700261	88702210	1	1950	1582.3931	346.1424
1_MACS_peak_21598_lociStitched	chr5	150079611	150081560	1	1950	3388.5314	636.3485000000001
1_MACS_peak_749_lociStitched	chr1	47183830	47185778	1	1949	1436.8448	416.2876
1_MACS_peak_3980_lociStitched	chr10	127510884	127512832	1	1949	4895.9084	467.3252
1_MACS_peak_12095_lociStitched	chr18	61636668	61638616	1	1949	3778.9252	476.87039999999996
1_MACS_peak_12964_lociStitched	chr19	42805736	42807684	1	1949	1922.0916	448.4296
1_MACS_peak_23310_lociStitched	chr6	137726016	137727964	1	1949	1647.2288	340.12080000000003
1_MACS_peak_25119_lociStitched	chr8	10367219	10369167	1	1949	2097.022	373.6264
1_MACS_peak_27782_lociStitched	chrX	53122192	53124140	1	1949	1801.3156	357.8476
1_MACS_peak_3028_lociStitched	chr10	27792340	27794287	1	1948	1846.7295	445.27889999999996
1_MACS_peak_4038_lociStitched	chr11	288136	290083	1	1948	1541.4398999999999	228.9672
1_MACS_peak_4160_lociStitched	chr11	8614866	8616813	1	1948	2824.1234999999997	619.146
1_MACS_peak_4826_lociStitched	chr11	71349719	71351666	1	1948	2032.8627000000001	274.7217
1_MACS_peak_5088_lociStitched	chr11	101980292	101982239	1	1948	1686.4913999999999	243.1803
1_MACS_peak_8384_lociStitched	chr15	34515940	34517887	1	1948	3101.9604	469.0323
1_MACS_peak_12503_lociStitched	chr19	12443279	12445226	1	1948	1849.0659	556.842
1_MACS_peak_16486_lociStitched	chr21	38361386	38363333	1	1948	3995.244	740.4441
1_MACS_peak_18508_lociStitched	chr3	150420784	150422731	1	1948	3449.3052000000002	363.1155
1_MACS_peak_20897_lociStitched	chr5	70584829	70586776	1	1948	2761.4300999999996	446.44710000000003
1_MACS_peak_20928_lociStitched	chr5	74661947	74663894	1	1948	3152.3876999999998	354.5487
1_MACS_peak_25667_lociStitched	chr8	74614178	74616125	1	1948	1237.1237999999998	357.4692
1_MACS_peak_27038_lociStitched	chr9	117973559	117975506	1	1948	1430.8503	402.4449
1_MACS_peak_1290_lociStitched	chr1	115641102	115643048	1	1947	2184.1904	167.7452
1_MACS_peak_3519_lociStitched	chr10	83421799	83423745	1	1947	976.5028000000001	293.2622
1_MACS_peak_4364_lociStitched	chr11	32604508	32606454	1	1947	1769.3032	468.5968
1_MACS_peak_11534_lociStitched	chr17	78964805	78966751	1	1947	2177.7686	193.8216
1_MACS_peak_13158_lociStitched	chr19	50886714	50888660	1	1947	1712.0908	486.1108
2_MACS_peak_16229_lociStitched	chr20	60981363	60983309	2	1882	938.9449999999999	232.7416
1_MACS_peak_18745_lociStitched	chr3	176887127	176889073	1	1947	1055.3158	437.85
1_MACS_peak_19819_lociStitched	chr4	103939770	103941716	1	1947	2299.0044	580.2972000000001
1_MACS_peak_20859_lociStitched	chr5	65912291	65914237	1	1947	1695.7443999999998	275.1644
1_MACS_peak_26797_lociStitched	chr9	95833917	95835863	1	1947	3022.7218	407.49240000000003
1_MACS_peak_27070_lociStitched	chr9	123917771	123919717	1	1947	1535.394	298.1272
1_MACS_peak_27904_lociStitched	chrX	71495516	71497462	1	1947	2194.3096	240.91479999999999
1_MACS_peak_3893_lociStitched	chr10	119805216	119807161	1	1946	3598.0555000000004	332.40049999999997
1_MACS_peak_13840_lociStitched	chr2	61934449	61936394	1	1946	1829.078	305.365
1_MACS_peak_18276_lociStitched	chr3	125649513	125651458	1	1946	1801.2645	436.069
1_MACS_peak_18465_lociStitched	chr3	143846188	143848133	1	1946	2193.7655	432.3735
1_MACS_peak_20041_lociStitched	chr4	135660629	135662574	1	1946	1864.2825	430.4285
1_MACS_peak_20381_lociStitched	chr4	186455649	186457594	1	1946	1912.3239999999998	306.921
1_MACS_peak_24305_lociStitched	chr7	76803754	76805699	1	1946	1728.7160000000001	353.0175
1_MACS_peak_25532_lociStitched	chr8	55046951	55048896	1	1946	2782.1279999999997	384.9155
1_MACS_peak_27902_lociStitched	chrX	71400280	71402225	1	1946	2071.4249999999997	260.4355
1_MACS_peak_750_lociStitched	chr1	47269390	47271334	1	1945	1616.436	291.0168
1_MACS_peak_9727_lociStitched	chr16	30428439	30430383	1	1945	1805.976	402.2136
1_MACS_peak_12225_lociStitched	chr19	1383035	1384979	1	1945	3373.0344	908.82
1_MACS_peak_14355_lociStitched	chr2	111489526	111491470	1	1945	2357.4887999999996	396.57599999999996
1_MACS_peak_14611_lociStitched	chr2	147003243	147005187	1	1945	1537.8984	437.9832
1_MACS_peak_15222_lociStitched	chr2	212803109	212805053	1	1945	1266.3216	234.05759999999998
1_MACS_peak_17216_lociStitched	chr3	953449	955393	1	1945	999.7991999999999	81.4536
1_MACS_peak_19895_lociStitched	chr4	110735866	110737810	1	1945	2243.5703999999996	582.6168
1_MACS_peak_20243_lociStitched	chr4	166127733	166129677	1	1945	1153.1807999999999	369.16560000000004
1_MACS_peak_21666_lociStitched	chr5	156679252	156681196	1	1945	1670.8680000000002	476.6688
1_MACS_peak_944_lociStitched	chr1	70670469	70672412	1	1944	2292.5457	429.2087
1_MACS_peak_2474_lociStitched	chr1	222987433	222989376	1	1944	2539.8896	785.1663
1_MACS_peak_3174_lociStitched	chr10	49513786	49515729	1	1944	1838.4666	263.6651
1_MACS_peak_6283_lociStitched	chr12	69165793	69167736	1	1944	1401.8745000000001	350.7115
1_MACS_peak_9067_lociStitched	chr15	85042944	85044887	1	1944	1956.0180999999998	363.341
1_MACS_peak_9583_lociStitched	chr16	21655717	21657660	1	1944	2399.605	508.2888
1_MACS_peak_15667_lociStitched	chr20	12394968	12396911	1	1944	1793.5833	310.1028
1_MACS_peak_16963_lociStitched	chr22	38452461	38454404	1	1944	7243.3097	512.5634
1_MACS_peak_19658_lociStitched	chr4	82569007	82570950	1	1944	1290.9292	351.4887
2_MACS_peak_21812_lociStitched	chr5	175412257	175414200	2	1943	887.5624	209.0668
1_MACS_peak_22243_lociStitched	chr6	27355649	27357592	1	1944	3129.2015	584.4544000000001
1_MACS_peak_24057_lociStitched	chr7	45025207	45027150	1	1944	1916.3808999999999	358.6778
1_MACS_peak_26897_lociStitched	chr9	103210360	103212303	1	1944	818.0029999999999	374.02750000000003
1_MACS_peak_447_lociStitched	chr1	31933007	31934949	1	1943	1080.5288	280.8132
1_MACS_peak_8730_lociStitched	chr15	63413407	63415349	1	1943	2056.7722	500.065
1_MACS_peak_9253_lociStitched	chr15	102500844	102502786	1	1943	5172.711200000001	642.0252
1_MACS_peak_9415_lociStitched	chr16	9037712	9039654	1	1943	1348.719	340.43260000000004
1_MACS_peak_11995_lociStitched	chr18	52887056	52888998	1	1943	1585.8372	268.38439999999997
1_MACS_peak_14010_lociStitched	chr2	71643682	71645624	1	1943	2861.3428	242.5558
1_MACS_peak_15444_lociStitched	chr2	236298158	236300100	1	1943	1383.2866000000001	282.561
1_MACS_peak_17110_lociStitched	chr22	44576367	44578309	1	1943	1649.729	510.16339999999997
1_MACS_peak_22710_lociStitched	chr6	70251684	70253626	1	1943	1363.2839999999999	304.11719999999997
1_MACS_peak_26184_lociStitched	chr8	145926529	145928471	1	1943	2109.983	242.36159999999998
1_MACS_peak_1071_lociStitched	chr1	89828222	89830163	1	1942	1645.7739	427.4082
1_MACS_peak_1274_lociStitched	chr1	114353818	114355759	1	1942	1584.0501000000002	299.1081
1_MACS_peak_1407_lociStitched	chr1	145469524	145471465	1	1942	3595.7025	913.0464
1_MACS_peak_1588_lociStitched	chr1	154324695	154326636	1	1942	2240.8845	744.9558
1_MACS_peak_3534_lociStitched	chr10	87371361	87373302	1	1942	1439.8338	381.6006
1_MACS_peak_5315_lociStitched	chr11	123611337	123613278	1	1942	1591.0376999999999	499.2252
1_MACS_peak_6921_lociStitched	chr13	21792161	21794102	1	1942	1479.2361	169.4493
1_MACS_peak_9102_lociStitched	chr15	89088841	89090782	1	1942	2494.7673000000004	522.5172
1_MACS_peak_15949_lociStitched	chr20	39317295	39319236	1	1942	2773.1067000000003	347.8272
1_MACS_peak_17331_lociStitched	chr3	13936626	13938567	1	1942	1633.9338	438.2778
1_MACS_peak_17841_lociStitched	chr3	58199703	58201644	1	1942	1933.4301	443.9067
1_MACS_peak_18109_lociStitched	chr3	109105213	109107154	1	1942	1129.2738	303.9606
1_MACS_peak_18937_lociStitched	chr3	188446329	188448270	1	1942	1833.8568	385.2885
1_MACS_peak_18985_lociStitched	chr3	194353266	194355207	1	1942	1580.1681	485.4441
1_MACS_peak_20242_lociStitched	chr4	166032741	166034682	1	1942	2881.8026999999997	559.9784999999999
1_MACS_peak_20974_lociStitched	chr5	78736845	78738786	1	1942	914.5992	269.2167
1_MACS_peak_24071_lociStitched	chr7	45807599	45809540	1	1942	3064.6449	519.2175000000001
1_MACS_peak_27207_lociStitched	chr9	131708989	131710930	1	1942	2174.5023	364.5198
1_MACS_peak_27745_lociStitched	chrX	48936752	48938693	1	1942	3294.8475	225.9324
1_MACS_peak_2175_lociStitched	chr1	202488742	202490682	1	1941	1322.11	416.324
1_MACS_peak_3552_lociStitched	chr10	89293523	89295463	1	1941	1702.35	399.446
1_MACS_peak_4738_lociStitched	chr11	66405251	66407191	1	1941	2088.798	548.826
1_MACS_peak_5014_lociStitched	chr11	86747973	86749913	1	1941	3089.4500000000003	548.438
1_MACS_peak_5156_lociStitched	chr11	111142131	111144071	1	1941	1205.904	260.736
1_MACS_peak_7613_lociStitched	chr14	32907042	32908982	1	1941	1320.17	219.22
1_MACS_peak_10643_lociStitched	chr17	27369169	27371109	1	1941	1532.794	367.048
1_MACS_peak_10977_lociStitched	chr17	43249377	43251317	1	1941	2757.904	452.214
1_MACS_peak_12053_lociStitched	chr18	57025125	57027065	1	1941	2705.33	435.53000000000003
1_MACS_peak_13282_lociStitched	chr19	59030083	59032023	1	1941	3059.38	481.702
1_MACS_peak_26495_lociStitched	chr9	37921546	37923486	1	1941	2418.404	478.21
1_MACS_peak_27243_lociStitched	chr9	133587638	133589578	1	1941	5382.336	534.082
2_MACS_peak_27526_lociStitched	chrX	20008135	20010075	2	1718	1185.5339999999999	228.92
1_MACS_peak_28215_lociStitched	chrX	135309607	135311547	1	1941	1829.032	278.39
1_MACS_peak_1136_lociStitched	chr1	95537550	95539489	1	1940	2398.9308	336.4165
1_MACS_peak_5696_lociStitched	chr12	21589865	21591804	1	1940	3670.1392	406.22049999999996
1_MACS_peak_8470_lociStitched	chr15	41185776	41187715	1	1940	2175.9458	403.6998
1_MACS_peak_12012_lociStitched	chr18	54317701	54319640	1	1940	3026.3912	543.8895
1_MACS_peak_15432_lociStitched	chr2	234762159	234764098	1	1940	1374.3632	220.6582
1_MACS_peak_17774_lociStitched	chr3	52231178	52233117	1	1940	3055.4762	407.19
1_MACS_peak_21829_lociStitched	chr5	176448753	176450692	1	1940	1930.2745	380.04400000000004
1_MACS_peak_23649_lociStitched	chr7	5897263	5899202	1	1940	2364.2227000000003	340.1006
1_MACS_peak_27689_lociStitched	chrX	46695656	46697595	1	1940	1609.7578	265.64300000000003
1_MACS_peak_2210_lociStitched	chr1	203829734	203831672	1	1939	2749.4406000000004	576.7488
1_MACS_peak_5804_lociStitched	chr12	31558404	31560342	1	1939	1295.9406	311.2428
1_MACS_peak_13615_lociStitched	chr2	38151583	38153521	1	1939	2612.2302	423.2592
1_MACS_peak_15531_lociStitched	chr20	1372484	1374422	1	1939	1114.1562	337.0182
1_MACS_peak_21013_lociStitched	chr5	83035735	83037673	1	1939	1462.9962	289.1496
1_MACS_peak_21806_lociStitched	chr5	174905063	174907001	1	1939	3596.7342000000003	385.2744
1_MACS_peak_22108_lociStitched	chr6	15900839	15902777	1	1939	2279.4755999999998	427.52279999999996
1_MACS_peak_27387_lociStitched	chrX	3617023	3618961	1	1939	2426.5697999999998	161.823
1_MACS_peak_3802_lociStitched	chr10	108596029	108597966	1	1938	1490.5214999999998	297.1358
1_MACS_peak_10927_lociStitched	chr17	40984488	40986425	1	1938	2567.8809	532.2876
1_MACS_peak_17189_lociStitched	chr22	50764651	50766588	1	1938	3284.1835	281.83349999999996
1_MACS_peak_18208_lociStitched	chr3	120626755	120628692	1	1938	1264.2799	383.526
1_MACS_peak_152_lociStitched	chr1	12289733	12291669	1	1937	1380.7551999999998	338.6064
1_MACS_peak_4005_lociStitched	chr10	131264318	131266254	1	1937	1619.464	227.0928
1_MACS_peak_7195_lociStitched	chr13	52814034	52815970	1	1937	1207.2896	128.3568
1_MACS_peak_7236_lociStitched	chr13	67404724	67406660	1	1937	2090.4928	155.848
1_MACS_peak_10772_lociStitched	chr17	35715246	35717182	1	1937	1494.592	243.74240000000003
1_MACS_peak_10899_lociStitched	chr17	40306125	40308061	1	1937	2324.9424000000004	428.4368
1_MACS_peak_12327_lociStitched	chr19	4638500	4640436	1	1937	2237.048	540.7248
1_MACS_peak_15586_lociStitched	chr20	4953255	4955191	1	1937	1833.0048	311.3088
1_MACS_peak_16006_lociStitched	chr20	43513429	43515365	1	1937	2502.4736	394.5568
1_MACS_peak_16961_lociStitched	chr22	38291467	38293403	1	1937	2823.0751999999998	294.8528
1_MACS_peak_22117_lociStitched	chr6	16668945	16670881	1	1937	1488.3968	336.6704
1_MACS_peak_23138_lociStitched	chr6	119796764	119798700	1	1937	2078.1023999999998	328.3456
1_MACS_peak_1043_lociStitched	chr1	87667942	87669877	1	1936	1157.904	438.27750000000003
1_MACS_peak_7246_lociStitched	chr13	70663655	70665590	1	1936	1054.575	182.4705
1_MACS_peak_7515_lociStitched	chr14	21978485	21980420	1	1936	1874.241	315.5985
1_MACS_peak_12446_lociStitched	chr19	10490328	10492263	1	1936	2468.4795	513.3555
1_MACS_peak_13616_lociStitched	chr2	38303038	38304973	1	1936	1362.8205	342.3015
1_MACS_peak_15555_lociStitched	chr20	3139417	3141352	1	1936	2905.983	450.081
1_MACS_peak_20149_lociStitched	chr4	150999014	151000949	1	1936	1167.5790000000002	315.79200000000003
1_MACS_peak_21590_lociStitched	chr5	149736364	149738299	1	1936	1287.3555	474.2685
1_MACS_peak_22599_lociStitched	chr6	49429838	49431773	1	1936	1910.4254999999998	458.4015
1_MACS_peak_25599_lociStitched	chr8	65480406	65482341	1	1936	1160.226	290.637
1_MACS_peak_1929_lociStitched	chr1	175255908	175257842	1	1935	1494.4018	622.5546
1_MACS_peak_8852_lociStitched	chr15	70751567	70753501	1	1935	1755.2984	294.935
1_MACS_peak_10533_lociStitched	chr17	17874876	17876810	1	1935	1122.6870000000001	540.1662
1_MACS_peak_13686_lociStitched	chr2	44326880	44328814	1	1935	1688.5754	442.3058
1_MACS_peak_14199_lociStitched	chr2	96796353	96798287	1	1935	1301.1951999999999	192.0462
1_MACS_peak_24010_lociStitched	chr7	41982770	41984704	1	1935	1203.9150000000002	427.414
1_MACS_peak_27088_lociStitched	chr9	125986594	125988528	1	1935	1317.054	394.536
1_MACS_peak_27130_lociStitched	chr9	128322905	128324839	1	1935	1124.2342	389.3142
1_MACS_peak_2053_lociStitched	chr1	187238729	187240662	1	1934	3390.8686	695.3001
1_MACS_peak_3988_lociStitched	chr10	129651933	129653866	1	1934	1155.7407	491.36859999999996
1_MACS_peak_6296_lociStitched	chr12	70808693	70810626	1	1934	1470.0465	498.32739999999995
1_MACS_peak_8759_lociStitched	chr15	64994437	64996370	1	1934	3349.3091	529.0621
1_MACS_peak_10999_lociStitched	chr17	44367395	44369328	1	1934	1716.5040000000001	390.8526
1_MACS_peak_14632_lociStitched	chr2	150989400	150991333	1	1934	1166.7588	436.0848
1_MACS_peak_21747_lociStitched	chr5	169680243	169682176	1	1934	1338.7958	509.92539999999997
1_MACS_peak_26518_lociStitched	chr9	42854250	42856183	1	1934	815.9192999999999	366.3035
1_MACS_peak_28323_lociStitched	chrX	153774588	153776521	1	1934	2077.0085	232.9265
1_MACS_peak_2947_lociStitched	chr10	17685109	17687041	1	1933	7559.915999999999	398.95799999999997
1_MACS_peak_11887_lociStitched	chr18	42418495	42420427	1	1933	1532.2692	394.128
1_MACS_peak_17282_lociStitched	chr3	9850651	9852583	1	1933	1965.2304000000001	345.4416
1_MACS_peak_18038_lociStitched	chr3	99765755	99767687	1	1933	1427.1684	478.5564
1_MACS_peak_20893_lociStitched	chr5	70014522	70016454	1	1933	1747.6871999999998	371.5236
1_MACS_peak_25650_lociStitched	chr8	72047198	72049130	1	1933	1345.8312	331.5312
1_MACS_peak_2621_lociStitched	chr1	233624285	233626216	1	1932	1187.9512	399.5239
1_MACS_peak_7705_lociStitched	chr14	51205848	51207779	1	1932	1776.1337999999998	216.272
1_MACS_peak_12558_lociStitched	chr19	14016304	14018235	1	1932	1687.694	341.787
1_MACS_peak_14816_lociStitched	chr2	172778047	172779978	1	1932	2081.0387	575.0518000000001
1_MACS_peak_16931_lociStitched	chr22	37171296	37173227	1	1932	1491.6975	484.4879
1_MACS_peak_21014_lociStitched	chr5	83139672	83141603	1	1932	2464.3422	511.32879999999994
1_MACS_peak_22683_lociStitched	chr6	58194652	58196583	1	1932	1017.2508000000001	390.8344
1_MACS_peak_25246_lociStitched	chr8	22561691	22563622	1	1932	4321.9642	569.4519
1_MACS_peak_25803_lociStitched	chr8	99056888	99058819	1	1932	1892.3799999999999	267.2504
1_MACS_peak_6485_lociStitched	chr12	94650891	94652821	1	1931	1280.555	309.95799999999997
2_MACS_peak_7859_lociStitched	chr14	67707019	67708949	2	1889	1491.6970000000001	250.514
1_MACS_peak_10965_lociStitched	chr17	42784987	42786917	1	1931	2028.6229999999998	401.05400000000003
1_MACS_peak_11604_lociStitched	chr18	157690	159620	1	1931	1620.2350000000001	408.38800000000003
1_MACS_peak_12295_lociStitched	chr19	3035009	3036939	1	1931	1299.276	419.389
1_MACS_peak_14924_lociStitched	chr2	182275085	182277015	1	1931	2481.98	259.97099999999995
1_MACS_peak_16249_lociStitched	chr20	62288847	62290777	1	1931	2606.658	482.88599999999997
1_MACS_peak_16520_lociStitched	chr21	42732990	42734920	1	1931	1954.897	469.183
1_MACS_peak_19188_lociStitched	chr4	12988111	12990041	1	1931	920.803	326.17
1_MACS_peak_23759_lociStitched	chr7	17728788	17730718	1	1931	1232.4979999999998	308.02799999999996
1_MACS_peak_24673_lociStitched	chr7	116987100	116989030	1	1931	1885.61	491.378
1_MACS_peak_24720_lociStitched	chr7	123196903	123198833	1	1931	3906.1269999999995	908.258
1_MACS_peak_26123_lociStitched	chr8	143819836	143821766	1	1931	2536.213	424.6
1_MACS_peak_1903_lociStitched	chr1	173413382	173415311	1	1930	1774.1013	681.1299
1_MACS_peak_4899_lociStitched	chr11	75691880	75693809	1	1930	1018.3191	291.279
1_MACS_peak_22023_lociStitched	chr6	9388140	9390069	1	1930	1273.7187	346.06260000000003
1_MACS_peak_22678_lociStitched	chr6	57502469	57504398	1	1930	2093.1578999999997	676.3074
1_MACS_peak_26028_lociStitched	chr8	129251624	129253553	1	1930	1601.8416	385.4142
1_MACS_peak_26247_lociStitched	chr9	4970331	4972260	1	1930	1622.0961	381.1704
1_MACS_peak_5349_lociStitched	chr11	126137812	126139740	1	1929	1960.5831999999998	480.072
1_MACS_peak_5451_lociStitched	chr12	2172625	2174553	1	1929	2891.8072	410.4712
1_MACS_peak_5711_lociStitched	chr12	23390776	23392704	1	1929	901.9184	305.00960000000003
1_MACS_peak_10323_lociStitched	chr17	2614163	2616091	1	1929	1782.8216	311.5648
1_MACS_peak_13839_lociStitched	chr2	61921198	61923126	1	1929	1860.52	383.4792
1_MACS_peak_15323_lociStitched	chr2	225872216	225874144	1	1929	1683.144	470.8176
1_MACS_peak_15824_lociStitched	chr20	32234689	32236617	1	1929	1735.3928	480.072
1_MACS_peak_16327_lociStitched	chr21	20270946	20272874	1	1929	1494.3928	289.9712
