REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
5_MACS_peak_5595_lociStitched	chr12	10280512	10306739	5	15759	28089.117	4075.6758	333	CLEC7A	C12orf59,CLEC1A,OLR1	CLEC7A	CLEC7A	0.6075	333	1
2_MACS_peak_14678_lociStitched	chr2	158322570	158338085	2	11236	66430.5755	3507.9415	334		CYTIP	CYTIP	CYTIP	1.1501000000000001	334	1
2_MACS_peak_684_lociStitched	chr1	44288102	44306151	2	14259	46077.2921	3568.2873	335	ST3GAL3		ARTN	ARTN	NONE	335	1
3_MACS_peak_3142_lociStitched	chr10	45453748	45475937	3	15022	38451.3181	4306.8849	336	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	C10orf10	C10orf10	0.5892	336	1
1_MACS_peak_11452_lociStitched	chr17	75078742	75093747	1	15006	37616.0345	3347.6155	337	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	2.3462	337	1
5_MACS_peak_26148_lociStitched	chr8	145002120	145027909	5	15286	33484.4376	3280.3608	338	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6619999999999999	338	1
1_MACS_peak_16980_lociStitched	chr22	38782036	38797250	1	15215	33870.9282	2930.2164	339	LOC400927	KCNJ4	LOC400927	LOC400927	0.5845	339	1
2_MACS_peak_21182_lociStitched	chr5	109187996	109202331	2	14269	43718.883	2432.6495	340	MAN2A1	LOC100289673	LOC100289673	LOC100289673	0.0011000000000000038	340	1
4_MACS_peak_25312_lociStitched	chr8	27930183	27951563	4	15171	35219.274	4220.412	341	ELP3,C8orf80		C8orf80	C8orf80	0.5072	341	1
5_MACS_peak_27103_lociStitched	chr9	126961351	126982392	5	14900	37524.5194	3511.7429	342		NEK6	NEK6	NEK6	0.17980000000000002	342	1
3_MACS_peak_18570_lociStitched	chr3	156381117	156405815	3	15507	31200.9834	5959.6274	343	TIPARP,LOC100287227		LOC100287227	LOC100287227	0.7935000000000001	343	1
2_MACS_peak_3627_lociStitched	chr10	94867865	94886604	2	15181	32238.5756	3101.3045	344		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.49049999999999994	344	1
2_MACS_peak_15369_lociStitched	chr2	231725735	231739989	2	12510	55150.1514	1338.4506	345	ITM2C	GPR55	ITM2C	ITM2C	2.2283	345	1
2_MACS_peak_24048_lociStitched	chr7	44661480	44680301	2	15008	33723.4678	3854.5408	346	OGDH	DDX56,TMED4	OGDH	TMED4	0.451	346	1
2_MACS_peak_17541_lociStitched	chr3	39247276	39264685	2	14651	37074.2064	3185.847	347		XIRP1	XIRP1	XIRP1	0.21700000000000003	347	1
4_MACS_peak_4971_lociStitched	chr11	82764276	82790059	4	14068	44831.4804	4687.3494	348	RAB30	SNORA70E	RAB30	RAB30	0.6623	348	1
2_MACS_peak_1404_lociStitched	chr1	145426743	145442013	2	12168	58980.375	4246.587	349	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	3.6044	349	1
2_MACS_peak_14676_lociStitched	chr2	158293618	158311489	2	12638	54888.9894	3558.1161	350	CYTIP		CYTIP	CYTIP	1.1501000000000001	350	1
2_MACS_peak_8567_lociStitched	chr15	46994253	47009350	2	14694	35367.7419	2685.7563	351			SEMA6D	SEMA6D	NONE	351	1
5_MACS_peak_10983_lociStitched	chr17	43504769	43531718	5	15376	24165.1683	4171.7052	352	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	0.5805	352	1
4_MACS_peak_1386_lociStitched	chr1	144962612	144985627	4	14421	41224.468	6985.0525	353	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.6293	353	1
4_MACS_peak_20400_lociStitched	chr4	187748218	187775486	4	14250	39647.672	3923.8652	354			FAT1	FAT1	NONE	354	1
1_MACS_peak_3588_lociStitched	chr10	91803205	91814119	1	10915	62085.3804	2117.316	355			KIF20B	KIF20B	NONE	355	1
4_MACS_peak_22167_lociStitched	chr6	25162594	25187876	4	15040	28791.1416	4158.889	356		CMAH	CMAH	CMAH	0.2278	356	1
1_MACS_peak_5645_lociStitched	chr12	13241907	13256228	1	14322	37121.4641	2726.7184	357	GSG1	KIAA1467	GSG1	GSG1	0.9407000000000001	357	1
2_MACS_peak_23276_lociStitched	chr6	135190114	135204386	2	10476	64329.6128	2731.6608	358			ALDH8A1	ALDH8A1	NONE	358	1
5_MACS_peak_11410_lociStitched	chr17	73850493	73875780	5	13884	41958.7191	3922.0137	359	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.6366	359	1
2_MACS_peak_16791_lociStitched	chr22	26974441	26992805	2	13195	47896.9848	3665.4544	360	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.4768999999999997	360	1
2_MACS_peak_15854_lociStitched	chr20	32988473	33005921	2	13819	40823.0856	3034.2072	362	ITCH	MIR644	ITCH	ITCH	0.2672	362	1
1_MACS_peak_16193_lociStitched	chr20	56047005	56058708	1	11704	56121.7365	2482.2063	363		CTCFL	CTCFL	CTCFL	0.07310000000000001	363	1
2_MACS_peak_16730_lociStitched	chr22	23087955	23101941	2	13759	39713.247	2144.0538	364			MIR650	MIR650	1.3185	364	1
5_MACS_peak_13206_lociStitched	chr19	55460000	55486058	5	14406	32251.9866	3233.7978	366	NLRP2	NCR1,NLRP7	NLRP2	NLRP2	0.325	366	1
2_MACS_peak_4404_lociStitched	chr11	35183164	35197272	2	13859	38472.516	2807.492	367	CD44		CD44	CD44	0.6782999999999999	367	1
2_MACS_peak_6402_lociStitched	chr12	89737798	89749887	2	11732	55878.9847	3083.9039	368	DUSP6		DUSP6	DUSP6	3.6472	368	1
2_MACS_peak_5162_lociStitched	chr11	111279838	111294364	2	14483	30673.1016	2937.1572	369		POU2AF1	POU2AF1	POU2AF1	1.1860000000000002	369	1
3_MACS_peak_5469_lociStitched	chr12	4216172	4230561	3	11009	59685.572	3004.4232	370			CCND2	CCND2	0.7427999999999999	370	1
4_MACS_peak_21530_lociStitched	chr5	142952455	142976368	4	14261	33801.0255	3893.0364	371			NR3C1	NR3C1	0.2054	371	1
4_MACS_peak_23938_lociStitched	chr7	34773328	34799636	4	14810	24745.3048	3562.1032	372	NPSR1,AAA1		AAA1	AAA1	0.02260000000000001	372	1
4_MACS_peak_14122_lociStitched	chr2	86290058	86308532	4	14791	24568.5726	3218.1708	373	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	1.0436	373	1
3_MACS_peak_8076_lociStitched	chr14	93033177	93054405	3	14469	28575.0108	2018.7828	374	RIN3		RIN3	RIN3	0.18619999999999998	374	1
3_MACS_peak_1748_lociStitched	chr1	160694444	160714987	3	13601	42867.0781	5871.1894	375	SLAMF7	CD48	SLAMF7	CD48	2.1103	375	1
2_MACS_peak_14660_lociStitched	chr2	153913607	153929211	2	13929	36411.934	2999.0888	376			ARL6IP6	ARL6IP6	NONE	376	1
2_MACS_peak_11075_lociStitched	chr17	47815624	47828599	2	12923	45887.385	2798.7075	377	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.7427999999999999	377	1
4_MACS_peak_18065_lociStitched	chr3	101486821	101513843	4	14149	34517.9028	4661.295	379	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.5489999999999999	379	1
2_MACS_peak_17003_lociStitched	chr22	39458577	39474796	2	13950	35195.23	3013.4902	380	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.524	380	1
3_MACS_peak_21046_lociStitched	chr5	88563518	88580678	3	11535	54924.012	3032.172	382			MEF2C	MEF2C	0.6009	382	1
4_MACS_peak_12551_lociStitched	chr19	13943794	13962152	4	12077	51314.2816	2996.0256	383	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	MIR23A	1.7162	383	1
1_MACS_peak_24108_lociStitched	chr7	50343642	50357476	1	13835	35982.234	3423.915	384	IKZF1		IKZF1	IKZF1	0.2262	384	1
5_MACS_peak_9972_lociStitched	chr16	67562340	67587388	5	13898	35493.016	4115.3864	385	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	1.0817999999999999	385	1
6_MACS_peak_12521_lociStitched	chr19	12885502	12918169	6	14500	27319.4121	5125.4523	387	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	1.3484	387	1
1_MACS_peak_20448_lociStitched	chr5	1311116	1320714	1	9599	63280.5738	2048.2132	388	CLPTM1L	TERT	TERT	NONE	NONE	388	1
1_MACS_peak_16004_lociStitched	chr20	43269658	43282453	1	12796	44625.1215	2892.9495	389	ADA	LOC79015	ADA	ADA	0.9862	389	1
2_MACS_peak_24120_lociStitched	chr7	52772658	52788949	2	12428	46834.9959	2455.0537	390			POM121L12	POM121L12	NONE	390	1
2_MACS_peak_1258_lociStitched	chr1	112134305	112148887	2	13549	35406.5542	1662.348	391	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.4951999999999999	391	1
1_MACS_peak_2006_lociStitched	chr1	183808544	183817058	1	8515	67535.6022	2620.6092	392	RGL1		APOBEC4	APOBEC4	NONE	392	1
3_MACS_peak_13435_lociStitched	chr2	20615017	20631127	3	14095	28952.892	2767.698	393		RHOB	RHOB	RHOB	0.5330999999999999	393	1
6_MACS_peak_4638_lociStitched	chr11	63992647	64020293	6	14417	24530.2958	4290.6592	394	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.8917000000000002	394	1
3_MACS_peak_15465_lociStitched	chr2	238599574	238613842	3	14153	26331.594	1568.0532	395	LRRFIP1		LRRFIP1	LRRFIP1	0.1626	395	1
2_MACS_peak_24084_lociStitched	chr7	47513132	47524956	2	11614	51815.1328	3190.1152	396	TNS3		TNS3	TNS3	0.2032	396	1
4_MACS_peak_19591_lociStitched	chr4	77117669	77136611	4	13841	31653.9762	3794.0826	397	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.3998	397	1
3_MACS_peak_15016_lociStitched	chr2	192530123	192546614	3	12532	44581.7694	3098.6589	398	OBFC2A		OBFC2A	OBFC2A	1.8309000000000002	398	1
4_MACS_peak_13730_lociStitched	chr2	47193850	47215302	4	13474	35921.374	3824.8916	399	TTC7A	MCFD2	MCFD2	MCFD2	0.337	399	1
4_MACS_peak_8764_lociStitched	chr15	65183178	65205149	4	11179	55254.8679	4264.5711	400	ANKDD1A	PLEKHO2	ANKDD1A	ANKDD1A	0.1455	400	1
6_MACS_peak_9690_lociStitched	chr16	29815543	29837200	6	13953	29369.0577	3978.3909	402	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	0.8815	402	1
2_MACS_peak_25580_lociStitched	chr8	61811610	61831090	2	13542	33951.692	3440.168	404		LOC100130298	LOC100130298	LOC100130298	0.0003000000000000086	404	1
2_MACS_peak_7278_lociStitched	chr13	77898647	77915294	2	11948	48907.2213	3620.7225	405	MYCBP2		MYCBP2	MYCBP2	0.0615	405	1
2_MACS_peak_6438_lociStitched	chr12	92784414	92803837	2	13493	34145.634	3274.7178	406		CLLU1,CLLU1OS	CLLU1	CLLU1	0.4792	406	1
1_MACS_peak_1406_lociStitched	chr1	145448348	145458179	1	9832	61094.7495	3671.8785	407	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	3.6044	407	1
3_MACS_peak_11048_lociStitched	chr17	46580540	46596092	3	14123	23677.92	2925.3312	409		HOXB1,HOXB2	HOXB1	HOXB2	0.049600000000000005	409	1
3_MACS_peak_23116_lociStitched	chr6	117858742	117877317	3	13664	30808.495	2944.1375	410	DCBLD1	GOPC	GOPC	GOPC	0.09689999999999999	410	1
2_MACS_peak_12688_lociStitched	chr19	19049630	19062878	2	13113	36488.9664	2261.4336	411	HOMER3	DDX49,GDF1,COPE	HOMER3	HOMER3	0.4259	411	1
2_MACS_peak_3840_lociStitched	chr10	112255772	112273442	2	12885	39962.472	3530.466	412	DUSP5		DUSP5	DUSP5	1.5568	412	1
2_MACS_peak_25438_lociStitched	chr8	38811161	38824513	2	12844	39345.6736	2661.0536	413	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1205	413	1
3_MACS_peak_16188_lociStitched	chr20	55958029	55976002	3	13797	27822.204	2956.5585	414	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.8323999999999999	414	1
3_MACS_peak_5228_lociStitched	chr11	117871225	117884633	3	12939	37817.264	2546.1792	415	IL10RA		IL10RA	IL10RA	0.5578	415	1
2_MACS_peak_14961_lociStitched	chr2	187809056	187821284	2	11408	50244.852	2492.0664	416			ZSWIM2	ZSWIM2	NONE	416	1
2_MACS_peak_18923_lociStitched	chr3	186779268	186792528	2	10536	56793.906	4068.168	417	ST6GAL1		ST6GAL1	ST6GAL1	0.8424999999999999	417	1
2_MACS_peak_21366_lociStitched	chr5	131434381	131444137	2	9419	60476.4684	2162.9052	418		IL3,CSF2	CSF2	IL3	0.1112	418	1
5_MACS_peak_12236_lociStitched	chr19	1647591	1672834	5	13418	33752.4153	4692.6737	421	TCF3	UQCR11	TCF3	UQCR11	0.43460000000000004	421	1
2_MACS_peak_16573_lociStitched	chr21	45194786	45210452	2	12715	40542.0414	3800.5716	422	RRP1,CSTB	LOC284837	CSTB	CSTB	1.046	422	1
5_MACS_peak_6516_lociStitched	chr12	96878431	96901827	5	13900	25351.9056	3694.2284	423			CDK17	CDK17	NONE	423	1
1_MACS_peak_19828_lociStitched	chr4	105406832	105417812	1	10981	52215.39	2290.428	424	CXXC4		CXXC4	CXXC4	1.6965000000000001	424	1
3_MACS_peak_4937_lociStitched	chr11	78161747	78178881	3	12374	42360.3882	2590.6608	425	NARS2	GAB2	GAB2	GAB2	0.017199999999999993	425	1
1_MACS_peak_25932_lociStitched	chr8	118449371	118458352	1	8982	61836.8793	2149.1533	426			MED30	MED30	NONE	426	1
1_MACS_peak_1940_lociStitched	chr1	178544129	178553821	1	9693	59186.1364	3127.6084	428		C1orf220	C1orf220	C1orf220	0.3971	428	1
3_MACS_peak_4592_lociStitched	chr11	62307845	62326033	3	13733	25521.4016	3399.3372	429	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.5491	429	1
3_MACS_peak_8413_lociStitched	chr15	38401684	38424230	3	12909	35805.3026	3776.455	431			SPRED1	SPRED1	NONE	431	1
2_MACS_peak_16295_lociStitched	chr21	16046533	16061562	2	12081	42901.7834	2963.7188	432			SAMSN1	SAMSN1	NONE	432	1
2_MACS_peak_11531_lociStitched	chr17	78873015	78887846	2	10563	53258.121	2761.5322	433	RPTOR		CHMP6	CHMP6	NONE	433	1
4_MACS_peak_12275_lociStitched	chr19	2455333	2480609	4	13128	34698.8928	5492.4748	434	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	1.6852	434	1
3_MACS_peak_4933_lociStitched	chr11	78127060	78141619	3	13566	25088.0688	2614.7964	436	GAB2		GAB2	GAB2	0.017199999999999993	436	1
1_MACS_peak_4330_lociStitched	chr11	26125714	26136583	1	10870	50147.3922	2203.1463	437			ANO3	ANO3	NONE	437	1
2_MACS_peak_22341_lociStitched	chr6	31694439	31709374	2	12032	42661.8275	3496.2835	438	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.4608000000000003	438	1
4_MACS_peak_28293_lociStitched	chrX	153232196	153252730	4	13312	26885.1662	1946.6232	439	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.578	439	1
2_MACS_peak_20339_lociStitched	chr4	185262992	185278099	2	11240	48286.5041	3136.2132	440			IRF2	IRF2	2.1370999999999998	440	1
3_MACS_peak_11998_lociStitched	chr18	52929744	52948131	3	12748	34738.5591	3201.1767	442	TCF4		CCDC68	CCDC68	NONE	442	1
3_MACS_peak_12265_lociStitched	chr19	2254596	2271866	3	12683	36045.944	3868.48	443	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.9037000000000001	443	1
3_MACS_peak_6633_lociStitched	chr12	109161588	109181236	3	13021	31259.968	3528.7808	444	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.6580999999999999	444	1
2_MACS_peak_24024_lociStitched	chr7	43684443	43699496	2	11206	47129.4377	2575.5683	445	C7orf44		STK17A	STK17A	NONE	445	1
1_MACS_peak_1796_lociStitched	chr1	161767476	161780705	1	13230	27077.1172	3088.9715	447	ATF6	DUSP12	ATF6	DUSP12	0.1826	447	1
3_MACS_peak_12437_lociStitched	chr19	10329270	10348297	3	12402	37361.4172	3244.1035	448	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6301	448	1
2_MACS_peak_14390_lociStitched	chr2	112481374	112494777	2	13388	23429.7843	2186.0293	449			ANAPC1	ANAPC1	NONE	449	1
3_MACS_peak_3833_lociStitched	chr10	112145525	112158561	3	13016	29080.7088	2257.8352	450			SMNDC1	SMNDC1	0.10929999999999998	450	1
4_MACS_peak_3498_lociStitched	chr10	81946281	81966413	4	13413	24283.2184	3692.2088	451	ANXA11		ANXA11	ANXA11	0.32080000000000003	451	1
1_MACS_peak_7122_lociStitched	chr13	46269233	46281490	1	12258	36496.4432	1234.2799	453	SPERT		SPERT	SPERT	1.6158	453	1
1_MACS_peak_20834_lociStitched	chr5	61983627	61992602	1	8976	58175.0525	1894.6225	454			LRRC70	LRRC70	NONE	454	1
1_MACS_peak_2269_lociStitched	chr1	206727537	206738641	1	11105	47930.416	3604.3584	455	RASSF5	LGTN	RASSF5	RASSF5	0.5252	455	1
2_MACS_peak_16152_lociStitched	chr20	52480826	52491353	2	9903	53826.6564	2187.5106	456	SUMO1P1		SUMO1P1	SUMO1P1	2.59	456	1
2_MACS_peak_15338_lociStitched	chr2	227768763	227782839	2	11959	39726.6948	2594.2068	458	RHBDD1		RHBDD1	RHBDD1	0.35829999999999995	458	1
1_MACS_peak_1599_lociStitched	chr1	154755459	154766836	1	11378	45353.2728	3443.8179	459	KCNN3		KCNN3	KCNN3	0.6398999999999999	459	1
2_MACS_peak_16744_lociStitched	chr22	23477727	23488750	2	10574	49525.2367	2361.1266	460	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.5122	460	1
4_MACS_peak_8365_lociStitched	chr15	33296357	33315391	4	11942	40038.019	3315.7228	461	FMN1		FMN1	FMN1	0.15859999999999996	461	1
1_MACS_peak_6562_lociStitched	chr12	102870142	102879511	1	9370	55776.4677	2199.8412	462	IGF1		IGF1	IGF1	0.5515	462	1
1_MACS_peak_3060_lociStitched	chr10	30988920	30997435	1	8516	59278.024	1932.905	463			LYZL2	LYZL2	NONE	463	1
2_MACS_peak_15991_lociStitched	chr20	42694950	42710195	2	9589	54712.7805	2484.935	464	TOX2		JPH2	JPH2	NONE	464	1
1_MACS_peak_13668_lociStitched	chr2	43395054	43407526	1	12473	32412.2336	2228.7464	465		LOC100129726,ZFP36L2	ZFP36L2	ZFP36L2	4.8353	465	1
2_MACS_peak_19813_lociStitched	chr4	103532557	103547067	2	12792	28853.135	2726.429	466	NFKB1		NFKB1	NFKB1	0.2731	466	1
1_MACS_peak_21568_lociStitched	chr5	148204614	148216269	1	11656	41353.1055	3407.922	467	ADRB2		ADRB2	ADRB2	2.1931	467	1
2_MACS_peak_16977_lociStitched	chr22	38701119	38715052	2	12952	26248.3787	2867.4114	468	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.6313	468	1
5_MACS_peak_21035_lociStitched	chr5	87954355	87976744	5	11694	41406.2166	3924.7917	469	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.33699999999999997	469	1
2_MACS_peak_901_lociStitched	chr1	66736498	66750299	2	12965	25527.7097	2716.0368	470	PDE4B	PDE4B	PDE4B	PDE4B	0.06080000000000001	470	1
2_MACS_peak_22521_lociStitched	chr6	42737875	42752716	2	11788	38856.7062	2466.5742	471		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.6821999999999999	471	1
4_MACS_peak_13066_lociStitched	chr19	47728782	47748507	4	12450	32218.815	3090.9075	472	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	BBC3	1.0938	472	1
3_MACS_peak_21767_lociStitched	chr5	171601105	171616224	3	12125	35776.0897	3146.2639	473	STK10	EFCAB9	STK10	STK10	0.1985	473	1
4_MACS_peak_11487_lociStitched	chr17	76162134	76184144	4	12834	27171.345	3442.364	474	C17orf99,SYNGR2,AFMID,TK1	TMC8,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	TMC8	2.0779	474	1
1_MACS_peak_4562_lociStitched	chr11	60601554	60613581	1	12028	35852.487	2590.6158	475	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.584	475	1
3_MACS_peak_12241_lociStitched	chr19	1847189	1865850	3	11916	37654.1658	3525.0629	476	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6113	476	1
1_MACS_peak_10978_lociStitched	chr17	43297838	43308076	1	10239	49232.4944	2641.404	478	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.4628999999999999	478	1
2_MACS_peak_2583_lociStitched	chr1	230255923	230271001	2	10230	50279.0988	3651.8916	480	GALNT2		GALNT2	GALNT2	0.4919	480	1
2_MACS_peak_3155_lociStitched	chr10	45949158	45961407	2	10650	46418.8104	2491.4466	481	MARCH8		MARCH8	MARCH8	0.3049	481	1
1_MACS_peak_6019_lociStitched	chr12	51311753	51323474	1	11722	37803.7413	2378.1909	482	METTL7A	HIGD1C	METTL7A	METTL7A	1.9081	482	1
4_MACS_peak_5501_lociStitched	chr12	6551980	6572439	4	11109	44438.9939	3958.8165	483	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.8758	483	1
1_MACS_peak_16050_lociStitched	chr20	45978033	45987392	1	9360	53839.5193	2512.8915	484	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3161	484	1
2_MACS_peak_22215_lociStitched	chr6	26355063	26367225	2	12097	33623.0652	2583.2088	486	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.9568	486	1
3_MACS_peak_27630_lociStitched	chrX	39953205	39969534	3	12746	24010.1616	1371.636	487	BCOR		BCOR	BCOR	0.3752	487	1
2_MACS_peak_16768_lociStitched	chr22	24535666	24554089	2	12641	26976.7989	2862.9342	488	CABIN1	SUSD2	SUSD2	NONE	NONE	488	1
3_MACS_peak_16231_lociStitched	chr20	61273088	61291116	3	11785	36306.5892	2709.6084	489	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8275	489	1
3_MACS_peak_5345_lociStitched	chr11	126056217	126069232	3	11139	41481.408	2316.67	490		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3177	490	1
3_MACS_peak_6629_lociStitched	chr12	109071866	109088295	3	11362	40356.1956	3354.8018	492	CORO1C	SELPLG	CORO1C	SELPLG	5.4026	492	1
3_MACS_peak_9180_lociStitched	chr15	93346059	93364842	3	11645	37872.1629	3454.1937	494		ASB9P1	ASB9P1	NONE	NONE	494	1
2_MACS_peak_7687_lociStitched	chr14	50465108	50476984	2	10183	46150.136	1257.6684	496	C14orf182		C14orf182	C14orf182	1.2801	496	1
3_MACS_peak_27091_lociStitched	chr9	126082858	126104007	3	11600	37535.2452	3734.9134	497		CRB2	CRB2	NONE	NONE	497	1
1_MACS_peak_5921_lociStitched	chr12	46776023	46787612	1	11590	36086.9871	2285.3508	499		SLC38A2	SLC38A2	SLC38A2	0.5228999999999999	499	1
3_MACS_peak_2910_lociStitched	chr10	14686387	14704362	3	12031	32126.7175	3082.7125	501	FAM107B		FAM107B	FAM107B	0.2806	501	1
1_MACS_peak_23704_lociStitched	chr7	8163789	8175649	1	11861	33211.558	2358.954	502	ICA1		ICA1	ICA1	0.40670000000000006	502	1
2_MACS_peak_18823_lociStitched	chr3	182097996	182113830	2	12650	23388.4014	3111.381	503			ATP11B	ATP11B	NONE	503	1
2_MACS_peak_21212_lociStitched	chr5	112256387	112267826	2	10408	45603.8613	2566.9116	504	REEP5	DCP2	REEP5	REEP5	0.3196	504	1
3_MACS_peak_2240_lociStitched	chr1	205279631	205295144	3	12494	25511.1285	3754.146	506	NUAK2	KLHDC8A	NUAK2	NUAK2	0.7849999999999999	506	1
2_MACS_peak_6266_lociStitched	chr12	68375693	68388497	2	10252	45790.9452	2490.378	507			IFNG	IFNG	NONE	507	1
3_MACS_peak_16055_lociStitched	chr20	46113524	46132532	3	12354	26516.16	3138.2208	508	NCOA3		NCOA3	NCOA3	0.00739999999999999	508	1
3_MACS_peak_20057_lociStitched	chr4	140148058	140166210	3	12395	25369.2352	2659.268	509		C4orf49	C4orf49	C4orf49	0.2405	509	1
2_MACS_peak_1652_lociStitched	chr1	155903050	155919346	2	12165	29499.0192	3774.1536	510	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.762	510	1
2_MACS_peak_6849_lociStitched	chr12	125397885	125413131	2	10897	40250.9646	1901.1762	511	UBC	SCARB1	UBC	UBC	2.2145	511	1
1_MACS_peak_23779_lociStitched	chr7	20254355	20262913	1	8559	54517.8832	2350.8826	512	MACC1		MACC1	MACC1	0.6453	512	1
1_MACS_peak_23013_lociStitched	chr6	108986352	108997847	1	11496	34826.4015	1973.6915	513	FOXO3		NCRNA00222	NCRNA00222	NONE	513	1
2_MACS_peak_21179_lociStitched	chr5	109024007	109036880	2	11884	31569.7452	2829.4854	514	MAN2A1		MAN2A1	MAN2A1	0.4455	514	1
3_MACS_peak_6440_lociStitched	chr12	92825031	92841945	3	12435	23701.5882	2581.0764	515		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.4792	515	1
4_MACS_peak_2791_lociStitched	chr10	4161772	4179761	4	12364	25033.4924	2824.273	516			KLF6	KLF6	1.6905999999999999	516	1
3_MACS_peak_22609_lociStitched	chr6	52157110	52173900	3	11880	31486.287	2904.67	517		IL17F,MCM3	MCM3	MCM3	0.05000000000000002	517	1
1_MACS_peak_1237_lociStitched	chr1	111172514	111181655	1	9142	50296.5243	1229.4645	518		KCNA2,KCNA3	KCNA2	KCNA3	0.8845000000000001	518	1
3_MACS_peak_25347_lociStitched	chr8	29490591	29505939	3	12233	26350.9812	2719.6656	519			C8orf75	C8orf75	0.7095	519	1
1_MACS_peak_26290_lociStitched	chr9	9604809	9615988	1	11180	37447.4142	2277.1623	520	PTPRD		PTPRD	NONE	NONE	520	1
1_MACS_peak_359_lociStitched	chr1	27018210	27030300	1	12091	28332.915	3055.143	522	ARID1A		ARID1A	ARID1A	0.41600000000000004	522	1
2_MACS_peak_22049_lociStitched	chr6	11722145	11734241	2	11168	37231.488	2107.1232	523	C6orf105		C6orf105	C6orf105	0.5745	523	1
