REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_24776_lociStitched	chr7	128572200	128582642	2	8360	45895.7226	3533.5728	336	IRF5	KCP	IRF5	IRF5	1.9769999999999999	336	1
2_MACS_peak_6622_lociStitched	chr12	108953549	108972376	2	18738	46549.7575	4375.3948	337	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	2.3228	337	1
3_MACS_peak_11351_lociStitched	chr17	70581940	70602294	3	15857	45784.2876	3669.8262	338	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.3121	338	1
1_MACS_peak_20335_lociStitched	chr4	185183994	185192140	1	8147	44104.0732	2176.6112	339		ENPP6	ENPP6	NONE	NONE	339	1
4_MACS_peak_21656_lociStitched	chr5	156339066	156370109	4	18398	46971.1633	5056.9047	340	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.8673000000000001	340	1
1_MACS_peak_6483_lociStitched	chr12	94595928	94604558	1	8631	43969.85	2057.392	341	PLXNC1		PLXNC1	PLXNC1	0.6889000000000001	341	1
1_MACS_peak_1599_lociStitched	chr1	154755459	154766836	1	11378	45353.2728	3443.8179	342	KCNN3		KCNN3	KCNN3	0.6398999999999999	342	1
2_MACS_peak_4788_lociStitched	chr11	67644692	67655702	2	10077	44422.047	2540.007	343			LOC645332	LOC645332	NONE	343	1
2_MACS_peak_23221_lociStitched	chr6	130831724	130848635	2	14666	45020.4642	3192.7968	344			TMEM200A	TMEM200A	NONE	344	1
1_MACS_peak_16004_lociStitched	chr20	43269658	43282453	1	12796	44625.1215	2892.9495	345	ADA	LOC79015	ADA	ADA	0.9862	345	1
5_MACS_peak_15060_lociStitched	chr2	198055915	198083840	5	17203	46542.5975	4833.8175	346	ANKRD44		ANKRD44	ANKRD44	0.36260000000000003	346	1
3_MACS_peak_15016_lociStitched	chr2	192530123	192546614	3	12532	44581.7694	3098.6589	347	OBFC2A		OBFC2A	OBFC2A	1.8309000000000002	347	1
2_MACS_peak_10160_lociStitched	chr16	81841168	81858021	2	15882	43251.5392	1771.2503	348	PLCG2		PLCG2	PLCG2	0.2874	348	1
2_MACS_peak_24983_lociStitched	chr7	150100490	150113936	2	8920	44732.1528	3253.932	349	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	4.7465	349	1
1_MACS_peak_26078_lociStitched	chr8	134508066	134515595	1	7530	43505.5736	2101.3439	350	ST3GAL1		ST3GAL1	ST3GAL1	0.644	350	1
2_MACS_peak_21182_lociStitched	chr5	109187996	109202331	2	14269	43718.883	2432.6495	351	MAN2A1	LOC100289673	LOC100289673	LOC100289673	0.0011000000000000038	351	1
1_MACS_peak_11161_lociStitched	chr17	55430631	55438065	1	7435	42802.7418	1718.7408	352	MSI2		MSI2	MSI2	0.1536	352	1
4_MACS_peak_14289_lociStitched	chr2	106325151	106353054	4	20886	46014.8373	4969.5243	353		NCK2	NCK2	NCK2	0.1708	353	1
2_MACS_peak_1240_lociStitched	chr1	111323015	111338164	2	10329	42758.0525	1723.9562	354			CD53	CD53	NONE	354	1
1_MACS_peak_4524_lociStitched	chr11	58339998	58348045	1	8048	43039.3795	2091.4153	355	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.685	355	1
4_MACS_peak_5501_lociStitched	chr12	6551980	6572439	4	11109	44438.9939	3958.8165	356	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	1.8758	356	1
2_MACS_peak_5829_lociStitched	chr12	32608101	32625595	2	16084	43537.3178	3164.6646	357		FGD4	FGD4	FGD4	0.2727	357	1
1_MACS_peak_23360_lociStitched	chr6	139609161	139615566	1	6406	41965.56	1614.7005	358	TXLNB		TXLNB	TXLNB	0.758	358	1
1_MACS_peak_26079_lociStitched	chr8	134576580	134585946	1	9367	42344.6226	2150.4336	359	ST3GAL1		ST3GAL1	ST3GAL1	0.644	359	1
3_MACS_peak_15636_lociStitched	chr20	9479357	9499962	3	16210	43703.205	3533.7575	360	C20orf103		C20orf103	C20orf103	1.3569	360	1
4_MACS_peak_4971_lociStitched	chr11	82764276	82790059	4	14068	44831.4804	4687.3494	361	RAB30	SNORA70E	RAB30	RAB30	0.6623	361	1
1_MACS_peak_20099_lociStitched	chr4	144272645	144283103	1	10459	42361.1748	2250.5616	362	GAB1		GAB1	GAB1	0.42050000000000004	362	1
2_MACS_peak_24985_lociStitched	chr7	150124584	150134471	2	9240	43137.9697	3117.3711	363	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	LOC728743	2.4951	363	1
1_MACS_peak_15944_lociStitched	chr20	37518068	37523840	1	5773	41387.5488	1441.8456	364	PPP1R16B	FAM83D	FAM83D	FAM83D	0.0058	364	1
2_MACS_peak_16295_lociStitched	chr21	16046533	16061562	2	12081	42901.7834	2963.7188	365			SAMSN1	SAMSN1	NONE	365	1
3_MACS_peak_4937_lociStitched	chr11	78161747	78178881	3	12374	42360.3882	2590.6608	366	NARS2	GAB2	GAB2	GAB2	0.017199999999999993	366	1
6_MACS_peak_27594_lociStitched	chrX	37634564	37666358	6	21356	42772.4682	3029.9682	367	CYBB	DYNLT3	CYBB	CYBB	1.0753	367	1
3_MACS_peak_3265_lociStitched	chr10	63797977	63814946	3	16014	43286.2221	3722.9986	368	ARID5B		ARID5B	ARID5B	0.31000000000000005	368	1
2_MACS_peak_26751_lociStitched	chr9	93732008	93742618	2	8332	41468.124	1906.617	369			LOC100129316	LOC100129316	0.01859999999999999	369	1
2_MACS_peak_21041_lociStitched	chr5	88110540	88130715	2	19699	44179.215	4646.3025	370	MEF2C		MEF2C	MEF2C	0.6009	370	1
2_MACS_peak_13908_lociStitched	chr2	65254882	65268369	2	7896	41666.7378	2144.433	371		SLC1A4,CEP68	CEP68	SLC1A4	0.3406	371	1
2_MACS_peak_619_lociStitched	chr1	40838930	40858805	2	15226	43502.4	4088.2875	372	SMAP2	SMAP2	SMAP2	SMAP2	0.635	372	1
1_MACS_peak_10826_lociStitched	chr17	37924153	37939183	1	15031	42483.798	3235.959	373	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.23729999999999998	373	1
2_MACS_peak_22341_lociStitched	chr6	31694439	31709374	2	12032	42661.8275	3496.2835	374	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.4608000000000003	374	1
3_MACS_peak_5345_lociStitched	chr11	126056217	126069232	3	11139	41481.408	2316.67	375		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.3177	375	1
1_MACS_peak_25944_lociStitched	chr8	120885019	120890821	1	5803	40709.733	1598.451	376	DEPDC6	TAF2,DSCC1	DEPDC6	DEPDC6	1.0869	376	1
1_MACS_peak_24793_lociStitched	chr7	129587768	129593597	1	5830	40756.368	1896.7566	377	UBE2H		UBE2H	UBE2H	0.251	377	1
1_MACS_peak_22969_lociStitched	chr6	106609412	106618157	1	8746	40825.158	2072.565	378			PRDM1	PRDM1	2.8752	378	1
1_MACS_peak_16532_lociStitched	chr21	43449015	43454997	1	5983	40528.05	1939.9626	379		C21orf121,UMODL1,ZNF295	C21orf121	UMODL1	1.4536	379	1
1_MACS_peak_23328_lociStitched	chr6	138186755	138196532	1	9778	41322.4905	2782.5342	380	TNFAIP3		TNFAIP3	TNFAIP3	1.5387	380	1
4_MACS_peak_9836_lociStitched	chr16	50713534	50733225	4	16152	41622.8358	3174.1892	381	NOD2,SNX20	CYLD	NOD2	NOD2	0.2167	381	1
1_MACS_peak_18974_lociStitched	chr3	193815328	193823638	1	8311	41058.048	2672.496	382		HES1	HES1	HES1	1.115	382	1
2_MACS_peak_6849_lociStitched	chr12	125397885	125413131	2	10897	40250.9646	1901.1762	383	UBC	SCARB1	UBC	UBC	2.2145	383	1
1_MACS_peak_21083_lociStitched	chr5	90674202	90681178	1	6977	40296.864	1962.3488	384	LOC100129716,ARRDC3		ARRDC3	ARRDC3	1.5545	384	1
1_MACS_peak_11892_lociStitched	chr18	42680737	42688498	1	7762	40114.2807	1891.3557	385			MIR4319	MIR4319	NONE	385	1
2_MACS_peak_11498_lociStitched	chr17	76710969	76733775	2	18768	42854.7546	4645.5822	386	CYTH1		CYTH1	CYTH1	0.8825	386	1
2_MACS_peak_5612_lociStitched	chr12	11901439	11920369	2	18608	41799.333	3596.7	387	ETV6		ETV6	ETV6	0.2986	387	1
2_MACS_peak_10227_lociStitched	chr16	89033197	89046401	2	9904	39445.6296	1356.0508	388	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3307	388	1
3_MACS_peak_27064_lociStitched	chr9	123688632	123708104	3	16136	41508.4624	3450.4384	389	TRAF1	PHF19,TRAF1	TRAF1	TRAF1	1.0586	389	1
1_MACS_peak_1747_lociStitched	chr1	160674826	160685441	1	10616	42160.657	4121.8045	390	CD48	SLAMF7	CD48	CD48	2.1103	390	1
5_MACS_peak_11410_lociStitched	chr17	73850493	73875780	5	13884	41958.7191	3922.0137	391	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	1.6366	391	1
5_MACS_peak_273_lociStitched	chr1	23936471	23964384	5	19109	42667.8118	4641.9319	392	MDS2		MDS2	MDS2	0.3777	392	1
4_MACS_peak_21605_lociStitched	chr5	150512625	150538196	4	18467	43145.9483	5142.3281	393	ANXA6		ANXA6	ANXA6	0.5622	393	1
1_MACS_peak_21568_lociStitched	chr5	148204614	148216269	1	11656	41353.1055	3407.922	394	ADRB2		ADRB2	ADRB2	2.1931	394	1
1_MACS_peak_5741_lociStitched	chr12	26265481	26280765	1	15285	41647.3716	3707.8984	395	BHLHE41		BHLHE41	BHLHE41	2.0441	395	1
1_MACS_peak_26033_lociStitched	chr8	129664355	129673618	1	9264	39903.1514	2010.071	396			MIR1208	MIR1208	NONE	396	1
1_MACS_peak_7293_lociStitched	chr13	78688196	78697261	1	9066	39641.245	1803.935	397			EDNRB	EDNRB	NONE	397	1
2_MACS_peak_17465_lociStitched	chr3	30682184	30703893	2	20157	41946.1298	4129.0518	398	TGFBR2		TGFBR2	TGFBR2	0.4739	398	1
2_MACS_peak_15854_lociStitched	chr20	32988473	33005921	2	13819	40823.0856	3034.2072	399	ITCH	MIR644	ITCH	ITCH	0.2672	399	1
2_MACS_peak_16730_lociStitched	chr22	23087955	23101941	2	13759	39713.247	2144.0538	400			MIR650	MIR650	1.3185	400	1
5_MACS_peak_21035_lociStitched	chr5	87954355	87976744	5	11694	41406.2166	3924.7917	401	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.33699999999999997	401	1
1_MACS_peak_11304_lociStitched	chr17	65641893	65650239	1	8347	38641.1454	1478.9112	402	PITPNC1		NOL11	NOL11	NONE	402	1
2_MACS_peak_15338_lociStitched	chr2	227768763	227782839	2	11959	39726.6948	2594.2068	403	RHBDD1		RHBDD1	RHBDD1	0.35829999999999995	403	1
3_MACS_peak_6629_lociStitched	chr12	109071866	109088295	3	11362	40356.1956	3354.8018	404	CORO1C	SELPLG	CORO1C	SELPLG	5.4026	404	1
3_MACS_peak_1748_lociStitched	chr1	160694444	160714987	3	13601	42867.0781	5871.1894	405	SLAMF7	CD48	SLAMF7	CD48	2.1103	405	1
3_MACS_peak_17828_lociStitched	chr3	56948071	56958999	3	10439	39203.1072	2271.9312	406	ARHGEF3		ARHGEF3	ARHGEF3	0.11399999999999999	406	1
2_MACS_peak_16573_lociStitched	chr21	45194786	45210452	2	12715	40542.0414	3800.5716	407	RRP1,CSTB	LOC284837	CSTB	CSTB	1.046	407	1
4_MACS_peak_8365_lociStitched	chr15	33296357	33315391	4	11942	40038.019	3315.7228	408	FMN1		FMN1	FMN1	0.15859999999999996	408	1
1_MACS_peak_2783_lociStitched	chr10	3845873	3854747	1	8875	38814.876	2116.449	409		KLF6	KLF6	KLF6	1.6905999999999999	409	1
2_MACS_peak_25438_lociStitched	chr8	38811161	38824513	2	12844	39345.6736	2661.0536	410	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	TM2D2	0.1205	410	1
3_MACS_peak_12899_lociStitched	chr19	40645245	40672142	3	16459	40323.9824	3684.889	411		MAP3K10,ZNF780A	MAP3K10	ZNF780A	0.102	411	1
2_MACS_peak_15160_lociStitched	chr2	204661785	204683906	2	16314	40235.8869	3654.3892	412		CTLA4	CTLA4	CTLA4	0.11090000000000001	412	1
1_MACS_peak_16197_lociStitched	chr20	56191737	56197979	1	6243	37930.1372	1405.6984	413	ZBP1		ZBP1	ZBP1	2.064	413	1
2_MACS_peak_3840_lociStitched	chr10	112255772	112273442	2	12885	39962.472	3530.466	414	DUSP5		DUSP5	DUSP5	1.5568	414	1
2_MACS_peak_22521_lociStitched	chr6	42737875	42752716	2	11788	38856.7062	2466.5742	415		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.6821999999999999	415	1
1_MACS_peak_7459_lociStitched	chr13	114788934	114794802	1	5869	37686.6432	1386.0216	416	RASA3		RASA3	RASA3	0.8582	416	1
1_MACS_peak_2933_lociStitched	chr10	15825708	15834171	1	8464	38184.2097	1913.4843	417	FAM188A		ITGA8	ITGA8	NONE	417	1
1_MACS_peak_21788_lociStitched	chr5	173168538	173174824	1	6287	37685.1986	1457.7234	418			BOD1	BOD1	NONE	418	1
1_MACS_peak_6434_lociStitched	chr12	92600132	92606107	1	5976	37292.365	1201.5725	419			BTG1	BTG1	1.6149	419	1
2_MACS_peak_24093_lociStitched	chr7	47700452	47712921	2	7534	38264.8672	2245.6669	420	C7orf65		C7orf65	C7orf65	0.07780000000000001	420	1
3_MACS_peak_960_lociStitched	chr1	75595633	75612658	3	16728	38452.665	2601.42	421	LHX8		LHX8	LHX8	0.825	421	1
2_MACS_peak_15772_lociStitched	chr20	25288842	25302944	2	10431	38442.052	2670.9188	422	ABHD12		PYGB	PYGB	0.8288	422	1
4_MACS_peak_20400_lociStitched	chr4	187748218	187775486	4	14250	39647.672	3923.8652	423			FAT1	FAT1	NONE	423	1
3_MACS_peak_19162_lociStitched	chr4	9598951	9611358	3	10485	38038.6213	2326.3125	424		MIR548I2	MIR548I2	MIR548I2	0.0218	424	1
4_MACS_peak_22200_lociStitched	chr6	26183494	26207398	4	15390	40318.8768	4637.376	425	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	1.7966000000000002	425	1
2_MACS_peak_4404_lociStitched	chr11	35183164	35197272	2	13859	38472.516	2807.492	426	CD44		CD44	CD44	0.6782999999999999	426	1
2_MACS_peak_1469_lociStitched	chr1	149214006	149225869	2	6314	40249.9727	4620.6385	427			LOC388692	LOC388692	NONE	427	1
2_MACS_peak_2206_lociStitched	chr1	203722014	203736230	2	8618	38802.572	3337.9168	428	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	LAX1	1.2562	428	1
1_MACS_peak_6019_lociStitched	chr12	51311753	51323474	1	11722	37803.7413	2378.1909	429	METTL7A	HIGD1C	METTL7A	METTL7A	1.9081	429	1
3_MACS_peak_5228_lociStitched	chr11	117871225	117884633	3	12939	37817.264	2546.1792	430	IL10RA		IL10RA	IL10RA	0.5578	430	1
1_MACS_peak_7122_lociStitched	chr13	46269233	46281490	1	12258	36496.4432	1234.2799	431	SPERT		SPERT	SPERT	1.6158	431	1
3_MACS_peak_1917_lociStitched	chr1	174922509	174942472	3	15744	39780.2701	4597.4789	432	RABGAP1L	CACYBP	CACYBP	CACYBP	0.7737999999999999	432	1
1_MACS_peak_26290_lociStitched	chr9	9604809	9615988	1	11180	37447.4142	2277.1623	433	PTPRD		PTPRD	NONE	NONE	433	1
2_MACS_peak_22049_lociStitched	chr6	11722145	11734241	2	11168	37231.488	2107.1232	434	C6orf105		C6orf105	C6orf105	0.5745	434	1
1_MACS_peak_2109_lociStitched	chr1	197740098	197749726	1	9629	38072.9632	2978.9032	435	DENND1B		DENND1B	DENND1B	0.0988	435	1
1_MACS_peak_23865_lociStitched	chr7	26047941	26053793	1	5853	36069.3872	1165.1332	436			MIR148A	MIR148A	2.6023	436	1
1_MACS_peak_2510_lociStitched	chr1	226062458	226071896	1	9439	37496.2302	2646.4152	437	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	LEFTY1	1.5575	437	1
1_MACS_peak_11259_lociStitched	chr17	62195906	62211334	1	15429	38633.2548	3841.572	438	ERN1	SNORD104,SNORA76	ERN1	ERN1	1.4005	438	1
1_MACS_peak_267_lociStitched	chr1	23849182	23858947	1	9766	37049.3865	2499.84	439	E2F2	ASAP3,ID3	E2F2	ID3	1.7348999999999999	439	1
1_MACS_peak_13393_lociStitched	chr2	13660759	13666989	1	6231	35940.247	1391.159	440			MIR3125	MIR3125	NONE	440	1
7_MACS_peak_8118_lociStitched	chr14	95945662	95986292	7	24190	37984.987	3469.802	441		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	C14orf49	0.2856	441	1
1_MACS_peak_4086_lociStitched	chr11	2791932	2801799	1	9868	36531.5808	2032.602	442	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	442	1
2_MACS_peak_27181_lociStitched	chr9	130828677	130846461	2	15900	38185.8048	3725.748	443	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	0.6685	443	1
2_MACS_peak_23396_lociStitched	chr6	143162506	143180464	2	17112	36273.3642	1840.695	444	HIVEP2		HIVEP2	HIVEP2	0.258	444	1
3_MACS_peak_9180_lociStitched	chr15	93346059	93364842	3	11645	37872.1629	3454.1937	445		ASB9P1	ASB9P1	NONE	NONE	445	1
1_MACS_peak_5645_lociStitched	chr12	13241907	13256228	1	14322	37121.4641	2726.7184	446	GSG1	KIAA1467	GSG1	GSG1	0.9407000000000001	446	1
4_MACS_peak_12220_lociStitched	chr19	1258433	1277385	4	10972	38305.7824	3943.9112	447	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.4553	447	1
1_MACS_peak_11452_lociStitched	chr17	75078742	75093747	1	15006	37616.0345	3347.6155	448	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	2.3462	448	1
4_MACS_peak_1386_lociStitched	chr1	144962612	144985627	4	14421	41224.468	6985.0525	449	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.6293	449	1
2_MACS_peak_12688_lociStitched	chr19	19049630	19062878	2	13113	36488.9664	2261.4336	450	HOMER3	DDX49,GDF1,COPE	HOMER3	HOMER3	0.4259	450	1
3_MACS_peak_3142_lociStitched	chr10	45453748	45475937	3	15022	38451.3181	4306.8849	451	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	C10orf10	C10orf10	0.5892	451	1
1_MACS_peak_25346_lociStitched	chr8	29463103	29478444	1	15342	36718.6835	2575.7539	452			C8orf75	C8orf75	0.7095	452	1
3_MACS_peak_12241_lociStitched	chr19	1847189	1865850	3	11916	37654.1658	3525.0629	453	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.6113	453	1
3_MACS_peak_12437_lociStitched	chr19	10329270	10348297	3	12402	37361.4172	3244.1035	454	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6301	454	1
2_MACS_peak_9608_lociStitched	chr16	23372941	23386702	2	9240	35942.3559	1859.1111	455	SCNN1B		SCNN1B	SCNN1B	1.7569	455	1
3_MACS_peak_4793_lociStitched	chr11	67760464	67782183	3	15663	37999.5624	3950.6861	456	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.8999999999999999	456	1
5_MACS_peak_27103_lociStitched	chr9	126961351	126982392	5	14900	37524.5194	3511.7429	457		NEK6	NEK6	NEK6	0.17980000000000002	457	1
3_MACS_peak_13394_lociStitched	chr2	13680158	13702525	3	16283	37549.7196	3569.7732	458			MIR3125	MIR3125	NONE	458	1
2_MACS_peak_11459_lociStitched	chr17	75229151	75244065	2	9689	36555.7054	2583.1048	459		SEC14L1,SEPT9	SEPT9	SEC14L1	1.5036	459	1
1_MACS_peak_1497_lociStitched	chr1	150130687	150139507	1	8821	36378.09	2459.016	460	PLEKHO1		PLEKHO1	PLEKHO1	1.5844	460	1
2_MACS_peak_17541_lociStitched	chr3	39247276	39264685	2	14651	37074.2064	3185.847	461		XIRP1	XIRP1	XIRP1	0.21700000000000003	461	1
1_MACS_peak_5921_lociStitched	chr12	46776023	46787612	1	11590	36086.9871	2285.3508	462		SLC38A2	SLC38A2	SLC38A2	0.5228999999999999	462	1
3_MACS_peak_27091_lociStitched	chr9	126082858	126104007	3	11600	37535.2452	3734.9134	463		CRB2	CRB2	NONE	NONE	463	1
2_MACS_peak_1258_lociStitched	chr1	112134305	112148887	2	13549	35406.5542	1662.348	464	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.4951999999999999	464	1
3_MACS_peak_16042_lociStitched	chr20	45172164	45191773	3	16052	36864.92	3125.6746	465	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4891999999999999	465	1
3_MACS_peak_16231_lociStitched	chr20	61273088	61291116	3	11785	36306.5892	2709.6084	466	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	0.8275	466	1
4_MACS_peak_4451_lociStitched	chr11	45088971	45105657	4	15281	36106.8354	2526.2604	467		PRDM11	PRDM11	PRDM11	0.0031000000000000055	467	1
1_MACS_peak_16558_lociStitched	chr21	44724558	44734990	1	10433	36017.5232	2499.5072	468			SIK1	SIK1	0.9619	468	1
1_MACS_peak_21454_lociStitched	chr5	138719520	138730395	1	10876	36267.0375	2792.7	469	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.7121999999999997	469	1
4_MACS_peak_8243_lociStitched	chr15	20968851	20997392	4	22729	37656.9954	4215.5057	470		BCL8	BCL8	NONE	NONE	470	1
2_MACS_peak_14660_lociStitched	chr2	153913607	153929211	2	13929	36411.934	2999.0888	471			ARL6IP6	ARL6IP6	NONE	471	1
1_MACS_peak_7686_lociStitched	chr14	50436059	50441281	1	5223	34061.5394	678.86	472		C14orf182	C14orf182	C14orf182	1.2801	472	1
1_MACS_peak_298_lociStitched	chr1	24644448	24650958	1	6511	34963.257	1646.379	473	GRHL3		GRHL3	GRHL3	0.6421	473	1
3_MACS_peak_8386_lociStitched	chr15	34618951	34635821	3	10377	36275.561	2980.929	474	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.3481	474	1
2_MACS_peak_14966_lociStitched	chr2	187909979	187921108	2	9385	35065.2532	1778.4142	475			ZSWIM2	ZSWIM2	NONE	475	1
1_MACS_peak_4562_lociStitched	chr11	60601554	60613581	1	12028	35852.487	2590.6158	476	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.584	476	1
2_MACS_peak_25214_lociStitched	chr8	19551521	19566831	2	10873	35456.429	2538.398	477		CSGALNACT1	CSGALNACT1	CSGALNACT1	0.2388	477	1
1_MACS_peak_2522_lociStitched	chr1	226308570	226317119	1	8550	35371.4875	2502.2923	478			ACBD3	ACBD3	NONE	478	1
1_MACS_peak_23013_lociStitched	chr6	108986352	108997847	1	11496	34826.4015	1973.6915	479	FOXO3		NCRNA00222	NCRNA00222	NONE	479	1
1_MACS_peak_18506_lociStitched	chr3	150314245	150324216	1	9972	34829.7001	1983.2319	480	SELT	EIF2A,SERP1	SELT	SELT	0.8069	480	1
2_MACS_peak_11468_lociStitched	chr17	75433968	75447638	2	10205	35163.341	2334.836	481	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.403	481	1
2_MACS_peak_10400_lociStitched	chr17	6914833	6926262	2	7266	34831.0204	2114.365	482	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	2.5306	482	1
1_MACS_peak_2782_lociStitched	chr10	3823817	3829273	1	5457	33888.8528	1187.7712	483	KLF6		KLF6	KLF6	1.6905999999999999	483	1
2_MACS_peak_25316_lociStitched	chr8	28194956	28207488	2	9258	35379.0892	2683.1012	484	PNOC,ZNF395		PNOC	PNOC	0.7805	484	1
2_MACS_peak_8567_lociStitched	chr15	46994253	47009350	2	14694	35367.7419	2685.7563	485			SEMA6D	SEMA6D	NONE	485	1
3_MACS_peak_21767_lociStitched	chr5	171601105	171616224	3	12125	35776.0897	3146.2639	486	STK10	EFCAB9	STK10	STK10	0.1985	486	1
1_MACS_peak_1364_lociStitched	chr1	143741590	143746252	1	4663	34451.7138	1844.7534	487	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.47250000000000003	487	1
1_MACS_peak_24108_lociStitched	chr7	50343642	50357476	1	13835	35982.234	3423.915	488	IKZF1		IKZF1	IKZF1	0.2262	488	1
1_MACS_peak_9141_lociStitched	chr15	90637225	90646588	1	9364	34425.8784	1916.6061	489	IDH2		IDH2	IDH2	1.1518000000000002	489	1
2_MACS_peak_27659_lociStitched	chrX	42792159	42805844	2	9306	33682.8905	1217.965	490			PPP1R2P9	PPP1R2P9	NONE	490	1
1_MACS_peak_3999_lociStitched	chr10	130852346	130858835	1	6490	33658.443	1325.7027	491			MGMT	MGMT	NONE	491	1
1_MACS_peak_5477_lociStitched	chr12	4377484	4387486	1	10003	34380.8748	2057.4114	492	CCND2	C12orf5	CCND2	CCND2	0.7427999999999999	492	1
1_MACS_peak_10010_lociStitched	chr16	68501180	68507140	1	5961	33665.656	1360.072	493		SMPD3	SMPD3	SMPD3	0.6699999999999999	493	1
2_MACS_peak_47_lociStitched	chr1	2476627	2489367	2	7892	34326.656	2117.388	494	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	LOC115110	2.4884	494	1
2_MACS_peak_17003_lociStitched	chr22	39458577	39474796	2	13950	35195.23	3013.4902	495	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	APOBEC3C	1.524	495	1
3_MACS_peak_12265_lociStitched	chr19	2254596	2271866	3	12683	36045.944	3868.48	496	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.9037000000000001	496	1
4_MACS_peak_13730_lociStitched	chr2	47193850	47215302	4	13474	35921.374	3824.8916	497	TTC7A	MCFD2	MCFD2	MCFD2	0.337	497	1
1_MACS_peak_26760_lociStitched	chr9	93952024	93957751	1	5728	33457.134	1368.753	498			LOC100129316	LOC100129316	0.01859999999999999	498	1
1_MACS_peak_18828_lociStitched	chr3	182428364	182436494	1	8131	35017.536	2961.759	499			ATP11B	ATP11B	NONE	499	1
1_MACS_peak_26959_lociStitched	chr9	112728880	112739559	1	10680	34152.5099	2104.8309	500	PALM2-AKAP2		AKAP2	AKAP2	0.4426	500	1
3_MACS_peak_8413_lociStitched	chr15	38401684	38424230	3	12909	35805.3026	3776.455	501			SPRED1	SPRED1	NONE	501	1
