REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
1_MACS_peak_20478_lociStitched	chr5	6475441	6488664	1	13224	64156.6737	2452.8665	384	UBE2QL1		UBE2QL1	384	1
2_MACS_peak_16791_lociStitched	chr22	26974441	26992805	2	13195	47896.9848	3665.4544	385	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	385	1
4_MACS_peak_12275_lociStitched	chr19	2455333	2480609	4	13128	34698.8928	5492.4748	386	GADD45B,LMNB2	TIMM13	GADD45B	386	1
3_MACS_peak_5524_lociStitched	chr12	7022571	7038966	3	13120	19828.113	2675.664	387	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	387	1
2_MACS_peak_12688_lociStitched	chr19	19049630	19062878	2	13113	36488.9664	2261.4336	388	HOMER3	DDX49,GDF1,COPE	HOMER3	388	1
5_MACS_peak_14311_lociStitched	chr2	109220998	109239181	5	13096	16181.0517	2827.4565	389	LIMS1	LIMS1	LIMS1	389	1
3_MACS_peak_15887_lociStitched	chr20	34673438	34690730	3	13077	20347.4964	3031.2876	390		EPB41L1,LOC647979	EPB41L1	390	1
3_MACS_peak_6633_lociStitched	chr12	109161588	109181236	3	13021	31259.968	3528.7808	391	SSH1	CORO1C,SSH1	CORO1C	391	1
3_MACS_peak_3833_lociStitched	chr10	112145525	112158561	3	13016	29080.7088	2257.8352	392			SMNDC1	392	1
1_MACS_peak_14389_lociStitched	chr2	112455230	112468204	1	12975	103641.5016	3189.0092	393			ANAPC1	393	1
1_MACS_peak_16793_lociStitched	chr22	27003361	27016327	1	12967	67519.1484	2629.5048	394	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	394	1
2_MACS_peak_901_lociStitched	chr1	66736498	66750299	2	12965	25527.7097	2716.0368	395	PDE4B	PDE4B	PDE4B	395	1
2_MACS_peak_16977_lociStitched	chr22	38701119	38715052	2	12952	26248.3787	2867.4114	396	CSNK1E	TMEM184B	CSNK1E	396	1
3_MACS_peak_5228_lociStitched	chr11	117871225	117884633	3	12939	37817.264	2546.1792	397	IL10RA		IL10RA	397	1
2_MACS_peak_11075_lociStitched	chr17	47815624	47828599	2	12923	45887.385	2798.7075	398	FAM117A	MYST2,SLC35B1	FAM117A	398	1
3_MACS_peak_8413_lociStitched	chr15	38401684	38424230	3	12909	35805.3026	3776.455	399			SPRED1	399	1
2_MACS_peak_3840_lociStitched	chr10	112255772	112273442	2	12885	39962.472	3530.466	400	DUSP5		DUSP5	400	1
3_MACS_peak_15114_lociStitched	chr2	202039695	202060639	3	12859	22977.6624	3761.5424	401	CASP10	CASP8	CASP10	401	1
2_MACS_peak_25438_lociStitched	chr8	38811161	38824513	2	12844	39345.6736	2661.0536	402	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	402	1
2_MACS_peak_18746_lociStitched	chr3	176908569	176921658	2	12840	70407.0399	3802.3545	403	TBL1XR1		TBL1XR1	403	1
4_MACS_peak_11487_lociStitched	chr17	76162134	76184144	4	12834	27171.345	3442.364	404	C17orf99,SYNGR2,AFMID,TK1	TMC8,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	404	1
4_MACS_peak_21831_lociStitched	chr5	176717202	176740532	4	12827	23850.259	4381.374	405	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	405	1
1_MACS_peak_16004_lociStitched	chr20	43269658	43282453	1	12796	44625.1215	2892.9495	406	ADA	LOC79015	ADA	406	1
2_MACS_peak_19813_lociStitched	chr4	103532557	103547067	2	12792	28853.135	2726.429	407	NFKB1		NFKB1	407	1
3_MACS_peak_11998_lociStitched	chr18	52929744	52948131	3	12748	34738.5591	3201.1767	408	TCF4		CCDC68	408	1
3_MACS_peak_27630_lociStitched	chrX	39953205	39969534	3	12746	24010.1616	1371.636	409	BCOR		BCOR	409	1
2_MACS_peak_17343_lociStitched	chr3	14725440	14742281	2	12733	67288.2155	2888.2315	410	C3orf20	C3orf19	C3orf20	410	1
5_MACS_peak_1379_lociStitched	chr1	144684824	144709836	5	12725	23733.8868	4472.1456	411	NBPF9	LOC653513	LOC653513	411	1
2_MACS_peak_16573_lociStitched	chr21	45194786	45210452	2	12715	40542.0414	3800.5716	412	RRP1,CSTB	LOC284837	CSTB	412	1
1_MACS_peak_2325_lociStitched	chr1	209273505	209286207	1	12703	94114.1988	3625.1508	413			LOC642587	413	1
3_MACS_peak_12265_lociStitched	chr19	2254596	2271866	3	12683	36045.944	3868.48	414	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	414	1
2_MACS_peak_2364_lociStitched	chr1	211743140	211756514	2	12680	23352.3414	3925.269	415	SLC30A1		SLC30A1	415	1
2_MACS_peak_18823_lociStitched	chr3	182097996	182113830	2	12650	23388.4014	3111.381	416			ATP11B	416	1
2_MACS_peak_16768_lociStitched	chr22	24535666	24554089	2	12641	26976.7989	2862.9342	417	CABIN1	SUSD2	SUSD2	417	1
2_MACS_peak_14676_lociStitched	chr2	158293618	158311489	2	12638	54888.9894	3558.1161	418	CYTIP		CYTIP	418	1
4_MACS_peak_4110_lociStitched	chr11	3874391	3893340	4	12606	20760.5244	3742.4275	419	STIM1	PGAP2,RHOG	STIM1	419	1
3_MACS_peak_12617_lociStitched	chr19	16693770	16711468	3	12599	64259.6682	3849.315	420	MED26	CHERP,SLC35E1	SLC35E1	420	1
1_MACS_peak_3839_lociStitched	chr10	112214378	112226925	1	12548	97413.6533	2796.7263	421		DUSP5	DUSP5	421	1
3_MACS_peak_15016_lociStitched	chr2	192530123	192546614	3	12532	44581.7694	3098.6589	422	OBFC2A		OBFC2A	422	1
5_MACS_peak_13509_lociStitched	chr2	27293502	27310813	5	12530	16308.6931	3032.8872	423	EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	423	1
4_MACS_peak_27888_lociStitched	chrX	70836892	70857350	4	12527	19357.3596	1552.7622	424	BCYRN1,CXCR3	ACRC	CXCR3	424	1
2_MACS_peak_15369_lociStitched	chr2	231725735	231739989	2	12510	55150.1514	1338.4506	425	ITM2C	GPR55	ITM2C	425	1
3_MACS_peak_2240_lociStitched	chr1	205279631	205295144	3	12494	25511.1285	3754.146	426	NUAK2	KLHDC8A	NUAK2	426	1
4_MACS_peak_4654_lociStitched	chr11	64611216	64634037	4	12476	22072.4712	3455.0994	427	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	427	1
1_MACS_peak_13668_lociStitched	chr2	43395054	43407526	1	12473	32412.2336	2228.7464	428		LOC100129726,ZFP36L2	ZFP36L2	428	1
1_MACS_peak_11786_lociStitched	chr18	22928779	22941236	1	12458	17727.5567	2076.5819	429	ZNF521		ZNF521	429	1
4_MACS_peak_13066_lociStitched	chr19	47728782	47748507	4	12450	32218.815	3090.9075	430	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	430	1
3_MACS_peak_8054_lociStitched	chr14	91781622	91801900	3	12445	18347.5344	1887.8818	431	CCDC88C		GPR68	431	1
3_MACS_peak_6440_lociStitched	chr12	92825031	92841945	3	12435	23701.5882	2581.0764	432		CLLU1,CLLU1OS	CLLU1OS	432	1
2_MACS_peak_24120_lociStitched	chr7	52772658	52788949	2	12428	46834.9959	2455.0537	433			POM121L12	433	1
3_MACS_peak_12437_lociStitched	chr19	10329270	10348297	3	12402	37361.4172	3244.1035	434	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	434	1
3_MACS_peak_20057_lociStitched	chr4	140148058	140166210	3	12395	25369.2352	2659.268	435		C4orf49	C4orf49	435	1
3_MACS_peak_18975_lociStitched	chr3	193847498	193860638	3	12393	18030.708	2821.158	436	HES1		HES1	436	1
3_MACS_peak_4937_lociStitched	chr11	78161747	78178881	3	12374	42360.3882	2590.6608	437	NARS2	GAB2	GAB2	437	1
4_MACS_peak_2791_lociStitched	chr10	4161772	4179761	4	12364	25033.4924	2824.273	438			KLF6	438	1
3_MACS_peak_16055_lociStitched	chr20	46113524	46132532	3	12354	26516.16	3138.2208	439	NCOA3		NCOA3	439	1
3_MACS_peak_27569_lociStitched	chrX	30578613	30597600	3	12314	23462.2359	1917.687	440	CXorf21		CXorf21	440	1
1_MACS_peak_14119_lociStitched	chr2	86218540	86230839	1	12300	95161.0527	2441.3515	441		LOC90784	LOC90784	441	1
3_MACS_peak_5587_lociStitched	chr12	10186105	10206616	3	12294	24313.7394	3292.0155	442	CLEC9A	CLEC12B,CLEC1B,CLEC1A	CLEC9A	442	1
1_MACS_peak_7453_lociStitched	chr13	114556011	114568292	1	12282	80558.4476	3392.0122	443	GAS6	FLJ44054,GAS6	GAS6	443	1
3_MACS_peak_2637_lociStitched	chr1	234734131	234750457	3	12280	64179.1386	4814.5374	444	IRF2BP2	NCRNA00184	IRF2BP2	444	1
3_MACS_peak_2835_lociStitched	chr10	6953826	6973695	3	12278	85011.5034	3922.1406	445			LOC439949	445	1
1_MACS_peak_7122_lociStitched	chr13	46269233	46281490	1	12258	36496.4432	1234.2799	446	SPERT		SPERT	446	1
3_MACS_peak_19320_lociStitched	chr4	38063158	38078374	3	12236	13157.2752	2090.6784	447	TBC1D1		PTTG2	447	1
3_MACS_peak_25347_lociStitched	chr8	29490591	29505939	3	12233	26350.9812	2719.6656	448			C8orf75	448	1
2_MACS_peak_7522_lociStitched	chr14	23023273	23039594	2	12193	24422.7444	1553.7592	449	DAD1	ABHD4	DAD1	449	1
2_MACS_peak_1404_lociStitched	chr1	145426743	145442013	2	12168	58980.375	4246.587	450	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	450	1
2_MACS_peak_23316_lociStitched	chr6	137972981	137988219	2	12166	27018.4978	2994.267	451			OLIG3	451	1
2_MACS_peak_1652_lociStitched	chr1	155903050	155919346	2	12165	29499.0192	3774.1536	452	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	452	1
4_MACS_peak_16422_lociStitched	chr21	34732898	34757415	4	12147	29516.0163	6320.4826	453		IFNAR1,IFNGR2	IFNGR2	453	1
3_MACS_peak_22133_lociStitched	chr6	20197279	20214300	3	12129	24695.7689	2753.9978	454	MBOAT1		MBOAT1	454	1
3_MACS_peak_21767_lociStitched	chr5	171601105	171616224	3	12125	35776.0897	3146.2639	455	STK10	EFCAB9	STK10	455	1
2_MACS_peak_19509_lociStitched	chr4	69431886	69445039	2	12100	66170.1124	2497.7547	456	UGT2B15,UGT2B17		UGT2B17	456	1
2_MACS_peak_22215_lociStitched	chr6	26355063	26367225	2	12097	33623.0652	2583.2088	457	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	457	1
1_MACS_peak_359_lociStitched	chr1	27018210	27030300	1	12091	28332.915	3055.143	458	ARID1A		ARID1A	458	1
2_MACS_peak_16295_lociStitched	chr21	16046533	16061562	2	12081	42901.7834	2963.7188	459			SAMSN1	459	1
4_MACS_peak_12551_lociStitched	chr19	13943794	13962152	4	12077	51314.2816	2996.0256	460	LOC284454,MIR24-2,MIR23A,MIR27A	ZSWIM4,MIR181C,MIR181D,NANOS3	MIR23A	460	1
1_MACS_peak_9874_lociStitched	chr16	56942621	56954663	1	12043	72267.6546	2632.3812	461	SLC12A3	HERPUD1,CETP	HERPUD1	461	1
4_MACS_peak_3823_lociStitched	chr10	111966993	111986601	4	12036	18994.2696	3278.4576	462	MXI1		MXI1	462	1
2_MACS_peak_22341_lociStitched	chr6	31694439	31709374	2	12032	42661.8275	3496.2835	463	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	463	1
3_MACS_peak_2910_lociStitched	chr10	14686387	14704362	3	12031	32126.7175	3082.7125	464	FAM107B		FAM107B	464	1
1_MACS_peak_4562_lociStitched	chr11	60601554	60613581	1	12028	35852.487	2590.6158	465	CCDC86	MS4A10,ZP1,GPR44	CCDC86	465	1
3_MACS_peak_22236_lociStitched	chr6	27098261	27116277	3	12004	28074.3328	3673.4624	466	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	466	1
2_MACS_peak_3120_lociStitched	chr10	43890585	43906102	2	11999	21472.4246	3025.815	467	HNRNPF	FXYD4,ZNF487P	HNRNPF	467	1
1_MACS_peak_21904_lociStitched	chr6	388892	400889	1	11998	22129.6662	2513.3715	468	IRF4		IRF4	468	1
2_MACS_peak_15338_lociStitched	chr2	227768763	227782839	2	11959	39726.6948	2594.2068	469	RHBDD1		RHBDD1	469	1
4_MACS_peak_14203_lociStitched	chr2	96889916	96912951	4	11959	27798.638	4084.1055	470	LOC285033	CIAO1,STARD7,TMEM127	LOC285033	470	1
2_MACS_peak_7278_lociStitched	chr13	77898647	77915294	2	11948	48907.2213	3620.7225	471	MYCBP2		MYCBP2	471	1
4_MACS_peak_8365_lociStitched	chr15	33296357	33315391	4	11942	40038.019	3315.7228	472	FMN1		FMN1	472	1
2_MACS_peak_27032_lociStitched	chr9	117659628	117674004	2	11941	25796.2944	2629.3704	473	TNFSF8		TNFSF8	473	1
3_MACS_peak_20937_lociStitched	chr5	75585050	75601248	3	11934	16533.2986	2361.6684	474	SV2C		IQGAP2	474	1
3_MACS_peak_20830_lociStitched	chr5	61910408	61925617	3	11933	16468.3052	1926.9803	475	IPO11	LRRC70	LRRC70	475	1
3_MACS_peak_12241_lociStitched	chr19	1847189	1865850	3	11916	37654.1658	3525.0629	476	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	476	1
2_MACS_peak_21179_lociStitched	chr5	109024007	109036880	2	11884	31569.7452	2829.4854	477	MAN2A1		MAN2A1	477	1
3_MACS_peak_22609_lociStitched	chr6	52157110	52173900	3	11880	31486.287	2904.67	478		IL17F,MCM3	MCM3	478	1
1_MACS_peak_23704_lociStitched	chr7	8163789	8175649	1	11861	33211.558	2358.954	479	ICA1		ICA1	479	1
1_MACS_peak_22052_lociStitched	chr6	11826716	11838571	1	11856	91786.152	2583.2045	480		C6orf105	C6orf105	480	1
2_MACS_peak_22521_lociStitched	chr6	42737875	42752716	2	11788	38856.7062	2466.5742	481		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	481	1
3_MACS_peak_16231_lociStitched	chr20	61273088	61291116	3	11785	36306.5892	2709.6084	482	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	482	1
4_MACS_peak_27258_lociStitched	chr9	134595245	134615393	4	11771	25378.4208	3231.7392	483	RAPGEF1	RAPGEF1	RAPGEF1	483	1
3_MACS_peak_1284_lociStitched	chr1	115236006	115251268	3	11745	24069.7002	1459.0472	484	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	484	1
2_MACS_peak_23364_lociStitched	chr6	139682252	139698248	2	11737	30198.8484	3205.5984	485	CITED2		CITED2	485	1
2_MACS_peak_6402_lociStitched	chr12	89737798	89749887	2	11732	55878.9847	3083.9039	486	DUSP6		DUSP6	486	1
1_MACS_peak_6019_lociStitched	chr12	51311753	51323474	1	11722	37803.7413	2378.1909	487	METTL7A	HIGD1C	METTL7A	487	1
5_MACS_peak_7286_lociStitched	chr13	78593185	78608143	5	11714	19182.1392	2091.1284	488		EDNRB	EDNRB	488	1
1_MACS_peak_16193_lociStitched	chr20	56047005	56058708	1	11704	56121.7365	2482.2063	489		CTCFL	CTCFL	489	1
5_MACS_peak_25785_lociStitched	chr8	95987511	96010308	5	11695	10776.1419	1655.0622	490		C8orf38,TP53INP1	TP53INP1	490	1
5_MACS_peak_21035_lociStitched	chr5	87954355	87976744	5	11694	41406.2166	3924.7917	491	LOC645323,MIR9-2		MIR9-2	491	1
2_MACS_peak_21275_lociStitched	chr5	121647041	121661460	2	11691	16651.0612	1976.8449	492	SNCAIP		SNCAIP	492	1
1_MACS_peak_21528_lociStitched	chr5	142774438	142786106	1	11669	31193.2312	2276.4268	493	NR3C1		NR3C1	493	1
1_MACS_peak_21568_lociStitched	chr5	148204614	148216269	1	11656	41353.1055	3407.922	494	ADRB2		ADRB2	494	1
2_MACS_peak_6364_lociStitched	chr12	80683266	80695257	2	11655	22703.7594	2092.4295	495	C12orf64		C12orf64	495	1
3_MACS_peak_21994_lociStitched	chr6	7135020	7148298	3	11652	26342.2242	3099.0852	496	RREB1		RREB1	496	1
1_MACS_peak_27454_lociStitched	chrX	12883395	12895040	1	11646	28058.6275	1060.8595	497	TLR7	TLR8	TLR7	497	1
3_MACS_peak_9180_lociStitched	chr15	93346059	93364842	3	11645	37872.1629	3454.1937	498		ASB9P1	ASB9P1	498	1
1_MACS_peak_17270_lociStitched	chr3	8697818	8709455	1	11638	32511.4506	2147.0265	499		C3orf32	C3orf32	499	1
3_MACS_peak_17405_lociStitched	chr3	20080113	20097976	3	11627	16860.8857	2856.2937	500	KAT2B	C3orf48	KAT2B	500	1
4_MACS_peak_27590_lociStitched	chrX	37604533	37623824	4	11618	24200.5595	1801.7794	501		CYBB	CYBB	501	1
5_MACS_peak_18989_lociStitched	chr3	194864721	194882610	5	11615	20853.2073	4026.8139	502	C3orf21		C3orf21	502	1
2_MACS_peak_24084_lociStitched	chr7	47513132	47524956	2	11614	51815.1328	3190.1152	503	TNS3		TNS3	503	1
1_MACS_peak_1399_lociStitched	chr1	145187757	145199359	1	11603	22018.2756	5710.5044	504		NOTCH2NL	NOTCH2NL	504	1
3_MACS_peak_27091_lociStitched	chr9	126082858	126104007	3	11600	37535.2452	3734.9134	505		CRB2	CRB2	505	1
1_MACS_peak_5921_lociStitched	chr12	46776023	46787612	1	11590	36086.9871	2285.3508	506		SLC38A2	SLC38A2	506	1
4_MACS_peak_23962_lociStitched	chr7	37375094	37394136	4	11574	20561.5516	3532.291	507	ELMO1		ELMO1	507	1
3_MACS_peak_21046_lociStitched	chr5	88563518	88580678	3	11535	54924.012	3032.172	508			MEF2C	508	1
2_MACS_peak_15697_lociStitched	chr20	17826284	17840572	2	11529	24241.0208	2524.6896	509			SNORD17	509	1
3_MACS_peak_27164_lociStitched	chr9	130531745	130550032	3	11528	25901.7068	3169.1371	510	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	510	1
4_MACS_peak_4964_lociStitched	chr11	82666394	82689957	4	11516	23216.6239	3628.702	511			C11orf82	511	1
2_MACS_peak_3352_lociStitched	chr10	72249098	72260734	2	11499	23481.448	2725.1512	512	KIAA1274	NODAL	KIAA1274	512	1
1_MACS_peak_23013_lociStitched	chr6	108986352	108997847	1	11496	34826.4015	1973.6915	513	FOXO3		NCRNA00222	513	1
4_MACS_peak_24311_lociStitched	chr7	76950076	76967841	4	11495	27136.0375	2893.9185	514	PION		PION	514	1
2_MACS_peak_19342_lociStitched	chr4	38984961	39000026	2	11485	33635.6255	2200.9965	515	TMEM156	KLHL5	TMEM156	515	1
2_MACS_peak_14961_lociStitched	chr2	187809056	187821284	2	11408	50244.852	2492.0664	516			ZSWIM2	516	1
1_MACS_peak_26029_lociStitched	chr8	129277359	129288744	1	11386	27734.9985	2365.803	517			MIR1208	517	1
1_MACS_peak_28115_lociStitched	chrX	119434344	119445727	1	11384	30514.4081	1648.2584	518	FAM70A	ZBTB33	FAM70A	518	1
1_MACS_peak_1599_lociStitched	chr1	154755459	154766836	1	11378	45353.2728	3443.8179	519	KCNN3		KCNN3	519	1
3_MACS_peak_407_lociStitched	chr1	28558609	28577103	3	11370	24469.4114	3454.6792	520	ATPIF1,DNAJC8	SESN2,PTAFR	ATPIF1	520	1
3_MACS_peak_6629_lociStitched	chr12	109071866	109088295	3	11362	40356.1956	3354.8018	521	CORO1C	SELPLG	CORO1C	521	1
4_MACS_peak_7079_lociStitched	chr13	42061475	42078340	4	11354	19334.036	1787.69	522		C13orf15	C13orf15	522	1
3_MACS_peak_10125_lociStitched	chr16	79629118	79640902	3	11333	28763.5656	1318.6296	523	MAF		MAF	523	1
2_MACS_peak_13916_lociStitched	chr2	65609131	65622978	2	11301	16786.7181	2398.3004	524	SPRED2	SPRED2	SPRED2	524	1
2_MACS_peak_18340_lociStitched	chr3	130557047	130574164	2	11294	18532.5759	3217.996	525	ATP2C1	ATP2C1	ATP2C1	525	1
2_MACS_peak_27735_lociStitched	chrX	48768130	48779543	2	11293	25931.4773	1651.4611	526	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	526	1
5_MACS_peak_847_lociStitched	chr1	59470468	59487134	5	11281	16492.6736	2829.8868	527			LOC729467	527	1
4_MACS_peak_13091_lociStitched	chr19	48823745	48837947	4	11266	22856.6988	3061.9512	528	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	528	1
2_MACS_peak_20339_lociStitched	chr4	185262992	185278099	2	11240	48286.5041	3136.2132	529			IRF2	529	1
2_MACS_peak_14678_lociStitched	chr2	158322570	158338085	2	11236	66430.5755	3507.9415	530		CYTIP	CYTIP	530	1
3_MACS_peak_24619_lociStitched	chr7	110713757	110735017	3	11208	19157.386	4226.488	531	LRRN3,IMMP2L		LRRN3	531	1
2_MACS_peak_24024_lociStitched	chr7	43684443	43699496	2	11206	47129.4377	2575.5683	532	C7orf44		STK17A	532	1
1_MACS_peak_26290_lociStitched	chr9	9604809	9615988	1	11180	37447.4142	2277.1623	533	PTPRD		PTPRD	533	1
4_MACS_peak_17028_lociStitched	chr22	39910955	39929580	4	11180	24774.975	3371.125	534	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	534	1
4_MACS_peak_8764_lociStitched	chr15	65183178	65205149	4	11179	55254.8679	4264.5711	535	ANKDD1A	PLEKHO2	ANKDD1A	535	1
2_MACS_peak_2362_lociStitched	chr1	211686999	211702958	2	11178	26185.5272	4170.0867	536		RD3,SLC30A1	RD3	536	1
2_MACS_peak_22049_lociStitched	chr6	11722145	11734241	2	11168	37231.488	2107.1232	537	C6orf105		C6orf105	537	1
4_MACS_peak_3969_lociStitched	chr10	126407138	126424645	4	11155	18960.081	3068.9771	538	FAM53B		FAM53B	538	1
1_MACS_peak_269_lociStitched	chr1	23879655	23890794	1	11140	22726.9017	2170.9911	539	ID3	E2F2	ID3	539	1
3_MACS_peak_5345_lociStitched	chr11	126056217	126069232	3	11139	41481.408	2316.67	540		FAM118B,RPUSD4	RPUSD4	540	1
1_MACS_peak_2582_lociStitched	chr1	230238299	230249423	1	11125	27329.4432	3290.4792	541	GALNT2		GALNT2	541	1
4_MACS_peak_20767_lociStitched	chr5	55954067	55969986	4	11124	24106.1417	2599.5727	542			MAP3K1	542	1
2_MACS_peak_1547_lociStitched	chr1	151891476	151903627	2	11118	18139.0128	2985.5007	543		THEM4	THEM4	543	1
5_MACS_peak_9956_lociStitched	chr16	67184099	67209110	5	11118	18037.9332	3796.6698	544	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	544	1
4_MACS_peak_5501_lociStitched	chr12	6551980	6572439	4	11109	44438.9939	3958.8165	545	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	545	1
1_MACS_peak_2269_lociStitched	chr1	206727537	206738641	1	11105	47930.416	3604.3584	546	RASSF5	LGTN	RASSF5	546	1
1_MACS_peak_16747_lociStitched	chr22	23515652	23526744	1	11093	34181.1072	2279.406	547	BCR	RAB36,RTDR1	BCR	547	1
1_MACS_peak_5760_lociStitched	chr12	27329675	27340753	1	11079	23582.8464	2471.5018	548			STK38L	548	1
1_MACS_peak_12078_lociStitched	chr18	60821054	60832121	1	11068	99140.3994	2934.9684	549	BCL2		BCL2	549	1
3_MACS_peak_21602_lociStitched	chr5	150459569	150475771	3	11039	22057.4028	3021.673	550	TNIP1	ANXA6	TNIP1	550	1
3_MACS_peak_5469_lociStitched	chr12	4216172	4230561	3	11009	59685.572	3004.4232	551			CCND2	551	1
3_MACS_peak_6543_lociStitched	chr12	101624675	101640613	3	11006	23750.8076	2363.6054	552		UTP20,SLC5A8	SLC5A8	552	1
1_MACS_peak_20336_lociStitched	chr4	185200460	185211453	1	10994	105449.2532	3117.6148	553			ENPP6	553	1
1_MACS_peak_19828_lociStitched	chr4	105406832	105417812	1	10981	52215.39	2290.428	554	CXXC4		CXXC4	554	1
6_MACS_peak_9675_lociStitched	chr16	29464279	29487969	6	10981	13399.064	5100.457	555	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	555	1
4_MACS_peak_12220_lociStitched	chr19	1258433	1277385	4	10972	38305.7824	3943.9112	556	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	556	1
1_MACS_peak_18325_lociStitched	chr3	129026633	129037585	1	10953	23176.6224	2285.6824	557	C3orf47,H1FX	C3orf37	C3orf47	557	1
4_MACS_peak_11585_lociStitched	chr17	80447721	80466005	4	10930	15934.506	2583.5292	558		NARF,FOXK2,C17orf62	FOXK2	558	1
1_MACS_peak_2072_lociStitched	chr1	192540448	192551376	1	10929	32779.6288	3371.288	559	RGS1		RGS1	559	1
1_MACS_peak_3588_lociStitched	chr10	91803205	91814119	1	10915	62085.3804	2117.316	560			KIF20B	560	1
2_MACS_peak_6849_lociStitched	chr12	125397885	125413131	2	10897	40250.9646	1901.1762	561	UBC	SCARB1	UBC	561	1
1_MACS_peak_21454_lociStitched	chr5	138719520	138730395	1	10876	36267.0375	2792.7	562	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	562	1
2_MACS_peak_25214_lociStitched	chr8	19551521	19566831	2	10873	35456.429	2538.398	563		CSGALNACT1	CSGALNACT1	563	1
4_MACS_peak_10445_lociStitched	chr17	8088473	8104436	4	10871	12227.658	3135.1332	564	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	564	1
1_MACS_peak_4330_lociStitched	chr11	26125714	26136583	1	10870	50147.3922	2203.1463	565			ANO3	565	1
3_MACS_peak_24247_lociStitched	chr7	74057038	74076422	3	10864	21655.8048	3301.0952	566	GTF2I		GTF2I	566	1
2_MACS_peak_17789_lociStitched	chr3	52730126	52746184	2	10863	33924.1308	2937.0082	567	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	567	1
3_MACS_peak_8735_lociStitched	chr15	63765630	63780636	3	10856	16014.4032	2584.0332	568		USP3	USP3	568	1
3_MACS_peak_15186_lociStitched	chr2	207996937	208015064	3	10848	23501.6555	3106.9678	569	KLF7	MIR2355	KLF7	569	1
4_MACS_peak_11009_lociStitched	chr17	45265306	45285178	4	10848	25557.3792	3284.8416	570	CDC27	MYL4,ITGB3	CDC27	570	1
3_MACS_peak_20347_lociStitched	chr4	185366302	185381172	3	10831	20334.725	2859.501	571	IRF2		IRF2	571	1
4_MACS_peak_13231_lociStitched	chr19	56145567	56167723	4	10825	25563.5928	3354.4184	572	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	572	1
2_MACS_peak_8698_lociStitched	chr15	59266354	59281209	2	10824	29614.928	2938.319	573	RNF111	SLTM	RNF111	573	1
