#09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_ROSE/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam
#Using cutoff of 19777.978 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
2_MACS_peak_17789_lociStitched	chr3	52730126	52746184	2	10863	33924.1308	2937.0082	574	1
3_MACS_peak_27164_lociStitched	chr9	130531745	130550032	3	11528	25901.7068	3169.1371	575	1
2_MACS_peak_6364_lociStitched	chr12	80683266	80695257	2	11655	22703.7594	2092.4295	576	1
1_MACS_peak_26959_lociStitched	chr9	112728880	112739559	1	10680	34152.5099	2104.8309	577	1
1_MACS_peak_2072_lociStitched	chr1	192540448	192551376	1	10929	32779.6288	3371.288	578	1
2_MACS_peak_10227_lociStitched	chr16	89033197	89046401	2	9904	39445.6296	1356.0508	579	1
2_MACS_peak_15697_lociStitched	chr20	17826284	17840572	2	11529	24241.0208	2524.6896	581	1
1_MACS_peak_300_lociStitched	chr1	24709940	24720750	1	10811	32920.774	2620.344	582	1
1_MACS_peak_16558_lociStitched	chr21	44724558	44734990	1	10433	36017.5232	2499.5072	584	1
1_MACS_peak_23328_lociStitched	chr6	138186755	138196532	1	9778	41322.4905	2782.5342	585	1
2_MACS_peak_27735_lociStitched	chrX	48768130	48779543	2	11293	25931.4773	1651.4611	586	1
1_MACS_peak_11458_lociStitched	chr17	75203559	75212039	1	8481	48033.264	1951.248	587	1
2_MACS_peak_3352_lociStitched	chr10	72249098	72260734	2	11499	23481.448	2725.1512	589	1
3_MACS_peak_8386_lociStitched	chr15	34618951	34635821	3	10377	36275.561	2980.929	590	1
1_MACS_peak_26079_lociStitched	chr8	134576580	134585946	1	9367	42344.6226	2150.4336	592	1
3_MACS_peak_407_lociStitched	chr1	28558609	28577103	3	11370	24469.4114	3454.6792	593	1
1_MACS_peak_2582_lociStitched	chr1	230238299	230249423	1	11125	27329.4432	3290.4792	595	1
2_MACS_peak_19019_lociStitched	chr3	196357876	196371432	2	10698	32217.1896	3692.6544	599	1
2_MACS_peak_26748_lociStitched	chr9	93698993	93708934	2	8284	47448.393	1892.7664	600	1
2_MACS_peak_24985_lociStitched	chr7	150124584	150134471	2	9240	43137.9697	3117.3711	601	1
2_MACS_peak_11468_lociStitched	chr17	75433968	75447638	2	10205	35163.341	2334.836	602	1
2_MACS_peak_8698_lociStitched	chr15	59266354	59281209	2	10824	29614.928	2938.319	603	1
2_MACS_peak_2362_lociStitched	chr1	211686999	211702958	2	11178	26185.5272	4170.0867	604	1
4_MACS_peak_17028_lociStitched	chr22	39910955	39929580	4	11180	24774.975	3371.125	606	1
2_MACS_peak_24983_lociStitched	chr7	150100490	150113936	2	8920	44732.1528	3253.932	607	1
3_MACS_peak_20723_lociStitched	chr5	54031571	54050611	3	10803	28927.472	2819.824	608	1
4_MACS_peak_13091_lociStitched	chr19	48823745	48837947	4	11266	22856.6988	3061.9512	609	1
4_MACS_peak_20767_lociStitched	chr5	55954067	55969986	4	11124	24106.1417	2599.5727	610	1
2_MACS_peak_1688_lociStitched	chr1	156709150	156722919	2	10432	33359.5332	3771.3291	611	1
1_MACS_peak_4086_lociStitched	chr11	2791932	2801799	1	9868	36531.5808	2032.602	612	1
2_MACS_peak_14917_lociStitched	chr2	182025434	182036547	2	10579	29668.3761	1763.6331	615	1
2_MACS_peak_18515_lociStitched	chr3	151910799	151921782	2	10594	29795.7807	2305.3317	617	1
1_MACS_peak_269_lociStitched	chr1	23879655	23890794	1	11140	22726.9017	2170.9911	618	1
1_MACS_peak_5760_lociStitched	chr12	27329675	27340753	1	11079	23582.8464	2471.5018	619	1
1_MACS_peak_2915_lociStitched	chr10	14775549	14786333	1	10785	26920.0992	2115.8208	620	1
1_MACS_peak_267_lociStitched	chr1	23849182	23858947	1	9766	37049.3865	2499.84	621	1
1_MACS_peak_18506_lociStitched	chr3	150314245	150324216	1	9972	34829.7001	1983.2319	622	1
1_MACS_peak_18367_lociStitched	chr3	133159524	133169707	1	10184	32962.371	2086.4967	623	1
3_MACS_peak_6543_lociStitched	chr12	101624675	101640613	3	11006	23750.8076	2363.6054	624	1
1_MACS_peak_5477_lociStitched	chr12	4377484	4387486	1	10003	34380.8748	2057.4114	625	1
1_MACS_peak_6483_lociStitched	chr12	94595928	94604558	1	8631	43969.85	2057.392	626	1
1_MACS_peak_26033_lociStitched	chr8	129664355	129673618	1	9264	39903.1514	2010.071	627	1
1_MACS_peak_2109_lociStitched	chr1	197740098	197749726	1	9629	38072.9632	2978.9032	628	1
1_MACS_peak_18325_lociStitched	chr3	129026633	129037585	1	10953	23176.6224	2285.6824	630	1
4_MACS_peak_11009_lociStitched	chr17	45265306	45285178	4	10848	25557.3792	3284.8416	631	1
2_MACS_peak_11459_lociStitched	chr17	75229151	75244065	2	9689	36555.7054	2583.1048	632	1
3_MACS_peak_15054_lociStitched	chr2	197126398	197142347	3	10755	25799.1024	2625.2054	634	1
4_MACS_peak_13231_lociStitched	chr19	56145567	56167723	4	10825	25563.5928	3354.4184	635	1
2_MACS_peak_24776_lociStitched	chr7	128572200	128582642	2	8360	45895.7226	3533.5728	637	1
2_MACS_peak_25388_lociStitched	chr8	33409761	33425502	2	10483	28722.6027	2702.7297	638	1
1_MACS_peak_4403_lociStitched	chr11	35159457	35169447	1	9991	33171.795	2328.669	640	1
1_MACS_peak_7293_lociStitched	chr13	78688196	78697261	1	9066	39641.245	1803.935	642	1
3_MACS_peak_18810_lociStitched	chr3	181416821	181433253	3	10492	28879.24	3429.3584	644	1
2_MACS_peak_1551_lociStitched	chr1	152006342	152021853	2	9882	36075.4838	4630.0335	645	1
2_MACS_peak_6332_lociStitched	chr12	77452485	77465044	2	10059	32320.5865	2641.1577	646	1
1_MACS_peak_2510_lociStitched	chr1	226062458	226071896	1	9439	37496.2302	2646.4152	647	1
2_MACS_peak_27014_lociStitched	chr9	117126367	117136922	2	10491	27199.1795	2109.9445	648	1
3_MACS_peak_15186_lociStitched	chr2	207996937	208015064	3	10848	23501.6555	3106.9678	649	1
2_MACS_peak_6429_lociStitched	chr12	92525751	92541932	2	10409	29488.2544	3545.2571	650	1
2_MACS_peak_2780_lociStitched	chr10	3798369	3808805	2	10206	29886.6168	1972.404	651	1
1_MACS_peak_21355_lociStitched	chr5	130708641	130718992	1	10352	28544.9527	2284.4657	652	1
3_MACS_peak_22253_lociStitched	chr6	27790751	27808057	3	10266	30373.7606	3211.9936	653	1
3_MACS_peak_22187_lociStitched	chr6	26020252	26035644	3	10681	24656.4448	2941.4112	655	1
2_MACS_peak_7454_lociStitched	chr13	114581619	114594912	2	10765	22514.3541	2041.8048	656	1
2_MACS_peak_8648_lociStitched	chr15	52965054	52977319	2	10186	29930.2795	2497.154	658	1
2_MACS_peak_6479_lociStitched	chr12	94540831	94553467	2	10488	26212.1184	2336.3964	659	1
1_MACS_peak_22969_lociStitched	chr6	106609412	106618157	1	8746	40825.158	2072.565	660	1
1_MACS_peak_1044_lociStitched	chr1	87792825	87803474	1	10650	23327.6994	2108.502	663	1
1_MACS_peak_20335_lociStitched	chr4	185183994	185192140	1	8147	44104.0732	2176.6112	664	1
5_MACS_peak_21072_lociStitched	chr5	90561307	90577830	5	10683	22672.8606	2374.3551	666	1
1_MACS_peak_22628_lociStitched	chr6	52527155	52536985	1	9831	32262.06	2688.505	670	1
2_MACS_peak_14966_lociStitched	chr2	187909979	187921108	2	9385	35065.2532	1778.4142	672	1
1_MACS_peak_6298_lociStitched	chr12	72078828	72089475	1	10648	22319.3061	2262.4875	673	1
3_MACS_peak_11799_lociStitched	chr18	24028042	24043456	3	10581	23569.5474	2571.0552	674	1
1_MACS_peak_21808_lociStitched	chr5	175076303	175086624	1	10322	26313.3895	2141.6075	676	1
2_MACS_peak_399_lociStitched	chr1	28352108	28364269	2	10178	28121.0964	2342.2086	678	1
2_MACS_peak_18083_lociStitched	chr3	104237303	104247047	2	9568	33467.7168	1880.592	679	1
1_MACS_peak_2783_lociStitched	chr10	3845873	3854747	1	8875	38814.876	2116.449	680	1
2_MACS_peak_9608_lociStitched	chr16	23372941	23386702	2	9240	35942.3559	1859.1111	681	1
1_MACS_peak_22575_lociStitched	chr6	45386781	45396647	1	9867	30468.1812	1888.3524	682	1
2_MACS_peak_24828_lociStitched	chr7	134670390	134683120	2	9680	33776.509	3485.474	683	1
3_MACS_peak_740_lociStitched	chr1	46790138	46807302	3	10013	29740.0628	2885.2684	684	1
2_MACS_peak_5198_lociStitched	chr11	115125109	115137456	2	10135	27493.0649	2202.7048	687	1
1_MACS_peak_9141_lociStitched	chr15	90637225	90646588	1	9364	34425.8784	1916.6061	688	1
2_MACS_peak_24832_lociStitched	chr7	134842565	134857964	2	9545	34632.351	3632.6241	689	1
2_MACS_peak_26751_lociStitched	chr9	93732008	93742618	2	8332	41468.124	1906.617	690	1
2_MACS_peak_10045_lociStitched	chr16	70460703	70474307	2	10316	25385.064	2522.1816	693	1
1_MACS_peak_4524_lociStitched	chr11	58339998	58348045	1	8048	43039.3795	2091.4153	695	1
2_MACS_peak_4968_lociStitched	chr11	82703925	82720106	2	10326	25465.6578	3084.0986	697	1
4_MACS_peak_553_lociStitched	chr1	37930689	37946345	4	10338	24849.2032	2661.52	698	1
2_MACS_peak_20337_lociStitched	chr4	185239219	185254365	2	9859	29811.8718	2231.0058	699	1
2_MACS_peak_27659_lociStitched	chrX	42792159	42805844	2	9306	33682.8905	1217.965	701	1
2_MACS_peak_20803_lociStitched	chr5	58950942	58962291	2	9609	31516.173	1735.2621	704	1
2_MACS_peak_25316_lociStitched	chr8	28194956	28207488	2	9258	35379.0892	2683.1012	705	1
3_MACS_peak_18272_lociStitched	chr3	125548650	125560669	3	10056	27691.776	2438.6551	706	1
2_MACS_peak_7909_lociStitched	chr14	72980327	72990607	2	9993	27026.12	1421.724	710	1
2_MACS_peak_16411_lociStitched	chr21	34600647	34613374	2	10379	23982.7588	3236.4761	712	1
2_MACS_peak_1718_lociStitched	chr1	159035545	159048558	2	9439	34300.9667	3872.6688	715	1
1_MACS_peak_18974_lociStitched	chr3	193815328	193823638	1	8311	41058.048	2672.496	716	1
2_MACS_peak_12076_lociStitched	chr18	60798151	60811703	2	9333	33257.9632	2634.5088	720	1
3_MACS_peak_21774_lociStitched	chr5	172191169	172205872	3	9237	33962.4597	2945.0109	723	1
2_MACS_peak_2206_lociStitched	chr1	203722014	203736230	2	8618	38802.572	3337.9168	724	1
1_MACS_peak_11304_lociStitched	chr17	65641893	65650239	1	8347	38641.1454	1478.9112	725	1
1_MACS_peak_1497_lociStitched	chr1	150130687	150139507	1	8821	36378.09	2459.016	726	1
1_MACS_peak_4262_lociStitched	chr11	16977941	16987354	1	9414	31058.1935	1965.4344	727	1
1_MACS_peak_2933_lociStitched	chr10	15825708	15834171	1	8464	38184.2097	1913.4843	729	1
2_MACS_peak_27177_lociStitched	chr9	130730911	130744303	2	10133	23249.8512	2277.9792	730	1
2_MACS_peak_13908_lociStitched	chr2	65254882	65268369	2	7896	41666.7378	2144.433	731	1
1_MACS_peak_10832_lociStitched	chr17	38015960	38025050	1	9091	33475.743	1997.982	733	1
2_MACS_peak_6029_lociStitched	chr12	51711677	51722436	2	10093	23674.1036	2414.3196	734	1
3_MACS_peak_14328_lociStitched	chr2	109829340	109843372	3	10122	23336.6192	2776.9328	737	1
2_MACS_peak_1996_lociStitched	chr1	183438574	183451948	2	9831	28172.331	4036.2732	738	1
2_MACS_peak_24713_lociStitched	chr7	122821989	122833443	2	9862	26087.6304	2313.708	739	1
2_MACS_peak_19367_lociStitched	chr4	40622076	40634202	2	10047	23403.18	2219.058	740	1
3_MACS_peak_12255_lociStitched	chr19	2049158	2062895	3	9589	29133.4296	3009.7767	743	1
3_MACS_peak_1611_lociStitched	chr1	154942209	154957784	3	9847	26491.5175	4286.24	748	1
2_MACS_peak_12595_lociStitched	chr19	16221398	16232264	2	9134	31449.4638	2323.1508	752	1
1_MACS_peak_5408_lociStitched	chr11	130696085	130705752	1	9668	25773.1887	2085.1719	755	1
3_MACS_peak_22385_lociStitched	chr6	33279727	33292935	3	9499	27856.9928	2442.1592	757	1
2_MACS_peak_5385_lociStitched	chr11	129237655	129249704	2	9783	24322.1114	2342.3256	758	1
2_MACS_peak_20677_lociStitched	chr5	43006790	43021189	2	9106	31564.0479	2951.795	762	1
1_MACS_peak_2522_lociStitched	chr1	226308570	226317119	1	8550	35371.4875	2502.2923	765	1
3_MACS_peak_16419_lociStitched	chr21	34696009	34713053	3	9678	26554.552	4424.6224	771	1
2_MACS_peak_3997_lociStitched	chr10	130824485	130836138	2	9839	21616.315	1678.032	773	1
1_MACS_peak_10391_lociStitched	chr17	6062544	6071406	1	8863	31629.3642	1607.5668	775	1
1_MACS_peak_17026_lociStitched	chr22	39860916	39870612	1	9697	23746.4736	2110.8192	776	1
2_MACS_peak_6432_lociStitched	chr12	92576923	92586362	2	8929	31142.0927	1755.654	777	1
1_MACS_peak_3643_lociStitched	chr10	97049178	97058112	1	8935	31101.0408	1806.4548	778	1
3_MACS_peak_25861_lociStitched	chr8	103817330	103828400	3	9704	22687.965	1379.322	780	1
3_MACS_peak_24808_lociStitched	chr7	130902580	130917853	3	9715	24474.9825	3509.7354	784	1
3_MACS_peak_533_lociStitched	chr1	36614151	36627466	3	9568	25325.13	2632.3755	786	1
1_MACS_peak_19328_lociStitched	chr4	38175015	38183784	1	8770	32112.078	1789.7529	787	1
2_MACS_peak_16772_lociStitched	chr22	24822269	24832111	2	8619	32504.1892	1593.4198	795	1
2_MACS_peak_16919_lociStitched	chr22	36772500	36785289	2	9564	24137.9586	2331.4347	798	1
2_MACS_peak_1177_lociStitched	chr1	107991997	108004263	2	9250	26287.2646	1052.4228	799	1
2_MACS_peak_4461_lociStitched	chr11	45837160	45847739	2	9548	23741.3918	2065.0208	804	1
2_MACS_peak_23700_lociStitched	chr7	7998265	8012507	2	9416	25729.5972	2555.0148	805	1
1_MACS_peak_13926_lociStitched	chr2	66659588	66668634	1	9047	28070.6426	1391.2748	807	1
1_MACS_peak_16052_lociStitched	chr20	46038906	46047497	1	8592	32054.7392	1740.5366	808	1
2_MACS_peak_15068_lociStitched	chr2	198166937	198176561	2	9171	26655.5928	1724.6208	809	1
1_MACS_peak_23205_lociStitched	chr6	130002502	130010935	1	8434	33127.3539	1891.5219	811	1
2_MACS_peak_9711_lociStitched	chr16	30193472	30206549	2	8495	33690.2751	3052.1718	813	1
1_MACS_peak_26359_lociStitched	chr9	22236828	22245612	1	8785	28851.9264	1090.9728	817	1
2_MACS_peak_5307_lociStitched	chr11	122930478	122942198	2	8364	33433.644	2503.392	820	1
2_MACS_peak_27233_lociStitched	chr9	132645874	132657697	2	8400	33136.3221	2598.6954	821	1
3_MACS_peak_16997_lociStitched	chr22	39408945	39422342	3	9025	27368.7313	2313.6619	822	1
1_MACS_peak_20853_lociStitched	chr5	65114460	65123682	1	9223	24794.2692	1898.8098	823	1
1_MACS_peak_18376_lociStitched	chr3	133288737	133298050	1	9314	24026.6087	2200.6619	824	1
2_MACS_peak_22311_lociStitched	chr6	30649089	30659465	2	9215	24982.2952	2246.404	829	1
3_MACS_peak_1661_lociStitched	chr1	156065547	156086192	3	9387	24724.452	4246.6765	834	1
1_MACS_peak_18828_lociStitched	chr3	182428364	182436494	1	8131	35017.536	2961.759	836	1
1_MACS_peak_18619_lociStitched	chr3	160115965	160124328	1	8364	32450.1126	2523.9534	845	1
1_MACS_peak_22559_lociStitched	chr6	44076567	44085724	1	9158	24084.7414	1753.5655	847	1
2_MACS_peak_1685_lociStitched	chr1	156627047	156636034	2	8904	27679.0613	2652.0637	848	1
1_MACS_peak_14573_lociStitched	chr2	135162327	135170556	1	8230	32525.9454	1790.6304	849	1
1_MACS_peak_16054_lociStitched	chr20	46095413	46104165	1	8753	27713.208	1575.36	852	1
1_MACS_peak_19105_lociStitched	chr4	4029144	4037508	1	8365	30818.8308	1883.5728	853	1
2_MACS_peak_47_lociStitched	chr1	2476627	2489367	2	7892	34326.656	2117.388	857	1
3_MACS_peak_7462_lociStitched	chr13	114863363	114877821	3	9232	21886.5204	1947.4926	858	1
3_MACS_peak_5090_lociStitched	chr11	102183512	102193659	3	9131	22839.8823	1909.6654	865	1
2_MACS_peak_26832_lociStitched	chr9	98266892	98279580	2	9190	22084.7328	1967.9088	867	1
1_MACS_peak_18195_lociStitched	chr3	119354563	119363131	1	8569	28290.6792	1861.8264	870	1
1_MACS_peak_18337_lociStitched	chr3	129892678	129900927	1	8250	30970.0456	2338.5915	875	1
2_MACS_peak_15600_lociStitched	chr20	5613555	5628419	2	8970	23595.1136	1984.344	876	1
2_MACS_peak_22361_lociStitched	chr6	32156358	32165832	2	8781	25401.6888	1955.4336	878	1
2_MACS_peak_18775_lociStitched	chr3	178252243	178265342	2	8822	25860.0458	2888.3295	881	1
2_MACS_peak_5141_lociStitched	chr11	109816083	109829975	2	9078	22109.118	2307.4612	883	1
2_MACS_peak_14802_lociStitched	chr2	172174900	172187801	2	8742	25733.6247	2327.3404	888	1
2_MACS_peak_12983_lociStitched	chr19	44257187	44271937	2	8857	24698.875	2672.7	890	1
2_MACS_peak_18575_lociStitched	chr3	156533732	156544891	2	8405	29281.216	2880.1379	892	1
1_MACS_peak_16912_lociStitched	chr22	36552063	36560350	1	8288	29374.1002	1962.3616	893	1
2_MACS_peak_14110_lociStitched	chr2	85928271	85938366	2	8566	26287.38	1822.1475	897	1
2_MACS_peak_22737_lociStitched	chr6	74224248	74234495	2	8625	25823.4647	2166.2158	898	1
2_MACS_peak_25436_lociStitched	chr8	38792648	38802712	2	7959	31115.8752	1907.128	903	1
2_MACS_peak_5859_lociStitched	chr12	40010790	40023885	2	8000	30821.7015	2080.7955	906	1
2_MACS_peak_19957_lociStitched	chr4	121683675	121696024	2	8774	23269.2207	1873.3433	909	1
2_MACS_peak_5925_lociStitched	chr12	46909111	46919633	2	8838	22400.2858	1781.3746	910	1
2_MACS_peak_24590_lociStitched	chr7	106503621	106513589	2	8780	24354.8144	3133.9392	912	1
3_MACS_peak_9183_lociStitched	chr15	93373133	93389720	3	8598	25490.9016	2502.9783	914	1
1_MACS_peak_3621_lociStitched	chr10	94513218	94521606	1	8389	26560.602	1575.2664	917	1
1_MACS_peak_1614_lociStitched	chr1	154971032	154979718	1	8687	23966.4112	2176.7116	920	1
1_MACS_peak_3653_lociStitched	chr10	98045280	98053535	1	8256	27817.699	1819.402	921	1
1_MACS_peak_27455_lociStitched	chrX	12904628	12912804	1	8177	27334.0032	1013.0064	928	1
2_MACS_peak_18849_lociStitched	chr3	183268934	183279126	2	8449	27234.0432	3441.8384	929	1
2_MACS_peak_25199_lociStitched	chr8	19241720	19252355	2	8206	28125.321	2073.825	930	1
1_MACS_peak_12747_lociStitched	chr19	28954810	28962925	1	8116	28443.075	1764.201	932	1
2_MACS_peak_25071_lociStitched	chr8	1990626	2000612	2	8258	27089.0222	1789.4912	934	1
1_MACS_peak_8505_lociStitched	chr15	42894280	42902356	1	8077	28424.2896	1714.5348	938	1
1_MACS_peak_25852_lociStitched	chr8	103541840	103550306	1	8467	23991.7974	1015.0734	941	1
1_MACS_peak_5407_lociStitched	chr11	130670525	130678975	1	8451	24416.275	1413.685	946	1
2_MACS_peak_10367_lociStitched	chr17	4842257	4854659	2	7943	29633.3388	2263.365	950	1
2_MACS_peak_4104_lociStitched	chr11	3527935	3536633	2	8181	27099.4888	1915.2996	954	1
2_MACS_peak_26071_lociStitched	chr8	134221234	134232998	2	8360	25220.8396	1806.9504	956	1
1_MACS_peak_904_lociStitched	chr1	66795053	66803439	1	8387	25223.4108	2218.9356	958	1
2_MACS_peak_6551_lociStitched	chr12	102129379	102140449	2	8281	26175.015	2212.893	960	1
2_MACS_peak_13148_lociStitched	chr19	50369577	50382063	2	8155	27801.3276	2679.4956	961	1
3_MACS_peak_316_lociStitched	chr1	25347150	25364650	3	8565	23369.5	2527	963	1
3_MACS_peak_22369_lociStitched	chr6	32805114	32823309	3	8571	23920.9665	3266.0025	965	1
3_MACS_peak_11462_lociStitched	chr17	75314624	75330209	3	8500	23979.081	2529.4455	966	1
3_MACS_peak_9143_lociStitched	chr15	90721349	90736553	3	8584	22982.3664	2488.8948	967	1
2_MACS_peak_9771_lociStitched	chr16	31879743	31890443	2	8379	24665.64	2319.76	971	1
2_MACS_peak_6573_lociStitched	chr12	104318413	104327266	2	8025	27755.0403	2171.6409	974	1
1_MACS_peak_8818_lociStitched	chr15	68477884	68486270	1	8387	23526.0844	1641.1402	979	1
3_MACS_peak_6060_lociStitched	chr12	53763673	53776221	3	8398	24266.5772	2586.1428	981	1
3_MACS_peak_6581_lociStitched	chr12	104849444	104861835	3	8393	22972.914	2024.6894	997	1
3_MACS_peak_15425_lociStitched	chr2	234419428	234431458	3	8404	21964.374	1230.669	1000	1
1_MACS_peak_25337_lociStitched	chr8	29202505	29210675	1	8171	24206.893	1393.802	1006	1
2_MACS_peak_12866_lociStitched	chr19	39338875	39349074	2	8199	24160.4111	1772.5862	1012	1
2_MACS_peak_19226_lociStitched	chr4	18204641	18218432	2	8159	24633.4842	2363.7774	1023	1
1_MACS_peak_23870_lociStitched	chr7	26190941	26199003	1	8063	24902.7118	1867.1592	1025	1
2_MACS_peak_9739_lociStitched	chr16	30661087	30673362	2	7949	25565.1425	2432.905	1041	1
3_MACS_peak_27624_lociStitched	chrX	39712340	39721012	3	7921	24193.1456	1098.7424	1048	1
1_MACS_peak_8651_lociStitched	chr15	53019137	53027067	1	7931	23904.985	1771.562	1065	1
1_MACS_peak_23948_lociStitched	chr7	35763729	35771698	1	7970	23100.5372	1715.7257	1071	1
2_MACS_peak_14295_lociStitched	chr2	106405937	106416711	2	8032	22061.9198	1925.3138	1082	1
