#09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_ROSE/09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam
#Using cutoff of 19777.978 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X09_0EWV_0229Kronos_MM1S.KB.24hr.1_H3K18Ac_hs.dm_i17.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuper
1_MACS_peak_13902_lociStitched	chr2	65139610	65146887	1	7278	32859.2935	1890.5646	528	1
2_MACS_peak_15598_lociStitched	chr20	5570384	5592589	2	20093	35496.913	4554.2455	529	1
1_MACS_peak_16980_lociStitched	chr22	38782036	38797250	1	15215	33870.9282	2930.2164	530	1
1_MACS_peak_1486_lociStitched	chr1	149855403	149861383	1	5981	33756.502	2821.962	531	1
2_MACS_peak_5307_lociStitched	chr11	122930478	122942198	2	8364	33433.644	2503.392	532	1
1_MACS_peak_10799_lociStitched	chr17	36856202	36863645	1	7444	32801.301	1877.1246	533	1
2_MACS_peak_16772_lociStitched	chr22	24822269	24832111	2	8619	32504.1892	1593.4198	534	1
1_MACS_peak_18367_lociStitched	chr3	133159524	133169707	1	10184	32962.371	2086.4967	535	1
2_MACS_peak_6438_lociStitched	chr12	92784414	92803837	2	13493	34145.634	3274.7178	536	1
1_MACS_peak_23704_lociStitched	chr7	8163789	8175649	1	11861	33211.558	2358.954	537	1
1_MACS_peak_4403_lociStitched	chr11	35159457	35169447	1	9991	33171.795	2328.669	538	1
3_MACS_peak_21019_lociStitched	chr5	86364929	86381230	3	16068	33560.4988	2733.6777	539	1
1_MACS_peak_13062_lociStitched	chr19	47613668	47617760	1	4093	31915.9632	1151.898	540	1
1_MACS_peak_14573_lociStitched	chr2	135162327	135170556	1	8230	32525.9454	1790.6304	541	1
1_MACS_peak_27325_lociStitched	chr9	139792725	139798691	1	5967	32150.1774	1425.874	542	1
2_MACS_peak_9711_lociStitched	chr16	30193472	30206549	2	8495	33690.2751	3052.1718	543	1
2_MACS_peak_12076_lociStitched	chr18	60798151	60811703	2	9333	33257.9632	2634.5088	544	1
1_MACS_peak_11277_lociStitched	chr17	62979871	62986909	1	7039	32414.2128	1793.2824	545	1
1_MACS_peak_589_lociStitched	chr1	39972429	39978948	1	6520	31746.2262	1138.8693	546	1
2_MACS_peak_27233_lociStitched	chr9	132645874	132657697	2	8400	33136.3221	2598.6954	547	1
2_MACS_peak_25580_lociStitched	chr8	61811610	61831090	2	13542	33951.692	3440.168	548	1
2_MACS_peak_1718_lociStitched	chr1	159035545	159048558	2	9439	34300.9667	3872.6688	549	1
1_MACS_peak_17270_lociStitched	chr3	8697818	8709455	1	11638	32511.4506	2147.0265	550	1
1_MACS_peak_19328_lociStitched	chr4	38175015	38183784	1	8770	32112.078	1789.7529	551	1
1_MACS_peak_16052_lociStitched	chr20	46038906	46047497	1	8592	32054.7392	1740.5366	552	1
1_MACS_peak_300_lociStitched	chr1	24709940	24720750	1	10811	32920.774	2620.344	553	1
2_MACS_peak_24828_lociStitched	chr7	134670390	134683120	2	9680	33776.509	3485.474	554	1
5_MACS_peak_26148_lociStitched	chr8	145002120	145027909	5	15286	33484.4376	3280.3608	555	1
1_MACS_peak_26073_lociStitched	chr8	134244062	134249301	1	5240	31270.5432	1074.5189	556	1
1_MACS_peak_13668_lociStitched	chr2	43395054	43407526	1	12473	32412.2336	2228.7464	557	1
1_MACS_peak_5573_lociStitched	chr12	9799479	9805049	1	5571	31511.718	1479.949	558	1
1_MACS_peak_3652_lociStitched	chr10	98027700	98034822	1	7123	31780.5006	1752.7242	559	1
1_MACS_peak_10391_lociStitched	chr17	6062544	6071406	1	8863	31629.3642	1607.5668	560	1
1_MACS_peak_25342_lociStitched	chr8	29385212	29390888	1	5677	31290.0852	1355.4288	561	1
1_MACS_peak_18619_lociStitched	chr3	160115965	160124328	1	8364	32450.1126	2523.9534	562	1
4_MACS_peak_21530_lociStitched	chr5	142952455	142976368	4	14261	33801.0255	3893.0364	563	1
2_MACS_peak_24048_lociStitched	chr7	44661480	44680301	2	15008	33723.4678	3854.5408	564	1
4_MACS_peak_18065_lociStitched	chr3	101486821	101513843	4	14149	34517.9028	4661.295	565	1
1_MACS_peak_2423_lociStitched	chr1	218335729	218340377	1	4649	31453.016	1647.2512	566	1
2_MACS_peak_20803_lociStitched	chr5	58950942	58962291	2	9609	31516.173	1735.2621	567	1
2_MACS_peak_6332_lociStitched	chr12	77452485	77465044	2	10059	32320.5865	2641.1577	568	1
1_MACS_peak_17163_lociStitched	chr22	48490717	48497628	1	6912	31069.0916	1391.8754	569	1
2_MACS_peak_1688_lociStitched	chr1	156709150	156722919	2	10432	33359.5332	3771.3291	570	1
3_MACS_peak_6065_lociStitched	chr12	53845682	53874650	3	28309	36082.5408	6497.5224	571	1
1_MACS_peak_22628_lociStitched	chr6	52527155	52536985	1	9831	32262.06	2688.505	572	1
1_MACS_peak_3955_lociStitched	chr10	125862158	125868635	1	6478	30965.2416	1417.8153	573	1
1_MACS_peak_23749_lociStitched	chr7	14723851	14731580	1	7730	31182.6505	1706.5632	574	1
1_MACS_peak_22077_lociStitched	chr6	13353554	13359367	1	5814	30684.5018	1250.9576	575	1
1_MACS_peak_14926_lociStitched	chr2	182319268	182325578	1	6311	31002.923	1594.537	576	1
1_MACS_peak_2072_lociStitched	chr1	192540448	192551376	1	10929	32779.6288	3371.288	577	1
2_MACS_peak_6432_lociStitched	chr12	92576923	92586362	2	8929	31142.0927	1755.654	578	1
2_MACS_peak_212_lociStitched	chr1	17065676	17075380	2	4193	32955.7544	3653.556	579	1
1_MACS_peak_3643_lociStitched	chr10	97049178	97058112	1	8935	31101.0408	1806.4548	580	1
5_MACS_peak_22347_lociStitched	chr6	31773629	31805361	5	19604	34435.5664	5143.7572	581	1
4_MACS_peak_24856_lociStitched	chr7	137684160	137715824	4	16866	36077.9616	6791.928	582	1
2_MACS_peak_25436_lociStitched	chr8	38792648	38802712	2	7959	31115.8752	1907.128	583	1
4_MACS_peak_12275_lociStitched	chr19	2455333	2480609	4	13128	34698.8928	5492.4748	584	1
1_MACS_peak_20419_lociStitched	chr5	187987	193809	1	5823	30339.6064	1142.2764	585	1
1_MACS_peak_211_lociStitched	chr1	16992037	16994721	1	2685	31136.2788	1945.6316	586	1
2_MACS_peak_3627_lociStitched	chr10	94867865	94886604	2	15181	32238.5756	3101.3045	587	1
4_MACS_peak_13066_lociStitched	chr19	47728782	47748507	4	12450	32218.815	3090.9075	588	1
2_MACS_peak_12595_lociStitched	chr19	16221398	16232264	2	9134	31449.4638	2323.1508	589	1
1_MACS_peak_4262_lociStitched	chr11	16977941	16987354	1	9414	31058.1935	1965.4344	590	1
5_MACS_peak_12236_lociStitched	chr19	1647591	1672834	5	13418	33752.4153	4692.6737	591	1
3_MACS_peak_2910_lociStitched	chr10	14686387	14704362	3	12031	32126.7175	3082.7125	592	1
5_MACS_peak_13206_lociStitched	chr19	55460000	55486058	5	14406	32251.9866	3233.7978	593	1
2_MACS_peak_2073_lociStitched	chr1	192560715	192579477	2	18181	33600.8658	4617.3282	594	1
4_MACS_peak_16008_lociStitched	chr20	43583222	43609512	4	15581	34061.324	5079.228	595	1
1_MACS_peak_2514_lociStitched	chr1	226127293	226134411	1	7119	31097.8302	2152.4832	596	1
1_MACS_peak_19105_lociStitched	chr4	4029144	4037508	1	8365	30818.8308	1883.5728	597	1
2_MACS_peak_791_lociStitched	chr1	53100602	53108135	2	7016	30275.127	1348.407	598	1
1_MACS_peak_21528_lociStitched	chr5	142774438	142786106	1	11669	31193.2312	2276.4268	599	1
1_MACS_peak_28115_lociStitched	chrX	119434344	119445727	1	11384	30514.4081	1648.2584	600	1
1_MACS_peak_19323_lociStitched	chr4	38088771	38096514	1	7744	30423.7956	1646.9361	601	1
1_MACS_peak_2090_lociStitched	chr1	193504407	193512210	1	7804	31324.3632	2565.6264	602	1
2_MACS_peak_5859_lociStitched	chr12	40010790	40023885	2	8000	30821.7015	2080.7955	603	1
2_MACS_peak_21179_lociStitched	chr5	109024007	109036880	2	11884	31569.7452	2829.4854	604	1
1_MACS_peak_22620_lociStitched	chr6	52359570	52366468	1	6899	30279.4608	1565.846	605	1
1_MACS_peak_18337_lociStitched	chr3	129892678	129900927	1	8250	30970.0456	2338.5915	606	1
2_MACS_peak_20677_lociStitched	chr5	43006790	43021189	2	9106	31564.0479	2951.795	607	1
3_MACS_peak_22609_lociStitched	chr6	52157110	52173900	3	11880	31486.287	2904.67	608	1
1_MACS_peak_22575_lociStitched	chr6	45386781	45396647	1	9867	30468.1812	1888.3524	609	1
2_MACS_peak_19019_lociStitched	chr3	196357876	196371432	2	10698	32217.1896	3692.6544	610	1
1_MACS_peak_20722_lociStitched	chr5	53939043	53944321	1	5279	29422.211	1183.8554	611	1
1_MACS_peak_26758_lociStitched	chr9	93922947	93928298	1	5352	29171.5116	944.4515	612	1
1_MACS_peak_2585_lociStitched	chr1	230280354	230288147	1	7794	29922.0028	1695.7568	613	1
1_MACS_peak_6481_lociStitched	chr12	94563056	94570736	1	7681	29710.848	1486.08	614	1
1_MACS_peak_22965_lociStitched	chr6	106438974	106446819	1	7846	29642.3325	1485.843	615	1
1_MACS_peak_2337_lociStitched	chr1	209939132	209944499	1	5368	29897.4102	1767.3531	616	1
1_MACS_peak_12371_lociStitched	chr19	6799278	6804328	1	5051	29897.515	1788.205	617	1
1_MACS_peak_9452_lociStitched	chr16	11401123	11407723	1	6601	29608.26	1545.72	618	1
2_MACS_peak_5815_lociStitched	chr12	32038692	32051887	2	7536	30192.799	2150.785	619	1
2_MACS_peak_2780_lociStitched	chr10	3798369	3808805	2	10206	29886.6168	1972.404	620	1
2_MACS_peak_14917_lociStitched	chr2	182025434	182036547	2	10579	29668.3761	1763.6331	621	1
3_MACS_peak_23116_lociStitched	chr6	117858742	117877317	3	13664	30808.495	2944.1375	622	1
4_MACS_peak_19591_lociStitched	chr4	77117669	77136611	4	13841	31653.9762	3794.0826	623	1
1_MACS_peak_26359_lociStitched	chr9	22236828	22245612	1	8785	28851.9264	1090.9728	624	1
2_MACS_peak_5162_lociStitched	chr11	111279838	111294364	2	14483	30673.1016	2937.1572	625	1
3_MACS_peak_6633_lociStitched	chr12	109161588	109181236	3	13021	31259.968	3528.7808	626	1
1_MACS_peak_28205_lociStitched	chrX	135110468	135116558	1	6091	28380.618	679.644	627	1
3_MACS_peak_18357_lociStitched	chr3	132266604	132290118	3	16701	31071.3996	3374.259	628	1
1_MACS_peak_23218_lociStitched	chr6	130579137	130584207	1	5071	28795.572	1158.495	629	1
2_MACS_peak_20337_lociStitched	chr4	185239219	185254365	2	9859	29811.8718	2231.0058	630	1
2_MACS_peak_18515_lociStitched	chr3	151910799	151921782	2	10594	29795.7807	2305.3317	631	1
2_MACS_peak_11465_lociStitched	chr17	75361296	75369863	2	7624	29198.9061	1726.2505	632	1
3_MACS_peak_10125_lociStitched	chr16	79629118	79640902	3	11333	28763.5656	1318.6296	633	1
2_MACS_peak_8648_lociStitched	chr15	52965054	52977319	2	10186	29930.2795	2497.154	634	1
2_MACS_peak_16915_lociStitched	chr22	36648022	36657099	2	7624	29456.6804	2025.9864	635	1
1_MACS_peak_16912_lociStitched	chr22	36552063	36560350	1	8288	29374.1002	1962.3616	636	1
2_MACS_peak_10367_lociStitched	chr17	4842257	4854659	2	7943	29633.3388	2263.365	637	1
5_MACS_peak_14170_lociStitched	chr2	88898725	88928487	5	20050	33241.1778	5875.0188	638	1
1_MACS_peak_5917_lociStitched	chr12	46607257	46614624	1	7368	28850.6454	1567.6976	639	1
1_MACS_peak_6797_lociStitched	chr12	122236854	122243621	1	6768	27998.4625	754.5205	640	1
1_MACS_peak_22889_lociStitched	chr6	90992249	90997383	1	5135	28566.0894	1333.2998	641	1
3_MACS_peak_22253_lociStitched	chr6	27790751	27808057	3	10266	30373.7606	3211.9936	642	1
1_MACS_peak_27454_lociStitched	chrX	12883395	12895040	1	11646	28058.6275	1060.8595	643	1
1_MACS_peak_23085_lociStitched	chr6	114174885	114181050	1	6166	28339.8885	1343.3535	644	1
2_MACS_peak_23364_lociStitched	chr6	139682252	139698248	2	11737	30198.8484	3205.5984	645	1
1_MACS_peak_8223_lociStitched	chr14	106206516	106212056	1	5541	27561.5	573.39	646	1
1_MACS_peak_11967_lociStitched	chr18	48677025	48681925	1	4901	28143.15	1227.94	647	1
3_MACS_peak_740_lociStitched	chr1	46790138	46807302	3	10013	29740.0628	2885.2684	648	1
3_MACS_peak_3833_lociStitched	chr10	112145525	112158561	3	13016	29080.7088	2257.8352	649	1
1_MACS_peak_8505_lociStitched	chr15	42894280	42902356	1	8077	28424.2896	1714.5348	650	1
1_MACS_peak_13926_lociStitched	chr2	66659588	66668634	1	9047	28070.6426	1391.2748	651	1
1_MACS_peak_12747_lociStitched	chr19	28954810	28962925	1	8116	28443.075	1764.201	652	1
2_MACS_peak_8698_lociStitched	chr15	59266354	59281209	2	10824	29614.928	2938.319	653	1
3_MACS_peak_19605_lociStitched	chr4	77602405	77624453	3	16683	30421.8304	3768.0032	654	1
1_MACS_peak_19956_lociStitched	chr4	121668560	121675609	1	7050	27881.6146	1298.4258	655	1
2_MACS_peak_27635_lociStitched	chrX	40028094	40037246	2	7286	27355.328	775.1744	656	1
3_MACS_peak_8076_lociStitched	chr14	93033177	93054405	3	14469	28575.0108	2018.7828	657	1
1_MACS_peak_26902_lociStitched	chr9	104186930	104193620	1	6691	27950.82	1477.152	658	1
2_MACS_peak_22566_lociStitched	chr6	44223478	44234198	2	7584	28775.696	2340.176	659	1
1_MACS_peak_18195_lociStitched	chr3	119354563	119363131	1	8569	28290.6792	1861.8264	660	1
2_MACS_peak_18575_lociStitched	chr3	156533732	156544891	2	8405	29281.216	2880.1379	661	1
1_MACS_peak_2521_lociStitched	chr1	226296886	226301744	1	4859	27826.1382	1457.4	662	1
1_MACS_peak_27257_lociStitched	chr9	134549514	134556271	1	6758	27964.5202	1628.437	663	1
1_MACS_peak_27455_lociStitched	chrX	12904628	12912804	1	8177	27334.0032	1013.0064	664	1
1_MACS_peak_21355_lociStitched	chr5	130708641	130718992	1	10352	28544.9527	2284.4657	665	1
3_MACS_peak_13435_lociStitched	chr2	20615017	20631127	3	14095	28952.892	2767.698	666	1
1_MACS_peak_25692_lociStitched	chr8	80633864	80641144	1	7281	27589.744	1428.336	667	1
1_MACS_peak_16054_lociStitched	chr20	46095413	46104165	1	8753	27713.208	1575.36	668	1
2_MACS_peak_19813_lociStitched	chr4	103532557	103547067	2	12792	28853.135	2726.429	669	1
3_MACS_peak_12255_lociStitched	chr19	2049158	2062895	3	9589	29133.4296	3009.7767	670	1
1_MACS_peak_11507_lociStitched	chr17	76884297	76890130	1	5834	27462.9306	1340.4234	671	1
3_MACS_peak_20723_lociStitched	chr5	54031571	54050611	3	10803	28927.472	2819.824	672	1
3_MACS_peak_1111_lociStitched	chr1	93408637	93428873	3	19078	28184.7008	2102.5204	673	1
2_MACS_peak_25199_lociStitched	chr8	19241720	19252355	2	8206	28125.321	2073.825	674	1
2_MACS_peak_25388_lociStitched	chr8	33409761	33425502	2	10483	28722.6027	2702.7297	675	1
1_MACS_peak_5743_lociStitched	chr12	26305686	26312669	1	6984	27592.6262	1580.9512	676	1
1_MACS_peak_3653_lociStitched	chr10	98045280	98053535	1	8256	27817.699	1819.402	677	1
2_MACS_peak_3746_lociStitched	chr10	104401071	104412905	2	7824	28240.6576	2266.211	678	1
2_MACS_peak_6429_lociStitched	chr12	92525751	92541932	2	10409	29488.2544	3545.2571	679	1
1_MACS_peak_17324_lociStitched	chr3	13369556	13377372	1	7817	27514.6648	1647.6128	680	1
2_MACS_peak_16126_lociStitched	chr20	51616021	51626060	2	5481	27237.8148	1424.5341	681	1
1_MACS_peak_24586_lociStitched	chr7	106355834	106363241	1	7408	27665.8857	1853.9721	682	1
2_MACS_peak_399_lociStitched	chr1	28352108	28364269	2	10178	28121.0964	2342.2086	683	1
2_MACS_peak_1652_lociStitched	chr1	155903050	155919346	2	12165	29499.0192	3774.1536	684	1
2_MACS_peak_7909_lociStitched	chr14	72980327	72990607	2	9993	27026.12	1421.724	685	1
2_MACS_peak_6573_lociStitched	chr12	104318413	104327266	2	8025	27755.0403	2171.6409	686	1
1_MACS_peak_8827_lociStitched	chr15	69108705	69114839	1	6135	26639.3486	1121.9086	687	1
1_MACS_peak_248_lociStitched	chr1	21615268	21622652	1	7385	27155.3984	1679.1216	688	1
3_MACS_peak_21653_lociStitched	chr5	156305107	156322173	3	16003	28384.1712	2928.5256	689	1
3_MACS_peak_18810_lociStitched	chr3	181416821	181433253	3	10492	28879.24	3429.3584	690	1
1_MACS_peak_18761_lociStitched	chr3	177253672	177260576	1	6905	27178.2864	1743.9504	691	1
3_MACS_peak_22385_lociStitched	chr6	33279727	33292935	3	9499	27856.9928	2442.1592	692	1
6_MACS_peak_9690_lociStitched	chr16	29815543	29837200	6	13953	29369.0577	3978.3909	693	1
1_MACS_peak_26029_lociStitched	chr8	129277359	129288744	1	11386	27734.9985	2365.803	694	1
1_MACS_peak_2652_lociStitched	chr1	235242066	235247999	1	5934	27134.5755	1798.8856	695	1
2_MACS_peak_25071_lociStitched	chr8	1990626	2000612	2	8258	27089.0222	1789.4912	696	1
2_MACS_peak_5198_lociStitched	chr11	115125109	115137456	2	10135	27493.0649	2202.7048	697	1
1_MACS_peak_18784_lociStitched	chr3	178682854	178690226	1	7373	27350.8572	2069.3204	698	1
1_MACS_peak_359_lociStitched	chr1	27018210	27030300	1	12091	28332.915	3055.143	699	1
3_MACS_peak_18272_lociStitched	chr3	125548650	125560669	3	10056	27691.776	2438.6551	700	1
3_MACS_peak_18570_lociStitched	chr3	156381117	156405815	3	15507	31200.9834	5959.6274	701	1
2_MACS_peak_1177_lociStitched	chr1	107991997	108004263	2	9250	26287.2646	1052.4228	702	1
2_MACS_peak_4104_lociStitched	chr11	3527935	3536633	2	8181	27099.4888	1915.2996	703	1
1_MACS_peak_15975_lociStitched	chr20	42377830	42382865	1	5036	26525.387	1403.2545	704	1
2_MACS_peak_13148_lociStitched	chr19	50369577	50382063	2	8155	27801.3276	2679.4956	705	1
2_MACS_peak_27014_lociStitched	chr9	117126367	117136922	2	10491	27199.1795	2109.9445	706	1
3_MACS_peak_16997_lociStitched	chr22	39408945	39422342	3	9025	27368.7313	2313.6619	707	1
1_MACS_peak_5834_lociStitched	chr12	32672301	32678763	1	6463	26260.9218	1218.087	708	1
2_MACS_peak_1685_lociStitched	chr1	156627047	156636034	2	8904	27679.0613	2652.0637	709	1
1_MACS_peak_3621_lociStitched	chr10	94513218	94521606	1	8389	26560.602	1575.2664	710	1
4_MACS_peak_28293_lociStitched	chrX	153232196	153252730	4	13312	26885.1662	1946.6232	711	1
2_MACS_peak_15068_lociStitched	chr2	198166937	198176561	2	9171	26655.5928	1724.6208	712	1
1_MACS_peak_16981_lociStitched	chr22	38900196	38903931	1	3736	25663.932	765.3015	713	1
1_MACS_peak_20352_lociStitched	chr4	185454229	185461089	1	6861	26432.266	1548.302	714	1
3_MACS_peak_16188_lociStitched	chr20	55958029	55976002	3	13797	27822.204	2956.5585	715	1
1_MACS_peak_14557_lociStitched	chr2	134707620	134714933	1	7314	26478.1791	1621.2921	716	1
2_MACS_peak_28290_lociStitched	chrX	153189307	153200742	2	6289	25928.8625	1078.3205	717	1
1_MACS_peak_2915_lociStitched	chr10	14775549	14786333	1	10785	26920.0992	2115.8208	718	1
3_MACS_peak_9103_lociStitched	chr15	89164049	89185528	3	15818	28655.1339	3868.3679	719	1
1_MACS_peak_5442_lociStitched	chr12	1638448	1645369	1	6922	26267.2713	1492.8597	720	1
3_MACS_peak_15465_lociStitched	chr2	238599574	238613842	3	14153	26331.594	1568.0532	721	1
1_MACS_peak_23787_lociStitched	chr7	20367009	20373176	1	6168	26324.4562	1572.585	722	1
4_MACS_peak_22167_lociStitched	chr6	25162594	25187876	4	15040	28791.1416	4158.889	723	1
1_MACS_peak_2119_lociStitched	chr1	198648656	198655665	1	7010	26322.2995	1799.2103	724	1
2_MACS_peak_14110_lociStitched	chr2	85928271	85938366	2	8566	26287.38	1822.1475	725	1
2_MACS_peak_12593_lociStitched	chr19	16180208	16191295	2	7554	26436.9515	1995.66	726	1
3_MACS_peak_22236_lociStitched	chr6	27098261	27116277	3	12004	28074.3328	3673.4624	727	1
2_MACS_peak_27735_lociStitched	chrX	48768130	48779543	2	11293	25931.4773	1651.4611	728	1
4_MACS_peak_24311_lociStitched	chr7	76950076	76967841	4	11495	27136.0375	2893.9185	729	1
1_MACS_peak_2718_lociStitched	chr1	244996216	245000601	1	4386	25867.992	1630.343	730	1
1_MACS_peak_4076_lociStitched	chr11	1870560	1876952	1	6393	25292.5048	1072.5776	731	1
1_MACS_peak_6279_lociStitched	chr12	68873524	68878636	1	5113	25577.3808	1376.6616	732	1
1_MACS_peak_21808_lociStitched	chr5	175076303	175086624	1	10322	26313.3895	2141.6075	733	1
2_MACS_peak_3768_lociStitched	chr10	105229443	105237074	2	5140	25599.7157	1439.9697	734	1
7_MACS_peak_10109_lociStitched	chr16	78768953	78805060	7	28771	28073.1925	3924.8309	735	1
2_MACS_peak_1996_lociStitched	chr1	183438574	183451948	2	9831	28172.331	4036.2732	736	1
2_MACS_peak_16768_lociStitched	chr22	24535666	24554089	2	12641	26976.7989	2862.9342	737	1
2_MACS_peak_10340_lociStitched	chr17	3813464	3821273	2	7724	25763.4528	1669.5642	738	1
1_MACS_peak_2582_lociStitched	chr1	230238299	230249423	1	11125	27329.4432	3290.4792	739	1
2_MACS_peak_23316_lociStitched	chr6	137972981	137988219	2	12166	27018.4978	2994.267	740	1
1_MACS_peak_11102_lociStitched	chr17	48941797	48946225	1	4429	25019.0856	996.7428	741	1
5_MACS_peak_5595_lociStitched	chr12	10280512	10306739	5	15759	28089.117	4075.6758	742	1
1_MACS_peak_1796_lociStitched	chr1	161767476	161780705	1	13230	27077.1172	3088.9715	743	1
2_MACS_peak_6551_lociStitched	chr12	102129379	102140449	2	8281	26175.015	2212.893	744	1
1_MACS_peak_9944_lociStitched	chr16	66581994	66588414	1	6421	25381.47	1472.748	745	1
2_MACS_peak_6479_lociStitched	chr12	94540831	94553467	2	10488	26212.1184	2336.3964	746	1
2_MACS_peak_18849_lociStitched	chr3	183268934	183279126	2	8449	27234.0432	3441.8384	747	1
2_MACS_peak_24713_lociStitched	chr7	122821989	122833443	2	9862	26087.6304	2313.708	748	1
4_MACS_peak_11487_lociStitched	chr17	76162134	76184144	4	12834	27171.345	3442.364	749	1
4_MACS_peak_14203_lociStitched	chr2	96889916	96912951	4	11959	27798.638	4084.1055	750	1
1_MACS_peak_21024_lociStitched	chr5	86429831	86436975	1	7145	24988.9976	1283.0624	751	1
4_MACS_peak_8459_lociStitched	chr15	40833625	40862619	4	17171	28611.2792	4917.3824	752	1
1_MACS_peak_5408_lociStitched	chr11	130696085	130705752	1	9668	25773.1887	2085.1719	753	1
2_MACS_peak_22737_lociStitched	chr6	74224248	74234495	2	8625	25823.4647	2166.2158	754	1
1_MACS_peak_10007_lociStitched	chr16	68414917	68420309	1	5393	24829.0816	1180.3088	755	1
1_MACS_peak_8927_lociStitched	chr15	75490757	75497984	1	7228	25345.089	1696.8996	756	1
3_MACS_peak_25347_lociStitched	chr8	29490591	29505939	3	12233	26350.9812	2719.6656	757	1
1_MACS_peak_23265_lociStitched	chr6	134565582	134572532	1	6951	24910.885	1295.48	758	1
1_MACS_peak_13664_lociStitched	chr2	43357254	43363914	1	6661	24761.214	1203.462	759	1
3_MACS_peak_1764_lociStitched	chr1	161122524	161137652	3	7573	27611.6256	4055.8168	760	1
1_MACS_peak_11345_lociStitched	chr17	70415496	70421736	1	6241	24975.6	1425.84	761	1
1_MACS_peak_11315_lociStitched	chr17	66230059	66236520	1	6462	25048.6509	1513.8123	762	1
2_MACS_peak_21931_lociStitched	chr6	3023049	3032653	2	7334	25206.6584	1673.0168	763	1
2_MACS_peak_24478_lociStitched	chr7	100025401	100035092	2	6103	25145.2377	1696.8941	764	1
2_MACS_peak_22361_lociStitched	chr6	32156358	32165832	2	8781	25401.6888	1955.4336	765	1
1_MACS_peak_10006_lociStitched	chr16	68400463	68405725	1	5263	24366.2172	924.5334	766	1
2_MACS_peak_26071_lociStitched	chr8	134221234	134232998	2	8360	25220.8396	1806.9504	767	1
2_MACS_peak_14802_lociStitched	chr2	172174900	172187801	2	8742	25733.6247	2327.3404	768	1
2_MACS_peak_16977_lociStitched	chr22	38701119	38715052	2	12952	26248.3787	2867.4114	769	1
3_MACS_peak_16055_lociStitched	chr20	46113524	46132532	3	12354	26516.16	3138.2208	770	1
4_MACS_peak_17880_lociStitched	chr3	66530496	66552534	4	18329	26796.0042	3437.928	771	1
5_MACS_peak_9021_lociStitched	chr15	81607940	81626686	5	16275	26829.2752	3483.0068	772	1
3_MACS_peak_21994_lociStitched	chr6	7135020	7148298	3	11652	26342.2242	3099.0852	773	1
1_MACS_peak_6143_lociStitched	chr12	57076276	57083902	1	7627	25104.792	1869.1326	774	1
4_MACS_peak_16422_lociStitched	chr21	34732898	34757415	4	12147	29516.0163	6320.4826	775	1
2_MACS_peak_23700_lociStitched	chr7	7998265	8012507	2	9416	25729.5972	2555.0148	776	1
3_MACS_peak_15054_lociStitched	chr2	197126398	197142347	3	10755	25799.1024	2625.2054	777	1
2_MACS_peak_27032_lociStitched	chr9	117659628	117674004	2	11941	25796.2944	2629.3704	778	1
1_MACS_peak_21056_lociStitched	chr5	88728246	88735757	1	7512	24649.5998	1484.9247	779	1
2_MACS_peak_9739_lociStitched	chr16	30661087	30673362	2	7949	25565.1425	2432.905	780	1
1_MACS_peak_17060_lociStitched	chr22	41839730	41845276	1	5547	24832.7696	1711.4956	781	1
1_MACS_peak_5831_lociStitched	chr12	32633428	32639718	1	6291	24268.078	1154.844	782	1
2_MACS_peak_12745_lociStitched	chr19	28919685	28929795	2	6008	24660.312	1547.841	783	1
1_MACS_peak_21929_lociStitched	chr6	2988033	2992026	1	3994	24244.2981	1136.0085	784	1
3_MACS_peak_27624_lociStitched	chrX	39712340	39721012	3	7921	24193.1456	1098.7424	785	1
1_MACS_peak_14543_lociStitched	chr2	133021739	133027600	1	5862	28598.7495	5532.784	786	1
1_MACS_peak_23870_lociStitched	chr7	26190941	26199003	1	8063	24902.7118	1867.1592	787	1
1_MACS_peak_904_lociStitched	chr1	66795053	66803439	1	8387	25223.4108	2218.9356	788	1
1_MACS_peak_5407_lociStitched	chr11	130670525	130678975	1	8451	24416.275	1413.685	789	1
3_MACS_peak_9183_lociStitched	chr15	93373133	93389720	3	8598	25490.9016	2502.9783	790	1
1_MACS_peak_25852_lociStitched	chr8	103541840	103550306	1	8467	23991.7974	1015.0734	791	1
2_MACS_peak_18775_lociStitched	chr3	178252243	178265342	2	8822	25860.0458	2888.3295	792	1
1_MACS_peak_20853_lociStitched	chr5	65114460	65123682	1	9223	24794.2692	1898.8098	793	1
1_MACS_peak_9085_lociStitched	chr15	86231404	86237686	1	6283	24540.633	1662.8454	794	1
2_MACS_peak_7522_lociStitched	chr14	23023273	23039594	2	12193	24422.7444	1553.7592	795	1
