REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_18212_lociStitched	chr5	53605479	53607279	1	1801	1731.42	308.88
1_MACS_peak_20618_lociStitched	chr7	1176954	1178754	1	1801	1000.8000000000001	310.86
1_MACS_peak_491_lociStitched	chr1	35544275	35546074	1	1800	2681.5894	416.4685
1_MACS_peak_1355_lociStitched	chr1	151735106	151736905	1	1800	3030.2356	620.655
1_MACS_peak_4111_lociStitched	chr11	65584599	65586398	1	1800	2101.0521	358.5407
1_MACS_peak_6481_lociStitched	chr14	21978505	21980304	1	1800	1830.1227000000001	170.0055
1_MACS_peak_11873_lociStitched	chr2	10183387	10185186	1	1800	2185.9649	208.8639
1_MACS_peak_12600_lociStitched	chr2	96067621	96069420	1	1800	2184.3458	458.9249
1_MACS_peak_15799_lociStitched	chr3	51824672	51826471	1	1800	883.8487	296.2953
1_MACS_peak_19888_lociStitched	chr6	53719038	53720837	1	1800	800.0153	305.2903
1_MACS_peak_21123_lociStitched	chr7	66766695	66768494	1	1800	2490.1758	277.7656
1_MACS_peak_21802_lociStitched	chr7	144779023	144780822	1	1800	1564.5903	346.6673
1_MACS_peak_22025_lociStitched	chr8	16313634	16315433	1	1800	1607.7663	306.3697
1_MACS_peak_24478_lociStitched	chrX	119737083	119738882	1	1800	2614.6666	307.8089
1_MACS_peak_2674_lociStitched	chr10	31422146	31423944	1	1799	1822.8124	254.41699999999997
1_MACS_peak_2984_lociStitched	chr10	76358079	76359877	1	1799	1031.3328	349.53119999999996
1_MACS_peak_4479_lociStitched	chr11	105569201	105570999	1	1799	1268.3092000000001	256.0352
1_MACS_peak_5151_lociStitched	chr12	40145701	40147499	1	1799	1388.5954	297.2094
1_MACS_peak_7734_lociStitched	chr15	77362354	77364152	1	1799	2393.4975999999997	315.3692
1_MACS_peak_9858_lociStitched	chr17	60004268	60006066	1	1799	1935.3672000000001	501.1026
1_MACS_peak_10959_lociStitched	chr19	8372115	8373913	1	1799	5338.262	623.7262
1_MACS_peak_13750_lociStitched	chr20	3995239	3997037	1	1799	1578.4642000000001	396.0994
1_MACS_peak_16887_lociStitched	chr4	492106	493904	1	1799	2078.6677999999997	318.246
1_MACS_peak_21720_lociStitched	chr7	135242039	135243837	1	1799	10461.483199999999	783.029
1_MACS_peak_21882_lociStitched	chr7	154467115	154468913	1	1799	1420.7796	254.2372
1_MACS_peak_3650_lociStitched	chr11	9385011	9386808	1	1798	4730.0634	296.86440000000005
1_MACS_peak_4961_lociStitched	chr12	12939217	12941014	1	1798	3328.9425	485.9087999999999
1_MACS_peak_12110_lociStitched	chr2	38635879	38637676	1	1798	1087.9038	237.02429999999998
1_MACS_peak_14796_lociStitched	chr22	21821354	21823151	1	1798	1240.6488	239.001
1_MACS_peak_15932_lociStitched	chr3	69787820	69789617	1	1798	1042.0802999999999	277.0974
1_MACS_peak_17339_lociStitched	chr4	76910935	76912732	1	1798	1924.0479	385.63620000000003
1_MACS_peak_3219_lociStitched	chr10	101418364	101420160	1	1797	1634.0008	473.06640000000004
2_MACS_peak_6220_lociStitched	chr13	50570172	50571968	2	1751	1931.4183999999998	120.33200000000001
1_MACS_peak_11866_lociStitched	chr2	9788182	9789978	1	1797	1046.8884	219.112
1_MACS_peak_13435_lociStitched	chr2	216300222	216302018	1	1797	1781.2728	226.4756
1_MACS_peak_15858_lociStitched	chr3	56817236	56819032	1	1797	1180.1516000000001	378.4172
1_MACS_peak_18696_lociStitched	chr5	131452008	131453804	1	1797	1829.2259999999999	345.55039999999997
1_MACS_peak_19786_lociStitched	chr6	43444595	43446391	1	1797	1402.4964	371.0536
1_MACS_peak_21012_lociStitched	chr7	45959514	45961310	1	1797	1273.364	212.4668
1_MACS_peak_21042_lociStitched	chr7	50320725	50322521	1	1797	1641.9032	415.9536
1_MACS_peak_2558_lociStitched	chr10	16478112	16479907	1	1796	2169.078	375.3345
1_MACS_peak_2879_lociStitched	chr10	69833987	69835782	1	1796	2288.625	317.715
1_MACS_peak_5172_lociStitched	chr12	44228991	44230786	1	1796	3711.342	285.764
1_MACS_peak_6628_lociStitched	chr14	50998261	51000056	1	1796	1791.2305000000001	206.784
1_MACS_peak_15647_lociStitched	chr3	44902532	44904327	1	1796	2836.2795	314.484
1_MACS_peak_18862_lociStitched	chr5	143549138	143550933	1	1796	1785.1275	430.8
1_MACS_peak_22364_lociStitched	chr8	63950716	63952511	1	1796	2088.4825	383.41200000000003
1_MACS_peak_22817_lociStitched	chr8	142215569	142217364	1	1796	1536.6995	214.682
1_MACS_peak_375_lociStitched	chr1	27718079	27719873	1	1795	1396.8084	376.9194
1_MACS_peak_688_lociStitched	chr1	46215504	46217298	1	1795	3761.6592	489.58259999999996
1_MACS_peak_1127_lociStitched	chr1	114301163	114302957	1	1795	2499.7596	194.1108
1_MACS_peak_3816_lociStitched	chr11	34107330	34109124	1	1795	970.3746000000001	284.8872
1_MACS_peak_5235_lociStitched	chr12	49350274	49352068	1	1795	1658.9117999999999	451.72920000000005
1_MACS_peak_16766_lociStitched	chr3	186544240	186546034	1	1795	2313.5424000000003	443.2974
1_MACS_peak_17105_lociStitched	chr4	25863012	25864806	1	1795	1540.5078	181.5528
1_MACS_peak_19816_lociStitched	chr6	44943725	44945519	1	1795	1381.38	200.928
1_MACS_peak_23153_lociStitched	chr9	42018547	42020341	1	1795	3689.1816	417.82259999999997
1_MACS_peak_23503_lociStitched	chr9	109808231	109810025	1	1795	937.0061999999999	291.52500000000003
1_MACS_peak_3123_lociStitched	chr10	92548152	92549945	1	1794	1099.8262	276.30129999999997
1_MACS_peak_3169_lociStitched	chr10	97415454	97417247	1	1794	3297.6856	454.7048
1_MACS_peak_3424_lociStitched	chr10	123733468	123735261	1	1794	3999.2865	232.9107
1_MACS_peak_5784_lociStitched	chr12	110938766	110940559	1	1794	2305.4394	261.95730000000003
1_MACS_peak_8477_lociStitched	chr16	31212937	31214730	1	1794	1512.9334	268.59139999999996
1_MACS_peak_9863_lociStitched	chr17	60500508	60502301	1	1794	2529.2058	377.2472
1_MACS_peak_11821_lociStitched	chr2	3430289	3432082	1	1794	1292.0358	304.45140000000004
1_MACS_peak_12247_lociStitched	chr2	55646361	55648154	1	1794	1183.2007	167.2869
1_MACS_peak_13094_lociStitched	chr2	169227277	169229070	1	1794	1986.1060999999997	312.3406
1_MACS_peak_17210_lociStitched	chr4	48907853	48909646	1	1794	2496.7525	239.54479999999998
1_MACS_peak_19770_lociStitched	chr6	42857491	42859284	1	1794	2254.1596	530.1901
1_MACS_peak_22841_lociStitched	chr8	144717258	144719051	1	1794	2115.5607	274.329
1_MACS_peak_23612_lociStitched	chr9	123554788	123556581	1	1794	2730.9183	415.61740000000003
1_MACS_peak_5636_lociStitched	chr12	95266452	95268244	1	1793	1767.9872	214.32319999999999
1_MACS_peak_10792_lociStitched	chr19	1811752	1813544	1	1793	1144.9088000000002	353.2032
1_MACS_peak_14244_lociStitched	chr20	48728622	48730414	1	1793	2812.9024	296.3968
1_MACS_peak_15559_lociStitched	chr3	33758516	33760308	1	1793	2501.4528	366.10560000000004
1_MACS_peak_18214_lociStitched	chr5	53764908	53766700	1	1793	1365.6832	362.7008
1_MACS_peak_21509_lociStitched	chr7	106766315	106768107	1	1793	1002.0864	412.16
1_MACS_peak_398_lociStitched	chr1	28695407	28697198	1	1792	3017.1186000000002	395.09459999999996
1_MACS_peak_1400_lociStitched	chr1	154324805	154326596	1	1792	1186.1793	623.2679999999999
1_MACS_peak_3543_lociStitched	chr11	628155	629946	1	1792	1335.1905000000002	384.16949999999997
1_MACS_peak_4544_lociStitched	chr11	113643416	113645207	1	1792	2106.5742	321.66360000000003
1_MACS_peak_6771_lociStitched	chr14	70374171	70375962	1	1792	1038.9590999999998	75.7593
1_MACS_peak_22389_lociStitched	chr8	68255077	68256868	1	1792	2626.8597	215.8155
1_MACS_peak_2373_lociStitched	chr1	246753962	246755752	1	1791	1572.6940000000002	493.503
1_MACS_peak_11131_lociStitched	chr19	15235331	15237121	1	1791	2305.341	442.667
1_MACS_peak_15563_lociStitched	chr3	34364237	34366027	1	1791	1022.0899999999999	264.56199999999995
1_MACS_peak_18322_lociStitched	chr5	66299356	66301146	1	1791	2924.681	369.814
1_MACS_peak_20208_lociStitched	chr6	112523875	112525665	1	1791	1005.443	288.548
1_MACS_peak_71_lociStitched	chr1	3773073	3774862	1	1790	1259.8138000000001	388.213
1_MACS_peak_1826_lociStitched	chr1	193417212	193419001	1	1790	1355.8831	508.6127
1_MACS_peak_2484_lociStitched	chr10	8373700	8375489	1	1790	1125.8177	304.13
1_MACS_peak_6554_lociStitched	chr14	31888985	31890774	1	1790	1234.0521999999999	234.8957
1_MACS_peak_7276_lociStitched	chr15	40452504	40454293	1	1790	1632.2836	570.691
1_MACS_peak_12448_lociStitched	chr2	73510564	73512353	1	1790	1298.6351	165.66140000000001
1_MACS_peak_13149_lociStitched	chr2	175314261	175316050	1	1790	1741.7704	250.81779999999998
1_MACS_peak_13414_lociStitched	chr2	209130046	209131835	1	1790	1559.4713000000002	407.5342
1_MACS_peak_16359_lociStitched	chr3	138326941	138328730	1	1790	4811.1577	359.2312
1_MACS_peak_17103_lociStitched	chr4	25378031	25379820	1	1790	2115.1346999999996	402.88280000000003
1_MACS_peak_18531_lociStitched	chr5	100188077	100189866	1	1790	1027.4227	296.974
1_MACS_peak_21238_lociStitched	chr7	76666084	76667873	1	1790	709.5174000000001	384.81390000000005
1_MACS_peak_21970_lociStitched	chr8	10367469	10369258	1	1790	1363.3969	340.8045
1_MACS_peak_22055_lociStitched	chr8	19613834	19615623	1	1790	1263.7496	256.3637
1_MACS_peak_1566_lociStitched	chr1	161283342	161285130	1	1789	4446.040800000001	617.0388
1_MACS_peak_3022_lociStitched	chr10	80061981	80063769	1	1789	3970.6115999999997	531.3936
1_MACS_peak_4220_lociStitched	chr11	68670752	68672540	1	1789	1830.1968000000002	246.3864
1_MACS_peak_4838_lociStitched	chr12	6343951	6345739	1	1789	1113.7452	372.9768
1_MACS_peak_5812_lociStitched	chr12	113344261	113346049	1	1789	1831.6272	162.8868
1_MACS_peak_6352_lociStitched	chr13	99505458	99507246	1	1789	1823.0448000000001	413.028
1_MACS_peak_7129_lociStitched	chr15	26055291	26057079	1	1789	1300.9488000000001	254.25359999999998
1_MACS_peak_7614_lociStitched	chr15	70005639	70007427	1	1789	1145.214	387.6384
1_MACS_peak_13283_lociStitched	chr2	198063046	198064834	1	1789	1074.0516	345.084
1_MACS_peak_14033_lociStitched	chr20	33679471	33681259	1	1789	2526.8016000000002	470.95920000000007
1_MACS_peak_14220_lociStitched	chr20	47157408	47159196	1	1789	1600.9751999999999	225.46679999999998
1_MACS_peak_20851_lociStitched	chr7	28190788	28192576	1	1789	1088.1768	235.47960000000003
1_MACS_peak_1302_lociStitched	chr1	149763701	149765488	1	1788	2054.5139	460.15250000000003
1_MACS_peak_1848_lociStitched	chr1	198888119	198889906	1	1788	1366.1615	615.9789000000001
1_MACS_peak_5268_lociStitched	chr12	51294700	51296487	1	1788	1443.3599	515.5495
1_MACS_peak_8449_lociStitched	chr16	30568427	30570214	1	1788	3167.4575	296.9994
1_MACS_peak_10362_lociStitched	chr18	12882964	12884751	1	1788	4621.3607	389.38730000000004
1_MACS_peak_12214_lociStitched	chr2	48976088	48977875	1	1788	963.1930000000001	250.18000000000004
1_MACS_peak_15582_lociStitched	chr3	39092623	39094410	1	1788	2102.5842000000002	394.2122
1_MACS_peak_19002_lociStitched	chr5	159586673	159588460	1	1788	1937.1080000000002	417.6219
1_MACS_peak_21040_lociStitched	chr7	49805782	49807569	1	1788	1103.4725	221.588
1_MACS_peak_22148_lociStitched	chr8	28299561	28301348	1	1788	1336.4973	458.00809999999996
1_MACS_peak_1661_lociStitched	chr1	171809822	171811608	1	1787	1349.6802	402.3858
1_MACS_peak_6102_lociStitched	chr13	31773668	31775454	1	1787	1810.4682	58.4022
1_MACS_peak_10078_lociStitched	chr17	74835134	74836920	1	1787	1424.8708	416.3166
1_MACS_peak_10592_lociStitched	chr18	51883369	51885155	1	1787	2372.8796	281.295
1_MACS_peak_12253_lociStitched	chr2	56149342	56151128	1	1787	1422.3704	250.7544
1_MACS_peak_12420_lociStitched	chr2	70706817	70708603	1	1787	1100.176	190.209
1_MACS_peak_14848_lociStitched	chr22	24058565	24060351	1	1787	2414.3147999999997	335.5894
1_MACS_peak_17955_lociStitched	chr4	190551747	190553533	1	1787	1175.7238	438.2844
1_MACS_peak_21721_lociStitched	chr7	135346483	135348269	1	1787	2554.6944	523.298
1_MACS_peak_23192_lociStitched	chr9	68504044	68505830	1	1787	1133.0384	353.98519999999996
1_MACS_peak_23776_lociStitched	chr9	132630788	132632574	1	1787	1364.3254	243.25319999999996
1_MACS_peak_2106_lociStitched	chr1	218457661	218459446	1	1786	2068.9935	702.576
1_MACS_peak_7162_lociStitched	chr15	30988228	30990013	1	1786	1338.393	262.5735
1_MACS_peak_10912_lociStitched	chr19	6480911	6482696	1	1786	2350.3095	383.5965
1_MACS_peak_18436_lociStitched	chr5	80596504	80598289	1	1786	2470.0829999999996	534.429
1_MACS_peak_18751_lociStitched	chr5	135415474	135417259	1	1786	1918.6965	193.494
1_MACS_peak_18871_lociStitched	chr5	145561173	145562958	1	1786	2164.491	510.3315
1_MACS_peak_20123_lociStitched	chr6	105850076	105851861	1	1786	1621.6725	339.86400000000003
1_MACS_peak_21201_lociStitched	chr7	74688987	74690772	1	1786	1785.1785	148.3335
1_MACS_peak_24001_lociStitched	chrX	13776395	13778180	1	1786	890.3580000000001	156.723
1_MACS_peak_24017_lociStitched	chrX	16803836	16805621	1	1786	1107.9495	197.778
1_MACS_peak_273_lociStitched	chr1	23493879	23495663	1	1785	860.0663999999999	138.4384
1_MACS_peak_707_lociStitched	chr1	47133038	47134822	1	1785	1673.9272	265.6376
1_MACS_peak_4042_lociStitched	chr11	63932555	63934339	1	1785	2155.4287999999997	270.276
1_MACS_peak_6059_lociStitched	chr13	25496196	25497980	1	1785	2115.2888	209.9768
1_MACS_peak_7235_lociStitched	chr15	37326242	37328026	1	1785	1693.3728	317.73040000000003
1_MACS_peak_7758_lociStitched	chr15	78857143	78858927	1	1785	1211.1576	267.59999999999997
1_MACS_peak_13984_lociStitched	chr20	31559237	31561021	1	1785	1244.6968	219.2536
1_MACS_peak_18658_lociStitched	chr5	126323120	126324904	1	1785	1211.336	233.52559999999997
1_MACS_peak_21102_lociStitched	chr7	65235014	65236798	1	1785	2567.8896	349.664
1_MACS_peak_21210_lociStitched	chr7	75070938	75072722	1	1785	3485.4008	400.508
1_MACS_peak_21783_lociStitched	chr7	142148211	142149995	1	1785	1726.5552	604.7760000000001
1_MACS_peak_1729_lociStitched	chr1	181030992	181032775	1	1784	1763.5653	605.5068
1_MACS_peak_2158_lociStitched	chr1	224301039	224302822	1	1784	3208.3302000000003	531.1557
1_MACS_peak_5057_lociStitched	chr12	26969346	26971129	1	1784	1071.5829999999999	214.3166
1_MACS_peak_7498_lociStitched	chr15	59835275	59837058	1	1784	1683.5086000000001	268.1632
1_MACS_peak_9024_lociStitched	chr17	4166204	4167987	1	1784	2728.3466	296.5129
1_MACS_peak_12977_lociStitched	chr2	149371190	149372973	1	1784	1997.1383	400.8184
1_MACS_peak_13911_lociStitched	chr20	23982050	23983833	1	1784	2329.6678	341.4445
1_MACS_peak_14984_lociStitched	chr22	35652713	35654496	1	1784	4991.1519	309.8854
1_MACS_peak_17610_lociStitched	chr4	122721580	122723363	1	1784	2867.0640000000003	409.3768
1_MACS_peak_4291_lociStitched	chr11	74108552	74110334	1	1783	1417.2246	383.8428
1_MACS_peak_4365_lociStitched	chr11	82744198	82745980	1	1783	1214.6112	300.8016
1_MACS_peak_7039_lociStitched	chr14	105766192	105767974	1	1783	1674.0108	220.78979999999999
1_MACS_peak_12890_lociStitched	chr2	129380907	129382689	1	1783	1129.6098	228.987
1_MACS_peak_14240_lociStitched	chr20	48585066	48586848	1	1783	1288.5642	214.5528
1_MACS_peak_14928_lociStitched	chr22	30616399	30618181	1	1783	1231.1838	364.06260000000003
1_MACS_peak_17936_lociStitched	chr4	186737911	186739693	1	1783	1311.3738	313.2756
1_MACS_peak_19811_lociStitched	chr6	44354419	44356201	1	1783	3784.6116	366.0228
1_MACS_peak_20020_lociStitched	chr6	87710794	87712576	1	1783	934.3026	217.2258
1_MACS_peak_22318_lociStitched	chr8	55047071	55048853	1	1783	3517.1334	338.04540000000003
1_MACS_peak_22825_lociStitched	chr8	143819950	143821732	1	1783	2210.3928	307.5732
1_MACS_peak_647_lociStitched	chr1	43974854	43976635	1	1782	1107.6039	343.733
1_MACS_peak_1580_lociStitched	chr1	161718926	161720707	1	1782	4778.6011	722.5517
1_MACS_peak_2280_lociStitched	chr1	233762652	233764433	1	1782	1347.6827	211.5828
1_MACS_peak_5781_lociStitched	chr12	110840580	110842361	1	1782	4104.136399999999	248.2714
1_MACS_peak_6247_lociStitched	chr13	53225884	53227665	1	1782	2820.0353999999998	171.3322
1_MACS_peak_7457_lociStitched	chr15	55094876	55096657	1	1782	1568.1705	483.0072
1_MACS_peak_12286_lociStitched	chr2	61921140	61922921	1	1782	1031.1989999999998	409.2738
1_MACS_peak_15450_lociStitched	chr3	15332718	15334499	1	1782	1196.1196	457.5389
1_MACS_peak_19295_lociStitched	chr6	7847696	7849477	1	1782	1130.0445	344.4454
1_MACS_peak_22934_lociStitched	chr9	4661453	4663234	1	1782	1706.5542	298.6737
1_MACS_peak_22941_lociStitched	chr9	5267957	5269738	1	1782	919.8865	352.8161
1_MACS_peak_24093_lociStitched	chrX	39298876	39300657	1	1782	1343.9426	200.71869999999998
1_MACS_peak_24238_lociStitched	chrX	55025730	55027511	1	1782	1955.1818000000003	192.70420000000001
1_MACS_peak_3168_lociStitched	chr10	97320126	97321906	1	1781	954.258	294.59000000000003
1_MACS_peak_3245_lociStitched	chr10	103346943	103348723	1	1781	1746.714	453.72200000000004
1_MACS_peak_5143_lociStitched	chr12	38858226	38860006	1	1781	1495.7340000000002	195.26600000000002
1_MACS_peak_5164_lociStitched	chr12	42692552	42694332	1	1781	1723.2179999999998	277.68
1_MACS_peak_11093_lociStitched	chr19	13277746	13279526	1	1781	1394.9859999999999	302.6
1_MACS_peak_11348_lociStitched	chr19	35898919	35900699	1	1781	1058.744	329.656
1_MACS_peak_13184_lociStitched	chr2	180128189	180129969	1	1781	2044.6860000000001	249.022
1_MACS_peak_15203_lociStitched	chr22	42976714	42978494	1	1781	2641.52	446.60200000000003
1_MACS_peak_16192_lociStitched	chr3	122282468	122284248	1	1781	3292.288	324.13800000000003
1_MACS_peak_17719_lociStitched	chr4	147019540	147021320	1	1781	1099.684	269.848
1_MACS_peak_19662_lociStitched	chr6	34149796	34151576	1	1781	2411.188	508.902
1_MACS_peak_19858_lociStitched	chr6	52284092	52285872	1	1781	1917.772	411.714
1_MACS_peak_20692_lociStitched	chr7	6745508	6747288	1	1781	2182.9919999999997	464.40200000000004
1_MACS_peak_22158_lociStitched	chr8	29119620	29121400	1	1781	1068.5339999999999	215.024
1_MACS_peak_22330_lociStitched	chr8	57905039	57906819	1	1781	1415.4560000000001	280.52799999999996
1_MACS_peak_22709_lociStitched	chr8	126364366	126366146	1	1781	1482.028	305.092
1_MACS_peak_3684_lociStitched	chr11	12232194	12233973	1	1780	2018.4534	350.99670000000003
1_MACS_peak_4734_lociStitched	chr11	129305208	129306987	1	1780	1071.8475	233.5827
1_MACS_peak_9395_lociStitched	chr17	33287663	33289442	1	1780	3996.1677000000004	388.53360000000004
1_MACS_peak_9531_lociStitched	chr17	38754148	38755927	1	1780	1187.4825	328.2255
1_MACS_peak_11928_lociStitched	chr2	19546766	19548545	1	1780	2772.9273	326.4465
1_MACS_peak_12736_lociStitched	chr2	110968977	110970756	1	1780	2181.054	368.4309
1_MACS_peak_13959_lociStitched	chr20	30326293	30328072	1	1780	1426.0464	428.5611
1_MACS_peak_16836_lociStitched	chr3	195313081	195314860	1	1780	1164.3555	550.2447000000001
1_MACS_peak_16954_lociStitched	chr4	5037218	5038997	1	1780	1109.7402	157.9752
1_MACS_peak_17674_lociStitched	chr4	140871507	140873286	1	1780	1531.1853	381.77340000000004
1_MACS_peak_24131_lociStitched	chrX	46320152	46321931	1	1780	1309.344	230.9142
1_MACS_peak_706_lociStitched	chr1	47081411	47083189	1	1779	1722.3486	341.1982
1_MACS_peak_1236_lociStitched	chr1	145381847	145383625	1	1779	14847.5446	543.5346000000001
1_MACS_peak_1364_lociStitched	chr1	151917424	151919202	1	1779	1151.4327999999998	319.86220000000003
1_MACS_peak_5591_lociStitched	chr12	92565509	92567287	1	1779	1184.8591999999999	334.4418
1_MACS_peak_7755_lociStitched	chr15	78798987	78800765	1	1779	1340.0786	463.70239999999995
1_MACS_peak_13647_lociStitched	chr2	239196576	239198354	1	1779	1332.2554	178.1556
1_MACS_peak_14268_lociStitched	chr20	50866839	50868617	1	1779	1166.1902	250.5202
1_MACS_peak_15147_lociStitched	chr22	40611212	40612990	1	1779	1792.0462	317.01739999999995
1_MACS_peak_17682_lociStitched	chr4	141587559	141589337	1	1779	1954.9109999999998	279.146
1_MACS_peak_18444_lociStitched	chr5	81795049	81796827	1	1779	813.0794	245.36400000000003
1_MACS_peak_21031_lociStitched	chr7	47754114	47755892	1	1779	1300.4292	324.8406
1_MACS_peak_23729_lociStitched	chr9	130921684	130923462	1	1779	1517.7008	251.4092
1_MACS_peak_23827_lociStitched	chr9	136282180	136283958	1	1779	2839.9993999999997	312.5724
1_MACS_peak_1369_lociStitched	chr1	152141689	152143466	1	1778	970.0643000000001	467.7064
1_MACS_peak_2635_lociStitched	chr10	27388478	27390255	1	1778	2949.8199999999997	475.3475
1_MACS_peak_7795_lociStitched	chr15	82151464	82153241	1	1778	1667.3591000000001	231.01000000000002
1_MACS_peak_11101_lociStitched	chr19	13927939	13929716	1	1778	2217.5183	402.3128
1_MACS_peak_12954_lociStitched	chr2	137041382	137043159	1	1778	1513.1155	295.6928
1_MACS_peak_14303_lociStitched	chr20	52633640	52635417	1	1778	1130.7051	254.6441
1_MACS_peak_15926_lociStitched	chr3	69227524	69229301	1	1778	1416.6244	453.49039999999997
1_MACS_peak_16772_lociStitched	chr3	186761283	186763060	1	1778	1233.0602999999999	372.1038
1_MACS_peak_18011_lociStitched	chr5	4614593	4616370	1	1778	1173.5308	265.8392
1_MACS_peak_22493_lociStitched	chr8	91012937	91014714	1	1778	1471.7114000000001	177.5223
1_MACS_peak_645_lociStitched	chr1	43854658	43856434	1	1777	2595.8016000000002	564.4128000000001
1_MACS_peak_9156_lociStitched	chr17	13971896	13973672	1	1777	3497.4768	416.6496
1_MACS_peak_10471_lociStitched	chr18	34308420	34310196	1	1777	1143.9216	357.86400000000003
1_MACS_peak_11430_lociStitched	chr19	40502188	40503964	1	1777	1894.6368	456.96479999999997
1_MACS_peak_12481_lociStitched	chr2	75873276	75875052	1	1777	3757.8383999999996	347.3856
1_MACS_peak_16454_lociStitched	chr3	152551948	152553724	1	1777	2248.9488	326.42879999999997
1_MACS_peak_18506_lociStitched	chr5	95095309	95097085	1	1777	2068.152	489.4656
1_MACS_peak_3175_lociStitched	chr10	97802568	97804343	1	1776	1837.3024999999998	282.58000000000004
1_MACS_peak_9191_lociStitched	chr17	17379508	17381283	1	1776	2006.46	335.475
1_MACS_peak_12397_lociStitched	chr2	69968183	69969958	1	1776	2023.3224999999998	312.755
1_MACS_peak_12628_lociStitched	chr2	97480965	97482740	1	1776	2885.7949999999996	241.2225
1_MACS_peak_16612_lociStitched	chr3	175033867	175035642	1	1776	1078.3125	315.24
1_MACS_peak_17522_lociStitched	chr4	106156757	106158532	1	1776	891.9374999999999	362.6325
1_MACS_peak_18472_lociStitched	chr5	88366601	88368376	1	1776	1395.3275	263.9425
1_MACS_peak_21049_lociStitched	chr7	52121007	52122782	1	1776	1663.3525000000002	330.6825
1_MACS_peak_1019_lociStitched	chr1	93793872	93795646	1	1775	1358.5292000000002	240.9092
1_MACS_peak_4795_lociStitched	chr12	1799467	1801241	1	1775	2985.1098	293.9518
1_MACS_peak_5976_lociStitched	chr12	129054231	129056005	1	1775	1292.8912	101.6502
1_MACS_peak_7973_lociStitched	chr15	99863669	99865443	1	1775	1292.1816000000001	364.02479999999997
1_MACS_peak_10582_lociStitched	chr18	49288192	49289966	1	1775	1597.1322	309.20820000000003
1_MACS_peak_13735_lociStitched	chr20	3082147	3083921	1	1775	1281.8924	281.53380000000004
1_MACS_peak_15768_lociStitched	chr3	49966167	49967941	1	1775	1685.6548	356.92879999999997
1_MACS_peak_17376_lociStitched	chr4	80993390	80995164	1	1775	1481.8222	251.1984
1_MACS_peak_24331_lociStitched	chrX	72782455	72784229	1	1775	2454.3289999999997	163.7402
1_MACS_peak_1510_lociStitched	chr1	157695683	157697456	1	1774	1259.5392000000002	452.115
1_MACS_peak_4847_lociStitched	chr12	6535662	6537435	1	1774	914.868	305.66519999999997
1_MACS_peak_5887_lociStitched	chr12	121647205	121648978	1	1774	2077.0695	199.6398
1_MACS_peak_6627_lociStitched	chr14	50778255	50780028	1	1774	1586.6577	160.9884
1_MACS_peak_12767_lociStitched	chr2	112263981	112265754	1	1774	1300.8501	257.7942
1_MACS_peak_19209_lociStitched	chr6	710386	712159	1	1774	2344.6152	415.0593
1_MACS_peak_20733_lociStitched	chr7	12209311	12211084	1	1774	1260.2484	245.56050000000002
1_MACS_peak_20838_lociStitched	chr7	26037473	26039246	1	1774	1044.1197	232.6176
1_MACS_peak_2334_lociStitched	chr1	240724669	240726441	1	1773	1408.2084	419.6096
1_MACS_peak_4554_lociStitched	chr11	114643848	114645620	1	1773	1023.33	273.9512
1_MACS_peak_7721_lociStitched	chr15	76030321	76032093	1	1773	1803.1872	353.1596
1_MACS_peak_9634_lociStitched	chr17	42975946	42977718	1	1773	7381.974799999999	580.33
1_MACS_peak_11571_lociStitched	chr19	46312351	46314123	1	1773	1251.2092	263.8508
1_MACS_peak_13075_lociStitched	chr2	165766121	165767893	1	1773	1604.546	377.436
1_MACS_peak_13535_lociStitched	chr2	228172726	228174498	1	1773	1212.048	344.654
1_MACS_peak_14373_lociStitched	chr20	60981463	60983235	1	1773	1430.0040000000001	234.0812
1_MACS_peak_14516_lociStitched	chr21	34407998	34409770	1	1773	2380.1504	397.814
1_MACS_peak_18143_lociStitched	chr5	35617045	35618817	1	1773	1745.5972	400.47200000000004
1_MACS_peak_18330_lociStitched	chr5	67583159	67584931	1	1773	1676.8436000000002	451.15119999999996
1_MACS_peak_20680_lociStitched	chr7	6311267	6313039	1	1773	1085.7044	305.4928
1_MACS_peak_24562_lociStitched	chrX	135961557	135963329	1	1773	2168.928	193.50240000000002
1_MACS_peak_397_lociStitched	chr1	28654840	28656611	1	1772	3368.442	311.69599999999997
1_MACS_peak_1622_lociStitched	chr1	166943794	166945565	1	1772	1556.5319	310.1021
1_MACS_peak_5387_lociStitched	chr12	57384451	57386222	1	1772	1099.4368	288.4959
1_MACS_peak_5406_lociStitched	chr12	58025703	58027474	1	1772	2376.8591	252.89880000000002
1_MACS_peak_6251_lociStitched	chr13	53494635	53496406	1	1772	1454.3452	236.78270000000003
1_MACS_peak_11304_lociStitched	chr19	30155524	30157295	1	1772	1484.8064000000002	240.5018
1_MACS_peak_14623_lociStitched	chr21	42751174	42752945	1	1772	1325.0621999999998	387.3177
1_MACS_peak_15554_lociStitched	chr3	33137650	33139421	1	1772	6918.7657	280.88059999999996
1_MACS_peak_15628_lociStitched	chr3	43430504	43432275	1	1772	1055.3389	186.1321
