REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_7935_lociStitched	chr15	93346275	93364509	3	8996	21541.6476	2986.7292	377		ASB9P1	ASB9P1	377	1
1_MACS_peak_2360_lociStitched	chr1	244996502	245000280	1	3779	19612.3536	1063.507	378	FAM36A	NCRNA00201,HNRNPU	FAM36A	378	1
3_MACS_peak_24614_lociStitched	chrX	153235599	153252404	3	8178	19873.593	1341.039	379	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	379	1
4_MACS_peak_23486_lociStitched	chr9	108004658	108027198	4	11767	21816.466	3313.38	380	SLC44A1		SLC44A1	380	1
1_MACS_peak_23349_lociStitched	chr9	93952837	93957286	1	4450	19517.3181	1026.8292	381			LOC100129316	381	1
3_MACS_peak_14870_lociStitched	chr22	24819695	24831776	3	8374	20534.0757	2051.3538	382	ADORA2A,C22orf45		ADORA2A	382	1
2_MACS_peak_8994_lociStitched	chr17	2294583	2306218	2	7307	20468.292	1993.0755	383	MNT	LOC284009	MNT	383	1
3_MACS_peak_6436_lociStitched	chr13	114863417	114877638	3	8269	20475.3958	2010.8494	384	RASA3		RASA3	384	1
1_MACS_peak_14135_lociStitched	chr20	42377776	42382555	1	4780	19752.5628	1297.9764	385		GTSF1L	GTSF1L	385	1
2_MACS_peak_317_lociStitched	chr1	25346966	25359227	2	7236	20073.7092	1666.2699	386			RUNX3	386	1
1_MACS_peak_5625_lociStitched	chr12	94597446	94603653	1	6208	19884.7452	1494.0249	387	PLXNC1		PLXNC1	387	1
2_MACS_peak_1366_lociStitched	chr1	152006491	152021827	2	9172	22395.1608	4031.8344	388	S100A11	S100A10,TCHHL1	S100A11	388	1
2_MACS_peak_3340_lociStitched	chr10	112168995	112186142	2	15504	21505.7674	3143.0451	389			DUSP5	389	1
3_MACS_peak_6428_lociStitched	chr13	114581687	114594855	3	9443	20785.688	2446.6144	390	FLJ44054	GAS6	FLJ44054	390	1
6_MACS_peak_9647_lociStitched	chr17	43504920	43531401	6	15329	22429.407	4096.6107	391	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	391	1
3_MACS_peak_19299_lociStitched	chr6	7959750	7978181	3	10274	21061.1037	2753.5914	392	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	392	1
3_MACS_peak_9972_lociStitched	chr17	70582791	70602008	3	13412	21703.6798	3434.0779	393	LOC100499467,FLJ26484		LOC100499467	393	1
2_MACS_peak_325_lociStitched	chr1	25869584	25879094	2	7628	19971	1708.947	394	LDLRAP1		LDLRAP1	394	1
2_MACS_peak_12715_lociStitched	chr2	109828822	109843057	2	11982	20840.04	2579.382	395	SH3RF3		MIR4265	395	1
1_MACS_peak_14333_lociStitched	chr20	56192228	56197880	1	5653	19801.2168	1555.4304	396	ZBP1		ZBP1	396	1
3_MACS_peak_11672_lociStitched	chr19	50369468	50381995	3	7610	20749.7228	2547.9918	397	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	397	1
3_MACS_peak_23521_lociStitched	chr9	112669119	112683285	3	8012	20632.779	2432.3022	398	PALM2,PALM2-AKAP2		PALM2	398	1
1_MACS_peak_10141_lociStitched	chr17	76884440	76889063	1	4624	19431.3936	1253.2953	399	TIMP2	USP36	TIMP2	399	1
4_MACS_peak_15092_lociStitched	chr22	39362178	39385759	4	12165	21331.3726	3164.5702	400	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	400	1
1_MACS_peak_20766_lociStitched	chr7	20254542	20262405	1	7864	19875.3051	1744.0134	401	MACC1		MACC1	401	1
1_MACS_peak_13865_lociStitched	chr20	17946226	17951455	1	5230	19282.4604	1253.9142	402	C20orf72,SNX5	SNORD17	SNX5	402	1
1_MACS_peak_3529_lociStitched	chr11	267447	271261	1	3815	18960.1568	955.7884	403		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	403	1
3_MACS_peak_20772_lociStitched	chr7	20476421	20490056	3	10845	19912.554	1992.0735	404			ITGB8	404	1
2_MACS_peak_3264_lociStitched	chr10	104153002	104160239	2	5693	19451.6086	1534.244	405	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	405	1
2_MACS_peak_18703_lociStitched	chr5	131790581	131804218	2	11276	20910.9758	2994.6852	406	C5orf56	IRF1	IRF1	406	1
1_MACS_peak_1758_lociStitched	chr1	183808944	183815760	1	6817	19707.1008	1806.9216	407	RGL1		APOBEC4	407	1
1_MACS_peak_1379_lociStitched	chr1	153605852	153607973	1	2122	18398.4024	529.8258	408	C1orf77,S100A13	S100A1,SNAPIN,NPR1,S100A16,S100A14,S100A13,ILF2	S100A13	408	1
3_MACS_peak_16231_lociStitched	chr3	125548617	125560883	3	9244	20502.619	2665.4018	409		MIR548I1	MIR548I1	409	1
4_MACS_peak_11592_lociStitched	chr19	47728490	47748472	4	12084	21286.8246	3460.8824	410	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	410	1
2_MACS_peak_10198_lociStitched	chr17	79817307	79830716	2	6084	20195.2949	2378.7566	411	P4HB,ARHGDIA	ANAPC11,NPB,FAM195B,DYSFIP1,THOC4,PCYT2,SIRT7	ARHGDIA	411	1
2_MACS_peak_12732_lociStitched	chr2	110744781	110760380	2	8354	19980.7591	2165.1412	412		LOC100288570	LOC100288570	412	1
1_MACS_peak_9507_lociStitched	chr17	38016649	38025126	1	8478	19603.9102	1788.647	413	ZPBP2,IKZF3	GSDMB	IKZF3	413	1
1_MACS_peak_22778_lociStitched	chr8	134508347	134515349	1	7003	19350.7272	1564.2468	414	ST3GAL1		ST3GAL1	414	1
2_MACS_peak_14666_lociStitched	chr21	44772042	44783399	2	6189	20408.529	2632.5526	415			SIK1	415	1
1_MACS_peak_16529_lociStitched	chr3	160116156	160123537	1	7382	19182.4809	1468.0809	416	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	416	1
4_MACS_peak_2945_lociStitched	chr10	74006958	74034948	4	12897	21904.974	4201.299	417	DDIT4	ANAPC16,ASCC1	DDIT4	417	1
6_MACS_peak_8835_lociStitched	chr16	81841875	81871528	6	15114	20525.8066	2837.7921	418	PLCG2		PLCG2	418	1
1_MACS_peak_11874_lociStitched	chr2	10259783	10264922	1	5140	18738.3357	1052.9811	419	RRM2	C2orf48,CYS1	RRM2	419	1
2_MACS_peak_17139_lociStitched	chr4	38124208	38136218	2	8835	19984.64	2331.141	420	TBC1D1		PTTG2	420	1
4_MACS_peak_24625_lociStitched	chrX	153596692	153628157	4	13370	19942.517	2318.9705	421	EMD,RPL10,FLNA	SNORA70,TAZ,ATP6AP1,GDI1,FAM50A,DNASE1L1	EMD	421	1
3_MACS_peak_19105_lociStitched	chr5	173696452	173710022	3	11750	19972.326	2348.967	422			HMP19	422	1
5_MACS_peak_8408_lociStitched	chr16	29815576	29833568	5	11094	21117.2104	3494.0464	423	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	423	1
2_MACS_peak_10025_lociStitched	chr17	73628883	73643778	2	8207	19758.2175	2152.3275	424	LOC643008,LOC100130933,RECQL5	MYO15B,SAP30BP,RECQL5	LOC643008	424	1
4_MACS_peak_11233_lociStitched	chr19	19050260	19061773	4	10052	19456.97	1852.4417	425	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	425	1
1_MACS_peak_2186_lociStitched	chr1	226127332	226133670	1	6339	19359.421	1791.1188	426	LEFTY2	PYCR2	LEFTY2	426	1
6_MACS_peak_7078_lociStitched	chr15	20960448	20995849	6	12953	22058.3631	4503.0072	427	BCL8		BCL8	427	1
5_MACS_peak_7989_lociStitched	chr15	101790294	101818132	5	11608	21554.9634	4017.0234	428	CHSY1,SELS	SNRPA1	CHSY1	428	1
4_MACS_peak_15135_lociStitched	chr22	39910944	39929242	4	8873	21225.68	3707.1748	429	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	429	1
4_MACS_peak_20350_lociStitched	chr6	135322985	135343829	4	11428	20249.946	2755.5768	430	HBS1L	MIR3662,HBS1L	MIR3662	430	1
3_MACS_peak_14839_lociStitched	chr22	23477837	23488756	3	9353	19813.6174	2344.3093	431	RAB36,RTDR1	BCR	RTDR1	431	1
2_MACS_peak_18852_lociStitched	chr5	142774753	142785741	2	8221	18881.7792	1450.416	432	NR3C1		NR3C1	432	1
6_MACS_peak_7087_lociStitched	chr15	21967147	22002602	6	15781	22116.829	4772.243	433		LOC646214,CXADRP2	CXADRP2	433	1
1_MACS_peak_14199_lociStitched	chr20	45979904	45987342	1	7439	18851.611	1556.7734	434	ZMYND8	LOC100131496	ZMYND8	434	1
5_MACS_peak_10803_lociStitched	chr19	2031641	2062720	5	10781	23629.3637	6340.116	435	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	435	1
1_MACS_peak_13501_lociStitched	chr2	223517548	223522146	1	4599	18149.6854	861.2054	436	FARSB	MOGAT1	FARSB	436	1
3_MACS_peak_8035_lociStitched	chr16	1346186	1360908	3	5676	19013.463	1734.2516	437	UBE2I	TPSD1,BAIAP3,GNPTG,C16orf42	UBE2I	437	1
3_MACS_peak_19705_lociStitched	chr6	36633965	36652015	3	10055	20141.995	2888	438	CDKN1A	MIR3925	CDKN1A	438	1
1_MACS_peak_14306_lociStitched	chr20	52823947	52825944	1	1998	17731.5627	486.2695	439	PFDN4	CYP24A1	PFDN4	439	1
4_MACS_peak_23715_lociStitched	chr9	130672566	130700724	4	12752	22106.8458	4882.5972	440	ST6GALNAC4,PIP5KL1,DPM2	AK1,ST6GALNAC6,FAM102A	PIP5KL1	440	1
2_MACS_peak_21428_lociStitched	chr7	101921972	101935830	2	11392	19575.8108	2368.3322	441	CUX1,SH2B2	MIR4285	SH2B2	441	1
2_MACS_peak_16161_lociStitched	chr3	119354554	119362801	2	6877	18705.0207	1552.9101	442	POPDC2	PLA1A,COX17	POPDC2	442	1
2_MACS_peak_13196_lociStitched	chr2	182168517	182179939	2	11381	19039.3318	1909.7584	443			ITGA4	443	1
1_MACS_peak_2361_lociStitched	chr1	245025361	245028746	1	3386	18091.8095	994.513	444	HNRNPU	FAM36A,NCRNA00201	HNRNPU	444	1
6_MACS_peak_19508_lociStitched	chr6	27774772	27807802	6	13770	22675.095	5585.373	445	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4J	445	1
1_MACS_peak_14768_lociStitched	chr22	19465687	19468179	1	2493	17660.0564	582.8788	446	CDC45,UFD1L	MRPL40,HIRA,C22orf39,CLDN5	UFD1L	446	1
2_MACS_peak_24097_lociStitched	chrX	39712658	39720919	2	6020	17861.9342	790.5777	447			BCOR	447	1
3_MACS_peak_17143_lociStitched	chr4	38307111	38322477	3	12406	19398.0384	2344.8516	448			KLF3	448	1
2_MACS_peak_9230_lociStitched	chr17	18964196	18974549	2	5484	19040.2023	1987.776	449		GRAP	GRAP	449	1
1_MACS_peak_13450_lociStitched	chr2	217080536	217088869	1	8334	18788.4151	1757.4297	450			XRCC5	450	1
2_MACS_peak_12346_lociStitched	chr2	65205125	65218702	2	6567	19083.8312	2056.9155	451	SLC1A4	LOC400958	SLC1A4	451	1
2_MACS_peak_1551_lociStitched	chr1	161007615	161017699	2	5579	19846.3204	2855.7888	452	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	452	1
1_MACS_peak_21465_lociStitched	chr7	104621240	104625685	1	4446	17993.36	1019.2385	453		MLL5,LOC100216545	LOC100216545	453	1
1_MACS_peak_4584_lociStitched	chr11	117877675	117884621	1	6947	18402.0378	1442.6842	454		IL10RA	IL10RA	454	1
3_MACS_peak_9300_lociStitched	chr17	27037508	27056533	3	8753	20257.82	3333.18	455	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,PROCA1,RAB34,TLCD1	SUPT6H,TRAF4,SDF2	RPL23A	455	1
1_MACS_peak_832_lociStitched	chr1	62900917	62904096	1	3180	17613.5674	691.1146	456	USP1		USP1	456	1
2_MACS_peak_23874_lociStitched	chr9	139792541	139798268	2	5511	18054.3675	1152.8451	457	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	457	1
1_MACS_peak_13557_lociStitched	chr2	231729289	231739706	1	10418	17937.0323	1050.0336	458	ITM2C		ITM2C	458	1
1_MACS_peak_12348_lociStitched	chr2	65256526	65261016	1	4491	17889.058	1004.862	459		SLC1A4,CEP68	CEP68	459	1
2_MACS_peak_16940_lociStitched	chr4	4029594	4037237	2	6850	18343.2	1485.0349	460			LOC348926	460	1
1_MACS_peak_11345_lociStitched	chr19	35738096	35740913	1	2818	17429.6241	576.6399	461	LSR	USF2,HAMP,MAG,FAM187B	LSR	461	1
2_MACS_peak_4271_lociStitched	chr11	72952856	72962047	2	5266	18506.0785	1680.1148	462		P2RY2,P2RY6	P2RY6	462	1
3_MACS_peak_9211_lociStitched	chr17	18217109	18236105	3	7537	20055.9768	3278.7096	463	SMCR8,TOP3A,SHMT1	EVPLL	SMCR8	463	1
1_MACS_peak_20305_lociStitched	chr6	130003212	130010784	1	7573	18203.088	1437.9228	464	ARHGAP18		ARHGAP18	464	1
2_MACS_peak_22812_lociStitched	chr8	142126374	142140717	2	9193	19097.7045	2336.4747	465	DENND3		DENND3	465	1
2_MACS_peak_23056_lociStitched	chr9	33289083	33298542	2	5072	18542.4777	1782.0756	466	NFX1	SPINK4,CHMP5,BAG1	NFX1	466	1
4_MACS_peak_19443_lociStitched	chr6	25366085	25390438	4	16610	21006.8978	4247.1632	467	LRRC16A		LRRC16A	467	1
2_MACS_peak_12739_lociStitched	chr2	111126567	111141873	2	7222	18947.2974	2194.8804	468	LOC151009		LOC151009	468	1
1_MACS_peak_21252_lociStitched	chr7	78115046	78128197	1	13152	19042.648	2304.0552	469	MAGI2		RPL13AP17	469	1
1_MACS_peak_19433_lociStitched	chr6	24719098	24722590	1	3493	17595.8388	861.4764	470	C6orf62		C6orf62	470	1
3_MACS_peak_16568_lociStitched	chr3	169755002	169776683	3	11843	21561.7545	4858.7121	471	GPR160		GPR160	471	1
2_MACS_peak_16493_lociStitched	chr3	156804693	156811952	2	5964	19089.7182	2390.3887	472	LOC100498859,LOC339894		LOC100498859	472	1
2_MACS_peak_1993_lociStitched	chr1	207092525	207105328	2	8086	20262.0278	3605.3248	473	FAIM3,PIGR	IL24,FCAMR	FAIM3	473	1
1_MACS_peak_4681_lociStitched	chr11	125931388	125933745	1	2358	17083.536	433.688	474	CDON		CDON	474	1
3_MACS_peak_4100_lociStitched	chr11	65336334	65356974	3	11343	20326.272	3702.816	475	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,SIPA1,LTBP3,KCNK7,MAP3K11	EHBP1L1	475	1
1_MACS_peak_1258_lociStitched	chr1	146555390	146557298	1	1909	17186.31	587.2824	476		LOC728989	LOC728989	476	1
4_MACS_peak_15320_lociStitched	chr22	50962528	50983193	4	8863	19689.612	3093.5505	477	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	477	1
2_MACS_peak_260_lociStitched	chr1	22107323	22119612	2	5964	18600.6304	2019.0827	478	USP48	LDLRAD2	USP48	478	1
2_MACS_peak_9025_lociStitched	chr17	4268258	4281180	2	9357	18689.0886	2121.7924	479	UBE2G1		UBE2G1	479	1
2_MACS_peak_22249_lociStitched	chr8	38792793	38802086	2	6073	18196.6233	1633.7094	480	PLEKHA2	HTRA4	HTRA4	480	1
3_MACS_peak_14678_lociStitched	chr21	45194990	45210529	3	10656	20739.9033	4211.069	481	RRP1,CSTB	LOC284837	CSTB	481	1
2_MACS_peak_11405_lociStitched	chr19	39338761	39348828	2	7442	18552.4743	2033.534	482	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	482	1
2_MACS_peak_20635_lociStitched	chr7	2594387	2600212	2	3823	17356.17	870.255	483	IQCE,C7orf27	LFNG	IQCE	483	1
2_MACS_peak_10225_lociStitched	chr17	80307441	80316217	2	5440	17817.9128	1339.2176	484		TEX19,UTS2R,CD7,SECTM1	TEX19	484	1
2_MACS_peak_16641_lociStitched	chr3	178230343	178241193	2	10532	19143.74	2713.585	485		KCNMB2	KCNMB2	485	1
4_MACS_peak_9082_lociStitched	chr17	7136719	7156659	4	9859	19453.464	3060.79	486	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	486	1
2_MACS_peak_9691_lociStitched	chr17	46124351	46134847	2	5752	18218.9568	1846.2464	487	NFE2L1	MIR152,COPZ2,CBX1	NFE2L1	487	1
1_MACS_peak_868_lociStitched	chr1	66795801	66803529	1	7729	18085.0656	1768.9392	488	PDE4B		PDE4B	488	1
1_MACS_peak_2501_lociStitched	chr10	12083392	12086454	1	3063	16903.4648	602.6016	489	UPF2	DHTKD1	UPF2	489	1
5_MACS_peak_11746_lociStitched	chr19	56145818	56167788	5	10284	19575.27	3299.894	490	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	490	1
1_MACS_peak_14538_lociStitched	chr21	34913223	34916534	1	3312	17492.3441	1224.0767	491	SON,GART	DNAJC28,DONSON	GART	491	1
1_MACS_peak_1208_lociStitched	chr1	143461391	143468705	1	7315	19851.6588	3607.2648	492			LOC100130000	492	1
3_MACS_peak_5475_lociStitched	chr12	68751982	68770291	3	9994	19427.6799	3185.766	493		MDM1	MDM1	493	1
2_MACS_peak_7788_lociStitched	chr15	81576250	81595943	2	13285	20106.553	3940.5693	494	IL16	STARD5	IL16	494	1
3_MACS_peak_15102_lociStitched	chr22	39459073	39474362	3	11431	18525.6813	2363.6794	495	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	495	1
1_MACS_peak_22149_lociStitched	chr8	28346935	28353193	1	6259	17326.5246	1170.246	496	FZD3,FBXO16	MIR4288	FZD3	496	1
2_MACS_peak_14639_lociStitched	chr21	43527181	43541160	2	7491	19467.1554	3321.4104	497	UMODL1,C21orf128		C21orf128	497	1
1_MACS_peak_10278_lociStitched	chr18	3245878	3249527	1	3650	16894.87	752.0589	498	MYL12A	MYL12B,MYOM1	MYL12A	498	1
1_MACS_peak_7988_lociStitched	chr15	101738041	101743191	1	5151	17234.475	1093.86	499	CHSY1		CHSY1	499	1
1_MACS_peak_23440_lociStitched	chr9	100744399	100748076	1	3678	16610.4798	471.7591	500	ANP32B	HEMGN	ANP32B	500	1
1_MACS_peak_4079_lociStitched	chr11	64899172	64903747	1	4576	17483.3625	1346.88	501	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	501	1
1_MACS_peak_8333_lociStitched	chr16	23413065	23419456	1	6392	17176.4516	1057.7105	502	COG7		COG7	502	1
1_MACS_peak_16577_lociStitched	chr3	169939314	169941722	1	2409	16776.2952	657.6248	503	PRKCI	PHC3	PRKCI	503	1
3_MACS_peak_3272_lociStitched	chr10	104401258	104421929	3	9741	19374.9283	3266.018	504	TRIM8		TRIM8	504	1
1_MACS_peak_7711_lociStitched	chr15	75491244	75497684	1	6441	17655.26	1549.464	505	C15orf39		C15orf39	505	1
2_MACS_peak_3573_lociStitched	chr11	2479708	2489735	2	6470	17520.1771	1415.8124	506	KCNQ1	TRPM5	KCNQ1	506	1
1_MACS_peak_1099_lociStitched	chr1	111172967	111181275	1	8309	17200.8832	1099.9792	507		KCNA2,KCNA3	KCNA2	507	1
3_MACS_peak_4199_lociStitched	chr11	67760492	67778652	3	9819	19427.568	3326.912	508	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	508	1
1_MACS_peak_2949_lociStitched	chr10	74055233	74059192	1	3960	16963.1273	867.021	509		DDIT4	DDIT4	509	1
2_MACS_peak_16295_lociStitched	chr3	129892873	129900527	2	7037	17620.2734	1531.5654	510		COL6A4P2	COL6A4P2	510	1
4_MACS_peak_19329_lociStitched	chr6	11714049	11735591	4	11748	19366.258	3278.6924	511	C6orf105		C6orf105	511	1
1_MACS_peak_18471_lociStitched	chr5	88175222	88186705	1	11484	18150.0298	2076.1264	512	MEF2C		MEF2C	512	1
1_MACS_peak_5381_lociStitched	chr12	57076642	57083864	1	7223	17339.2998	1266.7388	513	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	513	1
3_MACS_peak_21183_lociStitched	chr7	74057169	74076765	3	10866	18751.4124	2688.5712	514	GTF2I		GTF2I	514	1
2_MACS_peak_24106_lociStitched	chrX	40028272	40037078	2	6137	16828.266	791.6594	515	BCOR		BCOR	515	1
2_MACS_peak_20834_lociStitched	chr7	25979919	25992244	2	7139	17856.46	1867.2375	516	MIR148A		MIR148A	516	1
5_MACS_peak_9992_lociStitched	chr17	72733469	72756688	5	16060	20121.5854	4144.5915	517	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	517	1
1_MACS_peak_14210_lociStitched	chr20	46386301	46392933	1	6633	17411.6528	1445.776	518	SULF2		SULF2	518	1
4_MACS_peak_3051_lociStitched	chr10	81946414	81966293	4	12291	19459.5531	3510.6314	519	ANXA11		ANXA11	519	1
7_MACS_peak_8658_lociStitched	chr16	67184198	67227240	7	13292	22446.403	6499.342	520	FBXL8,HSF4,NOL3,E2F4,B3GNT9,TRADD,KIAA0895L,EXOC3L	C16orf70,ELMO3,TMEM208,MIR328,LRRC29	NOL3	520	1
2_MACS_peak_4652_lociStitched	chr11	122930812	122941482	2	6410	17433.713	1529.011	521	HSPA8	LOC341056	HSPA8	521	1
2_MACS_peak_21391_lociStitched	chr7	100025464	100034995	2	5430	17540.8524	1639.332	522	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	522	1
1_MACS_peak_22235_lociStitched	chr8	38237438	38245065	1	7628	17207.2747	1345.4028	523	LETM2,WHSC1L1		WHSC1L1	523	1
2_MACS_peak_13029_lociStitched	chr2	158295254	158310822	2	8549	18239.4688	2437.9488	524	CYTIP		CYTIP	524	1
8_MACS_peak_19092_lociStitched	chr5	173310330	173343163	8	18970	20970.4371	5210.5971	525	CPEB4		CPEB4	525	1
1_MACS_peak_12067_lociStitched	chr2	33700006	33705409	1	5404	16913.0109	1187.5794	526	RASGRP3	RASGRP3	RASGRP3	526	1
3_MACS_peak_14447_lociStitched	chr21	19151720	19166771	3	10643	18008.5215	2289.2571	527	C21orf91		C21orf91	527	1
2_MACS_peak_10073_lociStitched	chr17	74721525	74734919	2	6248	17926.5296	2231.4404	528	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	528	1
2_MACS_peak_1974_lociStitched	chr1	206727996	206739430	2	11296	19325.7468	3632.5818	529	RASSF5	LGTN	RASSF5	529	1
4_MACS_peak_6841_lociStitched	chr14	77487844	77507615	4	11274	17434.0678	1779.39	530	C14orf4		C14orf4	530	1
1_MACS_peak_6760_lociStitched	chr14	69258570	69263822	1	5253	16200.8444	550.4096	531	ZFP36L1,C14orf181		ZFP36L1	531	1
2_MACS_peak_10572_lociStitched	chr18	48677260	48692301	2	6725	18011.5975	2362.9411	532		MEX3C	MEX3C	532	1
4_MACS_peak_13271_lociStitched	chr2	197033399	197048550	4	10963	18350.8912	2728.6951	533	STK17B		STK17B	533	1
5_MACS_peak_7267_lociStitched	chr15	40330151	40358629	5	11969	20210.8366	4590.6536	534	SRP14	BMF	SRP14	534	1
1_MACS_peak_19084_lociStitched	chr5	172460851	172464885	1	4035	16450.2486	830.1972	535	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	535	1
4_MACS_peak_19653_lociStitched	chr6	33537809	33559071	4	9335	19061.383	3497.599	536	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	536	1
3_MACS_peak_10987_lociStitched	chr19	10329576	10347981	3	9684	18570.645	3025.782	537	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	537	1
2_MACS_peak_40_lociStitched	chr1	1668755	1679006	2	5409	17110.9692	1567.3779	538	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	538	1
1_MACS_peak_3579_lociStitched	chr11	2792720	2801563	1	8844	17120.048	1585.5499	539	KCNQ1		KCNQ1OT1	539	1
3_MACS_peak_19721_lociStitched	chr6	37121702	37140496	3	9601	18156.8834	2625.5218	540	PIM1		PIM1	540	1
3_MACS_peak_3969_lociStitched	chr11	60672643	60683997	3	8794	17990.413	2461.5472	541	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	541	1
3_MACS_peak_9488_lociStitched	chr17	37351385	37366600	3	6555	17897.4045	2396.3625	542	RPL19,CACNB1	PLXDC1,ARL5C,STAC2	RPL19	542	1
3_MACS_peak_10255_lociStitched	chr17	81140945	81156817	3	6253	17570.304	2074.4704	543		FLJ43681	FLJ43681	543	1
2_MACS_peak_5954_lociStitched	chr12	125398251	125412580	2	9369	17009.9559	1541.8004	544	UBC	SCARB1	UBC	544	1
2_MACS_peak_23351_lociStitched	chr9	94181280	94192606	2	11238	17300.465	1845.0054	545	NFIL3		NFIL3	545	1
1_MACS_peak_21742_lociStitched	chr7	139042939	139046328	1	3390	16383.4427	947.2255	546	LUC7L2	C7orf55	LUC7L2	546	1
3_MACS_peak_6567_lociStitched	chr14	35008175	35026622	3	5001	16978.6188	1553.2374	547	EAPP		EAPP	547	1
1_MACS_peak_13577_lociStitched	chr2	232570478	232576311	1	5834	16283.4028	870.8669	548	PTMA	MIR1244-1	PTMA	548	1
1_MACS_peak_23451_lociStitched	chr9	101983016	101985991	1	2976	16116.4675	733.9325	549	SEC61B,ALG2		SEC61B	549	1
5_MACS_peak_4905_lociStitched	chr12	9573465	9601755	5	11942	20309.391	4936.605	550	DDX12		DDX12	550	1
1_MACS_peak_2175_lociStitched	chr1	225653951	225656724	1	2774	16391.4803	1025.4554	551		LBR	LBR	551	1
1_MACS_peak_23740_lociStitched	chr9	131417867	131420008	1	2142	15739.5615	435.4794	552	WDR34	SET,PKN3	WDR34	552	1
1_MACS_peak_21887_lociStitched	chr7	155087978	155092102	1	4125	16560.3344	1260.7068	553	INSIG1		INSIG1	553	1
1_MACS_peak_21813_lociStitched	chr7	148579578	148582924	1	3347	15832.6028	558.1128	554	EZH2		EZH2	554	1
3_MACS_peak_509_lociStitched	chr1	36614146	36627395	3	8401	17459.5322	2186.085	555	MAP7D1,TRAPPC3	COL8A2	MAP7D1	555	1
1_MACS_peak_12284_lociStitched	chr2	61762915	61767011	1	4097	15967.8464	710.656	556	XPO1		XPO1	556	1
1_MACS_peak_15285_lociStitched	chr22	48491788	48497489	1	5702	16199.3915	944.0856	557			MIR3201	557	1
2_MACS_peak_10091_lociStitched	chr17	75229238	75244083	2	8169	17757.589	2505.836	558		SEC14L1,SEPT9	SEPT9	558	1
2_MACS_peak_21653_lociStitched	chr7	128572287	128582224	2	7251	18035.655	2800.2466	559	IRF5	KCP	IRF5	559	1
