#04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_ROSE/04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06_peaks_8KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam
#Using cutoff of 13913.4996 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isStretch
5_MACS_peak_1436_lociStitched	chr1	155210203	155233025	5	8724	12488.1984	5356.3234	529	1
1_MACS_peak_3167_lociStitched	chr10	97049443	97058155	1	8713	13192.5816	1384.3368	530	1
3_MACS_peak_15976_lociStitched	chr3	75670060	75693150	3	8698	14618.279	5389.206	531	1
2_MACS_peak_21022_lociStitched	chr7	47513524	47522801	2	8689	12289.2419	1944.4592	532	1
3_MACS_peak_18080_lociStitched	chr5	15431885	15448511	3	8675	8090.2116	2349.2538	533	1
2_MACS_peak_17204_lociStitched	chr4	48194877	48206561	2	8674	15426.3852	2023.6688	534	1
4_MACS_peak_22354_lociStitched	chr8	61812059	61830013	4	8671	8036.2104	2386.0866	535	1
2_MACS_peak_20240_lociStitched	chr6	117859136	117871661	2	8666	10872.9525	1881.255	536	1
1_MACS_peak_1839_lociStitched	chr1	197740014	197748677	1	8664	14467.21	2141.4936	537	1
4_MACS_peak_18114_lociStitched	chr5	32276117	32292412	4	8663	9032.3185	2794.5925	538	1
2_MACS_peak_17284_lociStitched	chr4	69434660	69443415	2	8658	12080.149	1517.2415	539	1
4_MACS_peak_9199_lociStitched	chr17	17725465	17744790	4	8648	17494.9225	2894.885	540	1
4_MACS_peak_16103_lociStitched	chr3	111791421	111811040	4	8644	10337.2511	3188.0875	541	1
4_MACS_peak_11714_lociStitched	chr19	54880572	54901066	4	8633	8617.727	2424.4402	542	1
2_MACS_peak_3338_lociStitched	chr10	112146847	112157057	2	8631	14350.155	1482.492	543	1
4_MACS_peak_7897_lociStitched	chr15	90721299	90745445	4	8606	12278.241	3489.097	544	1
2_MACS_peak_2728_lociStitched	chr10	43890527	43906028	2	8587	26734.5747	2483.2602	545	1
2_MACS_peak_8808_lociStitched	chr16	79631980	79640596	2	8573	7929.3048	686.6952	546	1
3_MACS_peak_19275_lociStitched	chr6	6798998	6812601	3	8569	13412.558	2451.2606	547	1
3_MACS_peak_3151_lociStitched	chr10	94868832	94886005	3	8561	13540.9105	2582.8192	548	1
2_MACS_peak_10112_lociStitched	chr17	76116338	76129188	2	8558	14808.34	2075.275	549	1
2_MACS_peak_13029_lociStitched	chr2	158295254	158310822	2	8549	18239.4688	2437.9488	550	1
4_MACS_peak_12384_lociStitched	chr2	68941380	68963129	4	8538	13471.3306	3845.2232	551	1
4_MACS_peak_12010_lociStitched	chr2	27374985	27389600	4	8537	8684.233	2192.25	552	1
3_MACS_peak_16484_lociStitched	chr3	156381729	156404557	3	8535	15664.5736	5407.9532	553	1
3_MACS_peak_11491_lociStitched	chr19	42771758	42789573	3	8532	12069.6625	2852.1815	554	1
2_MACS_peak_20663_lociStitched	chr7	5461064	5477258	2	8528	9821.661	1797.534	555	1
2_MACS_peak_4684_lociStitched	chr11	126056691	126068999	2	8525	41662.58	2408.6756	556	1
3_MACS_peak_19496_lociStitched	chr6	27098697	27115772	3	8503	12324.735	3198.1475	557	1
5_MACS_peak_12899_lociStitched	chr2	131128752	131151771	5	8502	12704.1861	3351.5664	558	1
3_MACS_peak_1865_lociStitched	chr1	200850717	200863738	3	8500	28044.6298	3173.2177	559	1
4_MACS_peak_12702_lociStitched	chr2	109221112	109238527	4	8500	10126.8225	2667.978	560	1
5_MACS_peak_11441_lociStitched	chr19	40926482	40950976	5	8490	7742.5534	3314.0382	561	1
1_MACS_peak_9507_lociStitched	chr17	38016649	38025126	1	8478	19603.9102	1788.647	562	1
4_MACS_peak_12467_lociStitched	chr2	74684045	74710898	4	8470	14699.3322	3770.1612	563	1
4_MACS_peak_10923_lociStitched	chr19	6765472	6789427	4	8460	13354.9125	5191.0485	564	1
4_MACS_peak_1793_lociStitched	chr1	186730026	186749926	4	8449	9104.25	3788.96	565	1
4_MACS_peak_7704_lociStitched	chr15	75396690	75407315	4	8434	6334.625	1582.0625	566	1
3_MACS_peak_8851_lociStitched	chr16	84132624	84151795	3	8427	15821.8263	1320.8819	567	1
3_MACS_peak_23616_lociStitched	chr9	123652911	123667745	3	8413	15198.9164	2814.0098	568	1
3_MACS_peak_1944_lociStitched	chr1	205197202	205217297	3	8410	9362.2605	4250.0925	569	1
3_MACS_peak_21710_lociStitched	chr7	134670574	134682869	3	8407	12678.604	3043.0125	570	1
3_MACS_peak_509_lociStitched	chr1	36614146	36627395	3	8401	17459.5322	2186.085	571	1
3_MACS_peak_14870_lociStitched	chr22	24819695	24831776	3	8374	20534.0757	2051.3538	572	1
5_MACS_peak_620_lociStitched	chr1	42339533	42364284	5	8369	8776.7046	3254.7565	573	1
3_MACS_peak_6788_lociStitched	chr14	72980637	72990280	3	8358	13151.1234	804.2262	574	1
2_MACS_peak_12732_lociStitched	chr2	110744781	110760380	2	8354	19980.7591	2165.1412	575	1
3_MACS_peak_2451_lociStitched	chr10	5930419	5948395	3	8350	12047.5152	2942.6712	576	1
3_MACS_peak_4192_lociStitched	chr11	67644799	67654505	3	8345	22410.1834	1730.5798	577	1
2_MACS_peak_21724_lociStitched	chr7	136036150	136047426	2	8345	14181.8252	2383.7464	578	1
3_MACS_peak_23366_lociStitched	chr9	95514358	95529010	3	8341	11264.4576	2411.7192	579	1
4_MACS_peak_22879_lociStitched	chr8	145732865	145754828	4	8339	17153.103	3033.0903	580	1
3_MACS_peak_2388_lociStitched	chr1	249111787	249121955	3	8337	14442.6272	2932.4512	581	1
1_MACS_peak_13450_lociStitched	chr2	217080536	217088869	1	8334	18788.4151	1757.4297	582	1
5_MACS_peak_21416_lociStitched	chr7	101376548	101398357	5	8330	7417.2409	2822.0846	583	1
3_MACS_peak_12356_lociStitched	chr2	65609404	65622895	3	8313	9797.1642	2279.979	584	1
3_MACS_peak_20786_lociStitched	chr7	22474432	22488562	3	8313	10453.374	2428.947	585	1
2_MACS_peak_13152_lociStitched	chr2	175457668	175474332	2	8310	15782.4744	2456.2736	586	1
1_MACS_peak_1099_lociStitched	chr1	111172967	111181275	1	8309	17200.8832	1099.9792	587	1
3_MACS_peak_19454_lociStitched	chr6	26043049	26067295	3	8305	11921.7582	3699.9396	588	1
3_MACS_peak_17001_lociStitched	chr4	9599510	9610882	3	8300	13727.1412	1778.5808	589	1
3_MACS_peak_17919_lociStitched	chr4	186225454	186240341	3	8287	12746.2494	2478.6855	590	1
3_MACS_peak_6436_lociStitched	chr13	114863417	114877638	3	8269	20475.3958	2010.8494	591	1
3_MACS_peak_4619_lociStitched	chr11	119543339	119565904	3	8259	11492.3545	3321.568	592	1
4_MACS_peak_1188_lociStitched	chr1	120658917	120685898	4	8259	8903.73	4754.0522	593	1
3_MACS_peak_17309_lociStitched	chr4	74454240	74473984	3	8255	13307.456	2535.1296	594	1
3_MACS_peak_12049_lociStitched	chr2	31430253	31443260	3	8247	8769.3194	1733.8331	595	1
2_MACS_peak_18852_lociStitched	chr5	142774753	142785741	2	8221	18881.7792	1450.416	596	1
2_MACS_peak_14521_lociStitched	chr21	34600733	34612969	2	8218	13176.9484	2854.6588	597	1
1_MACS_peak_14899_lociStitched	chr22	27100291	27108498	1	8208	8722.3996	1297.5267	598	1
1_MACS_peak_8951_lociStitched	chr17	977250	985456	1	8207	15675.9218	1402.4054	599	1
2_MACS_peak_10025_lociStitched	chr17	73628883	73643778	2	8207	19758.2175	2152.3275	600	1
2_MACS_peak_21527_lociStitched	chr7	110720529	110734174	2	8204	6392.6825	2524.325	601	1
4_MACS_peak_23112_lociStitched	chr9	36135765	36152911	4	8204	10570.509	3014.2668	602	1
2_MACS_peak_11022_lociStitched	chr19	11199369	11207927	2	8200	13521.64	1744.9762	603	1
1_MACS_peak_5686_lociStitched	chr12	102870885	102879083	1	8199	15601.6138	1687.1484	604	1
2_MACS_peak_12406_lociStitched	chr2	70310284	70323393	2	8192	54315.8306	2524.7934	605	1
4_MACS_peak_6442_lociStitched	chr13	114987137	115002044	4	8190	14820.5394	2109.3405	606	1
2_MACS_peak_18532_lociStitched	chr5	100224351	100240988	2	8188	8531.4536	2287.5875	607	1
2_MACS_peak_23338_lociStitched	chr9	93698909	93708644	2	8187	22188.012	1795.134	608	1
4_MACS_peak_12505_lociStitched	chr2	85152349	85171007	4	8184	10282.4238	2895.7216	609	1
3_MACS_peak_24614_lociStitched	chrX	153235599	153252404	3	8178	19873.593	1341.039	610	1
2_MACS_peak_10091_lociStitched	chr17	75229238	75244083	2	8169	17757.589	2505.836	611	1
3_MACS_peak_18856_lociStitched	chr5	142952564	142974490	3	8167	13181.9112	3345.9076	612	1
2_MACS_peak_16841_lociStitched	chr3	195621242	195637443	2	8164	27729.6316	4097.2329	613	1
2_MACS_peak_12956_lociStitched	chr2	137132867	137142820	2	8162	26084.8224	2058.2804	614	1
2_MACS_peak_21503_lociStitched	chr7	106504151	106513561	2	8160	11229.894	2264.046	615	1
3_MACS_peak_6284_lociStitched	chr13	77899221	77914716	3	8159	14053.965	2767.407	616	1
4_MACS_peak_10422_lociStitched	chr18	23746977	23771588	4	8159	11901.8796	3029.6141	617	1
4_MACS_peak_10233_lociStitched	chr17	80451192	80465867	4	8150	9929.105	2434.5825	618	1
3_MACS_peak_21424_lociStitched	chr7	101624308	101639833	3	8142	6958.305	2265.0975	619	1
2_MACS_peak_24183_lociStitched	chrX	48768277	48778345	2	8139	8385.6372	1259.5068	620	1
4_MACS_peak_16826_lociStitched	chr3	194867562	194882631	4	8134	11224.8981	3260.9316	621	1
2_MACS_peak_16773_lociStitched	chr3	186780474	186792458	2	8130	30039.0944	3594.0016	622	1
2_MACS_peak_10172_lociStitched	chr17	78873568	78887096	2	8128	28602.2504	2206.4168	623	1
1_MACS_peak_6089_lociStitched	chr13	30943676	30951800	1	8125	9838.9764	1042.3092	624	1
3_MACS_peak_22242_lociStitched	chr8	38613888	38628961	3	8114	9973.8041	2233.8186	625	1
1_MACS_peak_1541_lociStitched	chr1	160676770	160684876	1	8107	9924.1758	2597.1624	626	1
3_MACS_peak_15822_lociStitched	chr3	52730799	52745485	3	8105	13581.6128	2503.963	627	1
2_MACS_peak_23777_lociStitched	chr9	132646226	132657745	2	8103	26816.232	2029.6478	628	1
2_MACS_peak_9106_lociStitched	chr17	7737537	7749032	2	8090	12136.421	2284.0565	629	1
2_MACS_peak_1993_lociStitched	chr1	207092525	207105328	2	8086	20262.0278	3605.3248	630	1
3_MACS_peak_15460_lociStitched	chr3	15835622	15851680	3	8085	11226.1478	2533.9524	631	1
3_MACS_peak_5357_lociStitched	chr12	56509198	56523951	3	8060	11491.1117	3407.943	632	1
2_MACS_peak_11460_lociStitched	chr19	41801678	41817081	2	8057	18013.8085	2982.0208	633	1
2_MACS_peak_21714_lociStitched	chr7	134842887	134857318	2	8056	17592.8321	3203.682	634	1
3_MACS_peak_19766_lociStitched	chr6	42737863	42752332	3	8047	28337.5365	1947.5274	635	1
3_MACS_peak_17836_lociStitched	chr4	173896472	173909159	3	8039	9451.815	1922.0805	636	1
4_MACS_peak_8745_lociStitched	chr16	70461262	70473930	4	8032	7628.6696	1779.854	637	1
3_MACS_peak_10230_lociStitched	chr17	80405894	80424007	3	8032	23157.4705	3579.1288	638	1
4_MACS_peak_18022_lociStitched	chr5	6392807	6409768	4	8029	11150.1614	2489.8748	639	1
2_MACS_peak_21698_lociStitched	chr7	133728193	133737328	2	8017	8147.5065	1995.084	640	1
3_MACS_peak_18947_lociStitched	chr5	153651846	153665677	3	8013	7103.6016	2071.8838	641	1
3_MACS_peak_23521_lociStitched	chr9	112669119	112683285	3	8012	20632.779	2432.3022	642	1
3_MACS_peak_4362_lociStitched	chr11	82704571	82719608	3	8005	13400.9744	2311.1869	643	1
3_MACS_peak_15426_lociStitched	chr3	13455177	13470739	3	8000	22457.5222	2424.5596	644	1
3_MACS_peak_15220_lociStitched	chr22	43656664	43669725	3	7983	11757.5122	2023.1489	645	1
1_MACS_peak_19144_lociStitched	chr5	176852182	176860161	1	7980	13527.5966	1790.4876	646	1
2_MACS_peak_10656_lociStitched	chr18	60798246	60811208	2	7968	12996.9974	2215.2058	647	1
4_MACS_peak_15834_lociStitched	chr3	53194332	53215558	4	7962	8157.1518	2905.8394	648	1
3_MACS_peak_14527_lociStitched	chr21	34696150	34712591	3	7947	18527.3629	3875.1437	649	1
2_MACS_peak_14530_lociStitched	chr21	34745740	34757310	2	7945	17376.983	2653.001	650	1
3_MACS_peak_15069_lociStitched	chr22	38638304	38658287	3	7942	14355.7872	2877.552	651	1
1_MACS_peak_13816_lociStitched	chr20	9489892	9497831	1	7940	10489.8007	1519.5246	652	1
4_MACS_peak_3834_lociStitched	chr11	35127523	35149132	4	7934	8300.0169	3161.3967	653	1
2_MACS_peak_22718_lociStitched	chr8	126779497	126788965	2	7917	10996.1352	1082.1924	654	1
4_MACS_peak_16965_lociStitched	chr4	6168594	6186702	4	7910	6915.4452	2678.1732	655	1
1_MACS_peak_22630_lociStitched	chr8	118449721	118457622	1	7902	23620.8296	1386.6255	656	1
3_MACS_peak_19451_lociStitched	chr6	26020350	26034207	3	7902	10729.4751	2420.8179	657	1
3_MACS_peak_2152_lociStitched	chr1	223899453	223915594	3	7901	14941.7237	3977.1424	658	1
4_MACS_peak_23452_lociStitched	chr9	101997111	102022671	4	7899	14699.556	3573.288	659	1
2_MACS_peak_2220_lociStitched	chr1	228268945	228279346	2	7897	17635.9356	2662.656	660	1
2_MACS_peak_7615_lociStitched	chr15	70045948	70054244	2	7889	9556.1624	1847.5192	661	1
3_MACS_peak_280_lociStitched	chr1	23937205	23954652	3	7882	8508.9019	2887.4785	662	1
3_MACS_peak_19683_lociStitched	chr6	35264731	35280043	3	7870	13388.8128	2321.2992	663	1
2_MACS_peak_6619_lociStitched	chr14	50465373	50476583	2	7866	21832.596	1153.509	664	1
1_MACS_peak_20766_lociStitched	chr7	20254542	20262405	1	7864	19875.3051	1744.0134	665	1
2_MACS_peak_8197_lociStitched	chr16	11668591	11682055	2	7864	11168.388	2115.1944	666	1
5_MACS_peak_10051_lociStitched	chr17	74169161	74190613	5	7864	8076.678	2953.9404	667	1
2_MACS_peak_15441_lociStitched	chr3	14727987	14741663	2	7856	8149.5284	2475.356	668	1
2_MACS_peak_18477_lociStitched	chr5	88635179	88650656	2	7854	14532.903	2216.3064	669	1
4_MACS_peak_4940_lociStitched	chr12	11965222	11990934	4	7854	10130.528	3877.3696	670	1
4_MACS_peak_19310_lociStitched	chr6	10403520	10427599	4	7853	11572.3674	3084.5199	671	1
4_MACS_peak_3465_lociStitched	chr10	126410977	126433825	4	7847	12038.6112	3269.5488	672	1
2_MACS_peak_16626_lociStitched	chr3	176912498	176920618	2	7846	15698.396	2181.032	673	1
1_MACS_peak_22710_lociStitched	chr8	126441238	126449081	1	7844	14973.0713	1696.4409	674	1
4_MACS_peak_4563_lociStitched	chr11	115795047	115811260	4	7840	8808.5229	2446.5417	675	1
1_MACS_peak_3936_lociStitched	chr11	58340120	58347956	1	7837	33793.5336	1481.7876	676	1
2_MACS_peak_12774_lociStitched	chr2	112482416	112494752	2	7828	15764.1744	1789.9536	677	1
3_MACS_peak_19948_lociStitched	chr6	74159552	74182479	3	7826	14544.8888	3189.1457	678	1
5_MACS_peak_22962_lociStitched	chr9	6629959	6656191	5	7825	9422.5344	3546.5664	679	1
3_MACS_peak_9584_lociStitched	chr17	40826873	40835146	3	7815	11517.6706	1511.4771	680	1
3_MACS_peak_1293_lociStitched	chr1	149203734	149225536	3	7813	37534.3232	6165.6056	681	1
1_MACS_peak_19709_lociStitched	chr6	36719364	36727175	1	7812	15529.8302	1895.7297	682	1
3_MACS_peak_21534_lociStitched	chr7	111711508	111726245	3	7810	10251.0572	3116.8755	683	1
2_MACS_peak_14282_lociStitched	chr20	52225403	52241112	2	7802	9887.2446	2161.5584	684	1
2_MACS_peak_2535_lociStitched	chr10	14776123	14786189	2	7800	8859.0866	1722.2926	685	1
3_MACS_peak_22706_lociStitched	chr8	126342081	126355763	3	7779	7702.966	1870.3294	686	1
3_MACS_peak_23912_lociStitched	chrX	949926	971037	3	7761	11921.3817	916.2174	687	1
3_MACS_peak_7790_lociStitched	chr15	81608695	81624519	3	7755	9472.2464	2761.288	688	1
4_MACS_peak_4625_lociStitched	chr11	120195739	120216563	4	7751	9841.4224	3392.2296	689	1
3_MACS_peak_15588_lociStitched	chr3	39248170	39263326	3	7746	14755.8816	2723.5332	690	1
3_MACS_peak_2179_lociStitched	chr1	226034911	226045064	3	7745	9541.7894	2738.2641	691	1
2_MACS_peak_23410_lociStitched	chr9	98267485	98279559	2	7744	7932.618	1329.3474	692	1
2_MACS_peak_18475_lociStitched	chr5	88595747	88611578	2	7741	16788.7755	2741.9292	693	1
3_MACS_peak_24472_lociStitched	chrX	119435291	119445544	3	7740	8245.4626	954.5543	694	1
1_MACS_peak_12365_lociStitched	chr2	66659694	66667429	1	7736	8602.0935	1024.114	695	1
1_MACS_peak_868_lociStitched	chr1	66795801	66803529	1	7729	18085.0656	1768.9392	696	1
3_MACS_peak_13664_lociStitched	chr2	241499337	241509449	3	7723	12888.7552	969.7408	697	1
2_MACS_peak_7044_lociStitched	chr14	105947024	105958448	2	7723	13324.9536	1386.8736	698	1
3_MACS_peak_20164_lociStitched	chr6	108929045	108943684	3	7721	9099.6024	1804.9887	699	1
2_MACS_peak_15074_lociStitched	chr22	38701381	38714608	2	7707	13720.3671	2491.9668	700	1
3_MACS_peak_23662_lociStitched	chr9	127622924	127635908	3	7703	16689.6336	2195.5944	701	1
3_MACS_peak_5378_lociStitched	chr12	57022259	57040687	3	7700	11845.5184	3414.7084	702	1
2_MACS_peak_8769_lociStitched	chr16	71876837	71888757	2	7694	11500.416	1978.72	703	1
4_MACS_peak_7525_lociStitched	chr15	63765722	63780106	4	7691	8411.7632	2006.568	704	1
2_MACS_peak_17147_lociStitched	chr4	38664332	38673668	2	7672	12157.3392	1204.344	705	1
2_MACS_peak_18683_lociStitched	chr5	130709198	130718885	2	7671	9749.9655	1758.1905	706	1
2_MACS_peak_15404_lociStitched	chr3	10430482	10439951	2	7659	9734.132	1784.9065	707	1
4_MACS_peak_18829_lociStitched	chr5	141388766	141405093	4	7659	9370.0653	2693.955	708	1
2_MACS_peak_18182_lociStitched	chr5	43007173	43021093	2	7654	9954.192	2348.304	709	1
1_MACS_peak_2671_lociStitched	chr10	30989336	30996986	1	7651	28588.05	1608.795	710	1
1_MACS_peak_1818_lociStitched	chr1	192571872	192579520	1	7649	9024.64	1738.3904	711	1
2_MACS_peak_15185_lociStitched	chr22	42141640	42150682	2	7649	13362.2676	1902.4368	712	1
2_MACS_peak_15371_lociStitched	chr3	8698014	8708816	2	7649	13169.7984	2053.4602	713	1
4_MACS_peak_15810_lociStitched	chr3	52272350	52297635	4	7646	10551.4305	4063.2995	714	1
3_MACS_peak_2919_lociStitched	chr10	72252233	72269854	3	7643	11663.3399	2912.7513	715	1
1_MACS_peak_22235_lociStitched	chr8	38237438	38245065	1	7628	17207.2747	1345.4028	716	1
1_MACS_peak_14100_lociStitched	chr20	37498408	37506035	1	7628	48342.2141	1882.3436	717	1
2_MACS_peak_325_lociStitched	chr1	25869584	25879094	2	7628	19971	1708.947	718	1
2_MACS_peak_7479_lociStitched	chr15	58583756	58591799	2	7616	10332.8421	1528.9743	719	1
5_MACS_peak_4095_lociStitched	chr11	65306901	65326747	5	7616	8317.4586	2986.823	720	1
3_MACS_peak_11672_lociStitched	chr19	50369468	50381995	3	7610	20749.7228	2547.9918	721	1
3_MACS_peak_17381_lociStitched	chr4	82424875	82441986	3	7607	8998.6749	2407.5177	722	1
2_MACS_peak_5250_lociStitched	chr12	50054334	50065893	2	7599	14167.8663	2072.5287	723	1
2_MACS_peak_15400_lociStitched	chr3	10254349	10267075	2	7598	11571.7518	2006.8902	724	1
2_MACS_peak_11141_lociStitched	chr19	16180424	16191690	2	7593	21308.5124	1750.7364	725	1
2_MACS_peak_21487_lociStitched	chr7	105816610	105829810	2	7593	15116.64	2995.08	726	1
4_MACS_peak_9279_lociStitched	chr17	25658743	25681830	4	7593	14620.9971	2811.9966	727	1
3_MACS_peak_9267_lociStitched	chr17	20936780	20955669	3	7591	13318.6339	2580.2374	728	1
2_MACS_peak_24185_lociStitched	chrX	48793558	48804591	2	7589	21044.3442	1298.5841	729	1
2_MACS_peak_9043_lociStitched	chr17	4842244	4854556	2	7581	24186.924	2261.7144	730	1
2_MACS_peak_22142_lociStitched	chr8	28195121	28207121	2	7576	12664.8	2028	731	1
3_MACS_peak_15356_lociStitched	chr3	5018378	5029543	3	7574	13898.192	1918.147	732	1
1_MACS_peak_20305_lociStitched	chr6	130003212	130010784	1	7573	18203.088	1437.9228	733	1
2_MACS_peak_2553_lociStitched	chr10	15826039	15834600	2	7573	23286.7761	1344.9331	734	1
3_MACS_peak_3489_lociStitched	chr10	130825373	130836725	3	7571	12182.9664	1401.972	735	1
4_MACS_peak_10492_lociStitched	chr18	42288953	42306582	4	7563	7130.9305	2691.9483	736	1
2_MACS_peak_23059_lociStitched	chr9	33445167	33457190	2	7557	10149.8166	2241.0872	737	1
3_MACS_peak_16385_lociStitched	chr3	141205434	141219030	3	7552	11072.5824	2146.8084	738	1
4_MACS_peak_7581_lociStitched	chr15	67372732	67395456	4	7545	9587.2556	3656.2916	739	1
3_MACS_peak_8880_lociStitched	chr16	87799035	87815191	3	7542	10716.2748	1202.0064	740	1
2_MACS_peak_21928_lociStitched	chr8	1990820	2000106	2	7541	33886.4712	1746.6966	741	1
3_MACS_peak_19625_lociStitched	chr6	32805254	32823190	3	7537	12793.7488	2824.92	742	1
3_MACS_peak_9211_lociStitched	chr17	18217109	18236105	3	7537	20055.9768	3278.7096	743	1
1_MACS_peak_21072_lociStitched	chr7	55597669	55605196	1	7528	47159.6658	1621.3158	744	1
3_MACS_peak_21686_lociStitched	chr7	130902724	130917471	3	7524	9119.5448	3273.834	745	1
4_MACS_peak_6159_lociStitched	chr13	42061715	42078168	4	7522	6349.2127	1312.9494	746	1
2_MACS_peak_14584_lociStitched	chr21	37906294	37916973	2	7519	23001.4981	2573.639	747	1
3_MACS_peak_10094_lociStitched	chr17	75314957	75329706	3	7517	14181.1635	2467.5077	748	1
4_MACS_peak_15155_lociStitched	chr22	41031635	41049118	4	7515	11953.1271	2778.0487	749	1
2_MACS_peak_9730_lociStitched	chr17	47816357	47827468	2	7509	10037.6774	2153.3118	750	1
2_MACS_peak_9017_lociStitched	chr17	3813351	3821194	2	7506	16665.5907	1544.2867	751	1
2_MACS_peak_12753_lociStitched	chr2	111806344	111821356	2	7506	14704.254	1906.524	752	1
2_MACS_peak_19515_lociStitched	chr6	27857661	27871382	2	7501	9032.5343	2222.802	753	1
2_MACS_peak_14639_lociStitched	chr21	43527181	43541160	2	7491	19467.1554	3321.4104	754	1
3_MACS_peak_6711_lociStitched	chr14	63936600	63951913	3	7486	7115.9511	1068.8474	755	1
2_MACS_peak_21843_lociStitched	chr7	150100720	150113895	2	7481	31680.605	3301.655	756	1
4_MACS_peak_18390_lociStitched	chr5	75585906	75601031	4	7474	6943.8875	2047.925	757	1
2_MACS_peak_20348_lociStitched	chr6	135190465	135204186	2	7470	22612.208	2538.385	758	1
2_MACS_peak_20550_lociStitched	chr6	160389165	160403976	2	7469	9569.3871	1181.9178	759	1
2_MACS_peak_16437_lociStitched	chr3	150315540	150323191	2	7466	9257.71	1322.8579	760	1
1_MACS_peak_8805_lociStitched	chr16	78797484	78804943	1	7460	6472.1743	761.5639	761	1
1_MACS_peak_2843_lociStitched	chr10	63656554	63664012	1	7459	8517.7818	1210.4334	762	1
3_MACS_peak_13903_lociStitched	chr20	23329940	23344206	3	7449	16825.3204	2426.6466	763	1
2_MACS_peak_15084_lociStitched	chr22	39095390	39103869	2	7448	27581.3391	1588.9646	764	1
2_MACS_peak_11665_lociStitched	chr19	50166491	50182136	2	7445	16676.0055	2970.9855	765	1
3_MACS_peak_20130_lociStitched	chr6	106227327	106241672	3	7443	6654.6455	2174.702	766	1
2_MACS_peak_11405_lociStitched	chr19	39338761	39348828	2	7442	18552.4743	2033.534	767	1
1_MACS_peak_14199_lociStitched	chr20	45979904	45987342	1	7439	18851.611	1556.7734	768	1
3_MACS_peak_22456_lociStitched	chr8	81049942	81061002	3	7439	7830.48	2081.492	769	1
2_MACS_peak_4759_lociStitched	chr11	132218792	132231516	2	7430	14509.1772	2009.1196	770	1
3_MACS_peak_13775_lociStitched	chr20	5092737	5109093	3	7427	14648.4336	2262.0348	771	1
2_MACS_peak_11731_lociStitched	chr19	55764303	55772005	2	7420	10521.7022	1659.0108	772	1
2_MACS_peak_21845_lociStitched	chr7	150124955	150133880	2	7420	15757.98	2298.1875	773	1
2_MACS_peak_14501_lociStitched	chr21	32924489	32932787	2	7415	12563.172	2188.1826	774	1
2_MACS_peak_18582_lociStitched	chr5	112256449	112266971	2	7410	13665.9736	2008.6498	775	1
3_MACS_peak_7619_lociStitched	chr15	70306190	70316753	3	7408	9867.9546	2146.4016	776	1
2_MACS_peak_141_lociStitched	chr1	11623233	11631918	2	7407	8816.1435	1360.9395	777	1
4_MACS_peak_11075_lociStitched	chr19	12991287	13011978	4	7399	9652.3515	3405.7386	778	1
2_MACS_peak_18813_lociStitched	chr5	140886650	140894585	2	7387	6252.78	1329.1125	779	1
1_MACS_peak_16529_lociStitched	chr3	160116156	160123537	1	7382	19182.4809	1468.0809	780	1
4_MACS_peak_2251_lociStitched	chr1	230630855	230652300	4	7381	9718.874	3857.9555	781	1
2_MACS_peak_399_lociStitched	chr1	28831485	28846134	2	7379	16817.052	2469.8214	782	1
3_MACS_peak_16323_lociStitched	chr3	133159890	133169110	3	7368	7870.192	1592.294	783	1
2_MACS_peak_23720_lociStitched	chr9	130731681	130744339	2	7368	15769.3364	2032.8748	784	1
2_MACS_peak_402_lociStitched	chr1	28905197	28914456	2	7366	9595.1017	1480.5141	785	1
3_MACS_peak_5394_lociStitched	chr12	57622692	57637937	3	7363	12956.7255	2519.9985	786	1
4_MACS_peak_11175_lociStitched	chr19	16984341	17008670	4	7357	9347.2018	2586.1727	787	1
2_MACS_peak_6399_lociStitched	chr13	111357484	111369258	2	7354	9216.6872	2071.0466	788	1
3_MACS_peak_4359_lociStitched	chr11	82666447	82683631	3	7341	12686.9472	2324.9952	789	1
2_MACS_peak_13317_lociStitched	chr2	201312501	201321953	2	7336	7754.4208	1618.1824	790	1
3_MACS_peak_21491_lociStitched	chr7	106182779	106194985	3	7334	9874.654	2663.3492	791	1
3_MACS_peak_19590_lociStitched	chr6	31619125	31634823	3	7331	15916.2022	2516.3894	792	1
1_MACS_peak_7700_lociStitched	chr15	75334548	75341877	1	7330	27952.806	1836.6474	793	1
2_MACS_peak_8454_lociStitched	chr16	30661127	30673162	2	7330	15822.4145	2327.569	794	1
3_MACS_peak_15097_lociStitched	chr22	39409239	39422090	3	7328	9896.5551	2180.8147	795	1
4_MACS_peak_23104_lociStitched	chr9	35828394	35849401	4	7328	8463.7203	3468.2557	796	1
