REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X04_0EWQ_0229Kronos_MM1S.KB.1hr.2_H3K18Ac_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
4_MACS_peak_17922_lociStitched	chr4	186252486	186284811	4	10661	17164.575	4318.62	314	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.5923	314	1
1_MACS_peak_3967_lociStitched	chr11	60602310	60612968	1	10659	16482.597	2216.864	315	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	0.6910000000000001	315	1
3_MACS_peak_14678_lociStitched	chr21	45194990	45210529	3	10656	20739.9033	4211.069	316	RRP1,CSTB	LOC284837	CSTB	CSTB	0.6979	316	1
3_MACS_peak_14447_lociStitched	chr21	19151720	19166771	3	10643	18008.5215	2289.2571	317	C21orf91		C21orf91	C21orf91	0.4586	317	1
4_MACS_peak_5188_lociStitched	chr12	46764510	46785436	4	10640	18331.176	3113.7888	318	SLC38A2		SLC38A2	SLC38A2	0.2462	318	1
4_MACS_peak_1230_lociStitched	chr1	145138584	145161747	4	10634	18965.8644	7615.9944	319		SEC22B,NOTCH2NL	SEC22B	NOTCH2NL	0.035099999999999965	319	1
4_MACS_peak_2752_lociStitched	chr10	45913653	45931582	4	10632	27555.0801	2723.4151	320	ALOX5		ALOX5	ALOX5	0.3296	320	1
1_MACS_peak_20052_lociStitched	chr6	90059362	90069969	1	10608	23758.6193	2187.1634	321	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.5274	321	1
3_MACS_peak_4164_lociStitched	chr11	67033112	67057901	3	10596	30698.6976	3842.295	322	ADRBK1,ANKRD13D	SSH3,LOC100130987	ANKRD13D	ANKRD13D	0.5209999999999999	322	1
2_MACS_peak_3436_lociStitched	chr10	125151241	125163834	2	10589	22881.481	1989.694	323			BUB3	BUB3	NONE	323	1
3_MACS_peak_4994_lociStitched	chr12	15101146	15115558	3	10584	9379.3296	2932.842	324	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.21270000000000003	324	1
2_MACS_peak_9890_lociStitched	chr17	62197203	62209996	2	10576	12255.694	2577.7895	325	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.4384	325	1
4_MACS_peak_13779_lociStitched	chr20	5573686	5592531	4	10540	11708.3985	3203.65	326	GPCPD1		GPCPD1	GPCPD1	0.09429999999999998	326	1
2_MACS_peak_16641_lociStitched	chr3	178230343	178241193	2	10532	19143.74	2713.585	327		KCNMB2	KCNMB2	KCNMB2	0.01479999999999998	327	1
5_MACS_peak_20934_lociStitched	chr7	38388102	38408263	5	10523	10024.0492	3461.6437	328			TARP	TARP	NONE	328	1
4_MACS_peak_4335_lociStitched	chr11	78127194	78139941	4	10503	13191.8703	2151.6936	329	GAB2		GAB2	GAB2	0.014500000000000013	329	1
2_MACS_peak_21043_lociStitched	chr7	50343611	50357362	2	10497	10038.23	2073.6508	330	IKZF1		IKZF1	IKZF1	0.04260000000000001	330	1
1_MACS_peak_9643_lociStitched	chr17	43298033	43308509	1	10477	62333.2476	2384.3376	331	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.7928	331	1
2_MACS_peak_13339_lociStitched	chr2	202116240	202128083	2	10475	24605.0168	2144.7673	332	CASP8		CASP8	CASP8	0.40940000000000004	332	1
4_MACS_peak_23724_lociStitched	chr9	130828821	130845558	4	10463	13274.1147	3164.9667	333	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.6645	333	1
4_MACS_peak_9074_lociStitched	chr17	6915048	6940140	4	10457	32009.8644	3708.5976	334	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.863	334	1
4_MACS_peak_1139_lociStitched	chr1	115236678	115260075	4	10447	13921.215	1481.0301	335	AMPD1,NRAS,CSDE1	DENND2C	AMPD1	AMPD1	0.24250000000000002	335	1
2_MACS_peak_22793_lociStitched	chr8	137189365	137201300	2	10435	16623.068	2221.1035	336			KHDRBS3	KHDRBS3	NONE	336	1
4_MACS_peak_19282_lociStitched	chr6	7135369	7157401	4	10420	16438.0752	3216.672	337	RREB1		RREB1	RREB1	0.1308	337	1
1_MACS_peak_13557_lociStitched	chr2	231729289	231739706	1	10418	17937.0323	1050.0336	338	ITM2C		ITM2C	ITM2C	0.6970000000000001	338	1
2_MACS_peak_14054_lociStitched	chr20	34677632	34690188	2	10408	14178.2352	1990.126	339		EPB41L1,LOC647979	EPB41L1	LOC647979	0.37189999999999995	339	1
4_MACS_peak_18692_lociStitched	chr5	131418420	131441804	4	10381	30525.4736	3872.3904	340		IL3,CSF2	CSF2	CSF2	0.1508	340	1
2_MACS_peak_1948_lociStitched	chr1	205242459	205258909	2	10358	26762.505	4648.77	341	TMCC2	NUAK2	NUAK2	NUAK2	0.13290000000000002	341	1
2_MACS_peak_13859_lociStitched	chr20	17826482	17840326	2	10339	15484.514	2221.962	342			SNORD17	SNORD17	NONE	342	1
4_MACS_peak_9348_lociStitched	chr17	29636576	29649046	4	10313	7187.708	1992.706	343	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	0.1844	343	1
3_MACS_peak_19068_lociStitched	chr5	171601161	171616124	3	10313	16077.7435	2660.4214	344	STK10	EFCAB9	STK10	STK10	0.0741	344	1
2_MACS_peak_15696_lociStitched	chr3	46577806	46589620	2	10308	52689.2586	2147.7852	345	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.9224999999999999	345	1
1_MACS_peak_2017_lociStitched	chr1	209274414	209284699	1	10286	33965.184	2666.9005	346			LOC642587	LOC642587	NONE	346	1
5_MACS_peak_11746_lociStitched	chr19	56145818	56167788	5	10284	19575.27	3299.894	347	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	ZNF524	0.7738999999999999	347	1
4_MACS_peak_11939_lociStitched	chr2	20615036	20631057	4	10274	16248.4982	2633.8524	348		RHOB	RHOB	RHOB	0.48640000000000005	348	1
3_MACS_peak_19299_lociStitched	chr6	7959750	7978181	3	10274	21061.1037	2753.5914	349	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	TXNDC5	3.2074000000000003	349	1
5_MACS_peak_4848_lociStitched	chr12	6552073	6580881	5	10243	19606.7248	4701.4656	350	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	0.6006	350	1
6_MACS_peak_5409_lociStitched	chr12	58135150	58167086	6	10217	15009.92	5317.344	351	TSPAN31,MARCH9,FAM119B,AGAP2,CDK4,CYP27B1,METTL1	OS9,LOC100130776,TSFM,AGAP2,AVIL	MARCH9	MARCH9	0.2761	351	1
2_MACS_peak_3336_lociStitched	chr10	112103978	112120037	2	10209	74586.0255	3420.567	352		SMNDC1	SMNDC1	SMNDC1	0.0721	352	1
4_MACS_peak_8553_lociStitched	chr16	50714347	50732744	4	10188	11003.2457	2950.8788	353	NOD2,SNX20	CYLD	NOD2	NOD2	0.07669999999999999	353	1
5_MACS_peak_22514_lociStitched	chr8	95953512	95976433	5	10178	10339.6631	2188.9555	354	TP53INP1	CCNE2	TP53INP1	CCNE2	0.19830000000000003	354	1
4_MACS_peak_8397_lociStitched	chr16	29464335	29487898	4	10170	13716.0223	4931.7359	355	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	LOC606724	0.8557000000000001	355	1
1_MACS_peak_20159_lociStitched	chr6	108878252	108888419	1	10168	12984.2757	1813.7928	356	FOXO3		FOXO3	FOXO3	0.30579999999999996	356	1
3_MACS_peak_13977_lociStitched	chr20	31254694	31270353	3	10165	13906.7579	2594.6963	357		C20orf203	C20orf203	C20orf203	0.021999999999999992	357	1
5_MACS_peak_18562_lociStitched	chr5	109252020	109281922	5	10164	13560.557	4742.4572	358		LOC100289673	LOC100289673	NONE	NONE	358	1
6_MACS_peak_4156_lociStitched	chr11	66861876	66889163	6	10161	10901.1565	3640.0858	359	KDM2A	RHOD	KDM2A	KDM2A	0.037699999999999984	359	1
4_MACS_peak_9259_lociStitched	chr17	20204821	20221701	4	10159	17045.424	2337.88	360	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.009900000000000006	360	1
2_MACS_peak_14890_lociStitched	chr22	26974927	26992414	2	10152	18114.7833	2976.2874	361	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	0.8587	361	1
1_MACS_peak_8592_lociStitched	chr16	56943207	56953337	1	10131	53119.694	1862.907	362	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.6859	362	1
4_MACS_peak_14019_lociStitched	chr20	32990783	33005589	4	10128	13756.2546	2234.2254	363	ITCH	MIR644	ITCH	ITCH	0.09889999999999999	363	1
3_MACS_peak_4520_lociStitched	chr11	111282454	111294266	3	10110	10031.9316	2036.3888	364		POU2AF1	POU2AF1	POU2AF1	0.5576000000000001	364	1
4_MACS_peak_19715_lociStitched	chr6	37015738	37040917	4	10104	14712.0897	3512.4705	365		FGD2	FGD2	FGD2	0.06	365	1
2_MACS_peak_4556_lociStitched	chr11	115089635	115102503	2	10093	44899.0256	2250.6132	366	CADM1		CADM1	CADM1	0.2196	366	1
3_MACS_peak_2025_lociStitched	chr1	209924076	209944018	3	10092	16003.455	4825.964	367	TRAF3IP3	HSD11B1,C1orf74,IRF6	TRAF3IP3	TRAF3IP3	0.36769999999999997	367	1
2_MACS_peak_276_lociStitched	chr1	23850312	23867218	2	10065	28305.7158	3012.6492	368	E2F2	ASAP3,ID3	E2F2	E2F2	0.6958	368	1
3_MACS_peak_19705_lociStitched	chr6	36633965	36652015	3	10055	20141.995	2888	369	CDKN1A	MIR3925	CDKN1A	CDKN1A	0.7634	369	1
4_MACS_peak_11233_lociStitched	chr19	19050260	19061773	4	10052	19456.97	1852.4417	370	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	DDX49	0.2361	370	1
5_MACS_peak_18032_lociStitched	chr5	6711588	6738499	5	10045	15683.7308	3544.1787	371	PAPD7	PAPD7	PAPD7	PAPD7	0.2106	371	1
2_MACS_peak_15672_lociStitched	chr3	46245838	46257303	2	10034	24286.3095	2654.1475	372	CCR1	CCR3	CCR1	CCR1	1.0703	372	1
2_MACS_peak_965_lociStitched	chr1	87792936	87803237	2	10021	9617.0136	1724.3874	373	LMO4		LMO4	LMO4	0.2368	373	1
3_MACS_peak_2192_lociStitched	chr1	226297088	226316871	3	10007	34147.4363	4593.6126	374		LOC440926,H3F3A	LOC440926	LOC440926	0.4194	374	1
4_MACS_peak_9240_lociStitched	chr17	19204458	19221496	4	9994	16595.012	2601.7026	375	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.05990000000000001	375	1
3_MACS_peak_5475_lociStitched	chr12	68751982	68770291	3	9994	19427.6799	3185.766	376		MDM1	MDM1	NONE	NONE	376	1
4_MACS_peak_15487_lociStitched	chr3	20080504	20097595	4	9983	12093.5916	2662.7778	377	KAT2B	C3orf48	KAT2B	KAT2B	0.056699999999999987	377	1
4_MACS_peak_5600_lociStitched	chr12	92931106	92950934	4	9973	13284.76	2853.2492	378			CLLU1OS	CLLU1OS	NONE	378	1
4_MACS_peak_12315_lociStitched	chr2	64430679	64456338	4	9973	18864.4968	3992.5404	379	LOC150992		LOC150992	LOC150992	0.11679999999999999	379	1
1_MACS_peak_4826_lociStitched	chr12	4377360	4387331	1	9972	34951.3463	1811.7307	380	CCND2	C12orf5	CCND2	CCND2	0.7835	380	1
3_MACS_peak_8588_lociStitched	chr16	56893174	56905913	3	9968	9215.3926	2267.542	381	SLC12A3	MIR138-2	SLC12A3	SLC12A3	1.0316	381	1
3_MACS_peak_11102_lociStitched	chr19	13949146	13962147	3	9957	31065.8895	1856.5428	382		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	MIR23A	0.8788	382	1
2_MACS_peak_1458_lociStitched	chr1	155939639	155952093	2	9946	22667.5254	3560.5986	383	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	RXFP4	0.6628999999999999	383	1
3_MACS_peak_11753_lociStitched	chr19	56329013	56351158	3	9924	22561.326	3171.164	384	NLRP4,NLRP11		NLRP4	NLRP4	0.06029999999999999	384	1
1_MACS_peak_1911_lociStitched	chr1	203288213	203298125	1	9913	34751.472	3800.2608	385		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.9583000000000002	385	1
3_MACS_peak_4689_lociStitched	chr11	126173106	126189657	3	9913	17158.4217	3010.6269	386	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	DCPS	0.24760000000000001	386	1
6_MACS_peak_3519_lociStitched	chr10	135186523	135215595	6	9913	14006.8896	3660.1648	387	PAOX,MTG1,ECHS1	PRAP1,CALY,C10orf125,MIR3944,SPRN	MTG1	MTG1	0.1698	387	1
3_MACS_peak_16563_lociStitched	chr3	169656776	169668117	3	9898	16988.818	2431.5104	388	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	0.5823	388	1
4_MACS_peak_11613_lociStitched	chr19	48824199	48837982	4	9859	14487.3113	2487.8315	389	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	SYNGR4	0.848	389	1
4_MACS_peak_9082_lociStitched	chr17	7136719	7156659	4	9859	19453.464	3060.79	390	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	0.6496000000000001	390	1
2_MACS_peak_3343_lociStitched	chr10	112214971	112225906	2	9855	36390.5865	2311.659	391		DUSP5	DUSP5	DUSP5	0.6511	391	1
3_MACS_peak_14257_lociStitched	chr20	50015694	50032796	3	9853	17556.9132	2437.035	392	NFATC2	MIR3194	MIR3194	NONE	NONE	392	1
2_MACS_peak_18778_lociStitched	chr5	138719864	138730546	2	9835	27257.2594	2529.4976	393	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.0045	393	1
3_MACS_peak_21729_lociStitched	chr7	137424606	137440918	3	9824	11517.9032	3007.9328	394	DGKI		DGKI	NONE	NONE	394	1
3_MACS_peak_4199_lociStitched	chr11	67760492	67778652	3	9819	19427.568	3326.912	395	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	0.5061	395	1
5_MACS_peak_8754_lociStitched	chr16	70827113	70850526	5	9809	12710.9177	3767.1517	396	VAC14,HYDIN	LOC100130894	VAC14	VAC14	0.12769999999999998	396	1
2_MACS_peak_14329_lociStitched	chr20	56047418	56058001	2	9800	26488.1907	2070.0348	397		CTCFL	CTCFL	CTCFL	0.059800000000000006	397	1
3_MACS_peak_10813_lociStitched	chr19	2254727	2271936	3	9796	22564.4408	3920.2102	398	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.3212	398	1
1_MACS_peak_7623_lociStitched	chr15	70387110	70396876	1	9767	16066.0466	1611.39	399	TLE3	MIR629	TLE3	TLE3	0.2223	399	1
1_MACS_peak_17989_lociStitched	chr5	1310880	1320645	1	9766	116800.1415	2365.083	400	CLPTM1L	TERT	TERT	TERT	0.03069999999999999	400	1
2_MACS_peak_19113_lociStitched	chr5	175076672	175086476	2	9766	10553.0256	1611.7776	401	HRH2	HRH2	HRH2	HRH2	0.1362	401	1
4_MACS_peak_8609_lociStitched	chr16	57634224	57658162	4	9750	13817.0136	3825.2924	402	GPR56	GPR56,GPR97	GPR56	GPR56	0.11280000000000001	402	1
3_MACS_peak_3272_lociStitched	chr10	104401258	104421929	3	9741	19374.9283	3266.018	403	TRIM8		TRIM8	TRIM8	0.6738999999999999	403	1
3_MACS_peak_1774_lociStitched	chr1	184711165	184725659	3	9718	17346.4192	3514.795	404	EDEM3		EDEM3	EDEM3	0.16770000000000002	404	1
2_MACS_peak_16855_lociStitched	chr3	196358102	196371056	2	9713	23002.4178	3242.3862	405	LRRC33		LRRC33	LRRC33	0.3438	405	1
4_MACS_peak_22138_lociStitched	chr8	27934604	27951478	4	9698	10411.258	3066.0058	406	ELP3,C8orf80		C8orf80	C8orf80	0.15400000000000003	406	1
2_MACS_peak_9501_lociStitched	chr17	37925048	37935523	2	9684	11276.3375	2060.4325	407	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.16799999999999998	407	1
3_MACS_peak_10987_lociStitched	chr19	10329576	10347981	3	9684	18570.645	3025.782	408	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.4132	408	1
4_MACS_peak_4971_lociStitched	chr12	13242416	13255861	4	9668	13423.488	2429.5115	409	GSG1	KIAA1467	GSG1	GSG1	0.2991	409	1
3_MACS_peak_561_lociStitched	chr1	40030507	40048067	3	9660	12550.132	3037.88	410	PABPC4,SNORA55	PPIEL	PABPC4	PABPC4	0.3521	410	1
2_MACS_peak_21549_lociStitched	chr7	114561342	114573953	2	9645	29952.3861	2596.6049	411	MDFIC		MDFIC	MDFIC	0.948	411	1
4_MACS_peak_18919_lociStitched	chr5	150459419	150475540	4	9640	17475.164	2659.965	412	TNIP1	ANXA6	TNIP1	ANXA6	0.1835	412	1
4_MACS_peak_12537_lociStitched	chr2	86290394	86308646	4	9614	11562.642	2757.8772	413	POLR1A	PTCD3,LOC90784	POLR1A	POLR1A	0.45239999999999997	413	1
2_MACS_peak_1410_lociStitched	chr1	154755459	154765930	2	9611	23485.4059	3019.8364	414	KCNN3		KCNN3	KCNN3	0.2893	414	1
4_MACS_peak_6938_lociStitched	chr14	94424567	94445906	4	9610	11399.2938	1982.3931	415		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	C14orf48	0.17830000000000001	415	1
1_MACS_peak_12534_lociStitched	chr2	86219525	86229126	1	9602	27250.5183	2091.0978	416		LOC90784	LOC90784	LOC90784	0.0638	416	1
3_MACS_peak_19721_lociStitched	chr6	37121702	37140496	3	9601	18156.8834	2625.5218	417	PIM1		PIM1	PIM1	0.6059	417	1
4_MACS_peak_19562_lociStitched	chr6	30639923	30659402	4	9599	12306.8322	3198.4518	418	DHX16,KIAA1949,NRM	ATAT1,C6orf136,TUBB,MDC1	KIAA1949	TUBB	0.9460999999999999	418	1
4_MACS_peak_22049_lociStitched	chr8	19519563	19540308	4	9597	12214.656	3277.71	419	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.0543	419	1
2_MACS_peak_20836_lociStitched	chr7	26001699	26011710	2	9578	32283.4728	2392.629	420		MIR148A	MIR148A	MIR148A	1.5296	420	1
4_MACS_peak_46_lociStitched	chr1	1821031	1851692	4	9572	11246.4548	3820.3606	421	CALML6,GNB1,TMEM52		CALML6	CALML6	0.08480000000000001	421	1
2_MACS_peak_14147_lociStitched	chr20	42694951	42710741	2	9549	61250.989	2933.782	422	TOX2		JPH2	JPH2	NONE	422	1
2_MACS_peak_18557_lociStitched	chr5	109024087	109034256	2	9526	10532.0333	1926.0086	423	MAN2A1		MAN2A1	MAN2A1	0.0786	423	1
4_MACS_peak_5842_lociStitched	chr12	117535748	117558125	4	9514	14086.3215	1926.6597	424	TESC		TESC	TESC	0.029199999999999997	424	1
4_MACS_peak_10771_lociStitched	chr19	1258577	1277309	4	9513	23396.268	4169.7432	425	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.0285000000000002	425	1
3_MACS_peak_11906_lociStitched	chr2	13681490	13701462	3	9510	10543.2188	2582.3796	426			MIR3125	MIR3125	NONE	426	1
3_MACS_peak_12190_lociStitched	chr2	46788742	46803124	3	9493	11643.6672	2521.1646	427	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.2356	427	1
4_MACS_peak_5215_lociStitched	chr12	48276244	48299237	4	9477	11825.2999	3570.8129	428	VDR		VDR	VDR	0.12749999999999997	428	1
2_MACS_peak_7550_lociStitched	chr15	65173776	65189347	2	9465	27965.516	2626.8277	429		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.05729999999999999	429	1
3_MACS_peak_6428_lociStitched	chr13	114581687	114594855	3	9443	20785.688	2446.6144	430	FLJ44054	GAS6	FLJ44054	GAS6	0.9634	430	1
3_MACS_peak_1455_lociStitched	chr1	155902997	155917732	3	9439	16367.638	3419.9935	431	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	0.6628999999999999	431	1
3_MACS_peak_16672_lociStitched	chr3	181636532	181661798	3	9438	13739.6508	5020.3542	432			SOX2	SOX2	NONE	432	1
4_MACS_peak_18464_lociStitched	chr5	87954687	87976874	4	9434	23400.6289	3470.0468	433	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.1073	433	1
4_MACS_peak_4063_lociStitched	chr11	64611160	64634273	4	9426	18081.2999	3698.08	434	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.0845	434	1
3_MACS_peak_1316_lociStitched	chr1	150121182	150139254	3	9423	16982.2584	4037.2848	435	PLEKHO1		PLEKHO1	PLEKHO1	0.5436000000000001	435	1
2_MACS_peak_16613_lociStitched	chr3	175052421	175068674	2	9403	11663.1528	2806.8931	436	NAALADL2		NAALADL2	NAALADL2	0.042200000000000015	436	1
5_MACS_peak_13378_lociStitched	chr2	204716883	204739755	5	9389	9613.1016	2957.3496	437	CTLA4		CTLA4	CTLA4	0.1918	437	1
4_MACS_peak_12885_lociStitched	chr2	129127799	129147116	4	9384	15078.8502	2520.8685	438			HS6ST1	HS6ST1	NONE	438	1
2_MACS_peak_17513_lociStitched	chr4	105407654	105417167	2	9370	12395.439	1351.7973	439	CXXC4		CXXC4	CXXC4	0.36319999999999997	439	1
2_MACS_peak_5954_lociStitched	chr12	125398251	125412580	2	9369	17009.9559	1541.8004	440	UBC	SCARB1	UBC	UBC	0.8694	440	1
4_MACS_peak_14630_lociStitched	chr21	43283593	43306464	4	9363	18207.6031	4398.0933	441	PRDM15,C2CD2		PRDM15	PRDM15	0.22669999999999998	441	1
2_MACS_peak_9025_lociStitched	chr17	4268258	4281180	2	9357	18689.0886	2121.7924	442	UBE2G1		UBE2G1	NONE	NONE	442	1
3_MACS_peak_14839_lociStitched	chr22	23477837	23488756	3	9353	19813.6174	2344.3093	443	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.22329999999999997	443	1
5_MACS_peak_9563_lociStitched	chr17	40329910	40347045	5	9352	11535.282	2714.184	444	KCNH4,HCRT,GHDC	RAB5C	HCRT	HCRT	0.6113	444	1
3_MACS_peak_14670_lociStitched	chr21	44844366	44860693	3	9349	14784.0985	3090.7011	445	SIK1	C21orf125,C21orf84	SIK1	SIK1	0.6975	445	1
1_MACS_peak_7894_lociStitched	chr15	90637292	90646631	1	9340	24107.6946	1959.3222	446	IDH2		IDH2	IDH2	0.7852	446	1
4_MACS_peak_4607_lociStitched	chr11	118954875	118979802	4	9337	17927.4984	4626.4512	447	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	0.2823	447	1
4_MACS_peak_19653_lociStitched	chr6	33537809	33559071	4	9335	19061.383	3497.599	448	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	BAK1	0.6966	448	1
3_MACS_peak_12328_lociStitched	chr2	64862835	64882305	3	9318	16892.172	3017.85	449	SERTAD2	LOC339807	SERTAD2	SERTAD2	0.42869999999999997	449	1
2_MACS_peak_525_lociStitched	chr1	37933273	37946075	2	9306	10158.387	2404.2156	450	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.324	450	1
4_MACS_peak_1389_lociStitched	chr1	153929434	153951081	4	9305	17408.5174	5251.5622	451	CREB3L4,CRTC2,SLC39A1,JTB	RPS27,GATAD2B,DENND4B,RAB13	SLC39A1	SLC39A1	0.48900000000000005	451	1
4_MACS_peak_13335_lociStitched	chr2	202083924	202099734	4	9298	10347.645	2619.717	452	CASP10,CASP8	CASP8	CASP8	CASP8	0.40940000000000004	452	1
3_MACS_peak_7385_lociStitched	chr15	46994754	47008822	3	9284	13909.0316	2017.3512	453			SEMA6D	SEMA6D	NONE	453	1
4_MACS_peak_8952_lociStitched	chr17	1000689	1025051	4	9275	15189.707	3498.3832	454	ABR		ABR	ABR	0.12169999999999997	454	1
2_MACS_peak_3839_lociStitched	chr11	35183472	35196248	2	9251	9433.7984	2246.0208	455	CD44		CD44	CD44	0.18839999999999998	455	1
2_MACS_peak_14614_lociStitched	chr21	41295790	41309690	2	9251	33397.53	3668.21	456	PCP4		PCP4	PCP4	0.2107	456	1
2_MACS_peak_12584_lociStitched	chr2	89049534	89066032	2	9251	26373.7028	2893.7492	457	RPIA,ANKRD36BP2		ANKRD36BP2	NONE	NONE	457	1
2_MACS_peak_16634_lociStitched	chr3	177068667	177080333	2	9248	18382.1162	3199.9838	458			TBL1XR1	TBL1XR1	0.08289999999999997	458	1
3_MACS_peak_16231_lociStitched	chr3	125548617	125560883	3	9244	20502.619	2665.4018	459		MIR548I1	MIR548I1	MIR548I1	0.002799999999999997	459	1
3_MACS_peak_8606_lociStitched	chr16	57569134	57579453	3	9239	9611.1166	1883.2175	460	GPR114,CCDC102A	DOK4	GPR114	GPR114	0.0985	460	1
1_MACS_peak_2847_lociStitched	chr10	63802950	63812185	1	9236	17038.575	1928.268	461	ARID5B		ARID5B	ARID5B	0.134	461	1
3_MACS_peak_23710_lociStitched	chr9	130532354	130549623	3	9230	14678.65	2562.7196	462	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.2672	462	1
2_MACS_peak_1491_lociStitched	chr1	156709763	156722691	2	9219	17161.92	3500.9024	463	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.4032	463	1
4_MACS_peak_11159_lociStitched	chr19	16544729	16561491	4	9217	17476.0612	2608.1672	464	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.2141	464	1
2_MACS_peak_22812_lociStitched	chr8	142126374	142140717	2	9193	19097.7045	2336.4747	465	DENND3		DENND3	DENND3	0.09040000000000001	465	1
2_MACS_peak_1366_lociStitched	chr1	152006491	152021827	2	9172	22395.1608	4031.8344	466	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.8627999999999999	466	1
2_MACS_peak_15015_lociStitched	chr22	36772439	36785153	2	9156	15289.8564	2390.232	467	MYH9		MYH9	MYH9	0.2622	467	1
3_MACS_peak_23595_lociStitched	chr9	117660042	117673171	3	9142	7701.4714	2260.8138	468	TNFSF8		TNFSF8	TNFSF8	0.1502	468	1
3_MACS_peak_23214_lociStitched	chr9	71251199	71269305	3	9139	9270.272	2835.3996	469			PIP5K1B	PIP5K1B	NONE	469	1
5_MACS_peak_12779_lociStitched	chr2	112687574	112711923	5	9120	10061.0068	3421.0345	470	MERTK	ANAPC1	MERTK	MERTK	0.0999	470	1
5_MACS_peak_4277_lociStitched	chr11	73069961	73089145	5	9106	10988.5952	3134.6656	471	ARHGEF17,RELT		RELT	RELT	0.16810000000000003	471	1
5_MACS_peak_2936_lociStitched	chr10	73609979	73634464	5	9088	10129.4445	3574.81	472	PSAP	CDH23	PSAP	PSAP	0.013999999999999985	472	1
