REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X16_0EX2_0229Kronos_MM1S.KB.3hr.2_H3K27Ac_hs.dm_i29.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_10828_lociStitched	chr17	27045981	27056727	2	8990	30608.9064	1951.4736	448	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,TLCD1	TRAF4,PROCA1,RAB34	SNORD4B	448	1
1_MACS_peak_4425_lociStitched	chr11	35159818	35168910	1	9093	29419.8936	1873.8612	449	CD44		CD44	449	1
3_MACS_peak_3419_lociStitched	chr10	74006966	74024315	3	9158	29845.4847	3063.8334	450		ANAPC16,DDIT4,ASCC1	DDIT4	450	1
1_MACS_peak_1789_lociStitched	chr1	160676459	160685136	1	8678	34327.0797	2912.8689	451	CD48	SLAMF7	CD48	451	1
2_MACS_peak_19990_lociStitched	chr4	78735889	78749332	2	9251	27610.5777	2265.1455	453	CNOT6L	MRPL1	CNOT6L	453	1
1_MACS_peak_14219_lociStitched	chr2	66659659	66668485	1	8827	30358.7922	1215.3402	463	MEIS1		MEIS1	463	1
1_MACS_peak_9265_lociStitched	chr15	90637919	90646629	1	8711	31815.017	1664.481	465	IDH2		IDH2	465	1
1_MACS_peak_24752_lociStitched	chr7	90337240	90345387	1	8148	36076.5454	1638.3617	468	CDK14		CDK14	468	1
2_MACS_peak_7785_lociStitched	chr14	50465555	50476594	2	7537	39716.1142	1042.0816	469	C14orf182		C14orf182	469	1
3_MACS_peak_11847_lociStitched	chr17	80405832	80423913	3	8441	34541.9424	2675.988	470	NARF,C17orf62	HEXDC,C17orf101	NARF	470	1
3_MACS_peak_22783_lociStitched	chr6	33279396	33292546	3	8879	30130.595	2526.115	474	TAPBP,ZBTB22,DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,LYPLA2P1	ZBTB22	474	1
2_MACS_peak_5976_lociStitched	chr12	46776291	46785799	2	9030	27492.382	1787.504	476		SLC38A2	SLC38A2	476	1
2_MACS_peak_6173_lociStitched	chr12	56726361	56734356	2	7712	38715.7875	1672.554	477	IL23A,PAN2	CS,CNPY2,STAT2,APOF	IL23A	477	1
3_MACS_peak_13416_lociStitched	chr19	50369549	50382171	3	7887	38239.6112	2574.888	480	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	480	1
2_MACS_peak_11740_lociStitched	chr17	76116541	76129513	2	8897	28830.27	2037.9012	481	TMC8,TMC6	C17orf99,SYNGR2	TMC6	481	1
4_MACS_peak_22793_lociStitched	chr6	33537748	33558575	4	9048	28241.412	3298.9968	484	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	484	1
3_MACS_peak_2055_lociStitched	chr1	183438744	183451149	3	8606	32782.6935	3436.185	486	SMG7		SMG7	486	1
2_MACS_peak_2538_lociStitched	chr1	226062599	226071668	2	8850	28212.7521	2511.2061	494	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	494	1
3_MACS_peak_27508_lociStitched	chr9	123630447	123641415	3	8568	30476.7816	1875.528	495	PHF19	LOC253039,PSMD5,TRAF1	PHF19	495	1
3_MACS_peak_19548_lociStitched	chr4	9599188	9610827	3	8485	31232.0926	1908.796	496		MIR548I2	MIR548I2	496	1
2_MACS_peak_3780_lociStitched	chr10	104401155	104412958	2	8793	27915.2753	2113.9173	499	TRIM8		TRIM8	499	1
2_MACS_peak_11700_lociStitched	chr17	74721306	74735095	2	8567	30352.3468	2505.4613	501	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	501	1
3_MACS_peak_8673_lociStitched	chr15	46994727	47008737	3	8862	27043.503	2408.319	502			SEMA6D	502	1
3_MACS_peak_1625_lociStitched	chr1	153928960	153941466	3	8546	31102.422	3379.1212	505	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	505	1
2_MACS_peak_8372_lociStitched	chr15	23659937	23669475	2	7842	35421.2706	1738.7774	507			MKRN3	507	1
1_MACS_peak_17723_lociStitched	chr3	14160979	14168415	1	7437	38049.2684	1582.3808	510	TMEM43,CHCHD4		CHCHD4	510	1
3_MACS_peak_22406_lociStitched	chr6	11722211	11733531	3	8736	27156.68	1868.932	513	C6orf105		C6orf105	513	1
2_MACS_peak_1293_lociStitched	chr1	112134576	112148127	2	8654	27000.3675	1409.304	516	LOC100129269	RAP1A,ADORA3	LOC100129269	516	1
2_MACS_peak_18646_lociStitched	chr3	124501862	124511895	2	8603	27906.7895	1797.9136	517	ITGB5		UMPS	517	1
1_MACS_peak_18905_lociStitched	chr3	150315339	150323895	1	8557	27892.56	1689.81	521	SELT		SELT	521	1
2_MACS_peak_8002_lociStitched	chr14	72980417	72989810	2	8330	29375.6682	1014.444	523	RGS6		DPF3	523	1
1_MACS_peak_14196_lociStitched	chr2	65139947	65147041	1	7095	39397.9478	1782.7222	527	LOC400958		LOC400958	527	1
1_MACS_peak_24782_lociStitched	chr7	92437202	92445734	1	8533	27439.7652	1497.366	529	CDK6		CDK6	529	1
3_MACS_peak_19159_lociStitched	chr3	178230439	178241039	3	8238	31019.84	2766.6	534		KCNMB2	KCNMB2	534	1
2_MACS_peak_21538_lociStitched	chr5	112256335	112266785	2	7817	33369.985	1730.52	538	REEP5	DCP2	REEP5	538	1
3_MACS_peak_14623_lociStitched	chr2	109829452	109843103	3	8209	30692.9084	2541.8162	539	SH3RF3		MIR4265	539	1
2_MACS_peak_6574_lociStitched	chr12	102129076	102140356	2	7767	33437.304	1760.808	540	SYCP3,GNPTAB	CHPT1	SYCP3	540	1
3_MACS_peak_14245_lociStitched	chr2	68988902	69003907	3	8260	29690.3935	2690.3965	542	ARHGAP25		ARHGAP25	542	1
2_MACS_peak_27678_lociStitched	chr9	132646111	132657721	2	7739	33138.423	1952.802	550	FNBP1	USP20,C9orf78	USP20	550	1
3_MACS_peak_5332_lociStitched	chr11	120367995	120382503	3	8192	28273.1904	1957.1292	558			GRIK4	558	1
2_MACS_peak_20040_lociStitched	chr4	84132726	84144073	2	8309	26662.0459	2424.8539	560			COQ2	560	1
2_MACS_peak_12809_lociStitched	chr19	13949058	13959274	2	8048	28140.9936	1633.5384	564		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	564	1
2_MACS_peak_25691_lociStitched	chr8	26428329	26437466	2	7777	30759.7105	1937.044	565	DPYSL2		DPYSL2	565	1
4_MACS_peak_28346_lociStitched	chrX	75362551	75372227	4	8180	25613.3396	880.516	567		CXorf26	CXorf26	567	1
3_MACS_peak_16481_lociStitched	chr20	52345632	52358493	3	8174	26613.2673	2062.9044	570			SUMO1P1	570	1
3_MACS_peak_9268_lociStitched	chr15	90721510	90736312	3	7596	31877.5872	2312.0724	577	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	577	1
1_MACS_peak_6186_lociStitched	chr12	57076557	57083841	1	7285	32943.3468	1365.0216	586	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	586	1
1_MACS_peak_25101_lociStitched	chr7	121944297	121951905	1	7609	30730.9944	1761.252	587	LOC154860,FEZF1		FEZF1	587	1
1_MACS_peak_1443_lociStitched	chr1	145434034	145441367	1	7334	33040.2981	2192.567	593	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	593	1
3_MACS_peak_1808_lociStitched	chr1	161122692	161137506	3	7325	34495.8804	3601.2834	594	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	594	1
2_MACS_peak_9038_lociStitched	chr15	75352881	75363152	2	7833	28314.0657	1838.509	595		PPCDC	PPCDC	595	1
2_MACS_peak_9890_lociStitched	chr16	30661239	30673100	2	7607	30366.5322	1928.5986	596	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	596	1
1_MACS_peak_15303_lociStitched	chr2	192539159	192546440	1	7282	32216.9688	1474.4025	599	OBFC2A		OBFC2A	599	1
1_MACS_peak_270_lociStitched	chr1	21615664	21622743	1	7080	33327.2241	1538.2667	602	ECE1	ECE1	ECE1	602	1
3_MACS_peak_6111_lociStitched	chr12	53763792	53776392	3	7866	26981.64	2349.9	609	SP1	AMHR2,AAAS,SP7	SP1	609	1
2_MACS_peak_15684_lociStitched	chr2	232570517	232578882	2	7898	25100.8555	896.728	610	PTMA,MIR1244-1		PTMA	610	1
1_MACS_peak_953_lociStitched	chr1	66795973	66803397	1	7425	30197.12	1795.8656	614	PDE4B		PDE4B	614	1
3_MACS_peak_17372_lociStitched	chr22	39409051	39421943	3	7696	27212.4336	2149.0964	627	APOBEC3C,APOBEC3D	APOBEC3B,APOBEC3F	APOBEC3D	627	1
1_MACS_peak_2130_lociStitched	chr1	192543889	192551563	1	7675	27326.3466	2470.2606	631	RGS1		RGS1	631	1
3_MACS_peak_26870_lociStitched	chr9	33286813	33298870	3	7426	29167.0887	2012.3133	633	NFX1	SPINK4,CHMP5,BAG1	NFX1	633	1
2_MACS_peak_13127_lociStitched	chr19	39338864	39349048	2	7577	27500.8736	1750.6296	634	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	634	1
2_MACS_peak_19446_lociStitched	chr4	1712487	1724926	2	7376	29196.8208	1624.5334	635	TACC3,SLBP,TMEM129	FAM53A	TMEM129	635	1
2_MACS_peak_4179_lociStitched	chr11	8703013	8711462	2	7699	25852.2502	1755.7022	640	RPL27A,SNORA3,SNORA45	TRIM66	SNORA45	640	1
1_MACS_peak_13626_lociStitched	chr2	10259654	10266867	1	7214	29838.0171	1402.9285	643	RRM2	C2orf48,CYS1	RRM2	643	1
1_MACS_peak_21471_lociStitched	chr5	100234477	100241657	1	7181	30250.058	1618.372	644	ST8SIA4		ST8SIA4	644	1
2_MACS_peak_4641_lociStitched	chr11	62597971	62610564	2	7224	29805.1124	2222.6645	656	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	656	1
3_MACS_peak_13891_lociStitched	chr2	37615073	37624994	3	7366	27208.3425	2031.8208	674		QPCT	QPCT	674	1
1_MACS_peak_26527_lociStitched	chr8	134508434	134515771	1	7338	26672.1961	1405.7692	676	ST3GAL1		ST3GAL1	676	1
3_MACS_peak_4054_lociStitched	chr10	135201270	135215611	3	7244	28002.2366	1989.0967	677	PAOX,MTG1	PRAP1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	677	1
2_MACS_peak_5821_lociStitched	chr12	27329990	27340307	2	7221	27320.4477	2040.7026	695			STK38L	695	1
2_MACS_peak_28726_lociStitched	chrX	153189155	153200541	2	7095	26933.583	1116.9666	697	ARHGAP4,NAA10	AVPR2,TMEM187,MIR3202-1,L1CAM,RENBP,HCFC1,MIR3202-2	ARHGAP4	697	1
2_MACS_peak_17127_lociStitched	chr22	24822596	24831871	2	7230	25948.6675	1777.09	711	ADORA2A,C22orf45		ADORA2A	711	1
